
[00:00:00.000 --> 00:00:01.480]  地方姐妹平安
[00:04:00.560 --> 00:04:03.940]  延續到我信了主之後呢 去了
[00:04:03.940 --> 00:04:07.100]  在大學的時候信了主之後呢 想要努力的
[00:04:07.100 --> 00:04:10.500]  爲上帝來 好好的把書讀好呢
[00:04:10.500 --> 00:04:13.140]  跟我的兩個一起
[00:04:13.140 --> 00:04:16.260]  影響我信主的弟兄呢 一起讀多一年
[00:04:16.260 --> 00:04:18.780]  但是呢 發現做不來
[00:04:18.780 --> 00:04:21.820]  做不來 後來就發現
[00:04:21.820 --> 00:04:24.580]  我常常呢就是 無法
[00:04:24.580 --> 00:04:27.260]  準時地教我的功課啊等等
[00:04:27.260 --> 00:04:30.240]  很痛苦 不過 省點恩典也真的是
[00:04:30.240 --> 00:04:33.360]  保守 因爲我就發現其實他
[00:04:33.360 --> 00:04:36.100]  有給我很多的恩賜 比如說
[00:04:36.100 --> 00:04:38.620]  不要小看那一年級也拿第一第二名啊
[00:04:38.620 --> 00:04:41.340]  那種情況 也是給我學習的能力
[00:04:41.340 --> 00:04:44.180]  去了中學的時候呢 我的老師
[00:04:44.180 --> 00:04:46.860]  曾經 我的那班很差的
[00:04:46.860 --> 00:04:50.280]  他曾經就說 就指着我的名說
[00:04:50.280 --> 00:04:52.580]  這個人 你這個人
[00:04:52.580 --> 00:04:55.260]  有很強的理解能力
[00:04:55.260 --> 00:04:58.480]  有很強的理解能力 那個老師是我們每個人都很怕他的
[00:04:58.480 --> 00:05:02.460]  一個科學老師 那麼他說 你這個人有很強的理解能力
[00:05:02.460 --> 00:05:05.380]  那時是什麼場景 那時是因爲呢
[00:05:05.380 --> 00:05:07.940]  他只是問了一個很簡單的科學問題
[00:05:07.940 --> 00:05:10.740]  然後呢 全班呢就跟着那個所謂
[00:05:10.740 --> 00:05:13.780]  這個班上讀書成績最好的
[00:05:13.780 --> 00:05:16.820]  來回答那個問題呢 老師說 A 還是 B 答案
[00:05:16.820 --> 00:05:19.400]  那全班就跟着他舉 A 舉手
[00:05:19.400 --> 00:05:22.300]  然後只有我一個人來舉 B 那老師呢就
[00:05:22.300 --> 00:05:24.580]  問了我他答案的緣由之後 他說
[00:05:24.580 --> 00:05:27.080]  你這個人理解能力很強
[00:05:27.080 --> 00:05:29.940]  那麼 因爲這樣 那我發現上帝是的確
[00:05:29.940 --> 00:05:32.920]  後來我就發現上帝的確是給我有強的學習能力
[00:05:32.920 --> 00:05:35.560]  但是我荒廢了 荒廢了有點沮喪
[00:05:35.560 --> 00:05:36.960]  可是呢 到了
[00:05:37.400 --> 00:05:41.500]  到了我要出來服侍上帝的時候呢
[00:05:41.500 --> 00:05:43.920]  我的目者鼓勵我
[00:05:43.920 --> 00:05:47.240]  你去進修吧 你去工作吧
[00:05:47.240 --> 00:05:49.240]  你要有人生經驗 工作經驗
[00:05:49.240 --> 00:05:52.020]  你纔來服侍上帝 那我就去示範了
[00:05:52.020 --> 00:05:54.780]  去示範的時候呢 上帝竟然呢
[00:05:54.780 --> 00:05:57.840]  讓我呢 給我一個意念就是
[00:05:57.840 --> 00:06:00.640]  去拿那個最優異的學生獎
[00:06:00.640 --> 00:06:03.380]  在那裏 那當時候呢 我覺得
[00:06:03.380 --> 00:06:05.840]  怎麼可能 我這個剛剛好
[00:06:05.840 --> 00:06:08.280]  過了關 大學畢業的
[00:06:08.280 --> 00:06:11.100]  不過呢 因爲是上帝給我的意念呢
[00:06:11.100 --> 00:06:13.220]  我就決定努力了 我就心裏想
[00:06:13.220 --> 00:06:15.920]  反正那裏的人也不是很勤勞
[00:06:15.920 --> 00:06:18.840]  可以搏一搏吧 試試看
[00:06:18.840 --> 00:06:22.380]  怎麼知道我去到哪裏了 雖然大部分人很不勤勞呢
[00:06:22.380 --> 00:06:24.840]  但是有少數的一撮人呢
[00:06:24.840 --> 00:06:26.920]  他們是牛津大學畢業
[00:06:26.920 --> 00:06:29.380]  還有劍橋大學畢業
[00:06:29.380 --> 00:06:32.840]  回國 因爲他們就是拿這個總統獎學金
[00:06:32.840 --> 00:06:36.440]  要去到國外 去高等學府畢業了
[00:06:36.440 --> 00:06:39.040]  回來再示範過
[00:06:39.040 --> 00:06:41.740]  然後再慢慢地走上那個教育部
[00:06:41.740 --> 00:06:43.540]  然後再攀升上去的
[00:06:43.540 --> 00:06:45.540]  所以他們也是我們的同學
[00:06:45.540 --> 00:06:47.840]  不過呢 我覺得真的很奇妙
[00:06:47.840 --> 00:06:51.640]  到最後呢 那個獎呢 竟然落在我手中
[00:06:51.640 --> 00:06:54.040]  因爲我不知道爲什麼 上帝給我力量呢
[00:06:54.040 --> 00:06:57.340]  我就額外地 額外地努力讀書
[00:06:57.340 --> 00:06:59.540]  然後呢 還組織了很多活動
[00:06:59.540 --> 00:07:02.340]  結果呢 那個評委呢
[00:07:02.340 --> 00:07:05.640]  說我雖然我的成績呢 沒有第一個的那麼地好
[00:07:05.640 --> 00:07:07.740]  可是呢 因爲我有自發性
[00:07:07.740 --> 00:07:10.340]  很喜歡組織很多的活動
[00:07:10.340 --> 00:07:11.840]  除了讀書以外呢
[00:07:11.840 --> 00:07:14.640]  還會組織一些的事情
[00:07:14.640 --> 00:07:17.240]  然後去馬來西亞做一些義工的工作
[00:07:17.240 --> 00:07:19.340]  所以就決定把那個獎頒給我
[00:07:19.340 --> 00:07:21.440]  我就覺得很奇妙
[00:07:21.440 --> 00:07:23.140]  但是對我來說什麼呢
[00:07:23.140 --> 00:07:26.540]  那個變成我生命中的一個
[00:07:26.540 --> 00:07:28.640]  significant moment
[00:07:28.640 --> 00:07:32.140]  一個很關鍵性的一個里程碑
[00:07:32.140 --> 00:07:34.340]  是 不是那個獎
[00:07:34.340 --> 00:07:36.940]  是我的神
[00:07:36.940 --> 00:07:40.840]  我的神是一個給人多一次機會的神
[00:07:40.840 --> 00:07:43.040]  這個經歷讓我明白了
[00:07:43.040 --> 00:07:45.340]  我們不要放棄自己
[00:07:45.340 --> 00:07:48.140]  我不知道弟兄姐妹你有沒有
[00:07:48.140 --> 00:07:49.840]  有這個傾向 覺得
[00:07:49.840 --> 00:07:52.040]  人生再怎麼努力也
[00:07:52.040 --> 00:07:54.740]  可能就是這樣子了
[00:07:54.740 --> 00:07:56.540]  但是
[00:07:56.540 --> 00:07:59.940]  約拿他逃離逃避上帝
[00:07:59.940 --> 00:08:02.140]  上帝把他拯救回來之後
[00:08:02.140 --> 00:08:05.140]  上帝馬上跟他說
[00:08:05.140 --> 00:08:06.640]  第二次
[00:08:06.640 --> 00:08:11.140]  約花的話 二次領導與約拿
[00:08:11.140 --> 00:08:12.240]  弟兄姐妹我
[00:08:12.240 --> 00:08:15.740]  我請求你不要把你的耳朵關起來
[00:08:15.740 --> 00:08:18.140]  不要把你的心封閉
[00:08:18.140 --> 00:08:20.240]  因爲上帝還很愛你
[00:08:20.240 --> 00:08:23.140]  上帝願意在你最失敗的地方
[00:08:23.140 --> 00:08:26.340]  或者在你跌倒的地方
[00:08:26.340 --> 00:08:27.840]  跟你再次地說話
[00:08:27.840 --> 00:08:29.440]  給你多一次的邀請
[00:08:29.440 --> 00:08:32.140]  給你多一次的信心跟挑戰
[00:08:32.140 --> 00:08:34.740]  有沒有一些事情是你以爲
[00:08:34.740 --> 00:08:37.140]  不能夠再改變的了
[00:08:37.140 --> 00:08:39.540]  不要放棄 聆聽
[00:08:39.540 --> 00:08:41.940]  看看上帝做什麼
[00:08:41.940 --> 00:08:44.240]  有些人是因爲自己的兒子
[00:08:44.240 --> 00:08:47.540]  覺得自己的兒子以前小小的時候跟我一起回教會
[00:08:47.540 --> 00:08:50.340]  現在已經不回教會了
[00:08:50.340 --> 00:08:52.140]  好像沒有希望了
[00:08:52.140 --> 00:08:54.440]  不要放棄
[00:08:54.440 --> 00:08:56.540]  有些人是因爲自己的父母
[00:08:56.540 --> 00:08:59.740]  怎麼樣跟他傳福音 到了年老了 現在生病了
[00:08:59.740 --> 00:09:02.340]  還仍然是不願意來教會
[00:09:02.340 --> 00:09:03.840]  不要放棄
[00:09:03.840 --> 00:09:07.740]  上帝是第二次的上帝
[00:09:07.740 --> 00:09:11.040]  他不斷地來向我們說話
[00:09:11.040 --> 00:09:14.140]  我們繼續看這個故事
[00:09:14.140 --> 00:09:16.740]  那麼約拿他就怎麼樣呢
[00:09:16.740 --> 00:09:19.440]  約拿他就照約花的話起來
[00:09:19.440 --> 00:09:20.740]  往尼尼回去
[00:09:20.740 --> 00:09:22.640]  你讀聖經你要留一點
[00:09:22.640 --> 00:09:26.140]  他有沒有完全跟約花的話來做呢
[00:09:26.140 --> 00:09:28.740]  聖經說他有照約花話起來
[00:09:28.740 --> 00:09:30.240]  往尼尼威去
[00:09:30.240 --> 00:09:32.640]  然後這尼尼威是極大的城
[00:09:32.640 --> 00:09:35.540]  他有三天的路程要走
[00:09:35.540 --> 00:09:38.240]  約拿他在城裏面走了一天
[00:09:38.240 --> 00:09:39.940]  他就宣告說
[00:09:39.940 --> 00:09:41.340]  再等四十日
[00:09:41.340 --> 00:09:45.940]  尼尼威必經覆了
[00:09:45.940 --> 00:09:49.440]  約拿他有沒有聽神的話呢
[00:09:49.440 --> 00:09:51.040]  他有起來 他有去
[00:09:51.040 --> 00:09:52.740]  可是他去到那邊
[00:09:52.740 --> 00:09:54.640]  這地方要走三天
[00:09:54.640 --> 00:09:56.540]  他走了一天就怎麼樣呢
[00:09:56.540 --> 00:09:58.640]  夠了啦
[00:09:58.640 --> 00:10:01.840]  反正我真的是不想傳福音給這裏的人
[00:10:01.840 --> 00:10:05.040]  他就說四十天後這地方會清覆
[00:10:05.040 --> 00:10:07.340]  那麼聖經沒有交代
[00:10:07.340 --> 00:10:10.940]  上帝到底有沒有跟他說更多的東西
[00:10:10.940 --> 00:10:12.340]  他只是講這一句
[00:10:12.340 --> 00:10:14.840]  因爲他的心就是想這個地方怎麼樣呢
[00:10:14.840 --> 00:10:18.940]  受審判 清覆
[00:10:18.940 --> 00:10:21.840]  這裏我有一個什麼樣的反省就是
[00:10:21.840 --> 00:10:25.240]  大家不知道熟不熟悉這句話就是
[00:10:25.240 --> 00:10:28.140]  我要做好這份工
[00:10:28.140 --> 00:10:31.640]  哎呀 你們會笑就是熟悉了
[00:10:31.640 --> 00:10:32.840]  你不要笑啊
[00:10:32.840 --> 00:10:34.640]  我們要反省自己
[00:10:34.640 --> 00:10:40.340]  有些時候我們做事情是做了
[00:10:40.340 --> 00:10:42.640]  還是做好
[00:10:42.640 --> 00:10:45.240]  有分別的對嗎
[00:10:45.240 --> 00:10:46.740]  那些家長就很清楚了
[00:10:46.740 --> 00:10:50.440]  叫孩子去做一些他們不喜歡做的事情
[00:10:50.440 --> 00:10:54.340]  去打掃自己的房間
[00:10:54.340 --> 00:10:56.840]  他說做了 你進去看
[00:10:56.840 --> 00:10:59.740]  這裏也沒有檢討 那裏也沒有檢討對不對
[00:10:59.740 --> 00:11:01.340]  做了還是做好
[00:11:01.340 --> 00:11:03.840]  那上帝叫你打掃你的房間
[00:11:03.840 --> 00:11:05.740]  你打掃了嗎
[00:11:05.740 --> 00:11:08.340]  做了還是做好呢
[00:11:08.340 --> 00:11:10.740]  越南人他很顯然的是
[00:11:10.740 --> 00:11:13.740]  比較像是他覺得自己做了
[00:11:13.740 --> 00:11:15.240]  敷衍了事
[00:11:15.240 --> 00:11:17.140]  因爲他心裏有什麼呢
[00:11:17.140 --> 00:11:19.640]  他心裏還是有一些失望
[00:11:19.640 --> 00:11:24.640]  有些失望有些事情不是按照他的邏輯來成就
[00:11:24.640 --> 00:11:26.840]  尼尼維人的人這麼殘忍
[00:11:26.840 --> 00:11:28.840]  他的軍隊這麼殘忍
[00:11:28.840 --> 00:11:33.440]  爲什麼上帝要我跟他宣告這個福音呢
[00:11:33.440 --> 00:11:36.140]  所以他你要我做 你救了我
[00:11:36.140 --> 00:11:37.840]  你要我做 我就做咯
[00:11:37.840 --> 00:11:39.840]  我就做了
[00:11:39.840 --> 00:11:41.440]  然後呢
[00:11:41.440 --> 00:11:43.040]  沒有做好
[00:11:43.040 --> 00:11:45.140]  那麼我們看下去
[00:11:45.140 --> 00:11:47.740]  尼尼維人信服神
[00:11:47.740 --> 00:11:49.540]  便宣告進食
[00:11:49.540 --> 00:11:53.140]  從最大的到最小的都穿麻衣
[00:11:53.140 --> 00:11:54.240]  然後呢
[00:11:54.240 --> 00:11:57.540]  這消息傳到尼尼維人的耳中
[00:11:57.540 --> 00:12:00.740]  我們看到第六節到第九節
[00:12:00.740 --> 00:12:02.240]  看了很感動
[00:12:02.240 --> 00:12:05.740]  這些本來是很殘暴的罪人
[00:12:05.740 --> 00:12:07.640]  他們聽到神的消息
[00:12:07.640 --> 00:12:09.640]  雖然這消息是從一個
[00:12:09.640 --> 00:12:13.940]  心不甘情不願的先知的話出來的
[00:12:13.940 --> 00:12:16.140]  但是仍然是上帝的話
[00:12:16.140 --> 00:12:19.140]  上帝的話傳到他們的耳中
[00:12:19.140 --> 00:12:20.540]  這王怎麼樣呢
[00:12:20.540 --> 00:12:22.940]  他就下了寶座 脫了朝服
[00:12:22.940 --> 00:12:25.140]  披上麻布 坐在灰中
[00:12:25.140 --> 00:12:26.540]  表示自己很懊悔
[00:12:26.540 --> 00:12:30.740]  爲自己的殘暴的各樣的罪人懊悔
[00:12:30.740 --> 00:12:32.140]  他又使人
[00:12:32.140 --> 00:12:34.340]  騙告尼尼維通承說
[00:12:34.340 --> 00:12:35.740]  王和大臣有令
[00:12:35.740 --> 00:12:37.540]  人不可藏什麼
[00:12:37.540 --> 00:12:39.540]  牲畜牛羊不可喫草
[00:12:39.540 --> 00:12:40.540]  也不可喝水
[00:12:40.540 --> 00:12:42.240]  哇 這是聖經第一次記載
[00:12:42.240 --> 00:12:44.340]  連動物都要進食
[00:12:44.340 --> 00:12:45.740]  是王的吩咐
[00:12:45.740 --> 00:12:46.940]  這是要表達什麼呢
[00:12:46.940 --> 00:12:48.940]  表達神的認真
[00:12:48.940 --> 00:12:50.740]  他是很認真悔改
[00:12:50.740 --> 00:12:53.540]  那麼在這裏呢
[00:12:53.540 --> 00:12:55.140]  人與牲畜都披上麻布
[00:12:55.140 --> 00:12:56.540]  人要切切求告神
[00:12:56.540 --> 00:12:58.740]  個人回頭離開所行的惡道
[00:12:58.740 --> 00:13:00.540]  丟棄手中的強暴
[00:13:00.540 --> 00:13:03.740]  就是以前做的惡事都丟棄了
[00:13:03.740 --> 00:13:05.940]  或者神他就這樣禱告
[00:13:05.940 --> 00:13:08.140]  這樣做了之後他就有一個期望
[00:13:08.140 --> 00:13:09.340]  有個希望他說
[00:13:09.340 --> 00:13:12.540]  或者神轉意後悔
[00:13:12.540 --> 00:13:15.140]  不發烈怒使我們不知滅亡
[00:13:15.140 --> 00:13:19.340]  也可能會發生也未可知
[00:13:19.340 --> 00:13:21.540]  這裏提醒我們一樣事情
[00:13:21.540 --> 00:13:23.540]  是上次我在講第一第二章的時候
[00:13:23.540 --> 00:13:25.540]  也提醒大家的就是
[00:13:25.540 --> 00:13:27.740]  我們知道我們需要
[00:13:27.740 --> 00:13:28.740]  知道自己是基督徒
[00:13:28.740 --> 00:13:30.740]  也要知道哪一些是還沒信主的
[00:13:30.740 --> 00:13:32.940]  但是那個用意是
[00:13:32.940 --> 00:13:33.940]  讓我們能夠知道
[00:13:33.940 --> 00:13:35.940]  有誰我們還要爲他禱告
[00:13:35.940 --> 00:13:38.740]  以致我們知道有誰還需要福音
[00:13:38.740 --> 00:13:40.340]  我們還可以跟他傳福音
[00:13:40.340 --> 00:13:42.140]  讓他能夠認識主
[00:13:42.140 --> 00:13:43.540]  但是不要來到一個階段
[00:13:43.540 --> 00:13:45.340]  把基督徒變成什麼呢
[00:13:45.340 --> 00:13:49.340]  變成把基督徒跟非基督徒分開之後
[00:13:49.340 --> 00:13:51.140]  就很容易的說
[00:13:51.140 --> 00:13:54.540]  這是好人那是壞人
[00:13:54.540 --> 00:13:55.940]  不是這樣子的
[00:13:55.940 --> 00:13:57.940]  你記不記得在前面的時候
[00:13:57.940 --> 00:13:59.340]  當那些水手
[00:13:59.340 --> 00:14:01.140]  他們知道是約拿
[00:14:01.140 --> 00:14:03.340]  造成了整個船要沉下去的時候
[00:14:03.340 --> 00:14:05.540]  約拿說什麼
[00:14:05.540 --> 00:14:07.340]  你們把我丟下去了
[00:14:07.340 --> 00:14:08.740]  你們把我丟下船
[00:14:08.740 --> 00:14:10.140]  這就會風平浪靜了
[00:14:10.140 --> 00:14:10.740]  就沒事了
[00:14:10.740 --> 00:14:11.540]  你們就記得
[00:14:11.540 --> 00:14:13.140]  那些水手怎麼樣呢
[00:14:13.140 --> 00:14:14.940]  他們有高尚的品格
[00:14:14.940 --> 00:14:16.540]  他們不隨隨便便
[00:14:16.540 --> 00:14:18.540]  就這樣謀取一個人的性命
[00:14:18.540 --> 00:14:20.540]  爲了就是自救
[00:14:20.540 --> 00:14:24.140]  所以我們要有個提醒就是
[00:14:24.140 --> 00:14:26.740]  不要以爲有些人是
[00:14:26.740 --> 00:14:29.740]  beyond redemption
[00:14:29.740 --> 00:14:31.740]  無可救藥
[00:14:31.740 --> 00:14:32.940]  有些時候我們失望
[00:14:32.940 --> 00:14:34.540]  有些時候我們絕望
[00:14:34.540 --> 00:14:38.540]  是因爲在我們自己的邏輯裏面
[00:14:38.540 --> 00:14:42.540]  我們已經覺得有一些人是無可救藥的了
[00:14:43.340 --> 00:14:45.940]  但是上帝不是這樣看的
[00:14:45.940 --> 00:14:48.540]  原來上帝看人是看得到
[00:14:48.540 --> 00:14:50.940]  人是有悔改的可能的
[00:14:50.940 --> 00:14:53.340]  我們能不能夠有這樣的眼光呢
[00:14:53.340 --> 00:14:56.340]  不要這麼容易就去論斷
[00:14:56.340 --> 00:14:58.940]  一些人說他沒救了
[00:14:58.940 --> 00:15:00.340]  上帝要我們的是
[00:15:00.340 --> 00:15:01.740]  有那種的愛
[00:15:01.740 --> 00:15:04.940]  知道人是有可能悔轉的
[00:15:04.940 --> 00:15:07.940]  我不知道你有沒有傳福音傳到一個地步
[00:15:07.940 --> 00:15:11.140]  你已經灰心了
[00:15:11.140 --> 00:15:15.540]  或者他這麼多年來都是這麼自我中心的了
[00:15:15.540 --> 00:15:17.540]  他這麼多年來都是這麼的
[00:15:17.540 --> 00:15:20.340]  貪人家小便宜的
[00:15:20.340 --> 00:15:21.340]  我怎麼樣跟他講
[00:15:21.340 --> 00:15:25.340]  他都是會取笑基督教的
[00:15:25.340 --> 00:15:27.940]  而且他繼續地去作惡
[00:15:27.940 --> 00:15:30.940]  我覺得他是不會信的
[00:15:30.940 --> 00:15:33.740]  你有沒有認識這樣的朋友或者是親戚呢
[00:15:33.740 --> 00:15:35.340]  有時候是你不想去想的
[00:15:35.340 --> 00:15:37.340]  因爲你去想的時候呢
[00:15:37.340 --> 00:15:39.140]  你就會更痛心
[00:15:39.140 --> 00:15:42.140]  有沒有這樣的人呢
[00:15:42.140 --> 00:15:42.940]  不要放棄
[00:15:42.940 --> 00:15:45.540]  因爲在上帝那裏
[00:15:45.540 --> 00:15:47.740]  人是有機會悔改的
[00:15:47.740 --> 00:15:48.940]  你看第十節
[00:15:48.940 --> 00:15:50.540]  第十節說什麼呢
[00:15:50.540 --> 00:15:53.140]  於是神察看他們的行爲
[00:15:53.140 --> 00:15:54.940]  見他們離開二道
[00:15:54.940 --> 00:15:56.340]  他就後悔
[00:15:56.340 --> 00:15:59.540]  不把所說的災禍降與他們了
[00:15:59.540 --> 00:16:00.540]  後悔這個字呢
[00:16:00.540 --> 00:16:01.940]  在希伯來文呢
[00:16:01.940 --> 00:16:04.340]  是有一種憂傷
[00:16:04.340 --> 00:16:08.140]  或者是有一種想轉回的意思
[00:16:08.140 --> 00:16:11.140]  上帝他察看他們的行爲
[00:16:11.140 --> 00:16:12.740]  這裏提醒我們
[00:16:12.740 --> 00:16:14.740]  神是看我們什麼的
[00:16:14.740 --> 00:16:16.740]  行爲的
[00:16:16.740 --> 00:16:18.940]  我們不要掉入一種鼠鄰的陷阱
[00:16:18.940 --> 00:16:20.140]  就是說
[00:16:20.140 --> 00:16:21.340]  我是一個不錯的基督徒
[00:16:21.340 --> 00:16:25.740]  因爲我心裏常常想着一些不錯的事情
[00:16:25.740 --> 00:16:28.540]  我們要讓我們的行爲來證明
[00:16:28.540 --> 00:16:31.140]  我們是不是真的這樣相信
[00:16:31.140 --> 00:16:33.740]  因爲上帝他雖然看人的心
[00:16:33.740 --> 00:16:35.740]  他也看人的行爲
[00:16:35.740 --> 00:16:39.340]  他看到他們的行爲證明了他們離開了二道
[00:16:39.340 --> 00:16:41.140]  他就回心轉意
[00:16:41.140 --> 00:16:44.740]  不把他所說的災禍降與他們了
[00:16:44.740 --> 00:16:48.340]  那約拿怎麼辦呢
[00:16:48.340 --> 00:16:51.140]  現在上帝真的不把災禍降與他們了
[00:16:51.140 --> 00:16:52.740]  你覺得約拿會怎麼樣
[00:16:52.740 --> 00:16:55.140]  第四章我們看下去
[00:16:55.140 --> 00:16:56.140]  這件事情呢
[00:16:56.140 --> 00:16:58.940]  令到約拿怎麼樣呢
[00:16:58.940 --> 00:17:01.140]  大大不悅
[00:17:01.140 --> 00:17:04.340]  甚至發怒
[00:17:04.340 --> 00:17:06.940]  我覺得這是失望的人
[00:17:06.940 --> 00:17:11.340]  絕望的人常常有的一種的表現
[00:17:11.340 --> 00:17:12.740]  很容易生氣的
[00:17:12.740 --> 00:17:16.940]  因爲在自己的生命裏面有一些既定的結論
[00:17:16.940 --> 00:17:18.140]  那個結論
[00:17:18.140 --> 00:17:21.540]  如果事情的發展不符合自己的結論
[00:17:21.540 --> 00:17:22.940]  就很容易生氣
