
[00:00:00.000 --> 00:00:04.480]  好 在我們去看這個重要的一個
[00:02:54.720 --> 00:03:02.680]  由北國是以色列 南國是猶大
[00:03:02.680 --> 00:03:06.040]  而且這兩個國結果都是
[00:03:06.040 --> 00:03:08.240]  繼續的敬拜他的偶像
[00:03:08.240 --> 00:03:10.760]  於是上帝拆敗了兩個國
[00:03:10.760 --> 00:03:11.880]  A國、B國
[00:03:11.880 --> 00:03:13.400]  A是阿斯利亞
[00:03:13.400 --> 00:03:17.840]  亞屬國去把北國滅掉
[00:03:17.840 --> 00:03:20.320]  公元前721年
[00:03:20.320 --> 00:03:24.040]  然後又拆敗了巴比倫
[00:03:24.040 --> 00:03:27.400]  B國在公元前586年
[00:03:27.400 --> 00:03:31.040]  把南國猶大也滅掉了
[00:03:31.040 --> 00:03:32.400]  在這個情況裡面
[00:03:32.400 --> 00:03:35.680]  在南國被滅的前後
[00:03:35.680 --> 00:03:38.000]  有三次的我們叫做被擄
[00:03:38.000 --> 00:03:40.440]  這是以色列人整個歷史裡面
[00:03:40.440 --> 00:03:42.320]  最痛苦的一個歷史
[00:03:42.320 --> 00:03:44.440]  他們被擄巴比倫
[00:03:44.440 --> 00:03:45.920]  三次的被擄
[00:03:45.920 --> 00:03:48.840]  但是上帝通過耶利米先知
[00:03:48.840 --> 00:03:50.920]  也是在預言說
[00:03:50.920 --> 00:03:52.840]  他在大概70年過後
[00:03:52.840 --> 00:03:55.160]  他會帶領以色列人再回歸
[00:03:55.160 --> 00:03:56.640]  再次憐憫他們
[00:03:56.640 --> 00:03:58.720]  他們要回歸耶路撒冷
[00:03:58.720 --> 00:04:00.360]  也過了大概70年之後
[00:04:00.360 --> 00:04:03.120]  有三次的回歸
[00:04:03.120 --> 00:04:06.480]  當你去思想被擄回歸的歷史裡面
[00:04:06.480 --> 00:04:09.720]  最好的一個幫你去記的
[00:04:09.720 --> 00:04:10.920]  就是丹尼里書
[00:04:10.920 --> 00:04:12.320]  因為我們相信丹尼里
[00:04:12.320 --> 00:04:14.040]  就是在他年輕的時候
[00:04:14.040 --> 00:04:16.000]  十來歲的時候
[00:04:16.000 --> 00:04:17.280]  第一次被擄的時候
[00:04:17.280 --> 00:04:18.440]  就去了巴比倫
[00:04:18.440 --> 00:04:20.800]  他一生人都活在巴比倫裡面
[00:04:20.800 --> 00:04:24.320]  當其中一個丹尼里最出名的故事
[00:04:24.320 --> 00:04:27.040]  他進獅子坑出獅子坑
[00:04:27.040 --> 00:04:28.720]  那個故事大概就是
[00:04:28.720 --> 00:04:31.200]  第一次回歸的那一年
[00:04:31.200 --> 00:04:33.480]  當時候丹尼里已經是
[00:04:33.480 --> 00:04:36.520]  八十來歲的一個老人家
[00:04:36.520 --> 00:04:40.040]  丹尼里在等待上帝的國來臨
[00:04:40.040 --> 00:04:43.880]  因為當時以色列人還是亡國
[00:04:43.880 --> 00:04:45.960]  他等待上帝的歸來
[00:04:45.960 --> 00:04:49.280]  他等待他們的罪可以得到赦免
[00:04:49.280 --> 00:04:53.240]  他們等待以色列人眾人去悔改
[00:04:53.240 --> 00:04:56.000]  儘管他們回歸了耶路撒冷
[00:04:56.000 --> 00:04:58.960]  但是結果他們還沒有真正的
[00:04:58.960 --> 00:05:00.600]  從罪裡面悔改過來
[00:05:00.600 --> 00:05:03.880]  所以你到以色列人的歷史後面
[00:05:03.880 --> 00:05:08.080]  你看到尼西米、馬拉基
[00:05:08.080 --> 00:05:10.160]  這些都告訴我們
[00:05:10.160 --> 00:05:12.680]  先知繼續在呼喊他們
[00:05:12.680 --> 00:05:15.240]  去迴轉到上帝的面前
[00:05:15.240 --> 00:05:19.080]  然後馬拉基之後有四百年的黑暗的日子
[00:05:19.080 --> 00:05:23.760]  然後帶我們進入新約上帝天國的來臨
[00:05:23.760 --> 00:05:26.920]  施洗約翰與耶穌基督的故事
[00:05:26.920 --> 00:05:33.240]  我們現在去看看聖經的書本
[00:05:33.240 --> 00:05:35.960]  最開始當然是《摩西五經》
[00:05:35.960 --> 00:05:37.680]  正如我剛才所說的
[00:05:37.680 --> 00:05:39.440]  《摩西五經》裡面所寫的
[00:05:39.440 --> 00:05:43.640]  儘管是舊約的可能五分之一
[00:05:43.640 --> 00:05:48.800]  但其實裡面所裝載的神學
[00:05:48.800 --> 00:05:52.480]  大概是整個舊約的八成
[00:05:52.480 --> 00:05:54.000]  所以這個非常重要
[00:05:54.000 --> 00:05:55.640]  如果你可以抓住的話
[00:05:55.640 --> 00:05:58.240]  所以如果你沒有機會去聆聽
[00:05:58.240 --> 00:06:00.560]  我們前面的舊約講座
[00:06:00.560 --> 00:06:03.000]  你可以考慮回去看看
[00:06:03.000 --> 00:06:05.920]  聽聽這些五個舊約的講座
[00:06:05.920 --> 00:06:09.520]  當然最終它所指向的是天國的來臨
[00:06:09.520 --> 00:06:11.720]  耶穌基督祂的來臨
[00:06:11.720 --> 00:06:15.840]  十字架的來臨
[00:06:15.840 --> 00:06:21.120]  我們去看看這五本書的一個大圖畫的主題
[00:06:21.120 --> 00:06:25.600]  《創世之意》是在講創世、墮落、救贖的三部曲
[00:06:25.600 --> 00:06:28.680]  《出埃及記》是偶像之家逃生記
[00:06:28.680 --> 00:06:32.920]  他們不單只是從奴隸的身份裡面逃出
[00:06:32.920 --> 00:06:35.320]  更是從偶像的之家
[00:06:35.320 --> 00:06:41.320]  他們最終被困的是在埃及的偶像之下
[00:06:41.320 --> 00:06:43.080]  當他們離開了埃及之後
[00:06:43.080 --> 00:06:47.560]  上帝在西乃山那邊讓他們住了一年
[00:06:47.560 --> 00:06:50.400]  在那時候上帝啟示自己給他們
[00:06:50.400 --> 00:06:52.560]  把律法交給他們
[00:06:52.560 --> 00:06:55.200]  然後摩西也寫了立位記
[00:06:55.200 --> 00:06:58.440]  告訴他上帝是一個聖潔的上帝
[00:06:58.440 --> 00:07:03.640]  於是立位人、祭司都是聖潔君王的保衛者
[00:07:03.640 --> 00:07:06.800]  然而儘管上帝這樣警告他們
[00:07:06.800 --> 00:07:08.960]  也是啟示自己給他們
[00:07:08.960 --> 00:07:12.720]  他們卻在曠野裡面行了大叛逆
[00:07:12.720 --> 00:07:20.080]  整本《明述記》是講到他們的曠野裡面的大叛逆
[00:07:20.080 --> 00:07:21.760]  因為他們的叛逆的話
[00:07:21.760 --> 00:07:25.320]  所以上帝讓第一代完全在曠野裡面
[00:07:25.320 --> 00:07:26.440]  行了四十年
[00:07:26.440 --> 00:07:29.080]  在當中第一代完全的過去
[00:07:29.080 --> 00:07:34.840]  除了約書亞與迦勒可以進到應許之地
[00:07:34.840 --> 00:07:39.560]  沒有人可以跟他們一起進入應許之地
[00:07:39.560 --> 00:07:44.880]  在他們要進入應許之地四十年過後的最後面
[00:07:44.880 --> 00:07:47.200]  摩西寫了《聖命記》
[00:07:47.200 --> 00:07:52.440]  《聖命記》是摩西最後留給以色列人的講道
[00:07:52.440 --> 00:07:56.080]  它的主題是講他們心必須要受隔離
[00:07:56.080 --> 00:07:58.920]  以致他們可以深深地愛上帝
[00:07:58.920 --> 00:08:01.080]  他們活在生死之間
[00:08:01.080 --> 00:08:04.640]  我們必須要心裡面受到上帝的隔離
[00:08:04.640 --> 00:08:09.560]  而不是站在肉體上面的隔離
[00:08:09.560 --> 00:08:12.920]  《聖命記》過後帶我們進入約書亞記
[00:08:12.920 --> 00:08:16.720]  約書亞記的主題是書見恩仇盡迦南
[00:08:16.720 --> 00:08:20.640]  它的書這律法書不可以離開你的口
[00:08:20.640 --> 00:08:22.520]  這個律法書講到的是
[00:08:22.520 --> 00:08:25.040]  摩西五經尤其是《聖命記》
[00:08:25.040 --> 00:08:27.760]  以致你怎麼可以進入這個地
[00:08:27.760 --> 00:08:30.400]  是看你有沒有守住
[00:08:30.400 --> 00:08:34.000]  這個緊緊抓住上帝的話語
[00:08:34.000 --> 00:08:35.840]  見是因為他們要打聖戰
[00:08:35.840 --> 00:08:40.760]  他們要完全的信靠上帝進入這當中
[00:08:40.760 --> 00:08:43.360]  當中有仇也有恩
[00:08:43.360 --> 00:08:47.560]  因為這個Rehab的故事
[00:08:47.560 --> 00:08:50.520]  這個妓女拉瑕的故事
[00:08:50.520 --> 00:08:52.640]  你看到上帝的恩典達到
[00:08:52.640 --> 00:08:55.960]  甚至外邦人他們要盡迦南
[00:08:55.960 --> 00:08:57.080]  盡是盡了
[00:08:57.080 --> 00:08:59.960]  但是卻是一個混亂的時代
[00:08:59.960 --> 00:09:02.480]  所以當我們進入四十記的時候
[00:09:02.480 --> 00:09:05.160]  我們看見的是亂世的士師
[00:09:05.160 --> 00:09:07.240]  他們等待一個拯救主
[00:09:07.240 --> 00:09:09.000]  亂世時是拯救主
[00:09:09.000 --> 00:09:10.440]  拯救主在哪裡
[00:09:10.440 --> 00:09:12.520]  不是掃羅的後代
[00:09:12.520 --> 00:09:14.120]  而是大衛的後代
[00:09:14.120 --> 00:09:16.360]  四十記的主題告訴你
[00:09:16.360 --> 00:09:19.680]  掃羅不是一個好的選擇
[00:09:19.680 --> 00:09:21.440]  但是路德記告訴你
[00:09:21.440 --> 00:09:24.960]  儘管大衛的祖母是一個外邦人
[00:09:24.960 --> 00:09:29.200]  她卻是一個真真實實亞伯拉罕的兒女
[00:09:29.200 --> 00:09:34.560]  所以真正的賢君是大衛的後人
[00:09:34.560 --> 00:09:37.960]  這帶我們進入撒姆爾記
[00:09:37.960 --> 00:09:41.760]  撒姆爾記裡面講到兩個君王
[00:09:41.760 --> 00:09:42.880]  但是從另外一個角度
[00:09:42.880 --> 00:09:45.360]  你可以說是講到三個君王
[00:09:45.360 --> 00:09:48.600]  我們把它的主題叫做
[00:09:48.600 --> 00:09:51.320]  永約上主三君王
[00:09:51.320 --> 00:09:55.160]  上帝中間最重要的一個故事
[00:09:55.160 --> 00:09:58.560]  是講到上帝跟大衛立約
[00:09:58.560 --> 00:10:00.280]  告訴他的後人
[00:10:00.280 --> 00:10:02.240]  會坐在一個永遠的寶座
[00:10:02.240 --> 00:10:04.960]  把上帝永遠的骨度帶到這個世界
[00:10:04.960 --> 00:10:06.120]  是永遠的約
[00:10:06.120 --> 00:10:09.600]  是上帝跟大衛所立的約
[00:10:09.600 --> 00:10:12.800]  當中撒姆爾記講到三個君王
[00:10:12.800 --> 00:10:14.240]  第一個君王是掃羅
[00:10:14.240 --> 00:10:15.440]  他升得很快
[00:10:15.440 --> 00:10:16.960]  他墮落得很快
[00:10:16.960 --> 00:10:18.840]  第二個君王是大衛
[00:10:18.840 --> 00:10:20.760]  他升得比較慢一點
[00:10:20.760 --> 00:10:23.520]  中間有很多很多的挫折
[00:10:23.520 --> 00:10:25.600]  但是他到高的時候
[00:10:25.600 --> 00:10:27.320]  最後還是墮落
[00:10:27.320 --> 00:10:31.480]  所以在整本撒姆爾記告訴我們
[00:10:31.480 --> 00:10:34.920]  最終的君王不在撒姆爾記裡面
[00:10:34.920 --> 00:10:38.040]  它有三個應許
[00:10:38.040 --> 00:10:40.560]  在開始、在中間、在幕後
[00:10:40.560 --> 00:10:43.000]  告訴你我們等待的
[00:10:43.000 --> 00:10:45.520]  上帝應許的君王的來臨
[00:10:45.520 --> 00:10:48.160]  那個君王還在未來
[00:10:48.160 --> 00:10:50.600]  這帶我們進去《獵王記》
[00:10:50.600 --> 00:10:53.640]  《獵王記》裡面有名的大衛後裔
[00:10:53.640 --> 00:10:55.000]  當然就是所羅門
[00:10:55.000 --> 00:10:56.480]  但是很快我們也看見
[00:10:56.480 --> 00:10:59.240]  原來所羅門也不是那個先知
[00:10:59.240 --> 00:11:01.760]  所以當你把兩本書加起來
[00:11:01.760 --> 00:11:03.880]  撒姆爾記跟《獵王記》
[00:11:03.880 --> 00:11:07.760]  你會看見三個非常重要的君王的
[00:11:07.760 --> 00:11:09.920]  上升與墮落
[00:11:09.920 --> 00:11:11.360]  掃羅、大衛
[00:11:11.360 --> 00:11:15.040]  還有的是所羅門
[00:11:15.040 --> 00:11:18.880]  但是同時上帝也興起了一些先知
[00:11:18.880 --> 00:11:21.480]  他們成為上帝的代言人
[00:11:21.480 --> 00:11:24.520]  把上帝的道傳給那些
[00:11:24.520 --> 00:11:26.520]  敗壞的君王
[00:11:26.520 --> 00:11:28.920]  今天我要跟大家看的是
[00:11:28.920 --> 00:11:32.160]  《獵王記》下第24跟25章
[00:11:32.160 --> 00:11:34.640]  我想跟你先讀這兩節
[00:11:34.640 --> 00:11:38.720]  《獵王記》下第24章第19節這樣說
[00:11:38.720 --> 00:11:39.720]  西底加行
[00:11:39.720 --> 00:11:41.840]  耶和華眼中看為二十四
[00:11:41.840 --> 00:11:45.000]  正如約雅靖一切所行的
[00:11:45.000 --> 00:11:49.200]  因此耶和華向耶路撒冷和猶大發怒
[00:11:49.200 --> 00:11:52.600]  以致把他們從自己面前趕出去
[00:11:52.600 --> 00:11:55.480]  今天我的加油站的主題是
[00:11:55.480 --> 00:11:58.320]  耶和華眼中看為二
[00:11:58.320 --> 00:12:01.920]  這句話原來在聖經裡面出現了好多次
[00:12:01.920 --> 00:12:04.400]  如果你去看整個《九月聖經》
[00:12:04.400 --> 00:12:06.360]  總共出現過五十六次
[00:12:06.360 --> 00:12:08.200]  而且當中有三十次
[00:12:08.200 --> 00:12:09.840]  就是超過一半
[00:12:09.840 --> 00:12:13.320]  是在《獵王記》裡面出現的
[00:12:13.320 --> 00:12:16.160]  我想帶你去看整本聖經裡面
[00:12:16.160 --> 00:12:19.360]  第一次耶和華眼中看為二的事
[00:12:19.360 --> 00:12:20.840]  在哪裡開始
[00:12:20.840 --> 00:12:22.240]  在民宿記
[00:12:22.240 --> 00:12:24.640]  民宿記你記得那個主題是什麼
[00:12:24.640 --> 00:12:27.840]  是在曠野裡面的大叛逆
[00:12:27.840 --> 00:12:30.560]  民宿記第32章第13節這樣說
[00:12:30.560 --> 00:12:33.360]  耶和華的怒氣向以色列發作
[00:12:33.360 --> 00:12:36.320]  使他們在曠野漂流四十年
[00:12:36.320 --> 00:12:41.720]  直到耶和華眼前作惡的那一代都消滅了
[00:12:41.720 --> 00:12:44.600]  你不要以為這個是一個小小的處罰
[00:12:44.600 --> 00:12:46.800]  讓他們漂流四十年
[00:12:46.800 --> 00:12:48.440]  其實最重要的處罰是
[00:12:48.440 --> 00:12:51.680]  他們不能進入上帝的家
[00:12:51.680 --> 00:12:54.080]  所以這個是一個最終的審判
[00:12:54.080 --> 00:12:58.760]  告訴以色列人上帝的憤怒在他們的身上
[00:12:58.760 --> 00:12:59.520]  為什麼
[00:12:59.520 --> 00:13:03.200]  因為他們做了耶和華眼中看為二的事
[00:13:03.200 --> 00:13:04.960]  當然從另外一個角度來說
[00:13:04.960 --> 00:13:07.360]  儘管這個字眼上面是
[00:13:07.360 --> 00:13:09.480]  民宿記是第一次出現
[00:13:09.480 --> 00:13:12.840]  最早的出現應該是在伊甸園裡面出現
[00:13:12.840 --> 00:13:17.880]  就是亞當夏娃行了耶和華眼中看為二的事情
[00:13:17.880 --> 00:13:22.440]  這個罪根繼續在以色列人的身上
[00:13:22.440 --> 00:13:29.800]  一直留在舊約裡面等待新元來的拯救
[00:13:29.800 --> 00:13:32.400]  繼續下去到生命紀
[00:13:32.400 --> 00:13:34.800]  耶和華眼中看為二的事
[00:13:34.800 --> 00:13:37.400]  這個句子出現過四次
[00:13:37.400 --> 00:13:40.720]  我們一起去看生命紀第31章第29節
[00:13:40.720 --> 00:13:41.720]  它這樣說
[00:13:41.720 --> 00:13:46.720]  我知道我死後你們必全然敗壞
[00:13:46.720 --> 00:13:49.120]  偏離我所吩咐你們的道
[00:13:49.120 --> 00:13:54.640]  這是摩西最後的警告
[00:13:54.640 --> 00:13:55.960]  但是很奇怪
[00:13:55.960 --> 00:13:57.560]  它一方面在警告他們
[00:13:57.560 --> 00:13:59.200]  它說你要選擇生命
[00:13:59.200 --> 00:14:01.720]  你要選擇去遵守上帝的吩咐
[00:14:01.720 --> 00:14:03.520]  但是它也是在預言
[00:14:03.520 --> 00:14:08.000]  它說我死後你們必然全然敗壞
[00:14:08.000 --> 00:14:10.720]  當然這個你們必然全然敗壞
[00:14:10.720 --> 00:14:12.440]  不代表所有的以色列人
[00:14:12.440 --> 00:14:16.240]  那我們知道中間也有約書亞跟迦勒
[00:14:16.240 --> 00:14:18.600]  他們沒有敗壞
[00:14:18.600 --> 00:14:20.680]  他們還是遵守上帝的吩咐
[00:14:20.680 --> 00:14:24.680]  但是這個敗壞是講到整體上面
[00:14:24.680 --> 00:14:27.120]  以色列人是敗壞的
[00:14:27.120 --> 00:14:28.040]  摩西繼續說
[00:14:28.040 --> 00:14:30.760]  日後必有禍患臨到你們
[00:14:30.760 --> 00:14:35.040]  因為你們做了耶和華眼中看為二的事情
[00:14:35.040 --> 00:14:41.400]  以你們的手中所做的也他的罰路
[00:14:41.400 --> 00:14:43.800]  生命紀之後就是
[00:14:43.800 --> 00:14:46.920]  當我們看到這個耶和華眼中看為二
[00:14:46.920 --> 00:14:50.720]  再次出現的時候就會是在十四記
[00:14:50.720 --> 00:14:52.080]  總共有八次
[00:14:52.080 --> 00:14:54.640]  因為時間關係我們就不跟你去看
[00:14:54.640 --> 00:14:58.040]  但是我想跟你去看十四記之後
[00:14:58.040 --> 00:15:01.360]  當我們進入這個沙漠記的時候
[00:15:01.360 --> 00:15:05.360]  沙漠記裡面這一句話出現過兩次
[00:15:05.360 --> 00:15:08.720]  我想你留意發生在誰的身上
[00:15:08.720 --> 00:15:12.200]  第一次 沙漠記上15章第19節這樣說
[00:15:12.200 --> 00:15:15.000]  你為何沒有聽從耶和華的話
[00:15:15.000 --> 00:15:19.400]  你為何急著撥向獵物
[00:15:19.400 --> 00:15:22.000]  行耶和華眼中看為二的事情
[00:15:22.000 --> 00:15:24.040]  這個是在講誰 講掃羅
[00:15:24.040 --> 00:15:26.200]  掃羅剛被高圍王沒多久
[00:15:26.200 --> 00:15:29.040]  但是上帝已經在做
[00:15:29.040 --> 00:15:32.200]  耶和華眼中看為二的事情
[00:15:32.200 --> 00:15:34.520]  所以你記得在沙漠記裡面
[00:15:34.520 --> 00:15:36.080]  是講到三個君王的故事
[00:15:36.080 --> 00:15:37.840]  有一個君王其實不在沙漠記
[00:15:37.840 --> 00:15:40.080]  是一個應許的君王
[00:15:40.080 --> 00:15:43.400]  其實中間有兩個都是上身碎落的
[00:15:43.400 --> 00:15:45.600]  一個是掃羅 另外一個是誰
[00:15:45.600 --> 00:15:46.800]  是大衛
[00:15:46.800 --> 00:15:50.520]  原來這句話在大衛身上也繼續出現
[00:15:50.520 --> 00:15:54.040]  你為什麼藐視耶和華的命令
[00:15:54.040 --> 00:15:57.080]  做他眼中看為二的事情 你看到嗎
[00:15:57.080 --> 00:16:00.040]  所以不單只是掃羅做了
[00:16:00.040 --> 00:16:02.480]  耶和華眼中看為二的事情
[00:16:02.480 --> 00:16:03.600]  連大衛也做了
[00:16:03.600 --> 00:16:05.600]  耶和華眼中看為二的事情
[00:16:05.600 --> 00:16:08.720]  你用刀擊殺科登烏利亞
[00:16:08.720 --> 00:16:10.920]  又取了他的妻子維琪
[00:16:10.920 --> 00:16:15.560]  借阿門人的刀殺了他
[00:16:15.560 --> 00:16:21.480]  所以最後兩個君王都不是上帝所檢選
[00:16:21.480 --> 00:16:24.400]  所真的可以把上帝的國帶來的
[00:16:24.400 --> 00:16:25.920]  我們要等待另外一個
[00:16:25.920 --> 00:16:29.080]  那個是大衛的後裔
[00:16:29.080 --> 00:16:32.080]  但是我也必須要強調
[00:16:32.080 --> 00:16:34.960]  大衛跟掃羅是不一樣的
[00:16:34.960 --> 00:16:36.960]  大衛有真正的悔改
[00:16:36.960 --> 00:16:38.760]  而掃羅是沒有的
[00:16:38.760 --> 00:16:41.600]  大衛是被上帝所接納的
[00:16:41.600 --> 00:16:43.800]  掃羅是被上帝所拒絕的
[00:16:43.800 --> 00:16:47.600]  這帶我們進到獵王祭上
[00:16:47.600 --> 00:16:51.160]  我剛才跟你說過
[00:16:51.160 --> 00:16:53.360]  獵王祭上裡面這句話
[00:16:53.360 --> 00:16:55.240]  耶和華眼中看為二的事情
[00:16:55.240 --> 00:16:58.360]  總共出現過三十次
[00:16:58.360 --> 00:17:01.040]  所以是獵王祭的一個主題來的
[00:17:01.040 --> 00:17:02.400]  在這三十次裡面
[00:17:02.400 --> 00:17:05.320]  第一次你想想是誰
[00:17:05.320 --> 00:17:07.040]  原來是索羅門
[00:17:07.040 --> 00:17:09.240]  第一次發生在索羅門身上
[00:17:09.240 --> 00:17:12.040]  獵王祭上第十一章第五節這樣說
[00:17:12.040 --> 00:17:15.360]  索羅門隨從西頓人的女神
[00:17:15.360 --> 00:17:19.160]  亞斯塔魯和阿門人可真的米勒宮
[00:17:19.160 --> 00:17:23.520]  索羅門行耶和華眼中看為二的事
[00:17:23.520 --> 00:17:25.200]  這裡還有一句
[00:17:25.200 --> 00:17:29.120]  不像他父親大衛專心順從耶和華
[00:17:29.120 --> 00:17:32.800]  你看到這裡你就覺得很奇怪
[00:17:32.800 --> 00:17:35.760]  剛才前面不是在撒默爾基說
[00:17:35.760 --> 00:17:38.600]  大衛也行了耶和華眼中看為二的事情
[00:17:38.600 --> 00:17:42.960]  怎麼現在不像大衛專心順從耶和華呢
[00:17:42.960 --> 00:17:46.720]  這有兩個方法去解釋
[00:17:46.720 --> 00:17:47.760]  第一個就是說
[00:17:47.760 --> 00:17:50.080]  大衛儘管他是曾經做過
[00:17:50.080 --> 00:17:51.520]  耶和華眼中看為二的事
[00:17:51.520 --> 00:17:53.480]  但是他有他的迴轉
[00:17:53.480 --> 00:17:58.640]  所以他跟索羅門是有一個不一樣
[00:17:58.640 --> 00:18:01.760]  應該說他跟掃羅有個不一樣
[00:18:01.760 --> 00:18:05.080]  現在索羅門起碼在六王紀上面
[00:18:05.080 --> 00:18:08.920]  我們沒有看見他的迴轉
[00:18:08.920 --> 00:18:13.520]  所以我們說到大衛跟掃羅的不一樣
[00:18:13.520 --> 00:18:14.920]  大衛有迴轉
[00:18:14.920 --> 00:18:21.160]  儘管他不是一個完美的君王
[00:18:21.160 --> 00:18:25.040]  他卻心裡面是敬畏跟隨上帝
[00:18:25.040 --> 00:18:26.480]  所以我們知道最後的
[00:18:26.480 --> 00:18:28.800]  應許君王是從大衛而來
[00:18:28.800 --> 00:18:31.200]  而不是從掃羅而來
[00:18:31.200 --> 00:18:34.640]  這個應許君王不是索羅門
[00:18:34.640 --> 00:18:38.880]  當你回去看《撒末紀》的神學
[00:18:38.880 --> 00:18:40.280]  它是告訴我們
[00:18:40.280 --> 00:18:41.960]  掃羅不是那個君王
[00:18:41.960 --> 00:18:43.400]  大衛也不是那個君王
[00:18:43.400 --> 00:18:45.560]  儘管大衛有迴轉
[00:18:45.560 --> 00:18:49.120]  於是將來的君王是大衛的後裔
[00:18:49.120 --> 00:18:53.120]  當我們進入六王紀上下的時候
[00:18:53.120 --> 00:18:55.840]  他的寫作背景大概已經被擄
[00:18:55.840 --> 00:19:00.480]  在思想為什麼以色列會嚇到這樣的光景
[00:19:00.480 --> 00:19:02.320]  那是因為他們行了
[00:19:02.320 --> 00:19:04.800]  耶和華眼中看為二的事情
[00:19:04.800 --> 00:19:09.640]  然後索羅門他自己從他的開始
[00:19:09.640 --> 00:19:14.400]  因為君王帶領整個國家
[00:19:14.400 --> 00:19:16.720]  行耶和華眼中看為二的事情
[00:19:16.720 --> 00:19:19.600]  所以結果北國的以色列
[00:19:19.600 --> 00:19:21.760]  但以色列不是索羅門以後
[00:19:21.760 --> 00:19:24.480]  因為索羅門是猶大的君王
[00:19:24.480 --> 00:19:27.920]  我先給你看北國的滅亡
[00:19:27.920 --> 00:19:30.240]  以色列滅亡紀下
[00:19:30.240 --> 00:19:31.880]  第十七章第二十二節
