
[00:00:00.000 --> 00:00:02.000]  好快就過年了
[00:01:16.000 --> 00:01:18.000]  我都要做兩手的準備
[00:01:18.000 --> 00:01:20.000]  我有兩份工作
[00:01:20.000 --> 00:01:22.000]  我白天一份工作
[00:01:22.000 --> 00:01:24.000]  我是一個很盡責的人
[00:01:24.000 --> 00:01:26.000]  無論TVB
[00:01:26.000 --> 00:01:28.000]  我們拍戲永遠都是拍通宵
[00:01:28.000 --> 00:01:30.000]  六點鐘好
[00:01:30.000 --> 00:01:32.000]  七點鐘下班好
[00:01:32.000 --> 00:01:34.000]  回家洗澡、卸妝
[00:01:34.000 --> 00:01:36.000]  我一定是九點鐘之前
[00:01:36.000 --> 00:01:38.000]  比清潔的姐姐更加早上班
[00:01:38.000 --> 00:01:40.000]  我是開門那個
[00:01:40.000 --> 00:01:42.000]  我可以不眠不休
[00:01:42.000 --> 00:01:44.000]  不停地工作
[00:01:44.000 --> 00:01:46.000]  我曾經試過
[00:01:46.000 --> 00:01:48.000]  三日三夜沒有睡覺
[00:01:48.000 --> 00:01:50.000]  但我覺得樂此不疲
[00:01:50.000 --> 00:01:52.000]  我又可以拍戲
[00:01:52.000 --> 00:01:54.000]  又可以拍戲
[00:01:54.000 --> 00:01:56.000]  又可以工作
[00:01:56.000 --> 00:01:58.000]  我覺得我自己
[00:01:58.000 --> 00:02:00.000]  因為我自己不是很高的學歷
[00:02:00.000 --> 00:02:02.000]  所以我很喜歡在工作上面
[00:02:02.000 --> 00:02:04.000]  去找自己
[00:02:04.000 --> 00:02:06.000]  而這一行
[00:02:06.000 --> 00:02:08.000]  我都經過了
[00:02:08.000 --> 00:02:10.000]  三層的階段
[00:02:10.000 --> 00:02:16.000]  我睡覺時
[00:02:16.000 --> 00:02:18.000]  我都會在地上
[00:02:18.000 --> 00:02:20.000]  看電視
[00:02:20.000 --> 00:02:22.000]  如果那天
[00:02:22.000 --> 00:02:24.000]  我有六個小時睡覺
[00:02:24.000 --> 00:02:26.000]  我會說「哎呀!今天這麼棒」
[00:02:26.000 --> 00:02:28.000]  我睡六個小時
[00:02:28.000 --> 00:02:30.000]  我覺得我已經很滿足
[00:02:30.000 --> 00:02:32.000]  事實上我一向都是這樣
[00:02:32.000 --> 00:02:34.000]  工作
[00:02:34.000 --> 00:02:36.000]  但不知為何
[00:02:36.000 --> 00:02:38.000]  我覺得我和神的關係
[00:02:38.000 --> 00:02:40.000]  很有趣
[00:02:40.000 --> 00:02:42.000]  我和神的關係很親密
[00:02:42.000 --> 00:02:44.000]  主耶穌就好像我的名字一樣
[00:02:44.000 --> 00:02:46.000]  在我三十多年裏
[00:02:46.000 --> 00:02:48.000]  神真的沒有離棄過我
[00:02:48.000 --> 00:02:50.000]  但我覺得我又好像摸不到祂
[00:02:50.000 --> 00:02:52.000]  為甚麼呢
[00:02:52.000 --> 00:02:54.000]  事實上我真的因為工作忙碌的關係
[00:02:54.000 --> 00:02:56.000]  所以剛才我所說的
[00:02:56.000 --> 00:02:58.000]  我甚麼都做得齊
[00:02:58.000 --> 00:03:00.000]  但只不過我做了
[00:03:00.000 --> 00:03:02.000]  你早上問我靈修神和我講甚麼說話
[00:03:02.000 --> 00:03:04.000]  其實我不是很知道
[00:03:04.000 --> 00:03:06.000]  但我的眼睛看著阿門
[00:03:06.000 --> 00:03:08.000]  看著這本書就上班了
[00:03:08.000 --> 00:03:10.000]  祈禱也是
[00:03:10.000 --> 00:03:12.000]  好天的
[00:03:12.000 --> 00:03:14.000]  要講甚麼都要祈禱
[00:03:14.000 --> 00:03:16.000]  我不喜歡我自己這樣的態度
[00:03:16.000 --> 00:03:18.000]  我覺得我始終有
[00:03:18.000 --> 00:03:20.000]  無意無事的態度
[00:03:20.000 --> 00:03:22.000]  可能我自己的工作關係
[00:03:22.000 --> 00:03:24.000]  一件事都要自己去決定
[00:03:24.000 --> 00:03:26.000]  所以我習慣了甚麼都是自己拿主意
[00:03:26.000 --> 00:03:28.000]  但是
[00:03:28.000 --> 00:03:30.000]  當我去到
[00:03:30.000 --> 00:03:32.000]  掘頭顱的時候
[00:03:32.000 --> 00:03:34.000]  撞到一頭血的時候
[00:03:34.000 --> 00:03:36.000]  撞到頭崩額裂的時候
[00:03:36.000 --> 00:03:38.000]  我才會想起神
[00:03:38.000 --> 00:03:40.000]  為甚麼我不會祈禱呢
[00:03:40.000 --> 00:03:42.000]  為甚麼我不會去問神的旨意呢
[00:03:42.000 --> 00:03:44.000]  到底祂想我怎樣走呢
[00:03:44.000 --> 00:03:46.000]  到底我這個困難應該怎樣去做呢
[00:03:46.000 --> 00:03:48.000]  我永遠都不知道
[00:03:48.000 --> 00:03:50.000]  我是去到最後一分鐘才知道
[00:03:50.000 --> 00:03:52.000]  所以我很不喜歡我自己是這樣
[00:03:52.000 --> 00:03:54.000]  為甚麼我信了主三十多年
[00:03:54.000 --> 00:03:56.000]  我仍然和神父都是一個這樣的關係
[00:03:56.000 --> 00:03:58.000]  但神又沒有離棄我
[00:03:58.000 --> 00:04:00.000]  每一次我禱告
[00:04:00.000 --> 00:04:02.000]  每一次我求祂的時候
[00:04:02.000 --> 00:04:04.000]  神都拖著我一直這樣和我
[00:04:04.000 --> 00:04:06.000]  大話一關又一關這樣講
[00:04:06.000 --> 00:04:08.000]  直至到有一天
[00:04:08.000 --> 00:04:10.000]  我禱告的時候說主耶穌我不要這樣
[00:04:10.000 --> 00:04:12.000]  我希望我怎樣和祢有一個更親密的關係
[00:04:12.000 --> 00:04:14.000]  到底我有甚麼問題
[00:04:14.000 --> 00:04:16.000]  祢告訴我我要拿走它
[00:04:16.000 --> 00:04:18.000]  我希望和祢永遠保持一個
[00:04:18.000 --> 00:04:20.000]  很甜蜜很sweet的關係
[00:04:20.000 --> 00:04:22.000]  我不要是這樣
[00:04:22.000 --> 00:04:24.000]  祈禱之後沒多久
[00:04:24.000 --> 00:04:26.000]  有一次晚上吃飯
[00:04:26.000 --> 00:04:28.000]  我拿不到筷子
[00:04:28.000 --> 00:04:30.000]  我跌在地上
[00:04:30.000 --> 00:04:32.000]  我手震
[00:04:32.000 --> 00:04:34.000]  我心跳窒息
[00:04:34.000 --> 00:04:36.000]  我出汗
[00:04:36.000 --> 00:04:38.000]  我手震的那一刻我完全不能說話
[00:04:38.000 --> 00:04:40.000]  我呼吸不到窒息
[00:04:40.000 --> 00:04:42.000]  我快要死了
[00:04:42.000 --> 00:04:44.000]  我告訴自己我快要死了
[00:04:44.000 --> 00:04:46.000]  為甚麼我會這樣
[00:04:46.000 --> 00:04:48.000]  我很害怕
[00:04:48.000 --> 00:04:50.000]  我是住村屋的
[00:04:50.000 --> 00:04:52.000]  我記得當時我不可以有瓦遮頭
[00:04:52.000 --> 00:04:54.000]  我要馬上走上天台
[00:04:54.000 --> 00:04:56.000]  我要深呼吸大力呼吸大聲喊救命
[00:04:56.000 --> 00:04:58.000]  主耶穌你救我
[00:04:58.000 --> 00:05:00.000]  我快要死了
[00:05:00.000 --> 00:05:02.000]  當我祈禱之後
[00:05:02.000 --> 00:05:04.000]  慢慢慢慢
[00:05:04.000 --> 00:05:06.000]  這個感覺慢慢慢慢就會減退
[00:05:06.000 --> 00:05:08.000]  但如是者這個感覺
[00:05:08.000 --> 00:05:10.000]  不停地來找我
[00:05:10.000 --> 00:05:12.000]  一天來找我很多次
[00:05:12.000 --> 00:05:14.000]  我好害怕死了何馬利
[00:05:14.000 --> 00:05:16.000]  為甚麼你會這樣難道你癡了錢
[00:05:16.000 --> 00:05:18.000]  死了我做不到事
[00:05:18.000 --> 00:05:20.000]  被記者寫一寫
[00:05:20.000 --> 00:05:22.000]  何馬利癡了錢就去青山那怎麼辦
[00:05:22.000 --> 00:05:24.000]  我好感恩在那段時間
[00:05:24.000 --> 00:05:26.000]  我竟然沒戲拍
[00:05:26.000 --> 00:05:28.000]  何馬利在這行那麼久
[00:05:28.000 --> 00:05:30.000]  沒試過停下來沒戲拍
[00:05:30.000 --> 00:05:32.000]  我好感恩就因為我沒戲拍
[00:05:32.000 --> 00:05:34.000]  所以我不用面對記者
[00:05:34.000 --> 00:05:36.000]  不用面對我要讀劇本的壓力
[00:05:36.000 --> 00:05:38.000]  但我每一天這個感覺都來
[00:05:38.000 --> 00:05:40.000]  我真是好害怕
[00:05:40.000 --> 00:05:42.000]  我知道我快死了
[00:05:42.000 --> 00:05:44.000]  我連洗澡都不可以洗
[00:05:44.000 --> 00:05:46.000]  我要開水喉擺好衣服
[00:05:46.000 --> 00:05:48.000]  9秒9我洗完洗完洗完馬上走出來
[00:05:48.000 --> 00:05:50.000]  如果他一來
[00:05:50.000 --> 00:05:52.000]  攻擊我的時候
[00:05:52.000 --> 00:05:54.000]  無論我做甚麼
[00:05:54.000 --> 00:05:56.000]  我現在自然地走出去
[00:05:56.000 --> 00:05:58.000]  我是嚇到我身邊好多人
[00:05:58.000 --> 00:06:00.000]  我試過搭地鐵
[00:06:00.000 --> 00:06:02.000]  他突然這樣趕來的時候
[00:06:02.000 --> 00:06:04.000]  我就衝出去
[00:06:04.000 --> 00:06:06.000]  我控制不了我自己
[00:06:06.000 --> 00:06:08.000]  我覺得我身於對面
[00:06:08.000 --> 00:06:10.000]  我沒辦法可以找到答案
[00:06:10.000 --> 00:06:12.000]  有一天突然又是這樣來攻擊我
[00:06:12.000 --> 00:06:14.000]  我幾週不在家
[00:06:14.000 --> 00:06:16.000]  馬上換了衣服
[00:06:16.000 --> 00:06:18.000]  穿了一雙不知道甚麼鞋
[00:06:18.000 --> 00:06:20.000]  拿起手機馬上衝出去
[00:06:20.000 --> 00:06:22.000]  見我家庭醫生
[00:06:22.000 --> 00:06:24.000]  家庭醫生就說心理作用沒有事
[00:06:24.000 --> 00:06:26.000]  如果你是窒息的話你死了
[00:06:26.000 --> 00:06:28.000]  回家吧
[00:06:28.000 --> 00:06:30.000]  我說不是的你給我吃點藥
[00:06:30.000 --> 00:06:32.000]  安慰一下我行不行
[00:06:32.000 --> 00:06:34.000]  他說不用你心理作用
[00:06:34.000 --> 00:06:36.000]  你回家吧
[00:06:36.000 --> 00:06:38.000]  其實當日我有點生氣
[00:06:38.000 --> 00:06:40.000]  光顧了他們這麼多年
[00:06:40.000 --> 00:06:42.000]  你說我心理作用
[00:06:42.000 --> 00:06:44.000]  但我拿著手機有甚麼可以做
[00:06:44.000 --> 00:06:46.000]  我不知為何我的手突然按了個電話
[00:06:46.000 --> 00:06:48.000]  我教會一個演員
[00:06:48.000 --> 00:06:50.000]  他是臨床心理學家
[00:06:50.000 --> 00:06:52.000]  我告訴他我快死了
[00:06:52.000 --> 00:06:54.000]  他瘋了傻了
[00:06:54.000 --> 00:06:56.000]  他愣住告訴我
[00:06:56.000 --> 00:06:58.000]  他說你安靜點不用怕
[00:06:58.000 --> 00:07:00.000]  我明白你的感受
[00:07:00.000 --> 00:07:02.000]  這句是我很大的安慰
[00:07:02.000 --> 00:07:04.000]  他說我明白你的感受
[00:07:04.000 --> 00:07:06.000]  不過你不用怕
[00:07:06.000 --> 00:07:08.000]  你明天來我這裏
[00:07:08.000 --> 00:07:10.000]  我會做一個詳細的分析給你
[00:07:10.000 --> 00:07:12.000]  翌日早上轉轉經經就走了
[00:07:12.000 --> 00:07:14.000]  我告訴他
[00:07:14.000 --> 00:07:16.000]  他問我平時的生活是怎樣
[00:07:16.000 --> 00:07:18.000]  我說我一天工作20個小時
[00:07:18.000 --> 00:07:20.000]  老闆給我一個計劃書
[00:07:20.000 --> 00:07:22.000]  他會叫我兩個星期
[00:07:22.000 --> 00:07:24.000]  放在桌面上
[00:07:24.000 --> 00:07:26.000]  我一個星期不用
[00:07:26.000 --> 00:07:28.000]  我做好放在桌面上
[00:07:28.000 --> 00:07:30.000]  下一次他說一個星期
[00:07:30.000 --> 00:07:32.000]  我就四天
[00:07:32.000 --> 00:07:34.000]  他說四天我就三天
[00:07:34.000 --> 00:07:36.000]  我永遠同時間競賽
[00:07:36.000 --> 00:07:38.000]  還有我不會say no
[00:07:38.000 --> 00:07:40.000]  總之老闆給我做甚麼
[00:07:40.000 --> 00:07:42.000]  ok可以做
[00:07:42.000 --> 00:07:44.000]  同事不做我做你那份
[00:07:44.000 --> 00:07:46.000]  你不懂嗎
[00:07:46.000 --> 00:07:48.000]  我幫你做他那份
[00:07:48.000 --> 00:07:50.000]  看起來我好像很helpful
[00:07:50.000 --> 00:07:52.000]  很幫助人
[00:07:52.000 --> 00:07:54.000]  但其實我很想在工作上表現我自己
[00:07:54.000 --> 00:07:56.000]  他說你給我兩個星期嗎
[00:07:56.000 --> 00:07:58.000]  我一個星期做好給你
[00:07:58.000 --> 00:08:00.000]  我很喜歡看到老闆看著我
[00:08:00.000 --> 00:08:02.000]  很詫異的眼神
[00:08:02.000 --> 00:08:04.000]  這麼短時間你做得到
[00:08:04.000 --> 00:08:06.000]  well done你做得很好
[00:08:06.000 --> 00:08:08.000]  這就是我的滿足感
[00:08:08.000 --> 00:08:10.000]  而且我都是這樣
[00:08:10.000 --> 00:08:12.000]  我很喜歡自己和自己比較
[00:08:12.000 --> 00:08:14.000]  我做事要一次比一次好
[00:08:14.000 --> 00:08:18.000]  如果我做不到
[00:08:18.000 --> 00:08:20.000]  我就會blame我自己
[00:08:20.000 --> 00:08:22.000]  我就會罵我自己
[00:08:22.000 --> 00:08:24.000]  你看人家多好
[00:08:24.000 --> 00:08:26.000]  為甚麼你會做成這樣
[00:08:26.000 --> 00:08:28.000]  我表面上不是和別人比較
[00:08:28.000 --> 00:08:30.000]  我是和自己比較
[00:08:30.000 --> 00:08:32.000]  但其實上都是一個比較
[00:08:32.000 --> 00:08:36.000]  我還很詳細的告訴我的姊妹
[00:08:36.000 --> 00:08:38.000]  這個姊妹告訴我
[00:08:38.000 --> 00:08:40.000]  不如我們一起祈禱
[00:08:40.000 --> 00:08:42.000]  我一閉上眼
[00:08:42.000 --> 00:08:44.000]  我的眼淚不停不停地流
[00:08:44.000 --> 00:08:46.000]  我就看到我過往生活
[00:08:46.000 --> 00:08:48.000]  我的工作
[00:08:48.000 --> 00:08:50.000]  原來這是我的虛榮
[00:08:50.000 --> 00:08:52.000]  是我沒有安全感
[00:08:52.000 --> 00:08:54.000]  我很想在工作上
[00:08:54.000 --> 00:08:56.000]  表現我自己
[00:08:56.000 --> 00:08:58.000]  所以這條橡筋拉到斷了
[00:08:58.000 --> 00:09:00.000]  這幾十年來
[00:09:00.000 --> 00:09:02.000]  原來我一直都不了解我自己
[00:09:02.000 --> 00:09:04.000]  我每一天匆匆忙忙地做事
[00:09:04.000 --> 00:09:06.000]  每一天很rush地去做事
[00:09:06.000 --> 00:09:08.000]  經過我家外面的花園
[00:09:08.000 --> 00:09:10.000]  我從來沒有留心過
[00:09:10.000 --> 00:09:12.000]  我周邊的環境
[00:09:12.000 --> 00:09:14.000]  因為每天都要想著
[00:09:14.000 --> 00:09:16.000]  我今天要做甚麼
[00:09:16.000 --> 00:09:18.000]  我要應付客人
[00:09:18.000 --> 00:09:20.000]  我要怎樣處理這件事
[00:09:20.000 --> 00:09:22.000]  我的劇本今天要怎樣做
[00:09:22.000 --> 00:09:24.000]  我要練我的劇本
[00:09:24.000 --> 00:09:26.000]  我永遠沒有留一分鐘
[00:09:26.000 --> 00:09:28.000]  給我自己安靜下來
[00:09:28.000 --> 00:09:30.000]  感受一下我自己的感受
[00:09:30.000 --> 00:09:32.000]  所以我和我姊妹一起祈禱之後
[00:09:32.000 --> 00:09:34.000]  主耶穌說我知道
[00:09:34.000 --> 00:09:36.000]  我知道你給我這個病
[00:09:36.000 --> 00:09:38.000]  的是甚麼
[00:09:38.000 --> 00:09:40.000]  祂告訴我
[00:09:40.000 --> 00:09:42.000]  這是anxiety disorder
[00:09:42.000 --> 00:09:44.000]  的panic attack
[00:09:44.000 --> 00:09:46.000]  這叫焦慮症
[00:09:46.000 --> 00:09:48.000]  我沒有理由焦慮症
[00:09:48.000 --> 00:09:50.000]  我是很開心的
[00:09:50.000 --> 00:09:52.000]  我那個姊妹就告訴我
[00:09:52.000 --> 00:09:54.000]  其實焦慮症有不同的因由
[00:09:54.000 --> 00:09:56.000]  不過她和我談了一段很長的時間
[00:09:56.000 --> 00:09:58.000]  之後她和我分析了之後
[00:09:58.000 --> 00:10:00.000]  我的因由就是這樣造成
[00:10:00.000 --> 00:10:02.000]  所以直至以後
[00:10:02.000 --> 00:10:04.000]  你要重新再將這個排害
[00:10:04.000 --> 00:10:06.000]  從頭再擺過來
[00:10:06.000 --> 00:10:08.000]  你要接納你的不足
[00:10:08.000 --> 00:10:10.000]  你不是萬能的
[00:10:10.000 --> 00:10:12.000]  你不是甚麼都會做的
[00:10:12.000 --> 00:10:14.000]  不行的你就say no
[00:10:14.000 --> 00:10:16.000]  我可以幫他
[00:10:16.000 --> 00:10:18.000]  我幫你做完
[00:10:18.000 --> 00:10:20.000]  公司走了一個人
[00:10:20.000 --> 00:10:22.000]  十個只剩五個
[00:10:22.000 --> 00:10:24.000]  難道你做完十個人的事嗎
[00:10:24.000 --> 00:10:26.000]  不可能的
[00:10:26.000 --> 00:10:28.000]  所以漸漸我就知道
[00:10:28.000 --> 00:10:30.000]  原來我一直以來
[00:10:30.000 --> 00:10:32.000]  我都是一個這麼驕傲的性格
[00:10:32.000 --> 00:10:34.000]  原來是因為這件事
[00:10:34.000 --> 00:10:36.000]  所以令到我每件事
[00:10:36.000 --> 00:10:38.000]  我都覺得我自己自把自為
[00:10:38.000 --> 00:10:40.000]  我甚麼都可以解決
[00:10:40.000 --> 00:10:42.000]  所以我沒有要到神
[00:10:42.000 --> 00:10:44.000]  將祂擺在第二位
[00:10:44.000 --> 00:10:46.000]  我不是將祂擺在第一位
[00:10:46.000 --> 00:10:48.000]  所以這件事之後
[00:10:48.000 --> 00:10:50.000]  我很感恩
[00:10:50.000 --> 00:10:52.000]  我記得有一天
[00:10:52.000 --> 00:10:54.000]  我在公園做運動
[00:10:54.000 --> 00:10:56.000]  我突然間想起
[00:10:56.000 --> 00:10:58.000]  保羅都有三次
[00:10:58.000 --> 00:11:00.000]  叫主耶穌拿他身上的字
[00:11:00.000 --> 00:11:02.000]  主耶穌說
[00:11:02.000 --> 00:11:04.000]  我的恩典是救你的
[00:11:04.000 --> 00:11:06.000]  我的恩典是
[00:11:06.000 --> 00:11:08.000]  在人軟弱的時候
[00:11:08.000 --> 00:11:10.000]  顯得更完全
[00:11:10.000 --> 00:11:12.000]  主耶穌我感謝祢
[00:11:12.000 --> 00:11:14.000]  我多謝祢給我有這個Pangatek
[00:11:14.000 --> 00:11:16.000]  我知道我技術不足
[00:11:16.000 --> 00:11:18.000]  我知道我更加需要依靠祢
[00:11:18.000 --> 00:11:20.000]  人靈而料理
[00:11:20.000 --> 00:11:22.000]  不能作神魔
[00:11:22.000 --> 00:11:24.000]  在以往很多很多的經歷
[00:11:24.000 --> 00:11:26.000]  在我信主這麼多年裡
[00:11:26.000 --> 00:11:28.000]  回望我的一生
[00:11:28.000 --> 00:11:30.000]  很多時我祈禱
[00:11:30.000 --> 00:11:32.000]  主耶穌沒有理睬我
[00:11:32.000 --> 00:11:34.000]  祈禱很久
[00:11:34.000 --> 00:11:36.000]  神都不理睬我
[00:11:36.000 --> 00:11:38.000]  祂說主耶穌為甚麼你不理睬我
[00:11:38.000 --> 00:11:40.000]  祂說我祈禱很久了
[00:11:40.000 --> 00:11:42.000]  一個月、兩個月、三個月
[00:11:42.000 --> 00:11:44.000]  祂在數日子
[00:11:44.000 --> 00:11:46.000]  祂不停地數
[00:11:46.000 --> 00:11:48.000]  我神說我數日子為甚麼你都不理睬我
[00:11:48.000 --> 00:11:50.000]  原來主耶穌要我學習的功課
[00:11:50.000 --> 00:11:52.000]  就是等待和信靠
[00:11:52.000 --> 00:11:54.000]  有時我在禱告裡
[00:11:54.000 --> 00:11:56.000]  主耶穌說你給我一個A好不好
[00:11:56.000 --> 00:11:58.000]  但神偏偏給我一個B
[00:11:58.000 --> 00:12:00.000]  洗不臉有時我都和祂爭辯
[00:12:00.000 --> 00:12:02.000]  主耶穌我求A
[00:12:02.000 --> 00:12:04.000]  你又給我一個B
[00:12:04.000 --> 00:12:06.000]  你不要耍我
[00:12:06.000 --> 00:12:08.000]  你給我一個A好不好
[00:12:08.000 --> 00:12:10.000]  主耶穌說不行
[00:12:10.000 --> 00:12:12.000]  我就給你一個B
[00:12:12.000 --> 00:12:14.000]  原來祂要我學習的就是信服
[00:12:14.000 --> 00:12:16.000]  在等待期間
[00:12:16.000 --> 00:12:18.000]  在學習期間很多眼淚
[00:12:18.000 --> 00:12:20.000]  我相信主耶穌這三十多年
[00:12:20.000 --> 00:12:22.000]  我不是一帆風順的
[00:12:22.000 --> 00:12:24.000]  我很多的困難
[00:12:24.000 --> 00:12:26.000]  很多眼淚在裡面
[00:12:26.000 --> 00:12:28.000]  一關又一關
[00:12:28.000 --> 00:12:30.000]  但神就好像我的名字一樣
[00:12:30.000 --> 00:12:32.000]  拖著我以馬來歷
[00:12:32.000 --> 00:12:34.000]  祂從來沒有放棄過我
[00:12:34.000 --> 00:12:36.000]  祂要我學習的就是堅強和忍耐
[00:12:36.000 --> 00:12:38.000]  主耶穌將我每一滴眼淚
[00:12:38.000 --> 00:12:40.000]  都裝在一個皮袋裡
[00:12:40.000 --> 00:12:42.000]  沒有丟過一滴
[00:12:42.000 --> 00:12:44.000]  所以我很感恩
[00:12:44.000 --> 00:12:46.000]  我感恩主耶穌
[00:12:46.000 --> 00:12:48.000]  祂給我很多不同的經歷
[00:12:48.000 --> 00:12:50.000]  等於在經文上說
[00:12:50.000 --> 00:12:52.000]  祂說
[00:12:52.000 --> 00:12:54.000]  我們不可以只試探
[00:12:54.000 --> 00:12:56.000]  無必要人所能受的
[00:12:56.000 --> 00:12:58.000]  神是信實的
[00:12:58.000 --> 00:13:00.000]  必不見我們就試探那些所能受的
[00:13:00.000 --> 00:13:02.000]  當你就試探的時候
[00:13:02.000 --> 00:13:04.000]  神一定會給我們開一條出路
[00:13:04.000 --> 00:13:06.000]  讓我們忍受得住
[00:13:06.000 --> 00:13:08.000]  意思就是說每一個困難
[00:13:08.000 --> 00:13:10.000]  每一件事情放在我身上
[00:13:10.000 --> 00:13:12.000]  主耶穌都知道
[00:13:12.000 --> 00:13:14.000]  祂知道這件事
[00:13:14.000 --> 00:13:16.000]  對我來說
[00:13:16.000 --> 00:13:18.000]  一定是一個很好的學習功課
[00:13:18.000 --> 00:13:20.000]  我承受不了的事情
[00:13:20.000 --> 00:13:22.000]  祂不會給我
[00:13:22.000 --> 00:13:24.000]  就好像我過往這麼多的困難
[00:13:24.000 --> 00:13:26.000]  這麼多的艱辛的時間
[00:13:26.000 --> 00:13:28.000]  祂都拖著我
[00:13:28.000 --> 00:13:30.000]  一步都不會放過我
[00:13:30.000 --> 00:13:32.000]  到最後神真的給我開了一條出路
[00:13:32.000 --> 00:13:34.000]  讓我能夠忍受得住
[00:13:34.000 --> 00:13:36.000]  所以我很感恩
[00:13:36.000 --> 00:13:38.000]  所以人們經常問我
[00:13:38.000 --> 00:13:40.000]  你喜歡的那個講題是什麼
[00:13:40.000 --> 00:13:42.000]  我說以馬來理
[00:13:42.000 --> 00:13:44.000]  不會變的了
[00:13:44.000 --> 00:13:46.000]  神與我同在
[00:13:46.000 --> 00:13:48.000]  所以我很感恩
[00:13:48.000 --> 00:13:50.000]  我以前所經歷的
[00:13:50.000 --> 00:13:52.000]  每一件困難的事
[00:13:52.000 --> 00:13:54.000]  原來神都是拆毀我
[00:13:54.000 --> 00:13:56.000]  祂將我拆毀的時候
[00:13:56.000 --> 00:13:58.000]  真的很痛
[00:13:58.000 --> 00:14:00.000]  然後放手給神拆毀
[00:14:00.000 --> 00:14:02.000]  當祂拆毀了我
[00:14:02.000 --> 00:14:04.000]  然後再剝我的時候
[00:14:04.000 --> 00:14:06.000]  再放在窯裡燒的時候
[00:14:06.000 --> 00:14:08.000]  是很艱難
[00:14:08.000 --> 00:14:10.000]  但燒出來原來是祂喜歡的器皿
[00:14:10.000 --> 00:14:12.000]  這個是很特別
[00:14:12.000 --> 00:14:14.000]  是一個不能用錢去衡量的
[00:14:14.000 --> 00:14:16.000]  所以我經常跟主耶穌說
[00:14:16.000 --> 00:14:18.000]  我跟主耶穌說
[00:14:18.000 --> 00:14:20.000]  我就膽粗粗的
[00:14:20.000 --> 00:14:22.000]  我不敢說我一定不行
[00:14:22.000 --> 00:14:24.000]  如果可以就讓我試試
[00:14:24.000 --> 00:14:26.000]  不行就一定要拿走
[00:14:26.000 --> 00:14:28.000]  所以神是很好的
[00:14:28.000 --> 00:14:30.000]  祂每一次都聽禱告
[00:14:30.000 --> 00:14:32.000]  我承受不了的
[00:14:32.000 --> 00:14:34.000]  主耶穌就幫我開一條出路
[00:14:34.000 --> 00:14:36.000]  所以就令我更加知道神的信實
[00:14:36.000 --> 00:14:38.000]  神真的沒有離棄過我
[00:14:38.000 --> 00:14:40.000]  祂說了是這樣就是這樣
[00:14:40.000 --> 00:14:42.000]  祂從來不承認
[00:14:42.000 --> 00:14:44.000]  今天我跟大家分享的
[00:14:44.000 --> 00:14:46.000]  不是告訴大家我有多好我有多厲害
[00:14:46.000 --> 00:14:48.000]  而是剛好相反
[00:14:48.000 --> 00:14:50.000]  就是因為我知道
[00:14:50.000 --> 00:14:52.000]  我一定要圍住祂
[00:14:52.000 --> 00:14:54.000]  我離開了祂
[00:14:54.000 --> 00:14:56.000]  所以
[00:14:56.000 --> 00:14:58.000]  在完結之先
[00:14:58.000 --> 00:15:02.000]  我也送一段我很喜歡的經文給大家
[00:15:02.000 --> 00:15:04.000]  你們應當一無掛慮
