
[00:00:00.000 --> 00:00:05.160]  今天說到 我自己進入了這個歲數的時候
[00:02:23.360 --> 00:02:28.280]  就是220減你的歲數 再乘以0.7或0.8
[00:02:28.280 --> 00:02:29.960]  就是你跑的心率
[00:02:29.960 --> 00:02:33.520]  調整好自己的心率去跑才可以
[00:02:33.520 --> 00:02:41.440]  我大約維持134至139左右就是我正確的歲數
[00:02:41.440 --> 00:02:44.000]  你計算到我多少歲
[00:02:44.000 --> 00:02:48.760]  我發現什麼呢 對錯焦點
[00:02:48.760 --> 00:02:53.160]  你做那件事會引致不同的走向
[00:02:53.160 --> 00:02:56.440]  所以我今天跟大家分享的題目叫
[00:02:56.440 --> 00:03:01.040]  對焦和失焦
[00:03:01.040 --> 00:03:05.000]  你們叫阿藍是怎樣的
[00:03:05.000 --> 00:03:08.200]  有沒有阿藍
[00:03:08.200 --> 00:03:11.280]  我明白你遲到
[00:03:11.280 --> 00:03:16.640]  阿藍發了一段文章 很想在接下來的系列裡說生命記
[00:03:16.640 --> 00:03:18.400]  進入第四個系列
[00:03:18.400 --> 00:03:23.560]  他希望弟兄姊妹 尤其是在大家的年歲裡
[00:03:23.560 --> 00:03:27.840]  希望不要按著自己的心思念去活你自己的生命
[00:03:27.840 --> 00:03:30.080]  調教好自己 對正於神
[00:03:30.080 --> 00:03:32.280]  這樣就活出一個敬畏的生命
[00:03:32.280 --> 00:03:36.320]  所以我就改了這個題目 對焦還是失焦
[00:03:36.320 --> 00:03:41.440]  說這段經文的時候 必須要說他的上文
[00:03:41.440 --> 00:03:44.000]  上文是十二章的一到二十八節
[00:03:44.000 --> 00:03:45.600]  那裡其實是在提及
[00:03:45.600 --> 00:03:55.120]  吩咐以色列人他們要在神所揀選的地方去敬拜和獻祭
[00:03:55.120 --> 00:03:57.760]  第二件事就是要吩咐他們
[00:03:57.760 --> 00:04:01.480]  要維持他們的宗教生命的聖潔
[00:04:01.480 --> 00:04:04.840]  敬拜對神的純潔
[00:04:04.840 --> 00:04:08.840]  第三就是他們不要受到外邦的
[00:04:08.840 --> 00:04:14.080]  迦南地的一些異教文化污染他們的屬靈生命
[00:04:14.080 --> 00:04:20.880]  而進入這個部分 有幾樣東西的出現
[00:04:20.880 --> 00:04:25.200]  有四樣東西 人事和時間地點是什麼呢?
[00:04:25.200 --> 00:04:28.400]  人就是摩西和新一代的以色列人
[00:04:28.400 --> 00:04:31.160]  他們的一個場景裡面
[00:04:31.160 --> 00:04:32.400]  他們要做些什麼呢?
[00:04:32.400 --> 00:04:37.800]  就是要辨別致死當他們在迦南地裡的假先知
[00:04:37.800 --> 00:04:41.480]  和毀滅偶像的城
[00:04:41.480 --> 00:04:46.040]  而這個時間正值摩西將要離世的階段
[00:04:46.040 --> 00:04:50.680]  他們的地方就是約旦河東的曠野
[00:04:50.680 --> 00:04:54.640]  這篇道是十二章的二十九節整個十三章
[00:04:54.640 --> 00:04:55.800]  我形容是什麼呢?
[00:04:55.800 --> 00:04:56.920]  我也挺好說的
[00:04:56.920 --> 00:05:01.000]  因為摩西不是領受著上帝給他的說話
[00:05:01.000 --> 00:05:03.520]  要釋放給當時的以色列人聽
[00:05:03.520 --> 00:05:09.200]  他不是 他是一個擁抱了這個群體一段時間的牧者
[00:05:09.200 --> 00:05:11.880]  他再重申一次
[00:05:11.880 --> 00:05:17.560]  他將最重要的說話告訴新一代的以色列人
[00:05:17.560 --> 00:05:20.800]  而整個十三章 他是用一些事例
[00:05:20.800 --> 00:05:23.760]  用三個事例告訴他們
[00:05:23.760 --> 00:05:28.160]  他們將會面對什麼樣的挑戰和艱難
[00:05:28.160 --> 00:05:30.320]  所以對我來說 我就好好說了
[00:05:30.320 --> 00:05:32.800]  因為他已經幫我分了一段
[00:05:32.800 --> 00:05:34.760]  幫我分了所有的東西
[00:05:34.760 --> 00:05:37.320]  那還沒到我分享之先
[00:05:37.320 --> 00:05:39.320]  不如我們先讀一下經文
[00:05:39.320 --> 00:05:43.240]  讀一下二十九至十二章的經文
[00:05:43.240 --> 00:05:44.520]  我們一起讀一下 好嗎?
[00:05:44.520 --> 00:05:45.840]  一二三
[00:05:45.840 --> 00:05:50.680]  耶和華 你神要進去趕出的列國
[00:05:50.680 --> 00:05:53.160]  從你面前剪除
[00:05:53.160 --> 00:05:57.480]  並且你得了他們的地為業居住
[00:05:57.480 --> 00:06:00.240]  那時你要謹慎
[00:06:00.240 --> 00:06:03.320]  他們從你面前被除掉
[00:06:03.320 --> 00:06:07.880]  之後 你不可任由除從他們
[00:06:07.880 --> 00:06:11.720]  也不可求他們的神說
[00:06:11.720 --> 00:06:16.000]  這些國家怎樣侍奉他們的神明
[00:06:16.000 --> 00:06:19.000]  我也要照樣做
[00:06:19.000 --> 00:06:23.280]  你不可向耶和華 你的神這樣做
[00:06:23.280 --> 00:06:26.320]  因為他們向他們的神明
[00:06:26.320 --> 00:06:31.640]  做了耶和華所增行所義務的一切事
[00:06:31.640 --> 00:06:35.960]  甚至將自己的兒女用火焚燒
[00:06:35.960 --> 00:06:38.480]  獻給他們的神明
[00:06:38.480 --> 00:06:41.480]  凡我所吩咐你們的事
[00:06:41.480 --> 00:06:44.440]  你們要謹守遵行
[00:06:44.440 --> 00:06:47.560]  不可加添 也不可刪隔
[00:06:47.560 --> 00:06:49.040]  好 謝謝頂子妹
[00:06:49.040 --> 00:06:51.000]  這裡一開始就說到了
[00:06:51.000 --> 00:06:54.480]  耶和華 你神把你要進去趕出列國
[00:06:54.480 --> 00:06:56.800]  從你面前剪除 並且
[00:06:56.800 --> 00:06:59.480]  得了他們的地為業居住
[00:06:59.480 --> 00:07:01.280]  其實摩西在說什麼呢?
[00:07:01.280 --> 00:07:03.520]  摩西在提醒以色列人
[00:07:03.520 --> 00:07:05.600]  告訴他們
[00:07:05.600 --> 00:07:07.400]  你要做兩件事
[00:07:07.400 --> 00:07:10.000]  第一件事 你要將迦南人
[00:07:10.000 --> 00:07:12.360]  當迦南地 迦南人要趕出
[00:07:12.360 --> 00:07:15.320]  並且得著那個地方為業
[00:07:15.320 --> 00:07:18.840]  吩咐他要趕出所有的迦南人
[00:07:18.840 --> 00:07:21.800]  第二件事 也在提醒他們
[00:07:21.800 --> 00:07:25.200]  告訴他們 真正將迦南地賜給他們
[00:07:25.200 --> 00:07:28.320]  並且趕出去的是耶和華的工作
[00:07:28.320 --> 00:07:32.040]  即是說 他們要做的
[00:07:32.040 --> 00:07:34.320]  是要靠著神去做
[00:07:34.320 --> 00:07:37.120]  要靠著神去得地為業
[00:07:37.120 --> 00:07:41.040]  也一樣 我們的生命裡
[00:07:41.040 --> 00:07:42.400]  我們要行神的旨意
[00:07:42.400 --> 00:07:46.720]  有一部份是需要我們去走出來
[00:07:46.720 --> 00:07:50.640]  但另一部份 我們所得的力量
[00:07:50.640 --> 00:07:52.280]  走出神的道的時候
[00:07:52.280 --> 00:07:54.560]  也要靠著神去走
[00:07:54.560 --> 00:07:58.400]  所以再到經文第30節
[00:07:58.400 --> 00:08:01.640]  它說 你要謹慎
[00:08:01.640 --> 00:08:04.880]  要將迦南人從你面前
[00:08:04.880 --> 00:08:09.080]  除滅之後 你不可以受他們的引誘
[00:08:09.080 --> 00:08:11.720]  摩西在這裡特別吩咐他們
[00:08:11.720 --> 00:08:13.720]  要警覺
[00:08:13.720 --> 00:08:16.720]  不要隨從異教的風俗
[00:08:16.720 --> 00:08:17.800]  你立刻會問
[00:08:17.800 --> 00:08:21.720]  咦 戚傳道 你不是說摩西吩咐他們
[00:08:21.720 --> 00:08:25.640]  要將所有的迦南人趕走嗎?
[00:08:25.640 --> 00:08:28.120]  你會語帶相關
[00:08:28.120 --> 00:08:29.440]  在這裡會看到
[00:08:29.440 --> 00:08:32.440]  其實摩西已經預示到
[00:08:32.440 --> 00:08:38.360]  他們不能徹底地將迦南人趕走
[00:08:38.360 --> 00:08:40.880]  所以某程度上
[00:08:40.880 --> 00:08:44.600]  他們沒有完全趕走的時候
[00:08:44.600 --> 00:08:48.160]  對於以色列人進駐迦南地的時候
[00:08:48.160 --> 00:08:51.960]  他們就很受影響
[00:08:51.960 --> 00:08:53.240]  這個我都說了
[00:08:53.240 --> 00:08:56.000]  會剩下的迦南人
[00:08:56.000 --> 00:08:59.120]  就深深影響著以色列人的信仰
[00:08:59.120 --> 00:09:04.120]  和他們對神的忠心和他們的生活
[00:09:04.120 --> 00:09:06.920]  所以之後就這樣說
[00:09:06.920 --> 00:09:09.400]  你不要求問他們的神明
[00:09:09.400 --> 00:09:13.160]  這些國家怎樣去侍奉他們的神明
[00:09:13.160 --> 00:09:16.280]  他們會這樣引誘他們
[00:09:16.280 --> 00:09:19.840]  我們外邦的人怎樣去侍奉神
[00:09:19.840 --> 00:09:22.080]  他們就怎樣去侍奉
[00:09:22.080 --> 00:09:24.160]  這裡其實是一個命令
[00:09:24.160 --> 00:09:27.840]  摩西在告訴他們
[00:09:27.840 --> 00:09:29.320]  你們去尋求
[00:09:29.320 --> 00:09:32.760]  其實就是追隨敬拜的意思
[00:09:32.760 --> 00:09:34.520]  你們不可以這樣做
[00:09:34.520 --> 00:09:37.760]  你們也不要用這樣的心態
[00:09:37.760 --> 00:09:40.400]  去跟隨著外邦的文化
[00:09:40.400 --> 00:09:45.040]  去演繹著你們的信仰
[00:09:45.040 --> 00:09:47.720]  同時其實在引申著
[00:09:47.720 --> 00:09:54.080]  以色列人很容易跌入尋求假神的試探裡面
[00:09:54.080 --> 00:09:55.920]  所以摩西在這裡
[00:09:55.920 --> 00:09:59.720]  語重心長地對著弟兄姊妹
[00:09:59.720 --> 00:10:02.160]  對著以色列人這樣去說
[00:10:02.160 --> 00:10:04.600]  提醒他們這方面的需要
[00:10:04.600 --> 00:10:08.280]  我自己服侍了年輕人都很久了
[00:10:08.280 --> 00:10:10.400]  其實我對著大家這個年紀
[00:10:10.400 --> 00:10:11.600]  我之前也是服侍這個年紀
[00:10:11.600 --> 00:10:14.840]  不過我這兩年已經是
[00:10:14.840 --> 00:10:18.880]  服侍向日葵的牧區的哥哥姐姐多
[00:10:18.880 --> 00:10:23.360]  其實很多時候在我們這個年紀裡面
[00:10:23.360 --> 00:10:28.440]  有很多事情會打岔了我們對信仰的一些專注
[00:10:28.440 --> 00:10:29.720]  例如什麼呢?
[00:10:29.720 --> 00:10:31.920]  可能是小朋友很可愛
[00:10:31.920 --> 00:10:34.240]  我只是用例子而已 不要介意
[00:10:34.240 --> 00:10:35.880]  照顧小朋友也是一件事
[00:10:35.880 --> 00:10:39.920]  可能放的心力就變相沒那麼多
[00:10:39.920 --> 00:10:43.760]  我們要應付工作、家庭
[00:10:43.760 --> 00:10:48.240]  在大家這個年紀又要拍拖
[00:10:48.240 --> 00:10:50.160]  又要進入婚姻
[00:10:50.160 --> 00:10:53.160]  甚至是照顧爸爸媽媽
[00:10:53.160 --> 00:10:54.880]  都不容易的事
[00:10:54.880 --> 00:10:56.520]  是很大壓力的
[00:10:56.520 --> 00:10:59.120]  要說平衡這兩個字
[00:10:59.120 --> 00:11:00.960]  是很艱難的 我知道
[00:11:00.960 --> 00:11:05.120]  不過我相信
[00:11:05.120 --> 00:11:06.440]  縱然艱難
[00:11:06.440 --> 00:11:09.920]  你的眼目、你的心思、意念
[00:11:09.920 --> 00:11:11.360]  都要對準神
[00:11:11.360 --> 00:11:15.200]  否則的話 你會被那些東西拉扯了
[00:11:15.200 --> 00:11:16.920]  去了其他的地方
[00:11:16.920 --> 00:11:21.680]  忘卻了你的神過往怎樣供應你的生命
[00:11:21.680 --> 00:11:26.440]  今日、將來都會這樣去供應你的生命
[00:11:26.440 --> 00:11:29.000]  我再繼續下去
[00:11:29.000 --> 00:11:31.960]  為什麼摩西有這個預見
[00:11:31.960 --> 00:11:34.840]  即是預見這個以色列人
[00:11:34.840 --> 00:11:37.800]  他們會有這個被引誘
[00:11:37.800 --> 00:11:40.520]  很容易跌入這個陷阱裏面呢
[00:11:40.520 --> 00:11:43.160]  我回看的時候 我發現
[00:11:43.160 --> 00:11:45.600]  原來在埃及的時候
[00:11:45.600 --> 00:11:47.360]  他們圍爐的時候
[00:11:47.360 --> 00:11:52.560]  埃及人不屑以色列人的奴隸身份
[00:11:52.560 --> 00:11:58.680]  所以極少機會跟他們有接觸或來往
[00:11:58.680 --> 00:12:00.680]  所以你引申就會明白
[00:12:00.680 --> 00:12:06.160]  以色列人被埃及地所影響的異教文化
[00:12:06.160 --> 00:12:07.800]  相對為少
[00:12:07.800 --> 00:12:10.400]  當然也會有 但相對為少
[00:12:10.400 --> 00:12:12.520]  但今日摩西預見
[00:12:12.520 --> 00:12:15.160]  他們預知他們
[00:12:15.160 --> 00:12:20.000]  當以色列人跟迦南人走在一起的時候
[00:12:20.000 --> 00:12:22.760]  他們未試過這樣的生命
[00:12:22.760 --> 00:12:24.120]  未試過這樣的機會
[00:12:24.120 --> 00:12:26.480]  怎樣分別為勝的時候
[00:12:26.480 --> 00:12:29.600]  他們很容易被當地的異教文化
[00:12:29.600 --> 00:12:32.920]  或者生活習慣 影響他們偏離了神
[00:12:32.920 --> 00:12:37.280]  甚至在侍奉其他的偶像神明
[00:12:37.280 --> 00:12:39.320]  其實跟我們的生命也挺相似的
[00:12:39.320 --> 00:12:42.040]  丁英姊妹
[00:12:42.040 --> 00:12:44.240]  我當然是渴望大家的爸爸媽媽
[00:12:44.240 --> 00:12:48.440]  或者你的原生家庭是信主
[00:12:48.440 --> 00:12:50.640]  有當然感謝主
[00:12:50.640 --> 00:12:52.160]  但我們很多時候
[00:12:52.160 --> 00:12:57.160]  其實都會未信主的家人普遍為多
[00:12:57.160 --> 00:12:59.360]  工作環境也是
[00:12:59.360 --> 00:13:03.280]  有很多未信主的人
[00:13:03.280 --> 00:13:05.840]  可能在工作環境裏面
[00:13:05.840 --> 00:13:10.400]  有很多要你決定走不走灰色地帶
[00:13:10.400 --> 00:13:12.160]  一些很艱難的決定
[00:13:12.160 --> 00:13:15.160]  你都會面對
[00:13:15.160 --> 00:13:19.000]  所以都挺像我們的現況裏面
[00:13:19.000 --> 00:13:24.160]  雖然生命記裏面是跟當時的以色列人說話
[00:13:24.160 --> 00:13:28.360]  但其實同樣在我們現在這個生活的場景
[00:13:28.360 --> 00:13:31.640]  都是在跟我們說話
[00:13:31.640 --> 00:13:34.560]  所以再下去的時候
[00:13:34.560 --> 00:13:35.680]  經文就說
[00:13:35.680 --> 00:13:38.680]  你不可向耶和華你的神這樣做
[00:13:38.680 --> 00:13:41.520]  因為他們向他們的神明
[00:13:41.520 --> 00:13:44.600]  做了一些耶和華所憎惡
[00:13:44.600 --> 00:13:47.640]  所憎恨厭惡的一切事
[00:13:47.640 --> 00:13:51.360]  甚至用自己的兒女用火焚燒
[00:13:51.360 --> 00:13:53.640]  獻給他們的神明
[00:13:53.640 --> 00:13:56.360]  摩西用一個最極端的例子
[00:13:56.360 --> 00:14:02.840]  就是他們會獻自己的兒女給他們的神
[00:14:02.840 --> 00:14:04.000]  用什麼方式呢?
[00:14:04.000 --> 00:14:07.560]  用火獻祭 焚燒
[00:14:07.560 --> 00:14:09.280]  這裏就最好了
[00:14:09.280 --> 00:14:11.120]  這裏後面的爸爸媽媽
[00:14:11.120 --> 00:14:12.760]  你生了一個寶貝
[00:14:12.760 --> 00:14:14.960]  你會不會這樣去燒了他?
[00:14:14.960 --> 00:14:16.480]  當然不會 這麼寶貝
[00:14:16.480 --> 00:14:22.920]  而且當時其實神說了這是神所厭惡的事情
[00:14:22.920 --> 00:14:26.320]  摩西在這裏用了一個最極端的例子
[00:14:26.320 --> 00:14:28.200]  說他們會這樣做
[00:14:28.200 --> 00:14:32.200]  但是耶和華所憎恨所厭惡的
[00:14:32.200 --> 00:14:34.760]  其實在《生命記》裏面
[00:14:34.760 --> 00:14:36.320]  都有這樣去表達過
[00:14:36.320 --> 00:14:39.800]  那些是什麼事情呢?
[00:14:39.800 --> 00:14:44.640]  我隨便製作了很多
[00:14:44.640 --> 00:14:46.000]  有雕刻偶像
[00:14:46.000 --> 00:14:46.800]  獻兒女
[00:14:46.800 --> 00:14:48.400]  就是剛才所說的
[00:14:48.400 --> 00:14:51.920]  獻那些有瑕疵的濟生
[00:14:51.920 --> 00:14:53.400]  異教文化的風俗
[00:14:53.400 --> 00:14:55.160]  男女的衣著
[00:14:55.160 --> 00:14:57.640]  甚至是賣淫所得的
[00:14:57.640 --> 00:14:59.760]  奉獻賣淫所得的事情
[00:14:59.760 --> 00:15:01.440]  等等等等的事
[00:15:01.440 --> 00:15:04.000]  這些都是耶和華所厭惡
[00:15:04.000 --> 00:15:05.360]  那你可想而知
[00:15:05.360 --> 00:15:09.200]  迦南地裏面充斥著神不喜悅的事
[00:15:09.200 --> 00:15:14.200]  而他們沒有徹底地將迦南人滅絕的時候
[00:15:14.200 --> 00:15:17.240]  他們正在面對很多的問題
[00:15:17.240 --> 00:15:21.200]  所以摩西最後在這裏說
[00:15:21.200 --> 00:15:23.320]  凡我所吩咐你們的事
[00:15:23.320 --> 00:15:27.880]  你們都要專注焦點在神的身上
[00:15:27.880 --> 00:15:29.280]  不要加減
[00:15:29.280 --> 00:15:32.720]  因為神知道他們的狀況
[00:15:32.720 --> 00:15:35.760]  你們要專注在神裏面就可以了
[00:15:35.760 --> 00:15:39.720]  所以摩西在這裏有三個個案
[00:15:39.720 --> 00:15:41.200]  在這裏和大家
[00:15:41.200 --> 00:15:44.840]  我和這三個個案做少少的分享
[00:15:44.840 --> 00:15:46.200]  第一個個案是什麼呢?
[00:15:46.200 --> 00:15:49.120]  令人失焦於耶和華的假權柄
[00:15:49.120 --> 00:15:53.120]  在一至五節那裏記述的
[00:15:53.120 --> 00:15:55.560]  因為我不想大家讀完所有經文
[00:15:55.560 --> 00:15:56.760]  所以我來了
[00:15:56.760 --> 00:16:01.000]  導致以色列人失焦於耶和華的是什麼呢?
[00:16:01.000 --> 00:16:04.720]  這裏有特別三段段落的經文
[00:16:04.720 --> 00:16:07.120]  它都若是或者若有
[00:16:07.120 --> 00:16:12.480]  若有即是他們會面對的艱難或者挑戰
[00:16:12.480 --> 00:16:14.400]  它說一至二節那裏說
[00:16:14.400 --> 00:16:17.600]  你中間若有先知或者做夢的人起來
[00:16:17.600 --> 00:16:20.320]  向你顯神跡其事
[00:16:20.320 --> 00:16:23.440]  祂對你們說 神跡其事應驗了
[00:16:23.440 --> 00:16:24.440]  即是很靈
[00:16:24.440 --> 00:16:26.920]  他們之後就會搭著去說
[00:16:26.920 --> 00:16:30.960]  你們去隨從別神 侍奉我們的神
[00:16:30.960 --> 00:16:34.000]  這些神是你們不認識的
[00:16:34.000 --> 00:16:36.040]  這裏是什麼呢?
[00:16:36.040 --> 00:16:39.440]  摩西預知了迦南人
[00:16:39.440 --> 00:16:42.200]  迦南地裏面的假先知
[00:16:42.200 --> 00:16:44.800]  他們或者作異夢的人
[00:16:44.800 --> 00:16:49.000]  顯示著以色列人和他們扯上關係了
[00:16:49.000 --> 00:16:56.040]  而這些人在他們所謂的做的事情
[00:16:56.040 --> 00:16:58.840]  亦都顯出了他們的能力
[00:16:58.840 --> 00:17:03.960]  他們就標榜自己有多好 有多靈 有多準確
[00:17:03.960 --> 00:17:07.960]  甚至是被以色列人得到的利益
[00:17:07.960 --> 00:17:11.880]  所以他們在標榜自己的權柄和權威
[00:17:11.880 --> 00:17:19.120]  就跟他們說 顯現著他們的能力
[00:17:19.120 --> 00:17:24.040]  亦都告訴他們 拘捕他們 引誘他們侍奉別神
[00:17:24.040 --> 00:17:29.000]  所以這裏顯示著他們的生命
[00:17:29.000 --> 00:17:33.240]  面對著假的權柄 威脅著他們的生命
[00:17:33.240 --> 00:17:38.000]  在我們中間 我們很難說拜偶像
[00:17:38.000 --> 00:17:40.440]  我自己沒有子女
[00:17:40.440 --> 00:17:43.320]  其實我見到小朋友也很開心
[00:17:43.320 --> 00:17:49.400]  我有一個姨甥女 姨甥女是中三 升中四了
[00:17:49.400 --> 00:17:53.640]  剛剛過完考試 你知不知道她緊張到爆炸
[00:17:53.640 --> 00:17:55.360]  你知不知道是甚麼事
[00:17:55.360 --> 00:17:59.920]  考試要選科 她很喜歡畫畫
[00:17:59.920 --> 00:18:03.400]  她爸爸是一個畫漫畫的人
[00:18:03.400 --> 00:18:05.520]  所以她遺傳了 不是遺傳
[00:18:05.520 --> 00:18:08.280]  她爸爸不斷畫 她又跟著畫
[00:18:08.280 --> 00:18:12.880]  她畫畫很漂亮 走藝術的路線
[00:18:12.880 --> 00:18:14.600]  所以你要她計算
[00:18:14.600 --> 00:18:18.800]  我和太太經常鼓勵這個姨甥女告訴她
[00:18:18.800 --> 00:18:21.040]  你是數學的天才
[00:18:21.040 --> 00:18:22.600]  因為有很多進步的空間
[00:18:22.600 --> 00:18:25.600]  我們沒有告訴她
[00:18:25.600 --> 00:18:32.120]  就是最近 她考最後的試佔最多分
[00:18:32.120 --> 00:18:38.640]  她其中一科的數學 數學和了
[00:18:38.640 --> 00:18:42.480]  跟著 她自己 我不知為甚麼
[00:18:42.480 --> 00:18:45.400]  我見到她很多次對著iPad不知在做甚麼
[00:18:45.400 --> 00:18:47.880]  或者對著電話經常做些事
[00:18:47.880 --> 00:18:51.760]  之後她會這樣跟我聊天
[00:18:51.760 --> 00:18:56.440]  我在家的角色是一個比較嚴厲的角色
[00:18:56.440 --> 00:19:01.480]  我太太做一個比較像輔導的角色
[00:19:01.480 --> 00:19:02.920]  而她爸爸媽媽
[00:19:02.920 --> 00:19:05.960]  你知道這個年紀不喜歡跟爸爸媽媽說話
[00:19:05.960 --> 00:19:08.120]  我們就做了兩個專業的輔導
[00:19:08.120 --> 00:19:11.880]  我有公義 我太太有慈愛
[00:19:11.880 --> 00:19:17.640]  她突然間 我一回到她家
[00:19:17.640 --> 00:19:21.000]  她又經常都在 我和岳母住
[00:19:21.000 --> 00:19:24.240]  經常在岳母家裏面出現 吃飯
[00:19:24.240 --> 00:19:31.240]  她有一個叫慚愧
[00:19:31.240 --> 00:19:33.000]  一來就這樣叫我
[00:19:33.000 --> 00:19:35.560]  大家不要覺得辱罵 她是這樣叫我
[00:19:35.560 --> 00:19:38.120]  戚戚啊 戚戚
[00:19:38.120 --> 00:19:40.120]  我一聽到就問 甚麼事
[00:19:40.120 --> 00:19:41.960]  我是好人來的 我沒有罵你
[00:19:41.960 --> 00:19:43.400]  你現在長大了 我不會罵你
[00:19:43.400 --> 00:19:46.600]  她說 戚戚啊 我有些事想問你
[00:19:46.600 --> 00:19:49.240]  我說 行 你可不可以放鬆些
[00:19:49.240 --> 00:19:50.600]  她這個人硬著頭皮
[00:19:50.600 --> 00:19:52.040]  她怕我罵她
[00:19:52.040 --> 00:19:55.240]  我說 做甚麼事啊 她說
[00:19:55.240 --> 00:19:57.880]  我很害怕 害怕甚麼
[00:19:57.880 --> 00:20:01.960]  我已經知道她是否有成績 她說
[00:20:01.960 --> 00:20:05.560]  最近考完數學 一如既往
[00:20:05.560 --> 00:20:08.360]  我都知道自己被解僱了
[00:20:08.360 --> 00:20:13.880]  所以我自己就和AI聊天
[00:20:13.880 --> 00:20:15.560]  她問AI
[00:20:15.560 --> 00:20:21.320]  她說 AI啊 我這樣的成績
[00:20:21.320 --> 00:20:23.960]  我還可不可以慢
[00:20:23.960 --> 00:20:29.320]  我想選地理 藝術
[00:20:29.320 --> 00:20:33.160]  但很多人爭 我還有沒有機會
[00:20:33.160 --> 00:20:36.600]  我聽完之後 她問你覺得有甚麼問題
[00:20:36.600 --> 00:20:39.320]  為甚麼好像懺悔一樣
[00:20:39.320 --> 00:20:42.760]  她說 聊天的過程她覺得很舒服
[00:20:42.760 --> 00:20:47.320]  因為AI說的東西是安撫她的感受
[00:20:47.320 --> 00:20:50.520]  她說一聊 聊了兩三天
[00:20:50.520 --> 00:20:53.000]  最後我不知道她做了甚麼
[00:20:53.000 --> 00:20:55.560]  最後她問了一個問題
[00:20:55.560 --> 00:21:00.040]  她說 為甚麼你所有的東西
[00:21:00.040 --> 00:21:02.280]  都好像在安撫我
[00:21:02.280 --> 00:21:05.400]  你是不是在討好我
[00:21:05.400 --> 00:21:06.520]  她問AI
[00:21:06.520 --> 00:21:10.600]  我心裏當然覺得 這麼聰明
[00:21:10.600 --> 00:21:13.720]  我馬上問AI怎樣回答你
[00:21:13.720 --> 00:21:19.560]  AI說 是啊 我來討好你
[00:21:19.560 --> 00:21:22.840]  但你知不知道我的兒媳女天藍的表現是怎樣
[00:21:22.840 --> 00:21:24.440]  她很害怕
[00:21:24.440 --> 00:21:26.680]  因為一個對她好的人
[00:21:26.680 --> 00:21:29.560]  是會說一些未必容易接受
[00:21:29.560 --> 00:21:33.160]  但是 是一些對她好的東西
[00:21:33.160 --> 00:21:36.200]  但她不斷討好她的時候
