
[00:00:00.000 --> 00:00:02.000]  各位丁姐妹 早晨
[00:01:51.000 --> 00:01:54.000]  講來講去都是信望愛
[00:01:54.000 --> 00:01:57.000]  一個字搞定了 是甚麼
[00:01:57.000 --> 00:02:00.000]  耶穌基督
[00:02:00.000 --> 00:02:03.000]  你不是講耶穌 是嗎
[00:02:03.000 --> 00:02:06.000]  這個感受會使很多人
[00:02:06.000 --> 00:02:09.000]  對基督教信仰覺得很平面
[00:02:09.000 --> 00:02:12.000]  講來講去都是三幅皮
[00:02:12.000 --> 00:02:15.000]  我舉一個例子 開始和大家思想
[00:02:15.000 --> 00:02:18.000]  究竟信心是甚麼
[00:02:18.000 --> 00:02:21.000]  我們要不要吃飯
[00:02:21.000 --> 00:02:24.000]  民以食為天
[00:02:24.000 --> 00:02:27.000]  你們喜不喜歡吃東西
[00:02:27.000 --> 00:02:30.000]  喜歡吃東西 是嗎
[00:02:30.000 --> 00:02:33.000]  吃東西有幾種做法
[00:02:33.000 --> 00:02:36.000]  不外乎就是
[00:02:36.000 --> 00:02:39.000]  炒 煎 炸
[00:02:39.000 --> 00:02:42.000]  其實這個差不多 這些都是很熱氣的
[00:02:42.000 --> 00:02:45.000]  蒸 焗 燉 炆
[00:02:45.000 --> 00:02:48.000]  如果吃那些食材
[00:02:48.000 --> 00:02:51.000]  有甚麼食材
[00:02:51.000 --> 00:02:54.000]  不外乎就是牛
[00:02:54.000 --> 00:02:57.000]  雞 豬
[00:02:57.000 --> 00:03:00.000]  最多這三種 魚 羊
[00:03:00.000 --> 00:03:03.000]  不外乎都是那些
[00:03:03.000 --> 00:03:06.000]  蝦 海產
[00:03:06.000 --> 00:03:09.000]  或者你說那些味道是怎樣
[00:03:09.000 --> 00:03:12.000]  不外乎都是鹹
[00:03:12.000 --> 00:03:15.000]  甜 酸 不會弄苦食
[00:03:15.000 --> 00:03:18.000]  苦的關係是另外的 是嗎
[00:03:18.000 --> 00:03:21.000]  辣
[00:03:21.000 --> 00:03:24.000]  我們吃東西有沒有
[00:03:24.000 --> 00:03:27.000]  深度 有沒有味道
[00:03:27.000 --> 00:03:30.000]  有些人真的是不理的
[00:03:30.000 --> 00:03:33.000]  他甚麼東西都吃到很紫皮
[00:03:33.000 --> 00:03:36.000]  和腐竹差不多
[00:03:36.000 --> 00:03:39.000]  分不到 有些人
[00:03:39.000 --> 00:03:42.000]  但如果你和廚師說
[00:03:42.000 --> 00:03:45.000]  又是雞 又是鴨 又是鵝
[00:03:45.000 --> 00:03:48.000]  他會死的 其實我知道當中有很多高手
[00:03:48.000 --> 00:03:51.000]  你的煮飯
[00:03:51.000 --> 00:03:54.000]  你真的不明白 我以前認識一個弟兄
[00:03:54.000 --> 00:03:57.000]  很擅長煮東西 他說雞翼有二十多種做法
[00:03:57.000 --> 00:04:00.000]  你懂不懂
[00:04:00.000 --> 00:04:03.000]  一邊說到眉飛色舞 我們懂得吃的都是
[00:04:03.000 --> 00:04:06.000]  我想說的就是
[00:04:06.000 --> 00:04:09.000]  在我們信仰裏面 是信 忘
[00:04:09.000 --> 00:04:12.000]  愛 耶穌基督 是嗎
[00:04:12.000 --> 00:04:15.000]  救恩 那些terms全部說得出
[00:04:15.000 --> 00:04:18.000]  但其實只是一個信
[00:04:18.000 --> 00:04:21.000]  已經是很有深度 我最記得一堂
[00:04:21.000 --> 00:04:24.000]  有一連串的講道在我初信的時候
[00:04:24.000 --> 00:04:27.000]  四十多年前聽的一堂講道
[00:04:27.000 --> 00:04:30.000]  那時候我教給長老
[00:04:30.000 --> 00:04:33.000]  他講了一個系列叫信心
[00:04:33.000 --> 00:04:36.000]  信心有三種的層次
[00:04:36.000 --> 00:04:39.000]  第一種層次就是相信
[00:04:39.000 --> 00:04:42.000]  他用一個字眼來說
[00:04:42.000 --> 00:04:45.000]  相信 每個人都相信
[00:04:45.000 --> 00:04:48.000]  相信就是你相信那件事的存在
[00:04:48.000 --> 00:04:51.000]  或者是信你
[00:04:51.000 --> 00:04:54.000]  這個是最基本的 我說信耶穌
[00:04:54.000 --> 00:04:57.000]  第一個最基本的入門就是相信
[00:04:57.000 --> 00:05:00.000]  羅馬斯說 因為信 以至於信
[00:05:00.000 --> 00:05:03.000]  from faith to faith
[00:05:03.000 --> 00:05:06.000]  但是第二個層次 他講第二堂道
[00:05:06.000 --> 00:05:09.000]  信其實還有一種叫做依靠
[00:05:09.000 --> 00:05:12.000]  rely on一件事 即是譬如我信你
[00:05:12.000 --> 00:05:15.000]  我依靠你 那個深度是多了
[00:05:15.000 --> 00:05:18.000]  還有一個深度 第三個就是
[00:05:18.000 --> 00:05:21.000]  我要交託 我信不只是依靠你
[00:05:21.000 --> 00:05:24.000]  我只是將東西交託給你
[00:05:24.000 --> 00:05:27.000]  我交託給你 那個信是更加的深入
[00:05:27.000 --> 00:05:30.000]  還有很多 如果你看聖經
[00:05:30.000 --> 00:05:33.000]  哈巴谷是其中一種信心的高峰
[00:05:33.000 --> 00:05:36.000]  信心的高峰
[00:05:36.000 --> 00:05:39.000]  有很多種 譚爾里那種有一種
[00:05:39.000 --> 00:05:42.000]  進去死 獅子也咬不到他
[00:05:42.000 --> 00:05:45.000]  阿巴拉罕 憲爾薩
[00:05:45.000 --> 00:05:48.000]  也是一種高峰 哈巴谷這裡
[00:05:48.000 --> 00:05:51.000]  其實哈巴谷書很有趣
[00:05:51.000 --> 00:05:54.000]  哈巴谷書 哈巴谷這個先知
[00:05:54.000 --> 00:05:57.000]  很難找到其他的資料
[00:05:57.000 --> 00:06:00.000]  究竟哈巴谷是甚麼人來的
[00:06:00.000 --> 00:06:03.000]  他現在先知是 他是聖經的正典裡面
[00:06:03.000 --> 00:06:06.000]  十二小先知其中之一 但哈巴谷這個先知
[00:06:06.000 --> 00:06:09.000]  你不是很知道他的背景 極其量
[00:06:09.000 --> 00:06:12.000]  從他那個哈巴谷書寫的東西去估計
[00:06:12.000 --> 00:06:15.000]  究竟他那個時代是甚麼時代
[00:06:15.000 --> 00:06:18.000]  他面對甚麼 為甚麼我們說
[00:06:18.000 --> 00:06:21.000]  哈巴谷這個信心是到一個高峰
[00:06:21.000 --> 00:06:24.000]  這一段經文
[00:06:24.000 --> 00:06:27.000]  一般來說你信得住 你都會讀過
[00:06:27.000 --> 00:06:30.000]  剛才我們都讀過
[00:06:30.000 --> 00:06:33.000]  但如果你認真去想
[00:06:33.000 --> 00:06:36.000]  如果一個人 一個信徒
[00:06:36.000 --> 00:06:39.000]  他有這樣的想法 以及有這樣的祈禱
[00:06:39.000 --> 00:06:42.000]  他是一個討論來的 第三章是一個詩歌
[00:06:42.000 --> 00:06:45.000]  真是不得了 你認真讀一下
[00:06:45.000 --> 00:06:48.000]  他說雖然無花果樹不發黃
[00:06:48.000 --> 00:06:51.000]  不發黃 讀來讀去中文都不太明白
[00:06:51.000 --> 00:06:54.000]  怎樣發黃呢
[00:06:54.000 --> 00:06:57.000]  其實就是未發芽
[00:06:57.000 --> 00:07:00.000]  無花果樹連發芽都未發芽
[00:07:00.000 --> 00:07:03.000]  這是第一個層次 其實他寫得很漂亮
[00:07:03.000 --> 00:07:06.000]  葡萄樹不結果 發了芽
[00:07:06.000 --> 00:07:09.000]  但是沒有果實
[00:07:09.000 --> 00:07:12.000]  第三樣就是橄欖樹有不效力
[00:07:12.000 --> 00:07:15.000]  其實原本意思就是
[00:07:15.000 --> 00:07:18.000]  有些是果 但是不達標
[00:07:18.000 --> 00:07:21.000]  就是有果了 但是不成功
[00:07:21.000 --> 00:07:24.000]  這些實數不行 拿不出去賣
[00:07:24.000 --> 00:07:27.000]  而無花果 葡萄樹 橄欖樹
[00:07:27.000 --> 00:07:30.000]  都是以色列三種最重要的果樹
[00:07:30.000 --> 00:07:33.000]  是最基本的生活需要
[00:07:33.000 --> 00:07:36.000]  接著三樣東西 田地不出糧食
[00:07:36.000 --> 00:07:39.000]  這個明白 不用解釋
[00:07:39.000 --> 00:07:42.000]  圈中絕了羊 你的羊圈是仰仰的
[00:07:42.000 --> 00:07:45.000]  羊都沒有了 棚裡面都沒有牛
[00:07:45.000 --> 00:07:48.000]  這是什麼處境呢
[00:07:48.000 --> 00:07:51.000]  稍後我們講那麼多背景
[00:07:51.000 --> 00:07:54.000]  你想想如果你家裡
[00:07:54.000 --> 00:07:57.000]  無花果樹不發黃 你家裡有沒有樹
[00:07:57.000 --> 00:08:00.000]  可能沒有 但是你的雪櫃
[00:08:00.000 --> 00:08:03.000]  就沒有糧食 什麼都沒有了
[00:08:03.000 --> 00:08:06.000]  又沒有牛 又沒有豬 又沒有菜
[00:08:06.000 --> 00:08:09.000]  什麼都沒有
[00:08:09.000 --> 00:08:12.000]  或者你有的東西
[00:08:12.000 --> 00:08:15.000]  你將會是沒有 稍後我會講
[00:08:15.000 --> 00:08:18.000]  為什麼將會是沒有
[00:08:18.000 --> 00:08:21.000]  你想想這樣的情況 什麼都沒有
[00:08:21.000 --> 00:08:24.000]  白毛 這樣的情況
[00:08:24.000 --> 00:08:27.000]  你竟然可以 如果可以
[00:08:27.000 --> 00:08:30.000]  好像哈巴谷那樣來講
[00:08:30.000 --> 00:08:33.000]  然而我要因耶和而歡欣
[00:08:33.000 --> 00:08:36.000]  因救我的神喜樂
[00:08:36.000 --> 00:08:39.000]  你問心 我自己問心
[00:08:39.000 --> 00:08:42.000]  如果家裡白毛 什麼都沒有
[00:08:42.000 --> 00:08:45.000]  我又不知道前路是怎樣
[00:08:45.000 --> 00:08:48.000]  講不講得出這句話 因為神
[00:08:48.000 --> 00:08:51.000]  很屬靈 因為神自己我就能夠開心
[00:08:51.000 --> 00:08:54.000]  怎麼開心 你前面的生活
[00:08:54.000 --> 00:08:57.000]  完全都不知道怎麼辦
[00:08:57.000 --> 00:09:00.000]  擔心是有 超級擔心是有
[00:09:00.000 --> 00:09:03.000]  你想想 如果一個信徒
[00:09:03.000 --> 00:09:06.000]  我再講 不是傳道人 不是先知
[00:09:06.000 --> 00:09:09.000]  你去到這個位 怎樣可以開心
[00:09:09.000 --> 00:09:12.000]  所以我們說 哈巴谷的信心
[00:09:12.000 --> 00:09:15.000]  是很大 看完第十九節
[00:09:15.000 --> 00:09:18.000]  這是傳卷的哈巴谷最後
[00:09:18.000 --> 00:09:21.000]  他說主耶和是我的力量
[00:09:21.000 --> 00:09:24.000]  他使我的腳快如母鹿的蹄
[00:09:24.000 --> 00:09:27.000]  其實他是一種形容
[00:09:27.000 --> 00:09:30.000]  其實不是很通 腳好像蹄一樣
[00:09:30.000 --> 00:09:33.000]  穩定在高處
[00:09:33.000 --> 00:09:36.000]  其實不是 大家有沒有看過一些照片
[00:09:36.000 --> 00:09:39.000]  或者你看過 山羊
[00:09:39.000 --> 00:09:42.000]  在山上走 跳
[00:09:42.000 --> 00:09:45.000]  很厲害的 山羊
[00:09:45.000 --> 00:09:48.000]  你看他們的蹄 為什麼可以在這麼斜的地方
[00:09:48.000 --> 00:09:51.000]  站在那裡 都很厲害
[00:09:51.000 --> 00:09:54.000]  哇 走得這麼快 就是這一隻
[00:09:54.000 --> 00:09:57.000]  就是這個母鹿的蹄 穩定在高處
[00:09:57.000 --> 00:10:00.000]  有一個中文譯本 一個凹凸之處
[00:10:00.000 --> 00:10:03.000]  不一定是高處 就是說
[00:10:03.000 --> 00:10:06.000]  他是有一種 在一個這麼高
[00:10:06.000 --> 00:10:09.000]  這麼危險的情況 這麼rough
[00:10:09.000 --> 00:10:12.000]  的一些地勢
[00:10:12.000 --> 00:10:15.000]  他都是很輕盈地跳著走
[00:10:15.000 --> 00:10:18.000]  那種力量
[00:10:18.000 --> 00:10:21.000]  所以他是形容
[00:10:21.000 --> 00:10:24.000]  他有神的力量的時候那種狀態
[00:10:24.000 --> 00:10:27.000]  我再說 眼前
[00:10:27.000 --> 00:10:30.000]  他擁有的東西 什麼都沒有
[00:10:30.000 --> 00:10:33.000]  但是他能夠說 我因為耶和華
[00:10:33.000 --> 00:10:36.000]  歡欣 我救我的神 喜樂
[00:10:36.000 --> 00:10:39.000]  還有我很有力量 我還很開心
[00:10:39.000 --> 00:10:42.000]  開心到很輕盈 很有力量
[00:10:42.000 --> 00:10:45.000]  行不行呢
[00:10:45.000 --> 00:10:48.000]  很難 我自己看都覺得很難
[00:10:48.000 --> 00:10:51.000]  我未經歷到這個情況
[00:10:51.000 --> 00:10:54.000]  這個信心的經歷 我想這次說的
[00:10:54.000 --> 00:10:57.000]  這麼高層次的 其實是一種
[00:10:57.000 --> 00:11:00.000]  預備來的 就是說我們的信心
[00:11:00.000 --> 00:11:03.000]  要去學習
[00:11:03.000 --> 00:11:06.000]  有很多的層面 還有我們
[00:11:06.000 --> 00:11:09.000]  去到一個地步 要預備
[00:11:09.000 --> 00:11:12.000]  好像蝦巴菊那種的信心 但可能我們
[00:11:12.000 --> 00:11:15.000]  絕大部份人是未經歷過的
[00:11:15.000 --> 00:11:18.000]  但我們是要說的 因為我們可能會面對到
[00:11:18.000 --> 00:11:21.000]  一個很大的問題
[00:11:21.000 --> 00:11:24.000]  所以 剛才說了 信心
[00:11:24.000 --> 00:11:27.000]  其實是什麼呢 大家聽完這堂課
[00:11:27.000 --> 00:11:30.000]  不是馬上有完全所有的答案
[00:11:30.000 --> 00:11:33.000]  但是有很多種類 我們要細心看一看
[00:11:33.000 --> 00:11:36.000]  每一個聖經的人物 或者所記載
[00:11:36.000 --> 00:11:39.000]  聖經的事蹟 或者你在一些
[00:11:39.000 --> 00:11:42.000]  見證 或者在突然之間會聊天的時候
[00:11:42.000 --> 00:11:45.000]  其實我們的信心都有不同的程度
[00:11:45.000 --> 00:11:48.000]  想很快講一講蝦巴菊先知的時代
[00:11:48.000 --> 00:11:51.000]  你剛才說了 不知道她是什麼
[00:11:51.000 --> 00:11:54.000]  一個很深入的背景 但我們知道那時候
[00:11:54.000 --> 00:11:57.000]  應該是
[00:11:57.000 --> 00:12:00.000]  跟大家找一找以色列的歷史
[00:12:00.000 --> 00:12:03.000]  很簡單 大衛王之後
[00:12:03.000 --> 00:12:06.000]  就跟著傳給所羅門
[00:12:06.000 --> 00:12:09.000]  所羅門之後就分裂南北
[00:12:09.000 --> 00:12:12.000]  北國 耶羅波那邊就變了
[00:12:12.000 --> 00:12:15.000]  越來越差 沒一個國王是好的
[00:12:15.000 --> 00:12:18.000]  跟著就在主前722年
[00:12:18.000 --> 00:12:21.000]  就被亞述滅了 猶大
[00:12:21.000 --> 00:12:24.000]  下面南國 這個就是亞述
[00:12:24.000 --> 00:12:27.000]  後來 亞述都死了
[00:12:27.000 --> 00:12:30.000]  巴比倫 或者叫新巴比倫
[00:12:30.000 --> 00:12:33.000]  不是古巴利比倫
[00:12:33.000 --> 00:12:36.000]  就興起 後來就接了亞述
[00:12:36.000 --> 00:12:39.000]  南國就再生存多一百多年
[00:12:39.000 --> 00:12:42.000]  586 以前我們說Pantheon
[00:12:42.000 --> 00:12:45.000]  586 遲些前586年
[00:12:45.000 --> 00:12:48.000]  猶大國就滅了
[00:12:48.000 --> 00:12:51.000]  所以哈巴嚕講的情況
[00:12:51.000 --> 00:12:54.000]  就在講 這裡講之前
[00:12:54.000 --> 00:12:57.000]  猶大國最初是被亞述欺壓
[00:12:57.000 --> 00:13:00.000]  後來就被埃及 最後是被
[00:13:00.000 --> 00:13:03.000]  巴比倫欺壓 尤其是巴比倫
[00:13:03.000 --> 00:13:06.000]  埃及是什麼角色呢 埃及就很煩的
[00:13:06.000 --> 00:13:09.000]  他在以色列下面 偶爾就搗亂
[00:13:09.000 --> 00:13:12.000]  也都約西亞就被埃及
[00:13:12.000 --> 00:13:15.000]  軍隊去打亞述
[00:13:15.000 --> 00:13:18.000]  跟著約西亞就無端端走出來
[00:13:18.000 --> 00:13:21.000]  跟著就死了
[00:13:21.000 --> 00:13:24.000]  約西亞之後那四個王
[00:13:24.000 --> 00:13:27.000]  除了約亞敬是他的孫子之外
[00:13:27.000 --> 00:13:30.000]  其實他都是他的兒子 西底加 約阿根
[00:13:30.000 --> 00:13:33.000]  約哈斯 最後那四個王
[00:13:33.000 --> 00:13:36.000]  之後西底加被巴比倫王
[00:13:36.000 --> 00:13:39.000]  整個城去捉了去
[00:13:39.000 --> 00:13:42.000]  開始避老 正式的避老
[00:13:42.000 --> 00:13:45.000]  以及西底加挖了隻眼出來
[00:13:45.000 --> 00:13:48.000]  他看不回他將來有機會回到猶大國
[00:13:48.000 --> 00:13:51.000]  很慘的情況 所以估計
[00:13:51.000 --> 00:13:54.000]  哈巴嚕就在最後這幾個王
[00:13:54.000 --> 00:13:57.000]  猶大國的王 約西亞那個中興
[00:13:57.000 --> 00:14:00.000]  兩次中興 一次就是
[00:14:00.000 --> 00:14:03.000]  在西加王 大家可能認識
[00:14:03.000 --> 00:14:06.000]  跟著就過了幾個王之後就約西亞王
[00:14:06.000 --> 00:14:09.000]  約西亞之後那四個兒子
[00:14:09.000 --> 00:14:12.000]  帶到猶大國滅亡
[00:14:12.000 --> 00:14:15.000]  在這些情況之下
[00:14:15.000 --> 00:14:18.000]  哈巴嚕其實可能是在約西亞之後
[00:14:18.000 --> 00:14:21.000]  沒多久那一兩個王
[00:14:21.000 --> 00:14:24.000]  跟著他就看到那個形勢
[00:14:24.000 --> 00:14:27.000]  有時候我們有沒有留意政治
[00:14:27.000 --> 00:14:30.000]  哈巴嚕他是看到
[00:14:30.000 --> 00:14:33.000]  其實這些巴比倫人
[00:14:33.000 --> 00:14:36.000]  來勢洶洶
[00:14:36.000 --> 00:14:39.000]  他應該寫哈巴嚕書的時候
[00:14:39.000 --> 00:14:42.000]  未到亡國 但結果他都是亡國
[00:14:42.000 --> 00:14:45.000]  就是這樣的一個形勢
[00:14:45.000 --> 00:14:48.000]  也是看著國家衰亡
[00:14:48.000 --> 00:14:51.000]  你會想像到
[00:14:51.000 --> 00:14:54.000]  我又不想用現代那些
[00:14:54.000 --> 00:14:57.000]  說你是哪一派的
[00:14:57.000 --> 00:15:00.000]  大家留意一下現在的世界局勢
[00:15:00.000 --> 00:15:03.000]  你說是向好 還是向差呢
[00:15:03.000 --> 00:15:06.000]  大家想一下 你心目中你所熟悉的國家
[00:15:06.000 --> 00:15:09.000]  甚至是我們土生土長的
[00:15:09.000 --> 00:15:12.000]  我們來的地方等等
[00:15:12.000 --> 00:15:15.000]  是會向好 還是向差呢
[00:15:15.000 --> 00:15:18.000]  如果你覺得是越來越向差的
[00:15:18.000 --> 00:15:21.000]  所以哈巴嚕的信息
[00:15:21.000 --> 00:15:24.000]  就跟我們是有關的
[00:15:24.000 --> 00:15:27.000]  因為你看到那個局勢
[00:15:27.000 --> 00:15:30.000]  無論全世界或者我們的親族
[00:15:30.000 --> 00:15:33.000]  越來越差的時候
[00:15:33.000 --> 00:15:36.000]  我沒有這個信心
[00:15:36.000 --> 00:15:39.000]  所以哈巴嚕他是怎樣的
[00:15:39.000 --> 00:15:42.000]  你讀回經文 其實整卷哈巴嚕書
[00:15:42.000 --> 00:15:45.000]  我今天不可能講整卷
[00:15:45.000 --> 00:15:48.000]  一個重點告訴大家
[00:15:48.000 --> 00:15:51.000]  一開始就埋怨神
[00:15:51.000 --> 00:15:54.000]  留意一下 一開始埋怨神
[00:15:54.000 --> 00:15:57.000]  你看見 一開始惹禍
[00:15:57.000 --> 00:16:00.000]  我呼求你 你不聽
[00:16:00.000 --> 00:16:03.000]  要到幾時 又不應允
[00:16:03.000 --> 00:16:06.000]  有沒有這個感受
[00:16:06.000 --> 00:16:09.000]  幾時 有沒有我們經歷過一些事情
[00:16:09.000 --> 00:16:12.000]  我們會問 幾時 神啊幾時
[00:16:12.000 --> 00:16:15.000]  祈禱很多次
[00:16:15.000 --> 00:16:18.000]  又應承這樣那樣
[00:16:18.000 --> 00:16:21.000]  究竟幾時我才完這個苦境
[00:16:21.000 --> 00:16:24.000]  其實哈巴嚕是怎樣
[00:16:24.000 --> 00:16:27.000]  他是為了他的民族
[00:16:27.000 --> 00:16:30.000]  他說因強暴而哀求
[00:16:30.000 --> 00:16:33.000]  你看到 第二個問題
[00:16:33.000 --> 00:16:36.000]  他就說 為什麼我看見罪孽第三節
[00:16:36.000 --> 00:16:39.000]  你為何使我看見罪孽
[00:16:39.000 --> 00:16:42.000]  你為何看見奸惡而不理
[00:16:42.000 --> 00:16:45.000]  這個也是很真實的情況
[00:16:45.000 --> 00:16:48.000]  我們看到很多不公平的事
[00:16:48.000 --> 00:16:51.000]  看到很多很邪惡的事
[00:16:51.000 --> 00:16:54.000]  為什麼神是不理的
[00:16:54.000 --> 00:16:57.000]  這個是由古至今的問題
[00:16:57.000 --> 00:17:00.000]  哲學家 宗教的人士
[00:17:00.000 --> 00:17:03.000]  無信仰的人士都問這些問題
[00:17:03.000 --> 00:17:06.000]  為什麼 這些不公義的事
[00:17:06.000 --> 00:17:09.000]  我看見 但是我受不了
[00:17:09.000 --> 00:17:12.000]  你為何要讓我看見
[00:17:12.000 --> 00:17:15.000]  然後我又有信仰 我知道神是全能的
[00:17:15.000 --> 00:17:18.000]  我知道神是有能力的 為什麼你不理
[00:17:18.000 --> 00:17:21.000]  這個就是一開始哈巴嚕的情況
[00:17:21.000 --> 00:17:24.000]  直接不講很詳細
[00:17:24.000 --> 00:17:27.000]  律法放鬆 公理傳言顛倒
[00:17:27.000 --> 00:17:30.000]  你看到他看到的東西
[00:17:30.000 --> 00:17:33.000]  是很離譜的 那怎麼辦
[00:17:33.000 --> 00:17:36.000]  他是一個有信仰的人
[00:17:36.000 --> 00:17:39.000]  我想大家最好一兩個月
[00:17:39.000 --> 00:17:42.000]  三個月又拿出來看看
[00:17:42.000 --> 00:17:45.000]  因為有時候我們就會問一個問題
[00:17:45.000 --> 00:17:48.000]  究竟神的東西是否
[00:17:48.000 --> 00:17:51.000]  他沒有能力去處理
[00:17:51.000 --> 00:17:54.000]  其實哈巴嚕
[00:17:54.000 --> 00:17:57.000]  我想聖經放哈巴嚕書在這裡
[00:17:57.000 --> 00:18:00.000]  就是給我們去一個同感
[00:18:00.000 --> 00:18:03.000]  你想想幾千年前的人都是這樣問的
[00:18:03.000 --> 00:18:06.000]  都是有這些問題
[00:18:06.000 --> 00:18:09.000]  這個世界 其實這個末日的世界
[00:18:09.000 --> 00:18:12.000]  終極我們都是回神那裡
[00:18:12.000 --> 00:18:15.000]  但是有一天我們在這個世界上
[00:18:15.000 --> 00:18:18.000]  就算我們澳洲這麼平安
[00:18:18.000 --> 00:18:21.000]  都會有這些事我們會見到
[00:18:21.000 --> 00:18:24.000]  接著我們在信仰上我們會祈禱
[00:18:24.000 --> 00:18:27.000]  我們會有懷疑
[00:18:27.000 --> 00:18:30.000]  所以哈巴嚕的信心不是不給大家懷疑
[00:18:30.000 --> 00:18:33.000]  我們是去問神的
[00:18:33.000 --> 00:18:36.000]  所以我準備了這個經文的時候
[00:18:36.000 --> 00:18:39.000]  我看到一本註釋聖經
[00:18:39.000 --> 00:18:42.000]  有一條題目 它說
[00:18:42.000 --> 00:18:45.000]  究竟我們可不可以向神質疑
[00:18:45.000 --> 00:18:48.000]  會探討這些問題
[00:18:48.000 --> 00:18:51.000]  有些人以為我們信仰是死的
[00:18:51.000 --> 00:18:54.000]  什麼都是定了所有東西
[00:18:54.000 --> 00:18:57.000]  但不是的 你看無論是舊的還是新的
[00:18:57.000 --> 00:19:00.000]  有很多的先知信徒會問這些問題
[00:19:00.000 --> 00:19:03.000]  而我可以告訴大家
[00:19:03.000 --> 00:19:06.000]  不是聖經那個年代去問這些問題
[00:19:06.000 --> 00:19:09.000]  是每個時代 我們這個時代都會問這些問題
[00:19:09.000 --> 00:19:12.000]  那怎麼辦 那怎麼辦
[00:19:12.000 --> 00:19:15.000]  接著你會見到他的處境
[00:19:15.000 --> 00:19:18.000]  就是這樣看到他的時代
[00:19:18.000 --> 00:19:21.000]  他又說 你要在列國觀看
[00:19:21.000 --> 00:19:24.000]  大大驚奇 叫我們看闊一點
[00:19:24.000 --> 00:19:27.000]  列國
[00:19:27.000 --> 00:19:30.000]  現在你們的時候
[00:19:30.000 --> 00:19:33.000]  我會行一件事
[00:19:33.000 --> 00:19:36.000]  我經常都說
[00:19:36.000 --> 00:19:39.000]  有人告訴你們 你們總是不信
[00:19:39.000 --> 00:19:42.000]  一開始就說 有些人他不信
[00:19:42.000 --> 00:19:45.000]  他做什麼呢 很難定 第六次
[00:19:45.000 --> 00:19:48.000]  我必興起加勒底人 即是巴比倫人
[00:19:48.000 --> 00:19:51.000]  剛才說的新巴比倫 就是那些殘忍
[00:19:51.000 --> 00:19:54.000]  暴躁的民 通行遍地
[00:19:54.000 --> 00:19:57.000]  佔據那些不屬自己的地方
[00:19:57.000 --> 00:20:00.000]  大家再想一想
[00:20:00.000 --> 00:20:03.000]  在說什麼
[00:20:03.000 --> 00:20:06.000]  神說我們不信什麼
[00:20:06.000 --> 00:20:09.000]  即是原來神是容讓一些邪惡的勢力
[00:20:09.000 --> 00:20:12.000]  邪惡的國家
[00:20:12.000 --> 00:20:15.000]  到處去做殘忍的事
[00:20:15.000 --> 00:20:18.000]  神為什麼容讓這些東西
[00:20:18.000 --> 00:20:21.000]  而是做什麼呢
