
[00:00:00.000 --> 00:00:08.000]  各位電影姊妹,今天是聖誕節崇拜,所以下來跟大家分享一下神的訊息
[00:03:20.000 --> 00:03:23.000]  就是分享了這幾樣東西,所以我聽完之後覺得很好,
[00:03:23.000 --> 00:03:27.000]  我預備再和你們分享一下,為什麼呢?
[00:03:27.000 --> 00:03:29.000]  你留意一下這個「特」字,
[00:03:29.000 --> 00:03:34.000]  這班博士不是隨隨便便,很空閒沒事做這樣來找的,
[00:03:34.000 --> 00:03:38.000]  是故意這樣來找的,跟著那顆星,
[00:03:38.000 --> 00:03:44.000]  故意追著那顆星來找新生王究竟在哪裡,
[00:03:44.000 --> 00:03:47.000]  故意,很有心。
[00:03:47.000 --> 00:03:51.000]  弟兄姊妹,聖誕節有沒有送禮物給別人?
[00:03:51.000 --> 00:03:55.000]  有沒有收到別人的禮物?
[00:03:56.000 --> 00:03:58.000]  我自己學會的一個道理就是,
[00:03:58.000 --> 00:04:01.000]  當我送禮物出去的時候,
[00:04:01.000 --> 00:04:04.000]  或者相反來說,當我每收一份禮物,
[00:04:04.000 --> 00:04:06.000]  我怎樣會覺得開心呢?
[00:04:06.000 --> 00:04:09.000]  不是那份禮物的價值多少錢,
[00:04:09.000 --> 00:04:14.000]  而是送禮物那個人,那份心,那份誠意。
[00:04:14.000 --> 00:04:19.000]  當我如果感受得到,原來送禮物那個人,
[00:04:19.000 --> 00:04:21.000]  他不是隨隨便便撿一樣東西,
[00:04:21.000 --> 00:04:23.000]  看到家裡有什麼就送什麼給我,
[00:04:23.000 --> 00:04:27.000]  隨便去街上買一份禮物送給你。
[00:04:27.000 --> 00:04:30.000]  而是他很有誠意,故意這樣,
[00:04:30.000 --> 00:04:33.000]  那份禮物不一定要貴,
[00:04:33.000 --> 00:04:35.000]  但是故意這樣給你,
[00:04:35.000 --> 00:04:37.000]  你的心裡面會覺得,
[00:04:37.000 --> 00:04:40.000]  很被重視,很被關心,很被愛,
[00:04:40.000 --> 00:04:42.000]  故意。
[00:04:42.000 --> 00:04:44.000]  所以我們見到,
[00:04:44.000 --> 00:04:49.000]  這班博士,他們是故意很重視新生王的出世,
[00:04:49.000 --> 00:04:52.000]  他故意願意用時間去找,
[00:04:52.000 --> 00:04:53.000]  留意一下,
[00:04:53.000 --> 00:04:56.000]  這裡說這班博士是從哪裡來的?
[00:04:56.000 --> 00:04:59.000]  東方!
[00:04:59.000 --> 00:05:01.000]  東方,東方是哪裡?
[00:05:01.000 --> 00:05:04.000]  太陽從東方升起,東方!
[00:05:04.000 --> 00:05:06.000]  對於當時的人來說,
[00:05:06.000 --> 00:05:10.000]  東方大概是阿拉伯,巴比倫,
[00:05:10.000 --> 00:05:12.000]  波斯等等的地方,
[00:05:12.000 --> 00:05:17.000]  其實距離耶路撒冷,距離巴黎是很遠很遠的路程,
[00:05:17.000 --> 00:05:19.000]  今天我們可以很容易,
[00:05:19.000 --> 00:05:23.000]  有什麼那麼遠,搭飛機很快就到了,
[00:05:23.000 --> 00:05:26.000]  頂多去歐洲,現在去歐洲十幾個小時,
[00:05:26.000 --> 00:05:28.000]  去美國,最多轉一下飛機,
[00:05:28.000 --> 00:05:32.000]  由我們這裡轉一下飛機,都可以去到,
[00:05:32.000 --> 00:05:34.000]  但是以前不是,你想一下,
[00:05:34.000 --> 00:05:37.000]  以前的路程是很長很長的路程,
[00:05:37.000 --> 00:05:43.000]  他們故意從東方來朝拜新生王,
[00:05:43.000 --> 00:05:45.000]  另外留意,
[00:05:45.000 --> 00:05:47.000]  當他們見到耶穌的時候,
[00:05:47.000 --> 00:05:52.000]  耶穌在哪裡?
[00:05:52.000 --> 00:05:54.000]  我們傳統經常看那些圖畫,
[00:05:54.000 --> 00:05:57.000]  都說那些博士來拜新生王的時候,
[00:05:57.000 --> 00:06:00.000]  就在那些馬槽,馬棚那裡,
[00:06:00.000 --> 00:06:02.000]  但是這段經文告訴我們,
[00:06:02.000 --> 00:06:05.000]  在房子裡面,
[00:06:05.000 --> 00:06:08.000]  所以很多解經家看這段經文的時候,
[00:06:08.000 --> 00:06:10.000]  這幫博士他們找得來,
[00:06:10.000 --> 00:06:14.000]  已經不是耶穌剛剛出生,
[00:06:14.000 --> 00:06:17.000]  可能已經過了幾個月,甚至一年多的時間,
[00:06:17.000 --> 00:06:23.000]  這幫博士他們不惜千山萬水時間,
[00:06:23.000 --> 00:06:25.000]  付出他們很多的時間,
[00:06:25.000 --> 00:06:30.000]  就是要來找這個新生的王,
[00:06:30.000 --> 00:06:32.000]  我們信耶穌,
[00:06:32.000 --> 00:06:34.000]  我們很感受到耶穌對我們的愛,
[00:06:34.000 --> 00:06:36.000]  我們跟著主,
[00:06:36.000 --> 00:06:38.000]  但頂尖會有一個很重要的,
[00:06:38.000 --> 00:06:41.000]  我們是需要付出時間,
[00:06:41.000 --> 00:06:44.000]  很欣賞大家今天聖誕節這個階段,
[00:06:44.000 --> 00:06:46.000]  你願意今天四點鐘,
[00:06:46.000 --> 00:06:48.000]  付出你的時間來這裡,
[00:06:48.000 --> 00:06:50.000]  我們不只是因為吃東西,
[00:06:50.000 --> 00:06:53.000]  而是因為我們要來敬拜我們的王,
[00:06:53.000 --> 00:06:55.000]  我們救主耶穌基督,
[00:06:55.000 --> 00:06:57.000]  我們需要付出我們的時間,
[00:06:57.000 --> 00:06:59.000]  最近我跟弟兄去聊天,
[00:06:59.000 --> 00:07:01.000]  我留意到有一樣東西就是,
[00:07:01.000 --> 00:07:03.000]  不知道會不會都是你的情況,
[00:07:03.000 --> 00:07:06.000]  有時候我們每一天都很忙,
[00:07:06.000 --> 00:07:09.000]  甚至我們做靈修的時候都很忙,
[00:07:09.000 --> 00:07:13.000]  吃快餐,有些人就吃五分鐘的靈修快餐,
[00:07:13.000 --> 00:07:15.000]  然後我突然間想了想,
[00:07:15.000 --> 00:07:17.000]  五分鐘,
[00:07:17.000 --> 00:07:19.000]  你知不知道五分鐘,
[00:07:19.000 --> 00:07:21.000]  如果你一天做五分鐘靈修,
[00:07:21.000 --> 00:07:23.000]  就佔你一天二十四小時,
[00:07:23.000 --> 00:07:25.000]  每個小時有六十分鐘,
[00:07:25.000 --> 00:07:27.000]  如果你只是用五分鐘來看聖經,
[00:07:27.000 --> 00:07:30.000]  是佔你全日的時間,
[00:07:30.000 --> 00:07:34.000]  多少的百分比呢?
[00:07:34.000 --> 00:07:40.000]  是零點三五個百分比,
[00:07:40.000 --> 00:07:41.000]  一個百分比都沒有,
[00:07:41.000 --> 00:07:43.000]  零點三五個百分比,
[00:07:43.000 --> 00:07:44.000]  但是反過來說,
[00:07:44.000 --> 00:07:47.000]  我們很多時候晚上好像很悠閒在家裡,
[00:07:47.000 --> 00:07:48.000]  或者出去跟朋友吃飯,
[00:07:48.000 --> 00:07:50.000]  跟家人吃飯,
[00:07:50.000 --> 00:07:52.000]  可能我們有時候吃半個小時,
[00:07:52.000 --> 00:07:53.000]  或者吃一個小時,
[00:07:53.000 --> 00:07:55.000]  當很悠閒吃一個小時,
[00:07:55.000 --> 00:07:58.000]  佔我們多少個百分比呢?
[00:07:58.000 --> 00:08:02.000]  四個百分比,
[00:08:02.000 --> 00:08:03.000]  我們吃一頓晚飯,
[00:08:03.000 --> 00:08:05.000]  可能用了我們一天四個百分比的時間,
[00:08:05.000 --> 00:08:07.000]  但是如果我們看聖經,
[00:08:07.000 --> 00:08:08.000]  如果你只是看五分鐘,
[00:08:08.000 --> 00:08:10.000]  是零點三五個百分比,
[00:08:10.000 --> 00:08:11.000]  如果你看十分鐘,
[00:08:11.000 --> 00:08:16.000]  就是零點七個百分比,
[00:08:16.000 --> 00:08:18.000]  所以弟兄姊妹你想想,
[00:08:18.000 --> 00:08:19.000]  你每一天,
[00:08:19.000 --> 00:08:24.000]  你付出多少時間去親近神呢?
[00:08:24.000 --> 00:08:26.000]  我很欣賞有些弟兄姊妹,
[00:08:26.000 --> 00:08:28.000]  他們很有心去敬拜神,
[00:08:28.000 --> 00:08:29.000]  服侍神,
[00:08:29.000 --> 00:08:33.000]  每一次當崗位偏到他們的時候,
[00:08:33.000 --> 00:08:34.000]  我們有時候說規定,
[00:08:34.000 --> 00:08:37.000]  你早三個時,四個時回來預備,
[00:08:37.000 --> 00:08:38.000]  但是有些弟兄姊妹,
[00:08:38.000 --> 00:08:39.000]  有些小組,
[00:08:39.000 --> 00:08:41.000]  他們是早半個小時,
[00:08:41.000 --> 00:08:43.000]  已經回來預備好一切的東西,
[00:08:43.000 --> 00:08:44.000]  甚至早過我,
[00:08:44.000 --> 00:08:45.000]  我還沒回來,
[00:08:45.000 --> 00:08:47.000]  他們已經回來預備所有的東西,
[00:08:47.000 --> 00:08:48.000]  為什麼?
[00:08:48.000 --> 00:08:51.000]  因為他們帶著一個敬畏神的心,
[00:08:51.000 --> 00:08:52.000]  不單止來敬拜神,
[00:08:52.000 --> 00:08:54.000]  服侍神,
[00:08:54.000 --> 00:08:55.000]  所以弟兄姊妹,
[00:08:55.000 --> 00:08:56.000]  如果我們對神有心的時候,
[00:08:56.000 --> 00:08:59.000]  我們是很願意付出我們的時間,
[00:08:59.000 --> 00:09:00.000]  所以這班博士,
[00:09:00.000 --> 00:09:03.000]  他們是付出他們的時間,
[00:09:03.000 --> 00:09:07.000]  第二,付出什麼?
[00:09:07.000 --> 00:09:09.000]  人手,
[00:09:09.000 --> 00:09:10.000]  人手,
[00:09:10.000 --> 00:09:12.000]  我們試試讀第三節,
[00:09:12.000 --> 00:09:14.000]  預備,一二三,
[00:09:14.000 --> 00:09:24.000]  弟兄姊妹留意這段經文,
[00:09:24.000 --> 00:09:27.000]  我們傳統都說有三個博士,
[00:09:27.000 --> 00:09:28.000]  為什麼?
[00:09:28.000 --> 00:09:30.000]  因為這裡有三樣的禮物,
[00:09:30.000 --> 00:09:31.000]  黃金,
[00:09:31.000 --> 00:09:32.000]  乳香,
[00:09:32.000 --> 00:09:33.000]  抹藥,
[00:09:33.000 --> 00:09:35.000]  有三樣的禮物,
[00:09:35.000 --> 00:09:38.000]  傳統就好像有三個人捧著三樣東西,
[00:09:38.000 --> 00:09:39.000]  但是這段經文沒有說過,
[00:09:39.000 --> 00:09:42.000]  告訴我們只有三個博士,
[00:09:42.000 --> 00:09:44.000]  還有你想想,
[00:09:44.000 --> 00:09:45.000]  這段經文,
[00:09:45.000 --> 00:09:48.000]  除了這個新生王這個消息,
[00:09:48.000 --> 00:09:50.000]  令到大希律王,
[00:09:50.000 --> 00:09:53.000]  突然之間很震驚之外,
[00:09:53.000 --> 00:09:56.000]  如果只有三個人,
[00:09:56.000 --> 00:10:02.000]  為什麼整個城會有這麼大的反應?
[00:10:02.000 --> 00:10:05.000]  今天如果我,
[00:10:05.000 --> 00:10:07.000]  公太,
[00:10:07.000 --> 00:10:08.000]  文山,
[00:10:08.000 --> 00:10:10.000]  教睦和公同兩個執事,
[00:10:10.000 --> 00:10:14.000]  只是在這裡唱歌跳舞,
[00:10:14.000 --> 00:10:16.000]  可以嗎?
[00:10:16.000 --> 00:10:18.000]  你們沒有反應,
[00:10:18.000 --> 00:10:19.000]  你們都沒有反應了,
[00:10:19.000 --> 00:10:21.000]  何況整個拍師,
[00:10:21.000 --> 00:10:23.000]  是不是?
[00:10:23.000 --> 00:10:27.000]  如何能夠令到這麼多人,
[00:10:27.000 --> 00:10:30.000]  會有震驚呢?
[00:10:30.000 --> 00:10:31.000]  我估計,
[00:10:31.000 --> 00:10:32.000]  很多人都估計,
[00:10:32.000 --> 00:10:34.000]  不是只有三個人,
[00:10:34.000 --> 00:10:35.000]  這班博士,
[00:10:35.000 --> 00:10:37.000]  應該是一個團隊,
[00:10:37.000 --> 00:10:38.000]  除了他們之外,
[00:10:38.000 --> 00:10:39.000]  可能還有很多,
[00:10:39.000 --> 00:10:42.000]  他們整個團隊有很多不同的人,
[00:10:42.000 --> 00:10:43.000]  甚至運送的人,
[00:10:43.000 --> 00:10:46.000]  都有很多,
[00:10:46.000 --> 00:10:49.000]  整個他們付出很大的團隊,
[00:10:49.000 --> 00:10:55.000]  去做這件事,
[00:10:55.000 --> 00:10:56.000]  你們有沒有看過,
[00:10:56.000 --> 00:10:58.000]  在網上YouTube,
[00:10:58.000 --> 00:11:01.000]  有很多快閃的片段,
[00:11:01.000 --> 00:11:02.000]  其實有很多,
[00:11:02.000 --> 00:11:04.000]  今天我選了一個快閃的片段,
[00:11:04.000 --> 00:11:06.000]  想和你們看一看,
[00:11:06.000 --> 00:11:09.000]  有一個關於聖誕節的快閃片段,
[00:11:09.000 --> 00:11:11.000]  我們可以看一看,
[00:11:11.000 --> 00:11:14.000]  看看你有什麼感受,
[00:11:19.000 --> 00:11:33.000]  (聖誕節快閃片段)
[00:11:50.000 --> 00:12:03.000]  (聖誕節快閃片段)
[00:12:03.000 --> 00:12:13.000]  (聖誕節快閃片段)
[00:12:13.000 --> 00:12:23.000]  (聖誕節快閃片段)
[00:12:23.000 --> 00:12:31.000]  (聖誕節快閃片段)
[00:12:31.000 --> 00:12:39.000]  (聖誕節快閃片段)
[00:12:39.000 --> 00:12:48.000]  (聖誕節快閃片段)
[00:12:48.000 --> 00:12:57.000]  (聖誕節快閃片段)
[00:12:57.000 --> 00:13:06.000]  (聖誕節快閃片段)
[00:13:06.000 --> 00:13:15.000]  (聖誕節快閃片段)
[00:13:15.000 --> 00:13:43.000]  (聖誕節快閃片段)
[00:13:43.000 --> 00:13:48.000]  (聖誕節快閃片段)
[00:13:48.000 --> 00:14:17.000]  (聖誕節快閃片段)
[00:14:17.000 --> 00:14:30.000]  (聖誕節快閃片段)
[00:14:30.000 --> 00:14:55.000]  (聖誕節快閃片段)
[00:14:55.000 --> 00:15:13.000]  (聖誕節快閃片段)
[00:15:13.000 --> 00:15:33.000]  (聖誕節快閃片段)
[00:15:33.000 --> 00:16:01.000]  (聖誕節快閃片段)
[00:16:01.000 --> 00:16:09.000]  (聖誕節快閃片段)
[00:16:09.000 --> 00:16:19.000]  (聖誕節快閃片段)
[00:16:19.000 --> 00:16:29.000]  (聖誕節快閃片段)
[00:16:29.000 --> 00:16:39.000]  (聖誕節快閃片段)
[00:16:39.000 --> 00:16:59.000]  (聖誕節快閃片段)
[00:16:59.000 --> 00:17:14.000]  (聖誕節快閃片段)
[00:17:14.000 --> 00:17:29.000]  (聖誕節快閃片段)
[00:17:29.000 --> 00:17:49.000]  (聖誕節快閃片段)
[00:17:49.000 --> 00:17:59.000]  (聖誕節快閃片段)
[00:17:59.000 --> 00:18:09.000]  (聖誕節快閃片段)
[00:18:09.000 --> 00:18:19.000]  (聖誕節快閃片段)
[00:18:19.000 --> 00:18:29.000]  (聖誕節快閃片段)
[00:18:29.000 --> 00:18:39.000]  (聖誕節快閃片段)
[00:18:39.000 --> 00:18:49.000]  (聖誕節快閃片段)
[00:18:49.000 --> 00:18:59.000]  (聖誕節快閃片段)
[00:18:59.000 --> 00:19:09.000]  (聖誕節快閃片段)
[00:19:09.000 --> 00:19:19.000]  (聖誕節快閃片段)
[00:19:19.000 --> 00:19:29.000]  (聖誕節快閃片段)
[00:19:29.000 --> 00:19:39.000]  (聖誕節快閃片段)
[00:19:39.000 --> 00:19:59.000]  (聖誕節快閃片段)
[00:19:59.000 --> 00:20:09.000]  (聖誕節快閃片段)
[00:20:09.000 --> 00:20:19.000]  (聖誕節快閃片段)
[00:20:19.000 --> 00:20:29.000]  (聖誕節快閃片段)
[00:20:29.000 --> 00:20:39.000]  (聖誕節快閃片段)
[00:20:39.000 --> 00:20:49.000]  (聖誕節快閃片段)
[00:20:49.000 --> 00:20:59.000]  (聖誕節快閃片段)
[00:20:59.000 --> 00:21:09.000]  (聖誕節快閃片段)
[00:21:09.000 --> 00:21:19.000]  (聖誕節快閃片段)
[00:21:19.000 --> 00:21:29.000]  (聖誕節快閃片段)
[00:21:29.000 --> 00:21:39.000]  (聖誕節快閃片段)
[00:21:39.000 --> 00:21:49.000]  (聖誕節快閃片段)
[00:21:49.000 --> 00:21:59.000]  (聖誕節快閃片段)
[00:21:59.000 --> 00:22:09.000]  (聖誕節快閃片段)
[00:22:09.000 --> 00:22:19.000]  (聖誕節快閃片段)
[00:22:19.000 --> 00:22:29.000]  (聖誕節快閃片段)
[00:22:29.000 --> 00:22:39.000]  (聖誕節快閃片段)
[00:22:39.000 --> 00:22:49.000]  (聖誕節快閃片段)
[00:22:49.000 --> 00:22:59.000]  (聖誕節快閃片段)
[00:22:59.000 --> 00:23:09.000]  (聖誕節快閃片段)
[00:23:09.000 --> 00:23:19.000]  (聖誕節快閃片段)
[00:23:19.000 --> 00:23:29.000]  (聖誕節快閃片段)
[00:23:29.000 --> 00:23:39.000]  (聖誕節快閃片段)
[00:23:39.000 --> 00:23:49.000]  (聖誕節快閃片段)
[00:23:49.000 --> 00:23:59.000]  (聖誕節快閃片段)
