
[00:00:00.000 --> 00:00:05.380]  (主席)多謝各位,感謝您的恩典,讓我們有美好的天氣可以一同來到這裡聚集敬拜您
[00:07:39.060 --> 00:07:43.060]  這15篇詩篇都教導我們
[00:07:43.060 --> 00:07:45.060]  一個屬於神的人
[00:07:45.060 --> 00:07:46.060]  怎樣一步一步
[00:07:46.060 --> 00:07:49.060]  一級一級地往上爬
[00:07:49.060 --> 00:07:51.060]  我們要遠離世界
[00:07:51.060 --> 00:07:56.060]  一直和上帝有一個完全的聯合
[00:07:56.060 --> 00:07:58.060]  可以不斷讚美上主
[00:07:58.060 --> 00:08:00.060]  和感謝上主
[00:08:00.060 --> 00:08:02.060]  我們開始第一步
[00:08:02.060 --> 00:08:04.060]  我們從詩篇120篇
[00:08:04.060 --> 00:08:08.060]  來看悔改
[00:08:08.060 --> 00:08:10.060]  如果你剛才
[00:08:10.060 --> 00:08:13.060]  蓋上了聖經
[00:08:13.060 --> 00:08:15.060]  我鼓勵你打開
[00:08:15.060 --> 00:08:18.060]  我們會看整篇詩篇
[00:08:18.060 --> 00:08:19.060]  第一節說
[00:08:19.060 --> 00:08:22.060]  我在患難中求告上主
[00:08:22.060 --> 00:08:25.060]  祂就答應我
[00:08:25.060 --> 00:08:26.060]  很多時候
[00:08:26.060 --> 00:08:28.060]  一個人要求告主
[00:08:28.060 --> 00:08:31.060]  不是因為我們感受到上主的愛
[00:08:31.060 --> 00:08:34.060]  就會去找上帝聊天
[00:08:34.060 --> 00:08:37.060]  而是由於我們碰到難處
[00:08:37.060 --> 00:08:40.060]  或者我們遇到患難
[00:08:40.060 --> 00:08:42.060]  患難就包括一些
[00:08:42.060 --> 00:08:45.060]  自己無法解決的問題
[00:08:45.060 --> 00:08:47.060]  有時候是身體的疾病
[00:08:47.060 --> 00:08:49.060]  或者我們摯愛的人有病
[00:08:49.060 --> 00:08:53.060]  又或者失業者要找工作
[00:08:53.060 --> 00:08:55.060]  甚至有時候失戀的時候
[00:08:55.060 --> 00:08:58.060]  我們都會找上帝祈禱
[00:08:58.060 --> 00:09:01.060]  有時候基督徒遇到的患難
[00:09:01.060 --> 00:09:04.060]  很可能是由於我們自己偏行己路
[00:09:04.060 --> 00:09:07.060]  或者是上帝要藉著患難
[00:09:07.060 --> 00:09:10.060]  來磨練我們的信心
[00:09:10.060 --> 00:09:15.060]  有些人猜想這篇詩篇是大衛寫的
[00:09:15.060 --> 00:09:18.060]  大衛是一個牧羊人
[00:09:18.060 --> 00:09:20.060]  不過他也是一位詩人
[00:09:20.060 --> 00:09:22.060]  其實在詩篇裡面
[00:09:22.060 --> 00:09:24.060]  很多篇都是他寫的
[00:09:24.060 --> 00:09:26.060]  這首詩的背景
[00:09:26.060 --> 00:09:30.060]  很可能是大衛逃避掃羅的時候
[00:09:30.060 --> 00:09:35.060]  在羅伯城被以東人多益看見
[00:09:35.060 --> 00:09:40.060]  這個人立即向掃羅報告
[00:09:40.060 --> 00:09:42.060]  他忠於掃羅
[00:09:42.060 --> 00:09:44.060]  向掃羅報告大衛的行蹤
[00:09:44.060 --> 00:09:51.060]  結果掃羅就將羅伯城裡面所有的祭司都殺了
[00:09:51.060 --> 00:09:55.060]  所以可能大衛想起這段苦難的日子的時候
[00:09:55.060 --> 00:09:57.060]  就寫了這篇詩
[00:09:57.060 --> 00:10:02.060]  這首詩不是寫一個未得救的人的經歷
[00:10:02.060 --> 00:10:07.060]  而是寫一個愛神的人遇到患難
[00:10:07.060 --> 00:10:10.060]  他就學習求告上帝
[00:10:10.060 --> 00:10:14.060]  而上帝也答應了他的禱告
[00:10:14.060 --> 00:10:17.060]  我們現在要看第二節到第七節的經文
[00:10:17.060 --> 00:10:21.060]  了解一下詩人的際遇和處境
[00:10:21.060 --> 00:10:24.060]  在第二節的下半段
[00:10:24.060 --> 00:10:28.060]  都提到虛偽詭詐的人
[00:10:28.060 --> 00:10:30.060]  在第六至第七節就說
[00:10:30.060 --> 00:10:33.060]  我跟厭惡和平的人相處太久
[00:10:33.060 --> 00:10:35.060]  我愛好和平
[00:10:35.060 --> 00:10:36.060]  我講和平
[00:10:36.060 --> 00:10:38.060]  他們卻要戰爭
[00:10:38.060 --> 00:10:42.060]  詩人身受的痛苦不是疾病
[00:10:42.060 --> 00:10:44.060]  也不是天災人禍
[00:10:44.060 --> 00:10:48.060]  而是他在日常生活中所接觸到的人
[00:10:48.060 --> 00:10:51.060]  他們似乎都是一些牙尖嘴利
[00:10:51.060 --> 00:10:54.060]  說話口是心非
[00:10:54.060 --> 00:10:56.060]  充滿虛假和詭詐
[00:10:56.060 --> 00:10:59.060]  完全沒有一些真誠的人情味
[00:10:59.060 --> 00:11:02.060]  他們的內心充滿了恨
[00:11:02.060 --> 00:11:05.060]  他們喜歡打仗
[00:11:05.060 --> 00:11:10.060]  我聽說現代社會都有很多辦公室政治
[00:11:10.060 --> 00:11:14.060]  有些同事可能就拿了你辛苦工作的成果
[00:11:14.060 --> 00:11:16.060]  就拿去交給上師
[00:11:16.060 --> 00:11:18.060]  自己領功
[00:11:18.060 --> 00:11:23.060]  有些就會向上師跟你打小報告
[00:11:23.060 --> 00:11:26.060]  不單在辦公室
[00:11:26.060 --> 00:11:29.060]  其實在學校也有
[00:11:29.060 --> 00:11:31.060]  我記得我有位好朋友
[00:11:31.060 --> 00:11:36.060]  他的兒子當年在很有名的James Rose讀書
[00:11:36.060 --> 00:11:39.060]  他媽媽有一次跟我說
[00:11:39.060 --> 00:11:44.060]  兒子很多時候有同學打電話給他
[00:11:44.060 --> 00:11:48.060]  給他拿些材料,11班12班比較緊張
[00:11:48.060 --> 00:11:50.060]  我給他拿材料
[00:11:50.060 --> 00:11:54.060]  他的兒子很好人,有問就跟人家分享
[00:11:54.060 --> 00:11:56.060]  但後來他發覺
[00:11:56.060 --> 00:12:00.060]  他的同學如果有材料不會跟他分享
[00:12:00.060 --> 00:12:03.060]  這個世界就是這樣
[00:12:03.060 --> 00:12:06.060]  近來我們多了電郵
[00:12:06.060 --> 00:12:08.060]  大家都生活在電郵世界
[00:12:08.060 --> 00:12:12.060]  電郵世界裏面都有很多詭詐的電郵
[00:12:12.060 --> 00:12:15.060]  最近我收到一封
[00:12:15.060 --> 00:12:21.060]  那封電郵的寄信人是我認識的
[00:12:21.060 --> 00:12:23.060]  不過不是很熟
[00:12:23.060 --> 00:12:26.060]  他說有一封文件要我看看
[00:12:26.060 --> 00:12:29.060]  但不是在電郵裏面
[00:12:29.060 --> 00:12:33.060]  要叫我去一間雲端公司那裏看
[00:12:33.060 --> 00:12:37.060]  我心想還是不放好東西
[00:12:37.060 --> 00:12:42.060]  儘管按一下按鈕,看看有個連結
[00:12:42.060 --> 00:12:44.060]  但一去到那個畫面
[00:12:44.060 --> 00:12:47.060]  真的好像那間雲端公司
[00:12:47.060 --> 00:12:53.060]  不過他要我用電郵的用戶和密碼登入
[00:12:53.060 --> 00:12:55.060]  我立即刪了它
[00:12:55.060 --> 00:12:57.060]  沒理由是這樣
[00:12:57.060 --> 00:12:59.060]  如果你去雲端公司
[00:12:59.060 --> 00:13:00.060]  人家寄個連結給你
[00:13:00.060 --> 00:13:02.060]  應該不用密碼的
[00:13:02.060 --> 00:13:06.060]  我馬上看看那個雲端公司的地址
[00:13:06.060 --> 00:13:08.060]  原來都是假冒的
[00:13:08.060 --> 00:13:12.060]  不妨留意一下http的地址
[00:13:12.060 --> 00:13:14.060]  不一定是真的
[00:13:14.060 --> 00:13:18.060]  但都發覺有些人用一些很詭詐的手法
[00:13:18.060 --> 00:13:23.060]  希望拿到你的電郵的用戶資料和密碼
[00:13:23.060 --> 00:13:26.060]  所以大家都要小心一點
[00:13:26.060 --> 00:13:29.060]  為什麼在現實生活裏面的人
[00:13:29.060 --> 00:13:31.060]  會如此殘酷無情
[00:13:31.060 --> 00:13:34.060]  充滿虛假和詭詐呢
[00:13:34.060 --> 00:13:37.060]  原來世俗的理論
[00:13:37.060 --> 00:13:40.060]  是一直鼓勵人相信
[00:13:40.060 --> 00:13:42.060]  人類是萬物之靈
[00:13:42.060 --> 00:13:46.060]  人類是歷史和未來的主宰
[00:13:46.060 --> 00:13:48.060]  人定勝天
[00:13:48.060 --> 00:13:52.060]  還有華人更加相信
[00:13:52.060 --> 00:13:54.060]  人之初勝本時
[00:13:54.060 --> 00:13:57.060]  結果很多人都相信
[00:13:57.060 --> 00:13:59.060]  我們剛剛出生的時候
[00:13:59.060 --> 00:14:01.060]  我們的生命就好像白紙一樣
[00:14:01.060 --> 00:14:03.060]  單純很純潔
[00:14:03.060 --> 00:14:05.060]  如果我們後來學壞了
[00:14:05.060 --> 00:14:07.060]  是因為環境受到污染
[00:14:07.060 --> 00:14:10.060]  或者被人教壞了
[00:14:10.060 --> 00:14:13.060]  所以只要我們去改革社會
[00:14:13.060 --> 00:14:16.060]  通過更好的優質教育
[00:14:16.060 --> 00:14:18.060]  改變我們周圍的人
[00:14:18.060 --> 00:14:22.060]  我們就能夠改善到人類的生活
[00:14:22.060 --> 00:14:25.060]  進一步改善到人的性格
[00:14:25.060 --> 00:14:30.060]  但這只不過是神話
[00:14:30.060 --> 00:14:34.060]  人類歷史的事實告訴我們
[00:14:34.060 --> 00:14:36.060]  幾千年過去了
[00:14:36.060 --> 00:14:39.060]  人類的教育程度越來越高
[00:14:39.060 --> 00:14:42.060]  人類的思想也越來越開通
[00:14:42.060 --> 00:14:46.060]  不過人類有史以來喜歡說謊
[00:14:46.060 --> 00:14:49.060]  說謊喜歡爭戰打仗的罪性
[00:14:49.060 --> 00:14:52.060]  卻是變本加厲
[00:14:52.060 --> 00:14:56.060]  你看看最近的ISIS
[00:14:56.060 --> 00:14:58.060]  伊斯蘭極端分子
[00:14:58.060 --> 00:15:03.060]  拿人出來殺頭錄影給你看
[00:15:03.060 --> 00:15:05.060]  很殘暴
[00:15:05.060 --> 00:15:07.060]  事實告訴我們
[00:15:07.060 --> 00:15:11.060]  當人類所期望明天會更好的理想
[00:15:11.060 --> 00:15:13.060]  一再破滅的時候
[00:15:13.060 --> 00:15:17.060]  會令到我們心裡面對周圍的人和事
[00:15:17.060 --> 00:15:19.060]  都失去了信心
[00:15:19.060 --> 00:15:22.060]  就會處處設防
[00:15:22.060 --> 00:15:27.060]  而不敢用真心真情去待人
[00:15:27.060 --> 00:15:29.060]  殺荒、詭詐
[00:15:29.060 --> 00:15:32.060]  就是這樣不斷持續下去
[00:15:32.060 --> 00:15:34.060]  美國原本是一個
[00:15:34.060 --> 00:15:39.060]  以基督教的道德標準立國的國家
[00:15:39.060 --> 00:15:41.060]  如果我們看美國的歷史
[00:15:41.060 --> 00:15:43.060]  美國開國先賢
[00:15:43.060 --> 00:15:46.060]  很多都是基督徒
[00:15:46.060 --> 00:15:48.060]  早期國會的辯論
[00:15:48.060 --> 00:15:51.060]  他們時時引用聖經
[00:15:51.060 --> 00:15:53.060]  但是現在的美國
[00:15:53.060 --> 00:15:55.060]  他們的政治變得很虛偽
[00:15:55.060 --> 00:16:00.060]  他們呼籲盟友要彼此信任
[00:16:00.060 --> 00:16:04.060]  但是最近寧鏡門事件曝光之後
[00:16:04.060 --> 00:16:05.060]  讓我們知道
[00:16:05.060 --> 00:16:08.060]  美國用他們先進的科技
[00:16:08.060 --> 00:16:11.060]  去監察全世界的人
[00:16:11.060 --> 00:16:14.060]  甚至連盟友德國總理的手機
[00:16:14.060 --> 00:16:17.060]  都一樣被他們監察
[00:16:17.060 --> 00:16:20.060]  為什麼這套世俗的理論
[00:16:20.060 --> 00:16:23.060]  雖然事實已經證明無效
[00:16:23.060 --> 00:16:27.060]  但仍然一直被人相信、接受呢?
[00:16:27.060 --> 00:16:31.060]  原來世俗的理論本身就是一個謊言
[00:16:31.060 --> 00:16:34.060]  世俗的理論是排除上帝的
[00:16:34.060 --> 00:16:37.060]  他們不肯正視上帝的存在
[00:16:37.060 --> 00:16:42.060]  於是便繼續發展謊言理論
[00:16:42.060 --> 00:16:45.060]  除了改革社會的謊言之外
[00:16:45.060 --> 00:16:47.060]  其實大型進化論
[00:16:47.060 --> 00:16:51.060]  明明已經有很多科學證據證明是錯的
[00:16:51.060 --> 00:16:55.060]  可惜很多教科書仍然教導進化論
[00:16:55.060 --> 00:16:57.060]  而不肯提創造論
[00:16:57.060 --> 00:16:59.060]  不肯提上帝
[00:16:59.060 --> 00:17:02.060]  因為他們認為一說上帝就不是科學
[00:17:02.060 --> 00:17:06.060]  不可以擠入科學的教科書
[00:17:06.060 --> 00:17:11.060]  斯人也生活在一個充滿謊言的社會裡
[00:17:11.060 --> 00:17:14.060]  但是他突然有個醒覺
[00:17:14.060 --> 00:17:17.060]  他在急難中求告上帝
[00:17:17.060 --> 00:17:21.060]  也得到了上帝應允請求
[00:17:21.060 --> 00:17:26.060]  使他醒悟到原來信靠上帝
[00:17:26.060 --> 00:17:30.060]  原來上帝才是真實可靠
[00:17:30.060 --> 00:17:39.060]  只有信上帝才是人類真正的救主、真正的出路
[00:17:39.060 --> 00:17:43.060]  只有上帝才是最值得信賴的朋友
[00:17:43.060 --> 00:17:47.060]  斯人的醒悟使我們明白
[00:17:47.060 --> 00:17:50.060]  原來人類過去幾百年以來
[00:17:50.060 --> 00:17:57.060]  最大的謊言就是拒絕承認上帝是人類的主宰
[00:17:57.060 --> 00:18:02.060]  當人類拒絕敬拜這位聖潔的上帝
[00:18:02.060 --> 00:18:07.060]  就落入詭詐、憎恨和戰爭當中
[00:18:07.060 --> 00:18:12.060]  所以斯人在第二節急切地向上帝討告
[00:18:12.060 --> 00:18:15.060]  上主啊,求你救我
[00:18:15.060 --> 00:18:20.060]  救我脫離虛偽詭詐的人
[00:18:20.060 --> 00:18:22.060]  他向上帝所做的討告
[00:18:22.060 --> 00:18:27.060]  就成為他整個生命的轉捩點
[00:18:27.060 --> 00:18:30.060]  我覺得這位斯人的經歷
[00:18:30.060 --> 00:18:34.060]  好像有點像以賽亞仙之
[00:18:34.060 --> 00:18:38.060]  以賽亞仙之在聖殿裡看到了上帝的異象之後
[00:18:38.060 --> 00:18:42.060]  他就馬上說:哎呀,我完了,我慘了
[00:18:42.060 --> 00:18:46.060]  因為我嘴裡的每一句話都不潔淨
[00:18:46.060 --> 00:18:52.060]  我周圍的人所說的話也一樣不潔淨
[00:18:52.060 --> 00:18:58.060]  當我們生活在一個充滿謊言和詭詐的世界中的時候
[00:18:58.060 --> 00:19:02.060]  有時候我們自己都不知不覺受到影響
[00:19:02.060 --> 00:19:06.060]  就好像以賽亞仙之一樣都受到影響
[00:19:06.060 --> 00:19:09.060]  要從虛謊的世界裡走出來
[00:19:09.060 --> 00:19:13.060]  我們首先要有私人的覺醒
[00:19:13.060 --> 00:19:18.060]  或者好像以賽亞仙之那樣經歷上主的實在
[00:19:18.060 --> 00:19:20.060]  看透世俗的虛假
[00:19:20.060 --> 00:19:24.060]  並且願意直接討告、悔改
[00:19:24.060 --> 00:19:28.060]  走上這條信心的天路
[00:19:28.060 --> 00:19:32.060]  我們歸向上帝的第一步
[00:19:32.060 --> 00:19:36.060]  也是我們離開世俗的第一步
[00:19:36.060 --> 00:19:39.060]  就是聖經所說的悔改
[00:19:39.060 --> 00:19:45.060]  這是使我們成為基督徒應當有的第一個經歷
[00:19:45.060 --> 00:19:49.060]  所以當主耶穌來到世界開始傳道的第一句話
[00:19:49.060 --> 00:19:54.060]  就是說:時機成熟了,上帝的國快實現了
[00:19:54.060 --> 00:19:59.060]  你們要悔改,順從福音
[00:20:02.060 --> 00:20:05.060]  彼得第一次公開講道之後
[00:20:05.060 --> 00:20:07.060]  的總結也是這樣說的
[00:20:07.060 --> 00:20:09.060]  在《仕途行傳》二章38節說
[00:20:09.060 --> 00:20:12.060]  你們每一個人都要悔改
[00:20:12.060 --> 00:20:16.060]  並且要奉耶穌基督的名受洗
[00:20:16.060 --> 00:20:19.060]  好使你們的罪得到赦免
[00:20:19.060 --> 00:20:23.060]  你們就會領受上帝所賜的聖靈
[00:20:23.060 --> 00:20:25.060]  聖經所說的悔改
[00:20:25.060 --> 00:20:27.060]  基本上有兩方面
[00:20:27.060 --> 00:20:28.060]  一方面是拒絕
[00:20:28.060 --> 00:20:32.060]  另一方面也是一個接受的決定
[00:20:32.060 --> 00:20:36.060]  我們對我們過去自主
[00:20:36.060 --> 00:20:39.060]  自己作主的生活我們要拒絕
[00:20:39.060 --> 00:20:44.060]  但我們同時接受上帝做我們人生的主宰
[00:20:44.060 --> 00:20:48.060]  我們拒絕過去不擇手段
[00:20:48.060 --> 00:20:54.060]  用撒謊和詭詐去達到我們想要達到目標的手法
[00:20:54.060 --> 00:20:57.060]  我們同時要接受上帝教導的真理
[00:20:57.060 --> 00:21:00.060]  用愛心說誠實話
[00:21:00.060 --> 00:21:04.060]  去對待我們周圍每一個人
[00:21:04.060 --> 00:21:08.060]  我們要拒絕放縱自己肉體的情慾
[00:21:08.060 --> 00:21:13.060]  我們同時接受聖靈的感動和引導
[00:21:13.060 --> 00:21:17.060]  這些才是真誠的悔改
[00:21:17.060 --> 00:21:22.060]  有時不單是在初信的時候要做這些決定
[00:21:22.060 --> 00:21:26.060]  其實我們每天的生活裡面都要做這些決定
[00:21:26.060 --> 00:21:31.060]  因為在我們的生活裡面我們時時都要面對這些問題
[00:21:31.060 --> 00:21:35.060]  在第三節第四節給我們看到
[00:21:35.060 --> 00:21:40.060]  當我們決定要脫離我們過去的習慣的時候
[00:21:40.060 --> 00:21:44.060]  脫離那些錯誤有害的生活習慣的時候
[00:21:44.060 --> 00:21:48.060]  我們會發現其實這個過程不容易
[00:21:48.060 --> 00:21:50.060]  可能很痛苦
[00:21:50.060 --> 00:21:55.060]  就好像我們身體裡面某個器官如果生了惡瘤
[00:21:55.060 --> 00:22:00.060]  這個惡瘤和器官長時期一起生長
[00:22:00.060 --> 00:22:05.060]  如果要把這個惡瘤拿出來
[00:22:05.060 --> 00:22:07.060]  就要做手術
[00:22:07.060 --> 00:22:11.060]  做手術當然是一個相當麻煩的過程
[00:22:11.060 --> 00:22:15.060]  做的時候有麻醉絲有麻醉藥
[00:22:15.060 --> 00:22:17.060]  使我們感覺不到痛苦
[00:22:17.060 --> 00:22:21.060]  但是當我們復原的時候
[00:22:21.060 --> 00:22:25.060]  仍然可能會很痛
[00:22:25.060 --> 00:22:30.060]  不過結果是會對我們的生命有益
[00:22:30.060 --> 00:22:34.060]  在第三第四節就是私人的親身經歷
[00:22:34.060 --> 00:22:38.060]  那裡是私人的自問自答
[00:22:38.060 --> 00:22:40.060]  虛偽的人啊
[00:22:40.060 --> 00:22:42.060]  上帝要怎樣對待你呢
[00:22:42.060 --> 00:22:44.060]  他要怎樣懲罰你呢
[00:22:44.060 --> 00:22:47.060]  他要用戰時銳利的戰
[00:22:47.060 --> 00:22:51.060]  用灼熱的炭火來懲罰你
[00:22:51.060 --> 00:22:54.060]  詭詐的石頭好像利劍一樣
[00:22:54.060 --> 00:22:55.060]  能夠殺死人
[00:22:55.060 --> 00:22:57.060]  又好像烈火
[00:22:57.060 --> 00:22:59.060]  能夠燒死人
[00:22:59.060 --> 00:23:03.060]  我們需要怎樣才能夠對付他呢
[00:23:03.060 --> 00:23:06.060]  私人說要用勇士的利劍
