
[00:00:00.000 --> 00:00:03.080]  在家裏的弟妹平安
[00:06:49.080 --> 00:06:51.080]  門徒做甚麼?
[00:06:51.080 --> 00:06:57.080]  每一天都在這裏祈禱和祈禱
[00:06:57.080 --> 00:06:59.080]  史唐人傳第一章提醒
[00:06:59.080 --> 00:07:01.080]  禱告、禱告直至聖靈降臨
[00:07:01.080 --> 00:07:03.080]  他們有能力去傳福音
[00:07:03.080 --> 00:07:06.080]  禱告很重要
[00:07:06.080 --> 00:07:09.080]  一月底當疫情發生的時候
[00:07:09.080 --> 00:07:12.080]  我們停止所有的實體崇拜
[00:07:12.080 --> 00:07:16.080]  探訪、退休、團契、導師訓練
[00:07:16.080 --> 00:07:20.080]  三福、水禮班、營會全部都停止
[00:07:20.080 --> 00:07:22.080]  只剩下兩件事
[00:07:22.080 --> 00:07:26.080]  就是網上的崇拜和網上的禱告會
[00:07:26.080 --> 00:07:30.080]  你可以看到祈禱是多麼重要
[00:07:30.080 --> 00:07:34.080]  而且最近總會還推出一系列
[00:07:34.080 --> 00:07:38.080]  因應疫情而有的禱告會
[00:07:38.080 --> 00:07:40.080]  是星期三晚上九時
[00:07:40.080 --> 00:07:43.080]  我們教會都來參與
[00:07:43.080 --> 00:07:46.080]  亦鼓勵弟兄姊妹來參與
[00:07:46.080 --> 00:07:51.080]  因為禱告是教會不可或缺的事
[00:07:51.080 --> 00:07:53.080]  很重要
[00:07:53.080 --> 00:07:58.080]  所以現在保羅呼籲提摩太和教會的信徒
[00:07:58.080 --> 00:08:00.080]  要禱告
[00:08:00.080 --> 00:08:02.080]  是正常不過的事
[00:08:02.080 --> 00:08:04.080]  說完這件事
[00:08:04.080 --> 00:08:06.080]  保羅再收窄範圍
[00:08:06.080 --> 00:08:12.080]  在第二節是為君王和一切在位掌權的禱告
[00:08:12.080 --> 00:08:17.080]  為何要特別為這些人祈禱呢?
[00:08:17.080 --> 00:08:18.080]  繼續說
[00:08:18.080 --> 00:08:25.080]  使我們能敬虔端正地過平穩寧靜的生活
[00:08:25.080 --> 00:08:28.080]  留意有一個連接詞「使」
[00:08:28.080 --> 00:08:31.080]  在希臘文都是一個連接詞
[00:08:31.080 --> 00:08:34.080]  於是我們就會想
[00:08:34.080 --> 00:08:37.080]  原來我們為君王禱告
[00:08:37.080 --> 00:08:40.080]  為長官祈禱
[00:08:40.080 --> 00:08:43.080]  以致我們能夠敬虔端正過平穩寧靜的生活
[00:08:43.080 --> 00:08:46.080]  目的好像是為了自己
[00:08:46.080 --> 00:08:48.080]  好像很自私
[00:08:48.080 --> 00:08:50.080]  有些聖經家是這樣說
[00:08:50.080 --> 00:08:53.080]  為君王為在位的人祈禱
[00:08:53.080 --> 00:08:56.080]  以致一個國家能夠穩定
[00:08:56.080 --> 00:08:58.080]  一個穩定的政府
[00:08:58.080 --> 00:09:03.080]  能夠讓人民過一些平穩寧靜的生活
[00:09:03.080 --> 00:09:05.080]  這是很重要的
[00:09:05.080 --> 00:09:07.080]  另外也有些聖經家認為
[00:09:07.080 --> 00:09:09.080]  我們基督徒不只是為自己
[00:09:09.080 --> 00:09:12.080]  是因為如果一個穩定的政府
[00:09:12.080 --> 00:09:16.080]  或者一個自由開放的社會
[00:09:16.080 --> 00:09:18.080]  以致基督徒能夠在社會上
[00:09:18.080 --> 00:09:19.080]  在工作上
[00:09:19.080 --> 00:09:21.080]  在你的生活上
[00:09:21.080 --> 00:09:24.080]  有一個美好的見證
[00:09:24.080 --> 00:09:26.080]  我們要做見證的基督徒
[00:09:26.080 --> 00:09:29.080]  我相信兩者都可以
[00:09:29.080 --> 00:09:33.080]  為君王為在位的官長祈禱
[00:09:33.080 --> 00:09:36.080]  以致人民有安定的生活
[00:09:36.080 --> 00:09:37.080]  作為香港人
[00:09:37.080 --> 00:09:39.080]  我相信我們很明白
[00:09:39.080 --> 00:09:41.080]  在去年的社會的情況
[00:09:41.080 --> 00:09:45.080]  讓我們深深去體會和經驗到
[00:09:45.080 --> 00:09:49.080]  我們真的要為我們的領袖祈禱
[00:09:49.080 --> 00:09:50.080]  他們的決定
[00:09:50.080 --> 00:09:52.080]  他們的思想模式
[00:09:52.080 --> 00:09:54.080]  他們的做事方法
[00:09:54.080 --> 00:09:57.080]  是影響著每一個的市民
[00:09:57.080 --> 00:09:59.080]  來到今天
[00:09:59.080 --> 00:10:01.080]  全球的疫情的發生
[00:10:01.080 --> 00:10:03.080]  我們更加看到
[00:10:03.080 --> 00:10:04.080]  不同的國家
[00:10:04.080 --> 00:10:05.080]  不同的領袖
[00:10:05.080 --> 00:10:08.080]  他們對疫情有不同的反應
[00:10:08.080 --> 00:10:11.080]  或者採取不同的措施
[00:10:11.080 --> 00:10:13.080]  例如鼓不鼓勵戴口罩
[00:10:13.080 --> 00:10:15.080]  又例如強不強制
[00:10:15.080 --> 00:10:18.080]  讓不讓外面的人進來
[00:10:18.080 --> 00:10:19.080]  任何的措施
[00:10:19.080 --> 00:10:21.080]  都會對市民大眾
[00:10:21.080 --> 00:10:22.080]  社會大眾
[00:10:22.080 --> 00:10:26.080]  都造成很不同的影響
[00:10:26.080 --> 00:10:29.080]  所以我們必須為他們祈禱
[00:10:29.080 --> 00:10:31.080]  求神給他們有智慧
[00:10:31.080 --> 00:10:33.080]  有果斷
[00:10:33.080 --> 00:10:35.080]  有冷靜的心去面對
[00:10:35.080 --> 00:10:39.080]  每一天在變動中的疫情
[00:10:39.080 --> 00:10:41.080]  無可否認
[00:10:41.080 --> 00:10:43.080]  外在的環境
[00:10:43.080 --> 00:10:45.080]  是會影響我們
[00:10:45.080 --> 00:10:48.080]  我們能否競權端正
[00:10:48.080 --> 00:10:50.080]  去過平靜
[00:10:50.080 --> 00:10:53.080]  平穩寧靜的生活
[00:10:53.080 --> 00:10:55.080]  是有影響
[00:10:55.080 --> 00:10:56.080]  但又很真
[00:10:56.080 --> 00:10:59.080]  是否完全看外在的環境
[00:10:59.080 --> 00:11:01.080]  又不是
[00:11:01.080 --> 00:11:03.080]  因為競權端正
[00:11:03.080 --> 00:11:07.080]  是我們基督徒生命的質素
[00:11:07.080 --> 00:11:08.080]  競權的意思
[00:11:08.080 --> 00:11:09.080]  我們敬畏神
[00:11:09.080 --> 00:11:11.080]  我們尊重神
[00:11:11.080 --> 00:11:15.080]  端正就是聖潔無罪
[00:11:15.080 --> 00:11:20.080]  這正是我們基督徒生命內在的質素
[00:11:20.080 --> 00:11:21.080]  我們認識神
[00:11:21.080 --> 00:11:22.080]  我們讀神的話語
[00:11:22.080 --> 00:11:23.080]  我們尊重神
[00:11:23.080 --> 00:11:25.080]  我們自然就會過一個
[00:11:25.080 --> 00:11:28.080]  聖潔無罪的生活
[00:11:28.080 --> 00:11:31.080]  是有之於內而仍之於外的
[00:11:31.080 --> 00:11:36.080]  而這個平穩寧靜的表現
[00:11:36.080 --> 00:11:42.080]  正正是保羅對應在第一章最後那裡
[00:11:42.080 --> 00:11:45.080]  上星期李牧師跟我們分享
[00:11:45.080 --> 00:11:47.080]  在二福所教會有一些人
[00:11:47.080 --> 00:11:49.080]  在信仰上觸礁
[00:11:49.080 --> 00:11:55.080]  他們不單止令教會有一些人被迷惑
[00:11:55.080 --> 00:11:59.080]  甚至乎造成一些破壞紛爭
[00:11:59.080 --> 00:12:00.080]  爭吵
[00:12:00.080 --> 00:12:05.080]  所以保羅說真正的基督徒是敬畏神
[00:12:05.080 --> 00:12:07.080]  是平靜
[00:12:07.080 --> 00:12:09.080]  溫和
[00:12:09.080 --> 00:12:10.080]  gentle
[00:12:10.080 --> 00:12:11.080]  quiet
[00:12:11.080 --> 00:12:14.080]  內心的敬畏神
[00:12:14.080 --> 00:12:15.080]  聖潔
[00:12:15.080 --> 00:12:16.080]  在日常生活
[00:12:16.080 --> 00:12:20.080]  在你的表現上
[00:12:20.080 --> 00:12:21.080]  基督徒的表現上
[00:12:21.080 --> 00:12:23.080]  你是會流露出來的
[00:12:23.080 --> 00:12:25.080]  你會展現出來的
[00:12:25.080 --> 00:12:26.080]  是我們的見證
[00:12:26.080 --> 00:12:31.080]  某個程度上不在乎你外在的情況
[00:12:31.080 --> 00:12:35.080]  不是說現在我們封關了
[00:12:35.080 --> 00:12:36.080]  我們很安全
[00:12:36.080 --> 00:12:40.080]  又或者我們終於掌握到最先進的疫苗了
[00:12:40.080 --> 00:12:42.080]  我們沒問題了
[00:12:42.080 --> 00:12:45.080]  我們平安了
[00:12:45.080 --> 00:12:51.080]  這個關鍵是在乎我們的信仰
[00:12:51.080 --> 00:12:54.080]  我覺得今次的疫情
[00:12:54.080 --> 00:12:58.080]  某程度上都是對我們信仰的一個考驗
[00:12:58.080 --> 00:13:00.080]  對我們屬靈生命
[00:13:00.080 --> 00:13:03.080]  叫我們有一個反省
[00:13:03.080 --> 00:13:05.080]  在這個疫情當中
[00:13:05.080 --> 00:13:11.080]  我們是否保持著和神有一個親密的關係呢
[00:13:11.080 --> 00:13:15.080]  我們是否和以往一樣
[00:13:15.080 --> 00:13:17.080]  5分鐘之前
[00:13:17.080 --> 00:13:18.080]  崇拜了
[00:13:18.080 --> 00:13:20.080]  我坐在電腦面前
[00:13:20.080 --> 00:13:22.080]  我預備好自己
[00:13:22.080 --> 00:13:25.080]  又或者說現在在家裏
[00:13:25.080 --> 00:13:27.080]  我一邊對著電視
[00:13:27.080 --> 00:13:28.080]  一邊吃早餐
[00:13:28.080 --> 00:13:30.080]  一邊看崇拜
[00:13:30.080 --> 00:13:32.080]  又或者說到了
[00:13:32.080 --> 00:13:34.080]  好,我先靠近
[00:13:34.080 --> 00:13:40.080]  另外,我又想和家長說兩句話
[00:13:40.080 --> 00:13:43.080]  我們現在多了一些親子的時間
[00:13:43.080 --> 00:13:47.080]  我們有沒有機會藉著這些空間
[00:13:47.080 --> 00:13:49.080]  和小朋友說
[00:13:49.080 --> 00:13:52.080]  你聽了耶穌那麼久
[00:13:52.080 --> 00:13:55.080]  其實你覺得耶穌是誰呢
[00:13:55.080 --> 00:13:57.080]  是本故事書
[00:13:57.080 --> 00:13:59.080]  聖經故事書裏面的一個人物
[00:13:59.080 --> 00:14:03.080]  還是祂是一個又真又活的神呢
[00:14:03.080 --> 00:14:08.080]  我們有沒有藉著這個機會去建立小朋友的屬靈生命呢
[00:14:08.080 --> 00:14:10.080]  等一下沒有了
[00:14:10.080 --> 00:14:16.080]  基督徒敬虔端正過平穩寧靜的生活
[00:14:16.080 --> 00:14:19.080]  在這個情況底下
[00:14:19.080 --> 00:14:21.080]  我不是說很輕鬆
[00:14:21.080 --> 00:14:22.080]  是不容易的
[00:14:22.080 --> 00:14:24.080]  是不簡單的
[00:14:24.080 --> 00:14:26.080]  但是
[00:14:26.080 --> 00:14:28.080]  聖經裏面第三節提醒我們
[00:14:28.080 --> 00:14:30.080]  祂說這個是好的
[00:14:30.080 --> 00:14:32.080]  我們去禱告
[00:14:32.080 --> 00:14:34.080]  我們在經歷艱難的時候
[00:14:34.080 --> 00:14:37.080]  因為我們去禱告是好的
[00:14:37.080 --> 00:14:41.080]  因為我們在救主神面前可蒙月立
[00:14:41.080 --> 00:14:44.080]  我相信上帝不是偶然
[00:14:44.080 --> 00:14:47.080]  去讓我們經歷這些情況
[00:14:47.080 --> 00:14:49.080]  上帝叫我們經歷這個疫情
[00:14:49.080 --> 00:14:50.080]  不是要傷害我們
[00:14:50.080 --> 00:14:54.080]  或者要嚇我們
[00:14:54.080 --> 00:14:57.080]  其實上個星期李牧師都提醒我們
[00:14:57.080 --> 00:14:59.080]  我們在信仰生活裏面
[00:14:59.080 --> 00:15:01.080]  我們有沒有反省
[00:15:01.080 --> 00:15:02.080]  自省
[00:15:02.080 --> 00:15:05.080]  究竟這個信仰對我有多重要
[00:15:05.080 --> 00:15:08.080]  還是外在環境影響到我
[00:15:08.080 --> 00:15:11.080]  還是我裏面那個大過外面那個呢
[00:15:11.080 --> 00:15:13.080]  正如我剛才說
[00:15:13.080 --> 00:15:15.080]  我們網上的崇拜
[00:15:15.080 --> 00:15:17.080]  我們的態度是不是和平時一樣呢
[00:15:17.080 --> 00:15:20.080]  又或者是
[00:15:20.080 --> 00:15:24.080]  我們的態度是放任和鬆散
[00:15:24.080 --> 00:15:26.080]  又或者當我撲不到口罩
[00:15:26.080 --> 00:15:27.080]  買不到米的時候
[00:15:27.080 --> 00:15:28.080]  我是驚恐
[00:15:28.080 --> 00:15:31.080]  還是我知道天父會看顧麻雀
[00:15:31.080 --> 00:15:33.080]  必然會看顧我
[00:15:33.080 --> 00:15:35.080]  又或者我見不到弟兄姊妹的時候
[00:15:35.080 --> 00:15:39.080]  我發現原來信仰不是番聚會
[00:15:39.080 --> 00:15:41.080]  原來信仰是個關係
[00:15:41.080 --> 00:15:44.080]  是上帝和我們的關係
[00:15:44.080 --> 00:15:47.080]  有我們和弟兄姊妹一個彼此相愛的關係
[00:15:47.080 --> 00:15:49.080]  你沒有關係的時候
[00:15:49.080 --> 00:15:51.080]  你番聚會其實都是沒有意思
[00:15:51.080 --> 00:15:53.080]  原來基督教的信仰是說
[00:15:53.080 --> 00:15:56.080]  上帝主動來到這個世界
[00:15:56.080 --> 00:16:00.080]  和人去建立關係
[00:16:00.080 --> 00:16:02.080]  第四節
[00:16:02.080 --> 00:16:05.080]  神給我們有忠報
[00:16:05.080 --> 00:16:06.080]  來到這個世界
[00:16:06.080 --> 00:16:08.080]  神願意人人得救
[00:16:08.080 --> 00:16:11.080]  並且得以認識真理
[00:16:11.080 --> 00:16:14.080]  上帝關注的是人人
[00:16:14.080 --> 00:16:16.080]  神願意人人得救認識福音
[00:16:16.080 --> 00:16:19.080]  不論你是君王或者你是平民
[00:16:19.080 --> 00:16:22.080]  每一個人在神的面前都是一樣
[00:16:22.080 --> 00:16:24.080]  於是乎我就想到
[00:16:24.080 --> 00:16:26.080]  面對疫情都一樣
[00:16:26.080 --> 00:16:29.080]  人人在病毒面前都是一樣
[00:16:29.080 --> 00:16:31.080]  哪管你是首相或者你是平民
[00:16:31.080 --> 00:16:34.080]  你都有機會得到感染
[00:16:34.080 --> 00:16:36.080]  一個微小的病毒
[00:16:36.080 --> 00:16:38.080]  隨時可以打敗你的身體
[00:16:38.080 --> 00:16:39.080]  令你病倒
[00:16:39.080 --> 00:16:42.080]  甚至乎奪去你的生命
[00:16:42.080 --> 00:16:44.080]  大家來時說一句
[00:16:44.080 --> 00:16:47.080]  假如你的親人
[00:16:47.080 --> 00:16:50.080]  你的家人不幸感染了
[00:16:50.080 --> 00:16:52.080]  你最想是甚麼
[00:16:52.080 --> 00:16:55.080]  快點進了醫院
[00:16:55.080 --> 00:16:57.080]  然後得到最好的治療
[00:16:57.080 --> 00:16:59.080]  不過這個我無能為力
[00:16:59.080 --> 00:17:01.080]  因為我們不是醫生
[00:17:01.080 --> 00:17:03.080]  但同樣重要的是
[00:17:03.080 --> 00:17:05.080]  讓他可以認識福音
[00:17:05.080 --> 00:17:08.080]  讓他可以知道
[00:17:08.080 --> 00:17:10.080]  耶穌是他的救主
[00:17:10.080 --> 00:17:11.080]  於是乎我怎樣做
[00:17:11.080 --> 00:17:14.080]  我找盡機會來向他傳福音
[00:17:14.080 --> 00:17:15.080]  我可以打電話給他
[00:17:15.080 --> 00:17:17.080]  WhatsApp他
[00:17:17.080 --> 00:17:19.080]  發短片給他
[00:17:19.080 --> 00:17:22.080]  用盡各樣的方法
[00:17:22.080 --> 00:17:23.080]  沒錯
[00:17:23.080 --> 00:17:25.080]  既然如此我想問
[00:17:25.080 --> 00:17:28.080]  為何你現在不馬上去做這件事
[00:17:28.080 --> 00:17:30.080]  我們在等甚麼呢
[00:17:30.080 --> 00:17:32.080]  可能
[00:17:32.080 --> 00:17:34.080]  雖然這樣說
[00:17:34.080 --> 00:17:36.080]  可能我已經感染了
[00:17:36.080 --> 00:17:37.080]  不過我現在沒有病徵
[00:17:37.080 --> 00:17:38.080]  我只是被病發
[00:17:38.080 --> 00:17:40.080]  我可能已經沒有機會
[00:17:40.080 --> 00:17:42.080]  我還在等甚麼呢
[00:17:42.080 --> 00:17:44.080]  因為只有一位神
[00:17:44.080 --> 00:17:45.080]  在神和人之間
[00:17:45.080 --> 00:17:46.080]  只有一位中寶
[00:17:46.080 --> 00:17:48.080]  就是成為人的基督耶穌
[00:17:48.080 --> 00:17:51.080]  沒有東西可以救到我們
[00:17:51.080 --> 00:17:52.080]  除了神
[00:17:52.080 --> 00:17:53.080]  不論你是甚麼人
[00:17:53.080 --> 00:17:55.080]  美國人 中國人 非洲人
[00:17:55.080 --> 00:17:58.080]  都同有一位創造主
[00:17:58.080 --> 00:18:01.080]  我們每一個人都是本於他
[00:18:01.080 --> 00:18:03.080]  也要貴於他
[00:18:03.080 --> 00:18:06.080]  這位創造主上帝
[00:18:06.080 --> 00:18:08.080]  也是拯救我們的神
[00:18:08.080 --> 00:18:10.080]  他定義要拯救
[00:18:10.080 --> 00:18:13.080]  於是他差派了他的獨生兒子
[00:18:13.080 --> 00:18:15.080]  耶穌成為中寶
[00:18:15.080 --> 00:18:19.080]  中寶的意思是代表兩面
[00:18:19.080 --> 00:18:21.080]  在舊約時代
[00:18:21.080 --> 00:18:23.080]  祭司是中寶
[00:18:23.080 --> 00:18:27.080]  他代表神來教導人認識神
[00:18:27.080 --> 00:18:31.080]  也代表人向神去呼求
[00:18:31.080 --> 00:18:32.080]  來到新約
[00:18:32.080 --> 00:18:34.080]  基督耶穌是那位中寶
[00:18:34.080 --> 00:18:38.080]  他代表上帝讓人認識神
[00:18:38.080 --> 00:18:44.080]  同樣他也代了人成為人的贖價
[00:18:44.080 --> 00:18:47.080]  贖價是當時奴隸的價值
[00:18:47.080 --> 00:18:48.080]  你要買一個奴隸
[00:18:48.080 --> 00:18:51.080]  你要付錢
[00:18:51.080 --> 00:18:54.080]  當你想得到自由的時候
[00:18:54.080 --> 00:18:57.080]  你也要付出代價
[00:18:57.080 --> 00:19:00.080]  但今天我們不是任何人的奴隸
[00:19:00.080 --> 00:19:01.080]  但仔細想想
[00:19:01.080 --> 00:19:04.080]  其實我們每一個人都是罪的奴隸
[00:19:04.080 --> 00:19:06.080]  因為世人都犯了罪
[00:19:06.080 --> 00:19:08.080]  規決了神的榮耀
[00:19:08.080 --> 00:19:10.080]  規決的意思是不合格
[00:19:10.080 --> 00:19:13.080]  原來我們在神的標準下
[00:19:13.080 --> 00:19:16.080]  我們不合格
[00:19:16.080 --> 00:19:19.080]  我們都犯了罪
[00:19:19.080 --> 00:19:23.080]  不管你是君王 聖人 監犯
[00:19:23.080 --> 00:19:25.080]  人人都不合格
[00:19:25.080 --> 00:19:28.080]  我們都做了罪的奴隸
[00:19:28.080 --> 00:19:30.080]  我們都要贖身
[00:19:30.080 --> 00:19:34.080]  而耶穌基督就成為贖價
[00:19:34.080 --> 00:19:36.080]  他的錢就是他的生命
[00:19:36.080 --> 00:19:39.080]  耶穌為我們釘在十字架上
[00:19:39.080 --> 00:19:41.080]  以致我們自由
[00:19:41.080 --> 00:19:45.080]  耶穌甘心情願成為約翰遜的贖價
[00:19:45.080 --> 00:19:49.080]  耶穌甘心情願成為印度加爾各答賤民的贖價
[00:19:49.080 --> 00:19:53.080]  只要我們接受耶穌基督為救主
[00:19:53.080 --> 00:19:57.080]  因為耶穌這個救恩已經證實了
[00:19:57.080 --> 00:19:59.080]  已經完成了
