
[00:00:00.000 --> 00:00:03.400]  唔知大家平時有無留意法庭嘅新聞呢?
[00:01:38.920 --> 00:01:42.200]  千夫長知道保羅係羅馬公民之後
[00:01:42.200 --> 00:01:45.320]  就唔敢再用敲打嘅方式向保羅查問
[00:01:45.320 --> 00:01:46.760]  佢就安排咗第二日
[00:01:46.760 --> 00:01:48.520]  喺工會嗰度聽審
[00:01:48.520 --> 00:01:50.680]  所謂工會即係猶太人嘅議會
[00:01:50.680 --> 00:01:53.320]  亦即係猶太人嘅最高法院
[00:01:53.320 --> 00:01:56.760]  去到史道行傳第23章
[00:01:56.760 --> 00:01:59.400]  就講到保羅喺工會裏面被審問
[00:01:59.400 --> 00:02:02.280]  但係都唔能搵到佢嘅罪證
[00:02:02.280 --> 00:02:04.200]  又隔咗一日
[00:02:04.200 --> 00:02:06.840]  有四十幾個猶太人同謀起誓
[00:02:06.840 --> 00:02:09.080]  聖經嗰度話
[00:02:09.080 --> 00:02:12.280]  史道行傳第23章十二十三節
[00:02:12.280 --> 00:02:15.400]  「到了天亮,猶太人同謀起誓,說:
[00:02:15.400 --> 00:02:18.760]  若不先殺保羅,就不吃不喝。
[00:02:18.760 --> 00:02:21.800]  這樣同心起誓的有四十多人。」
[00:02:21.800 --> 00:02:24.680]  佢哋要暗殺保羅
[00:02:24.680 --> 00:02:26.600]  好彩保羅嘅外甥
[00:02:26.600 --> 00:02:29.160]  將佢哋嘅計謀通知咗千夫長
[00:02:29.160 --> 00:02:31.720]  千夫長就趁夜晚嘅時間
[00:02:31.720 --> 00:02:33.400]  安排咗幾百個士兵
[00:02:33.400 --> 00:02:35.800]  將保羅護送至到凱撒尼亞
[00:02:35.800 --> 00:02:37.800]  交畀巡撫菲歷斯
[00:02:37.800 --> 00:02:40.840]  巡撫嘅意思即係總督
[00:02:40.840 --> 00:02:43.720]  有啲嘅聖經譯本亦叫總督
[00:02:43.720 --> 00:02:45.080]  係殖民官
[00:02:45.080 --> 00:02:48.360]  就好似喺香港97年回歸之前嘅時候
[00:02:48.360 --> 00:02:51.000]  我哋就係由英國人統治嘅
[00:02:51.000 --> 00:02:54.600]  香港嘅總督,我哋簡稱港督
[00:02:54.600 --> 00:02:57.800]  咁呢個菲歷斯就係當時猶太省嘅總督
[00:02:57.800 --> 00:03:00.840]  可以叫猶督,就係叫菲歷斯
[00:03:00.840 --> 00:03:04.760]  咁凱撒尼亞係猶太省嘅省城
[00:03:04.760 --> 00:03:07.480]  去到史唐傳第24章
[00:03:07.480 --> 00:03:09.800]  大祭司同猶太嘅宗教領袖
[00:03:09.800 --> 00:03:12.760]  就嚟到菲歷斯嘅面前控告保羅
[00:03:12.760 --> 00:03:15.960]  咁菲歷斯聽完咗保羅嘅辯護之後
[00:03:15.960 --> 00:03:19.240]  就知道保羅其實唔係犯咗咩大事
[00:03:19.240 --> 00:03:20.840]  咩大嘅罪
[00:03:20.840 --> 00:03:22.840]  於是就拖住孫
[00:03:22.840 --> 00:03:24.360]  用拖字訣
[00:03:24.360 --> 00:03:26.680]  就將保羅交畀白夫長看守
[00:03:26.680 --> 00:03:29.080]  白夫長就係佢係看100個士兵嘅
[00:03:29.080 --> 00:03:31.880]  即係低級嗰千夫長
[00:03:31.880 --> 00:03:34.040]  咁交畀白夫長看守
[00:03:34.040 --> 00:03:37.080]  期間亦都准許保羅嘅親友嚟探保羅
[00:03:37.080 --> 00:03:39.880]  供應佢所需要嘅嘢
[00:03:39.880 --> 00:03:41.880]  點知呢一拖就拖咗兩年
[00:03:41.880 --> 00:03:43.800]  即係話保羅喺白夫長嘅
[00:03:43.800 --> 00:03:46.360]  即係看管底下就拖咗兩年時間
[00:03:46.360 --> 00:03:49.240]  直至到菲歷斯接咗佢嘅任
[00:03:49.240 --> 00:03:52.680]  但係仍未有消息將保羅釋放
[00:03:52.680 --> 00:03:55.000]  去到史堂傳第25章
[00:03:55.000 --> 00:03:56.600]  就記載到
[00:03:56.600 --> 00:03:58.680]  因為保羅唔想去耶路撒冷受審
[00:03:58.680 --> 00:04:00.120]  當時佢喺凱撒尼亞
[00:04:00.120 --> 00:04:02.120]  佢知道呢個暗殺嘅計謀
[00:04:02.120 --> 00:04:04.200]  佢梗係唔願意去耶路撒冷受審
[00:04:04.200 --> 00:04:06.360]  明知危險中間都要畀人暗殺
[00:04:06.360 --> 00:04:11.240]  於是佢就話要上訴該殺當時羅馬嘅皇帝
[00:04:11.240 --> 00:04:14.040]  其實呢件事亦都應驗咗主對佢嘅應許
[00:04:14.040 --> 00:04:17.320]  就係要喺羅馬為主作見證
[00:04:17.320 --> 00:04:19.240]  主耶穌曾經同保羅話
[00:04:19.240 --> 00:04:22.680]  放心吧 你怎樣在耶路撒冷為我作見證
[00:04:22.680 --> 00:04:26.120]  也必怎樣在羅馬為我作見證
[00:04:26.120 --> 00:04:29.160]  喺第23章11節有講
[00:04:29.160 --> 00:04:31.160]  睇返25章
[00:04:31.160 --> 00:04:33.560]  25章13節就話過咗啲日子
[00:04:33.560 --> 00:04:35.480]  阿基帕王同埋伯尼基
[00:04:35.480 --> 00:04:39.080]  就嚟到凱撒尼亞探望菲斯都
[00:04:39.080 --> 00:04:41.480]  菲斯都同佢哋傾下計
[00:04:41.480 --> 00:04:43.560]  可能飲下酒傾下計嘅時候
[00:04:43.560 --> 00:04:45.720]  就講到保羅嘅案件
[00:04:45.720 --> 00:04:49.560]  阿基帕聽落去都有興趣聽下保羅嘅辯論
[00:04:49.560 --> 00:04:53.400]  於是一場公聽會就展開咗
[00:04:53.400 --> 00:04:55.960]  所謂公聽會其實就唔係一個審訊
[00:04:55.960 --> 00:04:59.800]  只不過係俾保羅有機會去講下佢嘅案件
[00:04:59.800 --> 00:05:04.680]  同埋大家各位嗰啲嘅官大官貴人畀啲意見
[00:05:04.680 --> 00:05:18.760]  咁呢件事呢個審訊呢個公聽會大約係發生喺主後60年
[00:05:18.760 --> 00:05:23.240]  地點就喺羅馬帝國統治之下嘅猶太省嘅省城
[00:05:23.240 --> 00:05:25.160]  凱撒尼亞
[00:05:25.160 --> 00:05:27.720]  我哋嚟睇下呢個審訊
[00:05:27.720 --> 00:05:30.920]  首先聽審嘅係啲咩人呢
[00:05:30.920 --> 00:05:34.760]  好明顯就講到阿基帕王因為佢好有興趣想知道
[00:05:34.760 --> 00:05:38.600]  阿基帕王亦即係阿基帕二世
[00:05:38.600 --> 00:05:43.400]  係當時羅馬皇帝分封嘅猶太人嘅傀儡王
[00:05:43.400 --> 00:05:47.320]  我哋知道喺初期教會或者主耶穌嘅時代
[00:05:47.320 --> 00:05:51.640]  當時嘅猶太地方以色列地方係由羅馬帝國統治
[00:05:51.640 --> 00:05:54.840]  羅馬帝國為咗安撫當地嘅猶太人
[00:05:54.840 --> 00:05:58.440]  亦都係立咗佢哋一啲嘅猶太人做傀儡嘅皇帝
[00:05:58.440 --> 00:05:59.720]  其實冇實質嘅權力
[00:05:59.720 --> 00:06:03.560]  實質嘅權力就喺巡撫或者係總督嗰度嘅
[00:06:03.560 --> 00:06:09.960]  阿基帕二世就係羅馬皇帝當時分封畀佢嘅猶太人嘅傀儡王
[00:06:09.960 --> 00:06:13.240]  但係原來佢嘅祖先都做得好犀利嘅嘢
[00:06:13.240 --> 00:06:15.080]  心狠手辣
[00:06:15.080 --> 00:06:18.680]  佢嘅曾祖父大希律或者叫希律大帝一世
[00:06:18.680 --> 00:06:21.320]  根據《馬太福音》第二章嘅記載
[00:06:21.320 --> 00:06:25.000]  就係嗰位想殺害英俠耶穌嘅人
[00:06:25.000 --> 00:06:25.960]  記唔記得呀
[00:06:25.960 --> 00:06:29.480]  當時主耶穌出世嘅時候
[00:06:29.480 --> 00:06:33.080]  東方有幾個博士帶住黃金、乳香、末藥
[00:06:33.080 --> 00:06:35.880]  話要嚟耶路撒冷去朝拜新生王
[00:06:35.880 --> 00:06:38.760]  佢諗住新生王梗係皇宮出世
[00:06:38.760 --> 00:06:41.560]  於是就去耶路撒冷皇宮度搵
[00:06:41.560 --> 00:06:42.920]  點知搵唔到
[00:06:42.920 --> 00:06:47.720]  希律就話問下啲文士就知道原來新生王應該係伯利恆出世
[00:06:47.720 --> 00:06:51.880]  呢幾個博士就拎住禮物去伯利恆朝拜新生王
[00:06:51.880 --> 00:06:53.880]  朝拜完之後因為聽到主嘅指示
[00:06:53.880 --> 00:06:55.880]  佢哋就冇返返去話俾希律知
[00:06:55.880 --> 00:06:57.640]  於是就返返自己家鄉
[00:06:57.640 --> 00:07:01.240]  希律發覺竟然啲博士冇返嚟話俾我知
[00:07:01.240 --> 00:07:03.080]  於是佢嬲起上嚟
[00:07:03.080 --> 00:07:05.080]  要滅絕新生王嘅出生
[00:07:05.080 --> 00:07:09.400]  所以就喺境內所有兩歲以下嘅BB都要殺哂
[00:07:09.400 --> 00:07:15.320]  呢個就係阿基伯二世曾祖父大希律所做嘅事
[00:07:15.320 --> 00:07:19.640]  而呢個阿基伯嘅祖父希律安提柏
[00:07:19.640 --> 00:07:21.000]  又做咗件好犀利嘅事
[00:07:21.000 --> 00:07:23.720]  就係吩咐人斬咗施洗約翰嘅頭
[00:07:23.720 --> 00:07:27.320]  當時施洗約翰去責備希律安提柏
[00:07:27.320 --> 00:07:30.200]  話佢唔應該娶佢兄弟嘅太太
[00:07:30.200 --> 00:07:33.400]  結果一連串嘅事件
[00:07:33.400 --> 00:07:40.280]  施洗約翰就俾安提柏嘅祖父希律安提柏殺死咗
[00:07:40.280 --> 00:07:43.160]  就係阿基伯嘅祖父
[00:07:43.160 --> 00:07:45.960]  另外一位就係佢嘅父親
[00:07:45.960 --> 00:07:48.120]  佢嘅父親就阿基伯一世
[00:07:48.120 --> 00:07:53.000]  就下令殺死咗第一位嘅使徒殉道者雅各
[00:07:53.000 --> 00:07:58.200]  所以諗下呢個好血腥嘅家族
[00:07:58.200 --> 00:08:01.800]  第二個人物聽審嘅係伯尼基
[00:08:01.800 --> 00:08:03.560]  大家睇見佢同阿基伯一齊嚟
[00:08:03.560 --> 00:08:05.560]  好似兩夫婦咁
[00:08:05.560 --> 00:08:09.480]  其實呢個伯尼基就係阿基伯一世嘅長女
[00:08:09.480 --> 00:08:13.480]  即係話佢同阿基伯係同一個父親嘅
[00:08:13.480 --> 00:08:15.800]  呢個伯尼基結過幾次婚
[00:08:15.800 --> 00:08:21.480]  亦都曾經同羅馬嘅將軍元帥等等嘅人有曖昧嘅行為
[00:08:21.480 --> 00:08:24.840]  當時佢同阿基伯同居
[00:08:24.840 --> 00:08:28.600]  以皇后嘅身份一齊生活
[00:08:28.600 --> 00:08:32.440]  所以其實係非常之唔道德
[00:08:32.440 --> 00:08:34.600]  第三個人就係菲斯都
[00:08:34.600 --> 00:08:35.960]  呢個羅馬將軍
[00:08:35.960 --> 00:08:38.920]  猶太省嘅總督
[00:08:38.920 --> 00:08:41.960]  第四類人就唔止一個
[00:08:41.960 --> 00:08:43.960]  聖經話有眾多嘅千夫長
[00:08:43.960 --> 00:08:46.120]  同埋城裏面嘅尊貴人
[00:08:46.120 --> 00:08:48.120]  即係啲VIP
[00:08:48.120 --> 00:08:49.640]  一句講曬
[00:08:49.640 --> 00:08:51.880]  呢啲人有權有勢
[00:08:51.880 --> 00:08:53.880]  有才有地位
[00:08:53.880 --> 00:08:57.640]  亦都包括嗰啲道德敗壞嘅人
[00:08:57.640 --> 00:08:59.640]  我哋睇咗聽審係啲咩人
[00:08:59.640 --> 00:09:03.080]  睇下保羅點解會受審
[00:09:03.080 --> 00:09:06.200]  我哋睇下第26章6至8節
[00:09:06.200 --> 00:09:12.200]  頭先主席同我哋讀過
[00:09:12.200 --> 00:09:14.440]  不如我哋一齊讀
[00:09:14.440 --> 00:09:16.840]  第26章第6至8節
[00:09:16.840 --> 00:09:19.960]  現在我站在這裏受審
[00:09:19.960 --> 00:09:24.520]  是因為指望神向我們祖宗所應許的
[00:09:24.520 --> 00:09:27.880]  這應許我們十二個支派
[00:09:27.880 --> 00:09:30.280]  晝夜切切地侍奉神
[00:09:30.280 --> 00:09:32.280]  都指望得著
[00:09:32.280 --> 00:09:35.240]  皇啊我被猶太人控告
[00:09:35.240 --> 00:09:37.240]  就是因這指望
[00:09:37.240 --> 00:09:39.240]  神叫死人復活
[00:09:39.240 --> 00:09:43.080]  你們為甚麼看作不可信的呢?
[00:09:46.840 --> 00:09:49.640]  應許、指望、復活
[00:09:49.640 --> 00:09:52.280]  都是保羅所強調的
[00:09:52.280 --> 00:09:53.480]  簡單一句
[00:09:53.480 --> 00:09:57.400]  保羅是因為傳福音而被猶太人捉拿的
[00:09:57.400 --> 00:10:01.400]  到底福音是甚麼呢?
[00:10:01.400 --> 00:10:08.760]  在第28節記載了主耶穌對保羅的委派
[00:10:08.760 --> 00:10:10.360]  主耶穌說
[00:10:10.360 --> 00:10:13.000]  我差你到他們那裏去
[00:10:13.000 --> 00:10:15.480]  要叫他們的眼睛得開
[00:10:15.480 --> 00:10:17.880]  從黑暗中歸向光明
[00:10:17.880 --> 00:10:20.680]  從撒旦權下歸向神
[00:10:20.680 --> 00:10:23.080]  有因信我 得蒙謝罪
[00:10:23.080 --> 00:10:26.840]  和一切誠信的人同得基業
[00:10:26.840 --> 00:10:31.400]  這就是保羅要傳福音的使命
[00:10:31.400 --> 00:10:33.080]  主耶穌吩咐他
[00:10:33.080 --> 00:10:35.560]  要去那些未信人當中
[00:10:35.560 --> 00:10:36.600]  告訴他們
[00:10:36.600 --> 00:10:39.160]  讓他們的眼睛得開
[00:10:39.160 --> 00:10:40.600]  眼睛得開是甚麼呢?
[00:10:40.600 --> 00:10:42.200]  以前看不見的
[00:10:42.200 --> 00:10:45.720]  好像閉上眼睛被東西遮住
[00:10:45.720 --> 00:10:47.320]  現在可以看見了
[00:10:47.320 --> 00:10:49.720]  這就叫眼睛得開
[00:10:49.720 --> 00:10:52.120]  從黑暗中歸向光明
[00:10:52.120 --> 00:10:54.040]  黑暗都看得見
[00:10:54.040 --> 00:10:55.160]  不過看不清楚
[00:10:55.160 --> 00:10:56.840]  好像我們半夜起床
[00:10:56.840 --> 00:10:59.560]  沒有燈光
[00:10:59.560 --> 00:11:01.800]  可能看得見一點點
[00:11:01.800 --> 00:11:03.240]  但看不清楚
[00:11:03.240 --> 00:11:04.440]  黑暗中歸向光明
[00:11:04.440 --> 00:11:05.720]  是從前看不清的
[00:11:05.720 --> 00:11:07.800]  現在看得清了
[00:11:07.800 --> 00:11:10.360]  從撒旦權下歸向神
[00:11:10.360 --> 00:11:12.120]  撒旦
[00:11:12.120 --> 00:11:13.640]  是罪惡
[00:11:13.640 --> 00:11:16.600]  我們被罪的權勢去克制
[00:11:16.600 --> 00:11:18.040]  沒有自由
[00:11:18.040 --> 00:11:19.480]  但當我們從撒旦的權下
[00:11:19.480 --> 00:11:20.520]  歸向神的時候
[00:11:20.520 --> 00:11:23.640]  我們就可以有自由了
[00:11:23.640 --> 00:11:25.160]  還有就是
[00:11:25.160 --> 00:11:26.280]  因為信主的緣故
[00:11:26.280 --> 00:11:29.000]  可以得蒙謝罪
[00:11:29.000 --> 00:11:30.600]  罪令我們骯髒
[00:11:30.600 --> 00:11:32.680]  我們的生命充滿了污穢
[00:11:32.680 --> 00:11:34.200]  但因為信主的緣故
[00:11:34.200 --> 00:11:35.960]  可以得到聖潔的生命
[00:11:35.960 --> 00:11:38.280]  得蒙謝罪
[00:11:38.280 --> 00:11:40.680]  還有就是和一切誠信的人
[00:11:40.680 --> 00:11:42.280]  同得基業
[00:11:42.280 --> 00:11:43.640]  以前我們沒有基業
[00:11:43.640 --> 00:11:46.120]  沒有盼望 沒有永生
[00:11:46.120 --> 00:11:48.360]  但因為我們相信主耶穌的緣故
[00:11:48.360 --> 00:11:49.720]  因為福音的緣故
[00:11:49.720 --> 00:11:51.480]  我們可以擁有基業
[00:11:51.480 --> 00:11:53.560]  好像剛才領師帶我們唱的那首歌
[00:11:53.560 --> 00:11:54.680]  與神同行
[00:11:54.680 --> 00:11:57.800]  在他得著一切
[00:11:57.800 --> 00:11:59.560]  又好像詩篇第23篇說
[00:11:59.560 --> 00:12:01.000]  耶和華是我的目者
[00:12:01.000 --> 00:12:02.760]  我必不自缺乏
[00:12:02.760 --> 00:12:05.720]  我們擁有一切
[00:12:05.720 --> 00:12:08.440]  所以福音就是帶給我們這個好處
[00:12:08.440 --> 00:12:10.280]  我們看到
[00:12:10.280 --> 00:12:11.800]  以前我們看不到的東西
[00:12:11.800 --> 00:12:12.840]  我們看得清楚
[00:12:12.840 --> 00:12:14.600]  我們以前看不清的東西
[00:12:14.600 --> 00:12:16.520]  以前我們是受罪核制的
[00:12:16.520 --> 00:12:18.520]  現在我們不需要再被罪惡的綑綁
[00:12:18.520 --> 00:12:20.440]  可以得著自由
[00:12:20.440 --> 00:12:22.600]  污穢的生命可以得著聖潔
[00:12:22.600 --> 00:12:25.000]  沒有基業的可以擁有基業
[00:12:25.000 --> 00:12:25.800]  這樣說起來
[00:12:25.800 --> 00:12:27.560]  福音有什麼好處呢
[00:12:27.560 --> 00:12:31.160]  用一節聖經包括了它
[00:12:31.160 --> 00:12:33.560]  就是約翰福音第三章十六節
[00:12:33.560 --> 00:12:35.080]  請大家跟我一起來讀出
[00:12:35.080 --> 00:12:36.120]  預備起
[00:12:36.120 --> 00:12:41.880]  神愛世人 甚至將他的獨生子賜給他們
[00:12:41.880 --> 00:12:49.880]  叫一切順他的 不至滅亡 反得永生
[00:12:49.880 --> 00:12:51.320]  這就是我們這些基督徒
[00:12:51.320 --> 00:12:53.000]  每個星期回來教會
[00:12:53.000 --> 00:12:56.920]  唱詩歌 敬拜 讚美神的原因
[00:12:56.920 --> 00:13:00.200]  神為我們成就的救恩是很大的
[00:13:00.200 --> 00:13:01.800]  這是神的工作
[00:13:01.800 --> 00:13:04.040]  不是人自己的功勞
[00:13:04.040 --> 00:13:07.000]  是祂給我們的福氣
[00:13:07.000 --> 00:13:09.880]  保羅當時在公聽會裡
[00:13:09.880 --> 00:13:12.280]  他沒有為自己脫罪而申辯
[00:13:12.280 --> 00:13:15.240]  而是為福音而辯明
[00:13:15.240 --> 00:13:17.560]  保羅關注的審問他的人
[00:13:17.560 --> 00:13:20.360]  多過他自己
[00:13:20.360 --> 00:13:22.840]  那面對神的救恩
[00:13:22.840 --> 00:13:31.160]  人應該怎麼做呢
[00:13:31.160 --> 00:13:34.680]  第一樣可以做的就是悔改
[00:13:34.680 --> 00:13:37.560]  悔改的意思是改換心意
[00:13:37.560 --> 00:13:41.880]  採取一套全新的價值觀念
[00:13:41.880 --> 00:13:44.680]  所謂覺今是而作非
[00:13:44.680 --> 00:13:46.200]  以前是不對的
[00:13:46.200 --> 00:13:48.360]  現在我知道所做的是對的
[00:13:48.360 --> 00:13:49.960]  是改換心意
[00:13:49.960 --> 00:13:52.200]  在聖經裡希臘文原來的文字
[00:13:52.200 --> 00:13:55.320]  是指改變了心意
[00:13:55.320 --> 00:13:58.840]  第二樣要做的就是要歸向神
[00:13:58.840 --> 00:14:01.560]  以前我們是背向神的
[00:14:01.560 --> 00:14:02.760]  或者像小孩子一樣
[00:14:02.760 --> 00:14:03.800]  不理你了
[00:14:03.800 --> 00:14:05.720]  這樣調轉自己的身體
[00:14:05.720 --> 00:14:07.640]  用背部盯著別人
[00:14:07.640 --> 00:14:08.840]  歸向神的意思
[00:14:08.840 --> 00:14:09.800]  由背向神
[00:14:09.800 --> 00:14:12.040]  我們到看神為自保
[00:14:12.040 --> 00:14:13.480]  我們面向神
[00:14:13.480 --> 00:14:16.440]  是將神放在我們生命裡的守衛
[00:14:16.440 --> 00:14:18.840]  背向神是代表心不在焉
[00:14:18.840 --> 00:14:20.360]  當心不在焉的時候
[00:14:20.360 --> 00:14:25.400]  當神不存在時我們歸向神
[00:14:25.400 --> 00:14:26.920]  經常去敬畏祂
[00:14:26.920 --> 00:14:28.680]  考慮到神的想法
[00:14:28.680 --> 00:14:31.640]  當我們去做任何事情的時候
[00:14:31.640 --> 00:14:34.520]  我們考慮到神的看法
[00:14:34.520 --> 00:14:39.800]  第三樣就是行事與悔改的心相稱
[00:14:39.800 --> 00:14:45.000]  要用我們的生活來見證生命的改變
[00:14:45.000 --> 00:14:46.920]  這三樣要做的就是
[00:14:46.920 --> 00:14:51.560]  悔改、歸向神、行事與悔改的心相稱
[00:14:51.560 --> 00:14:55.160]  悔改就代表你願意改變你的心
[00:14:55.160 --> 00:14:57.320]  你的價值觀
[00:14:57.320 --> 00:14:59.240]  就像保羅一樣
[00:14:59.240 --> 00:15:01.640]  他以前是迫不得已的基督徒
[00:15:01.640 --> 00:15:03.640]  他心裡充滿仇恨
[00:15:03.640 --> 00:15:04.840]  他從耶路撒冷
[00:15:04.840 --> 00:15:07.160]  不惜千山萬水
[00:15:07.160 --> 00:15:08.120]  不辭勞苦
[00:15:08.120 --> 00:15:09.000]  去到大馬色
[00:15:09.000 --> 00:15:11.480]  要把基督徒抓去收監
[00:15:11.480 --> 00:15:12.600]  去到大馬色
[00:15:12.600 --> 00:15:14.360]  要把基督徒抓去收監
[00:15:14.360 --> 00:15:17.000]  心裡充滿仇恨
[00:15:17.000 --> 00:15:18.200]  心狠手辣
[00:15:18.200 --> 00:15:23.080]  當他見到信徒史提反被害的時候
[00:15:23.080 --> 00:15:25.320]  他心裡開心
[00:15:25.320 --> 00:15:27.000]  但當他悔改之後
[00:15:27.000 --> 00:15:31.320]  他馬上改變他的價值觀和行為
[00:15:31.320 --> 00:15:34.840]  在《肥勒比書》第三章七至九節
[00:15:34.840 --> 00:15:38.040]  指示我先前以為與我有益的
[00:15:38.040 --> 00:15:41.560]  我現在因基督都當作有損的
[00:15:41.560 --> 00:15:45.720]  不但如此,我也將萬事當作有損的
[00:15:45.720 --> 00:15:49.480]  因我已認識我主基督耶穌為至寶
[00:15:49.480 --> 00:15:51.480]  我為他已經丟棄萬事
[00:15:51.480 --> 00:15:54.680]  看作糞土,為要得著基督
[00:15:54.680 --> 00:15:56.600]  並且得意在他裡面
[00:15:56.600 --> 00:15:59.240]  不是有自己因律法而得的義
[00:15:59.240 --> 00:16:01.400]  乃是有信基督的義
[00:16:01.400 --> 00:16:05.000]  就是因信神而來的義
[00:16:05.000 --> 00:16:07.720]  以前保羅是迫不得已的基督徒
[00:16:07.720 --> 00:16:09.880]  但當他去到大馬色時
[00:16:09.880 --> 00:16:12.680]  當他信了主之後
[00:16:12.680 --> 00:16:16.280]  他改變了他的價值觀和行為
[00:16:16.280 --> 00:16:18.840]  可能有人會問我
[00:16:18.840 --> 00:16:20.760]  我信了耶穌
[00:16:20.760 --> 00:16:23.720]  但我的行為卻沒有重大改變
[00:16:23.720 --> 00:16:25.480]  我是否得救了?
[00:16:25.480 --> 00:16:27.560]  我們要明白
[00:16:27.560 --> 00:16:30.120]  得救不是因為我們的好行為
[00:16:30.120 --> 00:16:31.960]  已經達到神的標準
[00:16:31.960 --> 00:16:33.560]  可以上天堂
[00:16:33.560 --> 00:16:36.280]  得救的人的行為
[00:16:36.280 --> 00:16:39.320]  雖然未必能夠立刻徹底改變
[00:16:39.320 --> 00:16:41.480]  但他的心智
[00:16:41.480 --> 00:16:44.440]  卻有了一個全新的改變
[00:16:44.440 --> 00:16:47.000]  以前是向著罪惡
[00:16:47.000 --> 00:16:49.320]  向著物質世界來生活
[00:16:49.320 --> 00:16:52.440]  一切的盼望都是現今的世界
[00:16:52.440 --> 00:16:55.000]  但信了主之後
[00:16:55.000 --> 00:16:57.800]  我們就是向著天上永恆的盼望
[00:16:57.800 --> 00:16:59.160]  來生活
[00:16:59.160 --> 00:17:01.000]  我們知道將來
[00:17:01.000 --> 00:17:02.520]  都要向神交仗
[00:17:02.520 --> 00:17:04.280]  向神負責
[00:17:04.280 --> 00:17:06.520]  未信主的時候
[00:17:06.520 --> 00:17:09.560]  我們的心可能只想著罪惡
[00:17:09.560 --> 00:17:10.840]  物質的世界
[00:17:10.840 --> 00:17:12.040]  這個世界的享樂
[00:17:12.040 --> 00:17:12.840]  沒事的
[00:17:12.840 --> 00:17:13.560]  人死魚燈
[00:17:13.560 --> 00:17:14.840]  未死的甚麼都沒有
[00:17:14.840 --> 00:17:16.040]  但信了主之後
[00:17:16.040 --> 00:17:17.240]  我們知道
[00:17:17.240 --> 00:17:19.880]  我們是向著天上永恆的盼望而生活
[00:17:19.880 --> 00:17:21.080]  而我們所作的
[00:17:21.080 --> 00:17:22.600]  將來都要向神交仗
[00:17:22.600 --> 00:17:26.040]  向神負責
[00:17:26.040 --> 00:17:30.120]  保羅說了他受審的原因
[00:17:30.120 --> 00:17:31.960]  就是因為他傳福音之後
[00:17:31.960 --> 00:17:36.840]  聽眾有甚麼反應呢
[00:17:36.840 --> 00:17:37.960]  第一個反應就是
[00:17:37.960 --> 00:17:40.680]  菲斯都在第24節
[00:17:40.680 --> 00:17:43.320]  24節怎麼說
