
[00:00:00.000 --> 00:00:03.040]  我今日呢同大家講父親節喎
[00:03:02.160 --> 00:03:04.560]  呢位嘅上帝 呢位嘅天父
[00:03:04.560 --> 00:03:07.720]  因為我哋人都有罪性
[00:03:07.720 --> 00:03:10.640]  而且呢 我哋唔係一生出嚟我哋識做天父
[00:03:10.640 --> 00:03:13.440]  唔係一生出嚟識做父親
[00:03:13.440 --> 00:03:16.240]  就好似三年前 當我大 我有兩個仔啦
[00:03:16.240 --> 00:03:19.440]  大嗰個仔呢 三年前呢小六畢業
[00:03:19.440 --> 00:03:22.520]  咁我就去兒童墓區啦 咁有個分享
[00:03:22.520 --> 00:03:26.800]  兒童墓區嘅墓者就邀請我去講 即係講咗幾句
[00:03:26.800 --> 00:03:28.600]  因為呢 我就喺嗰度呢
[00:03:28.600 --> 00:03:31.920]  其實最主要做咗一樣嘢就係呢 講對唔住
[00:03:31.920 --> 00:03:36.320]  我同咗我嘅大兒子講對唔住
[00:03:36.320 --> 00:03:40.840]  我亦都代表住當中所有小朋友嘅爸爸媽媽
[00:03:40.840 --> 00:03:43.920]  同呢班嘅孩子講對唔住
[00:03:43.920 --> 00:03:45.760]  我請佢哋原諒
[00:03:45.760 --> 00:03:48.400]  我哋有好多地方做得唔夠好
[00:03:48.400 --> 00:03:50.720]  體諒我哋都只不過係第一次
[00:03:50.720 --> 00:03:54.560]  或者第二次去做爸爸或者媽媽
[00:03:54.560 --> 00:03:58.120]  我哋有時會喺身體甚至心靈上面呢
[00:03:58.120 --> 00:04:00.240]  俾佢哋好多傷害
[00:04:00.240 --> 00:04:02.560]  其實我哋都好後悔
[00:04:02.560 --> 00:04:04.480]  我請佢哋原諒我哋
[00:04:04.480 --> 00:04:07.280]  我見到好多小朋友都
[00:04:07.280 --> 00:04:10.600]  好傷心 好難過 流眼淚
[00:04:10.600 --> 00:04:14.320]  甚至乎爸爸媽媽眼都眼濕濕
[00:04:14.320 --> 00:04:15.840]  嚟到今日
[00:04:15.840 --> 00:04:18.400]  我哋職稱嘅崇拜講道
[00:04:18.400 --> 00:04:21.120]  覺得我唔可以代表大家嘅爸爸媽媽
[00:04:21.120 --> 00:04:23.760]  甚至乎爸爸同大家去講對唔住
[00:04:23.760 --> 00:04:25.520]  因為學阿Pastor Jim 話齋
[00:04:25.520 --> 00:04:29.040]  我頂多咪係你哋嘅阿哥
[00:04:29.040 --> 00:04:31.040]  阿Jim
[00:04:31.040 --> 00:04:33.360]  OK
[00:04:33.360 --> 00:04:35.840]  所以呢
[00:04:35.840 --> 00:04:38.720]  我唔能夠代表你哋爸爸同你哋講對唔住
[00:04:38.720 --> 00:04:42.080]  但係我想代表住天父
[00:04:42.080 --> 00:04:45.120]  要到佢向大家發出一個呼籲
[00:04:45.120 --> 00:04:47.880]  就係唔好再俾地上面爸爸所做咗
[00:04:47.880 --> 00:04:50.120]  對你哋傷害嘅事情
[00:04:50.120 --> 00:04:55.000]  影響咗佢嘅形象
[00:04:55.000 --> 00:04:56.400]  天父話
[00:04:56.400 --> 00:05:00.240]  我唔係你哋地上面嘅爸爸
[00:05:00.240 --> 00:05:05.080]  我係你哋天上面嘅爸爸
[00:05:05.080 --> 00:05:07.040]  所以今日好想同大家一齊去認識
[00:05:07.040 --> 00:05:08.480]  更深認識呢位爸爸
[00:05:08.480 --> 00:05:10.160]  再一次嘅嚟到去建立
[00:05:10.160 --> 00:05:11.800]  更深嘅嚟到去建立同佢哋
[00:05:11.800 --> 00:05:14.360]  同呢位天父嘅關係
[00:05:14.360 --> 00:05:16.560]  咁樣我亦都希望
[00:05:16.560 --> 00:05:18.120]  呢個題目就係呢
[00:05:18.120 --> 00:05:21.480]  父親節快樂唔單止係呢位嘅天父開心
[00:05:21.480 --> 00:05:25.960]  我哋做仔女嘅都一樣咁開心
[00:05:25.960 --> 00:05:27.120]  二月情人節
[00:05:27.120 --> 00:05:28.080]  三月有咩呀
[00:05:28.080 --> 00:05:29.960]  白色情人節
[00:05:29.960 --> 00:05:31.520]  四月有兒童節
[00:05:31.520 --> 00:05:32.560]  五月母親節
[00:05:32.560 --> 00:05:35.120]  終於捱到係六月啦
[00:05:35.120 --> 00:05:37.680]  六月就父親節啦係咪
[00:05:37.680 --> 00:05:39.960]  聽日就係啦
[00:05:39.960 --> 00:05:42.400]  聽日就係啦係咪
[00:05:42.400 --> 00:05:45.600]  book咗位食飯未呀大家
[00:05:45.600 --> 00:05:48.040]  有啲有啲唔出社嗰啲
[00:05:48.040 --> 00:05:50.040]  其實呢未book唔緊要㗎
[00:05:50.040 --> 00:05:51.120]  聽日應該都有位㗎
[00:05:51.120 --> 00:05:53.440]  因為父親節同母親節唔同㗎
[00:05:53.440 --> 00:05:55.080]  通常都唔係甜飽係咪
[00:05:55.080 --> 00:05:58.080]  通常都係
[00:05:58.080 --> 00:06:00.400]  又再唔係下個禮拜先食囉得唔得
[00:06:00.400 --> 00:06:03.000]  平啲嘛係咪
[00:06:03.000 --> 00:06:03.920]  又唔使同人逼
[00:06:03.920 --> 00:06:08.440]  咁買咗禮物買咗禮物未呀
[00:06:08.440 --> 00:06:09.480]  都零頭呀
[00:06:09.480 --> 00:06:10.880]  唔緊要嘅都ok
[00:06:10.880 --> 00:06:13.000]  之後陣間去崇光囉係咪
[00:06:13.000 --> 00:06:15.200]  執兩件
[00:06:15.200 --> 00:06:16.400]  就係帽又好呀
[00:06:16.400 --> 00:06:17.200]  頸巾又好呀
[00:06:17.200 --> 00:06:18.760]  都係嗰啲啦你去都係咪
[00:06:18.760 --> 00:06:20.440]  做爸爸係咪
[00:06:20.440 --> 00:06:22.880]  即係男人老狗就係咁樣
[00:06:22.880 --> 00:06:24.800]  乜都冇所謂嘅係咪
[00:06:24.800 --> 00:06:25.880]  又或者聽日會唔會有人
[00:06:25.880 --> 00:06:29.120]  聽日早啲同爸爸去飲茶咁樣呀
[00:06:29.120 --> 00:06:30.000]  都有係咪
[00:06:30.000 --> 00:06:34.440]  其他嗰啲斜唔好玩啦係咪
[00:06:34.440 --> 00:06:35.480]  早啲搵佢飲茶
[00:06:35.480 --> 00:06:37.600]  佢話佢瞓晏啲好過係咪
[00:06:37.600 --> 00:06:38.640]  好啦
[00:06:38.640 --> 00:06:39.840]  其實我哋想唔想
[00:06:39.840 --> 00:06:42.160]  會好多同爸爸嘅傾計㗎
[00:06:42.160 --> 00:06:43.560]  我哋都好少係咪
[00:06:43.560 --> 00:06:46.640]  爸爸通常都唔鍾意講嘢
[00:06:46.640 --> 00:06:47.720]  會唔會係佢唔鍾意講嘢
[00:06:47.720 --> 00:06:48.960]  定係我哋其實唔係好明
[00:06:48.960 --> 00:06:53.920]  點樣同佢講嘢囉
[00:06:53.920 --> 00:06:55.720]  講起傾計
[00:06:55.720 --> 00:06:57.320]  我咁樣計過
[00:06:57.320 --> 00:07:00.640]  如果我哋唔係同爸爸媽媽住
[00:07:00.640 --> 00:07:03.400]  我哋大概如果一個月先見佢一次嘅話
[00:07:03.400 --> 00:07:04.920]  我哋一年見佢幾多次呀
[00:07:04.920 --> 00:07:06.800]  十二次啦係咪
[00:07:06.800 --> 00:07:07.960]  我哋每次見佢
[00:07:07.960 --> 00:07:11.080]  如果爸爸唔係好鍾意講嘢嘅話呢
[00:07:11.080 --> 00:07:13.520]  大概講到五句計啦得唔得呀
[00:07:13.520 --> 00:07:15.040]  ok囉
[00:07:15.040 --> 00:07:17.160]  咁如果當佢而家五十歲啦
[00:07:17.160 --> 00:07:18.720]  仲有五十年嘅時間啦
[00:07:18.720 --> 00:07:20.240]  佢其實係百年歸老咁係咪
[00:07:20.240 --> 00:07:21.440]  咁我哋之間呢
[00:07:21.440 --> 00:07:22.840]  其實呢條公式就係呢
[00:07:22.840 --> 00:07:25.720]  我哋大概仲可以同佢講三千句說話
[00:07:25.720 --> 00:07:28.440]  生去咗80%嗰啲係咩嚟㗎
[00:07:28.440 --> 00:07:30.240]  廢話就係係咪
[00:07:30.240 --> 00:07:33.040]  生去咗80%廢話之後淨返幾多呀
[00:07:33.040 --> 00:07:34.600]  淨返六百句咋喎
[00:07:34.600 --> 00:07:36.040]  係咪嗰啲咩廢話
[00:07:36.040 --> 00:07:37.440]  即係嗰啲
[00:07:37.440 --> 00:07:39.640]  淨係隻雞幾好食㗎嘛
[00:07:39.640 --> 00:07:43.600]  淨係個waiter咁鬼差啲服務態度嗰啲呢
[00:07:43.600 --> 00:07:46.080]  生曬嗰啲得返六百句㗎喎
[00:07:46.080 --> 00:07:50.080]  聽日父親節開始倒數緊㗎喎
[00:07:50.080 --> 00:07:51.920]  有冇諗過
[00:07:51.920 --> 00:07:54.320]  如果你真係每次見到佢面
[00:07:54.320 --> 00:07:57.360]  就係講五句說話嘅話
[00:07:57.360 --> 00:07:59.480]  你諗下可以同佢講啲乜嘢
[00:07:59.480 --> 00:08:01.800]  或者應該講啲乜嘢
[00:08:01.800 --> 00:08:04.720]  你先至唔會喺將來
[00:08:04.720 --> 00:08:08.200]  覺得後悔
[00:08:08.200 --> 00:08:10.040]  所以你聽日嘅父親節
[00:08:10.040 --> 00:08:11.320]  當你食飯嘅時候
[00:08:11.320 --> 00:08:12.840]  你仍然可以同爸爸
[00:08:12.840 --> 00:08:16.040]  繼續咁樣一齊喺度碌手機
[00:08:16.040 --> 00:08:17.720]  又可以同佢講下
[00:08:17.720 --> 00:08:21.040]  出咗部新機喎可以接得㗎喎
[00:08:21.040 --> 00:08:22.920]  你可以繼續講下有咩新apps
[00:08:22.920 --> 00:08:24.040]  最近出咗
[00:08:24.040 --> 00:08:25.920]  你都可以咁樣講
[00:08:25.920 --> 00:08:27.880]  定係要話你會選擇
[00:08:27.880 --> 00:08:29.360]  同佢傾下計
[00:08:29.360 --> 00:08:31.920]  講下心呢
[00:08:31.920 --> 00:08:35.840]  其實天上爸爸都係一個好緊張關係嘅爸爸
[00:08:35.840 --> 00:08:40.200]  所以佢好喜歡我哋真係用個心去同佢傾計
[00:08:40.200 --> 00:08:41.440]  主禱文
[00:08:41.440 --> 00:08:42.720]  就係弟兄錦平係咪
[00:08:42.720 --> 00:08:44.960]  佢講就係主禱文係咪
[00:08:44.960 --> 00:08:46.920]  主禱文就係一位嘅
[00:08:46.920 --> 00:08:48.240]  我哋嘅大哥哥係咪
[00:08:48.240 --> 00:08:49.520]  我哋嘅主耶穌
[00:08:49.520 --> 00:08:50.920]  佢教我哋呢班細佬妹
[00:08:50.920 --> 00:08:52.440]  真係細佬妹啦
[00:08:52.440 --> 00:08:55.240]  佢點樣去同天父去傾計
[00:08:55.240 --> 00:08:56.360]  幫我哋將
[00:08:56.360 --> 00:08:59.320]  天父畀我哋扭曲咗嗰個形象呢
[00:08:59.320 --> 00:09:01.000]  教返啱過嚟
[00:09:01.000 --> 00:09:02.720]  所以其實主禱文呢
[00:09:02.720 --> 00:09:05.160]  係一份好嘅父親節禮物嚟㗎喎
[00:09:05.160 --> 00:09:07.160]  如果送畀我哋嘅天父爸爸
[00:09:07.160 --> 00:09:09.600]  我哋一齊睇吓
[00:09:09.600 --> 00:09:11.200]  我哋一齊嘅嚟度讀一次先啦
[00:09:11.200 --> 00:09:12.280]  我哋嘅主禱文
[00:09:12.280 --> 00:09:14.000]  我哋一齊讀預備起
[00:09:14.000 --> 00:09:16.240]  我哋在天上的父
[00:09:16.240 --> 00:09:18.920]  願人都尊你的名為聖
[00:09:18.920 --> 00:09:20.720]  願你的國降臨
[00:09:20.720 --> 00:09:23.320]  願你的旨意行在地上
[00:09:23.320 --> 00:09:25.480]  如同行在天上
[00:09:25.480 --> 00:09:27.280]  我哋日用的飲食
[00:09:27.280 --> 00:09:29.040]  今日賜給我哋
[00:09:29.040 --> 00:09:30.360]  免我哋的債
[00:09:30.360 --> 00:09:32.560]  如同我哋免了人的債
[00:09:32.560 --> 00:09:34.800]  不叫我哋陷入試探
[00:09:34.800 --> 00:09:37.120]  救我哋脫離那惡者
[00:09:37.120 --> 00:09:40.120]  因為國道權柄榮耀
[00:09:40.120 --> 00:09:41.320]  全是你的
[00:09:41.320 --> 00:09:42.680]  直到永遠
[00:09:42.680 --> 00:09:44.360]  閂門
[00:09:44.360 --> 00:09:46.360]  大家係咪都熟主禱文呀
[00:09:46.360 --> 00:09:47.520]  熟唔熟呀
[00:09:47.520 --> 00:09:50.120]  熟啦係咪 調返轉去識背啦係咪
[00:09:50.120 --> 00:09:52.600]  哈哈哈哈 係咪 OK
[00:09:52.600 --> 00:09:53.880]  好咁問大家兩個問題先
[00:09:53.880 --> 00:09:55.520]  第一個問題
[00:09:55.520 --> 00:09:56.520]  未信耶穌嘅人
[00:09:56.520 --> 00:10:00.240]  可唔可以用主禱文祈禱呀
[00:10:00.240 --> 00:10:01.680]  其實未信耶穌嘅人呢
[00:10:01.680 --> 00:10:02.920]  佢哋可以祈禱
[00:10:02.920 --> 00:10:04.320]  但佢哋唔可以用主禱文祈禱喎
[00:10:04.320 --> 00:10:05.160]  點解呀
[00:10:05.160 --> 00:10:06.720]  因為第一個係咩嘢呀
[00:10:06.720 --> 00:10:08.880]  我們在天上的父
[00:10:08.880 --> 00:10:12.600]  佢哋未信嘅人係咪天父嘅子女呀
[00:10:12.600 --> 00:10:14.480]  未係喎
[00:10:14.480 --> 00:10:16.160]  可能差啲喎
[00:10:16.160 --> 00:10:19.040]  好啦第二個問題
[00:10:19.040 --> 00:10:20.560]  主耶穌佢教佢嘅門徒
[00:10:20.560 --> 00:10:21.560]  即係教我哋啦
[00:10:21.560 --> 00:10:24.000]  咁樣嚟到去同天父祈禱嘛係咪
[00:10:24.000 --> 00:10:28.080]  佢自己係咪咁樣祈禱㗎
[00:10:28.080 --> 00:10:30.440]  佢自己係咪咁樣祈禱㗎
[00:10:30.440 --> 00:10:32.880]  唔係
[00:10:32.880 --> 00:10:33.760]  點解呀
[00:10:33.760 --> 00:10:35.400]  我哋睇吓第十二字講咩呀
[00:10:35.400 --> 00:10:36.520]  一齊讀出嚟呀
[00:10:36.520 --> 00:10:38.200]  免我門的債
[00:10:38.200 --> 00:10:40.640]  而同我門免人的債
[00:10:40.640 --> 00:10:42.640]  耶穌冇欠債呀
[00:10:42.640 --> 00:10:43.840]  冇喎
[00:10:43.840 --> 00:10:46.520]  咁呢個祈禱係邊個發出嘅應該
[00:10:46.520 --> 00:10:47.400]  我哋
[00:10:47.400 --> 00:10:48.200]  係咪呀
[00:10:48.200 --> 00:10:49.120]  係我哋
[00:10:49.120 --> 00:10:50.600]  係我哋發出嘅
[00:10:50.600 --> 00:10:52.240]  所以我哋就睇下囉
[00:10:52.240 --> 00:10:54.680]  其實好緊要嘅原來呢個祈禱係
[00:10:54.680 --> 00:10:58.120]  特登為我哋而設的
[00:10:58.120 --> 00:10:59.000]  首先講下呢
[00:10:59.000 --> 00:11:00.120]  開頭嗰幾句呀
[00:11:00.120 --> 00:11:02.600]  今日會集中講後面嗰三句
[00:11:02.600 --> 00:11:05.120]  先講下前面嘅部分
[00:11:05.120 --> 00:11:06.040]  諸多文呢
[00:11:06.040 --> 00:11:08.080]  其實呢帶出咗上帝兩個嘅身份
[00:11:08.080 --> 00:11:09.600]  第一個身份就係呢
[00:11:09.600 --> 00:11:10.840]  父親啦當然係咪
[00:11:10.840 --> 00:11:11.560]  父親
[00:11:11.560 --> 00:11:13.680]  第二個身份呢係君王
[00:11:13.680 --> 00:11:15.400]  有冇留意到呢
[00:11:15.400 --> 00:11:17.400]  當第九節佢講到
[00:11:17.400 --> 00:11:20.640]  願你願人都尊你嘅名為聖
[00:11:20.640 --> 00:11:22.080]  願你的國降南
[00:11:22.080 --> 00:11:24.720]  願你的旨意行在地上
[00:11:24.720 --> 00:11:25.880]  呢邊提到嘅係
[00:11:25.880 --> 00:11:27.000]  你的
[00:11:27.000 --> 00:11:27.960]  你的
[00:11:27.960 --> 00:11:29.760]  你的
[00:11:29.760 --> 00:11:31.240]  講緊嘅
[00:11:31.240 --> 00:11:32.840]  係呢一位
[00:11:32.840 --> 00:11:33.600]  君王
[00:11:33.600 --> 00:11:35.800]  所有嘢都屬於佢
[00:11:35.800 --> 00:11:37.160]  甚至乎最後一句佢咁講
[00:11:37.160 --> 00:11:39.440]  佢話因為國道權並榮耀
[00:11:39.440 --> 00:11:40.640]  全是咩呀
[00:11:40.640 --> 00:11:41.440]  你的
[00:11:41.440 --> 00:11:42.520]  全是你的
[00:11:42.520 --> 00:11:43.640]  講緊嘅
[00:11:43.640 --> 00:11:45.480]  係屬於呢位君王
[00:11:45.480 --> 00:11:48.240]  所以我哋喺主導文裏面學嘅第一樣嘢
[00:11:48.240 --> 00:11:49.280]  第一樣嘢
[00:11:49.280 --> 00:11:50.480]  就係呢我哋要將
[00:11:50.480 --> 00:11:53.040]  我哋嘅中心點校返正
[00:11:53.040 --> 00:11:54.520]  對返住
[00:11:54.520 --> 00:11:57.640]  呢一位嘅君王
[00:11:57.640 --> 00:11:58.800]  唔係
[00:11:58.800 --> 00:12:01.880]  祈禱唔係我哋係主角
[00:12:01.880 --> 00:12:03.800]  個中心點唔係我哋身上
[00:12:03.800 --> 00:12:05.720]  原來主耶穌教我哋嘅祈禱
[00:12:05.720 --> 00:12:07.080]  第一個
[00:12:07.080 --> 00:12:07.920]  要做嘅
[00:12:07.920 --> 00:12:09.560]  教返正嘅
[00:12:09.560 --> 00:12:11.760]  就係對準返呢一位嘅君王
[00:12:11.760 --> 00:12:12.720]  呢位嘅神
[00:12:12.720 --> 00:12:15.400]  有冇咁樣諗過呀
[00:12:15.400 --> 00:12:18.480]  原來所有嘅嘢發生嘅
[00:12:18.480 --> 00:12:21.080]  都係為咗呢位君王
[00:12:21.080 --> 00:12:22.800]  為佢而成就
[00:12:22.800 --> 00:12:26.000]  為佢而存在
[00:12:26.000 --> 00:12:29.400]  所以我哋必須要知道原來祈禱
[00:12:29.400 --> 00:12:30.120]  第一樣嘢
[00:12:30.120 --> 00:12:31.000]  中心點
[00:12:31.000 --> 00:12:33.440]  係神
[00:12:33.440 --> 00:12:35.120]  跟住呢
[00:12:35.120 --> 00:12:38.520]  我哋跳落去講
[00:12:38.520 --> 00:12:41.680]  個三句同我哋好似好有關係
[00:12:41.680 --> 00:12:43.760]  個幾句嘅說話
[00:12:43.760 --> 00:12:45.520]  首先係
[00:12:45.520 --> 00:12:49.720]  我哋日用記飲食今日次給我哋
[00:12:49.720 --> 00:12:51.280]  我哋基於
[00:12:51.280 --> 00:12:52.600]  以神為中心呢個概念
[00:12:52.600 --> 00:12:55.280]  我哋一齊去睇呢一部分
[00:12:55.280 --> 00:12:58.120]  後面嗰三句講嘅係我哋日用記飲食
[00:12:58.120 --> 00:12:58.840]  我哋嘅債
[00:12:58.840 --> 00:13:00.200]  我哋遇見嘅試探
[00:13:00.200 --> 00:13:01.960]  裏面講嘅都係我哋
[00:13:01.960 --> 00:13:02.640]  我哋
[00:13:02.640 --> 00:13:03.920]  我哋
[00:13:03.920 --> 00:13:06.120]  天父會滿足我哋唔同嘅需要
[00:13:06.120 --> 00:13:08.280]  我哋就睇下我哋日用記飲食今日至今
[00:13:08.280 --> 00:13:10.280]  我哋呢一句嘅說話
[00:13:10.280 --> 00:13:12.720]  其實呢句說話好奇怪
[00:13:12.720 --> 00:13:14.480]  有冇聖經呀大家
[00:13:14.480 --> 00:13:15.600]  大家有冇聖經嘅時候呀
[00:13:15.600 --> 00:13:17.440]  打開馬太福音呀
[00:13:17.440 --> 00:13:19.440]  馬太福音第六章
[00:13:19.440 --> 00:13:20.560]  你睇下
[00:13:20.560 --> 00:13:22.640]  其實上下文講啲乜嘢
[00:13:22.640 --> 00:13:25.080]  講完主督文之後
[00:13:25.080 --> 00:13:28.920]  馬太福音之後講啲咩㗎
[00:13:28.920 --> 00:13:29.640]  有冇手機呀
[00:13:29.640 --> 00:13:32.600]  碌下啦俾你碌下啦
[00:13:32.600 --> 00:13:33.440]  講啲乜嘢呀
[00:13:33.440 --> 00:13:34.400]  主督文之後
[00:13:34.400 --> 00:13:38.520]  馬太福音第六章
[00:13:38.520 --> 00:13:40.160]  講咩㗎
[00:13:40.160 --> 00:13:42.520]  講禁食㗎喎
[00:13:42.520 --> 00:13:43.320]  講禁食㗎喎
[00:13:43.320 --> 00:13:44.880]  我再碌落啲呀
[00:13:44.880 --> 00:13:46.000]  我再碌落啲呀
[00:13:46.000 --> 00:13:49.600]  馬太福音第六章未講咩㗎
[00:13:49.600 --> 00:13:51.640]  不要憂慮喎
[00:13:51.640 --> 00:13:53.320]  每憂慮乜嘢呀
[00:13:53.320 --> 00:13:57.080]  每為生命憂慮吃乜嘢
[00:13:57.080 --> 00:13:58.440]  喝乜嘢
[00:13:58.440 --> 00:14:01.760]  或者為你哋嘅身體憂慮穿乜嘢
[00:14:01.760 --> 00:14:03.520]  冇憂慮喎
[00:14:03.520 --> 00:14:04.680]  點解喺主督文裏面
[00:14:04.680 --> 00:14:05.880]  耶穌要教我哋
[00:14:05.880 --> 00:14:08.600]  為我哋日用嘅飲食去求呀
[00:14:08.600 --> 00:14:10.680]  點解
[00:14:10.680 --> 00:14:12.920]  點解
[00:14:12.920 --> 00:14:14.880]  我繼續問問題呀
[00:14:14.880 --> 00:14:16.480]  喺呢一句嘅督文裏面
[00:14:16.480 --> 00:14:18.920]  邊個係我哋呀
[00:14:18.920 --> 00:14:20.720]  邊個係我哋呀
[00:14:20.720 --> 00:14:21.640]  我哋囉
[00:14:21.640 --> 00:14:23.920]  神嘅仔女囉
[00:14:23.920 --> 00:14:25.000]  神嘅仔女囉
[00:14:25.000 --> 00:14:28.360]  佢嘅百姓囉
[00:14:28.360 --> 00:14:31.920]  神每日將食物賜畀佢嘅百姓
[00:14:31.920 --> 00:14:33.920]  將水賜畀佢嘅百姓
[00:14:33.920 --> 00:14:37.840]  你諗起以色列民邊一段嘅歷史呀
[00:14:37.840 --> 00:14:38.680]  出埃及
[00:14:38.680 --> 00:14:39.400]  係咪呀
[00:14:39.400 --> 00:14:46.560]  出埃及
