
[00:00:00.000 --> 00:00:06.000]  邱子貝 我想這個世界每一天都在變化
[00:04:08.720 --> 00:04:12.520]  主耶穌在馬太福音24章
[00:04:12.520 --> 00:04:18.120]  也清楚地講到整個末世的一些的徵兆
[00:04:18.120 --> 00:04:21.240]  我們一起來讀馬太福音24章
[00:04:21.240 --> 00:04:25.440]  第七節
[00:04:25.440 --> 00:04:26.160]  我們一起來讀
[00:04:26.160 --> 00:04:27.360]  預備 請
[00:04:27.360 --> 00:04:29.360]  民要攻打民
[00:04:29.360 --> 00:04:31.920]  國要攻打國
[00:04:31.920 --> 00:04:34.040]  多處必有悽惶
[00:04:34.040 --> 00:04:34.760]  地震
[00:04:38.040 --> 00:04:40.920]  好 這裏提到說民要攻打民
[00:04:40.920 --> 00:04:44.640]  國要攻打國
[00:04:44.640 --> 00:04:50.280]  COVID-19讓整個世界安靜了一段時間
[00:04:50.280 --> 00:04:52.680]  但是後來沒多久
[00:04:52.680 --> 00:04:55.000]  你就發現一些國家就開始打起仗來
[00:04:55.000 --> 00:04:56.680]  有沒有
[00:04:56.680 --> 00:05:02.040]  包括俄羅斯跟烏克蘭
[00:05:02.040 --> 00:05:04.400]  大家都戴口罩
[00:05:04.400 --> 00:05:06.680]  他們不戴口罩
[00:05:06.680 --> 00:05:09.520]  因爲打仗還戴什麼口罩
[00:05:09.520 --> 00:05:11.920]  只能戴防毒面具
[00:05:11.920 --> 00:05:13.120]  你還記得嗎
[00:05:13.120 --> 00:05:15.320]  回想到四年前
[00:05:15.320 --> 00:05:20.080]  所以好像這個世界沒有辦法安靜下來
[00:05:20.080 --> 00:05:22.200]  到處都在征戰
[00:05:22.200 --> 00:05:24.040]  聖經已經清楚地讓我們看見
[00:05:24.040 --> 00:05:27.720]  末後的時候就是如此
[00:05:27.720 --> 00:05:30.520]  明天會更好嗎
[00:05:30.520 --> 00:05:34.520]  世界有一天會和平嗎
[00:05:34.520 --> 00:05:38.600]  會不會
[00:05:38.600 --> 00:05:42.160]  如果你從聖經來看是不會的
[00:05:42.160 --> 00:05:45.120]  所以聯合國他沒有辦法
[00:05:45.120 --> 00:05:47.400]  他註定要失敗
[00:05:47.400 --> 00:05:49.920]  因爲這個問題的解決
[00:05:49.920 --> 00:05:54.480]  不是靠一個組織可以解決
[00:05:54.480 --> 00:05:58.440]  不僅僅是國家之間
[00:05:58.440 --> 00:06:04.760]  就在川普總統要攻打伊朗之前
[00:06:04.760 --> 00:06:09.880]  他發表了國情的諮文
[00:06:09.880 --> 00:06:13.000]  在國會發表
[00:06:13.000 --> 00:06:16.400]  據說是歷史上以來
[00:06:16.400 --> 00:06:22.080]  總統發表國情諮文最長的一篇
[00:06:22.080 --> 00:06:26.280]  但是當他在臺上講的時候
[00:06:26.280 --> 00:06:31.200]  下面怎麼樣
[00:06:31.200 --> 00:06:34.800]  你會很明顯地發現
[00:06:34.800 --> 00:06:39.400]  這個有鼓掌的聲音有沒有
[00:06:39.400 --> 00:06:41.560]  但是還有呢
[00:06:41.560 --> 00:06:43.000]  還有噓聲
[00:06:43.000 --> 00:06:46.080]  甚至還有對罵聲
[00:06:46.080 --> 00:06:47.880]  共和黨民主黨
[00:06:47.880 --> 00:06:51.160]  你可以看見美國這些年來
[00:06:51.160 --> 00:06:54.000]  政治的立場的分歧
[00:06:54.000 --> 00:06:56.160]  兩黨的對立
[00:06:56.160 --> 00:06:59.400]  也強化了人民之間的對立
[00:06:59.400 --> 00:07:01.600]  有沒有
[00:07:01.600 --> 00:07:03.440]  每一次的選舉
[00:07:03.440 --> 00:07:05.080]  都會帶來這樣子的一個結果
[00:07:05.080 --> 00:07:07.640]  這是很悲哀的一件事情
[00:07:07.640 --> 00:07:11.680]  曾經被美國人引以爲豪
[00:07:11.680 --> 00:07:14.120]  也被世界人所推崇的
[00:07:14.120 --> 00:07:16.440]  所謂的民主制度
[00:07:16.440 --> 00:07:19.640]  也不過是如此
[00:07:19.640 --> 00:07:22.240]  我們不要把民主制度當神
[00:07:22.240 --> 00:07:26.560]  也不要把民主制度當做是神的旨意
[00:07:26.560 --> 00:07:28.640]  其實我們一再講
[00:07:28.640 --> 00:07:32.080]  聖經裏面講到老底家教會是什麼
[00:07:32.080 --> 00:07:36.880]  老底家原文的意思就是人民做主
[00:07:36.880 --> 00:07:39.240]  就是民主
[00:07:39.240 --> 00:07:41.560]  老底家是什麼樣的一個教會呢
[00:07:41.560 --> 00:07:44.240]  是主所責備的教會
[00:07:44.240 --> 00:07:47.160]  我們今天要的不是一個民主的國家
[00:07:47.160 --> 00:07:50.200]  民主的世界我們要的是什麼
[00:07:50.200 --> 00:07:52.400]  是一個上帝在掌管
[00:07:52.400 --> 00:07:55.080]  一個以基督爲中心的一個國家
[00:07:55.080 --> 00:07:56.080]  或者一個世界
[00:07:56.080 --> 00:07:58.320]  Amen
[00:07:58.320 --> 00:08:00.400]  Amen嗎
[00:08:00.400 --> 00:08:03.600]  很多人還在思考中啊
[00:08:03.600 --> 00:08:08.040]  有問題嗎
[00:08:08.040 --> 00:08:11.200]  這個世界越來越紛爭
[00:08:11.200 --> 00:08:12.760]  但是丟子妹
[00:08:12.760 --> 00:08:15.680]  主的心意不是如此
[00:08:15.680 --> 00:08:17.240]  我們今天所讀的這兩句經文
[00:08:17.240 --> 00:08:18.360]  你看見一件事情
[00:08:18.360 --> 00:08:19.720]  神的心意是什麼呢
[00:08:19.720 --> 00:08:23.440]  他說要使天上地上一切所有的
[00:08:23.440 --> 00:08:29.600]  都在基督裏面同歸於一
[00:08:29.600 --> 00:08:32.440]  格魯西斯保羅在一章二十節也這樣說
[00:08:32.440 --> 00:08:34.640]  他要使所有的萬有
[00:08:34.640 --> 00:08:41.840]  無論是地上的天上的都跟自己和好了
[00:08:41.840 --> 00:08:44.840]  所以你會發現一件事情
[00:08:44.840 --> 00:08:50.760]  神的心意是要這個世界是合一的
[00:08:50.760 --> 00:08:52.960]  因爲這是神的旨意
[00:08:52.960 --> 00:08:57.000]  都是照他自己所預定的美意
[00:08:57.000 --> 00:09:00.040]  叫我們知道他旨意的奧祕
[00:09:00.040 --> 00:09:00.960]  他的美意
[00:09:00.960 --> 00:09:02.040]  他的旨意
[00:09:02.040 --> 00:09:03.600]  神的旨意是什麼呢
[00:09:03.600 --> 00:09:05.840]  就是天上地上一切所有的
[00:09:05.840 --> 00:09:10.000]  都要在基督裏面有一天要同歸於一
[00:09:10.000 --> 00:09:11.640]  Amen
[00:09:11.640 --> 00:09:12.840]  但是丟子妹
[00:09:12.840 --> 00:09:19.120]  爲什麼今天這個世界爲什麼會這麼混亂
[00:09:19.120 --> 00:09:22.360]  我們看看上帝起初在創造的時候是怎麼說的
[00:09:22.360 --> 00:09:25.240]  上帝叫有光就有了光
[00:09:25.240 --> 00:09:26.800]  有暗就有暗
[00:09:26.800 --> 00:09:27.880]  是不是
[00:09:27.880 --> 00:09:30.000]  上帝叫光跟暗分明
[00:09:30.000 --> 00:09:32.360]  上帝看着是好的
[00:09:32.360 --> 00:09:32.960]  有沒有
[00:09:32.960 --> 00:09:33.440]  好的
[00:09:33.440 --> 00:09:35.640]  每一天照完就說好的
[00:09:35.640 --> 00:09:36.200]  好的
[00:09:36.200 --> 00:09:37.000]  好的
[00:09:37.000 --> 00:09:38.440]  上帝照的都是好的
[00:09:38.440 --> 00:09:44.320]  跟你旁邊說上帝照的都是好的
[00:09:44.320 --> 00:09:48.520]  最後一天當神創造完了之後
[00:09:48.520 --> 00:09:57.240]  上帝怎麼說
[00:09:57.240 --> 00:10:02.640]  上帝看着他一切所造的都甚好
[00:10:02.640 --> 00:10:04.920]  不僅僅是好是甚好
[00:10:04.920 --> 00:10:09.240]  親愛的丟子妹啊這個世界多好啊Amen
[00:10:09.240 --> 00:10:12.840]  好嗎
[00:10:12.840 --> 00:10:15.560]  最近南加州下了雨
[00:10:15.560 --> 00:10:18.120]  好不好
[00:10:18.120 --> 00:10:20.720]  你如果沒有下雨你就知道多不好
[00:10:20.720 --> 00:10:22.520]  是不是
[00:10:22.520 --> 00:10:25.080]  所以現在下雨多好是不是
[00:10:25.080 --> 00:10:27.080]  但是很多地方下雨不斷
[00:10:27.080 --> 00:10:29.920]  洪水都來了好不好
[00:10:29.920 --> 00:10:32.480]  現在這個世界到處都是這種極端的天候
[00:10:32.480 --> 00:10:34.000]  對不對
[00:10:34.000 --> 00:10:36.040]  本來到北極去看冰
[00:10:36.040 --> 00:10:38.920]  現在看什麼
[00:10:38.920 --> 00:10:43.480]  看滑冰
[00:10:43.480 --> 00:10:46.840]  所以整個世界亂套了
[00:10:46.840 --> 00:10:52.000]  整個世界不像起初上帝創造的時候那種光景了
[00:10:52.000 --> 00:10:53.400]  爲什麼會如此
[00:10:53.400 --> 00:10:56.560]  大地好像都受了咒詛
[00:10:56.560 --> 00:11:04.400]  原來創世紀第三章發生了什麼事情
[00:11:04.400 --> 00:11:05.800]  發生什麼事情
[00:11:05.800 --> 00:11:08.840]  亞當、夏娃犯罪是不是
[00:11:08.840 --> 00:11:12.520]  亞當、夏娃犯罪是怎麼犯罪的
[00:11:12.520 --> 00:11:17.120]  誰叫他們犯罪
[00:11:17.120 --> 00:11:20.480]  魔鬼引誘他是不是
[00:11:20.480 --> 00:11:22.200]  親愛的丟子妹你看到沒有
[00:11:22.200 --> 00:11:25.360]  所以魔鬼從一開始
[00:11:25.360 --> 00:11:29.520]  他就是要人分裂
[00:11:29.520 --> 00:11:32.240]  他就是要人離開神遠離神
[00:11:32.240 --> 00:11:34.040]  這是魔鬼的計劃
[00:11:34.040 --> 00:11:36.560]  跟上帝的計劃是完全不同的
[00:11:36.560 --> 00:11:38.560]  上帝的心意是合一
[00:11:38.560 --> 00:11:39.360]  對不對
[00:11:39.360 --> 00:11:41.080]  但是魔鬼的計劃是什麼
[00:11:41.080 --> 00:11:42.880]  是分裂
[00:11:42.880 --> 00:11:44.960]  所以親愛的丟子妹請你記得一件事情
[00:11:44.960 --> 00:11:47.560]  上帝的工作是合一
[00:11:47.560 --> 00:11:49.840]  魔鬼的工作是分裂
[00:11:49.840 --> 00:11:51.400]  哪個地方有分裂
[00:11:51.400 --> 00:11:53.640]  哪個地方就是魔鬼在那邊掌權
[00:11:53.640 --> 00:11:55.120]  哪個地方有合一
[00:11:55.120 --> 00:11:56.920]  就看見是上帝在那邊掌權
[00:11:56.920 --> 00:12:00.640]  Amen
[00:12:00.640 --> 00:12:03.160]  所以保羅在講的《以福所殊》
[00:12:03.160 --> 00:12:05.080]  講到整個的一個藍圖
[00:12:05.080 --> 00:12:08.120]  你知道《以福所殊》是在講到教會的藍圖
[00:12:08.120 --> 00:12:09.640]  他講到神的旨意
[00:12:09.640 --> 00:12:12.600]  講到神屬靈各樣的福氣的時候
[00:12:12.600 --> 00:12:15.760]  講完了之後他就講到這個恩典
[00:12:15.760 --> 00:12:16.920]  這個恩典呢
[00:12:16.920 --> 00:12:20.240]  他就講到這個恩典是最後要帶來一個什麼樣的恩典呢
[00:12:20.240 --> 00:12:21.880]  就是所有的一切
[00:12:21.880 --> 00:12:29.760]  天上地上所有的一切都在基督的裏面同歸於一
[00:12:29.760 --> 00:12:35.400]  同歸於一這個字原文的意思
[00:12:35.400 --> 00:12:38.280]  其實原文有17個字
[00:12:38.280 --> 00:12:40.480]  它是兩個字合在一起的
[00:12:40.480 --> 00:12:47.920]  前面Anna是"在"的意思
[00:12:47.920 --> 00:12:50.880]  所以它的意思是什麼呢
[00:12:50.880 --> 00:12:55.280]  就是"在"合在一起
[00:12:55.280 --> 00:12:57.640]  英文說把它sum up
[00:12:57.640 --> 00:12:59.800]  你們有沒有學會計的
[00:12:59.800 --> 00:13:02.360]  或者是你自己做簡單的計算
[00:13:02.360 --> 00:13:03.600]  用Excel
[00:13:03.600 --> 00:13:06.720]  你把這個禮拜支出多少錢
[00:13:06.720 --> 00:13:08.320]  或者這個收入多少錢
[00:13:08.320 --> 00:13:10.240]  你把所有的錢
[00:13:10.240 --> 00:13:12.800]  收入的錢通通把它列列列
[00:13:12.800 --> 00:13:15.960]  列完之後你最後用一個什麼
[00:13:15.960 --> 00:13:18.040]  sum
[00:13:18.040 --> 00:13:20.800]  sum是什麼
[00:13:20.800 --> 00:13:22.280]  總計
[00:13:22.280 --> 00:13:23.680]  總結
[00:13:23.680 --> 00:13:24.480]  是不是
[00:13:24.480 --> 00:13:26.120]  所以這個字的意思就是
[00:13:26.120 --> 00:13:31.200]  其中一個意思就是sum up again
[00:13:31.200 --> 00:13:33.320]  換句話說again表示
[00:13:33.320 --> 00:13:37.160]  這是本來神的心意就是如此
[00:13:37.160 --> 00:13:40.720]  神本來就是要萬有
[00:13:40.720 --> 00:13:47.520]  通通都在他的裏面是合一的
[00:13:47.520 --> 00:13:49.640]  夫妻是合一的
[00:13:49.640 --> 00:13:51.960]  家庭是合一的
[00:13:51.960 --> 00:13:54.360]  教會是合一的
[00:13:54.360 --> 00:13:56.000]  國家是合一的
[00:13:56.000 --> 00:13:58.640]  整個世界都是合一的
[00:13:58.640 --> 00:14:03.840]  甚至人與大地萬物通通都在基督的裏面
[00:14:03.840 --> 00:14:08.920]  是合一的
[00:14:08.920 --> 00:14:12.280]  這也就是將來千禧年將來這個新天新地
[00:14:12.280 --> 00:14:17.240]  神應許的時候你看見沒有
[00:14:17.240 --> 00:14:21.240]  整個人跟動物野獸
[00:14:21.240 --> 00:14:24.200]  通通都是和平的相處有沒有
[00:14:24.200 --> 00:14:28.920]  在你聖經裏面講到千禧年的時候
[00:14:28.920 --> 00:14:30.440]  親愛的弟兄姐妹
[00:14:30.440 --> 00:14:33.160]  那這是神的心意
[00:14:33.160 --> 00:14:38.840]  神要宇宙萬物都在基督的裏面合而爲一
[00:14:38.840 --> 00:14:41.320]  所以將來請問弟兄姐妹
[00:14:41.320 --> 00:14:46.680]  我們到天堂的時候還會吵架嗎
[00:14:46.680 --> 00:14:48.280]  會不會吵架
[00:14:48.280 --> 00:14:49.640]  不會
[00:14:49.640 --> 00:14:56.720]  那爲什麼在地上要吵架
[00:14:56.720 --> 00:14:57.840]  將來不會吵架嘛
[00:14:57.840 --> 00:15:02.640]  所以在地上好好吵一吵是吧
[00:15:02.640 --> 00:15:06.880]  親愛的弟兄姐妹請問在天上
[00:15:06.880 --> 00:15:10.040]  我們還會聽到打架嗎
[00:15:10.040 --> 00:15:14.680]  還會看見有人用槍炮彼此在攻打嗎
[00:15:14.680 --> 00:15:17.240]  不會
[00:15:17.240 --> 00:15:19.360]  那是神的果
[00:15:19.360 --> 00:15:21.440]  那是神的心意
[00:15:21.440 --> 00:15:24.920]  上帝起初在創造伊甸園的時候創造的世界
[00:15:24.920 --> 00:15:26.680]  伊甸園就象徵着今天的世界
[00:15:26.680 --> 00:15:30.480]  他所創造的起初的心意就是如此
[00:15:30.480 --> 00:15:34.280]  所以你看亞當在那邊叫大象的時候
[00:15:34.280 --> 00:15:36.400]  他叫獅子他叫猛虎
[00:15:36.400 --> 00:15:38.160]  他叫他的名字就叫他的名字
[00:15:38.160 --> 00:15:42.240]  他叫他來他就來
[00:15:42.240 --> 00:15:45.640]  這是起初上帝創造的意識
[00:15:45.640 --> 00:15:47.040]  請記得一件事情
[00:15:47.040 --> 00:15:52.560]  神的旨意神的計劃會不會被破壞
[00:15:52.560 --> 00:15:53.960]  不會
[00:15:53.960 --> 00:15:57.440]  雖然仇敵魔鬼想要破壞他
[00:15:57.440 --> 00:15:59.880]  但是神至終他的旨意一定成就
[00:15:59.880 --> 00:16:01.600]  你相信這件事情
[00:16:01.600 --> 00:16:05.720]  神的計劃必定要成全
[00:16:05.720 --> 00:16:07.280]  神在你身上的計劃
[00:16:07.280 --> 00:16:08.640]  神在你家庭的計劃
[00:16:08.640 --> 00:16:10.520]  神在他教會的計劃
[00:16:10.520 --> 00:16:13.200]  必定要成全
[00:16:13.200 --> 00:16:14.440]  這是神的心意
[00:16:14.440 --> 00:16:17.320]  所以親愛的兄弟姐妹
[00:16:17.320 --> 00:16:21.200]  反過來
[00:16:21.200 --> 00:16:24.680]  這個
[00:16:24.680 --> 00:16:27.760]  合一是一個祝福
[00:16:27.760 --> 00:16:29.120]  反過來呢
[00:16:29.120 --> 00:16:34.440]  分裂是宙主
[00:16:34.440 --> 00:16:36.240]  我們看見
[00:16:36.240 --> 00:16:41.760]  這個世界到處充滿紛爭
[00:16:41.760 --> 00:16:46.680]  根據統計
[00:16:46.680 --> 00:16:48.920]  美國的
[00:16:48.920 --> 00:16:52.480]  按照所謂的仇恨犯罪率
[00:16:52.480 --> 00:16:54.320]  根據這個統計
[00:16:54.320 --> 00:16:55.400]  它裏面這個表格
[00:16:55.400 --> 00:16:58.440]  你看最高的是51.5%
[00:16:58.440 --> 00:16:59.840]  有沒有
[00:16:59.840 --> 00:17:06.480]  這個51.5%是因爲種族
[00:17:06.480 --> 00:17:08.000]  就是race
[00:17:08.000 --> 00:17:09.240]  ethnic
[00:17:09.240 --> 00:17:11.680]  根據因爲這個關係
[00:17:11.680 --> 00:17:14.760]  而帶來的仇恨犯罪
[00:17:14.760 --> 00:17:19.680]  是佔到最高51.5%
[00:17:19.680 --> 00:17:20.880]  那你看看
[00:17:20.880 --> 00:17:22.680]  特別我們洛杉磯
[00:17:22.680 --> 00:17:24.960]  紐約這些大城市
[00:17:24.960 --> 00:17:27.320]  各式各樣的不同的種族
[00:17:27.320 --> 00:17:27.920]  是不是
[00:17:27.920 --> 00:17:29.040]  不要說外面了
[00:17:29.040 --> 00:17:32.600]  我們華人教會也是大概至少兩個語言
[00:17:32.600 --> 00:17:33.720]  是不是
[00:17:33.720 --> 00:17:35.080]  所以種族的不同
[00:17:35.080 --> 00:17:36.200]  語言的不同
[00:17:36.200 --> 00:17:39.680]  很容易就造成了
[00:17:39.680 --> 00:17:44.720]  這種仇恨
[00:17:44.720 --> 00:17:46.400]  除了種族的關係
[00:17:46.400 --> 00:17:49.960]  另外23.6%
[00:17:49.960 --> 00:17:53.360]  是因爲宗教的關係
[00:17:53.360 --> 00:17:56.240]  你可以看見伊斯蘭教
[00:17:56.240 --> 00:17:58.680]  這個跟猶太教
[00:17:58.680 --> 00:18:00.360]  伊斯蘭教跟基督教
[00:18:00.360 --> 00:18:01.200]  有沒有
[00:18:01.200 --> 00:18:03.240]  這種仇恨的犯罪
[00:18:03.240 --> 00:18:05.960]  也是佔了第二高
[00:18:05.960 --> 00:18:08.640]  第三個是性傾向
[00:18:08.640 --> 00:18:12.400]  佔了18.1%
[00:18:12.400 --> 00:18:16.240]  這個是美國左派政府搞出來的東西
[00:18:16.240 --> 00:18:20.480]  就是因爲LGBTQ這個movement
[00:18:20.480 --> 00:18:23.960]  所造成的這種仇恨犯罪
[00:18:23.960 --> 00:18:25.120]  所以我們看見
[00:18:25.120 --> 00:18:32.080]  今天美國也是到處都是充滿着一個紛爭的一個情況
[00:18:32.080 --> 00:18:35.960]  家庭呢
[00:18:35.960 --> 00:18:41.000]  美國每一年夫妻離婚所帶來的影響
[00:18:41.000 --> 00:18:46.200]  產生了兩百萬的孤兒
[00:18:46.200 --> 00:18:50.400]  所以你看今天爲什麼美國這麼多的一些好像定時炸彈
[00:18:50.400 --> 00:18:52.040]  好像不定時炸彈在那個地方
[00:18:52.040 --> 00:18:52.800]  有沒有
[00:18:52.800 --> 00:18:55.920]  很多孩子一下走進校園
[00:18:55.920 --> 00:18:57.520]  這個人也沒有犯罪記錄
[00:18:57.520 --> 00:18:59.160]  沒有前科
[00:18:59.160 --> 00:19:01.760]  但是你去看看這些的家庭
[00:19:01.760 --> 00:19:04.840]  很多時候是出了一些問題的
[00:19:04.840 --> 00:19:06.520]  所以家庭出問題
[00:19:06.520 --> 00:19:08.240]  夫妻關係的問題
[00:19:08.240 --> 00:19:11.760]  造成了許多的孩子也受累
[00:19:11.760 --> 00:19:17.640]  這是今天美國的家庭的很大的問題
[00:19:17.640 --> 00:19:18.880]  在這一切的當中
[00:19:18.880 --> 00:19:20.080]  親愛的同志們
[00:19:20.080 --> 00:19:22.600]  帶來的結果是什麼呢
[00:19:22.600 --> 00:19:23.960]  我們看看聖經上的話
[00:19:23.960 --> 00:19:24.760]  我們一起來唸好不好
[00:19:24.760 --> 00:19:25.880]  來 預備請
[00:19:25.880 --> 00:19:30.920]  凡一國自相紛爭就成爲荒場
[00:19:30.920 --> 00:19:38.240]  一臣一家自相紛爭必站立不住
[00:19:38.240 --> 00:19:46.080]  一國自相紛爭就成爲荒場
[00:19:46.080 --> 00:19:53.240]  所以其實今天美國最大的問題
[00:19:53.240 --> 00:19:55.840]  還不是經濟的問題
[00:19:55.840 --> 00:19:59.640]  美國最大的問題是什麼你知道嗎
[00:19:59.640 --> 00:20:03.160]  今天美國走在一個
[00:20:03.160 --> 00:20:08.360]  充滿了衝突對立的一個情況
[00:20:08.360 --> 00:20:10.320]  其實一個不好
[00:20:10.320 --> 00:20:12.400]  也很可能就
[00:20:12.400 --> 00:20:14.920]  也許就會再次發生內戰
[00:20:14.920 --> 00:20:15.760]  記不記得
[00:20:15.760 --> 00:20:19.080]  記不記得美國南北戰爭的時候
[00:20:19.080 --> 00:20:21.880]  我記得有一次陳導還提
[00:20:21.880 --> 00:20:28.040]  林肯總統當時要發佈解放黑奴宣言的時候
[00:20:28.040 --> 00:20:31.680]  他要面對到一個很大的一個很大的一個掙扎跟壓力
[00:20:31.680 --> 00:20:32.840]  爲什麼
[00:20:32.840 --> 00:20:36.280]  因爲當時候南北戰爭裏面對於解放
[00:20:36.280 --> 00:20:39.960]  對於黑奴的這一個問題是截然不同的
[00:20:39.960 --> 00:20:45.920]  甚至在他自己的這個他們這個北軍的裏面
[00:20:45.920 --> 00:20:51.000]  也有不同的聲音
[00:20:51.000 --> 00:20:56.120]  所以林肯尋求神的心意
[00:20:56.120 --> 00:20:59.520]  他清楚知道神的心意
[00:20:59.520 --> 00:21:05.400]  因此他勇敢的做了這一個這個解放黑奴的宣言
[00:21:05.400 --> 00:21:07.920]  神與他同在
[00:21:07.920 --> 00:21:13.560]  所以親愛的兄弟妹你會發現那個關鍵在哪裏
[00:21:13.560 --> 00:21:19.160]  關鍵就是我們是不是在神的旨意的裏面
[00:21:19.160 --> 00:21:22.840]  一個國家如果他們敬畏神
[00:21:22.840 --> 00:21:26.520]  這個國家神是祝福他的
[00:21:26.520 --> 00:21:30.600]  以耶和華那國爲神的
[00:21:30.600 --> 00:21:35.480]  以耶和華的神爲神的那國是有福的
[00:21:35.480 --> 00:21:39.120]  就說明美國本來是一個敬畏神的國家
[00:21:39.120 --> 00:21:42.160]  本來是我們的神很清楚
[00:21:42.160 --> 00:21:46.240]  現在你必須要講清楚到底你信的是哪個神
[00:21:46.240 --> 00:21:48.000]  這邊有穆斯林的阿拉
[00:21:48.000 --> 00:21:50.600]  這邊還有這個什麼什麼各式各樣的宗教
[00:21:50.600 --> 00:21:52.520]  有印度教有各式各樣的宗教
[00:21:52.520 --> 00:21:54.880]  所以你要說你是信神的
[00:21:54.880 --> 00:21:58.080]  你必須要講清楚你信的到底是什麼
[00:21:58.080 --> 00:22:01.200]  可是原本在美國沒有這個問題的
[00:22:01.200 --> 00:22:07.960]  一城一家自相紛爭必站立不住
[00:22:07.960 --> 00:22:12.560]  所以紛爭的結果就一定是
