
[00:00:00.000 --> 00:00:03.040]  今日呢我哋繼續呢一個Worship嘅Series
[00:13:30.000 --> 00:13:30.600]  你又發現呢
[00:13:30.600 --> 00:13:33.120]  咦 好似有啲
[00:13:33.120 --> 00:13:34.480]  有啲唔係好妥
[00:13:34.480 --> 00:13:35.000]  喂
[00:13:35.000 --> 00:13:35.960]  點解唔係好妥呢
[00:13:35.960 --> 00:13:36.720]  頭先我咪講呀
[00:13:36.720 --> 00:13:37.840]  有金有銀呀
[00:13:37.840 --> 00:13:38.760]  有兵馬呀
[00:13:38.760 --> 00:13:40.320]  有呢啲咁嘅外交呀等等
[00:13:40.320 --> 00:13:41.600]  喂
[00:13:41.600 --> 00:13:43.320]  呢啲好正常呀
[00:13:43.320 --> 00:13:45.000]  喺古今中外
[00:13:45.000 --> 00:13:46.120]  所有嘅君王
[00:13:46.120 --> 00:13:47.040]  所有嘅統治者
[00:13:47.040 --> 00:13:48.760]  國家嘅掌
[00:13:48.760 --> 00:13:50.320]  國家嘅 唔係掌門人
[00:13:50.320 --> 00:13:51.560]  係
[00:13:51.560 --> 00:13:52.680]  領導人 ok
[00:13:52.680 --> 00:13:53.680]  國家領導人
[00:13:53.680 --> 00:13:54.280]  國家領導人
[00:13:54.280 --> 00:13:55.400]  都需要呢啲嘢 係咪
[00:13:55.400 --> 00:13:56.120]  喂
[00:13:56.120 --> 00:13:58.040]  但喺聖經裏面點樣去
[00:13:58.040 --> 00:14:00.360]  評估一個王呢
[00:14:00.360 --> 00:14:02.240]  如果返返去
[00:14:02.240 --> 00:14:04.000]  五經嘅話呢
[00:14:04.000 --> 00:14:06.360]  《新明記》第十七章
[00:14:06.360 --> 00:14:07.360]  你留意下囉
[00:14:07.360 --> 00:14:09.080]  我哋睇一睇呢段聖經
[00:14:09.080 --> 00:14:10.960]  你再比較一下
[00:14:10.960 --> 00:14:12.720]  呢段聖經裏面講一個王
[00:14:12.720 --> 00:14:14.760]  上帝對佢有咩要求嘅時候
[00:14:14.760 --> 00:14:15.760]  你再睇返頭先
[00:14:15.760 --> 00:14:17.960]  所羅門點樣描述佢嘅時候
[00:14:17.960 --> 00:14:18.800]  你會唔會覺得
[00:14:18.800 --> 00:14:19.920]  有啲係
[00:14:19.920 --> 00:14:21.200]  幾得意 有啲
[00:14:21.200 --> 00:14:23.400]  唔係好妥 係咪
[00:14:23.400 --> 00:14:25.680]  十七章十四節
[00:14:25.680 --> 00:14:26.560]  你到耶和華
[00:14:26.560 --> 00:14:28.200]  你上帝所賜畀你嘅地
[00:14:28.200 --> 00:14:29.080]  得了那地
[00:14:29.080 --> 00:14:30.880]  居於其中嘅時候
[00:14:30.880 --> 00:14:31.760]  若說
[00:14:31.760 --> 00:14:34.080]  我哋要立王
[00:14:34.080 --> 00:14:35.240]  治理我哋將四維
[00:14:35.240 --> 00:14:36.880]  所有嘅國家一樣
[00:14:36.880 --> 00:14:38.600]  你一定要立耶和華
[00:14:38.600 --> 00:14:41.600]  你上帝所揀選嘅人
[00:14:41.600 --> 00:14:42.600]  為你一個王
[00:14:42.600 --> 00:14:44.480]  要從你嘅兄弟裏面
[00:14:44.480 --> 00:14:46.600]  一人立佢為王
[00:14:46.600 --> 00:14:47.600]  不可以立你兄弟
[00:14:47.600 --> 00:14:48.520]  以外嘅外邦人
[00:14:48.520 --> 00:14:49.080]  治理你地
[00:14:49.080 --> 00:14:50.360]  of course
[00:14:50.360 --> 00:14:52.360]  只要王不可以為自己
[00:14:52.360 --> 00:14:53.400]  家添馬匹
