
[00:00:00.000 --> 00:00:02.840]  在我們繼續講下去的時候,我想我們先站在一旁
[00:03:02.040 --> 00:03:04.740]  根據你的研究,或者你的了解
[00:03:04.740 --> 00:03:07.200]  其實第一第二節,他是在回應
[00:03:07.200 --> 00:03:09.760]  哥倫多教會裏面有些人對他的批評
[00:03:09.760 --> 00:03:11.580]  即是覺得他甚麼
[00:03:11.580 --> 00:03:15.540]  覺得他講話粗鄙
[00:03:16.300 --> 00:03:19.760]  又或者覺得他有些東西又不敢直接講
[00:03:19.760 --> 00:03:24.280]  即是不太敢在一些頂尖會面前直接地講
[00:03:24.280 --> 00:03:28.520]  頂尖會你覺得保羅敢不敢直接跟一些頂尖會講話
[00:03:28.520 --> 00:03:30.300]  應該夠膽講
[00:03:30.300 --> 00:03:33.320]  嘩,如果有一個
[00:03:33.320 --> 00:03:36.500]  即是地位超然的目者
[00:03:36.500 --> 00:03:38.760]  走來跟大家講一番說話
[00:03:38.760 --> 00:03:40.520]  嗱,那個不是我
[00:03:40.520 --> 00:03:45.700]  講一番說話,然後你們的反應是甚麼
[00:03:46.880 --> 00:03:49.120]  嘩,他的回應就好像這班人一樣
[00:03:49.120 --> 00:03:51.300]  即是,這裏其實顯示了一件事
[00:03:51.300 --> 00:03:53.760]  就是那班頂尖會不聽
[00:03:53.760 --> 00:03:57.220]  而且還在反駁
[00:03:57.220 --> 00:03:59.920]  即是那個很超然的目者
[00:03:59.920 --> 00:04:03.340]  去講他,去告訴他們他們的問題
[00:04:03.340 --> 00:04:09.020]  所以保羅在這一段聖經裏面
[00:04:09.020 --> 00:04:10.200]  他繼續這樣講
[00:04:10.200 --> 00:04:13.300]  他說他自己爭戰,或者我們
[00:04:13.300 --> 00:04:18.860]  我們屬主人爭戰的那個武器是甚麼
[00:04:18.860 --> 00:04:20.360]  我們看看第三節
[00:04:20.360 --> 00:04:26.360]  第三節,有沒有,有一點點
[00:04:26.360 --> 00:04:27.900]  他說,第三節是
[00:04:27.900 --> 00:04:30.520]  因為我們雖然在血氣中行事
[00:04:30.520 --> 00:04:33.020]  卻不憑著血氣爭戰
[00:04:33.020 --> 00:04:36.260]  即是說,本來這裏講了一件事
[00:04:36.260 --> 00:04:40.720]  我們屬主的人是在血氣裏面行事的
[00:04:40.720 --> 00:04:43.320]  這個血氣可以解作這個世界
[00:04:43.320 --> 00:04:46.400]  這個世界,或者屬肉體的
[00:04:46.400 --> 00:04:50.020]  即是說,其實我們沒辦法超越這個世界
[00:04:50.020 --> 00:04:52.360]  因為我們都生活在這個世界
[00:04:52.360 --> 00:04:54.620]  我們有個肉身在這裏
[00:04:54.620 --> 00:04:56.620]  我們沒辦法超越我們的肉身的
[00:04:56.620 --> 00:04:57.920]  是不是
[00:04:57.920 --> 00:05:01.000]  所以你每一天都在這個世上活著的
[00:05:01.000 --> 00:05:04.840]  你一定會面對這個世界很多不同的東西的
[00:05:04.840 --> 00:05:08.660]  所以,你上班可能是一個戰場
[00:05:09.160 --> 00:05:11.640]  你在家裏,可能是一個戰場
[00:05:11.640 --> 00:05:15.200]  你面對某人,可能是一個戰場
[00:05:15.200 --> 00:05:17.440]  你面對街上的人
[00:05:17.440 --> 00:05:20.240]  都隨時可能會興起一場戰爭
[00:05:20.240 --> 00:05:23.360]  話說我星期一去買菜
[00:05:23.360 --> 00:05:27.020]  很簡單,真的去買菜沒甚麼
[00:05:27.020 --> 00:05:30.160]  行過魚檔,見到一條魚,挺好的
[00:05:30.160 --> 00:05:32.800]  又便宜又靚又正,就買了
[00:05:32.800 --> 00:05:34.100]  買完之後
[00:05:34.100 --> 00:05:37.820]  現在不知道是不是新的徵收交代稅的問題
[00:05:37.820 --> 00:05:40.760]  即是說,他不會幫你包好,然後一整條給你
[00:05:40.760 --> 00:05:44.360]  因為做甚麼呢,就是那個師傅在劏魚的時候
[00:05:44.360 --> 00:05:47.160]  那個賣魚給我的人,就給了我一個白色膠袋
[00:05:47.160 --> 00:05:48.320]  拿在手上
[00:05:48.320 --> 00:05:50.760]  大家覺得這個白色膠袋是用來做甚麼的呢
[00:05:50.760 --> 00:05:52.980]  裝魚的,是不是
[00:05:52.980 --> 00:05:54.980]  事實上是用來裝魚的
[00:05:54.980 --> 00:05:57.220]  但是過程是很離奇的
[00:05:57.220 --> 00:06:01.400]  我拿著膠袋,走過去那個劏魚師傅那裏
[00:06:01.400 --> 00:06:03.020]  打算給他
[00:06:03.020 --> 00:06:04.900]  他又不動
[00:06:05.680 --> 00:06:09.080]  然後我給了他,他拿了那個膠袋
[00:06:09.080 --> 00:06:11.300]  然後他就定了在那裏
[00:06:11.300 --> 00:06:13.980]  整個過程他都不出聲
[00:06:13.980 --> 00:06:16.900]  那
[00:06:16.900 --> 00:06:18.560]  那我在那裏做甚麼呢
[00:06:18.560 --> 00:06:22.040]  我懷疑他是不是想拿我身上
[00:06:22.040 --> 00:06:25.000]  叫我多拿一個袋出來,我又帶著那個購物袋
[00:06:25.000 --> 00:06:26.280]  就拿給他
[00:06:26.280 --> 00:06:29.080]  然後我開始見到他的臉色一變
[00:06:29.080 --> 00:06:32.820]  突然間,我舉起我的頭,「拿著啦」
[00:06:35.680 --> 00:06:37.500]  原來他是想我
[00:06:37.500 --> 00:06:40.980]  我拿著這一邊,他又拿著那一邊
[00:06:40.980 --> 00:06:44.700]  這樣就張開了袋子,魚就可以放下去了
[00:06:44.700 --> 00:06:50.500]  可能我理解能力比較低一點
[00:06:50.500 --> 00:06:52.360]  是不是
[00:06:52.360 --> 00:06:56.080]  頂姐妹
[00:06:56.080 --> 00:06:58.980]  你知不知道一場戰爭
[00:06:58.980 --> 00:07:01.840]  就是可以這樣孕發出來的
[00:07:01.840 --> 00:07:04.620]  你有沒有試過在街市見到人
[00:07:04.620 --> 00:07:06.180]  突然間你賣馬送
[00:07:06.180 --> 00:07:09.860]  突然又說髒話,又給錢,又罵罵罵
[00:07:09.860 --> 00:07:12.040]  罵到「我以後都不來買了」
[00:07:12.040 --> 00:07:14.540]  然後那個人就說「我以後都不賣東西給你了」
[00:07:14.540 --> 00:07:16.180]  你有沒有聽過
[00:07:16.180 --> 00:07:20.760]  有吧,我們經常去街市都聽不少的
[00:07:20.760 --> 00:07:23.240]  當時我一聽完他就說
[00:07:23.240 --> 00:07:25.420]  「拿著啦」
[00:07:25.420 --> 00:07:28.560]  按照我的反應就是
[00:07:28.560 --> 00:07:31.360]  我幾乎想說「你搞錯了」
[00:07:31.360 --> 00:07:33.560]  「不知道你說甚麼」
[00:07:34.140 --> 00:07:37.000]  我其實是可以這樣回應的
[00:07:37.000 --> 00:07:41.280]  但我不是因為怕了他,手上拿著一把刀
[00:07:41.280 --> 00:07:45.980]  我覺得這樣回應好像不是
[00:07:45.980 --> 00:07:49.160]  不是多血氣
[00:07:49.160 --> 00:07:50.600]  其實我簡單說
[00:07:50.600 --> 00:07:53.180]  所以突然間就收一收掣
[00:07:53.180 --> 00:07:54.700]  就說
[00:07:54.700 --> 00:07:57.620]  很大聲,比較大聲,很明確地對他說
[00:07:57.620 --> 00:07:58.620]  「明白」
[00:07:58.620 --> 00:08:01.880]  然後我就拿著袋子
[00:08:01.880 --> 00:08:04.500]  放了一條魚進去,就走了
[00:08:04.500 --> 00:08:07.100]  放在我的購物袋裡,就走了
[00:08:07.100 --> 00:08:09.740]  事後想起,其實覺得
[00:08:09.740 --> 00:08:12.960]  其實真的是一場爭戰,在我裡面也在爭戰
[00:08:12.960 --> 00:08:15.500]  離開了魚檔之後
[00:08:15.500 --> 00:08:18.320]  就在想,其實為甚麼我不這樣
[00:08:18.320 --> 00:08:20.800]  認真地回應呢?其實我也挺認真的
[00:08:20.800 --> 00:08:22.540]  是吧
[00:08:22.540 --> 00:08:25.700]  原來心裡面真的有一股氣
[00:08:25.700 --> 00:08:27.200]  有一股氣
[00:08:27.200 --> 00:08:30.620]  但是再走遠一點
[00:08:30.700 --> 00:08:33.320]  再離開戰場遠一點
[00:08:33.320 --> 00:08:35.920]  心裡面就突然間有一個
[00:08:35.920 --> 00:08:39.340]  好像有一個感覺,就是「啊,好啊」
[00:08:39.340 --> 00:08:43.140]  「感謝主,我剛才沒有爆發我的脾氣」
[00:08:43.140 --> 00:08:48.060]  如果不是,不知道當場會發生甚麼事
[00:08:48.060 --> 00:08:52.260]  接著呢,日後的報紙會不會有一個
[00:08:52.260 --> 00:08:55.060]  有一條題目
[00:08:55.060 --> 00:08:57.640]  「魚反大戰目」
[00:09:01.220 --> 00:09:02.220]  就是不知道
[00:09:02.220 --> 00:09:08.060]  普羅華
[00:09:08.060 --> 00:09:09.740]  普羅華
[00:09:09.740 --> 00:09:12.640]  我們在血氣中行事
[00:09:12.640 --> 00:09:15.960]  但是我們的爭戰
[00:09:15.960 --> 00:09:17.520]  不是憑在血氣
[00:09:17.520 --> 00:09:20.000]  因為按照我們的肉體
[00:09:20.000 --> 00:09:22.520]  按照我們自己的能力
[00:09:22.520 --> 00:09:26.000]  按照我們所擁有的所有東西
[00:09:26.000 --> 00:09:29.020]  如果我們在血氣裡面爭戰
[00:09:29.020 --> 00:09:32.400]  我們將會跌入一個很大的問題
[00:09:32.400 --> 00:09:35.840]  其實我們的能力有限
[00:09:35.840 --> 00:09:39.240]  其實我們的自制能力也有限
[00:09:39.240 --> 00:09:42.680]  不知道甚麼時候被人引爆,啪,就來了
[00:09:42.680 --> 00:09:45.140]  我們不是在血氣裡面爭戰
[00:09:45.140 --> 00:09:47.360]  然後普羅進一步說,他說了甚麼
[00:09:47.360 --> 00:09:50.800]  他說,我們爭戰的兵器
[00:09:50.800 --> 00:09:53.200]  不是屬於血氣的
[00:09:53.200 --> 00:09:55.480]  而是在神面前有能力的
[00:09:56.340 --> 00:09:59.220]  嘩,原來我們有兵器
[00:09:59.220 --> 00:10:02.180]  我們的兵器就不是我們的嘴
[00:10:02.180 --> 00:10:05.500]  我們的兵器就不是我們的脾氣
[00:10:05.500 --> 00:10:07.600]  我們的兵器是甚麼呢
[00:10:07.600 --> 00:10:11.360]  讀到這節聖經的時候,你猜我想起甚麼呢
[00:10:11.360 --> 00:10:14.080]  你猜我想起甚麼呢
[00:10:14.080 --> 00:10:16.280]  我想起池江T
[00:10:16.280 --> 00:10:21.700]  現在有穿池江T的大英姐妹,你看看自己身上
[00:10:21.700 --> 00:10:23.540]  最顯眼的是甚麼
[00:10:24.240 --> 00:10:26.300]  那把劍啊,嘩,真是
[00:10:26.300 --> 00:10:28.860]  所以我們這件衣服呢,我告訴你
[00:10:28.860 --> 00:10:33.620]  我們這件池江T呢,軟就已經去到柬埔寨了
[00:10:33.620 --> 00:10:36.780]  美國也可能有件
[00:10:36.780 --> 00:10:39.520]  但是呢
[00:10:39.520 --> 00:10:41.580]  它上不了大陸
[00:10:41.580 --> 00:10:45.080]  運不到回國內
[00:10:45.080 --> 00:10:47.220]  是啦,運不到回國內
[00:10:47.220 --> 00:10:49.180]  運回去之後,我叫他們不要穿
[00:10:49.180 --> 00:10:50.500]  為甚麼呢
[00:10:50.500 --> 00:10:54.040]  嘩,第一,就是全身都驚魂
[00:10:54.560 --> 00:10:58.520]  是吧,第二,嘩,一把劍在這裏
[00:10:58.520 --> 00:10:59.940]  即是怎樣
[00:10:59.940 --> 00:11:03.740]  即是很戰鬥格的嘛,是吧
[00:11:03.740 --> 00:11:07.220]  嘩,現在人家懷疑你恐怖分子你打這件事
[00:11:07.220 --> 00:11:10.820]  OK,那我們這件衣服上不了大陸的
[00:11:10.820 --> 00:11:13.920]  所以Iris回來呢,我們都
[00:11:13.920 --> 00:11:16.880]  我們都沒有讓她拿這件衣服上去的
[00:11:16.880 --> 00:11:19.600]  免得她太過引人注目了
[00:11:19.600 --> 00:11:24.220]  我真的想起池江T上面那段經文
[00:11:24.560 --> 00:11:26.480]  其實上面那段經文是講甚麼的
[00:11:26.480 --> 00:11:29.720]  全副的軍裝
[00:11:29.720 --> 00:11:31.560]  你數不數得到
[00:11:31.560 --> 00:11:36.260]  很簡單,你從頭數就知道了,頭那個是甚麼來的
[00:11:36.260 --> 00:11:39.220]  頭盔,甚麼的頭盔
[00:11:39.220 --> 00:11:40.940]  舊人的頭盔
[00:11:40.940 --> 00:11:44.680]  鄧小妹,但你數呢,我不是想告訴你
[00:11:44.680 --> 00:11:46.260]  你有甚麼
[00:11:46.260 --> 00:11:48.660]  其實我猜你一定知道是甚麼來的
[00:11:48.660 --> 00:11:51.480]  我想你一路數的時候,你想一下
[00:11:51.480 --> 00:11:53.740]  其實這些東西你已經擁有了
[00:11:53.740 --> 00:11:56.960]  不過你擁有的時候,其實你是不是真的
[00:11:56.960 --> 00:11:59.480]  正在用它呢,你是不是真的這些
[00:11:59.480 --> 00:12:02.440]  所謂屬靈的,那個軍裝
[00:12:02.440 --> 00:12:05.240]  那個兵器,你是不是真的正在用的呢
[00:12:05.240 --> 00:12:08.360]  這些東西是不是真的帶給你生命呢
[00:12:08.360 --> 00:12:12.000]  有一個屬靈的能力在你當中的呢
[00:12:12.000 --> 00:12:14.040]  舊恩的頭盔
[00:12:14.040 --> 00:12:15.440]  舊恩
[00:12:15.440 --> 00:12:18.740]  所有信耶穌
[00:12:18.740 --> 00:12:21.820]  能夠進入那個舊恩裡面的人
[00:12:21.820 --> 00:12:23.820]  都有這個舊恩的頭盔
[00:12:23.820 --> 00:12:26.540]  是不是,但是鄧小妹,今天
[00:12:26.540 --> 00:12:29.360]  你想起你信耶穌這件事
[00:12:29.360 --> 00:12:33.140]  你想起有舊恩進入你生命裡面的時候
[00:12:33.140 --> 00:12:35.680]  這個舊恩,在你的生命裡面
[00:12:35.680 --> 00:12:37.640]  有沒有帶來影響力
[00:12:37.640 --> 00:12:41.800]  你說我已經得救了
[00:12:41.800 --> 00:12:44.160]  你說我已經得救了
[00:12:44.160 --> 00:12:48.380]  但這個得救,對你的生命有沒有起到變化呢
[00:12:48.860 --> 00:12:51.880]  你由你信耶穌的那一刻,來到這個
[00:12:51.880 --> 00:12:54.120]  階段,或長或短
[00:12:54.120 --> 00:12:57.640]  你的生命,仍然是不是被這個
[00:12:57.640 --> 00:13:00.340]  救贖你的神呢,在影響著呢
[00:13:00.340 --> 00:13:04.580]  當你想起,你的生命,我們的生命
[00:13:04.580 --> 00:13:06.900]  原本是死在罪裡面的
[00:13:06.900 --> 00:13:10.020]  但是因為耶穌基督的犧牲
[00:13:10.020 --> 00:13:13.900]  叫我們能夠進入那個永遠的盼望裡面
[00:13:13.900 --> 00:13:16.340]  你生命裡面,有什麼反應
[00:13:16.340 --> 00:13:18.700]  你可以檢查一下你自己
[00:13:18.880 --> 00:13:20.220]  每一次
[00:13:20.220 --> 00:13:22.580]  每一次,當你來到
[00:13:22.580 --> 00:13:24.940]  和頂尖妹一起領聖餐的時候
[00:13:24.940 --> 00:13:27.640]  你究竟當它是一個儀式
[00:13:27.640 --> 00:13:32.480]  還是你真的覺得,這是一個機會
[00:13:32.480 --> 00:13:34.780]  是一個很珍貴的機會
[00:13:34.780 --> 00:13:38.740]  我們可以和眾頂尖妹,一起來紀念主為我們死
[00:13:38.740 --> 00:13:42.400]  以致我們在主的面前,能夠立定心智
[00:13:42.400 --> 00:13:46.100]  藉著這個舊恩,我們的生命能夠越來越接近神
[00:13:46.100 --> 00:13:48.160]  越來越離開那個罪
[00:13:49.140 --> 00:13:52.120]  頂尖妹,舊恩的頭盔
[00:13:52.120 --> 00:13:53.900]  在你生命裡面
[00:13:53.900 --> 00:13:56.140]  有沒有帶給你能力
[00:13:56.140 --> 00:13:58.480]  接著再下的是什麼
[00:13:58.480 --> 00:14:00.420]  看看這幅圖就知道了
[00:14:00.420 --> 00:14:03.580]  公義的護心鏡
[00:14:03.580 --> 00:14:06.460]  這幅圖漂亮嗎
[00:14:06.460 --> 00:14:08.820]  公義的護心鏡
[00:14:08.820 --> 00:14:13.100]  什麼叫,護心鏡當然要護著心,是不是
[00:14:13.100 --> 00:14:14.240]  公義呢
[00:14:14.240 --> 00:14:17.380]  公義其實是在說神的義
[00:14:17.640 --> 00:14:22.440]  神的義就是,神是怎樣判定對與錯的事物
[00:14:22.440 --> 00:14:28.040]  今天,我們面對人,面對事,面對這個世界
[00:14:28.040 --> 00:14:32.620]  我們經常有很多資訊,有很多情況進入我們的視野裡面
[00:14:32.620 --> 00:14:34.780]  其實你是怎樣判斷的呢
[00:14:34.780 --> 00:14:39.960]  你怎樣判定一件事是對的,還是不對的呢
[00:14:39.960 --> 00:14:42.160]  你這個判斷
[00:14:42.160 --> 00:14:45.320]  會不會退縮呢
[00:14:46.640 --> 00:14:49.840]  我真的一邊預備的時候,一邊看的時候
[00:14:49.840 --> 00:14:53.360]  神,祂的心意,和我的心意
[00:14:53.360 --> 00:14:55.360]  和其他頂尖妹的心意
[00:14:55.360 --> 00:14:58.380]  祂怎樣看這件事,是不是真的很一致呢
[00:14:58.380 --> 00:15:01.380]  有時候我看見
[00:15:01.380 --> 00:15:04.560]  這個世界,有些教會的情況
[00:15:04.560 --> 00:15:05.560]  我覺得
[00:15:05.560 --> 00:15:07.780]  有時候不是很明白的
[00:15:07.780 --> 00:15:11.000]  不是很明白,譬如我舉兩個例子,第一
[00:15:11.000 --> 00:15:12.660]  第一
[00:15:12.660 --> 00:15:15.580]  為什麼有些教會
[00:15:15.580 --> 00:15:20.080]  很容許同性婚姻發生
[00:15:20.080 --> 00:15:24.180]  甚至有些教會,去到一個地步
[00:15:24.180 --> 00:15:27.360]  冒著一個分裂的危險
[00:15:27.360 --> 00:15:33.140]  都要將同性戀的牧師安立
[00:15:33.140 --> 00:15:36.920]  大家知不知道,在美國有一個很大的趨勢
[00:15:36.920 --> 00:15:39.380]  是不是,為什麼呢
[00:15:39.380 --> 00:15:41.580]  背後發生了什麼事呢
[00:15:41.580 --> 00:15:44.700]  神的義
[00:15:46.240 --> 00:15:50.400]  公義,神怎樣判斷事物的那個眼光
[00:15:50.400 --> 00:15:53.040]  今天又是放在我們心裏面呢
[00:15:53.040 --> 00:15:56.920]  以致我們在面對很多事情的時候
[00:15:56.920 --> 00:16:00.780]  我們不是採取我們自己的那個價值的判斷
[00:16:00.780 --> 00:16:04.020]  而是用神的眼光去看這件事
[00:16:04.020 --> 00:16:08.160]  坦白說,第二件事我想說的,除了同性婚姻的問題
[00:16:08.160 --> 00:16:10.960]  我了解到,很多教會
[00:16:10.960 --> 00:16:12.940]  即使是信耶穌的頂尖妹
[00:16:13.880 --> 00:16:15.620]  離婚的比例
[00:16:15.620 --> 00:16:19.040]  或者婚外情的比例
[00:16:19.040 --> 00:16:21.520]  是比以往都高了
[00:16:21.520 --> 00:16:26.900]  我不敢想,這個趨勢會不會繼續下去
[00:16:26.900 --> 00:16:30.220]  但是如果我們今天
[00:16:30.220 --> 00:16:34.700]  我們面對,例如婚姻這些這麼重要的事
[00:16:34.700 --> 00:16:39.220]  我們不是採取上帝的眼光去看
[00:16:39.220 --> 00:16:43.120]  婚姻,或者男女關係
[00:16:44.080 --> 00:16:47.060]  我估計,我們最終
[00:16:47.060 --> 00:16:50.260]  我們會被這個世界的價值觀去吸了
[00:16:50.260 --> 00:16:53.860]  因為你會發覺,我周圍的人都是這樣
[00:16:53.860 --> 00:16:56.900]  A、B也是這樣,C、D也是這樣
[00:16:56.900 --> 00:16:59.740]  多我一個不多
[00:16:59.740 --> 00:17:04.860]  以致到,我們在那個婚姻的關係裏面
[00:17:04.860 --> 00:17:08.060]  我們就越退越後
[00:17:08.060 --> 00:17:10.740]  越容易妥協,和這個世界妥協
[00:17:10.740 --> 00:17:11.740]  頂尖妹
[00:17:12.860 --> 00:17:14.180]  神的公義
[00:17:14.180 --> 00:17:16.780]  神的價值判斷
[00:17:16.780 --> 00:17:20.900]  今天在我們的生命裏面,是否仍然在發揮它的功效
[00:17:20.900 --> 00:17:24.180]  以致到我們的生命,和這個世界不妥協
[00:17:24.180 --> 00:17:26.640]  第三
[00:17:26.640 --> 00:17:29.900]  是真理的帶子
[00:17:29.900 --> 00:17:32.420]  真理的腰帶
[00:17:32.420 --> 00:17:36.340]  真理,聖經的教導,聖經的說話
[00:17:36.340 --> 00:17:37.500]  坦白說
[00:17:37.500 --> 00:17:42.240]  頂尖妹,你有多常讀經
[00:17:42.700 --> 00:17:45.180]  你有多常去了解
[00:17:45.180 --> 00:17:47.900]  聖經的說話,今天
[00:17:47.900 --> 00:17:51.280]  在現今這個世代裏面,可以怎樣運用
[00:17:51.280 --> 00:17:55.480]  我不知道你講不講大話
[00:17:55.480 --> 00:17:59.800]  我經常教我的子女,千萬不要講大話
[00:17:59.800 --> 00:18:03.740]  雖然有些靠嚇,不過又真的是聖經的真理
[00:18:03.740 --> 00:18:07.580]  我經常跟他們講,千萬不要講大話
[00:18:07.580 --> 00:18:09.700]  因為聖經告訴他們一件事
[00:18:09.700 --> 00:18:11.040]  撒旦
[00:18:11.660 --> 00:18:14.140]  是雪芳姐之父
[00:18:14.140 --> 00:18:16.360]  是不是
[00:18:16.360 --> 00:18:19.400]  撒旦是雪芳姐之父,那你講大話即是怎樣
[00:18:19.400 --> 00:18:23.500]  即是你認他做老爸,不是認我做老爸
[00:18:23.500 --> 00:18:25.460]  你明不明白
[00:18:25.460 --> 00:18:27.960]  你明不明白,所以我就告訴你
[00:18:27.960 --> 00:18:31.280]  如果放在我們的生命裏面的時候
[00:18:31.280 --> 00:18:33.920]  那些甚麼所謂白色大話
[00:18:33.920 --> 00:18:35.540]  甚麼顏色的大話
[00:18:35.540 --> 00:18:37.320]  你講不講
[00:18:37.320 --> 00:18:40.300]  你講不講,你會不會為了人的
[00:18:40.300 --> 00:18:44.160]  覺得舒服些,好些,我跟他來個妥協
[00:18:44.160 --> 00:18:45.980]  總之我不知道
[00:18:45.980 --> 00:18:49.100]  真理在我們的生命裏面
[00:18:49.100 --> 00:18:51.980]  今天是不是仍然是很重要的呢
[00:18:51.980 --> 00:18:53.800]  我是不是仍然很重視
[00:18:53.800 --> 00:18:55.860]  我怎樣認識聖經的真理
[00:18:55.860 --> 00:18:58.640]  並且我能夠活在這個世上的時候
[00:18:58.640 --> 00:19:01.640]  我運用這些聖經的真理去面對這個世界
[00:19:01.640 --> 00:19:04.000]  甚至我們勝過這個世界
[00:19:04.000 --> 00:19:08.180]  如果當我們說,剛才我們一路唱詩歌的時候
[00:19:08.180 --> 00:19:09.660]  裏面其實包含了甚麼
[00:19:09.660 --> 00:19:12.460]  詩篇23篇的說話,是不是
[00:19:12.460 --> 00:19:14.260]  而我是我的目者
[00:19:14.260 --> 00:19:16.480]  我們怎樣體會這段聖經呢
[00:19:16.480 --> 00:19:18.480]  我們今天面對世間
[00:19:18.480 --> 00:19:21.800]  我們在這個世間活著的時候
[00:19:21.800 --> 00:19:24.000]  有很多東西,你信不信
[00:19:24.000 --> 00:19:26.000]  神真是你的目者
[00:19:26.000 --> 00:19:28.000]  你必不至缺乏呢
[00:19:28.000 --> 00:19:30.880]  如果你捉得實
[00:19:30.880 --> 00:19:33.880]  你應用在這個世界上的時候
[00:19:33.880 --> 00:19:35.000]  我相信
[00:19:35.000 --> 00:19:36.840]  你真的會體會
[00:19:36.840 --> 00:19:39.000]  你的生命不是一個缺乏的生命
[00:19:40.380 --> 00:19:41.560]  所以,頂姐妹
[00:19:41.560 --> 00:19:45.940]  不要讓聖經的說話離開你
[00:19:45.940 --> 00:19:47.940]  反過來,你要去
[00:19:47.940 --> 00:19:51.880]  不斷的去了解聖經的說話
[00:19:51.880 --> 00:19:54.260]  並且你要想,不只是知道
[00:19:54.260 --> 00:19:56.960]  因為「知」也只不過是「知」字
[00:19:56.960 --> 00:19:58.660]  你真的要去試行
[00:19:58.660 --> 00:20:01.760]  並且你很忠實地走出來的時候
[00:20:01.760 --> 00:20:03.280]  看看神怎樣祝福你
