
[00:00:00.000 --> 00:00:03.580]  我們講到之前 一起有個開始的禱告
[00:02:46.520 --> 00:02:51.640]  他們的心情我覺得都充滿不安、徬徨
[00:02:51.640 --> 00:02:53.300]  和無力感
[00:02:53.300 --> 00:02:54.920]  為什麼我會這樣說呢?
[00:02:54.920 --> 00:02:56.880]  有四個原因
[00:02:56.880 --> 00:02:59.380]  有三個原因
[00:02:59.380 --> 00:03:04.440]  耶利哥城是一個易守難攻的城堡
[00:03:04.440 --> 00:03:07.740]  它的城牆有45呎那麼高
[00:03:07.740 --> 00:03:10.520]  而且城牆分開兩層
[00:03:10.520 --> 00:03:13.740]  每層都有30呎厚
[00:03:13.740 --> 00:03:16.500]  而且用堅固的大石砌成
[00:03:16.500 --> 00:03:19.580]  這個堡壘真的很難攻破
[00:03:19.580 --> 00:03:24.460]  第二 以色列人仍然還在青銅器時代
[00:03:24.460 --> 00:03:26.540]  而加南人已經先進很多了
[00:03:26.540 --> 00:03:29.240]  他們已經進入鐵器時代
[00:03:29.240 --> 00:03:32.260]  如果就這樣將青銅器和鐵器合起來
[00:03:32.260 --> 00:03:35.220]  青銅器就會爛了
[00:03:35.220 --> 00:03:38.760]  如果用這樣的戰爭工具來打仗
[00:03:38.760 --> 00:03:40.980]  以色列人就一定輸
[00:03:40.980 --> 00:03:44.360]  再看看這兩個民族
[00:03:44.360 --> 00:03:48.520]  其實他們的科技都相差幾十年
[00:03:48.520 --> 00:03:49.800]  很難打
[00:03:49.800 --> 00:03:51.820]  再加上以色列人要攻城
[00:03:51.820 --> 00:03:54.280]  他們甚至連攻城的器械都沒有
[00:03:54.280 --> 00:03:55.680]  怎麼打呢?
[00:03:55.680 --> 00:03:59.380]  第三個原因是最致命的
[00:03:59.380 --> 00:04:03.960]  是以色列人早不行國禮
[00:04:03.960 --> 00:04:05.500]  遲不行國禮
[00:04:05.500 --> 00:04:09.980]  偏偏要等到打仗之前才要行國禮
[00:04:09.980 --> 00:04:11.620]  歷史早發生過
[00:04:11.620 --> 00:04:15.500]  在創世紀裡因為事件那幫人行國禮
[00:04:15.500 --> 00:04:18.100]  所以被以色列人殺光
[00:04:18.100 --> 00:04:21.360]  他們會不會有相似的命運呢?
[00:04:21.360 --> 00:04:25.080]  假如耶利哥城的人起手圍攻
[00:04:25.080 --> 00:04:26.680]  出城迎戰
[00:04:26.680 --> 00:04:28.960]  這幫以色列人就一獲數
[00:04:28.960 --> 00:04:30.820]  怎麼算呢?
[00:04:30.820 --> 00:04:35.820]  強烈的不安、徬徨和無力感
[00:04:35.820 --> 00:04:38.180]  但是就偏偏在這個時候
[00:04:38.180 --> 00:04:40.940]  神就教導這幫以色列人
[00:04:40.940 --> 00:04:44.720]  也都教導今天的你和我
[00:04:44.720 --> 00:04:48.440]  去面對艱難的三個智慧
[00:04:48.440 --> 00:04:50.380]  是哪三個智慧呢?
[00:04:50.380 --> 00:04:52.940]  第一個智慧就是
[00:04:52.940 --> 00:04:56.820]  這一場戰爭不是我們的戰爭
[00:04:56.820 --> 00:04:58.420]  是神的戰爭
[00:04:58.420 --> 00:05:00.820]  我們必須明白這一點
[00:05:00.820 --> 00:05:03.980]  其實早在《約書亞記》第五章
[00:05:03.980 --> 00:05:06.380]  神已經很清楚的跟約書亞講
[00:05:06.380 --> 00:05:09.260]  耶利哥之戰是誰的戰爭
[00:05:09.260 --> 00:05:11.280]  讓我們一起讀一讀
[00:05:11.280 --> 00:05:16.260]  《約書亞記》五章十三至十四節
[00:05:41.280 --> 00:05:43.800]  你是幫助我們的
[00:05:43.800 --> 00:05:47.200]  是幫助我們敵人的呢?
[00:05:47.200 --> 00:05:49.980]  他回答說:不是的
[00:05:49.980 --> 00:05:55.780]  我來是要作耶和華軍隊的元帥
[00:05:55.780 --> 00:05:59.020]  約書亞看見這個人拿著刀
[00:05:59.020 --> 00:06:01.740]  就很自然的馬上問他
[00:06:01.740 --> 00:06:03.540]  你到底是幫誰?
[00:06:03.540 --> 00:06:06.420]  是幫他們還是幫我們?
[00:06:06.420 --> 00:06:09.080]  約書亞這個問題充分反映了
[00:06:09.080 --> 00:06:11.960]  他心裏面的忐忑不安
[00:06:11.960 --> 00:06:14.380]  患得患失
[00:06:14.380 --> 00:06:16.620]  就要打仗了
[00:06:16.620 --> 00:06:19.320]  耶利哥人他們緊閉城門
[00:06:19.320 --> 00:06:20.760]  城牆又高
[00:06:20.760 --> 00:06:23.160]  我們又沒有攻城的器械
[00:06:23.160 --> 00:06:24.580]  怎樣打呢?
[00:06:24.580 --> 00:06:26.920]  我們怎樣打得贏呢?
[00:06:26.920 --> 00:06:28.700]  其實約書亞這個問題
[00:06:28.700 --> 00:06:30.720]  只是有一個假設
[00:06:30.720 --> 00:06:33.360]  他假設這場仗是他們打
[00:06:33.360 --> 00:06:35.160]  是以色列人打
[00:06:35.160 --> 00:06:38.960]  神來到只是幫他們守而已
[00:06:38.960 --> 00:06:44.340]  但是神已經很清楚跟約書亞說
[00:06:44.340 --> 00:06:46.460]  你們完全問錯問題了
[00:06:46.460 --> 00:06:48.680]  Wrong question
[00:06:48.680 --> 00:06:50.220]  誰才是主?
[00:06:50.220 --> 00:06:52.260]  誰才是王?
[00:06:52.260 --> 00:06:55.200]  這場戰爭是我的戰爭
[00:06:55.200 --> 00:06:56.780]  是由我打
[00:06:56.780 --> 00:06:58.300]  不是你們打
[00:06:58.300 --> 00:07:00.860]  你們只是聽我的命令
[00:07:00.860 --> 00:07:03.220]  照做就可以了
[00:07:03.220 --> 00:07:06.300]  等於我們環顧我們四州
[00:07:06.300 --> 00:07:10.060]  其實現在再不是7-11
[00:07:10.060 --> 00:07:12.060]  肯定有一間在附近
[00:07:12.060 --> 00:07:14.740]  而是確診或者是初確的
[00:07:14.740 --> 00:07:16.820]  肯定有一個在我們附近
[00:07:16.820 --> 00:07:18.980]  就好像我現在的情況這樣
[00:07:18.980 --> 00:07:21.380]  肯定有一個在我附近
[00:07:21.380 --> 00:07:23.560]  政府說考慮禁足令
[00:07:23.560 --> 00:07:25.060]  說考慮而已
[00:07:25.060 --> 00:07:29.460]  於是超級市場的貨架就被搶購一空了
[00:07:29.460 --> 00:07:31.100]  甚至有人這樣說
[00:07:31.100 --> 00:07:34.780]  他說現在真的做到動態清零了
[00:07:34.780 --> 00:07:38.280]  人們行動去清理所有的貨架
[00:07:38.280 --> 00:07:40.580]  將它變為零
[00:07:40.580 --> 00:07:43.740]  其實幾天前我搭巴士的時候
[00:07:43.740 --> 00:07:46.860]  我看到巴士站附近有一個人擺地攤
[00:07:46.860 --> 00:07:51.660]  賣那些現在最搶手的那些蓮花清瘟膠囊
[00:07:51.660 --> 00:07:55.460]  哇 人頭湧湧 一路個個都去搶
[00:07:55.460 --> 00:07:57.740]  其實我們心裏面都知道
[00:07:57.740 --> 00:07:59.620]  即使我們做了這些事
[00:07:59.620 --> 00:08:02.780]  都改變不了那個疫情
[00:08:02.780 --> 00:08:06.300]  但是始終都要做一些事的
[00:08:06.300 --> 00:08:09.060]  《孤星》裏的作者、漁博Viktor Hugo
[00:08:09.060 --> 00:08:11.540]  曾經說過一個這樣的說話
[00:08:11.540 --> 00:08:15.740]  他說上天給我們一份的困難
[00:08:15.740 --> 00:08:18.580]  也給我們一份的智慧
[00:08:18.580 --> 00:08:21.220]  這個智慧是甚麼呢?
[00:08:21.220 --> 00:08:25.180]  這個智慧是我們要知道神是誰
[00:08:25.180 --> 00:08:27.660]  祂在打甚麼仗
[00:08:27.660 --> 00:08:29.340]  神是誰呢?
[00:08:29.340 --> 00:08:33.580]  我們可以看耶利米蘇29章11節
[00:08:33.580 --> 00:08:35.300]  大家很熟悉的聖經
[00:08:35.300 --> 00:08:37.700]  告訴我們神是誰
[00:08:37.700 --> 00:08:41.140]  耶利米蘇29章11節他說
[00:08:41.140 --> 00:08:46.020]  耶和華說:我知道我向你們所懷的意念
[00:08:46.020 --> 00:08:48.340]  是賜平安的意念
[00:08:48.340 --> 00:08:50.980]  不是降災禍的意念
[00:08:50.980 --> 00:08:54.980]  要叫你們末後有子望
[00:08:54.980 --> 00:08:57.500]  用我們的說話來說
[00:08:57.500 --> 00:09:04.540]  就是這樣說:神說我很清楚我對你的計劃
[00:09:04.540 --> 00:09:06.780]  你信不信得過我呢?
[00:09:06.780 --> 00:09:11.820]  我的計劃是要讓你經歷真正的平安
[00:09:11.820 --> 00:09:13.820]  不是要害你
[00:09:13.820 --> 00:09:18.540]  目的是要讓你有希望
[00:09:18.540 --> 00:09:21.460]  神在打甚麼仗呢?
[00:09:21.460 --> 00:09:24.940]  當然那個讓我們有盼望
[00:09:24.940 --> 00:09:27.660]  要我們有平安的神
[00:09:27.660 --> 00:09:31.980]  祂打的仗已經不是誰贏誰輸
[00:09:31.980 --> 00:09:34.220]  因為我們的神是一定會贏
[00:09:34.220 --> 00:09:36.580]  而且已經贏了
[00:09:36.580 --> 00:09:40.540]  神打的仗是要我們每一天
[00:09:40.540 --> 00:09:44.820]  每一分、每一秒要全然倚靠祂
[00:09:44.820 --> 00:09:47.740]  無論我們是風平浪靜
[00:09:47.740 --> 00:09:51.060]  或者今日驚濤駭浪這個時刻
[00:09:51.060 --> 00:09:53.620]  我們仍然要倚靠祂
[00:09:53.620 --> 00:09:57.020]  我們要相信神已經在為我們打仗
[00:09:57.020 --> 00:10:01.580]  神為我們爭戰 祂一定贏
[00:10:01.580 --> 00:10:05.580]  我們因而得著祂所賜給我們的平安
[00:10:05.580 --> 00:10:08.940]  所以弟兄姊妹不要驚慌
[00:10:08.940 --> 00:10:12.580]  也不要怕、不要恐懼
[00:10:12.580 --> 00:10:14.700]  因為如果我們要投靠我們的神
[00:10:14.700 --> 00:10:20.700]  我們必定可以憑著信心渡過今天這個難關
[00:10:20.700 --> 00:10:23.980]  第二方面的智慧我們必須要學的
[00:10:23.980 --> 00:10:26.300]  就是戰勝艱難
[00:10:26.300 --> 00:10:29.180]  關鍵是神的同在
[00:10:29.180 --> 00:10:34.380]  我們一起看看約書亞的六章七至八節
[00:10:34.380 --> 00:10:38.500]  有對百姓說:你們前去妖城
[00:10:38.500 --> 00:10:43.940]  帶兵器的要走在耶和華約季前
[00:10:43.940 --> 00:10:47.780]  約書亞對百姓說完了話
[00:10:47.780 --> 00:10:54.380]  七個祭司拿七個羊角走在耶和華面前吹角
[00:10:54.380 --> 00:10:59.780]  耶和華的約季在他們後面跟隨
[00:10:59.780 --> 00:11:03.940]  如果我們用希伯來原文去看這兩節的聖經
[00:11:03.940 --> 00:11:09.300]  就會看到一些現在和合本聖經裏面看不到的意思
[00:11:09.300 --> 00:11:14.980]  我們試一下將這個第七節和第八節
[00:11:14.980 --> 00:11:18.260]  用希伯來文的續字來翻譯
[00:11:18.260 --> 00:11:20.740]  就會看到以下的意思
[00:11:20.740 --> 00:11:26.020]  第七節裏面原文如果照字去翻譯就是這個意思
[00:11:26.020 --> 00:11:30.460]  它說:對眾人說:你們要越國
[00:11:30.460 --> 00:11:32.500]  你們要妖城
[00:11:32.500 --> 00:11:38.140]  讓武裝的人越過耶和華的約季前面
[00:11:38.140 --> 00:11:43.060]  第八節如果照字譯它的意思是
[00:11:43.060 --> 00:11:45.740]  約書亞說完了話
[00:11:45.740 --> 00:11:52.260]  七個祭司拿著七個羊角越過和吹角
[00:11:52.260 --> 00:11:57.420]  耶和華的約季行在他們之後
[00:11:57.420 --> 00:12:03.300]  大家會留意到在讀的時候發覺「越過」這個字經常出現
[00:12:03.300 --> 00:12:10.140]  「越過阿爸」其實它的意思是「大步攬過戰勝艱難」
[00:12:10.140 --> 00:12:14.260]  「越過」這個字在約書亞記是一個非常重要的字
[00:12:14.260 --> 00:12:18.020]  在整本書一共出現了58次
[00:12:18.020 --> 00:12:20.060]  只是在第四章
[00:12:20.060 --> 00:12:23.620]  以色列人渡過約旦河納什維記那一章
[00:12:23.620 --> 00:12:26.340]  已經出現了13次
[00:12:26.340 --> 00:12:31.060]  神帶領以色列人越過約旦河
[00:12:31.060 --> 00:12:35.420]  就是戰勝越過約旦河這個困難
[00:12:35.420 --> 00:12:37.620]  就好像四十年前
[00:12:37.620 --> 00:12:41.420]  神帶領以色列人越過紅海
[00:12:41.420 --> 00:12:44.100]  戰勝渡過紅海這個艱難
[00:12:44.100 --> 00:12:47.100]  戰勝埃及的追兵
[00:12:47.100 --> 00:12:50.100]  神一樣會在當日
[00:12:50.100 --> 00:12:54.140]  約書亞和其他人都會慢慢明白到
[00:12:54.140 --> 00:12:58.060]  神一樣會帶領他們越過耶利哥城
[00:12:58.060 --> 00:13:03.740]  就是戰勝攻打耶利哥城這個又高又大的困難
[00:13:03.740 --> 00:13:05.780]  同樣今天 兄弟姐妹
[00:13:05.780 --> 00:13:07.980]  神都一樣會帶領我們
[00:13:07.980 --> 00:13:09.900]  我們作為神的子民
[00:13:09.900 --> 00:13:14.500]  去越過戰勝今天的艱難
[00:13:14.500 --> 00:13:18.740]  神帶領的先決條件是甚麼呢?
[00:13:18.740 --> 00:13:24.100]  先決條件是我們是否渴慕神的同在呢?
[00:13:24.100 --> 00:13:26.220]  怎樣渴慕神的同在呢?
[00:13:26.220 --> 00:13:28.300]  就是敬拜
[00:13:28.300 --> 00:13:31.420]  敬拜是我們和神直接的關係
[00:13:31.420 --> 00:13:36.820]  神教到以色列人攻打耶利哥城的戰術是非常古怪的
[00:13:36.820 --> 00:13:39.260]  是包括有七個祭司
[00:13:39.260 --> 00:13:42.860]  拿著七隻羊角 一直在吹
[00:13:42.860 --> 00:13:45.260]  並且環繞耶利哥城七天
[00:13:45.260 --> 00:13:49.060]  第七天為七次 一直這樣吹下去
[00:13:49.060 --> 00:13:56.060]  第二個就是以色列人的第一個大隊先行
[00:13:56.060 --> 00:13:58.060]  接著那些祭司吹角
[00:13:58.060 --> 00:14:00.140]  接著那些祭司爬藥櫃
[00:14:00.140 --> 00:14:02.460]  後面才是主力隊伍
[00:14:02.460 --> 00:14:05.620]  整個都完全不像打仗的陣勢
[00:14:05.620 --> 00:14:08.460]  完全是一個敬拜的隊伍
[00:14:08.460 --> 00:14:12.060]  今天神的訊息告訴我們是甚麼呢?
[00:14:12.060 --> 00:14:17.420]  祂說打贏仗不是視乎你怎樣打
[00:14:17.420 --> 00:14:22.620]  打贏仗的關鍵是視乎你怎樣對神
[00:14:22.620 --> 00:14:25.980]  甚至我們今天在我們的困境裏面
[00:14:25.980 --> 00:14:28.620]  我們有沒有看見自己的限制
[00:14:28.620 --> 00:14:33.260]  看到自己的缺點 看到自己的有限
[00:14:33.260 --> 00:14:36.060]  讓我們真是真心的
[00:14:36.060 --> 00:14:39.660]  好像小孩子的一個單純的信心
[00:14:39.660 --> 00:14:41.420]  去信靠我們的神
[00:14:41.420 --> 00:14:46.380]  我們相信我們的神正在增賤
[00:14:46.380 --> 00:14:49.220]  今天教會的全教會禱告運動
[00:14:49.220 --> 00:14:54.020]  其實我們一路上教會的弟兄姊妹一起去祈禱
[00:14:54.020 --> 00:14:59.300]  我們就是一個小孩子的心 單單去信靠神
[00:14:59.300 --> 00:15:01.860]  我們知道今天我們沒有看見
[00:15:01.860 --> 00:15:04.940]  但是神都正在增賤
[00:15:04.940 --> 00:15:08.220]  靈修、敬拜、禱告
[00:15:08.220 --> 00:15:12.260]  是非常重要讓我們去親近神的時刻
[00:15:12.260 --> 00:15:16.060]  我想分享一個我自己靈修的經歷
[00:15:16.060 --> 00:15:18.660]  在2月11日
[00:15:18.660 --> 00:15:22.380]  我的靈修去到《路加福音》第18章
[00:15:22.380 --> 00:15:29.260]  當我一路看下去 由一節看到第17節的時候
[00:15:29.260 --> 00:15:34.740]  我會發覺神原來藉著這十幾節的聖經
[00:15:34.740 --> 00:15:39.180]  教導我們一個禱告的心態
[00:15:39.180 --> 00:15:44.660]  在第18章7節是總結了祂的第一個故事
[00:15:44.660 --> 00:15:49.820]  祂說 神的選民晝夜呼籲
[00:15:49.820 --> 00:15:53.580]  祂縱然為他們飲尿多事
[00:15:53.580 --> 00:15:57.180]  豈不終究給他們新願嗎?
[00:15:57.180 --> 00:15:59.740]  這節聖經的總結是教導我們
[00:15:59.740 --> 00:16:02.140]  我們的禱告要行切
[00:16:02.140 --> 00:16:05.780]  要不絕地呼求我們的上帝
[00:16:05.780 --> 00:16:12.140]  第二個故事的總結是一節聖經第18章第13節
[00:16:12.140 --> 00:16:20.220]  那瑞麗遠遠地站著 連舉目望天也不敢
[00:16:20.220 --> 00:16:26.620]  只隨著空說 神啊 開恩可憐我這個罪人
[00:16:26.620 --> 00:16:28.300]  在這裡教導我們
[00:16:28.300 --> 00:16:32.780]  我們必須要像那個瑞麗一樣按面壁
[00:16:32.780 --> 00:16:34.620]  當我們呼求的時候
[00:16:34.620 --> 00:16:39.340]  我們說 主啊 可憐我這個罪人
[00:16:39.340 --> 00:16:41.940]  幫助我們這個罪人
[00:16:41.940 --> 00:16:45.780]  第三節的聖經是說第三個故事
[00:16:45.780 --> 00:16:49.540]  但那個總結是第18章第17節
[00:16:49.540 --> 00:16:51.860]  我實在告訴你們
[00:16:51.860 --> 00:16:56.660]  凡要承受神國的若不像小孩子
[00:16:56.660 --> 00:17:00.860]  斷不能進去
[00:17:00.860 --> 00:17:02.340]  這裡是教導我們
[00:17:02.340 --> 00:17:05.060]  我們的祈禱
[00:17:05.060 --> 00:17:09.020]  我們必須要有一個小孩子單純的心
[00:17:09.020 --> 00:17:09.860]  看到這裡
[00:17:09.860 --> 00:17:13.980]  在我的默想裡面我有些小掙扎 為什麼呢?
[00:17:13.980 --> 00:17:16.460]  其實到我這個年紀
[00:17:16.460 --> 00:17:19.060]  信了耶穌都信了幾十年了
[00:17:19.060 --> 00:17:21.420]  做人又做了幾十年了
[00:17:21.420 --> 00:17:23.900]  漸漸就變得成熟
[00:17:23.900 --> 00:17:25.820]  我們所謂的成熟
[00:17:25.820 --> 00:17:28.740]  就是思想變得複雜
[00:17:28.740 --> 00:17:32.620]  思前想後 左右推後
[00:17:32.620 --> 00:17:34.740]  整天想著別人在想什麼
[00:17:34.740 --> 00:17:36.700]  我這樣說他又會怎麼樣呢?
[00:17:36.700 --> 00:17:39.940]  我這樣不說他又會怎麼樣呢?
[00:17:39.940 --> 00:17:42.580]  這樣做那些人又會不會生氣呢?
[00:17:42.580 --> 00:17:45.740]  這樣做那些人又會怎麼看我呢?
[00:17:45.740 --> 00:17:47.620]  思想變得複雜
[00:17:47.620 --> 00:17:52.500]  怎樣能夠好像一個小孩子單純的心呢?
[00:17:52.500 --> 00:17:55.060]  我正在掙扎默想的時候
[00:17:55.060 --> 00:17:59.900]  聖靈就好像一道光這樣光照我
[00:17:59.900 --> 00:18:03.340]  祂說你現在這個處境
[00:18:03.340 --> 00:18:07.140]  就必須要好像一個小孩子
[00:18:07.140 --> 00:18:11.020]  要有一個單純的心去信我
[00:18:11.020 --> 00:18:14.300]  我回顧我當天的光景
[00:18:14.300 --> 00:18:16.340]  我的手還是很痛
[00:18:16.340 --> 00:18:20.580]  可能長久以來用了電腦用了很多
[00:18:20.580 --> 00:18:24.660]  用手機又不斷地用 一直在寫東西
[00:18:24.660 --> 00:18:29.500]  其實從聖誕節七場的報道會
[00:18:29.500 --> 00:18:32.180]  接著有倒數的祈禱會
[00:18:32.180 --> 00:18:35.020]  接著又要一條路的講道
[00:18:35.020 --> 00:18:36.820]  其實接著之後那個禮拜
[00:18:36.820 --> 00:18:41.420]  就想著可以輕輕鬆一點 可以休息一下
[00:18:41.420 --> 00:18:44.460]  誰知道發生高威流事件
[00:18:44.460 --> 00:18:46.180]  反而比以前更辛苦
[00:18:46.180 --> 00:18:48.540]  三、四、五天睡在開會開到很晚
[00:18:48.540 --> 00:18:50.540]  又要處理很多事情
[00:18:50.540 --> 00:18:52.140]  回復很多WhatsApp
[00:18:52.140 --> 00:18:56.140]  手長期的疲勞 就好像有些勞損
[00:18:56.140 --> 00:18:58.980]  晚上又悶又痛 痛到睡不著
[00:18:58.980 --> 00:19:01.220]  吃Panadol都沒有用
[00:19:01.220 --> 00:19:03.780]  在這個時刻我沒有任何事情做到
[00:19:03.780 --> 00:19:05.780]  除了真的要去看醫生之外
[00:19:05.780 --> 00:19:09.380]  就不絕地呼求神的醫治
[00:19:09.380 --> 00:19:12.420]  我們是和岳父岳母一起住的
[00:19:12.420 --> 00:19:16.860]  在之前沒多久岳母又進了醫院
[00:19:16.860 --> 00:19:19.220]  我們很愛岳母岳父
[00:19:19.220 --> 00:19:21.340]  我們一家人都很擔心
[00:19:21.340 --> 00:19:23.220]  一直要照顧他
[00:19:23.220 --> 00:19:29.460]  很擔心身體和心靈都背著很大的重擔
[00:19:29.460 --> 00:19:31.300]  很多的憂心
[00:19:31.300 --> 00:19:34.780]  但是我們似乎都沒有什麼做到的事情
[00:19:34.780 --> 00:19:39.420]  一些具體的方法 沒有什麼做到可以解決現在的問題
[00:19:39.420 --> 00:19:43.500]  教會 我們本來好端端的
[00:19:43.500 --> 00:19:45.900]  我們想著不知道多久
[00:19:45.900 --> 00:19:49.700]  政府可以開放那個限聚令
[00:19:49.700 --> 00:19:52.340]  令到我們可以恢復實體崇拜
[00:19:52.340 --> 00:19:53.740]  誰知道反過來
[00:19:53.740 --> 00:19:57.740]  現在政府說關閉所有教會處所
[00:19:57.740 --> 00:19:59.740]  這個宗教處所
[00:19:59.740 --> 00:20:03.740]  所以去到這時這刻
[00:20:03.740 --> 00:20:07.420]  真是我們去到人的盡頭了
[00:20:07.420 --> 00:20:10.780]  一切的事情都沒有辦法做到
[00:20:10.780 --> 00:20:13.260]  我們真的要承認我們的限制
[00:20:13.260 --> 00:20:14.780]  在那個時候
[00:20:14.780 --> 00:20:17.580]  我和神說 主啊 我們真的
[00:20:17.580 --> 00:20:20.620]  任何的聰明 任何的計劃
[00:20:20.620 --> 00:20:22.620]  任何的經驗都做不到
[00:20:22.620 --> 00:20:25.820]  計劃也做不到 根本就做不到
[00:20:25.820 --> 00:20:30.100]  我們計劃好的事情完全做不到
[00:20:30.100 --> 00:20:31.860]  在我們的處境
[00:20:31.860 --> 00:20:36.660]  我們真是必須要回到一個小孩子的心
[00:20:36.660 --> 00:20:40.620]  單單的 有一個單純的心去順靠祂
[00:20:40.620 --> 00:20:42.860]  我們放下我們的驕傲
[00:20:42.860 --> 00:20:45.260]  去單單的跟隨神
[00:20:45.260 --> 00:20:47.980]  我和神說 主啊 我們真的要
[00:20:47.980 --> 00:20:51.820]  我真的要好像一個小孩子那樣
[00:20:51.820 --> 00:20:53.820]  單單的順靠祢
[00:20:53.820 --> 00:20:56.820]  主啊 我只有靠著祢
[00:20:56.820 --> 00:21:01.220]  我忽然當我好像破碎了我自己
[00:21:01.220 --> 00:21:04.380]  心裏面就好像有一道亮光那樣
[00:21:04.380 --> 00:21:06.380]  一路湧流出來
[00:21:06.380 --> 00:21:08.220]  我發覺雖然我現在
[00:21:08.220 --> 00:21:10.780]  仍然都要面對這些困難
[00:21:10.780 --> 00:21:13.820]  但是神在我心裏面
[00:21:13.820 --> 00:21:17.620]  那種能力是支持我繼續下去
[00:21:17.620 --> 00:21:19.860]  我不喪膽 不灰心
[00:21:19.860 --> 00:21:24.140]  我們繼續 我相信神一定會帶領我
[00:21:24.140 --> 00:21:26.860]  渡過這個難關
[00:21:26.860 --> 00:21:29.660]  第三個我們要學習的智慧
[00:21:29.660 --> 00:21:35.340]  就是心不旁騖 仰望神的信實
[00:21:35.340 --> 00:21:37.260]  我們試一下看一看
[00:21:37.260 --> 00:21:40.580]  約書亞吩咐以色列人
[00:21:40.580 --> 00:21:42.780]  如果耶利哥城攻陷之後
[00:21:42.780 --> 00:21:44.420]  他們應該怎樣做?
[00:21:44.420 --> 00:21:48.540]  約書亞記六章十七至十八節
[00:21:48.540 --> 00:21:51.820]  「這城和其中所有的
[00:21:51.820 --> 00:21:55.060]  都要在耶和華面前毀滅
[00:21:55.060 --> 00:21:57.500]  只有紀律那俠
[00:21:57.500 --> 00:22:02.580]  與他家中所有的可以存活
[00:22:02.580 --> 00:22:08.700]  因為他隱藏了我們所打發的使者
[00:22:08.700 --> 00:22:11.740]  至於你們務要謹慎
[00:22:11.740 --> 00:22:14.780]  不可取那當滅的物
[00:22:14.780 --> 00:22:18.180]  恐怕你們取了那當滅的物
[00:22:18.180 --> 00:22:21.260]  就連累以色列的全營
[00:22:21.260 --> 00:22:25.740]  使全營受詛咒」
[00:22:25.740 --> 00:22:28.940]  約書亞的指示非常清晰
[00:22:28.940 --> 00:22:30.380]  有三個指示
[00:22:30.380 --> 00:22:34.540]  第一 城裏面所有的東西都要毀滅
[00:22:34.540 --> 00:22:37.780]  第二 他們要信守承諾
[00:22:37.780 --> 00:22:42.580]  保護那俠和他的家人的生命
[00:22:42.580 --> 00:22:46.020]  第三 不可以私吞戰利品
[00:22:46.020 --> 00:22:50.260]  非常清晰 亦都非常嚴格
