
[00:00:00.000 --> 00:00:05.480]  今天非常高興能夠在這裡和大家分享一篇的信息
[00:02:57.840 --> 00:02:59.240]  在我們的職場呢
[00:02:59.240 --> 00:03:01.800]  我們都有不同的頭銜
[00:03:01.800 --> 00:03:06.080]  那在每一個不同的頭銜上面呢
[00:03:06.080 --> 00:03:09.760]  我們其實也有不同的角色
[00:03:09.760 --> 00:03:12.840]  例如我來凌良堂全職服事之前
[00:03:12.840 --> 00:03:19.400]  我在一家私人的公司做財務會計部的主管
[00:03:19.400 --> 00:03:22.520]  潘大偉弟兄是我之前的一個的同事
[00:03:22.520 --> 00:03:25.360]  那我在這個職位上面呢
[00:03:25.360 --> 00:03:27.760]  我其中的一個角色呢
[00:03:27.760 --> 00:03:32.640]  就是當然我需要有專業的會計的知識
[00:03:32.640 --> 00:03:37.720]  能夠編制預算財務報表各樣的分析
[00:03:37.720 --> 00:03:40.920]  那另外我每年要和這些的會計事務所
[00:03:40.920 --> 00:03:42.640]  要來做查帳的工作
[00:03:42.640 --> 00:03:46.240]  還有當IRS或是州政府市政府
[00:03:46.240 --> 00:03:47.560]  也是來查帳的時候呢
[00:03:47.560 --> 00:03:49.320]  我就要代表公司
[00:03:49.320 --> 00:03:54.000]  去跟這些的官員們去跟他們斡旋
[00:03:54.000 --> 00:03:56.960]  去跟他們做一些的交流
[00:03:56.960 --> 00:03:58.640]  那在另外一方面呢
[00:03:58.640 --> 00:04:02.880]  我的角色對於我在我手下的四
[00:04:02.880 --> 00:04:06.880]  我記得那時候有六七位的員工呢
[00:04:06.880 --> 00:04:10.520]  我必須用心來善待他們
[00:04:10.520 --> 00:04:15.840]  我會用謙虛耐心的方法來教導來輔導
[00:04:15.840 --> 00:04:16.840]  來指導他們
[00:04:16.840 --> 00:04:20.760]  也就是用一個僕人的心態來服侍帶領他們
[00:04:20.760 --> 00:04:24.080]  那今天呢我們就從這一卷的書信
[00:04:24.080 --> 00:04:26.800]  從其中的三位的主角
[00:04:26.800 --> 00:04:29.800]  保羅、菲利門還有阿尼西姆
[00:04:29.800 --> 00:04:31.480]  我們來學習
[00:04:31.480 --> 00:04:34.760]  我們如何在不同的角色的當中
[00:04:34.760 --> 00:04:38.280]  我們能夠活出耶穌基督的生命
[00:04:38.280 --> 00:04:41.560]  就是謙卑、饒恕還有接納
[00:04:41.560 --> 00:04:48.800]  那新約的聖經收錄了十三封的保羅書信
[00:04:48.800 --> 00:04:51.880]  那初代教會的神學家呢
[00:04:51.880 --> 00:04:55.800]  對這些的書信的安排非常的巧妙
[00:04:55.800 --> 00:04:58.760]  我們可以看到其實蠻容易記得
[00:04:58.760 --> 00:05:03.280]  羅林林加佛菲西鐵鐵堤堤多門
[00:05:03.280 --> 00:05:05.760]  那羅馬書呢是最長
[00:05:05.760 --> 00:05:07.320]  全書大概有七千多個字
[00:05:07.320 --> 00:05:10.040]  放在這十三封書信的第一位
[00:05:10.040 --> 00:05:11.720]  第一部就是羅馬書
[00:05:11.720 --> 00:05:18.440]  它稱為是基督教義的一個的憲法、憲章
[00:05:18.440 --> 00:05:21.120]  那菲利門書呢是最短
[00:05:21.120 --> 00:05:25.400]  放在保羅書信當中的最後一封
[00:05:25.400 --> 00:05:29.200]  那它最重要的它的重點呢
[00:05:29.200 --> 00:05:31.080]  是生活的實踐
[00:05:31.080 --> 00:05:32.960]  所以聖經當中
[00:05:32.960 --> 00:05:36.480]  聖經聽道學道是為了行道
[00:05:36.480 --> 00:05:38.640]  能夠行出來神的愛呢
[00:05:38.640 --> 00:05:41.360]  其實這個原則呢是一目了然的
[00:05:41.360 --> 00:05:42.360]  那菲利門書呢
[00:05:42.360 --> 00:05:45.080]  它完全是談個人的事情
[00:05:45.080 --> 00:05:48.560]  那是一封透過個人親密的關係
[00:05:48.560 --> 00:05:51.560]  來溝通、來聯繫的一個的信件
[00:05:51.560 --> 00:05:54.480]  而且皆是一個真理
[00:05:54.480 --> 00:05:59.680]  就是基督徒之間的一個的愛的關係
[00:05:59.680 --> 00:06:00.720]  那菲利門書呢
[00:06:00.720 --> 00:06:04.760]  也沒有像我們現在成島的西伯來書
[00:06:04.760 --> 00:06:08.240]  西伯來書有很多的引用舊約的經文
[00:06:08.240 --> 00:06:09.800]  談到了很多的獻祭
[00:06:09.800 --> 00:06:11.400]  談到了很多的律法
[00:06:11.400 --> 00:06:12.960]  討論了很多的神學
[00:06:12.960 --> 00:06:18.240]  包括了末世論、基督論、救恩、天使論
[00:06:18.240 --> 00:06:19.440]  都沒有
[00:06:19.440 --> 00:06:20.760]  那菲利門書呢
[00:06:20.760 --> 00:06:24.840]  單純的就是一封人與人之間交流的一個的信件
[00:06:24.840 --> 00:06:26.840]  裡面完全是記錄了
[00:06:26.840 --> 00:06:30.720]  人和人之間的互動、交流、感情
[00:06:30.720 --> 00:06:34.640]  是一封充滿了愛心、溫心、眷有的書信
[00:06:34.640 --> 00:06:36.400]  值得我們一讀再讀
[00:06:36.400 --> 00:06:40.640]  在其中我們來學習人生的一個的功課
[00:06:40.640 --> 00:06:43.480]  那這個的事件的背景呢
[00:06:43.480 --> 00:06:46.600]  是歌羅西的一個的家庭教會
[00:06:46.600 --> 00:06:49.120]  那保羅他寫信的目的呢
[00:06:49.120 --> 00:06:56.080]  是替一位原本在菲利門家的奴僕阿尼西姆求情
[00:06:56.080 --> 00:06:57.200]  求主人呢
[00:06:57.200 --> 00:07:00.560]  對他能夠原諒饒恕、重新接納
[00:07:00.560 --> 00:07:03.200]  而且恩待提升他的地位
[00:07:03.200 --> 00:07:04.600]  那第一、第二節呢
[00:07:04.600 --> 00:07:06.320]  在菲利門書呢
[00:07:06.320 --> 00:07:08.920]  我們可以看到保羅提到了
[00:07:08.920 --> 00:07:11.640]  菲利門還有他的妻子叫做亞菲亞
[00:07:11.640 --> 00:07:14.120]  他的兒子叫做雅基布
[00:07:14.120 --> 00:07:18.920]  甚至在他家聚會的歌羅西教會呢
[00:07:18.920 --> 00:07:20.200]  保羅都提到了
[00:07:20.200 --> 00:07:21.360]  都是收信的對象
[00:07:21.360 --> 00:07:24.600]  所以其實這封書信不僅是菲利門
[00:07:24.600 --> 00:07:28.960]  是整個的教會都要學習的一個愛的功課實踐
[00:07:28.960 --> 00:07:30.360]  那具體而言呢
[00:07:30.360 --> 00:07:33.080]  我們每一位弟兄姐妹呢
[00:07:33.080 --> 00:07:36.880]  都要學習彼此的寬容、彼此的饒恕
[00:07:36.880 --> 00:07:39.120]  我們寬大我們的心胸
[00:07:39.120 --> 00:07:42.880]  我們去包容、我們原諒、我們放下
[00:07:42.880 --> 00:07:45.400]  我們能夠放過、能夠忘記
[00:07:45.400 --> 00:07:48.280]  forgive and forget
[00:07:48.280 --> 00:07:49.800]  那寬容之後呢
[00:07:49.800 --> 00:07:51.240]  我們就能夠接納
[00:07:51.240 --> 00:07:52.320]  我們打開心門
[00:07:52.320 --> 00:07:54.320]  我們張開我們的雙背
[00:07:54.320 --> 00:07:56.680]  能夠去擁抱我們的弟兄姐妹
[00:07:56.680 --> 00:07:58.120]  寬容接納之後呢
[00:07:58.120 --> 00:08:00.200]  我們要能夠提升
[00:08:00.200 --> 00:08:01.360]  那教會的弟兄姐妹
[00:08:01.360 --> 00:08:05.360]  我們不再用世俗的眼光
[00:08:05.360 --> 00:08:09.360]  或是這種世俗的階級來區分
[00:08:09.360 --> 00:08:12.280]  不論是我們的膚色、我們的教育
[00:08:12.280 --> 00:08:14.160]  我們的性別、我們的年紀
[00:08:14.160 --> 00:08:16.160]  在主理都合而為一了
[00:08:16.160 --> 00:08:17.120]  而且呢
[00:08:17.120 --> 00:08:21.440]  體面的要去幫助去提升那些不體面的
[00:08:21.440 --> 00:08:22.960]  像保羅寫的
[00:08:22.960 --> 00:08:26.160]  不再看待阿尼西姆是奴僕
[00:08:26.160 --> 00:08:28.240]  看待他如兄弟一樣
[00:08:28.240 --> 00:08:31.600]  那菲利門呢,他是在哥羅西這個城市呢
[00:08:31.600 --> 00:08:33.960]  是一個有家業、有好名聲
[00:08:33.960 --> 00:08:38.480]  在地方上顯赫的一位主內的弟兄
[00:08:38.480 --> 00:08:39.600]  哥羅西教會呢
[00:08:39.600 --> 00:08:43.280]  就在他的家、他的家庭聚會
[00:08:43.280 --> 00:08:44.440]  那一節呢
[00:08:44.440 --> 00:08:47.040]  保羅稱菲利門是同工
[00:08:47.040 --> 00:08:50.000]  是一個fellow co-worker、fellow worker
[00:08:50.000 --> 00:08:53.760]  十七節保羅稱菲利門是他的同伴
[00:08:53.760 --> 00:08:55.680]  福音的一個partner
[00:08:55.680 --> 00:08:56.800]  那四到七節呢
[00:08:56.800 --> 00:09:00.360]  我們可以看到保羅為菲利門感謝神
[00:09:00.360 --> 00:09:02.720]  為他的愛心、信心
[00:09:02.720 --> 00:09:05.360]  還有他的善行
[00:09:05.360 --> 00:09:09.040]  使保羅大有快樂、大有安慰
[00:09:09.040 --> 00:09:10.360]  大得暢快
[00:09:10.360 --> 00:09:13.200]  這個暢快原文就是refreshing
[00:09:13.200 --> 00:09:14.120]  那菲利門呢
[00:09:14.120 --> 00:09:17.080]  這位弟兄我們可以看到他的愛心
[00:09:17.080 --> 00:09:20.440]  他的信心是從他的行善
[00:09:20.440 --> 00:09:23.320]  他的好行為被眾人看見稱讚的
[00:09:23.320 --> 00:09:26.280]  他也帶給弟兄姊妹很多的幫助
[00:09:26.280 --> 00:09:27.480]  還有注意
[00:09:27.480 --> 00:09:28.960]  那這個阿尼西姆呢
[00:09:28.960 --> 00:09:33.600]  他是從菲利門家逃出來的一位的奴隸
[00:09:33.600 --> 00:09:36.960]  他事先他偷了主人的錢財
[00:09:36.960 --> 00:09:39.400]  他一路從哥羅西
[00:09:39.400 --> 00:09:41.880]  就是現在的土耳其
[00:09:41.880 --> 00:09:46.400]  一路跑到了當時的羅馬帝國的首都
[00:09:46.400 --> 00:09:47.760]  如果走陸路的話呢
[00:09:47.760 --> 00:09:50.840]  這段的行程大概要一個月的左右
[00:09:50.840 --> 00:09:52.760]  那他這麼做應該就是
[00:09:52.760 --> 00:09:57.440]  想要完全的脫離他奴隸的身份
[00:09:57.440 --> 00:09:58.960]  他要遠走高飛
[00:09:58.960 --> 00:10:01.560]  他要到一個當時最繁華的都市
[00:10:01.560 --> 00:10:03.400]  去展開一個全新
[00:10:03.400 --> 00:10:07.280]  一個自由的、一個非奴隸的生活
[00:10:07.280 --> 00:10:09.400]  但是呢
[00:10:09.400 --> 00:10:11.120]  阿尼西姆到了羅馬
[00:10:11.120 --> 00:10:12.880]  他遇見了誰
[00:10:12.880 --> 00:10:15.440]  遇見了保羅
[00:10:15.440 --> 00:10:16.360]  透過保羅
[00:10:16.360 --> 00:10:17.960]  阿尼西姆他認識承認
[00:10:17.960 --> 00:10:20.360]  他受洗跪在主耶穌基督的名下
[00:10:20.360 --> 00:10:21.760]  他認罪悔改
[00:10:21.760 --> 00:10:24.040]  而且呢他留下來了
[00:10:24.040 --> 00:10:26.720]  他謙卑地來服侍保羅
[00:10:26.720 --> 00:10:29.400]  雖然他帶給保羅很多的益處
[00:10:29.400 --> 00:10:32.960]  但是保羅還是要把阿尼西姆送回到
[00:10:32.960 --> 00:10:35.600]  他原來菲利門主人的家
[00:10:35.600 --> 00:10:38.480]  讓他繼續服侍原來的主人
[00:10:38.480 --> 00:10:41.240]  所以這一封菲利門書呢
[00:10:41.240 --> 00:10:43.680]  他真的是一封充滿了愛
[00:10:43.680 --> 00:10:46.680]  請求寬容饒恕接納一個的書信
[00:10:46.680 --> 00:10:48.680]  也是愛的行動的實踐
[00:10:48.680 --> 00:10:50.200]  一個很好的典範
[00:10:50.200 --> 00:10:52.960]  我們在這裡提到了奴隸
[00:10:52.960 --> 00:10:55.240]  那在羅馬帝國時期
[00:10:55.240 --> 00:10:59.960]  農業為主的這個奴隸制度裡面呢
[00:10:59.960 --> 00:11:01.240]  在當時呢
[00:11:01.240 --> 00:11:06.960]  畜養還有這個交易奴隸是合法的
[00:11:06.960 --> 00:11:08.720]  大戶人家像菲利門
[00:11:08.720 --> 00:11:11.480]  他是可以擁有好幾個奴隸
[00:11:11.480 --> 00:11:15.720]  那奴隸是奴隸主的一個財產
[00:11:15.720 --> 00:11:17.120]  他可以被買賣
[00:11:17.120 --> 00:11:18.480]  他可以被交易
[00:11:18.480 --> 00:11:21.960]  他也可以強迫 被強迫來工作
[00:11:21.960 --> 00:11:23.400]  那如果奴隸反抗呢
[00:11:23.400 --> 00:11:26.800]  會遭到主人甚至社會法律的制裁
[00:11:26.800 --> 00:11:29.120]  我在預備的時候看到的一本書
[00:11:29.120 --> 00:11:32.200]  他的書名叫做《回到羅馬當主人》
[00:11:32.200 --> 00:11:33.480]  我看了一些的內容
[00:11:33.480 --> 00:11:35.960]  他其實他真正的主題應該是
[00:11:35.960 --> 00:11:37.480]  回到古羅馬時代
[00:11:37.480 --> 00:11:39.960]  社會中一個主人的地位
[00:11:39.960 --> 00:11:42.040]  如何管理奴隸
[00:11:42.040 --> 00:11:43.160]  那在這本書呢
[00:11:43.160 --> 00:11:47.240]  就記載了描述了當時帝國當中的
[00:11:47.240 --> 00:11:50.960]  奴隸的一些的景況
[00:11:50.960 --> 00:11:52.480]  那他的來源
[00:11:52.480 --> 00:11:53.520]  我們可以看到
[00:11:53.520 --> 00:11:58.160]  可以從戰俘 貿易 就是交易 還有債務
[00:11:58.160 --> 00:12:00.960]  如果欠債就自己現身成為奴隸
[00:12:00.960 --> 00:12:04.520]  或是家裡所生的奴隸的小孩還是奴隸
[00:12:04.520 --> 00:12:07.480]  那當時他們的地位是非常的低
[00:12:07.480 --> 00:12:10.040]  他們就像一個農具一樣
[00:12:10.040 --> 00:12:15.160]  他們只是被認為是能夠說話的一個農具
[00:12:15.160 --> 00:12:16.680]  地位是非常的低
[00:12:16.680 --> 00:12:18.360]  那在當時呢
[00:12:18.360 --> 00:12:23.960]  屢有所聞奴隸脫身逃離的這些的事件
[00:12:23.960 --> 00:12:25.160]  這裡列出了五點
[00:12:25.160 --> 00:12:28.040]  沒有時間跟大家一一的介紹
[00:12:28.040 --> 00:12:30.800]  那我們可以看到這個阿尼西姆呢
[00:12:30.800 --> 00:12:34.840]  他是尋找機會逃跑
[00:12:34.840 --> 00:12:36.920]  那在當時的奴隸呢
[00:12:36.920 --> 00:12:40.920]  和這個犯人罪犯 prisoner
[00:12:40.920 --> 00:12:43.040]  跟slave是不一樣的
[00:12:43.040 --> 00:12:46.120]  犯人他是被關在監牢的裡面
[00:12:46.120 --> 00:12:49.000]  所以他行動是沒有自由的
[00:12:49.000 --> 00:12:50.760]  但是奴隸呢
[00:12:50.760 --> 00:12:53.480]  他們要逃是很容易的
[00:12:53.480 --> 00:12:58.880]  因為他們是住在一個沒有四圍牆的
[00:12:58.880 --> 00:13:02.600]  一個沒有關監牢的一個家裡面
[00:13:02.600 --> 00:13:05.120]  他有心他是可以找機會逃跑的
[00:13:05.120 --> 00:13:07.160]  例如他在田裡幹活
[00:13:07.160 --> 00:13:09.880]  或是他被主人派到街上去辦事
[00:13:09.880 --> 00:13:12.080]  其實他有心他就可以逃跑
[00:13:12.080 --> 00:13:14.680]  但是其實他奴隸他也明白
[00:13:14.680 --> 00:13:17.400]  如果他逃跑他是很容易被找到的
[00:13:17.400 --> 00:13:18.720]  因為奴隸主呢
[00:13:18.720 --> 00:13:20.360]  他會張貼廣告
[00:13:20.360 --> 00:13:24.040]  他會在廣告上面公告上面寫出
[00:13:24.040 --> 00:13:25.560]  奴隸的一些的特徵
[00:13:25.560 --> 00:13:27.560]  或是畫像他的相貌
[00:13:27.560 --> 00:13:31.680]  而且會懸賞重金來請大家
[00:13:31.680 --> 00:13:34.080]  來把這個奴隸帶回來
[00:13:34.080 --> 00:13:37.320]  那通常奴隸逃跑的結局呢
[00:13:37.320 --> 00:13:39.920]  就是被帶回到家裡
[00:13:39.920 --> 00:13:42.600]  通常的結局也是被主人毒打一頓
[00:13:42.600 --> 00:13:48.040]  然後在他的臉上就烙印一個三個字
[00:13:48.040 --> 00:13:50.600]  中文是三個字逃跑者
[00:13:50.600 --> 00:13:54.000]  曾經是偷跑者來這樣子羞辱他
[00:13:54.000 --> 00:13:55.840]  是當時的情況
[00:13:55.840 --> 00:13:57.080]  那我們今天呢
[00:13:57.080 --> 00:13:58.960]  重點呢就是從三位主角
[00:13:58.960 --> 00:14:01.600]  我們來學習我們一些人生的功課
[00:14:01.600 --> 00:14:03.720]  我們從保羅從阿尼西姆
[00:14:03.720 --> 00:14:05.560]  從菲利門我們來學習
[00:14:05.560 --> 00:14:08.280]  那從使徒保羅呢最重要的功課呢
[00:14:08.280 --> 00:14:10.320]  我們就是學習愛
[00:14:10.320 --> 00:14:13.600]  保羅說愛是愛是有恩詞的
[00:14:13.600 --> 00:14:15.000]  Love is kind
[00:14:15.000 --> 00:14:16.560]  保羅他不僅傳講
[00:14:16.560 --> 00:14:20.760]  他不僅解開福音耶穌基督的奧秘
[00:14:20.760 --> 00:14:21.760]  更重要的是呢
[00:14:21.760 --> 00:14:24.360]  他在他所有的書信的當中
[00:14:24.360 --> 00:14:27.360]  他致力傳遞呢就是一個愛的信息
[00:14:27.360 --> 00:14:30.000]  而且他是一個活出愛的見證
[00:14:30.000 --> 00:14:32.560]  愛的生命的一個使徒
[00:14:32.560 --> 00:14:33.880]  保羅他是單身
[00:14:33.880 --> 00:14:37.960]  但是他在福音裡他收養了三個兒子
[00:14:37.960 --> 00:14:40.080]  在提摩太前書一章二節
[00:14:40.080 --> 00:14:43.040]  他稱提摩太是真兒子
[00:14:43.040 --> 00:14:44.400]  在提多書一章
[00:14:44.400 --> 00:14:47.320]  他也稱提多是真兒子
[00:14:47.320 --> 00:14:51.760]  那在菲利門書十節
[00:14:51.760 --> 00:14:55.280]  他稱阿尼西姆是在捆索中
[00:14:55.280 --> 00:14:58.000]  他在坐牢的當中所生的兒子
[00:14:58.000 --> 00:14:59.280]  所以我們可以看到
[00:14:59.280 --> 00:15:01.760]  保羅和阿尼西姆他們之間
[00:15:01.760 --> 00:15:05.600]  是患難見真情的一種這種親密的關係
[00:15:05.600 --> 00:15:07.800]  那保羅對阿尼西姆的友愛呢
[00:15:07.800 --> 00:15:12.000]  他不僅是證明了他心中沒有階級的觀念
[00:15:12.000 --> 00:15:15.680]  也不會因為對方阿尼西姆是一個奴隸
[00:15:15.680 --> 00:15:19.200]  又是一個逃跑的罪犯瞧不起他
[00:15:19.200 --> 00:15:21.440]  愛是有恩賜的
[00:15:21.440 --> 00:15:23.480]  愛是沒有階級的
[00:15:23.480 --> 00:15:24.480]  愛是饒恕的
[00:15:24.480 --> 00:15:26.320]  在耶穌基督裡呢
[00:15:26.320 --> 00:15:28.760]  每一個人都是自由平等的
[00:15:28.760 --> 00:15:32.800]  那保羅除了稱阿尼西姆是兒子之外呢
[00:15:32.800 --> 00:15:35.640]  如果大家有聖經可以看到第十二節
[00:15:35.640 --> 00:15:39.920]  保羅稱阿尼西姆是他的心上人
[00:15:39.920 --> 00:15:42.280]  英文是my very heart
[00:15:42.280 --> 00:15:44.920]  在歌羅西四章九節
[00:15:44.920 --> 00:15:49.680]  保羅稱阿尼西姆是一位親愛忠心的弟兄
[00:15:49.680 --> 00:15:52.800]  是一位beloved and faithful brother
[00:15:52.800 --> 00:15:53.880]  那這些的稱呼呢
[00:15:53.880 --> 00:15:57.560]  我們都可以看出保羅他心裡是充滿了恩慈
[00:15:57.560 --> 00:15:58.440]  另外我們也知道
[00:15:58.440 --> 00:16:00.640]  保羅他是一個很有學問有知識
[00:16:00.640 --> 00:16:02.720]  是一個德高望重的使徒
[00:16:02.720 --> 00:16:04.280]  在使徒心傳二十二章
[00:16:04.280 --> 00:16:06.600]  保羅他在這裡說他是猶太人
[00:16:06.600 --> 00:16:08.760]  我在加碼列的門下
[00:16:08.760 --> 00:16:12.200]  按著我們祖宗嚴謹的律法受教
[00:16:12.200 --> 00:16:14.120]  而且熱心的侍奉神
[00:16:14.120 --> 00:16:16.360]  在菲利比書三章
[00:16:16.360 --> 00:16:18.400]  他說他是猶太人
[00:16:18.400 --> 00:16:20.640]  是希伯來人
[00:16:20.640 --> 00:16:21.560]  生的希來人
[00:16:21.560 --> 00:16:22.840]  就律法的意
[00:16:22.840 --> 00:16:24.440]  他是無可指責的
[00:16:24.440 --> 00:16:28.040]  所以保羅他原來是猶太教的
[00:16:28.040 --> 00:16:29.800]  算是一個貴族
[00:16:29.800 --> 00:16:31.640]  他成為使徒之後呢
[00:16:31.640 --> 00:16:33.440]  同樣的他對福音
[00:16:33.440 --> 00:16:35.800]  他對耶穌基督的認識呢
[00:16:35.800 --> 00:16:37.520]  可以說是各中翹楚
[00:16:37.520 --> 00:16:39.080]  無人出其右
[00:16:39.080 --> 00:16:41.040]  但是保羅他不會因為他自己
[00:16:41.040 --> 00:16:43.720]  他的學識高而自誇
[00:16:43.720 --> 00:16:46.680]  或是瞧不起為奴隸
[00:16:46.680 --> 00:16:50.560]  沒有受過教育的這位阿尼西姆
[00:16:50.560 --> 00:16:52.080]  保羅他得救之後
[00:16:52.080 --> 00:16:54.000]  他人生唯一的目的
[00:16:54.000 --> 00:16:56.880]  就是看到每一個靈魂的得救
[00:16:56.880 --> 00:16:59.000]  那保羅的策略是什麼呢
[00:16:59.000 --> 00:17:01.360]  在哥林多前書九章
[00:17:01.360 --> 00:17:03.640]  二十二到二十三節保羅說
[00:17:03.640 --> 00:17:05.760]  我像什麼樣的人
[00:17:05.760 --> 00:17:07.680]  我就做什麼樣的人
[00:17:07.680 --> 00:17:09.320]  我像軟弱的人
[00:17:09.320 --> 00:17:10.840]  我就做軟弱的人
[00:17:10.840 --> 00:17:14.240]  為要得著軟弱的人
[00:17:14.240 --> 00:17:16.320]  無論如何我要救些人
[00:17:16.320 --> 00:17:17.800]  凡我所行的
[00:17:17.800 --> 00:17:19.800]  都是為了福音的緣故
[00:17:19.800 --> 00:17:23.760]  要與人同得這福音的好處
[00:17:23.760 --> 00:17:25.680]  同時我們可以看到在這封信呢
[00:17:25.680 --> 00:17:29.080]  保羅用最謙卑的口吻口氣
[00:17:29.080 --> 00:17:31.760]  來求請求菲利門
[00:17:31.760 --> 00:17:33.480]  在祭九節保羅說
[00:17:33.480 --> 00:17:36.720]  像我這樣有年紀的保羅
[00:17:36.720 --> 00:17:40.720]  現在又是被基督所求的
[00:17:40.720 --> 00:17:43.640]  寧可憑著愛心來求你
[00:17:43.640 --> 00:17:46.280]  保羅沒有用他的position
[00:17:46.280 --> 00:17:52.320]  用他的使徒的身份來強壓菲利門
[00:17:52.320 --> 00:17:55.680]  他是憑著愛心在那裡請求
[00:17:55.680 --> 00:17:57.400]  請求菲利門來接受
[00:17:57.400 --> 00:17:59.200]  所以保羅他的恩慈他的謙功
[00:17:59.200 --> 00:18:01.240]  他是我們很好的榜樣
[00:18:01.240 --> 00:18:01.840]  第二個呢
[00:18:01.840 --> 00:18:04.360]  愛是不求自己的益處
[00:18:04.360 --> 00:18:07.120]  保羅他本來有意想要留下阿尼西姆
[00:18:07.120 --> 00:18:09.160]  來服侍他來伺候他
[00:18:09.160 --> 00:18:11.560]  但是保羅他知道阿尼西姆
[00:18:11.560 --> 00:18:14.080]  他有一個原來的主人
[00:18:14.080 --> 00:18:17.040]  他是私自逃出來的奴僕
[00:18:17.040 --> 00:18:18.480]  所以他就決定了
[00:18:18.480 --> 00:18:21.000]  他說阿尼西姆你不屬於我
[00:18:21.000 --> 00:18:23.680]  你要回到你原來的主人那裡
[00:18:23.680 --> 00:18:25.640]  你要去服侍他
[00:18:25.640 --> 00:18:30.560]  保羅他不是一個貪圖自己益處的使徒
[00:18:30.560 --> 00:18:33.320]  所以他規勸阿尼西姆回去
[00:18:33.320 --> 00:18:37.200]  繼續的服侍給他帶來益處
[00:18:37.200 --> 00:18:38.000]  不僅如此
[00:18:38.000 --> 00:18:41.520]  我們可以看到在十八十九節
[00:18:41.520 --> 00:18:46.240]  保羅說若他虧負你什麼欠你什麼
[00:18:46.240 --> 00:18:48.080]  都歸在我的帳上
[00:18:48.080 --> 00:18:49.440]  我必償還
[00:18:49.440 --> 00:18:52.840]  保羅說這是我親手所寫的
[00:18:52.840 --> 00:18:55.440]  我們愛不僅是不求自己的益處
[00:18:55.440 --> 00:18:59.400]  更是將自己的益處拿出來去幫助人
