
[00:00:00.000 --> 00:00:02.800]  各位姐妹有沒有吃紅豆沙呢?
[00:06:23.040 --> 00:06:24.720]  是用紅色那種
[00:06:24.720 --> 00:06:27.720]  不是我們吃的紅豆沙那種紅豆
[00:06:27.720 --> 00:06:29.720]  不是我們正在吃的紅豆沙
[00:06:29.720 --> 00:06:32.720]  是扁豆 不過可能是紅色的
[00:06:32.720 --> 00:06:34.720]  他就嘩喝了很開心
[00:06:34.720 --> 00:06:37.720]  長子名分當飯吃嗎?
[00:06:37.720 --> 00:06:40.720]  給你吧 這樣發誓給你
[00:06:40.720 --> 00:06:42.720]  是輕看長子名分
[00:06:42.720 --> 00:06:44.720]  其實長子名分是什麼呢?
[00:06:44.720 --> 00:06:46.720]  長子名分大家都知道
[00:06:46.720 --> 00:06:51.720]  長子名分就是會有爸爸雙倍的祝福
[00:06:51.720 --> 00:06:55.720]  即是說如果爸爸要分家產
[00:06:55.720 --> 00:06:58.720]  就會兩兄弟分了多少份呢?
[00:06:58.720 --> 00:07:00.720]  三份
[00:07:00.720 --> 00:07:04.720]  長子有兩份 次子有一份
[00:07:04.720 --> 00:07:06.720]  如果兩個兒子就這樣分了
[00:07:06.720 --> 00:07:10.720]  有十個兒子分十一份
[00:07:10.720 --> 00:07:16.720]  大哥長子有兩份 其他兒子有其他九份
[00:07:16.720 --> 00:07:17.720]  就是這樣
[00:07:17.720 --> 00:07:20.720]  所以長子名分是多一份的
[00:07:20.720 --> 00:07:24.720]  而且爸爸給長子名分的祝福是大一點的
[00:07:24.720 --> 00:07:26.720]  爸爸在當時的祝福是很重要的
[00:07:26.720 --> 00:07:29.720]  而神很多時候都特別祝福長子
[00:07:29.720 --> 00:07:30.720]  為什麼呢?
[00:07:30.720 --> 00:07:32.720]  因為神說在以色列當中
[00:07:32.720 --> 00:07:35.720]  所有的長子是屬於我的
[00:07:35.720 --> 00:07:37.720]  長子是很嚴重的
[00:07:37.720 --> 00:07:42.720]  當以色列人後來在埃及圍爐四百年
[00:07:42.720 --> 00:07:45.720]  到最後果實災帶走以色列人
[00:07:45.720 --> 00:07:46.720]  發露給他們走
[00:07:46.720 --> 00:07:50.720]  最後的災擊殺長子
[00:07:50.720 --> 00:07:52.720]  殺長子之災
[00:07:52.720 --> 00:07:54.720]  殺拉西就不會了
[00:07:54.720 --> 00:07:57.720]  長子很重要
[00:07:57.720 --> 00:08:02.720]  以所謂的興旱長子名分給了弟弟
[00:08:02.720 --> 00:08:04.720]  弟弟就明白了
[00:08:04.720 --> 00:08:06.720]  雅各沒有什麼厲害
[00:08:06.720 --> 00:08:10.720]  他比較會用計
[00:08:10.720 --> 00:08:13.720]  剛好熬湯
[00:08:13.720 --> 00:08:17.720]  其實可能他想了這個計陰哥哥很久了
[00:08:17.720 --> 00:08:19.720]  所以自己的紅豆湯我吃了很多次
[00:08:19.720 --> 00:08:22.720]  如果哥哥自己獵到野味回來
[00:08:22.720 --> 00:08:23.720]  他未必喝你的湯
[00:08:23.720 --> 00:08:25.720]  快點弄好煎好
[00:08:25.720 --> 00:08:27.720]  燒好給爸爸吃
[00:08:27.720 --> 00:08:28.720]  他不會喝我的湯
[00:08:28.720 --> 00:08:31.720]  不過有時候我見他可能打不到獵
[00:08:31.720 --> 00:08:32.720]  你又累到什麼地步
[00:08:32.720 --> 00:08:33.720]  不如我弄你的湯
[00:08:33.720 --> 00:08:36.720]  等他將長子名分給我
[00:08:36.720 --> 00:08:38.720]  我出生的時候不夠他爭
[00:08:38.720 --> 00:08:40.720]  不如現在可以拿回來
[00:08:40.720 --> 00:08:41.720]  明白可以拿
[00:08:41.720 --> 00:08:44.720]  這就是雅各
[00:08:44.720 --> 00:08:47.720]  雅各厲害就是很體重上帝的祝福
[00:08:47.720 --> 00:08:50.720]  你見到他和天使摔跤臨走
[00:08:50.720 --> 00:08:53.720]  他都說你不為我祝福我不讓你走
[00:08:53.720 --> 00:08:55.720]  他很體重上帝的祝福
[00:08:55.720 --> 00:08:58.720]  耳掃體重吃東西不理那麼多
[00:08:58.720 --> 00:09:02.720]  其實耳掃的人是簡單一點
[00:09:02.720 --> 00:09:03.720]  中直一點
[00:09:03.720 --> 00:09:05.720]  不過比較肉體一點
[00:09:05.720 --> 00:09:07.720]  雅各就奸一點
[00:09:07.720 --> 00:09:08.720]  用計一點
[00:09:08.720 --> 00:09:13.720]  不過他比較喜歡多一點屬靈的祝福
[00:09:13.720 --> 00:09:14.720]  這個都挺有趣的
[00:09:14.720 --> 00:09:17.720]  都是要學習的地方要留意
[00:09:17.720 --> 00:09:21.720]  你見到一碗紅湯
[00:09:21.720 --> 00:09:24.720]  就換去了長子名分
[00:09:24.720 --> 00:09:26.720]  你說耳掃多傻呢
[00:09:26.720 --> 00:09:31.720]  雅各多喜歡多想要多倍的祝福呢
[00:09:31.720 --> 00:09:33.720]  這就是兩兄弟
[00:09:33.720 --> 00:09:35.720]  我們學到一些東西一起祈禱
[00:09:35.720 --> 00:09:38.720]  天父上帝我們見到
[00:09:38.720 --> 00:09:40.720]  兩兄弟一起出生
[00:09:40.720 --> 00:09:41.720]  媽生
[00:09:41.720 --> 00:09:43.720]  都是相同的父母
[00:09:43.720 --> 00:09:44.720]  而且媽生
[00:09:44.720 --> 00:09:47.720]  不過兩個很不同的個性
[00:09:47.720 --> 00:09:52.720]  主他們一個很喜歡打獵
[00:09:52.720 --> 00:09:54.720]  很喜歡和爸爸孝順
[00:09:54.720 --> 00:09:57.720]  另一個很和媽媽一起學煮東西
[00:09:57.720 --> 00:09:59.720]  學安靜
[00:09:59.720 --> 00:10:02.720]  但心裏面很想要多一點祝福
[00:10:02.720 --> 00:10:03.720]  上帝的祝福
[00:10:03.720 --> 00:10:05.720]  爸爸的祝福
[00:10:05.720 --> 00:10:09.720]  在這個無奈之中他想了辦法
[00:10:09.720 --> 00:10:11.720]  怎樣可以獲得雙倍的祝福
[00:10:11.720 --> 00:10:13.720]  怎樣獲得長子名分
[00:10:13.720 --> 00:10:15.720]  主我們說他奸
[00:10:15.720 --> 00:10:17.720]  不過他又很喜歡祝福
[00:10:17.720 --> 00:10:19.720]  也是他成功的地方
[00:10:19.720 --> 00:10:22.720]  大哥很簡單
[00:10:22.720 --> 00:10:23.720]  耳掃很簡單
[00:10:23.720 --> 00:10:26.720]  就是很率性的人
[00:10:26.720 --> 00:10:28.720]  也有他快樂的地方
[00:10:28.720 --> 00:10:31.720]  幫助我們可以將兩個人融合
[00:10:31.720 --> 00:10:34.720]  讓我們都可以快樂率性地生活
[00:10:34.720 --> 00:10:39.720]  但同時間也可以更多的追尋屬靈的福氣
[00:10:39.720 --> 00:10:41.720]  讓我們有長子的名分
[00:10:41.720 --> 00:10:43.720]  獲得雙倍的祝福
[00:10:43.720 --> 00:10:45.720]  求主一份來祝福我們
[00:10:45.720 --> 00:10:47.720]  讓我們快樂地生活
[00:10:47.720 --> 00:10:48.720]  誰聽我們祈禱
[00:10:48.720 --> 00:10:50.720]  奉耶穌基督的名求
[00:10:50.720 --> 00:10:51.720]  阿門
