
[00:00:00.000 --> 00:00:04.880]  今次有機會看到,不單單是聖靈天主教堂
[00:01:55.720 --> 00:01:59.320]  還有什麼呢,不公不義的問題
[00:01:59.320 --> 00:02:04.600]  這些都是十分值得全世界人關心的問題
[00:02:04.600 --> 00:02:08.360]  不過大家聽完、看完十大問題
[00:02:08.360 --> 00:02:10.320]  好像跟我們不太吵架
[00:02:10.320 --> 00:02:13.680]  特別我們生活在三藩市灣區的人來說
[00:02:13.680 --> 00:02:17.440]  我們很少會留意到這些問題,對不對
[00:02:17.440 --> 00:02:20.560]  有一個很模糊的印象,大概知道世界很亂
[00:02:20.560 --> 00:02:22.880]  有很多問題,但是對我們來說
[00:02:22.880 --> 00:02:25.680]  好像我們是漠不關心的,為什麼呢
[00:02:25.680 --> 00:02:27.480]  因為說到這大堆事情的時候
[00:02:27.480 --> 00:02:31.320]  似乎不是出現在我們身邊,對不對
[00:02:31.320 --> 00:02:35.040]  我們看不到也看不到,只是偶爾聽聽而已
[00:02:35.040 --> 00:02:37.520]  而且我們很實際
[00:02:37.520 --> 00:02:41.960]  但是我們現在生活似乎影響不是很嚴重,對不對
[00:02:41.960 --> 00:02:46.360]  所以其實頂尖梅,如果你有這樣的體會感覺的時候
[00:02:46.360 --> 00:02:49.320]  或者是同意牧師所說的話的時候
[00:02:49.320 --> 00:02:53.400]  單單是這樣,我們就應該很感恩,對不對
[00:02:53.400 --> 00:02:56.720]  因為在全世界,在六十億、七十億的人口裡
[00:02:56.720 --> 00:02:59.640]  有過億的人,不知道有幾億
[00:02:59.640 --> 00:03:02.560]  總之有很多很多的人
[00:03:02.560 --> 00:03:08.200]  他們是生活在極度困難和痛苦的處境當中
[00:03:08.200 --> 00:03:11.680]  很多人原來是吃不飽、穿不戀
[00:03:11.680 --> 00:03:14.200]  這個我們不用說
[00:03:14.200 --> 00:03:20.880]  最慘的是什麼呢,你每天生活在惶恐、徬徨、恐懼當中
[00:03:20.880 --> 00:03:23.400]  就是那些朝不保夕的感覺
[00:03:23.400 --> 00:03:27.160]  可能這個我們從來都不會發生在我們身上,對不對
[00:03:27.160 --> 00:03:32.680]  但是有很多人有朝不保夕的那些憂慮
[00:03:32.680 --> 00:03:35.720]  而我相信最難受的是什麼呢
[00:03:35.720 --> 00:03:38.800]  相信最難受的是前途一片黑暗
[00:03:38.800 --> 00:03:42.120]  看不到半點的光明,沒有出路
[00:03:42.120 --> 00:03:45.360]  這樣才是最慘,對不對,自己很苦、很難過
[00:03:45.360 --> 00:03:48.600]  但是看不到有光明、看不到有出路
[00:03:48.600 --> 00:03:50.320]  這個是最難抵的事
[00:03:50.320 --> 00:03:54.480]  人最怕生活在絕望當中
[00:03:54.480 --> 00:03:57.800]  但是這樣回頭,我們是信耶穌的,是不是
[00:03:57.800 --> 00:03:59.520]  我們是基督徒,是不是
[00:03:59.520 --> 00:04:01.480]  基督徒的情況就完全不同了
[00:04:01.480 --> 00:04:05.480]  為什麼呢,因為保羅在《義弗所書》說得很清楚
[00:04:05.480 --> 00:04:11.240]  原來我們信耶穌之後,我們成為光明之子
[00:04:11.240 --> 00:04:16.840]  我們基督徒原來有一個責任、有一個使命
[00:04:16.840 --> 00:04:20.600]  就是用耶穌的光去照亮黑暗
[00:04:20.600 --> 00:04:26.440]  照明人心的黑暗,將盼望平安帶給人
[00:04:26.440 --> 00:04:27.840]  保羅怎麼說呢
[00:04:27.840 --> 00:04:30.600]  《義弗所書》第五章第八第九節這裡說
[00:04:30.600 --> 00:04:32.880]  「你們原是在黑暗中
[00:04:32.880 --> 00:04:38.480]  可時自從成為主的信徒,你們就在光明中
[00:04:38.480 --> 00:04:41.400]  你們的生活必須像光明的人
[00:04:41.400 --> 00:04:43.440]  光明結出一切豐盛的果實
[00:04:43.440 --> 00:04:46.280]  就是良善、正義和真理」
[00:04:46.280 --> 00:04:49.240]  十四節,所以詩中這樣說
[00:04:49.240 --> 00:04:53.400]  「醒過來吧,睡著的人,從死人中起來
[00:04:53.400 --> 00:04:56.760]  基督要光照你們」
[00:04:56.760 --> 00:04:57.800]  為什麼聖經裡面說
[00:04:57.800 --> 00:05:02.480]  「自從你們成為基督徒,睡人宿之後
[00:05:02.480 --> 00:05:03.960]  就在光明當中呢」
[00:05:03.960 --> 00:05:05.640]  為什麼聖經裡面這樣說呢
[00:05:05.640 --> 00:05:09.280]  因為司徒約翰曾經在約翰福音裡面
[00:05:09.280 --> 00:05:10.760]  為耶穌做見證
[00:05:10.760 --> 00:05:12.360]  他說耶穌是什麼呢
[00:05:12.360 --> 00:05:14.520]  耶穌就是生命的光
[00:05:14.520 --> 00:05:18.040]  要照亮世上所有的人
[00:05:18.040 --> 00:05:19.920]  所以我們信耶穌的人呢
[00:05:19.920 --> 00:05:23.520]  你信耶穌,你基督徒,身為上帝的子女
[00:05:23.520 --> 00:05:27.400]  我們就和耶穌一夥人,站在耶穌身邊
[00:05:27.400 --> 00:05:30.160]  那就佔光
[00:05:30.160 --> 00:05:32.800]  耶穌是光,我們成為祂的一份子
[00:05:32.800 --> 00:05:35.320]  我們佔了耶穌的光
[00:05:35.320 --> 00:05:38.480]  於是呢,在信徒所說的那個時間開始
[00:05:38.480 --> 00:05:42.400]  原來我們就進入光明裡面了
[00:05:42.400 --> 00:05:46.880]  當然,當我們從黑暗進入光明的時候
[00:05:46.880 --> 00:05:49.200]  我們的生命就不再一樣了
[00:05:49.200 --> 00:05:52.840]  不單單是有盼望,而且還有憧憬
[00:05:52.840 --> 00:05:57.480]  原來上帝可以使用我們去照亮黑暗的
[00:05:57.480 --> 00:05:58.960]  上帝可以使用我們
[00:05:58.960 --> 00:06:02.360]  將平安帶給周圍那些沒有平安的人
[00:06:02.360 --> 00:06:05.840]  上帝能夠使用我們幫助人出黑暗
[00:06:05.840 --> 00:06:07.080]  進入光明當中
[00:06:07.080 --> 00:06:09.880]  哇,這個生命就完全不同了
[00:06:09.880 --> 00:06:11.120]  可能你信耶穌之前
[00:06:11.120 --> 00:06:13.240]  從來沒有想過你可以做這些事情
[00:06:13.240 --> 00:06:14.600]  信耶穌之前你沒有想過
[00:06:14.600 --> 00:06:18.880]  原來我們可以將光帶黑暗在裡面嗎
[00:06:18.880 --> 00:06:20.800]  原來是可以的
[00:06:20.800 --> 00:06:24.200]  其實呢,我們基督徒當中
[00:06:24.200 --> 00:06:27.840]  很多人都有類似這樣的經驗的
[00:06:27.840 --> 00:06:29.680]  今天很特別,我請到一個弟兄
[00:06:29.680 --> 00:06:31.760]  和我們分享他的見證
[00:06:31.760 --> 00:06:34.400]  他從前真的生活在黑暗裡面
[00:06:34.400 --> 00:06:36.360]  但是不知道自己在黑暗裡面
[00:06:36.360 --> 00:06:37.240]  生活在黑暗當中
[00:06:37.240 --> 00:06:39.640]  但是不知道自己生活在黑暗當中
[00:06:39.640 --> 00:06:41.880]  他只是為了生存而生活而已
[00:06:41.880 --> 00:06:43.720]  OK,我相信很多人都是
[00:06:43.720 --> 00:06:46.280]  為了生存而去生活
[00:06:46.280 --> 00:06:48.920]  直到有一天,神練問他
[00:06:48.920 --> 00:06:51.240]  在一個蔚藍色的天空底下
[00:06:51.240 --> 00:06:54.200]  神竟然將他引領到教會當中
[00:06:54.200 --> 00:06:56.920]  讓他能夠有機會進入光明裡面
[00:06:56.920 --> 00:07:02.400]  我很難想像他是華清幫大佬
[00:07:02.400 --> 00:07:04.840]  整個「傘仔」的樣子,怎麼去斬人呢
[00:07:04.840 --> 00:07:07.360]  我也很難想像
[00:07:07.360 --> 00:07:09.800]  不過當他信耶穌之後
[00:07:09.800 --> 00:07:12.240]  大家都看到、都聽到
[00:07:12.240 --> 00:07:15.080]  上帝真的改變了一個人的生命
[00:07:15.080 --> 00:07:17.080]  自從他信耶穌之後
[00:07:17.080 --> 00:07:19.400]  他是每天去學習
[00:07:19.400 --> 00:07:21.520]  如何生活在光明裡面
[00:07:21.520 --> 00:07:24.280]  剛才我也說過,他不是很富有
[00:07:24.280 --> 00:07:25.800]  但是他的生命
[00:07:25.800 --> 00:07:28.520]  因為信耶穌之後變得很充實
[00:07:28.520 --> 00:07:31.480]  他的生命質素不斷提升
[00:07:31.480 --> 00:07:36.080]  OK,就像聖經所說的
[00:07:36.080 --> 00:07:38.040]  是結出一些豐盛的果實
[00:07:38.040 --> 00:07:41.040]  譬如良善、正義和真理
[00:07:41.040 --> 00:07:43.080]  剛才聖經裡面所說的
[00:07:43.080 --> 00:07:46.800]  事實上,在我們今天的社會
[00:07:46.800 --> 00:07:48.720]  在我這個世界裡面來說
[00:07:48.720 --> 00:07:53.520]  要良善、要正義、要維護真理
[00:07:53.520 --> 00:07:56.280]  其實一點都不簡單,很困難的
[00:07:56.280 --> 00:07:59.960]  因為良善就被人欺負
[00:07:59.960 --> 00:08:02.640]  你太過良善的時候會被欺負
[00:08:02.640 --> 00:08:06.600]  公義會被不公打壓
[00:08:06.600 --> 00:08:07.880]  你要維護真理
[00:08:07.880 --> 00:08:11.480]  但是真的會被扭曲和被人踐踏
[00:08:11.480 --> 00:08:13.080]  這就是我今天的社會
[00:08:13.080 --> 00:08:14.920]  我不知道你同意還是不同意
[00:08:14.920 --> 00:08:16.560]  你做人越做得久
[00:08:16.560 --> 00:08:18.920]  你就越看到這些事情
[00:08:18.920 --> 00:08:22.080]  發生在你周圍,很常見
[00:08:22.080 --> 00:08:24.840]  但是,因為這樣的緣故
[00:08:24.840 --> 00:08:26.480]  有時候我很難過的是什麼呢?
[00:08:26.480 --> 00:08:29.600]  我做了牧師幾十年
[00:08:29.600 --> 00:08:31.440]  特別是過去這十幾年
[00:08:31.440 --> 00:08:34.200]  我有很多機會看到在教會裡面
[00:08:34.200 --> 00:08:36.360]  你寬恕牧師這麼說
[00:08:36.360 --> 00:08:40.040]  在教會裡面,我看到有很多基督徒
[00:08:40.040 --> 00:08:42.920]  起碼是自己說自己是基督徒,對不對?
[00:08:42.920 --> 00:08:45.800]  但是他們的生命
[00:08:45.800 --> 00:08:50.200]  不能夠反映出這些宿靈的質素
[00:08:50.200 --> 00:08:53.120]  這個是令我覺得很難過的
[00:08:53.120 --> 00:08:55.360]  就是向世界妥協
[00:08:55.360 --> 00:08:58.240]  不是一般的基督徒這麼簡單
[00:08:58.240 --> 00:09:00.680]  就算你信義不耐也好
[00:09:00.680 --> 00:09:02.000]  我讓你知道其實
[00:09:02.000 --> 00:09:04.920]  教會都要面對很多的天子和問題
[00:09:04.920 --> 00:09:07.200]  因為甚至很多教會的領袖
[00:09:07.200 --> 00:09:08.600]  都是這樣的
[00:09:08.600 --> 00:09:13.360]  都是不能夠將聖經的真理活在生命當中
[00:09:13.360 --> 00:09:15.200]  不能夠生活在光明裡面
[00:09:15.200 --> 00:09:16.600]  很多時候
[00:09:16.600 --> 00:09:19.160]  我們發覺有很多人有勁健的外貌
[00:09:19.160 --> 00:09:20.440]  什麼意思呢?
[00:09:20.440 --> 00:09:22.360]  你跟他說話是很屬靈的
[00:09:22.360 --> 00:09:23.920]  每個星期回教會
[00:09:23.920 --> 00:09:28.720]  但其實他裡面屬靈的生命是枯乾的
[00:09:28.720 --> 00:09:31.160]  甚至我可以這樣說
[00:09:31.160 --> 00:09:32.400]  不單是枯乾
[00:09:32.400 --> 00:09:35.520]  有時候令人懷疑
[00:09:35.520 --> 00:09:38.040]  這個是不是真的有基督的生命在裡面呢?
[00:09:38.040 --> 00:09:39.680]  這個貧死的邊緣
[00:09:39.680 --> 00:09:42.320]  這個是我觀察到的
[00:09:42.320 --> 00:09:44.760]  所以有時候我們發覺是很難過的
[00:09:44.760 --> 00:09:46.760]  因為有很多人是去上教會的
[00:09:46.760 --> 00:09:52.240]  但原來他們只有勁健的外貌而以
[00:09:52.240 --> 00:09:54.320]  這個對我們基督徒來說
[00:09:54.320 --> 00:09:56.720]  我們真的要很謹慎
[00:09:56.720 --> 00:10:00.480]  這個也是保羅在《葉福所書》所說的
[00:10:00.480 --> 00:10:02.080]  醒來吧
[00:10:02.080 --> 00:10:03.680]  即是保羅說
[00:10:03.680 --> 00:10:05.880]  不要再睡了
[00:10:05.880 --> 00:10:07.280]  睡到死人了
[00:10:07.280 --> 00:10:08.760]  醒來吧
[00:10:08.760 --> 00:10:09.760]  睡著的人
[00:10:09.760 --> 00:10:12.280]  如果你真的擁有基督耶穌的生命的話
[00:10:12.280 --> 00:10:17.520]  現在就要從死人裡面起身走出來
[00:10:17.520 --> 00:10:21.080]  基督耶穌的光就會光照你
[00:10:21.080 --> 00:10:22.880]  我不知道大家屬靈的生命是怎樣的
[00:10:22.880 --> 00:10:23.680]  有些可以看到
[00:10:23.680 --> 00:10:25.200]  有些看不到的
[00:10:25.200 --> 00:10:28.320]  不過我是在這裡給予一個提醒和激勵
[00:10:28.320 --> 00:10:30.000]  求神的靈光照我們
[00:10:30.000 --> 00:10:32.800]  讓我們知道我們現時屬靈的生命
[00:10:32.800 --> 00:10:35.480]  到底是在哪個程度裡面呢?
[00:10:35.480 --> 00:10:36.920]  年尾了
[00:10:36.920 --> 00:10:38.440]  即是最後一天了
[00:10:38.440 --> 00:10:39.840]  在一個很好的時候
[00:10:39.840 --> 00:10:42.640]  讓我們能夠有一些反思
[00:10:42.640 --> 00:10:43.640]  求神幫助我們
[00:10:43.640 --> 00:10:46.560]  如果是在沉睡當中的基督徒
[00:10:46.560 --> 00:10:47.520]  我們要起身
[00:10:47.520 --> 00:10:48.720]  要醒來
[00:10:48.720 --> 00:10:50.520]  要面對耶穌基督
[00:10:50.520 --> 00:10:54.560]  讓耶穌基督的光能夠光照我們
[00:10:54.560 --> 00:10:56.920]  諸多聽誌會聖靈提醒我們
[00:10:56.920 --> 00:10:59.240]  當我們信耶穌之後
[00:10:59.240 --> 00:11:03.320]  我們的生活必須要像光明人
[00:11:03.320 --> 00:11:05.640]  而且要結出光明的果實
[00:11:05.640 --> 00:11:06.880]  好像基督耶穌一樣
[00:11:06.880 --> 00:11:07.960]  不要怕吃虧
[00:11:07.960 --> 00:11:10.120]  不要違背自己的良心
[00:11:10.120 --> 00:11:12.920]  這些說話你不是第一次聽的
[00:11:12.920 --> 00:11:15.160]  但很多時候我們真怕吃虧
[00:11:15.160 --> 00:11:17.080]  很多時候我們不是沒有良心
[00:11:17.080 --> 00:11:19.320]  不過有些事就算了
[00:11:19.320 --> 00:11:21.640]  那就算過去了
[00:11:21.640 --> 00:11:25.000]  很多時候我們不是不知道什麼是真理
[00:11:25.000 --> 00:11:29.920]  但我們沒有勇氣去維護真理
[00:11:29.920 --> 00:11:32.280]  如果我那個教授所說的這些話
[00:11:32.280 --> 00:11:35.360]  讓你能夠抓起一些反思的話
[00:11:35.360 --> 00:11:36.640]  求神憐憫我們
[00:11:36.640 --> 00:11:41.560]  今天是2023年12月31日
[00:11:41.560 --> 00:11:43.640]  讓這些事情過去了
[00:11:43.640 --> 00:11:44.760]  在未來的一年裏
[00:11:44.760 --> 00:11:46.680]  2024年明天1月1日
[00:11:46.680 --> 00:11:52.320]  求神幫助我們能夠在神的面前重新立志
[00:11:52.320 --> 00:11:53.280]  重新立志
[00:11:53.280 --> 00:11:54.720]  在新的一年裏
[00:11:54.720 --> 00:11:55.880]  活在光明當中
[00:11:55.880 --> 00:11:57.520]  好像耶穌基督一樣
[00:11:57.520 --> 00:11:59.000]  讓我們的光
[00:11:59.000 --> 00:12:02.520]  將耶穌的光反照在黑暗裏面
[00:12:02.520 --> 00:12:06.120]  讓人的心得到有盼望
[00:12:06.120 --> 00:12:09.240]  這就是我們希望在2024年的時候
[00:12:09.240 --> 00:12:13.200]  我希望我們每個教徒都應該做的事情
[00:12:13.200 --> 00:12:15.280]  那個問題就是說
[00:12:15.280 --> 00:12:19.680]  保羅提醒我們要做三件事
[00:12:19.680 --> 00:12:21.760]  這是耶穌所書的第五章
[00:12:21.760 --> 00:12:23.200]  十五到二十節
[00:12:23.200 --> 00:12:25.160]  他提醒我們可以做三件事
[00:12:25.160 --> 00:12:26.040]  第一
[00:12:26.040 --> 00:12:27.920]  要愛惜光陰
[00:12:27.920 --> 00:12:29.960]  要善用每一個機會
[00:12:29.960 --> 00:12:32.280]  去幫助人認識上帝
[00:12:32.280 --> 00:12:33.200]  第二
[00:12:33.200 --> 00:12:35.720]  我們要明白神的旨是什麼
[00:12:35.720 --> 00:12:37.120]  上帝想要我們做些什麼
[00:12:37.120 --> 00:12:38.720]  對我的生命有什麼計劃
[00:12:38.720 --> 00:12:40.400]  不知道大家有沒有問過這些問題
[00:12:40.400 --> 00:12:42.800]  可能我們說主要是耶穌保守我們就可以了
[00:12:42.800 --> 00:12:44.120]  什麼計劃都不要緊
[00:12:44.120 --> 00:12:45.200]  不
[00:12:45.200 --> 00:12:46.880]  原來基督徒所過的生命
[00:12:46.880 --> 00:12:49.520]  應該是一個有使命感的人生
[00:12:49.520 --> 00:12:51.320]  然後第三件事
[00:12:51.320 --> 00:12:53.040]  好像剛才Victor提過的
[00:12:53.040 --> 00:12:56.280]  要心裡常存感恩
[00:12:56.280 --> 00:12:57.480]  首先第一件事
[00:12:57.480 --> 00:12:59.040]  保羅提醒我們要做的
[00:12:59.040 --> 00:13:00.600]  要愛惜光陰
[00:13:00.600 --> 00:13:02.400]  要珍惜每一個機會
[00:13:02.400 --> 00:13:03.840]  十五節他怎樣說呢
[00:13:03.840 --> 00:13:06.720]  他說所以你們的行為要謹慎
[00:13:06.720 --> 00:13:08.400]  不要像那些無知的人
[00:13:08.400 --> 00:13:09.880]  要像智慧的人
[00:13:09.880 --> 00:13:10.680]  十六節
[00:13:10.680 --> 00:13:13.680]  要善用每一個機會
[00:13:13.680 --> 00:13:16.280]  和合本的翻譯就是要愛惜光陰
[00:13:16.280 --> 00:13:20.520]  因為目前的日子很險惡
[00:13:20.520 --> 00:13:22.640]  聖基在這裡似乎沒有清楚地說
[00:13:22.640 --> 00:13:25.600]  到底要善用每一個機會去做什麼呢
[00:13:25.600 --> 00:13:27.040]  為什麼要愛惜光陰呢
[00:13:27.040 --> 00:13:30.560]  似乎沒有很清楚地說出來
[00:13:30.560 --> 00:13:33.000]  但是如果你從下一句來說
[00:13:33.000 --> 00:13:34.920]  其實我相信我們可以猜到
[00:13:34.920 --> 00:13:38.280]  保羅到底心裡在想什麼
[00:13:38.280 --> 00:13:40.320]  保羅是提醒我們要善用每一個機會
[00:13:40.320 --> 00:13:44.400]  去幫助人離開黑暗進入光明
[00:13:44.400 --> 00:13:46.880]  將盼望帶給世界上
[00:13:46.880 --> 00:13:49.240]  生活在黑暗裡面的人
[00:13:49.240 --> 00:13:50.840]  幫助人能夠看到
[00:13:50.840 --> 00:13:53.480]  似乎前面看不清楚
[00:13:53.480 --> 00:13:54.880]  但是其實是有出路的
[00:13:54.880 --> 00:13:57.440]  出路就在耶穌基督的身上
[00:13:57.440 --> 00:13:59.280]  所以保羅是提醒我們
[00:13:59.280 --> 00:14:00.920]  要做一個有智慧的人
[00:14:00.920 --> 00:14:02.960]  有智慧的人要愛惜光陰
[00:14:02.960 --> 00:14:05.480]  把握每一個機會告訴別人
[00:14:05.480 --> 00:14:07.280]  耶穌又回來了
[00:14:07.280 --> 00:14:08.560]  耶穌又回來了
[00:14:08.560 --> 00:14:10.120]  事實上如果你是留意世界
[00:14:10.120 --> 00:14:11.880]  正在發生什麼事情的時候
[00:14:11.880 --> 00:14:15.320]  你會發覺很多跡象都告訴我們
[00:14:15.320 --> 00:14:19.000]  耶穌回來的日子是越來越近的
[00:14:19.000 --> 00:14:20.440]  當耶穌回來之後
[00:14:20.440 --> 00:14:22.160]  聖經給我們應許什麼
[00:14:22.160 --> 00:14:25.800]  祂會以公平公義去治理這個世界
[00:14:25.800 --> 00:14:28.760]  讓天國的子民能夠生活在平安
[00:14:28.760 --> 00:14:32.840]  滿足和喜樂的日子當中
[00:14:32.840 --> 00:14:36.600]  前幾天當我和Victor和Connor吃午飯的時候
[00:14:36.600 --> 00:14:38.040]  才聽到他們的故事
[00:14:38.040 --> 00:14:39.560]  雖然我認識了他們一段時間
[00:14:39.560 --> 00:14:41.760]  但是沒什麼機會坐下來說這些話
[00:14:41.760 --> 00:14:43.640]  先和他們吃飯聊天的時候
[00:14:43.640 --> 00:14:46.680]  原來你有這麼複雜的環境
[00:14:46.680 --> 00:14:48.680]  我問他 你知不知道我在懲教署做的
[00:14:48.680 --> 00:14:51.040]  你又做了小孩
[00:14:51.040 --> 00:14:52.520]  這些只是開玩笑
[00:14:52.520 --> 00:14:55.000]  無論如何
[00:14:55.000 --> 00:14:58.280]  但是其實我一直聊天的時候
[00:14:58.280 --> 00:15:01.600]  我發覺Victor在退休之後
[00:15:01.600 --> 00:15:05.880]  他的生活比退休之前更加精彩
[00:15:05.880 --> 00:15:06.960]  正如他剛才所說
[00:15:06.960 --> 00:15:09.440]  他竟然現在在中信教英文
[00:15:09.440 --> 00:15:11.280]  教入籍班
[00:15:11.280 --> 00:15:13.800]  這是難以想像的
[00:15:13.800 --> 00:15:14.960]  他還告訴我
[00:15:14.960 --> 00:15:18.400]  除此之外他又幫助一個教會的弟兄
[00:15:18.400 --> 00:15:21.560]  去打理公司裡面的一些事務
[00:15:21.560 --> 00:15:24.240]  所以他說牧師 我很忙的
[00:15:24.240 --> 00:15:24.920]  我很忙
[00:15:24.920 --> 00:15:26.680]  不過現在忙得不一樣
[00:15:26.680 --> 00:15:27.800]  以前忙
[00:15:27.800 --> 00:15:31.720]  因為生活忙的時候很大壓力 很緊張 很辛苦
[00:15:31.720 --> 00:15:33.840]  現在我為上帝忙
[00:15:33.840 --> 00:15:35.280]  我覺得很輕鬆
[00:15:35.280 --> 00:15:38.040]  覺得生活比以前更加紮實
[00:15:38.040 --> 00:15:41.000]  更加有意思
[00:15:41.000 --> 00:15:43.320]  我為Victor很感謝主
[00:15:43.320 --> 00:15:44.400]  因為他退休之後
[00:15:44.400 --> 00:15:46.880]  能夠找到上帝要去做的事
[00:15:46.880 --> 00:15:48.040]  是什麼
[00:15:48.040 --> 00:15:50.000]  知道他的崗位在哪裡
[00:15:50.000 --> 00:15:52.440]  可以怎麼繼續去服侍上帝
[00:15:52.440 --> 00:15:54.040]  所以他現在比以前
[00:15:54.040 --> 00:15:55.080]  我相信
[00:15:55.080 --> 00:15:56.760]  生活得更加輕鬆
[00:15:56.760 --> 00:15:59.400]  更加開心和快樂
[00:15:59.400 --> 00:16:01.360]  其實如果你認識Victor
[00:16:01.360 --> 00:16:05.080]  所以我剛才說很難想像他是男孩子
[00:16:05.080 --> 00:16:06.400]  你怎麼去斬人
[00:16:06.400 --> 00:16:07.760]  你拿刀有力嗎
[00:16:07.760 --> 00:16:09.200]  我真的很難想像
[00:16:09.200 --> 00:16:11.200]  因為我知道他的身體不太好
[00:16:11.200 --> 00:16:12.880]  又弄成腰骨
[00:16:12.880 --> 00:16:16.320]  所以有很多問題
[00:16:16.320 --> 00:16:18.640]  但是很奇妙
[00:16:18.640 --> 00:16:22.560]  神真的改變了他的生命
[00:16:22.560 --> 00:16:24.560]  當他仍然有
[00:16:24.560 --> 00:16:26.760]  雖然身體不太好
[00:16:26.760 --> 00:16:28.680]  但他很樂意幫助人
[00:16:28.680 --> 00:16:30.240]  從來不會托手撐
[00:16:30.240 --> 00:16:31.480]  他鼓勵人
[00:16:31.480 --> 00:16:33.520]  把人帶到上帝面前
[00:16:33.520 --> 00:16:35.440]  現在有很多學生
[00:16:35.440 --> 00:16:36.800]  因為他的緣故
[00:16:36.800 --> 00:16:40.240]  開始對信仰打開心
[00:16:40.240 --> 00:16:43.120]  他能夠利用神給他的時間精力
[00:16:43.120 --> 00:16:46.800]  幫助人走上一條光明的大道
[00:16:46.800 --> 00:16:49.040]  其實我覺得
[00:16:49.040 --> 00:16:51.040]  這是我們每個基督徒
[00:16:51.040 --> 00:16:52.760]  都應該去做的事
[00:16:52.760 --> 00:16:55.760]  不過我想說多一點
[00:16:55.760 --> 00:16:58.800]  我經常說他退休後做這些事
[00:16:58.800 --> 00:17:02.440]  我鼓勵大家不用等他退休
[00:17:02.440 --> 00:17:04.440]  退休後才做
[00:17:04.440 --> 00:17:05.760]  好像有些人跟我說
[00:17:05.760 --> 00:17:09.240]  牧師我退休後就會去讀神學
[00:17:09.240 --> 00:17:12.400]  無論如何那些不說了
[00:17:12.400 --> 00:17:14.720]  原來你服侍上帝
[00:17:14.720 --> 00:17:16.760]  不需要等退休的時候
[00:17:16.760 --> 00:17:18.400]  如果你認識Victor和Conny
[00:17:18.400 --> 00:17:19.800]  其實去信人書之後
[00:17:19.800 --> 00:17:21.320]  已經開始在教會裡服侍
[00:17:21.320 --> 00:17:23.160]  他一直都很積極
[00:17:23.160 --> 00:17:24.040]  不過又要做光
[00:17:24.040 --> 00:17:26.360]  又要做一樣的事情
[00:17:26.360 --> 00:17:29.800]  他之前已經很熱心在教會裡
[00:17:29.800 --> 00:17:31.640]  去服侍上帝
[00:17:31.640 --> 00:17:33.800]  只不過是他退休之後
[00:17:33.800 --> 00:17:36.680]  他的釋放是更加開心快樂
[00:17:36.680 --> 00:17:41.200]  比退休之前更加滿足而以
[00:17:41.200 --> 00:17:44.080]  所以我剛才一開始也說過
[00:17:44.080 --> 00:17:46.920]  這是我的信念
[00:17:46.920 --> 00:17:49.280]  我希望都能夠成為你的信念
[00:17:49.280 --> 00:17:50.880]  當你成為基督徒之後
[00:17:50.880 --> 00:17:54.440]  基督徒是一個有使命感的人
