
[00:00:00.000 --> 00:00:07.000]  很高興在秋天的日子再次和大家相聚
[00:04:37.000 --> 00:04:48.000]  當時他們將我的頭銜從傳道人轉為牧師
[00:04:51.000 --> 00:04:55.000]  我們是其中一間教會,不是傳道人
[00:04:55.000 --> 00:05:03.000]  這是我很早在高中的時候
[00:05:03.000 --> 00:05:11.000]  大概在九十年代的時候,我被呼召成為牧師
[00:05:15.000 --> 00:05:20.000]  每年夏天,我都會在夏天的營裏度過很多的時間
[00:05:20.000 --> 00:05:31.000]  所以當我在T4C的時候,我非常重視青少年的夏令營
[00:05:31.000 --> 00:05:38.000]  我很喜歡一些夜晚的遊戲
[00:05:38.000 --> 00:05:41.000]  譬如在夜晚互相搶奪旗子
[00:05:46.000 --> 00:05:49.000]  甚至做一些奇奇怪怪的事
[00:05:49.000 --> 00:05:53.000]  例如用一些泥尿堆砌一個滑梯
[00:05:53.000 --> 00:06:01.000]  玩完之後這麼骯髒,我們甚至將衣服丟掉,不會再洗
[00:06:01.000 --> 00:06:12.000]  我很喜歡在營裏敬拜,聖經學習和互相團契
[00:06:16.000 --> 00:06:20.000]  在營裏我會經歷到教會的面面的活動
[00:06:20.000 --> 00:06:32.000]  在九年級結束夏令營之後
[00:06:32.000 --> 00:06:37.000]  我的爸爸和一些朋友將我帶去北面的Boundary Water度假
[00:06:43.000 --> 00:06:47.000]  在夏令營的負責人問我爸爸
[00:06:47.000 --> 00:06:50.000]  你去Boundary Water要去多久呢?
[00:06:50.000 --> 00:06:52.000]  七天
[00:06:52.000 --> 00:07:02.000]  他們問Nate你們的旅程結束之後
[00:07:02.000 --> 00:07:06.000]  願不願意來擔當我們的助理輔導員
[00:07:11.000 --> 00:07:15.000]  可能我們參加營會的人只是低他一年級
[00:07:15.000 --> 00:07:17.000]  但我覺得他能夠應付得來
[00:07:17.000 --> 00:07:19.000]  所以我答應了
[00:07:19.000 --> 00:07:31.000]  通過那種經歷和以後那幾年擔任輔導員的經歷
[00:07:31.000 --> 00:07:34.000]  我發現自己有一些特別的技能
[00:07:39.000 --> 00:07:42.000]  我有聖經的技能也能夠帶領小組
[00:07:42.000 --> 00:07:46.000]  我不介意公開來演講
[00:07:46.000 --> 00:07:52.000]  而且我更加了解善於如何鼓勵別人
[00:07:52.000 --> 00:08:05.000]  在幫助我這個夏令營的其他牧師和其他領袖
[00:08:05.000 --> 00:08:09.000]  通常會跟我提到我有很多的技能
[00:08:09.000 --> 00:08:11.000]  能夠進行全職的侍奉
[00:08:11.000 --> 00:08:19.000]  所以真正我聽到神的呼召成為牧師
[00:08:19.000 --> 00:08:22.000]  是我在夏令營那段時間
[00:08:22.000 --> 00:08:32.000]  後來我去伯特利學院讀大學
[00:08:32.000 --> 00:08:34.000]  然後去了波士頓讀神學
[00:08:36.000 --> 00:08:39.000]  而在2003年我來到T4C那裡侍奉
[00:08:39.000 --> 00:08:58.000]  總結一下我被呼召成為一個全職的服侍
[00:08:58.000 --> 00:09:00.000]  是源於我自己的興趣
[00:09:00.000 --> 00:09:04.000]  甚至是看到我自己本身的技能的肯定
[00:09:04.000 --> 00:09:06.000]  還有其他人對我的鼓勵
[00:09:06.000 --> 00:09:13.000]  我們稱之為呼召
[00:09:13.000 --> 00:09:19.000]  因為我們相信神和教會呼召我們去做這件事
[00:09:19.000 --> 00:09:28.000]  馬丁路德的職業歷程與我很不同
[00:09:33.000 --> 00:09:37.000]  馬丁路德是一個德國煤礦工人的兒子
[00:09:37.000 --> 00:09:39.000]  大概是五百年前
[00:09:39.000 --> 00:09:46.000]  他已經完成了準備成為一位律師
[00:09:46.000 --> 00:09:56.000]  有一次當他回家的路途中
[00:09:56.000 --> 00:09:59.000]  他遭遇了一個很猛烈的雷暴
[00:10:03.000 --> 00:10:06.000]  當他在極端恐懼的時候
[00:10:06.000 --> 00:10:10.000]  他向一般煤礦工人的守護神呼喊
[00:10:10.000 --> 00:10:14.000]  「聖安東尼,救我,我願意成為一個修士」
[00:10:14.000 --> 00:10:28.000]  他的恐懼不是源於那個閃電
[00:10:28.000 --> 00:10:32.000]  他的恐懼是源於在閃電背後那位神的力量
[00:10:34.000 --> 00:10:38.000]  因為馬丁路德深知自己的罪
[00:10:38.000 --> 00:10:51.000]  當時他認為進入修道院可以讓他避開神的憤怒
[00:10:51.000 --> 00:10:54.000]  能夠靠著自己的努力得到救贖
[00:10:54.000 --> 00:10:59.000]  當他在修道院的時候
[00:10:59.000 --> 00:11:02.000]  他用了很多的時間來進行懺悔
[00:11:03.000 --> 00:11:07.000]  懺悔不僅是身體行為表達神的謙卑
[00:11:07.000 --> 00:11:10.000]  而且是要反覆地用鞭鞭打自己
[00:11:10.000 --> 00:11:12.000]  去斥責自己的身體和心
[00:11:30.000 --> 00:11:35.000]  後來當他其他人也都很認同他那種教學
[00:11:35.000 --> 00:11:39.000]  和他學習成為他們學習的典範
[00:11:39.000 --> 00:11:47.000]  他在學院任教
[00:11:47.000 --> 00:11:51.000]  他雖然是一個苦修的僧侶
[00:11:51.000 --> 00:11:55.000]  而且仍然是活在神自己憤怒的恐懼裏面
[00:12:01.000 --> 00:12:04.000]  在這段時間他也都開始默想聖經
[00:12:04.000 --> 00:12:09.000]  試圖揭開神密的奧秘
[00:12:09.000 --> 00:12:18.000]  有一段經文令到馬丁路德感到非常疑惑
[00:12:18.000 --> 00:12:28.000]  耶穌在十字架上奄奄一息的時候
[00:12:28.000 --> 00:12:30.000]  為什麼仍然會呼喊
[00:12:30.000 --> 00:12:33.000]  我的神,我的神,為什麼要離棄我?
[00:12:33.000 --> 00:12:39.000]  馬丁路德能夠理解神
[00:12:39.000 --> 00:12:42.000]  如何對一個罪人發出他的憤怒
[00:12:42.000 --> 00:12:48.000]  但是似乎神現在在那段時間
[00:12:48.000 --> 00:12:52.000]  將他的怒氣完全傾瀉在耶穌基督的身上
[00:12:52.000 --> 00:12:54.000]  就是他自己的愛子
[00:12:54.000 --> 00:12:57.000]  怎麼可能呢?
[00:12:58.000 --> 00:13:00.000]  耶穌活得很完美無瑕
[00:13:00.000 --> 00:13:02.000]  不應該受到神自己的責罰
[00:13:02.000 --> 00:13:04.000]  是人類將他釘在十字架上
[00:13:04.000 --> 00:13:06.000]  而不是神
[00:13:06.000 --> 00:13:22.000]  馬丁路德起初不明白什麼意思
[00:13:22.000 --> 00:13:24.000]  直到他研讀羅馬書
[00:13:29.000 --> 00:13:33.000]  他在思考我們今天早上所讀的經文
[00:13:33.000 --> 00:13:38.000]  在最後他寫著
[00:13:38.000 --> 00:13:45.000]  他看到那句就明白了
[00:13:45.000 --> 00:13:54.000]  耶穌在十字架上所承受的痛苦
[00:13:54.000 --> 00:13:57.000]  是因為他擔當了我們的懲罰
[00:13:59.000 --> 00:14:02.000]  神確實是丟棄了耶穌
[00:14:02.000 --> 00:14:10.000]  因為耶穌已經透過我對他們的愛心
[00:14:10.000 --> 00:14:13.000]  擔當了我們所有的罪
[00:14:13.000 --> 00:14:19.000]  在那個時候馬丁路德意識到
[00:14:19.000 --> 00:14:22.000]  他已經擺脫了神的憤怒
[00:14:22.000 --> 00:14:25.000]  因為神已經將他的罪落去
[00:14:27.000 --> 00:14:29.000]  神已經將他的罪拿走了
[00:14:29.000 --> 00:14:34.000]  這個福音是真真正正的好消息
[00:14:34.000 --> 00:14:42.000]  神的大能強烈地彰顯出來
[00:14:42.000 --> 00:14:44.000]  不是通過閃電
[00:14:44.000 --> 00:14:47.000]  而是通過十字架上的代價
[00:14:47.000 --> 00:14:53.000]  十字架就是神拯救我們的力量
[00:14:58.000 --> 00:15:02.000]  我們再不需要一個聖徒站在我們的旁邊
[00:15:02.000 --> 00:15:08.000]  因為耶穌基督已經站在我們的旁邊
[00:15:08.000 --> 00:15:17.000]  正如在羅馬書一章十六節
[00:15:17.000 --> 00:15:22.000]  「借福音本是神的大能,要救一切相信的」
[00:15:26.000 --> 00:15:31.000]  這個成為當時宗教改革最機要的真理之一
[00:15:31.000 --> 00:15:37.000]  我們唯獨是因為相信而得救
[00:15:37.000 --> 00:15:41.000]  所有的人都是罪人
[00:15:41.000 --> 00:15:49.000]  我們理應受到神的刑罰
[00:15:49.000 --> 00:15:54.000]  沒有一位聖徒能夠用行善來遮蓋他自己的罪
[00:15:57.000 --> 00:16:01.000]  但是有一位他擔當了我們的罪
[00:16:01.000 --> 00:16:04.000]  將他自己的義賜給我們
[00:16:04.000 --> 00:16:08.000]  那位就是耶穌基督
[00:16:08.000 --> 00:16:13.000]  這個就是第十七節所讓我們看到的
[00:16:21.000 --> 00:16:27.000]  如果我們想一想神的意義是如何放過罪人
[00:16:27.000 --> 00:16:35.000]  神的意義是表達在耶穌基督的身上
[00:16:35.000 --> 00:16:42.000]  祂不是將我們的罪放在一邊
[00:16:42.000 --> 00:16:46.000]  而是將罪放在耶穌基督的身上
[00:16:49.000 --> 00:16:52.000]  這個信心就是我們得救的義
[00:16:52.000 --> 00:16:58.000]  所以就是「耶,以人必因信得生」
[00:16:58.000 --> 00:17:05.000]  這個就是神的大能,這個就是福音
[00:17:15.000 --> 00:17:20.000]  當馬丁路德意識到唯獨信心才能得到拯救的時候
[00:17:20.000 --> 00:17:25.000]  當日的教會所擁有的一切權力都突然消失了
[00:17:25.000 --> 00:17:32.000]  在馬丁路德的時代教會擁有極大的權力
[00:17:44.000 --> 00:17:49.000]  我很喜歡《三個火槍手》的故事和電影
[00:17:49.000 --> 00:17:56.000]  因為當時的國王似乎必須要在主教的指示下才能行事
[00:17:56.000 --> 00:18:09.000]  那種教會和國家的聯繫在馬丁路德那時候沒有被拆除
[00:18:14.000 --> 00:18:17.000]  他和其他教會的改革家一樣
[00:18:17.000 --> 00:18:22.000]  也會肆無忌憚地運用這種教會國家的權力
[00:18:22.000 --> 00:18:34.000]  這也表明要真真正正擺脫我們周圍理性的環境是非常困難的
[00:18:39.000 --> 00:18:47.000]  但是馬丁路德和其他改革家也實在切斷了教會在救贖方面的權力
[00:18:47.000 --> 00:18:57.000]  他明確地指出教會如何誤導人
[00:18:57.000 --> 00:19:04.000]  教會一直有教導人行善才能得救
[00:19:07.000 --> 00:19:11.000]  而許多善行能夠直接支持教會
[00:19:11.000 --> 00:19:20.000]  當你犯罪的時候你就會經歷到教會那種權力
[00:19:20.000 --> 00:19:26.000]  因為只有教會才能夠寬恕人的罪
[00:19:26.000 --> 00:19:36.000]  他們會規定人要通過這些懺悔來獲得寬恕
[00:19:38.000 --> 00:19:44.000]  其中一件事就是要向教會捐獻來得到寬恕
[00:19:44.000 --> 00:20:01.000]  教會也聲稱他有能力將人從煉獄解放出來
[00:20:01.000 --> 00:20:07.000]  煉獄是通往天堂和地獄中間的一個等候區
[00:20:07.000 --> 00:20:18.000]  但是我們讀聖經的時候發現聖經沒有提及關於煉獄的證據
[00:20:26.000 --> 00:20:35.000]  但是很多錢就是收集到用這些錢來建範帝崗的建築物
[00:20:35.000 --> 00:20:49.000]  有位著名的神父到處宣揚
[00:20:49.000 --> 00:20:53.000]  他說只要錢扔進錢箱裏面
[00:20:53.000 --> 00:20:56.000]  我們聽到那個聲音的時候
[00:20:56.000 --> 00:20:59.000]  人就會從煉獄中被救出來
[00:20:59.000 --> 00:21:12.000]  當時的教會不是很同意馬丁路德
[00:21:12.000 --> 00:21:16.000]  所以他將他放在一個英文是Diet
[00:21:16.000 --> 00:21:19.000]  但是有其他的意思
[00:21:21.000 --> 00:21:24.000]  特別是那個名詞就是Diet of Worm
[00:21:24.000 --> 00:21:28.000]  英文聽起來就好像你要吃一些蟲一樣
[00:21:28.000 --> 00:21:41.000]  聽起來好像是要求馬丁路德去吃一些蟲
[00:21:41.000 --> 00:21:42.000]  其實不是
[00:21:42.000 --> 00:21:47.000]  而是一個教會的審判的一個會議
[00:21:50.000 --> 00:21:55.000]  那個會議就在1521年舉行
[00:21:55.000 --> 00:22:00.000]  但是在這個會議裏面
[00:22:00.000 --> 00:22:03.000]  馬丁路德是不願意來妥協
[00:22:03.000 --> 00:22:14.000]  除非教會能夠用聖經本身說出他的錯誤
[00:22:14.000 --> 00:22:16.000]  他不會來改變
[00:22:19.000 --> 00:22:23.000]  在這裏我們看見宗教改革的第二個真理
[00:22:23.000 --> 00:22:28.000]  只有聖經才是我們的權威
[00:22:28.000 --> 00:22:37.000]  這兩個原則就是唯獨信心
[00:22:37.000 --> 00:22:40.000]  唯獨聖經
[00:22:46.000 --> 00:22:50.000]  馬丁路德所確立的第三個改革原則
[00:22:50.000 --> 00:22:52.000]  就是我們今天的主題
[00:22:52.000 --> 00:22:57.000]  就是所有信徒都是祭祀
[00:22:57.000 --> 00:23:05.000]  在馬丁路德的時代
[00:23:05.000 --> 00:23:10.000]  只有少數人才能夠真真被認定為是聖徒
[00:23:14.000 --> 00:23:16.000]  但是馬丁路德指出
[00:23:16.000 --> 00:23:19.000]  聖經稱所有的基督徒為聖徒
[00:23:19.000 --> 00:23:31.000]  在這段經文裏面提到信徒是聖徒
[00:23:31.000 --> 00:23:42.000]  不是少數人而是每一位人在這裏說
[00:23:42.000 --> 00:23:47.000]  寫信給羅馬的眾人就是神所愛奉召作聖徒的
[00:23:47.000 --> 00:23:56.000]  這種呼召不是我們一般父母的呼召
[00:23:56.000 --> 00:24:05.000]  要求他們的子女能夠得到全A優秀的成績
[00:24:05.000 --> 00:24:09.000]  而成為他們的目標需要他們很努力去爭取
[00:24:12.000 --> 00:24:15.000]  這種呼召更加像是一種修養
[00:24:15.000 --> 00:24:23.000]  將你自己的罪人從你的身份帶出來
[00:24:23.000 --> 00:24:28.000]  將你修養成為神眼中的兒子
[00:24:28.000 --> 00:24:33.000]  稱你為一個聖徒
[00:24:39.000 --> 00:24:46.000]  馬丁路德說不單止每一個基督徒都是聖徒
[00:24:46.000 --> 00:24:49.000]  而且他們每一個基督徒都是一個祭司
[00:24:49.000 --> 00:24:59.000]  可能很大的程度上與我們的神有很密切的關係
[00:24:59.000 --> 00:25:08.000]  我們有一個權並能夠經過主耶穌直接來到神的面前
[00:25:10.000 --> 00:25:14.000]  而不是去到一個神父面前然後去到耶穌然後去到神那裏
[00:25:14.000 --> 00:25:25.000]  當我在神學院讀書的時候我是在一個餐廳做工
[00:25:25.000 --> 00:25:27.000]  在一個河的旁邊
[00:25:27.000 --> 00:25:36.000]  那裏的大廚跟我說
[00:25:36.000 --> 00:25:39.000]  如果我不是一個宗教意味很重的人
[00:25:39.000 --> 00:25:42.000]  但如果我是的話我願意成為一個猶太人
[00:25:42.000 --> 00:25:45.000]  為什麼呢?
[00:25:45.000 --> 00:25:55.000]  因為這樣我就可以直接來到親近神
[00:25:55.000 --> 00:25:59.000]  不需要瑪利亞不需要佛祖不需要耶穌
[00:26:02.000 --> 00:26:06.000]  他不願意通過任何中間人來見到神
[00:26:06.000 --> 00:26:14.000]  我嘗試解釋給你聽
[00:26:14.000 --> 00:26:20.000]  耶穌就是那位第一個
[00:26:20.000 --> 00:26:25.000]  耶穌做到我們所不能夠做的事
[00:26:29.000 --> 00:26:33.000]  再加一件事就是耶穌就是那個的神
[00:26:33.000 --> 00:26:40.000]  他就是靠著他我們能夠直接來到通道神那裏
[00:26:40.000 --> 00:26:51.000]  當我成為牧師的時候我是不是真的成為一個祭司呢?
[00:26:55.000 --> 00:27:02.000]  甚至在T4C的時候我成為牧師的時候是不是那個時候呢?
[00:27:02.000 --> 00:27:09.000]  其實成為一個祭司是在去夏令營之前
[00:27:09.000 --> 00:27:19.000]  當我記得我很小的時候我在學校
[00:27:19.000 --> 00:27:22.000]  我的姑姑是那個老師
[00:27:25.000 --> 00:27:28.000]  她講過關於舊約的回望
[00:27:28.000 --> 00:27:34.000]  當時她的圖畫沒有那麼漂亮
[00:27:34.000 --> 00:27:48.000]  她講到那個祭司只能夠一年進入那個至聖所一次
[00:27:48.000 --> 00:27:51.000]  因為那個至聖所是神的地方
[00:27:56.000 --> 00:27:58.000]  她說祂只能夠一年進入一次
[00:27:58.000 --> 00:28:02.000]  而且在未進入之前要獻上祂們的祭物
[00:28:02.000 --> 00:28:13.000]  但當她講到耶穌死後的時候
[00:28:13.000 --> 00:28:17.000]  耶路撒冷的聖殿的會幕就裂為兩半
[00:28:21.000 --> 00:28:28.000]  我記得我在當日跟著她來接受耶穌進入我的心
[00:28:28.000 --> 00:28:34.000]  我認為那天就是我成為祭司的日子
[00:28:34.000 --> 00:28:41.000]  我能夠直接去到神的面前通過主耶穌基督
[00:28:41.000 --> 00:28:50.000]  我曾經想過今天的主題我會用「你不需要教會」
[00:28:52.000 --> 00:28:58.000]  既然聖經是神信仰的權威我們可以自己閱讀
[00:28:58.000 --> 00:29:12.000]  所以當年馬丁路達很快就將聖經翻譯為德文
[00:29:12.000 --> 00:29:17.000]  他自己可以閱讀
[00:29:22.000 --> 00:29:28.000]  因為你唯獨信心的時候是令到你得救
[00:29:28.000 --> 00:29:30.000]  所以你不需要經過教會
[00:29:30.000 --> 00:29:37.000]  你不需要教會因為我們每個人都是一個祭司
[00:29:37.000 --> 00:29:43.000]  我實際上是說
[00:29:43.000 --> 00:29:46.000]  最重要的實際應該怎麼說呢
[00:29:46.000 --> 00:29:50.000]  就是你不需要教會來獲得救贖
[00:29:51.000 --> 00:30:03.000]  我們實際上需要教會來增盛長和敬拜
[00:30:03.000 --> 00:30:10.000]  成為一個祭司不是為了我們個人的益處
[00:30:10.000 --> 00:30:14.000]  而是為了其他人的益處
[00:30:17.000 --> 00:30:23.000]  成為一個祭司意味著他幫助其他人進入神自己的同在
[00:30:23.000 --> 00:30:34.000]  當我們看今天所讀的聖經的時候是中間一段的經文
[00:30:34.000 --> 00:30:46.000]  很多方面他自己在其中一樣東西是展示到他以祭司的身份來服事
[00:30:48.000 --> 00:30:55.000]  在第九節的祭司是要服事教會
[00:30:55.000 --> 00:31:08.000]  我在講啟示錄的時候沒有提到一樣東西
[00:31:08.000 --> 00:31:12.000]  但很多時候當我們談論天堂的話的時候
[00:31:12.000 --> 00:31:15.000]  他們都以祭司那種方法來侍奉神
[00:31:18.000 --> 00:31:24.000]  在裡面所用的敬拜和侍奉是同一個字
[00:31:24.000 --> 00:31:39.000]  祭司不只是站在神的面前
[00:31:39.000 --> 00:31:41.000]  他也是站在人的面前
[00:31:46.000 --> 00:31:49.000]  所以祭司本身就是一個中寶
[00:31:49.000 --> 00:31:52.000]  是將人帶到神自己的同在那裡
[00:31:52.000 --> 00:32:04.000]  保羅在第九節提到這是透過他兒子的福音
[00:32:04.000 --> 00:32:13.000]  所以他是想透過服事神的子民來服事神
[00:32:16.000 --> 00:32:23.000]  所以在第十節他說他一直在祈禱
[00:32:23.000 --> 00:32:28.000]  希望能夠去羅馬探望和服事他們
[00:32:28.000 --> 00:32:32.000]  他想做些什麼呢?
[00:32:32.000 --> 00:32:38.000]  他想去肩負他們
[00:32:38.000 --> 00:32:43.000]  給他們一些屬靈上的恩賜
[00:32:47.000 --> 00:32:50.000]  我自己很喜歡得到一些禮物
[00:32:50.000 --> 00:32:53.000]  但是屬靈的禮物是更加好的
[00:32:53.000 --> 00:32:57.000]  什麼叫屬靈?
[00:32:57.000 --> 00:33:00.000]  有什麼種類屬靈的禮物呢?
[00:33:00.000 --> 00:33:05.000]  那些禮物是要幫助人
[00:33:05.000 --> 00:33:07.000]  帶到人來到神的面前
[00:33:07.000 --> 00:33:10.000]  譬如說鼓勵人
[00:33:10.000 --> 00:33:12.000]  為他們祈求
[00:33:12.000 --> 00:33:15.000]  教導神的真理
[00:33:16.000 --> 00:33:17.000]  領唱詩
[00:33:17.000 --> 00:33:20.000]  給予他們各項需要
[00:33:20.000 --> 00:33:27.000]  保羅也知道他會得到羅馬基督徒的鼓勵
[00:33:27.000 --> 00:33:38.000]  他們會以服事和鼓勵保羅的職責
[00:33:46.000 --> 00:33:53.000]  這是一個互助互相的鼓勵
[00:33:53.000 --> 00:34:01.000]  因為我們都是蒙召成為一個聖徒
[00:34:01.000 --> 00:34:03.000]  是同一個的家
[00:34:03.000 --> 00:34:13.000]  如果你要尋求牧師
[00:34:13.000 --> 00:34:16.000]  而很難找到的話
[00:34:16.000 --> 00:34:20.000]  你不需要一個祭司
[00:34:20.000 --> 00:34:25.000]  因為在這裡我們每個人都是一個祭司
[00:34:25.000 --> 00:34:32.000]  所以我有幾個實用的建議
[00:34:40.000 --> 00:34:43.000]  不單止你在T4C的教會
[00:34:43.000 --> 00:34:46.000]  甚至你家在你工作和身處的地方
[00:34:46.000 --> 00:34:49.000]  你都能夠履行這個祭司的職責
[00:34:49.000 --> 00:34:53.000]  第一件事是要聽
[00:34:53.000 --> 00:35:00.000]  你有沒有聽見神要呼召你去服事其他的人?
[00:35:00.000 --> 00:35:08.000]  所有的基督徒都被神呼召要成為神的祭司
[00:35:11.000 --> 00:35:14.000]  你可能需要改變你的角度
[00:35:14.000 --> 00:35:17.000]  如何去服事其他人
[00:35:17.000 --> 00:35:25.000]  你要聽一般的這種呼召
[00:35:25.000 --> 00:35:31.000]  而且你更加每天都要聆聽自己的呼召
[00:35:41.000 --> 00:35:44.000]  幸好我的手錶有時候會給我一些小提醒
[00:35:44.000 --> 00:35:47.000]  就好像神不斷提醒我們
[00:35:47.000 --> 00:35:49.000]  我們可以聆聽祂自己的呼召
[00:35:49.000 --> 00:35:59.000]  我們可以隨時隨地聽到服事人的機會
[00:35:59.000 --> 00:36:07.000]  聽其他人的話
[00:36:07.000 --> 00:36:10.000]  我們都可以明白神自己的呼召
[00:36:10.000 --> 00:36:18.000]  我們可以聽到他們的需要
[00:36:18.000 --> 00:36:21.000]  我們可以將他們帶到神的面前
[00:36:21.000 --> 00:36:29.000]  第二件事就是反思
[00:36:34.000 --> 00:36:39.000]  我們所有祭司的職責全部都集中在耶穌基督的福音上
[00:36:39.000 --> 00:36:46.000]  反思神所為你做的一切
[00:36:46.000 --> 00:36:48.000]  而且邀請其他人參與其中
[00:36:48.000 --> 00:36:56.000]  就如福音裡蒙受到神的赦免
[00:36:56.000 --> 00:37:00.000]  也需要將這種赦免延伸到其他人身上
[00:37:03.000 --> 00:37:06.000]  聽神的慈愛延伸到那些需要的人
[00:37:06.000 --> 00:37:13.000]  我喜歡英文的單字reflection
[00:37:13.000 --> 00:37:15.000]  意思就是回顧一些事情
[00:37:15.000 --> 00:37:21.000]  我想一想神在我身上做的事
[00:37:21.000 --> 00:37:28.000]  反思也就像一面鏡子
[00:37:28.000 --> 00:37:32.000]  來反映出神所做的一切
[00:37:34.000 --> 00:37:37.000]  第三件事我們可以做到的就是成長
[00:37:37.000 --> 00:37:44.000]  我已經告訴你我如何被召
[00:37:44.000 --> 00:37:54.000]  我意識到自己很擅長
[00:37:54.000 --> 00:37:57.000]  研讀聖經和如何領教會
[00:38:01.000 --> 00:38:04.000]  我致力於在這方面成長
[00:38:04.000 --> 00:38:12.000]  在大學和神樂院繼續成長
[00:38:12.000 --> 00:38:25.000]  當然我所經歷的事
[00:38:25.000 --> 00:38:28.000]  是與我將來要做牧師的職業有關
[00:38:28.000 --> 00:38:31.000]  但我認為你們也可以同樣地做
[00:38:31.000 --> 00:38:36.000]  你是否很擅長鼓勵其他人
[00:38:36.000 --> 00:38:45.000]  你可以去研讀如何更有效地鼓勵其他人
[00:38:45.000 --> 00:38:57.000]  可能你會發覺鼓勵這麼簡單的事情
[00:38:57.000 --> 00:39:02.000]  其實在每個人的身上都很不同
[00:39:02.000 --> 00:39:11.000]  你是否懂得關顧其他人
[00:39:11.000 --> 00:39:14.000]  你是否應該在各方面去成長
[00:39:14.000 --> 00:39:25.000]  我認為無論你的年紀是小還是大
[00:39:25.000 --> 00:39:30.000]  我們都需要更深入地學習福音的道理
[00:39:30.000 --> 00:39:43.000]  福音的了解不應該停留在
[00:39:43.000 --> 00:39:46.000]  只相信主耶穌基督
[00:39:56.000 --> 00:39:59.000]  保羅要向羅馬人傳福音
[00:39:59.000 --> 00:40:03.000]  其實他們在羅馬不是全部都是非基督徒
[00:40:03.000 --> 00:40:06.000]  但他仍然都需要知道福音
[00:40:06.000 --> 00:40:17.000]  有時候我們要學習一些東西
[00:40:17.000 --> 00:40:20.000]  不一定是我們想學的東西
[00:40:23.000 --> 00:40:28.000]  有時候可能你會發現你很懂得做那件事
[00:40:28.000 --> 00:40:40.000]  有時候你會發現你可能不擅長做那件事
[00:40:40.000 --> 00:40:44.000]  但神會裝備你,令你能夠做得更好
[00:40:44.000 --> 00:40:51.000]  所以要聽,要反思,要成長
[00:40:54.000 --> 00:40:59.000]  我們所有人都是蒙召要成為神的祭司
[00:40:59.000 --> 00:41:04.000]  但有些事情大家可能需要注意
