
[00:00:00.000 --> 00:00:04.560]  我們今天仍然要繼續思想主耶穌的訓誨
[00:04:45.000 --> 00:04:47.960]  就是說我要怎樣突出自己
[00:04:47.960 --> 00:04:50.960]  叫我勝過別人
[00:04:50.960 --> 00:04:56.600]  甚至用剛強的、不擇手段向上爬
[00:04:56.600 --> 00:04:59.800]  顯出我的能力和智慧
[00:04:59.800 --> 00:05:04.960]  所以這個似乎是今天我們文化上的一個衝擊
[00:05:04.960 --> 00:05:11.120]  叫我們天國的子民能夠活出一種溫柔的人生
[00:05:11.120 --> 00:05:13.440]  究竟溫柔是指什麼呢?
[00:05:13.440 --> 00:05:16.240]  是否指很怕事?
[00:05:16.240 --> 00:05:18.280]  是否指很柔弱?
[00:05:18.280 --> 00:05:21.800]  是否指很沒力、很沒用?
[00:05:21.800 --> 00:05:27.040]  這個相信在當時的人和今天很多人都是一種誤解
[00:05:27.040 --> 00:05:28.960]  希望我們不是
[00:05:28.960 --> 00:05:31.200]  其實什麼叫做溫柔呢?
[00:05:31.200 --> 00:05:32.920]  在《馬太福音》
[00:05:32.920 --> 00:05:34.640]  單單在《馬太福音》裡面
[00:05:34.640 --> 00:05:36.960]  用這個字其實有很多的
[00:05:36.960 --> 00:05:39.000]  但是只是《馬太福音》
[00:05:39.000 --> 00:05:42.920]  耶穌在《馬太福音》這裡有三字
[00:05:42.920 --> 00:05:46.040]  是引用「溫柔」這個原文
[00:05:46.040 --> 00:05:49.360]  這個原文是Praise
[00:05:49.360 --> 00:05:52.720]  這個字在《馬太福音》這裡
[00:05:52.720 --> 00:05:56.360]  最常見或者最出名的是什麼呢?
[00:05:56.360 --> 00:05:57.880]  我們首先來看看
[00:05:57.880 --> 00:06:02.760]  今天在耶穌指示我們的天國福份裡面
[00:06:02.760 --> 00:06:06.400]  我們一起思想一下這個字的意思
[00:06:06.400 --> 00:06:11.040]  第一,我們看到它代表著一種向神
[00:06:11.040 --> 00:06:16.440]  傳著一種柔軟的心,這種所謂溫柔的心
[00:06:16.440 --> 00:06:19.320]  來向神傳一個柔軟的心
[00:06:19.320 --> 00:06:20.720]  來去信服神
[00:06:20.720 --> 00:06:22.880]  這個叫做「溫柔」的意思
[00:06:22.880 --> 00:06:24.160]  在《馬太福音》十一章
[00:06:24.160 --> 00:06:26.560]  我們很熟悉的一節經文
[00:06:26.560 --> 00:06:27.480]  我們一起讀讀
[00:06:27.480 --> 00:06:29.400]  十一章二十九節,請讀
[00:06:29.400 --> 00:06:32.720]  「我心裡柔和謙卑」
[00:06:32.720 --> 00:06:36.200]  「你們當乎我的厄,學我的樣式」
[00:06:36.200 --> 00:06:40.520]  「這樣你們心裡就必得享安息」
[00:06:40.520 --> 00:06:42.480]  你看到這個跟耶穌在《馬太福音》
[00:06:42.480 --> 00:06:46.200]  第五章所說的很類似的意思
[00:06:46.200 --> 00:06:48.520]  我們的心就能夠享受
[00:06:48.520 --> 00:06:50.920]  或者承受了這種福份
[00:06:50.920 --> 00:06:52.880]  是一種安息的福份
[00:06:52.880 --> 00:06:53.640]  是怎樣的呢?
[00:06:53.640 --> 00:06:55.840]  就是赴耶穌的厄學他的樣式
[00:06:55.840 --> 00:06:57.480]  那是怎樣學的呢?
[00:06:57.480 --> 00:07:00.440]  耶穌說「我的心裡柔和謙卑」
[00:07:00.440 --> 00:07:01.960]  這個「柔和」這個字
[00:07:01.960 --> 00:07:03.960]  就是跟「溫柔」在第五章
[00:07:03.960 --> 00:07:05.240]  也是《馬太福音》
[00:07:05.240 --> 00:07:09.440]  第五章這個「Praise」這個字的原文是一樣的
[00:07:09.440 --> 00:07:14.320]  所以耶穌說這個「我心裡柔和」
[00:07:14.320 --> 00:07:19.000]  就是代表著他裡面有一種溫柔的內心
[00:07:19.000 --> 00:07:22.320]  我們再說這種不是外在的表現
[00:07:22.320 --> 00:07:25.200]  是一種內心的一種
[00:07:25.200 --> 00:07:29.960]  對上帝的信服和安息的一種心靈
[00:07:29.960 --> 00:07:34.520]  所以原來這個未必是外表
[00:07:34.520 --> 00:07:36.320]  就是你很健碩或者很瘦
[00:07:36.320 --> 00:07:38.080]  或者是很沒有力
[00:07:38.080 --> 00:07:41.000]  或者你是很柔弱的人
[00:07:41.000 --> 00:07:43.200]  它是內心裡面
[00:07:43.200 --> 00:07:48.520]  特別是說到他對神的那種效忠和柔軟的心
[00:07:48.520 --> 00:07:50.960]  來去信服祂
[00:07:50.960 --> 00:07:54.520]  這幾個福份之間有連在關係的
[00:07:54.520 --> 00:07:56.880]  我們首先看見虛心的人
[00:07:56.880 --> 00:07:59.520]  首先我們承認我們靈裡面的貧窮
[00:07:59.520 --> 00:08:02.080]  以及我們人生的不完全
[00:08:02.080 --> 00:08:06.680]  所以以致我們願意為我們的罪來哀動
[00:08:06.680 --> 00:08:09.400]  我們為我們的罪來難過
[00:08:09.400 --> 00:08:10.960]  這個需要什麼呢?
[00:08:10.960 --> 00:08:13.960]  需要有一個柔軟的心
[00:08:13.960 --> 00:08:17.360]  所以當主耶穌說到第三樣東西的時候
[00:08:17.360 --> 00:08:18.360]  連帶下去的時候
[00:08:18.360 --> 00:08:24.440]  這種就是對神那種內心的信服和謙卑
[00:08:24.440 --> 00:08:29.040]  以致祂在心裡面有一種柔和
[00:08:29.040 --> 00:08:32.680]  對神那種柔軟的心
[00:08:32.680 --> 00:08:36.960]  所以跟我們相反的
[00:08:36.960 --> 00:08:40.000]  就是裡面很掙扎、不容易信服
[00:08:40.000 --> 00:08:45.720]  或者我們內心裡面很剛硬、很硬心
[00:08:45.720 --> 00:08:49.280]  剛剛成為對比或者相反
[00:08:49.280 --> 00:08:52.760]  所以這種不肯柔軟、不肯軟下來
[00:08:52.760 --> 00:08:54.400]  無論如何都不肯認罪
[00:08:54.400 --> 00:08:55.600]  或者無論如何都不肯相信
[00:08:55.600 --> 00:08:58.080]  不肯承認自己的需要
[00:08:58.080 --> 00:09:02.000]  這種是一種心裡面的剛硬
[00:09:02.000 --> 00:09:05.720]  但是當祂柔軟下來的時候
[00:09:05.720 --> 00:09:08.320]  願意向神接受神的話語
[00:09:08.320 --> 00:09:09.960]  接受神的拯救
[00:09:09.960 --> 00:09:11.560]  接受神的恩典
[00:09:11.560 --> 00:09:14.920]  接受神給我們看見我們的本相
[00:09:14.920 --> 00:09:18.960]  我們就能夠享受這種福氣
[00:09:18.960 --> 00:09:24.520]  就能夠承受神的賜福和祂的恩典
[00:09:24.520 --> 00:09:26.840]  所以在《雅各書》第一章
[00:09:26.840 --> 00:09:29.240]  也是提到這個字的
[00:09:29.240 --> 00:09:30.080]  我們一起讀一讀
[00:09:30.080 --> 00:09:31.560]  一章二十一節請讀
[00:09:31.560 --> 00:09:39.560]  說:「所以你們要脫去一切的污穢和盈餘的邪惡
[00:09:39.560 --> 00:09:44.280]  全溫柔的心領受那所栽種的道
[00:09:44.280 --> 00:09:49.160]  就是能救你們靈魂的道」
[00:09:49.160 --> 00:09:50.440]  你的心柔軟
[00:09:50.440 --> 00:09:52.000]  你的心柔軟
[00:09:52.000 --> 00:09:58.360]  以致我們脫去這些一切的污穢和邪惡
[00:09:58.360 --> 00:10:00.000]  為這些來哀動
[00:10:00.000 --> 00:10:01.240]  接受神的安慰
[00:10:01.240 --> 00:10:02.000]  和恩典
[00:10:02.000 --> 00:10:06.280]  全溫柔的心領受那所栽種的道
[00:10:06.280 --> 00:10:10.320]  就是能救我們靈魂的福音
[00:10:10.320 --> 00:10:14.600]  所以我們見到當我們來接受神的恩典
[00:10:14.600 --> 00:10:15.840]  接受神的道的時候
[00:10:15.840 --> 00:10:17.840]  我們有一個新的生命的表現
[00:10:17.840 --> 00:10:21.000]  大家知道當我們接受主
[00:10:21.000 --> 00:10:22.520]  有聖靈住在我們的內心
[00:10:22.520 --> 00:10:24.880]  我們就應該會結出什麼?
[00:10:24.880 --> 00:10:27.560]  結出聖靈所結的果子
[00:10:27.560 --> 00:10:29.440]  聖靈所結的果子有什麼?
[00:10:29.440 --> 00:10:32.040]  就是「人愛、喜樂、和平」
[00:10:32.040 --> 00:10:34.880]  「忍耐、恩慈、良善、信實」
[00:10:34.880 --> 00:10:36.600]  接著是什麼?
[00:10:36.600 --> 00:10:39.440]  「溫柔、節制」
[00:10:39.440 --> 00:10:41.160]  這個字很溫柔
[00:10:41.160 --> 00:10:44.440]  所以我們知道原來聖靈幫助我們
[00:10:44.440 --> 00:10:45.960]  有一種新的生命
[00:10:45.960 --> 00:10:49.600]  其實這九種東西是彼此連帶的
[00:10:49.600 --> 00:10:55.920]  就是互相連結成一種屬靈的果子
[00:10:55.920 --> 00:10:58.360]  它有九種的質量
[00:10:58.360 --> 00:11:01.120]  亦互相之間有關係
[00:11:01.120 --> 00:11:04.320]  但是你會發覺其中有一個很清楚的
[00:11:04.320 --> 00:11:05.960]  就是我們有主的生命
[00:11:05.960 --> 00:11:07.520]  學主的樣式
[00:11:07.520 --> 00:11:13.040]  就能夠結出聖靈這種溫柔的一種質素
[00:11:13.040 --> 00:11:16.640]  「溫柔」事實上跟另一個字是連在一起
[00:11:16.640 --> 00:11:17.520]  所以耶穌這樣說
[00:11:17.520 --> 00:11:19.560]  「我心裡柔和」
[00:11:19.560 --> 00:11:20.600]  接著是什麼?
[00:11:20.600 --> 00:11:21.760]  「謙卑」
[00:11:21.760 --> 00:11:26.560]  所以「柔和」和「謙卑」事實上是連帶在一起的
[00:11:26.560 --> 00:11:28.680]  有了這種「柔和」的態度
[00:11:28.680 --> 00:11:32.600]  就有「謙卑」去學校
[00:11:32.600 --> 00:11:36.400]  主要是因為我們明白到上帝的偉大和聖潔
[00:11:36.400 --> 00:11:38.880]  以致我們降服在祂裡面
[00:11:38.880 --> 00:11:41.480]  我們將主權交給祂
[00:11:41.480 --> 00:11:43.280]  然後「謙卑」在祂面前
[00:11:43.280 --> 00:11:45.880]  所以當我們成為信徒之後
[00:11:45.880 --> 00:11:48.840]  我們發覺聖經教導我們過教會的生活
[00:11:48.840 --> 00:11:49.440]  怎樣過?
[00:11:49.440 --> 00:11:55.200]  它說:凡事謙虛、溫柔、忍耐
[00:11:55.200 --> 00:11:57.280]  這些全部是聖靈的「果子」
[00:11:57.280 --> 00:11:59.440]  跟這些「謙虛」等等有關的
[00:11:59.440 --> 00:12:01.960]  「用愛心互相寬容」
[00:12:01.960 --> 00:12:07.480]  這個跟「以忽所書」平衡的一個書卷
[00:12:07.480 --> 00:12:08.520]  就是《高樓西書》
[00:12:08.520 --> 00:12:10.040]  《高樓西書》第三章
[00:12:10.040 --> 00:12:10.640]  我們一起讀
[00:12:10.640 --> 00:12:12.000]  第十二節請讀
[00:12:12.000 --> 00:12:15.880]  「所以你們既是上帝的選民
[00:12:15.880 --> 00:12:17.880]  聖潔無愛的人
[00:12:17.880 --> 00:12:24.480]  就要全憐憫、恩慈、謙虛、溫柔、忍耐的心」
[00:12:24.480 --> 00:12:26.400]  非常類似
[00:12:26.400 --> 00:12:28.480]  都是保羅監獄的書信
[00:12:28.480 --> 00:12:30.960]  也有很類似的主題
[00:12:30.960 --> 00:12:33.920]  其中教導我們信徒的生活
[00:12:33.920 --> 00:12:39.200]  包括了謙虛和溫柔
[00:12:39.200 --> 00:12:41.480]  這個跟我們上次所說的
[00:12:41.480 --> 00:12:42.600]  聖靈感動我們
[00:12:42.600 --> 00:12:45.400]  我們要來悔改
[00:12:45.400 --> 00:12:47.680]  聖靈感動我們要來信復神
[00:12:47.680 --> 00:12:49.760]  當聖靈感動我們不去信復
[00:12:49.760 --> 00:12:52.200]  不接受祂的管理的時候
[00:12:52.200 --> 00:12:54.000]  聖靈會為我們憂傷
[00:12:54.000 --> 00:12:58.160]  這種情況就是抗拒神的吩咐
[00:12:58.160 --> 00:13:02.640]  這個剛剛跟溫柔相反
[00:13:02.640 --> 00:13:05.880]  我們需要的留在神的面前
[00:13:05.880 --> 00:13:07.000]  當神感動我們的時候
[00:13:07.000 --> 00:13:10.640]  我們要傳溫柔的心來信復神
[00:13:10.640 --> 00:13:14.080]  可能神感動我們怎麼對某些人
[00:13:14.080 --> 00:13:16.320]  我們應該傳什麼態度
[00:13:16.320 --> 00:13:19.000]  我們可能對於罪的看法應該怎樣
[00:13:19.000 --> 00:13:21.120]  對於物質的看法、錢財的看法
[00:13:21.120 --> 00:13:22.880]  時間的管理我們說過
[00:13:22.880 --> 00:13:24.600]  還有我們家庭工作等等
[00:13:24.600 --> 00:13:26.320]  當聖靈感動我們的時候
[00:13:26.320 --> 00:13:28.080]  我們接受祂的提醒
[00:13:28.080 --> 00:13:31.120]  用柔軟的心來領受神的道
[00:13:31.120 --> 00:13:33.600]  我們教會的生活對人與人相處
[00:13:33.600 --> 00:13:36.360]  持長存謙卑溫柔的心
[00:13:36.360 --> 00:13:40.040]  以致我們能夠學會耶穌基督的樣式
[00:13:40.040 --> 00:13:44.320]  這個實在是與主同行
[00:13:44.320 --> 00:13:45.520]  你要有福嗎
[00:13:45.520 --> 00:13:48.360]  耶穌說你學我的樣式
[00:13:48.360 --> 00:13:50.400]  你來付我的厄
[00:13:50.400 --> 00:13:53.920]  我們就能夠承受祂的祝福
[00:13:53.920 --> 00:13:55.320]  所以我們很感謝神
[00:13:55.320 --> 00:14:00.040]  這就是主耶穌親自來講謙虛溫柔
[00:14:00.040 --> 00:14:02.720]  還有我們留意到謙虛溫柔
[00:14:02.720 --> 00:14:05.520]  事實上與一個好有關係不可缺少的
[00:14:05.520 --> 00:14:08.760]  就是用愛心互相寬容
[00:14:08.760 --> 00:14:11.120]  下方說:你無人既視神的選民
[00:14:11.120 --> 00:14:13.120]  聖潔無愛的人
[00:14:13.120 --> 00:14:16.480]  所以原來溫柔又會生出一種很重要的
[00:14:16.480 --> 00:14:20.640]  因素來相連就是愛
[00:14:20.640 --> 00:14:22.600]  在彼得前書第三章
[00:14:22.600 --> 00:14:24.720]  也是彼得用的書信
[00:14:24.720 --> 00:14:25.640]  用這個字
[00:14:25.640 --> 00:14:27.160]  所以不單止保羅
[00:14:27.160 --> 00:14:28.280]  彼得怎樣說呢
[00:14:28.280 --> 00:14:30.200]  第三章第四節
[00:14:30.200 --> 00:14:31.040]  我們一起讀好嗎
[00:14:31.040 --> 00:14:31.760]  請讀
[00:14:31.760 --> 00:14:39.160]  只要以裡面存著長久溫柔安靜的心為裝飾
[00:14:39.160 --> 00:14:43.040]  者在上帝面前是極寶貴的
[00:14:43.040 --> 00:14:46.640]  上下文大家回去看就知道
[00:14:46.640 --> 00:14:49.760]  他在講家庭夫婦
[00:14:49.760 --> 00:14:52.640]  所以原來當夫婦之間
[00:14:52.640 --> 00:14:55.360]  特別這裡其實是指妻子
[00:14:55.360 --> 00:14:59.000]  存一個長久溫柔安靜的心
[00:14:59.000 --> 00:15:02.080]  這在神面前極為寶貴
[00:15:02.080 --> 00:15:05.240]  所以這種溫柔不單止用在我們對神
[00:15:05.240 --> 00:15:08.080]  也因為我們在神面前信服祂
[00:15:08.080 --> 00:15:11.280]  影響我們教會弟兄姊妹的生活
[00:15:11.280 --> 00:15:13.640]  影響我們家庭的生活
[00:15:13.640 --> 00:15:17.480]  夫婦之間的關係
[00:15:17.480 --> 00:15:21.640]  在保羅更加講到這種的服侍
[00:15:21.640 --> 00:15:23.880]  在教會裡面侍奉的時候
[00:15:23.880 --> 00:15:26.960]  他也用這個字
[00:15:26.960 --> 00:15:30.320]  在帖繡黎家前書第二章第七節說
[00:15:30.320 --> 00:15:33.640]  只在你們中間存心溫柔
[00:15:33.640 --> 00:15:39.000]  如同母親養自己的孩子
[00:15:39.000 --> 00:15:44.480]  這裡也可以反映父母對子女的愛
[00:15:44.480 --> 00:15:47.080]  也是存在溫柔的心
[00:15:47.080 --> 00:15:48.800]  當然保羅是借用這個
[00:15:48.800 --> 00:15:51.320]  來講到他對教會的肢體
[00:15:51.320 --> 00:15:54.120]  這些養群的心
[00:15:54.120 --> 00:15:55.080]  所以我們看到
[00:15:55.080 --> 00:15:58.680]  當我們的心在神面前
[00:15:58.680 --> 00:16:01.400]  存在一個溫柔的心的時候
[00:16:01.400 --> 00:16:03.600]  我們願意信服神
[00:16:03.600 --> 00:16:04.960]  天悲在祂面前
[00:16:04.960 --> 00:16:09.440]  產生這種的愛影響我們周圍的人
[00:16:09.440 --> 00:16:10.600]  中馬田牧師
[00:16:10.600 --> 00:16:11.960]  Martin Lloyd Jones
[00:16:11.960 --> 00:16:15.200]  他曾經研究這個字的時候
[00:16:15.200 --> 00:16:16.320]  他提到
[00:16:16.320 --> 00:16:21.480]  他說其實這是一種對自我的評估
[00:16:21.480 --> 00:16:23.680]  究竟我是否一個溫柔的人
[00:16:23.680 --> 00:16:25.480]  就看在我的內心裡面
[00:16:25.480 --> 00:16:27.280]  怎樣對神
[00:16:27.280 --> 00:16:30.240]  以及怎樣對人
[00:16:30.240 --> 00:16:31.840]  而且特別的地方就是
[00:16:31.840 --> 00:16:33.640]  這樣對神對人的時候
[00:16:33.640 --> 00:16:35.920]  我們會看到當我們這樣做的時候
[00:16:35.920 --> 00:16:38.200]  會影響其他人
[00:16:38.200 --> 00:16:40.520]  來對神和對我
[00:16:40.520 --> 00:16:42.120]  或者對其他人
[00:16:42.120 --> 00:16:43.920]  事實上這真的很真實
[00:16:43.920 --> 00:16:46.680]  我們發覺以暴又怎樣
[00:16:46.680 --> 00:16:47.920]  就是逆暴
[00:16:47.920 --> 00:16:49.960]  就是你大聲罵人
[00:16:49.960 --> 00:16:51.840]  然後人家又會怎樣
[00:16:51.840 --> 00:16:53.640]  很容易就大聲罵你
[00:16:53.640 --> 00:16:54.960]  大家就可能
[00:16:54.960 --> 00:16:56.760]  這句escalation
[00:16:56.760 --> 00:16:59.160]  本來是小朋友駕車
[00:16:59.160 --> 00:17:00.280]  駕駛你的車線
[00:17:00.280 --> 00:17:03.600]  然後你就用口罵他
[00:17:03.600 --> 00:17:05.960]  或者用手勢來打他
[00:17:05.960 --> 00:17:07.440]  他可能escalate了
[00:17:07.440 --> 00:17:08.360]  那又怎樣
[00:17:08.360 --> 00:17:09.720]  提升了怒氣
[00:17:09.720 --> 00:17:11.520]  就越來越厲害
[00:17:11.520 --> 00:17:12.920]  可能開槍
[00:17:12.920 --> 00:17:14.040]  可能撞車
[00:17:14.040 --> 00:17:17.760]  可能是一些很暴力的事情發生
[00:17:17.760 --> 00:17:19.480]  本來是好事好事的
[00:17:19.480 --> 00:17:20.760]  人際都是這樣的
[00:17:20.760 --> 00:17:23.080]  有時候有些事情大家不同意見
[00:17:23.080 --> 00:17:25.640]  你可能用溫柔的心
[00:17:25.640 --> 00:17:27.320]  用溫柔的語氣來講的時候
[00:17:27.320 --> 00:17:28.040]  那又怎樣
[00:17:28.040 --> 00:17:29.480]  換回來是甚麼
[00:17:29.480 --> 00:17:31.880]  換回來自然就是
[00:17:31.880 --> 00:17:33.200]  deescalation
[00:17:33.200 --> 00:17:35.320]  就是將他降溫
[00:17:35.320 --> 00:17:37.640]  所以真言說得好
[00:17:37.640 --> 00:17:39.320]  會搭又和
[00:17:39.320 --> 00:17:41.080]  就是甚麼
[00:17:41.080 --> 00:17:42.160]  懂不懂這句
[00:17:42.160 --> 00:17:43.880]  會搭又和
[00:17:43.880 --> 00:17:48.920]  使怒消頹
[00:17:48.920 --> 00:17:51.000]  你和你的兒子是否這樣
[00:17:51.000 --> 00:17:52.600]  罵罵罵罵他這樣
[00:17:52.600 --> 00:17:54.840]  他可能就興起來罵你
[00:17:54.840 --> 00:17:56.560]  或者
[00:17:56.560 --> 00:17:58.160]  就算不罵你也好
[00:17:58.160 --> 00:18:00.480]  心裏面
[00:18:00.480 --> 00:18:02.800]  也會令你很安靜
[00:18:02.800 --> 00:18:04.360]  但是你又和
[00:18:04.360 --> 00:18:06.240]  跟他慢慢談
[00:18:06.240 --> 00:18:08.200]  用一個又和的語氣
[00:18:08.200 --> 00:18:10.720]  換回來就是他願意聽
[00:18:10.720 --> 00:18:12.520]  或者回答又怎樣
[00:18:12.520 --> 00:18:15.240]  回答也會又和
[00:18:15.240 --> 00:18:17.400]  deescalate
[00:18:17.400 --> 00:18:18.640]  所以真是
[00:18:18.640 --> 00:18:20.520]  我們發覺
[00:18:20.520 --> 00:18:21.560]  這種是一種
[00:18:21.560 --> 00:18:22.520]  我們今天再講
[00:18:22.520 --> 00:18:23.800]  溫柔
[00:18:23.800 --> 00:18:25.920]  在我們周圍文化不同的
[00:18:25.920 --> 00:18:27.480]  一種處境
[00:18:27.480 --> 00:18:29.080]  但是我們可不可以活出
[00:18:29.080 --> 00:18:31.240]  一種溫柔的生命呢
[00:18:31.240 --> 00:18:32.080]  在神的面前
[00:18:32.080 --> 00:18:34.600]  這種就是存心在神的面前
[00:18:34.600 --> 00:18:36.520]  然後就影響我們
[00:18:36.520 --> 00:18:37.960]  和周圍的人
[00:18:37.960 --> 00:18:40.400]  的一種相處
[00:18:40.400 --> 00:18:43.000]  這種可以說是
[00:18:43.000 --> 00:18:44.000]  restoration
[00:18:44.000 --> 00:18:45.000]  就是將這些
[00:18:45.000 --> 00:18:47.600]  應該有的文化復原
[00:18:47.600 --> 00:18:48.800]  應該有的
[00:18:48.800 --> 00:18:51.640]  是人與人之間的
[00:18:51.640 --> 00:18:54.200]  一種相處復原
[00:18:54.200 --> 00:18:55.800]  不知道大家有沒有看過這個人
[00:18:55.800 --> 00:19:00.200]  認不認識他
[00:19:00.200 --> 00:19:01.360]  Mr.Roger
[00:19:01.360 --> 00:19:02.880]  好像是前兩年
[00:19:02.880 --> 00:19:03.480]  做過一部電影
[00:19:03.480 --> 00:19:04.280]  特意演他
[00:19:04.280 --> 00:19:05.520]  湯姆·漢斯
[00:19:05.520 --> 00:19:09.480]  湯姆·漢斯扮演他
[00:19:09.480 --> 00:19:11.960]  為什麼要拍電影呢
[00:19:11.960 --> 00:19:13.680]  因為他實在是
[00:19:13.680 --> 00:19:15.720]  他離開了世界
[00:19:15.720 --> 00:19:18.320]  他的影響力有三十多年
[00:19:18.320 --> 00:19:21.120]  在美國家庭的文化當中
[00:19:21.120 --> 00:19:22.640]  我記得我們來美國
[00:19:22.640 --> 00:19:24.240]  二十多年前
[00:19:24.240 --> 00:19:26.280]  我的女兒還很小
[00:19:26.280 --> 00:19:27.760]  師母差不多每天
[00:19:27.760 --> 00:19:28.920]  都會看這個節目
[00:19:28.920 --> 00:19:29.720]  帶著她的女兒
[00:19:29.720 --> 00:19:30.760]  看這個節目
[00:19:30.760 --> 00:19:31.480]  你們有沒有看過
[00:19:31.480 --> 00:19:31.920]  誰看過
[00:19:31.920 --> 00:19:33.280]  這個Mr.Roger
[00:19:33.280 --> 00:19:37.600]  有沒有帶小朋友去看過
[00:19:37.600 --> 00:19:39.880]  你知不知道他是牧師
