
[00:00:00.000 --> 00:00:03.640]  所以這位姐妹在今天的「猜拳」的日子裡
[00:02:18.680 --> 00:02:21.320]  我們不會讀完四十八次
[00:02:21.320 --> 00:02:25.120]  所以我邀請大家聽我講故事
[00:02:25.120 --> 00:02:29.880]  以及看一看突破的一些神秘的故事
[00:02:29.880 --> 00:02:35.400]  神秘的故事大家可以回家看看
[00:02:35.400 --> 00:02:38.600]  幾個故事或事蹟
[00:02:38.600 --> 00:02:41.320]  可以分為四個大段落
[00:02:41.320 --> 00:02:44.600]  第一段落是1至8節
[00:02:44.600 --> 00:02:47.800]  記載聖律神的多利諾
[00:02:47.800 --> 00:02:51.120]  在開撒利亞的家庭祈禱
[00:02:51.120 --> 00:02:55.120]  他在儀仗裡得到幾個指示
[00:02:55.120 --> 00:03:02.320]  他派人去約客找彼得
[00:03:02.320 --> 00:03:07.920]  邀請他們一起聽聽彼得要講什麼說話
[00:03:07.920 --> 00:03:10.240]  到了第二天
[00:03:10.240 --> 00:03:16.000]  彼得在中午的時候祈禱時
[00:03:16.000 --> 00:03:18.000]  他渾游障礙
[00:03:18.000 --> 00:03:23.720]  看到天上放了一塊大布
[00:03:23.720 --> 00:03:29.360]  上面裝了很多星球、感受和昆蟲
[00:03:29.360 --> 00:03:32.480]  還有天上的聲音
[00:03:32.480 --> 00:03:38.520]  三次叫他解釋那些動物
[00:03:38.520 --> 00:03:41.240]  而且聖律多了一句解釋
[00:03:41.240 --> 00:03:43.400]  他說神所決定的
[00:03:43.400 --> 00:03:46.720]  他們不可以當作是畜牧
[00:03:46.720 --> 00:03:59.360]  細沙漠就是祈禱行程第17至23節
[00:03:59.360 --> 00:04:05.000]  彼得還未明白儀仗的意思
[00:04:05.000 --> 00:04:08.600]  但因為禮正來的提醒和祈禱
[00:04:08.600 --> 00:04:11.440]  而多利諾的徒人來到他門口
[00:04:11.440 --> 00:04:20.320]  所以聖律多決定接待多利諾的徒人
[00:04:20.320 --> 00:04:22.720]  在家裡一晚
[00:04:22.720 --> 00:04:32.040]  明天他打算進入塞撒尼亞探訪多利諾
[00:04:32.040 --> 00:04:36.880]  到了第四幕
[00:04:36.880 --> 00:04:40.880]  就是23節至48節
[00:04:40.880 --> 00:04:45.960]  彼得來到多利諾的家
[00:04:45.960 --> 00:04:49.120]  遭到海風擲月的宣言
[00:04:49.120 --> 00:04:51.880]  但彼得解釋
[00:04:51.880 --> 00:04:54.080]  如果不是神指示我
[00:04:54.080 --> 00:04:57.840]  我一定不會去多利諾的家
[00:04:57.840 --> 00:05:00.960]  因為不合規矩
[00:05:00.960 --> 00:05:09.560]  多利諾重述他四天前所見到的異象
[00:05:09.560 --> 00:05:16.880]  而且現在聚集了他的親友在神的面前
[00:05:16.880 --> 00:05:25.880]  預備聽彼得的説話
[00:05:25.880 --> 00:05:31.960]  彼得很驚嘆神的安排
[00:05:31.960 --> 00:05:34.920]  為何叫他來多利諾的家
[00:05:34.920 --> 00:05:41.120]  就是為了向多利諾的親友傳福音
[00:05:41.120 --> 00:05:46.040]  包括耶穌基督的善問
[00:05:46.040 --> 00:05:50.160]  包括耶穌基督會被釘在十字架上
[00:05:50.160 --> 00:05:53.960]  在3月10日向眾人宣言
[00:05:53.960 --> 00:05:58.600]  當他説到眾天之亦為耶穌作見證
[00:05:58.600 --> 00:06:02.640]  凡信他的人都必因他得名得名
[00:06:02.640 --> 00:06:10.480]  聚集的時候竟然降臨在這群輕度聚集的人身上
[00:06:10.480 --> 00:06:15.040]  彼得見到這樣的情況
[00:06:15.040 --> 00:06:22.640]  便向多利諾的一群朋友施行了這個禮儀
[00:06:22.640 --> 00:06:25.880]  這次便出行
[00:06:25.880 --> 00:06:29.480]  在整個多利諾的事件中
[00:06:29.480 --> 00:06:33.720]  我們發現彼得經歷了不少的突破
[00:06:33.720 --> 00:06:37.800]  首先是思維上的突破
[00:06:37.800 --> 00:06:44.840]  留意神選擇彼得在場以上的時間和地點
[00:06:44.840 --> 00:06:49.040]  當時的彼得停在自己的家
[00:06:49.040 --> 00:06:54.960]  他在耶利法蘭25公里以外的約克
[00:06:54.960 --> 00:06:58.480]  當時他剛行那樣的神蹟
[00:06:58.480 --> 00:07:00.840]  一個是依著祂的斬指
[00:07:00.840 --> 00:07:03.320]  另一個是依著祂的墳墓
[00:07:03.320 --> 00:07:09.560]  暫時他居住在一個皮匠的西門的家
[00:07:09.560 --> 00:07:11.400]  請大家留意
[00:07:11.400 --> 00:07:15.240]  皮匠是甚麼人呢?
[00:07:15.240 --> 00:07:22.880]  皮匠是把動物的皮削成皮疤的那些人
[00:07:22.880 --> 00:07:25.800]  但留意他這份職業
[00:07:25.800 --> 00:07:31.560]  其實是每天都要接觸動物的血和訓練
[00:07:31.560 --> 00:07:33.520]  所以他的工作的地方
[00:07:33.520 --> 00:07:35.800]  可以說是扣起分邊的
[00:07:35.800 --> 00:07:37.680]  以及是很高難度的
[00:07:37.680 --> 00:07:39.960]  所以在拉比的眼中
[00:07:39.960 --> 00:07:43.480]  這份職業是不絕成名的
[00:07:43.480 --> 00:07:48.480]  但是彼得在前幾年間居住在他家
[00:07:48.480 --> 00:07:50.960]  會不會暗示給我們聽
[00:07:50.960 --> 00:07:54.840]  彼得對於絕症和不絕症的觀念
[00:07:54.840 --> 00:07:57.880]  是稍為開放的
[00:07:57.880 --> 00:07:58.760]  我們留意
[00:07:58.760 --> 00:08:01.000]  那個致意象的時刻
[00:08:01.000 --> 00:08:04.080]  是宗子祈禱禮的時候
[00:08:04.080 --> 00:08:06.080]  神給他看見的意象
[00:08:06.080 --> 00:08:07.600]  也就是說
[00:08:07.600 --> 00:08:13.120]  神親自彼得安靜親吻神的時候
[00:08:13.120 --> 00:08:17.320]  他暫時還有一些重要的差距工作
[00:08:17.320 --> 00:08:21.960]  讓他有一些思想上的突破
[00:08:21.960 --> 00:08:26.680]  神給彼得「雲遊象外」
[00:08:26.680 --> 00:08:29.720]  就是說可能有些瘋狂的靈魂
[00:08:29.720 --> 00:08:31.120]  有些瘋狂的精神
[00:08:31.120 --> 00:08:33.760]  就像我們今天說的靈魂複製
[00:08:33.760 --> 00:08:35.400]  可能因為中午
[00:08:35.400 --> 00:08:37.800]  他就餓了
[00:08:37.800 --> 00:08:39.440]  想吃東西
[00:08:39.440 --> 00:08:41.480]  神就他看到
[00:08:41.480 --> 00:08:43.680]  鑽開了有一塊白布
[00:08:43.680 --> 00:08:49.200]  裝上各種的禮袖、親情的聲音
[00:08:49.200 --> 00:08:52.240]  也有諸種的聲音
[00:08:52.240 --> 00:08:53.760]  叫彼得起床
[00:08:53.760 --> 00:08:55.360]  立刻去做
[00:08:55.360 --> 00:08:56.560]  殺出他們
[00:08:56.560 --> 00:08:57.640]  吃了他們
[00:08:57.640 --> 00:08:59.080]  來衝擊
[00:08:59.080 --> 00:09:00.760]  彼得是知道的
[00:09:00.760 --> 00:09:03.920]  這個聲音是從主來的
[00:09:03.920 --> 00:09:05.400]  就是神來的
[00:09:05.400 --> 00:09:08.960]  但是他就強烈的反對
[00:09:08.960 --> 00:09:13.480]  而且帶著一個好像抗議的口吻
[00:09:13.480 --> 00:09:14.440]  去主持
[00:09:14.440 --> 00:09:16.480]  「者是不可的」
[00:09:16.480 --> 00:09:19.280]  在生育會裏面更加熱鬧
[00:09:19.280 --> 00:09:20.920]  絕對不可
[00:09:20.920 --> 00:09:23.640]  no! no! no!
[00:09:23.640 --> 00:09:25.480]  那裏面有解釋
[00:09:25.480 --> 00:09:28.240]  他說「繁殖物是不絕食的」
[00:09:28.240 --> 00:09:31.840]  「不絕剩的物從來都沒有絕食」
[00:09:31.840 --> 00:09:33.720]  我見彼得都是一個
[00:09:33.720 --> 00:09:37.720]  沒辦法受猶太飲食規範的人
[00:09:37.720 --> 00:09:40.400]  他不會絕食
[00:09:40.400 --> 00:09:41.240]  為甚麼呢?
[00:09:41.240 --> 00:09:43.280]  我們可以看看為甚麼
[00:09:43.280 --> 00:09:45.480]  彼得這麼強烈的考驗
[00:09:45.480 --> 00:09:49.040]  這麼大膽去拒絕神的命令
[00:09:49.040 --> 00:09:49.880]  看看這幾節
[00:09:49.880 --> 00:09:51.800]  你們這20張的刁民
[00:09:51.800 --> 00:09:53.400]  我們就明白
[00:09:53.400 --> 00:09:55.160]  原來在舊約裏面
[00:09:55.160 --> 00:09:56.640]  是神吩咐
[00:09:56.640 --> 00:10:00.160]  猶太人只可以吃絕剩的食物
[00:10:00.160 --> 00:10:02.280]  因為是用來表明
[00:10:02.280 --> 00:10:04.120]  他們是從萬民中
[00:10:04.120 --> 00:10:06.560]  被神吩咐為性
[00:10:06.560 --> 00:10:08.440]  歸咎做子民的
[00:10:08.440 --> 00:10:10.760]  因此而按照神的吩咐
[00:10:10.760 --> 00:10:11.760]  其實他們會將
[00:10:11.760 --> 00:10:13.200]  「絕剩」、「不絕剩」的東西
[00:10:13.200 --> 00:10:14.520]  是沒有分開的
[00:10:14.520 --> 00:10:15.840]  那些「不絕剩」的食物
[00:10:15.840 --> 00:10:17.080]  包括甚麼呢?
[00:10:17.080 --> 00:10:18.600]  就是那些「爽吃」
[00:10:18.600 --> 00:10:20.600]  和「不生排」的動物
[00:10:20.600 --> 00:10:22.440]  那些沒有鱗片的魚
[00:10:22.440 --> 00:10:23.760]  和那些有豬腸
[00:10:23.760 --> 00:10:26.480]  但是用四隻羊排的動物
[00:10:26.480 --> 00:10:28.840]  猶太人是不會吃這些東西的
[00:10:28.840 --> 00:10:31.920]  因為吃不吃這些「不絕剩」的動物
[00:10:31.920 --> 00:10:33.120]  就不是只是在說
[00:10:33.120 --> 00:10:34.560]  人生的問題
[00:10:34.560 --> 00:10:35.640]  會不會生病
[00:10:35.640 --> 00:10:36.960]  而是在說
[00:10:36.960 --> 00:10:38.120]  身份
[00:10:38.120 --> 00:10:40.120]  在說生死的問題
[00:10:40.120 --> 00:10:41.280]  為甚麼呢?
[00:10:41.280 --> 00:10:42.400]  這裏告訴他們
[00:10:42.400 --> 00:10:44.640]  如果吃一些「不絕剩」的
[00:10:44.640 --> 00:10:47.600]  即是被姓為「不絕剩」的動物
[00:10:47.600 --> 00:10:50.200]  不單止自己成為「不絕剩」
[00:10:50.200 --> 00:10:52.200]  更加大件事是甚麼?
[00:10:52.200 --> 00:10:54.760]  使自己成為「可憎惡」
[00:10:54.760 --> 00:10:57.240]  即是在神坂中「可憎惡」
[00:10:57.240 --> 00:11:01.280]  這個後果就很大很小了
[00:11:01.280 --> 00:11:03.400]  不過呢
[00:11:03.400 --> 00:11:04.880]  那個聲音呢
[00:11:04.880 --> 00:11:08.440]  對了
[00:11:08.440 --> 00:11:10.520]  那個聲音就是
[00:11:10.520 --> 00:11:12.440]  彼得告訴他們
[00:11:12.440 --> 00:11:16.440]  「凡所絕剩的,也不可以放過族」
[00:11:16.440 --> 00:11:18.520]  而且一連三次絕了族
[00:11:18.520 --> 00:11:23.120]  彼得知道其實這是一個夢想出來的
[00:11:23.120 --> 00:11:25.120]  即是其實意思是甚麼呢?
[00:11:25.120 --> 00:11:27.840]  你不應該再擺「凡所絕剩」的
[00:11:27.840 --> 00:11:29.280]  「抗牛不絕剩」
[00:11:29.280 --> 00:11:30.480]  或者「世俗」的
[00:11:30.480 --> 00:11:32.720]  或者「不可以接受」的
[00:11:32.720 --> 00:11:35.200]  或者彼得在這個時間
[00:11:35.200 --> 00:11:37.000]  在聖人的幫助之下
[00:11:37.000 --> 00:11:43.000]  彼得耶穌曾經在《馬可福音》七章18至23節
[00:11:43.000 --> 00:11:49.000]  耶穌曾經向民主和法律賽人說過一段話
[00:11:49.000 --> 00:11:50.760]  耶穌這樣說
[00:11:50.760 --> 00:11:54.760]  「凡從外面進入的,不可以不人依偎人」
[00:11:54.760 --> 00:11:57.000]  「因為不絕入人的心」
[00:11:57.000 --> 00:12:01.000]  「只有從人裡面發出來的惡念」
[00:12:01.000 --> 00:12:04.000]  「那些才可以依偎人」
[00:12:04.000 --> 00:12:06.000]  因此所謂「不絕剩」
[00:12:06.000 --> 00:12:10.000]  是指內心的罪惡
[00:12:10.000 --> 00:12:12.000]  或者他的惡念
[00:12:12.000 --> 00:12:15.000]  而不是用外表來誇身的
[00:12:15.000 --> 00:12:19.000]  雖然聖人這麼清楚去提醒他的時候
[00:12:19.000 --> 00:12:23.000]  彼得只可以放下自己的意見
[00:12:23.000 --> 00:12:24.000]  放下自己的心見
[00:12:24.000 --> 00:12:26.000]  征服神過神過
[00:12:26.000 --> 00:12:28.000]  當他肯這樣做的時候
[00:12:28.000 --> 00:12:33.000]  其實他就一連突破了三個他思想的關卡
[00:12:33.000 --> 00:12:35.000]  第一個就是對食物的看法
[00:12:35.000 --> 00:12:39.000]  起碼他是要懲義食物是沒有絕境
[00:12:39.000 --> 00:12:41.000]  和不絕對之分
[00:12:41.000 --> 00:12:44.000]  第二樣就是感觸往來的看法
[00:12:44.000 --> 00:12:46.000]  他就要接受
[00:12:46.000 --> 00:12:48.000]  可以和外方人交往
[00:12:48.000 --> 00:12:51.000]  第三個就是中國思想的突破
[00:12:51.000 --> 00:12:56.000]  就是他不應該再視外方人為不絕
[00:12:56.000 --> 00:12:58.000]  這三個的思想關關
[00:12:58.000 --> 00:13:01.000]  其實真是很大的突破
[00:13:01.000 --> 00:13:04.000]  不單止對彼得重要
[00:13:04.000 --> 00:13:06.000]  在下一章
[00:13:06.000 --> 00:13:08.000]  如果你繼續看的時候
[00:13:08.000 --> 00:13:11.000]  當他回到耶路撒冷教會
[00:13:11.000 --> 00:13:14.000]  向東地的教會的領袖
[00:13:14.000 --> 00:13:16.000]  和一些質疑他
[00:13:16.000 --> 00:13:19.000]  為什麼你要進了外國人的家
[00:13:19.000 --> 00:13:21.000]  質疑他們的人去預報
[00:13:21.000 --> 00:13:25.000]  關於玻利尤聖爺的事情的時候
[00:13:25.000 --> 00:13:29.000]  彼得的經歷就可以幫助到這些人
[00:13:29.000 --> 00:13:33.000]  更新他們一些富有的思想
[00:13:33.000 --> 00:13:35.000]  亦都是幫助他們
[00:13:35.000 --> 00:13:37.000]  明白他們要放棄
[00:13:37.000 --> 00:13:40.000]  遵守一些防外福音
[00:13:40.000 --> 00:13:43.000]  發展的猶太教的規則
[00:13:43.000 --> 00:13:45.000]  以至達凱臣的要求
[00:13:45.000 --> 00:13:47.000]  福音才可以
[00:13:47.000 --> 00:13:50.000]  或者說神的咒音對話
[00:13:50.000 --> 00:13:53.000]  才可以得到一個更好的發展
[00:13:53.000 --> 00:13:55.000]  我自己都認識一對
[00:13:55.000 --> 00:13:57.000]  宗教士的師徒
[00:13:57.000 --> 00:14:04.000]  以前也試過發掘一些不自覺的思維經歷
[00:14:04.000 --> 00:14:07.000]  他們以前很討厭日本人
[00:14:07.000 --> 00:14:08.000]  很簡單
[00:14:08.000 --> 00:14:10.000]  因為二次世界大戰的時候
[00:14:10.000 --> 00:14:13.000]  日本人不是我們很多的宗教人
[00:14:13.000 --> 00:14:16.000]  那份的勇氣
[00:14:16.000 --> 00:14:17.000]  那份的恨
[00:14:17.000 --> 00:14:19.000]  完全在他們心中的地點
[00:14:19.000 --> 00:14:21.000]  所以他們從來都沒有想過
[00:14:21.000 --> 00:14:23.000]  要讓日本人遇陰的
[00:14:23.000 --> 00:14:25.000]  不過有一次他們去日本旅行
[00:14:25.000 --> 00:14:27.000]  就在雪地上
[00:14:27.000 --> 00:14:30.000]  遇見了一條雪車
[00:14:30.000 --> 00:14:32.000]  很狼狽
[00:14:32.000 --> 00:14:33.000]  很害怕
[00:14:33.000 --> 00:14:34.000]  不知道怎麼辦
[00:14:34.000 --> 00:14:37.000]  當地一些日本人
[00:14:37.000 --> 00:14:38.000]  很煽動
[00:14:38.000 --> 00:14:39.000]  很恩情
[00:14:39.000 --> 00:14:41.000]  幫他們去尋找
[00:14:41.000 --> 00:14:43.000]  被他們找到了
[00:14:43.000 --> 00:14:46.000]  在這樣的情況之下
[00:14:46.000 --> 00:14:48.000]  竟然幫助他們有反思
[00:14:48.000 --> 00:14:52.000]  究竟他們對日本人的態度
[00:14:52.000 --> 00:14:54.000]  是否真的有問題呢
[00:14:54.000 --> 00:15:00.000]  就算他們突破了不適合的思維
[00:15:00.000 --> 00:15:04.000]  幾年前他們就遇到了古書集
[00:15:04.000 --> 00:15:06.000]  剛剛回到日本
[00:15:06.000 --> 00:15:09.000]  真的有很大的成果
[00:15:09.000 --> 00:15:11.000]  在此我也不知道
[00:15:11.000 --> 00:15:13.000]  你們喜歡不會有一些
[00:15:13.000 --> 00:15:16.000]  未有的思想阻礙
[00:15:16.000 --> 00:15:17.000]  或者是框框
[00:15:17.000 --> 00:15:18.000]  框著你
[00:15:18.000 --> 00:15:20.000]  說我不會向那個人貼心的
[00:15:20.000 --> 00:15:23.000]  或者我不會向那些人貼心的
[00:15:23.000 --> 00:15:25.000]  不知道會不會有這種情況出現呢
[00:15:25.000 --> 00:15:28.000]  或者陳慧卿叫你
[00:15:28.000 --> 00:15:30.000]  去尋找的時候
[00:15:30.000 --> 00:15:33.000]  你又會不像你這樣說
[00:15:33.000 --> 00:15:34.000]  NO NO NO
[00:15:34.000 --> 00:15:36.000]  就好像不可得
[00:15:36.000 --> 00:15:37.000]  因為這個原因
[00:15:37.000 --> 00:15:38.000]  因為那個原因
[00:15:38.000 --> 00:15:40.000]  或者說
[00:15:40.000 --> 00:15:42.000]  我都沒有恩賜
[00:15:42.000 --> 00:15:43.000]  為什麼要找過去呢
[00:15:43.000 --> 00:15:45.000]  應該找一個頒獎去
[00:15:45.000 --> 00:15:46.000]  找一個奉獻去
[00:15:46.000 --> 00:15:49.000]  找某些日子的人去
[00:15:49.000 --> 00:15:50.000]  或者會不會
[00:15:50.000 --> 00:15:53.000]  那些性格很內向的
[00:15:53.000 --> 00:15:56.000]  或者很少涉足的外國人
[00:15:56.000 --> 00:15:58.000]  那是否陳慧卿過去
[00:15:58.000 --> 00:16:00.000]  是否她虛擬作風
[00:16:00.000 --> 00:16:02.000]  還是陳慧卿自己解釋
[00:16:02.000 --> 00:16:04.000]  是不是有很多的
[00:16:04.000 --> 00:16:06.000]  這些思想框框去
[00:16:06.000 --> 00:16:07.000]  框著我們
[00:16:07.000 --> 00:16:08.000]  或者有時候
[00:16:08.000 --> 00:16:09.000]  陳慧卿叫我們去
[00:16:09.000 --> 00:16:12.000]  好像陳明德那樣
[00:16:12.000 --> 00:16:14.000]  去穆斯林傳福音
[00:16:14.000 --> 00:16:16.000]  陳慧卿叫你的時候
[00:16:16.000 --> 00:16:17.000]  你會不會又說
[00:16:17.000 --> 00:16:20.000]  咦 不是啊 穆斯林是個硬土
[00:16:20.000 --> 00:16:21.000]  很危險的
[00:16:21.000 --> 00:16:23.000]  他們很難進入
[00:16:23.000 --> 00:16:25.000]  那就是不用客氣了
[00:16:25.000 --> 00:16:26.000]  是不是這樣呢
[00:16:26.000 --> 00:16:28.000]  這些思想的框框
[00:16:28.000 --> 00:16:30.000]  會不會鎖了我們
[00:16:30.000 --> 00:16:31.000]  去尋找呢
[00:16:31.000 --> 00:16:33.000]  那當然就是不可得
[00:16:33.000 --> 00:16:35.000]  其實我們都很
[00:16:35.000 --> 00:16:37.000]  不需要像彼得那樣
[00:16:37.000 --> 00:16:38.000]  見到異象
[00:16:38.000 --> 00:16:41.000]  才會有這些思維的尋找
[00:16:41.000 --> 00:16:43.000]  他們可能
[00:16:43.000 --> 00:16:45.000]  像彼得那樣
[00:16:45.000 --> 00:16:47.000]  定時來找
[00:16:47.000 --> 00:16:48.000]  定時祈禱
[00:16:48.000 --> 00:16:51.000]  就算已經多生病了
[00:16:51.000 --> 00:16:54.000]  而且我們有機會
[00:16:54.000 --> 00:16:57.000]  多聆聽一些熟人講解
[00:16:57.000 --> 00:16:59.000]  或者給一些錢給我們的提醒
[00:16:59.000 --> 00:17:02.000]  或者他們遇到一些什麼
[00:17:02.000 --> 00:17:03.000]  特別的事情
[00:17:03.000 --> 00:17:04.000]  我們好像
[00:17:04.000 --> 00:17:06.000]  就像那對絲襪絲絲那樣
[00:17:06.000 --> 00:17:08.000]  他們有反省
[00:17:08.000 --> 00:17:09.000]  我們有申出
[00:17:09.000 --> 00:17:11.000]  有證明的幫助
[00:17:11.000 --> 00:17:12.000]  我們相信
[00:17:12.000 --> 00:17:13.000]  他們可以實現一些
[00:17:13.000 --> 00:17:15.000]  不合適的思維
[00:17:15.000 --> 00:17:16.000]  然後最後呢
[00:17:16.000 --> 00:17:18.000]  我們就願意承諾
[00:17:18.000 --> 00:17:20.000]  國下自己的意志
[00:17:20.000 --> 00:17:21.000]  尊卑
[00:17:21.000 --> 00:17:24.000]  去循律性的帶領
[00:17:24.000 --> 00:17:25.000]  根據這些框框
[00:17:25.000 --> 00:17:27.000]  是否可以提供
[00:17:27.000 --> 00:17:28.000]  當神要
[00:17:28.000 --> 00:17:29.000]  宣傳我們去
[00:17:29.000 --> 00:17:31.000]  或許多個通的時候
[00:17:31.000 --> 00:17:33.000]  我們就可以發掘
[00:17:33.000 --> 00:17:34.000]  我真是不希望
[00:17:34.000 --> 00:17:37.000]  因為這些不合適的思維
[00:17:37.000 --> 00:17:39.000]  是令我們浪費了
[00:17:39.000 --> 00:17:42.000]  神給我們很多聆聽的機會
[00:17:42.000 --> 00:17:45.000]  彼得循復證明之下
[00:17:45.000 --> 00:17:47.000]  他不單止這裡有突破
[00:17:47.000 --> 00:17:50.000]  他的行動也都有突破
[00:17:50.000 --> 00:17:52.000]  以前的彼得
[00:17:52.000 --> 00:17:54.000]  就好像一般的猶太人一樣
[00:17:54.000 --> 00:17:57.000]  他不會從外邦人交流
[00:17:57.000 --> 00:17:58.000]  包含什麼
[00:17:58.000 --> 00:18:01.000]  不會接待外邦人的家庭
[00:18:01.000 --> 00:18:04.000]  也不會拒去外邦人的家庭
[00:18:04.000 --> 00:18:05.000]  不理會
[00:18:05.000 --> 00:18:08.000]  好像十章二十八節
[00:18:08.000 --> 00:18:10.000]  彼得真的忍受得下去
[00:18:10.000 --> 00:18:13.000]  對著多餘人這樣說
[00:18:13.000 --> 00:18:14.000]  他說什麼
[00:18:14.000 --> 00:18:15.000]  你們知道
[00:18:15.000 --> 00:18:18.000]  猶太人和哲學的人親近說
[00:18:18.000 --> 00:18:20.000]  顯示不合例的
[00:18:20.000 --> 00:18:22.000]  不合例的意思是什麼
[00:18:22.000 --> 00:18:24.000]  囚犯猶太人的殺歸
[00:18:24.000 --> 00:18:26.000]  偽精清廉之下
[00:18:26.000 --> 00:18:29.000]  都是猶太的事實
[00:18:29.000 --> 00:18:31.000]  在二十二章二十六節
[00:18:31.000 --> 00:18:33.000]  同樣的去教導人
[00:18:33.000 --> 00:18:35.000]  不要去接觸外邦人
[00:18:35.000 --> 00:18:37.000]  因為這樣
[00:18:37.000 --> 00:18:39.000]  你會受煽惑
[00:18:39.000 --> 00:18:42.000]  你又要行絕情之禮
[00:18:42.000 --> 00:18:44.000]  所以盡量避免
[00:18:44.000 --> 00:18:45.000]  不要見他們
[00:18:45.000 --> 00:18:46.000]  不要跟他們家人
[00:18:46.000 --> 00:18:48.000]  不過現在現在
[00:18:48.000 --> 00:18:50.000]  阿彼得
[00:18:50.000 --> 00:18:52.000]  他的突破性行動
[00:18:52.000 --> 00:18:54.000]  他接待
[00:18:54.000 --> 00:18:56.000]  多餘人的族人
[00:18:56.000 --> 00:18:57.000]  在他那裡
[00:18:57.000 --> 00:18:59.000]  同室一室
[00:18:59.000 --> 00:19:00.000]  然後第二天
[00:19:00.000 --> 00:19:03.000]  他還有更加突破性的
[00:19:03.000 --> 00:19:08.000]  突破了他的宣誓範圍
[00:19:08.000 --> 00:19:12.000]  他起行往該撒尼亞
[00:19:12.000 --> 00:19:16.000]  去到哥利諾的家裡
[00:19:16.000 --> 00:19:17.000]  向他傳福音
[00:19:17.000 --> 00:19:19.000]  這兩個行動
[00:19:19.000 --> 00:19:23.000]  都是違反所謂猶太人的法規的
[00:19:23.000 --> 00:19:27.000]  如果被耶路撒反的猶太人
[00:19:27.000 --> 00:19:29.000]  知道其實十一章你會懲罰他
[00:19:29.000 --> 00:19:31.000]  他有質疑他
[00:19:31.000 --> 00:19:33.000]  他有質疑他
[00:19:33.000 --> 00:19:35.000]  有指責他
[00:19:35.000 --> 00:19:38.000]  但是我們見到
[00:19:38.000 --> 00:19:39.000]  阿彼得
[00:19:39.000 --> 00:19:41.000]  他沒有所謂無敵
[00:19:41.000 --> 00:19:43.000]  他也拿出他的勇氣
[00:19:43.000 --> 00:19:45.000]  願意領獎代價
[00:19:45.000 --> 00:19:48.000]  最終他是帶領了
[00:19:48.000 --> 00:19:50.000]  阿哥利諾一家
[00:19:50.000 --> 00:19:51.000]  聖子族
[00:19:51.000 --> 00:19:54.000]  阿彼得這個突破性的行動
