
[00:00:00.000 --> 00:00:03.560]  開始一個新的講道的系列
[00:01:46.880 --> 00:01:51.280]  所以有不同解釋六日創造的理論
[00:01:51.280 --> 00:01:55.720]  如何能夠和現代科學
[00:01:55.720 --> 00:01:58.960]  對創世的或者世界開始
[00:01:58.960 --> 00:02:02.320]  這個宇宙開始的了解來協調
[00:02:02.320 --> 00:02:03.760]  要有協調的時候
[00:02:03.760 --> 00:02:05.160]  要對翼對稱的時候
[00:02:05.160 --> 00:02:06.560]  你就要說過程
[00:02:06.560 --> 00:02:08.200]  要說步驟
[00:02:08.200 --> 00:02:09.600]  順帶一提
[00:02:09.600 --> 00:02:11.600]  剛才我們進來之前先看看
[00:02:11.600 --> 00:02:13.560]  我們現在有讀經
[00:02:13.560 --> 00:02:15.240]  讀經如果你看廣東話那邊
[00:02:15.240 --> 00:02:18.080]  我們其實是剪輯了黃福光博士
[00:02:18.080 --> 00:02:19.840]  去年幫我們講的那一堂課
[00:02:19.840 --> 00:02:22.760]  另外如果大家眼睛不好那些
[00:02:22.760 --> 00:02:24.280]  尤其是MIS那些
[00:02:24.280 --> 00:02:26.200]  你可以聽到的
[00:02:26.200 --> 00:02:29.480]  每天的經文我們都會幫大家讀出來
[00:02:29.480 --> 00:02:31.160]  所以先打底
[00:02:31.160 --> 00:02:33.480]  聽黃福光博士那些打底
[00:02:33.480 --> 00:02:35.880]  然後每天就可以繼續聽
[00:02:35.880 --> 00:02:39.520]  但是我們做人都是循步驟班
[00:02:39.520 --> 00:02:40.680]  做事有步驟
[00:02:40.680 --> 00:02:41.920]  看聖經
[00:02:41.920 --> 00:02:44.080]  神做事也是有按步驟班的
[00:02:44.080 --> 00:02:45.880]  問題就是這樣
[00:02:47.360 --> 00:02:51.560]  如果神說的時候是一個按步驟班
[00:02:51.560 --> 00:02:53.000]  是一個過程的時候
[00:02:53.000 --> 00:02:54.920]  我們要說一個目的的時候
[00:02:54.920 --> 00:02:57.600]  我們怎樣討論呢
[00:02:57.600 --> 00:02:58.360]  OK
[00:02:58.360 --> 00:03:01.080]  其實如果大家想想
[00:03:01.080 --> 00:03:03.320]  什麼叫做討論一個目的
[00:03:03.320 --> 00:03:05.480]  什麼叫做討論一個意義的討論呢
[00:03:05.480 --> 00:03:08.000]  其實最主要問題就是問
[00:03:08.000 --> 00:03:10.960]  神為什麼要創造這個天地呢
[00:03:10.960 --> 00:03:12.960]  最終的問題就是我們
[00:03:12.960 --> 00:03:15.240]  在這個天地當中作為人
[00:03:15.240 --> 00:03:16.600]  可以做些什麼
[00:03:16.600 --> 00:03:18.000]  應該去做些什麼
[00:03:18.000 --> 00:03:19.800]  另一條問題就是神
[00:03:19.800 --> 00:03:21.800]  為什麼要做人呢
[00:03:21.800 --> 00:03:24.880]  推而廣之就是人在這個天地當中
[00:03:24.880 --> 00:03:26.680]  對於我們的創造者
[00:03:26.680 --> 00:03:28.440]  對於其他受造物
[00:03:28.440 --> 00:03:29.880]  應該有的關係
[00:03:29.880 --> 00:03:31.080]  這些都是我們
[00:03:31.080 --> 00:03:32.680]  就是說說完過程之後
[00:03:32.680 --> 00:03:36.600]  希望可以得到的目的的答案
[00:03:36.600 --> 00:03:40.480]  解釋聖經其實是有一個很基本的原則的
[00:03:40.480 --> 00:03:42.400]  就是你有問題
[00:03:42.400 --> 00:03:45.280]  就不代表作者一定要回答你的
[00:03:45.280 --> 00:03:46.920]  這條問題而已
[00:03:46.920 --> 00:03:49.920]  聖經是不是作者想回答你的問題就未必一定
[00:03:49.920 --> 00:03:52.000]  所以其實這個就是
[00:03:52.000 --> 00:03:54.920]  梁牧師給這個任務有些困難
[00:03:54.920 --> 00:03:58.600]  如果創世紀的作者明顯的焦點
[00:03:58.600 --> 00:04:01.480]  的確是在於過程的討論
[00:04:01.480 --> 00:04:04.360]  我們就不能夠不理那個過程
[00:04:04.360 --> 00:04:06.360]  就這樣不理那些故事
[00:04:06.360 --> 00:04:08.560]  一跳就跳到他的目的
[00:04:08.560 --> 00:04:10.240]  那麼
[00:04:10.240 --> 00:04:14.160]  問題是我怎樣從這個敘事的文體當中
[00:04:14.160 --> 00:04:18.520]  看到那個作者的那個用意呢
[00:04:18.520 --> 00:04:20.960]  他的所謂author intent
[00:04:20.960 --> 00:04:22.920]  所有聖經其實就是這個問題
[00:04:22.920 --> 00:04:24.400]  我們怎樣看那些故事
[00:04:24.400 --> 00:04:26.840]  當中明白故事的教訓是什麼
[00:04:26.840 --> 00:04:31.040]  我們怎樣知道作者要我們留心那個why
[00:04:31.040 --> 00:04:32.640]  和so what是什麼
[00:04:32.640 --> 00:04:34.400]  甚至他是不是真的要我們留意
[00:04:34.400 --> 00:04:37.880]  那個why和so what而不是留意過程呢
[00:04:37.880 --> 00:04:42.280]  所以今天想和大家看一個方法
[00:04:42.280 --> 00:04:45.360]  透過這個故事的情節
[00:04:45.360 --> 00:04:47.760]  去找到故事教訓的方法
[00:04:47.760 --> 00:04:48.840]  就是怎樣呢
[00:04:48.840 --> 00:04:50.480]  你將那個故事情節
[00:04:50.480 --> 00:04:52.200]  這個所謂storyline
[00:04:52.200 --> 00:04:55.240]  看為一個旅途的軌跡
[00:04:55.240 --> 00:04:57.240]  一個trajectory 我叫做
[00:04:57.240 --> 00:04:58.920]  或者一個direction
[00:04:58.920 --> 00:05:00.640]  看到裡面的方針
[00:05:00.640 --> 00:05:04.040]  看看那個旅程是從哪裡開始
[00:05:04.040 --> 00:05:06.200]  他去過不同的地方
[00:05:06.200 --> 00:05:08.520]  找到他的大方向
[00:05:08.520 --> 00:05:10.200]  然後你推向
[00:05:10.200 --> 00:05:13.000]  推測他的目的地在哪裡
[00:05:13.000 --> 00:05:14.520]  所以就好像你做科學的
[00:05:14.520 --> 00:05:15.960]  我們的研究都是這樣
[00:05:15.960 --> 00:05:18.440]  你找到一些dot
[00:05:18.440 --> 00:05:19.280]  找到一些data
[00:05:19.280 --> 00:05:20.720]  然後找出一條curve
[00:05:20.720 --> 00:05:22.240]  看看他去哪裡
[00:05:22.240 --> 00:05:24.200]  你就知道他的意思是什麼
[00:05:24.200 --> 00:05:25.200]  你聽別人說
[00:05:25.200 --> 00:05:27.120]  說一說他接下來的示意是什麼
[00:05:27.120 --> 00:05:29.160]  他什麼意思呢
[00:05:29.160 --> 00:05:30.720]  從這個方法來說
[00:05:30.720 --> 00:05:33.000]  我覺得大家不是這麼難
[00:05:33.000 --> 00:05:34.280]  在創世紀裡面
[00:05:34.280 --> 00:05:36.880]  找到七個方針
[00:05:36.880 --> 00:05:38.720]  第一張
[00:05:38.720 --> 00:05:42.640]  第一是從天到地
[00:05:42.640 --> 00:05:46.360]  第二從黑暗的空虛混沌
[00:05:46.360 --> 00:05:50.240]  走到光明裡面的繁盛秩序
[00:05:50.240 --> 00:05:53.680]  第三從黑夜到白晝
[00:05:53.680 --> 00:05:56.160]  到永遠的日子
[00:05:56.160 --> 00:06:00.040]  第四從好到非常好
[00:06:00.040 --> 00:06:05.560]  第五從居間到居民到管治者
[00:06:05.560 --> 00:06:12.640]  第六從僕人到按照神形象而做的兒子
[00:06:12.640 --> 00:06:15.520]  第七從工作到安息
[00:06:15.520 --> 00:06:17.160]  如果我能夠說服大家
[00:06:17.160 --> 00:06:21.080]  今天這就是創世紀第一章一至第二章第三節
[00:06:21.080 --> 00:06:22.840]  的大方針的時候
[00:06:22.840 --> 00:06:25.480]  我想在智慧行間
[00:06:25.480 --> 00:06:28.240]  大家就會看到這個故事的情節
[00:06:28.240 --> 00:06:30.800]  這個故事的目的地在哪裡
[00:06:30.800 --> 00:06:32.960]  就會很明顯了
[00:06:32.960 --> 00:06:35.640]  首先從天到地
[00:06:35.640 --> 00:06:37.560]  創世紀第一章第一節
[00:06:37.560 --> 00:06:39.760]  起初神創造天地
[00:06:39.760 --> 00:06:41.680]  對古代的讀者來說
[00:06:41.680 --> 00:06:44.200]  是一個非比尋常的說話
[00:06:44.200 --> 00:06:46.600]  因為一開始就已經否定了
[00:06:46.600 --> 00:06:49.920]  兩條他們最經常問的神學問題
[00:06:49.920 --> 00:06:52.160]  他們最經常問的神學問題是什麼
[00:06:52.160 --> 00:06:54.160]  神是什麼時候出生的
[00:06:54.160 --> 00:06:55.800]  在哪裡找到神
[00:06:55.800 --> 00:06:56.640]  人都是這樣
[00:06:56.640 --> 00:06:57.240]  他哪裡出生
[00:06:57.240 --> 00:06:57.880]  你想想
[00:06:57.880 --> 00:06:59.200]  如果你寫一個resume的時候
[00:06:59.200 --> 00:07:00.560]  你通常第一句就寫一件事
[00:07:00.560 --> 00:07:01.600]  就是bio
[00:07:01.600 --> 00:07:03.840]  什麼時候李業基
[00:07:03.840 --> 00:07:06.720]  是1970年香港出生的
[00:07:06.720 --> 00:07:07.960]  人就是這樣
[00:07:07.960 --> 00:07:09.280]  神也是這樣
[00:07:09.280 --> 00:07:11.360]  摩西一開始就說
[00:07:11.360 --> 00:07:14.040]  這些問題對神來說是多餘的
[00:07:14.040 --> 00:07:16.200]  神是超越天地
[00:07:16.200 --> 00:07:18.000]  甚至超越時空
[00:07:18.000 --> 00:07:21.560]  天地都是神所創造的
[00:07:21.560 --> 00:07:23.200]  甚至他再說下去
[00:07:23.200 --> 00:07:26.800]  時間、空間都是神所創造的
[00:07:26.800 --> 00:07:29.000]  古代的創世傳說
[00:07:29.000 --> 00:07:32.320]  假設時間空間是永存的
[00:07:32.320 --> 00:07:33.320]  所以他們會問
[00:07:33.320 --> 00:07:36.200]  在這個永存的時間空間裡面
[00:07:36.200 --> 00:07:38.520]  神是什麼時候出生
[00:07:38.520 --> 00:07:40.600]  是在哪裡出生的
[00:07:40.600 --> 00:07:44.720]  但是創世紀第一章一開始就已經否定了這個問題
[00:07:44.720 --> 00:07:46.240]  這裡你不可以問的
[00:07:46.240 --> 00:07:47.520]  你不可以問
[00:07:47.520 --> 00:07:50.200]  在創世傳奇這條畫布上面
[00:07:50.200 --> 00:07:51.640]  神是什麼時候畫
[00:07:51.640 --> 00:07:52.640]  在哪裡畫的
[00:07:52.640 --> 00:07:55.120]  因為這塊畫布本身來說
[00:07:55.120 --> 00:07:57.280]  就已經是神所供應的
[00:07:57.280 --> 00:07:59.080]  第一節已經表明
[00:07:59.080 --> 00:08:01.160]  神不是天
[00:08:01.160 --> 00:08:02.920]  中國人有時候說天啊
[00:08:02.920 --> 00:08:04.160]  就好像說神一樣
[00:08:04.160 --> 00:08:06.400]  但是神不是天
[00:08:06.400 --> 00:08:08.600]  不是那個畫布
[00:08:08.600 --> 00:08:10.080]  神不是那一卷畫布
[00:08:10.080 --> 00:08:13.040]  在天和地之前
[00:08:13.040 --> 00:08:14.280]  神已經存在了
[00:08:14.280 --> 00:08:15.920]  有天才有地
[00:08:15.920 --> 00:08:19.120]  但是兩個領域都是神所創造的
[00:08:19.120 --> 00:08:20.920]  天地是什麼呢?
[00:08:20.920 --> 00:08:23.080]  中文聖經在這裡翻譯
[00:08:23.080 --> 00:08:25.120]  有一點點容易混淆
[00:08:25.120 --> 00:08:27.160]  因為同一個天裡面的字
[00:08:27.160 --> 00:08:31.000]  翻譯了三個在希伯來文不同的字
[00:08:31.000 --> 00:08:33.320]  天一方面是heavens
[00:08:33.320 --> 00:08:35.640]  plural就是用數字
[00:08:35.640 --> 00:08:36.480]  日子
[00:08:36.480 --> 00:08:38.120]  我們中國人也叫天
[00:08:38.120 --> 00:08:39.520]  然後天空
[00:08:39.520 --> 00:08:42.000]  sky三樣東西都是用同一個天字
[00:08:42.000 --> 00:08:44.200]  但是其實原文是三個不同字
[00:08:44.200 --> 00:08:46.480]  第一節裡面的天
[00:08:46.480 --> 00:08:48.840]  其實不是天空
[00:08:48.840 --> 00:08:51.120]  所以今天如果有太空人
[00:08:51.120 --> 00:08:52.320]  出到外太空
[00:08:52.320 --> 00:08:53.600]  找不到天使
[00:08:53.600 --> 00:08:54.600]  找不到天父
[00:08:54.600 --> 00:08:56.160]  找不到升了天的耶穌
[00:08:56.160 --> 00:08:58.000]  基督徒不用怕
[00:08:58.000 --> 00:09:00.200]  因為那個不是天
[00:09:00.200 --> 00:09:03.000]  但是如果天不是外太空的時候
[00:09:03.000 --> 00:09:06.320]  地就不應該是地球了
[00:09:06.320 --> 00:09:08.560]  古代人看到地這個字
[00:09:08.560 --> 00:09:10.800]  就不像我們聯想到Google Earth
[00:09:10.800 --> 00:09:13.080]  有個藍色的水晶球
[00:09:13.080 --> 00:09:15.080]  地是什麼呢?
[00:09:15.080 --> 00:09:16.600]  他們想到地這個字
[00:09:16.600 --> 00:09:18.240]  好像中國人看到大地
[00:09:18.240 --> 00:09:19.960]  是一個居所
[00:09:19.960 --> 00:09:23.040]  是生物居住的地方
[00:09:23.040 --> 00:09:24.640]  不僅是旱地
[00:09:24.640 --> 00:09:30.160]  也包括海洋、河流、天空
[00:09:30.160 --> 00:09:33.720]  所以管理全地的亞當夏娃
[00:09:33.720 --> 00:09:38.080]  也要管天空的飛鳥、海裡面的魚
[00:09:38.080 --> 00:09:40.600]  如果地只是地球的時候
[00:09:40.600 --> 00:09:45.800]  亞當的後裔就沒權在月球上插支美國旗
[00:09:45.800 --> 00:09:50.800]  但是如果地是泛指所有生物的居間的時候
[00:09:50.800 --> 00:09:58.240]  這個地就必須包括物質宇宙每一個人可以居住的角落
[00:09:58.240 --> 00:10:01.080]  如果我們有一天在火星有一個殖民地的時候
[00:10:01.080 --> 00:10:04.560]  那個也是地的範疇
[00:10:04.560 --> 00:10:06.600]  如果這樣說的時候天又是什麼呢?
[00:10:06.600 --> 00:10:07.880]  這裡沒有說清楚
[00:10:07.880 --> 00:10:09.080]  但是接著那句話
[00:10:09.080 --> 00:10:11.720]  神的靈運行在水面上
[00:10:11.720 --> 00:10:17.000]  所以天和靈界是很有關係的
[00:10:17.000 --> 00:10:18.520]  天似乎的意思
[00:10:18.520 --> 00:10:19.960]  我們不只是看這裡
[00:10:19.960 --> 00:10:21.120]  看整個聖經
[00:10:21.120 --> 00:10:22.400]  說到天的時候
[00:10:22.400 --> 00:10:28.000]  似乎是指一個肉眼看不到非物質的屬靈的世界
[00:10:28.000 --> 00:10:30.520]  在神創造這個地之前
[00:10:30.520 --> 00:10:33.640]  基督還沒成肉身的時候
[00:10:33.640 --> 00:10:34.480]  在那裡
[00:10:34.480 --> 00:10:35.840]  復活的基督
[00:10:35.840 --> 00:10:39.800]  有屬靈的身體的人才可以進入
[00:10:39.800 --> 00:10:42.160]  第二個大方針
[00:10:42.160 --> 00:10:48.400]  從黑暗的空虛混沌走到光明裡面的繁盛秩序
[00:10:48.400 --> 00:10:50.360]  地的原始狀態
[00:10:50.360 --> 00:10:51.120]  大家想想
[00:10:51.120 --> 00:10:54.120]  他們說是水
[00:10:54.120 --> 00:10:57.800]  借用今天我們宇宙學的想像
[00:10:57.800 --> 00:11:02.080]  這個就有些類似大爆炸宇宙論
[00:11:02.080 --> 00:11:05.160]  傳統的大爆炸宇宙論的Big Bang Theory裡面說
[00:11:05.160 --> 00:11:06.840]  開始的一點
[00:11:06.840 --> 00:11:08.480]  我們叫做Singularity
[00:11:08.480 --> 00:11:10.200]  這個基點
[00:11:10.200 --> 00:11:15.760]  你想想所謂水其實未必一定是H2O
[00:11:15.760 --> 00:11:18.440]  因為它表達的最主要重心就是
[00:11:18.440 --> 00:11:21.640]  一個未有固體形狀的原料
[00:11:21.640 --> 00:11:23.120]  就像啫喱一樣
[00:11:23.120 --> 00:11:24.600]  你還沒放進冰箱之前
[00:11:24.600 --> 00:11:25.840]  它是液體
[00:11:25.840 --> 00:11:26.720]  是流體
[00:11:26.720 --> 00:11:28.080]  未有形狀
[00:11:28.080 --> 00:11:33.920]  今天我們如果用高能量物理學
[00:11:33.920 --> 00:11:35.400]  分類我們就知道
[00:11:35.400 --> 00:11:39.080]  除了固體、液體和氣體之外
[00:11:39.080 --> 00:11:40.920]  物質還可以存在
[00:11:40.920 --> 00:11:42.920]  這三個低溫形態之外
[00:11:42.920 --> 00:11:44.480]  在高溫狀態裡面
[00:11:44.480 --> 00:11:50.600]  可能是以電質的形態來存在
[00:11:50.600 --> 00:11:54.360]  因為在高密度的情況之下
[00:11:54.360 --> 00:11:56.640]  今天的物理學家告訴我們
[00:11:56.640 --> 00:11:59.680]  負離子會漂流到原子外面
[00:11:59.680 --> 00:12:02.400]  所以傳統的原子結構就不存在
[00:12:02.400 --> 00:12:03.520]  就是混在一起了
[00:12:03.520 --> 00:12:05.640]  這是極端混亂的狀態
[00:12:05.640 --> 00:12:08.040]  連元素的狀態都不存在
[00:12:08.040 --> 00:12:12.280]  所以有一些理由去想像
[00:12:12.280 --> 00:12:14.480]  這當然是物理學的圖畫
[00:12:14.480 --> 00:12:16.360]  未必是正確的解釋方法
[00:12:16.360 --> 00:12:17.720]  但我們可以想像
[00:12:17.720 --> 00:12:19.680]  這個混在一起的水
[00:12:19.680 --> 00:12:22.280]  是宇宙的開始狀態
[00:12:22.280 --> 00:12:26.160]  和我們今天想像的Plasma有點類似
[00:12:26.160 --> 00:12:28.640]  大家想想神首先創造的是什麼?
[00:12:28.640 --> 00:12:30.480]  神首先創造光
[00:12:30.480 --> 00:12:31.200]  為什麼呢?
[00:12:31.200 --> 00:12:32.920]  光其實有不同用途
[00:12:32.920 --> 00:12:34.920]  我們今天說用途、目的
[00:12:34.920 --> 00:12:36.600]  光有什麼用途呢?
[00:12:36.600 --> 00:12:38.160]  第一
[00:12:38.160 --> 00:12:43.600]  光主要是用來劃分白晝和黑夜
[00:12:43.600 --> 00:12:44.600]  那又怎樣?
[00:12:44.600 --> 00:12:46.760]  有時間可以說
[00:12:46.760 --> 00:12:48.840]  光是一個方法
[00:12:48.840 --> 00:12:51.080]  是一個工具、一個途徑
[00:12:51.080 --> 00:12:55.360]  時間才是意義、目的
[00:12:55.360 --> 00:12:57.480]  這個物質的宇宙
[00:12:57.480 --> 00:13:02.040]  首先要有的秩序就是時間
[00:13:02.040 --> 00:13:06.840]  幾個月前在我的篇上提到這個問題
[00:13:06.840 --> 00:13:08.480]  什麼是時間呢?
[00:13:08.480 --> 00:13:09.560]  我那天在想
[00:13:09.560 --> 00:13:12.040]  如果大家記得我的篇上
[00:13:12.040 --> 00:13:13.920]  如果大家在座就記得
[00:13:13.920 --> 00:13:16.160]  我的聰明的一半在哪裡呢?
[00:13:16.160 --> 00:13:18.160]  我的聰明的一半在後面
[00:13:18.160 --> 00:13:20.520]  Irene的答案就是
[00:13:20.520 --> 00:13:21.800]  她在摺衣服
[00:13:21.800 --> 00:13:25.120]  時間就是我沒有的東西
[00:13:25.120 --> 00:13:28.400]  但我認識一些比我聰明的一半
[00:13:28.400 --> 00:13:30.120]  更加聰明的科學家朋友
[00:13:30.120 --> 00:13:33.600]  如果我問他們時間是什麼
[00:13:33.600 --> 00:13:36.320]  他們可能給我一個答案
[00:13:36.320 --> 00:13:39.400]  是一條帶有光速的方程式
[00:13:39.400 --> 00:13:43.040]  如果大家還沒讀過物理學不要緊
[00:13:43.040 --> 00:13:45.720]  大概愛因斯坦的意思就是
[00:13:45.720 --> 00:13:48.400]  時間其實不是絕對的
[00:13:48.400 --> 00:13:49.640]  是相對的
[00:13:49.640 --> 00:13:51.200]  可以有伸縮性的
[00:13:51.200 --> 00:13:55.960]  是看你和你的觀察者之間時間的關係
[00:13:55.960 --> 00:13:58.240]  但自從愛因斯坦之後
[00:13:58.240 --> 00:14:03.440]  時間和光速就變成兩個很緊貼的概念
[00:14:03.440 --> 00:14:04.960]  是難捨難離的
[00:14:05.840 --> 00:14:08.280]  按照傳統的大爆炸宇宙論
[00:14:08.280 --> 00:14:12.800]  時間是宇宙的大爆炸那一刻才開始的
[00:14:12.800 --> 00:14:17.280]  但是如果只是有時間沒有空間沒有距離
[00:14:17.280 --> 00:14:18.880]  你就很難說光速
[00:14:18.880 --> 00:14:23.160]  光速是走了多遠用多少時間
[00:14:23.160 --> 00:14:27.520]  所以時間需要定義是需要有空間的
[00:14:27.520 --> 00:14:29.840]  大爆炸產生了空間
[00:14:29.840 --> 00:14:31.840]  時間才能夠定義
[00:14:31.840 --> 00:14:36.080]  如果大家看看第二天功能的意義上
[00:14:36.080 --> 00:14:39.680]  就是創造了距離和空間
[00:14:39.680 --> 00:14:43.160]  水之間要有空間
[00:14:43.160 --> 00:14:45.640]  你有空間才有結構可言
[00:14:45.640 --> 00:14:49.040]  如果全部在一點的時候就沒有結構可言
[00:14:49.040 --> 00:14:51.520]  走了時間有了空間又如何
[00:14:51.520 --> 00:14:53.600]  就好像宇宙有一個盒子
[00:14:53.600 --> 00:14:57.320]  就像我們做聖誕樹布時摺了一個盒子
[00:14:57.320 --> 00:14:59.320]  你就可以放禮物進去
[00:14:59.320 --> 00:15:03.640]  所以第三天神就將泥土
[00:15:03.640 --> 00:15:08.680]  將汗地和綠色的有機物放進這個盒子裡
[00:15:08.680 --> 00:15:11.160]  做農夫的時候
[00:15:11.160 --> 00:15:14.760]  大家一定會明白要種任何東西要什麼
[00:15:14.760 --> 00:15:16.440]  有光有陽光
[00:15:16.440 --> 00:15:18.440]  有水分有泥土
[00:15:18.440 --> 00:15:22.880]  所以這個就可以解釋第三天創造包含的意義
[00:15:22.880 --> 00:15:26.480]  其實基本上是一些維持生命的機制
[00:15:26.480 --> 00:15:29.560]  譬如說光合作用
[00:15:29.560 --> 00:15:36.520]  然後其他的都是在物理化學和生物機制的平台上
[00:15:36.520 --> 00:15:38.520]  繼續做出來的
[00:15:38.520 --> 00:15:42.920]  這個就是我們說從黑暗的空虛混沌
[00:15:42.920 --> 00:15:47.680]  走到光明的繁盛秩序的過程
[00:15:47.680 --> 00:15:49.680]  第三個大方針
[00:15:49.680 --> 00:15:54.760]  從黑夜到白晝到永遠的日子
[00:15:54.760 --> 00:16:03.080]  作者似乎是借用一個讀者很熟悉的日夜的工作循環
[00:16:03.080 --> 00:16:07.480]  來對比耶和華神工作的方法
[00:16:07.480 --> 00:16:10.080]  和人工作方法的不同
[00:16:10.080 --> 00:16:12.880]  有相同但有不同的地方
[00:16:12.880 --> 00:16:14.280]  大家如果知道
[00:16:14.280 --> 00:16:15.960]  希伯來文化
[00:16:15.960 --> 00:16:21.000]  他們一天開始就不是天光破曉時分開始
[00:16:21.000 --> 00:16:23.000]  一天是傍晚開始
[00:16:23.000 --> 00:16:26.000]  太陽下山他們一天就開始
[00:16:26.000 --> 00:16:29.880]  創世紀第一章的描述是其中一個原因
[00:16:29.880 --> 00:16:32.680]  頭六天如果大家讀的時候
[00:16:32.680 --> 00:16:36.960]  都是先有晚上再有早晨
[00:16:36.960 --> 00:16:39.960]  從黑夜走到白晝
[00:16:39.960 --> 00:16:43.680]  因為大部份都是白天工作
[00:16:43.680 --> 00:16:46.640]  所以你的直覺可能以為神都是這樣
[00:16:46.640 --> 00:16:50.640]  神都是白天工作晚上休息
[00:16:50.640 --> 00:16:54.800]  但是這個從黑夜走到白晝的循環
[00:16:54.800 --> 00:16:58.320]  表示出一個神和人工作很不同的地方
[00:16:58.320 --> 00:17:00.320]  時間表是一塌糊塗
[00:17:00.320 --> 00:17:02.800]  神其實頭六天一直都是工作
[00:17:02.800 --> 00:17:04.800]  等到第七天才休息
[00:17:04.800 --> 00:17:07.080]  甚至人在睡覺的時候
[00:17:07.080 --> 00:17:08.920]  神已經為人預備
[00:17:08.920 --> 00:17:10.280]  已經在工作
[00:17:10.280 --> 00:17:14.040]  當時聽摩西講這個故事的第一批讀者
[00:17:14.040 --> 00:17:16.040]  每天要做的事情是什麼呢?
[00:17:16.040 --> 00:17:18.760]  就是去收集一些瑪拿
[00:17:18.760 --> 00:17:21.880]  這個其實也不算是什麼工作
[00:17:21.880 --> 00:17:23.880]  除非拿外賣也是一種工作
[00:17:23.880 --> 00:17:25.880]  我老婆經常說你做什麼?
[00:17:25.880 --> 00:17:27.160]  只做外賣而已
[00:17:27.160 --> 00:17:28.160]  去拿外賣而已
[00:17:28.160 --> 00:17:29.160]  這樣也算是做事
[00:17:29.160 --> 00:17:30.680]  不幫忙家務
[00:17:30.680 --> 00:17:32.160]  但是那些異性戀就是這樣
[00:17:32.160 --> 00:17:33.960]  就是收集瑪拿
[00:17:33.960 --> 00:17:35.440]  就是他們每天的工作
[00:17:35.440 --> 00:17:36.960]  但是其實是什麼?
[00:17:36.960 --> 00:17:40.960]  是神晚上已經為他們預備了瑪拿
[00:17:40.960 --> 00:17:44.360]  含義就是這個創世的工作
[00:17:44.360 --> 00:17:47.760]  99.99%的事情是神做的
[00:17:47.760 --> 00:17:51.160]  到人做的0.001%是人做的
[00:17:51.160 --> 00:17:54.960]  而且是神在默默當中去工作
[00:17:54.960 --> 00:17:56.960]  都不告訴你已經做了
[00:17:56.960 --> 00:18:00.560]  我想大家在斯里蘭卡縣很多人都做過創業
[00:18:00.560 --> 00:18:01.760]  或者認識人做創業的
[00:18:01.760 --> 00:18:04.560]  很多時候創業開始的時候
[00:18:04.560 --> 00:18:08.760]  都是一些隱形模式來的
[00:18:08.760 --> 00:18:14.760]  是創辦人半夜三更在車房裡敲敲閉路開始
[00:18:14.760 --> 00:18:16.960]  到面世的日子的時候
[00:18:16.960 --> 00:18:20.960]  最重要的發明已經發生了
[00:18:20.960 --> 00:18:25.760]  留意這七天其實是一個明顯節奏的劃分
[00:18:25.760 --> 00:18:27.160]  到第七天的時候
