
[00:00:00.000 --> 00:00:05.000]  可能大家都會猜到今天講到的內容有關哪方面
[00:02:31.000 --> 00:02:34.000]  提醒他們 可能是他們的一封信
[00:02:34.000 --> 00:02:37.000]  我今天去貼薩諾里加
[00:02:37.000 --> 00:02:40.000]  這個是一個旅遊景點
[00:02:40.000 --> 00:02:44.000]  大家知道馬其頓這個地方
[00:02:44.000 --> 00:02:47.000]  曾經出了一個很出名的人
[00:02:47.000 --> 00:02:50.000]  很出名的將軍
[00:02:50.000 --> 00:02:53.000]  後來成立了希臘帝國的
[00:02:53.000 --> 00:02:57.000]  是誰人呢
[00:02:57.000 --> 00:02:59.000]  亞歷山大大帝
[00:02:59.000 --> 00:03:01.000]  公元前三百多年
[00:03:01.000 --> 00:03:03.000]  所以如果大家去貼薩諾里加
[00:03:03.000 --> 00:03:04.000]  這個地方旅行的時候
[00:03:04.000 --> 00:03:07.000]  就會看到這個雕像
[00:03:07.000 --> 00:03:10.000]  還有旁邊那些
[00:03:10.000 --> 00:03:13.000]  這個是我們兩夫婦
[00:03:13.000 --> 00:03:16.000]  真人不是雕像
[00:03:16.000 --> 00:03:19.000]  貼薩諾里加這個地方就在海邊
[00:03:19.000 --> 00:03:22.000]  現在旅遊景點就是那個海旁大道
[00:03:22.000 --> 00:03:25.000]  如果你有機會走就很舒服
[00:03:25.000 --> 00:03:27.000]  海風吹來
[00:03:27.000 --> 00:03:29.000]  周圍的酒店
[00:03:29.000 --> 00:03:34.000]  那個地方也有一個小的教堂
[00:03:34.000 --> 00:03:37.000]  紀念保羅去到貼薩諾里加的時候
[00:03:37.000 --> 00:03:39.000]  傳福音
[00:03:39.000 --> 00:03:43.000]  這些是磚仔畫
[00:03:43.000 --> 00:03:46.000]  磚仔去砌畫
[00:03:46.000 --> 00:03:49.000]  紀念保羅去貼薩諾里加
[00:03:49.000 --> 00:03:52.000]  傳福音的地方
[00:03:52.000 --> 00:03:55.000]  這個就是和保羅的雕像
[00:03:55.000 --> 00:03:57.000]  拍了一幅照片的我
[00:03:57.000 --> 00:04:00.000]  好幾年前
[00:04:00.000 --> 00:04:02.000]  貼薩諾里加這個地方
[00:04:02.000 --> 00:04:07.000]  就是講回《聖經》
[00:04:07.000 --> 00:04:11.000]  剛才說保羅所寫的書信
[00:04:11.000 --> 00:04:14.000]  可能是最早的一封
[00:04:14.000 --> 00:04:17.000]  可能比《四福音書》還要早
[00:04:17.000 --> 00:04:19.000]  意思是什麼呢
[00:04:19.000 --> 00:04:23.000]  就是說那時候教會剛剛才發展
[00:04:23.000 --> 00:04:25.000]  就是教會的初期
[00:04:25.000 --> 00:04:28.000]  貼薩諾里加那個教會
[00:04:28.000 --> 00:04:33.000]  其實可能那個管理的系統
[00:04:33.000 --> 00:04:38.000]  誰做長老 牧師都未必決定到
[00:04:38.000 --> 00:04:40.000]  是早期的
[00:04:40.000 --> 00:04:42.000]  所以保羅除了教導他們
[00:04:42.000 --> 00:04:44.000]  怎樣去帶領教會
[00:04:44.000 --> 00:04:47.000]  怎樣去尊重教會的長老
[00:04:47.000 --> 00:04:48.000]  或者領導
[00:04:48.000 --> 00:04:53.000]  也都要學習彼此來服侍
[00:04:53.000 --> 00:04:58.000]  我想到今天的教會
[00:04:58.000 --> 00:05:03.000]  T4C 特別是廣東堂
[00:05:03.000 --> 00:05:07.000]  李牧師離開我們已經差不多九個月了
[00:05:07.000 --> 00:05:12.000]  我們還在找合適的牧師來帶領
[00:05:12.000 --> 00:05:14.000]  我們要等多久呢
[00:05:14.000 --> 00:05:15.000]  沒有人知道
[00:05:15.000 --> 00:05:18.000]  可能只有神才知道
[00:05:18.000 --> 00:05:20.000]  在等待這段時間
[00:05:20.000 --> 00:05:23.000]  我們需要學習彼此牧羊
[00:05:23.000 --> 00:05:25.000]  好像牧羊
[00:05:25.000 --> 00:05:26.000]  牧羊人一樣
[00:05:26.000 --> 00:05:28.000]  來去牧羊其他羊
[00:05:28.000 --> 00:05:29.000]  我們都是羊群
[00:05:29.000 --> 00:05:31.000]  彼此是弟兄姊妹
[00:05:31.000 --> 00:05:33.000]  但我們要好像牧羊人一樣
[00:05:33.000 --> 00:05:35.000]  去牧羊其他人
[00:05:35.000 --> 00:05:39.000]  可能大羊照顧小羊
[00:05:39.000 --> 00:05:42.000]  甚至照顧老羊
[00:05:42.000 --> 00:05:45.000]  彼此服侍 彼此牧羊
[00:05:45.000 --> 00:05:48.000]  所以今天的經文
[00:05:48.000 --> 00:05:50.000]  貼上黎家前書第五章
[00:05:50.000 --> 00:05:54.000]  其實就是講到會眾當中彼此的關係
[00:05:54.000 --> 00:05:56.000]  第十二至十三節
[00:05:56.000 --> 00:05:58.000]  就是我們怎樣去對待長老
[00:05:58.000 --> 00:06:00.000]  或者牧師執事等等
[00:06:00.000 --> 00:06:04.000]  我們今天會集中提到十四至十五節
[00:06:04.000 --> 00:06:06.000]  就是我們弟兄姊妹之間
[00:06:06.000 --> 00:06:08.000]  怎樣彼此牧羊
[00:06:08.000 --> 00:06:09.000]  接著他就提到
[00:06:09.000 --> 00:06:12.000]  怎樣去保守自己有好的品格
[00:06:12.000 --> 00:06:14.000]  常常喜樂
[00:06:14.000 --> 00:06:17.000]  不住地禱告凡事者因等等
[00:06:17.000 --> 00:06:23.000]  所以弟兄姊妹是怎樣去彼此看待
[00:06:23.000 --> 00:06:30.000]  有專業的牧師來到牧羊教會是比較好的
[00:06:30.000 --> 00:06:32.000]  但是未有牧師的時候
[00:06:32.000 --> 00:06:36.000]  很多的事情我們都可以彼此分擔
[00:06:36.000 --> 00:06:39.000]  彼此幫助
[00:06:39.000 --> 00:06:43.000]  這兩節聖經就提到有幾種人
[00:06:43.000 --> 00:06:46.000]  在教會裏面特別我們需要注意的
[00:06:46.000 --> 00:06:50.000]  第一種就是不守規矩的人
[00:06:50.000 --> 00:06:55.000]  第十四節就是要警戒那些不守規矩的人
[00:06:55.000 --> 00:07:01.000]  不守規矩這個字在原文裏面
[00:07:01.000 --> 00:07:04.000]  有少許停頓的意思是idol
[00:07:04.000 --> 00:07:06.000]  所以如果你看有些聖經的版本
[00:07:06.000 --> 00:07:08.000]  就說是停頓
[00:07:08.000 --> 00:07:09.000]  聖經英文就是idol
[00:07:09.000 --> 00:07:11.000]  那究竟這兩個字有什麼關係呢
[00:07:11.000 --> 00:07:15.000]  不守規矩和停頓有什麼關係呢
[00:07:15.000 --> 00:07:21.000]  我們如果看帖撒內加前書第四章
[00:07:21.000 --> 00:07:26.000]  就提到是主耶穌再來的這件事情
[00:07:26.000 --> 00:07:29.000]  本來知道當時教會有些人認為
[00:07:29.000 --> 00:07:33.000]  既然主耶穌就要回來了
[00:07:33.000 --> 00:07:36.000]  那現在不需要做什麼了
[00:07:36.000 --> 00:07:38.000]  等不就行了
[00:07:38.000 --> 00:07:40.000]  坐在這裏等不就行了
[00:07:40.000 --> 00:07:44.000]  等候耶穌帶來新天新地
[00:07:44.000 --> 00:07:46.000]  所以在十一節的時候
[00:07:46.000 --> 00:07:51.000]  保羅就說你們要立志過安靜的生活
[00:07:51.000 --> 00:07:54.000]  管自己的事 親手做工
[00:07:54.000 --> 00:07:59.000]  正如我們從前吩咐你們一樣
[00:07:59.000 --> 00:08:03.000]  那帖撒內加後書
[00:08:03.000 --> 00:08:05.000]  就是差不多同一個時期寫的書
[00:08:05.000 --> 00:08:08.000]  保羅也是提到這件事情
[00:08:08.000 --> 00:08:10.000]  在第三章第七節說
[00:08:10.000 --> 00:08:13.000]  我們在你們中間從未懶散過
[00:08:13.000 --> 00:08:16.000]  也從未白吃人的飯
[00:08:16.000 --> 00:08:19.000]  倒是辛苦勞碌 晝夜作工
[00:08:19.000 --> 00:08:22.000]  免得使你們中間有人受累
[00:08:22.000 --> 00:08:24.000]  因為保羅說
[00:08:24.000 --> 00:08:26.000]  我聽說你們中間有些人懶散
[00:08:26.000 --> 00:08:30.000]  什麼工都不做 反倒專管閒事
[00:08:30.000 --> 00:08:33.000]  我們靠主耶穌基督吩咐並勸誡這些人
[00:08:33.000 --> 00:08:37.000]  要安分做工 自食其力
[00:08:37.000 --> 00:08:40.000]  這是和修本的翻譯
[00:08:40.000 --> 00:08:43.000]  如果將這幾節的聖經串起來的時候
[00:08:43.000 --> 00:08:45.000]  我們就明白了
[00:08:45.000 --> 00:08:47.000]  保羅那時候雖然
[00:08:47.000 --> 00:08:50.000]  自己也相信耶穌會快來
[00:08:50.000 --> 00:08:52.000]  但是因為沒有人知道
[00:08:52.000 --> 00:08:54.000]  祂什麼時候會回來
[00:08:54.000 --> 00:08:56.000]  所以等待的時候
[00:08:56.000 --> 00:08:57.000]  我們也是要做工
[00:08:57.000 --> 00:09:01.000]  我們也是要盡力安分做工
[00:09:01.000 --> 00:09:03.000]  所以相信耶穌的信徒
[00:09:03.000 --> 00:09:05.000]  也是應該這樣
[00:09:05.000 --> 00:09:09.000]  不能說假定耶穌幾個月之後就回來
[00:09:09.000 --> 00:09:11.000]  什麼工都不做 停頓下來
[00:09:11.000 --> 00:09:13.000]  什麼工都不做
[00:09:13.000 --> 00:09:16.000]  甚至是好管閒事
[00:09:16.000 --> 00:09:19.000]  所以這個不守規矩的人
[00:09:19.000 --> 00:09:21.000]  就是指那些懶散的人
[00:09:21.000 --> 00:09:26.000]  停頓下來 遊手好閒的人
[00:09:26.000 --> 00:09:28.000]  這裡說做工
[00:09:28.000 --> 00:09:31.000]  當然是要憑你本身的條件
[00:09:31.000 --> 00:09:33.000]  過一個獨立的生活
[00:09:33.000 --> 00:09:36.000]  但是不一定賺錢
[00:09:36.000 --> 00:09:38.000]  不一定有收入
[00:09:38.000 --> 00:09:43.000]  不一定是有工資的工作
[00:09:43.000 --> 00:09:45.000]  我們在家裡
[00:09:45.000 --> 00:09:48.000]  或者在一些地方照顧老人
[00:09:48.000 --> 00:09:50.000]  照顧小朋友
[00:09:50.000 --> 00:09:53.000]  或者之前我們配偶在外面工作
[00:09:53.000 --> 00:09:55.000]  都是一種工作 要配合
[00:09:55.000 --> 00:09:57.000]  總是要做一些事
[00:09:57.000 --> 00:10:02.000]  一般人就將可以貢獻社會的年齡
[00:10:02.000 --> 00:10:06.000]  定在大概18歲到60歲
[00:10:06.000 --> 00:10:08.000]  大概是這樣
[00:10:08.000 --> 00:10:11.000]  在這個年齡層
[00:10:11.000 --> 00:10:15.000]  其實我們通常有兩種情況之下生活
[00:10:15.000 --> 00:10:18.000]  一是輸入
[00:10:18.000 --> 00:10:20.000]  就是Input
[00:10:20.000 --> 00:10:23.000]  比如說你受教育 學習 受訓練
[00:10:23.000 --> 00:10:26.000]  或者創造習慣的機會
[00:10:26.000 --> 00:10:30.000]  甚至你把身體健康搞好
[00:10:30.000 --> 00:10:32.000]  以至可以有工作的時候做得
[00:10:32.000 --> 00:10:35.000]  這些都是輸入
[00:10:35.000 --> 00:10:37.000]  Input
[00:10:37.000 --> 00:10:40.000]  輸出就是參與一種工作
[00:10:40.000 --> 00:10:42.000]  從事一種專業
[00:10:42.000 --> 00:10:45.000]  或者貢獻社會 回饋社會
[00:10:45.000 --> 00:10:48.000]  要麼輸入 要麼輸出
[00:10:48.000 --> 00:10:51.000]  在所謂工作年齡的時候
[00:10:51.000 --> 00:10:54.000]  我們通常就是這兩種情形
[00:10:54.000 --> 00:10:56.000]  當然有些個別的情況
[00:10:56.000 --> 00:10:58.000]  我們要考慮
[00:10:58.000 --> 00:11:01.000]  你的智力或者體力有障礙
[00:11:01.000 --> 00:11:03.000]  或者家裡出現的問題
[00:11:03.000 --> 00:11:05.000]  或者被公司裁員
[00:11:05.000 --> 00:11:08.000]  這些我們沒得選擇
[00:11:08.000 --> 00:11:10.000]  沒得好說
[00:11:10.000 --> 00:11:12.000]  聖經的教導是針對
[00:11:12.000 --> 00:11:14.000]  如果我們有學習的能力
[00:11:14.000 --> 00:11:16.000]  有工作的選擇
[00:11:16.000 --> 00:11:18.000]  有機會的話
[00:11:18.000 --> 00:11:20.000]  都不要停下來
[00:11:20.000 --> 00:11:23.000]  應該有一些輸出
[00:11:23.000 --> 00:11:25.000]  這就是需要警戒
[00:11:25.000 --> 00:11:27.000]  有一些人
[00:11:27.000 --> 00:11:30.000]  如果完全是懶散的
[00:11:30.000 --> 00:11:32.000]  什麼都不做的
[00:11:32.000 --> 00:11:33.000]  有能力有機會
[00:11:33.000 --> 00:11:34.000]  但是不做的話
[00:11:34.000 --> 00:11:36.000]  那就要勸一勸他們
[00:11:36.000 --> 00:11:37.000]  警戒他們
[00:11:37.000 --> 00:11:41.000]  免得對神有些錯誤的認識
[00:11:41.000 --> 00:11:44.000]  至於上了年紀的人
[00:11:44.000 --> 00:11:46.000]  退休年齡
[00:11:46.000 --> 00:11:49.000]  我不敢要求你有什麼貢獻
[00:11:49.000 --> 00:11:51.000]  因為你都辛苦過了
[00:11:51.000 --> 00:11:54.000]  貢獻都不少
[00:11:54.000 --> 00:11:56.000]  所以現在智力體力
[00:11:56.000 --> 00:11:58.000]  都是衰退當中
[00:11:58.000 --> 00:11:59.000]  所以年紀大的
[00:11:59.000 --> 00:12:01.000]  我不敢有什麼要求
[00:12:01.000 --> 00:12:03.000]  不過提醒一下
[00:12:03.000 --> 00:12:05.000]  我們在工作上
[00:12:05.000 --> 00:12:06.000]  我們在職業上
[00:12:06.000 --> 00:12:09.000]  職位上是會有退休
[00:12:09.000 --> 00:12:13.000]  但是侍奉神是沒有退休的
[00:12:13.000 --> 00:12:16.000]  侍奉神是到我們離開世界那一天
[00:12:16.000 --> 00:12:17.000]  仍然做得
[00:12:17.000 --> 00:12:18.000]  仍然可以什麼的
[00:12:18.000 --> 00:12:22.000]  講得都繼續侍奉
[00:12:22.000 --> 00:12:24.000]  或者今天有些人
[00:12:24.000 --> 00:12:27.000]  在家裏面跟我們在網上崇拜
[00:12:27.000 --> 00:12:28.000]  你又不能開車
[00:12:28.000 --> 00:12:29.000]  又不能走動
[00:12:29.000 --> 00:12:33.000]  在家裏一樣可以工作侍奉
[00:12:33.000 --> 00:12:36.000]  有時間我們看看聖經
[00:12:36.000 --> 00:12:39.000]  你說眼不好就聽聖經
[00:12:39.000 --> 00:12:41.000]  或者看看視頻
[00:12:41.000 --> 00:12:43.000]  一樣可以崇拜神
[00:12:43.000 --> 00:12:44.000]  可以敬拜神
[00:12:44.000 --> 00:12:46.000]  也可以祈禱
[00:12:46.000 --> 00:12:48.000]  為某些人祈禱
[00:12:48.000 --> 00:12:49.000]  為神的侍功祈禱
[00:12:49.000 --> 00:12:51.000]  這樣不算是懶
[00:12:51.000 --> 00:12:54.000]  有很多事情可以做
[00:12:54.000 --> 00:12:56.000]  所以今天我們在教會當中
[00:12:56.000 --> 00:12:58.000]  就要留意一下
[00:12:58.000 --> 00:13:01.000]  有沒有一些人真的有能力
[00:13:01.000 --> 00:13:05.000]  但是就是躺平
[00:13:05.000 --> 00:13:09.000]  這個在2021年的年份裏面
[00:13:09.000 --> 00:13:13.000]  被判為用了最多的術語
[00:13:13.000 --> 00:13:15.000]  2021年在國內
[00:13:15.000 --> 00:13:16.000]  在中國
[00:13:16.000 --> 00:13:18.000]  這幾年少聽一點
[00:13:18.000 --> 00:13:19.000]  不是說那些人不用
[00:13:19.000 --> 00:13:22.000]  而是被政府禁了
[00:13:22.000 --> 00:13:24.000]  就是你用這個字
[00:13:24.000 --> 00:13:28.000]  微信的訊息就沒有了
[00:13:28.000 --> 00:13:30.000]  有些相關的事
[00:13:30.000 --> 00:13:32.000]  我也很少用
[00:13:32.000 --> 00:13:33.000]  擺爛
[00:13:33.000 --> 00:13:35.000]  東西爛了擺在那裏
[00:13:35.000 --> 00:13:39.000]  早期我們就頹廢
[00:13:39.000 --> 00:13:41.000]  廢青什麼的
[00:13:41.000 --> 00:13:42.000]  廣東人就說躺下
[00:13:42.000 --> 00:13:44.000]  什麼都不做
[00:13:44.000 --> 00:13:47.000]  既然努力都賺不了錢
[00:13:47.000 --> 00:13:48.000]  都找不到工作
[00:13:48.000 --> 00:13:49.000]  廢事
[00:13:49.000 --> 00:13:51.000]  隨隨便便
[00:13:51.000 --> 00:13:53.000]  有些收入就算了
[00:13:53.000 --> 00:13:55.000]  不要上進
[00:13:55.000 --> 00:13:57.000]  不要求進步
[00:13:57.000 --> 00:13:59.000]  因為進步沒有用的
[00:13:59.000 --> 00:14:01.000]  有些年輕人就是這樣
[00:14:01.000 --> 00:14:03.000]  所以躺平
[00:14:03.000 --> 00:14:06.000]  什麼都不做了
[00:14:06.000 --> 00:14:08.000]  教會當中時時都是
[00:14:08.000 --> 00:14:10.000]  有些人真的太有空
[00:14:10.000 --> 00:14:13.000]  就諸事
[00:14:13.000 --> 00:14:15.000]  多管閒事
[00:14:15.000 --> 00:14:19.000]  甚至是搬龍是非
[00:14:19.000 --> 00:14:20.000]  我以前在教會
[00:14:20.000 --> 00:14:22.000]  以前侍奉那個教會
[00:14:22.000 --> 00:14:26.000]  剛剛去的時候
[00:14:26.000 --> 00:14:27.000]  有一個姐妹
[00:14:27.000 --> 00:14:30.000]  為了教會辦中文學校
[00:14:30.000 --> 00:14:32.000]  就有些意見
[00:14:32.000 --> 00:14:35.000]  批評教會的執事
[00:14:35.000 --> 00:14:37.000]  寫信
[00:14:37.000 --> 00:14:39.000]  寫了總共十頁紙
[00:14:39.000 --> 00:14:41.000]  很長的手寫
[00:14:41.000 --> 00:14:43.000]  不單寫信
[00:14:43.000 --> 00:14:45.000]  還要影印
[00:14:45.000 --> 00:14:47.000]  影印之後
[00:14:47.000 --> 00:14:49.000]  還要用教會的通訊錄
[00:14:49.000 --> 00:14:53.000]  手抄地址寄給教會的人
[00:14:53.000 --> 00:14:56.000]  搞得很大件事
[00:14:56.000 --> 00:15:00.000]  這個人真的太有空
[00:15:00.000 --> 00:15:02.000]  用這麼多時間寫
[00:15:02.000 --> 00:15:04.000]  寫又要影印又要寄
[00:15:04.000 --> 00:15:05.000]  來處理一件事
[00:15:05.000 --> 00:15:08.000]  對教會未必有幫助
[00:15:08.000 --> 00:15:10.000]  所以教會有時
[00:15:10.000 --> 00:15:11.000]  如果我們看見
[00:15:11.000 --> 00:15:13.000]  有些人真的太有空
[00:15:13.000 --> 00:15:15.000]  如果他們說
[00:15:15.000 --> 00:15:18.000]  很悶都不知道做什麼
[00:15:18.000 --> 00:15:20.000]  就看看電視
[00:15:20.000 --> 00:15:22.000]  或者是走走Goodwill
[00:15:22.000 --> 00:15:24.000]  走走Mall
[00:15:24.000 --> 00:15:26.000]  糊糊塗塗
[00:15:26.000 --> 00:15:28.000]  這樣就算過了一天
[00:15:28.000 --> 00:15:30.000]  如果我們有這樣的人
[00:15:30.000 --> 00:15:34.000]  不妨勸一下他
[00:15:34.000 --> 00:15:35.000]  做點事
[00:15:35.000 --> 00:15:37.000]  如果他不懂得祈禱
[00:15:37.000 --> 00:15:39.000]  你教他吧
[00:15:39.000 --> 00:15:41.000]  陪他一起祈禱
[00:15:41.000 --> 00:15:43.000]  如果有些人
[00:15:43.000 --> 00:15:45.000]  不懂得做這件事
[00:15:45.000 --> 00:15:46.000]  不懂得揭聖經
[00:15:46.000 --> 00:15:47.000]  陪他一起看
[00:15:47.000 --> 00:15:49.000]  看看哪是新約
[00:15:49.000 --> 00:15:50.000]  哪是舊約
[00:15:50.000 --> 00:15:51.000]  哪一卷書
[00:15:51.000 --> 00:15:55.000]  希望沒有人真的躺平
[00:15:55.000 --> 00:15:56.000]  什麼都不做
[00:15:56.000 --> 00:15:57.000]  這樣反而對教會
[00:15:57.000 --> 00:16:02.000]  對神奇事公有點影響
[00:16:02.000 --> 00:16:03.000]  在哥倫多前書
[00:16:03.000 --> 00:16:04.000]  第十二章
[00:16:04.000 --> 00:16:06.000]  保羅也是把教會
[00:16:06.000 --> 00:16:09.000]  形容成為一個身體
[00:16:09.000 --> 00:16:10.000]  第十一節就說
[00:16:10.000 --> 00:16:12.000]  眼睛不能對手說
[00:16:12.000 --> 00:16:14.000]  我用不著你
[00:16:14.000 --> 00:16:16.000]  頭也不能對手說
[00:16:16.000 --> 00:16:18.000]  我用不著你
[00:16:18.000 --> 00:16:19.000]  人以為軟弱的
[00:16:19.000 --> 00:16:22.000]  更是不可缺少
[00:16:22.000 --> 00:16:23.000]  教會裡面
[00:16:23.000 --> 00:16:25.000]  每一個人都重要
[00:16:25.000 --> 00:16:27.000]  這是神用 寵家 買淑
[00:16:27.000 --> 00:16:28.000]  我們回來
[00:16:28.000 --> 00:16:30.000]  安排我們在這個教會
[00:16:30.000 --> 00:16:31.000]  安排我們
[00:16:31.000 --> 00:16:33.000]  在某些的侍奉上面
[00:16:33.000 --> 00:16:34.000]  所以我們
[00:16:34.000 --> 00:16:35.000]  也不能夠說
[00:16:35.000 --> 00:16:37.000]  看自己看得輕
[00:16:37.000 --> 00:16:38.000]  什麼都不懂
[00:16:38.000 --> 00:16:39.000]  也不要看得有些人
[00:16:39.000 --> 00:16:41.000]  沒了他無所謂
[00:16:41.000 --> 00:16:43.000]  以為軟弱的
[00:16:43.000 --> 00:16:45.000]  更是身體不可缺少
[00:16:45.000 --> 00:16:46.000]  所以教會
[00:16:46.000 --> 00:16:48.000]  沒有一個人是多餘的
[00:16:48.000 --> 00:16:49.000]  甚至我們在這裡聚會
[00:16:49.000 --> 00:16:51.000]  或者在家裡看視頻
[00:16:51.000 --> 00:16:53.000]  沒有一個人是多餘的
[00:16:53.000 --> 00:16:56.000]  都是神安排我們
[00:16:56.000 --> 00:16:58.000]  在這裡一起來侍奉
[00:16:58.000 --> 00:16:59.000]  所以我們有責任
[00:16:59.000 --> 00:17:00.000]  彼此幫忙
[00:17:00.000 --> 00:17:01.000]  替每一個人
[00:17:01.000 --> 00:17:04.000]  有些事可以學
[00:17:04.000 --> 00:17:06.000]  有些事可以付出
[00:17:06.000 --> 00:17:07.000]  可以侍奉
[00:17:07.000 --> 00:17:09.000]  免得有些人懶散
[00:17:09.000 --> 00:17:11.000]  浪費了生命
[00:17:11.000 --> 00:17:15.000]  這是彼此模樣的一方面
[00:17:15.000 --> 00:17:18.000]  第二方面的人
[00:17:18.000 --> 00:17:20.000]  就是那些灰心的人
[00:17:20.000 --> 00:17:21.000]  聖經說
[00:17:21.000 --> 00:17:24.000]  要鼓勵那些灰心的人
[00:17:24.000 --> 00:17:26.000]  灰心有時這個詞
[00:17:26.000 --> 00:17:27.000]  也有一點意思
[00:17:27.000 --> 00:17:29.000]  就是懦弱
[00:17:29.000 --> 00:17:31.000]  或者怕事的人
[00:17:31.000 --> 00:17:33.000]  甚至做了一些事之後
[00:17:33.000 --> 00:17:37.000]  你就失望
[00:17:37.000 --> 00:17:39.000]  喪志放棄
[00:17:39.000 --> 00:17:41.000]  算了 算了 怎樣都好
[00:17:41.000 --> 00:17:42.000]  沒所謂
[00:17:42.000 --> 00:17:44.000]  有這樣的心情的時候
[00:17:44.000 --> 00:17:47.000]  就是灰心的人
[00:17:47.000 --> 00:17:48.000]  所以灰心的人
[00:17:48.000 --> 00:17:49.000]  我們要鼓勵一下
[00:17:49.000 --> 00:17:50.000]  勉勵一下
[00:17:50.000 --> 00:17:52.000]  免得他們對人生
[00:17:52.000 --> 00:17:55.000]  真的放棄
[00:17:55.000 --> 00:17:58.000]  應該有積極的態度
[00:17:58.000 --> 00:18:01.000]  敬愛神 以神為樂
[00:18:01.000 --> 00:18:02.000]  什麼情況之下
[00:18:02.000 --> 00:18:05.000]  我們會灰心
[00:18:05.000 --> 00:18:09.000]  有時我們想起
[00:18:09.000 --> 00:18:11.000]  貼薩羅里加地方的信徒
[00:18:11.000 --> 00:18:14.000]  他們是什麼情況之下灰心呢
[00:18:14.000 --> 00:18:16.000]  可能就是因為
[00:18:16.000 --> 00:18:20.000]  有些人等候主再來之前
[00:18:20.000 --> 00:18:23.000]  他們已經離開世界
[00:18:23.000 --> 00:18:26.000]  他們的家人就有點擔心
[00:18:26.000 --> 00:18:28.000]  主耶穌再來之前
[00:18:28.000 --> 00:18:30.000]  他們的親人已經不在
[00:18:30.000 --> 00:18:33.000]  他們將來怎麼辦
[00:18:33.000 --> 00:18:36.000]  這裡講到聖經說
[00:18:36.000 --> 00:18:39.000]  在主裡面已經睡了覺
[00:18:39.000 --> 00:18:42.000]  已經離開世界
[00:18:42.000 --> 00:18:43.000]  從這些人當中
[00:18:43.000 --> 00:18:44.000]  可能也有些人想到
[00:18:44.000 --> 00:18:46.000]  我們又怎樣
[00:18:46.000 --> 00:18:48.000]  離開世界之後
[00:18:48.000 --> 00:18:49.000]  我們又去哪裡
[00:18:49.000 --> 00:18:51.000]  或者主耶穌什麼時候再來
[00:18:51.000 --> 00:18:52.000]  有時等一等
[00:18:52.000 --> 00:18:54.000]  就會灰心
[00:18:54.000 --> 00:18:57.000]  不知道生命發生什麼事
[00:18:57.000 --> 00:18:59.000]  不要想那麼多
[00:18:59.000 --> 00:19:01.000]  所以保羅在第四章
[00:19:01.000 --> 00:19:03.000]  就安慰他們
