
[00:00:00.000 --> 00:00:05.600]  我們的生命會經歷很多不同的起起跌跌
[00:02:08.100 --> 00:02:11.100]  當我們充塞著很忙碌的人生的時候
[00:02:11.100 --> 00:02:15.100]  我們才會令到身邊的人很羨慕我們
[00:02:15.100 --> 00:02:16.100]  所以很多人問你
[00:02:16.100 --> 00:02:17.100]  究竟你忙不忙?
[00:02:17.100 --> 00:02:19.100]  有時也不太知道怎麼回答
[00:02:19.100 --> 00:02:23.100]  忙又不是,不忙又不是
[00:02:23.100 --> 00:02:26.100]  日本很多的工作,打工一族
[00:02:26.100 --> 00:02:28.100]  他們是很忙
[00:02:28.100 --> 00:02:31.100]  和香港和世界很多大城市
[00:02:31.100 --> 00:02:33.100]  生活一樣是那麼忙碌
[00:02:33.100 --> 00:02:36.100]  不過很多時候他們就算不用開夜班
[00:02:36.100 --> 00:02:38.100]  他們也不回家
[00:02:38.100 --> 00:02:39.100]  因為當他們回家的時候
[00:02:39.100 --> 00:02:41.100]  如果他們提早回家
[00:02:41.100 --> 00:02:42.100]  太太就會跟他們說
[00:02:42.100 --> 00:02:43.100]  你究竟發生了什麼事
[00:02:43.100 --> 00:02:45.100]  你今天不用見客嗎?
[00:02:45.100 --> 00:02:47.100]  你今天不用跟同事開會嗎?
[00:02:47.100 --> 00:02:49.100]  究竟你是不是跟那些
[00:02:49.100 --> 00:02:51.100]  很忙碌的人出了什麼事?
[00:02:51.100 --> 00:02:53.100]  你快點出來,出去找你的朋友
[00:02:53.100 --> 00:02:55.100]  不要回來,不要回來
[00:02:55.100 --> 00:02:57.100]  很奇怪
[00:02:57.100 --> 00:03:01.100]  所以他們很多時候就算不用加班
[00:03:01.100 --> 00:03:04.100]  下班就會去一間酒吧
[00:03:04.100 --> 00:03:05.100]  或者去一間居酒屋
[00:03:05.100 --> 00:03:07.100]  去完一間還要去第二間
[00:03:07.100 --> 00:03:09.100]  所以這種忙碌
[00:03:09.100 --> 00:03:13.100]  充塞著我們生命的那種情況
[00:03:13.100 --> 00:03:14.100]  是很普遍的
[00:03:14.100 --> 00:03:17.100]  甚至我們有時看廣告的時候
[00:03:17.100 --> 00:03:19.100]  我們也見到這樣的對白
[00:03:19.100 --> 00:03:20.100]  他說先看看阿彪
[00:03:20.100 --> 00:03:21.100]  咦,九點了
[00:03:21.100 --> 00:03:23.100]  還很早先找他們
[00:03:23.100 --> 00:03:25.100]  的確
[00:03:25.100 --> 00:03:27.100]  早回家是一個問題
[00:03:27.100 --> 00:03:28.100]  我覺得好像
[00:03:28.100 --> 00:03:30.100]  對自己來說
[00:03:30.100 --> 00:03:31.100]  好像沒有了價值意義
[00:03:31.100 --> 00:03:34.100]  我們當然要充塞著很多的活動
[00:03:34.100 --> 00:03:37.100]  但是當我們看
[00:03:37.100 --> 00:03:39.100]  《傳道書》第三章的時候
[00:03:39.100 --> 00:03:42.100]  或者這個時候是我們值得停下來
[00:03:42.100 --> 00:03:44.100]  想一想人生是什麼
[00:03:44.100 --> 00:03:46.100]  當然我覺得對於我們每一個
[00:03:46.100 --> 00:03:50.100]  大部分基督徒的弟兄姊妹當中
[00:03:50.100 --> 00:03:53.100]  或者我們今天和大家分享的信息
[00:03:53.100 --> 00:03:55.100]  可能你也猜得到
[00:03:55.100 --> 00:03:57.100]  但是是否我們
[00:03:57.100 --> 00:04:00.100]  不單止從我們的頭腦的思想
[00:04:00.100 --> 00:04:02.100]  或者我們的認知當中
[00:04:02.100 --> 00:04:03.100]  我們只是滿足在這裡
[00:04:03.100 --> 00:04:06.100]  還是我們真的將上帝
[00:04:06.100 --> 00:04:08.100]  在聖經裡面的啓示
[00:04:08.100 --> 00:04:10.100]  我們見到人生的狀況
[00:04:10.100 --> 00:04:12.100]  我們能夠
[00:04:12.100 --> 00:04:14.100]  在我們這個有限人生當中
[00:04:14.100 --> 00:04:16.100]  我們能夠活現那種不同的生命呢
[00:04:16.100 --> 00:04:18.100]  這個反而是我的問題
[00:04:18.100 --> 00:04:20.100]  不如我們先試試看
[00:04:20.100 --> 00:04:22.100]  《傳道書》的第三章
[00:04:22.100 --> 00:04:25.100]  我們由第一節讀到第九節
[00:04:25.100 --> 00:04:28.100]  究竟是誰掌管我們的人生
[00:04:28.100 --> 00:04:29.100]  一起讀,謝謝
[00:04:29.100 --> 00:04:31.100]  凡事都有定期
[00:04:31.100 --> 00:04:34.100]  天下萬物都有定時
[00:04:34.100 --> 00:04:35.100]  生有時
[00:04:35.100 --> 00:04:36.100]  死有時
[00:04:36.100 --> 00:04:38.100]  災眾有時
[00:04:38.100 --> 00:04:41.100]  拔出所災眾的也有時
[00:04:41.100 --> 00:04:42.100]  殺戮有時
[00:04:42.100 --> 00:04:44.100]  醫治有時
[00:04:44.100 --> 00:04:45.100]  拆毀有時
[00:04:45.100 --> 00:04:47.100]  建造有時
[00:04:47.100 --> 00:04:48.100]  哭有時
[00:04:48.100 --> 00:04:49.100]  笑有時
[00:04:49.100 --> 00:04:50.100]  哀悼有時
[00:04:50.100 --> 00:04:52.100]  跳舞有時
[00:04:52.100 --> 00:04:53.100]  拋砸石頭有時
[00:04:53.100 --> 00:04:55.100]  堆砕石頭有時
[00:04:55.100 --> 00:04:56.100]  懷抱有時
[00:04:56.100 --> 00:04:58.100]  不懷抱有時
[00:04:58.100 --> 00:04:59.100]  尋找有時
[00:04:59.100 --> 00:05:01.100]  失落有時
[00:05:01.100 --> 00:05:02.100]  保守有時
[00:05:02.100 --> 00:05:04.100]  捨棄有時
[00:05:04.100 --> 00:05:05.100]  撕裂有時
[00:05:05.100 --> 00:05:06.100]  縫補有時
[00:05:06.100 --> 00:05:07.100]  靜默有時
[00:05:07.100 --> 00:05:09.100]  言語有時
[00:05:09.100 --> 00:05:10.100]  喜愛有時
[00:05:10.100 --> 00:05:12.100]  恨惡有時
[00:05:12.100 --> 00:05:13.100]  徵戰有時
[00:05:13.100 --> 00:05:15.100]  和好有時
[00:05:15.100 --> 00:05:16.100]  這樣看來
[00:05:16.100 --> 00:05:21.100]  作事的人在他牢籠上有什麼益處呢?
[00:05:21.100 --> 00:05:23.100]  我不知道你們看這一段經文
[00:05:23.100 --> 00:05:24.100]  可能你們都熟悉
[00:05:24.100 --> 00:05:27.100]  但我記得我是在十多歲的時候
[00:05:27.100 --> 00:05:29.100]  開始看過這一段經文
[00:05:29.100 --> 00:05:31.100]  我想這麼奇怪的
[00:05:31.100 --> 00:05:32.100]  老師教我們作文
[00:05:32.100 --> 00:05:34.100]  一定打一個大交叉
[00:05:34.100 --> 00:05:36.100]  整天都是有時有時有時
[00:05:36.100 --> 00:05:38.100]  我後來才明白
[00:05:38.100 --> 00:05:41.100]  這是一種詩歌的寫作方式
[00:05:41.100 --> 00:05:43.100]  但是十多歲的我
[00:05:43.100 --> 00:05:45.100]  其實不太懂得欣賞
[00:05:45.100 --> 00:05:48.100]  這裡所講的情景
[00:05:48.100 --> 00:05:50.100]  但當年紀開始大一點
[00:05:50.100 --> 00:05:52.100]  我們所經歷的事情
[00:05:52.100 --> 00:05:54.100]  越來越多的時候
[00:05:54.100 --> 00:05:55.100]  我們發覺
[00:05:55.100 --> 00:05:57.100]  當我們細微
[00:05:57.100 --> 00:05:59.100]  當我們特別遇到一些事情
[00:05:59.100 --> 00:06:00.100]  我們重看的時候
[00:06:00.100 --> 00:06:01.100]  我們發覺
[00:06:01.100 --> 00:06:04.100]  真的很能反映人生的狀況
[00:06:04.100 --> 00:06:06.100]  我今天早上打開報紙的時候
[00:06:06.100 --> 00:06:08.100]  第一件事看到的就是
[00:06:08.100 --> 00:06:10.100]  昨天嘉陵披治大賽
[00:06:10.100 --> 00:06:14.100]  有一個車手喪生
[00:06:14.100 --> 00:06:15.100]  其實有兩個車手
[00:06:15.100 --> 00:06:17.100]  分別在兩天里喪生
[00:06:17.100 --> 00:06:19.100]  死亡好像很近
[00:06:19.100 --> 00:06:23.100]  因為剛剛才訪問完之後
[00:06:23.100 --> 00:06:24.100]  打過彎
[00:06:24.100 --> 00:06:25.100]  一落場
[00:06:25.100 --> 00:06:26.100]  轉過頭
[00:06:26.100 --> 00:06:28.100]  他就失去了生命
[00:06:28.100 --> 00:06:30.100]  我又看見在遠一點的地方
[00:06:30.100 --> 00:06:31.100]  在埃及
[00:06:31.100 --> 00:06:34.100]  一個學生的巴士
[00:06:34.100 --> 00:06:36.100]  撞了火車
[00:06:36.100 --> 00:06:38.100]  四十多人失去生命
[00:06:38.100 --> 00:06:40.100]  所以我不知道你看下去
[00:06:40.100 --> 00:06:42.100]  這個描述
[00:06:42.100 --> 00:06:44.100]  這個對人生
[00:06:44.100 --> 00:06:47.100]  包含了人生各種情景的描述
[00:06:47.100 --> 00:06:49.100]  有哪一個描述對你來說
[00:06:49.100 --> 00:06:51.100]  是更深刻的印象
[00:06:51.100 --> 00:06:52.100]  我都看來看去
[00:06:52.100 --> 00:06:53.100]  對我來說
[00:06:53.100 --> 00:06:55.100]  其實他一開頭所講的
[00:06:55.100 --> 00:06:57.100]  已經是很真實
[00:06:57.100 --> 00:06:58.100]  我們不太敢面對
[00:06:58.100 --> 00:07:01.100]  因為
[00:07:01.100 --> 00:07:05.100]  死有時 生有時
[00:07:05.100 --> 00:07:06.100]  當然
[00:07:06.100 --> 00:07:08.100]  我們看這段聖經的時候
[00:07:08.100 --> 00:07:09.100]  我們不能夠
[00:07:09.100 --> 00:07:12.100]  有些原則我們不應該
[00:07:12.100 --> 00:07:14.100]  隨便拿聖經斷章取義
[00:07:14.100 --> 00:07:15.100]  有時我們會想
[00:07:15.100 --> 00:07:16.100]  會不會是說
[00:07:16.100 --> 00:07:18.100]  我們人生應該一步一步
[00:07:18.100 --> 00:07:20.100]  去經歷這些呢
[00:07:20.100 --> 00:07:22.100]  有時可能覺得不是
[00:07:22.100 --> 00:07:23.100]  你挑剔一點
[00:07:23.100 --> 00:07:24.100]  你會覺得
[00:07:24.100 --> 00:07:26.100]  其實有些東西不是很切實
[00:07:26.100 --> 00:07:28.100]  我們今天很少栽種
[00:07:28.100 --> 00:07:30.100]  栽種有時不出所
[00:07:30.100 --> 00:07:32.100]  栽種有時又不太關事
[00:07:32.100 --> 00:07:34.100]  最多可能有時
[00:07:34.100 --> 00:07:36.100]  屋村有些機會
[00:07:36.100 --> 00:07:38.100]  給你一個園圃
[00:07:38.100 --> 00:07:40.100]  有機會去種花 種草
[00:07:40.100 --> 00:07:42.100]  你就栽種有時不出有時
[00:07:42.100 --> 00:07:44.100]  有時我們挑剔起來
[00:07:44.100 --> 00:07:46.100]  覺得聖經的說話
[00:07:46.100 --> 00:07:47.100]  都不是的
[00:07:47.100 --> 00:07:48.100]  你說要包羅曼尤
[00:07:48.100 --> 00:07:49.100]  都不是的
[00:07:49.100 --> 00:07:50.100]  都沒有包完
[00:07:50.100 --> 00:07:51.100]  今天我們可能是
[00:07:51.100 --> 00:07:53.100]  online有時offline有時
[00:07:53.100 --> 00:07:55.100]  我們上班有時 放工有時
[00:07:55.100 --> 00:07:57.100]  又沒有寫
[00:07:57.100 --> 00:07:59.100]  但是其實
[00:07:59.100 --> 00:08:02.100]  作者想說些什麼
[00:08:02.100 --> 00:08:04.100]  當然我們可以
[00:08:04.100 --> 00:08:05.100]  看一下
[00:08:05.100 --> 00:08:07.100]  每一件事都可以解釋
[00:08:07.100 --> 00:08:08.100]  拋砸石頭有時
[00:08:08.100 --> 00:08:10.100]  他們當時
[00:08:10.100 --> 00:08:11.100]  戰爭的時候
[00:08:11.100 --> 00:08:13.100]  或者懲罰一些犯罪的人
[00:08:13.100 --> 00:08:15.100]  他們就拋砸石頭
[00:08:15.100 --> 00:08:16.100]  他們堆砌石頭
[00:08:16.100 --> 00:08:18.100]  好像等於我們週刊
[00:08:18.100 --> 00:08:19.100]  堆砌石頭什麼意思
[00:08:19.100 --> 00:08:20.100]  紀念
[00:08:20.100 --> 00:08:22.100]  或者當有人死的時候
[00:08:22.100 --> 00:08:24.100]  堆砌石頭去紀念那個人
[00:08:24.100 --> 00:08:25.100]  就是那種意思
[00:08:25.100 --> 00:08:26.100]  不過
[00:08:26.100 --> 00:08:27.100]  我覺得
[00:08:27.100 --> 00:08:28.100]  我不想將大家的焦點
[00:08:28.100 --> 00:08:30.100]  放在每一個不同的情景
[00:08:30.100 --> 00:08:31.100]  因為其實
[00:08:31.100 --> 00:08:32.100]  每一個情景
[00:08:32.100 --> 00:08:33.100]  對我來說
[00:08:33.100 --> 00:08:35.100]  在我們不同生活的階段裡面
[00:08:35.100 --> 00:08:37.100]  可能未必每個人
[00:08:37.100 --> 00:08:39.100]  都是一樣這麼經歷得深
[00:08:39.100 --> 00:08:41.100]  當然可能你剛剛失戀
[00:08:41.100 --> 00:08:43.100]  被別人劈脫你
[00:08:43.100 --> 00:08:45.100]  可能心裡邊就說
[00:08:45.100 --> 00:08:47.100]  愛有時恨有時
[00:08:47.100 --> 00:08:48.100]  當一些國家
[00:08:48.100 --> 00:08:50.100]  他向另外一些國家來到
[00:08:50.100 --> 00:08:52.100]  有爭鬥的時候
[00:08:52.100 --> 00:08:53.100]  他說戰爭有時
[00:08:53.100 --> 00:08:55.100]  殺戮有時
[00:08:55.100 --> 00:08:56.100]  但我們
[00:08:56.100 --> 00:08:59.100]  不覺得我們應該這樣用聖經
[00:08:59.100 --> 00:09:00.100]  聖經裡面
[00:09:00.100 --> 00:09:01.100]  這裡所說的
[00:09:01.100 --> 00:09:03.100]  是呈現了人生的種種
[00:09:03.100 --> 00:09:05.100]  不是說一種我們的命令
[00:09:05.100 --> 00:09:07.100]  我們拿著這個聖經
[00:09:07.100 --> 00:09:09.100]  就說現在就是保守有時
[00:09:09.100 --> 00:09:10.100]  現在就是死有時
[00:09:10.100 --> 00:09:11.100]  我覺得不是這樣看
[00:09:11.100 --> 00:09:12.100]  反而
[00:09:12.100 --> 00:09:14.100]  聖經的作者在這裡
[00:09:14.100 --> 00:09:16.100]  讓我們指向一件事
[00:09:16.100 --> 00:09:18.100]  就是他看完人生
[00:09:18.100 --> 00:09:20.100]  縱然我們
[00:09:20.100 --> 00:09:22.100]  你同不同意都好
[00:09:22.100 --> 00:09:23.100]  這個就是包羅了
[00:09:23.100 --> 00:09:25.100]  所有人生的種種的情景都好
[00:09:25.100 --> 00:09:27.100]  不過這個就是作者的想法
[00:09:27.100 --> 00:09:28.100]  他看完這一切
[00:09:28.100 --> 00:09:29.100]  他得出一個結論
[00:09:29.100 --> 00:09:31.100]  這個結論是一個唏噓彈息
[00:09:31.100 --> 00:09:33.100]  就是第九節
[00:09:33.100 --> 00:09:34.100]  第九節說
[00:09:34.100 --> 00:09:35.100]  這樣看來
[00:09:35.100 --> 00:09:37.100]  作事的人在他的牢籠上
[00:09:37.100 --> 00:09:40.100]  有什麼益處呢
[00:09:40.100 --> 00:09:41.100]  其實你讀的時候
[00:09:41.100 --> 00:09:42.100]  會不會有一種
[00:09:42.100 --> 00:09:45.100]  好像命中注定的感覺呢
[00:09:45.100 --> 00:09:46.100]  是吧
[00:09:46.100 --> 00:09:48.100]  我現在就是
[00:09:48.100 --> 00:09:49.100]  不見了
[00:09:49.100 --> 00:09:51.100]  所以我就尋找有時
[00:09:51.100 --> 00:09:53.100]  這東西用夠了
[00:09:53.100 --> 00:09:54.100]  就捨棄
[00:09:54.100 --> 00:09:55.100]  就捨棄有時
[00:09:55.100 --> 00:09:56.100]  好像
[00:09:56.100 --> 00:09:57.100]  都對的
[00:09:57.100 --> 00:09:58.100]  是吧
[00:09:58.100 --> 00:09:59.100]  但是其實
[00:09:59.100 --> 00:10:01.100]  今天很多人
[00:10:01.100 --> 00:10:02.100]  都會是一個這樣的意識
[00:10:02.100 --> 00:10:03.100]  就是覺得
[00:10:03.100 --> 00:10:05.100]  原來我們的人生呢
[00:10:05.100 --> 00:10:08.100]  是命中注定
[00:10:08.100 --> 00:10:10.100]  我命中注定呢
[00:10:10.100 --> 00:10:13.100]  不是你現在出世的
[00:10:13.100 --> 00:10:15.100]  所以我不是含著金鎖時出世的
[00:10:15.100 --> 00:10:16.100]  我命中注定呢
[00:10:16.100 --> 00:10:18.100]  我是一個很倒霉的人
[00:10:18.100 --> 00:10:21.100]  所以我凡做每件事
[00:10:21.100 --> 00:10:23.100]  我都可以倒霉
[00:10:23.100 --> 00:10:24.100]  但當然沒有人喜歡倒霉的
[00:10:24.100 --> 00:10:25.100]  所以很多人
[00:10:25.100 --> 00:10:27.100]  就會在世上
[00:10:27.100 --> 00:10:28.100]  找一些方法
[00:10:28.100 --> 00:10:30.100]  來幫助自己解脫
[00:10:30.100 --> 00:10:32.100]  來趨吉避凶
[00:10:32.100 --> 00:10:33.100]  所以我發覺
[00:10:33.100 --> 00:10:35.100]  我以前讀的那間神學院
[00:10:35.100 --> 00:10:36.100]  那條街
[00:10:36.100 --> 00:10:38.100]  真的很誇張
[00:10:38.100 --> 00:10:40.100]  以前很寧靜
[00:10:40.100 --> 00:10:45.100]  以前在那裡很舒服
[00:10:45.100 --> 00:10:47.100]  但是今天呢
[00:10:47.100 --> 00:10:49.100]  四周圍圍滿著
[00:10:49.100 --> 00:10:51.100]  就是幼稚園
[00:10:51.100 --> 00:10:53.100]  越來越大間了
[00:10:53.100 --> 00:10:54.100]  那裡出入的人很多
[00:10:54.100 --> 00:10:56.100]  不單止上學的人多
[00:10:56.100 --> 00:10:58.100]  還有參拜不同的
[00:10:58.100 --> 00:11:00.100]  宗教的殿羽
[00:11:00.100 --> 00:11:01.100]  都是很多
[00:11:01.100 --> 00:11:02.100]  只是一條路
[00:11:02.100 --> 00:11:04.100]  對面就已經有三個不同的
[00:11:04.100 --> 00:11:06.100]  什麼居士啊
[00:11:06.100 --> 00:11:07.100]  什麼廟宇啊
[00:11:07.100 --> 00:11:09.100]  什麼壇啊等等
[00:11:09.100 --> 00:11:10.100]  多到不得了
[00:11:10.100 --> 00:11:12.100]  還要是光
[00:11:12.100 --> 00:11:14.100]  游著金漆
[00:11:14.100 --> 00:11:16.100]  夏天去到那個地方
[00:11:16.100 --> 00:11:18.100]  走到很辛苦
[00:11:18.100 --> 00:11:19.100]  我發覺
[00:11:19.100 --> 00:11:21.100]  原來香港真的有市場
[00:11:21.100 --> 00:11:22.100]  很多人
[00:11:22.100 --> 00:11:23.100]  希望能夠
[00:11:23.100 --> 00:11:25.100]  找到那種開脫
[00:11:25.100 --> 00:11:27.100]  找到那個
[00:11:27.100 --> 00:11:29.100]  能夠掌握自己
[00:11:29.100 --> 00:11:30.100]  所謂命運
[00:11:30.100 --> 00:11:33.100]  趨吉避凶的想法
[00:11:33.100 --> 00:11:34.100]  但其實
[00:11:34.100 --> 00:11:36.100]  作者在這裡告訴我們
[00:11:36.100 --> 00:11:38.100]  那個人生
[00:11:38.100 --> 00:11:39.100]  沒錯的確
[00:11:39.100 --> 00:11:41.100]  好像一個規律
[00:11:41.100 --> 00:11:43.100]  但是這種人生是一個
[00:11:43.100 --> 00:11:45.100]  他所看的一種人生
[00:11:45.100 --> 00:11:47.100]  從一個特別的角度
[00:11:47.100 --> 00:11:48.100]  來看這個
[00:11:48.100 --> 00:11:50.100]  好像每個人都在經歷的人生
[00:11:50.100 --> 00:11:51.100]  看十節
[00:11:51.100 --> 00:11:52.100]  到第十三節
[00:11:52.100 --> 00:11:54.100]  請我們一起讀
[00:11:54.100 --> 00:11:57.100]  我見神叫世人勞苦
[00:11:57.100 --> 00:11:59.100]  使他們在其中受經煉
[00:11:59.100 --> 00:12:01.100]  神造萬物各安其事
[00:12:01.100 --> 00:12:03.100]  成為美好
[00:12:03.100 --> 00:12:06.100]  又將永生安置在世人心裡
[00:12:06.100 --> 00:12:09.100]  然而從始至終的作為
[00:12:09.100 --> 00:12:11.100]  人不能參透
[00:12:11.100 --> 00:12:13.100]  我知道世人莫強於
[00:12:13.100 --> 00:12:14.100]  終身喜樂行善
[00:12:14.100 --> 00:12:16.100]  並且人人吃喝在
[00:12:16.100 --> 00:12:18.100]  他一切勞碌中享福
[00:12:18.100 --> 00:12:22.100]  這也是神的恩賜
[00:12:22.100 --> 00:12:24.100]  這個傳道者告訴我們一件事
[00:12:24.100 --> 00:12:26.100]  原來上帝對人
[00:12:26.100 --> 00:12:28.100]  有一個美好的心意
[00:12:28.100 --> 00:12:30.100]  這個心意就是將
[00:12:30.100 --> 00:12:32.100]  永生安放在人心裡
[00:12:32.100 --> 00:12:33.100]  沒錯
[00:12:33.100 --> 00:12:34.100]  人看回
[00:12:34.100 --> 00:12:35.100]  包括你是基督徒
[00:12:35.100 --> 00:12:36.100]  不是基督徒也好
[00:12:36.100 --> 00:12:38.100]  我們看回人生
[00:12:38.100 --> 00:12:40.100]  我們發覺的確
[00:12:40.100 --> 00:12:41.100]  這裡講得很真
[00:12:41.100 --> 00:12:43.100]  這個就是人生的一部
[00:12:43.100 --> 00:12:45.100]  可以涵蓋所有人生
[00:12:45.100 --> 00:12:46.100]  我記得
[00:12:46.100 --> 00:12:48.100]  為什麼我選擇這張聖經
[00:12:48.100 --> 00:12:50.100]  或者傳道書
[00:12:50.100 --> 00:12:51.100]  在九龍東堂
[00:12:51.100 --> 00:12:54.100]  我們一個系列來思考
[00:12:54.100 --> 00:12:55.100]  其中一個原因
[00:12:55.100 --> 00:12:56.100]  當然大家不用擔心
[00:12:56.100 --> 00:12:57.100]  這邊是新的道
[00:12:57.100 --> 00:12:58.100]  下個禮拜
[00:12:58.100 --> 00:13:02.100]  又是在九龍東講的
[00:13:02.100 --> 00:13:04.100]  是因為我記得十幾年前
[00:13:04.100 --> 00:13:06.100]  有一次我在教會認識
[00:13:06.100 --> 00:13:08.100]  一個新朋友
[00:13:08.100 --> 00:13:10.100]  他告訴我
[00:13:10.100 --> 00:13:11.100]  他信耶穌
[00:13:11.100 --> 00:13:13.100]  你猜他是怎樣信
[00:13:13.100 --> 00:13:15.100]  是他自己信
[00:13:15.100 --> 00:13:16.100]  就是他自己
[00:13:16.100 --> 00:13:18.100]  不知怎樣的情況
[00:13:18.100 --> 00:13:19.100]  他有一本聖經
[00:13:19.100 --> 00:13:21.100]  他在看傳道書
[00:13:21.100 --> 00:13:23.100]  他就是自己看傳道書
[00:13:23.100 --> 00:13:24.100]  他發覺
[00:13:24.100 --> 00:13:27.100]  原來真是很精彩
[00:13:27.100 --> 00:13:31.100]  是能夠講中他心裡的情況
[00:13:31.100 --> 00:13:32.100]  原來是有出路的
[00:13:32.100 --> 00:13:34.100]  於是他自己信耶穌
[00:13:34.100 --> 00:13:36.100]  所以傳道書的確
[00:13:36.100 --> 00:13:38.100]  特別對於我們今天生活
[00:13:38.100 --> 00:13:39.100]  我們去想想
[00:13:39.100 --> 00:13:41.100]  究竟我們人生意義的人來說
[00:13:41.100 --> 00:13:43.100]  其實真是一個很好的提醒
[00:13:43.100 --> 00:13:44.100]  沒錯
[00:13:44.100 --> 00:13:45.100]  我們看日光之下
[00:13:45.100 --> 00:13:47.100]  的確有很多事情
[00:13:47.100 --> 00:13:49.100]  是令人受煩苦惱
[00:13:49.100 --> 00:13:51.100]  但是聖經裡邊所講
[00:13:51.100 --> 00:13:52.100]  日光之上
[00:13:52.100 --> 00:13:53.100]  那位不會改變的上帝
[00:13:53.100 --> 00:13:56.100]  那位無限的上帝
[00:13:56.100 --> 00:13:58.100]  那位愛我們的上帝
[00:13:58.100 --> 00:13:59.100]  他可以給我們
[00:13:59.100 --> 00:14:01.100]  這個短促的人生
[00:14:01.100 --> 00:14:03.100]  有一個新的意義
[00:14:03.100 --> 00:14:05.100]  有一個重要的改變
[00:14:05.100 --> 00:14:06.100]  沒錯
[00:14:06.100 --> 00:14:07.100]  當人面對上帝永恆的計劃
[00:14:07.100 --> 00:14:09.100]  人所能夠知的
[00:14:09.100 --> 00:14:11.100]  其實是很有限
[00:14:11.100 --> 00:14:13.100]  不是神不願意人知道
[00:14:13.100 --> 00:14:15.100]  只不過是人自己有限
[00:14:15.100 --> 00:14:16.100]  所以其實
[00:14:16.100 --> 00:14:18.100]  傳道者很想告訴我們一件事
[00:14:18.100 --> 00:14:19.100]  第一
[00:14:19.100 --> 00:14:20.100]  很簡單
[00:14:20.100 --> 00:14:22.100]  就是原來人是有限的
[00:14:22.100 --> 00:14:23.100]  不過人
[00:14:23.100 --> 00:14:26.100]  其實不是很甘於自己有限
[00:14:26.100 --> 00:14:28.100]  所以我聽見有些宗教
[00:14:28.100 --> 00:14:29.100]  就告訴我們
[00:14:29.100 --> 00:14:31.100]  原來人是可以變成神的
[00:14:31.100 --> 00:14:34.100]  人是可以無限地發揮的
[00:14:34.100 --> 00:14:39.100]  完全可以超脫臭皮囊
[00:14:39.100 --> 00:14:40.100]  但是
[00:14:40.100 --> 00:14:41.100]  我想告訴大家
[00:14:41.100 --> 00:14:42.100]  聖經不是這樣看的
[00:14:42.100 --> 00:14:43.100]  聖經很清楚
[00:14:43.100 --> 00:14:46.100]  聖經也沒有左閃右避
[00:14:46.100 --> 00:14:49.100]  聖經很清楚地告訴我們
