
[00:00:00.000 --> 00:00:04.760]  今天講的是「信是沒有束縛的」
[00:01:36.760 --> 00:01:38.920]  這不是愛情
[00:01:38.920 --> 00:01:40.840]  恆久久而久之
[00:01:40.840 --> 00:01:43.440]  這個婚姻好像坐牢一樣
[00:01:43.440 --> 00:01:47.840]  愛的窩囊變成了坐牢的墳墓
[00:01:47.840 --> 00:01:49.640]  都是很真實的
[00:01:49.640 --> 00:01:53.640]  當然真正的愛情是我們自由去選擇的
[00:01:53.640 --> 00:01:55.080]  自由進入婚姻
[00:01:55.080 --> 00:01:58.400]  自由願意為對方限制
[00:01:58.400 --> 00:02:00.360]  為對方擺上自己
[00:02:00.360 --> 00:02:01.040]  犧牲自己
[00:02:01.040 --> 00:02:04.040]  不是對方強加自己
[00:02:04.040 --> 00:02:05.840]  我記得我的師父
[00:02:05.840 --> 00:02:07.040]  David Osberg
[00:02:07.040 --> 00:02:07.880]  有一本書是婚姻
[00:02:07.880 --> 00:02:09.440]  我覺得非常好的
[00:02:09.440 --> 00:02:11.960]  婚姻結了婚和未結婚
[00:02:11.960 --> 00:02:13.840]  都要達成一個很重要的
[00:02:13.840 --> 00:02:16.200]  就是結完婚之後
[00:02:16.200 --> 00:02:19.920]  我們仍然可以做我們想做
[00:02:19.920 --> 00:02:21.960]  看我們想看
[00:02:21.960 --> 00:02:23.000]  吃我們想吃
[00:02:23.000 --> 00:02:24.960]  說到這個非常開心
[00:02:24.960 --> 00:02:28.840]  昨天想起一號冰室的午餐第三樣
[00:02:28.840 --> 00:02:30.040]  A B C
[00:02:30.040 --> 00:02:32.600]  是梅菜扣肉
[00:02:32.600 --> 00:02:34.840]  我馬上想起我老婆去了
[00:02:34.840 --> 00:02:36.480]  就有點掙扎
[00:02:36.480 --> 00:02:37.280]  吃我們想吃
[00:02:37.280 --> 00:02:38.200]  看我們想想
[00:02:38.200 --> 00:02:39.000]  當然
[00:02:39.000 --> 00:02:42.000]  因為我們願意為對方付出
[00:02:42.000 --> 00:02:43.920]  我們仍然自由做
[00:02:43.920 --> 00:02:46.360]  又自由地自由行
[00:02:46.360 --> 00:02:48.840]  這個愛的本質不是束縛
[00:02:48.840 --> 00:02:50.080]  是自願的
[00:02:50.080 --> 00:02:51.280]  是甘心樂意
[00:02:51.280 --> 00:02:53.000]  是有行動的
[00:02:53.000 --> 00:02:54.200]  而且愛是什麼
[00:02:54.200 --> 00:02:56.520]  愛帶來什麼結果是重要
[00:02:56.520 --> 00:02:59.720]  今天我們看信的本質
[00:02:59.720 --> 00:03:01.800]  非常有關係的
[00:03:01.800 --> 00:03:04.040]  跟愛的本質大有關係
[00:03:04.040 --> 00:03:08.520]  同樣都是甘心樂意的行動
[00:03:08.520 --> 00:03:09.320]  是自己行出來
[00:03:09.320 --> 00:03:11.280]  因為我信了耶穌
[00:03:11.280 --> 00:03:13.960]  很多事情不能做
[00:03:13.960 --> 00:03:15.920]  又要守十戒
[00:03:15.920 --> 00:03:16.600]  很辛苦
[00:03:16.600 --> 00:03:18.040]  這個不是
[00:03:18.040 --> 00:03:19.800]  當你發現還是束縛
[00:03:19.800 --> 00:03:23.160]  其實你還未正式明白進主
[00:03:23.160 --> 00:03:24.640]  我都不知道不說
[00:03:24.640 --> 00:03:27.960]  十戒裡面的本質相當好
[00:03:27.960 --> 00:03:28.800]  例如十戒
[00:03:28.800 --> 00:03:30.280]  第五戒說什麼
[00:03:30.280 --> 00:03:31.320]  大家有沒有印象
[00:03:31.320 --> 00:03:34.440]  是要孝敬父母
[00:03:34.440 --> 00:03:35.520]  你說我不走
[00:03:35.520 --> 00:03:38.320]  我專門蓋父母的
[00:03:38.320 --> 00:03:41.800]  例如它說到不可貪男
[00:03:41.800 --> 00:03:42.520]  我不理
[00:03:42.520 --> 00:03:43.840]  我喜歡搶別人的東西
[00:03:43.840 --> 00:03:46.640]  它說到不可殺人
[00:03:46.640 --> 00:03:48.000]  不好
[00:03:48.000 --> 00:03:48.960]  本質其實已經好
[00:03:48.960 --> 00:03:50.560]  我先不說那樣
[00:03:50.560 --> 00:03:51.480]  我講一下
[00:03:51.480 --> 00:03:52.880]  信其實的本質是什麼
[00:03:52.880 --> 00:03:53.880]  它帶來什麼
[00:03:53.880 --> 00:03:56.000]  今天加拉太書二章
[00:03:56.000 --> 00:03:58.360]  十五到二十一節
[00:03:58.360 --> 00:03:59.840]  我們先讀一次
[00:03:59.840 --> 00:04:00.640]  我們看看說什麼
[00:04:00.640 --> 00:04:02.280]  我慢慢講解
[00:04:02.280 --> 00:04:03.000]  我們一起讀
[00:04:03.000 --> 00:04:04.360]  一二三
[00:04:04.360 --> 00:04:07.560]  我們者生來的猶太人
[00:04:07.560 --> 00:04:09.640]  賜愛黨的罪人
[00:04:09.640 --> 00:04:11.240]  既知道人稱義
[00:04:11.240 --> 00:04:13.080]  不得自因效律法
[00:04:13.080 --> 00:04:15.680]  乃自因信耶穌基督
[00:04:15.680 --> 00:04:18.720]  連我們也信了基督耶穌
[00:04:18.720 --> 00:04:21.360]  賜愛門人信基督稱義
[00:04:21.360 --> 00:04:23.520]  不得自因效律法稱義
[00:04:23.520 --> 00:04:25.320]  因為乃有其敵
[00:04:25.320 --> 00:04:26.400]  沒有敵人
[00:04:26.400 --> 00:04:28.240]  自因效律法稱義
[00:04:28.240 --> 00:04:31.280]  我們若求在基督裡稱義
[00:04:31.280 --> 00:04:33.280]  將你這個弱子罪人
[00:04:33.280 --> 00:04:36.280]  難道我們卻要在四世昏駭
[00:04:36.280 --> 00:04:37.680]  絕無不死
[00:04:37.680 --> 00:04:39.680]  我素來所賊為敵
[00:04:39.680 --> 00:04:41.360]  若重新見到
[00:04:41.360 --> 00:04:44.400]  者就證明自己是犯罪的
[00:04:44.400 --> 00:04:45.680]  我因律法
[00:04:45.680 --> 00:04:47.600]  求在律法死去
[00:04:47.600 --> 00:04:50.000]  要我可以向神活著
[00:04:50.000 --> 00:04:52.960]  我已經與基督同在十字架
[00:04:52.960 --> 00:04:55.520]  現實和世界不再是我
[00:04:55.520 --> 00:04:58.120]  乃是基督在我裡面活著
[00:04:58.120 --> 00:05:00.840]  並且在我面前在息息氣
[00:05:00.840 --> 00:05:03.520]  是因神的指引而活著
[00:05:03.520 --> 00:05:04.840]  祂是愛我
[00:05:04.840 --> 00:05:06.360]  為我社己
[00:05:06.360 --> 00:05:08.360]  我不廢掉神的恩
[00:05:08.360 --> 00:05:10.840]  以若是極弱律法得迫
[00:05:10.840 --> 00:05:13.120]  基督就是徒徒死靈
[00:05:13.120 --> 00:05:15.960]  今天我藉著這幾節經文
[00:05:15.960 --> 00:05:17.720]  這三點我會說
[00:05:17.720 --> 00:05:19.040]  信律本質是什麼
[00:05:20.040 --> 00:05:23.920]  信的結果會是什麼
[00:05:23.920 --> 00:05:25.920]  並且從這七節經文看
[00:05:25.920 --> 00:05:27.400]  我再會看一個
[00:05:27.400 --> 00:05:29.200]  《聖經故事》十節的經文
[00:05:29.200 --> 00:05:32.360]  可以引用我們更加立體知道
[00:05:32.360 --> 00:05:33.800]  是什麼
[00:05:33.800 --> 00:05:34.680]  第一點
[00:05:34.680 --> 00:05:37.240]  我先說第一點之前
[00:05:37.240 --> 00:05:39.600]  我會說我們將會聽到很多
[00:05:39.600 --> 00:05:41.440]  信
[00:05:41.440 --> 00:05:44.240]  清義
[00:05:44.240 --> 00:05:46.720]  公
[00:05:46.720 --> 00:05:48.920]  The work of the law
[00:05:48.920 --> 00:05:49.960]  有少少神學意味
[00:05:49.960 --> 00:05:51.640]  不過我會盡量解釋
[00:05:51.640 --> 00:05:53.360]  應該都不會太難明白
[00:05:53.360 --> 00:05:54.560]  我們先看第一點
[00:05:54.560 --> 00:05:56.640]  我們要明白
[00:05:56.640 --> 00:05:58.720]  清義的信是什麼
[00:05:58.720 --> 00:06:00.360]  本質是什麼
[00:06:00.360 --> 00:06:02.880]  剛才我們大概讀了少少
[00:06:02.880 --> 00:06:04.200]  我們再讀頭兩節
[00:06:04.200 --> 00:06:05.320]  十五、十六節
[00:06:05.320 --> 00:06:07.160]  再入心地看一看
[00:06:07.160 --> 00:06:08.960]  保羅想說些什麼
[00:06:08.960 --> 00:06:09.720]  我們再讀一次
[00:06:09.720 --> 00:06:10.560]  一、二、三
[00:06:10.560 --> 00:06:13.120]  我們者生來的猶太人
[00:06:13.120 --> 00:06:15.080]  不善外邦積聚人
[00:06:15.080 --> 00:06:20.480]  既知老人清義,不使因行律法,乃是因信耶穌基督
[00:06:20.480 --> 00:06:27.560]  連我們也信要基督耶穌,使我們因信基督清義,不因行律法清義
[00:06:27.560 --> 00:06:32.120]  因為凡有血氣的,沒有一人因行律法清義
[00:06:32.120 --> 00:06:33.440]  第一章我們提到
[00:06:33.440 --> 00:06:34.520]  福音很快
[00:06:34.520 --> 00:06:35.480]  第幾節
[00:06:35.480 --> 00:06:36.320]  第六節
[00:06:36.320 --> 00:06:37.960]  保羅說我很驚奇
[00:06:37.960 --> 00:06:38.960]  很驚訝
[00:06:38.960 --> 00:06:40.760]  你能否相信別的福音
[00:06:40.760 --> 00:06:41.880]  第二點
[00:06:41.880 --> 00:06:44.040]  去到第二章
[00:06:44.040 --> 00:06:47.360]  我們記得梁牧師上次說得非常好
[00:06:47.360 --> 00:06:52.520]  他說如果保羅當日不清楚戒定什麼是信仰
[00:06:52.520 --> 00:06:54.800]  今日我們的浸禮將會是
[00:06:54.800 --> 00:06:56.600]  二零二三年
[00:06:56.600 --> 00:06:57.960]  雅根堂浸禮
[00:06:57.960 --> 00:06:59.000]  祈什麼?
[00:06:59.000 --> 00:06:59.920]  割禮
[00:06:59.920 --> 00:07:00.840]  那我就想
[00:07:00.840 --> 00:07:01.920]  如果真的是這樣的話
[00:07:01.920 --> 00:07:02.840]  你們一進來
[00:07:02.840 --> 00:07:03.680]  第一關
[00:07:03.680 --> 00:07:05.400]  我就幫你們行割禮,好嗎?
[00:07:05.400 --> 00:07:06.920]  即是那間房,好嗎?
[00:07:06.920 --> 00:07:07.920]  那你割完禮了
[00:07:07.920 --> 00:07:08.840]  我搞定了
[00:07:08.840 --> 00:07:09.960]  痛呀痛呀
[00:07:09.960 --> 00:07:11.440]  梁牧師,我現在來浸禮了
[00:07:11.440 --> 00:07:13.360]  那就來浸祠,好嗎?
[00:07:13.360 --> 00:07:14.640]  但今天就不用了
[00:07:14.640 --> 00:07:16.320]  因為保羅清楚
[00:07:16.320 --> 00:07:19.680]  其實他想說些什麼很重要的東西
[00:07:19.680 --> 00:07:22.760]  第一章在說信了福音
[00:07:22.760 --> 00:07:24.160]  並且別的福音
[00:07:24.160 --> 00:07:25.560]  歪了一點
[00:07:25.560 --> 00:07:27.520]  去到這裏說得更厲害
[00:07:27.520 --> 00:07:30.760]  他說不可以因行律法稱義
[00:07:30.760 --> 00:07:32.960]  其實本身後面有什麼問題呢?
[00:07:32.960 --> 00:07:35.600]  就是他覺得
[00:07:35.600 --> 00:07:40.080]  稱義是要行律法
[00:07:40.080 --> 00:07:43.360]  work of the law
[00:07:43.360 --> 00:07:44.560]  那他真的在說什麼呢?
[00:07:44.560 --> 00:07:45.280]  我慢慢解釋
[00:07:45.280 --> 00:07:45.920]  你們就知道
[00:07:45.920 --> 00:07:48.800]  那個嚴重性是什麼
[00:07:48.800 --> 00:07:51.080]  我身來是猶太人
[00:07:51.080 --> 00:07:51.880]  即是保羅說
[00:07:51.880 --> 00:07:53.600]  我和彼得是身來猶太人
[00:07:53.600 --> 00:07:55.520]  有猶太人的傳統,記不記得?
[00:07:55.520 --> 00:07:57.080]  我第一章說到了
[00:07:57.080 --> 00:07:58.840]  即是兩個禮拜前說的
[00:07:58.840 --> 00:08:00.280]  如果保羅不揮
[00:08:00.280 --> 00:08:01.800]  我們不單止行割禮
[00:08:01.800 --> 00:08:05.880]  我們吃不了焗豬扒飯,是吧?
[00:08:05.880 --> 00:08:07.280]  喜歡吃焗豬扒飯嗎?
[00:08:07.280 --> 00:08:08.400]  昨晚我回到家裏
[00:08:08.400 --> 00:08:09.760]  我老婆就上YouTube看看
[00:08:09.760 --> 00:08:11.520]  焗豬扒飯怎樣做
[00:08:11.520 --> 00:08:12.200]  哇,正啊
[00:08:12.200 --> 00:08:13.920]  我打算快可以吃了
[00:08:13.920 --> 00:08:15.960]  那我想想這篇道是否有關
[00:08:15.960 --> 00:08:17.160]  因為為什麼當日
[00:08:17.160 --> 00:08:18.240]  他們除了舊約
[00:08:18.240 --> 00:08:20.720]  他們有很多東西要持守的
[00:08:20.720 --> 00:08:21.760]  例如行割禮
[00:08:21.760 --> 00:08:22.840]  要怎樣去潔淨
[00:08:22.840 --> 00:08:25.040]  不可以吃一些不潔淨的食物
[00:08:25.040 --> 00:08:26.760]  包括豬扒
[00:08:26.760 --> 00:08:27.600]  行不行?
[00:08:27.600 --> 00:08:28.800]  那我就問一問
[00:08:28.800 --> 00:08:29.960]  大家過去一個月
[00:08:29.960 --> 00:08:31.560]  有沒有人吃過豬扒?
[00:08:31.560 --> 00:08:32.840]  又是舉手,是吧?
[00:08:32.840 --> 00:08:34.560]  我們真是深感耶穌之愛
[00:08:34.560 --> 00:08:36.280]  也要多謝保羅,是吧?
[00:08:36.280 --> 00:08:37.400]  好了,他當時就說
[00:08:37.400 --> 00:08:40.080]  有一班不是猶太人的
[00:08:40.080 --> 00:08:40.800]  他是什麼呢?
[00:08:40.800 --> 00:08:42.600]  外邦的罪人,為什麼?
[00:08:42.600 --> 00:08:43.440]  他沒有律法
[00:08:43.440 --> 00:08:44.440]  所以他不能守
[00:08:44.440 --> 00:08:45.600]  不能守就是犯罪
[00:08:45.600 --> 00:08:46.720]  他想說這件事
[00:08:46.720 --> 00:08:48.200]  好了,不過他接著繼續
[00:08:48.200 --> 00:08:49.520]  很清楚劃分了一些
[00:08:49.520 --> 00:08:50.800]  很重要的原則
[00:08:50.800 --> 00:08:53.600]  他說我們根本沒有人可以
[00:08:53.600 --> 00:08:57.520]  因為行律法清堵而成為一個好人
[00:08:57.520 --> 00:08:58.880]  為什麼呢?
[00:08:58.880 --> 00:09:01.000]  我們都明白
[00:09:01.000 --> 00:09:02.160]  你誰能守律法呢?
[00:09:02.160 --> 00:09:04.840]  全都守了,你知不知道?
[00:09:04.840 --> 00:09:07.600]  我們只看今天的社會
[00:09:07.600 --> 00:09:10.080]  沒錯,我們的科技很厲害
[00:09:10.080 --> 00:09:10.840]  上到火星
[00:09:10.840 --> 00:09:12.800]  火星現在想著可以種薯仔
[00:09:12.800 --> 00:09:14.360]  可以人造,Oxygen
[00:09:14.360 --> 00:09:16.000]  很多東西,泥島,什麼都可以
[00:09:16.000 --> 00:09:18.000]  有CHAP,GPG,很厲害的
[00:09:18.000 --> 00:09:20.360]  Artificial Intelligence,AI
[00:09:20.360 --> 00:09:24.040]  但是道德從來沒有好過
[00:09:24.040 --> 00:09:28.320]  殺人沒有比以前少一點殘忍
[00:09:28.320 --> 00:09:31.760]  販毒沒有少過,是嗎?
[00:09:31.760 --> 00:09:33.440]  搶劫沒有少過
[00:09:33.440 --> 00:09:37.600]  貪污很嚴重,億計的錢
[00:09:37.600 --> 00:09:41.840]  我昨天上去看YouTube
[00:09:41.840 --> 00:09:45.360]  自己都很喜歡看《小薯茄》
[00:09:45.360 --> 00:09:47.120]  不知道有沒有看
[00:09:47.120 --> 00:09:48.400]  他就找了Eden上去
[00:09:48.400 --> 00:09:50.160]  他就很喜歡Eden
[00:09:50.160 --> 00:09:50.960]  又找了一隻豬
[00:09:50.960 --> 00:09:52.720]  他們說了一件好笑的事
[00:09:52.720 --> 00:09:55.520]  他說,即是七分鐘而已
[00:09:55.520 --> 00:09:57.680]  他其中的同僚就說
[00:09:57.680 --> 00:09:59.400]  你不要看我家的東西
[00:09:59.400 --> 00:10:00.800]  然後Eden就說
[00:10:00.800 --> 00:10:02.360]  你本來我都不看的了
[00:10:02.360 --> 00:10:04.040]  你越叫我不要做
[00:10:04.040 --> 00:10:06.040]  我就越想做
[00:10:06.040 --> 00:10:07.280]  人的心就是這樣
[00:10:07.280 --> 00:10:10.080]  你越叫我守我就不想守
[00:10:10.080 --> 00:10:11.560]  但是律法本身就重要
[00:10:11.560 --> 00:10:12.680]  如果你沒有了原則
[00:10:12.680 --> 00:10:14.840]  更混亂,明白嗎?
[00:10:14.840 --> 00:10:16.440]  所以有兩條路
[00:10:16.440 --> 00:10:17.440]  第一條路就是
[00:10:17.440 --> 00:10:21.760]  我守律法,守到我清義
[00:10:21.760 --> 00:10:23.760]  這條路是始路不通
[00:10:23.760 --> 00:10:26.360]  沒有人走得到
[00:10:26.360 --> 00:10:27.560]  他說不行的
[00:10:27.560 --> 00:10:28.680]  你不要再說
[00:10:28.680 --> 00:10:31.480]  沒有人走得到的
[00:10:31.480 --> 00:10:33.240]  明白嗎?
[00:10:33.240 --> 00:10:35.440]  第二條路
[00:10:35.440 --> 00:10:36.920]  是恩典的路
[00:10:36.920 --> 00:10:40.320]  我一會兒會慢慢再說清楚
[00:10:40.320 --> 00:10:41.800]  所以他提到
[00:10:41.800 --> 00:10:44.600]  我們要有這個傳統
[00:10:44.600 --> 00:10:45.360]  跟不上
[00:10:45.360 --> 00:10:46.360]  馬丁路也這麼說
[00:10:46.360 --> 00:10:48.360]  他說律法的主要重點
[00:10:48.360 --> 00:10:49.320]  很重要
[00:10:49.320 --> 00:10:49.920]  律法很重要
[00:10:49.920 --> 00:10:52.440]  主要重點不是叫景況更好
[00:10:52.440 --> 00:10:55.840]  其實是使人景況更壞
[00:10:55.840 --> 00:10:59.600]  意思是令人見到自己的罪
[00:10:59.600 --> 00:11:04.200]  使人因這個知識而謙卑
[00:11:04.200 --> 00:11:07.560]  恐懼、壓傷、破碎
[00:11:07.560 --> 00:11:11.080]  驅散、尋求恩典
[00:11:11.080 --> 00:11:14.240]  並且來到可以稱眾的子孫
[00:11:14.240 --> 00:11:16.760]  就是基督面前
[00:11:16.760 --> 00:11:19.080]  所以為什麼基督要來
[00:11:19.080 --> 00:11:21.040]  你做得到
[00:11:21.040 --> 00:11:22.760]  做得到基督不用來
[00:11:22.760 --> 00:11:25.040]  所以第一樣我們要明白
[00:11:25.040 --> 00:11:30.480]  清義的信不是因公德和行為
[00:11:30.480 --> 00:11:33.520]  乃是因基督
[00:11:33.520 --> 00:11:34.800]  保祿說得很清楚
[00:11:34.800 --> 00:11:37.240]  立之行善由得我
[00:11:37.240 --> 00:11:38.320]  下一句是什麼?
[00:11:38.320 --> 00:11:40.080]  行出來由得我
[00:11:40.080 --> 00:11:41.280]  我也想
[00:11:41.280 --> 00:11:42.920]  頂多我不知道你
[00:11:42.920 --> 00:11:43.920]  我也知道
[00:11:43.920 --> 00:11:45.440]  我走不動、走不完
[00:11:45.440 --> 00:11:46.000]  沒可能
[00:11:46.000 --> 00:11:46.560]  我不行的
[00:11:46.560 --> 00:11:47.320]  靠我
[00:11:47.320 --> 00:11:48.280]  我舉手投降
[00:11:48.280 --> 00:11:48.880]  行不行?
[00:11:48.880 --> 00:11:50.000]  白旗
[00:11:52.520 --> 00:11:55.080]  好了,接著他講得很特別
[00:11:55.080 --> 00:11:56.400]  他說要不你就
[00:11:56.400 --> 00:11:57.320]  跟守律法
[00:11:57.320 --> 00:11:59.800]  遲些你下一章
[00:11:59.800 --> 00:12:01.400]  讀帕西里尼會講得很清楚
[00:12:01.400 --> 00:12:02.520]  還有一條路
[00:12:02.520 --> 00:12:04.880]  叫做聖靈的路
[00:12:04.880 --> 00:12:06.120]  預告一點
[00:12:06.120 --> 00:12:07.040]  你知不知道
[00:12:07.040 --> 00:12:09.520]  聖靈所寄的果子是什麼?
[00:12:09.520 --> 00:12:10.360]  第一就是
[00:12:10.360 --> 00:12:11.320]  一二三
[00:12:11.320 --> 00:12:12.880]  人愛喜樂
[00:12:12.880 --> 00:12:14.840]  和平忍耐
[00:12:14.840 --> 00:12:15.840]  恩慈良善
[00:12:15.840 --> 00:12:17.520]  信受溫柔節制
[00:12:17.520 --> 00:12:17.960]  什麼?
[00:12:17.960 --> 00:12:18.880]  啊啊
[00:12:18.880 --> 00:12:21.120]  這樣我才能賠償
[00:12:21.120 --> 00:12:22.040]  還有一條路
[00:12:22.040 --> 00:12:23.400]  那個慢慢會講得很精彩
[00:12:23.400 --> 00:12:24.320]  不過現在保羅
[00:12:24.320 --> 00:12:25.480]  先處理這件事
[00:12:25.480 --> 00:12:27.120]  對我們今天
[00:12:27.120 --> 00:12:28.400]  我們是什麼人?
[00:12:28.400 --> 00:12:29.920]  大家你是什麼人?
[00:12:29.920 --> 00:12:30.520]  罪人
[00:12:30.520 --> 00:12:31.880]  還有呢?
[00:12:31.880 --> 00:12:32.680]  外邦人
[00:12:32.680 --> 00:12:33.000]  對嗎?
[00:12:33.000 --> 00:12:35.080]  還有呢?
[00:12:35.080 --> 00:12:36.640]  昨天的人回答得比較豐富
[00:12:36.640 --> 00:12:37.400]  你今天很豐富
[00:12:37.400 --> 00:12:37.920]  還有
[00:12:37.920 --> 00:12:38.360]  有些人回答
[00:12:38.360 --> 00:12:38.880]  香港人
[00:12:38.880 --> 00:12:39.280]  罪人
[00:12:39.280 --> 00:12:40.160]  外邦人
[00:12:40.160 --> 00:12:40.760]  中國人
[00:12:40.760 --> 00:12:41.520]  都是
[00:12:41.520 --> 00:12:44.040]  我們都有中國人的傳統
[00:12:44.040 --> 00:12:46.160]  例如我們結婚之前一晚
[00:12:46.160 --> 00:12:48.080]  我們很多時候會梳什麼?
[00:12:48.080 --> 00:12:49.160]  頭
[00:12:49.160 --> 00:12:50.240]  有幾句說話
[00:12:50.240 --> 00:12:51.400]  我們有個傳統
[00:12:51.400 --> 00:12:53.120]  一梳就梳到什麼?
[00:12:53.120 --> 00:12:54.160]  尾
[00:12:54.160 --> 00:12:55.200]  二梳是什麼?
[00:12:55.200 --> 00:12:55.600]  白髮
[00:12:55.600 --> 00:12:56.400]  白髮齊眉
[00:12:56.400 --> 00:12:56.640]  哇
[00:12:56.640 --> 00:12:57.200]  厲害啊
[00:12:57.200 --> 00:12:58.200]  可能就是
[00:12:58.200 --> 00:12:59.320]  三梳呢?
[00:12:59.320 --> 00:13:01.080]  金白鞋風
[00:13:01.080 --> 00:13:02.800]  金白鞋風
[00:13:02.800 --> 00:13:04.720]  四梳呢?
[00:13:04.720 --> 00:13:05.400]  應該不知道了
[00:13:05.400 --> 00:13:06.520]  永鞋連尾
[00:13:06.520 --> 00:13:07.280]  行不行?
[00:13:07.280 --> 00:13:09.360]  至於七梳是什麼?
[00:13:09.360 --> 00:13:10.080]  我也不太記得
[00:13:10.080 --> 00:13:11.160]  我要看回那些筆記
[00:13:11.160 --> 00:13:12.640]  因為上網找回
[00:13:12.640 --> 00:13:14.000]  七梳是什麼呢?
[00:13:14.000 --> 00:13:15.320]  吉逢
[00:13:15.320 --> 00:13:17.680]  和脾
[00:13:17.680 --> 00:13:19.120]  八腹呢?
[00:13:19.120 --> 00:13:20.600]  八腹不是聖經
[00:13:20.600 --> 00:13:21.800]  就是八梳
[00:13:21.800 --> 00:13:23.000]  八梳是什麼?
[00:13:23.000 --> 00:13:24.080]  就是厲害的這個
[00:13:24.080 --> 00:13:25.160]  大家都想要的
[00:13:25.160 --> 00:13:26.480]  你結不結婚想要的?
[00:13:26.480 --> 00:13:29.040]  就是一半晚
[00:13:29.040 --> 00:13:30.120]  厲害嗎?
[00:13:30.120 --> 00:13:31.960]  本來是我們這個傳統
[00:13:31.960 --> 00:13:33.560]  是說我們成人去結婚
[00:13:33.560 --> 00:13:35.000]  但是慢慢改了
[00:13:35.000 --> 00:13:37.080]  覺得不梳頭就不行
[00:13:37.080 --> 00:13:38.360]  我曾經有個姐妹跟我說
[00:13:38.360 --> 00:13:39.280]  我快結婚了
[00:13:39.280 --> 00:13:40.360]  媽媽要我梳頭
[00:13:40.360 --> 00:13:41.400]  我說不用的
[00:13:41.400 --> 00:13:42.240]  她說我不梳很害怕
[00:13:42.240 --> 00:13:43.440]  我將來我婚姻出現問題
[00:13:43.440 --> 00:13:44.680]  我媽就說
[00:13:44.680 --> 00:13:45.480]  你這個耶穌不行
[00:13:45.480 --> 00:13:47.800]  因為你沒有梳頭
[00:13:47.800 --> 00:13:49.520]  我說你千萬不用梳
[00:13:49.520 --> 00:13:51.000]  完蛋了
[00:13:51.000 --> 00:13:53.560]  耶穌包底
[00:13:53.560 --> 00:13:55.280]  我們跟著耶穌走
[00:13:55.280 --> 00:13:56.120]  好到不得了
[00:13:56.120 --> 00:13:57.680]  錯綜式迴轉
[00:13:57.680 --> 00:13:59.000]  而慢慢演變
[00:13:59.000 --> 00:14:02.560]  要一個好命婆去上頭
[00:14:02.560 --> 00:14:04.680]  好命婆又是全福人
[00:14:04.680 --> 00:14:05.560]  有五福
[00:14:05.560 --> 00:14:06.280]  第一個福是什麼?
[00:14:06.280 --> 00:14:07.120]  福
[00:14:07.120 --> 00:14:07.880]  第二呢?
[00:14:07.880 --> 00:14:08.440]  祿
[00:14:08.440 --> 00:14:09.160]  第三呢?
[00:14:09.160 --> 00:14:10.000]  仇
