
[00:00:00.000 --> 00:00:05.480]  五月份的時候有個機構跟我們教會做一個健康調查
[00:09:04.080 --> 00:09:14.080]  佔全港教會的百分比是9.6%
[00:09:14.080 --> 00:09:24.080]  佔全港教會的百分比是9.6%
[00:09:24.080 --> 00:09:44.080]  佔全港教會的百分比是9.6%
[00:09:44.080 --> 00:09:54.080]  佔全港教會的百分比是9.6%
[00:09:54.080 --> 00:10:14.080]  佔全港教會的百分比是9.6%
[00:10:14.080 --> 00:10:24.080]  佔全港教會的百分比是9.6%
[00:10:24.080 --> 00:10:44.080]  佔全港教會的百分比是9.6%
[00:10:44.080 --> 00:10:54.080]  佔全港教會的百分比是9.6%
[00:10:54.080 --> 00:11:14.080]  佔全港教會的百分比是9.6%
[00:11:14.080 --> 00:11:24.080]  佔全港教會的百分比是9.6%
[00:11:24.080 --> 00:11:34.080]  佔全港教會的百分比是9.6%
[00:11:34.080 --> 00:11:44.080]  佔全港教會的百分比是9.6%
[00:11:44.080 --> 00:12:04.080]  佔全港教會的百分比是9.6%
[00:12:04.080 --> 00:12:14.080]  佔全港教會的百分比是9.6%
[00:12:14.080 --> 00:12:34.080]  佔全港教會的百分比是9.6%
[00:12:34.080 --> 00:12:44.080]  佔全港教會的百分比是9.6%
[00:12:44.080 --> 00:12:54.080]  佔全港教會的百分比是9.6%
[00:12:54.080 --> 00:13:04.080]  佔全港教會的百分比是9.6%
[00:13:04.080 --> 00:13:14.080]  佔全港教會的百分比是9.6%
[00:13:14.080 --> 00:13:24.080]  佔全港教會的百分比是9.6%
[00:13:24.080 --> 00:13:34.080]  佔全港教會的百分比是9.6%
[00:13:34.080 --> 00:13:44.080]  佔全港教會的百分比是9.6%
[00:13:44.080 --> 00:13:54.080]  佔全港教會的百分比是9.6%
[00:13:54.080 --> 00:14:04.080]  佔全港教會的百分比是9.6%
[00:14:04.080 --> 00:14:14.080]  佔全港教會的百分比是9.6%
[00:14:14.080 --> 00:14:24.080]  佔全港教會的百分比是9.6%
[00:14:24.080 --> 00:14:44.080]  佔全港教會的百分比是9.6%
[00:14:44.080 --> 00:14:54.080]  佔全港教會的百分比是9.6%
[00:14:54.080 --> 00:15:04.080]  佔全港教會的百分比是9.6%
[00:15:04.080 --> 00:15:14.080]  佔全港教會的百分比是9.6%
[00:15:14.080 --> 00:15:24.080]  佔全港教會的百分比是9.6%
[00:15:24.080 --> 00:15:34.080]  佔全港教會的百分比是9.6%
[00:15:34.080 --> 00:15:44.080]  佔全港教會的百分比是9.6%
[00:15:44.080 --> 00:15:54.080]  佔全港教會的百分比是9.6%
[00:15:54.080 --> 00:16:04.080]  佔全港教會的百分比是9.6%
[00:16:04.080 --> 00:16:14.080]  佔全港教會的百分比是9.6%
[00:16:14.080 --> 00:16:34.080]  佔全港教會的百分比是9.6%
[00:16:34.080 --> 00:16:44.080]  佔全港教會的百分比是9.6%
[00:16:44.080 --> 00:16:54.080]  佔全港教會的百分比是9.6%
[00:16:54.080 --> 00:17:04.080]  佔全港教會的百分比是9.6%
[00:17:04.080 --> 00:17:14.080]  佔全港教會的百分比是9.6%
[00:17:14.080 --> 00:17:24.080]  佔全港教會的百分比是9.6%
[00:17:24.080 --> 00:17:34.080]  佔全港教會的百分比是9.6%
[00:17:34.080 --> 00:17:44.080]  佔全港教會的百分比是9.6%
[00:17:44.080 --> 00:17:54.080]  佔全港教會的百分比是9.6%
[00:17:54.080 --> 00:18:04.080]  佔全港教會的百分比是9.6%
[00:18:04.080 --> 00:18:14.080]  佔全港教會的百分比是9.6%
[00:18:14.080 --> 00:18:24.080]  佔全港教會的百分比是9.6%
[00:18:24.080 --> 00:18:34.080]  佔全港教會的百分比是9.6%
[00:18:34.080 --> 00:18:44.080]  佔全港教會的百分比是9.6%
[00:18:44.080 --> 00:18:54.080]  佔全港教會的百分比是9.6%
[00:18:54.080 --> 00:19:04.080]  佔全港教會的百分比是9.6%
[00:19:04.080 --> 00:19:14.080]  佔全港教會的百分比是9.6%
[00:19:14.080 --> 00:19:24.080]  佔全港教會的百分比是9.6%
[00:19:24.080 --> 00:19:34.080]  佔全港教會的百分比是9.6%
[00:19:34.080 --> 00:19:44.080]  佔全港教會的百分比是9.6%
[00:19:44.080 --> 00:19:54.080]  佔全港教會的百分比是9.6%
[00:19:54.080 --> 00:20:04.080]  佔全港教會的百分比是9.6%
[00:20:04.080 --> 00:20:14.080]  佔全港教會的百分比是9.6%
[00:20:14.080 --> 00:20:24.080]  佔全港教會的百分比是9.6%
[00:20:24.080 --> 00:20:34.080]  佔全港教會的百分比是9.6%
[00:20:34.080 --> 00:20:44.080]  佔全港教會的百分比是9.6%
[00:20:44.080 --> 00:20:54.080]  佔全港教會的百分比是9.6%
[00:20:54.080 --> 00:21:04.080]  佔全港教會的百分比是9.6%
[00:21:04.080 --> 00:21:14.080]  佔全港教會的百分比是9.6%
[00:21:14.080 --> 00:21:24.080]  佔全港教會的百分比是9.6%
[00:21:24.080 --> 00:21:34.080]  佔全港教會的百分比是9.6%
[00:21:34.080 --> 00:21:44.080]  佔全港教會的百分比是9.6%
[00:21:44.080 --> 00:21:54.080]  佔全港教會的百分比是9.6%
[00:21:54.080 --> 00:22:04.080]  佔全港教會的百分比是9.6%
[00:22:04.080 --> 00:22:24.080]  佔全港教會的百分比是9.6%
[00:22:24.080 --> 00:22:34.080]  佔全港教會的百分比是9.6%
[00:22:34.080 --> 00:22:54.080]  佔全港教會的百分比是9.6%
[00:22:54.080 --> 00:23:04.080]  佔全港教會的百分比是9.6%
[00:23:04.080 --> 00:23:14.080]  佔全港教會的百分比是9.6%
[00:23:14.080 --> 00:23:24.080]  佔全港教會的百分比是9.6%
[00:23:24.080 --> 00:23:44.080]  佔全港教會的百分比是9.6%
[00:23:44.080 --> 00:23:54.080]  佔全港教會的百分比是9.6%
[00:23:54.080 --> 00:24:14.080]  佔全港教會的百分比是9.6%
[00:24:14.080 --> 00:24:24.080]  佔全港教會的百分比是9.6%
[00:24:24.080 --> 00:24:44.080]  佔全港教會的百分比是9.6%
[00:24:44.080 --> 00:24:54.080]  佔全港教會的百分比是9.6%
[00:24:54.080 --> 00:25:14.080]  佔全港教會的百分比是9.6%
[00:25:14.080 --> 00:25:24.080]  佔全港教會的百分比是9.6%
[00:25:24.080 --> 00:25:44.080]  佔全港教會的百分比是9.6%
[00:25:44.080 --> 00:25:54.080]  佔全港教會的百分比是9.6%
[00:25:54.080 --> 00:26:14.080]  佔全港教會的百分比是9.6%
[00:26:14.080 --> 00:26:24.080]  佔全港教會的百分比是9.6%
[00:26:24.080 --> 00:26:34.080]  佔全港教會的百分比是9.6%
[00:26:34.080 --> 00:26:44.080]  佔全港教會的百分比是9.6%
[00:26:44.080 --> 00:27:04.080]  佔全港教會的百分比是9.6%
[00:27:04.080 --> 00:27:14.080]  佔全港教會的百分比是9.6%
[00:27:14.080 --> 00:27:34.080]  佔全港教會的百分比是9.6%
[00:27:34.080 --> 00:27:44.080]  佔全港教會的百分比是9.6%
[00:27:44.080 --> 00:27:54.080]  佔全港教會的百分比是9.6%
[00:27:54.080 --> 00:28:04.080]  佔全港教會的百分比是9.6%
[00:28:04.080 --> 00:28:24.080]  佔全港教會的百分比是9.6%
[00:28:24.080 --> 00:28:34.080]  佔全港教會的百分比是9.6%
[00:28:34.080 --> 00:28:54.080]  佔全港教會的百分比是9.6%
[00:28:54.080 --> 00:29:04.080]  佔全港教會的百分比是9.6%
[00:29:04.080 --> 00:29:14.080]  佔全港教會的百分比是9.6%
[00:29:14.080 --> 00:29:24.080]  佔全港教會的百分比是9.6%
[00:29:24.080 --> 00:29:34.080]  佔全港教會的百分比是9.6%
[00:29:34.080 --> 00:29:44.080]  佔全港教會的百分比是9.6%
[00:29:44.080 --> 00:30:04.080]  佔全港教會的百分比是9.6%
[00:30:04.080 --> 00:30:14.080]  佔全港教會的百分比是9.6%
[00:30:14.080 --> 00:30:24.080]  佔全港教會的百分比是9.6%
[00:30:24.080 --> 00:30:34.080]  佔全港教會的百分比是9.6%
[00:30:34.080 --> 00:30:54.080]  佔全港教會的百分比是9.6%
[00:30:54.080 --> 00:31:04.080]  佔全港教會的百分比是9.6%
[00:31:04.080 --> 00:31:14.080]  佔全港教會的百分比是9.6%
[00:31:14.080 --> 00:31:24.080]  佔全港教會的百分比是9.6%
[00:31:24.080 --> 00:31:44.080]  佔全港教會的百分比是9.6%
[00:31:44.080 --> 00:31:54.080]  佔全港教會的百分比是9.6%
[00:31:54.080 --> 00:32:04.080]  佔全港教會的百分比是9.6%
[00:32:04.080 --> 00:32:14.080]  佔全港教會的百分比是9.6%
[00:32:14.080 --> 00:32:34.080]  佔全港教會的百分比是9.6%
[00:32:34.080 --> 00:32:44.080]  佔全港教會的百分比是9.6%
[00:32:44.080 --> 00:32:54.080]  佔全港教會的百分比是9.6%
[00:32:54.080 --> 00:33:04.080]  佔全港教會的百分比是9.6%
[00:33:04.080 --> 00:33:14.080]  佔全港教會的百分比是9.6%
[00:33:14.080 --> 00:33:24.080]  佔全港教會的百分比是9.6%
[00:33:24.080 --> 00:33:34.080]  佔全港教會的百分比是9.6%
[00:33:34.080 --> 00:33:44.080]  佔全港教會的百分比是9.6%
[00:33:44.080 --> 00:33:54.080]  佔全港教會的百分比是9.6%
[00:33:54.080 --> 00:34:04.080]  佔全港教會的百分比是9.6%
[00:34:04.080 --> 00:34:14.080]  佔全港教會的百分比是9.6%
[00:34:14.080 --> 00:34:24.080]  佔全港教會的百分比是9.6%
[00:34:24.080 --> 00:34:34.080]  佔全港教會的百分比是9.6%
[00:34:34.080 --> 00:34:44.080]  佔全港教會的百分比是9.6%
[00:34:44.080 --> 00:34:54.080]  佔全港教會的百分比是9.6%
[00:34:54.080 --> 00:35:04.080]  佔全港教會的百分比是9.6%
[00:35:04.080 --> 00:35:14.080]  佔全港教會的百分比是9.6%
[00:35:14.080 --> 00:35:24.080]  佔全港教會的百分比是9.6%
[00:35:24.080 --> 00:35:34.080]  佔全港教會的百分比是9.6%
[00:35:34.080 --> 00:35:44.080]  佔全港教會的百分比是9.6%
[00:35:44.080 --> 00:35:54.080]  佔全港教會的百分比是9.6%
