
[00:00:00.000 --> 00:00:02.280]  如果我們開始之前 大家一起祈禱
[00:01:25.320 --> 00:01:30.320]  香港佛誕好像有放假嗎 有沒有
[00:01:30.320 --> 00:01:33.320]  如果你在香港過來 過佛誕那一天
[00:01:33.320 --> 00:01:35.320]  你有什麼感覺
[00:01:35.320 --> 00:01:37.320]  你會不會去拜佛
[00:01:37.320 --> 00:01:39.320]  可能信主的時候會
[00:01:39.320 --> 00:01:41.320]  但跟你沒有什麼關係
[00:01:41.320 --> 00:01:44.320]  佛誕跟我沒有什麼關係
[00:01:44.320 --> 00:01:48.320]  我們會自然地假設基督徒 耶穌的復活
[00:01:48.320 --> 00:01:50.320]  當然跟我們有關係
[00:01:50.320 --> 00:01:53.320]  但如果有一個朋友 未信的朋友問你
[00:01:53.320 --> 00:01:56.320]  你有什麼關係 你會不會講出來
[00:01:56.320 --> 00:01:59.320]  更加重要 我的題目是講
[00:01:59.320 --> 00:02:03.320]  耶穌復活帶來的三重轉變
[00:02:03.320 --> 00:02:06.320]  其實這個題目可以變 我想過很久了
[00:02:06.320 --> 00:02:08.320]  不要講復活帶來的三重轉變
[00:02:08.320 --> 00:02:11.320]  或者信主帶來的三重轉變
[00:02:11.320 --> 00:02:14.320]  或者永生帶來的三重轉變
[00:02:14.320 --> 00:02:16.320]  可不可以
[00:02:16.320 --> 00:02:19.320]  你覺得這三個題目是否等同
[00:02:19.320 --> 00:02:23.320]  一樣的三個題目 同義詞
[00:02:23.320 --> 00:02:25.320]  聽起來其實有點不同
[00:02:25.320 --> 00:02:28.320]  主耶穌的復活帶來的三重轉變
[00:02:28.320 --> 00:02:30.320]  就是講主
[00:02:30.320 --> 00:02:34.320]  但如果信耶穌 就是主二千年的復活
[00:02:34.320 --> 00:02:38.320]  原來我要信才能夠帶來
[00:02:38.320 --> 00:02:41.320]  或者得到祂復活帶來的益處
[00:02:41.320 --> 00:02:43.320]  因為祂救我們
[00:02:43.320 --> 00:02:45.320]  我信就信祂救主
[00:02:45.320 --> 00:02:49.320]  也就是說起碼要信才能得到被救的益處
[00:02:49.320 --> 00:02:51.320]  但是得到這個益處
[00:02:51.320 --> 00:02:53.320]  我實際生活有沒有改變呢
[00:02:53.320 --> 00:02:56.320]  就是我經常聽到這樣講
[00:02:56.320 --> 00:02:59.320]  他是基督徒
[00:02:59.320 --> 00:03:02.320]  和未信的他沒有分別
[00:03:02.320 --> 00:03:05.320]  如果他是基督徒 我寧願不信
[00:03:05.320 --> 00:03:07.320]  其實想講背後
[00:03:07.320 --> 00:03:09.320]  就是我看不到這個人回教會不回教會
[00:03:09.320 --> 00:03:11.320]  有什麼生命上的改變
[00:03:11.320 --> 00:03:13.320]  但是最慘
[00:03:13.320 --> 00:03:17.320]  如果這個人講的說話是你家人
[00:03:17.320 --> 00:03:19.320]  那是不是有點嚇到人
[00:03:19.320 --> 00:03:21.320]  你和父母傳福音
[00:03:21.320 --> 00:03:23.320]  和家人不信傳福音
[00:03:23.320 --> 00:03:25.320]  和先生、丈夫、子女傳福音
[00:03:25.320 --> 00:03:27.320]  但是他心裡這樣想
[00:03:27.320 --> 00:03:28.320]  可能不敢說出來
[00:03:28.320 --> 00:03:32.320]  你 我看見你回教會也不想回
[00:03:32.320 --> 00:03:34.320]  口口聲聲又講耶穌 出口又講神
[00:03:34.320 --> 00:03:37.320]  我不想回 我不信
[00:03:37.320 --> 00:03:39.320]  但是最難的就是
[00:03:39.320 --> 00:03:42.320]  會不會有一天自己照鏡呢
[00:03:42.320 --> 00:03:45.320]  當自己 如果你說要在離婚書上
[00:03:45.320 --> 00:03:46.320]  要簽個名的時候
[00:03:46.320 --> 00:03:47.320]  而你是因為你出軌
[00:03:47.320 --> 00:03:49.320]  或者因為做了很多你不對的事
[00:03:49.320 --> 00:03:51.320]  你竟然背棄了你的信仰
[00:03:51.320 --> 00:03:53.320]  背棄了盟誓簽名的時候
[00:03:53.320 --> 00:03:54.320]  你再照一照鏡
[00:03:54.320 --> 00:03:58.320]  會不會覺得 哎呀 我有什麼轉變
[00:03:58.320 --> 00:04:01.320]  信了耶穌 我在婚姻上做不到見證
[00:04:01.320 --> 00:04:03.320]  可能自己也講不出來
[00:04:03.320 --> 00:04:07.320]  所以今天我帶著一個既有盼望
[00:04:07.320 --> 00:04:10.320]  但同時也兩邊大家看
[00:04:10.320 --> 00:04:13.320]  這個題目也有幾個不同的意思
[00:04:13.320 --> 00:04:14.320]  可能今天的講題
[00:04:14.320 --> 00:04:17.320]  也希望帶來不同的意思
[00:04:17.320 --> 00:04:20.320]  想想 究竟我這三重的轉變
[00:04:20.320 --> 00:04:23.320]  在你身上有沒有這個轉變
[00:04:23.320 --> 00:04:24.320]  在我來講 我發覺
[00:04:24.320 --> 00:04:25.320]  這三重轉變
[00:04:25.320 --> 00:04:27.320]  都隨著你和神的關係
[00:04:27.320 --> 00:04:28.320]  隨著你信主的連日
[00:04:28.320 --> 00:04:30.320]  隨著那一剎那的處境
[00:04:30.320 --> 00:04:32.320]  可能有前前後後
[00:04:32.320 --> 00:04:34.320]  有時是走前一步 走後兩步
[00:04:34.320 --> 00:04:36.320]  可能是走前三步 走後一步
[00:04:36.320 --> 00:04:39.320]  不知道你們今天的位置如何
[00:04:39.320 --> 00:04:42.320]  耶穌的復活 與我與你有何關係
[00:04:42.320 --> 00:04:44.320]  今天我想了很久
[00:04:44.320 --> 00:04:45.320]  我用什麼經文來講呢
[00:04:45.320 --> 00:04:47.320]  大部份講復活節的經文
[00:04:47.320 --> 00:04:50.320]  都會好像之前審死官
[00:04:50.320 --> 00:04:51.320]  星期五晚那樣
[00:04:51.320 --> 00:04:55.320]  是將聖經講受難那段經文
[00:04:55.320 --> 00:04:57.320]  講得較為詳細一點
[00:04:57.320 --> 00:04:59.320]  我就想 不如講耶穌復活之後
[00:04:59.320 --> 00:05:00.320]  耶穌講了什麼
[00:05:00.320 --> 00:05:02.320]  我就發覺 耶穌復活之後
[00:05:02.320 --> 00:05:04.320]  耶穌上十誡就有七言
[00:05:04.320 --> 00:05:05.320]  耶穌復活之後
[00:05:05.320 --> 00:05:09.320]  想一想 耶穌復活之後講得多不多
[00:05:09.320 --> 00:05:11.320]  好像不夠 在聖經來說
[00:05:11.320 --> 00:05:13.320]  不夠祂受難講得那麼多
[00:05:13.320 --> 00:05:14.320]  或者形容得那麼多
[00:05:14.320 --> 00:05:16.320]  為什麼祂前後不對比呢
[00:05:16.320 --> 00:05:17.320]  有什麼感覺
[00:05:17.320 --> 00:05:19.320]  不是復活更加重要嗎
[00:05:19.320 --> 00:05:20.320]  應該更加多的講
[00:05:20.320 --> 00:05:23.320]  那四十誡好像沒有記載耶穌講到
[00:05:23.320 --> 00:05:24.320]  難道要講就講完
[00:05:24.320 --> 00:05:26.320]  大家有沒有想過
[00:05:26.320 --> 00:05:27.320]  我也有想這個問題
[00:05:27.320 --> 00:05:28.320]  很有趣
[00:05:28.320 --> 00:05:29.320]  我又再想這個問題
[00:05:29.320 --> 00:05:30.320]  想一想
[00:05:30.320 --> 00:05:34.320]  會不會整卷新約
[00:05:34.320 --> 00:05:37.320]  夠長了吧
[00:05:37.320 --> 00:05:38.320]  整卷新約
[00:05:38.320 --> 00:05:40.320]  可以說是耶穌復活之後
[00:05:40.320 --> 00:05:41.320]  透過聖靈
[00:05:41.320 --> 00:05:44.320]  留給我們一個很長的說話
[00:05:44.320 --> 00:05:46.320]  但如果整卷新約是一個很長的說話
[00:05:46.320 --> 00:05:47.320]  你又發覺
[00:05:47.320 --> 00:05:51.320]  全部不是正面的
[00:05:51.320 --> 00:05:53.320]  有些是反面
[00:05:53.320 --> 00:05:56.320]  而竟然是跟信徒講話
[00:05:56.320 --> 00:05:58.320]  都是有些反面
[00:05:58.320 --> 00:06:01.320]  你是不要做假才知道
[00:06:01.320 --> 00:06:03.320]  你不要墮入這樣的試探
[00:06:03.320 --> 00:06:05.320]  你要這樣做不要這樣做
[00:06:05.320 --> 00:06:06.320]  令我很大提醒
[00:06:06.320 --> 00:06:07.320]  所以我想
[00:06:07.320 --> 00:06:11.320]  耶穌自己本身講關於復活的課題
[00:06:11.320 --> 00:06:13.320]  祂講得最多在哪呢
[00:06:13.320 --> 00:06:14.320]  我發覺
[00:06:14.320 --> 00:06:15.320]  讓福音可能是
[00:06:15.320 --> 00:06:16.320]  而讓福音裡面
[00:06:16.320 --> 00:06:19.320]  是很多關於神學的信息的
[00:06:19.320 --> 00:06:21.320]  或者說什麼叫神學信息呢
[00:06:21.320 --> 00:06:22.320]  就是其他福音書
[00:06:22.320 --> 00:06:24.320]  會教你講多少少
[00:06:24.320 --> 00:06:26.320]  究竟怎麼發生
[00:06:26.320 --> 00:06:27.320]  但發生背後
[00:06:27.320 --> 00:06:28.320]  其實有什麼意義
[00:06:28.320 --> 00:06:30.320]  有什麼意思呢
[00:06:30.320 --> 00:06:31.320]  讓福音
[00:06:31.320 --> 00:06:33.320]  就多一點點講義師上面
[00:06:33.320 --> 00:06:35.320]  其實帶著一個敘述背後
[00:06:35.320 --> 00:06:38.320]  耶穌死和復活的意思背後
[00:06:38.320 --> 00:06:39.320]  看一看中間
[00:06:39.320 --> 00:06:41.320]  特別見到約翰十一章
[00:06:41.320 --> 00:06:42.320]  二十五 二十六就這樣提到
[00:06:42.320 --> 00:06:45.320]  耶穌說我是復活和生命
[00:06:45.320 --> 00:06:46.320]  相信我的人
[00:06:46.320 --> 00:06:48.320]  雖然死了也必活過來
[00:06:48.320 --> 00:06:50.320]  所以活著又相信我的人
[00:06:50.320 --> 00:06:51.320]  必永遠不死
[00:06:51.320 --> 00:06:53.320]  你相信者話嗎
[00:06:53.320 --> 00:06:55.320]  這個都很核心
[00:06:55.320 --> 00:06:58.320]  耶穌自己將祂的復活
[00:06:58.320 --> 00:07:02.320]  和將生命放在一起
[00:07:02.320 --> 00:07:06.320]  復活和生命是相連的
[00:07:06.320 --> 00:07:07.320]  這個主題
[00:07:07.320 --> 00:07:08.320]  今天我們也要認定
[00:07:08.320 --> 00:07:10.320]  復活和生命是相連
[00:07:10.320 --> 00:07:11.320]  那這張相連法呢
[00:07:11.320 --> 00:07:14.320]  就看回第五章
[00:07:14.320 --> 00:07:16.320]  復活和生命
[00:07:16.320 --> 00:07:17.320]  特別是這裡所講的生命呢
[00:07:17.320 --> 00:07:18.320]  是一個永生
[00:07:18.320 --> 00:07:19.320]  為什麼是永生
[00:07:19.320 --> 00:07:20.320]  因為永遠不死嘛
[00:07:20.320 --> 00:07:21.320]  永不死就是永生
[00:07:21.320 --> 00:07:22.320]  就是說耶穌復活
[00:07:22.320 --> 00:07:23.320]  和永不死有關係的
[00:07:23.320 --> 00:07:25.320]  那看看什麼關係呢
[00:07:25.320 --> 00:07:27.320]  這個經文都挺長的
[00:07:27.320 --> 00:07:28.320]  大家看今天的經文
[00:07:28.320 --> 00:07:29.320]  耶穌對他們說
[00:07:29.320 --> 00:07:31.320]  我實實在在告訴你們
[00:07:31.320 --> 00:07:32.320]  子靠著自己
[00:07:32.320 --> 00:07:34.320]  不能做什麼
[00:07:34.320 --> 00:07:37.320]  只能做他看見父所作的
[00:07:37.320 --> 00:07:38.320]  因為父所作的
[00:07:38.320 --> 00:07:40.320]  子也照樣行
[00:07:40.320 --> 00:07:41.320]  父愛子
[00:07:41.320 --> 00:07:43.320]  把自己所作的一切
[00:07:43.320 --> 00:07:44.320]  子事給他看
[00:07:44.320 --> 00:07:46.320]  還要把給自己
[00:07:46.320 --> 00:07:47.320]  更大的事
[00:07:47.320 --> 00:07:48.320]  子事給他看
[00:07:48.320 --> 00:07:50.320]  使你們驚奇
[00:07:50.320 --> 00:07:52.320]  父怎樣叫人復活
[00:07:52.320 --> 00:07:53.320]  使他們得生命
[00:07:53.320 --> 00:07:55.320]  子也照樣
[00:07:55.320 --> 00:07:57.320]  隨自己的意思
[00:07:57.320 --> 00:07:59.320]  使人得生命
[00:07:59.320 --> 00:08:01.320]  父不審判人
[00:08:01.320 --> 00:08:03.320]  卻已經把審判的權柄
[00:08:03.320 --> 00:08:05.320]  完全交給子
[00:08:05.320 --> 00:08:07.320]  使所有的人尊敬子
[00:08:07.320 --> 00:08:09.320]  好像尊敬父一樣
[00:08:09.320 --> 00:08:10.320]  不尊敬子的
[00:08:10.320 --> 00:08:13.320]  就是不尊敬那差哈羅的父
[00:08:13.320 --> 00:08:14.320]  這段經文呢
[00:08:14.320 --> 00:08:15.320]  就是今天所講的訊息
[00:08:15.320 --> 00:08:17.320]  之前的經文
[00:08:17.320 --> 00:08:18.320]  你就說
[00:08:18.320 --> 00:08:19.320]  有什麼重要呢
[00:08:19.320 --> 00:08:20.320]  是很重要的
[00:08:20.320 --> 00:08:21.320]  我們看聖經呢
[00:08:21.320 --> 00:08:23.320]  一定要在上文下理
[00:08:23.320 --> 00:08:25.320]  剛才那段經文單獨來看
[00:08:25.320 --> 00:08:27.320]  有很多東西看不到的味道
[00:08:27.320 --> 00:08:28.320]  你看上文呢
[00:08:28.320 --> 00:08:30.320]  有很多味道
[00:08:30.320 --> 00:08:32.320]  但這個上文還不夠上
[00:08:32.320 --> 00:08:33.320]  再上少少
[00:08:33.320 --> 00:08:35.320]  就是第五章頭那段講什麼
[00:08:35.320 --> 00:08:36.320]  大家想想約翰福音
[00:08:36.320 --> 00:08:37.320]  大家也很熟悉
[00:08:37.320 --> 00:08:39.320]  要想想第五章講什麼呢
[00:08:39.320 --> 00:08:41.320]  第五章是講
[00:08:41.320 --> 00:08:45.320]  耶穌去耶路撒冷的節
[00:08:45.320 --> 00:08:47.320]  在這個拔氏大詞
[00:08:47.320 --> 00:08:50.320]  有一個多年
[00:08:50.320 --> 00:08:52.320]  幾十年了
[00:08:52.320 --> 00:08:55.320]  都是躺下了
[00:08:55.320 --> 00:08:56.320]  腳是癱瘓了
[00:08:56.320 --> 00:08:58.320]  他去求耶穌
[00:08:58.320 --> 00:08:59.320]  耶穌見到他的時候
[00:08:59.320 --> 00:09:01.320]  我連去耶穌就叫他起來了
[00:09:01.320 --> 00:09:03.320]  他就醫好了
[00:09:03.320 --> 00:09:04.320]  醫好了
[00:09:04.320 --> 00:09:06.320]  他就把他的玉子
[00:09:06.320 --> 00:09:07.320]  就是坐在那裡的箭
[00:09:07.320 --> 00:09:08.320]  就拿起來了
[00:09:08.320 --> 00:09:10.320]  拿起來就走了
[00:09:10.320 --> 00:09:12.320]  竟然那天安息日來
[00:09:12.320 --> 00:09:14.320]  那些法術人見到
[00:09:14.320 --> 00:09:16.320]  本來見到神蹟就應該替他高興
[00:09:16.320 --> 00:09:17.320]  一個跛了幾十年的人
[00:09:17.320 --> 00:09:19.320]  竟然走到應該開心的
[00:09:19.320 --> 00:09:21.320]  法術人見到反而不開心
[00:09:21.320 --> 00:09:23.320]  反而就說你為什麼安息日
[00:09:23.320 --> 00:09:25.320]  拿著你的玉子到處走
[00:09:25.320 --> 00:09:27.320]  真的奇怪是不是
[00:09:27.320 --> 00:09:29.320]  如果那是你子女
[00:09:29.320 --> 00:09:30.320]  你們會講什麼話
[00:09:30.320 --> 00:09:34.320]  法理賽人是沒有了憐憫的心
[00:09:34.320 --> 00:09:36.320]  也沒有了愛人的心
[00:09:36.320 --> 00:09:38.320]  但是他執著安息日
[00:09:38.320 --> 00:09:41.320]  來控訴神的兒子
[00:09:41.320 --> 00:09:44.320]  信仰去到最黑暗之處
[00:09:44.320 --> 00:09:47.320]  哪怕你每個星期都過安息日
[00:09:47.320 --> 00:09:49.320]  今天信仰最黑暗之處
[00:09:49.320 --> 00:09:51.320]  哪怕你是在復活節
[00:09:51.320 --> 00:09:53.320]  紀念耶穌基督復活
[00:09:53.320 --> 00:09:54.320]  但是你的私生活
[00:09:54.320 --> 00:09:58.320]  是一點憐憫一點愛都沒有
[00:09:58.320 --> 00:10:01.320]  在這個背景底下
[00:10:01.320 --> 00:10:04.320]  法術人就問
[00:10:04.320 --> 00:10:05.320]  你拿著玉子
[00:10:05.320 --> 00:10:06.320]  誰醫好你
[00:10:06.320 --> 00:10:07.320]  誰叫你這樣做
[00:10:07.320 --> 00:10:08.320]  他就說
[00:10:08.320 --> 00:10:09.320]  我都不知道講什麼名字
[00:10:09.320 --> 00:10:11.320]  後來他又做了見過耶穌
[00:10:11.320 --> 00:10:12.320]  然後他知道
[00:10:12.320 --> 00:10:13.320]  耶穌就問你
[00:10:13.320 --> 00:10:15.320]  你不要再犯罪了
[00:10:15.320 --> 00:10:16.320]  從今以後不要再犯罪了
[00:10:16.320 --> 00:10:19.320]  之後他知道救我那個是耶穌
[00:10:19.320 --> 00:10:20.320]  之後他又回去
[00:10:20.320 --> 00:10:21.320]  就跟別人說
[00:10:21.320 --> 00:10:23.320]  救我那個是耶穌
[00:10:23.320 --> 00:10:24.320]  醫好那個是耶穌
[00:10:24.320 --> 00:10:27.320]  那些人就去大興問罪
[00:10:27.320 --> 00:10:28.320]  問耶穌
[00:10:28.320 --> 00:10:29.320]  你是誰
[00:10:29.320 --> 00:10:30.320]  安息日你做什麼說話
[00:10:30.320 --> 00:10:31.320]  做什麼事
[00:10:31.320 --> 00:10:34.320]  耶穌就開始講這段話
[00:10:34.320 --> 00:10:37.320]  這段話的重點是講什麼呢
[00:10:37.320 --> 00:10:39.320]  大家留意看的時候
[00:10:39.320 --> 00:10:40.320]  耶穌竟然
[00:10:40.320 --> 00:10:42.320]  就是說安息日
[00:10:42.320 --> 00:10:45.320]  其實是神所設的
[00:10:45.320 --> 00:10:47.320]  而他就是神的兒子
[00:10:47.320 --> 00:10:50.320]  所以神做的事他都做
[00:10:50.320 --> 00:10:51.320]  神可以安息日做事
[00:10:51.320 --> 00:10:53.320]  他都可以安息日做事
[00:10:53.320 --> 00:10:55.320]  即使他將自己是等同神
[00:10:55.320 --> 00:10:56.320]  神的兒子
[00:10:56.320 --> 00:10:58.320]  這樣的級數
[00:10:58.320 --> 00:11:00.320]  所以這個在猶太人來說
[00:11:00.320 --> 00:11:02.320]  是大大大忌
[00:11:02.320 --> 00:11:03.320]  但是就因為這樣
[00:11:03.320 --> 00:11:04.320]  你有這一段的經文
[00:11:04.320 --> 00:11:05.320]  不過講起
[00:11:05.320 --> 00:11:07.320]  就是裡面很多提及到
[00:11:07.320 --> 00:11:09.320]  父所作的他都作
[00:11:09.320 --> 00:11:10.320]  但是特別提到
[00:11:10.320 --> 00:11:13.320]  父所作的有兩樣東西
[00:11:13.320 --> 00:11:14.320]  大家看不看到
[00:11:14.320 --> 00:11:17.320]  究竟基督教所信的創造的神
[00:11:17.320 --> 00:11:18.320]  在這段經文當中
[00:11:18.320 --> 00:11:21.320]  做了哪兩樣東西
[00:11:21.320 --> 00:11:25.320]  看不看到
[00:11:25.320 --> 00:11:29.320]  叫死人復活而得生命
[00:11:29.320 --> 00:11:32.320]  第一樣東西是死人復活得生命
[00:11:32.320 --> 00:11:34.320]  第二樣東西是什麼呢
[00:11:34.320 --> 00:11:37.320]  是審判
[00:11:37.320 --> 00:11:40.320]  原來得生命和審判
[00:11:40.320 --> 00:11:42.320]  是兩者並提
[00:11:42.320 --> 00:11:44.320]  都是神才可以做
[00:11:44.320 --> 00:11:47.320]  而竟然神就交給祂的子去做
[00:11:47.320 --> 00:11:49.320]  子就是這麼重要
[00:11:49.320 --> 00:11:50.320]  就在這樣的背景之下
[00:11:50.320 --> 00:11:52.320]  講今天這個經文
[00:11:52.320 --> 00:11:55.320]  復活就是和我們審判有關係
[00:11:55.320 --> 00:11:57.320]  生命和我們審判有關係
[00:11:57.320 --> 00:12:01.320]  所以復活和聖父聖子的關係
[00:12:01.320 --> 00:12:02.320]  相連在一起
[00:12:02.320 --> 00:12:03.320]  所以我們看看今天的經文
[00:12:03.320 --> 00:12:13.320]  我實實在在告訴你們
[00:12:13.320 --> 00:12:14.320]  我實實在在告訴你們
[00:12:14.320 --> 00:12:16.320]  時候將到現在就是了
[00:12:16.320 --> 00:12:19.320]  死人要聽見神的聲音
[00:12:19.320 --> 00:12:24.320]  聽見的人就要活了
[00:12:24.320 --> 00:12:26.320]  耶穌語中深長地說
[00:12:26.320 --> 00:12:28.320]  實實在在地說
[00:12:28.320 --> 00:12:29.320]  聽見我的話
[00:12:29.320 --> 00:12:30.320]  就是主的話
[00:12:30.320 --> 00:12:31.320]  而有信差我來者
[00:12:31.320 --> 00:12:33.320]  即是天父
[00:12:33.320 --> 00:12:34.320]  那你就永生
[00:12:34.320 --> 00:12:35.320]  你有永生
[00:12:35.320 --> 00:12:36.320]  那你就不被定罪了
[00:12:36.320 --> 00:12:37.320]  我想問一下大家
[00:12:37.320 --> 00:12:38.320]  有永生
[00:12:38.320 --> 00:12:39.320]  是不是即刻那一剎那
[00:12:39.320 --> 00:12:41.320]  就已經不被定罪了
[00:12:41.320 --> 00:12:43.320]  聽這句這樣理解
[00:12:43.320 --> 00:12:44.320]  換句話說
[00:12:44.320 --> 00:12:45.320]  你信主那一剎那
[00:12:45.320 --> 00:12:46.320]  若然你信主那一剎那
[00:12:46.320 --> 00:12:47.320]  就是永生
[00:12:47.320 --> 00:12:48.320]  是不是信主那一剎那
[00:12:48.320 --> 00:12:49.320]  就不被定罪了
[00:12:49.320 --> 00:12:51.320]  同不同意大家
[00:12:51.320 --> 00:12:54.320]  小心作答
[00:12:54.320 --> 00:12:55.320]  你們永遠都不知道
[00:12:55.320 --> 00:12:56.320]  問我的問題
[00:12:56.320 --> 00:12:59.320]  我的答案是什麼
[00:12:59.320 --> 00:13:01.320]  我不以為舉手了
[00:13:01.320 --> 00:13:03.320]  這些問題很尷尬
[00:13:03.320 --> 00:13:05.320]  先想一想
[00:13:05.320 --> 00:13:07.320]  信了 聽了 那就永生
[00:13:07.320 --> 00:13:09.320]  那我永生就不被定罪
[00:13:09.320 --> 00:13:10.320]  我幾年幾月幾天信了
[00:13:10.320 --> 00:13:11.320]  三十年前信
[00:13:11.320 --> 00:13:12.320]  所以三十年前
[00:13:12.320 --> 00:13:14.320]  我已經不被定罪了
[00:13:14.320 --> 00:13:16.320]  是不是這樣理解
[00:13:16.320 --> 00:13:18.320]  已經出結死入生了
[00:13:18.320 --> 00:13:20.320]  所以我實在告訴你們
[00:13:20.320 --> 00:13:22.320]  時候將到現在就是了
[00:13:22.320 --> 00:13:24.320]  死人要聽見神的聲音
[00:13:24.320 --> 00:13:26.320]  聽見的人就要活了
[00:13:26.320 --> 00:13:27.320]  但這裡有兩樣東西
[00:13:27.320 --> 00:13:28.320]  大家要問一問
[00:13:28.320 --> 00:13:30.320]  這裡所指的時候將到
[00:13:30.320 --> 00:13:31.320]  現在就是了
[00:13:31.320 --> 00:13:35.320]  大家有沒有這樣說話
[00:13:35.320 --> 00:13:37.320]  大家怎麼理解
[00:13:37.320 --> 00:13:38.320]  我嘗試用一個
[00:13:38.320 --> 00:13:42.320]  我能夠表達的方法
[00:13:42.320 --> 00:13:45.320]  都是時候了
[00:13:45.320 --> 00:13:46.320]  都是時候去表達
[00:13:46.320 --> 00:13:47.320]  同時也表達了
[00:13:47.320 --> 00:13:49.320]  發生了沒有
[00:13:49.320 --> 00:13:50.320]  還沒發生
[00:13:50.320 --> 00:13:51.320]  就是時候將到
[00:13:51.320 --> 00:13:52.320]  但是是時候了
[00:13:52.320 --> 00:13:53.320]  又說了什麼
[00:13:53.320 --> 00:13:55.320]  現在要是了
[00:13:55.320 --> 00:13:56.320]  同時間
[00:13:56.320 --> 00:13:57.320]  將來的事
[00:13:57.320 --> 00:13:59.320]  跟現在的事是同時間發生
[00:13:59.320 --> 00:14:00.320]  但是可能在這裡
[00:14:00.320 --> 00:14:01.320]  你要想一想
[00:14:01.320 --> 00:14:03.320]  後面那句說話說什麼
[00:14:03.320 --> 00:14:05.320]  死人要聽見神的聲音
[00:14:05.320 --> 00:14:07.320]  聽見的人就要活了
[00:14:07.320 --> 00:14:08.320]  我想問大家
[00:14:08.320 --> 00:14:10.320]  這裡死人所指的是什麼
[00:14:10.320 --> 00:14:12.320]  是什麼情況的人
[00:14:12.320 --> 00:14:14.320]  那我要大家舉手了
[00:14:14.320 --> 00:14:16.320]  死不是指死了的人
[00:14:16.320 --> 00:14:18.320]  預傳到
[00:14:18.320 --> 00:14:20.320]  死人所指死了的人
[00:14:20.320 --> 00:14:22.320]  是呀舉手
[00:14:22.320 --> 00:14:23.320]  有沒有人舉手
[00:14:23.320 --> 00:14:27.320]  通常都很尷尬
[00:14:27.320 --> 00:14:29.320]  簡單來說
[00:14:29.320 --> 00:14:30.320]  我們這裡是不是
[00:14:30.320 --> 00:14:37.320]  被他所指的死人
[00:14:37.320 --> 00:14:38.320]  幫我教了這麼久
[00:14:38.320 --> 00:14:39.320]  沒問過什麼問題
[00:14:39.320 --> 00:14:40.320]  我們是不是
[00:14:40.320 --> 00:14:43.320]  他所指的死人
[00:14:43.320 --> 00:14:45.320]  有沒有人有反應
[00:14:45.320 --> 00:14:46.320]  死了
[00:14:46.320 --> 00:14:47.320]  我微信的朋友
[00:14:47.320 --> 00:14:48.320]  問這個問題
[00:14:48.320 --> 00:14:49.320]  不知道你怎麼回答
[00:14:49.320 --> 00:14:50.320]  每個人怎麼去傳訊息
[00:14:50.320 --> 00:14:51.320]  給微信的朋友
[00:14:51.320 --> 00:14:53.320]  這裡死人所指的
[00:14:53.320 --> 00:14:54.320]  是不是指我們
[00:14:54.320 --> 00:14:56.320]  還是指死了的人
[00:14:56.320 --> 00:14:57.320]  就是睡在墳墓的人
[00:14:57.320 --> 00:15:00.320]  還是指我們
[00:15:00.320 --> 00:15:02.320]  我們
[00:15:02.320 --> 00:15:04.320]  就出現聖經在這一句
