
[00:00:00.000 --> 00:00:04.000]  各位電影姐妹、各位家長早安
[00:05:55.660 --> 00:06:00.200]  這是我小女兒 小時候的樣子
[00:06:00.200 --> 00:06:03.780]  他們很喜樂
[00:06:04.200 --> 00:06:08.320]  當他們笑的時候 不用怎麼哄他們也會笑
[00:06:08.320 --> 00:06:11.660]  心裡面是沒有苦毒的 很開心 很療癒
[00:06:11.660 --> 00:06:14.280]  很容易滿足
[00:06:14.280 --> 00:06:18.620]  去喝喝鮮奶已經很開心了 無憂無慮
[00:06:18.620 --> 00:06:21.280]  有時候有憂慮就帶人給他
[00:06:21.280 --> 00:06:23.700]  這兩個其實是我學生
[00:06:23.700 --> 00:06:25.440]  話說那時候
[00:06:25.440 --> 00:06:27.780]  我要教一課書關於狼子的比喻
[00:06:27.780 --> 00:06:30.360]  接著就要給他們做一些話劇
[00:06:30.360 --> 00:06:32.700]  就在學校的禮堂表演
[00:06:32.700 --> 00:06:35.160]  大家都爭著想做狼子
[00:06:35.160 --> 00:06:36.860]  但是狼子只有一個
[00:06:36.860 --> 00:06:40.280]  還有一些狼子的豬朋狗友
[00:06:40.280 --> 00:06:42.940]  沒有了 沒有角色 豬都不做了
[00:06:42.940 --> 00:06:45.360]  豬都做了 小朋友很開心
[00:06:45.360 --> 00:06:47.780]  豬都做了 很容易滿足
[00:06:47.780 --> 00:06:49.360]  可能大人就不喜歡了
[00:06:49.360 --> 00:06:51.020]  要我扮豬 真是不願意
[00:06:51.020 --> 00:06:54.020]  但是小朋友他們有了參與 是很容易滿足的
[00:06:54.020 --> 00:06:56.480]  是無憂無慮的
[00:06:56.480 --> 00:06:58.940]  反而這麼多憂慮 這麼多介意
[00:06:58.940 --> 00:07:00.940]  是大人加給他們的
[00:07:00.940 --> 00:07:05.900]  小朋友對人也是很信任的
[00:07:05.900 --> 00:07:09.280]  我不是替他洗腳 只是替他塗潤膚膏
[00:07:09.280 --> 00:07:11.400]  因為我們都是在做角色扮演
[00:07:11.400 --> 00:07:13.480]  這個小朋友就扮成耶穌
[00:07:13.480 --> 00:07:16.060]  我扮成瑪利亞 用香膏來塗他的腳
[00:07:16.060 --> 00:07:17.900]  所以就替他塗潤膚膏
[00:07:17.900 --> 00:07:19.900]  他說很舒服的 告訴我
[00:07:19.900 --> 00:07:21.900]  很信任
[00:07:21.900 --> 00:07:24.600]  另外這張就是我們幾個星期前
[00:07:24.600 --> 00:07:29.060]  在機關堂做Avana Games的練習
[00:07:29.060 --> 00:07:33.400]  導師就在那裡再溫習一下那些條例
[00:07:33.400 --> 00:07:36.480]  Avana遊戲的那些什麼規則
[00:07:36.480 --> 00:07:39.140]  小朋友就很好奇 走過去靠著他
[00:07:39.140 --> 00:07:41.140]  看看是什麼來的
[00:07:41.140 --> 00:07:45.140]  真是一個很大的信任的表達
[00:07:45.140 --> 00:07:47.640]  小朋友都很認真的
[00:07:47.640 --> 00:07:49.240]  很認真學習
[00:07:49.240 --> 00:07:51.360]  跟叔叔在教聖經的時候
[00:07:51.360 --> 00:07:53.360]  個個都很留心去聽
[00:07:53.360 --> 00:07:57.560]  這裡也是 我們有時候天氣好
[00:07:57.560 --> 00:08:00.760]  我們會跟小朋友出去平台一起去分組
[00:08:00.760 --> 00:08:04.880]  看看小朋友都很留心一起聽導師去講解聖經
[00:08:04.880 --> 00:08:06.880]  雖然可能周圍有些人走過
[00:08:06.880 --> 00:08:08.880]  或者有些人在那裡看他們
[00:08:08.880 --> 00:08:11.380]  他們又很留心 沒有說到處去看
[00:08:11.380 --> 00:08:14.760]  很認真學習 認真的禱告
[00:08:14.760 --> 00:08:17.260]  我們Cupids的小朋友 導師帶了你
[00:08:17.260 --> 00:08:20.300]  一起去祈禱 很認真 很留心
[00:08:20.300 --> 00:08:24.400]  皺眉頭 閉上眼睛去認真的禱告
[00:08:24.400 --> 00:08:27.500]  這個也是 導師講一句 接著講一句
[00:08:27.500 --> 00:08:32.440]  大家小朋友一起去參與認真的禱告
[00:08:32.440 --> 00:08:35.020]  這個小朋友也是很認真的去祈禱
[00:08:35.020 --> 00:08:38.760]  真是很感動 看到他們這麼專心去祈禱
[00:08:38.760 --> 00:08:40.760]  這些是TNT的小朋友
[00:08:40.760 --> 00:08:45.720]  在平台遮陰的地方有搜查時間
[00:08:45.720 --> 00:08:49.020]  還有一起去祈禱
[00:08:49.020 --> 00:08:52.220]  所以其實小朋友祈禱很專心 很認真
[00:08:52.220 --> 00:08:55.600]  各位家長 如果你有事需要去祈禱
[00:08:55.600 --> 00:08:57.600]  不妨找你的子女去祈禱
[00:08:57.600 --> 00:08:59.900]  他們可以很專心地向神祈禱
[00:08:59.900 --> 00:09:03.000]  相信神會很悅耳 很垂聽地去祈禱
[00:09:03.000 --> 00:09:05.000]  小朋友除了很專心去祈禱之外
[00:09:05.000 --> 00:09:06.800]  他們也很認真去侍奉
[00:09:06.800 --> 00:09:09.660]  這個就是音樂服務小組在去年聖誕節
[00:09:09.660 --> 00:09:12.380]  在我們兒童崇拜的活動裡面
[00:09:12.380 --> 00:09:14.580]  一起去獻詩
[00:09:14.580 --> 00:09:17.180]  他們也很認真地留心去唱
[00:09:17.180 --> 00:09:20.400]  唱出聖誕的這個信息
[00:09:20.400 --> 00:09:25.660]  另外一個場景就是我們感恩家會裡面
[00:09:25.660 --> 00:09:27.880]  小朋友一起去唱詩
[00:09:27.880 --> 00:09:33.520]  去參與這個侍奉 這個服侍
[00:09:33.520 --> 00:09:36.040]  小朋友也很服從
[00:09:36.040 --> 00:09:38.620]  你看到小朋友排著排著站在那裡
[00:09:38.620 --> 00:09:41.740]  聽導師講 排著排著站在那裡
[00:09:41.740 --> 00:09:43.740]  很乖的樣子
[00:09:43.740 --> 00:09:46.060]  這個也是
[00:09:46.060 --> 00:09:51.060]  Cupids的小朋友聽導師講 將他們做完的手工具
[00:09:51.060 --> 00:09:54.240]  拍一張照給家長看一下
[00:09:54.240 --> 00:09:58.700]  這個就是他們Puckos的小朋友一起
[00:09:58.700 --> 00:10:02.480]  可能唱歌仔 做一些動作
[00:10:02.480 --> 00:10:07.220]  也是很服從 很聽話
[00:10:07.220 --> 00:10:10.240]  所以可以這麼說 一個字包括 乖
[00:10:10.240 --> 00:10:16.040]  坐定定 留心聽導師的講解 很聽話
[00:10:16.040 --> 00:10:20.120]  我們看到小朋友其實有很多很好的特質
[00:10:20.120 --> 00:10:24.200]  但是小朋友不一定有上述這些優點
[00:10:24.200 --> 00:10:27.460]  有時候優點也可以變成缺點
[00:10:27.460 --> 00:10:30.100]  只是程度上不同
[00:10:30.100 --> 00:10:32.820]  或者舉個例子跟大家講一下
[00:10:32.820 --> 00:10:34.240]  譬如誠實
[00:10:34.240 --> 00:10:36.840]  很多人都覺得小朋友誠實就是他的優點
[00:10:36.840 --> 00:10:39.680]  但是這個優點有時候也令人尷尬的
[00:10:39.680 --> 00:10:42.020]  不知道你們有沒有經歷過呢
[00:10:42.020 --> 00:10:45.800]  譬如小朋友興高采烈 好像知道很多東西回來講
[00:10:45.800 --> 00:10:50.740]  爸爸幾歲 媽媽幾歲 全家人幾歲 都講出來了
[00:10:50.740 --> 00:10:54.660]  其實有些尷尬 我們導師也不是很想知道
[00:10:54.660 --> 00:10:57.620]  但是小朋友就說 行了 不用講了
[00:10:57.620 --> 00:10:59.460]  聽了都忘記了
[00:10:59.460 --> 00:11:02.360]  也有小朋友就試過
[00:11:02.360 --> 00:11:04.900]  我覺得小朋友講的很有趣
[00:11:04.900 --> 00:11:08.120]  他說 我媽賺了很多錢
[00:11:08.120 --> 00:11:11.900]  她在匯豐30多塊一股的時候就買了很多股
[00:11:11.900 --> 00:11:16.500]  接著80多塊的時候就賣光了 所以賺了很多錢
[00:11:16.500 --> 00:11:20.100]  我覺得很有趣 小時候講的股價
[00:11:20.100 --> 00:11:24.860]  其實他很誠實 但是可能大人聽到會有點尷尬
[00:11:24.860 --> 00:11:28.800]  小朋友誠實是有點殘忍的
[00:11:28.800 --> 00:11:30.880]  我試過他的婚禮
[00:11:30.880 --> 00:11:33.120]  大家都是稱讚新娘
[00:11:33.120 --> 00:11:36.140]  哇 好漂亮啊 二姐握手啊 恭喜你啊
[00:11:36.140 --> 00:11:39.820]  有人當下問那個花仔 男仔問
[00:11:39.820 --> 00:11:43.720]  今天姐姐漂亮嗎 他說 不漂亮 很醜
[00:11:43.720 --> 00:11:46.940]  我說 為什麼你這樣說 眼睛很醜
[00:11:46.940 --> 00:11:50.560]  可能他看不慣新娘的化妝比較誇張
[00:11:50.560 --> 00:11:52.520]  所以就講了一句這樣的東西
[00:11:52.520 --> 00:11:56.340]  雖然大家笑了一下 但是有一點尷尬
[00:11:56.340 --> 00:12:00.320]  另外也有一個情況 跟大家分享
[00:12:00.320 --> 00:12:03.900]  我兩個女兒小時候 沈殷姐小時候是周伯伯
[00:12:03.900 --> 00:12:08.620]  所以家裡鋪了一些軟墊 不用讓她跌倒
[00:12:08.620 --> 00:12:10.440]  有一次有朋友探望我們
[00:12:10.440 --> 00:12:14.220]  看到鋪了軟墊 進來就脫了鞋子坐下來聊天
[00:12:14.220 --> 00:12:19.480]  我女兒到處爬 爬一爬就在叔叔的腳底下爬
[00:12:19.480 --> 00:12:24.860]  我們看不見的 他就指著他的腳趾下的底部說
[00:12:24.860 --> 00:12:28.620]  有個洞洞 原來他就拔穿了那個洞
[00:12:28.620 --> 00:12:31.800]  但是我們坐在那裡 坐在椅子上是看不見的
[00:12:31.800 --> 00:12:34.580]  所以那個叔叔就有點尷尬
[00:12:34.580 --> 00:12:37.580]  諸如此類的事情 大家可能都經歷過
[00:12:37.580 --> 00:12:40.020]  小朋友不誠實是他的優點
[00:12:40.020 --> 00:12:43.700]  但是他誠實有時候也會令到大人尷尬
[00:12:43.700 --> 00:12:48.160]  有人就說小朋友很謙卑 所以我們要學習
[00:12:48.160 --> 00:12:50.540]  其實你覺得小朋友謙不謙卑?
[00:12:50.540 --> 00:12:53.660]  小朋友很多時候很喜歡「認叻」的
[00:12:53.660 --> 00:12:56.640]  出風頭 喜歡「話事」
[00:12:56.640 --> 00:12:59.660]  我在過年之後的禮拜
[00:12:59.660 --> 00:13:03.800]  剛剛有幾天的時間就跟家裡人遷就了大家的假期
[00:13:03.800 --> 00:13:06.020]  於是就去了幾天台灣旅行
[00:13:06.020 --> 00:13:08.080]  因為跟團去
[00:13:08.080 --> 00:13:13.100]  去完一天的景點之後就回到酒店
[00:13:13.100 --> 00:13:16.160]  旅遊巴就停在酒店門口
[00:13:16.160 --> 00:13:22.000]  導遊就說 大家請將行李從車上搬去酒店大堂
[00:13:22.000 --> 00:13:24.880]  然後就等領隊分發這個鎖匙給大家
[00:13:24.880 --> 00:13:27.080]  就可以去房間休息了
[00:13:27.080 --> 00:13:29.720]  其中一個家庭有個小朋友五歲
[00:13:29.720 --> 00:13:31.940]  他媽媽就跟他說 你幫忙拿一些衣服
[00:13:31.940 --> 00:13:34.980]  就是一些外套 因為車裡面比較暖
[00:13:34.980 --> 00:13:36.880]  就拿著衣服 說你幫忙拿衣服
[00:13:36.880 --> 00:13:38.840]  我跟爸爸就拿行李
[00:13:38.840 --> 00:13:42.080]  他說不行 我要拿行李 你們拿衣服
[00:13:42.080 --> 00:13:46.440]  就跟媽媽吵了一段時間的對話
[00:13:46.440 --> 00:13:50.920]  其實說真的 他五歲怎麼拿行李 有兩個行李箱
[00:13:50.920 --> 00:13:55.820]  但是他就說 行的 我可以拿的 你們拿衣服
[00:13:55.820 --> 00:13:59.640]  其實小朋友有時候真的很喜歡「認叻」
[00:13:59.640 --> 00:14:02.320]  又例如 在一個服務小組裡面
[00:14:02.320 --> 00:14:04.240]  有時候我們需要找一位小朋友
[00:14:04.240 --> 00:14:08.120]  帶領某些動作 一個帶著其他人做
[00:14:08.120 --> 00:14:09.620]  因為個個搶著做
[00:14:09.620 --> 00:14:13.320]  其實有些可能能力未必能夠做得到的
[00:14:13.320 --> 00:14:15.800]  其實不是壞事 我們正面來看
[00:14:15.800 --> 00:14:18.720]  就可以說他很積極參與
[00:14:18.720 --> 00:14:20.880]  也有些小朋友他剛剛開始學琴
[00:14:20.880 --> 00:14:22.280]  可能學了一兩個月
[00:14:22.280 --> 00:14:24.240]  接著就舉手告訴導師
[00:14:24.240 --> 00:14:27.580]  我可以做私琴 我幫忙彈琴 我懂得彈琴
[00:14:27.580 --> 00:14:29.840]  其實他可能只是彈一些音階
[00:14:29.840 --> 00:14:33.920]  但是他可能過分自信 或者真的「認叻」
[00:14:33.920 --> 00:14:39.220]  於是會有這方面的表現 不是很謙卑
[00:14:39.220 --> 00:14:41.080]  或者有些小朋友彈琴很「叻」
[00:14:41.080 --> 00:14:43.300]  小時候已經考到六、七級鋼琴了
[00:14:43.300 --> 00:14:46.480]  於是他在別人彈琴的時候彈錯了
[00:14:46.480 --> 00:14:47.820]  就取笑其他小朋友
[00:14:47.820 --> 00:14:51.080]  甚至導師彈錯了 他也會取笑導師
[00:14:51.080 --> 00:14:55.400]  原來小朋友不一定是謙卑的
[00:14:55.400 --> 00:14:58.660]  有時候他們都很「Demanding」
[00:14:58.660 --> 00:15:00.620]  要求你經常關注他
[00:15:00.620 --> 00:15:05.440]  要求你就要馬上聽他 看看他有什麼需要
[00:15:05.440 --> 00:15:07.280]  如果你不理他
[00:15:07.280 --> 00:15:10.080]  如果家長你也經歷過後果會是怎樣的
[00:15:10.080 --> 00:15:13.260]  你不理他 或者你正在做一些事情的時候
[00:15:13.260 --> 00:15:16.840]  可能會發脾氣 常常鬧彆扭
[00:15:16.840 --> 00:15:19.420]  不僅如此
[00:15:19.420 --> 00:15:22.620]  有時候小朋友很多時候都有不乖的時候
[00:15:22.620 --> 00:15:25.700]  他們不是經常願意聽父母說
[00:15:25.700 --> 00:15:28.620]  不是經常聽父母的話
[00:15:28.620 --> 00:15:32.900]  例如說我那次旅程 回程中 從台灣回來香港
[00:15:32.900 --> 00:15:35.300]  幸好是一個多小時的飛機
[00:15:35.300 --> 00:15:39.780]  在飛機起飛的時候 大家就要繫上安全帶
[00:15:39.780 --> 00:15:43.640]  空姐就走過 確保所有人都繫上安全帶
[00:15:43.640 --> 00:15:47.780]  在我後面那一排 有小朋友 兩歲半的
[00:15:47.780 --> 00:15:50.720]  因為空姐問他媽媽多少次 所以我知道他兩歲半
[00:15:50.720 --> 00:15:52.200]  「你兒子多大?」「我兩歲半」
[00:15:52.200 --> 00:15:54.660]  「兩歲半可以自己坐個位 又繫上安全帶」
[00:15:54.660 --> 00:15:57.380]  他又不肯 不斷發脾氣
[00:15:57.380 --> 00:15:59.380]  「媽媽 我不要 我不要 我要綁著他」
[00:15:59.380 --> 00:16:01.060]  就是不喜歡綁著他
[00:16:01.060 --> 00:16:05.680]  沒辦法 因為飛機一直已經離開了地面 正在飛
[00:16:05.680 --> 00:16:07.560]  空姐也要慢慢地靠近位置
[00:16:07.560 --> 00:16:09.680]  所以一定要綁著他 他不肯
[00:16:09.680 --> 00:16:11.540]  就說「媽媽抱著他吧 算了」
[00:16:11.540 --> 00:16:14.020]  其實兩歲半就應該自己坐個位
[00:16:14.020 --> 00:16:15.440]  「你媽媽抱著他吧」
[00:16:15.440 --> 00:16:17.680]  就用一條特別的安全帶就抱著
[00:16:17.680 --> 00:16:20.240]  就是綁著媽媽和寶寶
[00:16:20.240 --> 00:16:23.960]  結果這樣抱著他 他也是發脾氣
[00:16:23.960 --> 00:16:26.040]  空姐就不理那麼多了 先抱著你
[00:16:26.040 --> 00:16:28.340]  他自己也要綁好位置 要綁安全帶
[00:16:28.340 --> 00:16:31.140]  就綁著媽媽和寶寶
[00:16:31.140 --> 00:16:33.180]  他就不斷發脾氣 不斷哭 不斷吵
[00:16:33.180 --> 00:16:34.580]  「不要啊 不要啊」
[00:16:34.580 --> 00:16:37.120]  就不斷踢前面的椅子
[00:16:37.120 --> 00:16:40.780]  「我坐在前面的 我知道」
[00:16:40.780 --> 00:16:43.580]  空姐已經離開了 因為他們自己綁好位置
[00:16:43.580 --> 00:16:46.540]  直到飛機去到一個安全的高度
[00:16:46.540 --> 00:16:47.820]  鬆綁了安全帶之後
[00:16:47.820 --> 00:16:50.140]  他就沒有再哭了 沒有再吵了
[00:16:50.140 --> 00:16:53.040]  他一直吵了很久 吵到沒有再哭
[00:16:53.040 --> 00:16:56.600]  我看到他的手從椅子的縫隙走出來
[00:16:56.600 --> 00:16:58.020]  因為他走到椅子底下
[00:16:58.020 --> 00:17:00.600]  就是前排的椅子底下 就是我的椅子底下
[00:17:00.600 --> 00:17:04.820]  他就沒有再出聲了 但是就一直撐著椅子
[00:17:04.820 --> 00:17:08.760]  直到預備飛機下機的時候
[00:17:08.760 --> 00:17:12.420]  就是落地的時候 他又是這樣 又吵了一輪
[00:17:12.420 --> 00:17:14.900]  可能自己也做我媽媽
[00:17:14.900 --> 00:17:17.420]  就是小時候的小朋友的媽媽
[00:17:17.420 --> 00:17:21.060]  都明白到那個情況是這樣的
[00:17:21.060 --> 00:17:27.320]  我下機的時候 我跟後面的家長說
[00:17:27.320 --> 00:17:29.060]  「哇 你都很大勇氣」
[00:17:29.060 --> 00:17:31.820]  他說「我第一次帶他坐飛機」
[00:17:31.820 --> 00:17:36.620]  其實都是小朋友很多時候會鬧彆扭
[00:17:36.620 --> 00:17:38.740]  不聽話的時候
[00:17:38.740 --> 00:17:42.160]  有時候小朋友都會有些錯誤的判斷
[00:17:42.160 --> 00:17:45.060]  他講了一些話 可能是傷到父母的心
[00:17:45.060 --> 00:17:47.440]  或者他故意傷父母的心也說不定
[00:17:47.440 --> 00:17:49.980]  我聽過不止一個小朋友跟我說
[00:17:49.980 --> 00:17:54.040]  「我寧願做孤兒 我不想要有父母」
[00:17:54.040 --> 00:17:56.140]  當然這個是錯誤的判斷
[00:17:56.140 --> 00:18:00.360]  我都會跟他解釋 你會後悔的 不是這樣的
[00:18:00.360 --> 00:18:03.220]  但是我想 如果家長知道的時候
[00:18:03.220 --> 00:18:06.720]  都不妨自己想一下 為什麼兒子或者女兒這麼說
[00:18:06.720 --> 00:18:09.020]  會不會我們壓迫他太厲害了
[00:18:09.020 --> 00:18:13.060]  太多補習班 太多功課 太多考試要他面對
[00:18:13.060 --> 00:18:14.540]  我們都需要留意
[00:18:14.540 --> 00:18:18.620]  但是小朋友都會有這個錯誤的判斷
[00:18:18.620 --> 00:18:21.140]  或者他有時候會故意傷父母的心
[00:18:21.140 --> 00:18:24.100]  寧願做孤兒
[00:18:24.100 --> 00:18:26.560]  小朋友另外有些缺點就是
[00:18:26.560 --> 00:18:28.700]  很容易相信別人 很容易相信一些東西
[00:18:28.700 --> 00:18:32.360]  所以就很容易被人騙
[00:18:32.360 --> 00:18:34.220]  所以聖經裏面 《針研》提醒我們
[00:18:34.220 --> 00:18:36.920]  特別是這一段的經文
[00:18:36.920 --> 00:18:38.960]  《針研》第22章15節說
[00:18:38.960 --> 00:18:40.960]  「愚夢迷住孩童的心
[00:18:40.960 --> 00:18:44.260]  用管教的杖可以遠遠趕除」
[00:18:44.260 --> 00:18:49.480]  愚蠢 小朋友有時候會蠢了
[00:18:49.480 --> 00:18:53.040]  有些不像剛才所說的錯誤的判斷
[00:18:53.040 --> 00:18:55.940]  但是用管教的杖就可以遠遠趕除
[00:18:55.940 --> 00:19:00.620]  《針研》是舊約時代 也是講到體罰
