
[00:00:00.000 --> 00:00:07.000]  有一對夫婦含辛茹苦 節衣縮食養大四個子女
[00:02:21.000 --> 00:02:26.000]  究竟神有多少的應許呢
[00:02:26.000 --> 00:02:29.000]  剛才我說過 學者研究有三千的應許
[00:02:29.000 --> 00:02:37.000]  但在整本聖經裡面 關於神應許的經文 有約三萬節
[00:02:37.000 --> 00:02:41.000]  整本聖經一共有一千一百八十九章
[00:02:41.000 --> 00:02:44.000]  三問一千一百零三節
[00:02:44.000 --> 00:02:53.000]  如果我們一直看聖經 幾乎每一節的聖經都讓我們碰到有神的應許
[00:02:53.000 --> 00:03:00.000]  也有人說 今天很多人 包括可能有很多信耶穌的人
[00:03:00.000 --> 00:03:04.000]  對於前景充滿絕望和沮喪
[00:03:04.000 --> 00:03:06.000]  為什麼呢 因為有兩個原因
[00:03:06.000 --> 00:03:11.000]  第一 他們不知道神原來有這麼多的應許
[00:03:11.000 --> 00:03:18.000]  第二個原因就是 他們從來都不知道 不明白 原來神真的這麼信神
[00:03:18.000 --> 00:03:22.000]  在約書亞記裡面 伊斯蘭人進入了迦南地
[00:03:22.000 --> 00:03:25.000]  打了一仗很久 他們覺得應該停了
[00:03:25.000 --> 00:03:29.000]  我們一起看約書亞記的十一章二十三節
[00:03:29.000 --> 00:03:31.000]  第一節我們一起讀 一二三
[00:03:31.000 --> 00:03:42.000]  這樣約書亞照著耶和華 所吩咐摩世一切華 奪了那全地 就按著以色列之派的宗族
[00:03:42.000 --> 00:03:49.000]  將地分給他們為業 於是國中太平沒有增戰了
[00:03:49.000 --> 00:03:52.000]  好了 接著第十二章
[00:03:52.000 --> 00:03:56.000]  詳細記載約書亞的豐功偉績
[00:03:56.000 --> 00:04:00.000]  奪得大片土地 消滅了三十一個王
[00:04:00.000 --> 00:04:03.000]  還不是大功告成
[00:04:03.000 --> 00:04:06.000]  但是到了第十三章一節 神就這樣說
[00:04:06.000 --> 00:04:10.000]  我們一起看約書亞記 十三章一節 我們一起讀 一二三
[00:04:10.000 --> 00:04:20.000]  約書亞年紀老邁 耶和華對他說 你年紀老邁了 還有許多未得之地
[00:04:20.000 --> 00:04:29.000]  未得之地 土地對於以色列人來說 代表財富的祝福 也代表神的應許
[00:04:29.000 --> 00:04:31.000]  未得之地究竟在說什麼
[00:04:31.000 --> 00:04:38.000]  未得之地是在說 你們不要以為今天你們的應許只有這麼多
[00:04:38.000 --> 00:04:41.000]  其實還有很多 你們是未得著的
[00:04:41.000 --> 00:04:47.000]  但是 這些神一早已經賜給你們
[00:04:47.000 --> 00:04:51.000]  請問你的未得之地是什麼
[00:04:51.000 --> 00:04:57.000]  會不會是信了耶穌之後所應有的平安喜樂
[00:04:57.000 --> 00:05:06.000]  會不會是你所應有的跟家人 朋友 同事之間那種和諧良好的關係
[00:05:06.000 --> 00:05:11.000]  會不會是在你的工作財務上面的祝福
[00:05:11.000 --> 00:05:14.000]  這些豐盛的祝福在你的生命裡面
[00:05:14.000 --> 00:05:19.000]  會不會是簡單到一個健康的睡眠
[00:05:19.000 --> 00:05:28.000]  也會不會是沒有恐懼的可以讓你的弟兄姊妹看見一個真實的你
[00:05:28.000 --> 00:05:33.000]  未得之地 究竟未得之地究竟有多大呢
[00:05:33.000 --> 00:05:36.000]  弟兄姊妹讓我們一起讀一段長一點的聖經
[00:05:36.000 --> 00:05:40.000]  第十三章二至六節 我們一起讀 一二三
[00:05:40.000 --> 00:05:49.000]  就是菲律師人的全境和基術人的全地 從埃及前的西渴河往北
[00:05:49.000 --> 00:05:54.000]  直到以格倫的境界 就算屬加南人之地
[00:05:54.000 --> 00:06:05.000]  有菲律師人五個首領所管的加薩人 阿薩特人 阿薩基倫人 加特人 以格倫人之地
[00:06:05.000 --> 00:06:11.000]  並有南方阿維人之地 繼續 又有加南人的全地
[00:06:11.000 --> 00:06:18.000]  並屬西敦人的米亞拉到阿忽 直到阿摩利人的境界
[00:06:18.000 --> 00:06:24.000]  還有加巴勒人之地 並向日出的全利霸亂
[00:06:24.000 --> 00:06:39.000]  就是從黑門山根 巴加德 直到哈瑪口 繼續 山地的一切居民 從利巴亂直到米斯利弗馬音
[00:06:39.000 --> 00:06:46.000]  就是所有的西敦人 我必在意識人面前趕出他們去
[00:06:46.000 --> 00:06:55.000]  剛才讀了長的聖經 很多的地名 但我們簡單來說 看看地圖 剛才讀的聖經就包括這些
[00:06:55.000 --> 00:07:03.000]  黃色的地方就是以色列人好像佔領了的地方 紅色線跨著那些就是美德之地
[00:07:03.000 --> 00:07:14.000]  幾乎是等於他們現在現有的一倍以上 究竟這些美德之地我們怎樣得著呢
[00:07:14.000 --> 00:07:22.000]  如果大家仔細看《約書馬記》第十三章和第十四章 你會發現一個很奇怪的結構
[00:07:22.000 --> 00:07:28.000]  我告訴大家 第十三章一至七節 神就叫約書馬將美德之地分給以色列人
[00:07:28.000 --> 00:07:34.000]  接著我們想 神會繼續描寫怎樣分
[00:07:34.000 --> 00:07:47.000]  不是啊 第十三章八至三十三節調轉到河東那裡 不是河西 在玉壇河的河東 你將那些地分給 已經分給在樓邊 加德 馬拿西 半支派
[00:07:47.000 --> 00:07:54.000]  接著第十四章一至五節又講分地 接著我們想看看怎樣分呢
[00:07:54.000 --> 00:07:59.000]  又不是啊 突然間殺出一個加勒出來要求分地 真的是九不搭八
[00:07:59.000 --> 00:08:07.000]  就等於我們剛才唱完回應詩歌 請弟兄姊妹坐下 接著大家期望開始講到
[00:08:07.000 --> 00:08:11.000]  突然間不是 弟兄姊妹不如我們下去Cosway喝杯咖啡
[00:08:11.000 --> 00:08:15.000]  九不搭八 不知道做什麼 究竟神想講些什麼
[00:08:15.000 --> 00:08:21.000]  我們神通過的結構其實想講兩樣東西 你如果要得著美德之地
[00:08:21.000 --> 00:08:29.000]  你必須第一樣東西就是要真實的 絕對的認定神真是信實的神
[00:08:29.000 --> 00:08:35.000]  你概念不只是概念知道神是信神 你真心相信神真是信神
[00:08:35.000 --> 00:08:42.000]  第二 第二個秘訣就是你好像加勒那樣 專心跟從神
[00:08:42.000 --> 00:08:50.000]  即是什麼 你要憑著決心 信心 用行動去得著這個應許 這兩個秘訣
[00:08:50.000 --> 00:08:59.000]  所以我們講第一個秘訣 你要得著你的美德之地 你必須要認定神真是信實的神
[00:08:59.000 --> 00:09:04.000]  我們一起看約書夏記十三章八節 看著我一起讀 一二三
[00:09:04.000 --> 00:09:12.000]  馬拿西那半支派和留便加德二支派 已經受了產業
[00:09:12.000 --> 00:09:19.000]  就是耶和華的僕人摩西 在約旦河東所賜給他們的
[00:09:19.000 --> 00:09:28.000]  其實分給加德留便馬拿西半支派的約旦河東的地 其實神早已經認許了
[00:09:28.000 --> 00:09:35.000]  在文素記三十二章 神已經藉著摩西 答應這兩個半支派分給他們
[00:09:35.000 --> 00:09:41.000]  現在是確定這個應許 實現了
[00:09:41.000 --> 00:09:47.000]  其實講這個說話的時候 已經 以色列人已經在加勒地打了很久仗
[00:09:47.000 --> 00:09:52.000]  時間隔了這麼久 又經歷了很多的戰爭動亂
[00:09:52.000 --> 00:09:58.000]  其實在人世間 經過這麼長的時間 經過這麼多的事發生 經過這麼多的動盪
[00:09:58.000 --> 00:10:04.000]  其實人很早已經忘記了答應的事 那些人答應人的事 已經神早沒有了
[00:10:04.000 --> 00:10:12.000]  但是在這裡 我們的神所答應的事 經過這麼長的時間 經過這麼多戰爭動亂 仍然不變
[00:10:12.000 --> 00:10:23.000]  就一如約旦河記一章三字裏面講 凡你腳掌所踏之地 我都照著我所應許摩西的說話 賜給你們
[00:10:23.000 --> 00:10:29.000]  我們的神是信實 所以祂的應許是永遠不變 雖然經過很長很長的時間
[00:10:29.000 --> 00:10:34.000]  但是神一路不變 頂只不過我們的神是信實的神
[00:10:34.000 --> 00:10:38.000]  不單止舊約聖經這麼講 新約聖經這麼講 我們一起讀兩言成幾行
[00:10:38.000 --> 00:10:42.000]  問數記二十三章十九節 我們一起讀 一二三
[00:10:42.000 --> 00:10:49.000]  神非人必不至絕方 也非人子必不至後悔
[00:10:49.000 --> 00:10:55.000]  他說話豈不照著行 他發言豈不要成就
[00:10:55.000 --> 00:11:01.000]  新約聖經裏面這麼講 臨後一章二十節 我們一起讀 一二三
[00:11:01.000 --> 00:11:14.000]  神的應許 不論有多少 在基督都是實的 所以藉著祂也都是實在的 叫神因我們得榮耀
[00:11:14.000 --> 00:11:21.000]  什麼是信實呢 信實的意思是說神不會食言 神不會說過不算數
[00:11:21.000 --> 00:11:27.000]  祂一定會信守承諾 頂只不過你信不信神的信神
[00:11:27.000 --> 00:11:37.000]  是什麼難阻人相信神的信實呢 是我們思想裏面的大話 lies
[00:11:37.000 --> 00:11:47.000]  這些未必是你自己想出來的 你知不知道誰最落力去攻擊神的信實呢
[00:11:47.000 --> 00:11:52.000]  撒旦 撒旦用什麼去攻擊神的信實呢
[00:11:52.000 --> 00:11:58.000]  就是我們思想 它擺在我們思想裏面的謊話 那些 lies
[00:11:58.000 --> 00:12:06.000]  曾經有個聖經學者 凱恩斯 列出了七句撒旦攻擊神信實的謊話
[00:12:06.000 --> 00:12:12.000]  因為時間的關係 我跟大家講三樣 第一樣是什麼
[00:12:12.000 --> 00:12:18.000]  你以為神已經寬恕了你嗎 你不要這麼天真
[00:12:18.000 --> 00:12:27.000]  你知不知道這種感受是什麼 這種感受是不被原諒 自我定罪的感受
[00:12:27.000 --> 00:12:33.000]  結果會是怎樣 你不會繼續想敬拜 你不會想繼續祈禱
[00:12:33.000 --> 00:12:38.000]  甚至連打破聖經都不想 這種就是不被原諒的心
[00:12:38.000 --> 00:12:46.000]  這個時候大家要記住神的應許 約翰一書一章九節
[00:12:46.000 --> 00:12:55.000]  若你承認自己的罪 神是信實的 公義的 祂必定赦免你的罪 洗淨你一切的不義
[00:12:55.000 --> 00:13:03.000]  第二句 你以為神真的與你同行嗎 其實祂離開了你了
[00:13:03.000 --> 00:13:07.000]  祂不會理你的了 這種謊話
[00:13:07.000 --> 00:13:14.000]  這種謊話通常出現是什麼呢 人經歷過困難 危機 挫折的時候
[00:13:14.000 --> 00:13:18.000]  你心裏面充滿憂慮沮喪 你開始懷疑神究竟是不是在這裏
[00:13:18.000 --> 00:13:22.000]  祂是不是走開了 祂不再愛我 不再理我
[00:13:22.000 --> 00:13:30.000]  在這個時候你要記住希伯來書十三章五節 我總不撇下你 也不丟棄你
[00:13:30.000 --> 00:13:41.000]  第三句謊話是什麼 你過往這麼失敗 你那人這麼失敗 你覺得你一定做得來嗎
[00:13:41.000 --> 00:13:48.000]  撒旦的目的是什麼呢 撒旦的目的是讓我們專注於我們自己過往的失敗和傷痛
[00:13:48.000 --> 00:13:51.000]  當我們沉醉在那個當中 我們就抬不起頭
[00:13:51.000 --> 00:13:53.000]  誰最想我們抬不起頭呢 就是撒旦
[00:13:53.000 --> 00:14:00.000]  所以當我們專注於自己的時候 我們就忘記了原來我們有一個這麼值得信靠的神
[00:14:00.000 --> 00:14:02.000]  我們可以依靠祂的能力
[00:14:02.000 --> 00:14:17.000]  在這個時候大家要記住希伯來書一章六節 我深信在你們心裏動了善工的必成全者共 直到耶穌基督的日子
[00:14:17.000 --> 00:14:32.000]  弟兄姊妹 神是信實的神 所以我們必須絕對相信 神真是信實 祂應許的事 祂答應過我們的事 經過很多的時間 很多的事發生 仍然一樣成就
[00:14:32.000 --> 00:14:38.000]  在2009年我帶著一班弟兄姊妹創立 建立同福柴灣堂
[00:14:38.000 --> 00:14:44.000]  在那個時候我們建立教會的時候 很多很多去附近的地方探訪
[00:14:44.000 --> 00:14:50.000]  通常我們會兩至三個人去探訪 我們當中探訪隊就有一個默契
[00:14:50.000 --> 00:14:58.000]  通常有些弟兄姊妹就會和她的家長聊天 另外一些就是和她的小朋友玩一下
[00:14:58.000 --> 00:15:10.000]  我通常會和小朋友玩一下 我問那些小朋友 學校在讀書 你最喜歡哪科 你最不喜歡哪科
[00:15:10.000 --> 00:15:22.000]  我問那些小朋友 九成九都是答 英文課 為什麼 都不懂 不明白 不明白就沒有興趣
[00:15:22.000 --> 00:15:29.000]  有沒有人教你 沒有人教你 因為她的家長都不懂 基層的街坊
[00:15:29.000 --> 00:15:40.000]  是先天的問題 補習沒有資源補習 就在那裡探訪的時候 神就心裏給我一個異象
[00:15:40.000 --> 00:15:48.000]  很想開始一個英文班的異象 就是幫助一些小學二年班的小朋友
[00:15:48.000 --> 00:15:53.000]  不是幫他們補習英文 是從基礎教好他們英文
[00:15:53.000 --> 00:16:00.000]  慢慢心裏面這個異象感動就越來越強了
[00:16:00.000 --> 00:16:11.000]  這班小朋友我們不單止教他們英文 並且通過學習教他們明白耶穌基督正面的價值觀 人生的價值觀
[00:16:11.000 --> 00:16:22.000]  我們很希望再陪這班小朋友 在香港這個地方 如果他們懂得英文好 他們教有機會進到好的學校
[00:16:22.000 --> 00:16:27.000]  這班小朋友要繼續努力 但是教會幫助他們成功
[00:16:27.000 --> 00:16:33.000]  對於我們來說 可能我們跟大家說耶穌基督的盼望 很容易明白
[00:16:33.000 --> 00:16:37.000]  但是對這些街坊來說 是比較深奧的東西
[00:16:37.000 --> 00:16:44.000]  但是因為這個侍功 就幫助他們 很快就明白什麼是耶穌基督的希望
[00:16:44.000 --> 00:16:49.000]  就是他們 他們深信他們下一代 當教會幫助他們的時候
[00:16:49.000 --> 00:16:51.920]  他們將來會比上一代好
[00:16:51.920 --> 00:16:55.920]  所以很清楚這個是耶穌基督帶給他們的希望
[00:16:55.920 --> 00:16:59.920]  而是這一個英文班的異象就這樣開始
[00:16:59.920 --> 00:17:01.920]  當我們在祈禱的時候
[00:17:01.920 --> 00:17:04.920]  我們知道柴溫堂是當時建立的時候
[00:17:04.920 --> 00:17:05.920]  什麼都沒有
[00:17:05.920 --> 00:17:07.920]  人又沒有
[00:17:07.920 --> 00:17:09.920]  所以我在討告的時候
[00:17:09.920 --> 00:17:11.920]  就是剛才菲勒比書一章六節
[00:17:11.920 --> 00:17:14.920]  神的應許在聖經上的應許很清楚
[00:17:14.920 --> 00:17:16.920]  不斷地印在我們心裡面
[00:17:16.920 --> 00:17:20.920]  我深信那在你們心裡動了善工的
[00:17:20.920 --> 00:17:22.920]  必成全者公
[00:17:22.920 --> 00:17:25.920]  直到耶穌基督的日子
[00:17:25.920 --> 00:17:28.920]  於是我的禱告主要是如果
[00:17:28.920 --> 00:17:30.920]  這個真是你的心意
[00:17:30.920 --> 00:17:31.920]  我要尋求
[00:17:31.920 --> 00:17:34.920]  我求你為我親自去揀選
[00:17:34.920 --> 00:17:39.920]  一個很值得信賴你自己親自揀選最適合的負責人
[00:17:39.920 --> 00:17:42.920]  有一次我和師母和一位姊妹吃飯的時候
[00:17:42.920 --> 00:17:44.920]  我和她分享這個異象
[00:17:44.920 --> 00:17:46.920]  那位姊妹就很快回應說
[00:17:46.920 --> 00:17:48.920]  我有感動啊
[00:17:48.920 --> 00:17:51.920]  因為我也是這樣出身
[00:17:51.920 --> 00:17:52.920]  我這樣
[00:17:52.920 --> 00:17:55.920]  我是這樣的情況之下
[00:17:55.920 --> 00:17:58.920]  到最後是得到成功
[00:17:58.920 --> 00:18:01.920]  這位姊妹是非常能幹
[00:18:01.920 --> 00:18:03.920]  非常之可信賴
[00:18:03.920 --> 00:18:04.920]  將這件事交給她的時候
[00:18:04.920 --> 00:18:07.920]  我是不需要擔心的
[00:18:07.920 --> 00:18:08.920]  我見她的女兒
[00:18:08.920 --> 00:18:11.920]  一口留你的英文就是她教的
[00:18:11.920 --> 00:18:15.920]  所以我覺得就是神成就她的心意
[00:18:15.920 --> 00:18:18.920]  於是如是者就這樣開始
[00:18:18.920 --> 00:18:20.920]  這麼多年來
[00:18:20.920 --> 00:18:22.920]  隨著時間過去
[00:18:22.920 --> 00:18:23.920]  很多事情發生
[00:18:23.920 --> 00:18:25.920]  我就見到神的信實
[00:18:25.920 --> 00:18:29.920]  祂不單止為我們預備這位姊妹
[00:18:29.920 --> 00:18:30.920]  負責人
[00:18:30.920 --> 00:18:32.920]  祂預備了一班的導師
[00:18:32.920 --> 00:18:36.920]  這班導師其實都是一些很有成就的人
[00:18:36.920 --> 00:18:37.920]  有些是CEO
[00:18:37.920 --> 00:18:38.920]  有些是律師
[00:18:38.920 --> 00:18:42.920]  有一次我在聖節提反中學講的報道會
[00:18:42.920 --> 00:18:44.920]  那個訓導主任就跟我說
[00:18:44.920 --> 00:18:46.920]  你是不是柴灣台的那位牧師
[00:18:46.920 --> 00:18:49.920]  我都有份去教這個英文班的
[00:18:49.920 --> 00:18:51.920]  很多很多這些頂尖
[00:18:51.920 --> 00:18:52.920]  很忠心
[00:18:52.920 --> 00:18:53.920]  很衛生
[00:18:53.920 --> 00:18:54.920]  有些住得很遠
[00:18:54.920 --> 00:18:55.920]  身體很遠
[00:18:55.920 --> 00:18:58.920]  特地每一個星期六的早上
[00:18:58.920 --> 00:19:00.920]  都用了很多個小時的時間
[00:19:00.920 --> 00:19:02.920]  特地過去柴灣的地方
[00:19:02.920 --> 00:19:04.920]  去教這些小朋友
[00:19:04.920 --> 00:19:09.920]  在外面我見到很多很多的進步
[00:19:09.920 --> 00:19:11.920]  有些小朋友開頭來的時候
[00:19:11.920 --> 00:19:14.920]  26個英文字幕都未學齊
[00:19:14.920 --> 00:19:16.920]  但是這些導師一直教他
[00:19:16.920 --> 00:19:18.920]  一直跟他學習
[00:19:18.920 --> 00:19:20.920]  後來這些小朋友用流利的英文
[00:19:20.920 --> 00:19:22.920]  WhatsApp跟導師溝通
[00:19:22.920 --> 00:19:24.920]  IG跟導師溝通
[00:19:24.920 --> 00:19:27.920]  我見到這些小朋友
[00:19:27.920 --> 00:19:30.920]  因為掌握到好的言語
[00:19:30.920 --> 00:19:32.920]  英文這些的工具
[00:19:32.920 --> 00:19:34.920]  有很多入到Band 1學校
[00:19:34.920 --> 00:19:36.920]  不單止他們英文進步
[00:19:36.920 --> 00:19:38.920]  我見到很多生命的改變
[00:19:38.920 --> 00:19:40.920]  我記得有一次一個妹妹
[00:19:40.920 --> 00:19:42.920]  第一次來到的時候
[00:19:42.920 --> 00:19:44.920]  樣子好像生氣了一群人
[00:19:44.920 --> 00:19:46.920]  說話尖酸刻薄
[00:19:46.920 --> 00:19:49.920]  那次有一位姊妹做了很多蛋糕
[00:19:49.920 --> 00:19:50.920]  請小朋友吃
[00:19:50.920 --> 00:19:52.920]  你知道她說什麼嗎
[00:19:52.920 --> 00:19:54.920]  你當我是白老鼠嗎
[00:19:54.920 --> 00:19:56.920]  大家可以想像
[00:19:56.920 --> 00:19:58.920]  她這樣說話這樣表達
[00:19:58.920 --> 00:20:00.920]  她沒有朋友
[00:20:00.920 --> 00:20:03.920]  她跟她媽媽的關係非常之差
[00:20:03.920 --> 00:20:06.920]  但是我們的導師很悉心
[00:20:06.920 --> 00:20:07.920]  去跟她溝通
[00:20:07.920 --> 00:20:10.920]  不單止幫助她有英文的成長
[00:20:10.920 --> 00:20:12.920]  並且讓她明白
[00:20:12.920 --> 00:20:16.920]  這樣說話是讓人得到傷害
[00:20:16.920 --> 00:20:20.920]  她開始學去體諒其他人
[00:20:20.920 --> 00:20:21.920]  最終這個小妹妹
[00:20:21.920 --> 00:20:23.920]  她放下她的自我
[00:20:23.920 --> 00:20:26.920]  去學習新的價值觀
[00:20:26.920 --> 00:20:28.920]  最終過了幾年
[00:20:28.920 --> 00:20:31.920]  她變成一個很有禮貌的小朋友
[00:20:31.920 --> 00:20:33.920]  不單止進了Band 1學校
[00:20:33.920 --> 00:20:37.920]  並且她很積極地傳福音
[00:20:37.920 --> 00:20:38.920]  以前她一個朋友都沒有
[00:20:38.920 --> 00:20:41.920]  現在她不斷地帶朋友
[00:20:41.920 --> 00:20:43.920]  她的朋友回教會
[00:20:43.920 --> 00:20:44.920]  這些生命的改變
[00:20:44.920 --> 00:20:49.920]  我們給掌聲耶穌好嗎
[00:20:49.920 --> 00:20:51.920]  到今年已經第十三年了
[00:20:51.920 --> 00:20:55.920]  我已經再不在柴灣堂那裡侍奉
[00:20:55.920 --> 00:20:57.920]  但是這個侍功仍然繼續下去
[00:20:57.920 --> 00:20:59.920]  比以前祝福更多的人
[00:20:59.920 --> 00:21:01.920]  到今年已經在祝福
[00:21:01.920 --> 00:21:04.920]  在詛咒十七個小朋友了
[00:21:04.920 --> 00:21:07.920]  很多很多的生命改變
[00:21:07.920 --> 00:21:08.920]  為什麼
[00:21:08.920 --> 00:21:10.920]  因為這個不是人的侍功
[00:21:10.920 --> 00:21:12.920]  是神的侍功
[00:21:12.920 --> 00:21:13.920]  我深信
[00:21:13.920 --> 00:21:16.920]  那在你們心裡動了善功的
[00:21:16.920 --> 00:21:18.920]  必成全這功
[00:21:18.920 --> 00:21:21.920]  直到耶穌基督的日子
[00:21:21.920 --> 00:21:25.920]  我們給掌聲耶穌好嗎
[00:21:25.920 --> 00:21:27.920]  神是信實的
[00:21:27.920 --> 00:21:30.920]  我們必須要絕對相信
[00:21:30.920 --> 00:21:31.920]  第二個
[00:21:31.920 --> 00:21:34.920]  得著未得之地的秘訣
[00:21:34.920 --> 00:21:35.920]  第二個
[00:21:35.920 --> 00:21:37.920]  就是我們要用決心
[00:21:37.920 --> 00:21:40.920]  信心行動去得著
[00:21:40.920 --> 00:21:41.920]  我們一起看約書亞記
[00:21:41.920 --> 00:21:44.920]  十三章六節
[00:21:44.920 --> 00:21:46.920]  那個比較難讀的字
[00:21:46.920 --> 00:21:50.920]  叫「念究」
[00:21:50.920 --> 00:21:51.920]  我們讀一下
[00:21:51.920 --> 00:21:52.920]  約書亞記十三章六節
[00:21:52.920 --> 00:21:53.920]  我們一起讀
[00:21:53.920 --> 00:21:54.920]  一二三
[00:21:54.920 --> 00:21:56.920]  儘管照我所吩咐的
[00:21:56.920 --> 00:22:00.920]  將這地念究分給以色列人為業
[00:22:00.920 --> 00:22:03.920]  念究就是抽籤
[00:22:03.920 --> 00:22:05.920]  神要約書亞
[00:22:05.920 --> 00:22:08.920]  將那些地土地抽籤
[00:22:08.920 --> 00:22:12.920]  分給以色列人
[00:22:12.920 --> 00:22:13.920]  但是很奇怪
[00:22:13.920 --> 00:22:17.920]  這些抽籤分出去的地
[00:22:17.920 --> 00:22:19.920]  是未被佔領的
[00:22:19.920 --> 00:22:21.920]  就是剛才畫著的地方
[00:22:21.920 --> 00:22:23.920]  從來未被佔領的
[00:22:23.920 --> 00:22:25.920]  但是憑信心分出去
[00:22:25.920 --> 00:22:26.920]  其實神在說什麼
[00:22:26.920 --> 00:22:27.920]  換句話說
[00:22:27.920 --> 00:22:29.920]  如果你要得著未得之地
[00:22:29.920 --> 00:22:32.920]  你必須要絕對相信
[00:22:32.920 --> 00:22:36.920]  神這個應許一定成就
[00:22:36.920 --> 00:22:38.920]  你一定可以得著
[00:22:38.920 --> 00:22:40.920]  不是看看怎麼樣
[00:22:40.920 --> 00:22:41.920]  你是絕對相信
[00:22:41.920 --> 00:22:44.920]  必定會得著這個應許
[00:22:44.920 --> 00:22:46.920]  但是這個信心
[00:22:46.920 --> 00:22:49.920]  不是坊間所說的信自己
[00:22:49.920 --> 00:22:50.920]  我們再看一次
[00:22:50.920 --> 00:22:53.920]  剛才讀的約書亞記十三章一節
[00:22:53.920 --> 00:22:55.920]  我們一起讀一二三
[00:22:55.920 --> 00:22:57.920]  約書亞年紀老邁
[00:22:57.920 --> 00:22:58.920]  耶和華對他說
[00:22:58.920 --> 00:23:00.920]  你年紀老邁了
[00:23:00.920 --> 00:23:03.920]  還有許多未得之地
[00:23:03.920 --> 00:23:07.920]  神說了兩次約書亞年紀老邁
[00:23:07.920 --> 00:23:10.920]  不是他嫌約書亞年紀大
[00:23:10.920 --> 00:23:11.920]  是嫌他老
[00:23:11.920 --> 00:23:12.920]  神在說什麼
[00:23:12.920 --> 00:23:15.920]  神在說人的限制
[00:23:15.920 --> 00:23:18.920]  我們每一個都有我們的限制
[00:23:18.920 --> 00:23:21.920]  所以我們的信心不是建基於自己的本事
[00:23:21.920 --> 00:23:22.920]  你有多聰明
[00:23:22.920 --> 00:23:23.920]  你有多聰明
[00:23:23.920 --> 00:23:24.920]  你有多多的資源
[00:23:24.920 --> 00:23:25.920]  不是建基於
[00:23:25.920 --> 00:23:28.920]  是建基於我們和聖靈同工
[00:23:28.920 --> 00:23:31.920]  和聖靈同工就不是坐在這裡
[00:23:31.920 --> 00:23:33.920]  和聖靈同工是必須起來
[00:23:33.920 --> 00:23:35.920]  我們被聖靈充滿
[00:23:35.920 --> 00:23:38.920]  我們得著神的能力去做神的事
[00:23:38.920 --> 00:23:41.920]  今天聖靈要和教會說
[00:23:41.920 --> 00:23:42.920]  沒錯
[00:23:42.920 --> 00:23:44.920]  聽說到是非常重要的
[00:23:44.920 --> 00:23:47.920]  上堂裝備自己是非常重要的
[00:23:47.920 --> 00:23:50.920]  上很多的講座
[00:23:50.920 --> 00:23:52.920]  獲得更多的聖經知識
[00:23:52.920 --> 00:23:53.920]  也是非常重要的
[00:23:53.920 --> 00:23:55.920]  但是更重要的
[00:23:55.920 --> 00:23:58.920]  就是帶著信心、行動、決心
[00:23:58.920 --> 00:24:01.920]  去一起回應神的呼召
[00:24:01.920 --> 00:24:05.920]  我相信很多弟兄姊妹都知道祈禱很重要
