
[00:00:00.000 --> 00:00:02.720]  明白主的心其實可以有兩方面去想
[00:02:28.760 --> 00:02:29.560]  PowerPoint
[00:02:29.560 --> 00:02:30.520]  法理賽人
[00:02:30.520 --> 00:02:33.240]  那麼大家一說法理賽人
[00:02:33.240 --> 00:02:34.200]  大家會想起什麼呢
[00:02:34.200 --> 00:02:38.920]  我猜都是一些不方好的東西
[00:02:38.920 --> 00:02:41.560]  但是我想最多可能的都是這四個字
[00:02:41.560 --> 00:02:44.320]  假冒為善
[00:02:44.320 --> 00:02:47.440]  那麼為什麼他們是假冒為善呢
[00:02:47.440 --> 00:02:48.280]  大家有沒有想過
[00:02:48.280 --> 00:02:50.680]  就是究竟其實他們做過什麼
[00:02:50.680 --> 00:02:53.360]  以至於耶穌會說他們是假冒為善呢
[00:02:53.360 --> 00:02:56.720]  那麼很想今天跟大家去研究
[00:02:56.840 --> 00:02:58.120]  那麼先入經文子
[00:02:58.120 --> 00:03:00.600]  那麼我們去了解一下法理賽人的背景
[00:03:00.600 --> 00:03:02.920]  法理賽人呢
[00:03:02.920 --> 00:03:05.120]  其實在雅蘭語裡面
[00:03:05.120 --> 00:03:06.880]  是分別出來的意思
[00:03:06.880 --> 00:03:09.200]  所以法理賽人其實就是一群
[00:03:09.200 --> 00:03:11.400]  想分別出來的一群人
[00:03:11.400 --> 00:03:14.320]  是猶太教的一個大的群體
[00:03:14.320 --> 00:03:15.880]  四大的群體之一
[00:03:15.880 --> 00:03:18.120]  他們信奉的是耶和華
[00:03:18.120 --> 00:03:19.560]  他們會執行的
[00:03:19.560 --> 00:03:21.040]  就是奉行的是律法主義
[00:03:21.040 --> 00:03:23.600]  會接受口述的傳統和陀拉
[00:03:23.600 --> 00:03:25.160]  陀拉就是摩西五經
[00:03:25.400 --> 00:03:28.320]  勸導他們旁邊的猶太人
[00:03:28.320 --> 00:03:29.600]  去遵守律法
[00:03:29.600 --> 00:03:31.080]  但是
[00:03:31.080 --> 00:03:33.000]  在我們而言
[00:03:33.000 --> 00:03:35.920]  其實法理賽人其實一直都是壞人
[00:03:35.920 --> 00:03:39.400]  就是因為他害死了耶穌
[00:03:39.400 --> 00:03:41.520]  但是我們有沒有想過
[00:03:41.520 --> 00:03:44.600]  如果是他害死了耶穌之先
[00:03:44.600 --> 00:03:47.120]  為什麼會無緣無故有法理賽人的出現呢
[00:03:47.120 --> 00:03:50.200]  如果沒有一些原因
[00:03:50.200 --> 00:03:52.640]  我們不會無緣無故有基督徒出現的
[00:03:52.640 --> 00:03:54.200]  總會有一些原因的
[00:03:55.120 --> 00:03:55.920]  為什麼呢?
[00:03:55.920 --> 00:03:57.480]  聖經裡面其實沒有寫的
[00:03:57.480 --> 00:03:59.080]  但是有聖經學者
[00:03:59.080 --> 00:04:01.600]  認為他們出現可以追溯到
[00:04:01.600 --> 00:04:04.440]  回到以色列的時期
[00:04:04.440 --> 00:04:07.000]  那時候是做了什麼呢?
[00:04:07.000 --> 00:04:08.360]  以色列人呢
[00:04:08.360 --> 00:04:11.600]  剛剛被巴比倫人
[00:04:11.600 --> 00:04:12.640]  秘魯回歸了
[00:04:12.640 --> 00:04:16.320]  那麼他們回到了以色列
[00:04:16.320 --> 00:04:17.600]  那麼他們的領袖呢
[00:04:17.600 --> 00:04:19.160]  以色列就教他們了
[00:04:19.160 --> 00:04:21.360]  要嚴格遵守律法
[00:04:21.360 --> 00:04:23.600]  要遠離一切的外邦人
[00:04:23.720 --> 00:04:25.840]  不可以跟外邦人通婚
[00:04:25.840 --> 00:04:29.080]  避免遭受其他列邦
[00:04:29.080 --> 00:04:30.560]  一些外邦人的污染
[00:04:30.560 --> 00:04:32.360]  被引誘去拜偶像
[00:04:32.360 --> 00:04:33.560]  好像所羅門人
[00:04:33.560 --> 00:04:35.800]  其實你很明白的
[00:04:35.800 --> 00:04:36.520]  因為
[00:04:36.520 --> 00:04:38.000]  他們是因為這樣而亡國
[00:04:38.000 --> 00:04:39.400]  因為這樣而被擄的
[00:04:39.400 --> 00:04:41.400]  其實某種情況下是因為所羅門的
[00:04:41.400 --> 00:04:43.600]  引致這些事情出現的
[00:04:43.600 --> 00:04:45.400]  所以這群人的出現
[00:04:45.400 --> 00:04:46.520]  其實他們就是想
[00:04:46.520 --> 00:04:49.640]  重拾對律法的一個遵守
[00:04:49.640 --> 00:04:51.520]  對律法認真
[00:04:51.520 --> 00:04:53.520]  他們想分別為勝
[00:04:54.600 --> 00:04:56.320]  這些觀念其實全部都是好的
[00:04:56.320 --> 00:04:59.840]  是聽以色列的領袖的話
[00:04:59.840 --> 00:05:02.880]  但是為什麼到了耶穌時代
[00:05:02.880 --> 00:05:04.280]  他們會無緣無故變成壞人呢?
[00:05:04.280 --> 00:05:06.120]  那麼究竟他們壞了什麼呢?
[00:05:06.120 --> 00:05:08.600]  那麼我們看今天的經文吧
[00:05:08.600 --> 00:05:11.240]  是的
[00:05:11.240 --> 00:05:14.280]  由於我也是這裡的一個負責同工
[00:05:14.280 --> 00:05:16.320]  所以我們也是鼓勵大家去
[00:05:16.320 --> 00:05:17.680]  帶你本聖經的
[00:05:17.680 --> 00:05:19.200]  那麼我們今天看的經文是
[00:05:19.200 --> 00:05:22.680]  《路加福音》十一章三十七節至四十四節
[00:05:23.360 --> 00:05:25.520]  我們拿出你的電話
[00:05:25.520 --> 00:05:30.520]  準備好我們就一起讀
[00:05:30.520 --> 00:05:31.440]  如果沒有的話
[00:05:31.440 --> 00:05:33.240]  其實我們應該迎新那張桌子
[00:05:33.240 --> 00:05:35.240]  是有一些聖經在的
[00:05:35.240 --> 00:05:36.080]  是的
[00:05:36.080 --> 00:05:38.680]  OK了嗎?
[00:05:38.680 --> 00:05:43.440]  《路加福音》十一章三十七節至四十四節
[00:05:43.440 --> 00:05:46.880]  好,如果準備好
[00:05:46.880 --> 00:05:48.000]  大家看一看我
[00:05:48.000 --> 00:05:49.160]  讓我知道一下
[00:05:49.160 --> 00:05:49.920]  啊,OK,謝謝
[00:05:49.920 --> 00:05:51.000]  好像大多數都可以了
[00:05:51.000 --> 00:05:52.120]  好,我們預備
[00:05:52.120 --> 00:05:53.520]  一二三,一起讀
[00:05:53.520 --> 00:05:55.000]  一二三
[00:05:55.000 --> 00:05:56.800]  「說話的時候
[00:05:56.800 --> 00:06:01.080]  有一個法利塞人請耶穌到他吃飯
[00:06:01.080 --> 00:06:03.400]  耶穌照進去坐直
[00:06:03.400 --> 00:06:07.960]  這法利塞人看見耶穌飯前不洗手
[00:06:07.960 --> 00:06:09.120]  便詫異
[00:06:09.120 --> 00:06:10.800]  主對他說
[00:06:10.800 --> 00:06:15.480]  如今你們法利塞人洗淨賠盤裡外面
[00:06:15.480 --> 00:06:19.440]  你們裡面卻滿了勒索和邪惡
[00:06:19.880 --> 00:06:24.520]  無知的人,做外面的,不也做裡面嗎?
[00:06:24.520 --> 00:06:27.760]  只要把裡面的施舍給人
[00:06:27.760 --> 00:06:31.280]  凡物於你們就都潔淨了
[00:06:31.280 --> 00:06:34.400]  你們法利塞人有禍了
[00:06:34.400 --> 00:06:37.840]  因為你們將薄荷、芸香
[00:06:37.840 --> 00:06:41.600]  並各樣菜蔬獻上十分之一
[00:06:41.600 --> 00:06:45.920]  那公義和愛神的事反倒不行了
[00:06:46.320 --> 00:06:51.440]  這原是你們當行的,那也是不可不行的
[00:06:51.440 --> 00:06:54.400]  你們法利塞人有禍了
[00:06:54.400 --> 00:06:58.400]  因為你們喜愛了你的守衛
[00:06:58.400 --> 00:07:02.640]  又喜愛人在街市上問你們的安
[00:07:02.640 --> 00:07:04.440]  你們有禍了
[00:07:04.440 --> 00:07:08.080]  因為你們如同不顯露的墳墓
[00:07:08.080 --> 00:07:11.480]  走在上面的人並不知道」
[00:07:11.480 --> 00:07:15.800]  好,故事其實很明顯
[00:07:15.920 --> 00:07:21.600]  是說法利塞人有一個人請耶穌回家吃飯
[00:07:21.600 --> 00:07:25.160]  那麼耶穌去跟他吃飯的時候
[00:07:25.160 --> 00:07:27.160]  在吃飯之前不洗手
[00:07:27.160 --> 00:07:29.200]  那麼法利塞人就很奇怪了
[00:07:29.200 --> 00:07:33.360]  那麼為什麼耶穌吃飯前不洗手
[00:07:33.360 --> 00:07:34.720]  那麼法利塞人就奇怪了呢?
[00:07:34.720 --> 00:07:38.200]  其實這裡是在經文裡說的「不洗手」
[00:07:38.200 --> 00:07:41.400]  其實是在說的,不是說他不衛生
[00:07:41.400 --> 00:07:43.600]  就是你們為什麼在吃飯之前不洗手
[00:07:43.600 --> 00:07:45.640]  我們教小朋友是要這樣做的
[00:07:45.840 --> 00:07:47.120]  但是這裡說的不是
[00:07:47.120 --> 00:07:49.480]  是的,他們其實是在說
[00:07:49.480 --> 00:07:51.960]  因為猶太人的禮儀裡面
[00:07:51.960 --> 00:07:53.760]  其實法利塞人相信
[00:07:53.760 --> 00:07:55.120]  一些不潔的東西
[00:07:55.120 --> 00:07:59.640]  是會由一件東西轉移到另一件東西
[00:07:59.640 --> 00:08:01.160]  那麼所以呢
[00:08:01.160 --> 00:08:04.520]  例如他們會由他們碰過的東西
[00:08:04.520 --> 00:08:06.120]  就是手,碰到的食物
[00:08:06.120 --> 00:08:08.680]  那麼由食物會下到他們的身體裡面
[00:08:08.680 --> 00:08:11.360]  從而最後會影響到你的靈性
[00:08:11.360 --> 00:08:13.480]  影響到你跟神之間的關係
[00:08:13.760 --> 00:08:16.840]  那麼所以法利塞人,猶太人
[00:08:16.840 --> 00:08:22.600]  為了保證那些人沒有碰到任何的骯髒東西
[00:08:22.600 --> 00:08:23.960]  一些不潔的東西的時候
[00:08:23.960 --> 00:08:26.200]  他們慢慢把這些東西擺一擺
[00:08:26.200 --> 00:08:27.600]  延伸出來的時候
[00:08:27.600 --> 00:08:30.720]  其中一件事就是洗乾淨了
[00:08:30.720 --> 00:08:32.320]  就是用水去清洗
[00:08:32.320 --> 00:08:34.360]  就是其中一個除靜不潔的方法
[00:08:34.360 --> 00:08:36.160]  是一些禮儀上的事情
[00:08:36.160 --> 00:08:37.520]  那麼所以呢,其實
[00:08:37.520 --> 00:08:40.520]  當他們耶穌看到他們這麼做的時候
[00:08:40.520 --> 00:08:42.520]  法利塞人看到耶穌這麼做的時候
[00:08:42.520 --> 00:08:44.520]  他們會奇怪的原因就是這樣
[00:08:44.520 --> 00:08:47.000]  但是其實耶穌也知道
[00:08:47.000 --> 00:08:50.800]  法利塞人會覺得自己奇怪
[00:08:50.800 --> 00:08:53.680]  所以他就很直接地回應了
[00:08:53.680 --> 00:08:56.560]  那麼耶穌用了三個"和"去責備法利塞人
[00:08:56.560 --> 00:08:57.640]  那麼我們一起看看
[00:08:57.640 --> 00:09:01.440]  第一個"和"
[00:09:01.440 --> 00:09:04.920]  耶穌對他們這麼說
[00:09:04.920 --> 00:09:07.680]  "你們法利塞人洗淨杯盤的外面"
[00:09:07.680 --> 00:09:11.320]  "你們裡面的卻滿了勒索和邪惡"
[00:09:11.440 --> 00:09:14.400]  "無知的人,做外面的,不也做裡面嗎?"
[00:09:14.400 --> 00:09:17.480]  "只要把裡面的施捨給人"
[00:09:17.480 --> 00:09:19.320]  "凡物於你們就潔淨了"
[00:09:19.320 --> 00:09:23.680]  這裡其實我們有一點點的不太清楚
[00:09:23.680 --> 00:09:24.720]  就是不太明白
[00:09:24.720 --> 00:09:25.640]  就好像是說
[00:09:25.640 --> 00:09:27.680]  其實好像也跟洗手有什麼關係呢
[00:09:27.680 --> 00:09:29.120]  無緣無故說洗杯盤
[00:09:29.120 --> 00:09:31.360]  還有他在說裡面的
[00:09:31.360 --> 00:09:33.040]  裝滿了勒索和邪惡
[00:09:33.040 --> 00:09:34.400]  那麼其實在說什麼呢?
[00:09:34.400 --> 00:09:35.480]  那麼其實在這裡說
[00:09:35.480 --> 00:09:37.840]  耶穌是用一個比喻在說
[00:09:37.840 --> 00:09:39.240]  其實你們法利塞人
[00:09:39.240 --> 00:09:41.960]  就算你們用洗乾淨外面
[00:09:41.960 --> 00:09:43.120]  就是洗手的外面
[00:09:43.120 --> 00:09:44.720]  其實你們的內心
[00:09:44.720 --> 00:09:48.280]  同樣都是充滿了這些邪惡和勒索
[00:09:48.280 --> 00:09:50.960]  那麼勒索其實在新譯本有另一個意思
[00:09:50.960 --> 00:09:52.640]  是貪婪的意思
[00:09:52.640 --> 00:09:53.760]  那麼為什麼
[00:09:53.760 --> 00:09:56.800]  耶穌會說法利塞人是貪婪和邪惡呢?
[00:09:56.800 --> 00:09:58.200]  我們可以看看
[00:09:58.200 --> 00:09:59.760]  路加福音
[00:09:59.760 --> 00:10:01.720]  十六章十三至十四節
[00:10:01.720 --> 00:10:03.480]  這裡是說
[00:10:03.480 --> 00:10:06.480]  上面的聖經其實前半節應該大家都很熟
[00:10:06.480 --> 00:10:06.920]  就是說
[00:10:06.920 --> 00:10:08.800]  "一個僕人不能侍奉兩個主"
[00:10:09.000 --> 00:10:11.040]  "不是惡者的愛那個"
[00:10:11.040 --> 00:10:13.120]  "就是重者的輕那個"
[00:10:13.120 --> 00:10:16.000]  "你們不能又侍奉神又侍奉馬門"
[00:10:16.000 --> 00:10:18.360]  "法利塞人是貪愛錢財的"
[00:10:18.360 --> 00:10:21.440]  "他們聽見這一切的話就譏笑耶穌"
[00:10:21.440 --> 00:10:23.880]  他們在說法利塞人是貪錢
[00:10:23.880 --> 00:10:26.680]  所以其實勒索的意思
[00:10:26.680 --> 00:10:28.640]  就是在說他們貪婪
[00:10:28.640 --> 00:10:31.720]  他們貪的就是在貪一些不義之財等等
[00:10:31.720 --> 00:10:33.280]  那麼另外
[00:10:33.280 --> 00:10:34.800]  下一個呢
[00:10:37.600 --> 00:10:40.160]  他為什麼會跟法利塞人說
[00:10:40.160 --> 00:10:42.440]  "你只要將裡面的施舍給人"
[00:10:42.440 --> 00:10:44.000]  "凡物於你們就潔淨"
[00:10:44.000 --> 00:10:45.040]  剛剛說了
[00:10:45.040 --> 00:10:47.680]  其實他們洗乾淨他們的手
[00:10:47.680 --> 00:10:50.160]  其實不代表他洗乾淨他們的心
[00:10:50.160 --> 00:10:52.520]  那麼其實這裡裡面的意思
[00:10:52.520 --> 00:10:55.040]  在不同的聖經書裡面有不同的解釋
[00:10:55.040 --> 00:10:58.000]  分別有些解釋就是說他的內心
[00:10:58.000 --> 00:11:01.360]  有些的聖經書就會說是一個內在的生命
[00:11:01.360 --> 00:11:03.920]  那麼另外有一個聖經書的解釋
[00:11:03.920 --> 00:11:06.240]  就是說對貧窮人的關注
[00:11:07.320 --> 00:11:09.040]  所以其實整體的意思
[00:11:09.040 --> 00:11:11.640]  大約都是指向說法利塞人
[00:11:11.640 --> 00:11:15.240]  其實將他們貪回來的錢
[00:11:15.240 --> 00:11:16.960]  施舍出去
[00:11:16.960 --> 00:11:19.280]  那麼就可以潔淨你們的內心
[00:11:19.280 --> 00:11:24.320]  所以耶穌在這一個經文裡面說的是
[00:11:24.320 --> 00:11:25.920]  其實他在問法利塞人
[00:11:25.920 --> 00:11:29.480]  究竟洗手的條例
[00:11:29.480 --> 00:11:34.040]  還是洗乾淨你們貪婪的內心
[00:11:34.040 --> 00:11:35.840]  哪一樣比較重要呢
[00:11:37.920 --> 00:11:39.680]  所以耶穌在這裡說
[00:11:39.680 --> 00:11:43.600]  你只顧著一些洗手的禮儀
[00:11:43.600 --> 00:11:46.080]  其實你們是一群無知的人
[00:11:46.080 --> 00:11:50.760]  那麼耶穌繼續去說
[00:11:50.760 --> 00:11:52.720]  他繼續再下去說的時候
[00:11:52.720 --> 00:11:54.600]  他就用一些更直接的習俗給他們
[00:11:54.600 --> 00:11:55.520]  以及解釋
[00:11:55.520 --> 00:11:57.040]  就是經文的四十二節
[00:11:57.040 --> 00:11:59.640]  你們法利塞人有禍了
[00:11:59.640 --> 00:12:01.480]  因為你們將薄荷、芸香
[00:12:01.480 --> 00:12:04.280]  並各樣菜蔬獻上十分之一
[00:12:04.760 --> 00:12:07.880]  那公義和愛臣的事反倒不幸
[00:12:07.880 --> 00:12:09.960]  這原是你們當行的
[00:12:09.960 --> 00:12:12.560]  那也是不可不行的
[00:12:12.560 --> 00:12:17.800]  所以耶穌其實我們可以看到的是
[00:12:17.800 --> 00:12:21.200]  就算你們這群人
[00:12:21.200 --> 00:12:23.240]  法利塞人說律法
[00:12:23.240 --> 00:12:26.400]  你們也在律法裡面做一點不做一點
[00:12:26.400 --> 00:12:29.440]  你們做了十分之一
[00:12:29.440 --> 00:12:31.040]  獻上十分之一嗎?
[00:12:31.840 --> 00:12:34.960]  但是你們公義和愛臣的事
[00:12:34.960 --> 00:12:36.600]  為什麼你們沒有做呢?
[00:12:36.600 --> 00:12:40.320]  所以耶穌剛剛說
[00:12:40.320 --> 00:12:42.320]  他責備法利塞人是無知
[00:12:42.320 --> 00:12:44.040]  其實不是在說他們愚蠢
[00:12:44.040 --> 00:12:47.400]  是在說他們不明白上帝的心意
[00:12:47.400 --> 00:12:51.120]  我們在經文裡面可能看不到
[00:12:51.120 --> 00:12:52.520]  究竟這群法利塞人
[00:12:52.520 --> 00:12:56.000]  究竟他的無知是有心還是無心
[00:12:56.000 --> 00:12:58.080]  可能他真的不明白那件事
[00:12:58.080 --> 00:12:59.080]  不是真的
[00:12:59.080 --> 00:13:00.080]  不是這麼想的
[00:13:00.240 --> 00:13:04.280]  但是耶穌說的是你們對律法一知半解
[00:13:04.280 --> 00:13:06.120]  做一點不做一點
[00:13:06.120 --> 00:13:07.760]  神也說
[00:13:07.760 --> 00:13:09.440]  這樣是有禍的
[00:13:09.440 --> 00:13:14.200]  我們是不是呢?
[00:13:14.200 --> 00:13:18.840]  我們其實也是的
[00:13:18.840 --> 00:13:19.840]  大家想一下是不是
[00:13:19.840 --> 00:13:23.400]  我們會在對於神的一些看法
[00:13:23.400 --> 00:13:25.440]  可能聖經說神是愛
[00:13:25.440 --> 00:13:26.840]  這個好啊
[00:13:26.840 --> 00:13:28.640]  那我要了
[00:13:29.520 --> 00:13:30.520]  OK的這個
[00:13:30.520 --> 00:13:33.040]  但是下一下就會跟你說
[00:13:33.040 --> 00:13:35.080]  神是大而可畏
[00:13:35.080 --> 00:13:36.360]  蛤?
[00:13:36.360 --> 00:13:37.200]  這個啊?
[00:13:37.200 --> 00:13:38.200]  想一想
[00:13:38.200 --> 00:13:41.800]  神是會懲罰我們
[00:13:41.800 --> 00:13:42.800]  蛤?
[00:13:42.800 --> 00:13:44.000]  這樣啊?
[00:13:44.000 --> 00:13:45.360]  再想一想
[00:13:45.360 --> 00:13:49.040]  我們也是這樣
[00:13:49.040 --> 00:13:52.600]  另外我們剛剛說
[00:13:52.600 --> 00:13:56.800]  法利塞人將薄荷和芸香
[00:13:56.800 --> 00:14:00.040]  和各種菜蔬獻上十分之一
[00:14:00.040 --> 00:14:03.080]  去做了這些事
[00:14:03.080 --> 00:14:05.760]  是一些別人看到的事
[00:14:05.760 --> 00:14:08.960]  公義和愛神
[00:14:08.960 --> 00:14:10.560]  這些事
[00:14:10.560 --> 00:14:13.120]  有什麼可以表達的?
[00:14:13.120 --> 00:14:14.880]  是不是?
[00:14:14.880 --> 00:14:17.200]  我們很難用一個外表去界定一個人
[00:14:17.200 --> 00:14:18.720]  究竟你愛不愛主的
[00:14:18.720 --> 00:14:20.920]  究竟你是不是在行公義的
[00:14:20.920 --> 00:14:25.040]  法利塞人有沒有刻意去
[00:14:25.040 --> 00:14:27.280]  只是選擇做一些別人看到的事呢?
[00:14:27.280 --> 00:14:32.320]  我們上個教會
[00:14:32.320 --> 00:14:32.880]  說回教會
[00:14:32.880 --> 00:14:34.040]  我們上一季的季題
[00:14:34.040 --> 00:14:35.800]  其實是在說漢德建的愛
[00:14:35.800 --> 00:14:38.000]  我們都說了
[00:14:38.000 --> 00:14:41.240]  都教導我們要將愛活然在我們的生命裡面
[00:14:41.240 --> 00:14:42.360]  要讓別人看到的
[00:14:42.360 --> 00:14:45.360]  是對的
[00:14:45.360 --> 00:14:48.280]  但是
[00:14:48.280 --> 00:14:50.440]  當你獨處的時候
[00:14:50.440 --> 00:14:54.720]  我們的信仰生命又是怎樣呢?
[00:14:56.040 --> 00:14:58.840]  你可能每個星期都回來這裡崇拜
[00:14:58.840 --> 00:15:00.360]  你要乖一點的
[00:15:00.360 --> 00:15:01.760]  你回到祈禱會
[00:15:01.760 --> 00:15:03.280]  有侍奉
[00:15:03.280 --> 00:15:04.680]  有奉獻
[00:15:04.680 --> 00:15:07.360]  是不是這樣就代表愛神呢?
[00:15:07.360 --> 00:15:14.520]  不是說那些事不應該做
[00:15:14.520 --> 00:15:15.680]  那些事都要做的
[00:15:15.680 --> 00:15:17.760]  都是愛神的回應的表現
[00:15:17.760 --> 00:15:19.800]  不過
[00:15:19.800 --> 00:15:23.000]  你和神之間有沒有connection(連結)
[00:15:24.200 --> 00:15:25.360]  是不是因為這些事呢?
[00:15:25.360 --> 00:15:29.360]  就算你
[00:15:29.360 --> 00:15:30.400]  不要說是回崇拜了
[00:15:30.400 --> 00:15:31.520]  其實我們回崇拜
[00:15:31.520 --> 00:15:33.600]  有時候我們坐在後面
[00:15:33.600 --> 00:15:34.600]  都
[00:15:34.600 --> 00:15:36.120]  有時候會看到大家
[00:15:36.120 --> 00:15:37.120]  可能很累了
[00:15:37.120 --> 00:15:38.120]  要睡一睡
[00:15:38.120 --> 00:15:39.760]  可能很悶了
[00:15:39.760 --> 00:15:40.960]  要玩一玩手機
[00:15:40.960 --> 00:15:45.400]  那這樣回崇拜是不是愛神呢?
[00:15:45.400 --> 00:15:49.320]  回崇拜對你來說
[00:15:49.320 --> 00:15:51.640]  的目的是什麼呢?
[00:15:53.080 --> 00:15:54.520]  好,那不要說教會了
[00:15:54.520 --> 00:15:56.760]  我們說一些貼近大家的生活例子
[00:15:56.760 --> 00:15:58.640]  好像不斷地假裝大家回教會
[00:15:58.640 --> 00:15:59.320]  回得不好
[00:15:59.320 --> 00:16:00.320]  其實不是這個意思
[00:16:00.320 --> 00:16:01.800]  好,我們說拍拖
[00:16:01.800 --> 00:16:03.360]  是的
[00:16:03.360 --> 00:16:05.800]  那拍拖我們究竟
[00:16:05.800 --> 00:16:06.800]  剛剛說了
[00:16:06.800 --> 00:16:07.840]  我們其實好像回教會
[00:16:07.840 --> 00:16:08.840]  好像都不知道
[00:16:08.840 --> 00:16:10.840]  究竟我們的人存在
[00:16:10.840 --> 00:16:12.840]  但是好像不是這樣的時候
[00:16:12.840 --> 00:16:13.840]  大家有沒有想過
[00:16:13.840 --> 00:16:15.840]  其實你拍拖的情況呢?
[00:16:15.840 --> 00:16:17.720]  是的
[00:16:17.720 --> 00:16:19.240]  拍拖我們早期
[00:16:19.240 --> 00:16:20.760]  拍拖的時候
[00:16:20.760 --> 00:16:23.240]  大多數時候我們都會很愛對方
[00:16:23.240 --> 00:16:24.960]  很掛念對方
[00:16:24.960 --> 00:16:26.280]  那會做些什麼呢?
[00:16:26.280 --> 00:16:27.880]  我們會一直講電話
[00:16:27.880 --> 00:16:28.880]  我也是的
[00:16:28.880 --> 00:16:29.880]  當年
[00:16:29.880 --> 00:16:30.880]  那樣吧
[00:16:30.880 --> 00:16:32.920]  而且會捨不得掛線
[00:16:32.920 --> 00:16:34.320]  就是會講電話講到
[00:16:34.320 --> 00:16:36.120]  電話已經睡著了
