
[00:00:00.000 --> 00:00:03.540]  在建烈士大全有一位很出名的
[00:02:46.540 --> 00:02:49.440]  兒子的腳越整越差
[00:02:49.440 --> 00:02:53.340]  最後整隻腳都要切開 要截肢
[00:02:53.340 --> 00:02:58.700]  你上網會看到Hattie Greene
[00:02:58.700 --> 00:03:04.620]  一個很罕有帶來很大的一些悲劇
[00:03:04.620 --> 00:03:07.880]  我們想想有時我們會不會有很多資源
[00:03:07.880 --> 00:03:12.720]  不過我們就捨不得用 或者不知道去用
[00:03:12.720 --> 00:03:17.000]  我發覺非常可惜
[00:03:17.000 --> 00:03:19.760]  其實我們基督徒會不會都是這樣
[00:03:19.760 --> 00:03:21.160]  如果我們看聖經
[00:03:21.160 --> 00:03:23.460]  我們的資源 神給我們的祝福
[00:03:23.460 --> 00:03:26.740]  是多到你都想像不到那麼多
[00:03:26.740 --> 00:03:31.280]  但是有時我們就覺得我們好像很窮光蛋
[00:03:31.280 --> 00:03:33.480]  人家說基督徒很好
[00:03:33.480 --> 00:03:40.180]  不過我都不是為了我們所擁有的東西很雀躍
[00:03:40.180 --> 00:03:45.320]  我們甚至乎都沒有很享用神給我們的資源
[00:03:45.320 --> 00:03:47.560]  我們覺得這個信仰可有可無
[00:03:47.560 --> 00:03:52.100]  如果我們看看保羅一講到神的救恩
[00:03:52.100 --> 00:03:54.280]  我們剛才講了教會的真理
[00:03:54.280 --> 00:03:58.200]  保羅一至三章講到教會的真理
[00:03:58.200 --> 00:04:02.840]  講到神如何去建立這個 以愛建立這個群體
[00:04:02.840 --> 00:04:07.440]  首先這一部分 首先讚美
[00:04:07.440 --> 00:04:12.040]  所以對保羅來說 救恩是一個很豐盛
[00:04:12.040 --> 00:04:16.660]  一提到救恩就馬上很雀躍
[00:04:16.660 --> 00:04:20.520]  我們今天會不會很漠視我們得到的祝福
[00:04:20.520 --> 00:04:22.880]  我們不會享受
[00:04:22.880 --> 00:04:25.580]  沒有很好的一個讚美感恩的生活
[00:04:25.580 --> 00:04:30.260]  我們反而覺得自己好像窮光蛋
[00:04:30.260 --> 00:04:32.160]  我是如何去面對
[00:04:32.160 --> 00:04:36.340]  或者是回應神給我們這麼豐盛的救恩呢?
[00:04:36.340 --> 00:04:40.680]  或許我相信這段經文會擴闊我們的眼界
[00:04:40.680 --> 00:04:44.260]  如果我們像保羅一樣有一個縮寧的眼界
[00:04:44.260 --> 00:04:47.580]  去思想 去默想神的恩典
[00:04:47.580 --> 00:04:50.940]  哇 你真是有種讚美聲不絕
[00:04:50.940 --> 00:04:52.640]  或者我們一起學這段經文
[00:04:52.640 --> 00:04:54.440]  我們試一下 學一下保羅
[00:04:54.440 --> 00:04:57.580]  如何去看神奇妙的救恩
[00:04:57.580 --> 00:05:01.060]  或者我們首先看看第一節到第二節
[00:05:01.060 --> 00:05:03.360]  因為篇幅比較長
[00:05:03.360 --> 00:05:06.460]  我想剛才大家一起讀過
[00:05:06.460 --> 00:05:09.220]  或者我簡單地去看這段經文
[00:05:09.220 --> 00:05:16.140]  第一節到第二節講到信徒得著神一些很寶貴的祝福
[00:05:16.140 --> 00:05:19.300]  這個祝福就是恩惠和平安
[00:05:19.300 --> 00:05:21.020]  我們看看這段經文
[00:05:21.020 --> 00:05:24.040]  我們看看第一節這裡提到
[00:05:24.040 --> 00:05:25.820]  保羅如何稱呼自己呢?
[00:05:25.820 --> 00:05:29.340]  他說是作基督耶穌的使徒
[00:05:29.340 --> 00:05:31.940]  是耶穌基督所委任他的
[00:05:31.940 --> 00:05:34.180]  使徒即是被差派的意思
[00:05:34.180 --> 00:05:37.540]  是一個有權柄的很重要的一個位份
[00:05:37.540 --> 00:05:39.780]  你和我不能夠叫自己是使徒
[00:05:39.780 --> 00:05:42.580]  是神建立教會很有權柄的
[00:05:42.580 --> 00:05:45.720]  還有這裡說他是奉神旨意的
[00:05:45.720 --> 00:05:47.940]  哇 這是神的命令來的
[00:05:47.940 --> 00:05:50.240]  所以這些說話一定是很重要的
[00:05:50.240 --> 00:05:51.640]  信徒一定要聽
[00:05:51.640 --> 00:05:55.760]  或者看看收信人或者讀者是哪些人
[00:05:55.760 --> 00:05:59.780]  這裡說寫信給已不鎖的眾聖徒
[00:05:59.780 --> 00:06:02.580]  我們知道保羅在全福音建立了很多教會
[00:06:02.580 --> 00:06:04.780]  其中一間很大的地方
[00:06:04.780 --> 00:06:06.780]  他差不多花了三年的時間
[00:06:06.780 --> 00:06:09.880]  在那裡去全福音去建立信徒
[00:06:09.880 --> 00:06:13.420]  是一個很重要的教會
[00:06:13.420 --> 00:06:18.080]  他位於亞洲的西端
[00:06:18.080 --> 00:06:20.080]  即是今天的土耳其的西端
[00:06:20.080 --> 00:06:21.580]  他的位置非常重要
[00:06:21.580 --> 00:06:23.960]  因為是一個海邊來的地方
[00:06:23.960 --> 00:06:25.960]  他是一個重要的港口
[00:06:25.960 --> 00:06:27.960]  以至於他的經貿非常發達
[00:06:27.960 --> 00:06:29.960]  你想想如果他在海邊的時候
[00:06:29.960 --> 00:06:31.960]  很多貨物如果經過他們
[00:06:31.960 --> 00:06:33.960]  進入內陸的地方
[00:06:33.960 --> 00:06:37.240]  他們會成為一個很重要的地方
[00:06:37.240 --> 00:06:39.240]  所以經濟發展非常蓬勃
[00:06:39.240 --> 00:06:43.220]  但是人的道德就極之敗壞
[00:06:43.220 --> 00:06:47.400]  還有就是他們屬靈的生命
[00:06:47.400 --> 00:06:51.040]  屬靈的事情很貧乏
[00:06:51.040 --> 00:06:52.640]  因為他們拜偶像
[00:06:52.640 --> 00:06:55.640]  有很多的巫術在當地是流行的
[00:06:55.640 --> 00:06:58.240]  而當地他們就拜一個
[00:06:58.240 --> 00:07:00.240]  他們覺得很尊貴的
[00:07:00.240 --> 00:07:02.240]  一個叫做底米嬌的女神
[00:07:02.240 --> 00:07:05.840]  這個女神的廟的地方
[00:07:05.840 --> 00:07:09.240]  是有60呎這麼高的柱子
[00:07:09.240 --> 00:07:12.240]  成為當時世界的一大奇景
[00:07:12.240 --> 00:07:14.240]  你會看到
[00:07:14.240 --> 00:07:16.240]  沒錯是物質很豐富
[00:07:16.240 --> 00:07:18.240]  但是屬靈的生命非常貧乏
[00:07:18.240 --> 00:07:20.240]  以至於道德也是很敗壞
[00:07:20.240 --> 00:07:23.240]  今天我們身處在香港
[00:07:23.240 --> 00:07:27.240]  很多時候我們都有很多的物質
[00:07:27.240 --> 00:07:29.240]  很豐富
[00:07:29.240 --> 00:07:31.240]  我們很多時候會走到這裏
[00:07:31.240 --> 00:07:33.240]  可能物質就成為了我們的神
[00:07:33.240 --> 00:07:35.240]  又或者我們都有很多的
[00:07:35.240 --> 00:07:39.240]  一些不同的偶像
[00:07:39.240 --> 00:07:41.240]  但是我們的屬靈的生命又是怎樣呢?
[00:07:41.240 --> 00:07:43.240]  所以這個和我們香港人
[00:07:43.240 --> 00:07:45.240]  都很息息相關
[00:07:45.240 --> 00:07:47.240]  這些信徒
[00:07:47.240 --> 00:07:49.240]  他們本來怎樣稱呼他們呢?
[00:07:49.240 --> 00:07:51.240]  他們稱他們為「聖徒」
[00:07:51.240 --> 00:07:53.240]  聖徒就不是代表
[00:07:53.240 --> 00:07:55.240]  他們特別是屬靈很高
[00:07:55.240 --> 00:07:57.240]  或者是很熱心
[00:07:57.240 --> 00:07:59.240]  所以是額外一班人
[00:07:59.240 --> 00:08:01.240]  其實聖徒
[00:08:01.240 --> 00:08:03.240]  如果我們再看下去
[00:08:03.240 --> 00:08:05.240]  就是在基督裏面
[00:08:05.240 --> 00:08:07.240]  忠心的人
[00:08:07.240 --> 00:08:09.240]  或者是基督裏面有信心的人
[00:08:09.240 --> 00:08:11.240]  即是相信耶穌基督的人
[00:08:11.240 --> 00:08:13.240]  他們雖然是很混雜
[00:08:13.240 --> 00:08:15.240]  在一個這樣的道德敗壞的地方
[00:08:15.240 --> 00:08:17.240]  或者和神距離很遠
[00:08:17.240 --> 00:08:19.240]  他們甚至很害怕
[00:08:19.240 --> 00:08:21.240]  很害怕活在驚恐當中
[00:08:21.240 --> 00:08:23.240]  因為他們很相信那些
[00:08:23.240 --> 00:08:25.240]  巫術那些東西
[00:08:25.240 --> 00:08:27.240]  如果你擺開這個神的時候
[00:08:27.240 --> 00:08:29.240]  會使到他們會不會害我
[00:08:29.240 --> 00:08:31.240]  在這樣的情況下
[00:08:31.240 --> 00:08:33.240]  保羅寫
[00:08:33.240 --> 00:08:35.240]  已忽所恕
[00:08:35.240 --> 00:08:37.240]  稱他們為「聖徒」
[00:08:37.240 --> 00:08:39.240]  雖然是很骯髒
[00:08:39.240 --> 00:08:41.240]  雖然是很多的混亂
[00:08:41.240 --> 00:08:43.240]  但是當他們相信耶穌基督之後
[00:08:43.240 --> 00:08:45.240]  他們能夠分別為「聖」
[00:08:45.240 --> 00:08:47.240]  「聖」的意思就是分別出來
[00:08:47.240 --> 00:08:49.240]  為神所用
[00:08:49.240 --> 00:08:51.240]  所以就成為一個很貴重的
[00:08:51.240 --> 00:08:53.240]  在神的眼裏面
[00:08:53.240 --> 00:08:55.240]  很重要的
[00:08:55.240 --> 00:08:57.240]  一些他的儀慮
[00:08:57.240 --> 00:08:59.240]  這裏說
[00:08:59.240 --> 00:09:01.240]  保羅就是祝願的說話
[00:09:01.240 --> 00:09:03.240]  就是願因爲平安
[00:09:03.240 --> 00:09:05.240]  從我們父神和主耶穌基督裏面
[00:09:05.240 --> 00:09:07.240]  歸給你們
[00:09:07.240 --> 00:09:09.240]  那個祝謝很有意思
[00:09:09.240 --> 00:09:11.240]  因典和平安
[00:09:11.240 --> 00:09:13.240]  當一個人信了主是白白得救
[00:09:13.240 --> 00:09:15.240]  是神的因典
[00:09:15.240 --> 00:09:17.240]  是自己贊取的
[00:09:17.240 --> 00:09:19.240]  所以福音書說
[00:09:19.240 --> 00:09:21.240]  得救是本乎因也因著信
[00:09:21.240 --> 00:09:23.240]  所以就是
[00:09:23.240 --> 00:09:25.240]  當一個人信了主
[00:09:25.240 --> 00:09:27.240]  和神有和好的關係
[00:09:27.240 --> 00:09:29.240]  以致有平安
[00:09:29.240 --> 00:09:31.240]  人與人之間都可以和好
[00:09:31.240 --> 00:09:33.240]  內心也有平安
[00:09:33.240 --> 00:09:35.240]  而這個祝福很特別
[00:09:35.240 --> 00:09:37.240]  就是我們信了主之後
[00:09:37.240 --> 00:09:39.240]  神仍然不斷給我們祝福
[00:09:39.240 --> 00:09:41.240]  我們屢次犯錯
[00:09:41.240 --> 00:09:43.240]  但是神有恩典
[00:09:43.240 --> 00:09:45.240]  又叫我們和好
[00:09:45.240 --> 00:09:47.240]  我們與人的生命
[00:09:47.240 --> 00:09:49.240]  可以有接觸和好
[00:09:49.240 --> 00:09:51.240]  所以這是很寶貴的
[00:09:51.240 --> 00:09:53.240]  一個生命
[00:09:53.240 --> 00:09:55.240]  不斷經歷神的恩典
[00:09:55.240 --> 00:09:57.240]  和平安
[00:09:57.240 --> 00:09:59.240]  有一位
[00:09:59.240 --> 00:10:01.240]  做癌症的
[00:10:01.240 --> 00:10:03.240]  一個輔導員
[00:10:03.240 --> 00:10:05.240]  Lynn Epps 在美國的地方
[00:10:05.240 --> 00:10:07.240]  這位Lynn
[00:10:07.240 --> 00:10:09.240]  是一個癌症的康復者
[00:10:09.240 --> 00:10:11.240]  後來經歷了
[00:10:11.240 --> 00:10:13.240]  一些癌症之後
[00:10:13.240 --> 00:10:15.240]  她成為了一個輔導員
[00:10:15.240 --> 00:10:17.240]  其中有一個她很深刻的印象
[00:10:17.240 --> 00:10:19.240]  是一位女士
[00:10:19.240 --> 00:10:21.240]  叫Helbeta
[00:10:21.240 --> 00:10:23.240]  Helbeta是一個非常緊張的人
[00:10:23.240 --> 00:10:25.240]  她剛剛懷疑自己可能有
[00:10:25.240 --> 00:10:27.240]  腫瘤
[00:10:27.240 --> 00:10:29.240]  就去診所檢查
[00:10:29.240 --> 00:10:31.240]  但是這位Helbeta
[00:10:31.240 --> 00:10:33.240]  就很緊張
[00:10:33.240 --> 00:10:35.240]  Lynn就說看到她的手
[00:10:35.240 --> 00:10:37.240]  在等待的時候
[00:10:37.240 --> 00:10:39.240]  手指很緊張
[00:10:39.240 --> 00:10:41.240]  在耳朵那裡
[00:10:41.240 --> 00:10:43.240]  又淪落在流淚
[00:10:43.240 --> 00:10:45.240]  很緊張
[00:10:45.240 --> 00:10:47.240]  Lynn就覺得可不可以給她一些支援
[00:10:47.240 --> 00:10:49.240]  你知道等報告
[00:10:49.240 --> 00:10:51.240]  很辛苦的
[00:10:51.240 --> 00:10:53.240]  就沒有那麼快
[00:10:53.240 --> 00:10:55.240]  結果第二天很快
[00:10:55.240 --> 00:10:57.240]  這位Helbeta又再來診所
[00:10:57.240 --> 00:10:59.240]  沒有和醫生有任何的約見
[00:10:59.240 --> 00:11:01.240]  但是就走上來很不安
[00:11:01.240 --> 00:11:03.240]  Lynn就說
[00:11:03.240 --> 00:11:05.240]  不如你來我辦公室
[00:11:05.240 --> 00:11:07.240]  坐下來大家聊聊
[00:11:07.240 --> 00:11:09.240]  Lynn就說
[00:11:09.240 --> 00:11:11.240]  明知道主的平安
[00:11:11.240 --> 00:11:13.240]  主的福音
[00:11:13.240 --> 00:11:15.240]  才帶給她安慰
[00:11:15.240 --> 00:11:17.240]  但是又好像很突然
[00:11:17.240 --> 00:11:19.240]  但是很奇妙
[00:11:19.240 --> 00:11:21.240]  就是Helbeta
[00:11:21.240 --> 00:11:23.240]  首先就問她一句話
[00:11:23.240 --> 00:11:25.240]  怎樣人才可以上到天堂
[00:11:25.240 --> 00:11:27.240]  問她這個問題
[00:11:27.240 --> 00:11:29.240]  因為人對他那個驚慌的關口
[00:11:29.240 --> 00:11:31.240]  人的將來的命運
[00:11:31.240 --> 00:11:33.240]  是很重要
[00:11:33.240 --> 00:11:35.240]  對一個人
[00:11:35.240 --> 00:11:37.240]  Lynn就說
[00:11:37.240 --> 00:11:39.240]  沒錯你可以靠著信耶穌
[00:11:39.240 --> 00:11:41.240]  能夠去天堂
[00:11:41.240 --> 00:11:43.240]  不過不只是去天堂
[00:11:43.240 --> 00:11:45.240]  我和神建立一個關係
[00:11:45.240 --> 00:11:47.240]  我的生命得到了神的改變
[00:11:47.240 --> 00:11:49.240]  這是很幸福的
[00:11:49.240 --> 00:11:51.240]  很大的福分
[00:11:51.240 --> 00:11:53.240]  結果這位Helbeta
[00:11:53.240 --> 00:11:55.240]  握著Lynn的手流淚
[00:11:55.240 --> 00:11:57.240]  決志信了耶穌
[00:11:57.240 --> 00:11:59.240]  結果
[00:11:59.240 --> 00:12:01.240]  報告出來了
[00:12:01.240 --> 00:12:03.240]  兩個星期
[00:12:03.240 --> 00:12:05.240]  就說原來確診了
[00:12:05.240 --> 00:12:07.240]  真的有肺癌在裏面
[00:12:07.240 --> 00:12:09.240]  Helbeta
[00:12:09.240 --> 00:12:11.240]  要經歷很多的醫治
[00:12:11.240 --> 00:12:13.240]  但是
[00:12:13.240 --> 00:12:15.240]  情況不見得好
[00:12:15.240 --> 00:12:17.240]  過了一段時間反而癌病
[00:12:17.240 --> 00:12:19.240]  就是癌細胞
[00:12:19.240 --> 00:12:21.240]  進入了脊椎
[00:12:21.240 --> 00:12:23.240]  她走不了
[00:12:23.240 --> 00:12:25.240]  Lynn就很心急
[00:12:25.240 --> 00:12:27.240]  Helbeta這個人這麼緊張
[00:12:27.240 --> 00:12:29.240]  不如快點打電話安慰她
[00:12:29.240 --> 00:12:31.240]  誰知道一聽到電話的時候
[00:12:31.240 --> 00:12:33.240]  Helbeta就出奇的平靜
[00:12:33.240 --> 00:12:35.240]  她就和Lynn
[00:12:35.240 --> 00:12:37.240]  說了一句話
[00:12:37.240 --> 00:12:39.240]  你剛剛打電話給我的今天
[00:12:39.240 --> 00:12:41.240]  是我人生最差的一天
[00:12:41.240 --> 00:12:43.240]  也是我最美麗的一天
[00:12:43.240 --> 00:12:45.240]  為什麼呢?
[00:12:45.240 --> 00:12:47.240]  因為我走不了
[00:12:47.240 --> 00:12:49.240]  要人照顧
[00:12:49.240 --> 00:12:51.240]  我感覺非常沮喪
[00:12:51.240 --> 00:12:53.240]  是很差的一天
[00:12:53.240 --> 00:12:55.240]  但是今天,因為當時是聖誕期間
[00:12:55.240 --> 00:12:57.240]  聖誕前之前的時間
[00:12:57.240 --> 00:12:59.240]  有一群人
[00:12:59.240 --> 00:13:01.240]  來探望我
[00:13:01.240 --> 00:13:03.240]  唱聖詩
[00:13:03.240 --> 00:13:05.240]  給我一些禮物
[00:13:05.240 --> 00:13:07.240]  有些食物
[00:13:07.240 --> 00:13:09.240]  她感覺到很被愛
[00:13:09.240 --> 00:13:11.240]  這是她很少會感受到的
[00:13:11.240 --> 00:13:13.240]  所以這一天對她來說
[00:13:13.240 --> 00:13:15.240]  是一個很美好的一天
[00:13:15.240 --> 00:13:17.240]  所以對Helbeta來說
[00:13:17.240 --> 00:13:19.240]  這種超自然的平安
[00:13:19.240 --> 00:13:21.240]  是當她有了這個恩典
[00:13:21.240 --> 00:13:23.240]  就有了
[00:13:23.240 --> 00:13:25.240]  所以
[00:13:25.240 --> 00:13:27.240]  在祝賀語的時候
[00:13:27.240 --> 00:13:29.240]  保羅的祝福語
[00:13:29.240 --> 00:13:31.240]  開始的問候語
[00:13:31.240 --> 00:13:33.240]  我們看到信徒的福分
[00:13:33.240 --> 00:13:35.240]  然後我們再看第三節
[00:13:35.240 --> 00:13:37.240]  到十四節
[00:13:37.240 --> 00:13:39.240]  就說到具體的
[00:13:39.240 --> 00:13:41.240]  信徒的福氣
[00:13:41.240 --> 00:13:43.240]  這裡是第三節
[00:13:43.240 --> 00:13:45.240]  到第十四節
[00:13:45.240 --> 00:13:47.240]  是很不尋常的
[00:13:47.240 --> 00:13:49.240]  因為是句子
[00:13:49.240 --> 00:13:51.240]  原因是一句
[00:13:51.240 --> 00:13:53.240]  保羅很少
[00:13:53.240 --> 00:13:55.240]  寫書信
[00:13:55.240 --> 00:13:57.240]  為什麼會這樣呢
[00:13:57.240 --> 00:13:59.240]  因為有很多附屬句
[00:13:59.240 --> 00:14:01.240]  一個連一個
[00:14:01.240 --> 00:14:03.240]  一個扣一個
[00:14:03.240 --> 00:14:05.240]  其實我們都看到
[00:14:05.240 --> 00:14:07.240]  當保羅說到神的救恩
[00:14:07.240 --> 00:14:09.240]  他好像去到一個感情非常澎湃
[00:14:09.240 --> 00:14:11.240]  說完一句
[00:14:11.240 --> 00:14:13.240]  他不停
[00:14:13.240 --> 00:14:15.240]  一個扣一個
[00:14:15.240 --> 00:14:17.240]  連續去說神的救恩
[00:14:17.240 --> 00:14:19.240]  或者我們一起去看看
[00:14:19.240 --> 00:14:21.240]  這一段讚美的一段說話
[00:14:21.240 --> 00:14:23.240]  我們先看第三節
[00:14:23.240 --> 00:14:25.240]  這裡可以說
[00:14:25.240 --> 00:14:27.240]  一個引子
[00:14:27.240 --> 00:14:29.240]  讚美的引子
[00:14:29.240 --> 00:14:31.240]  首先讚美
[00:14:31.240 --> 00:14:33.240]  「願頌讚歸給我們主耶穌基督的父神
[00:14:33.240 --> 00:14:35.240]  他在基督裡
[00:14:35.240 --> 00:14:37.240]  尋把天上各樣
[00:14:37.240 --> 00:14:39.240]  屬靈的福氣賜給我們」
[00:14:39.240 --> 00:14:41.240]  這裡說到
[00:14:41.240 --> 00:14:43.240]  各樣的福氣
[00:14:43.240 --> 00:14:45.240]  很多很多
[00:14:45.240 --> 00:14:47.240]  但有兩個特點
[00:14:47.240 --> 00:14:49.240]  第一是在基督裡面
[00:14:49.240 --> 00:14:51.240]  就是說這些福分
[00:14:51.240 --> 00:14:53.240]  是信徒信了耶穌
[00:14:53.240 --> 00:14:55.240]  和神生命的結連之有
[00:14:55.240 --> 00:14:57.240]  是屬世找不到的
[00:14:57.240 --> 00:14:59.240]  是只有信徒
[00:14:59.240 --> 00:15:01.240]  在基督裡面才有
[00:15:01.240 --> 00:15:03.240]  第二個特點
[00:15:03.240 --> 00:15:05.240]  就是屬靈的福氣
[00:15:05.240 --> 00:15:07.240]  在天上的福氣
[00:15:07.240 --> 00:15:09.240]  什麼叫屬靈的福氣呢?
[00:15:09.240 --> 00:15:11.240]  當然是比較於
[00:15:11.240 --> 00:15:13.240]  我們物質的
[00:15:13.240 --> 00:15:15.240]  這個世界
[00:15:15.240 --> 00:15:17.240]  或者物質的豐盛的對比
[00:15:17.240 --> 00:15:19.240]  是有屬靈的
[00:15:19.240 --> 00:15:21.240]  很大的福氣
[00:15:21.240 --> 00:15:23.240]  天上的不是地上的
[00:15:23.240 --> 00:15:25.240]  地上我們拿到什麼呢?
[00:15:25.240 --> 00:15:27.240]  我們有物質的享受
[00:15:27.240 --> 00:15:29.240]  我們有名譽地位等等
[00:15:29.240 --> 00:15:31.240]  拿到這些
[00:15:31.240 --> 00:15:33.240]  但這裡本來就說
[00:15:33.240 --> 00:15:35.240]  神給我們很多屬靈的福氣
[00:15:35.240 --> 00:15:37.240]  我們看到的時候可能會覺得
[00:15:37.240 --> 00:15:39.240]  很抽象
[00:15:39.240 --> 00:15:41.240]  好像很不實際
[00:15:41.240 --> 00:15:43.240]  或者現在很多人說
[00:15:43.240 --> 00:15:45.240]  很離地
[00:15:45.240 --> 00:15:47.240]  好像
[00:15:47.240 --> 00:15:49.240]  這些屬靈的福氣是怎樣呢?
[00:15:49.240 --> 00:15:51.240]  但是如果我們再看真一點
[00:15:51.240 --> 00:15:53.240]  神都會給我們
[00:15:53.240 --> 00:15:55.240]  有物質的豐盛
[00:15:55.240 --> 00:15:57.240]  保羅說
[00:15:57.240 --> 00:15:59.240]  我知道怎樣處富貴
[00:15:59.240 --> 00:16:01.240]  也知道怎樣處貧賤
[00:16:01.240 --> 00:16:03.240]  那些不是最重要
[00:16:03.240 --> 00:16:05.240]  最重要是耶穌基督說
[00:16:05.240 --> 00:16:07.240]  人的生命不在乎家道豐富
[00:16:07.240 --> 00:16:09.240]  有人來到我這裡
[00:16:09.240 --> 00:16:11.240]  我就給你得安息
[00:16:11.240 --> 00:16:13.240]  拿到屬靈的安息
[00:16:13.240 --> 00:16:15.240]  在我裡面
[00:16:15.240 --> 00:16:17.240]  有生命並且得到更豐盛
[00:16:17.240 --> 00:16:19.240]  若然沒有屬靈的祝福
[00:16:19.240 --> 00:16:21.240]  我們只有物質上的祝福
[00:16:21.240 --> 00:16:23.240]  可能不是一個好處
[00:16:23.240 --> 00:16:25.240]  反而是一個禍處
[00:16:25.240 --> 00:16:27.240]  我們會努力賺錢
[00:16:27.240 --> 00:16:29.240]  努力埋頭埋腦
[00:16:29.240 --> 00:16:31.240]  將一些事情
[00:16:31.240 --> 00:16:33.240]  在我們認為重要的價值上
[00:16:33.240 --> 00:16:35.240]  但沒有永恆的價值
[00:16:35.240 --> 00:16:37.240]  我們甚至可能做一些違法的事情
[00:16:37.240 --> 00:16:39.240]  我們要賺取這些不擇手段
[00:16:39.240 --> 00:16:41.240]  我們會說一些謊言
[00:16:41.240 --> 00:16:43.240]  因為屬靈的生命對我們一點都不重要
[00:16:43.240 --> 00:16:45.240]  可能是一個很大的禍患
[00:16:45.240 --> 00:16:49.240]  物質的豐盛
[00:16:49.240 --> 00:16:51.240]  是否能夠滿足到我們人的需要呢?
[00:16:51.240 --> 00:16:53.240]  又或者
[00:16:53.240 --> 00:16:55.240]  這些物質給我們的享受
[00:16:55.240 --> 00:16:57.240]  能否給我們人生的方向和意義呢?
[00:16:57.240 --> 00:16:59.240]  大家可以想想
[00:16:59.240 --> 00:17:01.240]  其實給不到
[00:17:01.240 --> 00:17:03.240]  我們知道
[00:17:03.240 --> 00:17:05.240]  有一個人很出名
[00:17:05.240 --> 00:17:07.240]  叫葉繼歡
[00:17:07.240 --> 00:17:09.240]  前一陣子他去世
[00:17:09.240 --> 00:17:11.240]  他是一個基督徒
[00:17:11.240 --> 00:17:13.240]  他被稱為
[00:17:13.240 --> 00:17:15.240]  他自己說當時最出名的名字
[00:17:15.240 --> 00:17:17.240]  就是首號通緝犯
[00:17:17.240 --> 00:17:19.240]  大家知道
[00:17:19.240 --> 00:17:21.240]  葉繼歡是做了很多的案件
