
[00:00:00.000 --> 00:00:01.540]  各位大型姊妹早晨
[00:02:11.840 --> 00:02:13.880]  這條天路上面
[00:02:13.880 --> 00:02:16.180]  前行的方向
[00:02:16.180 --> 00:02:17.980]  主多謝你
[00:02:17.980 --> 00:02:20.020]  你和我們一起走這條路
[00:02:20.540 --> 00:02:21.560]  我們今天繼續
[00:02:21.560 --> 00:02:23.360]  被你的說話
[00:02:23.360 --> 00:02:25.140]  所帶領
[00:02:25.140 --> 00:02:26.420]  掌管
[00:02:26.420 --> 00:02:28.740]  祈求禱告奉耶穌基督的名
[00:02:28.740 --> 00:02:29.500]  阿門
[00:02:29.500 --> 00:02:35.900]  今天這個題目叫做主給我子女名分
[00:02:35.900 --> 00:02:39.220]  可能有些弟兄姊妹都會想到
[00:02:39.220 --> 00:02:41.280]  為甚麼會用這個
[00:02:41.280 --> 00:02:47.680]  講題呢
[00:02:49.220 --> 00:02:51.780]  當然聖經是這樣說的
[00:02:51.780 --> 00:02:53.580]  所以我們的講題是對的
[00:02:53.580 --> 00:02:55.100]  但是另外一方面
[00:02:55.100 --> 00:02:57.660]  這幾個字其實是一首
[00:02:57.660 --> 00:02:59.460]  很好聽的詩歌
[00:02:59.460 --> 00:03:04.060]  有沒有弟兄姊妹認識這首詩歌?唱過這首詩歌?
[00:03:04.060 --> 00:03:05.860]  只有後面兩位
[00:03:05.860 --> 00:03:08.940]  這些是香港最近來的
[00:03:08.940 --> 00:03:11.740]  就是郭傳道和
[00:03:11.740 --> 00:03:14.820]  旁邊的人看不到,太黑了
[00:03:17.380 --> 00:03:19.420]  這首歌是很好的歌
[00:03:19.420 --> 00:03:21.480]  所以我本來想到
[00:03:21.480 --> 00:03:24.540]  今天的經文就是講這個題目
[00:03:24.540 --> 00:03:27.620]  這個題目是從詩歌來的
[00:03:27.620 --> 00:03:30.700]  詩歌既然是有這樣的題目
[00:03:30.700 --> 00:03:32.740]  回應詩歌應該唱這首
[00:03:32.740 --> 00:03:35.300]  這麼好聽的詩歌,這麼有意思
[00:03:35.300 --> 00:03:37.860]  這麼配合聖經的主題
[00:03:37.860 --> 00:03:39.140]  但是
[00:03:39.140 --> 00:03:40.680]  這首詩歌
[00:03:40.680 --> 00:03:43.240]  是一首很開心很興奮的詩歌
[00:03:43.240 --> 00:03:44.260]  因為主
[00:03:44.520 --> 00:03:48.620]  叫我們做他的兒女,多開心的事
[00:03:48.620 --> 00:03:54.000]  如果在普通來說,上契要擺奏
[00:03:54.000 --> 00:03:57.320]  然後有上契禮物,很開心的事
[00:03:57.320 --> 00:03:59.620]  唱這首歌應該很開心
[00:03:59.620 --> 00:04:00.900]  但是
[00:04:00.900 --> 00:04:02.700]  我們又不能唱
[00:04:02.700 --> 00:04:04.740]  又不太開心
[00:04:04.740 --> 00:04:06.800]  唱不出那種
[00:04:06.800 --> 00:04:10.120]  很開心興奮的心情
[00:04:10.120 --> 00:04:13.700]  所以我和OGA商量,不如留待第二天
[00:04:13.960 --> 00:04:15.760]  大家都可以唱的時候
[00:04:15.760 --> 00:04:17.040]  才再唱
[00:04:17.040 --> 00:04:19.340]  帶著那種興奮來唱
[00:04:19.340 --> 00:04:21.640]  不然這次唱的時候
[00:04:21.640 --> 00:04:27.020]  失去了那種興奮,大家對這首詩歌的印象不是很好
[00:04:27.020 --> 00:04:28.560]  不要浪費了
[00:04:28.560 --> 00:04:29.840]  所以
[00:04:29.840 --> 00:04:31.620]  在這麼興奮的裡面
[00:04:31.620 --> 00:04:34.440]  我們再次確立神給我們
[00:04:34.440 --> 00:04:35.980]  屬於他
[00:04:35.980 --> 00:04:38.280]  我們是他的兒女
[00:04:38.280 --> 00:04:39.060]  這個名分
[00:04:39.060 --> 00:04:43.920]  上一次我和大家分享了
[00:04:44.180 --> 00:04:46.980]  在第八章的開頭
[00:04:46.980 --> 00:04:51.080]  今天主要是十二到十六章
[00:04:51.080 --> 00:04:55.180]  前面我們再讀,讓大家再重溫一點
[00:04:55.180 --> 00:04:56.460]  讓我們
[00:04:56.460 --> 00:04:58.240]  再記得我們
[00:04:58.240 --> 00:05:00.300]  之前所講過的
[00:05:00.300 --> 00:05:01.580]  一些內容
[00:05:01.580 --> 00:05:07.200]  少少幫大家記一下
[00:05:07.200 --> 00:05:10.020]  上次我們講過
[00:05:10.280 --> 00:05:15.920]  在我們基督徒生活裡面,有一些不太平衡的地方
[00:05:15.920 --> 00:05:17.460]  為什麼呢?因為我們
[00:05:17.460 --> 00:05:21.800]  要麼就只喜歡緬懷過去,想起以前
[00:05:21.800 --> 00:05:26.420]  完成了的,我們已經在耶穌基督裡面被稱為義
[00:05:26.420 --> 00:05:27.960]  都是很開心的事
[00:05:27.960 --> 00:05:31.020]  但是有時候我們只是看過去
[00:05:31.020 --> 00:05:34.360]  就忘記了要看一下未來
[00:05:34.360 --> 00:05:36.660]  但是有時候我們又
[00:05:36.920 --> 00:05:42.040]  太過集中看未來,將來我們去天堂就什麼都搞定了
[00:05:42.040 --> 00:05:45.880]  我們將來有得去天堂,於是現在是怎樣生活呢?
[00:05:45.880 --> 00:05:48.960]  都隨便,沒什麼所謂的,媽媽夫婦啦
[00:05:48.960 --> 00:05:51.260]  我還記得小學的時候讀
[00:05:51.260 --> 00:05:53.060]  那些中國文學
[00:05:53.060 --> 00:05:55.880]  有一篇叫做《差不多先生》
[00:05:55.880 --> 00:05:58.680]  我不知道為什麼他要歧視男性
[00:05:58.680 --> 00:06:00.480]  又不講差不多小姐
[00:06:00.480 --> 00:06:04.320]  我們很多時候就是這樣
[00:06:04.580 --> 00:06:07.900]  隨便,媽媽夫婦啦,總之上到天堂就算了
[00:06:07.900 --> 00:06:12.520]  所以聖經提醒我們,我們都要看回我們
[00:06:12.520 --> 00:06:17.120]  今生走的路,這條人生的路也是我們正在走的天路
[00:06:17.120 --> 00:06:22.240]  在這條天路裡面,聖經提醒我們,勉勵我們
[00:06:22.240 --> 00:06:23.780]  我們生活上
[00:06:23.780 --> 00:06:25.820]  都要成聖
[00:06:25.820 --> 00:06:30.680]  因為我們本身已經在耶穌基督裡面成聖
[00:06:30.680 --> 00:06:31.720]  但是
[00:06:31.720 --> 00:06:33.000]  我們也要
[00:06:33.000 --> 00:06:34.520]  靠著聖靈
[00:06:35.040 --> 00:06:35.820]  不要被
[00:06:35.820 --> 00:06:37.340]  這個世界
[00:06:37.340 --> 00:06:39.140]  控制我們
[00:06:39.140 --> 00:06:42.720]  所以在《八章》一至四節
[00:06:42.720 --> 00:06:44.520]  提醒我們
[00:06:44.520 --> 00:06:47.840]  我們作為神的兒女,我們在耶穌基督裡面
[00:06:47.840 --> 00:06:49.380]  我們已經是
[00:06:49.380 --> 00:06:50.920]  成聖,已經是
[00:06:50.920 --> 00:06:53.220]  得著這種神的聖潔
[00:06:53.220 --> 00:06:57.820]  在我們的裡面,所以已經有的了,這是一個很重要的基礎
[00:06:57.820 --> 00:06:59.620]  我們叫做地位成聖
[00:06:59.620 --> 00:07:03.460]  但是除了這樣之外,我們的生活也要成聖
[00:07:03.720 --> 00:07:06.280]  所以好像剛才那樣說,不是說
[00:07:06.280 --> 00:07:10.380]  有了那個基礎,理論上是可以的了
[00:07:10.380 --> 00:07:12.940]  但是我們實際生活上
[00:07:12.940 --> 00:07:14.480]  都要活出
[00:07:14.480 --> 00:07:16.260]  神那種的聖潔
[00:07:16.260 --> 00:07:19.080]  我們已經是聖潔,但是我們要活出來
[00:07:19.080 --> 00:07:21.640]  繼續在生活上面
[00:07:21.640 --> 00:07:24.200]  繼續繼續的成聖
[00:07:24.200 --> 00:07:25.740]  然後
[00:07:25.740 --> 00:07:28.040]  在五節到十一節那裡
[00:07:28.040 --> 00:07:30.100]  就講到兩種的生命
[00:07:30.860 --> 00:07:33.940]  我們有了神的聖潔,我們已經是屬於神
[00:07:33.940 --> 00:07:36.240]  但是你是不是活出來呢
[00:07:36.240 --> 00:07:39.820]  你是跟從聖靈還是跟從肉體呢
[00:07:39.820 --> 00:07:43.160]  聖經羅馬書特別很多時候都是講
[00:07:43.160 --> 00:07:44.440]  這個我們覺得
[00:07:44.440 --> 00:07:47.000]  如果沒有時時讀聖經,覺得很奇怪
[00:07:47.000 --> 00:07:48.020]  怎樣叫做
[00:07:48.020 --> 00:07:51.080]  隨從肉體,肉體是什麼呢
[00:07:51.080 --> 00:07:52.360]  肉體其實
[00:07:52.360 --> 00:07:56.980]  就在聖經裡面時時用的意思就是說
[00:07:56.980 --> 00:07:58.000]  我們好像
[00:07:58.260 --> 00:08:02.100]  被罪綁著我們,控制著我們
[00:08:02.100 --> 00:08:03.880]  經常用這個
[00:08:03.880 --> 00:08:09.000]  肉體來形容我們的情慾
[00:08:09.000 --> 00:08:10.800]  我們有時聽人說
[00:08:10.800 --> 00:08:12.600]  七情六慾
[00:08:12.600 --> 00:08:16.940]  我想來想去都想不到什麼叫七情六慾,有這麼多的嗎
[00:08:16.940 --> 00:08:19.240]  有這麼多情這麼多慾的嗎
[00:08:19.240 --> 00:08:24.360]  有些情是好的,愛情是好的,親情是好的,友情都是好的
[00:08:24.360 --> 00:08:27.700]  但原來七情六慾就有些不是太好的東西
[00:08:28.200 --> 00:08:29.740]  我們看看
[00:08:29.740 --> 00:08:33.580]  其實google大家一看就有的,原來在禮記
[00:08:33.580 --> 00:08:38.180]  禮運裡面就講到喜怒哀懼愛惡
[00:08:38.180 --> 00:08:38.960]  慾
[00:08:38.960 --> 00:08:40.240]  這個就叫做
[00:08:40.240 --> 00:08:41.520]  七情
[00:08:41.520 --> 00:08:44.840]  有些人說七情上面不知道是不是這些
[00:08:44.840 --> 00:08:49.960]  六慾是什麼呢,六慾原來是有關我們看聽
[00:08:49.960 --> 00:08:51.240]  聞的
[00:08:51.240 --> 00:08:53.540]  或者吃的味覺
[00:08:53.540 --> 00:08:56.360]  觸覺,我們心裡面的意慾
[00:08:56.620 --> 00:08:58.400]  所謂七情六慾
[00:08:58.400 --> 00:09:00.960]  如果我們隨從肉體
[00:09:00.960 --> 00:09:03.020]  被我們的七情六慾
[00:09:03.020 --> 00:09:06.600]  控制著我們,操控了我們
[00:09:06.600 --> 00:09:10.960]  本來不是完全不好的,有這些情慾
[00:09:10.960 --> 00:09:13.000]  本來是需要的
[00:09:13.000 --> 00:09:17.100]  好像要看,要聽,是要聽到的
[00:09:17.100 --> 00:09:21.200]  有味覺,聞到香味,我們都是開心的
[00:09:21.200 --> 00:09:26.560]  吃東西,我們都喜歡吃一些美味的食物,這些全部都不是一定壞事
[00:09:26.820 --> 00:09:30.660]  但是當這些過分了,過火了的時候
[00:09:30.660 --> 00:09:33.740]  就變成了被他控制了
[00:09:33.740 --> 00:09:35.780]  所以其實很多事情都是
[00:09:35.780 --> 00:09:40.140]  每個人都要睡覺的,不過太喜歡睡覺,不喜歡工作
[00:09:40.140 --> 00:09:41.160]  那當然是不好
[00:09:41.160 --> 00:09:47.560]  有些人做事很勤力,都是需要的,但是你太喜歡做事,變成了工作狂的時候
[00:09:47.560 --> 00:09:48.340]  就不好了
[00:09:48.340 --> 00:09:51.660]  所以如果我們被那些東西
[00:09:51.660 --> 00:09:52.940]  控制著我們
[00:09:52.940 --> 00:09:53.980]  就是這裡所謂的
[00:09:53.980 --> 00:09:55.500]  隨從肉體
[00:09:55.760 --> 00:09:57.800]  那這個我們就要選擇
[00:09:57.800 --> 00:09:59.860]  我們怎樣去活出來
[00:09:59.860 --> 00:10:02.160]  你是隨從性靈這樣生活
[00:10:02.160 --> 00:10:03.960]  還是隨從肉體
[00:10:03.960 --> 00:10:05.740]  被你的七情六慾
[00:10:05.740 --> 00:10:08.300]  被你人生命裏面
[00:10:08.300 --> 00:10:10.860]  那些罪性
[00:10:10.860 --> 00:10:12.140]  綁住你
[00:10:12.140 --> 00:10:13.940]  這個是要選擇的
[00:10:13.940 --> 00:10:17.260]  你要選擇你怎樣生活
[00:10:17.260 --> 00:10:21.100]  所以在這個
[00:10:21.100 --> 00:10:22.900]  基礎的裏面
[00:10:22.900 --> 00:10:24.940]  我們再次
[00:10:26.220 --> 00:10:27.240]  肯定
[00:10:27.240 --> 00:10:29.300]  性靈真的住在我們裏面
[00:10:29.300 --> 00:10:32.620]  羅馬書第八章講很多的
[00:10:32.620 --> 00:10:35.440]  不同的方法來形容
[00:10:35.440 --> 00:10:37.480]  性靈是內住在
[00:10:37.480 --> 00:10:41.060]  我們每一個信了耶穌的人的心裏面
[00:10:41.060 --> 00:10:43.880]  在我們生命裏面就有耶穌
[00:10:43.880 --> 00:10:47.980]  這個是上次我們很肯定
[00:10:47.980 --> 00:10:49.780]  聖經這樣的教導
[00:10:51.320 --> 00:10:56.440]  這個我們就所謂叫做基礎性的我們有了得寇的確具
[00:10:56.440 --> 00:10:59.000]  知道我們信了耶穌
[00:10:59.000 --> 00:11:00.800]  有救恩
[00:11:00.800 --> 00:11:02.080]  有永生
[00:11:02.080 --> 00:11:04.120]  真的會去天堂的
[00:11:04.120 --> 00:11:07.200]  但是我們必須要加上的就是
[00:11:07.200 --> 00:11:09.500]  我們有誠性的把握
[00:11:09.500 --> 00:11:13.340]  把握又是從性靈來的從耶穌而來的
[00:11:13.340 --> 00:11:14.620]  然後我們就要
[00:11:14.620 --> 00:11:16.920]  繼續去活出來
[00:11:16.920 --> 00:11:18.460]  活出來的時候
[00:11:18.460 --> 00:11:19.740]  意思就是說
[00:11:20.000 --> 00:11:22.060]  因為我在耶穌基督的裏面
[00:11:22.060 --> 00:11:24.100]  神的聖潔已經在我裏面
[00:11:24.100 --> 00:11:25.640]  那個基礎
[00:11:25.640 --> 00:11:28.460]  因為基督的靈住在我的裏面
[00:11:28.460 --> 00:11:33.320]  我上次提過基本我們要認識性靈
[00:11:33.320 --> 00:11:39.200]  性靈有很多不同的方法去稱呼的可以叫性靈可以叫神的靈
[00:11:39.200 --> 00:11:40.740]  可以叫基督的靈
[00:11:40.740 --> 00:11:48.940]  羅馬書這裏甚至是還有一個比較長的方法來形容
[00:11:49.180 --> 00:11:49.960]  性靈
[00:11:49.960 --> 00:11:50.960]  就是說
[00:11:50.960 --> 00:11:54.300]  那使耶穌從死人中復活的神的靈
[00:11:54.300 --> 00:11:57.360]  是神的靈都是神的靈
[00:11:57.360 --> 00:11:59.920]  特別要去形容就是
[00:11:59.920 --> 00:12:04.800]  是性靈令到耶穌從死裏面復活
[00:12:04.800 --> 00:12:10.680]  我們很需要更多的認識這位性靈
[00:12:10.680 --> 00:12:12.220]  然後
[00:12:12.220 --> 00:12:13.500]  得著他的能力
[00:12:14.260 --> 00:12:19.380]  上次我也提過我們未必能夠認識所有關於性靈的東西
[00:12:19.380 --> 00:12:22.720]  但是重要的是我們憑著信心
[00:12:22.720 --> 00:12:25.780]  繼續行走這條天路
[00:12:25.780 --> 00:12:30.140]  今天繼續講到
[00:12:30.140 --> 00:12:34.240]  隨從性靈和隨從肉體的分別
[00:12:34.240 --> 00:12:37.820]  以及更加想和大家去確立
[00:12:37.820 --> 00:12:40.640]  我們是神的兒女
[00:12:40.640 --> 00:12:41.920]  究竟是什麼意思
[00:12:44.980 --> 00:12:46.520]  在十二節
[00:12:46.520 --> 00:12:48.820]  講給我們聽
[00:12:48.820 --> 00:12:52.400]  我們有虧欠
[00:12:52.400 --> 00:12:55.720]  虧欠但不是虧欠肉體
[00:12:55.720 --> 00:13:00.340]  我們不可以隨從肉體而活
[00:13:00.340 --> 00:13:04.180]  因為我們所跟從的是性靈
[00:13:04.180 --> 00:13:07.760]  特別我講這個虧欠
[00:13:07.760 --> 00:13:11.860]  在新漢語譯本裏面
[00:13:12.120 --> 00:13:15.200]  用的字很明顯
[00:13:15.200 --> 00:13:17.240]  我們沒有虧欠
[00:13:17.240 --> 00:13:20.820]  在和合本裏面說
[00:13:20.820 --> 00:13:23.900]  我們不是欠肉體的債
[00:13:23.900 --> 00:13:27.740]  總之我們沒有欠他什麼
[00:13:27.740 --> 00:13:35.920]  有時候魔鬼會迷惑我們的時候就好像令到我們覺得
[00:13:35.920 --> 00:13:41.040]  我們是虧欠了我們那些七情六慾的東西
[00:13:41.300 --> 00:13:44.120]  所以好像要把精神放進去
[00:13:44.120 --> 00:13:46.420]  盡量來滿足
[00:13:46.420 --> 00:13:48.460]  好像我們
[00:13:48.460 --> 00:13:51.800]  借了一個跪禮
[00:13:51.800 --> 00:13:54.100]  你真的欠他錢
[00:13:54.100 --> 00:14:01.020]  你欠跪禮的時候 你欠得越來越多 越來越多 人們說是永遠沒辦法還得完
[00:14:01.020 --> 00:14:02.040]  我未試過
[00:14:02.040 --> 00:14:03.840]  我想你都應該未試過
[00:14:03.840 --> 00:14:10.740]  但是看電影的人是這樣說的 你一借了跪禮 永遠都沒辦法還得完
[00:14:11.000 --> 00:14:14.840]  除非有一個很有錢的人
[00:14:14.840 --> 00:14:17.920]  和是跟你很友好的人
[00:14:17.920 --> 00:14:21.500]  他又很肯為你犧牲一些錢
[00:14:21.500 --> 00:14:23.300]  他就幫你搞定了
[00:14:23.300 --> 00:14:24.820]  把債還完
[00:14:24.820 --> 00:14:31.480]  如果不是 你幾乎一生人都是欠了他的債 虧欠了他
[00:14:31.480 --> 00:14:35.060]  但是這裏很肯定聖經要告訴我們
[00:14:35.060 --> 00:14:37.120]  我們沒有欠肉體的債
[00:14:37.120 --> 00:14:39.940]  我們沒有虧欠他任何的東西
[00:14:40.180 --> 00:14:41.460]  所以就是說
[00:14:41.460 --> 00:14:43.520]  我們沒有被他控制
[00:14:43.520 --> 00:14:48.120]  因為當你借了跪禮 你還多少還不完的時候 他就控制了你
[00:14:48.120 --> 00:14:50.940]  這些通常都是看電影看回來的
[00:14:50.940 --> 00:14:54.780]  你借了跪禮沒錢還 那要做什麼呢
[00:14:54.780 --> 00:14:58.360]  就要用別的方法來還
[00:14:58.360 --> 00:15:02.960]  有些很難聽的 錢債欲償 大家看電影
[00:15:02.960 --> 00:15:04.500]  就有這些東西
[00:15:04.500 --> 00:15:06.820]  你被他控制了
[00:15:06.820 --> 00:15:09.620]  走不掉 他要你做什麼你都要做
[00:15:10.400 --> 00:15:12.440]  沒辦法甩得掉
[00:15:12.440 --> 00:15:15.760]  所以如果我們沒有欠肉體的債
[00:15:15.760 --> 00:15:19.860]  就是說你是不需要怕他 你是不需要被他控制的
[00:15:19.860 --> 00:15:22.160]  你不需要被你的情慾
[00:15:22.160 --> 00:15:25.480]  甚至所謂的肉體 我們的七情六慾
[00:15:25.480 --> 00:15:28.560]  你是不需要被他控制
[00:15:28.560 --> 00:15:36.240]  因為你靠著聖靈的時候 你就可以將肉體的所有這些惡行
[00:15:36.240 --> 00:15:38.040]  置於死地
[00:15:38.800 --> 00:15:40.600]  將他置於死地
[00:15:40.600 --> 00:15:42.400]  很重要
[00:15:42.400 --> 00:15:49.820]  沒有負債只還的那樣東西 在這裡的情況裡面
[00:15:49.820 --> 00:15:55.180]  沒有的了 不需要再受他控制 你已經將他置於死地
[00:15:55.180 --> 00:15:56.720]  而且這個置於死地
[00:15:56.720 --> 00:15:59.540]  在希臘文原文裡面
[00:15:59.540 --> 00:16:03.640]  是一個很特別而且很重要的一個詞
[00:16:03.640 --> 00:16:05.940]  那個詞的意思是說
[00:16:06.200 --> 00:16:12.080]  不斷繼續 而且是不斷不斷 不是一次過就搞得定
[00:16:12.080 --> 00:16:13.880]  不是一次過就做完
[00:16:13.880 --> 00:16:16.700]  我上次都提過 譬如好像睡覺那樣
[00:16:16.700 --> 00:16:21.820]  你今晚睡覺睡20個鐘不等於你過兩天不用睡覺
[00:16:21.820 --> 00:16:28.980]  你今天去吃一個大大的自助餐 吃到肚子脹了
[00:16:28.980 --> 00:16:31.800]  你去磅一磅 嘩 加了5K
[00:16:32.560 --> 00:16:37.940]  但是不等於你過兩天不用吃東西 可能明天你說飽到明天都不用吃
[00:16:37.940 --> 00:16:39.740]  但後天你一定又要再吃
[00:16:39.740 --> 00:16:45.100]  在這裡那個詞就是這樣的意思
[00:16:45.100 --> 00:16:49.200]  將身體的惡行 將肉體置於死地的時候
[00:16:49.200 --> 00:16:51.500]  是繼續繼續的
[00:16:51.500 --> 00:16:53.040]  不是一次過搞定
[00:16:53.040 --> 00:16:56.880]  所以我們有時會太過
[00:16:57.660 --> 00:17:05.340]  太過自以為是 我今天打了勝仗我以後都打勝仗了
[00:17:05.340 --> 00:17:06.620]  是沒有這回事
[00:17:06.620 --> 00:17:11.220]  大家如果喜歡運動 任何一種的運動你都知道是這樣的
[00:17:11.220 --> 00:17:14.040]  任何一種的運動員你都知道是這樣的
[00:17:14.040 --> 00:17:16.600]  他們是不斷地操練的
[00:17:16.600 --> 00:17:23.000]  他們也是不斷地要看著自己每天吃的東西 每天睡覺的時間
[00:17:23.000 --> 00:17:25.040]  是多少
[00:17:25.820 --> 00:17:32.980]  全部都是每一天都要留意 每一天都要跟著食譜
[00:17:32.980 --> 00:17:35.300]  跟著時間來作息
[00:17:35.300 --> 00:17:38.620]  這樣才可以成為一個
[00:17:38.620 --> 00:17:40.420]  出色的運動員
[00:17:40.420 --> 00:17:45.280]  這樣才可以在運動會裡面拿到金牌
[00:17:45.280 --> 00:17:48.600]  我們雖然不是要去搶著拿金牌
[00:17:48.600 --> 00:17:50.140]  但是都是一樣
[00:17:50.140 --> 00:17:53.220]  一樣要這樣操練自己
[00:17:55.000 --> 00:17:58.320]  其實我們都為很多不同的原因操練自己
[00:17:58.320 --> 00:18:01.140]  我們會
[00:18:01.140 --> 00:18:04.720]  早上起床的時候批擋一下臉
[00:18:04.720 --> 00:18:06.780]  你每天早上都會做的
[00:18:06.780 --> 00:18:11.900]  你不是做了一次之後以後不用再做的 甚至有些人整容也好
[00:18:11.900 --> 00:18:13.440]  整完一次還要整第二次
[00:18:13.440 --> 00:18:15.740]  整完第二次還要整第三次
[00:18:15.740 --> 00:18:17.520]  不是一次過搞定
[00:18:17.520 --> 00:18:22.900]  所以我們在世界上的生活走這條人生的路
[00:18:22.900 --> 00:18:24.960]  這條天國的路的時候
[00:18:25.460 --> 00:18:26.220]  都是一樣
[00:18:26.220 --> 00:18:31.100]  所以這裡常常強調神的靈引導我們
[00:18:31.100 --> 00:18:33.140]  我們要靠著聖靈
[00:18:33.140 --> 00:18:35.200]  都是這種意思
[00:18:35.200 --> 00:18:38.780]  不是我們自己可以一次過搞定
[00:18:38.780 --> 00:18:40.060]  是每一天
[00:18:40.060 --> 00:18:40.820]  每一天
[00:18:40.820 --> 00:18:42.880]  繼續的繼續的
[00:18:42.880 --> 00:18:46.720]  我們不會再被祂控制
[00:18:46.720 --> 00:18:49.260]  我們每一天都要
[00:18:49.260 --> 00:18:50.560]  脫離祂
[00:18:50.560 --> 00:18:51.840]  每一天這樣脫離
[00:18:52.100 --> 00:18:56.460]  又不是一次脫離之後以後就脫身
[00:18:56.460 --> 00:18:57.740]  又不可以
[00:18:57.740 --> 00:19:01.840]  所以這條天國的路
[00:19:01.840 --> 00:19:02.860]  是
[00:19:02.860 --> 00:19:03.880]  不斷
[00:19:03.880 --> 00:19:04.900]  一生人的路
[00:19:04.900 --> 00:19:10.280]  你說這麼辛苦 所以有很多人不肯做基督徒 信耶穌無畏
[00:19:10.280 --> 00:19:11.560]  這麼辛苦
[00:19:11.560 --> 00:19:13.360]  但其實
[00:19:13.360 --> 00:19:18.980]  你不要只想說做基督徒是要這樣 其實我剛才說的 每一件事都是這樣的
[00:19:18.980 --> 00:19:21.300]  每一件事都是這樣的
[00:19:22.060 --> 00:19:22.820]  所以
[00:19:22.820 --> 00:19:24.620]  沒有什麼特別艱難
[00:19:24.620 --> 00:19:26.420]  也沒有什麼特別出奇
[00:19:26.420 --> 00:19:29.740]  也不是說做基督徒特別難
[00:19:29.740 --> 00:19:31.540]  也不是
[00:19:31.540 --> 00:19:33.060]  因為一樣
[00:19:33.060 --> 00:19:34.100]  是一樣
[00:19:34.100 --> 00:19:36.900]  所以我們不被
[00:19:36.900 --> 00:19:42.020]  這個肉體或者我們的七情六慾控制著我們
[00:19:42.020 --> 00:19:43.560]  反而是什麼呢
[00:19:43.560 --> 00:19:45.620]  反而第十四節
[00:19:45.620 --> 00:19:48.180]  在和合本裡面說
[00:19:48.180 --> 00:19:51.500]  因為凡被神的靈引導的
[00:19:51.760 --> 00:19:53.560]  都是神的兒女
[00:19:53.560 --> 00:19:56.360]  我們是被聖靈引導
