
[00:00:00.000 --> 00:00:04.840]  (主席)各位大家好,今日和大家分享的題目是先壽後思
[00:02:58.200 --> 00:03:00.680]  神也很現實地告訴我們很不幸
[00:03:00.680 --> 00:03:02.520]  在這個世界上
[00:03:02.520 --> 00:03:06.080]  貧窮的人是永遠不會斷絕的
[00:03:06.080 --> 00:03:08.840]  這是一個很殘酷的現實
[00:03:08.840 --> 00:03:10.840]  但我們不得不去面對
[00:03:10.840 --> 00:03:12.440]  我們豈不是在想
[00:03:12.440 --> 00:03:14.440]  原來我們應該生來平等的嗎?
[00:03:14.440 --> 00:03:17.520]  我們每一個人都應該有平等的權利
[00:03:17.520 --> 00:03:20.920]  但為何會有些人來去窮呢?
[00:03:20.920 --> 00:03:23.200]  不要忘記當罪入了世界之後
[00:03:23.200 --> 00:03:24.520]  人有了罪之後
[00:03:24.520 --> 00:03:26.240]  人往往只會顧著自己
[00:03:26.240 --> 00:03:27.320]  特別有權力的人
[00:03:27.320 --> 00:03:28.360]  他越有權力
[00:03:28.360 --> 00:03:32.280]  就會為自己謀更多更多的利益
[00:03:32.280 --> 00:03:33.760]  有權勢的人
[00:03:33.760 --> 00:03:37.960]  可能他們就會令自己有更多的財富
[00:03:37.960 --> 00:03:39.480]  很簡單舉一個例子
[00:03:39.480 --> 00:03:42.400]  香港是一個很不幸的地方
[00:03:42.400 --> 00:03:43.160]  我覺得
[00:03:43.160 --> 00:03:47.360]  就是現在樓價是越來越貴
[00:03:47.360 --> 00:03:48.920]  年輕人是很難來
[00:03:48.920 --> 00:03:50.360]  但是可以上樓
[00:03:50.360 --> 00:03:53.360]  如果你在市區買一個三百呎的樓
[00:03:53.360 --> 00:03:55.120]  已經做過一個統計
[00:03:55.120 --> 00:03:57.400]  年輕人不用吃不用用
[00:03:57.400 --> 00:03:59.920]  他都要儲十七年半的錢
[00:03:59.920 --> 00:04:01.520]  他才可以
[00:04:01.520 --> 00:04:05.440]  所以前兩天有一篇祈禱文登了在報紙
[00:04:05.440 --> 00:04:06.840]  令到很多人反感
[00:04:06.840 --> 00:04:09.640]  因為他說到我們為香港感到驕傲
[00:04:09.640 --> 00:04:14.280]  因為香港的地價是全世界最貴的
[00:04:14.280 --> 00:04:15.960]  但是現在因為一些動亂
[00:04:15.960 --> 00:04:18.160]  令到現在香港受影響
[00:04:18.160 --> 00:04:22.160]  我想這一句為著香港的地價是最貴的時候
[00:04:22.160 --> 00:04:25.120]  是觸動到很多人的那種不滿
[00:04:25.120 --> 00:04:27.520]  難道這是我們的榮耀嗎?
[00:04:27.520 --> 00:04:30.200]  所以你會看到一個很大的可悲
[00:04:30.200 --> 00:04:34.000]  有錢的人可能會更加剝削
[00:04:34.000 --> 00:04:37.480]  一些大財團的員工可能會被剝奪
[00:04:37.480 --> 00:04:39.960]  前一陣子因為有不合作運動
[00:04:39.960 --> 00:04:42.520]  於是有些車遲了
[00:04:42.520 --> 00:04:43.240]  很難來
[00:04:43.240 --> 00:04:45.400]  但是地鐵很暢順
[00:04:45.400 --> 00:04:49.600]  一間大的機構裏面的人遲到的時候是怎樣呢?
[00:04:49.600 --> 00:04:51.800]  是被扣薪水
[00:04:51.800 --> 00:04:53.720]  因為你遲到
[00:04:53.720 --> 00:04:56.680]  但是有沒有體諒到其實他們不是想遲到
[00:04:56.680 --> 00:05:00.960]  只不過因為整個的鐵路系統或者地鐵系統產生問題
[00:05:00.960 --> 00:05:04.480]  正正因為要扣薪水這些消息傳了出來的時候
[00:05:04.480 --> 00:05:05.920]  很多人反感
[00:05:05.920 --> 00:05:09.000]  就說杯葛不去光顧這間公司之後
[00:05:09.000 --> 00:05:10.280]  他們才屈服
[00:05:10.280 --> 00:05:14.680]  才取消了「遲到扣薪水」這條條例
[00:05:14.680 --> 00:05:17.080]  所以你看到有時候就是這樣
[00:05:17.080 --> 00:05:18.680]  一個很大的可悲
[00:05:18.680 --> 00:05:21.080]  剛才我就說到越有權力的人
[00:05:21.080 --> 00:05:25.560]  就會令到自己鞏固的權力
[00:05:25.560 --> 00:05:27.720]  為自己謀更多的幸福
[00:05:27.720 --> 00:05:30.040]  或者謀更多的財富
[00:05:30.040 --> 00:05:33.880]  埃及那個下台的總統死了
[00:05:33.880 --> 00:05:35.520]  在監獄裏面死了
[00:05:35.520 --> 00:05:38.280]  因為過去貪污有很多的財富
[00:05:38.280 --> 00:05:41.400]  現在有些人說要移民去馬來西亞
[00:05:41.400 --> 00:05:43.960]  有很多團鼓勵大家去那裏買樓
[00:05:43.960 --> 00:05:46.200]  就可以來那裏入籍了
[00:05:46.200 --> 00:05:48.680]  馬來西亞的前總理
[00:05:48.680 --> 00:05:50.280]  他下台的時候
[00:05:50.280 --> 00:05:52.280]  原來被發現了
[00:05:52.280 --> 00:05:54.840]  有超過千多萬的貪污
[00:05:54.840 --> 00:05:56.840]  在他住的地方裏面
[00:05:56.840 --> 00:05:59.840]  是用貨櫃車來運走那些錢
[00:05:59.840 --> 00:06:01.440]  是要來數那些錢
[00:06:01.440 --> 00:06:02.960]  可以數兩三天的
[00:06:02.960 --> 00:06:06.160]  數到那些數錢機都會來那裏燒了
[00:06:06.160 --> 00:06:10.520]  當然他仍然說自己沒有貪污
[00:06:10.520 --> 00:06:13.800]  現在正在訴訟的期間
[00:06:13.800 --> 00:06:16.680]  但你留意到原來越有權力的人
[00:06:16.680 --> 00:06:19.800]  就會為自己來去鞏固
[00:06:19.800 --> 00:06:21.880]  所以不得不承認
[00:06:21.880 --> 00:06:24.200]  民主制度不一定是最好的
[00:06:24.200 --> 00:06:26.200]  但至少你會看到
[00:06:26.200 --> 00:06:28.360]  美國裏面的總統下台的時候
[00:06:28.360 --> 00:06:31.280]  有多少個總統是可以被人揭發到
[00:06:31.280 --> 00:06:34.520]  有數以千萬計的貪污的錢
[00:06:34.520 --> 00:06:37.600]  反而是一些極權的國家裏面
[00:06:37.600 --> 00:06:39.360]  我們會見到很多這些的事
[00:06:39.360 --> 00:06:41.360]  所以他說到
[00:06:41.360 --> 00:06:45.440]  原來窮困的人是永遠不會減少
[00:06:45.440 --> 00:06:47.680]  除了這些制度上的不公
[00:06:47.680 --> 00:06:49.680]  但也有一些很現實的又怎樣呢
[00:06:49.680 --> 00:06:52.280]  一些基層的人可能他們是耕種
[00:06:52.280 --> 00:06:54.280]  很可能在那段日子裏面
[00:06:54.280 --> 00:06:55.760]  天氣不是那麼好
[00:06:55.760 --> 00:06:57.160]  他們失收的時候
[00:06:57.160 --> 00:06:58.800]  他們就沒有收入了
[00:06:58.800 --> 00:07:01.560]  還有就是有些人可能一家之主
[00:07:01.560 --> 00:07:02.840]  英年祖世
[00:07:02.840 --> 00:07:05.400]  遺下的就是孤兒寡婦
[00:07:05.400 --> 00:07:06.520]  在那個年代裏面
[00:07:06.520 --> 00:07:10.200]  孤兒寡婦他們是沒有能力來工作的
[00:07:10.200 --> 00:07:12.520]  他們沒有能力來賺取金錢
[00:07:12.520 --> 00:07:15.000]  他們的生活就會有很大的困擾
[00:07:15.000 --> 00:07:16.280]  那怎麼辦呢
[00:07:16.280 --> 00:07:19.480]  於是他們就需要問人來借貸
[00:07:19.480 --> 00:07:22.600]  而聖經裏面亦都很清楚提醒他們
[00:07:22.600 --> 00:07:25.440]  當你見到你的弟兄姊妹
[00:07:25.440 --> 00:07:26.760]  他們有困難
[00:07:26.760 --> 00:07:29.720]  你不要堵塞住你的愛心
[00:07:29.720 --> 00:07:31.640]  你是應該要借錢給他們
[00:07:31.640 --> 00:07:33.480]  但不可以收利息的
[00:07:33.480 --> 00:07:34.840]  我們一起來帶大家去讀
[00:07:34.840 --> 00:07:37.400]  《生命紀要》第十五章的第十一節
[00:07:37.400 --> 00:07:38.680]  我們一起來讀出
[00:07:40.200 --> 00:07:42.720]  「地上的窮人永不斷絕
[00:07:42.720 --> 00:07:44.880]  所以我吩咐你說
[00:07:44.880 --> 00:07:47.640]  總要向你地上困苦
[00:07:47.640 --> 00:07:49.800]  困乏的弟兄鬆開手」
[00:07:49.800 --> 00:07:53.440]  他說到如果你的親人
[00:07:53.440 --> 00:07:55.040]  你的朋友
[00:07:55.040 --> 00:07:59.360]  他不是因為甚麼亂花費而貧乏的時候
[00:07:59.360 --> 00:08:00.800]  他有這個需要
[00:08:00.800 --> 00:08:02.720]  你要去幫助他
[00:08:02.720 --> 00:08:04.760]  你要借錢給他
[00:08:04.760 --> 00:08:06.400]  但聖經亦都說
[00:08:06.400 --> 00:08:07.680]  當你借錢給他的時候
[00:08:07.680 --> 00:08:09.200]  其實很特別的一個觀念是甚麼
[00:08:09.200 --> 00:08:11.200]  你是借給耶和華的
[00:08:11.200 --> 00:08:12.360]  我們一起來讀
[00:08:12.360 --> 00:08:14.960]  《針研》第十九章的第十七節
[00:08:14.960 --> 00:08:16.280]  第十九章的第十七節
[00:08:16.280 --> 00:08:17.280]  我們一起來讀出
[00:08:17.280 --> 00:08:21.120]  「憐憫貧窮的就是借給耶和華
[00:08:21.120 --> 00:08:24.160]  他的善行耶和華必償還」
[00:08:24.160 --> 00:08:27.320]  他說到當你來關心一些貧窮的人
[00:08:27.320 --> 00:08:28.440]  去幫助他
[00:08:28.440 --> 00:08:29.920]  你付出了
[00:08:29.920 --> 00:08:31.600]  但其實神是知道的
[00:08:31.600 --> 00:08:33.840]  神是會來祝福你
[00:08:33.840 --> 00:08:36.160]  你是不會來得有缺乏
[00:08:36.160 --> 00:08:40.040]  我們稍後再來探討這一節的經文
[00:08:40.040 --> 00:08:43.000]  所以我們看到原來一些貧窮的人
[00:08:43.000 --> 00:08:46.440]  他們真的完全走投無路的時候
[00:08:46.440 --> 00:08:48.120]  他們會做一件事是甚麼呢
[00:08:48.120 --> 00:08:50.040]  可能他借了錢都沒有錢還
[00:08:50.040 --> 00:08:53.040]  甚至他就會賣身給一些有錢人
[00:08:53.040 --> 00:08:54.720]  做他們的奴僕
[00:08:54.720 --> 00:08:56.120]  那為甚麼呢
[00:08:56.120 --> 00:08:59.080]  原來當他來做他們的奴僕的時候
[00:08:59.080 --> 00:09:02.520]  至少他有地方可以來居住
[00:09:02.520 --> 00:09:05.400]  他自己日常的飲食
[00:09:05.400 --> 00:09:07.920]  主人都會來帶他照顧
[00:09:07.920 --> 00:09:10.960]  他不會怕三餐不計
[00:09:10.960 --> 00:09:15.360]  所以他能夠來帶他做奴隸的時候
[00:09:15.360 --> 00:09:17.320]  他是走投有路
[00:09:17.320 --> 00:09:21.680]  但事實上現在在我們的社會當中
[00:09:21.680 --> 00:09:23.080]  都可能有這些事
[00:09:23.080 --> 00:09:24.880]  特別我們當中的老人家
[00:09:24.880 --> 00:09:27.800]  他們年青的時代可能都會經歷過這些事
[00:09:27.800 --> 00:09:30.080]  在我教育裏面有一個家庭
[00:09:30.080 --> 00:09:33.400]  他們原來有六、七位的兄弟姐妹
[00:09:33.400 --> 00:09:37.560]  後來他們才知道原來媽媽跟他們說
[00:09:37.560 --> 00:09:40.000]  當年其實還有一個妹妹出了世
[00:09:40.000 --> 00:09:42.840]  但因為他們沒有能力來帶她去養的時候
[00:09:42.840 --> 00:09:43.880]  於是怎樣呢
[00:09:43.880 --> 00:09:45.160]  送了給別人
[00:09:45.160 --> 00:09:47.720]  來帶她等別人來養她們
[00:09:47.720 --> 00:09:50.760]  他們最近才再相遇
[00:09:50.760 --> 00:09:53.720]  我自己都很大的感受
[00:09:53.720 --> 00:09:55.720]  原來我媽媽離開了世界之後
[00:09:55.720 --> 00:09:57.120]  原來從我姐姐的口中
[00:09:57.120 --> 00:09:59.520]  我才知道原來我媽媽是養女
[00:09:59.520 --> 00:10:03.480]  她死了之後很多年我才知道
[00:10:03.480 --> 00:10:05.960]  原來我婆婆是收養她的
[00:10:05.960 --> 00:10:08.600]  我有一個姨妹
[00:10:08.600 --> 00:10:10.280]  這個契妹妹是甚麼呢
[00:10:10.280 --> 00:10:11.760]  為甚麼我會認她為契妹呢
[00:10:11.760 --> 00:10:13.480]  當時她只是十三、四歲
[00:10:13.480 --> 00:10:16.240]  因為她家裏經濟能力很有限
[00:10:16.240 --> 00:10:18.600]  於是就把她送給親戚家裏
[00:10:18.600 --> 00:10:20.320]  來帶她去寄養
[00:10:20.320 --> 00:10:22.320]  但就要在親戚家裏
[00:10:22.320 --> 00:10:24.240]  來帶她去做僕人
[00:10:24.240 --> 00:10:26.600]  來帶她去服侍她的家人
[00:10:26.600 --> 00:10:27.640]  所以當時我就說
[00:10:27.640 --> 00:10:30.240]  好,我做你大哥,看著你照顧你
[00:10:30.240 --> 00:10:32.880]  原來今天在這個社會裏面
[00:10:32.880 --> 00:10:35.760]  有時有些人窮的時候都是這樣
[00:10:35.760 --> 00:10:38.880]  所以在當時特別是舊約的制度裏面
[00:10:38.880 --> 00:10:43.040]  奴隸制度並不是一件錯誤的事
[00:10:43.040 --> 00:10:44.720]  這個亦會在下一次
[00:10:44.720 --> 00:10:46.920]  我會講一個很敏感的題目的時候
[00:10:46.920 --> 00:10:49.000]  跟大家來帶她去再分享
[00:10:49.000 --> 00:10:50.680]  因為羅馬書裏面很清楚講
[00:10:50.680 --> 00:10:52.280]  我們要信服掌權者
[00:10:52.280 --> 00:10:53.800]  但你有沒有留意到
[00:10:53.800 --> 00:10:56.520]  保羅至少沒有去推翻這個奴隸制度
[00:10:56.520 --> 00:10:58.040]  去寫《肥理門書》
[00:10:58.040 --> 00:11:01.160]  都是來帶她認同講這個奴隸制度
[00:11:01.160 --> 00:11:02.440]  所以我們解經的時候
[00:11:02.440 --> 00:11:05.080]  要很明白當時的歷史背景
[00:11:05.080 --> 00:11:07.440]  當時的奴隸制度
[00:11:07.440 --> 00:11:09.960]  亦都是幫助到當時的社會
[00:11:09.960 --> 00:11:11.960]  可以來帶她令到他們
[00:11:11.960 --> 00:11:14.920]  可以有一個好的來帶她運作
[00:11:14.920 --> 00:11:16.480]  特別是一些奴隸
[00:11:16.480 --> 00:11:17.760]  他們是會做甚麼呢?
[00:11:17.760 --> 00:11:19.920]  他們是會做一些粗重的工作
[00:11:19.920 --> 00:11:23.000]  來帶她為那個城市來帶她去建築
[00:11:23.000 --> 00:11:26.000]  亦都可以來帶她成為一個人力資源
[00:11:26.000 --> 00:11:27.720]  正如今天我們在香港
[00:11:27.720 --> 00:11:30.240]  我們不會去批評那些外傭
[00:11:30.240 --> 00:11:31.720]  有些菲律賓工人
[00:11:31.720 --> 00:11:33.800]  有些印尼的工人
[00:11:33.800 --> 00:11:35.000]  來到我們當中
[00:11:35.000 --> 00:11:36.000]  可能在外交會裏面
[00:11:36.000 --> 00:11:38.680]  有很多弟兄姊妹都與你用這些工人
[00:11:38.680 --> 00:11:41.600]  我們不會覺得這個制度是不對的
[00:11:41.600 --> 00:11:44.520]  因為真是幫助到這個社會
[00:11:44.520 --> 00:11:46.600]  如果我們研讀舊約的時候
[00:11:46.600 --> 00:11:49.200]  亦都相對來帶她去對照
[00:11:49.200 --> 00:11:52.280]  當時中東裏面其他國家的法例
[00:11:52.280 --> 00:11:56.280]  我們就發覺到今日神都很重視人倫的關係
[00:11:56.280 --> 00:11:59.400]  祂叫我們不可以輕視這些奴隸
[00:11:59.400 --> 00:12:02.960]  我們再來看《生命記》第十五章第十二節
[00:12:02.960 --> 00:12:06.520]  你留意到祂是怎樣稱呼這些被賣的奴隸
[00:12:06.520 --> 00:12:07.840]  我們一齊來讀出
[00:12:07.840 --> 00:12:14.600]  「在弟兄中若有一個希伯來男人或希伯來女人被賣給你
[00:12:14.600 --> 00:12:16.160]  服侍你六年
[00:12:16.160 --> 00:12:19.680]  到第七年就要任他自由出去」
[00:12:19.680 --> 00:12:22.680]  這裏很清楚說是你的弟兄之中
[00:12:22.680 --> 00:12:25.840]  有人來窮的時候成為你的奴隸
[00:12:25.840 --> 00:12:28.520]  但他仍然是你的弟兄
[00:12:28.520 --> 00:12:31.440]  你不可以來奴役他
[00:12:31.440 --> 00:12:33.640]  在十誡裏面
[00:12:33.640 --> 00:12:37.680]  我們往往以為最長一條的誡命就是當孝敬父母
[00:12:37.680 --> 00:12:39.920]  「洗禮得福,在世長壽」
[00:12:39.920 --> 00:12:41.440]  我已經多次來講
[00:12:41.440 --> 00:12:43.720]  其實這條不是最長的誡命
[00:12:43.720 --> 00:12:46.400]  最長的誡命是第四條的誡命
[00:12:46.400 --> 00:12:48.560]  就是「當守安息日」
[00:12:48.560 --> 00:12:50.240]  很短的
[00:12:50.240 --> 00:12:52.480]  但我只是背這幾個字
[00:12:52.480 --> 00:12:56.160]  其實這段經文的第四條誡命是很重要
[00:12:56.160 --> 00:12:58.560]  是講到人和自己、人和神
[00:12:58.560 --> 00:13:01.760]  和人和僕人和大地的關係
[00:13:01.760 --> 00:13:04.720]  我們可以看到原來當時的奴隸
[00:13:04.720 --> 00:13:08.120]  一樣是需要在安息日的時候
[00:13:08.120 --> 00:13:10.240]  是不可以來工作
[00:13:10.240 --> 00:13:12.240]  不可以叫他們工作
[00:13:12.240 --> 00:13:14.640]  要讓他們一樣有機會休息
[00:13:14.640 --> 00:13:17.360]  甚至給他們有機會來敬拜神
[00:13:17.360 --> 00:13:20.080]  我們一起來看出第二十章第十節
[00:13:20.080 --> 00:13:22.080]  這裏提到第四條的誡命
[00:13:22.080 --> 00:13:24.640]  我們抽了一部分來讀出,我們一起來讀
[00:13:24.640 --> 00:13:29.680]  「但第七日是向耶和華你神當守的安息日
[00:13:29.680 --> 00:13:33.600]  此一日,你和你的兒女、奴婢、僧畜
[00:13:33.600 --> 00:13:36.240]  並你成旅寄居的女兒
[00:13:36.240 --> 00:13:38.960]  無論何工都不可做」
[00:13:38.960 --> 00:13:40.800]  這裏很清楚講
[00:13:40.800 --> 00:13:43.600]  原來安息日的時候是甚麼工作都不好做
[00:13:43.600 --> 00:13:47.200]  就算那些奴隸你都不可以給他工作
[00:13:47.200 --> 00:13:49.680]  給他有機會休息
[00:13:49.680 --> 00:13:51.840]  正如今天我們請工人的時候
[00:13:51.840 --> 00:13:55.360]  我們每個星期都要給他一天的機會休息
[00:13:55.360 --> 00:13:58.320]  我們就不可以來帶他剝削這些
[00:13:58.320 --> 00:14:00.320]  所以記住
[00:14:00.320 --> 00:14:02.640]  原來當時貧窮的人
[00:14:02.640 --> 00:14:06.160]  他們賣身成為奴隸其實是悲慘的
[00:14:06.160 --> 00:14:07.760]  真的走投無路
[00:14:07.760 --> 00:14:11.680]  但原來他成為別人的奴僕或奴隸的時候
[00:14:11.680 --> 00:14:13.920]  原來是他另外一條出路
[00:14:13.920 --> 00:14:16.240]  他可以繼續維持他的生活
[00:14:16.240 --> 00:14:20.080]  但在這個法例裏面有一個原則
[00:14:20.080 --> 00:14:23.040]  就是你要給他有自由身的機會
[00:14:23.040 --> 00:14:24.320]  是甚麼時候呢?
[00:14:24.320 --> 00:14:28.640]  就是當他為你工作了足六年之後
[00:14:28.640 --> 00:14:30.640]  第七年的第一日
[00:14:30.640 --> 00:14:32.640]  你就要放他走
[00:14:32.640 --> 00:14:36.320]  我們一起來再讀新命記第十五章的第十二節
[00:14:36.320 --> 00:14:37.520]  我們一起來讀出
[00:14:37.520 --> 00:14:44.160]  「氣候輕鬆,若有一個希伯來男人或希伯來女人被賣給你
[00:14:44.160 --> 00:14:49.120]  服侍你六年,到第七年就要任他自由出去。」
[00:14:49.120 --> 00:14:53.280]  你留意這是個別的時間
[00:14:53.280 --> 00:14:55.600]  猶太人有安息年
[00:14:55.600 --> 00:14:59.520]  安息年或安息日是整個社會要去做的
[00:14:59.520 --> 00:15:04.160]  但奴隸的安息或自由是個別的
[00:15:04.160 --> 00:15:05.680]  很簡單舉個例
[00:15:05.680 --> 00:15:10.080]  他是2019年1月1日賣身給你
[00:15:10.080 --> 00:15:12.960]  你帶他去做你家裏的奴僕
[00:15:12.960 --> 00:15:15.360]  他做了六年之後
[00:15:15.360 --> 00:15:18.800]  即是2024年10月31日
[00:15:18.800 --> 00:15:20.800]  他就完了他的工作
[00:15:20.800 --> 00:15:23.840]  然後在2025年1月1日
[00:15:23.840 --> 00:15:27.200]  他就可以自由身離開
[00:15:27.200 --> 00:15:29.120]  但可能有另一個人
[00:15:29.120 --> 00:15:30.960]  他何時來得及賣身給你
[00:15:30.960 --> 00:15:35.120]  可能他在2020年1月1日才賣身給你的話
[00:15:35.120 --> 00:15:37.120]  他就要再延遲一年
[00:15:37.120 --> 00:15:38.160]  明不明白這個道理
[00:15:38.160 --> 00:15:40.960]  是一定要做足六年
[00:15:40.960 --> 00:15:42.240]  你才讓他走
[00:15:42.240 --> 00:15:43.680]  為甚麼
[00:15:43.680 --> 00:15:46.720]  很相信這六年他為你工作的時候
[00:15:46.720 --> 00:15:50.320]  已經足以抵消他的債項
[00:15:50.320 --> 00:15:53.200]  所以你要給他自由
[00:15:53.200 --> 00:15:55.040]  但法例規定很清楚
[00:15:55.040 --> 00:15:56.320]  你給他自由的時候
[00:15:56.320 --> 00:15:59.120]  不可以讓他空手而去
[00:15:59.120 --> 00:16:02.720]  你要給他很豐厚的財富
[00:16:02.720 --> 00:16:04.480]  讓他離開
[00:16:04.480 --> 00:16:08.560]  我們再讀新命紀第15章13至14節
[00:16:08.560 --> 00:16:10.080]  我們一起讀出
[00:16:10.080 --> 00:16:12.480]  你任他自由的時候
[00:16:12.480 --> 00:16:14.880]  不可使他空手而去
[00:16:14.880 --> 00:16:20.320]  要從你羊群和場、酒鎮之中多多地給他
[00:16:20.320 --> 00:16:23.600]  又或說你的神怎樣賜福於你
[00:16:23.600 --> 00:16:26.000]  你也要照樣給他
[00:16:26.000 --> 00:16:27.360]  這裡很清楚
[00:16:27.360 --> 00:16:30.480]  當那個人服侍了你六年的時候
[00:16:30.480 --> 00:16:31.520]  你讓他走
[00:16:31.520 --> 00:16:35.040]  就要在羊群和場和酒鎮裡面
[00:16:35.040 --> 00:16:37.520]  你帶他去送很豐厚的禮物
[00:16:37.520 --> 00:16:39.520]  然後讓他離開
[00:16:39.520 --> 00:16:42.880]  這個就好像今天裡面
[00:16:42.880 --> 00:16:45.040]  香港也有一些人
[00:16:45.040 --> 00:16:46.640]  他們有一些合約工作
[00:16:46.640 --> 00:16:47.840]  做了幾年之後
[00:16:47.840 --> 00:16:49.440]  有約換酬金
[00:16:49.440 --> 00:16:51.360]  但很不幸做得好不好
[00:16:51.360 --> 00:16:53.600]  你也要照樣給他約換酬金
[00:16:53.600 --> 00:16:55.360]  記不記得我們港鐵
[00:16:55.360 --> 00:16:57.760]  有一個人叫偉達成
[00:16:57.760 --> 00:16:59.360]  簽了約
[00:16:59.360 --> 00:17:04.720]  但你知道沙中線發覺有很多問題
[00:17:04.720 --> 00:17:05.680]  隱瞞
[00:17:05.680 --> 00:17:07.680]  又沒有來報上去
[00:17:07.680 --> 00:17:09.680]  結果要他離開
[00:17:09.680 --> 00:17:11.680]  因為裡面一定是私底下
[00:17:11.680 --> 00:17:13.680]  你帶他去有很多協議
[00:17:13.680 --> 00:17:15.680]  但當他離開的時候
[00:17:15.680 --> 00:17:17.680]  他其實沒有約滿
[00:17:17.680 --> 00:17:20.480]  竟然要給他一千五百七十萬
[00:17:20.480 --> 00:17:22.480]  這個叫約滿酬金
[00:17:22.480 --> 00:17:26.240]  又有多少份股份你帶他去給他
[00:17:26.240 --> 00:17:29.200]  所以如果計算他所拿的股票
[00:17:29.200 --> 00:17:31.200]  地鐵也升了很多
[00:17:31.200 --> 00:17:33.200]  他大概拿了三千多萬
[00:17:33.200 --> 00:17:35.200]  但他做得很不好
[00:17:35.200 --> 00:17:37.200]  但因為這個就是合約精神
[00:17:37.200 --> 00:17:39.200]  那就沒有辦法
[00:17:39.200 --> 00:17:41.920]  就不跟工會主席說要解僱就解僱你
[00:17:41.920 --> 00:17:43.920]  所以你留意到的時候
[00:17:43.920 --> 00:17:46.720]  原來聖經裡面也有這件事
[00:17:46.720 --> 00:17:50.320]  就是如果他已經做了六年
[00:17:50.320 --> 00:17:52.320]  你要給他離開
[00:17:52.320 --> 00:17:53.760]  但可能你說不是
[00:17:53.760 --> 00:17:55.760]  我也有少少錢給他
[00:17:55.760 --> 00:17:58.720]  是呀,可能你有少少人工給他
[00:17:58.720 --> 00:18:00.720]  但仍然要這樣做
[00:18:00.720 --> 00:18:03.040]  正如今天你請了一個工人
[00:18:03.040 --> 00:18:04.480]  為你做了幾年事
