
[00:00:00.000 --> 00:00:01.920]  在這幾年間
[00:02:44.920 --> 00:02:48.480]  成為神的靈的居所
[00:02:48.480 --> 00:02:50.480]  這就是教導的意思
[00:02:50.480 --> 00:02:53.280]  當我們這樣領受的時候
[00:02:53.280 --> 00:02:56.000]  我們成長班那些教導的觀點
[00:02:56.000 --> 00:02:59.600]  我們彼此教導的觀點是會渙然一新的
[00:02:59.600 --> 00:03:05.360]  所以我希望大家抓住這個Edification的理解
[00:03:05.360 --> 00:03:07.400]  講完教導
[00:03:07.400 --> 00:03:09.760]  我們講什麼叫做教會
[00:03:09.760 --> 00:03:11.920]  我們常常講教會的
[00:03:11.920 --> 00:03:13.720]  教會何解?
[00:03:13.720 --> 00:03:15.200]  如果要理解教會
[00:03:15.200 --> 00:03:17.480]  當然在這一年當中
[00:03:17.480 --> 00:03:20.880]  我們的目者在阿加魯界那邊
[00:03:20.880 --> 00:03:25.800]  多些人可能會講到教會的觀點是什麼
[00:03:25.800 --> 00:03:30.920]  而今早我想大家集中在哥倫多前書第三章
[00:03:30.920 --> 00:03:33.480]  第三章又講到教會是什麼
[00:03:33.480 --> 00:03:36.800]  保羅用三幅圖畫描述教會
[00:03:36.800 --> 00:03:38.480]  我希望你們聽完之後
[00:03:38.480 --> 00:03:41.760]  你們一想起教會就想起這三幅圖畫
[00:03:41.760 --> 00:03:43.160]  第一幅圖畫
[00:03:43.160 --> 00:03:48.480]  保羅說教會是神的田地
[00:03:48.480 --> 00:03:53.240]  在這個田地當中是有栽種有澆灌的人
[00:03:53.240 --> 00:03:56.880]  所以保羅他負責是栽種
[00:03:56.880 --> 00:03:59.560]  阿波羅是負責澆灌
[00:03:59.560 --> 00:04:00.920]  他們互相配合
[00:04:00.920 --> 00:04:04.440]  一起配合植物就能夠成長
[00:04:04.440 --> 00:04:06.640]  田地就有收成
[00:04:06.640 --> 00:04:08.360]  但保羅他繼續再講
[00:04:08.360 --> 00:04:09.640]  他說還有啊
[00:04:09.640 --> 00:04:12.520]  栽種的不算什麼
[00:04:12.520 --> 00:04:15.400]  澆灌的不算什麼
[00:04:15.400 --> 00:04:21.360]  最重要的就是讓這個田地能夠成長的位置就是神
[00:04:21.360 --> 00:04:24.160]  我們都在神這個主人底下
[00:04:24.160 --> 00:04:25.400]  Under God
[00:04:25.400 --> 00:04:29.480]  在主人底下我們一起去同工
[00:04:29.480 --> 00:04:34.920]  神的田地是田地的主人
[00:04:34.920 --> 00:04:37.400]  所以第一幅圖畫記得
[00:04:37.400 --> 00:04:39.640]  教會是神的田地
[00:04:39.640 --> 00:04:42.040]  城鎮家是神的田地
[00:04:42.040 --> 00:04:45.880]  城鎮家的主人是神
[00:04:45.880 --> 00:04:47.040]  天父
[00:04:47.040 --> 00:04:49.680]  創造主
[00:04:49.680 --> 00:04:54.880]  第二幅圖畫就是說教會是神的房屋
[00:04:54.880 --> 00:04:56.680]  這個房屋一定有基礎
[00:04:56.680 --> 00:04:58.440]  基礎在哪裡?
[00:04:58.440 --> 00:05:01.320]  基礎就是耶穌基督
[00:05:01.320 --> 00:05:03.800]  所以教會的管家
[00:05:03.800 --> 00:05:05.800]  他必須在這個根基上面
[00:05:05.800 --> 00:05:07.960]  在耶穌基督的根基上面
[00:05:07.960 --> 00:05:09.680]  去建造房屋
[00:05:09.680 --> 00:05:11.720]  建造城鎮家
[00:05:11.720 --> 00:05:16.480]  如果沒有耶穌基督成為我們的根基的話
[00:05:16.480 --> 00:05:20.640]  教會城鎮家只是一個社會群體
[00:05:20.640 --> 00:05:22.760]  就是一個社交的群體
[00:05:22.760 --> 00:05:25.600]  是一個社團
[00:05:25.600 --> 00:05:27.520]  所以很重要有根基
[00:05:27.520 --> 00:05:28.720]  要常常記得
[00:05:28.720 --> 00:05:30.840]  城鎮家的根基在哪裡?
[00:05:30.840 --> 00:05:32.560]  耶穌基督
[00:05:32.560 --> 00:05:34.840]  還有接著保羅說
[00:05:34.840 --> 00:05:37.360]  我保羅我作為公將
[00:05:37.360 --> 00:05:44.160]  作為阿頭我已經將教會建立在耶穌基督的根基上面
[00:05:44.160 --> 00:05:46.240]  其他的公將
[00:05:46.240 --> 00:05:50.360]  你們要想想你們用什麼材料來建造房屋
[00:05:50.360 --> 00:05:52.800]  有些人是用草木和街
[00:05:52.800 --> 00:05:56.320]  有些人用金銀寶石來建造
[00:05:56.320 --> 00:06:01.000]  要知道將來一切的工程會被試驗
[00:06:01.000 --> 00:06:05.960]  是要面對審判的火
[00:06:05.960 --> 00:06:09.720]  所以原來唯有我們做的材料
[00:06:09.720 --> 00:06:13.280]  是正、是靚、是堅固
[00:06:13.280 --> 00:06:16.560]  建立在耶穌基督的根基上面
[00:06:16.560 --> 00:06:21.080]  才能夠渡過經歷審判的火
[00:06:21.080 --> 00:06:22.360]  所以要知道
[00:06:22.360 --> 00:06:26.840]  不要以為沒有人知道我們在做什麼事
[00:06:26.840 --> 00:06:29.320]  神知道的
[00:06:29.320 --> 00:06:34.000]  將來要面對審判的火
[00:06:34.000 --> 00:06:36.040]  是騙不了人的
[00:06:36.040 --> 00:06:40.080]  建造必須要建造在耶穌基督的根基上面
[00:06:40.080 --> 00:06:42.080]  不要用草木和街
[00:06:42.080 --> 00:06:44.320]  要用金銀寶石
[00:06:44.320 --> 00:06:47.600]  用心去建造
[00:06:47.600 --> 00:06:48.760]  第三幅圖畫
[00:06:48.760 --> 00:06:50.400]  教會的第三幅圖畫
[00:06:50.400 --> 00:06:53.760]  就是說教會是神的殿
[00:06:53.760 --> 00:06:57.520]  是聖靈叫教會分別開來
[00:06:57.520 --> 00:06:59.200]  成為神的殿
[00:06:59.200 --> 00:07:02.040]  在以前當人們說到聖殿的時候
[00:07:02.040 --> 00:07:05.640]  肯定是說耶路撒冷的聖殿
[00:07:05.640 --> 00:07:06.800]  但保羅說
[00:07:06.800 --> 00:07:09.120]  不是不是不是
[00:07:09.120 --> 00:07:13.360]  聖殿是你們
[00:07:13.360 --> 00:07:15.400]  你們是聖殿
[00:07:15.400 --> 00:07:16.560]  所以保羅說
[00:07:16.560 --> 00:07:20.280]  因為上帝的殿是聖的這殿
[00:07:20.280 --> 00:07:21.920]  就是你們
[00:07:21.920 --> 00:07:24.240]  豈不知你們是上帝的殿
[00:07:24.240 --> 00:07:25.840]  上帝的靈
[00:07:25.840 --> 00:07:29.760]  住在你們的女頭媽
[00:07:29.760 --> 00:07:32.240]  我們要記得
[00:07:32.240 --> 00:07:35.640]  原來這個地方是否分別開來
[00:07:35.640 --> 00:07:39.360]  城鎮家是否一間真正的教會
[00:07:39.360 --> 00:07:44.240]  是端乎於有沒有聖靈在
[00:07:44.240 --> 00:07:46.480]  如果沒有聖靈在
[00:07:46.480 --> 00:07:49.360]  城鎮家是一間家
[00:07:49.360 --> 00:07:51.200]  是一個社團
[00:07:51.200 --> 00:07:53.000]  它不是教會
[00:07:53.000 --> 00:07:56.760]  唯有聖靈在當中的時候
[00:07:56.760 --> 00:08:01.600]  城鎮家是一間教會,是一間真正的教會
[00:08:01.600 --> 00:08:04.640]  所以原來來到這個聖所當中
[00:08:04.640 --> 00:08:06.080]  我們要敬愛神
[00:08:06.080 --> 00:08:07.920]  我們知道神是慈愛
[00:08:07.920 --> 00:08:12.560]  但是我們要敬畏神
[00:08:12.560 --> 00:08:15.720]  我們不能夠欺控神
[00:08:15.720 --> 00:08:19.040]  所以我們平時的待人接物
[00:08:19.040 --> 00:08:20.800]  都是很重要的
[00:08:20.800 --> 00:08:24.560]  很多時候如果我們當中有敵黨
[00:08:24.560 --> 00:08:26.120]  傷害別人
[00:08:26.120 --> 00:08:29.560]  你不要以為在倫理道德上不好
[00:08:29.560 --> 00:08:31.600]  這些是社交的罪
[00:08:31.600 --> 00:08:33.000]  是人的關係的罪
[00:08:33.000 --> 00:08:34.600]  是不好的
[00:08:34.600 --> 00:08:35.760]  不過你知不知道
[00:08:35.760 --> 00:08:38.040]  其實保羅說得很嚴重
[00:08:38.040 --> 00:08:39.680]  他說你們彼此頂撞
[00:08:39.680 --> 00:08:40.800]  彼此分黨
[00:08:40.800 --> 00:08:43.760]  彼此訴訟
[00:08:43.760 --> 00:08:46.440]  你其實是敵黨
[00:08:46.440 --> 00:08:50.000]  敵黨聖靈
[00:08:50.000 --> 00:08:54.360]  聖靈就不能夠將城鎮家
[00:08:54.360 --> 00:08:57.760]  分別開來成為聖結
[00:08:57.760 --> 00:09:00.920]  這個就是保羅給我們正面的教導
[00:09:00.920 --> 00:09:03.440]  當然在今天早上我們要抄心一點
[00:09:03.440 --> 00:09:05.320]  原來這麼深的
[00:09:05.320 --> 00:09:07.480]  原來也是這麼嚴峻的
[00:09:07.480 --> 00:09:08.400]  我們抄心一點
[00:09:08.400 --> 00:09:09.400]  領受多一點
[00:09:09.400 --> 00:09:12.240]  一起靠主因點去明白
[00:09:12.240 --> 00:09:15.000]  教導是什麼
[00:09:15.000 --> 00:09:19.640]  今天又知道教會是什麼
[00:09:19.640 --> 00:09:20.720]  好了
[00:09:20.720 --> 00:09:22.920]  回到原本的說法
[00:09:22.920 --> 00:09:26.000]  教導是建立教會
[00:09:26.000 --> 00:09:28.880]  成為神的靈的居所
[00:09:28.880 --> 00:09:33.400]  建立城鎮家成為神的靈的居所
[00:09:33.400 --> 00:09:35.000]  如果這樣的話
[00:09:35.000 --> 00:09:38.000]  我們怎樣去建立
[00:09:38.000 --> 00:09:42.440]  我們怎樣去建立城鎮家成為神的靈的居所
[00:09:42.440 --> 00:09:46.480]  我們怎樣建立城鎮家成為一間真正的教會
[00:09:46.480 --> 00:09:48.640]  教會不是只是一個家
[00:09:48.640 --> 00:09:50.240]  不是只是一個社團
[00:09:50.240 --> 00:09:52.520]  是真正是神的教會
[00:09:52.520 --> 00:09:54.960]  怎樣去做
[00:09:54.960 --> 00:09:56.560]  保羅在十二章
[00:09:56.560 --> 00:09:57.880]  他就說到
[00:09:57.880 --> 00:10:02.240]  聖靈是給我們有不同的恩賜
[00:10:02.240 --> 00:10:03.680]  每個人都有份
[00:10:03.680 --> 00:10:05.080]  每個人都有恩賜
[00:10:05.080 --> 00:10:06.760]  問題是哪種的恩賜
[00:10:06.760 --> 00:10:09.400]  每個人信耶穌基督之後
[00:10:09.400 --> 00:10:11.320]  跟隨耶穌基督的人
[00:10:11.320 --> 00:10:13.320]  必然有恩賜
[00:10:13.320 --> 00:10:16.160]  所以我們需要幫助大家
[00:10:16.160 --> 00:10:17.640]  彼此幫助大家
[00:10:17.640 --> 00:10:21.040]  去知道自己的恩賜
[00:10:21.040 --> 00:10:24.640]  去領受自己的恩賜
[00:10:24.640 --> 00:10:28.880]  去發展去鍛鍊自己的恩賜
[00:10:28.880 --> 00:10:32.440]  將這些恩賜一起去發展
[00:10:32.440 --> 00:10:34.800]  用在聖功的上面
[00:10:34.800 --> 00:10:37.120]  建立我們的生命
[00:10:37.120 --> 00:10:39.160]  建立教會的生命
[00:10:39.160 --> 00:10:42.360]  建立教會一同的成長
[00:10:42.360 --> 00:10:44.800]  所以十二章有說到
[00:10:44.800 --> 00:10:46.480]  神、聖靈
[00:10:46.480 --> 00:10:48.560]  是給每個人都有恩賜
[00:10:48.560 --> 00:10:50.960]  問題是你知不知道
[00:10:50.960 --> 00:10:53.800]  你有沒有去領受
[00:10:53.800 --> 00:10:58.160]  你有沒有去繼續鍛鍊發展
[00:10:58.160 --> 00:10:59.480]  接著在第十三章
[00:10:59.480 --> 00:11:01.440]  保羅說到
[00:11:01.440 --> 00:11:03.440]  這些那麼多的恩賜要發展
[00:11:03.440 --> 00:11:05.520]  不過要有個規範
[00:11:05.520 --> 00:11:06.960]  這個規範就是
[00:11:06.960 --> 00:11:09.520]  愛就是那個規範
[00:11:09.520 --> 00:11:12.480]  愛就是那個 norm
[00:11:12.480 --> 00:11:13.560]  換言之
[00:11:13.560 --> 00:11:16.360]  愛就是說你發現你的恩賜
[00:11:16.360 --> 00:11:18.240]  你領受你的恩賜
[00:11:18.240 --> 00:11:22.360]  你鍛鍊你的恩賜 norm 的規範
[00:11:22.360 --> 00:11:23.960]  這個很重要的
[00:11:23.960 --> 00:11:25.400]  反過來說
[00:11:25.400 --> 00:11:27.240]  很多時候我們很多恩賜
[00:11:27.240 --> 00:11:28.880]  但是教會不能夠建立
[00:11:28.880 --> 00:11:30.520]  因為我們沒有在 norm
[00:11:30.520 --> 00:11:32.320]  沒有在框架底下
[00:11:32.320 --> 00:11:34.480]  去發現我們的恩賜
[00:11:34.480 --> 00:11:35.720]  領受我們的恩賜
[00:11:35.720 --> 00:11:38.040]  鍛鍊我們的恩賜
[00:11:38.040 --> 00:11:39.640]  為什麼這樣說
[00:11:39.640 --> 00:11:41.240]  接著我們去到
[00:11:41.240 --> 00:11:43.840]  哥倫多前書十三章
[00:11:43.840 --> 00:11:47.320]  十三章就說到愛是個規範
[00:11:47.320 --> 00:11:49.080]  他怎麼說呢
[00:11:49.080 --> 00:11:52.240]  他開始在第一至第三節
[00:11:52.240 --> 00:11:54.960]  說了很多的恩賜
[00:11:54.960 --> 00:11:56.600]  我們聽到的恩賜
[00:11:56.600 --> 00:11:58.360]  個個都流口水了
[00:11:58.360 --> 00:12:00.000]  在城鎮街
[00:12:00.000 --> 00:12:01.320]  如果有那麼多的恩賜
[00:12:01.320 --> 00:12:03.400]  真是厲害到不得了
[00:12:03.400 --> 00:12:04.680]  當然登台了
[00:12:04.680 --> 00:12:06.720]  當然厲害了
[00:12:06.720 --> 00:12:08.680]  五千人教會你開玩笑
[00:12:08.680 --> 00:12:10.440]  一萬人教會你也開玩笑
[00:12:10.440 --> 00:12:12.160]  一萬多二萬人都可以
[00:12:12.160 --> 00:12:14.040]  教會那麼多恩賜
[00:12:14.040 --> 00:12:17.320]  因為說到恩賜我們很羨慕
[00:12:17.320 --> 00:12:19.040]  我們看第一節
[00:12:19.040 --> 00:12:22.520]  我若能說萬人的謊言
[00:12:22.520 --> 00:12:25.400]  並天使的話語
[00:12:25.400 --> 00:12:26.120]  卻沒有愛
[00:12:26.120 --> 00:12:28.360]  我就成了明日羅響的拔一般
[00:12:28.360 --> 00:12:31.240]  這裡說到謊言天使的話語
[00:12:31.240 --> 00:12:35.120]  天使的話語和謊言
[00:12:35.120 --> 00:12:38.280]  是真是應該羨慕的
[00:12:38.280 --> 00:12:40.000]  但保羅說
[00:12:40.000 --> 00:12:42.000]  如果沒有愛的話
[00:12:42.000 --> 00:12:43.760]  就算你能夠說謊言
[00:12:43.760 --> 00:12:46.360]  並且能夠說天使的話語
[00:12:46.360 --> 00:12:48.720]  你只是明日羅一樣
[00:12:48.720 --> 00:12:51.120]  你不能夠製造音符
[00:12:51.120 --> 00:12:54.720]  你只能夠製造嘈雜的聲音
[00:12:54.720 --> 00:12:56.960]  你如果只是一味吹噓
[00:12:56.960 --> 00:12:58.240]  你有多厲害
[00:12:58.240 --> 00:13:01.040]  發生很多共振的聲音
[00:13:01.040 --> 00:13:02.760]  你只是一個拔
[00:13:02.760 --> 00:13:04.720]  這些是吹噓的聲音
[00:13:04.720 --> 00:13:08.920]  是煩死人的聲音
[00:13:08.920 --> 00:13:10.280]  接著第二節
[00:13:10.280 --> 00:13:11.640]  保羅說一些恩賜
[00:13:11.640 --> 00:13:14.480]  我若有先知講道的能力
[00:13:14.480 --> 00:13:17.520]  也明白各樣的奧秘
[00:13:17.520 --> 00:13:19.160]  各樣的知識
[00:13:19.160 --> 00:13:22.320]  而且有傳遞的信心
[00:13:22.320 --> 00:13:25.760]  能夠而生
[00:13:25.760 --> 00:13:28.440]  這些都是很厲害的
[00:13:28.440 --> 00:13:30.120]  我們也羨慕的
[00:13:30.120 --> 00:13:32.000]  但保羅說
[00:13:32.000 --> 00:13:33.320]  聽著
[00:13:33.320 --> 00:13:35.320]  如果沒有愛的話
[00:13:35.320 --> 00:13:38.120]  我就算不了什麼
[00:13:38.120 --> 00:13:39.800]  接著第三節保羅說
[00:13:39.800 --> 00:13:42.360]  我若將所有的錢財
[00:13:42.360 --> 00:13:44.240]  去救濟窮人
[00:13:44.240 --> 00:13:46.960]  又犧牲自己的身體
[00:13:46.960 --> 00:13:49.960]  讓人去誇讚
[00:13:49.960 --> 00:13:51.280]  這些很重要
[00:13:51.280 --> 00:13:52.680]  犧牲自己
[00:13:52.680 --> 00:13:54.960]  錢全副身家拿出來
[00:13:54.960 --> 00:13:56.520]  這個真的很厲害
[00:13:56.520 --> 00:13:57.520]  但保羅說
[00:13:57.520 --> 00:14:00.240]  如果沒有愛的話
[00:14:00.240 --> 00:14:02.040]  仍然對我無益
[00:14:02.040 --> 00:14:04.000]  所以第三節和第二節的邏輯
[00:14:04.000 --> 00:14:05.200]  是平衡的
[00:14:05.200 --> 00:14:06.040]  是一樣的
[00:14:06.040 --> 00:14:07.000]  意思就是說
[00:14:07.000 --> 00:14:09.880]  無論你的恩賜有多少有多厲害
[00:14:09.880 --> 00:14:12.800]  但如果你是沒有
[00:14:12.800 --> 00:14:15.920]  愛的靈性的話
[00:14:15.920 --> 00:14:17.920]  一切都不算什麼
[00:14:17.920 --> 00:14:19.400]  一切的行為
[00:14:19.400 --> 00:14:22.600]  都是沒有意義沒有意思的
[00:14:22.600 --> 00:14:23.760]  總括來說
[00:14:23.760 --> 00:14:25.480]  我們看完一節三節
[00:14:25.480 --> 00:14:27.320]  我們看到其實
[00:14:27.320 --> 00:14:28.800]  所訂出來的那些項目
[00:14:28.800 --> 00:14:30.880]  那些恩賜項目
[00:14:30.880 --> 00:14:33.680]  人是會讚賞的
[00:14:33.680 --> 00:14:35.400]  保羅的意思不是
[00:14:35.400 --> 00:14:37.400]  這些東西你不需要追求
[00:14:37.400 --> 00:14:38.720]  他不是這個意思
[00:14:38.720 --> 00:14:39.280]  他不是說
[00:14:39.280 --> 00:14:42.120]  這些恩賜比外顯大
[00:14:42.120 --> 00:14:43.160]  不要啊
[00:14:43.160 --> 00:14:43.920]  謙卑一點
[00:14:43.920 --> 00:14:44.920]  不要顯露出來
[00:14:44.920 --> 00:14:45.800]  不要說這些
[00:14:45.800 --> 00:14:48.440]  保羅不是這個意思
[00:14:48.440 --> 00:14:50.320]  保羅是重視這些恩賜
[00:14:50.320 --> 00:14:51.760]  但保羅說
[00:14:51.760 --> 00:14:54.040]  這些恩賜
[00:14:54.040 --> 00:14:57.640]  必須要放在框架當中
[00:14:57.640 --> 00:14:59.320]  是有個規範
[00:14:59.320 --> 00:15:01.240]  在這個規範下
[00:15:01.240 --> 00:15:02.480]  去領受
[00:15:02.480 --> 00:15:03.720]  去發展
[00:15:03.720 --> 00:15:05.720]  這個就是愛的規範
[00:15:05.720 --> 00:15:09.120]  這個就是愛的框架
[00:15:09.120 --> 00:15:11.120]  所以弟妹們
[00:15:11.120 --> 00:15:13.800]  原來愛
[00:15:13.800 --> 00:15:15.800]  是生活的道路
[00:15:15.800 --> 00:15:16.800]  愛
[00:15:16.800 --> 00:15:18.800]  是生活的方式
[00:15:18.800 --> 00:15:21.720]  在這種生活的方式當中
[00:15:21.720 --> 00:15:23.040]  所有的恩賜
[00:15:23.040 --> 00:15:24.560]  就能夠歸位
[00:15:24.560 --> 00:15:26.640]  能夠到位
[00:15:26.640 --> 00:15:30.320]  能夠找到它們恰當的位置
[00:15:30.320 --> 00:15:31.240]  相反來說
[00:15:31.240 --> 00:15:33.240]  假如你是沒有愛的話
[00:15:33.240 --> 00:15:35.240]  沒有愛的話
[00:15:35.240 --> 00:15:37.240]  說謊言
[00:15:37.240 --> 00:15:39.240]  說喻言
[00:15:39.240 --> 00:15:42.240]  接收啟示的知識
[00:15:42.240 --> 00:15:44.840]  行神蹟的能力
[00:15:44.840 --> 00:15:47.520]  甚至自我的犧牲
[00:15:47.520 --> 00:15:49.520]  都是沒有意義
[00:15:49.520 --> 00:15:51.160]  都是沒有用的
[00:15:51.160 --> 00:15:53.160]  當然
[00:15:53.160 --> 00:15:56.800]  是不能夠建造教會的
[00:15:56.800 --> 00:15:58.800]  所以保羅說出愛
[00:15:58.800 --> 00:15:59.800]  是很重要
[00:15:59.800 --> 00:16:01.800]  正如師母今天帶領我們禱告
[00:16:01.800 --> 00:16:03.800]  預備我們的心
[00:16:03.800 --> 00:16:05.800]  愛真的很重要
[00:16:05.800 --> 00:16:07.800]  愛這麼重要
[00:16:07.800 --> 00:16:10.800]  愛是什麼來的呢?
[00:16:10.800 --> 00:16:12.800]  很多時候我們會說愛
[00:16:12.800 --> 00:16:14.800]  I love you
[00:16:14.800 --> 00:16:16.800]  但我們對愛
[00:16:16.800 --> 00:16:18.800]  我們填寫了浪漫的愛
[00:16:18.800 --> 00:16:20.800]  世上的人那種愛的觀點
[00:16:20.800 --> 00:16:22.800]  我們反而不太記得
[00:16:22.800 --> 00:16:24.800]  聖經當中所說的愛
[00:16:24.800 --> 00:16:27.800]  所以我希望
[00:16:27.800 --> 00:16:29.800]  今天大家可以
[00:16:29.800 --> 00:16:31.800]  看完4-7節
[00:16:31.800 --> 00:16:33.800]  你能夠知道
[00:16:33.800 --> 00:16:35.800]  愛是什麼
[00:16:35.800 --> 00:16:37.800]  甚至背了它
[00:16:37.800 --> 00:16:40.800]  究竟愛是什麼呢?
[00:16:40.800 --> 00:16:42.800]  保羅在4-7節說
[00:16:42.800 --> 00:16:45.800]  有愛心的人會做兩件事
[00:16:45.800 --> 00:16:48.800]  有愛心的人
[00:16:48.800 --> 00:16:50.800]  是不會做八件事的
[00:16:50.800 --> 00:16:52.800]  做八件事
[00:16:52.800 --> 00:16:54.800]  八件事就是做了出來的
[00:16:54.800 --> 00:16:56.800]  根本你就是沒有愛心的
[00:16:56.800 --> 00:16:58.800]  好了
[00:16:58.800 --> 00:17:00.800]  去說兩樣正面的
[00:17:00.800 --> 00:17:03.800]  有愛心的是什麼呢?
[00:17:03.800 --> 00:17:05.800]  就是愛就是
[00:17:05.800 --> 00:17:08.800]  恆久忍耐
[00:17:08.800 --> 00:17:13.800]  愛是又有恩慈
[00:17:13.800 --> 00:17:17.800]  恆久忍耐又有恩慈
[00:17:17.800 --> 00:17:20.800]  這些是神的特性
[00:17:20.800 --> 00:17:22.800]  是正面的
[00:17:22.800 --> 00:17:24.800]  究竟什麼叫愛
[00:17:24.800 --> 00:17:26.800]  是恆久忍耐呢?
[00:17:26.800 --> 00:17:29.800]  這是一個動詞
[00:17:29.800 --> 00:17:32.800]  更正確的翻譯是
[00:17:32.800 --> 00:17:35.800]  忍耐地等待
[00:17:35.800 --> 00:17:37.800]  一個愛心的人是有忍耐的
[00:17:37.800 --> 00:17:39.800]  忍耐是什麼意思呢?
[00:17:39.800 --> 00:17:41.800]  一個有忍耐力的人
[00:17:41.800 --> 00:17:45.800]  他會忍耐地等待
[00:17:45.800 --> 00:17:47.800]  等待什麼呢?
[00:17:47.800 --> 00:17:50.800]  等待時間
[00:17:50.800 --> 00:17:52.800]  等待時機
[00:17:52.800 --> 00:17:54.800]  等待什麼時機呢?
[00:17:54.800 --> 00:17:57.800]  等待神的時機
[00:17:57.800 --> 00:17:59.800]  很多時候
[00:17:59.800 --> 00:18:01.800]  我們做事會失敗
[00:18:01.800 --> 00:18:02.800]  做得不好
[00:18:02.800 --> 00:18:04.800]  因為時機還沒到
[00:18:04.800 --> 00:18:06.800]  好像電製跳fuse一樣
[00:18:06.800 --> 00:18:08.800]  時機還沒到
[00:18:08.800 --> 00:18:10.800]  而我們上教會的人
[00:18:10.800 --> 00:18:11.800]  不知道有沒有這樣的體驗呢?
[00:18:11.800 --> 00:18:13.800]  我有這樣的體驗
[00:18:13.800 --> 00:18:16.800]  大兄姐妹們可以在大學做到很高職
[00:18:16.800 --> 00:18:18.800]  做副校長
[00:18:18.800 --> 00:18:21.800]  在機構、商界做CEO
[00:18:21.800 --> 00:18:23.800]  很成功很厲害
[00:18:23.800 --> 00:18:27.800]  回到教會他們怎樣呢?
[00:18:27.800 --> 00:18:30.800]  他們未必是成功的
[00:18:30.800 --> 00:18:32.800]  其中一個問題不是說
[00:18:32.800 --> 00:18:36.800]  他們用行政的觀念在教會不對
[00:18:36.800 --> 00:18:37.800]  不是
[00:18:37.800 --> 00:18:39.800]  其實教會需要一些很基本
[00:18:39.800 --> 00:18:41.800]  很minimal的行政
[00:18:41.800 --> 00:18:42.800]  做得好去
[00:18:42.800 --> 00:18:46.800]  當然不需要整間教會變成一個機構
[00:18:46.800 --> 00:18:48.800]  教會不是一個institution
[00:18:48.800 --> 00:18:51.800]  教會是一個群體不是一個機構
[00:18:51.800 --> 00:18:55.800]  但是教會始終有些小規則都是好的
[00:18:55.800 --> 00:18:58.800]  所以問題不是在乎規則
[00:18:58.800 --> 00:19:00.800]  而是在乎很多時候我們做事
[00:19:00.800 --> 00:19:02.800]  不要等待時機
