
[00:00:00.000 --> 00:00:01.680]  大家主內平安
[00:01:47.480 --> 00:01:49.720]  有二十多歲的女生
[00:01:49.720 --> 00:01:52.920]  我們弟兄三個人
[00:01:52.920 --> 00:01:54.640]  一間很小的房間
[00:01:54.640 --> 00:01:57.120]  除了放兩張碌架床
[00:01:57.120 --> 00:01:58.320]  上下層的
[00:01:58.320 --> 00:02:00.560]  三個人住
[00:02:00.560 --> 00:02:02.720]  最上面的層是放雜物的
[00:02:02.720 --> 00:02:06.320]  接著有一條很小的路
[00:02:06.320 --> 00:02:08.240]  就是讓我們出入的
[00:02:08.240 --> 00:02:09.240]  我們就是這樣住
[00:02:09.240 --> 00:02:11.120]  弟兄家族都會好一點
[00:02:11.120 --> 00:02:12.200]  但是姊妹那邊呢?
[00:02:12.200 --> 00:02:15.600]  因為姊妹的房間是大房間
[00:02:15.600 --> 00:02:18.040]  可以住六七個人
[00:02:18.040 --> 00:02:20.320]  但是他們住的時候
[00:02:20.320 --> 00:02:22.960]  因為女生比較細心
[00:02:22.960 --> 00:02:25.240]  他們有很多的磨擦
[00:02:25.240 --> 00:02:27.880]  剛才的時候都是相處得挺好的
[00:02:27.880 --> 00:02:30.000]  同住真的相處得挺好的
[00:02:30.000 --> 00:02:34.280]  但是不夠一個月就開始投訴
[00:02:34.280 --> 00:02:36.400]  我已經跟你說了很多次了
[00:02:36.400 --> 00:02:38.800]  你都還是沒有改的
[00:02:38.800 --> 00:02:40.360]  弟兄這邊就好一點
[00:02:40.360 --> 00:02:42.000]  和睦一點、忍耐一點
[00:02:42.000 --> 00:02:45.000]  女生真的很細心
[00:02:45.000 --> 00:02:48.200]  比較看得真一點
[00:02:48.200 --> 00:02:49.720]  同住真的很難
[00:02:49.720 --> 00:02:54.600]  所以約翰把母親接過來的時候
[00:02:54.600 --> 00:02:57.160]  約翰本來是雷子
[00:02:57.160 --> 00:02:58.880]  是炮仗頸
[00:02:58.880 --> 00:03:03.240]  如果你有什麼衝突的話
[00:03:03.240 --> 00:03:04.440]  我真的害怕
[00:03:04.440 --> 00:03:06.720]  會不會將耶穌的媽媽
[00:03:06.720 --> 00:03:10.080]  都會不放在眼裡呢?
[00:03:10.080 --> 00:03:12.120]  但是約翰就迎接這個挑戰
[00:03:12.120 --> 00:03:13.800]  就將她接過來
[00:03:13.800 --> 00:03:17.000]  但是我們可以思想另外一件事
[00:03:17.000 --> 00:03:18.360]  約翰之前
[00:03:18.360 --> 00:03:21.240]  他是和耶穌同住過的
[00:03:21.240 --> 00:03:23.920]  耶穌是怎樣的呢?
[00:03:23.920 --> 00:03:26.120]  竟然能夠被約翰
[00:03:26.120 --> 00:03:28.760]  從一個雷子、炮仗頸的人
[00:03:28.760 --> 00:03:30.560]  變成一個有愛心的人
[00:03:30.560 --> 00:03:31.760]  我們一同去思想
[00:03:31.760 --> 00:03:34.160]  耶穌是怎樣的
[00:03:34.160 --> 00:03:37.800]  約翰他很年輕的時候
[00:03:37.800 --> 00:03:39.320]  就跟著耶穌了
[00:03:39.320 --> 00:03:41.240]  他被形容為
[00:03:41.240 --> 00:03:43.560]  他是貼在主懷中的一個人
[00:03:43.560 --> 00:03:45.040]  真的很靠近
[00:03:45.040 --> 00:03:47.480]  他是緊緊跟隨耶穌的
[00:03:47.480 --> 00:03:48.960]  他比彼得更好
[00:03:48.960 --> 00:03:51.720]  因為彼得當耶穌釘十字架的時候
[00:03:51.720 --> 00:03:52.760]  他是遠遠跟隨
[00:03:52.760 --> 00:03:54.080]  但是約翰就不一樣了
[00:03:54.080 --> 00:03:55.280]  他一直跟著跟著跟著
[00:03:55.280 --> 00:03:57.280]  跟到十字架那裡
[00:03:57.280 --> 00:03:58.000]  一直在跟
[00:03:58.000 --> 00:03:59.280]  而且是很近的
[00:03:59.280 --> 00:04:00.720]  所以他是一個
[00:04:00.720 --> 00:04:02.560]  一直貼在耶穌那裡
[00:04:02.560 --> 00:04:03.640]  聽的人
[00:04:03.640 --> 00:04:05.960]  他是一個跟的人
[00:04:05.960 --> 00:04:06.760]  所以他是一個
[00:04:06.760 --> 00:04:09.840]  很懂得去聽、從的人
[00:04:09.840 --> 00:04:11.120]  年老的時候
[00:04:11.120 --> 00:04:12.000]  年老的時候
[00:04:12.000 --> 00:04:14.920]  約翰他裡面的領袖的真理
[00:04:14.920 --> 00:04:16.120]  就很豐滿了
[00:04:16.120 --> 00:04:17.360]  他寫了一個
[00:04:17.360 --> 00:04:18.480]  最晚年的時候
[00:04:18.480 --> 00:04:19.520]  最後的時候
[00:04:19.520 --> 00:04:21.840]  就寫了《約翰福音》出來了
[00:04:21.840 --> 00:04:25.320]  當時有很多的異端在那裡
[00:04:25.320 --> 00:04:26.720]  《約翰福音》
[00:04:26.720 --> 00:04:29.040]  第二檔當時一個最主要的異端
[00:04:29.040 --> 00:04:29.920]  就是《幻影說》
[00:04:29.920 --> 00:04:30.400]  就說
[00:04:30.400 --> 00:04:32.200]  耶穌根本上
[00:04:32.200 --> 00:04:34.640]  他是沒有這個身體的
[00:04:34.640 --> 00:04:35.360]  為什麼呢
[00:04:35.360 --> 00:04:36.800]  因為當時有一個哲學
[00:04:36.800 --> 00:04:37.760]  他是認為
[00:04:37.760 --> 00:04:39.280]  這個屬靈
[00:04:39.280 --> 00:04:41.560]  耶穌只不過是一個屬靈的幻影
[00:04:41.560 --> 00:04:44.160]  好像只不過是一個影子
[00:04:44.160 --> 00:04:45.040]  為什麼呢
[00:04:45.040 --> 00:04:46.800]  因為當時一個哲學
[00:04:46.800 --> 00:04:48.640]  這一派的哲學
[00:04:48.640 --> 00:04:50.920]  他認為
[00:04:50.920 --> 00:04:52.320]  耶穌他是神
[00:04:52.320 --> 00:04:53.840]  神是至聖的
[00:04:53.840 --> 00:04:57.360]  是不可能有污穢的
[00:04:57.360 --> 00:04:58.680]  但是人呢
[00:04:58.680 --> 00:04:59.800]  他是墮落的
[00:04:59.800 --> 00:05:00.880]  所以
[00:05:00.880 --> 00:05:02.800]  這個金色的神
[00:05:02.800 --> 00:05:06.240]  怎麼會在墮落的人身上呢
[00:05:06.240 --> 00:05:08.120]  所以耶穌就寫了
[00:05:08.120 --> 00:05:09.400]  這個《約翰福音》
[00:05:09.400 --> 00:05:12.640]  第二檔當時的一個異端
[00:05:12.640 --> 00:05:15.960]  我們可以思想其他三本的福音書
[00:05:15.960 --> 00:05:17.000]  馬太
[00:05:17.000 --> 00:05:18.840]  他會說到耶穌是王
[00:05:18.840 --> 00:05:21.320]  是從王權的角度去說的
[00:05:21.320 --> 00:05:21.920]  馬赫呢
[00:05:21.920 --> 00:05:22.920]  卜人
[00:05:22.920 --> 00:05:23.520]  那麼
[00:05:23.520 --> 00:05:24.240]  路加呢
[00:05:24.240 --> 00:05:25.400]  路加就說到
[00:05:25.400 --> 00:05:26.600]  耶穌是人
[00:05:26.600 --> 00:05:29.920]  他是百分百的人
[00:05:29.920 --> 00:05:31.200]  所以你會看到
[00:05:31.200 --> 00:05:33.160]  耶穌他的出生
[00:05:33.160 --> 00:05:34.560]  他是怎樣出生
[00:05:34.560 --> 00:05:36.360]  怎樣成為一個嬰兒
[00:05:36.360 --> 00:05:37.760]  接著又十二
[00:05:37.760 --> 00:05:38.600]  大一點的時候
[00:05:38.600 --> 00:05:40.520]  又去聖殿去敬拜
[00:05:40.520 --> 00:05:41.320]  所以你會看到
[00:05:41.320 --> 00:05:44.160]  耶穌是怎樣成長的一個過程
[00:05:44.160 --> 00:05:45.600]  但是《約翰福音》又不同了
[00:05:45.600 --> 00:05:46.960]  太初有道
[00:05:46.960 --> 00:05:48.040]  道與神同在
[00:05:48.040 --> 00:05:48.920]  接著呢
[00:05:48.920 --> 00:05:51.520]  很快到了十四節就說到
[00:05:51.520 --> 00:05:52.600]  道成了肉身
[00:05:52.600 --> 00:05:53.760]  所以你會看到
[00:05:53.760 --> 00:05:55.360]  他的重點是不一樣的
[00:05:55.360 --> 00:05:57.440]  耶穌基督是神
[00:05:57.440 --> 00:05:59.960]  就是《約翰福音》這個重點
[00:05:59.960 --> 00:06:02.400]  他是神的兒子
[00:06:02.400 --> 00:06:03.920]  那麼所以
[00:06:03.920 --> 00:06:07.280]  他沒有記到耶穌怎樣去降生
[00:06:07.280 --> 00:06:08.520]  怎樣成人這些
[00:06:08.520 --> 00:06:10.160]  但是他的重點就是
[00:06:10.160 --> 00:06:13.760]  耶穌基督是道成肉身的神子
[00:06:13.760 --> 00:06:17.000]  道成了肉身
[00:06:17.000 --> 00:06:18.600]  很多的哲學
[00:06:18.600 --> 00:06:19.760]  或者是宗教
[00:06:19.760 --> 00:06:23.160]  我們知道佛教當中
[00:06:23.160 --> 00:06:25.360]  他是注重冥想
[00:06:25.360 --> 00:06:27.160]  以及覺悟
[00:06:27.160 --> 00:06:28.040]  所以
[00:06:28.040 --> 00:06:31.200]  他就是靠人去尋求這個道
[00:06:31.200 --> 00:06:32.320]  所以你會看到
[00:06:32.320 --> 00:06:33.840]  釋迦牟尼他
[00:06:33.840 --> 00:06:36.280]  放棄做王子的權利
[00:06:36.280 --> 00:06:38.520]  出來苦修
[00:06:38.520 --> 00:06:40.120]  冥想、覺悟
[00:06:40.120 --> 00:06:41.920]  是靠自己去
[00:06:41.920 --> 00:06:44.200]  達到一個得救可以說
[00:06:44.200 --> 00:06:46.280]  是進入劣盤
[00:06:46.280 --> 00:06:47.280]  孔子呢
[00:06:47.280 --> 00:06:49.000]  孔子他說
[00:06:49.000 --> 00:06:52.120]  君子謀道不謀食
[00:06:52.120 --> 00:06:53.920]  所以人是要去謀的
[00:06:53.920 --> 00:06:55.040]  包括君子
[00:06:55.040 --> 00:06:56.040]  去謀這個道
[00:06:56.040 --> 00:06:57.120]  去思想這個道
[00:06:57.120 --> 00:06:58.760]  去尋求這個道
[00:06:58.760 --> 00:07:03.320]  他還是靠人自己去尋找這個東西
[00:07:03.320 --> 00:07:04.280]  老子呢
[00:07:04.280 --> 00:07:06.840]  老子他就
[00:07:06.840 --> 00:07:07.960]  不同了
[00:07:07.960 --> 00:07:10.240]  他稍為更好一點可以說
[00:07:10.240 --> 00:07:12.680]  人法地
[00:07:12.680 --> 00:07:13.520]  地法天
[00:07:13.520 --> 00:07:14.480]  天法道
[00:07:14.480 --> 00:07:15.640]  道法自然
[00:07:15.640 --> 00:07:17.400]  那麼他講到這個道
[00:07:17.400 --> 00:07:19.960]  它就是一個自然而然
[00:07:19.960 --> 00:07:22.360]  它本身就是在這裡
[00:07:22.360 --> 00:07:23.280]  但是你呢
[00:07:23.280 --> 00:07:24.520]  要順從它
[00:07:24.520 --> 00:07:25.640]  不是
[00:07:25.640 --> 00:07:28.200]  這個道不會去尋找你
[00:07:28.200 --> 00:07:29.480]  是你也重要
[00:07:29.480 --> 00:07:31.160]  還要去順從它
[00:07:31.160 --> 00:07:32.520]  去尋找它
[00:07:32.520 --> 00:07:34.840]  所以又是不一樣的
[00:07:34.840 --> 00:07:36.320]  所以世界的哲學
[00:07:36.320 --> 00:07:37.360]  宗教
[00:07:37.360 --> 00:07:38.560]  包括文化
[00:07:38.560 --> 00:07:43.000]  都是從下面去尋找上面的東西
[00:07:43.000 --> 00:07:45.080]  所以會看到
[00:07:45.080 --> 00:07:50.040]  人就是想從下而上去觸摸那個
[00:07:50.040 --> 00:07:51.480]  永恆的一件事
[00:07:51.480 --> 00:07:53.240]  從一個有限的
[00:07:53.240 --> 00:07:55.240]  想達到那個無限的一件事
[00:07:55.240 --> 00:07:56.400]  是人去尋找神
[00:07:56.400 --> 00:07:56.920]  但是
[00:07:56.920 --> 00:07:57.680]  至終呢
[00:07:57.680 --> 00:07:59.520]  你也很難去找得到
[00:07:59.520 --> 00:08:01.280]  這一個道
[00:08:01.280 --> 00:08:03.960]  但是聖經的啟示就不一樣了
[00:08:03.960 --> 00:08:05.320]  它是從
[00:08:05.320 --> 00:08:07.120]  上面那裡來
[00:08:07.120 --> 00:08:08.600]  來到下面
[00:08:08.600 --> 00:08:10.160]  是這個道去尋找人
[00:08:10.160 --> 00:08:11.960]  是這個上帝去尋找人
[00:08:11.960 --> 00:08:13.280]  所以方向是不一樣的
[00:08:13.280 --> 00:08:15.720]  一個是向下而上
[00:08:15.720 --> 00:08:17.080]  另一個呢
[00:08:17.080 --> 00:08:19.320]  向上而下
[00:08:19.320 --> 00:08:21.960]  是完全不同的一個方向
[00:08:21.960 --> 00:08:22.600]  所以
[00:08:22.600 --> 00:08:23.800]  耶穌基督來
[00:08:23.800 --> 00:08:25.360]  祂曾經說過
[00:08:25.360 --> 00:08:28.840]  我從腹那裡出來
[00:08:28.840 --> 00:08:31.240]  到了這個世界
[00:08:31.240 --> 00:08:32.320]  那麼現在呢
[00:08:32.320 --> 00:08:34.920]  我要往腹那裡去
[00:08:34.920 --> 00:08:35.840]  往腹那裡去
[00:08:35.840 --> 00:08:38.080]  祂來到地上成為人
[00:08:38.080 --> 00:08:39.120]  成就了救人之後
[00:08:39.120 --> 00:08:41.120]  祂回到腹那裡去
[00:08:41.120 --> 00:08:42.120]  那麼
[00:08:42.120 --> 00:08:43.160]  當這樣的時候
[00:08:43.160 --> 00:08:44.240]  暗示了一件事
[00:08:44.240 --> 00:08:45.400]  耶穌基督
[00:08:45.400 --> 00:08:47.240]  祂是
[00:08:47.240 --> 00:08:47.840]  道
[00:08:47.840 --> 00:08:49.960]  祂是無罪的
[00:08:49.960 --> 00:08:51.880]  但是祂取了一個
[00:08:51.880 --> 00:08:53.560]  罪
[00:08:53.560 --> 00:08:55.080]  罪身的形狀
[00:08:55.080 --> 00:08:57.040]  因為我們人犯罪墮落之後
[00:08:57.040 --> 00:08:57.840]  就有罪了
[00:08:57.840 --> 00:08:59.120]  就有這個形狀在這裡
[00:08:59.120 --> 00:09:01.240]  耶穌就是取了我們
[00:09:01.240 --> 00:09:03.600]  這個形狀成為人
[00:09:03.600 --> 00:09:05.920]  但是這個耶穌
[00:09:05.920 --> 00:09:06.760]  祂是道
[00:09:06.760 --> 00:09:07.560]  祂在這個地上
[00:09:07.560 --> 00:09:09.800]  從來都沒有犯過罪
[00:09:09.800 --> 00:09:11.720]  所以祂是無罪的
[00:09:11.720 --> 00:09:13.080]  祂可以回到
[00:09:13.080 --> 00:09:14.240]  致勝的
[00:09:14.240 --> 00:09:15.160]  腹那裡去
[00:09:15.160 --> 00:09:16.840]  祂是完全得勝的
[00:09:16.840 --> 00:09:17.720]  所以你要看到
[00:09:17.720 --> 00:09:18.640]  耶穌
[00:09:18.640 --> 00:09:20.920]  祂雖然來到這個地上
[00:09:20.920 --> 00:09:22.280]  取了這個肉身
[00:09:22.280 --> 00:09:23.600]  有罪身的形狀
[00:09:23.600 --> 00:09:23.960]  但是
[00:09:23.960 --> 00:09:24.920]  耶穌
[00:09:24.920 --> 00:09:28.360]  從來都沒有犯過罪
[00:09:28.360 --> 00:09:31.240]  耶穌是真正的人
[00:09:31.240 --> 00:09:33.760]  耶穌是無罪的人
[00:09:33.760 --> 00:09:36.360]  但是耶穌又是從上而下
[00:09:36.360 --> 00:09:38.120]  來的那個道
[00:09:38.120 --> 00:09:42.480]  道成了肉身
[00:09:42.480 --> 00:09:43.680]  所以
[00:09:43.680 --> 00:09:46.000]  耶穌是從神那裡降下來
[00:09:46.000 --> 00:09:47.280]  進入了這個世界
[00:09:47.280 --> 00:09:48.520]  成為一個人
[00:09:48.520 --> 00:09:49.720]  讓我們看到
[00:09:49.720 --> 00:09:50.960]  那個真理
[00:09:50.960 --> 00:09:52.520]  看到這個道
[00:09:52.520 --> 00:09:54.240]  讓我們藉著耶穌
[00:09:54.240 --> 00:09:55.960]  領受這個道
[00:09:55.960 --> 00:09:57.640]  領受這個永生
[00:10:01.920 --> 00:10:04.840]  約翰福音一開始就說到
[00:10:04.840 --> 00:10:06.440]  太初有道
[00:10:06.440 --> 00:10:07.800]  道與神同在
[00:10:07.800 --> 00:10:09.680]  道就是神
[00:10:09.680 --> 00:10:12.840]  這道太初與神同在
[00:10:12.840 --> 00:10:14.760]  萬物是藉著祂做的
[00:10:14.760 --> 00:10:15.760]  凡被做的
[00:10:15.760 --> 00:10:18.680]  沒有一件事不是藉祂所做的
[00:10:18.680 --> 00:10:20.680]  生命在祂那裡
[00:10:20.680 --> 00:10:22.560]  這個生命就是人的光
[00:10:22.560 --> 00:10:24.800]  所以耶穌基督祂是道
[00:10:24.800 --> 00:10:26.200]  道就是神
[00:10:26.200 --> 00:10:28.440]  這個神成了肉身
[00:10:28.440 --> 00:10:30.120]  耶穌基督祂是創造者
[00:10:30.120 --> 00:10:31.520]  祂創造一切
[00:10:31.520 --> 00:10:32.720]  但是現在
[00:10:32.720 --> 00:10:34.840]  祂來到這個地上
[00:10:34.840 --> 00:10:36.440]  成為人
[00:10:36.440 --> 00:10:38.400]  祂在永恆那裡
[00:10:38.400 --> 00:10:40.240]  來到這個道
[00:10:40.240 --> 00:10:42.680]  來到這個世界
[00:10:42.680 --> 00:10:44.520]  當耶穌創造的時候
[00:10:44.520 --> 00:10:45.840]  就有了這個世界
[00:10:45.840 --> 00:10:48.120]  但是祂在未創造之前
[00:10:48.120 --> 00:10:49.800]  已經在這裡
[00:10:49.800 --> 00:10:50.800]  耶穌已經在這裡
[00:10:50.800 --> 00:10:52.080]  因為祂是太初的
[00:10:52.080 --> 00:10:53.640]  祂是永恆的
[00:10:53.640 --> 00:10:55.840]  祂現在進入了這個歷史
[00:10:55.840 --> 00:10:57.280]  進入了這個時間
[00:10:57.280 --> 00:10:58.440]  當有了創造的時候
[00:10:58.440 --> 00:10:59.440]  就有了時間
[00:10:59.440 --> 00:11:00.560]  這個絕對的
[00:11:00.560 --> 00:11:01.520]  不變的
[00:11:01.520 --> 00:11:04.000]  來到這個會變的世界
[00:11:04.000 --> 00:11:05.160]  這個無限的
[00:11:05.160 --> 00:11:08.200]  來到這個肉身那裡
[00:11:08.200 --> 00:11:10.120]  是有限的
[00:11:10.120 --> 00:11:12.200]  所以你會看到
[00:11:12.200 --> 00:11:13.720]  耶穌祂是降卑的
[00:11:13.720 --> 00:11:14.720]  祂是榮耀的
[00:11:14.720 --> 00:11:16.480]  但是祂現在來到
[00:11:16.480 --> 00:11:17.800]  成為人
[00:11:17.800 --> 00:11:19.320]  降卑了
[00:11:19.320 --> 00:11:21.040]  耶穌祂是永恆的
[00:11:21.040 --> 00:11:23.520]  祂現在成為有肉身的人
[00:11:23.520 --> 00:11:26.920]  成為在這個地上暫時的人
[00:11:26.920 --> 00:11:30.000]  耶穌本來是道 祂是靈
[00:11:30.000 --> 00:11:31.440]  祂本來是看不到的
[00:11:31.440 --> 00:11:33.120]  現在讓我們成了肉身
[00:11:33.120 --> 00:11:34.440]  讓我們看得到
[00:11:34.440 --> 00:11:36.880]  這個無限的成為了有限
[00:11:36.880 --> 00:11:40.640]  所以保羅說了一句
[00:11:40.640 --> 00:11:43.080]  大災 驚險的墓碑
[00:11:43.080 --> 00:11:44.520]  無人不以為然
[00:11:44.520 --> 00:11:48.200]  就是神在肉身顯現
[00:11:48.200 --> 00:11:50.320]  所以這個道
[00:11:50.320 --> 00:11:55.520]  來到這個地上顯現
[00:11:55.520 --> 00:11:58.200]  約翰也在另外的書信說到
[00:11:58.200 --> 00:12:00.840]  從起初 原有的生命之道
[00:12:00.840 --> 00:12:02.800]  就是我們所聽見的
[00:12:02.800 --> 00:12:03.640]  所看見的
[00:12:03.640 --> 00:12:04.800]  親眼見過的
[00:12:04.800 --> 00:12:06.840]  親手摸過的
[00:12:06.840 --> 00:12:08.840]  這個道是永恆的
[00:12:08.840 --> 00:12:09.960]  是自有永有的
[00:12:09.960 --> 00:12:14.680]  祂不靠其他東西而存在
[00:12:14.680 --> 00:12:16.600]  祂本來就在這裡
[00:12:16.600 --> 00:12:18.400]  祂本身就是那個生命
[00:12:18.400 --> 00:12:20.160]  而且祂是賜生命給人的
[00:12:20.160 --> 00:12:21.640]  所以約翰說了
[00:12:21.640 --> 00:12:23.280]  你要親眼去看
[00:12:23.280 --> 00:12:26.480]  約翰用「親眼去看」的意思是
[00:12:26.480 --> 00:12:27.640]  你要好好去看
[00:12:27.640 --> 00:12:30.240]  你要仔細地去看
[00:12:30.240 --> 00:12:32.600]  而且約翰說他摸過了
[00:12:32.600 --> 00:12:34.640]  摸耶穌
[00:12:34.640 --> 00:12:36.440]  是有身體的
[00:12:36.440 --> 00:12:38.600]  祂的身體的溫度
[00:12:38.600 --> 00:12:41.360]  和你和我一樣
[00:12:41.360 --> 00:12:44.400]  一般是36.5攝氏度
[00:12:44.400 --> 00:12:49.520]  華氏度是97.7華氏度
[00:12:49.520 --> 00:12:51.240]  耶穌會餓
[00:12:51.240 --> 00:12:52.520]  也會頸渴
[00:12:52.520 --> 00:12:53.720]  也會背
[00:12:53.720 --> 00:12:55.520]  也會流汗
[00:12:55.520 --> 00:12:58.520]  祂在赫西瑪利園禱告的時候
[00:12:58.520 --> 00:12:59.800]  祂緊張的時候
[00:12:59.800 --> 00:13:01.880]  汗如血滴
[00:13:01.880 --> 00:13:04.400]  血點滴在地上
[00:13:04.400 --> 00:13:07.960]  耶穌基督在十字架那裡
[00:13:07.960 --> 00:13:08.960]  祂是流血的
[00:13:08.960 --> 00:13:11.280]  祂是真真實實地流血
[00:13:11.280 --> 00:13:12.880]  有血和水出來
[00:13:12.880 --> 00:13:14.560]  所以耶穌基督是
[00:13:14.560 --> 00:13:15.840]  完全的神
[00:13:15.840 --> 00:13:18.280]  也是完全的人
[00:13:18.280 --> 00:13:20.560]  百分百的神
[00:13:20.560 --> 00:13:22.280]  也是百分百的人
[00:13:22.280 --> 00:13:24.000]  在這個肉身當中
[00:13:24.000 --> 00:13:25.360]  祂是有神性
[00:13:25.360 --> 00:13:26.880]  也有人性
[00:13:26.880 --> 00:13:31.400]  祂是完全的合一的
[00:13:31.400 --> 00:13:33.120]  到成了肉身
[00:13:33.120 --> 00:13:35.520]  不是一個偶然
[00:13:35.520 --> 00:13:37.320]  在創世之初
[00:13:37.320 --> 00:13:40.480]  未有世界之前
[00:13:40.480 --> 00:13:46.000]  神已經是親自有這個計劃了
[00:13:46.000 --> 00:13:49.000]  當有世界的時候
[00:13:49.000 --> 00:13:51.040]  我們在創世紀你會看到
[00:13:51.040 --> 00:13:53.280]  神是他親自啟示
[00:13:53.280 --> 00:13:56.000]  而且預備救恩的
[00:13:56.000 --> 00:13:56.880]  讓我們看到
[00:13:56.880 --> 00:13:59.280]  因為當阿娃犯罪之後
[00:13:59.280 --> 00:14:02.040]  上帝發出了打個救贖的預言
[00:14:02.040 --> 00:14:02.760]  是什麼呢?
[00:14:02.760 --> 00:14:06.280]  女人的後蕊要傷你的頭
[00:14:06.280 --> 00:14:09.200]  你要傷她的腳筋
[00:14:09.200 --> 00:14:12.560]  這個不是透過先知去說的
[00:14:12.560 --> 00:14:16.000]  是神自己親自去說出來的
[00:14:16.000 --> 00:14:17.440]  預言的就是
[00:14:17.440 --> 00:14:21.760]  有一個女人要生一個小孩出來
[00:14:21.760 --> 00:14:25.200]  而且這個小孩是有人性的
[00:14:25.200 --> 00:14:27.720]  有人性的就是這個救主
[00:14:27.720 --> 00:14:28.560]  耶穌基督
[00:14:28.560 --> 00:14:30.240]  祂要來到這個地上
[00:14:30.240 --> 00:14:32.520]  要戰勝撒旦
[00:14:32.520 --> 00:14:33.640]  為人去受苦
[00:14:33.640 --> 00:14:36.240]  將人救贖出來
[00:14:36.240 --> 00:14:38.880]  所以你會看到
[00:14:38.880 --> 00:14:39.960]  在福音書當中
[00:14:39.960 --> 00:14:41.360]  你會看到
[00:14:41.360 --> 00:14:44.600]  耶穌基督的降生
[00:14:44.600 --> 00:14:45.880]  成長
[00:14:45.880 --> 00:14:48.560]  以及丁十字架的受苦
[00:14:48.560 --> 00:14:49.920]  流血
[00:14:49.920 --> 00:14:53.520]  其實這一切在舊約已經預言了
[00:14:53.520 --> 00:14:56.360]  因為在以塞亞書已經預言
[00:14:56.360 --> 00:14:58.360]  童女生子
[00:14:58.360 --> 00:15:01.560]  在尼迦書裡已經說了
[00:15:01.560 --> 00:15:03.640]  伯利恆出生
[00:15:03.640 --> 00:15:07.520]  這個小孩就是要在伯利恆出生的
[00:15:07.520 --> 00:15:08.520]  長大
[00:15:08.520 --> 00:15:09.840]  他是要為人受苦
[00:15:09.840 --> 00:15:11.080]  成就這個救恩的
[00:15:11.080 --> 00:15:13.960]  在以塞亞書裡說到
[00:15:13.960 --> 00:15:17.240]  所以當說到這一節的時候
[00:15:17.240 --> 00:15:18.200]  約翰福音
[00:15:18.200 --> 00:15:19.360]  一章十四節
[00:15:19.360 --> 00:15:21.040]  到成了肉身的時候
[00:15:21.040 --> 00:15:22.240]  住在我們中間
[00:15:22.240 --> 00:15:23.120]  充充滿滿
[00:15:23.120 --> 00:15:24.000]  有恩典
[00:15:24.000 --> 00:15:26.640]  有真理
[00:15:26.640 --> 00:15:28.640]  這一個應驗
[00:15:28.640 --> 00:15:31.120]  就是應驗了創世紀
[00:15:31.120 --> 00:15:32.640]  打一章所說的
[00:15:32.640 --> 00:15:34.880]  耶穌基督到成肉身
[00:15:34.880 --> 00:15:37.040]  就是要實現神祂這個計劃
[00:15:37.040 --> 00:15:40.320]  祂要應許神這個
[00:15:40.320 --> 00:15:43.320]  打一個最偉大的預言
[00:15:43.320 --> 00:15:45.280]  一個應驗就在這裡
