
[00:00:00.000 --> 00:00:03.160]  好 今天我們會繼續約翰醫書系列
[00:13:35.600 --> 00:13:37.960]  這個是很為難的一個事情
[00:13:37.960 --> 00:13:40.280]  對大家來講可能會成為一個重擔
[00:13:40.280 --> 00:13:42.480]  假如說我要你
[00:13:42.480 --> 00:13:44.200]  比如說這裡有一百張單張
[00:13:44.200 --> 00:13:47.960]  我這裡每人發幾張吧
[00:13:47.960 --> 00:13:49.360]  發五張給你吧
[00:13:49.360 --> 00:13:52.000]  那可能你會覺得發五張
[00:13:52.000 --> 00:13:54.640]  也是對你來講有一個很大的困難
[00:13:54.640 --> 00:13:57.160]  你會覺得這是一個重擔
[00:13:57.160 --> 00:14:01.640]  但是假如說你是愛上帝的話
[00:14:01.640 --> 00:14:05.160]  你是有愛去做這個行動的話
[00:14:05.160 --> 00:14:06.880]  你不會覺得是一個重擔
[00:14:06.880 --> 00:14:10.000]  你會很樂意拿那個單張
[00:14:10.000 --> 00:14:12.880]  去派給那些還沒有信主的朋友
[00:14:12.880 --> 00:14:14.520]  其實上週有個姊妹
[00:14:14.520 --> 00:14:17.320]  她就拿了很厚的一疊單張
[00:14:17.320 --> 00:14:18.920]  她說她要去發那個單張
[00:14:18.920 --> 00:14:20.800]  我很欣賞她
[00:14:20.800 --> 00:14:25.480]  她看得出來她是有這種對福音的熱忱
[00:14:25.480 --> 00:14:27.240]  然後對靈魂的那種愛
[00:14:27.240 --> 00:14:29.120]  這種愛那也是來自於神
[00:14:29.120 --> 00:14:34.600]  不是說好像我要給大家一個的任務
[00:14:34.600 --> 00:14:35.480]  然後去完成
[00:14:35.480 --> 00:14:37.480]  好像剛才在禱告的時候
[00:14:37.480 --> 00:14:40.160]  我邀請大家繼續要去邀請新朋友
[00:14:40.160 --> 00:14:42.320]  這樣你會覺得是一個重擔
[00:14:42.320 --> 00:14:46.000]  對你來講你會覺得很難去邀請新朋友
[00:14:46.000 --> 00:14:48.400]  因為對你來講
[00:14:48.400 --> 00:14:51.120]  好像沒有什麼樣的動力要這麼做
[00:14:51.120 --> 00:14:55.240]  但我們在看那個經文的時候
[00:14:55.240 --> 00:14:59.240]  我們看到其實上帝的命令不是難守的
[00:14:59.240 --> 00:15:02.480]  關鍵是如果我們裡面有愛的話
[00:15:02.480 --> 00:15:07.120]  這個命令不會成為一個充滿壓力的重擔
[00:15:07.120 --> 00:15:12.760]  我們很樂意就會去把這個單張發給其他人
[00:15:12.760 --> 00:15:17.320]  我每個禮拜有一天就是星期三
[00:15:17.320 --> 00:15:19.720]  每個禮拜三我都會看到一個姊妹
[00:15:19.720 --> 00:15:23.360]  她在佛道寓院旁邊那個位置
[00:15:23.360 --> 00:15:24.600]  就是那個路口那裡
[00:15:24.600 --> 00:15:26.240]  她就會發那個單張
[00:15:26.240 --> 00:15:28.480]  就是之前我們有大佈道會
[00:15:28.480 --> 00:15:32.080]  還有我們有普通話的佈道會
[00:15:32.080 --> 00:15:33.200]  她都站在那裡
[00:15:33.200 --> 00:15:35.160]  她就對路人來發那個單張
[00:15:35.160 --> 00:15:39.000]  她一站就是差不多兩個小時
[00:15:39.000 --> 00:15:41.200]  因為我是中午下班的時候經過那裡
[00:15:41.200 --> 00:15:42.720]  因為我要去吃午飯
[00:15:42.720 --> 00:15:43.920]  然後再回來的時候
[00:15:43.920 --> 00:15:44.920]  她還是站在那裡
[00:15:44.920 --> 00:15:46.320]  應該會超過兩個小時
[00:15:46.320 --> 00:15:48.400]  因為我出發之前她就在
[00:15:48.400 --> 00:15:50.440]  我回來的時候她還在
[00:15:50.440 --> 00:16:00.280]  所以她不是很多的服侍的姊妹
[00:16:00.280 --> 00:16:01.520]  就是說在教會裡面
[00:16:01.520 --> 00:16:03.600]  她不是承擔很多的服侍
[00:16:03.600 --> 00:16:05.880]  就是一個很普通的姊妹
[00:16:05.880 --> 00:16:07.440]  我想大家都會見過她
[00:16:07.440 --> 00:16:12.320]  因為她就是我們在門口的那個保安
[00:16:12.320 --> 00:16:15.200]  她真的就站在那裡去發那個傳單
[00:16:15.200 --> 00:16:16.480]  我也很欣賞她
[00:16:16.480 --> 00:16:19.440]  我想如果不是上帝給她這種愛的話
[00:16:19.440 --> 00:16:21.920]  她很難這樣子去做
[00:16:21.920 --> 00:16:23.560]  假如說派傳單
[00:16:23.560 --> 00:16:25.360]  你都覺得是一個重擔
[00:16:25.360 --> 00:16:26.760]  你不能去做的話
[00:16:26.760 --> 00:16:29.840]  假如說叫你去街頭佈道
[00:16:29.840 --> 00:16:31.720]  可能你會更困難
[00:16:31.720 --> 00:16:33.880]  就是對那些陌生的人
[00:16:33.880 --> 00:16:35.520]  你不知道怎麼去跟他講
[00:16:35.520 --> 00:16:38.440]  也許你很難開口
[00:16:38.440 --> 00:16:40.760]  很難有這個行動
[00:16:40.760 --> 00:16:44.920]  更不用說其他的一些上帝的命令
[00:16:44.920 --> 00:16:46.680]  那些的要求
[00:16:46.680 --> 00:16:48.080]  這些簡單的要求
[00:16:48.080 --> 00:16:51.320]  都有可能成為我們的重擔
[00:16:51.320 --> 00:16:58.760]  那怎樣才能夠可以很樂意的去做這事情呢
[00:16:58.760 --> 00:17:00.360]  還是那個愛
[00:17:00.360 --> 00:17:03.560]  祂驅使我們可以這樣去做
[00:17:03.560 --> 00:17:04.680]  當我們這樣去做的時候
[00:17:04.680 --> 00:17:10.280]  我們會享受這個裡面的那種的喜樂
[00:17:10.280 --> 00:17:15.080]  這種的喜樂是沒有其他的事情可以給予你的
[00:17:15.080 --> 00:17:16.720]  我也舉一些其他的例子
[00:17:16.720 --> 00:17:19.000]  我們當中有一些的弟兄姊妹
[00:17:19.000 --> 00:17:24.080]  他們是很樂意來參與服侍的
[00:17:24.080 --> 00:17:26.440]  有的是開放他自己的家庭
[00:17:26.440 --> 00:17:28.320]  然後招呼弟兄姊妹
[00:17:28.320 --> 00:17:31.120]  有的很願意花他的時間
[00:17:31.120 --> 00:17:35.320]  甚至金錢在弟兄姊妹身上去陪伴他們
[00:17:35.320 --> 00:17:37.120]  去跟他們聊天
[00:17:37.120 --> 00:17:40.800]  去陪伴他們一起來成長
[00:17:40.800 --> 00:17:42.960]  我想如果沒有愛的話
[00:17:42.960 --> 00:17:44.920]  他們很難這樣去做
[00:17:44.920 --> 00:17:46.840]  他會覺得這個好像是教會
[00:17:46.840 --> 00:17:49.320]  或者是傳道人邀請他這麼做
[00:17:49.320 --> 00:17:51.040]  就給了他一個任務
[00:17:51.040 --> 00:17:53.760]  那這樣他做的就會很不喜樂
[00:17:53.760 --> 00:17:55.040]  很有壓力
[00:17:55.040 --> 00:17:57.760]  但是我看到弟兄姊妹卻不是這樣
[00:17:57.760 --> 00:17:59.360]  他們做的時候
[00:17:59.360 --> 00:18:01.760]  真的很感受到其中的喜樂
[00:18:01.760 --> 00:18:03.400]  他們很願意這樣去做
[00:18:03.400 --> 00:18:05.640]  而且是發自他內心的
[00:18:05.640 --> 00:18:08.080]  所以非常欣賞他們
[00:18:08.080 --> 00:18:13.520]  在這裡約翰他說
[00:18:13.520 --> 00:18:16.360]  上帝的命令是不難遵守的
[00:18:16.360 --> 00:18:19.080]  我也盼望在我們每一個弟兄姊妹
[00:18:19.080 --> 00:18:20.720]  我們的生命裡面
[00:18:20.720 --> 00:18:22.320]  我們表現出來也是這樣
[00:18:22.320 --> 00:18:24.400]  我們從心裡面感受到
[00:18:24.400 --> 00:18:27.080]  我們遵守上帝的命令
[00:18:27.080 --> 00:18:28.280]  這個是不難的
[00:18:28.280 --> 00:18:30.480]  因為我們裡面有祂的愛
[00:18:30.480 --> 00:18:34.880]  好我們再看
[00:18:34.880 --> 00:18:39.880]  最後他講了
[00:18:39.880 --> 00:18:41.760]  第四節跟第五節他講
[00:18:41.760 --> 00:18:44.240]  因為凡從神生的就勝過世界
[00:18:44.240 --> 00:18:47.080]  使我們勝了世界的就是我們的信心
[00:18:47.080 --> 00:18:48.920]  勝過世界的是誰呢?
[00:18:48.920 --> 00:18:52.040]  不是那信耶穌是神而死的嗎?
[00:18:52.040 --> 00:18:54.040]  我們留意他這裡講到
[00:18:54.040 --> 00:18:55.640]  我們因著信
[00:18:55.640 --> 00:18:58.120]  因為信耶穌是基督
[00:18:58.120 --> 00:19:00.640]  信耶穌是神的兒子這個事情
[00:19:00.640 --> 00:19:04.360]  我們就可以勝過世界
[00:19:04.360 --> 00:19:08.520]  勝過世界是什麼意思呢?
[00:19:08.520 --> 00:19:10.120]  勝過的意思就是
[00:19:10.120 --> 00:19:13.520]  你不被這個世界所征服
[00:19:13.520 --> 00:19:16.320]  不被這個世界所同化
[00:19:16.320 --> 00:19:19.600]  你不遵從這個世界的法則
[00:19:19.600 --> 00:19:22.840]  而是遵從上帝的命令
[00:19:22.840 --> 00:19:24.520]  有些時候上帝的命令
[00:19:24.520 --> 00:19:27.640]  跟世界的法則會發生很大的衝突
[00:19:27.640 --> 00:19:31.760]  有些時候是可能令你左右為難
[00:19:31.760 --> 00:19:34.560]  你一方面很想去遵從上帝的命令
[00:19:34.560 --> 00:19:39.160]  另外一方面上帝在催促你的時候
[00:19:39.160 --> 00:19:40.760]  你又感覺到另外一股力量
[00:19:40.760 --> 00:19:42.280]  就是世界的力量
[00:19:42.280 --> 00:19:44.000]  祂也在引誘你
[00:19:44.000 --> 00:19:46.120]  或者是祂也在催促你
[00:19:46.120 --> 00:19:48.320]  世界的法則跟上帝的法則
[00:19:48.320 --> 00:19:50.800]  發生很多的衝突
[00:19:50.800 --> 00:19:53.640]  有些時候我們會有很深的體會
[00:19:53.640 --> 00:19:56.920]  我自己也經常會有這樣的體會
[00:19:56.920 --> 00:20:00.920]  我記得在前幾個月之前
[00:20:00.920 --> 00:20:03.640]  我需要和家人一起回內地
[00:20:03.640 --> 00:20:06.400]  去辦理一些重要的事情
[00:20:06.400 --> 00:20:08.840]  大家知道前幾個月要回去
[00:20:08.840 --> 00:20:11.440]  不像現在方便了一點
[00:20:11.440 --> 00:20:12.640]  其實現在也不太方便
[00:20:12.640 --> 00:20:15.640]  但是那幾個月之前就更不方便
[00:20:15.640 --> 00:20:21.200]  你要回去你要買車票不好買
[00:20:21.200 --> 00:20:23.640]  要搶的上網搶也不好搶
[00:20:23.640 --> 00:20:26.960]  然後如果你要走另外的通道
[00:20:26.960 --> 00:20:28.160]  就走深圳那邊
[00:20:28.160 --> 00:20:32.320]  你還要預訂酒店的名額
[00:20:32.320 --> 00:20:34.040]  那個也是不好預訂
[00:20:34.040 --> 00:20:36.320]  上網搶也是搶不到的
[00:20:36.320 --> 00:20:40.520]  所以那個時候大概搶了
[00:20:40.520 --> 00:20:43.120]  差不多有一個多月
[00:20:43.120 --> 00:20:43.920]  差不多兩個月
[00:20:43.920 --> 00:20:46.240]  一個多月兩個月的時間
[00:20:46.240 --> 00:20:47.400]  車票買不到
[00:20:47.400 --> 00:20:49.080]  酒店訂不到
[00:20:49.080 --> 00:20:50.400]  請弟兄姊妹幫忙
[00:20:50.400 --> 00:20:52.600]  很多人一起去上網去預訂
[00:20:52.600 --> 00:20:53.560]  還是不行
[00:20:53.560 --> 00:20:54.920]  連那個系統都進不去
[00:20:54.920 --> 00:20:57.520]  被人擠出來的很沮喪
[00:20:57.520 --> 00:20:59.160]  心裡面就有個念頭
[00:20:59.160 --> 00:21:00.400]  那個念頭是什麼呢
[00:21:00.400 --> 00:21:04.160]  不如買黃牛票吧
[00:21:04.160 --> 00:21:06.880]  我不曉得你有沒有這個經驗
[00:21:06.880 --> 00:21:08.760]  我當時真的會閃過這個念頭
[00:21:08.760 --> 00:21:11.560]  而且是也會有身邊的一些人
[00:21:11.560 --> 00:21:12.840]  告訴你一些消息
[00:21:12.840 --> 00:21:14.840]  哪裡你聯繫誰誰誰
[00:21:14.840 --> 00:21:16.240]  可以買到什麼黃牛票
[00:21:16.240 --> 00:21:17.720]  或者是你給多少錢
[00:21:17.720 --> 00:21:21.000]  他可以幫你拿到一個名額
[00:21:21.000 --> 00:21:23.600]  心裡面很焦急
[00:21:23.600 --> 00:21:26.440]  因為那個時候
[00:21:26.440 --> 00:21:29.160]  我們如果不能趕在
[00:21:29.160 --> 00:21:31.760]  八月中之前回去的話
[00:21:31.760 --> 00:21:34.040]  我們就過了辦理
[00:21:34.040 --> 00:21:35.680]  那個事情的一個期限
[00:21:35.680 --> 00:21:36.680]  因為它辦理的時候
[00:21:36.680 --> 00:21:38.240]  是有一個期限的
[00:21:38.240 --> 00:21:40.640]  所以我們非常的焦急
[00:21:40.640 --> 00:21:41.960]  心裡面很掙扎
[00:21:41.960 --> 00:21:43.560]  那怎麼辦
[00:21:43.560 --> 00:21:45.320]  這個世界的法則
[00:21:45.320 --> 00:21:46.880]  好像每個人都這麼做
[00:21:46.880 --> 00:21:48.400]  他們都是買黃牛的
[00:21:48.400 --> 00:21:50.560]  不買黃牛就回不去了
[00:21:50.560 --> 00:21:51.600]  很掙扎
[00:21:51.600 --> 00:21:58.120]  後來我停下來禱告神
[00:21:58.120 --> 00:21:59.760]  神給我的聲音就是
[00:21:59.760 --> 00:22:03.200]  不要遵從這個世界的法則
[00:22:03.200 --> 00:22:06.280]  你要聽從上帝的命令
[00:22:06.280 --> 00:22:07.800]  你繼續的禱告
[00:22:07.800 --> 00:22:09.680]  上帝會給你開路
[00:22:09.680 --> 00:22:13.400]  所以最終真的上帝給我開路了
[00:22:13.400 --> 00:22:17.480]  最後上網抽那個名額抽籤抽到了
[00:22:17.480 --> 00:22:19.880]  所以回去的那個時候
[00:22:19.880 --> 00:22:22.560]  剛剛好趕在這個期限之前
[00:22:22.560 --> 00:22:24.320]  能夠辦妥那個事情
[00:22:24.320 --> 00:22:26.240]  而且中間還出現了一個小插曲
[00:22:26.240 --> 00:22:28.360]  就是那一天
[00:22:28.360 --> 00:22:30.200]  我們所有的東西都預備好了
[00:22:30.200 --> 00:22:31.760]  準備要過關的時候
[00:22:31.760 --> 00:22:34.760]  結果在過關的那一刻卡住了
[00:22:34.760 --> 00:22:35.520]  怎麼卡住呢
[00:22:35.520 --> 00:22:39.520]  因為我是第一次帶孩子回去內地
[00:22:39.520 --> 00:22:41.920]  那孩子出生不久
[00:22:41.920 --> 00:22:43.160]  他也沒有出過香港
[00:22:43.160 --> 00:22:44.160]  因為他一出生的時候
[00:22:44.160 --> 00:22:45.720]  就在疫情裡面出生
[00:22:45.720 --> 00:22:46.880]  沒有離開過香港
[00:22:46.880 --> 00:22:48.240]  第一次出境
[00:22:48.240 --> 00:22:50.360]  我帶他的證件
[00:22:50.360 --> 00:22:53.720]  就是我們知道回去就帶兩樣的證件
[00:22:53.720 --> 00:22:55.280]  一個是身份證
[00:22:55.280 --> 00:22:56.560]  一個是回鄉證
[00:22:56.560 --> 00:22:58.160]  我們都帶了
