
[00:00:00.000 --> 00:00:10.320]  以後我會跟大家分享聖靈的果子
[00:01:51.240 --> 00:01:52.560]  有時我們忽略了
[00:01:52.560 --> 00:01:54.080]  所以我們會探討
[00:01:54.080 --> 00:01:55.880]  原來是聖靈
[00:01:55.880 --> 00:01:59.200]  將神的愛囂貫在我們的生命當中
[00:01:59.200 --> 00:02:00.840]  我們不認識神
[00:02:00.840 --> 00:02:02.240]  是聖靈感動我們
[00:02:02.240 --> 00:02:04.560]  所以在羅馬書第五章第五次說到
[00:02:04.560 --> 00:02:06.440]  盼望不至於羞恥
[00:02:06.440 --> 00:02:08.560]  因為所刺激我們的聖靈
[00:02:08.560 --> 00:02:09.600]  留意
[00:02:09.600 --> 00:02:14.400]  將神的愛囂貫在我們心裏
[00:02:14.400 --> 00:02:16.320]  這個囂貫很特別
[00:02:16.320 --> 00:02:17.480]  更加會再探討
[00:02:17.480 --> 00:02:20.200]  就好像洪水氾濫一樣
[00:02:20.200 --> 00:02:22.080]  嘩!湧過來
[00:02:22.080 --> 00:02:26.560]  原來是聖靈來感動我們
[00:02:26.560 --> 00:02:29.320]  而我們更加要追求什麼呢?
[00:02:29.320 --> 00:02:31.360]  我們讀聖經的時候
[00:02:31.360 --> 00:02:35.280]  就會被聖經裏面的分章、分段
[00:02:35.280 --> 00:02:38.040]  來影響我們
[00:02:38.040 --> 00:02:40.400]  留意到哥林多前書第十三章
[00:02:40.400 --> 00:02:41.600]  大家很熟悉
[00:02:41.600 --> 00:02:43.520]  就是講到愛的詩章
[00:02:43.520 --> 00:02:45.880]  「我若能說賣人的謊言並天使的話語」
[00:02:45.880 --> 00:02:48.920]  有愛就成為名的羅響的弊一般
[00:02:48.920 --> 00:02:52.840]  但你不要忘記寶羅寫哥林多書信的時候
[00:02:52.840 --> 00:02:56.360]  是不會刻意分第幾章、第幾節的
[00:02:56.360 --> 00:02:58.680]  原來前面在講教會裏面
[00:02:58.680 --> 00:03:01.800]  弟兄姊妹是要給錢配搭的
[00:03:01.800 --> 00:03:04.280]  如果有些人聰明
[00:03:04.280 --> 00:03:05.640]  你不要妒忌他
[00:03:05.640 --> 00:03:08.320]  因為你有另外一些的恩賜
[00:03:08.320 --> 00:03:10.520]  然後有些人可能會自誇
[00:03:10.520 --> 00:03:11.800]  我有講道恩賜
[00:03:11.800 --> 00:03:13.480]  我有醫病的恩賜
[00:03:13.480 --> 00:03:14.640]  但寶羅跟他說
[00:03:14.640 --> 00:03:19.400]  留意第十二章最後那一節
[00:03:19.400 --> 00:03:23.240]  「你們要切切的求那更大的恩賜
[00:03:23.240 --> 00:03:27.840]  我現今把最妙的道指示你們
[00:03:27.840 --> 00:03:30.760]  我若說賣人的謊言」
[00:03:30.760 --> 00:03:32.560]  有沒有留意到原來寶羅就說到
[00:03:32.560 --> 00:03:35.360]  我們要去追求最美麗的恩賜
[00:03:35.360 --> 00:03:37.440]  最好的恩賜是甚麼呢
[00:03:37.440 --> 00:03:39.680]  原來就是愛
[00:03:39.680 --> 00:03:41.080]  這個愛是甚麼呢
[00:03:41.080 --> 00:03:42.280]  剛才我已經講了
[00:03:42.280 --> 00:03:43.640]  就是聖靈
[00:03:43.640 --> 00:03:47.320]  但它將神的愛囂貫在我們的裏面
[00:03:47.320 --> 00:03:50.200]  這個囂貫就是排山倒海
[00:03:50.200 --> 00:03:51.760]  剛剛日本又地震了
[00:03:51.760 --> 00:03:54.200]  我們都很喜歡日本的
[00:03:54.200 --> 00:03:55.360]  特別去那個旅行
[00:03:55.360 --> 00:03:57.880]  但當日本地震我們都會擔心
[00:03:57.880 --> 00:04:00.680]  因為當時福島的時候
[00:04:00.680 --> 00:04:03.200]  那個海嘯大家見不見到
[00:04:03.200 --> 00:04:05.760]  那些海浪不停湧過來
[00:04:05.760 --> 00:04:08.680]  將一些建築物都摧毀了
[00:04:08.680 --> 00:04:13.360]  原來神的愛就好像洪水氾濫那樣
[00:04:13.360 --> 00:04:17.480]  排山倒海入到我們裏面
[00:04:17.480 --> 00:04:20.120]  我們對神的愛意識有多少呢
[00:04:20.120 --> 00:04:23.600]  好 我們一齊看二福所書
[00:04:23.600 --> 00:04:27.920]  第三章17到第19節
[00:04:27.920 --> 00:04:31.320]  「使基督因你們的信住在你們心裏
[00:04:31.320 --> 00:04:34.600]  叫你們的愛心有根有基
[00:04:34.600 --> 00:04:36.760]  能以和眾聖同一同明白
[00:04:36.760 --> 00:04:40.480]  基督的愛是何等長闊高深
[00:04:40.480 --> 00:04:43.720]  並知道這愛是過於人所能測度的
[00:04:43.720 --> 00:04:47.160]  勉叫神一切所充滿的充滿料理門」
[00:04:47.160 --> 00:04:49.120]  很寶貴的一段經文
[00:04:49.120 --> 00:04:53.160]  我們的信在基督裏面有根有基
[00:04:53.160 --> 00:04:55.360]  能夠和眾聖同一齊明白
[00:04:55.360 --> 00:04:59.480]  基督的愛是何等長闊高深
[00:04:59.480 --> 00:05:01.600]  有沒有留意到長闊高深
[00:05:01.600 --> 00:05:03.320]  就好像十字架一樣
[00:05:03.320 --> 00:05:09.320]  好了 知道這個愛是完全過於人所能測度的
[00:05:09.320 --> 00:05:13.640]  是絕對不是我們意想得到的
[00:05:13.640 --> 00:05:15.320]  是意料之愛
[00:05:15.320 --> 00:05:18.600]  你是想不到原來神的愛是這麼重要的
[00:05:18.600 --> 00:05:20.280]  那神的愛是怎樣呢
[00:05:20.280 --> 00:05:24.560]  我們現在先去認識神的愛
[00:05:24.560 --> 00:05:27.040]  第一點 原來神的愛是甚麼呢
[00:05:27.040 --> 00:05:28.800]  是主動的
[00:05:28.800 --> 00:05:30.520]  神主動愛我們
[00:05:30.520 --> 00:05:32.320]  神就是愛
[00:05:32.320 --> 00:05:34.400]  沒有愛心的就不認識神
[00:05:34.400 --> 00:05:36.400]  因為神就是愛
[00:05:36.400 --> 00:05:38.840]  神向人顯示的愛
[00:05:38.840 --> 00:05:41.920]  和基督徒所認識所領受的愛
[00:05:41.920 --> 00:05:45.840]  是神自己的本性啟示出來的
[00:05:45.840 --> 00:05:47.520]  不要忘記
[00:05:47.520 --> 00:05:51.760]  我們的愛往往是被一些東西吸引的
[00:05:51.760 --> 00:05:53.800]  每個人有不同的喜好
[00:05:53.800 --> 00:05:55.640]  譬如有些女士見到
[00:05:55.640 --> 00:05:58.400]  這顆鑽石戒指很漂亮
[00:05:58.400 --> 00:06:00.800]  老公 買給我吧
[00:06:00.800 --> 00:06:02.640]  多數她是失望的
[00:06:02.640 --> 00:06:03.840]  她仍然不會買給她
[00:06:03.840 --> 00:06:05.680]  她見到這顆鑽石戒指
[00:06:05.680 --> 00:06:07.040]  她覺得很漂亮
[00:06:07.040 --> 00:06:09.200]  於是她很想擁有
[00:06:09.200 --> 00:06:13.160]  我自己熟悉 我也知道我喜歡吃肥豬肉
[00:06:13.160 --> 00:06:14.920]  嘩 見到肥豬肉
[00:06:14.920 --> 00:06:16.560]  我一定是先夾好一塊肥豬肉
[00:06:16.560 --> 00:06:19.520]  我被肥豬肉吸引了
[00:06:19.520 --> 00:06:21.280]  原來我們往往
[00:06:21.280 --> 00:06:23.080]  我們所謂買心頭好
[00:06:23.080 --> 00:06:24.240]  我們喜歡一些東西
[00:06:24.240 --> 00:06:26.480]  是被那東西吸引了我們
[00:06:26.480 --> 00:06:28.360]  於是我們就去買
[00:06:28.360 --> 00:06:31.720]  但是今天我們的神是甚麼呢
[00:06:31.720 --> 00:06:34.640]  原來我們的神是主動的愛我們
[00:06:34.640 --> 00:06:36.960]  不是因為我們吸引他們
[00:06:36.960 --> 00:06:39.520]  這段經文 約翰一書第四章第十九次
[00:06:39.520 --> 00:06:40.720]  我會這樣讀
[00:06:40.720 --> 00:06:45.600]  我們愛 因為神 首先愛我們
[00:06:45.600 --> 00:06:46.960]  因為中文聖經就說
[00:06:46.960 --> 00:06:48.880]  我們愛 因為神先愛我們
[00:06:48.880 --> 00:06:50.320]  我就覺得沒有問題
[00:06:50.320 --> 00:06:52.400]  但是特別在婚禮裏面
[00:06:52.400 --> 00:06:54.000]  很多時候讀這些經文
[00:06:54.000 --> 00:06:56.600]  有些未信的人就不太知道
[00:06:56.600 --> 00:06:58.640]  他沒有看著版本就說
[00:06:58.640 --> 00:07:00.560]  我們愛 因為神先愛我們
[00:07:00.560 --> 00:07:02.520]  那誰是神先呢
[00:07:02.520 --> 00:07:03.880]  所以我會去解釋就是
[00:07:03.880 --> 00:07:07.000]  我們愛 因為神首先愛我們
[00:07:07.000 --> 00:07:09.080]  神的愛是主動的
[00:07:09.080 --> 00:07:12.600]  我想做父母的也都會知道
[00:07:12.600 --> 00:07:18.160]  你的兒女在你的懷中孕育
[00:07:18.160 --> 00:07:20.480]  特別是媽媽的懷裏面孕育
[00:07:20.480 --> 00:07:22.760]  你還沒有看到她的樣子
[00:07:22.760 --> 00:07:25.000]  她還沒有出生
[00:07:25.000 --> 00:07:27.240]  但是你已經去愛她
[00:07:27.240 --> 00:07:29.200]  你主動的去愛她
[00:07:29.200 --> 00:07:31.840]  你已經為她預備最好的東西
[00:07:31.840 --> 00:07:33.760]  所以你不要忘記
[00:07:33.760 --> 00:07:36.920]  原來神是首先去愛我們
[00:07:36.920 --> 00:07:38.760]  尋找我們
[00:07:38.760 --> 00:07:40.360]  而更加重要的
[00:07:40.360 --> 00:07:43.680]  這份的愛是超越的愛
[00:07:43.680 --> 00:07:45.560]  是什麼意思呢
[00:07:45.560 --> 00:07:47.720]  聖經裏面很清楚說
[00:07:47.720 --> 00:07:49.520]  神是靈
[00:07:49.520 --> 00:07:54.360]  所以拜他的必須用心靈和誠實拜他
[00:07:54.360 --> 00:07:59.040]  神是不受時間空間環境的限制
[00:07:59.040 --> 00:08:01.720]  他是超越一切的障礙
[00:08:01.720 --> 00:08:02.640]  很簡單舉個例子
[00:08:02.640 --> 00:08:04.720]  今天我在美國或者英國
[00:08:04.720 --> 00:08:08.280]  可能你的家人在香港
[00:08:08.280 --> 00:08:10.960]  哎呀 中了COVID
[00:08:10.960 --> 00:08:13.720]  上個幾星期
[00:08:13.720 --> 00:08:17.480]  我的岳母我的兒子都中了COVID
[00:08:17.480 --> 00:08:21.000]  我們是很擔心
[00:08:21.000 --> 00:08:24.720]  雖然每天都和他視像通話
[00:08:24.720 --> 00:08:27.640]  都看他沒什麼
[00:08:27.640 --> 00:08:29.960]  特別我已經超過80歲的岳母
[00:08:29.960 --> 00:08:31.120]  都仍然很健康
[00:08:31.120 --> 00:08:32.240]  不過是中了
[00:08:32.240 --> 00:08:34.400]  但你都會心惶惶
[00:08:34.400 --> 00:08:37.160]  但都不能夠回去探望他
[00:08:37.160 --> 00:08:43.840]  甚至會有他的年長爸爸離開了世界
[00:08:43.840 --> 00:08:48.000]  但他不能夠回去送他最後一程
[00:08:48.000 --> 00:08:52.720]  就算如果現在要回去負責他的喪禮
[00:08:52.720 --> 00:08:54.520]  回去香港的時候
[00:08:54.520 --> 00:08:58.680]  都要被lock down了21天
[00:08:58.680 --> 00:09:01.840]  現在有人開始在質問這個政府
[00:09:01.840 --> 00:09:04.560]  如果我們完全沒有疫症
[00:09:04.560 --> 00:09:08.520]  為什麼回來要被禁止21天呢
[00:09:08.520 --> 00:09:10.880]  反而和現在香港的人
[00:09:10.880 --> 00:09:12.760]  就算有疫情也好
[00:09:12.760 --> 00:09:15.120]  他可能幾天之後沒事了
[00:09:15.120 --> 00:09:16.760]  就可以不需要來
[00:09:16.760 --> 00:09:18.280]  但是去自我隔離
[00:09:18.280 --> 00:09:21.000]  好像是很不合理
[00:09:21.000 --> 00:09:23.400]  無論如何意思就是說
[00:09:23.400 --> 00:09:28.080]  今天原來我們是受時間空間環境限制
[00:09:28.080 --> 00:09:31.040]  但是神的靈卻是怎樣呢
[00:09:31.040 --> 00:09:34.360]  卻是不受這一方面的限制
[00:09:34.360 --> 00:09:37.760]  所以它是能夠超越一切
[00:09:37.760 --> 00:09:39.400]  這樣的時候
[00:09:39.400 --> 00:09:45.320]  人的愛是超越了動物的愛
[00:09:45.320 --> 00:09:47.360]  好像你養一隻狗仔
[00:09:47.360 --> 00:09:49.040]  或者養一隻貓仔
[00:09:49.040 --> 00:09:51.280]  你的愛一定是怎樣
[00:09:51.280 --> 00:09:55.960]  是會多過那隻狗仔和貓仔愛
[00:09:55.960 --> 00:09:59.640]  雖然那些狗仔貓仔
[00:09:59.640 --> 00:10:01.400]  貼在你的身上
[00:10:01.400 --> 00:10:04.120]  但是你想想你的能力一定比牠強
[00:10:04.120 --> 00:10:05.960]  牠有病的時候你會很擔心
[00:10:05.960 --> 00:10:07.560]  帶牠去看獸醫
[00:10:07.560 --> 00:10:09.480]  你會來好一點照顧牠
[00:10:09.480 --> 00:10:11.640]  但是到你有事
[00:10:11.640 --> 00:10:14.440]  那隻狗或者貓仔不能夠照顧你
[00:10:14.440 --> 00:10:16.600]  原來今天神是超越我們
[00:10:16.600 --> 00:10:18.520]  牠的愛是超越一切
[00:10:18.520 --> 00:10:20.840]  不少人有時候有心無力
[00:10:20.840 --> 00:10:22.960]  或者有力而無心
[00:10:22.960 --> 00:10:24.600]  很簡單舉個例子
[00:10:24.600 --> 00:10:26.840]  就是你留意到
[00:10:26.840 --> 00:10:31.200]  今天有些媽媽要大義滅親
[00:10:31.200 --> 00:10:32.680]  為什麼呢
[00:10:32.680 --> 00:10:37.520]  她的兒子吸食軟性毒品
[00:10:37.520 --> 00:10:39.960]  但是勸都勸不了的時候
[00:10:39.960 --> 00:10:41.840]  他可以做些什麼
[00:10:41.840 --> 00:10:43.920]  他沒有東西做到
[00:10:43.920 --> 00:10:47.640]  所以他只好無奈地打電話報警
[00:10:47.640 --> 00:10:49.080]  叫人抓他的兒子
[00:10:49.080 --> 00:10:52.120]  希望兒子可以進入戒毒所之後
[00:10:52.120 --> 00:10:54.000]  就可以戒毒
[00:10:54.000 --> 00:10:56.360]  但是你想想兒子知道媽媽報警抓他的時候
[00:10:56.360 --> 00:10:59.120]  兒子是不會明白媽媽的愛
[00:10:59.120 --> 00:11:01.160]  甚至會很討厭媽媽
[00:11:01.160 --> 00:11:02.280]  怎麼搞的
[00:11:02.280 --> 00:11:05.120]  自己的兒子也報警被人抓
[00:11:05.120 --> 00:11:07.440]  他會恨他的媽媽
[00:11:07.440 --> 00:11:10.400]  直到可能有一天他才會有醒覺
[00:11:10.400 --> 00:11:16.040]  所以你留意到今天神的愛是超越了時間空間的限制
[00:11:16.040 --> 00:11:18.200]  《雅各書》怎麼說
[00:11:18.200 --> 00:11:22.360]  我們一起來聽《雅各書》第一章第17節
[00:11:22.360 --> 00:11:24.400]  各樣美善的恩賜
[00:11:24.400 --> 00:11:26.560]  和各樣償備的賞賜
[00:11:26.560 --> 00:11:28.360]  都是從上頭來的
[00:11:28.360 --> 00:11:31.200]  從縱光之父那裡降下來的
[00:11:31.200 --> 00:11:33.360]  在他並沒有改變
[00:11:33.360 --> 00:11:35.800]  也沒有轉動的影移
[00:11:35.800 --> 00:11:37.840]  原來一切美善的恩賜
[00:11:37.840 --> 00:11:40.760]  和各樣償備的恩賜都是從上面而來的
[00:11:40.760 --> 00:11:44.880]  在神的愛裡面是完全沒有改變
[00:11:44.880 --> 00:11:47.000]  人的愛很有限
[00:11:47.000 --> 00:11:49.080]  有時候是有心無力
[00:11:49.080 --> 00:11:50.000]  很想幫
[00:11:50.000 --> 00:11:50.920]  但是幫不了
[00:11:50.920 --> 00:11:51.920]  很無奈
[00:11:51.920 --> 00:11:58.120]  但是甚至有時候有些人是完全沒有體會到那份愛
[00:11:58.120 --> 00:12:00.920]  譬如一個兒子嫌媽媽很囉嗦
[00:12:00.920 --> 00:12:02.440]  結果很憤怒
[00:12:02.440 --> 00:12:04.400]  竟然找滾水淋媽媽
[00:12:04.400 --> 00:12:06.000]  媽媽送到醫院
[00:12:06.000 --> 00:12:07.200]  醫院發現有問題
[00:12:07.200 --> 00:12:08.200]  於是報警
[00:12:08.200 --> 00:12:09.760]  被人抓了兒子
[00:12:09.760 --> 00:12:11.800]  但是這個媽媽
[00:12:11.800 --> 00:12:15.240]  就很好的要維護自己的兒子
[00:12:15.240 --> 00:12:17.280]  就跟那個法官說
[00:12:17.280 --> 00:12:18.360]  媽媽不關你的事
[00:12:18.360 --> 00:12:20.880]  我自己不小心弄傷而已
[00:12:20.880 --> 00:12:22.880]  因為他不肯作證
[00:12:22.880 --> 00:12:24.160]  其實他是作假證供的
[00:12:24.160 --> 00:12:26.840]  他指出兒子的錯
[00:12:26.840 --> 00:12:32.320]  法官也無奈判這個男人沒有罪
[00:12:32.320 --> 00:12:35.480]  但是他跟那個兒子說
[00:12:35.480 --> 00:12:38.640]  你媽媽真的很愛你
[00:12:38.640 --> 00:12:42.160]  單憑這個受害人
[00:12:42.160 --> 00:12:43.680]  和環境證供
[00:12:43.680 --> 00:12:47.360]  這個意外是絕對不是他自己造成的
[00:12:47.360 --> 00:12:49.040]  但是媽媽愛你
[00:12:49.040 --> 00:12:52.760]  希望你珍惜這份愛
[00:12:52.760 --> 00:12:53.960]  所以記住今天
[00:12:53.960 --> 00:12:57.240]  神的愛是超越了人的愛
[00:12:57.240 --> 00:13:02.120]  而人的愛是有那一個慾求
[00:13:02.120 --> 00:13:06.000]  是希望會有這個回報
[00:13:06.000 --> 00:13:09.640]  但是不要忘記神是完全的
[00:13:09.640 --> 00:13:12.240]  他沒有任何的缺憲
[00:13:12.240 --> 00:13:15.160]  他也沒有任何的意欲
[00:13:15.160 --> 00:13:16.800]  有些人結婚的時候
[00:13:16.800 --> 00:13:18.760]  後來結婚了一段時間
[00:13:18.760 --> 00:13:20.680]  很想有自己的孩子
[00:13:20.680 --> 00:13:24.600]  可以調整一下我們的生活
[00:13:24.600 --> 00:13:27.000]  人有這個慾望
[00:13:27.000 --> 00:13:30.520]  但是神三為一體
[00:13:30.520 --> 00:13:32.280]  他們彼此相愛
[00:13:32.280 --> 00:13:34.920]  所以他已經有愛的交流
[00:13:34.920 --> 00:13:36.560]  在約翰一書裡這樣說
[00:13:36.560 --> 00:13:39.400]  因為創立世界二先
[00:13:39.400 --> 00:13:41.320]  神就已經愛我
[00:13:41.320 --> 00:13:44.840]  這是耶穌基督在約翰福音第十七章
[00:13:44.840 --> 00:13:48.200]  他自己的禱告裡跟神有溝通
[00:13:48.200 --> 00:13:50.480]  原來未有世界的時候
[00:13:50.480 --> 00:13:53.880]  神的愛就已經互相之間的運行
[00:13:53.880 --> 00:13:58.320]  所以有一位神學家很清楚的說
[00:13:58.320 --> 00:14:01.920]  在神還沒有創造任何的受造之物
[00:14:01.920 --> 00:14:04.400]  作為他愛的對象之先
[00:14:04.400 --> 00:14:06.440]  甚至自耿古以來
[00:14:06.440 --> 00:14:10.040]  神本身已經就是愛
[00:14:10.040 --> 00:14:11.880]  這個是很寶貴的
[00:14:11.880 --> 00:14:16.440]  還有就是無悔的愛
[00:14:16.440 --> 00:14:21.560]  今天神去創造這個世界
[00:14:21.560 --> 00:14:22.560]  去創造我們
[00:14:22.560 --> 00:14:24.840]  去愛我們 揀選我們
[00:14:24.840 --> 00:14:27.320]  我們看看二不所書
[00:14:27.320 --> 00:14:29.920]  第一章第四節
[00:14:29.920 --> 00:14:31.920]  第一章第四節
[00:14:31.920 --> 00:14:36.040]  就如神創立世界以前
[00:14:36.040 --> 00:14:38.440]  在基督裡揀選了我們
[00:14:38.440 --> 00:14:41.160]  使我們在他面前成為聖潔
[00:14:41.160 --> 00:14:42.920]  無有瑕疵
[00:14:42.920 --> 00:14:46.920]  在這個我們想像不到的愛裡面
[00:14:46.920 --> 00:14:48.920]  原來在我們被創造之先
[00:14:48.920 --> 00:14:51.920]  神已經愛我們 揀選我們
[00:14:51.920 --> 00:14:53.920]  我們未存在他已經愛我們
[00:14:53.920 --> 00:14:56.320]  是不是很難想像到呢
[00:14:56.320 --> 00:14:58.440]  今天有一些人
[00:14:58.440 --> 00:15:01.240]  他們談戀愛甚至結了婚
[00:15:01.240 --> 00:15:03.320]  後來分手或者離婚
[00:15:03.320 --> 00:15:05.480]  古漢就是這樣說
[00:15:05.480 --> 00:15:08.000]  我們因為誤會而在一起
[00:15:08.000 --> 00:15:09.880]  但是現在我了解
[00:15:09.880 --> 00:15:13.160]  原來你是這樣的 所以我們分開
[00:15:13.160 --> 00:15:15.160]  我後悔嫁給你
[00:15:15.160 --> 00:15:17.000]  我後悔娶了你
[00:15:17.000 --> 00:15:19.000]  我們有時候會有後悔
[00:15:19.000 --> 00:15:21.720]  不要忘記神是全能
[00:15:21.720 --> 00:15:24.200]  不是 但其實是神有不能的
[00:15:24.200 --> 00:15:25.920]  在下一次跟大家說
[00:15:25.920 --> 00:15:27.920]  神是不能夠說謊的
[00:15:27.920 --> 00:15:29.920]  但是神是全知的
[00:15:29.920 --> 00:15:31.920]  神是無所不知的
[00:15:31.920 --> 00:15:34.920]  神是預先知道一些事發生
[00:15:34.920 --> 00:15:39.240]  所以他一早會知道我們是怎樣
[00:15:39.240 --> 00:15:42.760]  但是他仍然愛我們
[00:15:42.760 --> 00:15:44.760]  他知道我們的軟弱會有失敗
[00:15:44.760 --> 00:15:46.760]  他沒有放棄我們
[00:15:46.760 --> 00:15:50.240]  所以這個是非常寶貴的
[00:15:50.240 --> 00:15:54.920]  而不要忘記神的愛是聖潔的愛
[00:15:54.920 --> 00:15:58.720]  今天人的愛滲滿了很多情慾
[00:15:58.720 --> 00:16:00.720]  很多的需求
[00:16:00.720 --> 00:16:05.680]  約翰一書第一章第五節
[00:16:05.680 --> 00:16:07.680]  大家一起來聽
[00:16:09.240 --> 00:16:11.240]  神就是江 在他毫無黑暗
[00:16:11.240 --> 00:16:13.240]  這是我們從主所聽見
[00:16:13.240 --> 00:16:16.240]  又報給你們的訊息
[00:16:16.240 --> 00:16:19.240]  神就是江 在他毫無黑暗
[00:16:19.240 --> 00:16:21.240]  江是代表了聖潔
[00:16:21.240 --> 00:16:23.240]  神是完全沒有罪的
[00:16:23.240 --> 00:16:25.240]  人有愛 我們完全不否認
[00:16:25.240 --> 00:16:27.240]  這是很美麗的愛
[00:16:27.240 --> 00:16:30.240]  但是人的愛往往有時候
[00:16:30.240 --> 00:16:34.240]  是含有罪的成分在當中
[00:16:34.240 --> 00:16:36.240]  很簡單舉一個例子
[00:16:36.240 --> 00:16:39.240]  一個十四歲的媽媽懷孕
[00:16:39.240 --> 00:16:41.240]  還覺得沒問題
[00:16:41.240 --> 00:16:43.240]  拍了一張自拍照片
[00:16:43.240 --> 00:16:47.240]  然後放上網 騙到讚好
[00:16:47.240 --> 00:16:49.240]  她不覺得是一回事
[00:16:49.240 --> 00:16:52.240]  但你想想跟她發生關係的人
[00:16:52.240 --> 00:16:54.240]  是甚麼人
[00:16:54.240 --> 00:16:57.240]  他會跟她說 我愛你
[00:16:57.240 --> 00:16:59.240]  所以才會跟她發生關係
[00:16:59.240 --> 00:17:01.240]  這就是愛的表現
[00:17:01.240 --> 00:17:03.240]  但這個愛其實是不道德的
[00:17:03.240 --> 00:17:05.240]  因為她還未夠年齡
[00:17:05.240 --> 00:17:08.240]  最近香港竟然有四個警察
[00:17:08.240 --> 00:17:13.240]  竟然對一個十五歲的女生發生關係
[00:17:13.240 --> 00:17:17.240]  甚至要逼她去順從她
[00:17:17.240 --> 00:17:19.240]  現在都停職了
[00:17:19.240 --> 00:17:22.240]  你怎麼想到作為警務人員
[00:17:22.240 --> 00:17:25.240]  竟然對一個十五歲的女生
[00:17:25.240 --> 00:17:27.240]  明知她這樣的年齡的時候
[00:17:27.240 --> 00:17:29.240]  你用知法犯法
[00:17:29.240 --> 00:17:30.240]  當她發生關係的時候
[00:17:30.240 --> 00:17:31.240]  可能會說我愛你
[00:17:31.240 --> 00:17:33.240]  但其實這是情慾的表現
[00:17:33.240 --> 00:17:35.240]  甚至有一個救護員
[00:17:35.240 --> 00:17:39.240]  他竟然來謀殺自己的太太
[00:17:39.240 --> 00:17:41.240]  拿一百萬的保險金
[00:17:41.240 --> 00:17:42.240]  來做甚麼呢
[00:17:42.240 --> 00:17:46.240]  他愛上了一個妓女
[00:17:46.240 --> 00:17:48.240]  他要去滿足這個妓女
[00:17:48.240 --> 00:17:54.240]  這些愛絕對不是正確
[00:17:54.240 --> 00:17:56.240]  他真的很愛
[00:17:56.240 --> 00:17:58.240]  愛一個仁重海枯的妓女
[00:17:58.240 --> 00:18:00.240]  這麼重要
[00:18:00.240 --> 00:18:02.240]  但他殺了自己的太太
[00:18:02.240 --> 00:18:06.240]  所以人的愛往往是被罪污染了
[00:18:06.240 --> 00:18:08.240]  但不要忘記
[00:18:08.240 --> 00:18:11.240]  我們的神是一位聖潔的神
[00:18:11.240 --> 00:18:13.240]  這時候他愛我們
[00:18:13.240 --> 00:18:15.240]  他愛我們的時候是怎樣
[00:18:15.240 --> 00:18:17.240]  做父母的一定會知道
[00:18:17.240 --> 00:18:19.240]  你的兒女如果犯錯
[00:18:19.240 --> 00:18:22.240]  你不會就這樣不出聲
[00:18:22.240 --> 00:18:24.240]  你會去教她
[00:18:24.240 --> 00:18:26.240]  甚至提醒她
[00:18:26.240 --> 00:18:29.240]  甚至會苛責
[00:18:29.240 --> 00:18:32.240]  但小朋友不會開心
[00:18:32.240 --> 00:18:34.240]  正如我剛才所說
[00:18:34.240 --> 00:18:36.240]  兒子知道媽媽報警
[00:18:36.240 --> 00:18:37.240]  叫警察抓他的時候
[00:18:37.240 --> 00:18:39.240]  難道會覺得媽媽偉大嗎
[00:18:39.240 --> 00:18:42.240]  他只是覺得媽媽不好
