
[00:00:00.000 --> 00:00:03.720]  各位平安 我想問大家一個問題
[00:02:02.400 --> 00:02:06.400]  有一個省 加拉太省
[00:02:06.400 --> 00:02:09.400]  就是今天土耳其的一部分
[00:02:09.400 --> 00:02:11.400]  當時這個加拉太省
[00:02:11.400 --> 00:02:13.400]  分為南北兩部分
[00:02:13.400 --> 00:02:18.400]  有南加拉太 有北加拉太的地區
[00:02:18.400 --> 00:02:21.400]  保羅曾經有三次宣教旅程
[00:02:21.400 --> 00:02:25.400]  在第一第二次宣教旅程當中
[00:02:25.400 --> 00:02:28.400]  他曾經到訪過好幾個地方
[00:02:28.400 --> 00:02:31.400]  大概在加拉太省
[00:02:31.400 --> 00:02:34.400]  南加拉太這些地方
[00:02:34.400 --> 00:02:37.400]  去過好幾個地方宣傳福音
[00:02:37.400 --> 00:02:40.400]  以及建立教會
[00:02:40.400 --> 00:02:43.400]  第三次旅程當中
[00:02:43.400 --> 00:02:46.400]  他也再到過加拉太地區
[00:02:46.400 --> 00:02:48.400]  以及忽裡加這個地方
[00:02:48.400 --> 00:02:51.400]  去鼓勵和兼顧那裡的信徒
[00:02:51.400 --> 00:02:54.400]  初期教會的信徒
[00:02:54.400 --> 00:02:57.400]  他們素來都很尊重使徒
[00:02:57.400 --> 00:02:59.400]  當時這些使徒就是
[00:02:59.400 --> 00:03:04.400]  當時有12使徒親身見過耶穌
[00:03:04.400 --> 00:03:06.400]  跟隨過耶穌
[00:03:06.400 --> 00:03:09.400]  保羅他雖然不是當時親身
[00:03:09.400 --> 00:03:11.400]  見過耶穌 跟隨過耶穌
[00:03:11.400 --> 00:03:13.400]  但是他後來有一段經歷
[00:03:13.400 --> 00:03:17.400]  是他直接來跟耶穌對話
[00:03:17.400 --> 00:03:20.400]  所以他也是使徒
[00:03:20.400 --> 00:03:22.400]  初期教會的信徒
[00:03:22.400 --> 00:03:24.400]  他們很尊重使徒
[00:03:24.400 --> 00:03:27.400]  以及很遵守他們的教訓
[00:03:27.400 --> 00:03:31.400]  因為他們好像基督的代言人一樣
[00:03:31.400 --> 00:03:33.400]  他們代表基督來說話
[00:03:33.400 --> 00:03:36.400]  他們有那種屬靈權柄
[00:03:36.400 --> 00:03:42.400]  保羅為什麼要寫這一封信呢?
[00:03:42.400 --> 00:03:44.400]  我們就要了解
[00:03:44.400 --> 00:03:46.400]  在加拉太各個教會
[00:03:46.400 --> 00:03:48.400]  他們到底發生了什麼事
[00:03:48.400 --> 00:03:50.400]  以致保羅要寫呢?
[00:03:50.400 --> 00:03:52.400]  原來就是加拉太人
[00:03:52.400 --> 00:03:54.400]  他們接受了福音
[00:03:54.400 --> 00:03:56.400]  就是信了耶穌之後沒多久
[00:03:56.400 --> 00:04:00.400]  有一些人就混進了信徒當中
[00:04:00.400 --> 00:04:04.400]  來對保羅做出一些人身攻擊
[00:04:04.400 --> 00:04:06.400]  不僅是攻擊
[00:04:06.400 --> 00:04:12.400]  還要扭曲他們全港基督的信仰
[00:04:12.400 --> 00:04:14.400]  這些煽動者
[00:04:14.400 --> 00:04:16.400]  其實他們自稱是基督徒
[00:04:16.400 --> 00:04:21.400]  不過他們是猶太教主義者
[00:04:21.400 --> 00:04:25.400]  他們很熱心摩西律法
[00:04:25.400 --> 00:04:34.400]  他們就從三方面去攻擊保羅
[00:04:34.400 --> 00:04:37.400]  第一他們就去詆毀保羅
[00:04:37.400 --> 00:04:40.400]  質疑他使徒的身份
[00:04:40.400 --> 00:04:43.400]  為什麼你會有使徒的身份呢?
[00:04:43.400 --> 00:04:45.400]  你的身份都不是從神來的
[00:04:45.400 --> 00:04:47.400]  是從人來的
[00:04:47.400 --> 00:04:52.400]  第二他們就去扭曲一些信仰
[00:04:52.400 --> 00:04:57.400]  他們認為外邦人必須要受割禮
[00:04:57.400 --> 00:04:59.400]  才能得救
[00:04:59.400 --> 00:05:01.400]  割禮是以色列人
[00:05:01.400 --> 00:05:03.400]  其實是很久以前
[00:05:03.400 --> 00:05:06.400]  他們先祖阿伯拉罕的時代
[00:05:06.400 --> 00:05:10.400]  神吩咐他們生出來的嬰孩
[00:05:10.400 --> 00:05:12.400]  第八天就要做割禮
[00:05:12.400 --> 00:05:16.400]  其實是代表他們是屬神的人的一個記號
[00:05:16.400 --> 00:05:19.400]  所以流傳到今天
[00:05:19.400 --> 00:05:22.400]  這一群猶太主義者
[00:05:22.400 --> 00:05:25.400]  他們認為外邦人信了耶穌
[00:05:25.400 --> 00:05:27.400]  不是這樣就能得救
[00:05:27.400 --> 00:05:29.400]  他們要做割禮
[00:05:29.400 --> 00:05:32.400]  一定要守割禮才能得救
[00:05:32.400 --> 00:05:35.400]  第三他們認為
[00:05:35.400 --> 00:05:38.400]  保羅你只說信耶穌是恩典
[00:05:38.400 --> 00:05:39.400]  恩典就能得救嗎?
[00:05:39.400 --> 00:05:40.400]  不行的
[00:05:40.400 --> 00:05:42.400]  恩典以外
[00:05:42.400 --> 00:05:46.400]  還必須要守這些猶太律法
[00:05:46.400 --> 00:05:49.400]  要有行為才能得救
[00:05:49.400 --> 00:05:52.400]  他們就這樣一直傳
[00:05:52.400 --> 00:05:55.400]  而且還說他們所傳的福音
[00:05:55.400 --> 00:05:58.400]  比保羅所傳的福音更好
[00:05:58.400 --> 00:06:00.400]  更加完全
[00:06:00.400 --> 00:06:03.400]  所以保羅為了
[00:06:03.400 --> 00:06:06.400]  讓這些加拉太教會的人
[00:06:06.400 --> 00:06:08.400]  不要受迷惑
[00:06:08.400 --> 00:06:10.400]  他就寫了這封信
[00:06:10.400 --> 00:06:13.400]  保羅剛才讀的那段經文裡
[00:06:13.400 --> 00:06:19.400]  他怎樣去講他所認為的福音呢?
[00:06:19.400 --> 00:06:22.400]  在第四第五節他講到
[00:06:22.400 --> 00:06:25.400]  基督照著我們父神的旨意
[00:06:25.400 --> 00:06:28.400]  曾經為我們積聚舍己
[00:06:28.400 --> 00:06:30.400]  為的是要救我們脫離
[00:06:30.400 --> 00:06:32.400]  現在這邪惡的世代
[00:06:32.400 --> 00:06:34.400]  願榮耀歸給他
[00:06:34.400 --> 00:06:37.400]  直到永遠阿們
[00:06:37.400 --> 00:06:39.400]  保羅簡單兩節經文
[00:06:39.400 --> 00:06:42.400]  可以說是把幾樣東西告訴我們
[00:06:42.400 --> 00:06:44.400]  他講到這個福音的源頭
[00:06:44.400 --> 00:06:46.400]  根源是怎樣的呢?
[00:06:46.400 --> 00:06:49.400]  其實這個救恩是從神而來
[00:06:49.400 --> 00:06:54.400]  神立定旨意要給這個救恩給我們
[00:06:54.400 --> 00:06:56.400]  為什麼要給我們呢?
[00:06:56.400 --> 00:06:59.400]  就是因為我們的罪
[00:06:59.400 --> 00:07:01.400]  因為我們每一個人都有罪
[00:07:01.400 --> 00:07:03.400]  所以這個罪
[00:07:03.400 --> 00:07:05.400]  我們沒有一個人可以靠自己
[00:07:05.400 --> 00:07:07.400]  去解決我們的罪
[00:07:07.400 --> 00:07:10.400]  所以必須有一個無罪的
[00:07:10.400 --> 00:07:12.400]  唯有是神自己
[00:07:12.400 --> 00:07:14.400]  他來到拯救我們
[00:07:14.400 --> 00:07:16.400]  那個本質是什麼呢?
[00:07:16.400 --> 00:07:20.400]  本質就是基督為我們捨己
[00:07:20.400 --> 00:07:22.400]  基督其實就是神
[00:07:22.400 --> 00:07:25.400]  神他自己親自來到這個世界
[00:07:25.400 --> 00:07:28.400]  在十字架上為我們的罪死
[00:07:28.400 --> 00:07:31.400]  他捨棄自己的生命
[00:07:31.400 --> 00:07:35.400]  讓無罪的代替我們這一幫有罪的
[00:07:35.400 --> 00:07:37.400]  那個目的是怎樣呢?
[00:07:37.400 --> 00:07:44.400]  目的就是要救我們脫離這個罪惡的世代
[00:07:44.400 --> 00:07:48.400]  而且我們的身體不至於敗壞
[00:07:48.400 --> 00:07:52.400]  今生我們的身體會敗壞
[00:07:52.400 --> 00:07:54.400]  但是將來我們會復活
[00:07:54.400 --> 00:07:56.400]  我們有永生
[00:07:56.400 --> 00:07:58.400]  而這裡最後也都講到
[00:07:58.400 --> 00:08:02.400]  整個救恩是要將那個榮耀歸還給神
[00:08:02.400 --> 00:08:04.400]  在這個救恩裡面
[00:08:04.400 --> 00:08:07.400]  我們可以看到上帝的那個榮耀
[00:08:07.400 --> 00:08:10.400]  我們可以用這個圖表
[00:08:10.400 --> 00:08:12.400]  簡單去對照一下
[00:08:12.400 --> 00:08:16.400]  猶太主義者所講的那個福音
[00:08:16.400 --> 00:08:20.400]  和保羅所講的福音有什麼不同
[00:08:20.400 --> 00:08:22.400]  以及他們對保羅的指控
[00:08:22.400 --> 00:08:25.400]  保羅又怎樣來辯護
[00:08:25.400 --> 00:08:27.400]  第一他們講到
[00:08:27.400 --> 00:08:30.400]  這個得救除了信心之外
[00:08:30.400 --> 00:08:32.400]  還要加上國禮
[00:08:32.400 --> 00:08:37.400]  但是保羅不單止在《迦拉大書》今天這裡
[00:08:37.400 --> 00:08:40.400]  另外在三章十一節他也再次講
[00:08:40.400 --> 00:08:42.400]  「義人必因信得生」
[00:08:42.400 --> 00:08:46.400]  這句經文其實在舊約已經曾經出現過
[00:08:46.400 --> 00:08:48.400]  接著在羅馬書
[00:08:48.400 --> 00:08:50.400]  也是保羅寫的書信
[00:08:50.400 --> 00:08:51.400]  他也都說
[00:08:51.400 --> 00:08:55.400]  「神的義就是藉著這福音顯明出來
[00:08:55.400 --> 00:08:58.400]  出於信而歸於信
[00:08:58.400 --> 00:09:00.400]  正如經上所記
[00:09:00.400 --> 00:09:02.400]  義人必因信得生」
[00:09:02.400 --> 00:09:04.400]  保羅要強調就是說
[00:09:04.400 --> 00:09:08.400]  我們得救單單就是一個真誠的信
[00:09:08.400 --> 00:09:10.400]  信靠耶穌
[00:09:10.400 --> 00:09:14.400]  第二就是那些猶太主義者說
[00:09:14.400 --> 00:09:15.400]  不只是恩典的
[00:09:15.400 --> 00:09:17.400]  那不是很便宜
[00:09:17.400 --> 00:09:18.400]  只是恩典
[00:09:18.400 --> 00:09:20.400]  還要守律法
[00:09:20.400 --> 00:09:21.400]  守摩西的律法
[00:09:21.400 --> 00:09:24.400]  但是保羅同樣他在另一卷的書
[00:09:24.400 --> 00:09:26.400]  也是他寫的
[00:09:26.400 --> 00:09:27.400]  《以忽所書》
[00:09:27.400 --> 00:09:32.400]  他說你們得救是靠著恩典藉著信心
[00:09:32.400 --> 00:09:34.400]  再一次重複一下
[00:09:34.400 --> 00:09:35.400]  這個是一個白白的恩典
[00:09:35.400 --> 00:09:39.400]  就是當你去真誠去相信耶穌的時候
[00:09:39.400 --> 00:09:41.400]  你就得到這份救恩
[00:09:41.400 --> 00:09:42.400]  是一個白白
[00:09:42.400 --> 00:09:44.400]  但是是一個寶貴
[00:09:44.400 --> 00:09:47.400]  而且是很貴重昂貴的恩典
[00:09:47.400 --> 00:09:49.400]  但是是白白的
[00:09:49.400 --> 00:09:51.400]  第三他們挑戰保羅
[00:09:51.400 --> 00:09:53.400]  你使徒的職份
[00:09:53.400 --> 00:09:56.400]  你使徒這個職份是從人而來的
[00:09:56.400 --> 00:09:59.400]  但是保羅在一章十二節裡
[00:09:59.400 --> 00:10:02.400]  他說這福音我不是從人領受的
[00:10:02.400 --> 00:10:04.400]  也不是人教導我的
[00:10:04.400 --> 00:10:08.400]  而是藉著耶穌基督的啟示來的
[00:10:08.400 --> 00:10:13.400]  當保羅來澄清他所說的福音
[00:10:13.400 --> 00:10:16.400]  再一次確定的時候
[00:10:16.400 --> 00:10:18.400]  其實保羅不是要否定
[00:10:18.400 --> 00:10:21.400]  或者貶低輕視摩西的律法
[00:10:21.400 --> 00:10:25.400]  正如在羅馬書的三章二十節
[00:10:25.400 --> 00:10:27.400]  他也說到
[00:10:27.400 --> 00:10:30.400]  沒有一個人可以靠行律法
[00:10:30.400 --> 00:10:32.400]  在神面前得清為義
[00:10:32.400 --> 00:10:33.400]  因為藉著律法
[00:10:33.400 --> 00:10:36.400]  人對於罪才有充分的認識
[00:10:36.400 --> 00:10:39.400]  律法其實本身是好的
[00:10:39.400 --> 00:10:41.400]  保羅說其實有律法
[00:10:41.400 --> 00:10:43.400]  我們才知道罪
[00:10:43.400 --> 00:10:45.400]  如果充紅燈不會受罰
[00:10:45.400 --> 00:10:47.400]  沒有這樣的法例
[00:10:47.400 --> 00:10:48.400]  你不覺得是罪的
[00:10:48.400 --> 00:10:49.400]  是不是
[00:10:49.400 --> 00:10:50.400]  不覺得是問題
[00:10:50.400 --> 00:10:56.400]  如果殺人是不需要被抓、被判囚
[00:10:56.400 --> 00:11:00.400]  那可能今天殺人都不是什麼問題
[00:11:00.400 --> 00:11:03.400]  但是正正就是有律法
[00:11:03.400 --> 00:11:05.400]  所以人之罪
[00:11:05.400 --> 00:11:07.400]  當然在神的標準裡
[00:11:07.400 --> 00:11:09.400]  有些地上律法沒有的
[00:11:09.400 --> 00:11:11.400]  就不代表我們沒有罪
[00:11:11.400 --> 00:11:13.400]  這個我們就很清楚
[00:11:13.400 --> 00:11:15.400]  原來我們所說人的罪
[00:11:15.400 --> 00:11:17.400]  不只是律法上
[00:11:17.400 --> 00:11:20.400]  你會令到你可能要被人抓
[00:11:20.400 --> 00:11:21.400]  被警察抓
[00:11:21.400 --> 00:11:22.400]  要上法庭那些的罪
[00:11:22.400 --> 00:11:24.400]  而是說有些我們
[00:11:24.400 --> 00:11:26.400]  就算法庭看不到你
[00:11:26.400 --> 00:11:27.400]  判不到你
[00:11:27.400 --> 00:11:29.400]  那些我都是罪
[00:11:29.400 --> 00:11:30.400]  我貪心
[00:11:30.400 --> 00:11:31.400]  我妒忌
[00:11:31.400 --> 00:11:32.400]  我憤怒
[00:11:32.400 --> 00:11:33.400]  我憎恨
[00:11:33.400 --> 00:11:34.400]  這些都是罪
[00:11:34.400 --> 00:11:37.400]  所以律法本身是叫人之罪
[00:11:37.400 --> 00:11:40.400]  但是無論律法是多麼權威
[00:11:40.400 --> 00:11:42.400]  多麼美好
[00:11:42.400 --> 00:11:46.400]  它卻是不能夠將人帶到神面前
[00:11:46.400 --> 00:11:54.400]  唯有信心是人來到神面前的唯一途徑
[00:11:54.400 --> 00:11:55.400]  信信什麼呢
[00:11:55.400 --> 00:11:57.400]  還要是信對對象
[00:11:57.400 --> 00:12:01.400]  就是信這位獨生的兒子
[00:12:01.400 --> 00:12:02.400]  耶穌基督
[00:12:02.400 --> 00:12:05.400]  他自己也來到宣稱
[00:12:05.400 --> 00:12:06.400]  耶穌基督說
[00:12:06.400 --> 00:12:08.400]  我就是道路真理生命
[00:12:08.400 --> 00:12:10.400]  如果不是藉著我
[00:12:10.400 --> 00:12:15.400]  沒有一個人可以去到父神那一處
[00:12:15.400 --> 00:12:19.400]  至於保羅他使徒的積焚這件事
[00:12:19.400 --> 00:12:24.400]  那些熱心的猶太主義的煽動者
[00:12:24.400 --> 00:12:28.400]  可能他們是因為從猶太人而來的壓力
[00:12:28.400 --> 00:12:30.400]  以及他們自己的驕傲
[00:12:30.400 --> 00:12:34.400]  以致他們是迫使很多外族信了耶穌的人
[00:12:34.400 --> 00:12:38.400]  都要去跟從猶太教的傳統
[00:12:38.400 --> 00:12:43.400]  根據猶太裔的歷史學家約瑟夫
[00:12:43.400 --> 00:12:45.400]  他也說過
[00:12:45.400 --> 00:12:49.400]  他說在主後一個世紀的後半期
[00:12:49.400 --> 00:12:52.400]  猶太地區的猶太人
[00:12:52.400 --> 00:12:58.400]  越來越難以容忍同胞和外族人的交往
[00:12:58.400 --> 00:12:59.400]  所以你看見
[00:12:59.400 --> 00:13:02.400]  其實他們本身有他們的驕傲
[00:13:02.400 --> 00:13:07.400]  以致他們也想去操控外族人
[00:13:07.400 --> 00:13:10.400]  他們甚至可能散播一些謠言
[00:13:10.400 --> 00:13:17.400]  說保羅起初傳說的受割禮得救的道理
[00:13:17.400 --> 00:13:22.400]  但後來卻為了讓自己更容易得到外族人的接納
[00:13:22.400 --> 00:13:23.400]  所以他就妥協了
[00:13:23.400 --> 00:13:25.400]  把那副音改了
[00:13:25.400 --> 00:13:27.400]  但是保羅就回應他
[00:13:27.400 --> 00:13:30.400]  他為什麼改變了觀點呢
[00:13:30.400 --> 00:13:34.400]  因為是他直接從基督得到一個啟示
[00:13:34.400 --> 00:13:37.400]  如果我們認識保羅的生平多一點
[00:13:37.400 --> 00:13:42.400]  我們知道他以前是一個很熱心的猶太主義分子
[00:13:42.400 --> 00:13:48.400]  聖經說到他曾經去拉基督徒
[00:13:48.400 --> 00:13:51.400]  迫害那些基督徒
[00:13:51.400 --> 00:13:57.400]  但是當年他想在大馬式的路上
[00:13:57.400 --> 00:14:00.400]  他正在去逼迫基督徒
[00:14:00.400 --> 00:14:02.400]  拉基督徒的途中
[00:14:02.400 --> 00:14:04.400]  他就得到一個啟示
[00:14:04.400 --> 00:14:06.400]  從天上有一道光射下來
[00:14:06.400 --> 00:14:09.400]  然後有人跟他說話
[00:14:09.400 --> 00:14:12.400]  那個人就說你為什麼逼迫我
[00:14:12.400 --> 00:14:13.400]  他說主啊主啊你是誰
[00:14:13.400 --> 00:14:16.400]  他說我就是你所逼迫的耶穌
[00:14:16.400 --> 00:14:17.400]  由那次開始
[00:14:17.400 --> 00:14:21.400]  耶穌說我要揀選你進入外邦當中
[00:14:21.400 --> 00:14:23.400]  來傳福音
[00:14:23.400 --> 00:14:25.400]  所以保羅告訴他
[00:14:25.400 --> 00:14:28.400]  我使徒的積分不是從人而來的
[00:14:28.400 --> 00:14:33.400]  是從耶穌基督直接而來的
[00:14:33.400 --> 00:14:36.400]  他為什麼有這麼大的改變呢
[00:14:36.400 --> 00:14:41.400]  從以往迫害殘害教會的一個猶太教主義者
[00:14:41.400 --> 00:14:45.400]  成為今天一路去到不同的地方
[00:14:45.400 --> 00:14:48.400]  去將福音傳給外邦人
[00:14:48.400 --> 00:14:51.400]  外邦人就是那些猶太教以外的人
[00:14:51.400 --> 00:14:54.400]  他有這麼大的生命改變
[00:14:54.400 --> 00:15:00.400]  完全是因為他直接從神領受了這個啟示
[00:15:00.400 --> 00:15:04.400]  說他知道原來他所逼迫的這個真是真神
[00:15:04.400 --> 00:15:06.400]  當你知道這個是真的時候
[00:15:06.400 --> 00:15:08.400]  你就知道什麼是假的
[00:15:08.400 --> 00:15:13.400]  今天正值我們有蔡生蔡太他們洗禮
[00:15:13.400 --> 00:15:15.400]  都很值得我們去想一下
[00:15:15.400 --> 00:15:17.400]  今天我們所確認的
[00:15:17.400 --> 00:15:20.400]  到底又是什麼福音呢
[00:15:20.400 --> 00:15:23.400]  以前我去探訪過一些老人家
[00:15:23.400 --> 00:15:27.400]  或者跟一些未信的老人家聊天的時候
[00:15:27.400 --> 00:15:31.400]  或者甚至年輕的都有一些錯誤的觀念
[00:15:31.400 --> 00:15:35.400]  他覺得他以為信了耶穌就代表回教會
[00:15:35.400 --> 00:15:39.400]  你信耶穌那以後每個禮拜你就是回教會
[00:15:39.400 --> 00:15:44.400]  他以為回教會就代表真是信耶穌
[00:15:44.400 --> 00:15:46.400]  否則就不得救
[00:15:46.400 --> 00:15:48.400]  甚至乎有些人覺得
[00:15:48.400 --> 00:15:51.400]  我洗禮洗了禮就代表我得救了
[00:15:51.400 --> 00:15:54.400]  未洗禮都是不得救的
[00:15:54.400 --> 00:15:58.400]  所以他們就要洗禮
[00:15:58.400 --> 00:15:59.400]  就算他們不信
[00:15:59.400 --> 00:16:02.400]  他都要找方法去洗禮
[00:16:02.400 --> 00:16:05.400]  很想在這裡澄清一次
[00:16:05.400 --> 00:16:07.400]  聖經再一次提醒我們
[00:16:07.400 --> 00:16:10.400]  其實我們唯一得救的方法
[00:16:10.400 --> 00:16:14.400]  是單單去相信這個耶穌基督
[00:16:14.400 --> 00:16:16.400]  祂為我們的罪來到這個世界
[00:16:16.400 --> 00:16:18.400]  死在十字架上
[00:16:18.400 --> 00:16:20.400]  但是祂三天後復活
[00:16:20.400 --> 00:16:22.400]  升天因為祂是神
[00:16:22.400 --> 00:16:25.400]  我們信了之後洗禮
[00:16:25.400 --> 00:16:27.400]  這也是耶穌的吩咐
[00:16:27.400 --> 00:16:29.400]  信而受洗
[00:16:29.400 --> 00:16:31.400]  其實是一個銀的兩面
[00:16:31.400 --> 00:16:33.400]  你信就受洗了
[00:16:33.400 --> 00:16:35.400]  這是一個行動
[00:16:35.400 --> 00:16:39.400]  代表我真是確認我真是信耶穌
[00:16:39.400 --> 00:16:41.400]  我很願意去告訴別人
[00:16:41.400 --> 00:16:45.400]  我是一個立志跟從耶穌的人
[00:16:45.400 --> 00:16:48.400]  是一個的確句
[00:16:48.400 --> 00:16:49.400]  一個記號
[00:16:49.400 --> 00:16:52.400]  正如洗當日的割禮
[00:16:52.400 --> 00:16:56.400]  不是你得救的記號
[00:16:56.400 --> 00:16:59.400]  而是說我有這個割禮的記號
[00:16:59.400 --> 00:17:01.400]  是代表我是屬神的人
[00:17:01.400 --> 00:17:03.400]  不是代表祂得救
[00:17:03.400 --> 00:17:05.400]  其實祂已經是神的人
[00:17:05.400 --> 00:17:07.400]  但是怎樣去分辨祂是神的人
[00:17:07.400 --> 00:17:10.400]  有一個記號
[00:17:10.400 --> 00:17:14.400]  今天有些人他真心去信了
[00:17:14.400 --> 00:17:16.400]  但是可能發生一些情況
[00:17:16.400 --> 00:17:17.400]  他來不及洗禮
[00:17:17.400 --> 00:17:20.400]  所以他沒有洗禮就離開了世界
[00:17:20.400 --> 00:17:21.400]  他得不得救呢
[00:17:21.400 --> 00:17:25.400]  頂姐妹你說他得不得救
[00:17:25.400 --> 00:17:26.400]  得救
[00:17:26.400 --> 00:17:29.400]  但是有些人他說我信了
[00:17:29.400 --> 00:17:31.400]  但我死都不肯洗禮
[00:17:31.400 --> 00:17:37.400]  那你又覺得他的信是否真誠呢
[00:17:37.400 --> 00:17:39.400]  不真誠
[00:17:39.400 --> 00:17:41.400]  因為這是耶穌的吩咐
[00:17:41.400 --> 00:17:43.400]  信而受洗的
[00:17:43.400 --> 00:17:45.400]  必然得救
[00:17:45.400 --> 00:17:48.400]  他不願意受洗
[00:17:48.400 --> 00:17:51.400]  可能背後他有些東西卡住了
[00:17:51.400 --> 00:17:53.400]  我們要幫他澄清一下
[00:17:53.400 --> 00:17:54.400]  但是如果沒有其他東西
[00:17:54.400 --> 00:17:56.400]  他就說我信就行了
[00:17:56.400 --> 00:17:57.400]  不用了
[00:17:57.400 --> 00:18:03.400]  就不行了
[00:18:03.400 --> 00:18:06.400]  在哥林多後書5章21那裡
[00:18:06.400 --> 00:18:09.400]  21節那裡告訴我們
[00:18:09.400 --> 00:18:11.400]  神使那無罪的
[00:18:11.400 --> 00:18:13.400]  替我們成為有罪的
[00:18:13.400 --> 00:18:16.400]  使我們在他裡面成為神的義
[00:18:16.400 --> 00:18:18.400]  唯有耶穌基督
[00:18:18.400 --> 00:18:21.400]  這個代罪的羔羊
[00:18:21.400 --> 00:18:23.400]  他為我們承受了
[00:18:23.400 --> 00:18:25.400]  我們罪帶來的刑罰
[00:18:25.400 --> 00:18:27.400]  以致我們在神面前
[00:18:27.400 --> 00:18:29.400]  被看為無罪
[00:18:29.400 --> 00:18:32.400]  在改革宗裡面
[00:18:32.400 --> 00:18:34.400]  有五個唯獨
[00:18:34.400 --> 00:18:35.400]  他講到唯獨聖經
[00:18:35.400 --> 00:18:36.400]  因為聖經所講
[00:18:36.400 --> 00:18:38.400]  全部都是神的話
[00:18:38.400 --> 00:18:40.400]  唯獨信心
[00:18:40.400 --> 00:18:41.400]  唯獨恩典
[00:18:41.400 --> 00:18:42.400]  唯獨基督
[00:18:42.400 --> 00:18:44.400]  是我們得救的
[00:18:44.400 --> 00:18:47.400]  那個的方法
[00:18:47.400 --> 00:18:48.400]  那個的盼望
[00:18:48.400 --> 00:18:51.400]  而唯獨上帝的榮耀
[00:18:51.400 --> 00:18:54.400]  是我們所追求
[00:18:54.400 --> 00:18:56.400]  這個也都呼應了
[00:18:56.400 --> 00:18:58.400]  呼應了今天第四
[00:18:58.400 --> 00:18:59.400]  第五節那個經文
[00:18:59.400 --> 00:19:00.400]  保羅所講
[00:19:00.400 --> 00:19:03.400]  基督照著我們父神的旨意
[00:19:03.400 --> 00:19:05.400]  曾經為我們的罪捨己
[00:19:05.400 --> 00:19:07.400]  為的是要救我們脫離
[00:19:07.400 --> 00:19:09.400]  現在這邪惡的世代
[00:19:09.400 --> 00:19:12.400]  願榮耀歸給他
[00:19:12.400 --> 00:19:13.400]  直到永永圓圓
[00:19:13.400 --> 00:19:14.400]  阿們
[00:19:14.400 --> 00:19:16.400]  所以今天這段經文
[00:19:16.400 --> 00:19:18.400]  很想都來到
[00:19:18.400 --> 00:19:21.400]  給大家有些反思應用
[00:19:21.400 --> 00:19:23.400]  如果你未信耶穌的
[00:19:23.400 --> 00:19:24.400]  我真的鼓勵你
[00:19:24.400 --> 00:19:26.400]  去把握機會
[00:19:26.400 --> 00:19:28.400]  接受救恩
[00:19:28.400 --> 00:19:29.400]  我們很多時說
[00:19:29.400 --> 00:19:30.400]  等我有空一點
[00:19:30.400 --> 00:19:32.400]  等我退休
[00:19:32.400 --> 00:19:35.400]  等我的子女長大
