
[00:00:00.000 --> 00:00:01.560]  各位電影小妹,平安!
[00:04:19.680 --> 00:04:21.680]  不是自己去猜的
[00:04:21.680 --> 00:04:26.680]  而是等候、聆聽、仰望神
[00:04:26.680 --> 00:04:29.680]  在我的人生當中有甚麼差遣?
[00:04:29.680 --> 00:04:34.680]  神對我的生命有甚麼安排?
[00:04:34.680 --> 00:04:36.680]  行事為人
[00:04:36.680 --> 00:04:41.680]  我們必須要對得起主
[00:04:41.680 --> 00:04:44.680]  今日你的行事
[00:04:44.680 --> 00:04:46.680]  你的為人
[00:04:46.680 --> 00:04:48.680]  是否對得起主?
[00:04:48.680 --> 00:04:51.680]  彰顯主自己
[00:04:51.680 --> 00:04:55.680]  然後第二章就講到保羅的身份
[00:04:55.680 --> 00:04:58.680]  和他的工作
[00:04:58.680 --> 00:05:00.680]  保羅就特別提到
[00:05:00.680 --> 00:05:05.680]  要防備那些不合真理的學問
[00:05:05.680 --> 00:05:08.680]  有些人是傳一些假的學問
[00:05:08.680 --> 00:05:12.680]  我們應該以基督為主
[00:05:12.680 --> 00:05:17.680]  而且我們要不要在世俗裏活著
[00:05:17.680 --> 00:05:22.680]  要以基督為我們生命的中心
[00:05:22.680 --> 00:05:24.680]  到了第三章
[00:05:24.680 --> 00:05:31.680]  他就提到我們時時都要讓基督的平安
[00:05:31.680 --> 00:05:34.680]  在我們的心裏作主
[00:05:34.680 --> 00:05:39.680]  這個就好像一場拳擊比賽
[00:05:39.680 --> 00:05:43.680]  大家都知道兩個拳手都差不多
[00:05:43.680 --> 00:05:46.680]  所以那個裁判就很重要
[00:05:46.680 --> 00:05:48.680]  你們兩個打在一起的時候
[00:05:48.680 --> 00:05:50.680]  將他們分開
[00:05:50.680 --> 00:05:54.680]  然後誰打敗對方
[00:05:54.680 --> 00:05:56.680]  還繼續打下去就制止他
[00:05:56.680 --> 00:05:58.680]  不准他再打
[00:05:58.680 --> 00:06:00.680]  所以讓基督的平安
[00:06:00.680 --> 00:06:03.680]  在我們心裏做裁判、作主
[00:06:03.680 --> 00:06:07.680]  就是以一個判決
[00:06:07.680 --> 00:06:11.680]  基督的平安是我們的判決
[00:06:11.680 --> 00:06:15.680]  你時時都要有基督的平安
[00:06:15.680 --> 00:06:17.680]  在你心裏面
[00:06:17.680 --> 00:06:19.680]  在一個很高的位置
[00:06:19.680 --> 00:06:21.680]  平安在我心
[00:06:21.680 --> 00:06:23.680]  基督的平安
[00:06:23.680 --> 00:06:26.680]  在我心裏面作主、作王
[00:06:26.680 --> 00:06:30.680]  所以我們基督徒的生活
[00:06:30.680 --> 00:06:34.680]  應該是以基督為重心
[00:06:34.680 --> 00:06:39.680]  因此我們時時都要忠於基督
[00:06:39.680 --> 00:06:41.680]  我們要行切祈禱
[00:06:41.680 --> 00:06:43.680]  所以到了第四章
[00:06:43.680 --> 00:06:46.680]  就講到要行切祈禱
[00:06:46.680 --> 00:06:50.680]  在此警醒感恩
[00:06:50.680 --> 00:06:54.680]  保羅知道主耶穌回來的日子很近
[00:06:54.680 --> 00:06:59.680]  我們必須要警醒、禱告、感恩
[00:06:59.680 --> 00:07:05.680]  然後我們要用智慧跟外人交往
[00:07:05.680 --> 00:07:08.680]  其實我們跟弟兄姊妹的交往
[00:07:08.680 --> 00:07:10.680]  要憑愛心
[00:07:10.680 --> 00:07:13.680]  要用和平彼此聯絡
[00:07:13.680 --> 00:07:16.680]  竭力保守聖靈所賜合而為一的心
[00:07:16.680 --> 00:07:18.680]  但我們跟外人交往
[00:07:18.680 --> 00:07:21.680]  必須要有智慧
[00:07:21.680 --> 00:07:24.680]  懂得怎樣去回答各人
[00:07:24.680 --> 00:07:26.680]  然後第四章又講到
[00:07:26.680 --> 00:07:30.680]  要拓展神的國度
[00:07:30.680 --> 00:07:32.680]  努力的傳呼音
[00:07:32.680 --> 00:07:36.680]  讓神的國不斷得到開展
[00:07:36.680 --> 00:07:41.680]  所以推基古和亞尼西牟
[00:07:41.680 --> 00:07:48.680]  就是這兩個人帶這封信去到哥羅西
[00:07:48.680 --> 00:07:53.680]  也有人說可能推基古和亞尼西牟
[00:07:53.680 --> 00:08:01.680]  都是帶信去到菲臘比教會的一個帶信人
[00:08:01.680 --> 00:08:05.680]  所以這兩本書排起保羅書信
[00:08:05.680 --> 00:08:07.680]  以弗所
[00:08:07.680 --> 00:08:09.680]  加拿大以弗所
[00:08:09.680 --> 00:08:11.680]  然後就到菲臘比哥羅西
[00:08:11.680 --> 00:08:13.680]  好像連著一樣
[00:08:13.680 --> 00:08:19.680]  所以這兩封信有些近似的地方
[00:08:19.680 --> 00:08:28.680]  所以哥羅西書實在給我們很多很寶貴的提醒
[00:08:28.680 --> 00:08:34.680]  這個基督論就講到基督的至高無上
[00:08:34.680 --> 00:08:36.680]  特別是第一第二章
[00:08:36.680 --> 00:08:38.680]  講到基督的威憤
[00:08:38.680 --> 00:08:41.680]  基督的至高無上
[00:08:41.680 --> 00:08:43.680]  然後第三第四章
[00:08:43.680 --> 00:08:47.680]  就是我們要信服基督
[00:08:47.680 --> 00:08:50.680]  我們要在基督裏面
[00:08:50.680 --> 00:08:52.680]  我們尊崇基督
[00:08:52.680 --> 00:08:54.680]  信服基督
[00:08:54.680 --> 00:08:56.680]  跟隨基督的帶領
[00:08:56.680 --> 00:08:58.680]  各位弟兄姊妹
[00:08:58.680 --> 00:09:01.680]  耶穌基督就是我們生命的目標
[00:09:01.680 --> 00:09:04.680]  我們要向著目標前進
[00:09:04.680 --> 00:09:06.680]  我們要高舉基督
[00:09:06.680 --> 00:09:09.680]  讓基督在我們生命裏面
[00:09:09.680 --> 00:09:11.680]  作主、作王
[00:09:11.680 --> 00:09:14.680]  我們時時要讓主居首位
[00:09:14.680 --> 00:09:16.680]  我自己印象很深刻
[00:09:16.680 --> 00:09:19.680]  當我小時候在教會成長的時候
[00:09:19.680 --> 00:09:21.680]  時時唱一首聖詩
[00:09:21.680 --> 00:09:25.680]  「讓主居首位」
[00:09:25.680 --> 00:09:29.680]  我們要讓主居首位
[00:09:29.680 --> 00:09:32.680]  願主居首位
[00:09:32.680 --> 00:09:35.680]  我生命中
[00:09:35.680 --> 00:09:38.680]  讓主居首位
[00:09:38.680 --> 00:09:43.680]  讓主居首位
[00:09:43.680 --> 00:09:46.680]  不單止願主居首位
[00:09:46.680 --> 00:09:50.680]  要讓主居首位
[00:09:50.680 --> 00:09:51.680]  是一步一步的
[00:09:51.680 --> 00:09:55.680]  最先你可能學怎樣尊主為大
[00:09:55.680 --> 00:09:59.680]  然後慢慢你願基督居首位
[00:09:59.680 --> 00:10:01.680]  最後你讓
[00:10:01.680 --> 00:10:03.680]  讓出你的位
[00:10:03.680 --> 00:10:06.680]  讓基督居首位
[00:10:06.680 --> 00:10:08.680]  求主都同樣幫助我們
[00:10:08.680 --> 00:10:10.680]  藉著哥羅西書
[00:10:10.680 --> 00:10:12.680]  一卷很特別的書
[00:10:12.680 --> 00:10:14.680]  提醒我們
[00:10:14.680 --> 00:10:16.680]  我們真的謙卑下來
[00:10:16.680 --> 00:10:18.680]  尊主為大
[00:10:18.680 --> 00:10:21.680]  教會在基督的計劃裏面
[00:10:21.680 --> 00:10:23.680]  是很重要的
[00:10:23.680 --> 00:10:25.680]  同樣我們每一個人
[00:10:25.680 --> 00:10:28.680]  都要讓主居首位
[00:10:28.680 --> 00:10:30.680]  尊主為大
[00:10:30.680 --> 00:10:34.680]  主是我們生命的中心
[00:10:34.680 --> 00:10:35.680]  求主幫助我們
[00:10:35.680 --> 00:10:37.680]  叫我們每一個人
[00:10:37.680 --> 00:10:39.680]  都在我們的生命裏面
[00:10:39.680 --> 00:10:42.680]  高舉耶穌
[00:10:42.680 --> 00:10:44.680]  尊主為大
[00:10:44.680 --> 00:10:46.680]  為主而活
[00:10:46.680 --> 00:10:48.680]  願神賜福給各位
