
[00:00:00.000 --> 00:00:02.740]  在禮拜堂的弟兄姊妹平安
[00:06:49.200 --> 00:06:52.200]  彼得曾經這樣說
[00:06:52.200 --> 00:06:56.200]  我就在這裡搭三座棚,一座為你,一座為摩西,一座為以利亞
[00:06:56.200 --> 00:06:59.200]  還不可以入咀?
[00:06:59.200 --> 00:07:03.200]  不過我們回到我們的處境
[00:07:03.700 --> 00:07:07.200]  我們用我們的民間信仰的角度來想一想
[00:07:07.200 --> 00:07:14.200]  我們又未必可以將彼得這樣說,這樣做
[00:07:14.200 --> 00:07:20.200]  就肯定他將耶穌視為摩西和以利亞同等
[00:07:20.200 --> 00:07:23.200]  我們身處在沙田區
[00:07:23.200 --> 00:07:27.200]  沙田區有一座很出名的廟宇
[00:07:27.200 --> 00:07:29.200]  你知道是哪座了
[00:07:29.200 --> 00:07:32.200]  農曆年初二
[00:07:32.700 --> 00:07:36.200]  那些鄉事領袖
[00:07:36.200 --> 00:07:45.200]  去過一座代表香港來求籤的車公廟
[00:07:45.200 --> 00:07:52.200]  在車公廟中間有一個巨大的車公神像
[00:07:52.200 --> 00:07:59.200]  有沒有留意在這個主神像的外面
[00:07:59.700 --> 00:08:09.200]  其實還有兩個神像
[00:08:09.200 --> 00:08:11.200]  總之還有一些東西在這裡
[00:08:11.200 --> 00:08:17.200]  車公廟的兩旁分別有財神殿和玄神殿
[00:08:17.200 --> 00:08:22.200]  供奉著車公以外的神子
[00:08:22.200 --> 00:08:27.200]  其實不少廟宇都是這樣的設計
[00:08:27.700 --> 00:08:33.200]  有沒有留意除了主神殿主神像之外
[00:08:33.200 --> 00:08:36.200]  旁邊還有一些陪伴的神像
[00:08:36.200 --> 00:08:40.200]  或者一些守衛的神子
[00:08:40.200 --> 00:08:47.200]  所以這樣看來主次和輕重是可以分得到的
[00:08:47.200 --> 00:08:51.200]  在疑點歸於被告的原則下
[00:08:51.200 --> 00:08:57.200]  我懇請各位陪審員裁定彼得罪名不成立
[00:08:57.700 --> 00:09:03.200]  如果我們是陪審員的話
[00:09:03.200 --> 00:09:05.200]  各位陪審員
[00:09:05.200 --> 00:09:10.200]  多謝你們裁定彼得罪名不成立
[00:09:10.200 --> 00:09:14.200]  用我們民間信仰的觀念為彼得平反了
[00:09:14.200 --> 00:09:17.200]  彼得就被釋放了
[00:09:17.200 --> 00:09:20.200]  不過困難留給了我們
[00:09:20.200 --> 00:09:26.200]  如果我們用民間信仰的觀念去理解的話
[00:09:26.700 --> 00:09:31.200]  為耶穌、摩西、以利亞搭三座棚
[00:09:31.200 --> 00:09:35.200]  其實是一個什麼觀念呢?
[00:09:35.200 --> 00:09:39.200]  是一個供奉的觀念
[00:09:39.200 --> 00:09:48.200]  供奉又是一種什麼事情呢?
[00:09:48.200 --> 00:09:54.200]  我們明白的
[00:09:54.700 --> 00:10:00.200]  我們生活在中國民間信仰的環境下我們明白的
[00:10:00.200 --> 00:10:03.200]  我們負心自問
[00:10:03.200 --> 00:10:10.200]  我們有沒有視上主都是一個供奉的對象呢?
[00:10:10.200 --> 00:10:16.200]  我們視上主為一個供奉的對象
[00:10:16.200 --> 00:10:18.200]  其實又是什麼意思呢?
[00:10:18.200 --> 00:10:23.200]  在網絡上有很多資料教人如何供奉神明
[00:10:23.700 --> 00:10:26.200]  其中有一篇很特別的
[00:10:26.200 --> 00:10:28.200]  你有沒有想過這個問題?
[00:10:28.200 --> 00:10:32.200]  為什麼要三杯茶呢?
[00:10:32.200 --> 00:10:34.200]  為什麼要奉茶呢?
[00:10:34.200 --> 00:10:38.200]  他說神明祖先絕對要這三杯茶
[00:10:38.200 --> 00:10:40.200]  他解釋為什麼
[00:10:40.200 --> 00:10:43.200]  這三杯茶水要勤於更換
[00:10:43.200 --> 00:10:46.200]  並且絕對不能空杯
[00:10:46.200 --> 00:10:52.200]  因為這三杯茶被視為神明和祖先所賜的財
[00:10:52.700 --> 00:10:57.200]  更是由神明和祖先庇佑的財源
[00:10:57.200 --> 00:11:00.200]  因此不可以不供茶水
[00:11:00.200 --> 00:11:02.200]  也需要勤勞更換
[00:11:02.200 --> 00:11:06.200]  保持茶水乾淨絕不乾涸
[00:11:06.200 --> 00:11:09.200]  你知道乾涸是什麼意思嗎?
[00:11:09.200 --> 00:11:16.200]  如此家運財運事業運才會滾滾而來
[00:11:16.200 --> 00:11:18.200]  乾涸了就是沒有了
[00:11:18.200 --> 00:11:21.200]  我們可以反駁
[00:11:21.700 --> 00:11:25.200]  基督徒哪有這樣供奉上帝
[00:11:25.200 --> 00:11:29.200]  我們沒有供奉茶也沒有上香
[00:11:29.200 --> 00:11:35.200]  不過我們會否視上帝為
[00:11:35.200 --> 00:11:39.200]  家運財運事業運的交換對象呢?
[00:11:39.200 --> 00:11:44.200]  我們提供給神的交換物品
[00:11:44.200 --> 00:11:48.200]  未必是茶水或香燭
[00:11:48.200 --> 00:11:51.200]  可能是守禮拜或禮節
[00:11:52.700 --> 00:11:57.200]  又有甚者連禮拜和禮節都不守
[00:11:57.200 --> 00:12:02.200]  兩手空空就來到上主的面前進行感情勒索
[00:12:02.200 --> 00:12:05.200]  即是什麼意思呢?
[00:12:05.200 --> 00:12:07.200]  你這麼愛我
[00:12:07.200 --> 00:12:09.200]  你愛我的吧?
[00:12:09.200 --> 00:12:12.200]  你愛我你沒理由不保守我
[00:12:12.200 --> 00:12:16.200]  你愛我沒理由不給我要的東西給我
[00:12:16.200 --> 00:12:19.200]  你不給不就是不愛我
[00:12:19.700 --> 00:12:22.200]  你就連這些供奉也省了
[00:12:22.200 --> 00:12:26.200]  我們問一問自己
[00:12:26.200 --> 00:12:28.200]  我們對上主的態度
[00:12:28.200 --> 00:12:32.200]  和民間信奉神明的態度差多遠呢?
[00:12:32.200 --> 00:12:36.200]  我們又在上主那一邊想一想
[00:12:36.200 --> 00:12:40.200]  上主究竟是否想我們
[00:12:40.200 --> 00:12:45.200]  好像供奉民間神明那樣
[00:12:45.200 --> 00:12:48.200]  的方法和態度來供奉祂呢?
[00:12:48.700 --> 00:12:50.200]  如果不是的話
[00:12:50.200 --> 00:12:52.200]  其實祂想怎樣呢?
[00:12:52.200 --> 00:12:56.200]  我們繼續看彼得和另外兩個門徒
[00:12:56.200 --> 00:12:59.200]  看到耶穌神聖形象的故事
[00:12:59.200 --> 00:13:03.200]  我們回到經文第十七章第五節
[00:13:03.200 --> 00:13:06.200]  我們看看彼得提出這個建議後
[00:13:06.200 --> 00:13:08.200]  有什麼事情發生
[00:13:08.200 --> 00:13:10.200]  第十七章第五節
[00:13:10.200 --> 00:13:14.200]  說話之間忽然有一朵光明的雲彩遮蓋他們
[00:13:14.200 --> 00:13:16.200]  且有聲音從雲彩裡出來
[00:13:16.700 --> 00:13:21.200]  說:「這是我的愛子,我所喜悅的,你們要聽他。」
[00:13:21.200 --> 00:13:23.200]  雲彩和聲音出現之後
[00:13:23.200 --> 00:13:25.200]  門徒的反應
[00:13:25.200 --> 00:13:27.200]  值得我們深思
[00:13:27.200 --> 00:13:30.200]  第十七章第六節
[00:13:30.200 --> 00:13:34.200]  門徒聽見就俯伏在地
[00:13:34.200 --> 00:13:36.200]  極其害怕
[00:13:36.200 --> 00:13:41.200]  遇見神
[00:13:41.200 --> 00:13:44.200]  為何會害怕呢?
[00:13:47.700 --> 00:13:52.200]  我們今時今日的教會從來都沒有人叫你害怕神
[00:13:52.200 --> 00:13:57.200]  上帝是很親切的
[00:13:57.200 --> 00:14:04.200]  這種害怕神的感覺和反應
[00:14:04.200 --> 00:14:07.200]  會不會已經離我們很遠呢?
[00:14:07.200 --> 00:14:14.200]  巴赫在《認識神》第十六章有一段說話
[00:14:14.700 --> 00:14:18.200]  他說:「現代人已慣於把神的恩慈和祂的賢禮分開
[00:14:18.200 --> 00:14:20.200]  今天在一般人當中
[00:14:20.200 --> 00:14:24.200]  已拒絕所有神審判和憤怒的內容
[00:14:24.200 --> 00:14:27.200]  取消神的賢禮,只保留神的仁慈
[00:14:27.200 --> 00:14:30.200]  把神當作天上聖誕老人
[00:14:30.200 --> 00:14:33.200]  很多人堅信神是無限的忍耐為仁慈
[00:14:33.200 --> 00:14:36.200]  也不會想到神對我的態度
[00:14:36.200 --> 00:14:40.200]  會受到我是否照祂的話去做所影響
[00:14:40.200 --> 00:14:44.200]  任何人若嘗試叫別人在神面前傳敬畏的心
[00:14:44.700 --> 00:14:47.200]  或在他的話語中見敬
[00:14:47.200 --> 00:14:50.200]  立刻會被認為老土得無可救藥」
[00:14:50.200 --> 00:14:55.200]  害怕這個字一詞兩義
[00:14:55.200 --> 00:14:57.200]  一方面是驚恐
[00:14:57.200 --> 00:14:59.200]  害怕某事或某人
[00:14:59.200 --> 00:15:01.200]  同時另一方面是尊敬
[00:15:01.200 --> 00:15:03.200]  有很深的敬意
[00:15:03.200 --> 00:15:06.200]  其實聖經多次用害怕
[00:15:06.200 --> 00:15:11.200]  來描述人們對耶穌的反應
[00:15:11.200 --> 00:15:14.200]  例如《馬塔福音》第九章一節八節
[00:15:14.700 --> 00:15:16.200]  醫治一個癱子之後
[00:15:16.200 --> 00:15:18.200]  第八節說人們的回應
[00:15:18.200 --> 00:15:20.200]  「眾人看見就驚奇」
[00:15:20.200 --> 00:15:22.200]  其實就是害怕這個字
[00:15:22.200 --> 00:15:24.200]  「就歸榮耀與神
[00:15:24.200 --> 00:15:26.200]  因為他將借用的權並賜給人」
[00:15:26.200 --> 00:15:28.200]  就算去到啟示錄末後的日子
[00:15:28.200 --> 00:15:31.200]  十五章四節也是這樣說
[00:15:31.200 --> 00:15:33.200]  「主也誰敢不敬畏你」
[00:15:33.200 --> 00:15:35.200]  其實也是害怕這個字
[00:15:35.200 --> 00:15:37.200]  「不將榮耀歸於你的名
[00:15:37.200 --> 00:15:39.200]  因為獨有你是聖的
[00:15:39.200 --> 00:15:42.200]  萬民都要在你面前敬拜
[00:15:42.700 --> 00:15:45.200]  因你公義的作為已經顯現出來了」
[00:15:45.200 --> 00:15:48.200]  有人說
[00:15:48.200 --> 00:15:50.200]  「怕鬼神」
[00:15:50.200 --> 00:15:55.200]  這些古代人的愚昧想法
[00:15:55.200 --> 00:15:57.200]  愚昧無知
[00:15:57.200 --> 00:16:00.200]  現代人已經擺脫了這些愚昧無知
[00:16:00.200 --> 00:16:05.200]  現代人激昂慷慨地宣告
[00:16:05.200 --> 00:16:08.200]  從來就沒有什麼救世主
[00:16:08.700 --> 00:16:16.200]  不過當現代社會將神趕出之後
[00:16:16.200 --> 00:16:21.200]  現代世界是否變得理想了呢?
[00:16:21.200 --> 00:16:23.200]  還是進入了一個
[00:16:23.200 --> 00:16:26.200]  「遇神殺神,遇佛殺佛」
[00:16:26.200 --> 00:16:28.200]  更可怕的世界呢?
[00:16:28.200 --> 00:16:30.200]  大約十年前
[00:16:30.200 --> 00:16:35.200]  有一位風水師成為了城中熱話
[00:16:35.700 --> 00:16:39.200]  因為他說自己是
[00:16:39.200 --> 00:16:44.200]  拱如深千億遺產的唯一受益人
[00:16:44.200 --> 00:16:47.200]  於是展開了漫長的官司
[00:16:47.200 --> 00:16:51.200]  但是途中峰迴路轉
[00:16:51.200 --> 00:16:54.200]  就在這個官司的過程中
[00:16:54.200 --> 00:16:58.200]  他突然被刑事起訴
[00:16:58.200 --> 00:17:02.200]  行使虛假文書
[00:17:02.700 --> 00:17:06.200]  被判罪名成立,判囚十二年
[00:17:06.200 --> 00:17:09.200]  後來有傳風水師信了耶穌
[00:17:09.200 --> 00:17:13.200]  有署名韓世光的朋友在報紙
[00:17:13.200 --> 00:17:17.200]  以「心中有鬼好過目中無神」為題
[00:17:17.200 --> 00:17:19.200]  發表評論
[00:17:19.200 --> 00:17:22.200]  他說「惡貫滿盈的陳振聰
[00:17:22.200 --> 00:17:26.200]  到底心裡是誠意信主悔改
[00:17:26.200 --> 00:17:29.200]  還是像林吉抱佛腳那樣
[00:17:29.700 --> 00:17:33.200]  尋求另一種超然力量來庇護自己呢?」
[00:17:33.200 --> 00:17:37.200]  當然不排除有人誤將主耶穌當作王大仙
[00:17:37.200 --> 00:17:40.200]  不過有一點是值得玩味的
[00:17:40.200 --> 00:17:42.200]  正如法官所言
[00:17:42.200 --> 00:17:44.200]  也許此君心靈上有所改變
[00:17:44.200 --> 00:17:46.200]  因此成為基督徒之後
[00:17:46.200 --> 00:17:49.200]  已經沒有再上庭作假口供
[00:17:49.200 --> 00:17:51.200]  姑且勿論
[00:17:51.200 --> 00:17:55.200]  壞人尋求宗教慰藉是一件好事
[00:17:55.700 --> 00:18:00.200]  如果壞人相信為非作歹會受到上天懲罰
[00:18:00.200 --> 00:18:04.200]  傷天害理之事起碼沒有那麼凶狠
[00:18:04.200 --> 00:18:08.200]  共產主義者採用的是無神論
[00:18:08.200 --> 00:18:11.200]  目中無神也就無所敬畏
[00:18:11.200 --> 00:18:14.200]  而無所無懼無畏的後果
[00:18:14.200 --> 00:18:16.200]  往往是無法無天
[00:18:16.200 --> 00:18:19.200]  放眼今天的神州大地
[00:18:19.200 --> 00:18:22.200]  無官不貪無商不奸
[00:18:22.200 --> 00:18:24.200]  作者繼續說
[00:18:24.700 --> 00:18:27.200]  心中有鬼好過目中無神
[00:18:27.200 --> 00:18:31.200]  敬神怕鬼的人通常比較膽小而良善
[00:18:31.200 --> 00:18:35.200]  絕對不會販賣地溝油等等
[00:18:35.200 --> 00:18:37.200]  這些東西來殘害同胞
[00:18:37.200 --> 00:18:43.200]  路易斯在他的名著《勒尼亞傳奇》
[00:18:43.200 --> 00:18:47.200]  裡面有一幕
[00:18:47.200 --> 00:18:49.200]  人們在爭論
[00:18:49.700 --> 00:18:55.200]  那個獅王阿斯蘭究竟是怎樣的呢?
[00:18:55.200 --> 00:18:57.200]  有人說
[00:18:57.200 --> 00:19:03.200]  那隻東西只不過是隻貓
[00:19:03.200 --> 00:19:05.200]  牠可以怎樣呢?
[00:19:05.200 --> 00:19:07.200]  牠最多只能喵喵叫幾聲
[00:19:07.200 --> 00:19:09.200]  伸隻爪出來玩玩
[00:19:09.200 --> 00:19:11.200]  有人說
[00:19:11.200 --> 00:19:15.200]  牠是兇猛的獅子
[00:19:15.200 --> 00:19:18.200]  你真是碰都不要碰
[00:19:18.700 --> 00:19:20.200]  有人說
[00:19:20.200 --> 00:19:24.200]  阿斯蘭是可親近的獅王
[00:19:24.200 --> 00:19:26.200]  當阿斯蘭真的出現的時候
[00:19:26.200 --> 00:19:28.200]  那些輕視牠如小貓一隻的人
[00:19:28.200 --> 00:19:31.200]  嚇破了膽
[00:19:31.200 --> 00:19:36.200]  原來牠真是兇猛的獅子
[00:19:36.200 --> 00:19:38.200]  但是兇猛的獅子
[00:19:38.200 --> 00:19:43.200]  又怎樣能夠是可親呢?
[00:19:43.200 --> 00:19:47.200]  你不怕牠吃掉你嗎?
[00:19:47.700 --> 00:19:51.200]  讓我們回到登山變象的故事裡面
[00:19:51.200 --> 00:19:54.200]  在那裡我們可以得到一些啟發
[00:19:54.200 --> 00:19:59.200]  回到經文第十七章第七節
[00:19:59.200 --> 00:20:03.200]  耶穌正前來摸他們
[00:20:03.200 --> 00:20:08.200]  說起來不要害怕
[00:20:08.200 --> 00:20:14.200]  原來這位我們需要害怕敬畏的上帝
[00:20:14.200 --> 00:20:17.200]  也是解除我們害怕的上帝
[00:20:17.700 --> 00:20:21.200]  這位令我們俯伏在地的上帝
[00:20:21.200 --> 00:20:26.200]  也是走上來扶我們起來的上帝
[00:20:26.200 --> 00:20:29.200]  這位令人驚懼的上帝
[00:20:29.200 --> 00:20:34.200]  也是那位賜下安慰的上帝
[00:20:34.200 --> 00:20:36.200]  最後
[00:20:36.200 --> 00:20:38.200]  讓我們思考一下
[00:20:38.200 --> 00:20:41.200]  門徒見到登山變象的耶穌的經歷
[00:20:41.200 --> 00:20:46.200]  怎樣應用在我們的信仰和生活裡面
[00:20:46.700 --> 00:20:50.200]  第一個層次是關於基督徒的生活
[00:20:50.200 --> 00:20:57.200]  第二個層次是延伸至整體人類社會的反省
[00:20:57.200 --> 00:20:59.200]  首先讓我們思考一下
[00:20:59.200 --> 00:21:01.200]  作為基督徒的層次
[00:21:01.200 --> 00:21:04.200]  基督徒即是跟隨耶穌基督的人
[00:21:04.200 --> 00:21:06.200]  雖然也是跟隨耶穌基督
[00:21:06.200 --> 00:21:08.200]  但由於生存在不同的時空裡面
[00:21:08.200 --> 00:21:11.200]  我們未必像門徒一樣
[00:21:11.200 --> 00:21:13.200]  去見到登山變象的耶穌
[00:21:13.700 --> 00:21:17.200]  我們也未必有保羅在大馬骰路上
[00:21:17.200 --> 00:21:21.200]  跟耶穌相遇的那種經歷
[00:21:21.200 --> 00:21:23.200]  不過我們也不宜妄自菲薄
[00:21:23.200 --> 00:21:26.200]  因為你記不記得耶穌曾經說過
[00:21:26.200 --> 00:21:30.200]  祂說:你因看見了我才信
[00:21:30.200 --> 00:21:34.200]  那沒有看見就信的有福了
[00:21:34.200 --> 00:21:37.200]  我們嘗試一下
[00:21:37.200 --> 00:21:42.200]  將我們每一次參加崇拜
[00:21:42.700 --> 00:21:44.200]  無論在這裡
[00:21:44.200 --> 00:21:46.200]  無論在家裡
[00:21:46.200 --> 00:21:49.200]  這種經驗
[00:21:49.200 --> 00:21:53.200]  看為一次跟神相遇的機會
[00:21:53.200 --> 00:21:56.200]  讓我們發揮想像
[00:21:56.200 --> 00:22:00.200]  我們將登山變象這個故事
[00:22:00.200 --> 00:22:03.200]  重述為我們參加崇拜
[00:22:03.200 --> 00:22:07.200]  去遇見神的故事
[00:22:07.200 --> 00:22:11.200]  回到經文第十七章第一節
[00:22:11.700 --> 00:22:14.200]  過了六天
[00:22:14.200 --> 00:22:16.200]  硬說也要說
[00:22:16.200 --> 00:22:19.200]  主要崇拜是在星期日舉行
[00:22:19.200 --> 00:22:22.200]  星期一星期二星期三星期四星期五星期六
[00:22:22.200 --> 00:22:24.200]  隔了六天
[00:22:24.200 --> 00:22:28.200]  接著耶穌帶著彼得雅各
[00:22:28.200 --> 00:22:30.200]  和雅各兄弟約翰暗暗地上了高山
[00:22:30.200 --> 00:22:33.200]  就在他們面前變了形象
[00:22:33.200 --> 00:22:35.200]  臉面明亮如白日頭
[00:22:35.200 --> 00:22:38.200]  衣裳潔白如光
[00:22:38.200 --> 00:22:41.200]  我們去參加崇拜
[00:22:41.700 --> 00:22:46.200]  同時也理解為上主呼召我們
[00:22:46.200 --> 00:22:49.200]  呼喚我們去崇拜祂
[00:22:49.200 --> 00:22:52.200]  我們經常說人去尋找神
[00:22:52.200 --> 00:22:55.200]  其實是神來尋找我們
[00:22:55.200 --> 00:22:58.200]  我們崇拜開始的時候
[00:22:58.200 --> 00:23:00.200]  我們的詩歌
[00:23:00.200 --> 00:23:03.200]  其實是想帶領我們思想
[00:23:03.200 --> 00:23:05.200]  神的榮耀
[00:23:05.200 --> 00:23:07.200]  和進入神的榮耀
[00:23:07.200 --> 00:23:09.200]  我們不會在崇拜開始的時候
[00:23:09.700 --> 00:23:12.200]  唱祂的詩歌
[00:23:12.200 --> 00:23:14.200]  我們在那個時刻
[00:23:14.200 --> 00:23:18.200]  是讓我們進入和看見神的榮耀
[00:23:18.200 --> 00:23:20.200]  然後第六節就說
[00:23:20.200 --> 00:23:23.200]  滿肚聽見就俯伏在地極其害怕
[00:23:23.200 --> 00:23:26.200]  在神的榮耀威嚴和聖潔之下
[00:23:26.200 --> 00:23:29.200]  崇拜的人俯伏在地極其害怕
[00:23:29.200 --> 00:23:35.200]  其實是合適和合理的反應
[00:23:35.200 --> 00:23:38.200]  在崇拜裡面
[00:23:38.700 --> 00:23:43.200]  有心靈認罪求赦的環節
[00:23:43.200 --> 00:23:46.200]  如果我們真的感覺到
[00:23:46.200 --> 00:23:50.200]  真的看見上帝那麼聖潔和榮耀
[00:23:50.200 --> 00:23:53.200]  而反照我們自己
[00:23:53.200 --> 00:23:59.200]  我們怎能不俯伏在地呢?
[00:23:59.200 --> 00:24:02.200]  在聖潔公義的上帝面前
[00:24:02.200 --> 00:24:04.200]  我們的心情是怎樣的呢?
[00:24:04.200 --> 00:24:07.200]  我們在想什麼呢?
[00:24:07.700 --> 00:24:09.200]  耶穌曾經說過一個故事
[00:24:09.200 --> 00:24:12.200]  在路加福音第十八章十至十三節
[00:24:12.200 --> 00:24:15.200]  這個故事說有兩個人上聖殿去禱告
[00:24:15.200 --> 00:24:17.200]  一個是法尼塞人一個是瑞利
[00:24:17.200 --> 00:24:20.200]  法尼塞人站著自言自語地禱告說
[00:24:20.200 --> 00:24:21.200]  神啊我感謝你
[00:24:21.200 --> 00:24:24.200]  我不像別人勒殺不義姦淫
[00:24:24.200 --> 00:24:26.200]  也不像這個瑞利
[00:24:26.200 --> 00:24:28.200]  我一個星期禁食兩次
[00:24:28.200 --> 00:24:31.200]  凡我所得的都捐上十分之一
[00:24:31.200 --> 00:24:33.200]  瑞利遠遠地站著
[00:24:33.200 --> 00:24:35.200]  連舉目望天也不敢
