
[00:00:00.000 --> 00:00:06.000]  各位兄弟姐妹,平安!我們開始的時候,我們先做一個祈禱。
[00:05:51.000 --> 00:05:56.000]  在第十一節,薩姆爾先後講到有幾個士師。
[00:05:56.000 --> 00:06:01.000]  耶路巴利、彼誕,即是巴拉。
[00:06:01.000 --> 00:06:06.000]  耶復他,最後更是講到他自己。
[00:06:06.000 --> 00:06:12.000]  但情況卻沒有什麼好轉,反而每方愈下。
[00:06:12.000 --> 00:06:17.000]  其實百姓是沒有意識到他們自己的問題。
[00:06:17.000 --> 00:06:21.000]  他更加以為外邦有王來治理他們。
[00:06:21.000 --> 00:06:26.000]  所以外邦人能夠強大,能夠勝過他們。
[00:06:26.000 --> 00:06:34.000]  大家記不記得,其實這種情況在我們中國清朝末年都是發生過的。
[00:06:34.000 --> 00:06:41.000]  當時的朝廷以為受到外國的欺負,是由於沒有船堅砲利。
[00:06:41.000 --> 00:06:45.000]  於是引入很多外國厲害的武器。
[00:06:45.000 --> 00:06:48.000]  但其實有沒有解決這個問題?
[00:06:48.000 --> 00:06:56.000]  當然沒有,因為千條大國從來都沒有認真地檢討自己有什麼問題。
[00:06:56.000 --> 00:07:01.000]  所以薩姆爾就藉著歷史的回顧,
[00:07:01.000 --> 00:07:05.000]  他告訴以色列人,雖然神是看不到,
[00:07:05.000 --> 00:07:12.000]  但是耶和華卻一直這樣藉著他的僕人拯救以色列。
[00:07:12.000 --> 00:07:17.000]  神才是那一位保護以色列人的王。
[00:07:17.000 --> 00:07:21.000]  但是以色列人卻好像什麼都看不到。
[00:07:21.000 --> 00:07:27.000]  其實我們現在的基督徒都可能有這些所謂選擇性的失憶。
[00:07:27.000 --> 00:07:31.000]  我們很多時候只看到冰山的一角。
[00:07:31.000 --> 00:07:38.000]  他忽略了冰山下面,其實還有一塊很大的冰山下面。
[00:07:38.000 --> 00:07:45.000]  我們說我們靈性的軟弱,就是外在的原因,社會的錯。
[00:07:45.000 --> 00:07:50.000]  但是所謂不會記得我們自己的弱點到底在哪裡。
[00:07:50.000 --> 00:07:59.000]  還有我們聖靈常常在我們內心裡面所作的提醒、幫助和禱告。
[00:07:59.000 --> 00:08:04.000]  第二點,薩姆爾就在十二至十九節那裡,
[00:08:04.000 --> 00:08:10.000]  真正地告訴以色列人,神才是以色列人的王。
[00:08:10.000 --> 00:08:18.000]  他首先就抑術以色列人他們藉著阿滿人的拿核來犯境。
[00:08:18.000 --> 00:08:24.000]  那時候他們就要求薩姆爾為他們來立王。
[00:08:24.000 --> 00:08:32.000]  保釋他們這個王能夠治理他們,正如在十二節那裡所說的。
[00:08:32.000 --> 00:08:39.000]  這些其實正正是顯示,這個以色列人他們是缺乏了耐性。
[00:08:39.000 --> 00:08:45.000]  他們很急不及待地,他們需要一個人來為他們出頭,
[00:08:45.000 --> 00:08:48.000]  以致他們能夠抵抗這個敵人。
[00:08:48.000 --> 00:08:51.000]  但是這個其實是不是神的計劃呢?
[00:08:51.000 --> 00:09:01.000]  所以薩姆爾就跟這個以色列人說,耶和華才是你們的王。
[00:09:01.000 --> 00:09:08.000]  但是百姓是不聽的,他們說我們一定要一個王治理我們。
[00:09:08.000 --> 00:09:18.000]  好像小朋友那樣,當一個小朋友去到一個賣玩具的商店那裡,
[00:09:18.000 --> 00:09:25.000]  當他看到裡面有些玩具,其他小朋友有,他沒有,那會怎樣呢?
[00:09:25.000 --> 00:09:30.000]  那一定是要求父母買,父母說不買,那怎樣呢?
[00:09:30.000 --> 00:09:44.000]  父母可能跟他說,可以的,你下個月生日,我們會買給你。
[00:09:44.000 --> 00:09:53.000]  那他可能也會不願意,那可能最後還是不知道怎樣才可以收科了。
[00:09:53.000 --> 00:10:00.000]  薩姆爾其實在這裡很明白當時以色列人的問題,
[00:10:00.000 --> 00:10:10.000]  但是他最終還是順從耶和華的指示,為他們立了王,正如在第八章所講及的。
[00:10:10.000 --> 00:10:20.000]  大家如果有回顧這個歷史的話,你就會知道,其實耶和華確實是有立王的計劃的。
[00:10:20.000 --> 00:10:28.000]  正如我創世記那裡,第十七章第六節,他曾經跟阿伯拉罕講過,
[00:10:28.000 --> 00:10:32.000]  他說角度是從你而立,君王是從你而出的。
[00:10:32.000 --> 00:10:43.000]  《出一及記》更加是講過,告訴他們,你們是要歸我作祭司的角度,為聖潔的國民。
[00:10:43.000 --> 00:10:55.000]  由此可見,其實神他所反對的,就不是說要立王這個問題,其實他是反對什麼?
[00:10:55.000 --> 00:11:01.000]  是反對以色列他們要求立那種王,那種是什麼王?
[00:11:01.000 --> 00:11:13.000]  正如第八章第五節和第二十節那裡,他們的王是什麼王?是像列角一樣。
[00:11:13.000 --> 00:11:19.000]  因為以色列人只懂得跟隨世界的價值觀。
[00:11:19.000 --> 00:11:30.000]  人家有的東西,他也要有。人家有一個王是看得見的,他也想要一個王是看得見的。
[00:11:30.000 --> 00:11:39.000]  目的是為了什麼?是想這個王能夠在政治和軍事上帶給他們有影響力。
[00:11:39.000 --> 00:11:49.000]  他們的動機似乎出了問題,他們只是滿足於一個在地上的國家。
[00:11:49.000 --> 00:11:58.000]  但他們卻忘記了,其實以色列是被神所分別出來,跟其他國家是很不同的。
[00:11:58.000 --> 00:12:06.000]  而且上帝更加希望他們可以向其他國家展示神去祝福人的方式。
[00:12:06.000 --> 00:12:14.000]  所以神其實是要求一個什麼的角度?是一個祭司的角度,是一個僕人的領袖。
[00:12:14.000 --> 00:12:32.000]  大家如果再可以想像一下,如果你在一個兩三歲的小哥面前來展示一張鈔票和一些糖果的時候,你問他你需要什麼?
[00:12:32.000 --> 00:12:42.000]  這個小哥當然是想都不用想,拿了糖,他怎麼可以想像得到拿一張鈔票可以買很多糖呢?
[00:12:42.000 --> 00:12:46.000]  但是神都是尊重人的意願,人是有人的自由意志。
[00:12:46.000 --> 00:13:00.000]  所以在十三至十五節,撒姆爾就跟以色列人說,你們要求的王,你們現在已經得到了。
[00:13:00.000 --> 00:13:04.000]  但是地上的王是不等同耶和華的。
[00:13:04.000 --> 00:13:16.000]  你們的王同樣要遵守耶和華的命令,否則的話,耶和華是打擊你,跟以前是沒有什麼分別的。
[00:13:16.000 --> 00:13:28.000]  在這裡其實撒姆爾在重申神的公義,賞善罰惡,他的原則是從來沒有改變過。
[00:13:28.000 --> 00:13:42.000]  其實言下之意更加是說,以色列人所立的王仍然要向耶和華忠心,仍然是要信服,是要以身作則來帶領百姓來敬畏神。
[00:13:42.000 --> 00:13:46.000]  因為神才是他們那位真正的王。
[00:13:46.000 --> 00:14:15.000]  神對王的要求一早已經寫在生命記,正如在十七章第十八至十九節那裡,說如果有王登了國位,就要把祭司利美人面前的這律法書,為自己抄錄一本,存在他那裡,要平生中毒,好學習敬畏耶和華的神,謹守遵行。
[00:14:15.000 --> 00:14:21.000]  在這律法書上,一切言語和這些律法律例。
[00:14:21.000 --> 00:14:30.000]  那就是說,以色列人所立的王仍然要向神的管理底下。
[00:14:30.000 --> 00:14:47.000]  接下來,薩姆爾更加是開心地跟以色列人說,神是不喜悅你們立王的事,因為之前那幾章薩姆爾根本沒有說過。
[00:14:47.000 --> 00:14:47.000]  他說,神雖然答應了你們立王,但是實際上是不喜悅你們立王的事,因為之前那幾章薩姆爾根本沒有說過。
[00:14:51.640 --> 00:14:54.640]  實際上你們是得罪了神
[00:14:54.640 --> 00:14:59.640]  那怎麼知道這個百姓是得罪神呢
[00:14:59.640 --> 00:15:03.640]  薩姆爾因此就在這個百姓面前
[00:15:03.640 --> 00:15:06.640]  要求神讓他行一個神蹟
[00:15:06.640 --> 00:15:10.640]  來證明他所說的話是真的
[00:15:10.640 --> 00:15:12.640]  就是剛剛在現在的時候
[00:15:12.640 --> 00:15:14.640]  就是割脈的時候
[00:15:14.640 --> 00:15:18.640]  要求神來到行雷,來到下雨
[00:15:18.640 --> 00:15:21.640]  正如第十六節在十九節講到
[00:15:21.640 --> 00:15:25.640]  這個時候剛剛是巴勒斯坦的五至六月
[00:15:25.640 --> 00:15:27.640]  應該是寒季來的
[00:15:27.640 --> 00:15:32.640]  所以打雷降雨其實是很不尋常
[00:15:32.640 --> 00:15:36.640]  但是神是應運了薩姆爾的請求
[00:15:36.640 --> 00:15:38.640]  真的下起雨上來
[00:15:38.640 --> 00:15:40.640]  百姓猛然醒悟
[00:15:40.640 --> 00:15:42.640]  其實他們真的犯了大罪
[00:15:42.640 --> 00:15:47.640]  因為這個時候下雨其實是災難性的
[00:15:48.640 --> 00:15:53.640]  因為成熟的麥子被水淹過
[00:15:53.640 --> 00:15:57.640]  其實豐收都會變成失收
[00:15:57.640 --> 00:16:03.640]  本以為他們是崇拜加南人的王
[00:16:03.640 --> 00:16:05.640]  會帶給他們是豐收
[00:16:05.640 --> 00:16:09.640]  但是這個時候神卻是當頭棒喝
[00:16:09.640 --> 00:16:16.640]  這個時候其實百姓是會害怕的
[00:16:16.640 --> 00:16:19.640]  正所謂不見棺材就不流淚
[00:16:19.640 --> 00:16:22.640]  出路鐵不打就不行
[00:16:22.640 --> 00:16:27.640]  現在意識到他們是罪上加罪
[00:16:27.640 --> 00:16:35.640]  所以急急要求薩姆爾來為他們祈禱
[00:16:35.640 --> 00:16:38.640]  罪上加罪是什麼意思呢
[00:16:38.640 --> 00:16:42.640]  原文應該是會譯成罪上加惡會好一點
[00:16:43.640 --> 00:16:47.640]  第一個罪其實是講到以色列人
[00:16:47.640 --> 00:16:51.640]  他們向來的叛逆和墮落的罪
[00:16:51.640 --> 00:16:56.640]  原文就是「箭射不中雄心」的意思
[00:16:56.640 --> 00:16:57.640]  就是說他們行事為人
[00:16:57.640 --> 00:17:00.640]  根本上都是達不到神的要求
[00:17:00.640 --> 00:17:08.640]  現在加上第二個罪是有邪惡的意思
[00:17:08.640 --> 00:17:12.640]  就是一個不良的動機所引起的惡事
[00:17:12.640 --> 00:17:15.640]  就是說現在以色列人
[00:17:15.640 --> 00:17:19.640]  他明白到神為什麼是不喜歡
[00:17:19.640 --> 00:17:22.640]  他們其實是犯了極大的惡事
[00:17:22.640 --> 00:17:24.640]  他們極大的惡事是什麼呢
[00:17:24.640 --> 00:17:28.640]  我們如果再看回第八章的時候
[00:17:28.640 --> 00:17:31.640]  第七節就講得很清楚了
[00:17:31.640 --> 00:17:36.640]  「他們是厭棄我,是迫要我作他們的禍」
[00:17:36.640 --> 00:17:40.640]  就是說以色列人是不尊重神
[00:17:40.640 --> 00:17:43.640]  寧願相信那些不可靠的人
[00:17:43.640 --> 00:17:48.640]  都是多於相信那個永不改變的神
[00:17:48.640 --> 00:17:52.640]  同樣我們今天的紀錄圖
[00:17:52.640 --> 00:17:55.640]  也都可能會有這些錯誤
[00:17:55.640 --> 00:17:57.640]  我們經常可能只是聚焦於
[00:17:57.640 --> 00:18:00.640]  我們只能夠看得見的東西那裡
[00:18:00.640 --> 00:18:04.640]  更加是以敗位的人來取代神
[00:18:04.640 --> 00:18:08.640]  甚至更加是會隨從我們自己的喜好
[00:18:08.640 --> 00:18:13.640]  沉溺那些五花八門的世界的事物裡面
[00:18:13.640 --> 00:18:15.640]  而這些事物更加是很容易讓我們
[00:18:15.640 --> 00:18:18.640]  陷入偶像崇拜裡面
[00:18:18.640 --> 00:18:25.640]  正如我們可能是陷入權力、金錢、名譽等等
[00:18:25.640 --> 00:18:28.640]  甚至是虛擬世界裡面
[00:18:28.640 --> 00:18:33.640]  這些不只是現代人的偶像
[00:18:33.640 --> 00:18:38.640]  最後薩姆爾在第20至25節那裡
[00:18:38.640 --> 00:18:43.640]  就說到神是不會撇棄以色列人的
[00:18:43.640 --> 00:18:45.640]  薩姆爾就安慰他們
[00:18:45.640 --> 00:18:48.640]  更加勸勉他們去提醒百姓
[00:18:48.640 --> 00:18:51.640]  臘王的事情雖然是邪惡
[00:18:51.640 --> 00:18:56.640]  但是你們並非是沒有盼望的
[00:18:56.640 --> 00:18:58.640]  你的盼望是怎麼樣
[00:18:58.640 --> 00:19:02.640]  是你們千萬不要因此而離開神
[00:19:02.640 --> 00:19:05.640]  而去尋求其他神的幫助
[00:19:05.640 --> 00:19:07.640]  正所謂有錯就要認
[00:19:07.640 --> 00:19:10.640]  打就要站穩
[00:19:10.640 --> 00:19:12.640]  所以更加是說到
[00:19:12.640 --> 00:19:16.640]  如果在這20至21節那裡說到
[00:19:16.640 --> 00:19:19.640]  就是說如果你們是不偏離了神
[00:19:19.640 --> 00:19:21.640]  是繼續忠於耶和華
[00:19:21.640 --> 00:19:23.640]  是盡心來侍奉祂
[00:19:23.640 --> 00:19:27.640]  以及避免一切的偶像崇拜的時候
[00:19:27.640 --> 00:19:33.640]  神必會因為祂的名而不撇下你們
[00:19:33.640 --> 00:19:38.640]  因為以色列人是神所揀選的
[00:19:38.640 --> 00:19:41.640]  以色列人是神所喜悅的族裔
[00:19:41.640 --> 00:19:46.640]  神的大名和以色列的人
[00:19:46.640 --> 00:19:49.640]  其實是連在一起的
[00:19:49.640 --> 00:19:53.640]  所以神會因為祂的信實
[00:19:53.640 --> 00:19:56.640]  不會撇棄他們
[00:19:56.640 --> 00:19:59.640]  因為現在有一個新的統治架構
[00:19:59.640 --> 00:20:02.640]  但是耶和華和百姓
[00:20:02.640 --> 00:20:06.640]  其實仍然可以有親密的關係
[00:20:06.640 --> 00:20:09.640]  但是這個關係必須建立於
[00:20:09.640 --> 00:20:13.640]  神的公義屬性的上面
[00:20:13.640 --> 00:20:18.640]  我們基督徒常常都會犯錯
[00:20:18.640 --> 00:20:21.640]  但是我們也不可以因此
[00:20:21.640 --> 00:20:24.640]  而離棄我們的神
[00:20:24.640 --> 00:20:27.640]  就像當年亞當和夏娃一樣
[00:20:27.640 --> 00:20:29.640]  他們吃了禁果之後
[00:20:29.640 --> 00:20:32.640]  反而去躲避神
[00:20:32.640 --> 00:20:37.640]  其實我們信徒是必須要認罪悔改
[00:20:37.640 --> 00:20:40.640]  脫離那些虛幻的偶像
[00:20:40.640 --> 00:20:43.640]  去專心侍奉神
[00:20:43.640 --> 00:20:48.640]  我們知道我們非常之嚮往
[00:20:48.640 --> 00:20:50.640]  非常之憧憬
[00:20:50.640 --> 00:20:54.640]  所謂國家、武器、金錢、制度、人物等等
[00:20:54.640 --> 00:20:57.640]  這些看起來好像是理所當然
[00:20:57.640 --> 00:21:00.640]  其實是很容易被偶像化
[00:21:00.640 --> 00:21:03.640]  所以我們是需要警惕我們自己
[00:21:03.640 --> 00:21:05.640]  提高警覺的
[00:21:05.640 --> 00:21:08.640]  最後,散佈現場這個24節
[00:21:08.640 --> 00:21:10.640]  他更加是語重心長地
[00:21:10.640 --> 00:21:13.640]  鼓勵百姓重新來維新
[00:21:13.640 --> 00:21:17.640]  繼續來忠心侍奉神
[00:21:17.640 --> 00:21:19.640]  他在這裡提出了三點
[00:21:19.640 --> 00:21:21.640]  希望他們能夠遵守
[00:21:21.640 --> 00:21:24.640]  第一,是敬畏神
[00:21:24.640 --> 00:21:27.640]  敬畏神其實是代表
[00:21:27.640 --> 00:21:31.640]  神的子民是尊崇這位拯救他們
[00:21:31.640 --> 00:21:33.640]  跟他們納約的神
[00:21:33.640 --> 00:21:39.640]  神的子民是願意來遵行神給他們的律例和典章
[00:21:39.640 --> 00:21:42.640]  第二點就是來侍奉神
[00:21:42.640 --> 00:21:44.640]  侍奉神的意思就是說
[00:21:44.640 --> 00:21:47.640]  你們不能夠左右逢源
[00:21:47.640 --> 00:21:49.640]  既是侍奉上帝
[00:21:49.640 --> 00:21:51.640]  又是侍奉這個偶像
[00:21:51.640 --> 00:21:54.640]  因為他說這個巴力和這個阿斯他路
[00:21:54.640 --> 00:21:57.640]  這些加南的神
[00:21:57.640 --> 00:22:00.640]  其實只不過是一個虛幻的偶像
[00:22:00.640 --> 00:22:02.640]  其實這些一直都是
[00:22:02.640 --> 00:22:06.640]  以色列人的問題的癥結所在
[00:22:06.640 --> 00:22:08.640]  第三點就是
[00:22:08.640 --> 00:22:11.640]  一定要想念神的作為
[00:22:11.640 --> 00:22:13.640]  常常回顧歷史
[00:22:13.640 --> 00:22:16.640]  不要忘記神在這個歷代
[00:22:16.640 --> 00:22:20.640]  裡面怎樣來拯救這個以色列人
[00:22:20.640 --> 00:22:22.640]  最後在二十五節
[00:22:22.640 --> 00:22:25.640]  撒姆爾更加會警告他們
[00:22:25.640 --> 00:22:27.640]  如果他們仍然作惡
[00:22:27.640 --> 00:22:33.640]  他們的王都不能夠拯救他們脫離神的審判
[00:22:33.640 --> 00:22:38.640]  他們的王和他們都會一同滅亡
[00:22:38.640 --> 00:22:40.640]  為什麼這樣說呢
[00:22:40.640 --> 00:22:42.640]  其實你想深一層
[00:22:42.640 --> 00:22:47.640]  其實立王是會帶來一個非常壞的影響
[00:22:47.640 --> 00:22:51.640]  因為百姓還可以將他們所做的壞事
[00:22:51.640 --> 00:22:53.640]  都歸咎於因為王
[00:22:53.640 --> 00:22:57.640]  以及這個所謂的政治統治的制度
[00:22:57.640 --> 00:23:00.640]  每一個人都不需要為自己的誤信
[00:23:00.640 --> 00:23:03.640]  以及自己的叛逆來負責
[00:23:03.640 --> 00:23:06.640]  所以其實撒姆爾在這裡
[00:23:06.640 --> 00:23:10.640]  重新來警告這個百姓
[00:23:10.640 --> 00:23:13.640]  神是賞善罰惡
[00:23:13.640 --> 00:23:18.640]  他的公義的原則是從來都沒有改變過
[00:23:18.640 --> 00:23:21.640]  身為一位老兵的撒姆爾
[00:23:21.640 --> 00:23:24.640]  他同時也都說給百姓知道
[00:23:24.640 --> 00:23:27.640]  雖然他慢慢退場
[00:23:27.640 --> 00:23:29.640]  轉換了另一個角色
[00:23:29.640 --> 00:23:34.640]  但他仍然會為這個以色列人來祈禱
[00:23:34.640 --> 00:23:36.640]  來指教他們
[00:23:36.640 --> 00:23:41.640]  亦都不會去撇下他們不來的
[00:23:41.640 --> 00:23:44.640]  這麼說神沒有放棄他們
[00:23:44.640 --> 00:23:46.640]  神的僕人亦都沒有放棄他們
[00:23:46.640 --> 00:23:53.640]  神只是慢慢去引導他們重回正軌
[00:23:53.640 --> 00:23:54.640]  總結一下
[00:23:54.640 --> 00:24:00.640]  撒姆爾他在下綱的演詞
[00:24:00.640 --> 00:24:04.640]  撒姆爾其實是重新有幾點
[00:24:04.640 --> 00:24:07.640]  第一點就是神是真正的王
[00:24:07.640 --> 00:24:10.640]  從過去、現在、將來
[00:24:10.640 --> 00:24:13.640]  神都是在保護這個以色列
[00:24:13.640 --> 00:24:17.640]  第二點就是神是信實不變的
[00:24:17.640 --> 00:24:19.640]  雖然以色列效法列國
[00:24:19.640 --> 00:24:21.640]  拒絕神作為他們的王
[00:24:21.640 --> 00:24:24.640]  但是守削私詞外的神
[00:24:24.640 --> 00:24:27.640]  他是沒有因此而放棄他們
[00:24:27.640 --> 00:24:32.640]  第三點就是化危機為轉機
[00:24:32.640 --> 00:24:34.640]  藉著立王這件事
[00:24:34.640 --> 00:24:36.640]  其實神是教導這個百姓
[00:24:36.640 --> 00:24:40.640]  叫他們不可以有崇拜偶像的心態
[00:24:40.640 --> 00:24:43.640]  神已經給他們另一次機會
[00:24:43.640 --> 00:24:45.640]  其實大家再看下去
[00:24:45.640 --> 00:24:48.640]  你會知道神藉著這個撒姆爾
[00:24:48.640 --> 00:24:53.640]  重新來揀選一位合乎他的心意的王
[00:24:53.640 --> 00:24:56.640]  來做這個王
[00:24:56.640 --> 00:24:59.640]  這個王就是大衛王
[00:24:59.640 --> 00:25:03.640]  並且是建立大衛的王位直到永遠
[00:25:03.640 --> 00:25:05.640]  神的授高者
[00:25:05.640 --> 00:25:09.640]  神的彌賽亞 神的兒子 耶穌基督
[00:25:09.640 --> 00:25:12.640]  也是大衛的後裔
[00:25:12.640 --> 00:25:13.640]  所以我們要感謝神
[00:25:13.640 --> 00:25:15.640]  神的恩典是浩大的
[00:25:15.640 --> 00:25:18.640]  即使百姓他們做出了這個不明智的選擇
[00:25:18.640 --> 00:25:23.640]  但是最終也是成就了神的救恩
[00:25:23.640 --> 00:25:26.640]  所以保羅在這個安提柯的時候曾經說過
[00:25:26.640 --> 00:25:29.640]  正如在《嘯行傳》第十三章那裡
[00:25:29.640 --> 00:25:32.640]  他說 我尋得耶穌的兒子大衛
[00:25:32.640 --> 00:25:34.640]  他是合我心意的人
[00:25:34.640 --> 00:25:36.640]  凡事要遵我的旨意
[00:25:36.640 --> 00:25:38.640]  從這人的後裔中
[00:25:38.640 --> 00:25:40.640]  神已經照著所應許的
[00:25:40.640 --> 00:25:44.640]  為以色列人立了一位救主
[00:25:44.640 --> 00:25:46.640]  就是耶穌
[00:25:46.640 --> 00:25:49.640]  但是有很多事
[00:25:49.640 --> 00:25:52.640]  它是令人非常痛心
[00:25:52.640 --> 00:25:55.640]  當上帝差遣他的兒子耶穌基督
[00:25:55.640 --> 00:25:58.640]  來到百姓當中
[00:25:58.640 --> 00:26:02.640]  宣告他就是以色列的王的時候
[00:26:02.640 --> 00:26:04.640]  百姓是怎樣的?
[00:26:04.640 --> 00:26:09.640]  百姓是重複他們當年的錯誤
[00:26:09.640 --> 00:26:12.640]  拒絕他為王
[00:26:12.640 --> 00:26:16.640]  更加是要把他釘死在十字架上
[00:26:16.640 --> 00:26:18.640]  百姓對耶穌作王
[00:26:18.640 --> 00:26:21.640]  其實是有錯誤的期待
[00:26:21.640 --> 00:26:23.640]  他們只是很希望
[00:26:23.640 --> 00:26:25.640]  耶穌來復興以色列
[00:26:25.640 --> 00:26:29.640]  來滿足他們所謂民族的尊嚴
[00:26:29.640 --> 00:26:34.640]  但是他們卻沒有尊他為王
[00:26:34.640 --> 00:26:37.640]  他的心態就如同拜偶像
[00:26:37.640 --> 00:26:39.640]  沒什麼分別
[00:26:39.640 --> 00:26:40.640]  我們都知道
[00:26:40.640 --> 00:26:44.640]  今天耶穌竟是坐在父神的右邊
[00:26:44.640 --> 00:26:45.640]  他更加是要應許
[00:26:45.640 --> 00:26:47.640]  他將來一定會回來
[00:26:47.640 --> 00:26:51.640]  其實他才是那位真正的王
[00:26:51.640 --> 00:26:54.640]  這個世界上是再沒有其他王
[00:26:54.640 --> 00:26:56.640]  所以各位親愛的弟兄姊妹
[00:26:56.640 --> 00:26:58.640]  薩姆爾的講話
