
[00:00:00.000 --> 00:00:02.400]  人與人之間相處
[00:03:08.400 --> 00:03:11.400]  還是那個妻子會影響他的丈夫
[00:03:11.400 --> 00:03:16.400]  改變他丈夫的命運?
[00:03:16.400 --> 00:03:20.400]  我跟師母結婚34年
[00:03:20.400 --> 00:03:22.000]  我從前不是這樣子的
[00:03:22.000 --> 00:03:23.200]  當然從前比較年輕了
[00:03:23.200 --> 00:03:25.200]  但是不是說這一些
[00:03:25.200 --> 00:03:27.800]  是說我的習慣啊
[00:03:27.800 --> 00:03:29.000]  行動啊
[00:03:29.000 --> 00:03:31.600]  從前我是慢條斯理的
[00:03:31.600 --> 00:03:32.000]  OK
[00:03:32.000 --> 00:03:34.400]  做事是慢騰騰
[00:03:34.400 --> 00:03:36.800]  吃飯也是慢騰騰
[00:03:36.800 --> 00:03:39.000]  但是跟師母結婚以後呢
[00:03:39.000 --> 00:03:39.400]  不一樣了
[00:03:39.400 --> 00:03:40.000]  現在呢
[00:03:40.000 --> 00:03:41.400]  我什麼都快
[00:03:41.400 --> 00:03:43.200]  什麼都要比人快
[00:03:43.200 --> 00:03:44.200]  OK
[00:03:44.200 --> 00:03:45.400]  當然不但是師母的影響
[00:03:45.400 --> 00:03:46.600]  也有很多環境的影響
[00:03:46.600 --> 00:03:48.600]  但是師母改變了我很多
[00:03:48.600 --> 00:03:49.800]  師母呢
[00:03:49.800 --> 00:03:52.000]  現在也是我的影響哦
[00:03:52.000 --> 00:03:54.600]  那個iPad本來是送給我的禮物
[00:03:54.600 --> 00:03:56.600]  現在每天都拿在她的手上面
[00:03:56.600 --> 00:03:57.400]  她怎麼還在說啊
[00:03:57.400 --> 00:03:59.000]  少啊少啊少啊
[00:03:59.000 --> 00:03:59.600]  OK
[00:03:59.600 --> 00:04:02.800]  現在要學看iPhone
[00:04:02.800 --> 00:04:03.600]  哎呀真的不得了
[00:04:03.600 --> 00:04:05.800]  從前她是白痴
[00:04:05.800 --> 00:04:08.200]  是這些玩具的白痴
[00:04:08.200 --> 00:04:09.200]  哎呀現在每天就要
[00:04:09.200 --> 00:04:10.600]  啊我要學怎麼用iPhone
[00:04:10.600 --> 00:04:12.800]  我怎麼學用了一個iPad
[00:04:12.800 --> 00:04:14.200]  現在這個iPad我是說
[00:04:14.200 --> 00:04:16.600]  今天我又用又講到
[00:04:16.600 --> 00:04:20.800]  無論如何還是在她手中
[00:04:20.800 --> 00:04:22.200]  所以我們看到那時候呢
[00:04:22.200 --> 00:04:23.600]  我們在不知不覺之間
[00:04:23.600 --> 00:04:27.400]  我們在互相的影響
[00:04:27.400 --> 00:04:29.200]  我的問題是
[00:04:29.200 --> 00:04:33.800]  我們認識了耶穌基督以後
[00:04:33.800 --> 00:04:37.200]  我們到底有多少是受祂的影響
[00:04:37.200 --> 00:04:37.600]  還是呢
[00:04:37.600 --> 00:04:40.600]  我們還是受我們身邊的朋友
[00:04:40.600 --> 00:04:45.200]  或者是這個世界在影響著我們
[00:04:45.200 --> 00:04:46.000]  我剛才已經說過
[00:04:46.000 --> 00:04:48.600]  今天開始我們是宣教御
[00:04:48.600 --> 00:04:50.200]  我相信每個基督徒呢
[00:04:50.200 --> 00:04:52.400]  都應該是一個宣教人
[00:04:52.400 --> 00:04:54.000]  宣教人我已經說過
[00:04:54.000 --> 00:04:56.200]  並不是一定要去很遠的地方
[00:04:56.200 --> 00:04:58.000]  或者是特別要感動要呼叫
[00:04:58.000 --> 00:05:01.800]  那些所謂傳執的宣教士
[00:05:01.800 --> 00:05:03.800]  實際上每一個相信耶穌的人
[00:05:03.800 --> 00:05:07.000]  如果我們擁有耶穌基督的生命的話
[00:05:07.000 --> 00:05:10.400]  我們的生命是應該有感染力的
[00:05:10.400 --> 00:05:13.600]  我們的生命是應該可以去影響
[00:05:13.600 --> 00:05:15.800]  我們周圍的人
[00:05:15.800 --> 00:05:18.400]  讓他們從我們身上看到耶穌的模樣
[00:05:18.400 --> 00:05:19.600]  讓我們看到
[00:05:19.600 --> 00:05:21.600]  相信耶穌真的是這個樣子嗎
[00:05:21.600 --> 00:05:25.800]  相信耶穌真的是那麼好嗎
[00:05:25.800 --> 00:05:26.600]  但是呢
[00:05:26.600 --> 00:05:28.800]  我做牧師越來越久的時候
[00:05:28.800 --> 00:05:30.000]  就越來越感觸
[00:05:30.000 --> 00:05:31.600]  感觸什麼
[00:05:31.600 --> 00:05:34.600]  因為教會裡面雖然人很多
[00:05:34.600 --> 00:05:37.000]  但是我看到真的
[00:05:37.000 --> 00:05:41.800]  他的生命不斷在更新改變的
[00:05:41.800 --> 00:05:44.600]  並不是太多太明顯
[00:05:44.600 --> 00:05:47.000]  所以為什麼我們教會要滿足訓練
[00:05:47.000 --> 00:05:48.800]  如果你沒有上滿足訓練的話
[00:05:48.800 --> 00:05:50.800]  希望你把握機會
[00:05:50.800 --> 00:05:54.200]  幫助你怎麼去成為一個被神去改變
[00:05:54.200 --> 00:05:56.800]  以致到我們的生命能夠去成為一個
[00:05:56.800 --> 00:06:00.600]  影響別人感染別人生命的一個人
[00:06:00.600 --> 00:06:02.600]  這個是最好不過的祝福
[00:06:02.600 --> 00:06:04.000]  最大的祝福
[00:06:04.000 --> 00:06:06.400]  因為原來神會使用我們
[00:06:06.400 --> 00:06:09.200]  去影響和幫助別的人
[00:06:09.200 --> 00:06:12.600]  變得更好
[00:06:12.600 --> 00:06:15.000]  那麼我們可以從那些人身上去學習
[00:06:15.000 --> 00:06:17.000]  今天這個時間裡面
[00:06:17.000 --> 00:06:19.600]  我希望能夠和你們看
[00:06:19.600 --> 00:06:23.000]  貼沙羅黎加前述第一章
[00:06:23.000 --> 00:06:24.600]  貼沙羅黎加前述第一章裡面
[00:06:24.600 --> 00:06:26.800]  實際上是講到
[00:06:26.800 --> 00:06:30.400]  保羅跟他的學生的夥伴
[00:06:30.400 --> 00:06:34.600]  他們怎麼樣能夠在貼沙羅黎加這個地方
[00:06:34.600 --> 00:06:39.200]  生發出他們從來沒有想過的那些影響力
[00:06:39.200 --> 00:06:40.600]  那麼我們先看
[00:06:40.600 --> 00:06:45.000]  為什麼他們能夠去用他們的生命
[00:06:45.000 --> 00:06:47.800]  去觸動其他人的生命呢
[00:06:47.800 --> 00:06:49.200]  我相信第一個原因
[00:06:49.200 --> 00:06:54.000]  是因為保羅他們是相信
[00:06:54.000 --> 00:06:55.600]  而去傳掌這個福音
[00:06:55.600 --> 00:06:57.200]  因為他們相信神
[00:06:57.200 --> 00:07:00.200]  所以他們去傳揚這個福音
[00:07:00.200 --> 00:07:03.400]  貼沙羅黎加前述第一章第四節第五節
[00:07:03.400 --> 00:07:05.400]  這裡說弟兄姐妹們
[00:07:05.400 --> 00:07:07.400]  我們知道上帝愛你們
[00:07:07.400 --> 00:07:08.600]  減損了你們
[00:07:08.600 --> 00:07:11.000]  我們把福音傳給你們
[00:07:11.000 --> 00:07:12.800]  不僅是用言語
[00:07:12.800 --> 00:07:15.200]  也是依靠聖靈的大能
[00:07:15.200 --> 00:07:19.200]  並且是根據對福音的確信
[00:07:19.200 --> 00:07:22.000]  這兩個聖經裡面我們看到第一
[00:07:22.000 --> 00:07:23.800]  保羅他們是確信
[00:07:23.800 --> 00:07:26.400]  第一 神愛世人
[00:07:26.400 --> 00:07:29.200]  他們深深地相信神愛他們
[00:07:29.200 --> 00:07:30.000]  就是神愛他們
[00:07:30.000 --> 00:07:32.000]  我們也要學習去愛他們
[00:07:32.000 --> 00:07:33.800]  神愛世界上每一個人
[00:07:33.800 --> 00:07:36.400]  神愛貼沙羅黎加的人
[00:07:36.400 --> 00:07:37.800]  神愛在東莞的人
[00:07:37.800 --> 00:07:38.800]  神愛在美國的人
[00:07:38.800 --> 00:07:41.600]  神愛在世界裡面每一個人
[00:07:41.600 --> 00:07:43.200]  第二 他們還確信
[00:07:43.200 --> 00:07:45.600]  福音是神的大能
[00:07:45.600 --> 00:07:48.000]  可以救一切相信的人
[00:07:48.000 --> 00:07:51.000]  所以保羅希拉巴拉巴
[00:07:51.000 --> 00:07:53.000]  他們這些宣教士
[00:07:53.000 --> 00:07:56.000]  才會那麼積極地去傳福音
[00:07:56.000 --> 00:07:58.200]  這是因為他們是神愛人
[00:07:58.200 --> 00:08:00.000]  神要救每一個相信他的
[00:08:00.000 --> 00:08:03.000]  所以我們就承接了這個責任
[00:08:03.000 --> 00:08:04.200]  這個使命
[00:08:04.200 --> 00:08:06.600]  要去為神傳揚福音
[00:08:06.600 --> 00:08:08.400]  當然我相信
[00:08:08.400 --> 00:08:10.200]  還有第三個確信
[00:08:10.200 --> 00:08:12.200]  第一個確信 神愛世人
[00:08:12.200 --> 00:08:13.800]  第二個確信是
[00:08:13.800 --> 00:08:15.000]  福音是神的大能
[00:08:15.000 --> 00:08:18.000]  人不是靠自己的智慧口才聰明
[00:08:18.000 --> 00:08:19.000]  去傳福音的
[00:08:19.000 --> 00:08:21.000]  好像剛才Aaron跟我們分享
[00:08:21.000 --> 00:08:23.400]  普通話有限
[00:08:23.400 --> 00:08:25.800]  自己有很多的barrier
[00:08:25.800 --> 00:08:28.400]  不一定能夠好像有效地全講
[00:08:28.400 --> 00:08:30.600]  但是你看到只要他們願意這樣去做
[00:08:30.600 --> 00:08:31.800]  神就使用他們
[00:08:31.800 --> 00:08:34.400]  所以福音是神的大能
[00:08:34.400 --> 00:08:36.400]  但是我相信還有第三個確信
[00:08:36.400 --> 00:08:37.600]  第三個確信就是
[00:08:37.600 --> 00:08:39.400]  沒有記載在這兩個聖經裡面
[00:08:39.400 --> 00:08:40.600]  就是說
[00:08:40.600 --> 00:08:42.200]  信子的人
[00:08:42.200 --> 00:08:44.000]  相信耶穌的人
[00:08:44.000 --> 00:08:47.000]  他們可以享受永生
[00:08:47.000 --> 00:08:49.200]  不信子的人
[00:08:49.200 --> 00:08:51.000]  不得見永生
[00:08:51.000 --> 00:08:53.000]  而且聖經還告訴我們
[00:08:53.000 --> 00:08:58.000]  神的正路還會藏在他們的身上
[00:08:58.000 --> 00:09:00.800]  所以我們若相信聖經
[00:09:00.800 --> 00:09:03.800]  我們真的相信耶穌是神的兒子
[00:09:03.800 --> 00:09:06.000]  我們若真的相信
[00:09:06.000 --> 00:09:08.000]  我們接受了耶穌以後
[00:09:08.000 --> 00:09:12.200]  擁有一個從耶穌而來的一個新的生命
[00:09:12.200 --> 00:09:13.800]  弟兄姐妹
[00:09:13.800 --> 00:09:17.200]  我們應該生命上面會有改變的
[00:09:17.200 --> 00:09:19.200]  我們的生命我們的生活
[00:09:19.200 --> 00:09:22.200]  應該跟從前不再一樣的
[00:09:22.200 --> 00:09:25.000]  別人我們的家人
[00:09:25.000 --> 00:09:28.200]  應該是可以從我們生活的態度
[00:09:28.200 --> 00:09:32.000]  和我們的行為當中觀察出來的
[00:09:32.000 --> 00:09:35.400]  從前我在德州第一次開放集團的時候
[00:09:35.400 --> 00:09:37.400]  我有一個很特別的經驗
[00:09:37.400 --> 00:09:39.600]  那個時候很艱難
[00:09:39.600 --> 00:09:41.800]  全服役很艱難
[00:09:41.800 --> 00:09:43.800]  我記得我第一堂崇拜的時候
[00:09:43.800 --> 00:09:45.400]  好像有沒有跟你們分享過
[00:09:45.400 --> 00:09:48.000]  就一個媽媽帶著三個小朋友
[00:09:48.000 --> 00:09:50.000]  他們就坐在我前邊
[00:09:50.000 --> 00:09:51.200]  一個媽媽三個小朋友
[00:09:51.200 --> 00:09:52.800]  我都對他們講道
[00:09:52.800 --> 00:09:53.600]  還是要崇拜
[00:09:53.600 --> 00:09:54.400]  我站在台上面
[00:09:54.400 --> 00:09:56.200]  他們就是幾個人坐在那裡
[00:09:56.200 --> 00:09:57.800]  我就跟他們講道
[00:09:57.800 --> 00:09:59.200]  沒過去想像
[00:09:59.200 --> 00:10:00.400]  我現在回想
[00:10:00.400 --> 00:10:01.600]  他們能夠繼續來
[00:10:01.600 --> 00:10:03.000]  是一個神跡對不對
[00:10:03.000 --> 00:10:05.200]  就是對著一個大男人在上面講道
[00:10:05.200 --> 00:10:07.600]  一個媽媽帶三個小朋友
[00:10:07.600 --> 00:10:09.200]  很艱難
[00:10:09.200 --> 00:10:13.200]  但是後來我在美國教會
[00:10:13.200 --> 00:10:14.800]  借用他們的地方
[00:10:14.800 --> 00:10:16.400]  他們有一個小吧
[00:10:16.400 --> 00:10:19.200]  而且跟我們一樣
[00:10:19.200 --> 00:10:21.000]  有一個很大的體育館
[00:10:21.000 --> 00:10:24.000]  而且裡面還可以留兵的
[00:10:24.000 --> 00:10:27.600]  我就開始了青少年的工作
[00:10:27.600 --> 00:10:29.200]  每個禮拜天
[00:10:29.200 --> 00:10:31.200]  每個禮拜六應該是這樣說
[00:10:31.200 --> 00:10:32.400]  就開這個小吧
[00:10:32.400 --> 00:10:34.000]  把他們接到教會去玩
[00:10:34.000 --> 00:10:35.800]  給他們一些節目
[00:10:35.800 --> 00:10:38.800]  教導他們聖經是這個樣子
[00:10:38.800 --> 00:10:40.600]  但是到禮拜天的時候
[00:10:40.600 --> 00:10:43.400]  我們聚會的人數還是很少
[00:10:43.400 --> 00:10:44.800]  還是很少
[00:10:44.800 --> 00:10:46.800]  那麼很少還是要做
[00:10:46.800 --> 00:10:47.600]  主日學
[00:10:47.600 --> 00:10:49.000]  我們傳統都是這樣子
[00:10:49.000 --> 00:10:50.800]  主日學崇拜
[00:10:50.800 --> 00:10:53.400]  那個時候我是一早起來
[00:10:53.400 --> 00:10:55.000]  到教會煮飯
[00:10:55.000 --> 00:10:56.000]  煮上飯以後
[00:10:56.000 --> 00:10:58.400]  開車就接人到教會裡面聚會
[00:10:58.400 --> 00:11:01.000]  然後主日學崇拜
[00:11:01.000 --> 00:11:02.400]  一直下去
[00:11:02.400 --> 00:11:05.200]  那麼有一個聖節天很特別
[00:11:05.200 --> 00:11:07.000]  我在教主日學
[00:11:07.000 --> 00:11:09.200]  那個也是個很大的房間
[00:11:09.200 --> 00:11:11.000]  門外就是進口
[00:11:11.000 --> 00:11:13.200]  還有個小的佛爺
[00:11:13.200 --> 00:11:15.200]  我到快要結束的時候
[00:11:15.200 --> 00:11:17.800]  突然間看到有個家庭走進來
[00:11:17.800 --> 00:11:19.600]  中國人的家庭
[00:11:19.600 --> 00:11:22.400]  然後還在門口那個布告板上面
[00:11:22.400 --> 00:11:24.200]  看東看西的
[00:11:24.200 --> 00:11:27.000]  旁邊帶著兩個小朋友
[00:11:27.000 --> 00:11:28.400]  哇就很興奮
[00:11:28.400 --> 00:11:29.800]  有新朋友來對不對
[00:11:29.800 --> 00:11:30.600]  人已經很少了
[00:11:30.600 --> 00:11:32.200]  禮拜天能有個家庭
[00:11:32.200 --> 00:11:33.000]  不簡單
[00:11:33.000 --> 00:11:34.200]  很高興很開心
[00:11:34.200 --> 00:11:36.600]  所以主日學完了以後
[00:11:36.600 --> 00:11:37.800]  我就立刻就跑出去
[00:11:37.800 --> 00:11:39.200]  去歡迎他們
[00:11:39.200 --> 00:11:41.200]  跟他們聊
[00:11:41.200 --> 00:11:42.200]  我就問他們
[00:11:42.200 --> 00:11:43.000]  很歡迎你們
[00:11:43.000 --> 00:11:45.000]  為什麼你們會來我們教會
[00:11:45.000 --> 00:11:48.800]  為什麼會來我們教會聚會
[00:11:48.800 --> 00:11:50.800]  實際上當我出去的時候
[00:11:50.800 --> 00:11:52.800]  我已經看到他兩個小朋友
[00:11:52.800 --> 00:11:54.600]  我平常接他來教會玩的
[00:11:54.600 --> 00:11:57.800]  其中有兩位小朋友
[00:11:57.800 --> 00:11:59.000]  他就跟我說
[00:11:59.000 --> 00:12:00.000]  你是張牧師
[00:12:00.000 --> 00:12:02.000]  對對對我是張牧師
[00:12:02.000 --> 00:12:03.000]  我就是很奇怪
[00:12:03.000 --> 00:12:05.400]  他說我的小朋友回家以後
[00:12:05.400 --> 00:12:07.000]  從前我叫他做這個
[00:12:07.000 --> 00:12:08.600]  他就偏偏不做
[00:12:08.600 --> 00:12:09.400]  因為他不做的
[00:12:09.400 --> 00:12:11.400]  他就常常去做
[00:12:11.400 --> 00:12:13.600]  但是他跟你去了教堂以後
[00:12:13.600 --> 00:12:16.200]  回來完全改變了
[00:12:16.200 --> 00:12:17.200]  我就很奇怪
[00:12:17.200 --> 00:12:19.800]  到底張牧師有什麼法寶
[00:12:19.800 --> 00:12:23.400]  能夠幫我這兩個孩子弄好了
[00:12:23.400 --> 00:12:25.400]  所以今天我特別要跟他們來看看
[00:12:25.400 --> 00:12:29.400]  你們教會是怎麼樣
[00:12:29.400 --> 00:12:31.600]  你聽到我講什麼東西嗎
[00:12:31.600 --> 00:12:33.600]  兩個小朋友
[00:12:33.600 --> 00:12:36.600]  teenager而已
[00:12:36.600 --> 00:12:37.800]  記得沒有
[00:12:37.800 --> 00:12:39.800]  忘記了
[00:12:39.800 --> 00:12:42.000]  但是就是因為他們到教會的時候
[00:12:42.000 --> 00:12:45.200]  我有機會把神的話語教導他們
[00:12:45.200 --> 00:12:47.000]  竟然在不知不覺當中
[00:12:47.000 --> 00:12:48.600]  他們上面改變了
[00:12:48.600 --> 00:12:50.400]  他們回去的時候
[00:12:50.400 --> 00:12:51.200]  就跟他們父母說
[00:12:51.200 --> 00:12:52.800]  張牧師說不可以做這個
[00:12:52.800 --> 00:12:54.800]  張牧師說不可以做那個
[00:12:54.800 --> 00:12:57.600]  張牧師說要做這個要做那個
[00:12:57.600 --> 00:12:59.400]  他說張牧師是誰
[00:12:59.400 --> 00:13:01.400]  所以他就來了
[00:13:01.400 --> 00:13:02.800]  就是這個樣子
[00:13:02.800 --> 00:13:06.200]  但是我相信不是因為我的緣故
[00:13:06.200 --> 00:13:07.200]  最主要是因為
[00:13:07.200 --> 00:13:09.800]  他們看到這個孩子不一樣
[00:13:09.800 --> 00:13:11.000]  他們生命改變了
[00:13:11.000 --> 00:13:16.800]  所以他們被吸引到我們的教會當中
[00:13:16.800 --> 00:13:18.200]  所以弟兄姐妹
[00:13:18.200 --> 00:13:19.600]  求神幫助我們
[00:13:19.600 --> 00:13:21.200]  如果我們說我們是基督徒
[00:13:21.200 --> 00:13:22.000]  我們相信耶穌
[00:13:22.000 --> 00:13:23.400]  我們有耶穌基督的生命
[00:13:23.400 --> 00:13:25.000]  相信聖經神的話語
[00:13:25.000 --> 00:13:27.400]  我們確信這個是神的安點
[00:13:27.400 --> 00:13:28.200]  神的能力
[00:13:28.200 --> 00:13:29.600]  我們要全服運的話
[00:13:29.600 --> 00:13:34.400]  我們的生命應該有相對的表現
[00:13:34.400 --> 00:13:35.800]  雅各書第二章
[00:13:35.800 --> 00:13:38.600]  十四節到十五節很熟的聖經
[00:13:38.600 --> 00:13:41.000]  這裡說我的弟兄姐妹們
[00:13:41.000 --> 00:13:43.800]  如果有人說他有信心
[00:13:43.800 --> 00:13:47.400]  卻不能用他的行為證明出來
[00:13:47.400 --> 00:13:49.400]  有什麼用處
[00:13:49.400 --> 00:13:52.000]  那信心能救他嗎
[00:13:52.000 --> 00:13:54.000]  你們當中有弟兄姐妹
[00:13:54.000 --> 00:13:55.800]  沒得穿沒得吃
[00:13:55.800 --> 00:13:58.600]  你們卻對他說平安平安
[00:13:58.600 --> 00:14:01.400]  願你們穿得暖吃得飽
[00:14:01.400 --> 00:14:04.000]  而不供給他們所需要的
[00:14:04.000 --> 00:14:05.600]  那有什麼用呢
[00:14:05.600 --> 00:14:09.000]  同樣信心沒有行為
[00:14:09.000 --> 00:14:11.800]  就是死了
[00:14:11.800 --> 00:14:13.600]  弗蘭西斯·貝肯整天說
[00:14:13.600 --> 00:14:15.000]  我先讀一些英文
[00:14:15.000 --> 00:14:18.400]  然後來給你們看看中文的翻譯
[00:14:18.400 --> 00:14:19.600]  弗蘭西斯·貝肯說
[00:14:19.600 --> 00:14:41.200]  (英文翻譯)
[00:14:41.200 --> 00:14:45.800]  我嘗試把它翻作中文
[00:14:45.800 --> 00:14:47.800]  我們看看中文是否的翻譯
[00:14:47.800 --> 00:14:50.600]  不一定很準確,不過把它的意思翻譯出來
[00:14:50.600 --> 00:14:51.600]  我說這裡是說
[00:14:51.600 --> 00:14:55.400]  人不是因為吃什麼而使他們強壯
[00:14:55.400 --> 00:14:58.800]  乃是因為他們能消化和吸收什麼
[00:14:58.800 --> 00:15:01.200]  不是因為我們賺取了多少
[00:15:01.200 --> 00:15:03.000]  而讓我們富有
[00:15:03.000 --> 00:15:05.800]  乃是因為我們儲蓄了多少
[00:15:05.800 --> 00:15:07.400]  不是因為我們讀了些什麼
[00:15:07.400 --> 00:15:09.000]  而讓我們學會什麼
[00:15:09.000 --> 00:15:11.800]  乃是因為我們能記憶到什麼
[00:15:11.800 --> 00:15:15.000]  不是因為我們能夠全講或祈禱
[00:15:15.000 --> 00:15:17.200]  而讓我們成為基督徒
[00:15:17.200 --> 00:15:21.200]  乃是因為我們相信和實行聖經
[00:15:21.200 --> 00:15:25.000]  而讓我們成為基督徒
[00:15:25.000 --> 00:15:26.000]  所以求神幫助我們
[00:15:26.000 --> 00:15:28.000]  如果我們說我們相信耶穌基督
[00:15:28.000 --> 00:15:30.600]  我們必須要相信神的話
[00:15:30.600 --> 00:15:31.800]  相信聖經
[00:15:31.800 --> 00:15:32.800]  你相信聖經
[00:15:32.800 --> 00:15:34.600]  相信聖經是神的話的話
[00:15:34.600 --> 00:15:38.400]  自然就會按照聖經所教訓的去行
[00:15:38.400 --> 00:15:41.200]  這個時刻自然應該有的反應
[00:15:41.200 --> 00:15:42.600]  我們相信什麼
[00:15:42.600 --> 00:15:44.800]  就應該做出些什麼
[00:15:44.800 --> 00:15:46.200]  我們相信神愛世人
[00:15:46.200 --> 00:15:48.600]  我們相信福音是神的帶來
[00:15:48.600 --> 00:15:51.000]  我們相信不信耶穌的人
[00:15:51.000 --> 00:15:55.000]  他們會受到永死的審判
[00:15:55.000 --> 00:15:56.600]  我們就應該努力的
[00:15:56.600 --> 00:15:59.200]  把福音傳給我們身邊的人
[00:15:59.200 --> 00:16:01.000]  去告訴我們的家人朋友
[00:16:01.000 --> 00:16:06.000]  邀請他們相信耶穌基督
[00:16:06.000 --> 00:16:10.000]  所以保羅和他的宣教隊
[00:16:10.000 --> 00:16:12.400]  就是因為有這個conviction
[00:16:12.400 --> 00:16:14.000]  有這個確信
[00:16:14.000 --> 00:16:15.600]  他們就出去
[00:16:15.600 --> 00:16:16.600]  不但如此
[00:16:16.600 --> 00:16:17.600]  有時候如果我們說
[00:16:17.600 --> 00:16:19.800]  好了,有信心我們就做吧
[00:16:19.800 --> 00:16:22.400]  但是如果信心夠不夠呢?
