
[00:00:00.000 --> 00:00:02.600]  好 讓我們在聆聽主的說話之前
[00:05:50.320 --> 00:05:53.960]  人的罪才是核心的問題
[00:05:53.960 --> 00:05:56.800]  所以但以你在第九章裏面
[00:05:56.800 --> 00:06:01.680]  他體會到是以色列民犯罪得罪上帝
[00:06:01.680 --> 00:06:05.320]  因此上帝不得不處理
[00:06:05.320 --> 00:06:09.440]  而上帝要處理仍然是恩典來的
[00:06:09.440 --> 00:06:12.160]  所以我經常都想
[00:06:12.160 --> 00:06:14.760]  回到我小時候我媽媽經常都這樣說
[00:06:14.760 --> 00:06:18.160]  她說我不說你不教你
[00:06:18.160 --> 00:06:21.320]  就害死你的
[00:06:21.320 --> 00:06:24.080]  其實同樣一樣到今時今日的裏面
[00:06:24.080 --> 00:06:26.800]  即是說我在自己做父親也好
[00:06:26.800 --> 00:06:29.600]  或者我在自己的工作環境裏面
[00:06:29.600 --> 00:06:32.280]  我見到有人是錯
[00:06:32.280 --> 00:06:34.440]  我同樣會說的
[00:06:34.440 --> 00:06:36.600]  很多人就會認為你幹什麼干涉我
[00:06:36.600 --> 00:06:41.240]  你幹什麼罵我你什麼身份
[00:06:41.240 --> 00:06:42.600]  這個不是身份的問題
[00:06:42.600 --> 00:06:44.720]  是出於關懷
[00:06:44.720 --> 00:06:46.640]  能夠讓人知罪
[00:06:46.640 --> 00:06:49.400]  這個是我們作為基督徒在這個地上
[00:06:49.400 --> 00:06:52.400]  不可否定的角色
[00:06:52.400 --> 00:06:57.920]  但以你既然他都能夠讓以色列民看到自己的罪
[00:06:57.920 --> 00:07:04.680]  於是乎他就在地上首先為以色列民去代禱
[00:07:04.680 --> 00:07:07.280]  祈求上帝憐憫
[00:07:07.280 --> 00:07:10.320]  或者赦免以色列民的罪
[00:07:10.320 --> 00:07:13.760]  來到這裏今天我們看的第十章
[00:07:13.760 --> 00:07:16.880]  但以你雖然有這樣的做法
[00:07:16.880 --> 00:07:20.760]  為以色列民為他的國民去代禱
[00:07:20.760 --> 00:07:24.640]  但是似乎這個七十年的秘魯計劃
[00:07:24.640 --> 00:07:28.600]  好像仍然未到達到實現
[00:07:28.600 --> 00:07:31.360]  他在這樣的情況之下
[00:07:31.360 --> 00:07:34.040]  會不會落空呢?
[00:07:34.040 --> 00:07:38.280]  會不會因此而上帝的命得到損害呢?
[00:07:38.280 --> 00:07:41.480]  甚至猶太人沒有機會回歸
[00:07:41.480 --> 00:07:43.720]  這件事使到
[00:07:43.720 --> 00:07:46.120]  但以你更加擔憂呢?
[00:07:46.120 --> 00:07:48.080]  今天這段聖經
[00:07:48.080 --> 00:07:53.080]  卻是給我們一個很大的改變
[00:07:53.080 --> 00:07:54.800]  也都透過這段聖經
[00:07:54.800 --> 00:07:58.400]  讓我一齊去思想這個題目
[00:07:58.400 --> 00:08:02.200]  原來無論怎樣的遭遇
[00:08:02.200 --> 00:08:07.240]  無論即或上帝怎樣去使到以色列民可以被擄
[00:08:07.240 --> 00:08:12.560]  其實仍然上帝要向他的子民展示的
[00:08:12.560 --> 00:08:18.160]  你是我心中最珍惜的人
[00:08:18.160 --> 00:08:20.160]  讓我一齊去看看這段聖經講些甚麼
[00:08:20.160 --> 00:08:22.800]  好,讓我一齊去打翻開這段聖經
[00:08:22.800 --> 00:08:25.880]  但以你書第十章第一至十四節
[00:08:25.880 --> 00:08:28.920]  讓我去再讀下這段經文
[00:08:28.920 --> 00:08:30.400]  這段經文
[00:08:30.400 --> 00:08:34.080]  很多大兄姐妹未必這麼熟悉的
[00:08:34.080 --> 00:08:36.800]  讓我一齊去打開,一齊去讀下,好嗎?
[00:08:36.800 --> 00:08:40.720]  好,打開之後我們以啟應的方式去讀
[00:08:40.720 --> 00:08:42.720]  我會讀單節
[00:08:42.720 --> 00:08:45.120]  請大兄姐妹讀雙節
[00:08:45.120 --> 00:08:48.720]  好,我一齊讀,我先讀
[00:08:48.720 --> 00:08:56.520]  波斯王塞魯士第三年有事顯給稱為百提沙薩的但以你
[00:08:56.520 --> 00:09:00.920]  這是真的,是指著大增賤
[00:09:00.920 --> 00:09:05.520]  但以你通達這是明白者意象
[00:09:05.520 --> 00:09:11.120]  當那時我已帶領非商人三個親人
[00:09:11.120 --> 00:09:15.120]  美味我沒有吃
[00:09:15.120 --> 00:09:17.920]  酒肉沒有入我的口
[00:09:17.920 --> 00:09:21.120]  也沒有用油抹我的身
[00:09:21.120 --> 00:09:24.520]  直到滿了三個七日
[00:09:24.520 --> 00:09:26.920]  正如你此時
[00:09:26.920 --> 00:09:30.320]  坐在幾個女士大夫旁邊
[00:09:30.320 --> 00:09:33.120]  舉目觀看
[00:09:33.120 --> 00:09:36.720]  見有一人身穿細麻衣
[00:09:36.720 --> 00:09:40.120]  腰束烏髮精金帶
[00:09:40.120 --> 00:09:43.120]  她身體與水差遠
[00:09:43.120 --> 00:09:45.520]  面對於神殿
[00:09:45.520 --> 00:09:47.920]  掩護於佛法
[00:09:47.920 --> 00:09:50.720]  守護著與光明之同
[00:09:50.720 --> 00:09:54.120]  所化身於大眾之一身
[00:09:54.120 --> 00:09:56.720]  這意象惟有我
[00:09:56.720 --> 00:09:59.120]  但以你一人看見
[00:09:59.120 --> 00:10:02.720]  同著我的人沒有看見
[00:10:02.720 --> 00:10:05.320]  他們卻大大漸進
[00:10:05.320 --> 00:10:07.720]  逃跑隱藏
[00:10:07.720 --> 00:10:10.120]  只剩下我一人
[00:10:10.120 --> 00:10:12.520]  我見了這大意象
[00:10:12.520 --> 00:10:15.920]  我用心努力面貌實色
[00:10:15.920 --> 00:10:17.520]  毫不欺騙
[00:10:17.520 --> 00:10:20.720]  我卻聽見他說話的聲音
[00:10:20.720 --> 00:10:25.520]  一聽見就面覆在地沉睡了
[00:10:25.520 --> 00:10:28.920]  突然有一手按在我身上
[00:10:28.920 --> 00:10:33.120]  使我欲想我受到的稀差詭計
[00:10:33.120 --> 00:10:34.720]  他對我說
[00:10:34.720 --> 00:10:37.320]  戴蒙蓮蓋的但以你
[00:10:37.320 --> 00:10:40.520]  要明白我與你所說的話
[00:10:40.520 --> 00:10:42.520]  只管站起來
[00:10:42.520 --> 00:10:46.920]  因為我現在奉差遣來到你這裏
[00:10:46.920 --> 00:10:49.120]  他對我說者說
[00:10:49.120 --> 00:10:52.920]  我便戰戰兢兢地立起來
[00:10:52.920 --> 00:10:55.720]  他就是戴蒙蓮蓋
[00:10:55.720 --> 00:10:57.320]  不要害怕
[00:10:57.320 --> 00:10:59.320]  因為有你在眼中
[00:10:59.320 --> 00:11:02.520]  天上堂明外霜萬事
[00:11:02.520 --> 00:11:05.920]  若在你身面前刻骨銘心
[00:11:05.920 --> 00:11:08.920]  你的言語已能用完
[00:11:08.920 --> 00:11:11.520]  我是經你言語而來
[00:11:11.520 --> 00:11:14.120]  但波斯國的魔軍
[00:11:14.120 --> 00:11:16.520]  攔阻我二十一日
[00:11:16.520 --> 00:11:21.920]  忽然有大軍中的一位米加勒來幫助我
[00:11:21.920 --> 00:11:26.120]  我就停留在波斯諸王那裏
[00:11:26.120 --> 00:11:28.120]  你叫我來
[00:11:28.120 --> 00:11:29.920]  要使你明白
[00:11:29.920 --> 00:11:33.320]  和我們波斯之民之後必遭的事
[00:11:33.320 --> 00:11:37.920]  因為這一項關於後來許多的事
[00:11:37.920 --> 00:11:40.320]  在這段聖經前文
[00:11:40.320 --> 00:11:43.920]  我們已經講過一個很重要的原則
[00:11:43.920 --> 00:11:45.320]  或者主旨
[00:11:45.320 --> 00:11:47.920]  就是在但義理的禱告裏面
[00:11:47.920 --> 00:11:50.920]  最終的啟示
[00:11:50.920 --> 00:11:53.720]  其實是要讓但義理明白到
[00:11:53.720 --> 00:11:58.720]  你是上帝當中戴蒙蓮蓋那一位
[00:11:58.720 --> 00:12:01.320]  或者用之前我的翻譯叫做
[00:12:01.320 --> 00:12:04.320]  你是上帝的心上人
[00:12:04.320 --> 00:12:06.320]  而今日我的翻譯
[00:12:06.320 --> 00:12:07.920]  就更加直接講到
[00:12:07.920 --> 00:12:12.720]  你原來是上帝非常珍惜的一個人
[00:12:12.720 --> 00:12:14.120]  這個是主旨
[00:12:14.120 --> 00:12:18.720]  所以我們不會去嘗試去解釋太過深入
[00:12:18.720 --> 00:12:22.520]  究竟那七十個七是直接指甚麼
[00:12:22.520 --> 00:12:26.520]  尤其是那個所謂七的定義
[00:12:26.520 --> 00:12:28.520]  可以解釋為禮拜
[00:12:28.520 --> 00:12:30.320]  一個星期七日
[00:12:30.320 --> 00:12:35.120]  或者可以指七年的時間
[00:12:35.120 --> 00:12:38.720]  這個亦都有很多的神學的詮釋
[00:12:38.720 --> 00:12:40.320]  是指到這一點
[00:12:40.320 --> 00:12:42.920]  或者這個所謂七
[00:12:42.920 --> 00:12:47.720]  是可以指到一個圓滿的時間
[00:12:47.720 --> 00:12:50.120]  究竟是指甚麼呢
[00:12:50.120 --> 00:12:52.520]  但義理書裏面沒有詳細記載
[00:12:52.520 --> 00:12:57.520]  但是無論講怎樣的七去定義都好
[00:12:57.520 --> 00:13:01.520]  是在上帝設計了一個圓滿的日子
[00:13:01.520 --> 00:13:03.720]  有規限的時段
[00:13:03.720 --> 00:13:07.520]  上帝會逐步逐步帶領以色列民
[00:13:07.520 --> 00:13:14.320]  走向一個完成上帝要他經歷秘魯的這個時間
[00:13:14.320 --> 00:13:16.920]  而這個經歷最終的目的
[00:13:16.920 --> 00:13:18.520]  就是要給他們知道
[00:13:18.520 --> 00:13:25.320]  尤其是擔以你是上帝所大愛眷顧的那一位
[00:13:25.320 --> 00:13:27.320]  在這個基礎之下
[00:13:27.320 --> 00:13:31.920]  我們來到去看這一段的經文十章的第一節
[00:13:31.920 --> 00:13:40.720]  十章第一節可以說得是一個非常大的歷史的轉折
[00:13:40.720 --> 00:13:43.520]  為甚麼這樣講呢
[00:13:43.520 --> 00:13:45.720]  因為在一開始這段聖經裏面講
[00:13:45.720 --> 00:13:53.720]  就是波斯王塞魯士第三年
[00:13:53.720 --> 00:14:02.120]  波斯王塞魯士第三年是主前536年
[00:14:02.120 --> 00:14:04.120]  如果你有興趣就記下來
[00:14:04.120 --> 00:14:08.120]  沒有興趣不用記的
[00:14:08.120 --> 00:14:13.920]  這個時間基本上可以說是在歷史的發展上面
[00:14:13.920 --> 00:14:16.120]  是一個很重要的轉折
[00:14:16.120 --> 00:14:21.920]  因為新巴比倫國剛剛倒台
[00:14:21.920 --> 00:14:28.320]  沒多久而已倒台了三年
[00:14:28.320 --> 00:14:32.320]  而在這個歷史的轉折裏面
[00:14:32.320 --> 00:14:35.920]  擔以你發現到一些上帝要給他認識的東西
[00:14:35.920 --> 00:14:38.520]  亦都是上帝欣賞擔以的地方
[00:14:38.520 --> 00:14:39.320]  是甚麼呢
[00:14:39.320 --> 00:14:41.320]  就是我的講題第一個部分
[00:14:41.320 --> 00:14:47.120]  第十章第一節就是為能夠釋透上帝整個的救恩計劃
[00:14:47.120 --> 00:14:51.920]  於是乎擔以你在所有的人生裏面不斷去尋找
[00:14:51.920 --> 00:14:54.320]  上帝有些甚麼的啟示
[00:14:54.320 --> 00:15:00.520]  來去陷入去了解上帝這個整個救恩的計劃
[00:15:00.520 --> 00:15:06.320]  肅神的子民不是知道所有東西才去信的
[00:15:06.320 --> 00:15:11.720]  肅神的子民他信是因為他想在信的過程裏面
[00:15:11.720 --> 00:15:14.120]  緊貼那位他們所相信的上帝
[00:15:14.120 --> 00:15:16.920]  逐點逐點去啟示告訴他知道
[00:15:16.920 --> 00:15:21.720]  從而明白上帝在整個計劃的原因
[00:15:21.720 --> 00:15:24.520]  和那個完成的過程
[00:15:24.520 --> 00:15:27.120]  然後我們怎樣參與其中
[00:15:27.120 --> 00:15:29.520]  我們仔細去看一下這段聖經講甚麼
[00:15:29.520 --> 00:15:30.720]  第一節
[00:15:30.720 --> 00:15:33.520]  他說波斯王塞魯士第三年
[00:15:33.520 --> 00:15:34.720]  剛才我講過了
[00:15:34.720 --> 00:15:40.720]  就是這個公元前第536年的時間
[00:15:40.720 --> 00:15:47.920]  在那個時候有事顯給白沙剎的但以理
[00:15:47.920 --> 00:15:53.320]  而這件事有個目標和目的和它的本質
[00:15:53.320 --> 00:15:54.520]  它的本質是甚麼
[00:15:54.520 --> 00:15:57.920]  這件事是的而且確千真萬確
[00:15:57.920 --> 00:16:00.720]  或者真的實現了
[00:16:00.720 --> 00:16:05.320]  是指著將會有一連串的大爭戰
[00:16:05.320 --> 00:16:14.720]  而這個加伯列尼向但以理去顯明這件事
[00:16:14.720 --> 00:16:17.320]  但以理是明白的
[00:16:17.320 --> 00:16:21.120]  簡單點來講
[00:16:21.120 --> 00:16:26.920]  從第九章末的時候談論到加伯列尼向但以理
[00:16:26.920 --> 00:16:31.720]  使得但以理明白連串跟著的異象
[00:16:31.720 --> 00:16:40.320]  是要讓但以理明白將要面對的世界是充滿戰爭的
[00:16:40.320 --> 00:16:44.520]  在這裡我們就要做少少的註腳
[00:16:44.520 --> 00:16:47.320]  為甚麼要做註腳呢
[00:16:47.320 --> 00:16:51.720]  為甚麼在這個時候要講這些大爭戰
[00:16:51.720 --> 00:16:55.320]  原來在歷史的發展裏面
[00:16:55.320 --> 00:17:01.520]  在波斯王塞魯士元年
[00:17:01.520 --> 00:17:03.320]  即是哪一年
[00:17:03.320 --> 00:17:10.720]  公元前的538年
[00:17:10.720 --> 00:17:20.320]  當他正式成為波斯王國的領袖之後
[00:17:20.320 --> 00:17:26.320]  他為了在政治上與前朝不同
[00:17:26.320 --> 00:17:31.520]  前朝做了甚麼呢 新巴比倫國將猶太人
[00:17:31.520 --> 00:17:34.320]  其實不止猶太人 從很多個國家的人
[00:17:34.320 --> 00:17:38.720]  擄到巴比倫這個城市裏面
[00:17:38.720 --> 00:17:43.520]  甚至有一些被納入成為將來被訓練
[00:17:43.520 --> 00:17:51.520]  在新巴比倫國參與事工的猶太人
[00:17:51.520 --> 00:17:57.920]  他容許了這班猶太人有一個回歸
[00:17:57.920 --> 00:18:01.320]  他們原居地的攀靈
[00:18:01.320 --> 00:18:06.520]  這一點我們可以看回在聖經的
[00:18:06.520 --> 00:18:11.920]  以斯拉記第一章第一至第四節
[00:18:11.920 --> 00:18:18.320]  以及歷代之下的第36章都有記載到
[00:18:18.320 --> 00:18:25.520]  這位在波斯剛剛就位的塞魯士王
[00:18:25.520 --> 00:18:27.920]  他在元年的時候
[00:18:27.920 --> 00:18:34.120]  頒布一個與前朝截然不同的法令
[00:18:34.120 --> 00:18:36.120]  為甚麼要這樣做
[00:18:36.120 --> 00:18:43.520]  因為這種做法就能討好在前朝受傷害的人
[00:18:43.520 --> 00:18:48.120]  簡單來說 政治就是一種手段
[00:18:48.120 --> 00:18:51.120]  來嘗試去收買人心
[00:18:51.120 --> 00:18:55.520]  只不過收買的人每一次的群體對象不同
[00:18:55.520 --> 00:18:59.120]  來鞏固自己的政權而已
[00:18:59.120 --> 00:19:01.520]  這種做法不是以前有的
[00:19:01.520 --> 00:19:05.520]  現在都同樣仍然這樣運作
[00:19:05.520 --> 00:19:07.520]  在這個世界裏面
[00:19:07.520 --> 00:19:11.720]  即使是加拿大也好
[00:19:11.720 --> 00:19:21.120]  政治就是不斷以收買人心來鞏固自己的權力的手段
[00:19:21.120 --> 00:19:25.320]  所有政權都是一樣
[00:19:25.320 --> 00:19:31.320]  但是也都因為這個政治的180度的改變
[00:19:31.320 --> 00:19:35.320]  張但以來一直很擔憂
[00:19:35.320 --> 00:19:40.320]  以色列民有沒有機會可以回歸呢
[00:19:40.320 --> 00:19:49.320]  而上帝的70年計劃是否真的可以達至完成呢
[00:19:49.320 --> 00:19:56.320]  但以來可以說是這一刻心願已償
[00:19:56.320 --> 00:19:59.320]  弟兄姊妹
[00:19:59.320 --> 00:20:05.320]  上帝去安慰但以來
[00:20:05.320 --> 00:20:13.320]  最好的方法就是但以來最擔憂的事情
[00:20:13.320 --> 00:20:15.320]  他越關心的事
[00:20:15.320 --> 00:20:18.320]  而上帝有同意的
[00:20:18.320 --> 00:20:20.320]  同心的話
[00:20:20.320 --> 00:20:25.320]  上帝能夠為他去預備甚至實現
[00:20:25.320 --> 00:20:29.320]  當實現了之後
[00:20:29.320 --> 00:20:35.320]  這是對但以來最大的安慰
[00:20:35.320 --> 00:20:37.320]  講個例子
[00:20:37.320 --> 00:20:40.320]  你有沒有喜歡過一個人
[00:20:40.320 --> 00:20:44.320]  你愛過一個人
[00:20:44.320 --> 00:20:50.320]  有沒有
[00:20:50.320 --> 00:20:58.320]  如果你那個最愛的人有任何的心願
[00:20:58.320 --> 00:21:00.320]  你會怎樣做
[00:21:00.320 --> 00:21:04.320]  如果你是真心相愛的人
[00:21:04.320 --> 00:21:08.320]  你就會記住他喜歡的事
[00:21:08.320 --> 00:21:11.320]  他講過的事
[00:21:11.320 --> 00:21:15.320]  他期望想做的事
[00:21:15.320 --> 00:21:23.320]  然後你會竭力去幫助他能夠實現
[00:21:23.320 --> 00:21:30.320]  這個就是一份人與人之間的關係
[00:21:30.320 --> 00:21:37.320]  上帝何嘗會走漏眼不會這樣做呢
[00:21:37.320 --> 00:21:40.320]  尤其是那些是他的子民
[00:21:40.320 --> 00:21:43.320]  特別是但以來
[00:21:43.320 --> 00:21:52.320]  這位他大大地去眷愛的這位神的僕人
[00:21:52.320 --> 00:21:55.320]  他一定用盡方法
[00:21:55.320 --> 00:22:01.320]  也都一定會在他合乎上帝的心願之下
[00:22:01.320 --> 00:22:05.320]  來將這件事去履行
[00:22:05.320 --> 00:22:09.320]  同樣道理如果那件事上帝都不滿意
[00:22:09.320 --> 00:22:12.320]  但以你的想法他當然不會做
[00:22:12.320 --> 00:22:14.320]  好像人與人之間都是一樣的
[00:22:14.320 --> 00:22:18.320]  如果你所心愛的人跟你講的那些事
[00:22:18.320 --> 00:22:20.320]  根本是不合道理的
[00:22:20.320 --> 00:22:22.320]  你不會做的
[00:22:22.320 --> 00:22:24.320]  有沒有聽過一個笑話
[00:22:24.320 --> 00:22:27.320]  有一對男女拍拖的時候
[00:22:27.320 --> 00:22:30.320]  那個男的說他很愛那個女的
[00:22:30.320 --> 00:22:33.320]  那個女的說你是不是真的這麼愛我
[00:22:33.320 --> 00:22:34.320]  他說是啊
[00:22:34.320 --> 00:22:37.320]  他說如果你真的這麼愛我
[00:22:37.320 --> 00:22:41.320]  那不如你將天上的月亮帶下來送給我
[00:22:41.320 --> 00:22:43.320]  做不做得到
[00:22:43.320 --> 00:22:47.320]  當然做不到
[00:22:47.320 --> 00:22:50.320]  但是從這樣的說法裡面也都可以知道
[00:22:50.320 --> 00:22:55.320]  這個女的是不是真心去和這個男的相愛
[00:22:55.320 --> 00:22:58.320]  還是他只是靠害作弄
[00:22:58.320 --> 00:23:03.320]  這些就是關係的深度去到怎樣去探索
[00:23:03.320 --> 00:23:06.320]  上帝很想以色列民
[00:23:06.320 --> 00:23:10.320]  回歸回到上帝應許之地
[00:23:10.320 --> 00:23:14.320]  這個想法其實和但以來是銜接的
[00:23:14.320 --> 00:23:17.320]  為什麼上帝會想以色列民
[00:23:17.320 --> 00:23:20.320]  會回歸回到他那個應許之地
[00:23:20.320 --> 00:23:24.320]  因為那個地本來就是上帝賜予給他們的
[00:23:24.320 --> 00:23:26.320]  答應了給他們的
[00:23:26.320 --> 00:23:28.320]  只不過他們不配
[00:23:28.320 --> 00:23:30.320]  他們犯罪了
[00:23:30.320 --> 00:23:32.320]  在上帝的祝福裡面犯罪
[00:23:32.320 --> 00:23:35.320]  上帝唯有將他們拿走
[00:23:35.320 --> 00:23:37.320]  讓他們體會到
[00:23:37.320 --> 00:23:40.320]  失去上帝那個應許之後
[00:23:40.320 --> 00:23:43.320]  那個以色列民的難堪
[00:23:43.320 --> 00:23:52.320]  上帝幫以色列民經歷了70年的經驗之後
[00:23:52.320 --> 00:23:54.320]  現在讓他們回去
[00:23:54.320 --> 00:23:59.320]  讓政治的環境180度改變讓他們回去
[00:23:59.320 --> 00:24:01.320]  在這種改變之下
[00:24:01.320 --> 00:24:06.320]  我相信但以來是非常之喜樂的
[00:24:06.320 --> 00:24:09.320]  所以留意看回這段聖經
[00:24:09.320 --> 00:24:17.320]  第一節說有事要顯示給這位稱為白沙薩的但以來之道
[00:24:17.320 --> 00:24:21.320]  留意這裡特別強調白沙薩
