
[00:00:00.000 --> 00:00:03.580]  好 今天講到的內容叫做「夢醒時瞓」
[00:03:24.460 --> 00:03:26.460]  右邊吧 左邊扭曲了
[00:03:26.460 --> 00:03:27.800]  我也是妄想找的
[00:03:27.800 --> 00:03:29.500]  不同的鏡頭
[00:03:29.500 --> 00:03:32.240]  或者這一幅畫是同一個人
[00:03:32.240 --> 00:03:34.940]  你覺得哪個才是正常的樣子?
[00:03:34.940 --> 00:03:37.440]  右邊 左邊都好像是
[00:03:37.440 --> 00:03:40.340]  以下這一幅就更加夢幻一點
[00:03:40.340 --> 00:03:42.580]  我也是妄想找究竟哪個是真人呢?
[00:03:42.580 --> 00:03:46.420]  那你們看一看
[00:03:46.420 --> 00:03:48.480]  究竟是哪個真人呢?
[00:03:48.480 --> 00:03:52.520]  是誰才是美圖瘦瘦呢?
[00:03:52.520 --> 00:03:53.660]  不知道
[00:03:53.660 --> 00:03:56.560]  是的 今天我們講到夢幻的人
[00:03:56.560 --> 00:03:58.860]  有時候他在夢幻中
[00:03:58.860 --> 00:04:01.740]  如果誤解了上帝
[00:04:01.740 --> 00:04:03.240]  看錯了上帝
[00:04:03.240 --> 00:04:05.600]  不懂得上帝真實
[00:04:05.600 --> 00:04:08.640]  他其中他的主權
[00:04:08.640 --> 00:04:10.180]  那就很麻煩了
[00:04:10.180 --> 00:04:13.920]  這件事發生在公元前十一世紀
[00:04:13.920 --> 00:04:16.740]  也就是主前的十一世紀
[00:04:16.740 --> 00:04:18.880]  也就是菲利士人
[00:04:18.880 --> 00:04:19.920]  如果你上網找到
[00:04:19.920 --> 00:04:23.620]  這個民族當時也非常強勁
[00:04:23.620 --> 00:04:27.960]  就是在主前第十二、十三世紀開始進入
[00:04:27.960 --> 00:04:30.300]  原來進入了巴勒斯坦地
[00:04:30.300 --> 00:04:32.960]  現在的巴勒斯坦當時不是叫巴勒斯坦
[00:04:32.960 --> 00:04:33.800]  他進入去
[00:04:33.800 --> 00:04:37.360]  剛剛十三世紀是銅器時代
[00:04:37.360 --> 00:04:39.300]  Bronze Age
[00:04:39.300 --> 00:04:41.780]  進入鐵器時代
[00:04:41.780 --> 00:04:44.540]  而這個民族非常強
[00:04:44.540 --> 00:04:46.380]  就是用鐵器運用
[00:04:46.380 --> 00:04:48.780]  所以他的技術科技很高
[00:04:48.780 --> 00:04:51.580]  他的軍備也很強
[00:04:51.580 --> 00:04:55.280]  而當時他就和以色列民衝突了
[00:04:55.280 --> 00:04:57.920]  長達兩個世紀
[00:04:57.920 --> 00:05:00.360]  從主前十二世紀
[00:05:00.360 --> 00:05:02.820]  去到第十世紀
[00:05:02.820 --> 00:05:04.200]  《聖經》有記載
[00:05:04.200 --> 00:05:05.760]  不知道大家記不記得
[00:05:05.760 --> 00:05:08.440]  上一次在《史詩》記載
[00:05:08.440 --> 00:05:09.600]  他們的衝突
[00:05:09.600 --> 00:05:12.540]  就是其中一個《史詩》叫做參
[00:05:12.540 --> 00:05:13.640]  什麼?
[00:05:13.640 --> 00:05:15.140]  參什麼?
[00:05:15.140 --> 00:05:16.740]  參孫
[00:05:16.740 --> 00:05:19.540]  和菲利斯人的戰役
[00:05:19.540 --> 00:05:21.080]  被人剪了頭髮
[00:05:21.080 --> 00:05:22.580]  推倒了別人的房子
[00:05:22.580 --> 00:05:26.120]  參孫在《史詩》記載的那些《史詩》
[00:05:26.120 --> 00:05:30.780]  就是說當時的行政長官
[00:05:30.780 --> 00:05:33.160]  或者當時的首領
[00:05:33.160 --> 00:05:36.420]  當時是越來越差的那些《史詩》
[00:05:36.420 --> 00:05:36.800]  好了
[00:05:36.800 --> 00:05:38.600]  這次來到這個場面
[00:05:38.600 --> 00:05:41.660]  長達兩個世紀的衝突
[00:05:41.660 --> 00:05:43.100]  你說兩個世紀?
[00:05:43.100 --> 00:05:43.960]  很長啊
[00:05:43.960 --> 00:05:44.740]  有沒有這麼長?
[00:05:44.740 --> 00:05:46.340]  其實兩個世紀的衝突一點都不長
[00:05:46.340 --> 00:05:47.280]  兩個國家
[00:05:47.280 --> 00:05:48.780]  如果大家知道
[00:05:48.780 --> 00:05:51.140]  英國和法國
[00:05:51.140 --> 00:05:54.880]  你知不知道之前打了多少場仗?
[00:05:54.880 --> 00:05:56.880]  打了七八年
[00:05:56.880 --> 00:05:58.520]  靜下打下靜下打下
[00:05:58.520 --> 00:05:59.880]  經常都是這樣的
[00:05:59.880 --> 00:06:03.160]  以色列民和菲利斯人都是靜下打下靜下打下
[00:06:03.160 --> 00:06:04.560]  波斯和羅馬
[00:06:04.560 --> 00:06:05.920]  看回歷史就知道打了多少年
[00:06:05.920 --> 00:06:07.220]  六八年
[00:06:07.220 --> 00:06:09.420]  好像現在烏克蘭是不是就是打仗
[00:06:09.420 --> 00:06:11.460]  可能但是希望不打
[00:06:11.460 --> 00:06:13.260]  其實都不是今年的事
[00:06:13.260 --> 00:06:14.940]  八年前的事
[00:06:14.940 --> 00:06:16.240]  開始醞釀
[00:06:16.240 --> 00:06:18.140]  我們南北韓搞這麼久
[00:06:18.140 --> 00:06:19.440]  不是今年不是二十年
[00:06:19.440 --> 00:06:21.640]  是差不多八十年前的事
[00:06:21.640 --> 00:06:22.780]  四幾年開始
[00:06:22.780 --> 00:06:23.780]  或者再更早
[00:06:23.780 --> 00:06:25.340]  其實很多戰役很長
[00:06:25.340 --> 00:06:26.580]  這一場戰役
[00:06:26.580 --> 00:06:27.540]  兩個世紀
[00:06:27.540 --> 00:06:28.740]  其中一個片段
[00:06:28.740 --> 00:06:33.280]  就是在《撒慕爾記》上四章發生這件事
[00:06:33.280 --> 00:06:36.620]  當時以色列人出去和菲利斯人打仗
[00:06:36.620 --> 00:06:41.020]  而他們在打仗前安營擺陣
[00:06:41.020 --> 00:06:41.800]  第二節
[00:06:41.800 --> 00:06:43.220]  不如我們讀讀第二節
[00:06:43.220 --> 00:06:44.120]  一二三
[00:06:44.120 --> 00:06:47.260]  菲利斯人向以色列人擺陣
[00:06:47.260 --> 00:06:49.560]  兩軍交戰的時候
[00:06:49.560 --> 00:06:53.500]  以色列人敗在菲利斯人面前
[00:06:53.500 --> 00:06:56.380]  菲利斯人在戰場上殺了他們
[00:06:56.380 --> 00:06:59.080]  軍兵約有四千人
[00:06:59.080 --> 00:07:01.240]  整個選民不是以色列民
[00:07:01.240 --> 00:07:03.140]  菲利斯人當時比較殘忍
[00:07:03.140 --> 00:07:04.420]  科技很高
[00:07:04.420 --> 00:07:07.720]  也有很多很陰險
[00:07:07.720 --> 00:07:10.720]  或者是很不淫道的事情
[00:07:10.720 --> 00:07:12.560]  他們在地上經常打仗
[00:07:12.560 --> 00:07:14.020]  今天在這件事件
[00:07:14.020 --> 00:07:17.220]  我們學到三件事要帶回家
[00:07:17.220 --> 00:07:21.160]  三個錯誤對上帝的認識
[00:07:21.160 --> 00:07:22.600]  而害了他們
[00:07:22.600 --> 00:07:25.240]  我們今天從錯誤中學習
[00:07:25.240 --> 00:07:26.640]  我們學習一定學兩個方向
[00:07:26.640 --> 00:07:27.240]  第一
[00:07:27.240 --> 00:07:28.060]  好的東西學
[00:07:28.060 --> 00:07:28.540]  第二
[00:07:28.540 --> 00:07:30.200]  不好的東西也要學
[00:07:30.200 --> 00:07:32.240]  學不要再做
[00:07:32.240 --> 00:07:33.900]  所以今天三件事要學
[00:07:33.900 --> 00:07:34.480]  好不好
[00:07:34.480 --> 00:07:35.240]  跟隔壁的人說
[00:07:35.240 --> 00:07:38.440]  今天三件事要學
[00:07:38.440 --> 00:07:39.640]  第一件事
[00:07:39.640 --> 00:07:41.280]  就是
[00:07:41.280 --> 00:07:42.880]  錯誤一
[00:07:42.880 --> 00:07:43.980]  發生什麼事呢
[00:07:43.980 --> 00:07:46.960]  剛才我們說到誰打敗仗
[00:07:46.960 --> 00:07:48.160]  誰啊
[00:07:48.160 --> 00:07:49.220]  以色列
[00:07:49.220 --> 00:07:50.520]  他死了多少人
[00:07:50.520 --> 00:07:51.200]  四千人
[00:07:51.200 --> 00:07:51.600]  是的
[00:07:51.600 --> 00:07:52.200]  四千人
[00:07:52.200 --> 00:07:52.920]  好了
[00:07:52.920 --> 00:07:53.660]  接著他怎樣呢
[00:07:53.660 --> 00:07:55.000]  說我沒理由輸
[00:07:55.000 --> 00:07:57.000]  於是他想到一個辦法
[00:07:57.000 --> 00:07:58.460]  就是錯誤的開始
[00:07:58.460 --> 00:07:59.940]  我們看看四章第三線
[00:07:59.940 --> 00:08:00.900]  我們一起讀好不好
[00:08:00.900 --> 00:08:01.800]  一二三
[00:08:01.800 --> 00:08:04.240]  百姓回到盈裡
[00:08:04.240 --> 00:08:06.380]  以色列的長老說
[00:08:06.380 --> 00:08:09.040]  耶和華今日為何使我們
[00:08:09.040 --> 00:08:11.180]  敗在菲利斯人
[00:08:11.180 --> 00:08:12.320]  面前
[00:08:12.320 --> 00:08:15.520]  我們不如將耶和華的弱鬼
[00:08:15.520 --> 00:08:18.760]  從斯羅抬到我們這裡來
[00:08:18.760 --> 00:08:20.360]  好在我們中間
[00:08:20.360 --> 00:08:23.800]  救我們脫離敵人的手
[00:08:23.800 --> 00:08:25.000]  他想到一個辦法
[00:08:25.000 --> 00:08:26.000]  為什麼會輸呢
[00:08:26.000 --> 00:08:26.900]  我知道了
[00:08:26.900 --> 00:08:28.700]  不如這樣應該就贏了
[00:08:28.700 --> 00:08:31.760]  就是抬耶和華的什麼
[00:08:31.760 --> 00:08:34.140]  弱鬼
[00:08:34.140 --> 00:08:36.100]  從斯羅
[00:08:36.100 --> 00:08:37.400]  我們解釋一下
[00:08:37.400 --> 00:08:39.580]  斯羅是一個地方
[00:08:39.580 --> 00:08:41.580]  是當時敬拜神的地方
[00:08:41.580 --> 00:08:44.580]  就好像大家回教會敬拜神
[00:08:44.580 --> 00:08:46.680]  當時就在斯羅那個地方
[00:08:46.680 --> 00:08:47.880]  弱鬼是什麼呢
[00:08:47.880 --> 00:08:49.180]  你看到祭司抬著
[00:08:49.180 --> 00:08:53.260]  弱鬼是當時距離他再早幾百年
[00:08:53.260 --> 00:08:55.560]  上帝叫他們按著
[00:08:55.560 --> 00:08:57.920]  在《宗一及契》說得很清楚
[00:08:57.920 --> 00:09:00.300]  他的尺寸、方法
[00:09:00.300 --> 00:09:01.960]  做了一個弱鬼
[00:09:01.960 --> 00:09:06.100]  但是那個預表就是神和人同在
[00:09:06.100 --> 00:09:08.260]  上面有基督
[00:09:08.260 --> 00:09:09.740]  在裡面去經歷
[00:09:09.740 --> 00:09:13.040]  為什麼會突然間想抬弱鬼呢
[00:09:13.040 --> 00:09:14.240]  如果我們記得
[00:09:14.240 --> 00:09:17.340]  《史詩記》距離這件事
[00:09:17.340 --> 00:09:18.940]  三百多年前
[00:09:18.940 --> 00:09:20.740]  他們記得的其中一件事
[00:09:20.740 --> 00:09:23.280]  兩件事我提一提大家都記得的
[00:09:23.280 --> 00:09:28.080]  當時以色列民族埃及要過約旦河
[00:09:28.080 --> 00:09:29.560]  二百多萬人
[00:09:29.560 --> 00:09:31.160]  怎麼過河呢
[00:09:31.160 --> 00:09:35.100]  大家去到地方要進去巴勒斯坦地
[00:09:35.100 --> 00:09:38.760]  於是他們當天
[00:09:38.760 --> 00:09:39.760]  我們都知道
[00:09:39.760 --> 00:09:44.740]  祭司在前面抬著弱鬼
[00:09:44.740 --> 00:09:49.180]  腳一碰進約旦河發生什麼事
[00:09:49.180 --> 00:09:50.380]  他就描述
[00:09:50.380 --> 00:09:53.240]  水很遠就斷絕
[00:09:53.240 --> 00:09:55.380]  整條河水都停了
[00:09:55.380 --> 00:09:56.180]  他們就過河
[00:09:56.180 --> 00:09:57.120]  記不記得
[00:09:57.120 --> 00:09:57.720]  記得吧
[00:09:57.720 --> 00:09:58.880]  弱鬼
[00:09:58.880 --> 00:10:00.480]  進去打第一場仗
[00:10:00.480 --> 00:10:02.780]  耶利哥城非常強勁
[00:10:02.780 --> 00:10:04.960]  他們怎樣打仗
[00:10:04.960 --> 00:10:06.760]  一天走一個圈
[00:10:06.760 --> 00:10:09.060]  最後說到第七天
[00:10:09.060 --> 00:10:10.900]  拿著弱鬼走幾個圈
[00:10:10.900 --> 00:10:12.100]  七個圈
[00:10:12.100 --> 00:10:13.440]  接著大叫
[00:10:13.440 --> 00:10:15.540]  整場就倒了
[00:10:15.540 --> 00:10:17.640]  不用打仗贏了
[00:10:17.640 --> 00:10:18.840]  情況就像今天
[00:10:18.840 --> 00:10:20.540]  陳牧師我想找工作
[00:10:20.540 --> 00:10:22.580]  找工作好
[00:10:22.580 --> 00:10:23.380]  你寫求職信
[00:10:23.380 --> 00:10:25.120]  不過不用見他不用打給他
[00:10:25.120 --> 00:10:26.320]  你說那是怎樣
[00:10:26.320 --> 00:10:29.180]  你去到你想做的公司
[00:10:29.180 --> 00:10:30.760]  那個大廈外面
[00:10:30.760 --> 00:10:32.460]  走七個圈
[00:10:32.460 --> 00:10:35.020]  去到最後你就大叫
[00:10:35.020 --> 00:10:37.320]  請我
[00:10:37.320 --> 00:10:39.660]  然後你叫完就打給你請你
[00:10:39.660 --> 00:10:41.260]  類似這樣
[00:10:41.260 --> 00:10:43.560]  drastic
[00:10:43.560 --> 00:10:45.740]  他覺得當日很奇妙
[00:10:45.740 --> 00:10:47.540]  所以他今天打仗
[00:10:47.540 --> 00:10:50.140]  他要抬弱鬼出來
[00:10:50.140 --> 00:10:53.100]  這樣他們就贏了
[00:10:53.100 --> 00:10:54.680]  四章四字就描述
[00:10:54.680 --> 00:10:57.640]  接著百姓就打敗人去示羅
[00:10:57.640 --> 00:11:02.880]  就將這個坐在基路柏上
[00:11:02.880 --> 00:11:05.080]  萬鈞堯華的弱鬼
[00:11:05.080 --> 00:11:07.520]  在這個弱鬼裡面順帝同在
[00:11:07.520 --> 00:11:08.720]  他們相信
[00:11:08.720 --> 00:11:10.020]  還有兩個人
[00:11:10.020 --> 00:11:11.920]  以利大祭司
[00:11:11.920 --> 00:11:13.860]  有兩個祭司
[00:11:13.860 --> 00:11:15.160]  一個叫何弗利
[00:11:15.160 --> 00:11:16.500]  一個叫菲利哈
[00:11:16.500 --> 00:11:18.040]  都麻煩的了
[00:11:18.040 --> 00:11:19.540]  見到他們就知道
[00:11:19.540 --> 00:11:22.440]  就和弱鬼一起來
[00:11:22.440 --> 00:11:24.700]  好了
[00:11:24.700 --> 00:11:26.040]  接著聖經描述
[00:11:26.040 --> 00:11:27.580]  當他們打仗見到弱鬼
[00:11:27.580 --> 00:11:29.440]  很開心大叫
[00:11:29.440 --> 00:11:30.980]  為何會大叫呢
[00:11:30.980 --> 00:11:33.240]  我不知道大家有沒有看過演唱會
[00:11:33.240 --> 00:11:34.780]  等了很久
[00:11:34.780 --> 00:11:36.540]  通常都遲開始
[00:11:36.540 --> 00:11:37.880]  遲三個小時
[00:11:37.880 --> 00:11:38.980]  大家都在叫
[00:11:38.980 --> 00:11:39.880]  在那裏吹吹吹
[00:11:39.880 --> 00:11:40.580]  出現了
[00:11:40.580 --> 00:11:41.880]  在台上升起
[00:11:41.880 --> 00:11:43.120]  很興奮
[00:11:43.120 --> 00:11:45.220]  我不知道大家喜不喜歡看NBA
[00:11:45.220 --> 00:11:46.160]  有沒有人喜歡看NBA
[00:11:46.160 --> 00:11:47.620]  舉手
[00:11:47.620 --> 00:11:48.620]  有少許
[00:11:48.620 --> 00:11:50.360]  如果你說到球星
[00:11:50.360 --> 00:11:53.460]  現在是獨瀾達
[00:11:53.460 --> 00:11:54.040]  一出場
[00:11:54.040 --> 00:11:55.860]  哇 大家很興奮
[00:11:55.860 --> 00:11:57.200]  有沒有人看足球
[00:11:57.200 --> 00:11:58.600]  有沒有人舉手
[00:11:58.600 --> 00:11:59.440]  有多些
[00:11:59.440 --> 00:12:01.640]  足球在香港多一點點
[00:12:01.640 --> 00:12:03.940]  甚麼球星你最喜歡
[00:12:03.940 --> 00:12:04.580]  現在
[00:12:04.580 --> 00:12:05.820]  布林斯朗
[00:12:05.820 --> 00:12:08.040]  美斯
[00:12:08.040 --> 00:12:10.220]  出場的時候大家很興奮
[00:12:10.220 --> 00:12:11.320]  我們的年代
[00:12:11.320 --> 00:12:12.820]  我都有看美斯
[00:12:12.820 --> 00:12:14.220]  當然是比利
[00:12:14.220 --> 00:12:15.620]  我那時候看
[00:12:15.620 --> 00:12:16.620]  馬勒當拿出來
[00:12:16.620 --> 00:12:18.660]  哇 好正
[00:12:18.660 --> 00:12:20.220]  或者NBA以往是甚麼
[00:12:20.220 --> 00:12:21.260]  Michael Jordan
[00:12:21.260 --> 00:12:21.560]  出來
[00:12:21.560 --> 00:12:22.160]  哇 好興奮
[00:12:22.160 --> 00:12:23.020]  聽人叫
[00:12:23.020 --> 00:12:24.620]  有時候我都是看NBA
[00:12:24.620 --> 00:12:25.300]  哇
[00:12:25.300 --> 00:12:27.060]  不過時間逐漸減少
[00:12:27.060 --> 00:12:27.900]  一開始我睡了
[00:12:27.900 --> 00:12:28.500]  突然醒來
[00:12:28.500 --> 00:12:29.560]  聽人在叫
[00:12:29.560 --> 00:12:30.400]  很興奮
[00:12:30.400 --> 00:12:31.540]  行了
[00:12:31.540 --> 00:12:32.800]  球星出現
[00:12:32.800 --> 00:12:34.480]  戴著就贏了
[00:12:34.480 --> 00:12:35.340]  覺得
[00:12:35.340 --> 00:12:36.880]  覺得贏就叫
[00:12:36.880 --> 00:12:38.440]  不單他們覺得贏
[00:12:38.440 --> 00:12:40.440]  連敵人菲利士人
[00:12:40.440 --> 00:12:41.220]  正經描述
[00:12:41.220 --> 00:12:41.720]  他怎樣
[00:12:41.720 --> 00:12:42.540]  我們一起做
[00:12:42.540 --> 00:12:43.420]  第七節 第八節
[00:12:43.420 --> 00:12:43.980]  預備
[00:12:43.980 --> 00:12:44.620]  起
[00:12:44.620 --> 00:12:48.480]  菲利士人就懼怕起來說
[00:12:48.480 --> 00:12:52.020]  我們身後的家門正中有雪
[00:12:52.020 --> 00:12:53.560]  我們有和尿
[00:12:53.560 --> 00:12:56.100]  鄉內不曾有這件事
[00:12:56.100 --> 00:12:57.520]  我們有和尿
[00:12:57.520 --> 00:12:58.820]  他們都聽過
[00:12:58.820 --> 00:13:02.200]  以往約桂和以色列文的那種厲害
[00:13:02.200 --> 00:13:03.260]  所以他們都怕
[00:13:03.260 --> 00:13:05.540]  有和尿
[00:13:05.540 --> 00:13:09.340]  這一場仗接下來怎樣呢
[00:13:09.340 --> 00:13:10.040]  接著怎樣呢
[00:13:10.040 --> 00:13:11.300]  我們看下去
[00:13:11.300 --> 00:13:13.180]  《撒滿語記》上四章第十節
[00:13:13.180 --> 00:13:14.380]  我們一起讀
[00:13:14.380 --> 00:13:16.220]  這一段落的結果
[00:13:16.220 --> 00:13:17.180]  就是
[00:13:17.180 --> 00:13:17.780]  我們一起讀
[00:13:17.780 --> 00:13:18.780]  預備起
[00:13:18.780 --> 00:13:22.020]  菲利士人和以色列人打仗
[00:13:22.020 --> 00:13:24.560]  以色列人敗了
[00:13:24.560 --> 00:13:27.420]  各向國家奔逃
[00:13:27.420 --> 00:13:29.560]  被殺的人甚多
[00:13:29.560 --> 00:13:34.500]  以色列的步兵撲倒了三萬
[00:13:34.500 --> 00:13:37.200]  結果敗了
[00:13:37.200 --> 00:13:39.600]  剛才說第一場仗死了多少人
[00:13:39.600 --> 00:13:40.700]  四千
[00:13:40.700 --> 00:13:41.400]  現在呢
[00:13:41.400 --> 00:13:41.980]  三萬
[00:13:41.980 --> 00:13:43.100]  誰較多
[00:13:43.100 --> 00:13:43.780]  現在
[00:13:43.780 --> 00:13:45.380]  當然是現在
[00:13:45.380 --> 00:13:46.440]  為何會這樣
[00:13:46.440 --> 00:13:48.920]  結果竟然是
[00:13:48.920 --> 00:13:52.780]  以色列人又打敗了
[00:13:52.780 --> 00:13:55.760]  面對更大的失敗
[00:13:55.760 --> 00:13:59.460]  更大的羞辱
[00:13:59.460 --> 00:14:02.760]  究竟問題發生是甚麼呢
[00:14:02.760 --> 00:14:05.200]  問題發生第一個錯誤就是
[00:14:05.200 --> 00:14:09.240]  神是任意讓你操控的護身符
[00:14:09.240 --> 00:14:12.140]  你喜歡它何時出就何時出
[00:14:12.140 --> 00:14:14.640]  就好像袋在我們很多人的錢包裏面
[00:14:14.640 --> 00:14:16.840]  我們都袋了很多護身符
[00:14:16.840 --> 00:14:19.380]  或者我們求了很多符
[00:14:19.380 --> 00:14:22.480]  我們中間有沒有人錢包裏面有符在
[00:14:22.480 --> 00:14:22.980]  有啊
[00:14:22.980 --> 00:14:23.680]  平安符有
[00:14:23.680 --> 00:14:26.020]  舉一下手好不好
[00:14:26.020 --> 00:14:27.780]  幸好你沒有舉
[00:14:27.780 --> 00:14:29.820]  你舉我就很害怕
[00:14:29.820 --> 00:14:33.220]  他當了上帝是他可以操控
[00:14:33.220 --> 00:14:34.820]  我們可以求籤
[00:14:34.820 --> 00:14:37.500]  如果你求籤或者求些東西去保護你
[00:14:37.500 --> 00:14:38.960]  那些就不會是神
[00:14:38.960 --> 00:14:42.240]  你可以操控它來幫你做些甚麼
[00:14:42.240 --> 00:14:43.840]  又或者好像西人想
[00:14:43.840 --> 00:14:45.300]  好像那些魔術棒
[00:14:45.300 --> 00:14:46.980]  麻利麻利空
[00:14:46.980 --> 00:14:48.700]  那你就會變了些東西
[00:14:48.700 --> 00:14:50.800]  當你發現你有這一樣
[00:14:50.800 --> 00:14:53.740]  這樣一個物品就會變了些東西
[00:14:53.740 --> 00:14:56.340]  上帝不是求聖
[00:14:56.340 --> 00:14:57.720]  他是領隊的
[00:14:57.720 --> 00:14:59.520]  是他說了算
[00:14:59.520 --> 00:15:00.720]  他們弄錯了
[00:15:00.720 --> 00:15:01.720]  究竟是否應該打
[00:15:01.720 --> 00:15:03.180]  何時打還是不打
[00:15:03.180 --> 00:15:04.820]  不是你說就是
[00:15:04.820 --> 00:15:07.660]  上帝說才是
