
[00:00:00.000 --> 00:00:02.000]  好 今日的題目是
[00:03:24.000 --> 00:03:26.000]  每次神都救他
[00:03:26.000 --> 00:03:28.000]  就發生了
[00:03:28.000 --> 00:03:30.000]  今天要講的故事
[00:03:30.000 --> 00:03:32.000]  在他的嫉妒
[00:03:32.000 --> 00:03:34.000]  他又憂鬱
[00:03:34.000 --> 00:03:36.000]  因為他經常在想辦法
[00:03:36.000 --> 00:03:38.000]  他不能夠放棄
[00:03:38.000 --> 00:03:40.000]  接著他就陷入
[00:03:40.000 --> 00:03:42.000]  另一個苦惱
[00:03:42.000 --> 00:03:44.000]  講完了
[00:03:46.000 --> 00:03:48.000]  蘇羅
[00:03:48.000 --> 00:03:50.000]  想要殺大衛
[00:03:50.000 --> 00:03:52.000]  大衛每次都被神救
[00:03:52.000 --> 00:03:54.000]  你會發覺
[00:03:54.000 --> 00:03:56.000]  看著看著就覺得不太公平
[00:03:56.000 --> 00:03:58.000]  其實蘇羅也不是很頑皮
[00:03:58.000 --> 00:04:00.000]  在王當中
[00:04:00.000 --> 00:04:02.000]  跟今天的王或朋友比
[00:04:02.000 --> 00:04:04.000]  蘇羅也不算很差
[00:04:04.000 --> 00:04:06.000]  不過他自把自為
[00:04:06.000 --> 00:04:08.000]  有些嫉妒的心
[00:04:08.000 --> 00:04:10.000]  有些自私
[00:04:10.000 --> 00:04:12.000]  人人都有
[00:04:12.000 --> 00:04:14.000]  有人想搶你的王位
[00:04:14.000 --> 00:04:16.000]  想保護你
[00:04:16.000 --> 00:04:18.000]  看起來也不覺得蘇羅很差
[00:04:18.000 --> 00:04:20.000]  我們講回大衛
[00:04:20.000 --> 00:04:22.000]  神為什麼要偏幫大衛
[00:04:22.000 --> 00:04:24.000]  看起來會覺得
[00:04:24.000 --> 00:04:26.000]  神真的偏幫大衛
[00:04:26.000 --> 00:04:30.000]  在這個蘇羅追殺大衛的故事中
[00:04:30.000 --> 00:04:32.000]  你會發覺
[00:04:32.000 --> 00:04:34.000]  其實我們想講的是大衛
[00:04:34.000 --> 00:04:36.000]  我們看看大衛的內心
[00:04:36.000 --> 00:04:38.000]  要面對什麼考驗
[00:04:38.000 --> 00:04:40.000]  雖然表面上是一個故事
[00:04:40.000 --> 00:04:42.000]  看深一點會發覺
[00:04:42.000 --> 00:04:44.000]  大衛要考驗
[00:04:44.000 --> 00:04:46.000]  如何回應
[00:04:46.000 --> 00:04:48.000]  一個特別的巧合
[00:04:48.000 --> 00:04:50.000]  最巧合
[00:04:50.000 --> 00:04:52.000]  一個要追殺你的人
[00:04:52.000 --> 00:04:54.000]  剛好走進山洞
[00:04:54.000 --> 00:04:56.000]  大解
[00:04:56.000 --> 00:04:58.000]  正常地
[00:04:58.000 --> 00:05:00.000]  進入山洞
[00:05:00.000 --> 00:05:02.000]  隨從當然在外
[00:05:02.000 --> 00:05:04.000]  不會跟著他進去
[00:05:04.000 --> 00:05:06.000]  大解
[00:05:06.000 --> 00:05:08.000]  不會拿著武器大解
[00:05:08.000 --> 00:05:10.000]  要放下
[00:05:10.000 --> 00:05:12.000]  然後
[00:05:12.000 --> 00:05:14.000]  當然是最輕鬆的時候
[00:05:14.000 --> 00:05:16.000]  要有想像空間
[00:05:16.000 --> 00:05:18.000]  在這樣的情況下
[00:05:18.000 --> 00:05:20.000]  大衛也不好受
[00:05:20.000 --> 00:05:22.000]  在山洞面對這樣的情景
[00:05:22.000 --> 00:05:24.000]  不過
[00:05:24.000 --> 00:05:26.000]  機不可失
[00:05:26.000 --> 00:05:28.000]  一個追殺你的人
[00:05:28.000 --> 00:05:30.000]  去到這個地步
[00:05:30.000 --> 00:05:32.000]  是不是神為你預備的
[00:05:32.000 --> 00:05:34.000]  他以前經歷過
[00:05:34.000 --> 00:05:36.000]  神是救他的
[00:05:36.000 --> 00:05:38.000]  所以他的朋友
[00:05:38.000 --> 00:05:40.000]  也跟他講
[00:05:40.000 --> 00:05:42.000]  你記不記得
[00:05:42.000 --> 00:05:44.000]  神應許過你
[00:05:44.000 --> 00:05:46.000]  神要幫你
[00:05:46.000 --> 00:05:48.000]  去消滅敵人
[00:05:48.000 --> 00:05:50.000]  現在這個情況
[00:05:50.000 --> 00:05:52.000]  是不是神為你預備
[00:05:52.000 --> 00:05:54.000]  你聽到朋友在旁邊的壓力
[00:05:54.000 --> 00:05:56.000]  這句我想講一點
[00:05:56.000 --> 00:05:58.000]  朋友真的很重要
[00:05:58.000 --> 00:06:00.000]  青年的朋友
[00:06:00.000 --> 00:06:02.000]  如果朋友
[00:06:02.000 --> 00:06:04.000]  慫恿你去做一些事
[00:06:04.000 --> 00:06:06.000]  和父母慫恿你去做一些事
[00:06:06.000 --> 00:06:08.000]  哪樣比較有效
[00:06:08.000 --> 00:06:10.000]  很明顯
[00:06:10.000 --> 00:06:12.000]  是不是
[00:06:12.000 --> 00:06:14.000]  如果不是我們做媽媽
[00:06:14.000 --> 00:06:16.000]  有時候
[00:06:16.000 --> 00:06:18.000]  也要打電話
[00:06:18.000 --> 00:06:20.000]  繞個圈
[00:06:20.000 --> 00:06:22.000]  你認識我女兒
[00:06:22.000 --> 00:06:24.000]  你可不可以通知我
[00:06:24.000 --> 00:06:26.000]  她現在在想什麼
[00:06:26.000 --> 00:06:28.000]  或者你跟她說一聲
[00:06:28.000 --> 00:06:30.000]  我們自己也甘拜下風
[00:06:30.000 --> 00:06:32.000]  父母也知道繞個圈
[00:06:32.000 --> 00:06:34.000]  說話比較有效
[00:06:34.000 --> 00:06:36.000]  很重要
[00:06:36.000 --> 00:06:38.000]  你有沒有試過有些事
[00:06:38.000 --> 00:06:40.000]  你很掙扎的時候
[00:06:40.000 --> 00:06:42.000]  朋友推你一推
[00:06:42.000 --> 00:06:44.000]  你就做了
[00:06:44.000 --> 00:06:46.000]  但做完之後你覺得怎樣
[00:06:46.000 --> 00:06:48.000]  有些心中自責
[00:06:48.000 --> 00:06:50.000]  有沒有試過
[00:06:50.000 --> 00:06:52.000]  最近
[00:06:52.000 --> 00:06:54.000]  我聽一個見證
[00:06:54.000 --> 00:06:56.000]  真實的見證
[00:06:56.000 --> 00:06:58.000]  一個大學生
[00:06:58.000 --> 00:07:00.000]  現在很多group project
[00:07:00.000 --> 00:07:02.000]  一起做
[00:07:02.000 --> 00:07:04.000]  誰知道
[00:07:04.000 --> 00:07:06.000]  突然被他發現
[00:07:06.000 --> 00:07:08.000]  不是他發現
[00:07:08.000 --> 00:07:10.000]  他的朋友發現了老師的考卷
[00:07:10.000 --> 00:07:12.000]  現在最方便
[00:07:12.000 --> 00:07:14.000]  不用抄
[00:07:14.000 --> 00:07:16.000]  我們那個年代要抄
[00:07:16.000 --> 00:07:18.000]  一秒鐘就搞定
[00:07:18.000 --> 00:07:20.000]  一秒鐘就搞定
[00:07:20.000 --> 00:07:22.000]  現在人們很友善
[00:07:22.000 --> 00:07:24.000]  不會自己讀
[00:07:24.000 --> 00:07:26.000]  是不是
[00:07:26.000 --> 00:07:28.000]  很容易按一個按鈕
[00:07:28.000 --> 00:07:30.000]  就發出去
[00:07:30.000 --> 00:07:32.000]  發給自己的好友
[00:07:32.000 --> 00:07:34.000]  一起考試
[00:07:34.000 --> 00:07:36.000]  考完試會怎樣
[00:07:36.000 --> 00:07:38.000]  一起拿滿分
[00:07:38.000 --> 00:07:42.000]  就產生問題
[00:07:42.000 --> 00:07:44.000]  本來一個人拿滿分就好
[00:07:44.000 --> 00:07:46.000]  一group人拿滿分
[00:07:46.000 --> 00:07:48.000]  就會引起老師的懷疑
[00:07:48.000 --> 00:07:50.000]  就開始去問
[00:07:50.000 --> 00:07:52.000]  問責起來
[00:07:52.000 --> 00:07:56.000]  現在你
[00:07:56.000 --> 00:07:58.000]  是一個基督徒
[00:07:58.000 --> 00:08:00.000]  你已經考完試
[00:08:00.000 --> 00:08:02.000]  拿了滿分
[00:08:02.000 --> 00:08:06.000]  誰知道就心中自責
[00:08:06.000 --> 00:08:08.000]  你會怎樣做
[00:08:08.000 --> 00:08:12.000]  找些熟悉一點的
[00:08:12.000 --> 00:08:16.000]  沒點名
[00:08:16.000 --> 00:08:18.000]  你會怎樣做
[00:08:18.000 --> 00:08:22.000]  有誰會自首
[00:08:22.000 --> 00:08:26.000]  還有兩個
[00:08:26.000 --> 00:08:28.000]  你知不知道自首有什麼後果
[00:08:28.000 --> 00:08:34.000]  不是你一個人的問題
[00:08:34.000 --> 00:08:36.000]  除非你說是我拍了
[00:08:36.000 --> 00:08:40.000]  你一篤的時候
[00:08:40.000 --> 00:08:42.000]  其他整group人都死了
[00:08:42.000 --> 00:08:44.000]  包括拍照那個
[00:08:44.000 --> 00:08:48.000]  你會怎樣做
[00:08:48.000 --> 00:08:50.000]  我告訴你是見證
[00:08:50.000 --> 00:08:52.000]  那個人當然
[00:08:54.000 --> 00:08:56.000]  自首了
[00:08:56.000 --> 00:08:58.000]  但你要明白
[00:08:58.000 --> 00:09:00.000]  那個是peer pressure
[00:09:00.000 --> 00:09:02.000]  很大壓力
[00:09:02.000 --> 00:09:04.000]  有時你自己衰了也不要緊
[00:09:04.000 --> 00:09:06.000]  現在我們都很接受自己衰了
[00:09:06.000 --> 00:09:08.000]  但你連同一班朋友一起衰
[00:09:08.000 --> 00:09:10.000]  就不是那麼簡單
[00:09:10.000 --> 00:09:12.000]  那個是
[00:09:12.000 --> 00:09:14.000]  蓬佩的壓力
[00:09:14.000 --> 00:09:16.000]  大衛當時也是
[00:09:16.000 --> 00:09:18.000]  他殺不殺素羅的問題
[00:09:18.000 --> 00:09:20.000]  那班是
[00:09:20.000 --> 00:09:22.000]  跟他出生入死的朋友
[00:09:22.000 --> 00:09:24.000]  素羅不單止衰殺大衛
[00:09:24.000 --> 00:09:26.000]  要殺死大衛之前
[00:09:26.000 --> 00:09:28.000]  要殺死那班人
[00:09:28.000 --> 00:09:30.000]  現在他不殺素羅的時候
[00:09:30.000 --> 00:09:32.000]  不是他一個人的問題
[00:09:32.000 --> 00:09:34.000]  你牽連整班人
[00:09:34.000 --> 00:09:36.000]  然後你繼續走多幾圈
[00:09:36.000 --> 00:09:40.000]  蓬佩的壓力
[00:09:40.000 --> 00:09:42.000]  還有
[00:09:42.000 --> 00:09:44.000]  合情合理
[00:09:44.000 --> 00:09:46.000]  你覺得合不合理
[00:09:46.000 --> 00:09:48.000]  大衛如果一刀殺在素羅身上
[00:09:48.000 --> 00:09:50.000]  合不合理
[00:09:52.000 --> 00:09:54.000]  素羅衰先
[00:09:54.000 --> 00:09:56.000]  他先做了初一
[00:09:56.000 --> 00:09:58.000]  我做十五也不是很差吧
[00:09:58.000 --> 00:10:02.000]  是不是說出去給人聽
[00:10:02.000 --> 00:10:04.000]  素羅
[00:10:04.000 --> 00:10:06.000]  錯多些還是大衛錯多些
[00:10:06.000 --> 00:10:08.000]  素羅
[00:10:08.000 --> 00:10:10.000]  是不是合不合情
[00:10:10.000 --> 00:10:12.000]  合不合理
[00:10:12.000 --> 00:10:14.000]  我為了那班朋友
[00:10:14.000 --> 00:10:16.000]  我也要這樣做
[00:10:16.000 --> 00:10:18.000]  那班死黨
[00:10:18.000 --> 00:10:20.000]  跟著我走了那麼多圈
[00:10:20.000 --> 00:10:22.000]  如果我不殺
[00:10:22.000 --> 00:10:24.000]  素羅繼續追
[00:10:24.000 --> 00:10:26.000]  我們還要很慘
[00:10:26.000 --> 00:10:28.000]  合情合理
[00:10:28.000 --> 00:10:30.000]  我相信他殺了他
[00:10:30.000 --> 00:10:32.000]  外面的百姓也不會罵他
[00:10:32.000 --> 00:10:34.000]  只是說他機警
[00:10:34.000 --> 00:10:36.000]  OK
[00:10:36.000 --> 00:10:38.000]  奈何
[00:10:38.000 --> 00:10:40.000]  當他去
[00:10:40.000 --> 00:10:42.000]  拿刀的時候想殺
[00:10:42.000 --> 00:10:44.000]  結果
[00:10:44.000 --> 00:10:46.000]  他只是鋸了衣服
[00:10:46.000 --> 00:10:48.000]  但鋸完衣服
[00:10:48.000 --> 00:10:50.000]  心中自責
[00:10:50.000 --> 00:10:52.000]  心中自責
[00:10:52.000 --> 00:10:54.000]  你要想
[00:10:54.000 --> 00:10:56.000]  心中自責
[00:10:56.000 --> 00:10:58.000]  心中自責
[00:10:58.000 --> 00:11:00.000]  然後他說
[00:11:00.000 --> 00:11:02.000]  這是我的主
[00:11:02.000 --> 00:11:04.000]  乃是耶和華的受告者
[00:11:04.000 --> 00:11:06.000]  乃是耶和華的受告者
[00:11:06.000 --> 00:11:08.000]  英文說
[00:11:08.000 --> 00:11:10.000]  The lord forbid that I should
[00:11:10.000 --> 00:11:12.000]  The lord forbid that I should
[00:11:12.000 --> 00:11:14.000]  即是神
[00:11:14.000 --> 00:11:16.000]  告訴他
[00:11:16.000 --> 00:11:18.000]  你不可以這樣做
[00:11:18.000 --> 00:11:22.000]  這是對大衛
[00:11:22.000 --> 00:11:24.000]  內心的一個考驗
[00:11:24.000 --> 00:11:26.000]  我相信我們人生裡
[00:11:26.000 --> 00:11:28.000]  也遇到很多這些考驗
[00:11:28.000 --> 00:11:30.000]  一些虧待你的人
[00:11:30.000 --> 00:11:32.000]  一些不合理的事情
[00:11:32.000 --> 00:11:34.000]  你怎樣回應
[00:11:34.000 --> 00:11:36.000]  你按照上面那三點
[00:11:36.000 --> 00:11:38.000]  其實也沒有人說你
[00:11:38.000 --> 00:11:40.000]  在人的角度來看
[00:11:40.000 --> 00:11:42.000]  但當你面對內心
[00:11:42.000 --> 00:11:44.000]  責備的時候
[00:11:44.000 --> 00:11:46.000]  其實就像做夢一樣
[00:11:46.000 --> 00:11:48.000]  做夢的意思是
[00:11:48.000 --> 00:11:50.000]  你不可以控制
[00:11:50.000 --> 00:11:52.000]  當你的內心
[00:11:52.000 --> 00:11:54.000]  責備一樣你控制不了
[00:11:54.000 --> 00:11:56.000]  因為不是從
[00:11:56.000 --> 00:11:58.000]  你那裡來
[00:11:58.000 --> 00:12:00.000]  是從神那裡來
[00:12:00.000 --> 00:12:02.000]  當然你要敏感神
[00:12:02.000 --> 00:12:04.000]  有些人說
[00:12:04.000 --> 00:12:06.000]  狼心狗肺的意思
[00:12:06.000 --> 00:12:08.000]  他的心已經
[00:12:08.000 --> 00:12:10.000]  硬了完全聽不到
[00:12:10.000 --> 00:12:12.000]  神的聲音
[00:12:12.000 --> 00:12:14.000]  但是
[00:12:14.000 --> 00:12:16.000]  大衛在這一刻
[00:12:16.000 --> 00:12:18.000]  他要面對的是什麼
[00:12:18.000 --> 00:12:20.000]  他要先向神交代
[00:12:20.000 --> 00:12:22.000]  他不是
[00:12:22.000 --> 00:12:24.000]  向他的朋友交代
[00:12:24.000 --> 00:12:26.000]  不是向自己的理智交代
[00:12:26.000 --> 00:12:28.000]  不是向那個環境
[00:12:28.000 --> 00:12:30.000]  交代
[00:12:30.000 --> 00:12:32.000]  他要先向神交代
[00:12:32.000 --> 00:12:36.000]  大衛在面對這個考驗
[00:12:36.000 --> 00:12:38.000]  裡面
[00:12:38.000 --> 00:12:40.000]  我覺得他過了
[00:12:42.000 --> 00:12:44.000]  如果就這樣停在這裡
[00:12:44.000 --> 00:12:46.000]  你會覺得
[00:12:46.000 --> 00:12:48.000]  我們做基督徒是不是要時時退縮
[00:12:48.000 --> 00:12:50.000]  整天都啞忍
[00:12:50.000 --> 00:12:52.000]  整天都好像
[00:12:52.000 --> 00:12:54.000]  人家踩我一腳
[00:12:54.000 --> 00:12:56.000]  這邊左邊右邊被他打
[00:12:56.000 --> 00:12:58.000]  或者甚至我們基督徒
[00:12:58.000 --> 00:13:00.000]  就是一坨東西
[00:13:00.000 --> 00:13:02.000]  真的
[00:13:02.000 --> 00:13:04.000]  不用伸張公義嗎
[00:13:04.000 --> 00:13:08.000]  幸好故事不是停在這裡
[00:13:10.000 --> 00:13:12.000]  一個人
[00:13:12.000 --> 00:13:14.000]  他的內心尊重神
[00:13:14.000 --> 00:13:16.000]  他才可以謙卑
[00:13:16.000 --> 00:13:18.000]  去尊重人
[00:13:18.000 --> 00:13:20.000]  他要從
[00:13:20.000 --> 00:13:22.000]  神的觀點
[00:13:22.000 --> 00:13:24.000]  去看東西
[00:13:24.000 --> 00:13:26.000]  然後他才看到
[00:13:26.000 --> 00:13:28.000]  他有能力去謙卑
[00:13:28.000 --> 00:13:30.000]  尊重人
[00:13:30.000 --> 00:13:32.000]  從人的理性他不需要去尊重
[00:13:32.000 --> 00:13:34.000]  素羅
[00:13:34.000 --> 00:13:36.000]  他不殺他都很給他面子
[00:13:36.000 --> 00:13:38.000]  起碼都打他兩巴
[00:13:38.000 --> 00:13:40.000]  打暈他也好
[00:13:40.000 --> 00:13:44.000]  但是因為大衛
[00:13:44.000 --> 00:13:46.000]  他所考慮的
[00:13:46.000 --> 00:13:48.000]  最終是他要尊重神
[00:13:48.000 --> 00:13:50.000]  他要謙卑尊重神
[00:13:50.000 --> 00:13:52.000]  神和他有一個距離
[00:13:52.000 --> 00:13:54.000]  然後他再看到
[00:13:54.000 --> 00:13:56.000]  素羅是神所高立的
[00:13:56.000 --> 00:13:58.000]  神又禁止他
[00:13:58.000 --> 00:14:00.000]  即是攔阻他
[00:14:00.000 --> 00:14:02.000]  去殺素羅
[00:14:02.000 --> 00:14:04.000]  這個
[00:14:04.000 --> 00:14:06.000]  是需要我們從神的角度去看
[00:14:06.000 --> 00:14:08.000]  你才看到這幅圖畫
[00:14:08.000 --> 00:14:10.000]  你說
[00:14:10.000 --> 00:14:12.000]  謙卑等不等於很內弱呢
[00:14:12.000 --> 00:14:18.000]  聖經跟著大衛就起來
[00:14:18.000 --> 00:14:20.000]  到素羅講了一番
[00:14:20.000 --> 00:14:22.000]  很謙卑尊重的說話
[00:14:22.000 --> 00:14:24.000]  這段說話
[00:14:24.000 --> 00:14:26.000]  我覺得可圈可點
[00:14:26.000 --> 00:14:28.000]  給我們一個例子
[00:14:28.000 --> 00:14:30.000]  什麼叫謙卑尊重
[00:14:30.000 --> 00:14:34.000]  我們看看內容
[00:14:34.000 --> 00:14:36.000]  在開場白
[00:14:36.000 --> 00:14:38.000]  隨後大衛就起來
[00:14:38.000 --> 00:14:40.000]  從洞裡出去呼叫素羅
[00:14:40.000 --> 00:14:42.000]  我主我王
[00:14:42.000 --> 00:14:44.000]  然後素羅回頭觀看
[00:14:44.000 --> 00:14:46.000]  大衛就屈身
[00:14:46.000 --> 00:14:48.000]  臉伏於地下拜
[00:14:48.000 --> 00:14:52.000]  你明白嗎
[00:14:52.000 --> 00:14:54.000]  要想那個場面
[00:14:54.000 --> 00:14:56.000]  不是他慢慢想通了
[00:14:56.000 --> 00:14:58.000]  我應該怎麼做
[00:14:58.000 --> 00:15:00.000]  我相信這不是大衛出自他很理智
[00:15:00.000 --> 00:15:02.000]  很有層次地
[00:15:02.000 --> 00:15:04.000]  覺得這樣做
[00:15:04.000 --> 00:15:06.000]  剛好在洞裡
[00:15:06.000 --> 00:15:08.000]  不是很長的時間
[00:15:08.000 --> 00:15:10.000]  然後他走出來
[00:15:10.000 --> 00:15:12.000]  他馬上說
[00:15:12.000 --> 00:15:14.000]  我王我主
[00:15:14.000 --> 00:15:16.000]  他當素羅是他的王
[00:15:16.000 --> 00:15:18.000]  因為他是王
[00:15:18.000 --> 00:15:20.000]  你知道以色列也好
[00:15:20.000 --> 00:15:22.000]  古代裡的王和君臣
[00:15:22.000 --> 00:15:24.000]  位置很清楚
[00:15:24.000 --> 00:15:26.000]  他這樣叫
[00:15:26.000 --> 00:15:28.000]  其實很危險
[00:15:28.000 --> 00:15:30.000]  如果素羅不悔改
[00:15:30.000 --> 00:15:32.000]  你在這裡
[00:15:32.000 --> 00:15:34.000]  繼續殺
[00:15:34.000 --> 00:15:36.000]  我想他也要
[00:15:36.000 --> 00:15:38.000]  他不知道有沒有想過
[00:15:38.000 --> 00:15:40.000]  這個危險
[00:15:40.000 --> 00:15:42.000]  但他站出來很大聲
[00:15:42.000 --> 00:15:44.000]  我主我王
[00:15:44.000 --> 00:15:46.000]  然後素羅回頭
[00:15:46.000 --> 00:15:48.000]  他還要屈身下拜
[00:15:48.000 --> 00:15:50.000]  我想這個舉動不是一個常人
[00:15:50.000 --> 00:15:52.000]  靠他的理智分析
[00:15:52.000 --> 00:15:54.000]  可以做的
[00:15:54.000 --> 00:15:56.000]  他可能只能想到
[00:15:56.000 --> 00:15:58.000]  我信服你
[00:15:58.000 --> 00:16:00.000]  因為我們一般人
[00:16:00.000 --> 00:16:02.000]  很難對一個這樣屈我
[00:16:02.000 --> 00:16:04.000]  這樣殺我的人
[00:16:04.000 --> 00:16:06.000]  還跪下拜他
[00:16:06.000 --> 00:16:08.000]  好像違反了人的理性
[00:16:08.000 --> 00:16:10.000]  然後他開口說
[00:16:10.000 --> 00:16:12.000]  第一句是
[00:16:12.000 --> 00:16:14.000]  澄清誤會
[00:16:14.000 --> 00:16:16.000]  大衛對素羅說
[00:16:16.000 --> 00:16:18.000]  你為什麼聽信人的讒言
[00:16:18.000 --> 00:16:20.000]  說我想要殺你
[00:16:20.000 --> 00:16:22.000]  我們一般人會怎樣做
[00:16:22.000 --> 00:16:24.000]  給我機會
[00:16:24.000 --> 00:16:26.000]  講你
[00:16:26.000 --> 00:16:28.000]  我不講你
[00:16:28.000 --> 00:16:30.000]  真是對不起自己
[00:16:30.000 --> 00:16:32.000]  你為什麼經常追我
[00:16:32.000 --> 00:16:34.000]  你為什麼經常殺我
[00:16:34.000 --> 00:16:36.000]  我對不起你
[00:16:36.000 --> 00:16:38.000]  我們都會這樣說
[00:16:38.000 --> 00:16:40.000]  夫婦吵架都會這樣
[00:16:40.000 --> 00:16:42.000]  但他不是這樣說
[00:16:42.000 --> 00:16:44.000]  他先澄清一些誤會
[00:16:44.000 --> 00:16:46.000]  是不是一些誤會
[00:16:46.000 --> 00:16:48.000]  是不是你聽信了別人的閒話
[00:16:48.000 --> 00:16:50.000]  你這樣講我
[00:16:50.000 --> 00:16:52.000]  你這樣看我
[00:16:52.000 --> 00:16:54.000]  這樣想殺我
[00:16:54.000 --> 00:16:56.000]  澄清誤會很重要
[00:16:56.000 --> 00:16:58.000]  因為人與人之間的衝突
[00:16:58.000 --> 00:17:00.000]  很多時候是一些誤會
[00:17:00.000 --> 00:17:02.000]  或者言者無心聽者有意
[00:17:02.000 --> 00:17:04.000]  他一向都是這樣做
