
[00:00:00.000 --> 00:00:02.960]  各位內賓 主禮弟 兄姊妹 平安
[00:07:15.420 --> 00:07:17.340]  你們到了約旦河的河邊
[00:07:17.340 --> 00:07:20.780]  要站在河那裡
[00:07:20.780 --> 00:07:23.640]  在中間那裡站在那裡
[00:07:23.640 --> 00:07:27.340]  於是約書亞對以色列人說
[00:07:27.340 --> 00:07:28.860]  你跟著去走
[00:07:28.860 --> 00:07:32.340]  這個我們的耶和華神會帶著約跪
[00:07:32.340 --> 00:07:35.900]  在你前面帶領你們
[00:07:35.900 --> 00:07:39.860]  你們知道 所以你們知道中間有神
[00:07:39.860 --> 00:07:42.820]  會帶領你們走 去到約旦河
[00:07:42.820 --> 00:07:50.340]  趕出那幫加南人 黑人 希美人
[00:07:50.340 --> 00:07:53.800]  比利西人 加拿大人 阿摩尼亞人
[00:07:53.800 --> 00:07:58.100]  耶布斯人 都會一一被趕去
[00:07:58.100 --> 00:08:02.700]  你們要跟著去走 耶和華神走
[00:08:02.700 --> 00:08:04.560]  這條的路
[00:08:04.560 --> 00:08:09.660]  他們來到河邊的時候
[00:08:09.660 --> 00:08:15.060]  當然祭司抬著約跪 肩膀這樣走
[00:08:15.060 --> 00:08:18.220]  看到神的帶領你們到河邊
[00:08:18.220 --> 00:08:20.740]  他們看到河的時候
[00:08:20.740 --> 00:08:24.200]  那時候是春天的時候
[00:08:24.200 --> 00:08:27.340]  收割的時候 水漲
[00:08:27.340 --> 00:08:30.660]  河水就從黑門山
[00:08:30.660 --> 00:08:33.340]  黑門山在北邊 經過加利利海
[00:08:33.340 --> 00:08:37.020]  一路下去 向南走
[00:08:37.020 --> 00:08:40.080]  高地下去 去到這條約旦河
[00:08:40.080 --> 00:08:43.160]  去到約旦河 他們過河的地方
[00:08:43.160 --> 00:08:45.880]  河水已經是非常洶湧的了
[00:08:45.880 --> 00:08:48.260]  不是一條小溪那麼簡單
[00:08:48.260 --> 00:08:50.140]  他們浸過兩岸
[00:08:50.140 --> 00:08:52.840]  他們看到這個情況
[00:08:52.840 --> 00:08:55.300]  是水漲的時候
[00:08:55.300 --> 00:09:00.120]  這條河更加難過 怎麼可以過這條河
[00:09:00.120 --> 00:09:06.280]  但是當祭司抬著約跪 踏到約旦河的時候
[00:09:06.280 --> 00:09:09.100]  河水就斷絕了
[00:09:09.100 --> 00:09:12.100]  在十八里以外的亞當城
[00:09:12.100 --> 00:09:14.500]  那裡的水就停住了
[00:09:14.500 --> 00:09:17.400]  他們有一個安全的河床
[00:09:17.400 --> 00:09:19.260]  地就乾起來了
[00:09:19.260 --> 00:09:22.780]  水在那邊 踏著踏著 頂著頂著
[00:09:22.780 --> 00:09:25.700]  好像有一個無形的堤壩那樣
[00:09:25.700 --> 00:09:30.500]  那些水就踏著踏著 頂著頂著 被截住了
[00:09:30.500 --> 00:09:34.200]  水就全然斷絕斷了
[00:09:34.200 --> 00:09:35.460]  他們看到真是神
[00:09:35.460 --> 00:09:39.500]  原來是一個能夠制服大自然能力的神
[00:09:39.500 --> 00:09:42.700]  真是很大能的神
[00:09:42.700 --> 00:09:45.000]  就算環境有多大的阻力
[00:09:45.000 --> 00:09:47.620]  看到這條河有多麼難過
[00:09:47.620 --> 00:09:50.660]  多麼難走過的時候
[00:09:50.660 --> 00:09:56.640]  這條河 水完全停了 斷斷了起地
[00:09:56.640 --> 00:10:01.860]  祭司就抬著這個約跪來到河的中間
[00:10:01.860 --> 00:10:05.080]  那條河乾了 站著在那裡
[00:10:05.080 --> 00:10:09.660]  那些百姓就在後面一個一個經過那個祭司
[00:10:09.660 --> 00:10:13.020]  就走到約旦河的對面
[00:10:13.020 --> 00:10:15.740]  這個就是祂的命令
[00:10:15.740 --> 00:10:21.340]  教他們一道這樣跟著走
[00:10:21.340 --> 00:10:24.540]  我們看到第四章第一節的時候
[00:10:24.540 --> 00:10:31.060]  當這些以色列民一個一個過了約旦河的時候
[00:10:31.060 --> 00:10:33.400]  耶和華就對約斯亞說
[00:10:33.400 --> 00:10:38.420]  你們從這個人民當中十二支派裡面
[00:10:38.420 --> 00:10:43.220]  每個支派找一個人 他們做什麼?
[00:10:43.220 --> 00:10:46.780]  吩咐他們 耶和華這樣跟約斯亞說 吩咐他們
[00:10:46.780 --> 00:10:51.020]  在這裡河裡面 祭司站立的地方
[00:10:51.020 --> 00:10:55.300]  拿一塊的石頭 每人拿一塊的石頭
[00:10:55.300 --> 00:11:00.020]  放在肩膀上 放在肩膀上去拿石頭
[00:11:00.020 --> 00:11:04.020]  然後放在他今晚會住宿的地方
[00:11:04.020 --> 00:11:06.640]  這塊石頭有什麼意思在這裡?
[00:11:06.640 --> 00:11:10.740]  因為可以作為一個證據 一個標記
[00:11:10.740 --> 00:11:16.820]  日後你們的子孫就會好奇問
[00:11:16.820 --> 00:11:18.820]  這塊石頭代表什麼?
[00:11:18.820 --> 00:11:20.380]  你們就這樣跟祂說
[00:11:20.380 --> 00:11:22.940]  耶和華就吩咐約斯亞
[00:11:22.940 --> 00:11:26.480]  叫約斯亞跟他們的子孫這樣說
[00:11:26.480 --> 00:11:37.740]  這個能夠寫到能夠記起耶和華神
[00:11:37.740 --> 00:11:42.140]  當耶和華神的約季來到河的時候
[00:11:42.140 --> 00:11:46.300]  耶和華神就令到這條河的水斷絕了
[00:11:46.300 --> 00:11:50.680]  所以我們可以紀念到他們藉著這個約季
[00:11:50.680 --> 00:11:53.720]  是能夠過到這個約旦河
[00:11:53.720 --> 00:11:57.980]  這條澎湃洶湧的河
[00:11:57.980 --> 00:12:04.140]  當時是春節 河漲水是澎湃洶湧的河
[00:12:04.140 --> 00:12:06.460]  是為了紀念這件事情
[00:12:06.460 --> 00:12:11.880]  約斯亞另外還在河中間
[00:12:11.880 --> 00:12:16.740]  祭司在這個乾了的河裡站在中間
[00:12:16.740 --> 00:12:19.340]  在那裡還疊了12塊石頭
[00:12:19.340 --> 00:12:21.340]  才離開這個地方
[00:12:21.340 --> 00:12:26.740]  台約季的祭司聽到他的吩咐
[00:12:26.740 --> 00:12:29.560]  看到這些所吩咐百姓做的事情
[00:12:29.560 --> 00:12:31.900]  一一的辦妥之後
[00:12:31.900 --> 00:12:38.460]  那祭司就在他們的後面過了這條約旦河
[00:12:38.460 --> 00:12:41.840]  祭司是帶領他們進入約旦河
[00:12:41.840 --> 00:12:46.000]  當祭司見到人民過了約旦河
[00:12:46.000 --> 00:12:49.000]  就在後面繼續去保護他們
[00:12:49.000 --> 00:12:54.420]  去完成這個約旦河的這個過程
[00:12:54.420 --> 00:12:56.500]  我們真的見到神了 很奇妙
[00:12:56.500 --> 00:13:00.180]  神是住在我們中間 在我們當中 帶領我們
[00:13:00.180 --> 00:13:04.660]  又在我們前面 為我們開路
[00:13:04.660 --> 00:13:07.420]  又在我們後面來保護我們
[00:13:07.420 --> 00:13:10.480]  所以祂真的在那裡環繞著我們
[00:13:10.480 --> 00:13:13.160]  與我們同在
[00:13:13.160 --> 00:13:14.900]  所以在節那裡提到
[00:13:14.900 --> 00:13:17.900]  百姓過了河之後
[00:13:17.900 --> 00:13:22.720]  祭司就在前面 跟著在後面過
[00:13:22.720 --> 00:13:24.680]  跟著回到前面
[00:13:24.680 --> 00:13:28.580]  約斯亞真的擺那12塊石頭擺在河中
[00:13:28.580 --> 00:13:31.860]  正如耶和華吩咐一樣
[00:13:31.860 --> 00:13:36.100]  那時候是正月初十
[00:13:36.100 --> 00:13:39.040]  百姓從約旦河上來了
[00:13:39.040 --> 00:13:41.640]  就來到吉甲這個地方
[00:13:41.640 --> 00:13:47.420]  就在尼耶尼哥城 就是很近了
[00:13:47.420 --> 00:13:50.900]  他們從約旦河去了這個12塊的石頭
[00:13:50.900 --> 00:13:54.260]  就擺在那裡住宿的地方
[00:13:54.260 --> 00:13:56.760]  就是耶和華所指示的
[00:13:56.760 --> 00:14:00.720]  你們在哪裡安營的時候
[00:14:00.720 --> 00:14:03.380]  睡覺的時候 就在那裡擺下石頭
[00:14:03.380 --> 00:14:08.000]  堆了這12塊石頭 作為一個標記
[00:14:08.000 --> 00:14:09.500]  就對以色列人說
[00:14:09.500 --> 00:14:12.200]  你們日後 你們的子孫問起
[00:14:12.200 --> 00:14:13.680]  問我們的時候
[00:14:13.680 --> 00:14:15.660]  這塊石頭啊 爸爸
[00:14:15.660 --> 00:14:18.220]  究竟這塊石頭是有什麼意思啊?
[00:14:18.220 --> 00:14:20.260]  你們就要這樣跟他說
[00:14:20.260 --> 00:14:24.060]  說以色列人曾經走過這條
[00:14:24.060 --> 00:14:26.020]  走過 渡過這個約旦河
[00:14:26.020 --> 00:14:27.640]  腳都不濕的啊 真是
[00:14:27.640 --> 00:14:31.180]  因為耶和華神將這條河截住了
[00:14:31.180 --> 00:14:33.860]  他們走過河床的時候 不用濕腳的
[00:14:33.860 --> 00:14:35.480]  是走過這個乾地
[00:14:35.480 --> 00:14:38.700]  這樣走過 渡過這條約旦河
[00:14:38.700 --> 00:14:44.360]  因為是耶和華神洗到這條河水乾了
[00:14:44.360 --> 00:14:45.960]  這條河乾了
[00:14:45.960 --> 00:14:50.140]  所以你們就好像想起
[00:14:50.140 --> 00:14:53.860]  經歷到他們上一代所經歷的
[00:14:53.860 --> 00:14:56.420]  走過紅海的樣子
[00:14:56.420 --> 00:14:59.620]  這幫第二代的以色列民民
[00:14:59.620 --> 00:15:03.000]  當他們的爸爸媽媽走過紅海的時候
[00:15:03.000 --> 00:15:04.680]  他們還沒有出生
[00:15:04.680 --> 00:15:09.920]  因為經文提到這幫第二代
[00:15:09.920 --> 00:15:13.120]  第一代那些是40歲
[00:15:13.120 --> 00:15:15.440]  40年前過了約旦河的時候
[00:15:15.440 --> 00:15:18.560]  這幫第一代全都死去
[00:15:18.560 --> 00:15:25.520]  只是20歲以上的都全都死去
[00:15:25.520 --> 00:15:28.940]  現在過約旦河的那些是第二代
[00:15:28.940 --> 00:15:30.480]  他們聽就聽過了
[00:15:30.480 --> 00:15:34.360]  說他們的爸爸媽媽過紅海
[00:15:34.360 --> 00:15:35.800]  神帶領他們過紅海
[00:15:35.800 --> 00:15:38.700]  他們現在這次親身經歷
[00:15:38.700 --> 00:15:42.240]  這個標記就告訴子孫
[00:15:42.240 --> 00:15:48.040]  這個第二代 在曠野出生的那一代
[00:15:48.040 --> 00:15:53.360]  都同樣經歷過耶和華這個大雷
[00:15:53.360 --> 00:15:57.740]  這個標記洗到地上的萬民
[00:15:57.740 --> 00:16:00.420]  其他的人 那些愛邦人
[00:16:00.420 --> 00:16:02.580]  所有的民族都知道
[00:16:02.580 --> 00:16:04.920]  耶和華用他的大雷的手
[00:16:04.920 --> 00:16:07.240]  將這個河水截住
[00:16:07.240 --> 00:16:09.360]  洗到他們這幫的以色列民民
[00:16:09.360 --> 00:16:12.500]  能夠走過這個乾地
[00:16:12.500 --> 00:16:19.540]  同一時間 又告訴這幫神的選民知道
[00:16:19.540 --> 00:16:22.360]  耶和華是要我們去敬畏耶和華
[00:16:22.360 --> 00:16:23.840]  永遠敬畏耶和華
[00:16:23.840 --> 00:16:27.600]  因為耶和華是跟他們同在
[00:16:27.600 --> 00:16:32.340]  帶他們走過這條眼前
[00:16:32.340 --> 00:16:38.560]  這個這麼難、沒可能渡過的處境
[00:16:38.560 --> 00:16:41.980]  所以它有兩個意思在當中
[00:16:41.980 --> 00:16:44.240]  對微信 微信靠耶和華的
[00:16:44.240 --> 00:16:47.980]  不認識耶和華的神 知道耶和華的大雷
[00:16:47.980 --> 00:16:53.000]  對他們的選民 同一時間又要告訴他們
[00:16:53.000 --> 00:16:57.880]  你們選民 耶和華的選民要永遠敬畏祂
[00:16:57.880 --> 00:17:03.060]  因為祂是祂的唯一的、獨一的真神
[00:17:03.060 --> 00:17:06.200]  我們來到第五章的時候
[00:17:06.200 --> 00:17:10.540]  當這幫當地迦南地裏面的諸王
[00:17:10.540 --> 00:17:16.820]  各個城邦的城裏面的王
[00:17:16.820 --> 00:17:20.140]  見到這個情況 這個奇蹟之後
[00:17:20.140 --> 00:17:23.220]  以前就聽過了 聽過 他們都聽過
[00:17:23.220 --> 00:17:25.340]  就算耶利哥城 他們都聽過
[00:17:25.340 --> 00:17:29.380]  拉合妓女都聽過他們過紅海的故事
[00:17:29.380 --> 00:17:32.980]  聽就聽過了 但是現在他們親眼
[00:17:32.980 --> 00:17:35.440]  現在經歷到 見到他們真的
[00:17:35.440 --> 00:17:38.020]  明明他們在約旦河的東邊
[00:17:38.020 --> 00:17:41.820]  突然間那麼容易地去 帶著神的帶領
[00:17:41.820 --> 00:17:43.180]  就過了約旦河
[00:17:43.180 --> 00:17:45.540]  所以這幫迦南地裏面的諸王
[00:17:45.540 --> 00:17:50.460]  這幫的王 城裏面這幫城的王
[00:17:50.460 --> 00:17:54.420]  就聽到這個消息 見到這個情況發生了
[00:17:54.420 --> 00:17:59.880]  他們的勇氣 他們的心就沒有勇氣了
[00:17:59.880 --> 00:18:02.720]  怎樣去打、怎樣去應付呢?
[00:18:02.720 --> 00:18:06.180]  他們膽氣就沒有了 就開始怯了
[00:18:06.180 --> 00:18:12.900]  開始覺得這個是很不同的
[00:18:12.900 --> 00:18:16.660]  真是神與他們同在 見到就膽怯起來了
[00:18:16.660 --> 00:18:20.940]  這幫的諸王 這個時候
[00:18:20.940 --> 00:18:24.060]  耶和華就吩咐再次命令約書亞
[00:18:24.060 --> 00:18:27.780]  你真的要做一把火石刀
[00:18:27.780 --> 00:18:29.460]  這把火石刀要做什麼?
[00:18:29.460 --> 00:18:33.340]  是再次和以色列人行割禮
[00:18:33.340 --> 00:18:37.860]  於是約書亞就照做 又聽命令照做
[00:18:37.860 --> 00:18:44.860]  在這個除皮山上 和這幫的以色列人行割禮
[00:18:44.860 --> 00:18:47.660]  為什麼要行這個割禮呢?
[00:18:47.660 --> 00:18:53.700]  因為出埃及那一代的以色列民
[00:18:53.700 --> 00:18:54.980]  他們自己就行割禮
[00:18:54.980 --> 00:19:02.260]  但是出來之後 在路上所生的民眾
[00:19:02.260 --> 00:19:04.700]  都沒有受過割禮的
[00:19:04.700 --> 00:19:12.580]  這個割禮的標誌在《創世紀》也有提到
[00:19:12.580 --> 00:19:14.660]  他們要行割禮
[00:19:14.660 --> 00:19:18.020]  這個是神與他們納約的記號
[00:19:18.020 --> 00:19:24.940]  這個是帶到他們流瀨餘物之地
[00:19:24.940 --> 00:19:28.860]  但是上一代行了割禮
[00:19:28.860 --> 00:19:33.060]  但是他們不聽從神的說話
[00:19:33.060 --> 00:19:36.220]  他們出了埃及的時候
[00:19:36.220 --> 00:19:43.300]  他一次又一次的違反、叛逆、不信從神
[00:19:43.300 --> 00:19:46.980]  我們在《摩世五經》都看到他們多麼的叛逆
[00:19:46.980 --> 00:19:48.500]  多麼的不信從神
[00:19:48.500 --> 00:19:51.380]  都可以一天看到很多的故事
[00:19:51.380 --> 00:19:55.380]  所以他們不能夠進入迦南地
[00:19:55.380 --> 00:20:03.500]  這班現在進迦南地的20歲以上的
[00:20:03.500 --> 00:20:08.420]  全部都是在路上所生的
[00:20:08.420 --> 00:20:13.620]  他們這班的以色列民是沒有受過割禮的
[00:20:13.620 --> 00:20:24.100]  受的這個儀式再次的給他們確認
[00:20:24.100 --> 00:20:28.060]  說我們要神與他們納約
[00:20:28.060 --> 00:20:31.780]  進到他們流瀨餘物之地
[00:20:31.780 --> 00:20:37.060]  成就這個給他們親眼成就這個
[00:20:37.060 --> 00:20:39.340]  然後說與他們先祖起誓
[00:20:39.340 --> 00:20:42.260]  應許賜給他們流瀨餘物之地
[00:20:42.260 --> 00:20:44.580]  舊的那班就見不到了
[00:20:44.580 --> 00:20:47.580]  這班路上出世的就見到了
[00:20:47.580 --> 00:20:49.060]  他們行了這個割禮
[00:20:49.060 --> 00:20:56.540]  神才帶他們進宮取耶利哥城
[00:20:56.540 --> 00:21:01.940]  你們的子孫就是接待這班第二代的
[00:21:01.940 --> 00:21:06.660]  就行割禮 照著去做
[00:21:06.660 --> 00:21:10.940]  當這班國民照著去做完成的時候
[00:21:10.940 --> 00:21:16.060]  這個時機很奇妙
[00:21:16.060 --> 00:21:18.380]  明明就看著耶利哥城
[00:21:18.380 --> 00:21:23.500]  兩個城市一夾和耶利哥城是很近的
[00:21:23.500 --> 00:21:26.540]  幾里路 近到這個地方
[00:21:26.540 --> 00:21:31.580]  如果這班耶利哥城的人出來進宮去
[00:21:31.580 --> 00:21:34.020]  他們就全部都失望了
[00:21:34.020 --> 00:21:40.780]  因為所有的藍丁的士兵都行這個割禮
[00:21:40.780 --> 00:21:44.460]  行完這個割禮簡直是完全不能夠作戰的
[00:21:44.460 --> 00:21:47.100]  所以這個真是很大的信心
[00:21:47.100 --> 00:21:49.780]  過河也是很大的信心
[00:21:49.780 --> 00:21:53.180]  來到這裡也是對神的一個很大的信心
[00:21:53.180 --> 00:21:57.260]  處於這個所謂英文是compromise的situation
[00:21:57.260 --> 00:22:02.540]  就是被很危險的情況之下
[00:22:02.540 --> 00:22:04.780]  很容易受到傷害的情況之下
[00:22:04.780 --> 00:22:07.060]  仍然這樣去行這個割禮
[00:22:07.060 --> 00:22:08.460]  這個是神的命令
[00:22:08.460 --> 00:22:11.860]  這個是神的英許的標誌
[00:22:11.860 --> 00:22:15.860]  他們做了這個割禮 才代表了什麼?
[00:22:15.860 --> 00:22:19.580]  因為代表了一個很大的象徵在當中
[00:22:19.580 --> 00:22:22.420]  將這個羞辱 從前的羞辱
[00:22:22.420 --> 00:22:27.700]  這班以色列民叛逆的羞辱
[00:22:27.700 --> 00:22:30.460]  神帶了這班以色列人從埃及出來
[00:22:30.460 --> 00:22:35.380]  他們多麼叛逆 多麼違反神的命令
[00:22:35.380 --> 00:22:39.180]  但是今天他們行了這個割禮的時候
[00:22:39.180 --> 00:22:43.500]  就將這個羞辱揭去另一頁 新的一頁
[00:22:43.500 --> 00:22:50.460]  就擺在另一個階段
[00:22:50.460 --> 00:22:54.020]  這個就將舊的羞辱滾去了
[00:22:54.020 --> 00:22:55.780]  他們能夠進加拿大
[00:22:55.780 --> 00:22:59.340]  不是因為這班以色列人 是一班疑人
[00:22:59.340 --> 00:23:02.300]  他們不是的 他們是神的選民
[00:23:02.300 --> 00:23:05.580]  他跟他們應許 現在再次跟他們納弱
[00:23:05.580 --> 00:23:09.540]  說這班選民你們要自潔
[00:23:09.540 --> 00:23:12.820]  你們要跟從祂的話
[00:23:12.820 --> 00:23:15.140]  他們真是一一的跟從
