
[00:00:00.000 --> 00:00:03.640]  很久沒有見到有實體的會眾在我面前
[00:06:56.720 --> 00:07:00.280]  保羅都很強調打美好的仗
[00:07:00.280 --> 00:07:04.600]  要發揮 因為這不是一個簡單的世代
[00:07:04.600 --> 00:07:06.320]  為什麼要這麼艱難
[00:07:06.320 --> 00:07:07.440]  因為什麼呢
[00:07:07.440 --> 00:07:10.400]  其實第二節開頭有個「因為」這個字
[00:07:10.400 --> 00:07:11.280]  因為什麼呢
[00:07:11.280 --> 00:07:14.400]  到第二到第五節 我想大家一起讀一讀
[00:07:14.400 --> 00:07:17.160]  第二到第五節 我們一起讀一讀
[00:07:17.160 --> 00:07:20.560]  那時人會尊愛自己
[00:07:20.560 --> 00:07:22.400]  貪愛錢財
[00:07:22.400 --> 00:07:27.320]  自誇 狂傲 毀謗 違背父母
[00:07:27.320 --> 00:07:30.480]  忘恩負義 心不勝義
[00:07:30.480 --> 00:07:34.160]  沒有親情 抗拒和解
[00:07:34.160 --> 00:07:37.480]  忠誠 貪不自在
[00:07:37.480 --> 00:07:40.840]  性情 凶暴 不愛良善
[00:07:40.840 --> 00:07:44.400]  賣主賣友 任意妄為
[00:07:44.400 --> 00:07:49.040]  自高自大 愛好厭惡 不愛神
[00:07:49.040 --> 00:07:54.200]  有驚險的外貌 卻背起了驚險的實質
[00:07:54.200 --> 00:07:58.720]  這等人 你要避開
[00:07:58.720 --> 00:08:02.440]  一連串的詞語
[00:08:02.440 --> 00:08:05.200]  這等人是什麼人 很多很多
[00:08:05.200 --> 00:08:06.600]  一次過講了
[00:08:06.600 --> 00:08:10.960]  在末世信徒群體裏面出現了十幾種的表現
[00:08:10.960 --> 00:08:13.160]  看清楚 其實最重要的是什麼呢
[00:08:13.160 --> 00:08:18.600]  講來講去都是愛什麼 不愛什麼的問題
[00:08:18.600 --> 00:08:23.000]  愛自己 愛錢財
[00:08:23.000 --> 00:08:26.280]  愛什麼 賢樂
[00:08:26.280 --> 00:08:31.360]  不愛什麼 不愛良善 不愛神
[00:08:31.360 --> 00:08:35.400]  講來講去都是愛的問題
[00:08:35.400 --> 00:08:38.960]  其實一個人所愛的是什麼呢
[00:08:38.960 --> 00:08:43.720]  就是他心所嚮往的東西
[00:08:43.720 --> 00:08:45.720]  他心所嚮往的東西
[00:08:45.720 --> 00:08:49.960]  就是決定他人生的方向所追求的對象
[00:08:49.960 --> 00:08:51.960]  所以《真言書》不是提醒我們
[00:08:51.960 --> 00:08:55.000]  要保守己心才能保守一切
[00:08:55.000 --> 00:08:58.320]  因為一生的果然是由心發出
[00:08:58.320 --> 00:09:00.840]  其實就是講人的心
[00:09:00.840 --> 00:09:04.240]  只是向自己而不向上帝
[00:09:04.240 --> 00:09:06.840]  這個是最大的問題
[00:09:06.840 --> 00:09:09.440]  如果你試試將這一大堆的東西
[00:09:09.440 --> 00:09:12.080]  將它分為歸納的時候
[00:09:12.080 --> 00:09:13.280]  你會找到
[00:09:13.280 --> 00:09:14.160]  原來是分開
[00:09:14.160 --> 00:09:17.040]  原來其實是講對自己 對神 對人
[00:09:17.040 --> 00:09:19.280]  這幾方面都出問題
[00:09:19.280 --> 00:09:23.600]  即是說人的各方面都出問題
[00:09:23.600 --> 00:09:26.080]  無論對自己 無論對人 對神
[00:09:26.080 --> 00:09:27.760]  我不打算逐樣跟大家講
[00:09:27.760 --> 00:09:29.960]  其實有些都很清楚的
[00:09:29.960 --> 00:09:32.640]  我只是想跟大家看看一些
[00:09:32.640 --> 00:09:34.480]  特別要留意的地方
[00:09:34.480 --> 00:09:37.200]  什麼叫做「好說蠶言」
[00:09:37.200 --> 00:09:40.600]  對人那裡好說蠶言
[00:09:40.600 --> 00:09:43.320]  其實不是講一些
[00:09:43.320 --> 00:09:45.800]  喜歡聽盡花邊的東西
[00:09:45.800 --> 00:09:47.160]  講是講非這麼簡單
[00:09:47.160 --> 00:09:49.920]  是講造謠
[00:09:49.920 --> 00:09:51.480]  這個字在原文是什麼呢
[00:09:51.480 --> 00:09:53.000]  Diabolos
[00:09:53.000 --> 00:09:55.080]  這個字是解魔鬼
[00:09:55.080 --> 00:09:58.400]  在提摩太后書第二章二十六節
[00:09:58.400 --> 00:10:03.120]  製造魔鬼這個字
[00:10:03.120 --> 00:10:05.160]  什麼叫偽旁
[00:10:05.160 --> 00:10:08.000]  偽旁 原文是什麼呢
[00:10:08.000 --> 00:10:10.280]  Rasphamos 這個字是什麼意思
[00:10:10.280 --> 00:10:13.040]  褻瀆
[00:10:13.040 --> 00:10:16.320]  其實這個字跟英文都很相似
[00:10:16.320 --> 00:10:18.200]  他們是什麼
[00:10:18.200 --> 00:10:20.200]  看不起上帝
[00:10:20.200 --> 00:10:22.440]  專登是要得罪上帝
[00:10:22.440 --> 00:10:25.360]  是不是沒有心之失 不是
[00:10:25.360 --> 00:10:29.640]  他們是故意去衝撞上帝
[00:10:29.640 --> 00:10:33.040]  接著心不聖潔 不愛良善
[00:10:33.040 --> 00:10:35.240]  其實都是很客氣的
[00:10:35.240 --> 00:10:39.120]  我們也不愛良善
[00:10:39.120 --> 00:10:43.640]  良善是神祂自己
[00:10:43.640 --> 00:10:46.440]  耶穌說你為什麼稱我為良善
[00:10:46.440 --> 00:10:50.200]  除了神之外沒有愛良善
[00:10:50.200 --> 00:10:54.040]  其實意思是hate what is good
[00:10:54.040 --> 00:10:57.800]  只是憎恨仇視良善
[00:10:57.800 --> 00:11:00.160]  是與神為敵的意思
[00:11:00.160 --> 00:11:03.960]  其實是很嚴重的
[00:11:03.960 --> 00:11:05.880]  所以在末世的時候
[00:11:05.880 --> 00:11:07.480]  有這樣的現象
[00:11:07.480 --> 00:11:08.960]  人是什麼呢
[00:11:08.960 --> 00:11:10.800]  最大的問題
[00:11:10.800 --> 00:11:13.800]  問題的基本核心是
[00:11:13.800 --> 00:11:16.800]  專愛自己不愛神
[00:11:16.800 --> 00:11:20.440]  其實不只是末世
[00:11:20.440 --> 00:11:24.760]  從人類始祖開始已經是這樣
[00:11:24.760 --> 00:11:28.280]  你記不記得在伊甸園的時候
[00:11:28.280 --> 00:11:29.680]  人都是體貼自己
[00:11:29.680 --> 00:11:33.000]  愛自己不愛上帝的說話
[00:11:33.000 --> 00:11:33.520]  是不是
[00:11:33.520 --> 00:11:34.560]  看到一棵樹
[00:11:34.560 --> 00:11:37.040]  上帝叫他分別吃那棵樹不好吃
[00:11:37.040 --> 00:11:41.400]  他不是好作食物
[00:11:41.400 --> 00:11:43.120]  是否食肉來的
[00:11:43.120 --> 00:11:44.320]  人的私肉
[00:11:44.320 --> 00:11:46.280]  然後人的眼目
[00:11:46.280 --> 00:11:48.760]  令人喜愛使人有智慧
[00:11:48.760 --> 00:11:53.000]  全部都是以人做一個中心
[00:11:53.000 --> 00:11:55.720]  其實日光之下沒有新事
[00:11:55.720 --> 00:11:57.160]  古往今來
[00:11:57.160 --> 00:11:59.120]  專愛自己都是一樣
[00:11:59.120 --> 00:12:00.640]  是極度自我中心
[00:12:00.640 --> 00:12:04.800]  人只是相信自己的角度看的東西
[00:12:04.800 --> 00:12:06.400]  只相信自己的判斷
[00:12:06.400 --> 00:12:09.560]  是不尊重上帝的說話和吩咐
[00:12:09.560 --> 00:12:13.440]  這就是人背叛上帝的貞潔所在
[00:12:13.440 --> 00:12:16.200]  來到這個末後的世代
[00:12:16.200 --> 00:12:20.360]  這種情況是變本加厲
[00:12:20.360 --> 00:12:21.560]  為了敬虔的外貌
[00:12:21.560 --> 00:12:25.920]  卻背棄了敬虔的實質是什麼意思
[00:12:25.920 --> 00:12:29.160]  其實背棄更加嚴重
[00:12:29.160 --> 00:12:31.920]  只是拒絕
[00:12:31.920 --> 00:12:36.280]  是有意識地去拒絕依靠上帝
[00:12:36.280 --> 00:12:38.640]  是拒絕
[00:12:38.640 --> 00:12:40.600]  那什麼是敬虔的實質呢
[00:12:40.600 --> 00:12:44.360]  就是指改變生命
[00:12:44.360 --> 00:12:45.840]  實踐信仰
[00:12:45.840 --> 00:12:49.920]  令你能夠達到敬虔的能力
[00:12:49.920 --> 00:12:52.680]  而這種能力是從上帝而來的
[00:12:52.680 --> 00:12:57.560]  就是說這群人是做足表面的宗教功夫
[00:12:57.560 --> 00:12:58.960]  很敬虔
[00:12:58.960 --> 00:13:04.680]  但原來是有意識地去拒絕依靠上帝
[00:13:04.680 --> 00:13:10.360]  去不願意給上帝敬虔的能力
[00:13:10.360 --> 00:13:14.680]  去更新改變生命
[00:13:14.680 --> 00:13:17.600]  這個就是末世裏面
[00:13:17.600 --> 00:13:22.560]  在信徒群體裏面所見的情況
[00:13:22.560 --> 00:13:25.960]  其實宗教上的虛偽
[00:13:25.960 --> 00:13:27.760]  在舊弱到新弱
[00:13:27.760 --> 00:13:30.360]  都是神所厭惡的
[00:13:30.360 --> 00:13:34.760]  教育的先知 以前大家讀過《阿摩斯書》
[00:13:34.760 --> 00:13:37.960]  上帝給他看了異象 審判
[00:13:37.960 --> 00:13:41.160]  到耶穌道成肉身來到這個世界
[00:13:41.160 --> 00:13:46.000]  更加是當面斥責那些假冒為善的人
[00:13:46.000 --> 00:13:51.520]  所以這是我們一個很大的警惕
[00:13:51.520 --> 00:13:54.000]  保羅說這些人要避開
[00:13:54.000 --> 00:13:56.040]  這些人是什麼人呢
[00:13:56.040 --> 00:13:58.280]  其實上面所講的同一類人就是
[00:13:58.280 --> 00:14:03.800]  專愛自己不愛神的人
[00:14:03.800 --> 00:14:08.080]  這些人其實是有吸引力的
[00:14:08.080 --> 00:14:09.600]  我們很容易跟隨他們
[00:14:09.600 --> 00:14:12.160]  敬虔的外表 道貌岸然
[00:14:12.160 --> 00:14:16.560]  很厲害 找他服侍做很多很多事
[00:14:16.560 --> 00:14:22.560]  還有他們這麼厲害 自己做什麼都可以
[00:14:22.560 --> 00:14:26.320]  避開的意思就是不要受他的影響
[00:14:26.320 --> 00:14:29.720]  這是一個騙局
[00:14:29.720 --> 00:14:33.640]  不要再重新定義敬虔
[00:14:33.640 --> 00:14:38.040]  只有在上帝裡面 以神為中心才是敬虔
[00:14:38.040 --> 00:14:41.000]  避開除了不受他的影響之外
[00:14:41.000 --> 00:14:50.040]  也不是跟他爭拗過 拼過 他會避開
[00:14:50.040 --> 00:14:58.240]  但提摩他亦不要以為避開就等於沒事
[00:14:58.240 --> 00:15:01.320]  以為何須不犯井水 劃清界線
[00:15:01.320 --> 00:15:03.760]  但保羅警告他什麼呢
[00:15:03.760 --> 00:15:06.640]  有艱難日子 為什麼
[00:15:06.640 --> 00:15:11.640]  因為這些人不是你主動避開就可以
[00:15:11.640 --> 00:15:14.320]  他會更加主動去搞破壞
[00:15:14.320 --> 00:15:17.600]  而且是很鬼祟
[00:15:17.600 --> 00:15:20.120]  下面第六節就是講這件事
[00:15:20.120 --> 00:15:23.440]  因為什麼 因為這個字原文
[00:15:23.440 --> 00:15:29.400]  他們會潛入人 有人潛入別人家裡
[00:15:29.400 --> 00:15:32.920]  他主動的作為來的 不是你避開就可以
[00:15:32.920 --> 00:15:37.600]  他們潛入人家裡 操縱無知的婦女
[00:15:37.600 --> 00:15:43.120]  這些婦女被罪惡壓制 被各樣的私慾引誘
[00:15:43.120 --> 00:15:47.200]  你說我是弟兄 以下的我不用聽
[00:15:47.200 --> 00:15:52.520]  是嗎 無知的婦女 你聽著
[00:15:52.520 --> 00:15:55.520]  什麼叫無知的婦女
[00:15:55.520 --> 00:16:00.320]  保羅是否仇視女性 大男人主義
[00:16:00.320 --> 00:16:03.960]  覺得女人無腦 是無知
[00:16:03.960 --> 00:16:07.840]  其實無知不是入世未深 不懂事
[00:16:07.840 --> 00:16:12.720]  是講對上帝的真理無知
[00:16:12.720 --> 00:16:16.360]  保羅是否專門針對女性
[00:16:16.360 --> 00:16:17.600]  其實保羅所見的是
[00:16:17.600 --> 00:16:20.680]  以弗所教會當中有些女性真的是這樣
[00:16:20.680 --> 00:16:22.320]  她不是無的放肆
[00:16:22.320 --> 00:16:24.280]  她是真真正正見到一些現象
[00:16:24.280 --> 00:16:27.240]  所以才叫提摩太太要小心
[00:16:27.240 --> 00:16:29.040]  所以這些現象不是老遠之後
[00:16:29.040 --> 00:16:32.680]  所謂末世的概念 將來將來很遠
[00:16:32.680 --> 00:16:35.640]  提摩太太當時是在面對的
[00:16:35.640 --> 00:16:39.120]  那些婦女是怎樣的 其實以前都講過的
[00:16:39.120 --> 00:16:41.440]  提摩太太前書第二章的時候
[00:16:41.440 --> 00:16:43.880]  你記不記得 保羅說我願意旅人
[00:16:43.880 --> 00:16:49.320]  要端莊衣飾 不要只顧外表
[00:16:49.320 --> 00:16:54.320]  這樣才能與你們自稱為敬畏神的女人相請
[00:16:54.320 --> 00:16:59.160]  即是說她們是自稱為敬畏神的人
[00:16:59.160 --> 00:17:02.840]  這班婦女 是弗所教會那班人
[00:17:02.840 --> 00:17:07.720]  還有他提醒女人要安靜學習 完全信服
[00:17:07.720 --> 00:17:11.000]  即是她們不是 否則都不用看她
[00:17:11.000 --> 00:17:15.600]  即是她們是一班什麼樣的人
[00:17:15.600 --> 00:17:19.200]  是自我為中心 是不是
[00:17:19.200 --> 00:17:22.040]  不肯信服上帝的教導
[00:17:22.040 --> 00:17:28.160]  不肯靜靜地虛心地跟隨 學習上帝說話
[00:17:28.160 --> 00:17:29.880]  她們的口味就是什麼呢
[00:17:29.880 --> 00:17:34.880]  喜歡聽一些很刺激 很新的東西
[00:17:34.880 --> 00:17:40.640]  真正講道理 坐在那裏聽到是橫貫的
[00:17:40.640 --> 00:17:45.320]  講起一些古靈精怪的事 說起二仔 今天也是
[00:17:45.320 --> 00:17:48.160]  有一天不信聖經 信達文西密碼
[00:17:48.160 --> 00:17:53.000]  原來耶穌結了婚 還有一個兒子
[00:17:53.000 --> 00:17:59.040]  這些事情覺得很好聽 其實很危險
[00:17:59.040 --> 00:18:03.360]  人是被他自己的私慾牽著他走
[00:18:03.360 --> 00:18:06.960]  去選擇自己喜歡聽的東西
[00:18:06.960 --> 00:18:09.640]  為什麼保羅要特別提這班婦女
[00:18:09.640 --> 00:18:12.720]  因為事實上出現了這些問題
[00:18:12.720 --> 00:18:15.880]  她們的問題不是在於她們喜歡裝扮
[00:18:15.880 --> 00:18:17.880]  而是她們自我中心不肯信服上帝
[00:18:17.880 --> 00:18:20.080]  不肯安靜地聽上帝的說話
[00:18:20.080 --> 00:18:25.320]  還自以為是敬畏神 這樣才取名
[00:18:25.320 --> 00:18:28.040]  所以保羅要特別提出這個問題
[00:18:28.040 --> 00:18:31.360]  為什麼她們覺得自己是敬畏神 很敬虔
[00:18:31.360 --> 00:18:33.000]  看下去就知道了
[00:18:33.000 --> 00:18:37.280]  因為她們覺得自己很勤力 常常學習
[00:18:37.280 --> 00:18:40.280]  但是保羅說 雖然常常學習
[00:18:40.280 --> 00:18:46.240]  但是怎樣 終究都沒有發達到明白真理的地步
[00:18:46.240 --> 00:18:49.520]  其實要明白真理
[00:18:49.520 --> 00:18:52.400]  不是看你是不是努力學習
[00:18:52.400 --> 00:18:57.680]  你說不是嗎 最關鍵是看你學些什麼
[00:18:57.680 --> 00:19:00.760]  是不是 我認識一些弟兄
[00:19:00.760 --> 00:19:05.720]  事如上網搜尋 他是很熱心宗教的
[00:19:05.720 --> 00:19:09.120]  也很熱心關注耶穌的新聞
[00:19:09.120 --> 00:19:13.120]  上網搜尋 很多古靈精怪的
[00:19:13.120 --> 00:19:15.800]  常常學習的
[00:19:15.800 --> 00:19:19.080]  於是就跟我爭辯
[00:19:19.080 --> 00:19:20.640]  他因為太有知識
[00:19:20.640 --> 00:19:25.960]  搜尋 耶穌原來在印度學過打坐
[00:19:25.960 --> 00:19:27.800]  天大發現
[00:19:27.800 --> 00:19:33.600]  這些東西常常學習又如何
[00:19:33.600 --> 00:19:36.320]  不要以為自己所學的是真理
[00:19:36.320 --> 00:19:43.520]  除聖經以外 沒有Bethesda所講的上帝的真理
[00:19:43.520 --> 00:19:49.520]  以為自己知道很多 你更加難去迴轉
[00:19:49.520 --> 00:19:52.520]  今天我們說我們不會這樣的
[00:19:52.520 --> 00:19:55.320]  我們有理性分辨的
[00:19:55.320 --> 00:20:01.720]  停一停 理性分辨會不會都是一個陷阱
[00:20:01.720 --> 00:20:04.520]  一切通不過我的判斷
[00:20:04.520 --> 00:20:09.200]  我就將它filter了 是不是
[00:20:09.200 --> 00:20:11.720]  理性是檢定一切的標準
[00:20:11.720 --> 00:20:15.720]  包括聖經都是我批判的對象
[00:20:15.720 --> 00:20:17.920]  那又如何
[00:20:17.920 --> 00:20:19.320]  如果有人信了耶穌
[00:20:19.320 --> 00:20:26.720]  生命沒有願意被上帝的靈更新變化
[00:20:26.720 --> 00:20:32.120]  所謂這種屬靈的敬虔的能力 敬虔特質
[00:20:32.120 --> 00:20:34.720]  仍然專愛自己不愛神
[00:20:34.720 --> 00:20:37.320]  以自我為中心的時候
[00:20:37.320 --> 00:20:39.320]  他在耶穌所學的
[00:20:39.320 --> 00:20:45.120]  無非都是自己口味的東西
[00:20:45.120 --> 00:20:46.320]  這樣的心態
[00:20:46.320 --> 00:20:48.120]  就算你常常學習
[00:20:48.120 --> 00:20:52.920]  讀了神學 跟了很多名師
[00:20:52.920 --> 00:21:01.520]  你更加牢固地在你自己一套的想法裏面
[00:21:01.520 --> 00:21:04.120]  其實在上帝的話語面前
[00:21:04.120 --> 00:21:06.520]  我們作為被造之物
[00:21:06.520 --> 00:21:10.920]  我們要的是謙卑 信服 安靜 學習
[00:21:10.920 --> 00:21:14.920]  而不是一邊聽 一邊做判官
[00:21:14.920 --> 00:21:18.320]  一邊看聖經 一邊用自己的尺去篩選
[00:21:18.320 --> 00:21:21.720]  哪些可信 哪些不可信
[00:21:21.720 --> 00:21:23.520]  特別在今天末世
[00:21:23.520 --> 00:21:26.320]  這個知識爆炸的年代
[00:21:26.320 --> 00:21:29.920]  這種情況會不會變本加厲
[00:21:29.920 --> 00:21:35.520]  真正的生命成長是甚麼
[00:21:35.520 --> 00:21:38.720]  是讓神用他敬虔的能力
[00:21:38.720 --> 00:21:41.920]  去引導我們得性的生活
[00:21:41.920 --> 00:21:43.920]  才不會落入第五節所講的
[00:21:43.920 --> 00:21:46.520]  那種可悲的處境
[00:21:46.520 --> 00:21:51.920]  本來眼見的就是一部份已忽悉教會的婦女
[00:21:51.920 --> 00:21:54.720]  自稱為敬虔 完全不明白真理
[00:21:54.720 --> 00:21:59.120]  喜歡聽假的 這是末世的情況
