
[00:00:00.000 --> 00:00:02.760]  今天跟大家分享的題目是
[00:01:25.160 --> 00:01:27.440]  我們說《讓福音》七個神蹟
[00:01:27.440 --> 00:01:31.600]  其實前面一至四個神蹟
[00:01:31.600 --> 00:01:33.200]  過去已經有四位牧師
[00:01:33.200 --> 00:01:34.440]  和大家分享過
[00:01:34.440 --> 00:01:35.880]  我就不累贅了
[00:01:35.880 --> 00:01:37.840]  但是不知道大家有沒有留意
[00:01:37.840 --> 00:01:39.240]  其實第一個神蹟
[00:01:39.240 --> 00:01:42.320]  當耶穌實行第一個神蹟之前
[00:01:42.320 --> 00:01:43.920]  他說了一句話
[00:01:43.920 --> 00:01:45.200]  當時的人不明白
[00:01:45.200 --> 00:01:46.520]  我們有時讀聖經的時候
[00:01:46.520 --> 00:01:47.320]  都要停一停
[00:01:47.320 --> 00:01:49.120]  專門解釋的
[00:01:49.120 --> 00:01:51.520]  耶穌說我的時候還沒到
[00:01:51.520 --> 00:01:53.800]  按道理如果我的時候還沒到
[00:01:53.800 --> 00:01:55.600]  應該就不施行神蹟
[00:01:55.600 --> 00:01:58.000]  但是神蹟繼續施行
[00:01:58.000 --> 00:02:00.720]  然後在第七個神蹟施行完之後
[00:02:00.720 --> 00:02:01.880]  耶穌自己說
[00:02:01.880 --> 00:02:04.560]  人子得榮耀的時候到了
[00:02:04.560 --> 00:02:06.480]  可見可想而知
[00:02:06.480 --> 00:02:07.600]  七個神蹟
[00:02:07.600 --> 00:02:11.320]  其實是約翰專登選來
[00:02:11.320 --> 00:02:12.120]  由神蹟
[00:02:12.120 --> 00:02:13.840]  由我的時候還沒到
[00:02:13.840 --> 00:02:15.440]  到我時候到了
[00:02:15.440 --> 00:02:18.720]  這個過程裡面的穿戒
[00:02:18.720 --> 00:02:19.880]  所以我們看看
[00:02:19.880 --> 00:02:22.480]  約翰寫 約翰書 約翰福音
[00:02:22.480 --> 00:02:24.160]  有什麼原因 有什麼目的
[00:02:24.160 --> 00:02:27.200]  他說耶穌在門徒面前另外行了許多神蹟
[00:02:27.200 --> 00:02:29.960]  沒有記載在這書上
[00:02:29.960 --> 00:02:31.600]  但記者這些事
[00:02:31.600 --> 00:02:33.040]  就是那七個神蹟
[00:02:33.040 --> 00:02:34.120]  有記載的
[00:02:34.120 --> 00:02:36.480]  是要叫你們信耶穌是基督
[00:02:36.480 --> 00:02:38.000]  是上帝的兒子
[00:02:38.000 --> 00:02:39.600]  並且叫你們信了祂
[00:02:39.600 --> 00:02:41.920]  可以因祂的名得生命
[00:02:41.920 --> 00:02:45.320]  所以約翰用神蹟
[00:02:45.320 --> 00:02:47.880]  他不是用神蹟歧視這個字
[00:02:47.880 --> 00:02:49.200]  他是用記號
[00:02:49.200 --> 00:02:52.240]  他用記號去表達描繪神蹟
[00:02:52.240 --> 00:02:54.360]  是希望讀者能夠看見
[00:02:54.360 --> 00:02:58.560]  能夠明白百姓和門徒經歷過神蹟之後
[00:02:58.560 --> 00:03:01.200]  信心如何長進
[00:03:01.200 --> 00:03:03.080]  達至生命的改變
[00:03:03.080 --> 00:03:06.240]  不單止他們熟練知識增加
[00:03:06.240 --> 00:03:07.680]  認識耶穌是誰
[00:03:07.680 --> 00:03:08.720]  更重要的是
[00:03:08.720 --> 00:03:10.320]  他們經歷神蹟之後
[00:03:10.320 --> 00:03:13.040]  他們願意和耶穌基督
[00:03:13.040 --> 00:03:15.000]  和彌賽亞建立關係
[00:03:15.000 --> 00:03:17.240]  衛生這份信靠
[00:03:17.240 --> 00:03:23.200]  領子媒這才是正式的讓福音裡面的意思
[00:03:23.200 --> 00:03:24.960]  所以如果我們這樣說
[00:03:24.960 --> 00:03:26.080]  我們需要看一下
[00:03:26.080 --> 00:03:29.960]  這個循序漸進的蛻變是怎樣蛻變的
[00:03:29.960 --> 00:03:30.880]  第一個神蹟
[00:03:30.880 --> 00:03:31.960]  變水為酒
[00:03:31.960 --> 00:03:33.480]  門徒信了
[00:03:33.480 --> 00:03:34.440]  門徒信了
[00:03:34.440 --> 00:03:37.600]  後來很多人都看見神蹟
[00:03:37.600 --> 00:03:39.160]  就信了
[00:03:39.160 --> 00:03:40.840]  但是奇妙的是
[00:03:40.840 --> 00:03:44.320]  耶穌卻不將自己交託他們
[00:03:44.320 --> 00:03:45.640]  這個交託的字
[00:03:45.640 --> 00:03:47.360]  就是信的意思
[00:03:47.360 --> 00:03:50.360]  可見這種從神蹟而來的信心
[00:03:50.360 --> 00:03:52.040]  不是耶穌所要的
[00:03:52.040 --> 00:03:55.120]  然後在醫治大神之子的時候
[00:03:55.120 --> 00:03:59.120]  當大神向耶穌求醫的時候
[00:03:59.120 --> 00:04:02.840]  大神單憑耶穌在加拿大說話
[00:04:02.840 --> 00:04:04.560]  就能夠跨越地域
[00:04:04.560 --> 00:04:07.120]  去到二十多公里以外
[00:04:07.120 --> 00:04:09.440]  一個加伯隆的地方
[00:04:09.440 --> 00:04:11.520]  能夠醫治他的兒子
[00:04:11.520 --> 00:04:13.160]  這種未見而信
[00:04:13.160 --> 00:04:14.920]  才是真正的信
[00:04:14.920 --> 00:04:16.200]  而這種真正的信
[00:04:16.200 --> 00:04:19.400]  後來在這段經歷裡面沒有寫
[00:04:19.400 --> 00:04:21.280]  約翰是流到最後
[00:04:21.280 --> 00:04:25.680]  耶穌對多瑪串了一句說話
[00:04:25.680 --> 00:04:27.720]  他說你見了信是有福的
[00:04:27.720 --> 00:04:30.880]  不過未見而信更加蒙福
[00:04:30.880 --> 00:04:34.800]  所以可見這種未見而信是更加重要
[00:04:34.800 --> 00:04:36.600]  然後我們再看
[00:04:36.600 --> 00:04:38.600]  醫治三十八年的坦子
[00:04:38.600 --> 00:04:41.200]  患者是得到神蹟的好處
[00:04:41.200 --> 00:04:42.880]  他醫治痊癒了
[00:04:42.880 --> 00:04:46.040]  不過耶穌卻刻意地勉勵他
[00:04:46.040 --> 00:04:47.560]  不要再犯罪
[00:04:47.560 --> 00:04:49.800]  你看的時候你真的不明白在說什麼
[00:04:49.800 --> 00:04:51.880]  但是其實對猶太人來說
[00:04:51.880 --> 00:04:55.080]  犯罪就是不信的表現
[00:04:55.080 --> 00:04:59.240]  可見被醫治並沒有為患者帶來信心
[00:04:59.240 --> 00:05:01.000]  所以後來你理解了
[00:05:01.000 --> 00:05:02.720]  為什麼他直接出賣耶穌
[00:05:02.720 --> 00:05:04.720]  因為他根本就不信
[00:05:04.720 --> 00:05:07.680]  然後我們說餵飽五千人
[00:05:07.680 --> 00:05:12.440]  其實並沒有使他們認識耶穌是尼塞亞
[00:05:12.440 --> 00:05:14.160]  真正的意義
[00:05:14.160 --> 00:05:16.680]  所以他們在神蹟過後
[00:05:16.680 --> 00:05:19.520]  他就企圖擁立耶穌為王
[00:05:19.520 --> 00:05:21.440]  滿足他們的吐福
[00:05:21.440 --> 00:05:22.640]  物質的需求
[00:05:22.640 --> 00:05:24.320]  心靈的期望
[00:05:24.320 --> 00:05:25.160]  丁子梅
[00:05:25.160 --> 00:05:26.840]  我們讓我們再一次知道
[00:05:26.840 --> 00:05:28.480]  約翰記載神蹟
[00:05:28.480 --> 00:05:29.680]  這個的記號
[00:05:29.680 --> 00:05:30.960]  這個的橋樑
[00:05:30.960 --> 00:05:33.280]  是讓我們看見
[00:05:33.280 --> 00:05:36.400]  百姓和門徒信心的成長
[00:05:36.400 --> 00:05:38.480]  同樣都是我們今天
[00:05:38.480 --> 00:05:40.760]  我們信心的成長
[00:05:40.760 --> 00:05:43.240]  所以我們今天說耶穌利海
[00:05:43.240 --> 00:05:44.080]  請你記住
[00:05:44.080 --> 00:05:47.240]  耶穌利海和餵飽五千人
[00:05:47.240 --> 00:05:49.840]  其實是緊緊相連的
[00:05:49.840 --> 00:05:51.040]  無論時間性
[00:05:51.040 --> 00:05:53.320]  或者是文字的結構性
[00:05:53.320 --> 00:05:55.600]  我說的當然是讓福音
[00:05:55.600 --> 00:05:57.280]  然後讓福音你看著
[00:05:57.280 --> 00:05:58.720]  主餵飽五千人
[00:05:58.720 --> 00:06:02.080]  對應的是主事生命的量
[00:06:02.080 --> 00:06:03.760]  當他在說門徒的反應
[00:06:03.760 --> 00:06:06.600]  就是今天耶穌利海
[00:06:06.600 --> 00:06:08.200]  是屬於門徒的反應
[00:06:08.200 --> 00:06:10.800]  但其實對應的是門徒的反應
[00:06:10.800 --> 00:06:13.240]  宣認和出賣
[00:06:13.240 --> 00:06:14.200]  你看看
[00:06:14.200 --> 00:06:15.920]  那裡是宣認和出賣
[00:06:15.920 --> 00:06:18.840]  所以今天其實都是另一種宣認
[00:06:18.840 --> 00:06:21.160]  另一種不明白
[00:06:21.160 --> 00:06:22.400]  所以耶穌利海
[00:06:22.400 --> 00:06:23.920]  是今天我們要思考的
[00:06:23.920 --> 00:06:25.520]  中間夾著的
[00:06:25.520 --> 00:06:27.160]  你知道這樣夾著中間
[00:06:27.160 --> 00:06:29.040]  那個餡一定是最重要的
[00:06:29.040 --> 00:06:31.200]  是耶穌對眾人的責備
[00:06:31.200 --> 00:06:33.160]  枉然見證
[00:06:33.160 --> 00:06:34.840]  枉然經歷神蹟
[00:06:34.840 --> 00:06:37.360]  信心卻停留在起點
[00:06:37.360 --> 00:06:38.920]  膚淺的地步
[00:06:38.920 --> 00:06:40.720]  所以我們看見
[00:06:40.720 --> 00:06:42.240]  雖然神蹟過了
[00:06:42.240 --> 00:06:43.800]  雖然教導教員
[00:06:43.800 --> 00:06:46.280]  但是門徒仍然不明白
[00:06:46.280 --> 00:06:47.920]  好 那我們開始進入
[00:06:47.920 --> 00:06:50.160]  釋經之前有個澄清
[00:06:50.160 --> 00:06:52.480]  概念上一定要澄清
[00:06:52.480 --> 00:06:54.480]  因為耶穌利海
[00:06:54.480 --> 00:06:57.160]  不等於平靜風浪
[00:06:57.160 --> 00:06:59.760]  這兩個不同的事件來的
[00:06:59.760 --> 00:07:02.360]  在馬太馬可路加前面
[00:07:02.360 --> 00:07:05.480]  一早記載了耶穌利海的事件
[00:07:05.480 --> 00:07:07.120]  當然約翰福音沒有記載
[00:07:07.120 --> 00:07:08.440]  但是馬太馬可
[00:07:08.440 --> 00:07:11.640]  這兩個可以看見前後的對比
[00:07:11.640 --> 00:07:14.640]  而且耶穌平靜風浪
[00:07:14.640 --> 00:07:17.760]  是門徒遇上暴風
[00:07:17.760 --> 00:07:20.480]  而當時耶穌在船上睡覺
[00:07:20.480 --> 00:07:23.040]  然後起來平靜風浪
[00:07:23.040 --> 00:07:24.960]  而這個耶穌利海
[00:07:24.960 --> 00:07:28.360]  是門徒遇上逆風
[00:07:28.360 --> 00:07:30.120]  你說為什麼 怎麼知道
[00:07:30.120 --> 00:07:31.480]  約翰福音沒有說
[00:07:31.480 --> 00:07:33.440]  馬太馬可既然可以對觀
[00:07:33.440 --> 00:07:34.200]  你看看
[00:07:34.200 --> 00:07:36.760]  那裡就寫 因風不順
[00:07:36.760 --> 00:07:39.000]  那裡用字就是逆風
[00:07:39.000 --> 00:07:41.320]  是反方向
[00:07:41.320 --> 00:07:43.920]  所以他們不是遇上風暴
[00:07:43.920 --> 00:07:45.760]  他們遇上逆風
[00:07:45.760 --> 00:07:47.360]  如果他們遇上逆風
[00:07:47.360 --> 00:07:49.440]  他們耶穌不在船上
[00:07:49.440 --> 00:07:51.040]  耶穌在岸上
[00:07:51.040 --> 00:07:53.760]  請你記住這兩個故事
[00:07:53.760 --> 00:07:56.280]  兩個事跡是不同的
[00:07:56.280 --> 00:07:58.720]  我們今天進入課題
[00:07:58.720 --> 00:07:59.720]  我們講到
[00:07:59.720 --> 00:08:01.200]  其實我們今天說
[00:08:01.200 --> 00:08:02.880]  有主不怕的真理
[00:08:02.880 --> 00:08:04.000]  如果我們要掌握
[00:08:04.000 --> 00:08:05.320]  首先我們要知道
[00:08:05.320 --> 00:08:07.560]  無主的人生苦操勞
[00:08:07.560 --> 00:08:09.840]  我們看看經文
[00:08:09.840 --> 00:08:10.600]  經文說
[00:08:10.600 --> 00:08:11.600]  到了晚上
[00:08:11.600 --> 00:08:13.480]  祂的門徒下海邊去
[00:08:13.480 --> 00:08:14.480]  上了船
[00:08:14.480 --> 00:08:16.440]  要過海往加伯朗去
[00:08:16.440 --> 00:08:17.680]  天已經黑了
[00:08:17.680 --> 00:08:20.160]  耶穌還沒有來到他們那裡
[00:08:20.160 --> 00:08:21.680]  忽然狂風大作
[00:08:21.680 --> 00:08:23.160]  海就翻騰起來
[00:08:23.160 --> 00:08:24.320]  門徒搖路
[00:08:24.320 --> 00:08:26.880]  就約行了十里多路
[00:08:26.880 --> 00:08:28.840]  經文幫我們這樣看的時候
[00:08:28.840 --> 00:08:30.640]  我專門highlight黃色的
[00:08:30.640 --> 00:08:32.080]  門徒在等著
[00:08:32.080 --> 00:08:33.920]  沒有上船的耶穌
[00:08:33.920 --> 00:08:36.280]  等著等著,祂還沒有來
[00:08:36.280 --> 00:08:37.520]  等候的過程中
[00:08:37.520 --> 00:08:38.720]  主耶穌還沒有來
[00:08:38.720 --> 00:08:40.920]  狂風巨浪就來了
[00:08:40.920 --> 00:08:42.640]  是不是?
[00:08:42.640 --> 00:08:43.200]  是吧?
[00:08:43.200 --> 00:08:44.600]  我們是這樣理解
[00:08:44.600 --> 00:08:45.680]  如果是這樣理解
[00:08:45.680 --> 00:08:47.040]  我們的問題是
[00:08:47.040 --> 00:08:49.080]  然後很快我們就得出結論了
[00:08:49.080 --> 00:08:50.480]  無主人生苦操勞
[00:08:50.480 --> 00:08:51.120]  當然了
[00:08:51.120 --> 00:08:53.200]  無主和我們一起的人生
[00:08:53.200 --> 00:08:54.440]  當然是苦操勞
[00:08:54.440 --> 00:08:55.600]  往生苦
[00:08:55.600 --> 00:08:57.080]  逃殷勤
[00:08:57.080 --> 00:08:58.760]  甚至無果效
[00:08:58.760 --> 00:08:59.640]  是不是?
[00:08:59.640 --> 00:09:00.400]  是的
[00:09:00.400 --> 00:09:03.400]  你作出這樣的結論
[00:09:03.400 --> 00:09:06.520]  可能真理是放之四海皆準的
[00:09:06.520 --> 00:09:08.880]  不過不需要用在這裡
[00:09:08.880 --> 00:09:10.000]  因為經文的解釋
[00:09:10.000 --> 00:09:11.680]  未必一定是這樣解釋的
[00:09:11.680 --> 00:09:13.320]  所以我們稍後再看下去
[00:09:13.320 --> 00:09:14.640]  在釋經之前
[00:09:14.640 --> 00:09:16.480]  我先問大家兩個問題
[00:09:16.480 --> 00:09:17.480]  第一個問題
[00:09:17.480 --> 00:09:20.880]  請問門徒在哪裡遇到風浪?
[00:09:20.880 --> 00:09:21.960]  在哪裡等?
[00:09:21.960 --> 00:09:23.120]  應該這樣說
[00:09:23.120 --> 00:09:24.640]  我先解釋一下
[00:09:24.640 --> 00:09:29.680]  我定位門徒是在等候當中遇上風浪
[00:09:29.680 --> 00:09:30.560]  你說問為什麼
[00:09:30.560 --> 00:09:32.160]  我稍後解釋
[00:09:32.160 --> 00:09:37.440]  不是門徒走著走著遇上風浪
[00:09:37.440 --> 00:09:40.120]  稍後我解釋為什麼我會這樣釋經
[00:09:40.120 --> 00:09:40.520]  好
[00:09:40.520 --> 00:09:44.120]  那麼他們在哪裡等呢?
[00:09:44.120 --> 00:09:46.800]  岸邊等
[00:09:46.800 --> 00:09:48.040]  海邊等
[00:09:48.040 --> 00:09:49.080]  就是湖邊等
[00:09:49.080 --> 00:09:50.360]  如果這兩種等
[00:09:50.360 --> 00:09:53.320]  其實應該逆風來到
[00:09:53.320 --> 00:09:54.680]  他們做什麼?
[00:09:54.680 --> 00:09:56.160]  就不出海
[00:09:56.160 --> 00:09:57.240]  就停下來
[00:09:57.240 --> 00:09:58.560]  先等一下
[00:09:58.560 --> 00:09:59.160]  是不是?
[00:09:59.160 --> 00:10:01.080]  所以唯有可能
[00:10:01.080 --> 00:10:03.880]  就是在海上遇到風浪
[00:10:03.880 --> 00:10:05.760]  剛才我又說他們在等待
[00:10:05.760 --> 00:10:07.520]  可能就是邊走邊等
[00:10:07.520 --> 00:10:08.640]  邊挖邊等
[00:10:08.640 --> 00:10:13.080]  或者是根本挖到海中間就在那裡等
[00:10:13.080 --> 00:10:13.840]  可以吧?
[00:10:13.840 --> 00:10:14.280]  好
[00:10:14.280 --> 00:10:16.040]  那麼我們的問題是
[00:10:16.040 --> 00:10:17.960]  如果他們這樣等
[00:10:17.960 --> 00:10:20.960]  我們看清楚第二十二節
[00:10:20.960 --> 00:10:22.520]  楊福音第二十二節
[00:10:22.520 --> 00:10:23.360]  那裡說
[00:10:23.360 --> 00:10:26.920]  其實岸邊海邊只有一艘船
[00:10:26.920 --> 00:10:29.520]  然後他們開船走了
[00:10:29.520 --> 00:10:31.520]  他們看著耶穌上船
[00:10:31.520 --> 00:10:34.600]  沒有跟著他們上船
[00:10:34.600 --> 00:10:37.360]  那麼他們等什麼?
[00:10:37.360 --> 00:10:39.840]  他們等耶穌變船出來?
[00:10:39.840 --> 00:10:42.120]  還是等耶穌離海?
[00:10:42.120 --> 00:10:44.480]  如果是這樣他們不用怕
[00:10:44.480 --> 00:10:47.040]  應該說我等了幾個小時了
[00:10:47.040 --> 00:10:48.160]  耶穌你才走過來
[00:10:48.160 --> 00:10:50.000]  這個神蹟等得太久了
[00:10:50.000 --> 00:10:53.560]  應該鼓掌或者是起哄
[00:10:53.560 --> 00:10:55.840]  經文沒有說
[00:10:55.840 --> 00:10:56.240]  那麼好了
[00:10:56.240 --> 00:10:58.120]  我回到第二個問題
[00:10:58.120 --> 00:11:00.040]  我下一個問題要問
[00:11:00.040 --> 00:11:05.040]  其實他們為什麼不等耶穌上船呢?
[00:11:05.040 --> 00:11:07.000]  等耶穌上船就不用等了
[00:11:07.000 --> 00:11:08.520]  就不用在海中間等了
[00:11:08.520 --> 00:11:11.200]  或者不用遇到風浪的時候等
[00:11:11.200 --> 00:11:11.880]  好
[00:11:11.880 --> 00:11:14.480]  我們要看看平行經文
[00:11:14.480 --> 00:11:16.600]  馬太福音那裡有說
[00:11:16.600 --> 00:11:18.400]  五餅二魚事件之後
[00:11:18.400 --> 00:11:22.000]  耶穌隨即吹門逃上船
[00:11:22.000 --> 00:11:23.880]  先到海那邊去
[00:11:23.880 --> 00:11:25.880]  等祂叫眾人散開
[00:11:25.880 --> 00:11:27.160]  散了眾人
[00:11:27.160 --> 00:11:29.040]  祂就獨自上山禱告
[00:11:29.040 --> 00:11:30.520]  看著時序
[00:11:30.520 --> 00:11:32.880]  是神蹟騎士走了之後
[00:11:32.880 --> 00:11:35.600]  祂才吹門逃上船
[00:11:35.600 --> 00:11:36.320]  離開
[00:11:36.320 --> 00:11:38.200]  過對岸
[00:11:38.200 --> 00:11:40.640]  然後祂散開眾人
[00:11:40.640 --> 00:11:42.040]  然後散了眾人
[00:11:42.040 --> 00:11:43.520]  祂上山
[00:11:43.520 --> 00:11:46.600]  所以為什麼馬太福音那裡有人看著
[00:11:46.600 --> 00:11:47.480]  是門逃上船
[00:11:47.480 --> 00:11:48.480]  耶穌沒有上船
[00:11:48.480 --> 00:11:50.080]  就是這個意思
[00:11:50.080 --> 00:11:52.520]  所以耶穌不用等
[00:11:52.520 --> 00:11:54.360]  過海
[00:11:54.360 --> 00:11:55.640]  那麼你說
[00:11:55.640 --> 00:11:57.840]  就是祂沒有等
[00:11:57.840 --> 00:11:59.360]  所以祂在海上遇到風浪
[00:11:59.360 --> 00:12:00.200]  稍後我才解釋
[00:12:00.200 --> 00:12:01.560]  為什麼不是
[00:12:01.560 --> 00:12:03.480]  因為按道理
[00:12:03.480 --> 00:12:04.240]  或者應該這樣說
[00:12:04.240 --> 00:12:05.520]  我們這樣理解
[00:12:05.520 --> 00:12:07.960]  如果遇到逆風
[00:12:07.960 --> 00:12:09.640]  門逃會不會出船
[00:12:09.640 --> 00:12:11.600]  起碼開始的時候
[00:12:11.600 --> 00:12:13.800]  不是遇到逆風
[00:12:13.800 --> 00:12:16.040]  一定是走著走著才遇到逆風
[00:12:16.040 --> 00:12:17.560]  如果走著走著遇到逆風
[00:12:17.560 --> 00:12:19.600]  耶穌知道會遇逆風
[00:12:19.600 --> 00:12:21.000]  仍然叫祂出海
[00:12:21.000 --> 00:12:22.040]  那是什麼
[00:12:22.040 --> 00:12:24.960]  是推祂們去
[00:12:24.960 --> 00:12:27.720]  這個不是我們所認識的上帝
[00:12:27.720 --> 00:12:28.840]  所以我稍後解釋一下
[00:12:28.840 --> 00:12:30.200]  為什麼祂們有動機等
[00:12:30.200 --> 00:12:32.720]  而且等完會出問題
[00:12:32.720 --> 00:12:34.680]  好 那我先需要解釋一下
[00:12:34.680 --> 00:12:36.920]  什麼樣的加利利海
[00:12:36.920 --> 00:12:39.480]  大家認識加利利海嗎
[00:12:39.480 --> 00:12:40.640]  加利利海
[00:12:40.640 --> 00:12:42.440]  或者加利利湖
[00:12:42.440 --> 00:12:43.920]  其實那個是湖
[00:12:43.920 --> 00:12:44.720]  那個不是一個海
[00:12:44.720 --> 00:12:47.080]  不過當地的人叫它做海
[00:12:47.080 --> 00:12:48.720]  耶穌在地上的工作
[00:12:48.720 --> 00:12:50.560]  是以這個地域為中心
[00:12:50.560 --> 00:12:51.440]  所以祂在這裡
[00:12:51.440 --> 00:12:53.160]  行了大部分的神蹟
[00:12:53.160 --> 00:12:54.720]  甚至一半的比喻
[00:12:54.720 --> 00:12:55.520]  祂就在湖邊
[00:12:55.520 --> 00:12:56.680]  就是海邊
[00:12:56.680 --> 00:12:58.080]  到處都在說
[00:12:58.080 --> 00:12:59.200]  所以呢
[00:12:59.200 --> 00:13:01.400]  舊一聖經有叫
[00:13:01.400 --> 00:13:03.560]  基尼列海
[00:13:03.560 --> 00:13:05.080]  或者路加福音
[00:13:05.080 --> 00:13:07.000]  也有叫格尼薩勒湖
[00:13:07.000 --> 00:13:08.920]  或者叫提比利亞海
[00:13:08.920 --> 00:13:10.440]  名稱很多的
[00:13:10.440 --> 00:13:12.640]  但是請大家留意一件事
[00:13:12.640 --> 00:13:14.080]  這個湖呢
[00:13:14.080 --> 00:13:17.720]  是全世界最低的淡水湖
[00:13:17.720 --> 00:13:18.560]  意思是
[00:13:18.560 --> 00:13:22.520]  祂在水平線下的二百一十米
[00:13:22.520 --> 00:13:26.080]  你知不知道二百一十米有多高呢
[00:13:26.080 --> 00:13:29.200]  七十層樓那麼高
[00:13:29.200 --> 00:13:29.920]  你說不是啊
[00:13:29.920 --> 00:13:31.040]  我印象裡面
[00:13:31.040 --> 00:13:33.160]  那個是平原來的
[00:13:33.160 --> 00:13:36.040]  那裡不是很高山的
[00:13:36.040 --> 00:13:37.520]  你看清楚
[00:13:37.520 --> 00:13:39.000]  如果你有去過當地
[00:13:39.000 --> 00:13:39.760]  你就知道的
[00:13:39.760 --> 00:13:43.320]  其實側邊是慢慢拉上去的
[00:13:43.320 --> 00:13:44.480]  那個水平線
[00:13:44.480 --> 00:13:46.120]  所以祂是一個低谷來的
[00:13:46.120 --> 00:13:46.960]  這個低谷
[00:13:46.960 --> 00:13:47.960]  蛙地呢
[00:13:47.960 --> 00:13:50.120]  其實是低下二百一十米
[00:13:50.120 --> 00:13:52.600]  所以側邊的高山冷空氣
[00:13:52.600 --> 00:13:53.920]  吹進來的時候
[00:13:53.920 --> 00:13:55.640]  它湖那麼低
[00:13:55.640 --> 00:13:57.680]  就有溫泉
[00:13:57.680 --> 00:13:59.560]  所以溫泉就有暖空氣
[00:13:59.560 --> 00:14:02.360]  暖空氣和冷空氣一撞
[00:14:02.360 --> 00:14:05.600]  就起船窩
[00:14:05.600 --> 00:14:09.160]  所以耶穌平靜風浪
[00:14:09.160 --> 00:14:10.640]  就是遇到這種風暴
[00:14:10.640 --> 00:14:12.680]  這種風暴非常恐怖的
[00:14:12.680 --> 00:14:15.040]  風暴和雨電一齊出現的
[00:14:15.040 --> 00:14:16.800]  所以出現船窩的時候
[00:14:16.800 --> 00:14:18.760]  船是會被捲入
[00:14:18.760 --> 00:14:20.680]  甚至會被捲回去
[00:14:20.680 --> 00:14:23.600]  所以是無法撐艇的
[00:14:23.600 --> 00:14:24.680]  理解吧
[00:14:24.680 --> 00:14:27.200]  所以我們再一次要解釋
[00:14:27.200 --> 00:14:30.760]  這次門徒遇上的是逆風
[00:14:30.760 --> 00:14:34.600]  是從戈蘭高地左右兩邊鼠入
[00:14:34.600 --> 00:14:36.720]  而帶來的一種逆風
[00:14:36.720 --> 00:14:38.880]  是一種甚至可能是一些
[00:14:38.880 --> 00:14:41.960]  季節性甚至一些時間性的逆風
[00:14:41.960 --> 00:14:43.160]  而這種逆風
[00:14:43.160 --> 00:14:46.600]  出乎門徒意外竟然出現
[00:14:46.600 --> 00:14:47.840]  我們要知道
[00:14:47.840 --> 00:14:52.640]  其實門徒和耶穌時常穿梭於這個湖
[00:14:52.640 --> 00:14:54.480]  你看看不同經文就知道
[00:14:54.480 --> 00:14:56.840]  耶穌最喜歡說完一件事
[00:14:56.840 --> 00:14:59.400]  就上船去到另一個地方對岸
[00:14:59.400 --> 00:15:01.640]  其實這個最好的時間點
[00:15:01.640 --> 00:15:04.880]  其實最好冷卻了當地人的熱情
[00:15:04.880 --> 00:15:06.160]  甚至盲目
[00:15:06.160 --> 00:15:09.640]  以致令他們能夠有時間去回想
