
[00:00:00.000 --> 00:00:02.000]  今天要講到的經文是
[00:02:45.600 --> 00:02:48.600]  以致我們不是聽完就算
[00:02:48.600 --> 00:02:50.600]  而是這段經文能夠進入我們的生命中
[00:02:50.600 --> 00:02:52.600]  影響我們每一天的生活
[00:02:52.600 --> 00:02:53.600]  多謝祢,聽我們的祈禱
[00:02:53.600 --> 00:02:54.600]  是奉基督的名
[00:02:54.600 --> 00:02:57.600]  首先請弟兄姊妹
[00:02:57.600 --> 00:03:00.600]  用你最齊最大的聲音
[00:03:00.600 --> 00:03:04.600]  朗讀這段經文兩次,好嗎?
[00:03:04.600 --> 00:03:07.600]  因為我今天會說很多這段經文的東西
[00:03:07.600 --> 00:03:09.600]  但我不想經常回頭
[00:03:09.600 --> 00:03:11.600]  你記得多少就記得多少
[00:03:11.600 --> 00:03:13.600]  儘量記住這段經文
[00:03:13.600 --> 00:03:15.600]  好,預備,一二三
[00:03:15.600 --> 00:03:19.600]  所以弟兄們
[00:03:46.600 --> 00:04:04.600]  (念經)
[00:04:04.600 --> 00:04:07.600]  這段經文我猜大部分弟兄姊妹都聽過
[00:04:07.600 --> 00:04:10.600]  可能當中識背的也不少
[00:04:10.600 --> 00:04:12.600]  識解的也不少
[00:04:12.600 --> 00:04:14.600]  但查經帶過的也不少
[00:04:14.600 --> 00:04:17.600]  聽到聽過更加多
[00:04:17.600 --> 00:04:19.600]  所以今天我打算做一件事
[00:04:19.600 --> 00:04:24.600]  我不想用太多時間去看原文說什麼
[00:04:24.600 --> 00:04:28.600]  一些識經的功課
[00:04:28.600 --> 00:04:30.600]  我打算做少一點
[00:04:30.600 --> 00:04:32.600]  因為大家對這段經文都很熟悉
[00:04:32.600 --> 00:04:34.600]  但反而我很想多點時間
[00:04:34.600 --> 00:04:37.600]  讓我們去反省這段經文
[00:04:37.600 --> 00:04:40.600]  反省這段經文我們知了聽了這麼多次
[00:04:40.600 --> 00:04:44.600]  到底在你,在我,在我們的生命裡
[00:04:44.600 --> 00:04:46.600]  我們做了多少
[00:04:46.600 --> 00:04:49.600]  首先介紹一下這東西
[00:04:49.600 --> 00:04:54.600]  你猜得到是什麼嗎?
[00:04:54.600 --> 00:04:56.600]  它應該在博物館裡
[00:04:56.600 --> 00:04:58.600]  所以就這樣
[00:04:58.600 --> 00:05:01.600]  其實這是一個以色列舊約的祭壇
[00:05:01.600 --> 00:05:05.600]  當我們說將身體獻上當作活祭的時候
[00:05:05.600 --> 00:05:07.600]  我們要說一下祭壇
[00:05:07.600 --> 00:05:09.600]  祭壇是什麼呢?
[00:05:09.600 --> 00:05:12.600]  是一個祭神可能是羊、牛
[00:05:12.600 --> 00:05:14.600]  各樣的東西拿上去
[00:05:14.600 --> 00:05:17.600]  殺了流血獻祭
[00:05:17.600 --> 00:05:20.600]  我第一次聽這段經文的時候是什麼時候?
[00:05:20.600 --> 00:05:23.600]  就是我初初信主回屯契的時候
[00:05:23.600 --> 00:05:26.600]  回屯契第一件事就是背屯訓
[00:05:26.600 --> 00:05:27.600]  我的人都不是很懂的
[00:05:27.600 --> 00:05:28.600]  認識幾個同學
[00:05:28.600 --> 00:05:30.600]  我進去他們開始背
[00:05:30.600 --> 00:05:33.600]  所以弟兄們我以神的慈悲
[00:05:33.600 --> 00:05:36.600]  勸你們將身體獻上當作活祭
[00:05:36.600 --> 00:05:39.600]  是聖潔的,是神所喜悅的
[00:05:39.600 --> 00:05:42.600]  你們如此侍奉乃是理所當然的
[00:05:42.600 --> 00:05:45.600]  我第一個感覺一聽是害怕
[00:05:45.600 --> 00:05:47.600]  一回來就要獻祭?
[00:05:47.600 --> 00:05:49.600]  還要活祭
[00:05:49.600 --> 00:05:51.600]  我那時候印象活祭是什麼呢?
[00:05:51.600 --> 00:05:55.600]  就是活生生地劏開成為祭物
[00:05:55.600 --> 00:05:57.600]  弟兄姊妹還對著你笑
[00:05:57.600 --> 00:05:58.600]  你明白嗎?
[00:05:58.600 --> 00:06:01.600]  好像是否進了邪教
[00:06:01.600 --> 00:06:02.600]  我真的有這樣的感覺
[00:06:02.600 --> 00:06:03.600]  慢慢地
[00:06:03.600 --> 00:06:05.600]  我看個個都沒有破爛
[00:06:05.600 --> 00:06:06.600]  應該不是這個意思
[00:06:06.600 --> 00:06:08.600]  慢慢地認識
[00:06:08.600 --> 00:06:11.600]  對這段經文有另一個看法
[00:06:11.600 --> 00:06:14.600]  這裡其實保羅是用了動物獻祭
[00:06:14.600 --> 00:06:17.600]  舊約動物獻祭這件事
[00:06:17.600 --> 00:06:23.600]  去表達我們新約信徒和上帝的關係
[00:06:23.600 --> 00:06:26.600]  舊約的時候人們需要獻祭
[00:06:26.600 --> 00:06:29.600]  就是為自己的罪獻贖罪祭
[00:06:29.600 --> 00:06:31.600]  譬如當我是舊約的以色列人
[00:06:31.600 --> 00:06:35.600]  我就會定期帶一隻祭牲
[00:06:35.600 --> 00:06:37.600]  可能是羊,可能是牛,可能是其他的東西
[00:06:37.600 --> 00:06:42.600]  我就會將我的手按在那隻東西的身上
[00:06:42.600 --> 00:06:49.600]  然後我的罪就形象化地歸到那隻東西
[00:06:49.600 --> 00:06:51.600]  祭牲身上
[00:06:51.600 --> 00:06:52.600]  拿到祭司那裡
[00:06:52.600 --> 00:06:53.600]  祭司就將它劏了
[00:06:53.600 --> 00:06:55.600]  我的罪就得結證了
[00:06:55.600 --> 00:06:59.600]  為什麼我們現在同福堂沒有這些獻祭呢?
[00:06:59.600 --> 00:07:02.600]  新約還有沒有獻祭呢?
[00:07:02.600 --> 00:07:06.600]  為什麼新約不用有動物獻祭呢?
[00:07:06.600 --> 00:07:07.600]  因為耶穌
[00:07:07.600 --> 00:07:09.600]  因為耶穌已經在希伯來書說
[00:07:09.600 --> 00:07:14.600]  祂已經獻上一次永遠的贖罪祭
[00:07:14.600 --> 00:07:18.600]  所以我們今天不需要再做這些儀式
[00:07:18.600 --> 00:07:21.600]  但是保羅在羅馬書提醒我們
[00:07:21.600 --> 00:07:27.600]  我們要將我們的身體獻上當作活祭
[00:07:27.600 --> 00:07:30.600]  你再想想這五個字
[00:07:30.600 --> 00:07:33.600]  獻自己為祭
[00:07:33.600 --> 00:07:35.600]  什麼意思?
[00:07:35.600 --> 00:07:37.600]  無論你在民間的宗教
[00:07:37.600 --> 00:07:39.600]  其他的信仰
[00:07:39.600 --> 00:07:42.600]  我們是為自己獻祭
[00:07:42.600 --> 00:07:44.600]  聖經提醒我們
[00:07:44.600 --> 00:07:46.600]  獻自己為祭
[00:07:46.600 --> 00:07:48.600]  聽不聽到分別?
[00:07:48.600 --> 00:07:50.600]  都是那五個字
[00:07:50.600 --> 00:07:52.600]  次序調轉了
[00:07:52.600 --> 00:07:55.600]  但是分別就很大了
[00:07:55.600 --> 00:07:58.600]  當一些外邦人去拜神的時候
[00:07:58.600 --> 00:08:00.600]  他為自己獻祭
[00:08:00.600 --> 00:08:03.600]  是希望得到生活的改善
[00:08:03.600 --> 00:08:05.600]  我拜巴力
[00:08:05.600 --> 00:08:07.600]  我希望風調雨順
[00:08:07.600 --> 00:08:09.600]  我拜舊約的其他的阿斯塔祿
[00:08:09.600 --> 00:08:11.600]  我希望生養眾多
[00:08:11.600 --> 00:08:14.600]  你希望透過獻上一些禮物
[00:08:14.600 --> 00:08:16.600]  換取一些祝福
[00:08:16.600 --> 00:08:18.600]  以致我們的生活得到改善
[00:08:18.600 --> 00:08:19.600]  可以嗎?
[00:08:19.600 --> 00:08:21.600]  舊約的以色列人
[00:08:21.600 --> 00:08:23.600]  獻祭是為自己贖罪
[00:08:23.600 --> 00:08:25.600]  我們說了
[00:08:25.600 --> 00:08:27.600]  當我們說
[00:08:27.600 --> 00:08:30.600]  以自己成為祭物獻上
[00:08:30.600 --> 00:08:32.600]  其實很不同
[00:08:32.600 --> 00:08:35.600]  我們不是為了生活的改善
[00:08:35.600 --> 00:08:40.600]  我們是為了生活的改變
[00:08:40.600 --> 00:08:41.600]  除此以外
[00:08:41.600 --> 00:08:43.600]  當我們說獻祭
[00:08:43.600 --> 00:08:46.600]  是在說主權的轉變
[00:08:46.600 --> 00:08:49.600]  記得剛才說獻祭的過程嗎?
[00:08:49.600 --> 00:08:53.600]  當我把手按在祭身上
[00:08:53.600 --> 00:08:55.600]  祂就代表我
[00:08:55.600 --> 00:08:58.600]  祂就不再屬於我
[00:08:58.600 --> 00:09:00.600]  在那一刻祂屬於上帝
[00:09:00.600 --> 00:09:03.600]  其實當我們說將生命獻上的時候
[00:09:03.600 --> 00:09:05.600]  你說得出這句話
[00:09:05.600 --> 00:09:09.600]  就是說你將你自己生活的主權
[00:09:09.600 --> 00:09:12.600]  完全交給上帝
[00:09:12.600 --> 00:09:15.600]  你記不記得剛才那段經文說
[00:09:15.600 --> 00:09:18.600]  我們的祭除了活的還是什麼?
[00:09:18.600 --> 00:09:20.600]  是聖潔的
[00:09:20.600 --> 00:09:22.600]  聖潔是什麼意思?
[00:09:22.600 --> 00:09:23.600]  聖潔是一個什麼概念?
[00:09:23.600 --> 00:09:24.600]  是不是很光?
[00:09:24.600 --> 00:09:25.600]  很白?
[00:09:25.600 --> 00:09:27.600]  完美無瑕?
[00:09:27.600 --> 00:09:28.600]  不是
[00:09:28.600 --> 00:09:31.600]  在舊約不停重複聖潔的意思
[00:09:31.600 --> 00:09:35.600]  是歸耶和華為聖
[00:09:35.600 --> 00:09:38.600]  這是舊約大祭司的冠冕
[00:09:38.600 --> 00:09:41.600]  上面刻了兩隻希伯來文字
[00:09:41.600 --> 00:09:44.600]  就是說歸耶和華為聖
[00:09:44.600 --> 00:09:47.600]  聖潔不是說那樣東西的質地
[00:09:47.600 --> 00:09:50.600]  那樣東西的質素有多高
[00:09:50.600 --> 00:09:55.600]  是說那樣東西的主權屬於誰
[00:09:55.600 --> 00:09:57.600]  我小時候家裡有四兄弟姊妹
[00:09:57.600 --> 00:10:00.600]  現在也有
[00:10:00.600 --> 00:10:02.600]  爸媽不知道在我幾歲的時候
[00:10:02.600 --> 00:10:05.600]  就買了四對象牙筷子回來
[00:10:05.600 --> 00:10:06.600]  你家裡是不是用象牙筷子?
[00:10:06.600 --> 00:10:07.600]  以前是用象牙筷子
[00:10:07.600 --> 00:10:09.600]  現在應該沒得買了
[00:10:09.600 --> 00:10:11.600]  為了避免我們混亂
[00:10:11.600 --> 00:10:13.600]  在那些象牙筷子上寫了名字
[00:10:13.600 --> 00:10:17.600]  我哥寫著國明,我哥寫著國衛
[00:10:17.600 --> 00:10:20.600]  我姊姊,兩個姊姊的名字
[00:10:20.600 --> 00:10:24.600]  寫名字的過程就是分別為聖
[00:10:24.600 --> 00:10:27.600]  每一次吃飯筷子都倒在桌上的時候
[00:10:27.600 --> 00:10:29.600]  你找回自己那個
[00:10:29.600 --> 00:10:34.600]  因為那對筷子是專專單單屬於我的
[00:10:34.600 --> 00:10:37.600]  這是分別為聖的意思
[00:10:37.600 --> 00:10:39.600]  你幻想一下以前有些教會
[00:10:39.600 --> 00:10:40.600]  有地方給傳道人
[00:10:40.600 --> 00:10:41.600]  傳道人在教會睡覺
[00:10:41.600 --> 00:10:43.600]  有沒有聽過這些故事?
[00:10:43.600 --> 00:10:45.600]  假若你幻想傳道人
[00:10:45.600 --> 00:10:47.600]  今天請弟兄姊妹來吃飯
[00:10:47.600 --> 00:10:51.600]  我剛剛家裡請了弟兄姊妹來吃飯
[00:10:51.600 --> 00:10:53.600]  二十人,椅子都不夠
[00:10:53.600 --> 00:10:55.600]  都要找人借椅子才夠
[00:10:55.600 --> 00:10:57.600]  可能同一個機會
[00:10:57.600 --> 00:10:59.600]  傳道人請弟兄姊妹吃飯
[00:10:59.600 --> 00:11:01.600]  吃著吃著喝酒的時候
[00:11:01.600 --> 00:11:04.600]  發覺不夠酒杯
[00:11:04.600 --> 00:11:09.600]  教會拿聖餐杯,有幾百隻
[00:11:09.600 --> 00:11:11.600]  一個月只用一次
[00:11:11.600 --> 00:11:13.600]  行不行?
[00:11:13.600 --> 00:11:14.600]  不行
[00:11:14.600 --> 00:11:16.600]  因為那些杯,那些餅
[00:11:16.600 --> 00:11:18.600]  是分別為聖的意思
[00:11:18.600 --> 00:11:19.600]  我想你明白這個概念
[00:11:19.600 --> 00:11:21.600]  因為這個概念很重要
[00:11:21.600 --> 00:11:24.600]  是整段經文最重要的地方
[00:11:24.600 --> 00:11:28.600]  為什麼我們要將我們的生命主權交給上帝呢?
[00:11:28.600 --> 00:11:30.600]  到底這個是什麼意思呢?
[00:11:30.600 --> 00:11:33.600]  在加拉太書二章二十節那裡說
[00:11:33.600 --> 00:11:35.600]  我已經與基督同釘十字
[00:11:35.600 --> 00:11:37.600]  他說現在活著的不再是我
[00:11:37.600 --> 00:11:39.600]  是基督在我裡面活著
[00:11:39.600 --> 00:11:42.600]  並且我如今肉身活著
[00:11:42.600 --> 00:11:44.600]  是因為信神的兒子而活
[00:11:44.600 --> 00:11:47.600]  他是愛我,為我捨己
[00:11:47.600 --> 00:11:52.600]  這段經文幫我們解了十二章一節
[00:11:52.600 --> 00:11:53.600]  行不行?
[00:11:53.600 --> 00:11:54.600]  解完了
[00:11:54.600 --> 00:11:56.600]  好了,反省
[00:11:56.600 --> 00:12:00.600]  中國國旗,香港區旗
[00:12:00.600 --> 00:12:02.600]  今年是二零一七年
[00:12:02.600 --> 00:12:04.600]  香港回歸了多少年?
[00:12:04.600 --> 00:12:06.600]  二十年
[00:12:06.600 --> 00:12:09.600]  這二十年裡我們不停嘗試
[00:12:09.600 --> 00:12:10.600]  嘗試很努力
[00:12:10.600 --> 00:12:11.600]  不是我們,是政府
[00:12:11.600 --> 00:12:15.600]  很嘗試去實行一個很嶄新的制度
[00:12:15.600 --> 00:12:18.600]  叫做一國兩制
[00:12:18.600 --> 00:12:20.600]  這一件這樣的傑作
[00:12:20.600 --> 00:12:24.600]  原來是八十年代鄧小平想出來的
[00:12:24.600 --> 00:12:26.600]  什麼意思呢?
[00:12:26.600 --> 00:12:28.600]  原來在一國兩制的方針底下
[00:12:28.600 --> 00:12:30.600]  好像報新聞一樣
[00:12:30.600 --> 00:12:32.600]  我覺得我自己
[00:12:32.600 --> 00:12:38.600]  包括香港、中國得以保留資本主義經濟和社會政治制度
[00:12:38.600 --> 00:12:41.600]  而中華人民共和國及其他地區
[00:12:41.600 --> 00:12:46.600]  繼續實行中國特色的社會主義
[00:12:46.600 --> 00:12:47.600]  知道是什麼嗎?
[00:12:47.600 --> 00:12:49.600]  知道一點不知道一點都可以
[00:12:49.600 --> 00:12:51.600]  根據這個原則
[00:12:51.600 --> 00:12:54.600]  香港和澳門是可以擁有自己的
[00:12:54.600 --> 00:12:55.600]  有五樣東西
[00:12:55.600 --> 00:13:00.600]  政治制度、法律體制、經濟政策、金融事務
[00:13:00.600 --> 00:13:02.600]  和對外的關係
[00:13:02.600 --> 00:13:05.600]  總共有五十年
[00:13:05.600 --> 00:13:06.600]  聽過嗎?
[00:13:06.600 --> 00:13:07.600]  五十年不變
[00:13:07.600 --> 00:13:10.600]  那時經常說的口號是什麼?
[00:13:10.600 --> 00:13:13.600]  馬照跑,舞照跳
[00:13:13.600 --> 00:13:14.600]  你明白我的意思吧
[00:13:14.600 --> 00:13:16.600]  就是說我們縱然回歸了大陸
[00:13:16.600 --> 00:13:18.600]  但我們有些自主的
[00:13:18.600 --> 00:13:20.600]  我們有自主的
[00:13:20.600 --> 00:13:21.600]  我們可以話事的
[00:13:21.600 --> 00:13:24.600]  在那些範圍上
[00:13:24.600 --> 00:13:26.600]  簽了中英聯合聲明
[00:13:26.600 --> 00:13:30.600]  就確實我們嘗試實行這件事
[00:13:30.600 --> 00:13:31.600]  二十年了
[00:13:31.600 --> 00:13:39.600]  一國兩制在香港實施成怎樣呢?
[00:13:39.600 --> 00:13:41.600]  不是我今天關注的
[00:13:41.600 --> 00:13:43.600]  不同人有不同的演繹
[00:13:43.600 --> 00:13:45.600]  有些人覺得有等於沒有
[00:13:45.600 --> 00:13:46.600]  有些人覺得不太好
[00:13:46.600 --> 00:13:48.600]  不就是這樣嗎?
[00:13:48.600 --> 00:13:49.600]  這不是我關注的
[00:13:49.600 --> 00:13:51.600]  但我很想借這件事
[00:13:51.600 --> 00:13:54.600]  一國兩制放回我們的信仰裡
[00:13:54.600 --> 00:13:57.600]  原來一國兩制
[00:13:57.600 --> 00:14:02.600]  完美地演繹在你和我每一個人生命裡
[00:14:02.600 --> 00:14:04.600]  我們信了耶穌
[00:14:04.600 --> 00:14:08.600]  我們將我們的生命拆開了做一塊塊
[00:14:08.600 --> 00:14:11.600]  有工作、婚姻、教會、朋友
[00:14:11.600 --> 00:14:13.600]  不同的層面
[00:14:13.600 --> 00:14:15.600]  當我們信主那一刻
[00:14:15.600 --> 00:14:18.600]  我們好像將一個區域開給耶穌
[00:14:18.600 --> 00:14:22.600]  這個部分我讓你參與
[00:14:22.600 --> 00:14:24.600]  其他的你別參與
[00:14:24.600 --> 00:14:25.600]  其他的是什麼?
[00:14:25.600 --> 00:14:27.600]  特別行政區
[00:14:27.600 --> 00:14:28.600]  我有很多特別行政區
[00:14:28.600 --> 00:14:30.600]  不止兩個
[00:14:30.600 --> 00:14:31.600]  那些你別參與
[00:14:31.600 --> 00:14:33.600]  可能你信主久一點
[00:14:33.600 --> 00:14:35.600]  你又開多一個
[00:14:35.600 --> 00:14:37.600]  可能對於我們初信的時候
[00:14:37.600 --> 00:14:39.600]  我們會覺得上帝關心我們
[00:14:39.600 --> 00:14:41.600]  屬靈的事
[00:14:41.600 --> 00:14:43.600]  我們靈修、讀經、祈禱
[00:14:43.600 --> 00:14:45.600]  你猜上帝關不關心呢?
[00:14:45.600 --> 00:14:47.600]  你們沒有反應
[00:14:47.600 --> 00:14:48.600]  關不關心呢?
[00:14:48.600 --> 00:14:50.600]  剛才第一課有人搖頭
[00:14:50.600 --> 00:14:52.600]  我多害怕 我說不是
[00:14:52.600 --> 00:14:53.600]  上帝也關心的
[00:14:53.600 --> 00:14:55.600]  祂關心我們看不看聖經
[00:14:55.600 --> 00:14:58.600]  祂關心我們回不回教會
[00:14:58.600 --> 00:15:00.600]  奉獻的生活
[00:15:00.600 --> 00:15:02.600]  你猜上帝關不關心呢?
[00:15:02.600 --> 00:15:05.600]  教會也關心
[00:15:05.600 --> 00:15:07.600]  你禱告的生活
[00:15:07.600 --> 00:15:08.600]  你侍奉的生活
[00:15:08.600 --> 00:15:09.600]  上帝關不關心呢?
[00:15:09.600 --> 00:15:10.600]  關心
[00:15:10.600 --> 00:15:13.600]  可能我們覺得上帝關心的就是這麼多
[00:15:13.600 --> 00:15:15.600]  不是的
[00:15:15.600 --> 00:15:19.600]  你的婚姻上帝關不關心呢?
[00:15:19.600 --> 00:15:21.600]  你的家庭呢?
[00:15:21.600 --> 00:15:24.600]  你如何照顧孩子
[00:15:24.600 --> 00:15:26.600]  上帝關不關心呢?
[00:15:26.600 --> 00:15:28.600]  還是說你開始已經不是了
[00:15:28.600 --> 00:15:31.600]  那些是馬照跑舞照跳的地方
[00:15:31.600 --> 00:15:33.600]  你不要理我
[00:15:33.600 --> 00:15:35.600]  你明白我的意思吧
[00:15:35.600 --> 00:15:36.600]  我們經常分
[00:15:36.600 --> 00:15:38.600]  有些東西是歸上帝的
[00:15:38.600 --> 00:15:41.600]  有些東西是歸自己的
[00:15:41.600 --> 00:15:43.600]  其實不能這樣分
[00:15:43.600 --> 00:15:45.600]  工作關不關心呢?
[00:15:45.600 --> 00:15:48.600]  我曾經和一個弟兄分享一段經文
[00:15:48.600 --> 00:15:50.600]  也是講類似的訊息
[00:15:50.600 --> 00:15:52.600]  他當警察
[00:15:52.600 --> 00:15:53.600]  他跟我說
[00:15:53.600 --> 00:15:57.600]  帶上耶穌上班真的很不方便
[00:15:57.600 --> 00:16:00.600]  我沒理由去捉賊的時候
[00:16:00.600 --> 00:16:03.600]  捉完他然後說耶穌祝福你
[00:16:03.600 --> 00:16:04.600]  是不是
[00:16:04.600 --> 00:16:05.600]  耶穌愛你
[00:16:05.600 --> 00:16:07.600]  我想請問你昨天幾點至幾點
[00:16:07.600 --> 00:16:09.600]  你是不是在哪裡出現過
[00:16:09.600 --> 00:16:11.600]  你明明語氣都很難
[00:16:11.600 --> 00:16:13.600]  這場戲都很難演
[00:16:13.600 --> 00:16:15.600]  關不關心?
[00:16:15.600 --> 00:16:17.600]  耶穌關心
[00:16:17.600 --> 00:16:18.600]  我們很多時候
[00:16:18.600 --> 00:16:20.600]  我們將我們
[00:16:20.600 --> 00:16:21.600]  我們信仰
[00:16:21.600 --> 00:16:23.600]  我們有時候當它是一把傘
[00:16:23.600 --> 00:16:25.600]  你回來教會
[00:16:25.600 --> 00:16:26.600]  你離開的時候
[00:16:26.600 --> 00:16:28.600]  你留下你的信仰在教會
[00:16:28.600 --> 00:16:32.600]  你就用你自己慣常的生活
[00:16:32.600 --> 00:16:34.600]  去過你日常的生活
[00:16:34.600 --> 00:16:35.600]  行不行
[00:16:35.600 --> 00:16:36.600]  有些人好一點
[00:16:36.600 --> 00:16:37.600]  把傘拿回家
[00:16:37.600 --> 00:16:38.600]  是不是
[00:16:38.600 --> 00:16:40.600]  我家也是歸上帝的
[00:16:40.600 --> 00:16:42.600]  耶和華是我家的主
[00:16:42.600 --> 00:16:43.600]  一個牌匾
[00:16:43.600 --> 00:16:44.600]  很大地放在這裡
[00:16:44.600 --> 00:16:46.600]  這個家是歸耶和華的
[00:16:46.600 --> 00:16:47.600]  但是你上班的時候
[00:16:47.600 --> 00:16:49.600]  你將它放在接待處
[00:16:49.600 --> 00:16:51.600]  我不能帶它進去
[00:16:51.600 --> 00:16:52.600]  我帶著耶穌去上班
[00:16:52.600 --> 00:16:54.600]  我很多事情做不到
[00:16:54.600 --> 00:16:56.600]  很不方便
[00:16:56.600 --> 00:16:57.600]  信仰左手左腳
[00:16:57.600 --> 00:16:59.600]  是不是這樣
[00:16:59.600 --> 00:17:00.600]  我們的生命
[00:17:00.600 --> 00:17:02.600]  會不會就是一國兩制
[00:17:02.600 --> 00:17:03.600]  這樣分裂
[00:17:03.600 --> 00:17:05.600]  拆開了一件件
[00:17:05.600 --> 00:17:07.600]  你猜耶穌關不關心
[00:17:07.600 --> 00:17:11.600]  你怎樣填報稅表
[00:17:17.600 --> 00:17:18.600]  這段經文
[00:17:18.600 --> 00:17:19.600]  十二章一節
[00:17:19.600 --> 00:17:21.600]  將身體獻上當作活祭
[00:17:21.600 --> 00:17:23.600]  英文有一個翻譯
[00:17:23.600 --> 00:17:24.600]  The Message
[00:17:24.600 --> 00:17:25.600]  它這樣說
[00:17:25.600 --> 00:17:37.600]  它的演繹很傳神
[00:17:37.600 --> 00:17:40.600]  上帝說我們將身體獻上的意思是什麼
[00:17:40.600 --> 00:17:42.600]  就是將我們日常生活
[00:17:42.600 --> 00:17:43.600]  吃飯
[00:17:43.600 --> 00:17:44.600]  睡覺
[00:17:44.600 --> 00:17:45.600]  出去工作
[00:17:45.600 --> 00:17:47.600]  走來走去的生活
[00:17:47.600 --> 00:17:48.600]  成為一個祭
[00:17:48.600 --> 00:17:50.600]  歸給上帝
[00:17:50.600 --> 00:17:53.600]  這個是將身體獻上
[00:17:53.600 --> 00:17:55.600]  當作活祭的意思
[00:17:55.600 --> 00:17:56.600]  你可能會問
