
[00:00:00.000 --> 00:00:06.320]  不知道大家看到題目的時候有什麼感覺呢
[00:01:25.520 --> 00:01:26.960]  我們是基督徒
[00:01:26.960 --> 00:01:32.840]  基督徒是怎麼去看死亡這件事情呢
[00:01:32.840 --> 00:01:35.800]  所以今天就跟大家探討這個問題
[00:01:35.800 --> 00:01:37.200]  因為其實在教裡面
[00:01:37.200 --> 00:01:41.600]  我相信都很少有牧師去講這個題目
[00:01:41.600 --> 00:01:42.600]  而Happen呢
[00:01:42.600 --> 00:01:44.960]  今天我們所讀的經文
[00:01:44.960 --> 00:01:47.760]  就跟這個題目很有關係
[00:01:47.760 --> 00:01:51.600]  所以我們今天會看一段聖經
[00:01:51.600 --> 00:01:57.880]  是來自希伯來書第九章二十七二十八節的
[00:01:57.880 --> 00:02:00.440]  首先拿個概念
[00:02:00.440 --> 00:02:01.920]  這兩節先講什麼
[00:02:01.920 --> 00:02:05.520]  他說「按著定命,人人都要死一次」
[00:02:05.520 --> 00:02:07.480]  死後還有審判
[00:02:07.480 --> 00:02:11.120]  「照樣基督為了擔當許多人的罪
[00:02:11.120 --> 00:02:14.960]  也曾經一次把自己獻上
[00:02:14.960 --> 00:02:18.320]  將來他還要再一次顯現
[00:02:18.320 --> 00:02:20.280]  不是擔當罪
[00:02:20.280 --> 00:02:23.880]  而是要向那些熱切期待他的人
[00:02:23.880 --> 00:02:27.120]  承傳救恩」
[00:02:27.120 --> 00:02:28.720]  有些人都聽過
[00:02:28.720 --> 00:02:30.840]  蕭牧師的家在香港的時候
[00:02:30.840 --> 00:02:32.720]  我們是開廟的
[00:02:32.720 --> 00:02:35.320]  你不知道現在再講一次給你聽吧
[00:02:35.320 --> 00:02:38.080]  所以我在廟裡長大的
[00:02:38.080 --> 00:02:40.080]  我在香港的時間裡面
[00:02:40.080 --> 00:02:43.440]  就經常在廟裡流連
[00:02:43.440 --> 00:02:45.800]  因為家裡面就是落到那些東西
[00:02:45.800 --> 00:02:47.680]  去到廟裡面有很多東西看的
[00:02:47.680 --> 00:02:50.240]  有菩薩看,有神珠牌看
[00:02:50.240 --> 00:02:51.520]  還有什麼看?
[00:02:51.520 --> 00:02:52.880]  還有一些法事
[00:02:52.880 --> 00:02:55.040]  什麼法事?和尚做的法事
[00:02:55.040 --> 00:02:59.120]  我們現在廟裡有一個住廟的和尚
[00:02:59.120 --> 00:03:01.400]  長住在國外的廟裡
[00:03:01.400 --> 00:03:03.200]  我爺爺請的
[00:03:03.200 --> 00:03:04.160]  做什麼的?
[00:03:04.160 --> 00:03:06.120]  很多人來拜神、燒香
[00:03:06.120 --> 00:03:09.720]  還有很多人死後來超渡
[00:03:09.720 --> 00:03:11.080]  超渡的時候
[00:03:11.080 --> 00:03:13.840]  我這個住廟的和尚就會
[00:03:13.840 --> 00:03:16.800]  邀請他們兼職
[00:03:16.800 --> 00:03:18.280]  有其他的和尚
[00:03:18.280 --> 00:03:21.600]  一起來我們廟裡做法事
[00:03:21.600 --> 00:03:23.240]  我小時候喜歡看的
[00:03:23.240 --> 00:03:23.680]  為什麼?
[00:03:23.680 --> 00:03:25.880]  叮叮叉叉、吹喇叭
[00:03:25.880 --> 00:03:27.480]  很吵的,你知道嗎?
[00:03:27.480 --> 00:03:29.480]  你不上去裝一下也不行
[00:03:29.480 --> 00:03:30.920]  有些人又叫又跳
[00:03:30.920 --> 00:03:32.560]  除了唸經之外
[00:03:32.560 --> 00:03:34.880]  他還要戴一些亡魂廠
[00:03:34.880 --> 00:03:37.800]  那個叫什麼?鬼門關
[00:03:37.800 --> 00:03:41.040]  然後又要渡過那條奈何橋
[00:03:41.040 --> 00:03:42.280]  就是這樣
[00:03:42.280 --> 00:03:45.720]  所以當時我的印象裡面
[00:03:45.720 --> 00:03:47.480]  小時候就覺得很有趣
[00:03:47.480 --> 00:03:48.720]  喇叭叉叉
[00:03:48.720 --> 00:03:50.240]  去看人們跳來跳去
[00:03:50.240 --> 00:03:51.920]  然後坐在那裡唸經
[00:03:51.920 --> 00:03:52.760]  很有趣的
[00:03:52.760 --> 00:03:53.760]  但是給我的印象
[00:03:53.760 --> 00:03:55.280]  一個很...
[00:03:55.280 --> 00:03:57.160]  其實挺煩擾的,你知道嗎?
[00:03:57.160 --> 00:04:00.200]  你有沒有見過那些佛教人出殯?
[00:04:00.200 --> 00:04:03.320]  就是這樣,是不是?
[00:04:03.320 --> 00:04:05.720]  現在我做牧師
[00:04:05.720 --> 00:04:07.120]  做牧師呢?
[00:04:07.120 --> 00:04:09.960]  就是幾十歲了
[00:04:09.960 --> 00:04:12.880]  我也主持過很多安息禮拜
[00:04:12.880 --> 00:04:16.880]  基督徒死亡的時候是怎樣的呢?
[00:04:16.880 --> 00:04:21.840]  那就是令我印象深刻的
[00:04:21.840 --> 00:04:24.320]  就是我以前的牧師
[00:04:24.320 --> 00:04:25.960]  不知道在香港還有沒有人認識
[00:04:25.960 --> 00:04:27.040]  王逸強牧師
[00:04:27.040 --> 00:04:28.280]  甚至是一個老牧師
[00:04:28.280 --> 00:04:30.160]  回家了
[00:04:30.160 --> 00:04:32.000]  我主持他的安息禮拜的時候
[00:04:32.000 --> 00:04:33.800]  我的印象是特別深刻的
[00:04:33.800 --> 00:04:34.800]  為什麼呢?
[00:04:34.800 --> 00:04:36.000]  因為他知道自己走了
[00:04:36.000 --> 00:04:37.240]  那時候在室內
[00:04:37.240 --> 00:04:38.240]  自己在家裡
[00:04:38.240 --> 00:04:39.640]  每天有護士幫他洗澡
[00:04:39.640 --> 00:04:40.920]  各種事情
[00:04:40.920 --> 00:04:42.000]  我去探望他的時候
[00:04:42.000 --> 00:04:43.080]  他現在就說
[00:04:43.080 --> 00:04:45.960]  細超你幫我去主持我的安息禮拜
[00:04:45.960 --> 00:04:48.880]  這個就是他的程序
[00:04:48.880 --> 00:04:50.600]  就是說我要讀什麼聖經
[00:04:50.600 --> 00:04:52.040]  唱什麼詩歌
[00:04:52.040 --> 00:04:53.280]  你請哪個牧師
[00:04:53.280 --> 00:04:54.880]  負責哪個節目
[00:04:54.880 --> 00:04:55.880]  有沒有翻譯
[00:04:55.880 --> 00:04:59.280]  哇,完全安排好了
[00:04:59.280 --> 00:05:01.920]  但是最令我印象深刻的是什麼呢?
[00:05:01.920 --> 00:05:05.320]  他說到時候你就跟來賓說
[00:05:05.320 --> 00:05:07.240]  不要戴太陽眼鏡
[00:05:07.240 --> 00:05:07.960]  如果要戴太陽眼鏡
[00:05:07.960 --> 00:05:09.080]  就戴一些花式的眼鏡
[00:05:09.080 --> 00:05:10.760]  有顏色的
[00:05:10.760 --> 00:05:13.160]  姐妹們來到的時候
[00:05:13.160 --> 00:05:15.640]  又不需要穿那些黑色的素服
[00:05:15.640 --> 00:05:17.280]  平常的衣服就可以了
[00:05:17.280 --> 00:05:20.520]  他說我去見天父上帝
[00:05:20.520 --> 00:05:22.200]  It's a celebration of life
[00:05:22.200 --> 00:05:24.200]  應該是慶祝
[00:05:24.200 --> 00:05:27.600]  就是一個感謝的時刻
[00:05:27.600 --> 00:05:30.040]  所以不像頭皮褲
[00:05:30.040 --> 00:05:34.280]  還要穿那些衣服
[00:05:34.280 --> 00:05:35.800]  兩種的比較
[00:05:35.800 --> 00:05:37.800]  我形容兩種的比較
[00:05:37.800 --> 00:05:39.120]  我兩樣都經歷過
[00:05:39.120 --> 00:05:42.240]  我不知道你聽到之後有什麼感覺呢?
[00:05:42.240 --> 00:05:43.680]  對我來說
[00:05:43.680 --> 00:05:45.600]  是一個很大的感受
[00:05:45.600 --> 00:05:48.160]  一個信耶穌的人面對死亡
[00:05:48.160 --> 00:05:50.840]  跟一個拜神拜佛的人面對死亡
[00:05:50.840 --> 00:05:53.840]  原來是很不同的
[00:05:53.840 --> 00:05:56.520]  而希伯來書的作者
[00:05:56.520 --> 00:05:57.440]  剛才我們讀過
[00:05:57.440 --> 00:05:58.640]  是不是講得很清楚
[00:05:58.640 --> 00:06:00.800]  是按著定命
[00:06:00.800 --> 00:06:02.560]  怎麼樣?
[00:06:02.560 --> 00:06:06.080]  人人都要死一次
[00:06:06.080 --> 00:06:10.640]  這是一個不爭的現實
[00:06:10.640 --> 00:06:11.840]  我們每個人
[00:06:11.840 --> 00:06:14.080]  從一出生那一剎那開始
[00:06:14.080 --> 00:06:17.080]  其實就是步向死亡
[00:06:17.080 --> 00:06:18.760]  同不同意?
[00:06:18.760 --> 00:06:23.360]  成長然後開始慢慢走人
[00:06:23.360 --> 00:06:26.720]  我們一出生就是步向死亡
[00:06:26.720 --> 00:06:28.920]  在聖經裡面來說
[00:06:28.920 --> 00:06:31.040]  除了舊有聖經裡面記載過
[00:06:31.040 --> 00:06:32.160]  有個雙耳
[00:06:32.160 --> 00:06:33.480]  不是兩隻耳朵
[00:06:33.480 --> 00:06:36.040]  一個叫伊朗,一個叫以利亞
[00:06:36.040 --> 00:06:38.560]  這兩個叫以利亞,一個叫伊朗
[00:06:38.560 --> 00:06:39.880]  聖經告訴我們
[00:06:39.880 --> 00:06:41.960]  除了這兩個人之外
[00:06:41.960 --> 00:06:43.720]  每個人都要面對死亡
[00:06:43.720 --> 00:06:45.880]  這兩個人是上帝接手的
[00:06:45.880 --> 00:06:47.520]  沒有經歷過死亡
[00:06:47.520 --> 00:06:48.600]  但其他人
[00:06:48.600 --> 00:06:52.080]  所有人都要死一次
[00:06:52.080 --> 00:06:52.880]  都要死一次
[00:06:52.880 --> 00:06:54.920]  人人都要死一次
[00:06:54.920 --> 00:06:56.520]  我知道了牧師
[00:06:56.520 --> 00:06:57.680]  不過說些你不知道的
[00:06:57.680 --> 00:06:59.920]  或者你沒有留意的
[00:06:59.920 --> 00:07:02.200]  如果你看啟示錄的時候
[00:07:02.200 --> 00:07:04.920]  你會發覺原來有些人會死兩次
[00:07:04.920 --> 00:07:06.560]  真是大件事
[00:07:06.560 --> 00:07:08.640]  為什麼會死兩次呢?
[00:07:08.640 --> 00:07:11.320]  看看啟示錄有一章
[00:07:11.320 --> 00:07:12.920]  啟示錄有一章怎麼說呢?
[00:07:12.920 --> 00:07:14.280]  他又對我說
[00:07:14.280 --> 00:07:16.240]  他就是上帝
[00:07:16.240 --> 00:07:17.280]  都成了
[00:07:17.280 --> 00:07:18.840]  我是阿拉伐
[00:07:18.840 --> 00:07:19.920]  我是奧梅亞
[00:07:19.920 --> 00:07:21.680]  Alpha和Omega
[00:07:21.680 --> 00:07:22.880]  Alpha和Omega
[00:07:22.880 --> 00:07:24.800]  希臘文的頭和尾兩個字
[00:07:24.800 --> 00:07:26.680]  我是初,我是終
[00:07:26.680 --> 00:07:29.320]  我要將生命傳的水
[00:07:29.320 --> 00:07:31.800]  百百次給那口渴的人渴
[00:07:31.800 --> 00:07:35.160]  得勝的必承受這些為業
[00:07:35.160 --> 00:07:36.800]  我要作他們的神
[00:07:36.800 --> 00:07:39.000]  他要做我的兒子
[00:07:39.000 --> 00:07:40.360]  包括女兒
[00:07:40.360 --> 00:07:41.800]  唯有膽怯的
[00:07:41.800 --> 00:07:43.040]  不順的
[00:07:43.040 --> 00:07:44.120]  可憎的
[00:07:44.120 --> 00:07:45.120]  殺人的
[00:07:45.120 --> 00:07:46.120]  淫亂的
[00:07:46.120 --> 00:07:47.120]  行邪術的
[00:07:47.120 --> 00:07:48.160]  拜偶像的
[00:07:48.160 --> 00:07:50.200]  和一切說謊話的
[00:07:50.200 --> 00:07:51.560]  他們的份
[00:07:51.560 --> 00:07:52.640]  是什麼呢?
[00:07:52.640 --> 00:07:56.120]  就是在燒著硫磺的火湖裡
[00:07:56.120 --> 00:08:01.200]  這是第二次的死
[00:08:01.200 --> 00:08:03.760]  有些人會死兩次
[00:08:03.760 --> 00:08:06.160]  哪些人會死兩次?
[00:08:06.160 --> 00:08:06.840]  很清楚
[00:08:06.840 --> 00:08:10.720]  就是不信耶穌的人和作惡的人
[00:08:10.720 --> 00:08:13.560]  這些人會死兩次
[00:08:13.560 --> 00:08:15.360]  被跌入硫磺的火湖裡
[00:08:15.360 --> 00:08:16.640]  當然這些都是象徵式的
[00:08:16.640 --> 00:08:18.200]  實際點我們都不知道
[00:08:18.200 --> 00:08:20.600]  不過聖經中會經歷第二次的死
[00:08:20.600 --> 00:08:24.120]  這個死是永遠的死亡
[00:08:24.120 --> 00:08:30.840]  相信上帝以耶穌基督為救主的人
[00:08:30.840 --> 00:08:34.480]  神就會將生命傳的泉水賜給他們
[00:08:34.480 --> 00:08:36.720]  於是他們就永遠不死
[00:08:36.720 --> 00:08:40.640]  而且可以承受天父上帝所應許
[00:08:40.640 --> 00:08:45.760]  生活在天國裡面的祝福
[00:08:45.760 --> 00:08:48.600]  所以當你看到這些經文的時候
[00:08:48.600 --> 00:08:49.840]  你會發覺
[00:08:49.840 --> 00:08:56.080]  基督徒相信人死後會不會輪迴?
[00:08:56.080 --> 00:08:56.760]  不會的
[00:08:56.760 --> 00:09:00.240]  基督徒相信人死後不會輪迴轉世
[00:09:00.240 --> 00:09:01.200]  這個確實挺可憐的
[00:09:01.200 --> 00:09:03.240]  又回到這個世界
[00:09:03.240 --> 00:09:04.240]  這個世界有多可憐?
[00:09:04.240 --> 00:09:05.920]  這個世界很過癮嗎?
[00:09:05.920 --> 00:09:07.320]  這個世界是不是很有趣?
[00:09:07.320 --> 00:09:07.720]  不
[00:09:07.720 --> 00:09:09.480]  基督徒不相信會輪迴轉世
[00:09:09.480 --> 00:09:11.720]  回到人家裡面再次受苦
[00:09:11.720 --> 00:09:13.760]  有沒有搞錯呢?
[00:09:13.760 --> 00:09:15.640]  基督徒是相信
[00:09:15.640 --> 00:09:20.920]  死亡並不是人生命的終結
[00:09:20.920 --> 00:09:24.600]  死亡乃是我們進入一個更加好
[00:09:24.600 --> 00:09:28.160]  更加美的生命的開始
[00:09:28.160 --> 00:09:29.560]  這個就很不同了
[00:09:29.560 --> 00:09:33.320]  態度、看法完全不一樣
[00:09:33.320 --> 00:09:36.560]  而我們在這個世界上怎樣生活
[00:09:36.560 --> 00:09:40.000]  會直接影響到我們下一個生命
[00:09:40.000 --> 00:09:41.560]  是怎樣生活的
[00:09:41.560 --> 00:09:43.320]  是相關連的
[00:09:43.320 --> 00:09:44.960]  為什麼?
[00:09:44.960 --> 00:09:46.000]  牧師剛才說過
[00:09:46.000 --> 00:09:47.240]  聖經說的
[00:09:47.240 --> 00:09:48.880]  因為死亡不是生命的終結
[00:09:48.880 --> 00:09:50.440]  你怎麼知道?
[00:09:50.440 --> 00:09:52.520]  再看看第九章的二十七節
[00:09:52.520 --> 00:09:53.560]  那裡說什麼?
[00:09:53.560 --> 00:09:55.240]  它按著定命
[00:09:55.240 --> 00:09:56.360]  人人都要死一次
[00:09:56.360 --> 00:09:57.960]  這個「no doubt about it」
[00:09:57.960 --> 00:09:59.320]  不過還沒完
[00:09:59.320 --> 00:10:01.480]  死後有什麼?
[00:10:01.480 --> 00:10:04.200]  死後還要審判
[00:10:04.200 --> 00:10:06.320]  還有審判就是還沒完
[00:10:06.320 --> 00:10:08.280]  起碼還有生命
[00:10:08.280 --> 00:10:11.080]  生命的意識還存在
[00:10:11.080 --> 00:10:12.520]  如果人死後還有審判
[00:10:12.520 --> 00:10:13.840]  就一定有審判的結果
[00:10:13.840 --> 00:10:14.760]  有審判
[00:10:14.760 --> 00:10:16.560]  就有結果了
[00:10:16.560 --> 00:10:18.840]  這個結果無論是什麼
[00:10:18.840 --> 00:10:20.360]  這個結果無論是什麼
[00:10:20.360 --> 00:10:23.880]  都一定會影響人以後繼續怎樣生活
[00:10:23.880 --> 00:10:24.720]  明白這個意思嗎?
[00:10:24.720 --> 00:10:28.560]  很明顯這個意義就是這樣
[00:10:28.560 --> 00:10:30.960]  基督徒是不相信
[00:10:30.960 --> 00:10:32.000]  中國人說
[00:10:32.000 --> 00:10:34.320]  人死如燈滅的
[00:10:34.320 --> 00:10:35.800]  有沒有聽過那句話?
[00:10:35.800 --> 00:10:37.800]  人死了就像在關燈
[00:10:37.800 --> 00:10:38.960]  沒有了就沒有了
[00:10:38.960 --> 00:10:39.720]  等一等
[00:10:39.720 --> 00:10:40.800]  沒有了
[00:10:40.800 --> 00:10:42.080]  不
[00:10:42.080 --> 00:10:43.280]  基督徒不是這樣相信的
[00:10:43.280 --> 00:10:46.000]  基督徒不相信人死如燈滅的
[00:10:46.000 --> 00:10:47.640]  基督徒相信什麼?
[00:10:47.640 --> 00:10:51.240]  人是有靈魂的
[00:10:51.240 --> 00:10:53.560]  誰告訴你人有靈魂?
[00:10:53.560 --> 00:10:54.880]  耶穌說的
[00:10:54.880 --> 00:10:56.120]  你信不信耶穌?
[00:10:56.120 --> 00:10:57.400]  你信耶穌的時候
[00:10:57.400 --> 00:10:59.480]  你就相信人有沒有靈魂?
[00:10:59.480 --> 00:11:00.520]  有
[00:11:00.520 --> 00:11:01.400]  耶穌怎麼說?
[00:11:01.400 --> 00:11:03.680]  耶穌曾經提醒過門徒
[00:11:03.680 --> 00:11:05.600]  馬太福一第十章
[00:11:05.600 --> 00:11:07.720]  有一個八字說什麼?
[00:11:07.720 --> 00:11:11.480]  那殺身體不能殺靈魂的
[00:11:11.480 --> 00:11:13.760]  不要怕他們
[00:11:13.760 --> 00:11:18.240]  唯有能把身體和靈魂都滅在地獄裡的
[00:11:18.240 --> 00:11:19.720]  正要怕他
[00:11:19.720 --> 00:11:22.560]  這個他是誰?
[00:11:22.560 --> 00:11:24.680]  就是創造人生命
[00:11:24.680 --> 00:11:28.400]  把靈魂放於人生命當中的那個上帝
[00:11:28.400 --> 00:11:29.280]  只有上帝
[00:11:29.280 --> 00:11:30.320]  祂是創造主
[00:11:30.320 --> 00:11:31.440]  才有這樣的能力
[00:11:31.440 --> 00:11:34.200]  可以連你的靈魂都拿走
[00:11:34.200 --> 00:11:36.640]  人最多是把你的身體拿走
[00:11:36.640 --> 00:11:38.040]  但是不能殺你的靈魂
[00:11:38.040 --> 00:11:39.560]  上帝可不可以?
[00:11:39.560 --> 00:11:41.600]  當然可以
[00:11:41.600 --> 00:11:42.840]  我們相信
[00:11:42.840 --> 00:11:46.000]  人有肉體和靈魂的
[00:11:46.000 --> 00:11:46.800]  基督徒相信
[00:11:46.800 --> 00:11:47.600]  聖經又這樣說
[00:11:47.600 --> 00:11:49.000]  很清楚
[00:11:49.000 --> 00:11:52.960]  如果一個人的靈魂
[00:11:52.960 --> 00:11:54.960]  離開了肉體
[00:11:54.960 --> 00:11:57.960]  這個肉體就會死亡
[00:11:57.960 --> 00:11:58.920]  死了
[00:11:58.920 --> 00:12:00.640]  如果離開了身體
[00:12:00.640 --> 00:12:06.000]  那個靈魂不能夠有機會回到身體裡
[00:12:06.000 --> 00:12:07.840]  這個人就會復活
[00:12:07.840 --> 00:12:10.160]  就會活過來
[00:12:10.160 --> 00:12:12.120]  所以基督徒相信
[00:12:12.120 --> 00:12:13.400]  我們生命的本質
[00:12:13.400 --> 00:12:16.960]  不是在乎我們這個身體
[00:12:16.960 --> 00:12:18.280]  基督徒相信我們生命的本質
[00:12:18.280 --> 00:12:21.280]  是在乎生命裡的那個靈魂
[00:12:21.280 --> 00:12:23.160]  那個靈魂
[00:12:23.160 --> 00:12:26.840]  如果我們死了身體腐朽
[00:12:26.840 --> 00:12:28.520]  有些火化了
[00:12:28.520 --> 00:12:30.040]  有些過了千百年
[00:12:30.040 --> 00:12:30.800]  變了灰
[00:12:30.800 --> 00:12:32.360]  什麼都沒有了
[00:12:32.360 --> 00:12:34.200]  那我們怎麼復活?
[00:12:34.200 --> 00:12:35.280]  沒錯,你說得對
[00:12:35.280 --> 00:12:36.480]  聖經真的很好
[00:12:36.480 --> 00:12:38.360]  所以聖經告訴我們
[00:12:38.360 --> 00:12:40.120]  耶穌會第二次回來
[00:12:40.120 --> 00:12:41.960]  剛才聖經有說
[00:12:41.960 --> 00:12:43.280]  第二次回來的時候怎樣?
[00:12:43.280 --> 00:12:44.760]  聖經告訴我們
[00:12:44.760 --> 00:12:48.600]  耶穌就會賜給我們一個新的身體
[00:12:48.600 --> 00:12:50.400]  在耶穌第二次降臨的時候
[00:12:50.400 --> 00:12:52.360]  耶穌會賜給我們一個新的身體
[00:12:52.360 --> 00:12:55.120]  這個身體不再會腐朽
[00:12:55.120 --> 00:12:56.160]  新的身體
[00:12:56.160 --> 00:12:57.880]  好像耶穌一樣的身體
[00:12:57.880 --> 00:13:02.360]  再次向我們顯現的時候復活之後
[00:13:02.360 --> 00:13:04.080]  說到這裡
[00:13:04.080 --> 00:13:06.360]  可能大家心裡很多問題都未定
[00:13:06.360 --> 00:13:08.240]  其中一個問題
[00:13:08.240 --> 00:13:11.720]  人是不是真的有靈魂呢?
[00:13:11.720 --> 00:13:13.080]  人是不是真的有靈魂呢?
[00:13:13.080 --> 00:13:15.800]  大家信不信有人有靈魂呢?
[00:13:15.800 --> 00:13:16.880]  不知道大家有沒有留意
[00:13:16.880 --> 00:13:17.920]  因為我是牧師的員工
[00:13:17.920 --> 00:13:21.440]  所以有時候會留意這些報導新聞
[00:13:21.440 --> 00:13:27.600]  其實現在有一些科學家正在研究
[00:13:27.600 --> 00:13:28.400]  什麼?
[00:13:28.400 --> 00:13:32.040]  人寫後的意識
[00:13:32.040 --> 00:13:35.120]  是否會繼續存在的可能性
[00:13:35.120 --> 00:13:36.960]  人有意識是會思考的
[00:13:36.960 --> 00:13:39.200]  所以笛卡兒說「我思故我在」
[00:13:39.200 --> 00:13:42.560]  我會思考即是說我有存在
[00:13:42.560 --> 00:13:47.880]  有思想有靈魂是否人的意識
[00:13:47.880 --> 00:13:54.040]  在肉體死亡之後會繼續存在呢?
[00:13:54.040 --> 00:13:56.000]  現在近代科技發達
[00:13:56.000 --> 00:13:57.400]  這些所謂科學家
[00:13:57.400 --> 00:13:58.200]  不是所謂的
[00:13:58.200 --> 00:13:58.880]  真正的科學家
[00:13:58.880 --> 00:14:00.120]  PHD全部都是
[00:14:00.120 --> 00:14:01.280]  Scientist
[00:14:01.280 --> 00:14:05.560]  他們用最新的科技知識
[00:14:05.560 --> 00:14:08.960]  去探索人大腦裡面的奧秘
[00:14:08.960 --> 00:14:10.600]  不但如此
[00:14:10.600 --> 00:14:13.280]  大家也聽過很多所謂貧死的個案
[00:14:13.280 --> 00:14:16.040]  即是死過活生生的那些
[00:14:16.040 --> 00:14:18.800]  他們深度地去研究
[00:14:18.800 --> 00:14:20.080]  這些所謂臨死的
[00:14:20.080 --> 00:14:21.360]  貧死的
[00:14:21.360 --> 00:14:22.440]  或者經過死亡的
[00:14:22.440 --> 00:14:23.600]  走回頭的
[00:14:23.600 --> 00:14:26.520]  這些個案深度地去研究
[00:14:26.520 --> 00:14:27.920]  經過一輪研究之後
[00:14:27.920 --> 00:14:29.000]  這些科學家發覺
[00:14:29.000 --> 00:14:33.080]  一個令人腦洞大開
[00:14:33.080 --> 00:14:35.960]  甚至令我們覺得很驚訝的一個發現
[00:14:35.960 --> 00:14:37.720]  是什麼呢?
[00:14:37.720 --> 00:14:38.760]  我們發覺
[00:14:38.760 --> 00:14:41.160]  原來人的意識
[00:14:41.160 --> 00:14:44.920]  可能是不會在人生命中結的時候
[00:14:44.920 --> 00:14:47.280]  就灰飛煙滅的
[00:14:47.280 --> 00:14:49.640]  即是這個意思是靈魂不死
[00:14:49.640 --> 00:14:50.600]  即是他們不是叫靈魂
[00:14:50.600 --> 00:14:52.520]  他們叫人的意識
[00:14:52.520 --> 00:14:54.000]  即是說這個人的意識
[00:14:54.000 --> 00:14:54.520]  死了之後
[00:14:54.520 --> 00:14:55.440]  人肉體死了之後
[00:14:55.440 --> 00:14:57.440]  這個意識可能是會用一種
[00:14:57.440 --> 00:14:59.040]  超越我們的認知
[00:14:59.040 --> 00:15:00.080]  即是我們現在
[00:15:00.080 --> 00:15:02.080]  我們用五知去感覺東西
[00:15:02.080 --> 00:15:05.400]  超越我們認知那種方式去存在
[00:15:05.400 --> 00:15:07.320]  而我們這些有宗教信仰的人
[00:15:07.320 --> 00:15:09.400]  我們叫作「姜濤」
[00:15:09.400 --> 00:15:11.080]  稱這些為甚麼?
[00:15:11.080 --> 00:15:13.000]  就是靈魂
[00:15:13.000 --> 00:15:16.600]  這就是我所相信的靈魂
[00:15:16.600 --> 00:15:19.840]  所以有一個短片
[00:15:19.840 --> 00:15:21.000]  給大家看
[00:15:21.000 --> 00:15:22.080]  是英文的
[00:15:22.080 --> 00:15:24.640]  不過如果你要聽英文翻譯的話
[00:15:24.640 --> 00:15:26.360]  多謝Simon在後面會試試
[00:15:26.360 --> 00:15:27.080]  我告訴大家
[00:15:27.080 --> 00:15:29.080]  這個「強烈的證據」
[00:15:37.320 --> 00:15:39.320]  (英文字幕製作:貝爾)
[00:16:08.320 --> 00:16:10.320]  (英文字幕製作:貝爾)
[00:16:37.320 --> 00:16:39.320]  (英文字幕製作:貝爾)
[00:17:08.320 --> 00:17:10.320]  (英文字幕製作:貝爾)
[00:17:37.320 --> 00:17:39.320]  (英文字幕製作:貝爾)
[00:17:39.320 --> 00:17:41.320]  (英文字幕製作:貝爾)
[00:17:41.320 --> 00:17:43.320]  (英文字幕製作:貝爾)
[00:17:43.320 --> 00:17:45.320]  (英文字幕製作:貝爾)
[00:17:45.320 --> 00:17:47.320]  (英文字幕製作:貝爾)
[00:17:47.320 --> 00:17:49.320]  (英文字幕製作:貝爾)
[00:17:49.320 --> 00:17:51.320]  (英文字幕製作:貝爾)
