
[00:00:00.000 --> 00:00:10.160]  那個調查的題目就是你最後悔的問題是什麼
[00:06:58.440 --> 00:06:59.720]  無論是對以色列人
[00:06:59.720 --> 00:07:00.840]  不管是對以色列人
[00:07:00.840 --> 00:07:01.800]  對尼里米人
[00:07:01.800 --> 00:07:02.720]  對尼里米人
[00:07:02.720 --> 00:07:05.120]  都是一視同仁,不會偏袒任何一方
[00:07:05.120 --> 00:07:07.560]  都是一視同仁,不會偏袒任何一方
[00:07:07.560 --> 00:07:09.480]  這個彼得厚書亦都補充
[00:07:09.480 --> 00:07:12.800]  他不願意一人沉淪,願意人人悔改
[00:07:12.800 --> 00:07:15.120]  彼得厚書三章九節都提出
[00:07:15.120 --> 00:07:18.920]  他不願意一人沉淪,願意人人悔改
[00:07:18.920 --> 00:07:22.760]  所以去到《約拿書》第三章的四至五節
[00:07:22.760 --> 00:07:25.680]  所以回到《約拿書》第三章的四到五節裏
[00:07:25.680 --> 00:07:29.200]  一開始約拿擺明跟上帝鬥氣
[00:07:29.200 --> 00:07:31.800]  一開始約拿擺明跟上帝鬥氣
[00:07:31.800 --> 00:07:35.320]  第四節形容尼里米城是一個極大的城
[00:07:35.320 --> 00:07:39.440]  第四節形容尼里米城是一個很大的城
[00:07:39.440 --> 00:07:43.520]  在《約拿書》裏有很多很難解釋的詞彙
[00:07:43.520 --> 00:07:46.520]  (主持人:在《約拿書》裏面有很多很難去解釋的詞彙)
[00:07:46.520 --> 00:07:51.120]  其中這個「大」是比較難去解釋的
[00:07:51.120 --> 00:07:53.120]  (主持人:其中一個「大」是比較難去解釋的)
[00:07:53.120 --> 00:07:57.120]  這個「大」不單指外形,是指重要性
[00:07:57.120 --> 00:08:00.620]  (主持人:這個「大」不單只是外形,而是指重要性)
[00:08:00.620 --> 00:08:03.520]  大家回想《約拿書》裏面的用詞
[00:08:03.520 --> 00:08:06.620]  (主持人:大家回想《約拿書》裏面的用詞)
[00:08:06.620 --> 00:08:07.520]  大城
[00:08:07.520 --> 00:08:08.220]  (主持人:大城)
[00:08:08.220 --> 00:08:08.920]  大風
[00:08:08.920 --> 00:08:09.620]  (主持人:大風)
[00:08:09.620 --> 00:08:10.320]  大雨
[00:08:10.320 --> 00:08:11.120]  (主持人:大雨)
[00:08:11.120 --> 00:08:11.820]  大晨
[00:08:11.820 --> 00:08:12.720]  (主持人:大晨)
[00:08:12.720 --> 00:08:18.520]  所有這些事件都是神使用來憐憫而變得重要的
[00:08:18.520 --> 00:08:22.020]  (主持人:所有的事都是神使用來憐憫而變得重要的)
[00:08:22.020 --> 00:08:25.720]  亦都提到船員對神那種大大的敬畏
[00:08:25.720 --> 00:08:29.420]  (主持人:而都提到船員對神那種大大的敬畏)
[00:08:29.420 --> 00:08:31.820]  但《約拿》卻是大大的不悅
[00:08:31.820 --> 00:08:34.320]  (主持人:但是《約拿》卻是大大的不悅)
[00:08:34.320 --> 00:08:38.120]  亦都表示那種馴服和自以為意的對比
[00:08:38.120 --> 00:08:42.020]  (主持人:都表示馴服和自以為意的那種對比)
[00:08:42.020 --> 00:08:45.420]  這裏形容這個城很大,有三天的路程
[00:08:45.420 --> 00:08:48.120]  (主持人:這裏形容這個城很大,有三天的路程)
[00:08:48.120 --> 00:08:51.020]  結果《約拿》走了一天
[00:08:51.020 --> 00:08:53.920]  (主持人:結果越南人走進城裏走了一天)
[00:08:53.920 --> 00:08:56.420]  自己沒有顯示他繼續下去
[00:08:56.420 --> 00:08:58.720]  (主持人:聖經沒有顯示他繼續下去)
[00:08:58.720 --> 00:09:00.120]  又講了一句說話
[00:09:00.120 --> 00:09:01.320]  (主持人:然後講了一句話)
[00:09:01.320 --> 00:09:04.520]  他說再過四十日,尼尼未必傾覆了
[00:09:04.520 --> 00:09:08.520]  (主持人:他說再過四十日,尼尼未必傾覆了)
[00:09:08.520 --> 00:09:12.520]  在希伯來文這句說話只有五個字
[00:09:12.520 --> 00:09:14.620]  (主持人:在希伯來文這句說話只有五個字)
[00:09:14.620 --> 00:09:17.020]  我相信以約拿高傲的性格
[00:09:17.020 --> 00:09:18.920]  (主持人:我相信以約拿高傲的性格)
[00:09:18.920 --> 00:09:20.620]  肯定用希伯來話來說
[00:09:20.620 --> 00:09:22.420]  (主持人:他是肯定用希伯來話去講的)
[00:09:22.420 --> 00:09:24.020]  所以聽得明白,算你好彩
[00:09:24.020 --> 00:09:25.620]  (主持人:所以聽得明白,算你好彩)
[00:09:25.620 --> 00:09:29.020]  明顯《約拿》是彈球敷衍了事
[00:09:29.020 --> 00:09:32.920]  (主持人:明顯《約拿》是彈球敷衍了事)
[00:09:32.920 --> 00:09:35.820]  好了,神你要我去,現在反正我不夠你鬥
[00:09:35.820 --> 00:09:38.420]  (主持人:好了,神你先讓我去,反正我不夠你鬥)
[00:09:38.420 --> 00:09:42.320]  好,那我就暗地裏採取一些不合作的態度
[00:09:42.320 --> 00:09:44.220]  (主持人:那我就暗地裏採取一些不合作的態度)
[00:09:44.220 --> 00:09:47.220]  你要我做,我就偏偏不是竭盡所能去做
[00:09:47.220 --> 00:09:50.220]  (主持人:你要我做,我就偏偏不是竭盡所能去做)
[00:09:50.220 --> 00:09:51.720]  就好像我們中國人這樣說
[00:09:51.720 --> 00:09:52.720]  (主持人:就像我們中國人這樣說)
[00:09:52.720 --> 00:09:54.320]  上有政策,下有對策
[00:09:54.320 --> 00:09:55.920]  (主持人:上有政策,下有對策)
[00:09:55.920 --> 00:09:59.520]  所以你要我去呼籲你,你不是人悔改嗎?
[00:09:59.520 --> 00:10:01.920]  (主持人:所以你要我呼籲你,你以為人悔改嗎?)
[00:10:01.920 --> 00:10:04.820]  我就用一種大希伯來主義的心態
[00:10:04.820 --> 00:10:08.520]  (主持人:我就用一種大希伯來主義的心態) 很傲慢地去宣講
[00:10:08.520 --> 00:10:09.920]  (主持人:很傲慢地去宣講)
[00:10:09.920 --> 00:10:12.920]  如果用口語化去翻譯第三章四節呢?
[00:10:12.920 --> 00:10:15.220]  (主持人:如果用口語化去翻譯第三章四節)
[00:10:15.220 --> 00:10:16.520]  我大概會這樣翻譯
[00:10:16.520 --> 00:10:17.720]  (主持人:我大概會這樣翻譯)
[00:10:17.720 --> 00:10:18.920]  聽清楚了
[00:10:18.920 --> 00:10:19.820]  (主持人:那聽清楚了)
[00:10:19.820 --> 00:10:21.020]  還有四十天
[00:10:21.020 --> 00:10:21.920]  (主持人:還有四十天)
[00:10:21.920 --> 00:10:23.920]  你們全部都死清光
[00:10:23.920 --> 00:10:26.120]  (主持人:你們全部都死光)
[00:10:26.120 --> 00:10:29.420]  教會歷史上有一個傳達人叫做屈靈多謀的人
[00:10:29.420 --> 00:10:34.220]  (主持人:教會傳統歷史有一個叫一個牧師的)
[00:10:34.220 --> 00:10:35.420]  屈靈多謀
[00:10:35.420 --> 00:10:36.320]  (主持人:屈靈多謀)
[00:10:36.320 --> 00:10:38.120]  他的外號叫做金口
[00:10:38.120 --> 00:10:40.120]  (主持人:他的外號叫做金口)
[00:10:40.120 --> 00:10:42.320]  因為他講道非常好聽
[00:10:42.320 --> 00:10:43.620]  (主持人:因為他講道非常好聽)
[00:10:43.620 --> 00:10:44.920]  大家都很喜歡聽他講道
[00:10:44.920 --> 00:10:46.320]  (主持人:大家都很喜歡聽他講道)
[00:10:46.320 --> 00:10:49.120]  我相信約拿是鑽石白金口
[00:10:49.120 --> 00:10:51.420]  (主持人:我相信約拿是鑽石白金口)
[00:10:51.420 --> 00:10:55.620]  在約拿書裏面其實你留意約拿只講了三句說話
[00:10:55.620 --> 00:10:58.520]  (主持人:在約拿書裏面其實你留意約拿只講過三句話)
[00:10:58.520 --> 00:11:00.620]  對人應該是對人講了三句說話
[00:11:00.620 --> 00:11:02.020]  (主持人:對人只是講了三句話)
[00:11:02.020 --> 00:11:04.220]  第一句話在一章九節裏面
[00:11:04.220 --> 00:11:05.820]  (主持人:第一句話在一章九節裏面)
[00:11:05.820 --> 00:11:06.920]  他說我是希伯來人
[00:11:06.920 --> 00:11:08.220]  我敬畏耶和華
[00:11:08.220 --> 00:11:12.420]  那創造滄海之天上的神
[00:11:12.420 --> 00:11:13.920]  (主持人:他說我是希伯來人
[00:11:13.920 --> 00:11:15.420]  我敬畏耶和華
[00:11:15.420 --> 00:11:18.820]  那創造滄海和地之天上的神)
[00:11:18.820 --> 00:11:20.420]  他一講完人就懼怕了
[00:11:20.420 --> 00:11:21.920]  (主持人:他一講完人就懼怕了)
[00:11:21.920 --> 00:11:24.120]  第二句說話在一章十二節裏面
[00:11:24.120 --> 00:11:25.920]  (主持人:第二句話在一章十二節裏面)
[00:11:25.920 --> 00:11:27.920]  他提到自己是風浪的根源
[00:11:27.920 --> 00:11:30.120]  (主持人:他提到自己是風浪的根源)
[00:11:30.120 --> 00:11:32.120]  一講完人就求告神
[00:11:32.120 --> 00:11:34.320]  (主持人:一講完人就求告神)
[00:11:34.320 --> 00:11:36.220]  第三句說話在三章四節裏面
[00:11:36.220 --> 00:11:37.420]  (主持人:第三句話在三章四節裏面)
[00:11:37.420 --> 00:11:40.220]  一講完人就信服神
[00:11:40.220 --> 00:11:42.320]  (主持人:一講完人就信服神)
[00:11:42.320 --> 00:11:44.220]  他們就宣告禁食
[00:11:44.220 --> 00:11:46.220]  (主持人:一講完人就宣告禁食)
[00:11:46.220 --> 00:11:50.020]  由最大到最小甚至生畜都披麻
[00:11:50.020 --> 00:11:52.220]  (主持人:從最大的到最小的
[00:11:52.220 --> 00:11:54.620]  甚至連牲畜都披麻衣)
[00:11:54.620 --> 00:11:59.420]  如果我們仔細去研究若拿所傳講的信息
[00:11:59.420 --> 00:12:03.720]  (主持人:如果我們仔細去研究若拿所傳講的信息)
[00:12:03.720 --> 00:12:06.420]  其實他是改動了原意的
[00:12:06.420 --> 00:12:08.120]  (主持人:其實他是改動了原意)
[00:12:08.120 --> 00:12:12.720]  因為若拿提醒尼尼美人
[00:12:12.720 --> 00:12:14.720]  她的惡已經達到神的面前
[00:12:14.720 --> 00:12:18.220]  (主持人:因為若拿提醒尼尼美人
[00:12:18.220 --> 00:12:20.320]  他們的惡已經達到上帝那裏去了)
[00:12:20.320 --> 00:12:23.620]  簡單來說是一個呼籲他們悔改的信息
[00:12:23.620 --> 00:12:26.720]  (主持人:簡單來說是一個呼籲他們悔改的信息)
[00:12:26.720 --> 00:12:29.220]  但若拿就改為一個審判的信息
[00:12:29.220 --> 00:12:31.220]  (主持人:但若拿就改為一個審判的信息)
[00:12:31.220 --> 00:12:32.420]  沒有自我介紹
[00:12:32.420 --> 00:12:33.520]  (主持人:沒有自我介紹)
[00:12:33.520 --> 00:12:35.520]  沒有交代她為甚麼要來做甚麼
[00:12:35.520 --> 00:12:37.120]  (主持人:沒有交代她為甚麼要來做甚麼)
[00:12:37.120 --> 00:12:39.120]  沒有引言、沒有例子、沒有原因
[00:12:39.120 --> 00:12:41.820]  (主持人:沒有引言、沒有例子、沒有原因)
[00:12:41.820 --> 00:12:43.620]  沒有提到尼美人的惡行
[00:12:43.620 --> 00:12:45.020]  (主持人:沒有提到尼尼美人的惡行)
[00:12:45.020 --> 00:12:46.420]  沒有任何的技巧
[00:12:46.420 --> 00:12:47.320]  (主持人:沒有任何的技巧)
[00:12:47.320 --> 00:12:48.820]  甚至沒有含糊其詞
[00:12:48.820 --> 00:12:50.120]  (主持人:甚至沒有含糊其詞)
[00:12:50.120 --> 00:12:51.720]  態度傲慢無禮
[00:12:51.720 --> 00:12:53.320]  (主持人:態度傲慢無禮)
[00:12:53.320 --> 00:13:01.420]  總之他的目的就是要想尼尼美人對他的說話反感
[00:13:01.420 --> 00:13:04.220]  他們不回應他的詭計就得逞
[00:13:04.220 --> 00:13:06.820]  (主持人:那他們如果不回應的話他的詭計就得逞了)
[00:13:06.820 --> 00:13:09.820]  如果有一天有人來到你家
[00:13:09.820 --> 00:13:12.920]  就按門鈴
[00:13:12.920 --> 00:13:14.820]  你就打開門
[00:13:14.820 --> 00:13:19.620]  你見到一個目眉表情的陌生人站在你面前
[00:13:19.620 --> 00:13:22.020]  對方用很不耐煩的眼神看你一眼
[00:13:22.020 --> 00:13:24.420]  (主持人:對方用很不耐煩的眼神看你一眼)
[00:13:24.420 --> 00:13:26.020]  然後就開口這樣說
[00:13:26.020 --> 00:13:27.320]  (主持人:之後就開口說)
[00:13:27.320 --> 00:13:28.320]  你快要死了
[00:13:28.320 --> 00:13:29.620]  (主持人:你就快死了)
[00:13:29.620 --> 00:13:31.420]  然後就當你已經死了
[00:13:31.420 --> 00:13:32.720]  (主持人:當你已經死了)
[00:13:32.720 --> 00:13:34.820]  眼眉都不看你一眼就離開
[00:13:34.820 --> 00:13:35.820]  (主持人:看都不看你一眼就離開)
[00:13:35.820 --> 00:13:36.820]  你有什麼反應
[00:13:36.820 --> 00:13:37.720]  (主持人:那你會有什麼反應)
[00:13:37.720 --> 00:13:39.120]  你會不會追出去
[00:13:39.120 --> 00:13:40.120]  (主持人:你會不會追出去)
[00:13:40.120 --> 00:13:41.720]  一邊走一邊大叫
[00:13:41.720 --> 00:13:43.220]  (主持人:一邊走一邊大叫)
[00:13:43.220 --> 00:13:45.220]  哎呀這位先生我真是多謝你了
[00:13:45.220 --> 00:13:47.020]  (主持人:哎呀這位先生我真是多謝你了)
[00:13:47.020 --> 00:13:52.420]  你這麼關心我 你將一個這麼大好的訊息告訴我
[00:13:52.420 --> 00:13:55.120]  你簡直是我再生父母
[00:13:55.120 --> 00:13:57.520]  你是我全家的救命恩人
[00:13:57.520 --> 00:13:59.820]  我真是多謝你一生一世都要記住你
[00:13:59.820 --> 00:14:03.420]  (主持人:我真是謝謝你一生一世都要記得你)
[00:14:03.420 --> 00:14:06.420]  當時約拿大概就是用了這樣的態度
[00:14:06.420 --> 00:14:08.420]  (主持人:當時約拿大概就是用了這樣的態度)
[00:14:08.420 --> 00:14:13.320]  約拿表面上順服神的吩咐
[00:14:13.320 --> 00:14:17.020]  (主持人:我逼於無奈要去尼尼維)
[00:14:17.020 --> 00:14:22.220]  實際上他是一種心不甘情不願的態度
[00:14:22.220 --> 00:14:26.020]  他根本就不投入這個差事
[00:14:26.020 --> 00:14:30.820]  他主要的目的不是要尼尼維人悔改
[00:14:30.820 --> 00:14:34.320]  他要他們去反感
[00:14:34.320 --> 00:14:39.220]  約拿這位歷史上被稱為最偉大又最失敗的傳道人
[00:14:39.220 --> 00:14:43.920]  (主持人:約拿這位在歷史上被稱為最偉大又最失敗的傳道人)
[00:14:43.920 --> 00:14:46.420]  他用盡一切方法跟神對抗
[00:14:46.420 --> 00:14:48.420]  (主持人:他用盡一切方法跟神對抗)
[00:14:48.420 --> 00:14:51.720]  結果諷刺他這句話令到全城悔改
[00:14:51.720 --> 00:14:54.420]  (主持人:結果諷刺他這句話令到全城悔改)
[00:14:54.420 --> 00:15:00.020]  我們留意一下在尼尼尼王下令全城做了三件事
[00:15:00.020 --> 00:15:05.620]  (主持人:我們留意一下尼尼尼王用三件事做了三件事)
[00:15:05.620 --> 00:15:09.820]  他說第一要全城禁食
[00:15:09.820 --> 00:15:13.220]  全城切切求告神
[00:15:13.220 --> 00:15:16.820]  全城離棄惡事
[00:15:16.820 --> 00:15:20.020]  然後將最後的決定權交回給上帝
[00:15:20.020 --> 00:15:22.820]  然後把最後的決定權交給上帝
[00:15:22.820 --> 00:15:26.120]  研究舊約的歷史
[00:15:26.120 --> 00:15:31.920]  尼尼未成這一次徹底的悔改
[00:15:31.920 --> 00:15:33.920]  在以色列的歷史從未出現
[00:15:33.920 --> 00:15:36.120]  (主持人:在以色列的歷史從未出現過)
[00:15:36.120 --> 00:15:38.620]  結果這個第十節就出現了
[00:15:38.620 --> 00:15:41.520]  (主持人:結果在第十節就出現了)
[00:15:41.520 --> 00:15:43.520]  神察看他們的行為
[00:15:43.520 --> 00:15:44.720]  (主持人:神察看他們的行為)
[00:15:44.720 --> 00:15:47.120]  見他們離開惡道就後悔
[00:15:47.120 --> 00:15:51.220]  (主持人:見他們離開惡道就後悔)
[00:15:51.220 --> 00:15:53.520]  不將所說的災禍降給他們
[00:15:53.520 --> 00:15:56.520]  (主持人:不把所說的災禍降給他們)
[00:15:56.520 --> 00:16:00.720]  這裡出現一個令我們有些困惑的詞:後悔
[00:16:00.720 --> 00:16:04.320]  (主持人:這裡出現一個令我們有些困惑的詞:後悔)
[00:16:04.320 --> 00:16:06.920]  我們翻查一下後悔一般的意思
[00:16:06.920 --> 00:16:08.920]  (主持人:我們翻查一下後悔一般的意思)
[00:16:08.920 --> 00:16:11.720]  就是假如當日我不是做錯了決定
[00:16:11.720 --> 00:16:14.720]  (主持人:就是假如當日我不是做錯了決定)
[00:16:14.720 --> 00:16:18.320]  我可能現在的狀況更好更幸福
[00:16:18.320 --> 00:16:21.320]  (主持人:我現在的狀況可能會更好更幸福)
[00:16:21.320 --> 00:16:24.920]  我現在不喜歡看地產的店鋪
[00:16:24.920 --> 00:16:27.920]  (主持人:我現在已經不喜歡看地產的店鋪)
[00:16:27.920 --> 00:16:32.720]  因為我在樓價最低的時候將香港那層樓賣了
[00:16:32.720 --> 00:16:38.520]  (主持人:因為我以前在樓價最低的時候把香港那個樓賣了)
[00:16:38.520 --> 00:16:41.120]  每次走過我就心如刀割
[00:16:41.120 --> 00:16:43.720]  (主持人:每一次我走過我就心如刀割)
[00:16:43.720 --> 00:16:46.320]  痛不欲生
[00:16:46.320 --> 00:16:50.120]  所以說後悔包含了兩個意思
[00:16:50.120 --> 00:16:52.920]  (主持人:所以說後悔包含了兩個意思)
[00:16:52.920 --> 00:16:55.920]  第一就是以發生的事情或者我做出的抉擇
[00:16:55.920 --> 00:16:58.520]  (主持人:第一就是以發生的事情或者我做出的抉擇)
[00:16:58.520 --> 00:17:01.520]  第二就是如果回到過去
[00:17:01.520 --> 00:17:02.920]  (主持人:第二就是如果回到過去)
[00:17:02.920 --> 00:17:04.520]  如果我作出不同的選擇
[00:17:04.520 --> 00:17:06.120]  (主持人:如果我作出不同的選擇的話)
[00:17:06.120 --> 00:17:07.920]  我可能就有更好的效果
[00:17:07.920 --> 00:17:09.720]  (主持人:我可能就會有更好的效果)
[00:17:09.720 --> 00:17:12.320]  我經常都想如果當日我不賣了香港那層樓
[00:17:12.320 --> 00:17:16.120]  (主持人:我經常想如果當日我不把香港的樓賣掉)
[00:17:16.120 --> 00:17:19.320]  我跟教會五年不支人工做都可以
[00:17:19.320 --> 00:17:22.520]  (主持人:我跟教會五年不出人工都可以了)
[00:17:22.520 --> 00:17:26.520]  如果那個發生的事情影響越大
[00:17:26.520 --> 00:17:29.120]  (主持人:如果那個發生的事情影響越大的話)
[00:17:29.120 --> 00:17:30.720]  我那個後悔就越強烈
[00:17:30.720 --> 00:17:32.720]  (主持人:我那個後悔就越強烈)
[00:17:32.720 --> 00:17:36.520]  所以聖經就提到神是多次的後悔
[00:17:36.520 --> 00:17:38.920]  (主持人:所以聖經就提到神是多次的後悔)
[00:17:38.920 --> 00:17:40.120]  那我們就會問了
[00:17:40.120 --> 00:17:40.920]  (主持人:那我們就會問了)
[00:17:40.920 --> 00:17:44.520]  難道神會因為做錯事而後悔嗎?
[00:17:44.520 --> 00:17:46.920]  (主持人:難道神會因為做錯事而後悔嗎?)
[00:17:46.920 --> 00:17:49.520]  或者如果神是一位朝夕令改的神
[00:17:49.520 --> 00:17:52.120]  (主持人:或者說神是一個朝夕令改的神)
[00:17:52.120 --> 00:17:53.720]  祂還值不值得我們相信呢?
[00:17:53.720 --> 00:17:55.920]  (主持人:那祂是不是還令到我們相信呢?)
[00:17:55.920 --> 00:17:56.920]  聖經不是告訴我們
[00:17:56.920 --> 00:18:00.920]  神是一位昔在、今在、永在、永不改變的神嗎?
