
[00:00:00.000 --> 00:00:02.820]  疫情這兩年多以來
[00:01:27.020 --> 00:01:29.580]  很誇張 二人限聚
[00:01:29.580 --> 00:01:32.340]  基本上真的不用聚了
[00:01:32.340 --> 00:01:36.780]  所以曉丹當時請我們為學生去祈禱
[00:01:36.780 --> 00:01:40.060]  因為學生他們自己一個人去留學
[00:01:40.060 --> 00:01:41.580]  沒有家人在身邊
[00:01:41.580 --> 00:01:43.380]  本身已經很孤單
[00:01:43.380 --> 00:01:45.780]  再加上這個疫情限聚
[00:01:45.780 --> 00:01:47.540]  不可以去學校上學
[00:01:47.540 --> 00:01:49.740]  也有很多活動都取消了
[00:01:49.740 --> 00:01:50.820]  真的很孤單
[00:01:50.820 --> 00:01:53.580]  偶爾有人問我
[00:01:53.580 --> 00:01:56.860]  疫情令到很多宣教工作都做不到
[00:01:56.860 --> 00:01:57.820]  去不了短宣
[00:01:57.820 --> 00:01:59.940]  還有什麼可以做
[00:01:59.940 --> 00:02:01.420]  的確
[00:02:01.420 --> 00:02:05.220]  疫情限聚很多恆常的事
[00:02:05.220 --> 00:02:07.940]  本身很容易就安排得到的事
[00:02:07.940 --> 00:02:09.060]  是做不到
[00:02:09.060 --> 00:02:10.140]  但是同時
[00:02:10.140 --> 00:02:12.660]  又有很多平時做不到
[00:02:12.660 --> 00:02:14.060]  不會做的事
[00:02:14.060 --> 00:02:15.740]  又會做了
[00:02:15.740 --> 00:02:17.860]  例如我們本身就一年一次
[00:02:17.860 --> 00:02:20.300]  最多就是我們農曆新年的時候
[00:02:20.300 --> 00:02:22.740]  去一去跟他們聚會
[00:02:22.740 --> 00:02:24.300]  但是疫情之下
[00:02:24.300 --> 00:02:25.740]  我們有機會參與他們
[00:02:25.740 --> 00:02:28.380]  中秋節的聚會
[00:02:28.380 --> 00:02:29.380]  疫情之下
[00:02:29.380 --> 00:02:31.500]  又有機會邀請到劉牧師
[00:02:31.500 --> 00:02:34.100]  在他們的聚會當中講到
[00:02:34.100 --> 00:02:36.580]  早期當口罩很難買的時候
[00:02:36.580 --> 00:02:38.100]  我們又做了布口罩
[00:02:38.100 --> 00:02:40.380]  和一些外科口罩一起寄過去
[00:02:40.380 --> 00:02:43.020]  作為一份關心
[00:02:43.020 --> 00:02:44.780]  我們也可以在線上
[00:02:44.780 --> 00:02:47.780]  參加曉丹的婚禮
[00:02:47.780 --> 00:02:49.420]  就正如有人說
[00:02:49.420 --> 00:02:51.780]  疫情所有事情都停了嗎
[00:02:51.780 --> 00:02:52.620]  不是
[00:02:52.620 --> 00:02:54.620]  生活仍然繼續
[00:02:54.620 --> 00:02:57.580]  我們可以選擇如何在限制之下
[00:02:57.580 --> 00:03:01.140]  把握機會做重要的事
[00:03:01.140 --> 00:03:02.740]  今天我選擇了這一段經文
[00:03:02.740 --> 00:03:05.340]  都是關於耶穌如何去差遣祂的門徒
[00:03:05.340 --> 00:03:07.260]  兩個兩個這樣出去
[00:03:07.260 --> 00:03:08.380]  把握時間
[00:03:08.380 --> 00:03:10.020]  做重要的事
[00:03:10.020 --> 00:03:13.100]  將平安的福音傳開
[00:03:13.100 --> 00:03:15.260]  路加福音第十章
[00:03:15.260 --> 00:03:16.300]  一至十二節
[00:03:16.300 --> 00:03:17.700]  十七至二十節
[00:03:17.700 --> 00:03:20.140]  在這裡我分了兩部分
[00:03:20.140 --> 00:03:21.140]  第一部分就是
[00:03:21.140 --> 00:03:23.460]  當耶穌去差遣一些門徒的時候
[00:03:23.460 --> 00:03:25.700]  先做一個簡介
[00:03:25.700 --> 00:03:27.980]  就是你們要去做些什麼
[00:03:27.980 --> 00:03:29.580]  有什麼要注意
[00:03:29.580 --> 00:03:30.540]  第二部分就是
[00:03:30.540 --> 00:03:31.260]  他們真的去了
[00:03:31.260 --> 00:03:32.380]  去完回來之後
[00:03:32.380 --> 00:03:34.940]  我們很開心地有一個感恩會
[00:03:34.940 --> 00:03:35.780]  一個分享會
[00:03:35.780 --> 00:03:37.740]  一個debriefing
[00:03:37.740 --> 00:03:39.540]  我們看看第一部分
[00:03:39.540 --> 00:03:43.460]  這個簡介會
[00:03:43.460 --> 00:03:45.260]  經文就說第一節
[00:03:45.260 --> 00:03:47.460]  這些事以後
[00:03:47.460 --> 00:03:49.940]  之前耶穌就祂自己
[00:03:49.940 --> 00:03:52.940]  和十二個門徒一起去傳道
[00:03:52.940 --> 00:03:54.900]  在這裡第十章之前一章
[00:03:54.900 --> 00:03:57.420]  也都耶穌開始去預言自己
[00:03:57.420 --> 00:03:59.780]  將要受難和復活
[00:03:59.780 --> 00:04:02.260]  在這個階段需要加快腳步
[00:04:02.260 --> 00:04:05.100]  將耶穌的事傳到各城各鄉
[00:04:05.100 --> 00:04:06.460]  於是這裡就說
[00:04:06.460 --> 00:04:08.900]  主另外指定七十二人
[00:04:08.900 --> 00:04:11.860]  差遣他們兩個兩個這樣在他前面
[00:04:11.860 --> 00:04:17.260]  去他所要去到的各城各鄉那裡
[00:04:17.260 --> 00:04:18.500]  他就對他們說
[00:04:18.500 --> 00:04:20.180]  要修的莊稼很多
[00:04:20.180 --> 00:04:21.700]  做工的人就很少
[00:04:21.700 --> 00:04:23.660]  所以你們要求莊稼的主
[00:04:23.660 --> 00:04:24.860]  差遣做工的人
[00:04:24.860 --> 00:04:28.820]  出去修他的莊稼
[00:04:28.820 --> 00:04:30.740]  莊稼即是農作物
[00:04:30.740 --> 00:04:34.700]  一般都會指一些和小麥之類
[00:04:34.700 --> 00:04:36.820]  在這裡主用和田
[00:04:36.820 --> 00:04:38.940]  和和田的主人
[00:04:38.940 --> 00:04:42.100]  去比喻人和神的關係
[00:04:42.100 --> 00:04:43.700]  和田已經成熟了
[00:04:43.700 --> 00:04:45.820]  是時候可以去修葛了
[00:04:45.820 --> 00:04:47.980]  就比喻人的心已經預備好了
[00:04:47.980 --> 00:04:51.460]  等人去將福音傳給他們
[00:04:51.460 --> 00:04:55.060]  於是耶穌在這裡不單止像以往一樣
[00:04:55.060 --> 00:04:56.780]  派他十二個門徒
[00:04:56.780 --> 00:04:58.620]  和他們一起去傳福音
[00:04:58.620 --> 00:05:02.620]  而是另外再選擇多七十二個門徒
[00:05:02.620 --> 00:05:05.940]  差遣他們兩個兩個這樣分散出去
[00:05:05.940 --> 00:05:09.700]  將平安的福音傳到各城各鄉
[00:05:09.700 --> 00:05:11.460]  第三節就說
[00:05:11.460 --> 00:05:12.620]  你們去吧
[00:05:12.620 --> 00:05:14.580]  看我差你們出去
[00:05:14.580 --> 00:05:18.700]  就好像羊進入狼群一樣
[00:05:18.700 --> 00:05:21.420]  這裡又用了另一個比喻
[00:05:21.420 --> 00:05:25.620]  就是當門徒去到人群當中傳福音的時候
[00:05:25.620 --> 00:05:29.340]  就好像羊進入狼群一樣
[00:05:29.340 --> 00:05:31.780]  羊天性溫順
[00:05:31.780 --> 00:05:34.580]  狼奸險凶殘
[00:05:34.580 --> 00:05:39.940]  羊去到狼群的中間是一件很危險的處境
[00:05:39.940 --> 00:05:40.820]  當然了
[00:05:40.820 --> 00:05:44.500]  不是說那些基督徒都是很好的很乖的
[00:05:44.500 --> 00:05:45.540]  就好像羊這樣
[00:05:45.540 --> 00:05:47.860]  未信的人就好像狼
[00:05:47.860 --> 00:05:49.300]  就不是這樣的意思
[00:05:49.300 --> 00:05:53.020]  而是當我們去向人傳福音的時候
[00:05:53.020 --> 00:05:56.860]  一方面這件事本身不一定是一件受歡迎的事
[00:05:56.860 --> 00:06:00.500]  同時在二福所書六章十二節也說
[00:06:00.500 --> 00:06:05.180]  因為我們的憎戰並不是對抗有血有肉的人
[00:06:05.180 --> 00:06:07.700]  而是對抗那些執政的掌權的
[00:06:07.700 --> 00:06:09.540]  管轄者幽暗世界的
[00:06:09.540 --> 00:06:12.060]  以及天空靈界的惡魔
[00:06:12.060 --> 00:06:14.980]  原來傳福音是一場屬靈的憎戰
[00:06:14.980 --> 00:06:19.380]  要對抗的是那個敵黨神的魔鬼撒旦
[00:06:19.380 --> 00:06:23.700]  所以那個處境是有危險的
[00:06:23.700 --> 00:06:26.140]  那麼這個行動要注意些什麼呢
[00:06:26.140 --> 00:06:30.420]  接下來第四節打後就這樣說了
[00:06:30.420 --> 00:06:31.660]  不要帶錢郎
[00:06:31.660 --> 00:06:32.940]  不要帶行郎
[00:06:32.940 --> 00:06:34.300]  不要帶孩子
[00:06:34.300 --> 00:06:37.660]  在路上也不要向人問安
[00:06:37.660 --> 00:06:41.340]  無論進哪一家先要說
[00:06:41.340 --> 00:06:44.260]  願這一家平安
[00:06:44.260 --> 00:06:46.460]  那裏若有當得平安的人
[00:06:46.460 --> 00:06:51.060]  你們所求的平安就必臨到那一家
[00:06:51.060 --> 00:06:53.380]  不然就將歸還你們
[00:06:53.380 --> 00:06:54.980]  你們要住在那一家
[00:06:54.980 --> 00:06:56.940]  吃喝他們所供給的
[00:06:56.940 --> 00:06:59.460]  因為工人得工錢是應該的
[00:06:59.460 --> 00:07:02.300]  不要從這一家搬到那一家
[00:07:02.300 --> 00:07:04.020]  無論去到哪一座城
[00:07:04.020 --> 00:07:05.820]  人如果接待你們
[00:07:05.820 --> 00:07:07.820]  給你們擺上什麼食物
[00:07:07.820 --> 00:07:11.260]  你們就吃什麼
[00:07:11.260 --> 00:07:12.700]  繼續
[00:07:12.700 --> 00:07:14.620]  要醫治那個城裏的病人
[00:07:14.620 --> 00:07:17.860]  跟他們說神的國臨近你們
[00:07:17.860 --> 00:07:19.540]  無論去到哪一座城
[00:07:19.540 --> 00:07:21.180]  人如果不接待你們
[00:07:21.180 --> 00:07:23.540]  你們就去到大街上說
[00:07:23.540 --> 00:07:27.020]  就是你們城裏面的塵土黏在我的腳上
[00:07:27.020 --> 00:07:29.660]  我都當著你們擦去
[00:07:29.660 --> 00:07:32.700]  但是你們該知道神的國臨近
[00:07:32.700 --> 00:07:33.940]  我告訴你們
[00:07:33.940 --> 00:07:36.620]  在那個日子所多瑪所愁的
[00:07:36.620 --> 00:07:41.100]  比起這個城還容易
[00:07:41.100 --> 00:07:43.980]  從第四到第十二節
[00:07:43.980 --> 00:07:47.820]  是一些Do's and Don'ts的指引
[00:07:47.820 --> 00:07:50.780]  就是要這樣那樣
[00:07:50.780 --> 00:07:52.980]  不要那樣那樣
[00:07:52.980 --> 00:07:55.580]  我們一起去看看這個清單
[00:07:55.580 --> 00:07:57.540]  這個究竟要做些什麼
[00:07:57.540 --> 00:08:00.860]  不要做些什麼
[00:08:00.860 --> 00:08:07.020]  首先他說要兩個兩個往各城各地去
[00:08:07.020 --> 00:08:12.940]  情況就好像羔羊進入狼群一樣
[00:08:12.940 --> 00:08:15.140]  為什麼要兩個兩個呢
[00:08:15.140 --> 00:08:17.140]  因為他們要把握時間
[00:08:17.140 --> 00:08:18.060]  要爭取時間
[00:08:18.060 --> 00:08:19.660]  所以他們要分散
[00:08:19.660 --> 00:08:20.820]  去多些地方
[00:08:20.820 --> 00:08:22.780]  一方面去多些地方
[00:08:22.780 --> 00:08:25.180]  但是同時每個人都要有同伴
[00:08:25.180 --> 00:08:26.180]  互相支援
[00:08:26.180 --> 00:08:27.540]  不要單打獨鬥
[00:08:27.540 --> 00:08:30.820]  所以二人同行
[00:08:30.820 --> 00:08:33.780]  要無論進哪一家
[00:08:33.780 --> 00:08:38.660]  先要說願這一家平安
[00:08:38.660 --> 00:08:42.300]  就是要把平安的福音帶給這個家
[00:08:42.300 --> 00:08:43.780]  如果得到善意的回應
[00:08:43.780 --> 00:08:46.140]  這個平安就臨到這一家了
[00:08:46.140 --> 00:08:48.020]  家主如果不接受
[00:08:48.020 --> 00:08:52.860]  那就留待下一個合適領受的人
[00:08:52.860 --> 00:08:54.580]  平安的福音
[00:08:54.580 --> 00:08:58.380]  就是人能夠透過認罪悔改
[00:08:58.380 --> 00:08:59.820]  接受耶穌
[00:08:59.820 --> 00:09:01.620]  而能夠與神和好
[00:09:01.620 --> 00:09:05.620]  聚得赦免的這個好消息
[00:09:05.620 --> 00:09:07.780]  說起平安
[00:09:07.780 --> 00:09:09.860]  最近聽過一個很好的說法
[00:09:09.860 --> 00:09:11.500]  我順便分享一下
[00:09:11.500 --> 00:09:14.300]  最近疫情因為很多網上的資源
[00:09:14.300 --> 00:09:16.140]  我們很容易很方便
[00:09:16.140 --> 00:09:17.660]  就可以在家裡上課
[00:09:17.660 --> 00:09:19.140]  聽講座
[00:09:19.140 --> 00:09:22.380]  又是把握機會去學習的時間
[00:09:22.380 --> 00:09:25.660]  我最近正在上高明謙老師的《離稀米記》
[00:09:25.660 --> 00:09:27.940]  其中他提到重建城牆
[00:09:27.940 --> 00:09:30.460]  這個工程完成了之後
[00:09:30.460 --> 00:09:33.980]  下一步就是以斯拉將神的律法
[00:09:33.980 --> 00:09:37.340]  去讀給民眾聽
[00:09:37.340 --> 00:09:41.340]  出入平安就要靠一個安全的城牆
[00:09:41.340 --> 00:09:44.060]  心裡面的平安是怎樣的
[00:09:44.060 --> 00:09:48.340]  就是靠當我們知道了神的心意
[00:09:48.340 --> 00:09:50.820]  然後我們做決定的時候
[00:09:50.820 --> 00:09:51.900]  我們是知道
[00:09:51.900 --> 00:09:55.780]  我們是按著神的心意去做決定
[00:09:55.780 --> 00:09:59.620]  即使這個未必是一個最完美的決定
[00:09:59.620 --> 00:10:03.020]  但是我們知道我們是聽從神
[00:10:03.020 --> 00:10:04.740]  而做這個決定的時候
[00:10:04.740 --> 00:10:06.860]  我們就已經心安理得
[00:10:06.860 --> 00:10:08.100]  光明磊落
[00:10:08.100 --> 00:10:10.900]  平平安安
[00:10:10.900 --> 00:10:14.460]  我們所傳的福音是一個平安的福音
[00:10:14.460 --> 00:10:17.060]  平安不是無災無難
[00:10:17.060 --> 00:10:20.580]  平安不是遇到災難都不會害怕
[00:10:20.580 --> 00:10:23.580]  不是阿Q精神或者正向思維
[00:10:23.580 --> 00:10:27.860]  而是福音讓人知道了神的心意是什麼
[00:10:27.860 --> 00:10:29.380]  當我們選擇
[00:10:29.380 --> 00:10:30.620]  聽從的時候
[00:10:30.620 --> 00:10:33.260]  我們能夠心安理得
[00:10:33.260 --> 00:10:37.300]  這個就是從神而來的平安
[00:10:37.300 --> 00:10:38.900]  第三樣要怎樣
[00:10:38.900 --> 00:10:41.620]  他說要住在那個家裡
[00:10:41.620 --> 00:10:44.740]  吃喝他們所供給的
[00:10:44.740 --> 00:10:48.180]  擺上什麼吃什麼
[00:10:48.180 --> 00:10:52.660]  傳福音的人是可以靠福音去養生
[00:10:52.660 --> 00:10:55.260]  工人得工假是應當的
[00:10:55.260 --> 00:10:57.860]  不過他也提醒傳福音的人
[00:10:57.860 --> 00:11:00.340]  不要講究挑剔
[00:11:00.340 --> 00:11:01.820]  別人接待你的時候
[00:11:01.820 --> 00:11:03.460]  為你擺上什麼
[00:11:03.460 --> 00:11:05.860]  你就安心去享用
[00:11:05.860 --> 00:11:09.780]  可能所擺上的是一些比較基本的東西
[00:11:09.780 --> 00:11:11.540]  可能是好一點
[00:11:11.540 --> 00:11:12.860]  無論怎麼樣
[00:11:12.860 --> 00:11:14.620]  我們有一個心理準備就是
[00:11:14.620 --> 00:11:16.620]  基本足夠就好了
[00:11:16.620 --> 00:11:19.100]  如果別人為你擺上好一點的
[00:11:19.100 --> 00:11:21.220]  也不需要介意
[00:11:21.220 --> 00:11:24.820]  安心接受就好了
[00:11:24.820 --> 00:11:27.620]  然後第四點他說
[00:11:27.620 --> 00:11:30.420]  要醫治城裡的病人對他們說
[00:11:30.420 --> 00:11:34.860]  神的國臨近你們了
[00:11:34.860 --> 00:11:38.180]  耶穌當時給了門徒一個特別的醫治
[00:11:38.180 --> 00:11:40.300]  和趕鬼的能力
[00:11:40.300 --> 00:11:42.180]  更加重要的就是
[00:11:42.180 --> 00:11:44.620]  他要去到人群當中跟他們說
[00:11:44.620 --> 00:11:46.660]  神的國已經近了
[00:11:46.660 --> 00:11:48.100]  如果你記得施洗約翰
[00:11:48.100 --> 00:11:49.860]  他一開始出來傳道的時候
[00:11:49.860 --> 00:11:50.980]  他是怎樣說的
[00:11:50.980 --> 00:11:53.060]  他說天國近了
[00:11:53.060 --> 00:11:55.100]  下一句就是
[00:11:55.100 --> 00:11:57.700]  你們應當悔改
[00:11:57.700 --> 00:12:01.380]  當耶穌他正式出來傳道的時候
[00:12:01.380 --> 00:12:03.860]  他也是說天國近了
[00:12:03.860 --> 00:12:05.980]  你們應當悔改
[00:12:05.980 --> 00:12:10.260]  這班門徒他呼召了他們
[00:12:10.260 --> 00:12:11.260]  訓練他們
[00:12:11.260 --> 00:12:13.780]  跟他們一起傳福音的時候
[00:12:13.780 --> 00:12:16.380]  同樣也是告訴他們
[00:12:16.380 --> 00:12:17.220]  要悔改
[00:12:17.220 --> 00:12:19.180]  因為天國近了
[00:12:19.180 --> 00:12:20.580]  天國是什麼
[00:12:20.580 --> 00:12:22.980]  在耶穌和他的門徒
[00:12:22.980 --> 00:12:26.260]  之前在《老家福音》一字九章一直在說
[00:12:26.260 --> 00:12:27.380]  他們所做的
[00:12:27.380 --> 00:12:28.300]  他們所說的
[00:12:28.300 --> 00:12:31.140]  就是要告訴別人知道天國是什麼
[00:12:31.140 --> 00:12:33.620]  天國的價值觀是什麼
[00:12:33.620 --> 00:12:37.140]  怎樣才可以進入天國
[00:12:37.140 --> 00:12:40.420]  所以我們相信
[00:12:40.420 --> 00:12:42.540]  當耶穌測驗這七十個人
[00:12:42.540 --> 00:12:44.780]  去各城各鄉去傳道的時候
[00:12:44.780 --> 00:12:47.100]  同樣就是要他們去宣講
[00:12:47.100 --> 00:12:49.380]  這個天國的福音
[00:12:49.380 --> 00:12:52.860]  告訴他們知道天國是什麼
[00:12:52.860 --> 00:12:54.300]  然後他就說
[00:12:54.300 --> 00:12:56.940]  即使有人不接待門徒
[00:12:56.940 --> 00:12:58.860]  不接受福音
[00:12:58.860 --> 00:12:59.740]  第十一節說
[00:12:59.740 --> 00:13:02.980]  你可以將黏在你的腳上的塵
[00:13:02.980 --> 00:13:04.300]  都擦走
[00:13:04.300 --> 00:13:06.660]  表示我們已經沒有關係了
[00:13:06.660 --> 00:13:07.620]  我盡了我的責任
[00:13:07.620 --> 00:13:09.140]  將這個福音告訴你
[00:13:09.140 --> 00:13:12.740]  你怎樣選擇是你的決定
[00:13:12.740 --> 00:13:14.700]  不過雖然是這樣
[00:13:14.700 --> 00:13:15.420]  接著那一句
[00:13:15.420 --> 00:13:16.900]  仍然都要跟他們說
[00:13:16.900 --> 00:13:19.540]  神的國臨近的這個消息
[00:13:19.540 --> 00:13:20.940]  要預先警告他們
[00:13:20.940 --> 00:13:22.860]  就是說這個世界的終局
[00:13:22.860 --> 00:13:25.900]  將會有神公義的審判
[00:13:25.900 --> 00:13:26.860]  到那時候
[00:13:26.860 --> 00:13:30.500]  仍然未能夠把握機會去悔改的罪人
[00:13:30.500 --> 00:13:36.020]  的結局將會很悲慘
[00:13:36.020 --> 00:13:38.900]  接著就有幾個「唔好」
[00:13:38.900 --> 00:13:40.540]  幾個「Don'ts」
[00:13:40.540 --> 00:13:41.540]  唔好
[00:13:41.540 --> 00:13:42.380]  唔好什麼
[00:13:42.380 --> 00:13:44.580]  唔好戴錢郎
[00:13:44.580 --> 00:13:46.660]  唔好戴行郎
[00:13:46.660 --> 00:13:49.620]  唔好戴鞋
[00:13:49.620 --> 00:13:53.100]  即是說不用戴錢袋
[00:13:53.100 --> 00:13:54.500]  不用戴行郎
[00:13:54.500 --> 00:13:55.860]  即是可能戴很多
[00:13:55.860 --> 00:13:57.380]  你的背包有很多行李的
[00:13:57.380 --> 00:13:58.580]  裝著一些食物
[00:13:58.580 --> 00:14:01.060]  裝著一些日用品
[00:14:01.060 --> 00:14:03.140]  不用戴那麼多這些
[00:14:03.140 --> 00:14:04.100]  不用戴鞋
[00:14:04.100 --> 00:14:05.620]  這裡不是說不要穿鞋
[00:14:05.620 --> 00:14:10.500]  只不過不需要戴一雙額外的鞋
[00:14:10.500 --> 00:14:13.780]  亦都唔好
[00:14:13.780 --> 00:14:17.180]  唔好在路上向人問安
[00:14:17.180 --> 00:14:19.060]  這裡有點特別
[00:14:19.060 --> 00:14:21.140]  是否見到人都不要理會
[00:14:21.140 --> 00:14:22.380]  總之假裝不懂
[00:14:22.380 --> 00:14:23.460]  我現在專心做我的事
[00:14:23.460 --> 00:14:24.540]  假裝不懂
[00:14:24.540 --> 00:14:26.180]  當然不是
[00:14:26.180 --> 00:14:27.420]  而是當你知道
[00:14:27.420 --> 00:14:30.500]  你要把握時間做重要的事的時候
[00:14:30.500 --> 00:14:31.940]  不需要浪費時間
[00:14:31.940 --> 00:14:39.020]  在那些擁牆客套的問安寒圈裏面
[00:14:39.020 --> 00:14:40.860]  第三樣「唔好」
[00:14:40.860 --> 00:14:44.820]  唔好從這個家搬去那個家
[00:14:44.820 --> 00:14:46.220]  剛才說
[00:14:46.220 --> 00:14:47.980]  如果有人接受福音
[00:14:47.980 --> 00:14:48.940]  接待你
[00:14:48.940 --> 00:14:50.860]  你就安心接受
[00:14:50.860 --> 00:14:52.420]  不需要花時間
[00:14:52.420 --> 00:14:55.020]  花精神去搬來搬去
[00:14:55.020 --> 00:14:56.260]  即使有人說
[00:14:56.260 --> 00:14:58.020]  我讓你住得好一點
[00:14:58.020 --> 00:14:59.260]  讓你吃得好一點
[00:14:59.260 --> 00:14:59.860]  不需要了
[00:14:59.860 --> 00:15:01.420]  我已經有了
[00:15:01.420 --> 00:15:04.220]  不需要花精神去搬來搬去
[00:15:04.220 --> 00:15:06.180]  去做這些事
[00:15:06.180 --> 00:15:09.020]  在這段經文裏面
[00:15:09.020 --> 00:15:12.060]  「唔好」怎樣做呢
[00:15:12.060 --> 00:15:15.020]  我就歸納了四個數字
[00:15:15.020 --> 00:15:17.220]  就是2111
[00:15:17.220 --> 00:15:19.980]  好 先看看
[00:15:19.980 --> 00:15:22.500]  即是怎樣呢
[00:15:22.500 --> 00:15:24.660]  第一 「依人同行」
[00:15:24.660 --> 00:15:26.460]  在這裏
[00:15:26.460 --> 00:15:28.780]  耶穌知道要把握時間
[00:15:28.780 --> 00:15:31.700]  祂要在世上做的事
[00:15:31.700 --> 00:15:33.940]  都已經準備進入一個高峰
[00:15:33.940 --> 00:15:34.660]  祂準備
[00:15:34.660 --> 00:15:37.420]  因為祂預言自己將會受死和復活
[00:15:37.420 --> 00:15:38.500]  在這個時候
[00:15:38.500 --> 00:15:40.020]  祂要加快腳步
[00:15:40.020 --> 00:15:42.060]  去將福音傳給更多的人
[00:15:42.060 --> 00:15:43.660]  傳到各城各鄉
[00:15:43.660 --> 00:15:46.860]  所以只靠十二個門徒都不足夠了
[00:15:46.860 --> 00:15:48.620]  祂要差遣更多的人
[00:15:48.620 --> 00:15:49.620]  去傳開
[00:15:49.620 --> 00:15:51.220]  將這個福音去傳開
[00:15:51.220 --> 00:15:54.300]  所以祂再揀選七十二個人
[00:15:54.300 --> 00:15:56.300]  派他們二人一組
[00:15:56.300 --> 00:15:57.900]  去各城各鄉
[00:15:57.900 --> 00:16:01.260]  「依人同行」去更多的地方
[00:16:01.260 --> 00:16:02.500]  「一份裝備」
[00:16:02.500 --> 00:16:03.620]  「唔」放心
[00:16:03.620 --> 00:16:04.620]  「主保守」
[00:16:04.620 --> 00:16:06.900]  就是你身上穿的衣服
[00:16:06.900 --> 00:16:07.580]  穿的鞋子
[00:16:07.580 --> 00:16:09.420]  你有 足夠就好了
[00:16:09.420 --> 00:16:12.660]  不需要怕我的鞋子穿著穿著會爛
[00:16:12.660 --> 00:16:14.340]  不如帶多一雙
[00:16:14.340 --> 00:16:16.020]  或者我要帶多些錢
[00:16:16.020 --> 00:16:18.380]  萬一沒有人接待我的時候
[00:16:18.380 --> 00:16:19.980]  我都可以去買
[00:16:19.980 --> 00:16:22.540]  耶穌說「一份裝備就夠了」
[00:16:22.540 --> 00:16:23.340]  「放心啦」
[00:16:23.340 --> 00:16:24.340]  「主會保守」
[00:16:24.340 --> 00:16:27.100]  「會供應你的」
[00:16:27.100 --> 00:16:28.780]  一心一意
[00:16:28.780 --> 00:16:31.980]  專注做重要的事
[00:16:31.980 --> 00:16:33.580]  可能以往
[00:16:33.580 --> 00:16:35.180]  他們習慣了
[00:16:35.180 --> 00:16:36.380]  有提到習慣了
[00:16:36.380 --> 00:16:38.580]  見到面就會打招呼
[00:16:38.580 --> 00:16:41.260]  去聊聊天
[00:16:41.260 --> 00:16:43.020]  交誼一下
[00:16:43.020 --> 00:16:44.460]  不過在這個時候
[00:16:44.460 --> 00:16:45.980]  耶穌提醒他們
[00:16:45.980 --> 00:16:47.020]  這次的行程
[00:16:47.020 --> 00:16:49.180]  你們做重要的事就可以了
[00:16:49.180 --> 00:16:49.820]  你們要想想
[00:16:49.820 --> 00:16:51.580]  可能一些平時都會做的
[00:16:51.580 --> 00:16:54.380]  但是如果那些事都不是最重要
[00:16:54.380 --> 00:16:56.660]  可能那些真的可以省略
[00:16:56.660 --> 00:16:57.580]  不需要做了
[00:16:57.580 --> 00:16:59.580]  你專注一心一意
[00:16:59.580 --> 00:17:03.380]  做好你眼前最重要的事
[00:17:03.380 --> 00:17:04.420]  還有一個「一」就是
[00:17:04.420 --> 00:17:05.620]  一個接待
[00:17:05.620 --> 00:17:09.060]  足夠就好了
[00:17:09.060 --> 00:17:11.860]  不需要去想太多
[00:17:11.860 --> 00:17:14.620]  「這個家每餐都吃麵包」
