
[00:00:00.000 --> 00:00:03.620]  二零二五年的御府祈靈修四十天
[00:03:35.760 --> 00:03:37.760]  我寶貴種了一棵果樹
[00:03:37.760 --> 00:03:39.760]  橙樹
[00:03:39.760 --> 00:03:41.760]  不知道十年八載才開花
[00:03:41.760 --> 00:03:43.760]  結果第一個熟的
[00:03:43.760 --> 00:03:45.760]  一顆橙樹
[00:03:45.760 --> 00:03:49.760]  我用一顆很甜的橙樹種的
[00:03:49.760 --> 00:03:53.760]  希望有個甜橙吃
[00:03:53.760 --> 00:03:55.760]  初熟果子很寶貴
[00:03:55.760 --> 00:03:59.760]  所以初熟果子第一個意思是寶貴
[00:03:59.760 --> 00:04:01.760]  就好像
[00:04:01.760 --> 00:04:03.760]  成世人辛辛苦苦
[00:04:03.760 --> 00:04:05.760]  上班戰戰兢兢
[00:04:05.760 --> 00:04:07.760]  第一個月發薪水
[00:04:07.760 --> 00:04:09.760]  開心到不得了
[00:04:09.760 --> 00:04:11.760]  初熟的果子
[00:04:11.760 --> 00:04:13.760]  第一次成功
[00:04:13.760 --> 00:04:15.760]  開心到不得了
[00:04:15.760 --> 00:04:17.760]  煮飯竟然真的煮到
[00:04:17.760 --> 00:04:19.760]  很開心,做衣服做到一件
[00:04:19.760 --> 00:04:21.760]  很開心
[00:04:21.760 --> 00:04:23.760]  初熟的果子
[00:04:23.760 --> 00:04:25.760]  成功
[00:04:25.760 --> 00:04:27.760]  第二個初熟果子的意思
[00:04:27.760 --> 00:04:29.760]  第二個是什麼呢
[00:04:29.760 --> 00:04:31.760]  第一個果子是這樣
[00:04:31.760 --> 00:04:33.760]  所有果子都是這樣
[00:04:33.760 --> 00:04:35.760]  種了十年八載的橙樹
[00:04:35.760 --> 00:04:37.760]  終於有一顆橙吃
[00:04:37.760 --> 00:04:39.760]  切開
[00:04:39.760 --> 00:04:41.760]  嘩
[00:04:41.760 --> 00:04:43.760]  開眼的盲眼
[00:04:43.760 --> 00:04:45.760]  酸得很厲害
[00:04:45.760 --> 00:04:47.760]  嘩
[00:04:47.760 --> 00:04:49.760]  酸到眉眼
[00:04:49.760 --> 00:04:51.760]  這是什麼橙
[00:04:51.760 --> 00:04:53.760]  是不是檸檬
[00:04:53.760 --> 00:04:55.760]  不是吧
[00:04:55.760 --> 00:04:57.760]  於是初熟的果子這麼酸
[00:04:57.760 --> 00:04:59.760]  你就知道整棵樹都是酸的
[00:04:59.760 --> 00:05:01.760]  嘩很甜
[00:05:01.760 --> 00:05:03.760]  你很開心
[00:05:03.760 --> 00:05:05.760]  因為知道整棵橙樹都是甜的
[00:05:05.760 --> 00:05:07.760]  初熟果子就是第一個
[00:05:07.760 --> 00:05:09.760]  大領者
[00:05:09.760 --> 00:05:11.760]  其他跟著的都會一樣
[00:05:11.760 --> 00:05:13.760]  死既是因一人而來
[00:05:13.760 --> 00:05:15.760]  死人復活也是因一人而來
[00:05:15.760 --> 00:05:17.760]  在亞當裡眾人都死了
[00:05:17.760 --> 00:05:19.760]  照樣在基督裡
[00:05:19.760 --> 00:05:21.760]  眾人也都要復活
[00:05:21.760 --> 00:05:23.760]  死
[00:05:23.760 --> 00:05:25.760]  因為亞當而來
[00:05:25.760 --> 00:05:27.760]  死人復活因基督而來
[00:05:27.760 --> 00:05:29.760]  所以耶穌基督就是初熟的果子
[00:05:29.760 --> 00:05:31.760]  死人復活
[00:05:31.760 --> 00:05:33.760]  祂開始
[00:05:33.760 --> 00:05:35.760]  我們也復活
[00:05:35.760 --> 00:05:37.760]  這就是重點
[00:05:37.760 --> 00:05:39.760]  這段經文
[00:05:39.760 --> 00:05:41.760]  很重要
[00:05:41.760 --> 00:05:43.760]  基督已經從死到復活
[00:05:43.760 --> 00:05:45.760]  成為睡了之人
[00:05:45.760 --> 00:05:47.760]  初熟的果子
[00:05:47.760 --> 00:05:49.760]  第一
[00:05:49.760 --> 00:05:51.760]  強調基督復活
[00:05:51.760 --> 00:05:53.760]  是一個歷史事件
[00:05:53.760 --> 00:05:55.760]  而且已經
[00:05:55.760 --> 00:05:57.760]  保羅跟他們說
[00:05:57.760 --> 00:05:59.760]  已經復活大家都知道
[00:05:59.760 --> 00:06:01.760]  咦
[00:06:01.760 --> 00:06:03.760]  當代的人
[00:06:03.760 --> 00:06:05.760]  毫容置疑
[00:06:05.760 --> 00:06:07.760]  現在我們就說
[00:06:07.760 --> 00:06:09.760]  怎麼知道真假
[00:06:09.760 --> 00:06:11.760]  但當代的人都敢說敢信
[00:06:11.760 --> 00:06:13.760]  你會知道是真的
[00:06:13.760 --> 00:06:15.760]  舉個例子
[00:06:15.760 --> 00:06:17.760]  我小時候
[00:06:17.760 --> 00:06:19.760]  所有天橋底
[00:06:19.760 --> 00:06:21.760]  所有油箱
[00:06:21.760 --> 00:06:23.760]  電箱在街上
[00:06:23.760 --> 00:06:25.760]  都有一個人在周圍寫字
[00:06:25.760 --> 00:06:27.760]  說自己叫曾造財
[00:06:27.760 --> 00:06:29.760]  他是曾王財
[00:06:29.760 --> 00:06:31.760]  曾造財
[00:06:31.760 --> 00:06:33.760]  曾王造財
[00:06:33.760 --> 00:06:35.760]  九龍皇帝
[00:06:35.760 --> 00:06:37.760]  香港沒有他的身家
[00:06:37.760 --> 00:06:39.760]  九龍皇帝周圍寫
[00:06:39.760 --> 00:06:41.760]  就是皇帝了嗎
[00:06:41.760 --> 00:06:43.760]  我們當代的人
[00:06:43.760 --> 00:06:45.760]  你寫得多就以為是皇帝了嗎
[00:06:45.760 --> 00:06:47.760]  當代是不對的
[00:06:47.760 --> 00:06:49.760]  當代有Josephus跟耶穌
[00:06:49.760 --> 00:06:51.760]  比耶穌年輕一點的
[00:06:51.760 --> 00:06:53.760]  猶太歷史學家
[00:06:53.760 --> 00:06:55.760]  在他的著作裡寫到耶穌基督復活
[00:06:55.760 --> 00:06:57.760]  他不是基督徒
[00:06:57.760 --> 00:06:59.760]  他是猶太教徒
[00:06:59.760 --> 00:07:01.760]  他不是特別尊敬基督
[00:07:01.760 --> 00:07:03.760]  不過他說
[00:07:03.760 --> 00:07:07.760]  這個時候我們當中在猶太地出現了一位智者名叫耶穌
[00:07:07.760 --> 00:07:11.760]  他是能行神蹟騎士
[00:07:11.760 --> 00:07:15.760]  又是很多追尋真理之人的導師
[00:07:15.760 --> 00:07:19.760]  相信他的人有猶太人有羅馬人有希臘人
[00:07:19.760 --> 00:07:23.760]  照他所說的
[00:07:23.760 --> 00:07:25.760]  死後第三天復活
[00:07:25.760 --> 00:07:27.760]  基督徒因此而得名
[00:07:27.760 --> 00:07:29.760]  到如今尚未絕跡
[00:07:29.760 --> 00:07:35.760]  這個Josephus並不是想幫基督教的
[00:07:35.760 --> 00:07:37.760]  他只不過是一個誠實的歷史家
[00:07:37.760 --> 00:07:39.760]  他就寫了出來
[00:07:39.760 --> 00:07:43.760]  而他是比耶穌年輕大概三十多年
[00:07:43.760 --> 00:07:45.760]  三十七歲
[00:07:45.760 --> 00:07:47.760]  即是主後三十七年的人
[00:07:47.760 --> 00:07:49.760]  即是說他還有當時的背景
[00:07:49.760 --> 00:07:51.760]  騙不到的
[00:07:51.760 --> 00:07:53.760]  是不是
[00:07:53.760 --> 00:07:55.760]  如果你說你現在是九龍皇帝
[00:07:55.760 --> 00:07:57.760]  看看有沒有人信你
[00:07:57.760 --> 00:07:59.760]  一千年後可能有些人信
[00:07:59.760 --> 00:08:01.760]  不過今天個個都知道你不是
[00:08:01.760 --> 00:08:03.760]  一個歷史事實
[00:08:03.760 --> 00:08:05.760]  第二
[00:08:05.760 --> 00:08:07.760]  初宿的果子是帶領者
[00:08:07.760 --> 00:08:09.760]  張宿的果子是跟隨者
[00:08:09.760 --> 00:08:11.760]  將來要和初宿的果子一樣
[00:08:11.760 --> 00:08:15.760]  復活的生命從此而起
[00:08:15.760 --> 00:08:17.760]  於是我們
[00:08:17.760 --> 00:08:21.760]  這個耶穌的復活就是戰勝了死亡
[00:08:21.760 --> 00:08:25.760]  釋放了我們這些一生因怕死
[00:08:25.760 --> 00:08:27.760]  成為死的奴隸的人
[00:08:27.760 --> 00:08:29.760]  這是聖經所說的
[00:08:29.760 --> 00:08:31.760]  聖經將死亡
[00:08:31.760 --> 00:08:33.760]  稱為睡了
[00:08:33.760 --> 00:08:35.760]  睡了即是會醒的
[00:08:35.760 --> 00:08:37.760]  今天
[00:08:37.760 --> 00:08:39.760]  我離開世界呼吸最後一口氣
[00:08:39.760 --> 00:08:41.760]  呼出
[00:08:41.760 --> 00:08:43.760]  睡了
[00:08:43.760 --> 00:08:45.760]  但是我是會醒的
[00:08:45.760 --> 00:08:47.760]  只有基督能夠叫醒我
[00:08:47.760 --> 00:08:49.760]  最近我時看了一本書
[00:08:49.760 --> 00:08:51.760]  慢慢看很長的
[00:08:51.760 --> 00:08:53.760]  這個John Burke
[00:08:53.760 --> 00:08:57.760]  John Booker寫的書
[00:08:57.760 --> 00:08:59.760]  就是彼岸的真相
[00:08:59.760 --> 00:09:03.760]  超過一百個可信的天堂與地獄
[00:09:03.760 --> 00:09:05.760]  親身的經歷
[00:09:05.760 --> 00:09:07.760]  大家可以買這本書看看
[00:09:07.760 --> 00:09:09.760]  他本來是做工程的
[00:09:09.760 --> 00:09:11.760]  後來信了耶穌
[00:09:11.760 --> 00:09:13.760]  做了牧師
[00:09:13.760 --> 00:09:15.760]  他自己收集了很多
[00:09:15.760 --> 00:09:17.760]  這些死後的
[00:09:17.760 --> 00:09:19.760]  NDE
[00:09:19.760 --> 00:09:21.760]  Near Death Experience 瀕臨死亡經歷
[00:09:21.760 --> 00:09:25.760]  原來死亡並不可怕
[00:09:25.760 --> 00:09:27.760]  在那一刻亦不痛苦
[00:09:27.760 --> 00:09:29.760]  進入了一個
[00:09:29.760 --> 00:09:35.760]  非常榮耀、安詳、幸福、美麗的地方
[00:09:35.760 --> 00:09:37.760]  一個境界
[00:09:37.760 --> 00:09:39.760]  好感恩的
[00:09:39.760 --> 00:09:41.760]  有機會看看這本書吧
[00:09:41.760 --> 00:09:43.760]  向你推薦,很難買的
[00:09:43.760 --> 00:09:45.760]  彼岸的真相
[00:09:45.760 --> 00:09:47.760]  有機會借來看看也好
[00:09:47.760 --> 00:09:49.760]  買來看看也好
[00:09:49.760 --> 00:09:51.760]  多謝大家
[00:09:51.760 --> 00:09:53.760]  推薦這本書,我沒有佣金的
[00:09:53.760 --> 00:09:55.760]  好書
[00:09:55.760 --> 00:09:57.760]  今日的金句
[00:09:57.760 --> 00:10:01.760]  約翰福音十一章二十五節
[00:10:01.760 --> 00:10:03.760]  耶穌對馬大說
[00:10:03.760 --> 00:10:05.760]  「復活在我,生命也在我」
[00:10:05.760 --> 00:10:09.760]  「信我的人雖然死了也必復活」
[00:10:09.760 --> 00:10:13.760]  「復活在我,生命也在我」
[00:10:13.760 --> 00:10:17.760]  「信我的人雖然死了也必復活」
[00:10:17.760 --> 00:10:21.760]  主耶穌在他世上三年出來工作的時候
[00:10:21.760 --> 00:10:25.760]  祂是叫三個人從死裡復活的
[00:10:25.760 --> 00:10:27.760]  拉撒路是其中一個
[00:10:27.760 --> 00:10:31.760]  就是馬大的弟弟
[00:10:31.760 --> 00:10:35.760]  死了,撞了四天
[00:10:35.760 --> 00:10:37.760]  怕著有味道,臭的
[00:10:37.760 --> 00:10:39.760]  耶穌呼叫「拉撒路出來」
[00:10:39.760 --> 00:10:41.760]  拉撒路就出來了
[00:10:41.760 --> 00:10:45.760]  解開它,然後帶它走
[00:10:45.760 --> 00:10:49.760]  耶穌說「復活在我,生命也在我」
[00:10:49.760 --> 00:10:53.760]  「信我的人雖然死了也必復活」
[00:10:53.760 --> 00:10:55.760]  讚美神主
[00:10:55.760 --> 00:10:57.760]  好,我們祈禱
[00:10:57.760 --> 00:10:59.760]  讚美我們的主
[00:10:59.760 --> 00:11:03.760]  祢是歲了之人初熟的果子
[00:11:03.760 --> 00:11:05.760]  我們一起在祢面前敬拜
[00:11:05.760 --> 00:11:07.760]  一起在祢面前讚美、服服
[00:11:07.760 --> 00:11:09.760]  就是祢這位復活的主
[00:11:09.760 --> 00:11:12.760]  好似摩西一樣帶領以色列人離開埃及
[00:11:12.760 --> 00:11:15.760]  經過人生路程到最後
[00:11:15.760 --> 00:11:19.760]  經過約旦河死亡而進入迦蘭地
[00:11:19.760 --> 00:11:21.760]  將來我們都會走這條路
[00:11:21.760 --> 00:11:24.760]  經過四十年曠野的人生
[00:11:24.760 --> 00:11:26.760]  歷盡艱辛與戰鬥
[00:11:26.760 --> 00:11:30.760]  歷盡各樣的苦澀與缺乏
[00:11:30.760 --> 00:11:33.760]  流了不少眼淚
[00:11:33.760 --> 00:11:35.760]  出了不少汗
[00:11:35.760 --> 00:11:37.760]  有時想想都不知道為了什麼
[00:11:37.760 --> 00:11:40.760]  不過原來我們是有去處的
[00:11:40.760 --> 00:11:44.760]  有一天要經過約旦河就進入迦蘭美地
[00:11:44.760 --> 00:11:47.760]  有一天我們死後會復活
[00:11:47.760 --> 00:11:50.760]  人生路程走完並未完結
[00:11:50.760 --> 00:11:52.760]  而是去到彼岸
[00:11:52.760 --> 00:11:56.760]  一個非常美麗幸福的地方
[00:11:56.760 --> 00:11:58.760]  健康的地方
[00:11:58.760 --> 00:12:00.760]  年輕的地方
[00:12:00.760 --> 00:12:02.760]  永遠不會悶的地方
[00:12:02.760 --> 00:12:04.760]  是有主一齊我們服侍你的地方
[00:12:04.760 --> 00:12:06.760]  讚美主耶穌
[00:12:06.760 --> 00:12:08.760]  讚美服的主
[00:12:08.760 --> 00:12:11.760]  讚美你高舉你敬拜你
[00:12:11.760 --> 00:12:13.760]  讚美奉耶穌的名字
[00:12:13.760 --> 00:12:15.760]  阿們
[00:12:15.760 --> 00:12:17.760]  讚美上主
[00:12:17.760 --> 00:12:19.760]  今天跟大家分享到這裡
[00:12:19.760 --> 00:12:21.760]  祝福大家願主賜福保護你
[00:12:21.760 --> 00:12:23.760]  願主向你養念
[00:12:23.760 --> 00:12:24.760]  賜你平安
[00:12:24.760 --> 00:12:26.760]  阿們
