
[00:00:00.000 --> 00:00:01.640]  在剛才木討的時候
[00:02:00.660 --> 00:02:02.580]  已經包括了長輩
[00:02:02.580 --> 00:02:03.980]  又包括了年輕人
[00:02:03.980 --> 00:02:08.060]  都是盼望我們從經文裡面
[00:02:08.060 --> 00:02:09.780]  這個講章裡面
[00:02:09.780 --> 00:02:11.300]  一同去勉勵
[00:02:11.300 --> 00:02:14.660]  我們怎樣在今天敬老禮拜裡面去思想
[00:02:14.660 --> 00:02:16.140]  我們身邊有長者
[00:02:16.140 --> 00:02:17.740]  無論在我們家庭裡面
[00:02:17.740 --> 00:02:19.600]  無論在我們的教會裡面
[00:02:19.600 --> 00:02:21.060]  有年長的弟兄姊妹
[00:02:21.060 --> 00:02:23.420]  或者我們在生活、工作
[00:02:23.420 --> 00:02:25.200]  甚至不同的環境裡面
[00:02:25.200 --> 00:02:27.460]  都有很多的長者在我們身邊
[00:02:27.460 --> 00:02:31.100]  究竟我們怎樣讓聖經的教導
[00:02:31.100 --> 00:02:32.860]  都成為我們的學習
[00:02:32.860 --> 00:02:35.860]  當然同樣聖經裡面教導
[00:02:35.860 --> 00:02:37.180]  作為長者的
[00:02:37.180 --> 00:02:38.160]  在這樣的地方
[00:02:38.160 --> 00:02:41.500]  我們可以繼續能夠去依靠神
[00:02:41.500 --> 00:02:43.580]  繼續能夠去跟隨神
[00:02:43.580 --> 00:02:46.600]  這個都是我們今天一起學習的地方
[00:02:46.600 --> 00:02:48.500]  這段經文大家都很熟悉
[00:02:48.500 --> 00:02:49.700]  是主耶穌基督
[00:02:49.700 --> 00:02:52.740]  釘在十字架的一幕
[00:02:52.740 --> 00:02:54.900]  其中的十架七言裡面
[00:02:54.900 --> 00:02:58.660]  又講到母親看你的兒子
[00:02:58.660 --> 00:03:00.660]  兒子看你的母親
[00:03:00.660 --> 00:03:01.840]  這個我們都很熟悉
[00:03:01.840 --> 00:03:04.640]  當時耶穌基督在十架裡面
[00:03:04.640 --> 00:03:08.500]  是將祂肉身的母親瑪利亞
[00:03:08.500 --> 00:03:11.500]  交託給祂所愛的門徒約翰
[00:03:11.500 --> 00:03:16.840]  而情景裡面又包括了三位的人物
[00:03:16.840 --> 00:03:17.900]  當然就是主耶穌
[00:03:17.900 --> 00:03:20.260]  包括了祂的母親瑪利亞
[00:03:20.260 --> 00:03:21.700]  以及祂的門徒約翰
[00:03:21.700 --> 00:03:24.700]  當然旁邊也有幾位的婦女
[00:03:24.700 --> 00:03:28.740]  這個都是經文裡面的背景
[00:03:28.740 --> 00:03:29.900]  我想講
[00:03:29.900 --> 00:03:32.140]  是有四方面去看
[00:03:32.140 --> 00:03:34.300]  從一個場景裡面
[00:03:34.300 --> 00:03:35.800]  有四方面可以學習
[00:03:35.800 --> 00:03:39.300]  第一方面就是講到兒女的孝
[00:03:39.300 --> 00:03:41.200]  孝順的孝
[00:03:41.200 --> 00:03:42.400]  孝道的孝
[00:03:42.400 --> 00:03:43.740]  就是兒女的孝
[00:03:43.740 --> 00:03:47.200]  第二方面就是講到教會的兒
[00:03:47.200 --> 00:03:48.400]  教會的兒
[00:03:48.400 --> 00:03:50.200]  兒就是公義的兒
[00:03:50.200 --> 00:03:51.400]  義氣的兒
[00:03:51.400 --> 00:03:52.400]  教會的兒
[00:03:52.400 --> 00:03:55.900]  第三方面就是講到長者
[00:03:55.900 --> 00:03:57.400]  長者的愛
[00:03:57.400 --> 00:03:58.700]  長者的愛
[00:03:58.700 --> 00:04:00.900]  第四方面就是講到天父
[00:04:00.900 --> 00:04:02.200]  天父的漢
[00:04:02.200 --> 00:04:03.600]  漢固的漢
[00:04:03.600 --> 00:04:06.200]  從這幾個角度裡面一起去思想
[00:04:06.200 --> 00:04:07.500]  很叫我們看到
[00:04:07.500 --> 00:04:09.800]  更加能夠在我們的生活裡面
[00:04:09.800 --> 00:04:11.400]  我們各頂姐妹
[00:04:11.400 --> 00:04:13.500]  不同年紀不同階段的
[00:04:13.500 --> 00:04:16.400]  都能夠效法主耶穌的教訓
[00:04:16.400 --> 00:04:20.800]  能夠好好地在當中我們去關心、關懷
[00:04:20.800 --> 00:04:23.600]  首先你看到整個的情景
[00:04:23.600 --> 00:04:27.100]  是耶穌基督自己親自說話的
[00:04:27.100 --> 00:04:31.700]  所以耶穌如果在當時十字架上面受苦
[00:04:31.700 --> 00:04:32.900]  我們都很感動
[00:04:32.900 --> 00:04:36.800]  因為每從我們在受難節、活節都知道
[00:04:36.800 --> 00:04:38.300]  耶穌基督受苦
[00:04:38.300 --> 00:04:40.000]  是為了我們世人的罪
[00:04:40.000 --> 00:04:41.600]  但是在那個場景裡面
[00:04:41.600 --> 00:04:44.100]  你會留意到原來祂的眼目
[00:04:44.100 --> 00:04:47.400]  雖然是當時擔當著一個這麼偉大
[00:04:47.400 --> 00:04:48.900]  一個這麼重要
[00:04:48.900 --> 00:04:52.100]  一個人類歷史裡面這麼重要的救恩的工作
[00:04:52.100 --> 00:04:54.500]  但是同時間祂的眼目
[00:04:54.500 --> 00:04:58.600]  祂的眼目仍然是很察看
[00:04:58.600 --> 00:05:01.100]  很關注入微的
[00:05:01.100 --> 00:05:04.300]  是去看到祂的地上的母親瑪利亞
[00:05:04.300 --> 00:05:05.600]  所以在當時
[00:05:05.600 --> 00:05:10.300]  耶穌沒有忘記到一個瑪利亞
[00:05:10.300 --> 00:05:12.900]  因為祂知道祂會離開世界
[00:05:12.900 --> 00:05:15.700]  母親瑪利亞怎麼辦呢?
[00:05:15.700 --> 00:05:18.000]  你看到這個情景
[00:05:18.000 --> 00:05:21.900]  當祂剛才想交託瑪利亞給約翰
[00:05:21.900 --> 00:05:25.700]  去關心的時候
[00:05:25.700 --> 00:05:27.700]  你要看到耶穌基督的孝
[00:05:27.700 --> 00:05:29.200]  耶穌的孝道
[00:05:29.200 --> 00:05:30.900]  這個是祂的榜樣
[00:05:30.900 --> 00:05:33.000]  這個榜樣可以看到多方便
[00:05:33.000 --> 00:05:34.300]  第一方便祂
[00:05:34.300 --> 00:05:36.700]  就是要跟約翰說
[00:05:36.700 --> 00:05:38.800]  看你的母親
[00:05:38.800 --> 00:05:41.300]  當然你要看顧
[00:05:41.300 --> 00:05:42.900]  這是你的母親
[00:05:42.900 --> 00:05:45.500]  你好像把你媽媽一樣
[00:05:45.500 --> 00:05:47.200]  去看顧她
[00:05:47.200 --> 00:05:48.800]  一樣去關心她
[00:05:48.800 --> 00:05:52.800]  一樣去跟她一起同住
[00:05:52.800 --> 00:05:55.500]  所以約翰後來接到她
[00:05:55.500 --> 00:05:57.400]  瑪利亞就和她一起住
[00:05:57.400 --> 00:05:58.900]  一起關心
[00:05:58.900 --> 00:06:02.400]  首先我覺得一個孝道
[00:06:02.400 --> 00:06:05.100]  起碼我們做兒女的
[00:06:05.100 --> 00:06:06.900]  我們知道
[00:06:06.900 --> 00:06:08.300]  我們很好的
[00:06:08.300 --> 00:06:10.400]  是去安慰我們的父母
[00:06:10.400 --> 00:06:11.600]  這個很重要
[00:06:11.600 --> 00:06:14.700]  當然有時候我們年輕的時候
[00:06:14.700 --> 00:06:15.600]  結婚了
[00:06:15.600 --> 00:06:18.400]  很多時候都是組織二人世界
[00:06:18.400 --> 00:06:19.700]  一個家庭
[00:06:19.700 --> 00:06:22.900]  有些人可能會和父母同住
[00:06:22.900 --> 00:06:24.300]  和父母同住的原因
[00:06:24.300 --> 00:06:26.900]  有時候可能因為經濟的問題
[00:06:26.900 --> 00:06:31.300]  自己不能夠自己獨立買一座樓
[00:06:31.300 --> 00:06:31.900]  或者租一座樓
[00:06:31.900 --> 00:06:33.300]  可以先和父母同住
[00:06:33.300 --> 00:06:34.200]  習慣了
[00:06:34.200 --> 00:06:36.200]  父母煮的菜最好了
[00:06:36.200 --> 00:06:37.600]  都捨不得
[00:06:37.600 --> 00:06:40.100]  但是慢慢有些人都會離開家庭
[00:06:40.100 --> 00:06:43.000]  慢慢家庭人口增加
[00:06:43.000 --> 00:06:44.400]  有子女了
[00:06:44.400 --> 00:06:47.500]  但是一段時間
[00:06:47.500 --> 00:06:50.200]  當然父母還是年輕
[00:06:50.200 --> 00:06:51.800]  還是有力量
[00:06:51.800 --> 00:06:54.700]  但是你不要繼續看你的母親
[00:06:54.700 --> 00:06:56.000]  你的父親
[00:06:56.000 --> 00:06:59.200]  是否已經白髮蒼蒼
[00:06:59.200 --> 00:07:01.600]  是否已經體力不如前
[00:07:01.600 --> 00:07:04.000]  是否已經年紀老邁
[00:07:04.000 --> 00:07:06.500]  是需要人去看顧和關心
[00:07:06.500 --> 00:07:09.300]  所以耶穌基督很知道這個情況
[00:07:09.300 --> 00:07:10.300]  無論如何
[00:07:10.300 --> 00:07:11.500]  另外一個父母
[00:07:11.500 --> 00:07:13.500]  一個長者都要好好安置
[00:07:13.500 --> 00:07:17.700]  讓他能夠在起居生活裏面是妥當
[00:07:17.700 --> 00:07:23.100]  所以耶穌要離開世界
[00:07:23.100 --> 00:07:25.300]  祂要好好交託這件事
[00:07:25.300 --> 00:07:27.700]  給門徒約翰
[00:07:27.700 --> 00:07:30.800]  祂可能會覺得約翰是忠誠的
[00:07:30.800 --> 00:07:32.500]  是祂所愛的門徒
[00:07:32.500 --> 00:07:34.200]  所以祂很放心
[00:07:34.200 --> 00:07:36.400]  但是我們從耶穌的榜樣
[00:07:36.400 --> 00:07:37.600]  這個孝道
[00:07:37.600 --> 00:07:42.600]  祂雖然不能夠長期留在父母的身邊
[00:07:42.600 --> 00:07:45.900]  但是祂都很好的安置好
[00:07:45.900 --> 00:07:47.200]  第二方面
[00:07:47.200 --> 00:07:48.100]  同樣一個老人家
[00:07:48.100 --> 00:07:50.400]  我覺得需要被人肯定
[00:07:50.400 --> 00:07:54.100]  因為老人家年紀慢慢大的時候
[00:07:54.100 --> 00:07:55.900]  會遇到很多問題
[00:07:55.900 --> 00:07:58.700]  特別是身體開始軟弱的時候
[00:07:58.700 --> 00:08:00.300]  發覺很多事情都做不到
[00:08:00.300 --> 00:08:01.500]  發覺做不到的時候
[00:08:01.500 --> 00:08:03.300]  就會體力下降
[00:08:03.300 --> 00:08:05.200]  或者退休了
[00:08:05.200 --> 00:08:08.100]  權力都沒有了
[00:08:08.100 --> 00:08:10.800]  或者各方面都好像失落了
[00:08:10.800 --> 00:08:13.600]  慢慢就會覺得
[00:08:13.600 --> 00:08:16.300]  好像失去了自立的能力
[00:08:16.300 --> 00:08:18.000]  很多時候就會慢慢覺得
[00:08:18.000 --> 00:08:19.400]  好像自己沒什麼用了
[00:08:19.400 --> 00:08:20.400]  沒什麼價值了
[00:08:20.400 --> 00:08:22.500]  這種心理是會出現的
[00:08:22.500 --> 00:08:23.400]  一個長者
[00:08:23.400 --> 00:08:25.500]  但是一個孝道的人
[00:08:25.500 --> 00:08:27.300]  你要幫助你的長者
[00:08:27.300 --> 00:08:30.200]  你的年長的父母或者祖母
[00:08:30.200 --> 00:08:33.000]  祖父母應該包括了
[00:08:33.000 --> 00:08:36.200]  祂能夠肯定祂的價值
[00:08:36.200 --> 00:08:37.800]  肯定長者的價值
[00:08:37.800 --> 00:08:39.100]  耶穌說什麼呢?
[00:08:39.100 --> 00:08:41.600]  跟祂的母親說
[00:08:41.600 --> 00:08:44.100]  看你的兒子
[00:08:44.100 --> 00:08:46.200]  當然這裡就說
[00:08:46.200 --> 00:08:47.700]  這個瑪利亞
[00:08:47.700 --> 00:08:50.100]  我相信都不是年紀很大
[00:08:50.100 --> 00:08:52.900]  可能未必需要剛才坐在這裡
[00:08:52.900 --> 00:08:54.900]  但是祂都是一個長輩
[00:08:54.900 --> 00:08:58.400]  但是祂仍然有祂的力量在這裡
[00:08:58.400 --> 00:09:01.400]  所以祂也將約翰
[00:09:01.400 --> 00:09:03.000]  約翰這個門徒
[00:09:03.000 --> 00:09:06.400]  都可以讓瑪利亞去關心照顧祂
[00:09:06.400 --> 00:09:07.700]  所以有時候
[00:09:07.700 --> 00:09:12.500]  當然有些子女就帶孫子
[00:09:12.500 --> 00:09:15.200]  給父母幫忙照顧
[00:09:15.200 --> 00:09:21.100]  但是當然有時候真的要父母幫忙照顧孫子
[00:09:21.100 --> 00:09:24.500]  我不知道這些爺爺奶奶
[00:09:24.500 --> 00:09:26.200]  是不是很樂意去照顧孫子
[00:09:26.200 --> 00:09:27.500]  但是無論如何
[00:09:27.500 --> 00:09:29.300]  肯定有一種價值在這裡
[00:09:29.300 --> 00:09:33.000]  祂仍然可以幫助到這些子女
[00:09:33.000 --> 00:09:35.400]  當然不是一定要做一些工作的
[00:09:35.400 --> 00:09:36.700]  有時候真的年紀大
[00:09:36.700 --> 00:09:38.200]  但是我們肯定的就是說
[00:09:38.200 --> 00:09:39.500]  祂對祂的養育
[00:09:39.500 --> 00:09:42.600]  對祂以往那種關心
[00:09:42.600 --> 00:09:44.700]  其實祂今天仍然可以繼續
[00:09:44.700 --> 00:09:46.500]  在教會裡面的長者
[00:09:46.500 --> 00:09:48.000]  我們仍然很依賴
[00:09:48.000 --> 00:09:49.800]  很依靠他們繼續的禱告
[00:09:49.800 --> 00:09:52.100]  繼續為了教會
[00:09:52.100 --> 00:09:53.700]  為了我們弟兄姊妹禱告
[00:09:53.700 --> 00:09:56.300]  所以我常常去探望一些長者的時候
[00:09:56.300 --> 00:09:57.400]  他們回不了教會
[00:09:57.400 --> 00:10:00.700]  我們最喜歡將教會的事情跟他們分享
[00:10:00.700 --> 00:10:02.500]  他們就會放在禱告裡面
[00:10:02.500 --> 00:10:07.200]  這個也是我們可以能夠幫助長者
[00:10:07.200 --> 00:10:08.800]  都會成為一種孝道
[00:10:08.800 --> 00:10:10.300]  特別我們做子女的
[00:10:10.300 --> 00:10:13.400]  是要肯定你的父母親的價值
[00:10:13.400 --> 00:10:14.600]  你們年紀大
[00:10:14.600 --> 00:10:18.600]  可能慢慢能力各方面真的越來越衰弱
[00:10:18.600 --> 00:10:21.000]  但是你要肯定自己的價值
[00:10:21.000 --> 00:10:25.300]  以致祂能夠繼續有滿心滿足
[00:10:25.300 --> 00:10:28.400]  能夠繼續度過去這個晚年的時間
[00:10:28.400 --> 00:10:31.500]  另一方面當然你要這樣做
[00:10:31.500 --> 00:10:35.600]  也要了解到一種長者裡面的心態
[00:10:35.600 --> 00:10:39.700]  會面對的是退休的生活
[00:10:39.700 --> 00:10:43.000]  面對可能是搬遷
[00:10:43.000 --> 00:10:45.100]  面對可能甚至是唆吐
[00:10:45.100 --> 00:10:48.700]  很多的慢慢生活的形態是會改變了
[00:10:48.700 --> 00:10:52.700]  跟以前可能一段長的時間是不同了
[00:10:52.700 --> 00:10:54.500]  但是遇到這樣的情況的時候
[00:10:54.500 --> 00:10:57.000]  我們做子女的做後輩的
[00:10:57.000 --> 00:11:01.800]  應該會明白到他心裡面有這種恐懼
[00:11:01.800 --> 00:11:03.300]  或者有一種矛盾
[00:11:03.300 --> 00:11:07.900]  恐懼是因為他不知前面的路怎樣走下去
[00:11:07.900 --> 00:11:10.300]  有時很多的變遷
[00:11:10.300 --> 00:11:13.400]  不是好像前幾十年那麼穩定
[00:11:13.400 --> 00:11:16.500]  可能那種變遷隨著身體
[00:11:16.500 --> 00:11:20.700]  隨著衰弱更加明顯
[00:11:20.700 --> 00:11:24.600]  以致很多不容易適應或者很難
[00:11:24.600 --> 00:11:26.800]  一時間可以接受的事情
[00:11:26.800 --> 00:11:30.200]  但是我們作為兒女的
[00:11:30.200 --> 00:11:31.400]  作為後輩的
[00:11:31.400 --> 00:11:35.500]  都要明白到他們這種的心態在裡面
[00:11:35.500 --> 00:11:37.000]  因為他們會恐懼
[00:11:37.000 --> 00:11:40.900]  咦?子女會不會再關心他呢?
[00:11:40.900 --> 00:11:42.500]  再多一點的時候
[00:11:42.500 --> 00:11:45.900]  有沒有這樣的時間去陪伴他呢?
[00:11:45.900 --> 00:11:48.900]  所以很多的長者都很矛盾的一件事就是
[00:11:48.900 --> 00:11:51.800]  很希望跟子女說我身體還很好
[00:11:51.800 --> 00:11:55.500]  希望不會浪費了
[00:11:55.500 --> 00:11:59.000]  或者覺得不要阻礙了年輕人的時間
[00:11:59.000 --> 00:12:00.500]  因為要關心
[00:12:00.500 --> 00:12:04.000]  但實際上他同時間又很擔心
[00:12:04.000 --> 00:12:06.500]  我再老一點你會不會理我呢?
[00:12:06.500 --> 00:12:07.800]  嘴裡請他說
[00:12:07.800 --> 00:12:09.300]  你不用關心我
[00:12:09.300 --> 00:12:10.300]  你做好你的工作
[00:12:10.300 --> 00:12:12.000]  你們看好你的兒女
[00:12:12.000 --> 00:12:13.100]  不用理我
[00:12:13.100 --> 00:12:16.100]  但其實背後心裡面仍然是擔心
[00:12:16.100 --> 00:12:17.700]  我也有一點這樣的經驗
[00:12:17.700 --> 00:12:19.400]  我自己覺得雖然還沒老
[00:12:19.400 --> 00:12:25.700]  早兩星期兒子去了學校的交流
[00:12:25.700 --> 00:12:27.400]  去了韓國
[00:12:27.400 --> 00:12:31.700]  我說你下飛機記得打電話給我
[00:12:31.700 --> 00:12:33.300]  或者現在用WhatsApp
[00:12:33.300 --> 00:12:34.600]  他真的很聽話
[00:12:34.600 --> 00:12:36.300]  下飛機就弄了WhatsApp給我
[00:12:36.300 --> 00:12:37.500]  好了到達
[00:12:37.500 --> 00:12:38.700]  兩個字這麼多
[00:12:38.700 --> 00:12:41.700]  其實我也是提一提他的
[00:12:41.700 --> 00:12:43.400]  你應該到了韓國了
[00:12:43.400 --> 00:12:44.400]  你寫一寫給我
[00:12:44.400 --> 00:12:45.300]  到達
[00:12:45.300 --> 00:12:49.700]  接著我就WhatsApp給他
[00:12:49.700 --> 00:12:51.700]  怎樣怎樣
[00:12:51.700 --> 00:12:53.000]  一晚沒有回應
[00:12:53.000 --> 00:12:54.300]  兩晚沒有回應
[00:12:54.300 --> 00:12:55.800]  三晚沒有回應
[00:12:55.800 --> 00:12:57.300]  四晚都沒有回應
[00:12:57.300 --> 00:12:59.300]  我在想我有點擔心
[00:12:59.300 --> 00:13:00.700]  都沒有回應
[00:13:00.700 --> 00:13:03.200]  直至他回來
[00:13:03.200 --> 00:13:05.600]  我在想過程裡面
[00:13:05.600 --> 00:13:06.100]  沒錯
[00:13:06.100 --> 00:13:11.000]  我好像也是父親母親
[00:13:11.000 --> 00:13:12.200]  我關心他
[00:13:12.200 --> 00:13:15.300]  但想著想著有些心態
[00:13:15.300 --> 00:13:16.800]  為甚麼他沒有回應
[00:13:16.800 --> 00:13:18.800]  當然我不是擔心他有甚麼問題
[00:13:18.800 --> 00:13:21.300]  因為學校有時一定會通知家長
[00:13:21.300 --> 00:13:22.700]  跟學校去幾十天
[00:13:22.700 --> 00:13:24.800]  為甚麼不理父母親呢
[00:13:24.800 --> 00:13:26.800]  有些這樣的心態
[00:13:26.800 --> 00:13:29.800]  好像忘記了爸爸媽媽
[00:13:29.800 --> 00:13:31.300]  家裡又不是
[00:13:31.300 --> 00:13:32.300]  經常吃飯
[00:13:32.300 --> 00:13:34.300]  甚麼都要靠父母的
[00:13:34.300 --> 00:13:36.300]  他忘記了
[00:13:36.300 --> 00:13:38.000]  直至我終於知道
[00:13:38.000 --> 00:13:39.500]  應該回到香港打電話給他
[00:13:39.500 --> 00:13:40.500]  到了香港了
[00:13:40.500 --> 00:13:41.500]  是的
[00:13:41.500 --> 00:13:43.500]  有時會有這樣的心態
[00:13:43.500 --> 00:13:46.700]  所以我好像經歷了一點點的心態
[00:13:46.700 --> 00:13:50.400]  所以父母親長者都會有矛盾
[00:13:50.400 --> 00:13:54.900]  一方面不想阻礙子女的時間
[00:13:54.900 --> 00:13:55.700]  後輩的時間
[00:13:55.700 --> 00:13:59.400]  但一方面其實很恐怕孤獨
[00:13:59.400 --> 00:14:01.400]  恐怕他不關心
[00:14:01.400 --> 00:14:03.100]  所以我們都要留意
[00:14:03.100 --> 00:14:04.300]  但主耶穌基督
[00:14:04.300 --> 00:14:06.800]  祂去釘十字架之先
[00:14:06.800 --> 00:14:09.100]  很好的去教父
[00:14:09.100 --> 00:14:10.800]  很好的去教徒
[00:14:10.800 --> 00:14:12.200]  很好的去安置
[00:14:12.200 --> 00:14:13.400]  很好的去理解
[00:14:13.400 --> 00:14:17.000]  所以我們值得學習耶穌基督的孝道
[00:14:17.000 --> 00:14:19.900]  第二方面就是講教會的義
[00:14:19.900 --> 00:14:21.900]  為甚麼無端端講教會呢
[00:14:21.900 --> 00:14:23.400]  其實我想講
[00:14:23.400 --> 00:14:25.200]  當耶穌吩咐
[00:14:25.200 --> 00:14:26.200]  是吩咐誰呢
[00:14:26.200 --> 00:14:28.000]  是吩咐門徒約翰
[00:14:28.000 --> 00:14:30.900]  去幫助他的母親
[00:14:30.900 --> 00:14:32.500]  但你記得耶穌說
[00:14:32.500 --> 00:14:33.600]  誰遵行我的道
[00:14:33.600 --> 00:14:34.600]  就是我的父母親
[00:14:34.600 --> 00:14:36.600]  我的家人
[00:14:36.600 --> 00:14:40.100]  就是說這個情景跟教會一樣
[00:14:40.100 --> 00:14:41.300]  如果教會一樣
[00:14:41.300 --> 00:14:43.800]  所以耶穌的想法就是說
[00:14:43.800 --> 00:14:46.900]  我們年輕的弟兄姊妹
[00:14:46.900 --> 00:14:49.600]  都要去關心
[00:14:49.600 --> 00:14:52.200]  關懷我們年長的弟兄姊妹
[00:14:52.200 --> 00:14:54.900]  那麼約翰是他的門徒
[00:14:54.900 --> 00:14:56.300]  是所愛的門徒
[00:14:56.300 --> 00:14:57.600]  甚至有人說約翰
[00:14:57.600 --> 00:14:59.500]  其實跟耶穌有一點點親戚關係
[00:14:59.500 --> 00:15:00.400]  無論如何
[00:15:00.400 --> 00:15:01.600]  這個甚麼關係都好
[00:15:01.600 --> 00:15:03.800]  但你看到約翰是唯一的門徒
[00:15:03.800 --> 00:15:06.100]  是一直去跟從耶穌
[00:15:06.100 --> 00:15:07.600]  直至耶穌釘十字架
[00:15:07.600 --> 00:15:10.200]  都夠膽在十字架底下
[00:15:10.200 --> 00:15:12.900]  其實不要以為他們不害怕
[00:15:12.900 --> 00:15:15.300]  其實當時的捉拿
[00:15:15.300 --> 00:15:16.700]  是繼續生效的
[00:15:16.700 --> 00:15:18.400]  哪些是耶穌的同黨
[00:15:18.400 --> 00:15:19.700]  就算之後
[00:15:19.700 --> 00:15:20.600]  我也說了
[00:15:20.600 --> 00:15:21.600]  在《少林寺傳》裡面
[00:15:21.600 --> 00:15:24.400]  仍然是捉拿一些基督徒
[00:15:24.400 --> 00:15:26.100]  所以你看到
[00:15:26.100 --> 00:15:28.400]  約翰是一個很忠心
[00:15:28.400 --> 00:15:31.800]  仍然默默跟隨著耶穌
[00:15:31.800 --> 00:15:33.000]  那麼耶穌說
[00:15:33.000 --> 00:15:35.100]  好了
[00:15:35.100 --> 00:15:35.900]  釘十字架了
[00:15:35.900 --> 00:15:38.100]  知道這個死刑會離開世界了
[00:15:38.100 --> 00:15:40.500]  就交託母親給約翰
[00:15:40.500 --> 00:15:43.700]  但約翰是沒有遲疑接納的
[00:15:43.700 --> 00:15:44.300]  但你想想
[00:15:44.300 --> 00:15:46.500]  約翰可能沒有想過耶穌會復活
[00:15:46.500 --> 00:15:47.800]  他不知道耶穌會不會復活
[00:15:47.800 --> 00:15:50.000]  可能就這樣繼續了
[00:15:50.000 --> 00:15:51.300]  不知道將來會做甚麼事
[00:15:51.300 --> 00:15:53.100]  可能將來暴雨
[00:15:53.100 --> 00:15:54.800]  都繼續做本行
[00:15:54.800 --> 00:15:59.800]  都要去照顧多一些耶穌的母親
[00:15:59.800 --> 00:16:00.900]  當然
[00:16:00.900 --> 00:16:03.600]  為甚麼耶穌會交託給約翰呢
[00:16:03.600 --> 00:16:05.000]  這個是約翰的義
[00:16:05.000 --> 00:16:06.700]  同時間當然
[00:16:06.700 --> 00:16:11.100]  耶穌其實在肉身上有弟妹
[00:16:11.100 --> 00:16:12.300]  大家都知道
[00:16:12.300 --> 00:16:17.300]  約瑟和瑪利亞都有生兒育女
[00:16:17.300 --> 00:16:19.000]  為甚麼沒有交託呢
[00:16:19.000 --> 00:16:22.900]  可能因為當時他們這些弟妹
[00:16:22.900 --> 00:16:24.100]  是未信耶穌
[00:16:24.100 --> 00:16:26.400]  所謂未信耶穌就是我們今天所說的
[00:16:26.400 --> 00:16:27.600]  未跟隨耶穌
[00:16:27.600 --> 00:16:29.400]  未成為耶穌的門徒
