
[00:00:00.000 --> 00:00:04.720]  今天繼續講到的題目叫做「帶來合一奮進的議會」
[00:03:57.800 --> 00:03:59.400]  都是弟兄姊妹
[00:03:59.400 --> 00:04:03.240]  當時還有很複雜的主人和奴隸的關係是怎樣
[00:04:03.240 --> 00:04:07.240]  以弗所書其他書就講到夫妻的關係是怎樣
[00:04:07.240 --> 00:04:09.560]  男女的角色領袖是怎樣
[00:04:09.560 --> 00:04:11.000]  究竟女的可不可以講道呢
[00:04:11.000 --> 00:04:13.160]  女的可不可以做教會的大領袖呢
[00:04:13.160 --> 00:04:15.160]  當時是一個很大的討論
[00:04:15.160 --> 00:04:18.440]  第五是處理財務的問題
[00:04:18.440 --> 00:04:20.280]  當然有些人貪錢
[00:04:20.280 --> 00:04:23.320]  或者是錢財上出現了問題
[00:04:23.320 --> 00:04:27.080]  但另一個問題是怎樣用錢都是一個很大的問題
[00:04:27.080 --> 00:04:29.320]  如果大家有投資的話
[00:04:29.320 --> 00:04:31.800]  你知道甚麼是進取營
[00:04:31.800 --> 00:04:33.800]  應該問Duncan 他是專家
[00:04:33.800 --> 00:04:35.800]  有些是保守營 有些是甚麼營
[00:04:35.800 --> 00:04:37.800]  我認識這兩種 其他我不認識
[00:04:37.800 --> 00:04:40.280]  其實教會理財都很不同
[00:04:40.280 --> 00:04:42.280]  有些人很保守 有些人很進取
[00:04:42.280 --> 00:04:44.280]  不同的教會的做法
[00:04:44.280 --> 00:04:47.720]  不過大家可以想想教會聖經裏面所記載的是甚麼營
[00:04:47.720 --> 00:04:49.480]  或者我相信大家要問一下Duncan
[00:04:49.480 --> 00:04:50.920]  耶穌是甚麼營
[00:04:50.920 --> 00:04:52.520]  他是怎樣用錢的呢
[00:04:52.520 --> 00:04:55.720]  其實他沒有積蓄 周圍幾年收了一大班門徒
[00:04:55.720 --> 00:04:57.720]  周圍要靠婦女供應
[00:04:57.720 --> 00:04:59.720]  當他行五兵二虞神蹟的時候
[00:04:59.720 --> 00:05:03.960]  究竟他有多少資源在那裏要餵飽那麼多人呢
[00:05:03.960 --> 00:05:08.280]  我們說男的五千 女的兒童計算過萬的人
[00:05:08.280 --> 00:05:12.520]  你有甚麼本事去餵飽這些人呢
[00:05:12.520 --> 00:05:15.400]  不同理財的理念也都帶來教會的危機
[00:05:15.400 --> 00:05:19.240]  最後第六是政治路向的不相同
[00:05:19.240 --> 00:05:22.600]  有人將一些政治理念帶入教會當中
[00:05:22.600 --> 00:05:24.600]  故此出現了一些衝突
[00:05:24.600 --> 00:05:26.600]  無論如何
[00:05:26.600 --> 00:05:29.720]  今天我想很簡快地和大家去講
[00:05:29.720 --> 00:05:31.720]  或者去看這個問題
[00:05:31.720 --> 00:05:33.720]  究竟這個議會
[00:05:33.720 --> 00:05:35.720]  究竟是怎樣發生了甚麼問題
[00:05:35.720 --> 00:05:37.720]  想請大家和我讀出第一第二兩節
[00:05:37.720 --> 00:05:40.520]  第十五章十一十第一第二兩節
[00:05:40.520 --> 00:05:42.520]  好請讀
[00:05:45.400 --> 00:05:48.400]  字幕由Amara.org社區提供
[00:06:15.400 --> 00:06:19.560]  當巴拿巴和保羅在安提河侍奉的一個地方
[00:06:19.560 --> 00:06:21.560]  其實保羅和巴拿巴
[00:06:21.560 --> 00:06:23.560]  因為當保羅被呼召之後
[00:06:23.560 --> 00:06:25.560]  當然他在退休的時候
[00:06:25.560 --> 00:06:27.560]  他很積極向很多外邦人傳福音
[00:06:27.560 --> 00:06:30.200]  因為神是呼召他做外邦人的使徒
[00:06:30.200 --> 00:06:32.200]  當他向很多人傳福音的時候
[00:06:32.200 --> 00:06:34.200]  看到很大神很大的工作
[00:06:34.200 --> 00:06:36.200]  但有些人他們覺得
[00:06:36.200 --> 00:06:38.200]  傳福音好像有果效
[00:06:38.200 --> 00:06:41.000]  但又有很大的問題在背後
[00:06:41.000 --> 00:06:43.000]  有兩個論點
[00:06:43.000 --> 00:06:47.000]  第一個論點就是按照第一節和第五節所講的
[00:06:47.000 --> 00:06:51.000]  外邦人要按照摩西的規條受割禮才得救
[00:06:51.000 --> 00:06:53.000]  在第五節更加講到
[00:06:53.000 --> 00:06:55.000]  要吩咐他們遵守摩西的律法
[00:06:55.000 --> 00:06:59.000]  很具體的講到割禮這回事情
[00:06:59.000 --> 00:07:03.000]  但更加闊的講到要遵守摩西的律法才得救
[00:07:03.000 --> 00:07:05.000]  這個當時有一個很大的爭論
[00:07:05.000 --> 00:07:07.000]  一個很大的論點
[00:07:07.000 --> 00:07:11.000]  第二個論點很清楚明白
[00:07:11.000 --> 00:07:13.000]  就是彼得後來所講的一句話
[00:07:13.000 --> 00:07:15.000]  外邦人因為信而得救
[00:07:15.000 --> 00:07:17.000]  並且得著聖靈為印記
[00:07:17.000 --> 00:07:19.000]  不需要受割禮
[00:07:19.000 --> 00:07:23.000]  不需要完整去守摩西的律法
[00:07:23.000 --> 00:07:27.000]  大家看到這個很大的分野
[00:07:27.000 --> 00:07:29.000]  傳福音沒問題
[00:07:29.000 --> 00:07:31.000]  你說耶穌基督怎樣復活
[00:07:31.000 --> 00:07:33.000]  為你受死你的罪沒問題
[00:07:33.000 --> 00:07:37.000]  但是你同時都要受割禮
[00:07:37.000 --> 00:07:39.000]  要遵守摩西的律法
[00:07:39.000 --> 00:07:43.000]  所以我們要講摩西的律法是甚麼意思
[00:07:43.000 --> 00:07:49.000]  第二節講到保羅巴拿巴和他們有大大的紛爭辯論
[00:07:49.000 --> 00:07:51.000]  原文講到不是小的
[00:07:51.000 --> 00:07:53.000]  很特別的表達方法不是小的
[00:07:53.000 --> 00:07:55.000]  是很大的問題
[00:07:55.000 --> 00:07:57.000]  很大的爭論
[00:07:57.000 --> 00:07:59.000]  這個大會於是就
[00:07:59.000 --> 00:08:03.000]  帶出了怎樣去總結
[00:08:03.000 --> 00:08:05.000]  保羅巴拿巴和這些人似乎一起
[00:08:05.000 --> 00:08:09.000]  從安提摩到耶路撒冷找當時的使徒和長老
[00:08:09.000 --> 00:08:12.000]  去解決做一個結論
[00:08:12.000 --> 00:08:14.000]  一個總結
[00:08:14.000 --> 00:08:16.000]  以後頒布在其他城市的外邦人當中
[00:08:16.000 --> 00:08:18.000]  究竟是怎樣
[00:08:18.000 --> 00:08:22.000]  因為當時耶路撒冷被視為福音的重鎮
[00:08:22.000 --> 00:08:24.000]  因為耶穌基督在那裏活動
[00:08:24.000 --> 00:08:26.000]  耶穌基督在那裏受死復活
[00:08:26.000 --> 00:08:29.000]  當時的使徒似乎聚集在耶路撒冷
[00:08:29.000 --> 00:08:31.000]  特別雅各
[00:08:31.000 --> 00:08:33.000]  這個是耶穌的弟弟
[00:08:33.000 --> 00:08:36.000]  在當地教會的一個很重要的領袖
[00:08:36.000 --> 00:08:38.000]  長老和今天主要的牧師一樣
[00:08:38.000 --> 00:08:40.000]  有其他的使徒在那裏
[00:08:40.000 --> 00:08:41.000]  有其他的長老在那裏
[00:08:41.000 --> 00:08:44.000]  當時都安納不同的長老在教會裏面服事
[00:08:44.000 --> 00:08:49.000]  當然保羅巴拿巴在那裏開這個會議
[00:08:49.000 --> 00:08:53.000]  經文這裏提到第六節
[00:08:53.000 --> 00:08:55.000]  第七節說
[00:08:55.000 --> 00:08:58.000]  使徒和長老聚會商議這件事情
[00:08:58.000 --> 00:09:00.000]  辯論已經多了
[00:09:00.000 --> 00:09:05.000]  是很多很長的討論
[00:09:05.000 --> 00:09:09.000]  之後彼得就站起來講他的見證
[00:09:09.000 --> 00:09:11.000]  我們不知道這個辯論討論了多久
[00:09:11.000 --> 00:09:12.000]  究竟是幾個小時
[00:09:12.000 --> 00:09:13.000]  十個小時
[00:09:13.000 --> 00:09:15.000]  剛才聽人說可以這麼長
[00:09:15.000 --> 00:09:16.000]  少了原來
[00:09:16.000 --> 00:09:18.000]  可以七八個小時
[00:09:18.000 --> 00:09:19.000]  或者是幾天
[00:09:19.000 --> 00:09:20.000]  我們不知道有多長
[00:09:20.000 --> 00:09:21.000]  是很長很長
[00:09:21.000 --> 00:09:23.000]  因為這個辯論一點都不簡單
[00:09:23.000 --> 00:09:25.000]  是一個很複雜的討論
[00:09:25.000 --> 00:09:26.000]  你和我覺得很容易
[00:09:26.000 --> 00:09:27.000]  不用國禮就可以了
[00:09:27.000 --> 00:09:29.000]  不用守摩西律法就可以了
[00:09:29.000 --> 00:09:31.000]  當然人家開會開得這麼痛苦
[00:09:31.000 --> 00:09:32.000]  今天我和你都是享受
[00:09:32.000 --> 00:09:34.000]  我和你都是外邦人
[00:09:34.000 --> 00:09:36.000]  但第一點我想講的就是
[00:09:36.000 --> 00:09:40.000]  他們需要聆聽聖靈的聲音和工作
[00:09:40.000 --> 00:09:44.000]  彼得就站起來講他的見證
[00:09:44.000 --> 00:09:46.000]  他說
[00:09:46.000 --> 00:09:50.000]  你們聽到神在你們當中揀選了我
[00:09:50.000 --> 00:09:53.000]  叫外邦人在我口裏聽到
[00:09:53.000 --> 00:09:55.000]  得聽福音的道理
[00:09:55.000 --> 00:09:59.000]  而且相信知道人心的神為他們做見證
[00:09:59.000 --> 00:10:01.000]  賜聖靈給他們好像賜給我們一樣
[00:10:01.000 --> 00:10:03.000]  藉著信心結證了他們的心
[00:10:03.000 --> 00:10:05.000]  不分他們和我們
[00:10:05.000 --> 00:10:08.000]  大家知道彼得是一個怎樣的人
[00:10:08.000 --> 00:10:11.000]  彼得是一個很
[00:10:11.000 --> 00:10:14.000]  頗為猶太教化一個人
[00:10:14.000 --> 00:10:15.000]  原本他的生命
[00:10:15.000 --> 00:10:18.000]  很多抗拒很多不懂得接受
[00:10:18.000 --> 00:10:20.000]  其實就在士堂主義沒多久之前
[00:10:20.000 --> 00:10:21.000]  已經記載一個事跡
[00:10:21.000 --> 00:10:22.000]  是哥利留的事跡
[00:10:22.000 --> 00:10:24.000]  我相信大家聽過
[00:10:24.000 --> 00:10:27.000]  哥利留是一個外邦的軍官
[00:10:27.000 --> 00:10:29.000]  一個大的領袖
[00:10:29.000 --> 00:10:31.000]  神有一個異象
[00:10:31.000 --> 00:10:32.000]  看到這個異人
[00:10:32.000 --> 00:10:35.000]  所以就派天使使者去到哥利留的家
[00:10:35.000 --> 00:10:38.000]  要他請彼得來跟他們分享一個訊息
[00:10:38.000 --> 00:10:40.000]  與此同時神也向彼得
[00:10:40.000 --> 00:10:42.000]  給一個很大的異象
[00:10:42.000 --> 00:10:45.000]  他天上有一個很奇怪的異象
[00:10:45.000 --> 00:10:47.000]  有些活物用一塊布
[00:10:47.000 --> 00:10:50.000]  繫著四隻角這樣放下來
[00:10:50.000 --> 00:10:51.000]  去到彼得的面前說
[00:10:51.000 --> 00:10:54.000]  吃吧 吃吧 吃吧
[00:10:54.000 --> 00:10:55.000]  彼得抗拒看到
[00:10:55.000 --> 00:10:56.000]  那些是不潔的
[00:10:56.000 --> 00:10:58.000]  舊約聖經記載是不潔淨
[00:10:58.000 --> 00:10:59.000]  我怎樣可以吃呢
[00:10:59.000 --> 00:11:01.000]  不可以吃
[00:11:01.000 --> 00:11:03.000]  但是神說我潔淨的
[00:11:03.000 --> 00:11:06.000]  你不能叫他不潔淨
[00:11:06.000 --> 00:11:08.000]  他聽到神的吩咐
[00:11:08.000 --> 00:11:09.000]  聽到神的聲音
[00:11:09.000 --> 00:11:10.000]  於是就哥利留的家
[00:11:10.000 --> 00:11:12.000]  因為猶太人和外邦人原本是沒有交往
[00:11:12.000 --> 00:11:15.000]  縱使彼得跟了耶穌幾年
[00:11:15.000 --> 00:11:18.000]  其實耶穌都經常接觸外邦人
[00:11:18.000 --> 00:11:20.000]  很多的神蹟奇事
[00:11:20.000 --> 00:11:23.000]  但是彼得還是沒有明白
[00:11:23.000 --> 00:11:24.000]  他不能夠接受食物
[00:11:24.000 --> 00:11:26.000]  不能夠接受不潔淨的
[00:11:26.000 --> 00:11:28.000]  他沒有想過要去接觸
[00:11:28.000 --> 00:11:29.000]  或者向這些人傳福音
[00:11:29.000 --> 00:11:31.000]  但是神的靈引導他
[00:11:31.000 --> 00:11:32.000]  是聖靈引導他
[00:11:32.000 --> 00:11:34.000]  去到哥利留的家傳福音
[00:11:34.000 --> 00:11:36.000]  然後聖靈就降臨
[00:11:36.000 --> 00:11:39.000]  他看到真是神奇
[00:11:39.000 --> 00:11:41.000]  不像舊約那種規條
[00:11:41.000 --> 00:11:44.000]  看到他們和我們一樣
[00:11:44.000 --> 00:11:46.000]  他們或者我們
[00:11:46.000 --> 00:11:49.000]  他們都是因為信而接受同一個聖靈
[00:11:49.000 --> 00:11:52.000]  是最大的印證他們的得救
[00:11:52.000 --> 00:11:57.000]  當然彼得是不是很成熟呢
[00:11:57.000 --> 00:11:58.000]  經過了哥利留
[00:11:58.000 --> 00:11:59.000]  其實還有另外的事件
[00:11:59.000 --> 00:12:02.000]  就說到有一次他和外邦人原本一起吃飯
[00:12:02.000 --> 00:12:04.000]  也都有一些人好像從耶路撒冷來到
[00:12:04.000 --> 00:12:06.000]  好像去看一下他怎麼樣
[00:12:06.000 --> 00:12:08.000]  接著彼得就退席
[00:12:08.000 --> 00:12:10.000]  記載在加拉太書第二章那裡
[00:12:10.000 --> 00:12:12.000]  於是保羅見到他就罵他
[00:12:12.000 --> 00:12:14.000]  你為什麼要這樣扮演
[00:12:14.000 --> 00:12:16.000]  你明明和他們是可以在一起的
[00:12:16.000 --> 00:12:19.000]  為什麼別人來到你又怕又肅殺
[00:12:19.000 --> 00:12:20.000]  退後呢
[00:12:20.000 --> 00:12:22.000]  保羅罵彼得
[00:12:22.000 --> 00:12:24.000]  保羅不是一個善男信女某的程度
[00:12:24.000 --> 00:12:27.000]  雖然他是一個很偉大很有愛心的牧者
[00:12:27.000 --> 00:12:29.000]  但他面對真理的時候
[00:12:29.000 --> 00:12:31.000]  他很清楚的指出了一個問題
[00:12:31.000 --> 00:12:33.000]  第二
[00:12:33.000 --> 00:12:34.000]  第十二節
[00:12:34.000 --> 00:12:36.000]  保羅和巴拿巴都起來做見證
[00:12:36.000 --> 00:12:39.000]  說到在外邦人那種神跡歧視
[00:12:39.000 --> 00:12:41.000]  哇,一點都不簡單
[00:12:41.000 --> 00:12:44.000]  一點都是很獨特神的工作
[00:12:44.000 --> 00:12:45.000]  不是人的工作
[00:12:45.000 --> 00:12:46.000]  不是人要想
[00:12:46.000 --> 00:12:47.000]  哇,他們要受這些
[00:12:47.000 --> 00:12:48.000]  要遵守這些
[00:12:48.000 --> 00:12:49.000]  要做那些才得救
[00:12:49.000 --> 00:12:51.000]  而是神的令
[00:12:51.000 --> 00:12:53.000]  他們要相信
[00:12:53.000 --> 00:12:55.000]  就得著這個救恩
[00:12:55.000 --> 00:12:58.000]  我想在這裡強調
[00:12:58.000 --> 00:13:01.000]  在我們議會裡面去聆聽是很重要
[00:13:01.000 --> 00:13:04.000]  我發覺議會有些頂尖的領袖
[00:13:04.000 --> 00:13:07.000]  他們不是帶著聆聽的耳朵在開會
[00:13:07.000 --> 00:13:09.000]  他帶著自己的論點
[00:13:09.000 --> 00:13:11.000]  他沒來開會已經有自己的論點
[00:13:11.000 --> 00:13:13.000]  由開會的開始到結尾
[00:13:13.000 --> 00:13:16.000]  他都是用他的論點去主導這個會議
[00:13:16.000 --> 00:13:18.000]  甚至有人和他反對
[00:13:18.000 --> 00:13:19.000]  或者說別的說話
[00:13:19.000 --> 00:13:20.000]  別的聲音的時候
[00:13:20.000 --> 00:13:23.000]  他會封閉自己的心
[00:13:23.000 --> 00:13:24.000]  他會辯論
[00:13:24.000 --> 00:13:30.000]  他會去為自己那種論點不斷的抗辯
[00:13:30.000 --> 00:13:33.000]  直到結束的最後他都是這樣
[00:13:33.000 --> 00:13:35.000]  當有人和他意見不同的時候
[00:13:35.000 --> 00:13:36.000]  他對那個人會覺得
[00:13:36.000 --> 00:13:37.000]  哇,你真是差了
[00:13:37.000 --> 00:13:38.000]  你和我不同意見
[00:13:38.000 --> 00:13:40.000]  因為我是對的,你是錯的
[00:13:40.000 --> 00:13:41.000]  從頭到尾都是這樣
[00:13:41.000 --> 00:13:44.000]  長年來都是這樣的開會
[00:13:44.000 --> 00:13:45.000]  但是這個講到
[00:13:45.000 --> 00:13:50.000]  當彼得,保羅,巴拿巴他們做見證的時候
[00:13:50.000 --> 00:13:53.000]  那些使徒,那些領袖,雅各他們聽到
[00:13:53.000 --> 00:13:55.000]  大家不要忘記開會的人
[00:13:55.000 --> 00:13:57.000]  全部都是猶太人
[00:13:57.000 --> 00:13:59.000]  全部他們本身都有受割禮
[00:13:59.000 --> 00:14:03.000]  全部他們本身都是遵守摩西的律法
[00:14:03.000 --> 00:14:06.000]  對於他們來說,這個不是問題
[00:14:06.000 --> 00:14:10.000]  特別保羅本身就是法利賽人當中的法利賽人
[00:14:10.000 --> 00:14:13.000]  他明白這個律法,他遵守這個律法
[00:14:13.000 --> 00:14:14.000]  每個人都是這樣
[00:14:14.000 --> 00:14:18.000]  這些議會的人不是討論和他們自己某個程度
[00:14:18.000 --> 00:14:19.000]  但是利益關係
[00:14:19.000 --> 00:14:20.000]  他對他沒有問題
[00:14:20.000 --> 00:14:21.000]  他都會繼續遵守
[00:14:21.000 --> 00:14:23.000]  他是遵守並且會繼續遵守
[00:14:23.000 --> 00:14:26.000]  但是他們聽到神的聲音
[00:14:26.000 --> 00:14:27.000]  聽到聖靈的聲音
[00:14:27.000 --> 00:14:29.000]  有時候有些弟兄姊妹都說
[00:14:29.000 --> 00:14:32.000]  我只聽神的聲音,我不會聽人的說話
[00:14:32.000 --> 00:14:35.000]  但是弟兄姊妹,這樣的二分法很有問題
[00:14:35.000 --> 00:14:38.000]  因為神的靈是透過人去工作
[00:14:38.000 --> 00:14:40.000]  神的靈在人的生命裡工作
[00:14:40.000 --> 00:14:42.000]  向我們去挑戰
[00:14:42.000 --> 00:14:44.000]  剛才Duncan弟兄所分享的
[00:14:44.000 --> 00:14:46.000]  我們不只是聽到人說的話
[00:14:46.000 --> 00:14:47.000]  我們聽到聖靈
[00:14:47.000 --> 00:14:50.000]  原來可以這樣,原來可以那樣
[00:14:50.000 --> 00:14:54.000]  聖靈,神都是對你,藉著人去說話
[00:14:54.000 --> 00:14:59.000]  所以我們要張開我們的耳朵去聆聽
[00:14:59.000 --> 00:15:06.000]  第二個大點我想說的是放下自己的包袱
[00:15:06.000 --> 00:15:08.000]  第十節十一節這樣說
[00:15:08.000 --> 00:15:10.000]  為什麼現在要試探神呢?
[00:15:10.000 --> 00:15:11.000]  都是彼得的說話
[00:15:11.000 --> 00:15:14.000]  要將我們和我們祖宗不能負的壓力
[00:15:14.000 --> 00:15:17.000]  放在這些門徒的頸上
[00:15:17.000 --> 00:15:19.000]  我們得救是因為主耶穌基督的恩
[00:15:19.000 --> 00:15:22.000]  和我們一樣,這是我們所相信的
[00:15:22.000 --> 00:15:28.000]  彼得是一個使徒之首
[00:15:28.000 --> 00:15:32.000]  聖經所記載,差不多每一次對話都是由他開始
[00:15:32.000 --> 00:15:34.000]  當然這個時候他成熟了一點
[00:15:34.000 --> 00:15:35.000]  並且他有經驗,有經歷
[00:15:35.000 --> 00:15:37.000]  他有聖靈的工作
[00:15:37.000 --> 00:15:39.000]  這次說話他不是無恥放敵
[00:15:39.000 --> 00:15:41.000]  不是隨便地說
[00:15:41.000 --> 00:15:43.000]  因為他經歷到聖靈的工作
[00:15:43.000 --> 00:15:46.000]  是他落實在他生命的裡面
[00:15:46.000 --> 00:15:49.000]  在第十節那裡說
[00:15:49.000 --> 00:15:51.000]  為什麼你們試探神
[00:15:51.000 --> 00:15:53.000]  這個字眼很嚴重
[00:15:53.000 --> 00:15:56.000]  為什麼要將那些不能負的壓力
[00:15:56.000 --> 00:15:57.000]  放在他們的頸上
[00:15:57.000 --> 00:16:00.000]  好像有時候大家看新聞
[00:16:00.000 --> 00:16:02.000]  有些人謀殺了一些人或殺了一些人
[00:16:02.000 --> 00:16:05.000]  就嫌他們放進海裡沉得不夠多
[00:16:05.000 --> 00:16:08.000]  就綁著一塊重的石頭才放進海裡
[00:16:08.000 --> 00:16:10.000]  彼得就說你搞什麼
[00:16:10.000 --> 00:16:12.000]  你想搞到怎樣
[00:16:12.000 --> 00:16:15.000]  你將這麼重的東西要害死人嗎
[00:16:15.000 --> 00:16:17.000]  這個很重的擔子
[00:16:17.000 --> 00:16:20.000]  我們的祖宗我們都承擔不了
[00:16:20.000 --> 00:16:24.000]  試探這個字在路加的用語裡面
[00:16:24.000 --> 00:16:27.000]  在路加福音和使徒行傳裡面都很嚴重
[00:16:27.000 --> 00:16:30.000]  當然這個字可以翻譯為嘗試
[00:16:30.000 --> 00:16:34.000]  比如說普羅嘗試進入亞細亞嘗試
[00:16:34.000 --> 00:16:35.000]  沒什麼問題
[00:16:35.000 --> 00:16:40.000]  但是當在經文的處境當中譯為試探的時候
[00:16:40.000 --> 00:16:43.000]  說到試探耶穌
[00:16:43.000 --> 00:16:47.000]  就像摩羯在曠野裡試探耶穌一樣
[00:16:47.000 --> 00:16:50.000]  就像阿拿尼亞薩菲特試探聖靈一樣
[00:16:50.000 --> 00:16:53.000]  喂,就這麼多了,所有了,等在你面前
[00:16:53.000 --> 00:16:55.000]  聖靈你看你知不知道
[00:16:55.000 --> 00:16:56.000]  你看是不知道的了
[00:16:56.000 --> 00:16:58.000]  我說這麼多就是這麼多了
[00:16:58.000 --> 00:17:02.000]  很嚴重這個字眼是試探上帝
[00:17:02.000 --> 00:17:03.000]  試探神
[00:17:03.000 --> 00:17:05.000]  這個不單止是一個理論
[00:17:05.000 --> 00:17:07.000]  不單止是一個想法的問題
[00:17:07.000 --> 00:17:15.000]  是一種將一種不對的事情放在神的事供服侍的上面
[00:17:15.000 --> 00:17:19.000]  這種欺騙是他們不能夠承擔的
[00:17:19.000 --> 00:17:23.000]  或者我們看一下舊約裡面
