
[00:00:00.000 --> 00:00:05.560]  有位傳道人叫做Kevin Huggins
[00:07:10.600 --> 00:07:13.080]  究竟我有沒有足夠的金錢
[00:07:13.080 --> 00:07:14.480]  怎麼樣?
[00:07:14.480 --> 00:07:16.760]  未來就已經想好這些計劃了
[00:07:16.760 --> 00:07:17.040]  是不是?
[00:07:17.040 --> 00:07:18.880]  很多人都是這樣想的
[00:07:18.880 --> 00:07:21.640]  這個沒有錯 是這樣的 是好的
[00:07:21.640 --> 00:07:22.760]  我們聖經裡面說的
[00:07:22.760 --> 00:07:25.640]  這個就是說
[00:07:25.640 --> 00:07:30.760]  這個物質的一個豐富
[00:07:30.760 --> 00:07:31.520]  很多人都想
[00:07:31.520 --> 00:07:33.120]  但是聖經裡面說的
[00:07:33.120 --> 00:07:34.640]  更加重要的
[00:07:34.640 --> 00:07:36.080]  是美名
[00:07:36.080 --> 00:07:38.320]  以及雲因
[00:07:38.320 --> 00:07:40.080]  這個是什麼意思呢?
[00:07:40.080 --> 00:07:43.680]  「名」是講到一個名譽
[00:07:43.680 --> 00:07:44.520]  當然是這樣的意思
[00:07:44.520 --> 00:07:46.240]  有名聲、好名聲
[00:07:46.240 --> 00:07:48.200]  其實好名聲就是背後
[00:07:48.200 --> 00:07:50.040]  你有一個好的品格
[00:07:50.040 --> 00:07:52.440]  所以聖經裡面一個名
[00:07:52.440 --> 00:07:54.120]  就代表你的品格
[00:07:54.120 --> 00:07:56.640]  你整個人的內涵
[00:07:56.640 --> 00:08:00.040]  還有當你的內涵是跟隨神的意思
[00:08:00.040 --> 00:08:01.280]  好像在《曾言書》
[00:08:01.280 --> 00:08:02.960]  你有智慧的生活
[00:08:02.960 --> 00:08:05.400]  你的名聲怎麼來呢?
[00:08:05.400 --> 00:08:07.640]  當你做了一些很有智慧的
[00:08:07.640 --> 00:08:08.480]  跟隨神的
[00:08:08.480 --> 00:08:10.200]  你自然會有益於人
[00:08:10.200 --> 00:08:11.320]  人家就會覺得
[00:08:11.320 --> 00:08:13.240]  這個好啊 這個真是
[00:08:13.240 --> 00:08:14.960]  好名聲
[00:08:14.960 --> 00:08:17.320]  並且人家會好好的待你
[00:08:17.320 --> 00:08:18.840]  所以很自然
[00:08:18.840 --> 00:08:21.920]  無論在神、在人的當中
[00:08:21.920 --> 00:08:23.800]  都有覺得你好好
[00:08:23.800 --> 00:08:25.200]  給你一些恩惠
[00:08:25.200 --> 00:08:26.280]  很覺得這個人
[00:08:26.280 --> 00:08:27.800]  我們要好好對待他
[00:08:27.800 --> 00:08:29.920]  因為他真是好人
[00:08:29.920 --> 00:08:32.800]  我們都會這樣去見到一些
[00:08:32.800 --> 00:08:34.240]  我們所接觸的人 是不是?
[00:08:34.240 --> 00:08:35.800]  這件事才重要
[00:08:35.800 --> 00:08:37.200]  名聲
[00:08:37.200 --> 00:08:39.200]  我們是否有一個好的品格
[00:08:39.200 --> 00:08:40.760]  好的人 生命的內涵
[00:08:40.760 --> 00:08:45.160]  這件事比得到很多的財富更重要
[00:08:45.160 --> 00:08:46.480]  聖經絕沒有否定
[00:08:46.480 --> 00:08:49.040]  財富是一個絕對不好的東西
[00:08:49.040 --> 00:08:50.160]  很多聖經的人物
[00:08:50.160 --> 00:08:52.440]  很多神祝福他們
[00:08:52.440 --> 00:08:53.800]  有很多的錢
[00:08:53.800 --> 00:08:56.920]  成為一個有錢的人
[00:08:56.920 --> 00:08:58.000]  但是
[00:08:58.000 --> 00:09:00.080]  如果我們這樣只是看財富
[00:09:00.080 --> 00:09:02.560]  成為了我們覺得很好的東西
[00:09:02.560 --> 00:09:05.600]  就成為我們一直追求的
[00:09:05.600 --> 00:09:08.400]  一個對象的時候
[00:09:08.400 --> 00:09:11.680]  你就會發覺走錯人生
[00:09:11.680 --> 00:09:13.840]  因為這個會給我們一個假象
[00:09:13.840 --> 00:09:15.800]  以為這樣就是安全感
[00:09:15.800 --> 00:09:17.400]  我不知道大家 你想一下
[00:09:17.400 --> 00:09:18.880]  有錢的人是不是很安全
[00:09:18.880 --> 00:09:20.280]  是不是安全過一些
[00:09:20.280 --> 00:09:21.280]  沒有那麼多錢的人
[00:09:21.280 --> 00:09:23.040]  你覺得是不是?
[00:09:23.040 --> 00:09:24.960]  我想問大家
[00:09:24.960 --> 00:09:26.880]  是不是? 是的
[00:09:26.880 --> 00:09:27.760]  有什麼事上來
[00:09:27.760 --> 00:09:29.080]  馬上求救都有用
[00:09:29.080 --> 00:09:30.880]  我有一個房子又大一點
[00:09:30.880 --> 00:09:31.880]  很多東西都
[00:09:31.880 --> 00:09:33.480]  似乎 普遍上是
[00:09:33.480 --> 00:09:34.880]  但是
[00:09:34.880 --> 00:09:37.720]  這些都不是真正的保障
[00:09:37.720 --> 00:09:38.760]  你看看
[00:09:38.760 --> 00:09:41.080]  十八章 《曾言書》十八章
[00:09:41.080 --> 00:09:43.200]  第十節和第十一節
[00:09:43.200 --> 00:09:44.560]  這裡怎麼說
[00:09:44.560 --> 00:09:48.040]  它是耶和華的名是堅固台
[00:09:48.040 --> 00:09:51.000]  二人奔入 就得安穩
[00:09:51.000 --> 00:09:53.000]  神才是真正的穩妥
[00:09:53.000 --> 00:09:53.640]  然後說
[00:09:53.640 --> 00:09:57.480]  有錢人的財物是他堅固的性
[00:09:57.480 --> 00:09:58.120]  留意
[00:09:58.120 --> 00:09:59.880]  在他幻想中
[00:09:59.880 --> 00:10:01.720]  猶如高牆
[00:10:01.720 --> 00:10:03.880]  在他幻想裡面
[00:10:03.880 --> 00:10:07.400]  其實真正的保障不是那一種
[00:10:07.400 --> 00:10:08.880]  很多人以為
[00:10:08.880 --> 00:10:11.080]  錢就是真正的保障
[00:10:11.080 --> 00:10:12.080]  但是
[00:10:12.080 --> 00:10:15.800]  真是有在人生的事情發生
[00:10:15.800 --> 00:10:18.480]  錢沒有用
[00:10:18.480 --> 00:10:19.800]  例如
[00:10:19.800 --> 00:10:20.960]  家庭的幸福
[00:10:20.960 --> 00:10:23.520]  不是可以錢買到
[00:10:23.520 --> 00:10:25.000]  很好的安稅
[00:10:25.000 --> 00:10:26.960]  你不是一間大屋可以給到你
[00:10:26.960 --> 00:10:30.120]  或者一張很大的床可以給到你
[00:10:30.120 --> 00:10:31.560]  真正的在耶穌
[00:10:31.560 --> 00:10:32.440]  在神的裡面
[00:10:32.440 --> 00:10:33.680]  在耶穌基督裡面
[00:10:33.680 --> 00:10:36.000]  那種才是真正的穩妥
[00:10:36.000 --> 00:10:36.680]  還有
[00:10:36.680 --> 00:10:37.920]  有錢有危機
[00:10:37.920 --> 00:10:38.880]  就是甚麼呢
[00:10:38.880 --> 00:10:41.240]  我們都很好的享受
[00:10:41.240 --> 00:10:43.880]  我會慢慢慢慢成為了
[00:10:43.880 --> 00:10:47.760]  這個就成為了我的依靠
[00:10:47.760 --> 00:10:50.280]  成為了我的偶像
[00:10:50.280 --> 00:10:52.240]  就是好像聖經裡面說
[00:10:52.240 --> 00:10:54.720]  成為了馬門
[00:10:54.720 --> 00:10:56.320]  會走了去那裡
[00:10:56.320 --> 00:10:58.160]  不單止幫不了你
[00:10:58.160 --> 00:10:58.800]  沒有穩靠
[00:10:58.800 --> 00:11:01.480]  還將你的人生帶走
[00:11:01.480 --> 00:11:04.760]  所以錢財可能帶來危機
[00:11:04.760 --> 00:11:06.320]  唯有剛剛相反
[00:11:06.320 --> 00:11:10.120]  美名我們看重甚麼是真正的價值的時候
[00:11:10.120 --> 00:11:11.160]  原來在神的裡面
[00:11:11.160 --> 00:11:14.240]  我們有給他生命的品格
[00:11:14.240 --> 00:11:17.680]  以致我們不會成為了金錢的奴隸
[00:11:17.680 --> 00:11:20.000]  反而我們成為了一個
[00:11:20.000 --> 00:11:22.720]  很有自由的一個人
[00:11:22.720 --> 00:11:25.040]  以致聖經裡面說一句說話
[00:11:25.040 --> 00:11:28.680]  敬錢加上知足就是大利
[00:11:28.680 --> 00:11:31.600]  真正的有錢人是甚麼
[00:11:31.600 --> 00:11:33.800]  敬米神並且知足
[00:11:33.800 --> 00:11:35.280]  這個就是大利
[00:11:35.280 --> 00:11:38.120]  大利即是說得著很多的事情
[00:11:38.120 --> 00:11:43.840]  在《提我大前書》提到
[00:11:43.840 --> 00:11:45.240]  所以我們想想
[00:11:45.240 --> 00:11:49.680]  甚麼是最真正人生的路向呢
[00:11:49.680 --> 00:11:53.480]  我們會看到甚麼是最重要呢
[00:11:53.480 --> 00:11:55.320]  還有這裡跟著說
[00:11:55.320 --> 00:11:59.960]  其實事實上是否有錢就價值高一點呢
[00:11:59.960 --> 00:12:01.320]  跟著這裡聖經說
[00:12:01.320 --> 00:12:03.920]  有錢人和窮佛人相遇
[00:12:03.920 --> 00:12:06.680]  他們都為耶和華所造
[00:12:06.680 --> 00:12:07.840]  簡單來說這個世界
[00:12:07.840 --> 00:12:08.600]  沒錯
[00:12:08.600 --> 00:12:10.760]  是有錢人有窮人
[00:12:10.760 --> 00:12:14.400]  但是這個原來是一樣的
[00:12:14.400 --> 00:12:17.280]  他們同時去存在
[00:12:17.280 --> 00:12:18.760]  他們無論有錢窮人
[00:12:18.760 --> 00:12:23.200]  都是神所創造
[00:12:23.200 --> 00:12:24.760]  是平等的
[00:12:24.760 --> 00:12:27.880]  所以聖經很特別說到
[00:12:27.880 --> 00:12:29.480]  所以你看到舊約的聖經
[00:12:29.480 --> 00:12:32.480]  如果很多的規條都叫人
[00:12:32.480 --> 00:12:36.400]  多留意一些窮苦的人
[00:12:36.400 --> 00:12:40.000]  制度亦都使大家平均
[00:12:40.000 --> 00:12:44.000]  如果有些人覺得有錢人就好一點
[00:12:44.000 --> 00:12:46.440]  他就要跟一些窮苦的人
[00:12:46.440 --> 00:12:48.560]  去分享他自己所有
[00:12:48.560 --> 00:12:50.000]  這個就是聖經所說
[00:12:50.000 --> 00:12:50.880]  很平等
[00:12:50.880 --> 00:12:55.840]  所以聖經說不會有偏待人的
[00:12:55.840 --> 00:12:58.080]  神偏待人的
[00:12:58.080 --> 00:13:00.360]  所以如果有錢人的
[00:13:00.360 --> 00:13:03.680]  你就不會覺得自己尖尖自喜
[00:13:03.680 --> 00:13:08.640]  或者要看低一些沒有那麼多錢財的人
[00:13:08.640 --> 00:13:10.680]  這個是絕對不對的
[00:13:10.680 --> 00:13:12.280]  聖經裡面說到
[00:13:12.280 --> 00:13:14.560]  在第十七章第五節
[00:13:14.560 --> 00:13:24.200]  聖賢書說 基少窮乏人的
[00:13:24.200 --> 00:13:28.280]  是藐視造他的主
[00:13:28.280 --> 00:13:31.720]  在神的裡面其實沒有什麼分別
[00:13:31.720 --> 00:13:32.600]  我們就看看
[00:13:32.600 --> 00:13:34.760]  是喔 我們學到聖經這件事
[00:13:34.760 --> 00:13:40.920]  但是如果我們失去了真正的價值的時候
[00:13:40.920 --> 00:13:43.120]  我們就會看重錢
[00:13:43.120 --> 00:13:45.680]  主耶穌基督說你的財寶在哪裡
[00:13:45.680 --> 00:13:48.240]  你的心臟在哪裡
[00:13:48.240 --> 00:13:52.200]  很值得我們想想你怎樣看錢
[00:13:52.200 --> 00:13:56.040]  我知道很多人都會儲蓄
[00:13:56.040 --> 00:13:57.680]  這個是絕對對的
[00:13:57.680 --> 00:13:59.520]  但是如果你將你的儲蓄
[00:13:59.520 --> 00:14:03.360]  成為了你的希望越來越多的零
[00:14:03.360 --> 00:14:05.240]  那我就安心無憂了
[00:14:05.240 --> 00:14:06.640]  越來越多
[00:14:06.640 --> 00:14:08.320]  我不知道你怎樣看錢
[00:14:08.320 --> 00:14:11.440]  你就會整個生命就這樣放在那裡
[00:14:11.440 --> 00:14:13.760]  第二 你怎樣花錢呢
[00:14:13.760 --> 00:14:16.880]  很實際的 我們蝸蝠也有很多
[00:14:16.880 --> 00:14:21.760]  我想我們都比較一般的中等
[00:14:21.760 --> 00:14:23.040]  或者是怎樣
[00:14:23.040 --> 00:14:24.880]  我們都可以用錢
[00:14:24.880 --> 00:14:27.280]  怎樣花錢是很重要的
[00:14:27.280 --> 00:14:28.240]  你怎樣用錢
[00:14:28.240 --> 00:14:31.960]  會不會只是在一些的
[00:14:31.960 --> 00:14:34.040]  將來怎樣鋪自己的路
[00:14:34.040 --> 00:14:35.520]  怎樣去做的時候呢
[00:14:35.520 --> 00:14:37.720]  特別年輕人開始順著主
[00:14:37.720 --> 00:14:40.640]  我要想一下錢怎樣放呢
[00:14:40.640 --> 00:14:42.400]  我賺到的錢會不會有些奉獻
[00:14:42.400 --> 00:14:43.920]  給一些有需要的人
[00:14:43.920 --> 00:14:45.360]  事工等等這些
[00:14:45.360 --> 00:14:48.240]  你怎樣用錢呢
[00:14:48.240 --> 00:14:48.960]  我們怎樣用錢
[00:14:48.960 --> 00:14:50.600]  怎樣用我們的時間呢
[00:14:50.600 --> 00:14:51.840]  會不會去想一下
[00:14:51.840 --> 00:14:52.840]  你是為了
[00:14:52.840 --> 00:14:54.040]  如果是美名呢
[00:14:54.040 --> 00:14:58.040]  你是去為了別人的好處要做這些事
[00:14:58.040 --> 00:15:00.640]  你覺得你的生命是要跟別人分享
[00:15:00.640 --> 00:15:03.400]  但是如果你強調去大財的時候
[00:15:03.400 --> 00:15:05.880]  恐怕你的收入就是自己的
[00:15:05.880 --> 00:15:06.480]  歸自己的
[00:15:06.480 --> 00:15:08.960]  你覺得自己擁有一切
[00:15:08.960 --> 00:15:10.080]  這個就有很大的分別
[00:15:10.080 --> 00:15:13.000]  整個人生不同的方向
[00:15:13.000 --> 00:15:16.240]  有一個正確的價值觀是非常重要
[00:15:16.240 --> 00:15:18.960]  然後這個不只是這樣影響我們的
[00:15:18.960 --> 00:15:21.520]  這個價值觀影響我們整個人的行為
[00:15:21.520 --> 00:15:23.040]  所以接下來就說
[00:15:23.040 --> 00:15:26.720]  通達人見禍就藏躲
[00:15:26.720 --> 00:15:31.840]  愚昧人卻前往受害
[00:15:31.840 --> 00:15:33.600]  這是什麼意思呢
[00:15:33.600 --> 00:15:36.280]  通達人是在說一些很謹慎的人
[00:15:36.280 --> 00:15:37.360]  謹慎什麼
[00:15:37.360 --> 00:15:40.880]  不要隨便去到一些禍患的地方
[00:15:40.880 --> 00:15:44.320]  但是更加在《曾言書》裡面提到
[00:15:44.320 --> 00:15:45.600]  怎樣帶來禍患呢
[00:15:45.600 --> 00:15:47.080]  就是當我們犯罪
[00:15:47.080 --> 00:15:48.640]  做一些不對的事
[00:15:48.640 --> 00:15:52.120]  我們就走到一些陷阱裡面
[00:15:52.120 --> 00:15:53.680]  因為說到謹慎的人
[00:15:53.680 --> 00:15:55.120]  因為敬畏神的人
[00:15:55.120 --> 00:15:57.120]  走一個智慧的路的時候
[00:15:57.120 --> 00:15:59.640]  為了要在神裡面
[00:15:59.640 --> 00:16:04.520]  能夠有一個美名的人生方向的時候
[00:16:04.520 --> 00:16:06.840]  見禍就藏躲
[00:16:06.840 --> 00:16:08.360]  反而那些的愚昧人
[00:16:08.360 --> 00:16:11.000]  愚昧人即是很頭腦簡單
[00:16:11.000 --> 00:16:14.760]  愚昧人卻前往受害
[00:16:14.760 --> 00:16:17.240]  這裡說到什麼呢
[00:16:17.240 --> 00:16:18.840]  愚昧人在聖經裡面說
[00:16:18.840 --> 00:16:23.760]  很多人我們容易被別人去迷惑
[00:16:23.760 --> 00:16:24.880]  又或者引誘
[00:16:24.880 --> 00:16:27.040]  聖經裡面說怎樣愚昧人呢
[00:16:27.040 --> 00:16:28.760]  在年輕人的時候
[00:16:28.760 --> 00:16:31.800]  可能這裡先提醒
[00:16:31.800 --> 00:16:33.800]  不要做智慧人
[00:16:33.800 --> 00:16:35.080]  不要做愚昧人
[00:16:35.080 --> 00:16:36.480]  第一章就已經提到
[00:16:36.480 --> 00:16:37.920]  有人會誣蔑你
[00:16:37.920 --> 00:16:39.000]  做一些不好的事
[00:16:39.000 --> 00:16:40.400]  他說 這裡說
[00:16:40.400 --> 00:16:42.000]  第一章第十節
[00:16:42.000 --> 00:16:47.000]  「我疑罪人若引誘你,你不可跟從」
[00:16:47.000 --> 00:16:49.320]  「他們若說你和我們同去」
[00:16:49.320 --> 00:16:52.040]  「我們要埋伏殺人流血」
[00:16:52.040 --> 00:16:56.160]  「無辜地潛藏,殺害無辜」
[00:16:56.160 --> 00:16:57.480]  很多人都是貧輩
[00:16:57.480 --> 00:16:59.800]  喂 你做一下這些事
[00:16:59.800 --> 00:17:03.040]  或者是偷 或者是賭 或者這些
[00:17:03.040 --> 00:17:04.560]  甚至年輕人呢
[00:17:04.560 --> 00:17:06.800]  試一下這些藥
[00:17:06.800 --> 00:17:09.200]  讓你高興一點
[00:17:09.200 --> 00:17:11.720]  很多很多這些引誘
[00:17:11.720 --> 00:17:13.960]  聖經裡面說
[00:17:13.960 --> 00:17:14.600]  容易呢
[00:17:14.600 --> 00:17:15.800]  如果一些簡單的
[00:17:15.800 --> 00:17:17.520]  所謂很頭腦簡單
[00:17:17.520 --> 00:17:18.800]  這個愚昧人呢
[00:17:18.800 --> 00:17:20.400]  跟著去
[00:17:20.400 --> 00:17:25.040]  香港不知道很多這些引誘
[00:17:25.040 --> 00:17:27.680]  色情的引誘
[00:17:27.680 --> 00:17:30.640]  一些賭的引誘
[00:17:30.640 --> 00:17:32.280]  或者一些權的引誘
[00:17:32.280 --> 00:17:34.080]  我們會跟著下去
[00:17:34.080 --> 00:17:35.920]  就會跟著
[00:17:35.920 --> 00:17:38.280]  愚昧人是甚麼呢
[00:17:38.280 --> 00:17:39.280]  容易被人欺騙
[00:17:39.280 --> 00:17:41.720]  容易上當
