
[00:00:00.000 --> 00:00:03.960]  過年最開心就是拜年鬥禮事了
[00:04:40.440 --> 00:04:42.800]  很着實的 《聖經》的說話有
[00:04:42.800 --> 00:04:45.680]  四百個地方提到祝福
[00:04:45.680 --> 00:04:47.800]  究竟怎麼祝福 我們可以怎麼祝福
[00:04:47.800 --> 00:04:51.200]  怎樣才蒙福 又藉着我們祝福別人
[00:04:51.200 --> 00:04:52.800]  今天的講題很重要
[00:04:52.800 --> 00:04:54.120]  我們一起去經歷
[00:04:54.120 --> 00:04:56.720]  聽聽怎麼從上而來的祝福
[00:04:56.720 --> 00:05:00.800]  而我圍繞why how who等等
[00:05:00.800 --> 00:05:01.920]  第一個就是爲什麼
[00:05:01.920 --> 00:05:03.640]  why 我們爲什麼要祝福
[00:05:03.640 --> 00:05:06.120]  爲什麼要祝福呢 第一個問題
[00:05:06.120 --> 00:05:08.160]  因爲原來神喜歡祝福
[00:05:08.160 --> 00:05:11.520]  又喜歡透過人去祝福
[00:05:11.520 --> 00:05:13.400]  當神創造天地的時候
[00:05:13.400 --> 00:05:15.520]  祂有一個字經常說的
[00:05:15.520 --> 00:05:18.360]  是一個什麼字呢 好字
[00:05:18.360 --> 00:05:19.960]  創造天地祂覺得好
[00:05:19.960 --> 00:05:22.160]  好不知道你想起什麼
[00:05:22.160 --> 00:05:24.720]  好 想起很好的東西喫 好啊
[00:05:24.720 --> 00:05:27.760]  想起很可愛的小朋友 好啊
[00:05:27.760 --> 00:05:31.280]  想起工作 希望你也覺得好 是不是
[00:05:31.280 --> 00:05:33.000]  想起你的家人 好啊
[00:05:33.000 --> 00:05:34.720]  神說創造天地是好的
[00:05:34.720 --> 00:05:36.840]  並且在中間
[00:05:36.840 --> 00:05:39.200]  在創世紀一章二十二節第五日創造
[00:05:39.200 --> 00:05:41.800]  例如我寫了祂這麼說
[00:05:41.800 --> 00:05:43.440]  我們一起讀這段聖經
[00:05:43.440 --> 00:05:44.680]  一二三
[00:05:44.680 --> 00:05:47.360]  神就致福給他們
[00:05:47.360 --> 00:05:54.400]  (書)
[00:05:54.400 --> 00:05:56.560]  這裏祂做了魚 做了飛鳥後
[00:05:56.560 --> 00:05:59.520]  祂說祝福他 致福 神喜歡的
[00:05:59.520 --> 00:06:02.000]  然後祂做完人之後
[00:06:02.000 --> 00:06:03.720]  神就這樣說 神就致福給人
[00:06:03.720 --> 00:06:05.560]  這個他們是人 剛纔是動物
[00:06:05.560 --> 00:06:09.240]  跟他們說 也是多 充滿
[00:06:09.240 --> 00:06:10.640]  原來是這樣的
[00:06:10.640 --> 00:06:13.160]  這個多充滿是豐富的
[00:06:13.160 --> 00:06:14.800]  慶祝來的
[00:06:14.800 --> 00:06:17.000]  所以是完全很符合聖經
[00:06:17.000 --> 00:06:18.240]  但是祂不是停在那裏
[00:06:18.240 --> 00:06:20.000]  祂說要征服他
[00:06:20.000 --> 00:06:22.160]  要管理海里的魚
[00:06:22.160 --> 00:06:23.280]  空中的鳥
[00:06:23.280 --> 00:06:26.520]  並且地上所爬行的生物
[00:06:26.520 --> 00:06:28.960]  在這裏說話我們怎麼纔有福呢
[00:06:28.960 --> 00:06:31.280]  不只是多
[00:06:31.280 --> 00:06:34.400]  更加要我們管到他
[00:06:34.400 --> 00:06:36.720]  征服到他 這個新葉本的翻譯
[00:06:36.720 --> 00:06:38.880]  是比較好的 have dominion
[00:06:38.880 --> 00:06:40.400]  意思是說原來我們很多人
[00:06:40.400 --> 00:06:42.240]  今天工作 大地
[00:06:42.240 --> 00:06:43.840]  我們管理不了
[00:06:43.840 --> 00:06:46.120]  很多東西超越我們的範圍
[00:06:46.120 --> 00:06:49.160]  我們的工作超過我們可以應付
[00:06:49.160 --> 00:06:52.520]  所以我們疲於奔命
[00:06:52.520 --> 00:06:55.080]  我們支離破碎很累回去
[00:06:55.080 --> 00:06:56.440]  又或者那些物質
[00:06:56.440 --> 00:06:59.000]  令到我們不可以沒有了
[00:06:59.000 --> 00:07:00.840]  所以我們不停追要多一點
[00:07:00.840 --> 00:07:04.080]  大一點 漂亮一點 好一點
[00:07:04.080 --> 00:07:05.680]  我們管理不了他
[00:07:05.680 --> 00:07:08.600]  反而被他控制了
[00:07:08.600 --> 00:07:10.240]  追着
[00:07:10.240 --> 00:07:12.440]  在這個過程中沒有了平安
[00:07:12.440 --> 00:07:14.760]  沒有了健康
[00:07:14.760 --> 00:07:15.760]  沒有了關係
[00:07:15.760 --> 00:07:17.760]  啊 神話不要這樣
[00:07:17.760 --> 00:07:19.920]  所以第一樣東西他想提醒我們
[00:07:19.920 --> 00:07:22.120]  有沒有一些東西你覺得你沒有了
[00:07:22.120 --> 00:07:23.600]  你覺得不行
[00:07:23.600 --> 00:07:26.920]  你不再翻新那些電話不行
[00:07:26.920 --> 00:07:28.280]  我說不是
[00:07:28.280 --> 00:07:31.000]  你控制到是福氣
[00:07:31.000 --> 00:07:32.960]  有沒有時候你失眠
[00:07:32.960 --> 00:07:34.160]  你覺得不行
[00:07:34.160 --> 00:07:35.480]  第一樣東西
[00:07:35.480 --> 00:07:38.560]  第二樣東西當我們經歷神的賜福
[00:07:38.560 --> 00:07:42.000]  又可以控制到神給我們的東西
[00:07:42.000 --> 00:07:44.400]  他要我們祝福別人
[00:07:44.400 --> 00:07:45.960]  你說爲什麼要祝福別人呢
[00:07:45.960 --> 00:07:47.880]  神都賜福了
[00:07:47.880 --> 00:07:49.680]  因爲在這個過程裏面
[00:07:49.680 --> 00:07:51.160]  當人犯罪
[00:07:51.160 --> 00:07:52.280]  我們的祝福
[00:07:52.280 --> 00:07:54.360]  我們的賜福同神而來
[00:07:54.360 --> 00:07:56.080]  減退了
[00:07:56.080 --> 00:07:58.320]  當阿當犯罪聖經有一度這樣說
[00:07:58.320 --> 00:08:03.200]  他說地就受咒咒
[00:08:03.200 --> 00:08:04.960]  我們不要神的祝福
[00:08:04.960 --> 00:08:07.280]  所以我們要勞苦
[00:08:07.280 --> 00:08:09.320]  我們辛苦了
[00:08:09.320 --> 00:08:11.480]  在那個時候罪啦暴力啦
[00:08:11.480 --> 00:08:13.800]  第一單謀殺案發生了
[00:08:13.800 --> 00:08:15.680]  那個人 索多瑪 俄摩拉
[00:08:15.680 --> 00:08:19.160]  我們的祝福從神而來減退
[00:08:19.160 --> 00:08:21.360]  但是神沒有停在那裏
[00:08:21.360 --> 00:08:26.560]  他又想再次賜福當時透過一個人叫阿伯拉伊罕
[00:08:26.560 --> 00:08:28.120]  我們看看這本聖經
[00:08:28.120 --> 00:08:30.960]  在基督教聖事的十二章裏面
[00:08:30.960 --> 00:08:31.680]  還有二十二章
[00:08:31.680 --> 00:08:35.200]  他說我必使你成爲大國
[00:08:35.200 --> 00:08:36.480]  接着怎麼說
[00:08:36.480 --> 00:08:38.120]  賜福給你
[00:08:38.120 --> 00:08:40.560]  你也必使別人得福
[00:08:40.560 --> 00:08:44.440]  透過他叫別人得福
[00:08:44.440 --> 00:08:46.200]  給你祝福的
[00:08:46.200 --> 00:08:47.640]  我就必賜福給他
[00:08:47.640 --> 00:08:51.040]  今天我們都是阿伯拉罕的後裔
[00:08:51.040 --> 00:08:54.040]  我們怎麼可以成爲阿伯拉罕的後裔
[00:08:54.040 --> 00:08:55.200]  信耶穌
[00:08:55.200 --> 00:08:56.480]  在馬達科罕第一章說
[00:08:56.480 --> 00:08:59.240]  耶穌是阿伯拉罕後裔的家譜
[00:08:59.240 --> 00:09:02.760]  所以如果我們今天再次成爲阿伯拉罕後裔
[00:09:02.760 --> 00:09:03.440]  我們得福
[00:09:03.440 --> 00:09:03.880]  這是第一
[00:09:03.880 --> 00:09:04.760]  第二
[00:09:04.760 --> 00:09:08.320]  他說地上萬國要因你的後裔得福
[00:09:08.320 --> 00:09:13.200]  又因爲你聽從了神的說話
[00:09:13.200 --> 00:09:15.240]  就是說如果我們經歷上帝
[00:09:15.240 --> 00:09:16.840]  相信他
[00:09:16.840 --> 00:09:18.560]  聽從神的說話
[00:09:18.560 --> 00:09:20.280]  我們又得福
[00:09:20.280 --> 00:09:21.680]  拿回祝福
[00:09:21.680 --> 00:09:22.640]  並且祝福別人
[00:09:22.640 --> 00:09:24.120]  這個很真實
[00:09:24.120 --> 00:09:27.760]  剛纔我們在深水埗的外宴裏面
[00:09:27.760 --> 00:09:30.360]  我們請了一位弟兄來分享
[00:09:30.360 --> 00:09:33.480]  他的故事很好
[00:09:33.480 --> 00:09:36.520]  他說他15年過去吸毒
[00:09:36.520 --> 00:09:37.320]  販毒
[00:09:37.320 --> 00:09:38.560]  偷東西
[00:09:38.560 --> 00:09:39.560]  還在深水埗
[00:09:39.560 --> 00:09:41.240]  不知道是不是我們的街坊
[00:09:41.240 --> 00:09:43.080]  他偷過東西
[00:09:43.080 --> 00:09:45.000]  他說他根本是無無天外
[00:09:45.000 --> 00:09:46.520]  成長的家庭
[00:09:46.520 --> 00:09:48.280]  家裏就是賭錢
[00:09:48.280 --> 00:09:50.480]  家裏就是打麻將
[00:09:50.480 --> 00:09:52.560]  家裏就是喝酒
[00:09:52.560 --> 00:09:53.560]  家裏就是說粗話
[00:09:53.560 --> 00:09:55.480]  他這樣的環境成長
[00:09:55.480 --> 00:09:57.640]  他就是這樣走
[00:09:57.640 --> 00:09:59.480]  並且他做的事情比他們更厲害
[00:09:59.480 --> 00:10:01.000]  喫了毒粉
[00:10:01.000 --> 00:10:03.920]  他說直到2009年
[00:10:03.920 --> 00:10:08.120]  他真正放手依靠神
[00:10:08.120 --> 00:10:10.400]  真正放手依靠神
[00:10:10.400 --> 00:10:12.160]  他說很大的改變
[00:10:12.160 --> 00:10:14.320]  第一覺得有那個力量
[00:10:14.320 --> 00:10:15.160]  可以幫到他
[00:10:15.160 --> 00:10:17.520]  他沒辦法明白
[00:10:17.520 --> 00:10:18.920]  接着在過程中
[00:10:18.920 --> 00:10:19.840]  他描述了幾件事
[00:10:19.840 --> 00:10:20.400]  我覺得很感動
[00:10:20.400 --> 00:10:20.960]  第一
[00:10:20.960 --> 00:10:23.360]  他說當時他喫白粉的時候
[00:10:23.360 --> 00:10:25.240]  他媽媽也不想要他
[00:10:25.240 --> 00:10:26.120]  你想想有什麼人
[00:10:26.120 --> 00:10:28.360]  連媽媽也不想要
[00:10:28.360 --> 00:10:31.320]  他說他媽媽甚至想殺了他
[00:10:31.320 --> 00:10:31.760]  爲什麼?
[00:10:31.760 --> 00:10:33.360]  當然回去偷錢
[00:10:33.360 --> 00:10:35.120]  吵架
[00:10:35.120 --> 00:10:36.760]  但是那時候他說不同了
[00:10:36.760 --> 00:10:39.520]  他說他媽媽當爲他祈禱的過程
[00:10:39.520 --> 00:10:41.080]  這個很特別
[00:10:41.080 --> 00:10:42.840]  信了耶穌
[00:10:42.840 --> 00:10:44.360]  戒了毒
[00:10:44.360 --> 00:10:47.240]  他說這個神怎麼會這麼真
[00:10:47.240 --> 00:10:49.400]  接着在過程中
[00:10:49.400 --> 00:10:51.120]  09年之後
[00:10:51.120 --> 00:10:53.000]  他找到一個老婆
[00:10:53.000 --> 00:10:54.520]  還很好的
[00:10:54.520 --> 00:10:56.240]  有份工作
[00:10:56.240 --> 00:10:58.280]  甚至他現在有很多學校
[00:10:58.280 --> 00:11:00.680]  幾百家學校找過他講
[00:11:00.680 --> 00:11:02.560]  他生命的見證
[00:11:02.560 --> 00:11:05.320]  祝福別人
[00:11:05.320 --> 00:11:08.280]  在那個見證臨時我問他
[00:11:08.280 --> 00:11:11.520]  弟兄你有沒有想過你以往那十五年
[00:11:11.520 --> 00:11:13.120]  有這個盼望
[00:11:13.120 --> 00:11:15.120]  有這個生命
[00:11:15.120 --> 00:11:17.840]  你猜他怎麼回答
[00:11:17.840 --> 00:11:19.680]  從來沒想過
[00:11:19.680 --> 00:11:21.360]  我以前每天想的事
[00:11:21.360 --> 00:11:24.320]  就是怎樣去賺錢喫白粉
[00:11:24.320 --> 00:11:26.600]  我今天有生命
[00:11:26.600 --> 00:11:28.200]  有工作
[00:11:28.200 --> 00:11:29.560]  有前途
[00:11:29.560 --> 00:11:31.200]  他分享和你喫飯
[00:11:31.200 --> 00:11:34.360]  他說我正在等着要有嬰兒
[00:11:34.360 --> 00:11:35.360]  Amen
[00:11:35.360 --> 00:11:36.320]  我給掌聲耶穌
[00:11:36.320 --> 00:11:38.160]  Hallelujah
[00:11:38.160 --> 00:11:39.880]  這個上帝是真的
[00:11:39.880 --> 00:11:41.800]  他要將我們失去的祝福
[00:11:41.800 --> 00:11:42.680]  我們的盼望
[00:11:42.680 --> 00:11:43.680]  我們的武力
[00:11:43.680 --> 00:11:46.400]  再次降臨在我們生命
[00:11:46.400 --> 00:11:48.440]  並且透過我們祝福別人
[00:11:48.440 --> 00:11:50.000]  弟兄姐妹你相不相信
[00:11:50.000 --> 00:11:51.000]  透過耶穌
[00:11:51.000 --> 00:11:54.200]  我們有能力祝福別人
[00:11:54.200 --> 00:11:55.720]  你相不相信
[00:11:55.720 --> 00:11:57.200]  Amen
[00:11:57.200 --> 00:11:58.640]  祝福誰
[00:11:58.640 --> 00:12:00.640]  對象是誰
[00:12:00.640 --> 00:12:02.440]  祝福我們當然想起過年
[00:12:02.440 --> 00:12:05.320]  祝福我們喜歡的人朋友
[00:12:05.320 --> 00:12:06.800]  但聖經教導我們不是
[00:12:06.800 --> 00:12:09.120]  祝福所有人
[00:12:09.120 --> 00:12:15.040]  特別那些你覺得
[00:12:15.040 --> 00:12:17.160]  和他打幾拳的人
[00:12:17.160 --> 00:12:18.560]  你不喜歡他他不喜歡你
[00:12:18.560 --> 00:12:22.840]  我看了聖經在羅馬書十二章十四節
[00:12:22.840 --> 00:12:24.040]  我看看導演的經文
[00:12:24.040 --> 00:12:25.880]  一 二 三
[00:12:25.880 --> 00:12:31.480]  「迫害你們的」
[00:12:31.480 --> 00:12:34.560]  他說的層面是很大壓力
[00:12:34.560 --> 00:12:35.680]  迫害你
[00:12:35.680 --> 00:12:36.680]  很不喜歡你
[00:12:36.680 --> 00:12:38.520]  你見到他很想走
[00:12:38.520 --> 00:12:40.880]  你見到他你知道他說的話
[00:12:40.880 --> 00:12:42.720]  哎呀 又來了
[00:12:42.720 --> 00:12:45.560]  你很想有條拉鍊封住他的口
[00:12:45.560 --> 00:12:46.960]  或者他踩着你
[00:12:46.960 --> 00:12:47.960]  你很快想走
[00:12:47.960 --> 00:12:48.960]  他說不是
[00:12:48.960 --> 00:12:51.160]  我們不要咒坐他
[00:12:51.160 --> 00:12:53.000]  我們要祝福他
[00:12:53.000 --> 00:12:56.760]  在彼得前書三章九節
[00:12:56.760 --> 00:12:59.440]  他說不要以惡報惡
[00:12:59.440 --> 00:13:01.360]  以辱罵還辱罵
[00:13:01.360 --> 00:13:02.720]  禱要什麼
[00:13:02.720 --> 00:13:04.200]  祝福
[00:13:04.200 --> 00:13:07.040]  「因爲你們是爲此蒙照
[00:13:07.040 --> 00:13:11.040]  好叫你們受福氣」
[00:13:11.040 --> 00:13:12.760]  很奇怪
[00:13:12.760 --> 00:13:14.920]  那個福氣是從上而來
[00:13:14.920 --> 00:13:17.360]  你沒有辦法明白的
[00:13:17.360 --> 00:13:20.400]  那個恩典是告訴我們
[00:13:20.400 --> 00:13:22.840]  當我們放生的時候
[00:13:22.840 --> 00:13:24.560]  你跟他的關係很緊
[00:13:24.560 --> 00:13:26.120]  特別是家人有時
[00:13:26.120 --> 00:13:27.840]  經常都要見到他
[00:13:27.840 --> 00:13:31.000]  你放生的時候不是放生他
[00:13:31.000 --> 00:13:32.720]  這麼簡單
[00:13:32.720 --> 00:13:35.800]  是放生你自己
[00:13:35.800 --> 00:13:38.120]  Let go, let God
[00:13:38.120 --> 00:13:39.920]  你要放鬆的感覺
[00:13:39.920 --> 00:13:41.320]  有一個肢體告訴我們
[00:13:41.320 --> 00:13:42.520]  這是很真實的故事
[00:13:42.520 --> 00:13:44.600]  他說城牆裏面家庭很困難
[00:13:44.600 --> 00:13:47.960]  很混亂,很多麻煩的事情
[00:13:47.960 --> 00:13:49.320]  當他信主的時候
[00:13:49.320 --> 00:13:51.600]  他很想在家裏信耶穌
[00:13:51.600 --> 00:13:52.920]  十年過去
[00:13:52.920 --> 00:13:55.800]  每次在家裏都不行
[00:13:55.800 --> 00:13:58.040]  去聚會都不行
[00:13:58.040 --> 00:14:00.840]  有一次他聽一個港道
[00:14:00.840 --> 00:14:02.000]  那個傳道人跟他說
[00:14:02.000 --> 00:14:03.280]  你放手吧
[00:14:03.280 --> 00:14:05.000]  你學瑤書學祝福
[00:14:05.000 --> 00:14:07.600]  你不要這麼緊
[00:14:07.600 --> 00:14:09.440]  他說我很難的
[00:14:09.440 --> 00:14:12.920]  你沒有經歷我十幾二十年的路
[00:14:12.920 --> 00:14:14.280]  那個傳道人鼓勵他
[00:14:14.280 --> 00:14:16.400]  你對他放手
[00:14:16.400 --> 00:14:18.720]  寬恕祝福
[00:14:18.720 --> 00:14:21.560]  是反倒上帝祝福你
[00:14:21.560 --> 00:14:22.520]  於是他掙扎
[00:14:22.520 --> 00:14:24.160]  聖靈幫他
[00:14:24.160 --> 00:14:25.960]  接着很奇妙
[00:14:25.960 --> 00:14:27.200]  當他真的放手
[00:14:27.200 --> 00:14:29.000]  願意這麼走
[00:14:29.000 --> 00:14:30.880]  你知道什麼事情發生了嗎
[00:14:30.880 --> 00:14:33.680]  接着那四年
[00:14:33.680 --> 00:14:35.200]  他全家
[00:14:35.200 --> 00:14:38.320]  整個家族都信了耶穌
[00:14:38.320 --> 00:14:39.200]  給點掌聲耶穌
[00:14:39.200 --> 00:14:40.840]  Hallelujah
[00:14:40.840 --> 00:14:42.600]  很奇怪的
[00:14:42.600 --> 00:14:43.960]  我想神改變他
[00:14:43.960 --> 00:14:45.320]  叫他放手
[00:14:45.320 --> 00:14:46.800]  接着幾年之後
[00:14:46.800 --> 00:14:48.560]  我跟這個肢體聊天
[00:14:48.560 --> 00:14:50.480]  他說John你真的不可以相信
[00:14:50.480 --> 00:14:52.440]  我現在很喜歡我家人
[00:14:52.440 --> 00:14:54.520]  經常想見到他
[00:14:54.520 --> 00:14:55.800]  兄弟妹妹
[00:14:55.800 --> 00:14:57.680]  不要以惡報惡
[00:14:57.680 --> 00:15:01.280]  以祝福化敵爲友
[00:15:01.280 --> 00:15:02.840]  如何祝福別人
[00:15:02.840 --> 00:15:05.080]  是我們之後下來的議題
[00:15:05.080 --> 00:15:06.040]  聖經教導我們
[00:15:06.040 --> 00:15:08.160]  又要講出來
[00:15:08.160 --> 00:15:10.080]  又要走出來
[00:15:10.080 --> 00:15:10.960]  很有趣
[00:15:10.960 --> 00:15:12.720]  創造天地的時候
[00:15:12.720 --> 00:15:16.280]  神怎樣造光
[00:15:16.280 --> 00:15:19.360]  神雪就有光
[00:15:19.360 --> 00:15:21.720]  接着神造人就是神雪
[00:15:21.720 --> 00:15:24.120]  就按照神的形象
[00:15:24.120 --> 00:15:27.520]  造了男造了女
[00:15:27.520 --> 00:15:29.640]  神的說話很有能力
[00:15:29.640 --> 00:15:31.360]  當我們被造的時候
[00:15:31.360 --> 00:15:33.760]  我們的說話也很有能力
[00:15:33.760 --> 00:15:36.360]  你信不信你的說話很有能力
[00:15:36.360 --> 00:15:37.560]  很有能力
[00:15:37.560 --> 00:15:39.080]  所以我們奉耶穌的名
[00:15:39.080 --> 00:15:40.520]  我們去醫治
[00:15:40.520 --> 00:15:44.200]  我們真的見到很多人得醫治
[00:15:44.200 --> 00:15:46.600]  我們奉耶穌的名祝福人
[00:15:46.600 --> 00:15:47.640]  叫人工作
[00:15:47.640 --> 00:15:49.960]  扭轉他生命改變
[00:15:49.960 --> 00:15:53.640]  很多事神要改他才改工作
[00:15:53.640 --> 00:15:55.720]  我們奉耶穌的名去祈禱
[00:15:55.720 --> 00:15:58.000]  我們的說話是人不再一樣
[00:15:58.000 --> 00:15:59.240]  剛纔我完了這一堂
[00:15:59.240 --> 00:16:01.240]  剛纔那一堂的時候
[00:16:01.240 --> 00:16:02.400]  有個姐妹出來
[00:16:02.400 --> 00:16:05.840]  她說我十五年的皮膚病
[00:16:05.840 --> 00:16:08.280]  她來了醫治祈禱會
[00:16:08.280 --> 00:16:11.640]  當有人奉神的名祈禱
[00:16:11.640 --> 00:16:13.560]  她真的痊癒了
[00:16:13.560 --> 00:16:14.920]  她說真的
[00:16:14.920 --> 00:16:16.200]  多久之前?
[00:16:16.200 --> 00:16:18.080]  上年五月
[00:16:18.080 --> 00:16:19.440]  奇不奇妙?
[00:16:19.440 --> 00:16:21.080]  真的,我們的說話有能力
[00:16:21.080 --> 00:16:22.840]  所以神跟我說我們的說話有能力
[00:16:22.840 --> 00:16:23.880]  不僅有能力
[00:16:23.880 --> 00:16:27.120]  我們同樣就在人也很有力
[00:16:27.120 --> 00:16:29.040]  我們罵人也很厲害
[00:16:29.040 --> 00:16:31.720]  一罵人可能比被人打更傷
[00:16:31.720 --> 00:16:33.960]  所以這句話在《爾北所書》四章二十九節
