
[00:00:00.000 --> 00:00:02.740]  我們今天講的人物就是阿伯拉罕
[00:01:54.340 --> 00:01:56.840]  當你遠遠地看著的時候
[00:01:56.840 --> 00:02:01.620]  其實整個城市都會看到月神這一座的神廟
[00:02:01.620 --> 00:02:04.820]  這一座神廟彷彿標誌著
[00:02:04.820 --> 00:02:08.900]  吾爾這個地方是用來敬拜月神的
[00:02:08.900 --> 00:02:11.540]  所以我們知道的阿伯拉罕
[00:02:11.540 --> 00:02:15.660]  其實不是因為家裏的緣故
[00:02:15.660 --> 00:02:18.220]  他知道耶和華是神
[00:02:18.220 --> 00:02:22.140]  因為塔拉其實也在這裏敬拜月神
[00:02:22.140 --> 00:02:25.900]  但是聖經也沒有用一個很詳細的篇幅
[00:02:25.900 --> 00:02:30.420]  去記載阿伯拉罕的信仰如何被建立
[00:02:30.420 --> 00:02:33.100]  不過反而用很長的篇幅
[00:02:33.100 --> 00:02:37.580]  去交代阿伯拉罕兩次的回應呼召
[00:02:37.580 --> 00:02:40.100]  為什麼聖經會這樣記載呢?
[00:02:40.100 --> 00:02:43.940]  因為阿伯拉罕兩次回應神的呼召
[00:02:43.940 --> 00:02:47.500]  這才是聖經想我們留意的重點
[00:02:47.500 --> 00:02:52.820]  這個重點就是人生是回應呼召的一個旅程
[00:02:52.820 --> 00:02:55.140]  我們知道人生是一個旅程
[00:02:55.140 --> 00:02:58.060]  但是這個旅程可以發生很多的事情
[00:02:58.060 --> 00:03:01.940]  而這個旅程也是我們回應呼召的旅程
[00:03:01.940 --> 00:03:03.140]  我剛才說過
[00:03:03.140 --> 00:03:07.340]  呼召不單止是神會呼召人全職服事
[00:03:07.340 --> 00:03:12.340]  神的吩咐同樣都是對人一個的呼召
[00:03:12.340 --> 00:03:14.340]  而在這個旅程當中
[00:03:14.340 --> 00:03:16.500]  當我們說回應呼召的時候
[00:03:16.500 --> 00:03:19.060]  其實就是神很想和我們在一起
[00:03:19.060 --> 00:03:22.860]  祂很想和我們建立一個很親密的關係
[00:03:22.860 --> 00:03:26.940]  而這份很親密的關係何時開始的呢?
[00:03:26.940 --> 00:03:29.780]  其實就是在神創造天地的時候
[00:03:29.780 --> 00:03:32.300]  這份關係已經存在
[00:03:32.300 --> 00:03:37.700]  我會形容這份關係就好像一對熱戀的情侶
[00:03:37.700 --> 00:03:38.860]  一對熱戀的情侶
[00:03:38.860 --> 00:03:40.780]  你問他要做些什麼
[00:03:40.780 --> 00:03:41.780]  去哪裡吃飯
[00:03:41.780 --> 00:03:43.340]  去哪裡喝東西
[00:03:43.340 --> 00:03:45.580]  卡拉OK還是去看電影
[00:03:45.580 --> 00:03:46.780]  不重要的
[00:03:46.780 --> 00:03:47.940]  最重要的是什麼
[00:03:47.940 --> 00:03:49.460]  最重要的是一切
[00:03:49.460 --> 00:03:52.140]  這份親密的關係最重要的是什麼
[00:03:52.140 --> 00:03:55.580]  是彼此知道對方在自己心目中
[00:03:55.580 --> 00:03:58.980]  在對方心目中有一個很重要的位置
[00:03:58.980 --> 00:04:01.220]  所以如果今天上崇拜
[00:04:01.220 --> 00:04:04.060]  坐在你旁邊的是你的家人
[00:04:04.060 --> 00:04:06.940]  坐在你旁邊的是你的情侶的時候
[00:04:06.940 --> 00:04:08.900]  你們有沒有一個親密關係呢?
[00:04:08.900 --> 00:04:09.900]  你可以看著他
[00:04:09.900 --> 00:04:10.900]  你問他
[00:04:10.900 --> 00:04:14.620]  你心裡有沒有我?
[00:04:14.620 --> 00:04:17.140]  如果你的親人轉頭的話
[00:04:17.140 --> 00:04:19.260]  你回去好好跟他長談
[00:04:19.260 --> 00:04:20.100]  是不是?
[00:04:20.100 --> 00:04:22.140]  一個親密的關係
[00:04:22.140 --> 00:04:25.700]  心裡面你會記掛著這個人的需要
[00:04:25.700 --> 00:04:27.100]  這個關係
[00:04:27.100 --> 00:04:29.940]  你不需要介懷大家做些什麼
[00:04:29.940 --> 00:04:31.980]  大家一起就好了
[00:04:31.980 --> 00:04:35.100]  而這份關係本來在創世的時候
[00:04:35.100 --> 00:04:36.660]  就已經存在
[00:04:36.660 --> 00:04:38.980]  但是當我們一路看聖經的時候
[00:04:38.980 --> 00:04:40.220]  我們發現
[00:04:40.220 --> 00:04:42.820]  由阿當夏娃吃禁果
[00:04:42.820 --> 00:04:44.900]  接著人的罪惡
[00:04:44.900 --> 00:04:47.740]  神他就呼召羅亞起方舟
[00:04:47.740 --> 00:04:48.900]  多多後來
[00:04:48.900 --> 00:04:51.380]  人又為了自己的明星
[00:04:51.380 --> 00:04:53.100]  去起巴別塔
[00:04:53.100 --> 00:04:54.500]  一次又一次
[00:04:54.500 --> 00:04:56.940]  歷史的片段告訴我們
[00:04:56.940 --> 00:04:59.740]  揭示人類那份驕傲
[00:04:59.740 --> 00:05:01.260]  人類的任性
[00:05:01.260 --> 00:05:03.100]  人類的忘本
[00:05:03.100 --> 00:05:04.820]  當我們有事相求
[00:05:04.820 --> 00:05:06.660]  又大又難的困難的時候
[00:05:06.660 --> 00:05:07.260]  我們就說
[00:05:07.260 --> 00:05:08.860]  神啊,你幫助我吧
[00:05:08.860 --> 00:05:11.060]  好奇,神啊,你來吧
[00:05:11.060 --> 00:05:12.860]  當問題解決了
[00:05:12.860 --> 00:05:14.060]  可能我們接著
[00:05:14.060 --> 00:05:15.820]  我們忘記了神是誰
[00:05:15.820 --> 00:05:17.900]  就算我們記得神是誰
[00:05:17.900 --> 00:05:19.620]  可能我們又會跟神說
[00:05:19.620 --> 00:05:22.380]  神啊,我想做自己的事情
[00:05:22.380 --> 00:05:24.780]  麻煩你先坐一邊
[00:05:24.780 --> 00:05:26.500]  不要打擾我
[00:05:26.500 --> 00:05:27.980]  我們一路一路
[00:05:27.980 --> 00:05:30.180]  人類的歷史告訴我們
[00:05:30.180 --> 00:05:32.820]  我們經常傷害神的心
[00:05:32.820 --> 00:05:35.740]  但是因為神對我們那份的愛
[00:05:35.740 --> 00:05:38.420]  祂很著緊我們跟祂的關係
[00:05:38.420 --> 00:05:39.260]  於是乎
[00:05:39.260 --> 00:05:40.700]  在歷史裡面見到
[00:05:40.700 --> 00:05:42.700]  神千方百計的
[00:05:42.700 --> 00:05:45.140]  用一些方法去重建
[00:05:45.140 --> 00:05:48.060]  我們跟神的親密關係
[00:05:48.060 --> 00:05:50.380]  到了阿伯拉罕的年代
[00:05:50.380 --> 00:05:52.460]  神就揀選了阿伯拉罕
[00:05:52.460 --> 00:05:56.740]  去成為重建這個關係的核心人物
[00:05:56.740 --> 00:05:59.060]  神要重建熟悉祂的群體
[00:05:59.060 --> 00:06:01.100]  神去跟阿伯拉罕說
[00:06:01.100 --> 00:06:03.740]  祂說:你要離開本地
[00:06:03.740 --> 00:06:05.580]  本族,父家
[00:06:05.580 --> 00:06:09.140]  往我所要指示你的地方去
[00:06:09.140 --> 00:06:11.340]  我必叫你成為大國
[00:06:11.340 --> 00:06:13.020]  我必賜福給你
[00:06:13.020 --> 00:06:14.740]  叫你的名為大
[00:06:14.740 --> 00:06:17.780]  你也要叫別人得福
[00:06:17.780 --> 00:06:19.620]  神去揀選阿伯拉罕
[00:06:19.620 --> 00:06:21.140]  祝福阿伯拉罕說
[00:06:21.140 --> 00:06:24.380]  我會叫你成為大國
[00:06:24.380 --> 00:06:25.500]  但是你想想
[00:06:25.500 --> 00:06:27.540]  阿伯拉罕是生於
[00:06:27.540 --> 00:06:31.460]  公元前2100年的時候的人
[00:06:31.460 --> 00:06:33.340]  在公元前2000多年
[00:06:33.340 --> 00:06:35.700]  其實那時候沒有國家的出現
[00:06:35.700 --> 00:06:37.180]  只是有城邦
[00:06:37.180 --> 00:06:38.420]  當這句話說
[00:06:38.420 --> 00:06:40.580]  你要成為大國的話
[00:06:40.580 --> 00:06:43.300]  阿伯拉罕根本沒有任何的概念
[00:06:43.300 --> 00:06:45.380]  什麼叫做大國?
[00:06:45.380 --> 00:06:47.860]  原來大國在原文裡面
[00:06:47.860 --> 00:06:49.260]  還有一個意思
[00:06:49.260 --> 00:06:52.620]  是形容一群蝗蟲的出沒
[00:06:52.620 --> 00:06:55.220]  大家有沒有見過蝗蟲?
[00:06:55.220 --> 00:06:57.700]  蝗蟲不是一隻出現
[00:06:57.700 --> 00:06:59.260]  是群居的
[00:06:59.260 --> 00:07:01.140]  而一群的蝗蟲
[00:07:01.140 --> 00:07:03.140]  我看一些昆蟲學說什麼呢?
[00:07:03.140 --> 00:07:05.260]  蝗蟲出現不會是一千隻
[00:07:05.260 --> 00:07:06.580]  不會是一萬隻
[00:07:06.580 --> 00:07:11.580]  一出來的話會多到數百億隻
[00:07:11.580 --> 00:07:13.060]  數百億隻
[00:07:13.060 --> 00:07:14.100]  就好像螢光幕
[00:07:14.100 --> 00:07:17.020]  你看到一群的蝗蟲出現的時候
[00:07:17.020 --> 00:07:18.580]  好像全部被蓋住
[00:07:18.580 --> 00:07:20.300]  太陽你都看不到
[00:07:20.300 --> 00:07:22.580]  掩蓋著整個城邦
[00:07:22.580 --> 00:07:25.460]  原來神祂要祝福阿伯拉罕
[00:07:25.460 --> 00:07:27.660]  祂要有眾多的子孫
[00:07:27.660 --> 00:07:30.100]  遍滿全地
[00:07:30.100 --> 00:07:33.180]  如果我說眾多子孫
[00:07:33.180 --> 00:07:34.540]  遍滿全地
[00:07:34.540 --> 00:07:36.180]  神今天新年的時候
[00:07:36.180 --> 00:07:37.900]  祂說要祝福大家
[00:07:37.900 --> 00:07:40.100]  你要有一百億個子女
[00:07:40.100 --> 00:07:42.740]  你想不想要?
[00:07:42.740 --> 00:07:45.620]  這麼多堂大家都搖頭
[00:07:45.620 --> 00:07:47.780]  一百億個子孫
[00:07:47.780 --> 00:07:49.700]  今天我們會想起
[00:07:49.700 --> 00:07:51.780]  嘩 改名字都煩了
[00:07:51.780 --> 00:07:52.980]  難道我叫他
[00:07:52.980 --> 00:07:54.260]  阿一 阿二 阿三
[00:07:54.260 --> 00:07:56.940]  數到數百億個嗎?
[00:07:56.940 --> 00:08:00.220]  但是我們要進到阿伯拉罕那個年代
[00:08:00.220 --> 00:08:01.700]  阿伯拉罕的時候
[00:08:01.700 --> 00:08:03.380]  他是務農為業
[00:08:03.380 --> 00:08:05.980]  那時候很需要有人手去耕種
[00:08:05.980 --> 00:08:08.060]  你有人手就有耕種
[00:08:08.060 --> 00:08:09.900]  有耕種就有收成
[00:08:09.900 --> 00:08:12.540]  有收成就是說你家裡有飯開
[00:08:12.540 --> 00:08:14.060]  所以是很重要的事
[00:08:14.060 --> 00:08:17.860]  並且當你子孫眾多的時候
[00:08:17.860 --> 00:08:20.420]  你就可以一路的
[00:08:20.420 --> 00:08:22.660]  將你家族的血緣
[00:08:22.660 --> 00:08:25.540]  一路的擴展 一路的承繼出去
[00:08:25.540 --> 00:08:27.580]  所以如果當時
[00:08:27.580 --> 00:08:29.300]  就是說新年的祝福
[00:08:29.300 --> 00:08:31.300]  我祝你兒孫滿堂
[00:08:31.300 --> 00:08:33.580]  當時的人個個都搖頭
[00:08:33.580 --> 00:08:35.500]  包括阿伯拉罕他都會搖頭
[00:08:35.500 --> 00:08:37.500]  「我要啊 我要啊」
[00:08:37.500 --> 00:08:38.940]  但是神就說
[00:08:38.940 --> 00:08:41.580]  如果你要這一份祝福的時候
[00:08:41.580 --> 00:08:44.500]  你首先要回應神的吩咐
[00:08:44.500 --> 00:08:46.660]  神吩咐什麼呢?
[00:08:46.660 --> 00:08:50.700]  「你要離開本地 本族 父家
[00:08:50.700 --> 00:08:54.460]  往我所要指示你去的地方」
[00:08:54.460 --> 00:08:55.780]  咦 這裡說
[00:08:55.780 --> 00:08:57.140]  神吩咐阿伯拉罕
[00:08:57.140 --> 00:09:00.380]  你要去神指示的地方
[00:09:00.380 --> 00:09:01.620]  即是去哪裡呢?
[00:09:01.620 --> 00:09:03.220]  我們再看一段經文
[00:09:03.220 --> 00:09:06.140]  這段經文就說 阿伯拉罕因著信
[00:09:06.140 --> 00:09:08.660]  夢照的時候就遵命出去
[00:09:08.660 --> 00:09:12.100]  往將來要得遺孽的地方去
[00:09:12.100 --> 00:09:13.380]  出去的時候
[00:09:13.380 --> 00:09:15.820]  還不知往哪裡去
[00:09:15.820 --> 00:09:17.900]  去哪裡 是還不知
[00:09:17.900 --> 00:09:20.580]  不知道去哪裡 總之你又去
[00:09:20.580 --> 00:09:21.860]  你想想我們今天
[00:09:21.860 --> 00:09:23.820]  當我們說要轉工的時候
[00:09:23.820 --> 00:09:24.940]  我們都會想一下
[00:09:24.940 --> 00:09:26.460]  轉了那份工
[00:09:26.460 --> 00:09:27.820]  那裡的工資
[00:09:27.820 --> 00:09:31.300]  是不是能夠應付到我日常開支呢?
[00:09:31.300 --> 00:09:35.020]  我們今天有人選擇會去移民的時候
[00:09:35.020 --> 00:09:36.060]  都會想一下
[00:09:36.060 --> 00:09:37.700]  我移居那個地方
[00:09:37.700 --> 00:09:41.060]  我有沒有能力好好地生活呢?
[00:09:41.060 --> 00:09:42.340]  但是阿伯拉罕
[00:09:42.340 --> 00:09:44.060]  他知不知道去哪裡呢?
[00:09:44.060 --> 00:09:45.540]  還不知
[00:09:45.540 --> 00:09:47.380]  他有一件事他知道的
[00:09:47.380 --> 00:09:49.060]  就是當他看聖經的時候
[00:09:49.060 --> 00:09:52.220]  他知道的就是他的太太
[00:09:52.220 --> 00:09:53.020]  撒拉呢
[00:09:53.020 --> 00:09:54.700]  她是不能生育
[00:09:54.700 --> 00:09:55.980]  所以他不知道去哪裡
[00:09:55.980 --> 00:09:57.420]  但是他知道的就是
[00:09:57.420 --> 00:09:59.100]  太太不能生育
[00:09:59.100 --> 00:10:01.260]  面對著神的祝福
[00:10:01.260 --> 00:10:03.100]  就說你要成為大國
[00:10:03.100 --> 00:10:04.500]  然後就說你要去
[00:10:04.500 --> 00:10:07.380]  我會用六個字形容神對他的吩咐
[00:10:07.380 --> 00:10:08.940]  就是高風險
[00:10:08.940 --> 00:10:10.340]  沒有可能的事
[00:10:10.340 --> 00:10:12.060]  高風險 因為我不知道去哪裡
[00:10:12.060 --> 00:10:15.780]  沒有可能 因為太太已經知道她不能生育
[00:10:15.780 --> 00:10:16.940]  比喻我們今天
[00:10:16.940 --> 00:10:19.180]  神跟我們說一些我們覺得是高風險
[00:10:19.180 --> 00:10:20.420]  沒有可能的事
[00:10:20.420 --> 00:10:21.860]  我們馬上會怎樣呢?
[00:10:21.860 --> 00:10:23.180]  老師問問題
[00:10:23.180 --> 00:10:24.580]  大家馬上低頭
[00:10:24.580 --> 00:10:25.700]  不要看著我
[00:10:25.700 --> 00:10:27.060]  最好不關我的事
[00:10:27.060 --> 00:10:28.180]  又或者說
[00:10:28.180 --> 00:10:29.260]  我想清楚了
[00:10:29.260 --> 00:10:30.580]  我擔心
[00:10:30.580 --> 00:10:31.980]  然後就 吓 吓
[00:10:31.980 --> 00:10:33.420]  聽不清楚
[00:10:33.420 --> 00:10:34.100]  然後就收線
[00:10:34.100 --> 00:10:35.660]  當沒事發生
[00:10:35.660 --> 00:10:37.340]  但是阿伯拉罕呢
[00:10:37.340 --> 00:10:39.500]  阿伯拉罕他盡明
[00:10:39.500 --> 00:10:41.660]  他說他願意用生命去經歷
[00:10:41.660 --> 00:10:44.180]  這個掌管萬有的神
[00:10:44.180 --> 00:10:46.100]  所以神揀選阿伯拉罕
[00:10:46.100 --> 00:10:47.580]  不是因為他英俊
[00:10:47.580 --> 00:10:49.420]  不是因為他能力夠
[00:10:49.420 --> 00:10:51.340]  他揀選阿伯拉罕
[00:10:51.340 --> 00:10:53.100]  因為神揀選的人
[00:10:53.100 --> 00:10:55.900]  是在問你的心願不願意
[00:10:55.900 --> 00:10:58.500]  當阿伯拉罕有一個願意的心的時候
[00:10:58.500 --> 00:11:00.180]  神就揀選他
[00:11:00.180 --> 00:11:02.940]  而我一直在預備這段經文的時候
[00:11:02.940 --> 00:11:03.740]  我會想
[00:11:03.740 --> 00:11:06.620]  神其實今天對我們有很多的應許
[00:11:06.620 --> 00:11:08.020]  不知道你有沒有數過
[00:11:08.020 --> 00:11:10.060]  我問AI 人工智能
[00:11:10.060 --> 00:11:13.300]  我說究竟聖經裡面有多少個應許呢?
[00:11:13.300 --> 00:11:15.220]  然後人工智能告訴我
[00:11:15.220 --> 00:11:17.340]  有七千多個應許
[00:11:17.340 --> 00:11:18.940]  然後我就會問自己
[00:11:18.940 --> 00:11:21.700]  我們今天有沒有阿伯拉罕的信心
[00:11:21.700 --> 00:11:23.380]  聖經說什麼
[00:11:23.380 --> 00:11:24.620]  我就聖經這樣說
[00:11:24.620 --> 00:11:25.900]  我就這樣相信
[00:11:25.900 --> 00:11:27.940]  我們有沒有阿伯拉罕
[00:11:27.940 --> 00:11:30.220]  對神那份的期待
[00:11:30.220 --> 00:11:30.740]  神啊
[00:11:30.740 --> 00:11:31.900]  你在聖經裡面
[00:11:31.900 --> 00:11:33.580]  你說過的那些應許
[00:11:33.580 --> 00:11:36.420]  我期待的是用我自己的生命
[00:11:36.420 --> 00:11:37.820]  我親自去經歷
[00:11:37.820 --> 00:11:39.340]  祢那份的真實
[00:11:39.340 --> 00:11:40.860]  祢對我的那份的愛
[00:11:40.860 --> 00:11:42.380]  那份的大能
[00:11:42.380 --> 00:11:43.500]  頂姐妹
[00:11:43.500 --> 00:11:45.500]  當我們看聖經的時候
[00:11:45.500 --> 00:11:46.220]  我們要知道
[00:11:46.220 --> 00:11:49.180]  聖經不單只是一些文字
[00:11:49.180 --> 00:11:52.980]  聖經更加是上帝那份的能力
[00:11:52.980 --> 00:11:55.740]  當人生遇上枯燥的時候
[00:11:55.740 --> 00:11:57.260]  阿伯拉罕遵命
[00:11:57.260 --> 00:11:59.700]  他就踏上回應神那份
[00:11:59.700 --> 00:12:03.220]  吩咐回應神呼召的旅程
[00:12:03.220 --> 00:12:04.700]  當他踏上這個旅程
[00:12:04.700 --> 00:12:08.460]  我們會看到他的起點在吾爾
[00:12:08.460 --> 00:12:09.620]  終點呢?
[00:12:09.620 --> 00:12:12.820]  終點叫做暫時保密
[00:12:12.820 --> 00:12:14.700]  到時機成熟的時候
[00:12:14.700 --> 00:12:16.980]  神就會告訴阿伯拉罕
[00:12:16.980 --> 00:12:18.660]  但在旅途裡面
[00:12:18.660 --> 00:12:19.780]  神有應許
[00:12:19.780 --> 00:12:23.260]  他會一直與阿伯拉罕同行
[00:12:23.260 --> 00:12:26.380]  幫助他生命有兩大突破
[00:12:26.380 --> 00:12:28.260]  第一個突破我會看到的
[00:12:28.260 --> 00:12:31.420]  就是不被世界定義的價值
[00:12:31.420 --> 00:12:32.780]  大家想想
[00:12:32.780 --> 00:12:36.060]  阿伯拉罕原居的地方在吾爾
[00:12:36.060 --> 00:12:37.460]  除了剛才我提到的
[00:12:37.460 --> 00:12:40.580]  就是在遺址發掘到的神廟之外
[00:12:40.580 --> 00:12:41.980]  其實考古學家
[00:12:41.980 --> 00:12:44.620]  一直發掘在遺址就發現了
[00:12:44.620 --> 00:12:47.660]  有一些在多年前
[00:12:47.660 --> 00:12:50.700]  阿伯拉罕年代的物件
[00:12:50.700 --> 00:12:51.740]  包括什麼呢?
[00:12:51.740 --> 00:12:53.300]  有一個石刻
[00:12:53.300 --> 00:12:55.620]  石刻大家看到照片裡面
[00:12:55.620 --> 00:12:56.620]  是一隻腳
[00:12:56.620 --> 00:12:58.580]  踩著下面有兩個
[00:12:58.580 --> 00:13:00.140]  好像人形的物體
[00:13:00.140 --> 00:13:01.820]  去托著這隻腳
[00:13:01.820 --> 00:13:04.660]  其實這個石刻代表什麼呢?
[00:13:04.660 --> 00:13:05.780]  是表達
[00:13:05.780 --> 00:13:09.220]  當如果你是戰勝一方的時候
[00:13:09.220 --> 00:13:13.660]  你就可以用腳踐踏戰敗者
[00:13:13.660 --> 00:13:15.740]  說的是當時的社會
[00:13:15.740 --> 00:13:17.020]  太弱留強
[00:13:17.020 --> 00:13:19.100]  一個榮辱的文化
[00:13:19.100 --> 00:13:20.820]  考古學家又發現
[00:13:20.820 --> 00:13:22.900]  又有一些數學的例板
[00:13:22.900 --> 00:13:27.180]  不是今天我們花學的學生去學習數學
[00:13:27.180 --> 00:13:28.980]  在阿伯拉罕的年代
[00:13:28.980 --> 00:13:32.460]  他們已經要學習算式加減乘除
[00:13:32.460 --> 00:13:33.500]  有學校
[00:13:33.500 --> 00:13:36.260]  而發現也有一些圓琴
[00:13:36.260 --> 00:13:37.020]  珠寶
[00:13:37.020 --> 00:13:37.660]  金飾
[00:13:37.660 --> 00:13:39.060]  各樣各樣的東西
[00:13:39.060 --> 00:13:41.980]  告訴我們這是一個非常富裕
[00:13:41.980 --> 00:13:43.900]  和文明的城市
[00:13:43.900 --> 00:13:47.980]  當你能夠攀附這個上流社會的時候
[00:13:47.980 --> 00:13:49.660]  你就能夠享受
[00:13:49.660 --> 00:13:52.500]  物質主義帶來給你的那份享樂
[00:13:52.500 --> 00:13:53.980]  帶來你一個
[00:13:53.980 --> 00:13:56.420]  好像人有一個超然的感覺
[00:13:56.420 --> 00:13:58.460]  一個很有優越感
[00:13:58.460 --> 00:13:59.700]  接著我就想起
[00:13:59.700 --> 00:14:00.860]  在十多年前
[00:14:00.860 --> 00:14:04.860]  當時我還在外面商界工作的時候
[00:14:04.860 --> 00:14:05.700]  話說
[00:14:05.700 --> 00:14:07.380]  當時任職的公司
[00:14:07.380 --> 00:14:09.860]  因為要控制成本
[00:14:09.860 --> 00:14:12.460]  就有一個安排
[00:14:12.460 --> 00:14:16.100]  就是說如果那些不需要見客的部門
[00:14:16.100 --> 00:14:20.100]  就要由中環搬去九龍灣這個地方
[00:14:20.100 --> 00:14:22.180]  十幾年前的中環
[00:14:22.180 --> 00:14:23.860]  仍然是像今天一樣
[00:14:23.860 --> 00:14:27.580]  是香港的核心商業的一個地點
[00:14:27.580 --> 00:14:32.180]  所以有很多專業人員在那裏發聲
[00:14:32.180 --> 00:14:34.340]  但是十多年前的觀塘
[00:14:34.340 --> 00:14:36.180]  九龍灣的時候
[00:14:36.180 --> 00:14:37.540]  是什麼環境呢?
[00:14:37.540 --> 00:14:40.500]  其實當時是一個新發展區
[00:14:40.500 --> 00:14:42.940]  是由工廠改建而成的
[00:14:42.940 --> 00:14:44.620]  很多後勤的部門
[00:14:44.620 --> 00:14:46.260]  都會搬到那裏
[00:14:46.260 --> 00:14:48.260]  當公司裏面的同事知道
[00:14:48.260 --> 00:14:50.180]  要搬辦公室
[00:14:50.180 --> 00:14:53.140]  在中環的同事就有很大的反應
[00:14:53.140 --> 00:14:55.340]  又投訴 又說要辭職
[00:14:55.340 --> 00:14:58.260]  好像以死相怯那樣
[00:14:58.260 --> 00:14:59.220]  那你問他
[00:14:59.220 --> 00:15:03.100]  為什麼你不搬去九龍灣 觀塘那邊
[00:15:03.100 --> 00:15:04.260]  他們就說
[00:15:04.260 --> 00:15:06.900]  你看我一身的行政裝束
[00:15:06.900 --> 00:15:08.260]  我的外套很貴的
[00:15:08.260 --> 00:15:10.220]  我的鞋是名牌的
[00:15:10.220 --> 00:15:13.740]  我在各條中環的街道走的時候
[00:15:13.740 --> 00:15:15.820]  這個是我的身份
[00:15:15.820 --> 00:15:19.460]  我是一個專業的高級的行政人員
[00:15:19.460 --> 00:15:23.020]  但是當我要搬到九龍灣觀塘的時候
[00:15:23.020 --> 00:15:24.220]  我要換來的
[00:15:24.220 --> 00:15:25.860]  就是一個叫做
[00:15:25.860 --> 00:15:27.300]  Business Casual
[00:15:27.300 --> 00:15:29.220]  就是一個便服的時候
[00:15:29.220 --> 00:15:34.180]  心裏面就好像我被降格了
[00:15:34.180 --> 00:15:35.260]  確實是的
[00:15:35.260 --> 00:15:37.460]  我們香港的生活
[00:15:37.460 --> 00:15:38.540]  是很急速
[00:15:38.540 --> 00:15:40.100]  很具競爭力
[00:15:40.100 --> 00:15:41.660]  我想我們每一個人
[00:15:41.660 --> 00:15:46.300]  都很想自己走在成功的道路上
[00:15:46.300 --> 00:15:48.540]  剛剛過去那兩天
[00:15:48.540 --> 00:15:52.980]  大家在街上有沒有看到很多人在排隊
[00:15:52.980 --> 00:15:55.020]  大家點頭都知道我在說什麼
[00:15:55.020 --> 00:15:57.940]  很多人都希望我會不會中獎
[00:15:57.940 --> 00:16:00.540]  我會不會拿到什麼什麼彩
[00:16:00.540 --> 00:16:02.460]  我們有時候都很想成功
[00:16:02.460 --> 00:16:05.020]  我很想有一個優質的生活
[00:16:05.020 --> 00:16:07.420]  我未必說我在群體裏面
[00:16:07.420 --> 00:16:09.180]  我要成為第一那個
[00:16:09.180 --> 00:16:10.940]  但是我們不想的
[00:16:10.940 --> 00:16:12.180]  就成為最後
[00:16:12.180 --> 00:16:14.380]  好像比下去那樣
[00:16:14.380 --> 00:16:17.420]  所以香港人很努力的去拼搏
[00:16:17.420 --> 00:16:19.020]  而我自己會想到
