
[00:00:00.000 --> 00:00:06.000]  今晚我們會看大衛某個程度是醜惡的一面
[00:02:06.000 --> 00:02:09.000]  他怎樣善待約拿丹的兒子
[00:02:09.000 --> 00:02:11.000]  今天我們就會繼續看下去
[00:02:11.000 --> 00:02:15.000]  如果大家沒有去上次參加的時候
[00:02:15.000 --> 00:02:20.000]  可以在YouTube看回肝膽相照的錄影
[00:02:20.000 --> 00:02:24.000]  雖然約拿丹很多次勸爸爸不要追殺大衛
[00:02:24.000 --> 00:02:26.000]  但是也無功而還
[00:02:26.000 --> 00:02:30.000]  有時候做兒子也未必能勸到做父親
[00:02:30.000 --> 00:02:33.000]  有時候做父親也未必能勸到兒子
[00:02:33.000 --> 00:02:37.000]  那時候他們因此就各散東西
[00:02:37.000 --> 00:02:39.000]  除了上次所分享的時候
[00:02:39.000 --> 00:02:41.000]  後來還有一次他們相會
[00:02:41.000 --> 00:02:45.000]  但是直到後來死的時候再沒有機會見面
[00:02:45.000 --> 00:02:47.000]  大衛繼續去逃亡
[00:02:47.000 --> 00:02:51.000]  隨之而來從今天開始我們看的內容
[00:02:51.000 --> 00:02:54.000]  其實進入到大衛人生一個新的階段
[00:02:54.000 --> 00:02:56.000]  就是他流亡的階段
[00:02:56.000 --> 00:03:02.000]  而當中更加涉及到正統的宗教人士
[00:03:02.000 --> 00:03:04.000]  就是大祭司
[00:03:04.000 --> 00:03:06.000]  他們是怎樣呢
[00:03:06.000 --> 00:03:08.000]  已經轉移了
[00:03:08.000 --> 00:03:11.000]  本來他是服務蘇羅王的
[00:03:11.000 --> 00:03:14.000]  但是也因為今晚他去查經這件事
[00:03:14.000 --> 00:03:19.000]  於是正統信仰的人就站在大衛那邊
[00:03:19.000 --> 00:03:28.000]  而後來大衛就接納了投靠他的阿希米勒
[00:03:28.000 --> 00:03:32.000]  蘇羅就更加失去了
[00:03:32.000 --> 00:03:35.000]  一些正統宗教人士對他那份的支持
[00:03:35.000 --> 00:03:38.000]  如果我們熟悉後來竟然蘇羅要怎樣
[00:03:38.000 --> 00:03:42.000]  要去求問米的那些女人
[00:03:42.000 --> 00:03:46.000]  那些神婆去尋求一些的旨意
[00:03:46.000 --> 00:03:51.000]  在阿希米勒這個事件的起始和結局中間
[00:03:51.000 --> 00:03:53.000]  插入了三件事
[00:03:53.000 --> 00:03:56.000]  這三件事我們在下幾次裡面會看
[00:03:56.000 --> 00:04:00.000]  第一就是大衛很奇怪
[00:04:00.000 --> 00:04:03.000]  他竟然投奔敵人
[00:04:03.000 --> 00:04:07.000]  就是投奔的加特王阿吉
[00:04:07.000 --> 00:04:11.000]  在菲律師五個城裡面
[00:04:11.000 --> 00:04:13.000]  其中一個就是加特城
[00:04:13.000 --> 00:04:15.000]  他為什麼會投靠敵人呢
[00:04:15.000 --> 00:04:18.000]  你不要忘記他殺了菲律師人的將領
[00:04:18.000 --> 00:04:20.000]  哥利亞是不是
[00:04:20.000 --> 00:04:25.000]  第二就是大衛在阿杜蘭洞裡面做領袖
[00:04:25.000 --> 00:04:28.000]  有很多人有跟隨他
[00:04:28.000 --> 00:04:30.000]  下一次我們會看
[00:04:30.000 --> 00:04:35.000]  還有就是後來他也向摩押王求助
[00:04:35.000 --> 00:04:38.000]  就是薩摩爾記上22章1到5節
[00:04:38.000 --> 00:04:43.000]  就是要將他的爸爸媽媽送去摩押王那裡
[00:04:43.000 --> 00:04:45.000]  為什麼又會送去摩押王那裡呢
[00:04:45.000 --> 00:04:46.000]  下一次我們會看
[00:04:46.000 --> 00:04:51.000]  所以這次我只是集中在阿比米勒這件事上
[00:04:51.000 --> 00:04:56.000]  從而看到我們應該怎樣做一個忠誠的人
[00:04:56.000 --> 00:04:59.000]  我們先去看看那個背景
[00:04:59.000 --> 00:05:01.000]  大衛逃離了皇宮之後
[00:05:01.000 --> 00:05:04.000]  他原來先去找薩摩爾
[00:05:04.000 --> 00:05:08.000]  希望薩摩爾去幫助他
[00:05:08.000 --> 00:05:11.000]  因為薩摩爾始終是當時宗教領袖
[00:05:11.000 --> 00:05:13.000]  而且是薩摩爾高立他的
[00:05:13.000 --> 00:05:16.000]  但是素來已經不再理會薩摩爾了
[00:05:16.000 --> 00:05:18.000]  他也曾經找約拿丹
[00:05:18.000 --> 00:05:20.000]  就是上次我們所看的
[00:05:20.000 --> 00:05:22.000]  但是約拿丹也勸不了爸爸
[00:05:22.000 --> 00:05:25.000]  所以他只可以繼續逃亡
[00:05:25.000 --> 00:05:27.000]  他就跑去哪裡呢
[00:05:27.000 --> 00:05:31.000]  這裡就記載他去找祭司阿比米勒
[00:05:31.000 --> 00:05:33.000]  就是神職人員
[00:05:33.000 --> 00:05:34.000]  很簡單舉個例子
[00:05:34.000 --> 00:05:36.000]  有時候我們在教會裡面
[00:05:36.000 --> 00:05:38.000]  會友有困難有什麼事
[00:05:38.000 --> 00:05:40.000]  都會來找牧者
[00:05:40.000 --> 00:05:41.000]  這是對的
[00:05:41.000 --> 00:05:43.000]  但是大衛這一次
[00:05:43.000 --> 00:05:49.000]  就沒有好像對著薩摩爾和約拿丹那樣
[00:05:49.000 --> 00:05:51.000]  講出自己的苦境
[00:05:51.000 --> 00:05:53.000]  記得上次他對著約拿丹說
[00:05:53.000 --> 00:05:54.000]  我已經死了
[00:05:54.000 --> 00:05:56.000]  我寧願死在你手上
[00:05:56.000 --> 00:05:58.000]  你爸爸來追殺我
[00:05:58.000 --> 00:06:01.000]  他對著薩摩爾也有說這件事
[00:06:01.000 --> 00:06:05.000]  但是這次他對著這位祭司
[00:06:05.000 --> 00:06:09.000]  他就隱瞞了自己逃亡的身份
[00:06:09.000 --> 00:06:13.000]  就騙了阿希米勒
[00:06:13.000 --> 00:06:16.000]  因此引致到阿希米勒
[00:06:16.000 --> 00:06:19.000]  和他的家人和祭司城裡面
[00:06:19.000 --> 00:06:21.000]  幾百人被殺
[00:06:21.000 --> 00:06:25.000]  就是因為大衛講大話
[00:06:25.000 --> 00:06:29.000]  阿希米勒是阿薩特的兒子
[00:06:29.000 --> 00:06:31.000]  是菲尼哈的孫子
[00:06:31.000 --> 00:06:32.000]  以利的曾孫
[00:06:32.000 --> 00:06:34.000]  我們在最後的時候
[00:06:34.000 --> 00:06:35.000]  我們就會看
[00:06:35.000 --> 00:06:37.000]  他有一個兄弟
[00:06:37.000 --> 00:06:39.000]  這個兄弟叫做阿希亞
[00:06:39.000 --> 00:06:42.000]  就是掃羅軍中隨身的祭司
[00:06:42.000 --> 00:06:44.000]  我們看看《薩摩爾記》上
[00:06:44.000 --> 00:06:46.000]  第14章的第三節
[00:06:46.000 --> 00:06:50.000]  在那裡有阿希特的兒子阿希亞
[00:06:50.000 --> 00:06:51.000]  穿著以佛特
[00:06:51.000 --> 00:06:54.000]  阿希特是以加博的哥哥
[00:06:54.000 --> 00:06:56.000]  菲利哈的兒子
[00:06:56.000 --> 00:06:57.000]  以利的孫子
[00:06:57.000 --> 00:07:01.000]  以利從前再侍羅作耶和華的祭司
[00:07:01.000 --> 00:07:03.000]  中間的名字大家就不太記得
[00:07:03.000 --> 00:07:04.000]  但是一定會記得是誰
[00:07:04.000 --> 00:07:06.000]  就是以利
[00:07:06.000 --> 00:07:09.000]  以利那時候是全國的大祭司
[00:07:09.000 --> 00:07:12.000]  但是他縱容兩個兒子
[00:07:12.000 --> 00:07:17.000]  所以阿密森就不再給這個職位傳下去
[00:07:17.000 --> 00:07:19.000]  就興起了薩摩爾
[00:07:19.000 --> 00:07:22.000]  薩摩爾那時候在以利那裡居住
[00:07:22.000 --> 00:07:24.000]  他只是一個小孩子
[00:07:24.000 --> 00:07:26.000]  我們就會記得
[00:07:26.000 --> 00:07:28.000]  原來這個也是以利的後裔
[00:07:28.000 --> 00:07:35.000]  拿伯就是掃羅皇宮基比亞的南邊
[00:07:35.000 --> 00:07:37.000]  耶路撒冷舊城的北邊
[00:07:37.000 --> 00:07:39.000]  這個就是拿伯的地方
[00:07:39.000 --> 00:07:41.000]  我們就看內文
[00:07:41.000 --> 00:07:44.000]  就是大衛逃亡的時候
[00:07:44.000 --> 00:07:46.000]  他就說謊了
[00:07:46.000 --> 00:07:48.000]  我們先看《薩摩爾記》上
[00:07:48.000 --> 00:07:52.000]  也是一章 第一 第二兩節
[00:07:52.000 --> 00:07:57.000]  大衛到了拿伯祭司阿希米勒那裡
[00:07:57.000 --> 00:08:01.000]  阿希米勒戰戰兢兢地出來迎接他
[00:08:01.000 --> 00:08:03.000]  問他說你為什麼獨自來
[00:08:03.000 --> 00:08:05.000]  沒有人跟隨呢
[00:08:05.000 --> 00:08:08.000]  大衛回答祭司阿希米勒說
[00:08:08.000 --> 00:08:10.000]  皇吩咐我一件事說
[00:08:10.000 --> 00:08:12.000]  我差遣你委託你的這件事
[00:08:12.000 --> 00:08:14.000]  不要使人知道
[00:08:14.000 --> 00:08:18.000]  故此我已派定少年人在某處等候我
[00:08:18.000 --> 00:08:21.000]  大衛突然之間來到
[00:08:21.000 --> 00:08:23.000]  你有沒有留意到
[00:08:23.000 --> 00:08:25.000]  阿希米勒戰戰兢兢地出來迎接他
[00:08:25.000 --> 00:08:27.000]  你想想 突然之間
[00:08:27.000 --> 00:08:33.000]  哇 查理斯王來你家
[00:08:33.000 --> 00:08:34.000]  你怕不怕
[00:08:34.000 --> 00:08:35.000]  縱使不是
[00:08:35.000 --> 00:08:39.000]  或者首相辛惠誠突然之間拜訪你
[00:08:39.000 --> 00:08:41.000]  你會不會說什麼事
[00:08:41.000 --> 00:08:43.000]  怎麼會來我那裡呢
[00:08:43.000 --> 00:08:45.000]  不要忘記那時候大衛的身份
[00:08:45.000 --> 00:08:47.000]  他經常都忘記了
[00:08:47.000 --> 00:08:49.000]  是蘇羅的女婿
[00:08:49.000 --> 00:08:51.000]  皇室中人
[00:08:51.000 --> 00:08:52.000]  還有不要忘記
[00:08:52.000 --> 00:08:56.000]  他是打死了巨人哥利亞
[00:08:56.000 --> 00:08:58.000]  帶領以色列人打贏這場仗
[00:08:58.000 --> 00:09:00.000]  是很顯赫的戰士
[00:09:00.000 --> 00:09:04.000]  可以說是一個鼎鼎大名的人物
[00:09:04.000 --> 00:09:06.000]  突然之間造訪
[00:09:06.000 --> 00:09:08.000]  是不是會使人有些震驚
[00:09:08.000 --> 00:09:10.000]  和有些不安呢
[00:09:10.000 --> 00:09:12.000]  從日後阿希米勒
[00:09:12.000 --> 00:09:14.000]  向蘇羅的對話裏面
[00:09:14.000 --> 00:09:16.000]  我們就知道
[00:09:16.000 --> 00:09:19.000]  他們兩個人原來一早已經認識
[00:09:19.000 --> 00:09:23.000]  而且大衛是經常來拜訪他
[00:09:23.000 --> 00:09:26.000]  阿希米勒都會經常為大衛祈禱
[00:09:26.000 --> 00:09:28.000]  我們在今天查經的後段裏面
[00:09:28.000 --> 00:09:30.000]  就會看這段經文
[00:09:30.000 --> 00:09:32.000]  這一刻我們先不看
[00:09:32.000 --> 00:09:35.000]  就是撒會議記上22章14到15節
[00:09:35.000 --> 00:09:38.000]  但是阿希米勒很清楚
[00:09:38.000 --> 00:09:40.000]  他是皇室中人
[00:09:40.000 --> 00:09:42.000]  一定是有一些隨從
[00:09:42.000 --> 00:09:44.000]  左右侍候和跟隨的
[00:09:44.000 --> 00:09:45.000]  保護他
[00:09:45.000 --> 00:09:47.000]  就是說一個重要的人物
[00:09:47.000 --> 00:09:49.000]  皇的女婿
[00:09:49.000 --> 00:09:51.000]  一定是有左右隨從的
[00:09:51.000 --> 00:09:54.000]  但是這次竟然沒有
[00:09:54.000 --> 00:09:56.000]  所以他就問
[00:09:56.000 --> 00:09:58.000]  你為什麼獨自來
[00:09:58.000 --> 00:10:02.000]  沒有人來帶去跟隨你呢
[00:10:02.000 --> 00:10:05.000]  那麼大衛怎樣回答呢
[00:10:05.000 --> 00:10:07.000]  我們再請二位幫我讀第二節
[00:10:07.000 --> 00:10:09.000]  好嗎
[00:10:09.000 --> 00:10:12.000]  大衛回答祭司阿希米勒說
[00:10:12.000 --> 00:10:14.000]  皇吩咐我一件事說
[00:10:14.000 --> 00:10:15.000]  我差遣你
[00:10:15.000 --> 00:10:17.000]  委託你的這件事
[00:10:17.000 --> 00:10:19.000]  不要使人知道
[00:10:19.000 --> 00:10:21.000]  故此我已派定少年人
[00:10:21.000 --> 00:10:23.000]  在某處等候我
[00:10:23.000 --> 00:10:25.000]  他馬上說謊
[00:10:25.000 --> 00:10:27.000]  他的謊言其實是很厲害
[00:10:27.000 --> 00:10:28.000]  大衛真的很厲害
[00:10:28.000 --> 00:10:29.000]  為什麼我們一直說
[00:10:29.000 --> 00:10:31.000]  大衛是一個說話合意的人
[00:10:31.000 --> 00:10:33.000]  他說皇吩咐我一件事
[00:10:33.000 --> 00:10:36.000]  他給了我一件秘密任務
[00:10:36.000 --> 00:10:37.000]  這個秘密任務
[00:10:37.000 --> 00:10:40.000]  我是不可以告訴其他人的
[00:10:40.000 --> 00:10:42.000]  為什麼沒有人跟著我
[00:10:42.000 --> 00:10:43.000]  其實是有的
[00:10:43.000 --> 00:10:45.000]  他在另外一個地方等我
[00:10:45.000 --> 00:10:47.000]  為什麼說這個大衛厲害呢
[00:10:47.000 --> 00:10:49.000]  因為是秘密任務
[00:10:49.000 --> 00:10:50.000]  國家任務
[00:10:50.000 --> 00:10:52.000]  所以你不可以再問下去
[00:10:52.000 --> 00:10:53.000]  你再問下去的時候
[00:10:53.000 --> 00:10:55.000]  我都不會告訴你
[00:10:55.000 --> 00:10:57.000]  因為是秘密任務
[00:10:57.000 --> 00:11:00.000]  正如你看到一些政府官員
[00:11:00.000 --> 00:11:02.000]  可能說他在查某些人
[00:11:02.000 --> 00:11:04.000]  那些人問多些問題的時候
[00:11:04.000 --> 00:11:05.000]  他就說
[00:11:05.000 --> 00:11:06.000]  我們不作評論
[00:11:06.000 --> 00:11:08.000]  因為這件事還是在處理階段
[00:11:08.000 --> 00:11:10.000]  我們不會去回答你
[00:11:10.000 --> 00:11:15.000]  這是往往很公式的回應
[00:11:15.000 --> 00:11:16.000]  我不想回答你
[00:11:16.000 --> 00:11:17.000]  就用這件事
[00:11:17.000 --> 00:11:18.000]  正在調查
[00:11:18.000 --> 00:11:25.000]  其實有些人在某處派定
[00:11:25.000 --> 00:11:28.000]  派定原來的意思就是駐紮
[00:11:28.000 --> 00:11:30.000]  有一幫人其實是紮了營
[00:11:30.000 --> 00:11:31.000]  等著我去
[00:11:31.000 --> 00:11:32.000]  好了
[00:11:32.000 --> 00:11:35.000]  大衛說完這個大話之後
[00:11:35.000 --> 00:11:37.000]  就有兩個要求
[00:11:37.000 --> 00:11:38.000]  第一
[00:11:38.000 --> 00:11:39.000]  就是求什麼呢
[00:11:39.000 --> 00:11:41.000]  就是求拿食物
[00:11:41.000 --> 00:11:43.000]  他隨即問一下希米勒
[00:11:43.000 --> 00:11:46.000]  可不可以來這裡給他食物
[00:11:46.000 --> 00:11:49.000]  因為這個任務太急了
[00:11:49.000 --> 00:11:51.000]  馬上說出來的時候
[00:11:51.000 --> 00:11:54.000]  所以我不要去帶食物
[00:11:54.000 --> 00:11:56.000]  或者沒帶錢
[00:11:56.000 --> 00:11:58.000]  很簡單舉個例子
[00:11:58.000 --> 00:12:01.000]  在英國
[00:12:01.000 --> 00:12:03.000]  我不知道大家出街的時候
[00:12:03.000 --> 00:12:04.000]  有沒有帶錢
[00:12:04.000 --> 00:12:06.000]  現在我發現
[00:12:06.000 --> 00:12:08.000]  我在英國出街是沒有帶錢的
[00:12:08.000 --> 00:12:10.000]  是不會帶錢包的
[00:12:10.000 --> 00:12:11.000]  帶錢包都不用怕
[00:12:11.000 --> 00:12:14.000]  被人打了都不會非常心痛
[00:12:14.000 --> 00:12:15.000]  因為我的錢包
[00:12:15.000 --> 00:12:17.000]  頂洞只有15英鎊
[00:12:17.000 --> 00:12:18.000]  不會有什麼
[00:12:18.000 --> 00:12:20.000]  都是以備不時之需
[00:12:20.000 --> 00:12:22.000]  唯一就是星期天
[00:12:22.000 --> 00:12:24.000]  帶錢包就預備去奉獻
[00:12:24.000 --> 00:12:26.000]  平日出街真的沒有帶錢包
[00:12:26.000 --> 00:12:27.000]  所以機不可失
[00:12:27.000 --> 00:12:28.000]  我們不可以關電話
[00:12:28.000 --> 00:12:29.000]  我在英國的時候
[00:12:29.000 --> 00:12:30.000]  沒有的
[00:12:30.000 --> 00:12:31.000]  為什麼呢
[00:12:31.000 --> 00:12:33.000]  我們在Apple Wallet
[00:12:33.000 --> 00:12:35.000]  按一下電話就行
[00:12:35.000 --> 00:12:37.000]  所以你留意到
[00:12:37.000 --> 00:12:40.000]  甚至一個很出名的人
[00:12:40.000 --> 00:12:43.000]  他如果一直都有隨從的時候
[00:12:43.000 --> 00:12:45.000]  往往他不需要自己給錢
[00:12:45.000 --> 00:12:47.000]  那些隨從就會給他錢
[00:12:47.000 --> 00:12:49.000]  所以他就說
[00:12:49.000 --> 00:12:52.000]  所以我沒有帶什麼呢
[00:12:52.000 --> 00:12:55.000]  我沒有帶這些食物
[00:12:55.000 --> 00:12:56.000]  這個時候
[00:12:56.000 --> 00:12:58.000]  如果他一個人
[00:12:58.000 --> 00:13:00.000]  去食肆買東西
[00:13:00.000 --> 00:13:02.000]  一個顯赫的人物
[00:13:02.000 --> 00:13:04.000]  很容易就會暴露行蹤
[00:13:04.000 --> 00:13:07.000]  正如香港和外地的明星
[00:13:07.000 --> 00:13:09.000]  他們都不會那麼隨便
[00:13:09.000 --> 00:13:11.000]  走去普通的食肆裡面
[00:13:11.000 --> 00:13:13.000]  買東西吃
[00:13:13.000 --> 00:13:14.000]  或者吃東西
[00:13:14.000 --> 00:13:15.000]  被人拍到
[00:13:15.000 --> 00:13:16.000]  吃東西也不可落
[00:13:16.000 --> 00:13:17.000]  可不可以拍張照
[00:13:17.000 --> 00:13:18.000]  除了周潤發之外
[00:13:18.000 --> 00:13:19.000]  我想很多人都會自己
[00:13:19.000 --> 00:13:21.000]  走出去買東西吃
[00:13:21.000 --> 00:13:23.000]  所以他就說
[00:13:23.000 --> 00:13:25.000]  有沒有東西可以給我吃呢
[00:13:25.000 --> 00:13:28.000]  我們看一看他的要求
[00:13:28.000 --> 00:13:31.000]  我們先看第三第四兩節
[00:13:31.000 --> 00:13:34.000]  現在你手下有什麼
[00:13:34.000 --> 00:13:35.000]  求你給我五個餅
[00:13:35.000 --> 00:13:37.000]  或是別樣的食物
[00:13:37.000 --> 00:13:39.000]  濟知對大衛說
[00:13:39.000 --> 00:13:41.000]  我手下沒有尋常的餅
[00:13:41.000 --> 00:13:42.000]  只有聖餅
[00:13:42.000 --> 00:13:44.000]  若少年人沒有親近婦人
[00:13:44.000 --> 00:13:46.000]  才可以給
[00:13:46.000 --> 00:13:47.000]  大衛就要求
[00:13:47.000 --> 00:13:49.000]  可不可以給我五個餅呢
[00:13:49.000 --> 00:13:50.000]  其實五個餅
[00:13:50.000 --> 00:13:52.000]  只是一個籠統數字
[00:13:52.000 --> 00:13:53.000]  就是說有沒有一些東西
[00:13:53.000 --> 00:13:55.000]  可以給我吃呢
[00:13:55.000 --> 00:13:56.000]  後來就說
[00:13:56.000 --> 00:13:58.000]  可死了
[00:13:58.000 --> 00:14:00.000]  我們是沒有尋常的餅
[00:14:00.000 --> 00:14:03.000]  只是有聖餅
[00:14:03.000 --> 00:14:05.000]  是聖結的聖
[00:14:05.000 --> 00:14:08.000]  好了 我想問大家
[00:14:08.000 --> 00:14:11.000]  這個大衛
[00:14:11.000 --> 00:14:13.000]  他就說有求食物
[00:14:13.000 --> 00:14:14.000]  但濟知問
[00:14:14.000 --> 00:14:16.000]  我們沒有尋常的餅
[00:14:16.000 --> 00:14:18.000]  什麼叫尋常的餅呢
[00:14:18.000 --> 00:14:20.000]  其實就和神聖的聖
[00:14:20.000 --> 00:14:22.000]  剛剛相反
[00:14:22.000 --> 00:14:23.000]  就是族
[00:14:23.000 --> 00:14:25.000]  就是世族的餅
[00:14:25.000 --> 00:14:26.000]  是什麼意思呢
[00:14:26.000 --> 00:14:27.000]  大家會記得
[00:14:27.000 --> 00:14:28.000]  在《利美記》裡面
[00:14:28.000 --> 00:14:29.000]  第十章第十節就是怎麼樣呢
[00:14:29.000 --> 00:14:30.000]  什麼叫聖族之分呢
[00:14:30.000 --> 00:14:34.000]  當這是一種物品
[00:14:34.000 --> 00:14:35.000]  其實是普通的
[00:14:35.000 --> 00:14:37.000]  但如果我是奉獻給神的時候
[00:14:37.000 --> 00:14:41.000]  這個物品就分別為聖
[00:14:41.000 --> 00:14:43.000]  就算是肉都好
[00:14:43.000 --> 00:14:44.000]  譬如那隻羊
[00:14:44.000 --> 00:14:45.000]  你宰了
[00:14:45.000 --> 00:14:48.000]  當你奉獻一部分的羊
[00:14:48.000 --> 00:14:49.000]  一半
[00:14:49.000 --> 00:14:51.000]  奉獻一半給神
[00:14:51.000 --> 00:14:52.000]  你要去焚燒
[00:14:52.000 --> 00:14:53.000]  當你奉獻出來
[00:14:53.000 --> 00:14:55.000]  那半隻羊
[00:14:55.000 --> 00:14:57.000]  就稱之為聖肉
[00:14:57.000 --> 00:14:58.000]  神聖的肉
[00:14:58.000 --> 00:14:59.000]  是呈獻給神
[00:14:59.000 --> 00:15:00.000]  但其實
[00:15:00.000 --> 00:15:02.000]  內側沒有變動
[00:15:02.000 --> 00:15:03.000]  明白這個意思嗎
[00:15:03.000 --> 00:15:04.000]  好了
[00:15:04.000 --> 00:15:08.000]  他說我平時沒有這些普通食物
[00:15:08.000 --> 00:15:10.000]  但是有什麼呢
[00:15:10.000 --> 00:15:12.000]  是有聖餅
[00:15:12.000 --> 00:15:14.000]  什麼叫做聖餅呢
[00:15:14.000 --> 00:15:17.000]  聖餅就是神聖的餅
[00:15:17.000 --> 00:15:18.000]  分別為聖
[00:15:18.000 --> 00:15:21.000]  也稱為陳切餅
[00:15:21.000 --> 00:15:24.000]  後來祭司就將這個聖餅
[00:15:24.000 --> 00:15:26.000]  給了大衛
[00:15:26.000 --> 00:15:28.000]  我們看看第五 第六兩節
[00:15:28.000 --> 00:15:30.000]  大衛對祭司說
[00:15:30.000 --> 00:15:31.000]  實在若有三日
[00:15:31.000 --> 00:15:33.000]  我們沒有親近古人
[00:15:33.000 --> 00:15:35.000]  我出來的時候
[00:15:35.000 --> 00:15:37.000]  雖是尋常行路
[00:15:37.000 --> 00:15:39.000]  少年人的器皿還是潔淨的
[00:15:39.000 --> 00:15:42.000]  何況今日不更是潔淨嗎
[00:15:42.000 --> 00:15:44.000]  祭司就拿聖餅給他
[00:15:44.000 --> 00:15:46.000]  因為在那裡沒有別樣餅
[00:15:46.000 --> 00:15:48.000]  只有更換新餅
[00:15:48.000 --> 00:15:50.000]  從耶和華面前
[00:15:50.000 --> 00:15:52.000]  切下來的陳切餅
[00:15:52.000 --> 00:15:53.000]  特別是第六節
[00:15:53.000 --> 00:15:55.000]  我們就會很清楚看到
[00:15:55.000 --> 00:15:56.000]  這個是什麼呢
[00:15:56.000 --> 00:15:58.000]  就叫做陳切餅
[00:15:58.000 --> 00:15:59.000]  什麼叫做陳切餅呢
[00:15:59.000 --> 00:16:01.000]  我說英文大家就會熟悉
[00:16:01.000 --> 00:16:03.000]  是display的
[00:16:03.000 --> 00:16:06.000]  就是你去一些餅店
[00:16:06.000 --> 00:16:07.000]  或者什麼
[00:16:07.000 --> 00:16:09.000]  他會放一些樣本在這裡
[00:16:09.000 --> 00:16:11.000]  給大家看的 是不是
[00:16:11.000 --> 00:16:13.000]  這個就是擺出來做display
[00:16:13.000 --> 00:16:15.000]  按照利美記二十四章
[00:16:15.000 --> 00:16:16.000]  第五到第九節
[00:16:16.000 --> 00:16:18.000]  我們沒有打出來
[00:16:18.000 --> 00:16:21.000]  記載陳切餅有幾個呢
[00:16:21.000 --> 00:16:23.000]  是有十二個
[00:16:23.000 --> 00:16:26.000]  每一個是代表一個支派的
[00:16:26.000 --> 00:16:29.000]  就是用細面來敲城
[00:16:29.000 --> 00:16:31.000]  分成兩行
[00:16:31.000 --> 00:16:33.000]  擺列在神的面前
[00:16:33.000 --> 00:16:36.000]  在那個陳切牆上面
[00:16:36.000 --> 00:16:37.000]  就是display table
[00:16:37.000 --> 00:16:39.000]  就擺在這張桌子上面
[00:16:39.000 --> 00:16:40.000]  所以就叫做
[00:16:40.000 --> 00:16:42.000]  在耶和華面前的陳切餅
[00:16:42.000 --> 00:16:44.000]  就是呈獻給神的
[00:16:44.000 --> 00:16:46.000]  但是神不是真的要吃的嗎
[00:16:46.000 --> 00:16:47.000]  好了
[00:16:47.000 --> 00:16:49.000]  到了安息日的時候
[00:16:49.000 --> 00:16:51.000]  那些子民敬拜神的時候
[00:16:51.000 --> 00:16:54.000]  他就要換了
[00:16:54.000 --> 00:16:56.000]  等了六天了
[00:16:56.000 --> 00:16:58.000]  就要把等了這麼多天的陳切餅
[00:16:58.000 --> 00:16:59.000]  拿下來
[00:16:59.000 --> 00:17:02.000]  就換那些新的上去
[00:17:02.000 --> 00:17:04.000]  但是你留意到
[00:17:04.000 --> 00:17:06.000]  這些餅不能丟的
