
[00:00:00.000 --> 00:00:03.000]  因為通常每一年到聖誕節的時候
[00:04:34.000 --> 00:04:38.000]  有一個美國的音樂家
[00:04:38.000 --> 00:04:41.000]  也是一個活躍於
[00:04:41.000 --> 00:04:45.000]  廢除奴隸制度的一個人
[00:04:45.000 --> 00:04:47.000]  這個就是Solomon Dwight
[00:04:47.000 --> 00:04:49.000]  John Solomon Dwight
[00:04:49.000 --> 00:04:50.000]  去到法國的時候
[00:04:50.000 --> 00:04:52.000]  聽到這首詩歌
[00:04:52.000 --> 00:04:54.000]  他心裏面特別受感動
[00:04:54.000 --> 00:04:55.000]  為什麼呢
[00:04:55.000 --> 00:04:57.000]  因為其中的歌詞裏面
[00:04:57.000 --> 00:04:58.000]  我們看看
[00:04:58.000 --> 00:05:00.000]  是特別觸動他的心靈
[00:05:00.000 --> 00:05:03.000]  他是一個廢除奴隸主義的活躍分子
[00:05:03.000 --> 00:05:05.000]  但這首詩歌裏面提到
[00:05:05.000 --> 00:05:08.000]  Truly he taught us to love one another
[00:05:08.000 --> 00:05:10.000]  His law is love
[00:05:10.000 --> 00:05:12.000]  The gospel is peace
[00:05:12.000 --> 00:05:16.000]  Chain he shall break for the slaves
[00:05:16.000 --> 00:05:18.000]  Is our brother
[00:05:18.000 --> 00:05:20.000]  And in his name
[00:05:20.000 --> 00:05:22.000]  Sorry 我看不到
[00:05:22.000 --> 00:05:24.000]  In his name
[00:05:24.000 --> 00:05:27.000]  All oppression shall cease
[00:05:27.000 --> 00:05:28.000]  他說
[00:05:28.000 --> 00:05:29.000]  沒錯是真的
[00:05:29.000 --> 00:05:31.000]  上帝是教導我們要什麼
[00:05:31.000 --> 00:05:32.000]  要彼此相愛
[00:05:32.000 --> 00:05:33.000]  他的法律是愛
[00:05:33.000 --> 00:05:35.000]  他的福音是和平
[00:05:35.000 --> 00:05:36.000]  鎖鏈
[00:05:36.000 --> 00:05:37.000]  因為耶穌的緣故
[00:05:37.000 --> 00:05:39.000]  會被打破
[00:05:39.000 --> 00:05:42.000]  而奴隸是我們的弟兄
[00:05:42.000 --> 00:05:43.000]  在耶穌的名裏
[00:05:43.000 --> 00:05:45.000]  所有被壓迫的人
[00:05:45.000 --> 00:05:47.000]  都要得釋放
[00:05:47.000 --> 00:05:50.000]  所有的壓迫都會終止
[00:05:50.000 --> 00:05:52.000]  這幾句的歌詞
[00:05:52.000 --> 00:05:56.000]  特別感動John Dwight
[00:05:56.000 --> 00:05:57.000]  所以他將它翻譯成
[00:05:57.000 --> 00:05:58.000]  All holy light
[00:05:58.000 --> 00:06:00.000]  帶回美國
[00:06:00.000 --> 00:06:01.000]  回到美國之後
[00:06:01.000 --> 00:06:03.000]  當然跟法國一樣
[00:06:03.000 --> 00:06:04.000]  在教會裏
[00:06:04.000 --> 00:06:07.000]  就成為一首很受歡迎的
[00:06:07.000 --> 00:06:10.000]  聖誕的詩歌
[00:06:10.000 --> 00:06:13.000]  這首歌
[00:06:13.000 --> 00:06:16.000]  英文名叫All holy light
[00:06:16.000 --> 00:06:18.000]  All聖善夜
[00:06:18.000 --> 00:06:20.000]  這是我們在教會小時候
[00:06:20.000 --> 00:06:22.000]  一直在唱的歌
[00:06:22.000 --> 00:06:23.000]  其實
[00:06:23.000 --> 00:06:24.000]  Holy light
[00:06:24.000 --> 00:06:25.000]  我在思考
[00:06:25.000 --> 00:06:26.000]  為什麼這首歌
[00:06:26.000 --> 00:06:29.000]  會用這樣的名稱
[00:06:29.000 --> 00:06:31.000]  首先我相信
[00:06:31.000 --> 00:06:32.000]  第一樣東西是
[00:06:32.000 --> 00:06:34.000]  上帝聖潔的兒子
[00:06:34.000 --> 00:06:35.000]  耶穌基督
[00:06:35.000 --> 00:06:37.000]  我們說他是無罪的
[00:06:37.000 --> 00:06:39.000]  完全的聖潔
[00:06:39.000 --> 00:06:40.000]  完全的單純
[00:06:40.000 --> 00:06:42.000]  但是竟然在一個
[00:06:42.000 --> 00:06:43.000]  漆黑的晚上
[00:06:43.000 --> 00:06:45.000]  降臨在一個
[00:06:45.000 --> 00:06:46.000]  充滿了罪惡
[00:06:46.000 --> 00:06:47.000]  邪惡
[00:06:47.000 --> 00:06:50.000]  污穢的世代當中
[00:06:50.000 --> 00:06:53.000]  其實是一個很強烈的對比
[00:06:53.000 --> 00:06:55.000]  一個很強烈的對比
[00:06:55.000 --> 00:06:57.000]  不單如此
[00:06:57.000 --> 00:06:59.000]  我在想
[00:06:59.000 --> 00:07:02.000]  Baby一天二十四小時都會出生
[00:07:02.000 --> 00:07:04.000]  我們在座的父母
[00:07:04.000 --> 00:07:06.000]  Baby一天二十四小時都會出生
[00:07:06.000 --> 00:07:09.000]  但是為什麼上帝會選擇
[00:07:09.000 --> 00:07:11.000]  讓救主耶穌基督
[00:07:11.000 --> 00:07:13.000]  在一個寒冷的晚上
[00:07:13.000 --> 00:07:15.000]  而且還要在那裏
[00:07:15.000 --> 00:07:17.000]  在一個很污穢的
[00:07:17.000 --> 00:07:19.000]  很骯髒的
[00:07:19.000 --> 00:07:21.000]  沒有任何設備的
[00:07:21.000 --> 00:07:24.000]  馬槽裏出生
[00:07:24.000 --> 00:07:27.000]  當時我在想為什麼上帝安排得這麼奇妙
[00:07:27.000 --> 00:07:30.000]  要這樣去安排耶穌
[00:07:30.000 --> 00:07:34.000]  在這樣的環境和時間裏出生
[00:07:34.000 --> 00:07:37.000]  我想到可能有兩個基本的原因
[00:07:37.000 --> 00:07:39.000]  第一我相信是
[00:07:39.000 --> 00:07:40.000]  上帝要讓我們知道
[00:07:40.000 --> 00:07:42.000]  他認同我們每天
[00:07:42.000 --> 00:07:44.000]  其實所面對的生活上
[00:07:44.000 --> 00:07:46.000]  有很多的苦難
[00:07:46.000 --> 00:07:48.000]  有很多不為人道的
[00:07:48.000 --> 00:07:50.000]  一些掙扎
[00:07:50.000 --> 00:07:52.000]  恐慌
[00:07:52.000 --> 00:07:54.000]  耶穌來的時候
[00:07:54.000 --> 00:07:56.000]  他的父母就經歷了這樣的事
[00:07:56.000 --> 00:07:58.000]  除此之外
[00:07:58.000 --> 00:08:00.000]  我相信
[00:08:00.000 --> 00:08:04.000]  神都讓我們知道
[00:08:04.000 --> 00:08:06.000]  晚上是會過去的
[00:08:06.000 --> 00:08:08.000]  黑夜是會過去的
[00:08:08.000 --> 00:08:10.000]  我們可以等待黎明
[00:08:10.000 --> 00:08:12.000]  我們對黎明有一個期待
[00:08:12.000 --> 00:08:14.000]  所以我不知道
[00:08:14.000 --> 00:08:16.000]  今天大家在這裏來敬拜
[00:08:16.000 --> 00:08:18.000]  正是很開心快樂的時候
[00:08:18.000 --> 00:08:20.000]  但其實如果我們能夠有時間
[00:08:20.000 --> 00:08:22.000]  安靜地思考的時候
[00:08:22.000 --> 00:08:24.000]  我這個世界是一個怎樣的世界
[00:08:24.000 --> 00:08:25.000]  我這個社會是一個怎樣的社會
[00:08:25.000 --> 00:08:26.000]  最近我經常說
[00:08:26.000 --> 00:08:27.000]  我們有很多社會問題
[00:08:27.000 --> 00:08:28.000]  國家的問題
[00:08:28.000 --> 00:08:30.000]  政府的問題
[00:08:30.000 --> 00:08:32.000]  而我們自己個人又如何呢
[00:08:32.000 --> 00:08:33.000]  我們個人裏面
[00:08:33.000 --> 00:08:34.000]  I don't care 外面發生什麼事
[00:08:34.000 --> 00:08:36.000]  我自己也有很多問題
[00:08:36.000 --> 00:08:37.000]  我自己也有很多的受苦
[00:08:37.000 --> 00:08:40.000]  我自己也有很多的困難
[00:08:40.000 --> 00:08:44.000]  但是在一個晚上
[00:08:44.000 --> 00:08:45.000]  救主耶穌基督
[00:08:45.000 --> 00:08:47.000]  榮耀的上帝
[00:08:47.000 --> 00:08:49.000]  聖潔無瑕的神的兒子
[00:08:49.000 --> 00:08:51.000]  降臨在我們這個
[00:08:51.000 --> 00:08:53.000]  黑暗的世代當中
[00:08:53.000 --> 00:08:55.000]  而他帶給我們的
[00:08:55.000 --> 00:08:58.000]  是黎明的盼望
[00:08:58.000 --> 00:09:00.000]  我覺得這個對我們來說
[00:09:00.000 --> 00:09:02.000]  是一個很大的祝福
[00:09:02.000 --> 00:09:05.000]  當然我剛才也提過
[00:09:05.000 --> 00:09:07.000]  其實今天無論你在哪個地方也好
[00:09:07.000 --> 00:09:08.000]  在美國
[00:09:08.000 --> 00:09:11.000]  我們相對來說比較好
[00:09:11.000 --> 00:09:12.000]  在美國也好
[00:09:12.000 --> 00:09:13.000]  中國也好
[00:09:13.000 --> 00:09:14.000]  香港也好
[00:09:14.000 --> 00:09:15.000]  台灣也好
[00:09:15.000 --> 00:09:17.000]  無論世界任何一個地方
[00:09:17.000 --> 00:09:19.000]  我們都要知道
[00:09:19.000 --> 00:09:21.000]  你想找到完美的愛
[00:09:21.000 --> 00:09:24.000]  你想找到真正的和平
[00:09:24.000 --> 00:09:26.000]  你想找到平安
[00:09:26.000 --> 00:09:28.000]  其實對我們來說
[00:09:28.000 --> 00:09:30.000]  似乎是天方夜譚
[00:09:30.000 --> 00:09:31.000]  只有「港」字
[00:09:31.000 --> 00:09:35.000]  似乎是我們人一個的理想
[00:09:35.000 --> 00:09:37.000]  有時候當我們落在這樣的情況下
[00:09:37.000 --> 00:09:39.000]  我們會覺得
[00:09:39.000 --> 00:09:43.000]  到底我們前面有什麼盼望
[00:09:43.000 --> 00:09:45.000]  對我們很多人來說
[00:09:45.000 --> 00:09:47.000]  就算你相信耶穌
[00:09:47.000 --> 00:09:49.000]  你有沒有留意到很多時候
[00:09:49.000 --> 00:09:51.000]  我們仍然有這樣的感覺
[00:09:51.000 --> 00:09:54.000]  我們周身被很多無形的鎖鏈鎖住
[00:09:54.000 --> 00:09:57.000]  這個鎖鏈收得越來越緊
[00:09:57.000 --> 00:09:59.000]  有時候甚至透不過氣
[00:09:59.000 --> 00:10:02.000]  不知道大家有沒有這樣的經驗
[00:10:02.000 --> 00:10:04.000]  而是一個Holy Light
[00:10:04.000 --> 00:10:06.000]  一個神聖的晚上
[00:10:06.000 --> 00:10:08.000]  到底耶穌的降臨
[00:10:08.000 --> 00:10:09.000]  帶給我們的
[00:10:09.000 --> 00:10:12.000]  是一個怎樣的盼望
[00:10:12.000 --> 00:10:15.000]  今天跟大家看聖經
[00:10:15.000 --> 00:10:18.000]  是來自耶利米《哀歌》
[00:10:18.000 --> 00:10:20.000]  是耶利米寫的
[00:10:20.000 --> 00:10:23.000]  耶利米寫了一首詩篇的時候
[00:10:23.000 --> 00:10:28.000]  就是南國猶大被巴比倫所滅
[00:10:28.000 --> 00:10:32.000]  所以耶利米
[00:10:32.000 --> 00:10:34.000]  當他自己有機會
[00:10:34.000 --> 00:10:38.000]  親眼看到國破家亡
[00:10:38.000 --> 00:10:42.000]  自己的同胞被老道巴比倫當奴隸
[00:10:42.000 --> 00:10:45.000]  聖經說他十分傷心 十分難過
[00:10:45.000 --> 00:10:48.000]  所以就寫了耶利米《哀歌》
[00:10:48.000 --> 00:10:50.000]  但我相信更加令他覺得
[00:10:50.000 --> 00:10:53.000]  傷心難過的是什麼呢
[00:10:53.000 --> 00:10:57.000]  他看到人心的軟弱
[00:10:57.000 --> 00:11:00.000]  他看到人為了求存
[00:11:00.000 --> 00:11:02.000]  今天我們很多人都是
[00:11:02.000 --> 00:11:03.000]  為了求存
[00:11:03.000 --> 00:11:07.000]  為了能夠滿足我們自己的私慾
[00:11:07.000 --> 00:11:11.000]  很多時候我們不惜出賣我們的良心
[00:11:11.000 --> 00:11:13.000]  出賣我們的靈魂
[00:11:13.000 --> 00:11:14.000]  所以我相信
[00:11:14.000 --> 00:11:16.000]  如果你看聖經看耶利米的時候
[00:11:16.000 --> 00:11:18.000]  他很多時候去描寫去形容
[00:11:18.000 --> 00:11:20.000]  他看到這樣的情況
[00:11:20.000 --> 00:11:22.000]  在這樣的處境當中的時候
[00:11:22.000 --> 00:11:24.000]  他心裡面那種難過到
[00:11:24.000 --> 00:11:25.000]  不可以坐下
[00:11:25.000 --> 00:11:29.000]  可以兩頭放在膝蓋當中
[00:11:29.000 --> 00:11:31.000]  在為耶路撒冷
[00:11:31.000 --> 00:11:33.000]  在哭泣 在難過
[00:11:33.000 --> 00:11:34.000]  到底發生了什麼事
[00:11:34.000 --> 00:11:36.000]  為什麼我們落在這樣的光景當中
[00:11:36.000 --> 00:11:39.000]  到底我們有沒有盼望
[00:11:39.000 --> 00:11:43.000]  當我們落在極度的憂鬱當中的時候
[00:11:43.000 --> 00:11:45.000]  忽然間他想起另外一件事
[00:11:45.000 --> 00:11:50.000]  我們看聖經裡面來說
[00:11:50.000 --> 00:11:52.000]  耶利米《三章十九節》
[00:11:52.000 --> 00:11:53.000]  那裡說到
[00:11:53.000 --> 00:11:55.000]  想起我的痛苦和流浪
[00:11:55.000 --> 00:11:58.000]  簡直是苦息的毒藥
[00:11:58.000 --> 00:12:00.000]  我不斷想這些事
[00:12:00.000 --> 00:12:04.000]  我的心靈是沉悶難言
[00:12:04.000 --> 00:12:06.000]  所以大家可以從這兩種聖經裡面
[00:12:06.000 --> 00:12:08.000]  看到耶利米那時候
[00:12:08.000 --> 00:12:11.000]  心靈裡面所經歷的傷痛
[00:12:11.000 --> 00:12:14.000]  今天我也想利用這個機會
[00:12:14.000 --> 00:12:16.000]  跟大家分享
[00:12:16.000 --> 00:12:18.000]  我不知道在你的心靈當中
[00:12:18.000 --> 00:12:22.000]  有沒有類似的經歷
[00:12:22.000 --> 00:12:24.000]  很多時候
[00:12:24.000 --> 00:12:26.000]  人很壞的
[00:12:26.000 --> 00:12:27.000]  經常將我們的注意力
[00:12:27.000 --> 00:12:29.000]  放在不開心
[00:12:29.000 --> 00:12:31.000]  令我們覺得痛苦
[00:12:31.000 --> 00:12:32.000]  不快樂的事情上
[00:12:32.000 --> 00:12:33.000]  會不會呢
[00:12:33.000 --> 00:12:35.000]  好的事情很快會忘記
[00:12:35.000 --> 00:12:36.000]  但不知道為什麼
[00:12:36.000 --> 00:12:38.000]  我們很多時候將我們的注意力
[00:12:38.000 --> 00:12:42.000]  放在我們痛苦難過的事情上
[00:12:42.000 --> 00:12:43.000]  你要去想
[00:12:43.000 --> 00:12:44.000]  要將你的注意力
[00:12:44.000 --> 00:12:47.000]  放在一些痛苦難過的事情上
[00:12:47.000 --> 00:12:50.000]  你就會覺得越煩越生氣
[00:12:50.000 --> 00:12:52.000]  繼而對那些導致你
[00:12:52.000 --> 00:12:54.000]  有這樣的感覺的人
[00:12:54.000 --> 00:12:59.000]  發出一些惡意的重傷批評
[00:12:59.000 --> 00:13:02.000]  甚至去詛咒他們
[00:13:02.000 --> 00:13:05.000]  有沒有這樣的經驗呢
[00:13:05.000 --> 00:13:07.000]  當我們將我們的注意力
[00:13:07.000 --> 00:13:11.000]  放在這些傷痛問題上的時候
[00:13:11.000 --> 00:13:14.000]  我們很容易就落在這樣的處境當中
[00:13:14.000 --> 00:13:16.000]  但是耶利米告訴我們
[00:13:16.000 --> 00:13:17.000]  當你這樣做的時候
[00:13:17.000 --> 00:13:20.000]  簡直是苦吃難堪
[00:13:20.000 --> 00:13:21.000]  這是毒藥
[00:13:21.000 --> 00:13:23.000]  原來我們是在自己餵自己
[00:13:23.000 --> 00:13:26.000]  在吃慢性毒藥
[00:13:26.000 --> 00:13:30.000]  我們將自己推入一個無底坑
[00:13:30.000 --> 00:13:34.000]  一個抑鬱的深淵
[00:13:34.000 --> 00:13:38.000]  耶利米有這樣的體會
[00:13:38.000 --> 00:13:39.000]  我不知道大家對人生
[00:13:39.000 --> 00:13:41.000]  有沒有類似這樣的體會
[00:13:41.000 --> 00:13:42.000]  如果你經常想這些事情的時候
[00:13:42.000 --> 00:13:44.000]  真的會很depressed
[00:13:44.000 --> 00:13:46.000]  你做人很沒意思
[00:13:46.000 --> 00:13:50.000]  難怪那麼多人會自殺
[00:13:50.000 --> 00:13:52.000]  但是聖經告訴我們
[00:13:52.000 --> 00:13:53.000]  耶利米在那個時間
[00:13:53.000 --> 00:13:55.000]  在極度憂傷難過的時候
[00:13:55.000 --> 00:13:57.000]  他忽然間有盼望
[00:13:57.000 --> 00:13:58.000]  為什麼有盼望
[00:13:58.000 --> 00:14:01.000]  他想起另外一件事
[00:14:01.000 --> 00:14:03.000]  我們看看他想起什麼事
[00:14:03.000 --> 00:14:07.000]  耶利米在哥利三章21-23節說
[00:14:07.000 --> 00:14:09.000]  當我想起另一件事
[00:14:09.000 --> 00:14:12.000]  我的希望又重新燃起
[00:14:12.000 --> 00:14:15.000]  上主的慈愛是永不斷絕的
[00:14:15.000 --> 00:14:17.000]  他的憐憫是永不止息
[00:14:17.000 --> 00:14:20.000]  像晨曦那樣清新
[00:14:20.000 --> 00:14:25.000]  像太陽的東星那樣確實
[00:14:25.000 --> 00:14:27.000]  耶利米想起什麼事
[00:14:27.000 --> 00:14:31.000]  他想起上帝永不斷絕的慈愛
[00:14:31.000 --> 00:14:36.000]  他想起上帝永不止息的憐憫和關心
[00:14:36.000 --> 00:14:39.000]  因為他有這樣的記憶
[00:14:39.000 --> 00:14:43.000]  想起神那種豐盛的恩典慈愛的時候
[00:14:43.000 --> 00:14:45.000]  他能夠重新得力
[00:14:45.000 --> 00:14:47.000]  他能夠繼續向前行
[00:14:47.000 --> 00:14:53.000]  而耶穌基督的降生
[00:14:53.000 --> 00:14:55.000]  就帶給你帶給我帶給全世界的人
[00:14:55.000 --> 00:14:59.000]  一個不絕的盼望
[00:14:59.000 --> 00:15:01.000]  無盡的盼望
[00:15:01.000 --> 00:15:04.000]  聖善夜這首歌第一節裡面
[00:15:04.000 --> 00:15:06.000]  有幾個歌詞
[00:15:06.000 --> 00:15:09.000]  世人沉淪,全地罪惡已滿盈
[00:15:09.000 --> 00:15:13.000]  因主來臨,眾人的靈魂就甦醒
[00:15:13.000 --> 00:15:15.000]  當我聽到這兩首聖經的時候
[00:15:15.000 --> 00:15:17.000]  大家有沒有問題
[00:15:17.000 --> 00:15:19.000]  聽歌就聽下去
[00:15:19.000 --> 00:15:22.000]  他是在形容這個世界的情況
[00:15:22.000 --> 00:15:27.000]  世人沉淪,全地罪惡已滿盈
[00:15:27.000 --> 00:15:30.000]  結果應該就是上帝的審判和刑罰
[00:15:30.000 --> 00:15:32.000]  既然世界沉淪到這個地步
[00:15:32.000 --> 00:15:34.000]  罪惡已滿盈
[00:15:34.000 --> 00:15:35.000]  你不對付他就不行了
[00:15:35.000 --> 00:15:37.000]  一定要對付他
[00:15:37.000 --> 00:15:41.000]  一個公義上帝在這個時候應該做的是什麼
[00:15:41.000 --> 00:15:42.000]  施行審判
[00:15:42.000 --> 00:15:44.000]  施行懲罰
[00:15:44.000 --> 00:15:46.000]  但是歌詞的第二節
[00:15:46.000 --> 00:15:48.000]  上帝沒有這樣做
[00:15:48.000 --> 00:15:53.000]  因主的來臨,眾人的靈魂反而可以甦醒
[00:15:53.000 --> 00:15:55.000]  這就讓我們看到
[00:15:55.000 --> 00:16:01.000]  原來神的恩典慈愛是這麼豐富
[00:16:01.000 --> 00:16:02.000]  應該是責罰我們的
[00:16:02.000 --> 00:16:04.000]  應該是處理我們的時候
[00:16:04.000 --> 00:16:07.000]  但是他竟然仍然想方法
[00:16:07.000 --> 00:16:10.000]  讓我們能夠在耶穌基督裡面
[00:16:10.000 --> 00:16:12.000]  可以有一個不絕的盼望
[00:16:12.000 --> 00:16:14.000]  這裡告訴我們
[00:16:14.000 --> 00:16:16.000]  上帝的慈愛是沒有斷絕的
[00:16:16.000 --> 00:16:18.000]  正如剛才聖經所說
[00:16:18.000 --> 00:16:19.000]  憐憫不止息
[00:16:19.000 --> 00:16:21.000]  就像太陽一樣
[00:16:21.000 --> 00:16:23.000]  太陽永遠都會從東方升起
[00:16:23.000 --> 00:16:25.000]  會,是不是?
[00:16:25.000 --> 00:16:28.000]  而且每天都如是
[00:16:28.000 --> 00:16:32.000]  這裡講到神給我們的信實
[00:16:32.000 --> 00:16:34.000]  我們完全可以信賴
[00:16:34.000 --> 00:16:37.000]  我們完全可以抓住耶穌基督
[00:16:37.000 --> 00:16:40.000]  今天在我們的世界當中
[00:16:40.000 --> 00:16:44.000]  可能我們對政府的政策感到絕望
[00:16:44.000 --> 00:16:48.000]  可能我們對人的性格
[00:16:48.000 --> 00:16:51.000]  人的行為感到絕望
