
[00:00:00.000 --> 00:00:01.800]  教會今年和明年的主題是
[00:04:57.500 --> 00:05:00.400]  在長洲有關帝廟
[00:05:00.400 --> 00:05:03.400]  在大嶼山有大佛
[00:05:03.400 --> 00:05:05.200]  有很多觀音寺等等
[00:05:05.200 --> 00:05:06.200]  連大埔也有
[00:05:06.200 --> 00:05:08.300]  這些地方很有名
[00:05:08.300 --> 00:05:11.000]  他們也有出名敬拜女神
[00:05:11.000 --> 00:05:14.200]  很漂亮的 要強調是情慾的
[00:05:14.200 --> 00:05:16.600]  他們很清楚知道你從前就是這樣
[00:05:16.600 --> 00:05:19.000]  所以說你們知道你從前是外邦人
[00:05:19.000 --> 00:05:20.500]  但現在呢
[00:05:20.500 --> 00:05:22.300]  保羅很有智慧
[00:05:22.300 --> 00:05:23.700]  保羅沒有說他們現在是怎樣
[00:05:23.700 --> 00:05:25.400]  只是說你們從前是這樣
[00:05:25.400 --> 00:05:29.300]  他們現在是不是非猶太人呢?
[00:05:29.300 --> 00:05:31.800]  這個種族的身份有沒有改變?
[00:05:31.800 --> 00:05:34.300]  這個種族的身份沒有改變
[00:05:34.300 --> 00:05:36.200]  他們依然都是非猶太人
[00:05:36.200 --> 00:05:37.800]  但在信仰的角度
[00:05:37.800 --> 00:05:39.600]  他們是否成為信主的人呢?
[00:05:39.600 --> 00:05:41.400]  保羅不說的
[00:05:41.400 --> 00:05:43.800]  保羅等他們思考
[00:05:43.800 --> 00:05:44.900]  等他們思考甚麼呢?
[00:05:44.900 --> 00:05:47.100]  他們怎樣才知道自己的身份呢?
[00:05:47.100 --> 00:05:48.800]  他就說
[00:05:48.800 --> 00:05:51.200]  被神的靈感動的
[00:05:51.200 --> 00:05:53.400]  不會說耶穌是可奏助的
[00:05:53.400 --> 00:05:56.000]  如果不是被聖靈感動
[00:05:56.000 --> 00:05:56.700]  又是重複的
[00:05:56.700 --> 00:05:58.500]  也不會說耶穌是主
[00:05:58.500 --> 00:06:00.600]  他說了兩個重點
[00:06:00.600 --> 00:06:02.500]  人受聖靈感動
[00:06:02.500 --> 00:06:04.200]  就不會說耶穌是受奏助
[00:06:04.200 --> 00:06:06.600]  人如果說得出耶穌是主
[00:06:06.600 --> 00:06:07.400]  不是自己說的
[00:06:07.400 --> 00:06:08.600]  是聖靈感動他的
[00:06:08.600 --> 00:06:09.400]  很複雜
[00:06:09.400 --> 00:06:10.600]  再簡化一點
[00:06:10.600 --> 00:06:11.600]  看一張PowerPoint
[00:06:11.600 --> 00:06:13.600]  被神的靈感動是甚麼意思呢?
[00:06:13.600 --> 00:06:16.700]  他是在說在神的靈女
[00:06:16.700 --> 00:06:20.600]  被聖靈感動也是在說在聖潔的靈女
[00:06:20.600 --> 00:06:24.400]  他這次的聖靈有說聖潔這個字
[00:06:24.400 --> 00:06:26.800]  保羅很喜歡用在甚麼女
[00:06:26.800 --> 00:06:28.000]  在基督女
[00:06:28.000 --> 00:06:28.800]  很豐富的
[00:06:28.800 --> 00:06:30.200]  在聖靈女
[00:06:30.200 --> 00:06:34.100]  在聖靈女可以是靠聖靈引導
[00:06:34.100 --> 00:06:35.900]  讓聖靈引導
[00:06:35.900 --> 00:06:37.600]  被聖靈感動
[00:06:37.600 --> 00:06:39.100]  被祂掌管
[00:06:39.100 --> 00:06:40.800]  在聖靈裏面
[00:06:40.800 --> 00:06:43.900]  聖靈在裏面運行
[00:06:43.900 --> 00:06:45.500]  耶穌是受奏助的
[00:06:45.500 --> 00:06:46.000]  是甚麼意思呢?
[00:06:46.000 --> 00:06:47.500]  為甚麼說耶穌是受奏助呢?
[00:06:47.500 --> 00:06:48.900]  是藐視祂
[00:06:48.900 --> 00:06:49.900]  蔑視祂
[00:06:49.900 --> 00:06:51.300]  不承認祂的身份
[00:06:51.300 --> 00:06:52.400]  所以他說
[00:06:52.400 --> 00:06:54.000]  被神的靈感動
[00:06:54.000 --> 00:06:55.800]  不會蔑視耶穌的身份
[00:06:55.800 --> 00:06:57.000]  如果神的靈同在
[00:06:57.000 --> 00:06:57.900]  神感動祂
[00:06:57.900 --> 00:06:59.600]  不會說耶穌是不配的
[00:06:59.600 --> 00:07:01.500]  不會說耶穌不是神的兒子
[00:07:01.500 --> 00:07:02.800]  不會這樣說
[00:07:02.800 --> 00:07:04.300]  所以如果
[00:07:04.300 --> 00:07:05.000]  倒轉來說
[00:07:05.000 --> 00:07:07.000]  你說得出耶穌是主
[00:07:07.000 --> 00:07:08.900]  說得出耶穌是神的兒子
[00:07:08.900 --> 00:07:10.800]  說得出耶穌是我們生命的主
[00:07:10.800 --> 00:07:12.800]  祂配得我們敬拜
[00:07:12.800 --> 00:07:14.400]  祂配得我們讚頌
[00:07:14.400 --> 00:07:15.500]  不是出於我們自己
[00:07:15.500 --> 00:07:17.600]  不要以為我們自己很厲害
[00:07:17.600 --> 00:07:19.000]  是出於甚麼?
[00:07:19.000 --> 00:07:21.600]  是出於聖靈
[00:07:21.600 --> 00:07:23.600]  保羅特別這樣來教導
[00:07:23.600 --> 00:07:24.500]  哥倫多教會的信徒
[00:07:24.500 --> 00:07:25.500]  為甚麼呢?
[00:07:25.500 --> 00:07:26.600]  原來當時
[00:07:26.600 --> 00:07:27.900]  哥倫多教會
[00:07:27.900 --> 00:07:31.200]  有很多靈異的事情發生
[00:07:31.200 --> 00:07:34.300]  很多人被神的靈充滿
[00:07:34.300 --> 00:07:36.300]  或者被甚麼靈充滿
[00:07:36.300 --> 00:07:38.300]  他們甚麼都不辨別
[00:07:38.300 --> 00:07:39.600]  但保羅就教他們辨別
[00:07:39.600 --> 00:07:41.500]  如果在聚會裏面
[00:07:41.500 --> 00:07:43.800]  有人對說耶穌是可奏助的
[00:07:43.800 --> 00:07:45.500]  是否出於聖靈?
[00:07:45.500 --> 00:07:46.700]  不是
[00:07:46.700 --> 00:07:49.300]  但如果他能夠說耶穌是讚美
[00:07:49.300 --> 00:07:50.600]  你就不用怕
[00:07:50.600 --> 00:07:51.800]  那些不是邪靈
[00:07:51.800 --> 00:07:53.100]  是誰感動祂呢?
[00:07:53.100 --> 00:07:54.300]  是聖靈感動
[00:07:54.300 --> 00:07:55.900]  是祂活在聖靈裏
[00:07:55.900 --> 00:07:57.400]  或者我們電影節目也不明白
[00:07:57.400 --> 00:07:59.200]  因為不是當時的處境
[00:07:59.200 --> 00:08:01.000]  我們教會也不會出現這樣的情況
[00:08:01.000 --> 00:08:01.900]  但有些電影節目
[00:08:01.900 --> 00:08:04.200]  如果你參加某些聚會
[00:08:04.200 --> 00:08:05.900]  說的是這十幾二十年
[00:08:05.900 --> 00:08:09.200]  在香港有很多特會
[00:08:09.200 --> 00:08:10.700]  或者靈恩的聚會
[00:08:10.700 --> 00:08:12.700]  我在洗禮班一定會說
[00:08:12.700 --> 00:08:16.600]  他們唱歌很大聲
[00:08:16.600 --> 00:08:18.700]  他們祈禱也很大聲
[00:08:18.700 --> 00:08:20.200]  我姐姐也曾經跟我說
[00:08:20.200 --> 00:08:22.700]  我姨甥女信主洗禮
[00:08:22.700 --> 00:08:24.200]  去了一間教會跟她去
[00:08:24.200 --> 00:08:25.700]  他們唱歌很投入
[00:08:25.700 --> 00:08:27.600]  全部走到台前
[00:08:27.600 --> 00:08:29.700]  唱著唱著又會哭
[00:08:29.700 --> 00:08:31.100]  甚至有些人祈禱的時候
[00:08:31.100 --> 00:08:32.500]  她會跪下
[00:08:32.500 --> 00:08:34.900]  是否正常?
[00:08:34.900 --> 00:08:36.900]  是否正常?
[00:08:36.900 --> 00:08:38.700]  我們也不知道
[00:08:38.700 --> 00:08:40.200]  她怎樣辨別呢?
[00:08:40.200 --> 00:08:41.300]  如果在聚會裏面
[00:08:41.300 --> 00:08:44.500]  電影節目也能夠宣認耶穌是主
[00:08:44.500 --> 00:08:45.900]  你就可以放心了
[00:08:45.900 --> 00:08:47.200]  如果在聚會裏面
[00:08:47.200 --> 00:08:49.500]  也宣認耶穌是獨一的真神
[00:08:49.500 --> 00:08:50.600]  你也可以放心了
[00:08:50.600 --> 00:08:51.700]  這段經文告訴你
[00:08:51.700 --> 00:08:54.100]  如果不是出於聖靈的感動
[00:08:54.100 --> 00:08:57.500]  沒有人能夠說得出耶穌是主
[00:08:57.500 --> 00:08:59.500]  我接病二十年前
[00:08:59.500 --> 00:09:00.700]  也去這些聚會
[00:09:00.700 --> 00:09:01.700]  因為當時
[00:09:01.700 --> 00:09:04.500]  我是出身於五重宗的教會
[00:09:04.500 --> 00:09:06.800]  我們也很強調聖靈的工作
[00:09:06.800 --> 00:09:08.500]  但我們祈禱是否一定要很大聲呢?
[00:09:08.500 --> 00:09:09.700]  祈禱是否一定要哭呢?
[00:09:09.700 --> 00:09:11.900]  是否一定要跌倒呢?
[00:09:11.900 --> 00:09:15.100]  傳達人擔心我否定聖靈的工作
[00:09:15.100 --> 00:09:16.300]  我只跟他說
[00:09:16.300 --> 00:09:18.300]  我一切關於聖靈工作的認識
[00:09:18.300 --> 00:09:20.900]  是根據聖經的
[00:09:20.900 --> 00:09:22.900]  就去那些聚會
[00:09:22.900 --> 00:09:25.700]  那些特會的牧師
[00:09:25.700 --> 00:09:27.700]  邀請我們走到台前
[00:09:27.700 --> 00:09:29.500]  祈禱要被聖靈充滿
[00:09:29.500 --> 00:09:30.900]  我也參與了
[00:09:30.900 --> 00:09:32.100]  開放了
[00:09:32.100 --> 00:09:33.200]  我宣認你是主
[00:09:33.200 --> 00:09:34.500]  這個聚會也宣認了
[00:09:34.500 --> 00:09:35.300]  耶穌基督是救主
[00:09:35.300 --> 00:09:36.100]  所以沒有問題
[00:09:36.100 --> 00:09:37.900]  因為一定是聖靈的感動
[00:09:37.900 --> 00:09:39.100]  但我去到的時候
[00:09:39.100 --> 00:09:40.200]  我又沒有跌倒
[00:09:40.200 --> 00:09:41.300]  其他那些
[00:09:41.300 --> 00:09:42.300]  那個跌倒
[00:09:42.300 --> 00:09:42.900]  那個又哭
[00:09:42.900 --> 00:09:43.500]  那個又笑
[00:09:43.500 --> 00:09:45.500]  我就沒有反應
[00:09:45.500 --> 00:09:46.900]  沒有反應的意思是
[00:09:46.900 --> 00:09:48.300]  沒有他們期待
[00:09:48.300 --> 00:09:48.900]  出現的反應
[00:09:48.900 --> 00:09:50.500]  我也有反應的
[00:09:50.500 --> 00:09:52.100]  沒有他們期望的
[00:09:52.100 --> 00:09:53.100]  見到一個弟兄
[00:09:53.100 --> 00:09:55.700]  他真的不停地笑
[00:09:55.700 --> 00:09:56.700]  笑到不停
[00:09:56.700 --> 00:09:58.300]  那個姐妹又不停地哭
[00:09:58.300 --> 00:09:59.300]  但聚會結束後
[00:09:59.300 --> 00:10:02.300]  一個姐妹沒有這樣的表現
[00:10:02.300 --> 00:10:03.100]  他就停下來
[00:10:03.100 --> 00:10:05.400]  那個弟兄繼續這樣笑
[00:10:05.400 --> 00:10:06.500]  上星期那些聽我說的
[00:10:06.500 --> 00:10:07.400]  結果是怎樣呢
[00:10:07.400 --> 00:10:08.800]  我們不敢送他回家
[00:10:08.800 --> 00:10:09.400]  為甚麼呢
[00:10:09.400 --> 00:10:11.000]  怕他家人以為他撞鬼
[00:10:11.000 --> 00:10:12.700]  為甚麼不停地笑
[00:10:12.700 --> 00:10:14.500]  不能控制的
[00:10:14.500 --> 00:10:16.600]  我們嘗試他是否裝模作樣
[00:10:16.600 --> 00:10:17.900]  經常說其他的說話
[00:10:17.900 --> 00:10:18.800]  引開他的注意力
[00:10:18.800 --> 00:10:20.300]  他也不停地笑
[00:10:20.300 --> 00:10:22.700]  即是聖靈在他裏面工作
[00:10:22.700 --> 00:10:24.000]  結果送他回教會
[00:10:24.000 --> 00:10:27.500]  他在教會睡了一晚
[00:10:27.500 --> 00:10:30.100]  聖靈可以這樣做嗎
[00:10:30.100 --> 00:10:31.600]  聖靈可以
[00:10:31.600 --> 00:10:32.800]  我們真的要認定
[00:10:32.800 --> 00:10:34.000]  所以有時你去那些聚會
[00:10:34.000 --> 00:10:34.900]  不需要怕
[00:10:34.900 --> 00:10:36.200]  你便驗證
[00:10:36.200 --> 00:10:37.800]  但你不是那些性情的人
[00:10:37.800 --> 00:10:38.600]  你不喜歡
[00:10:38.600 --> 00:10:39.800]  剛才我們見到
[00:10:39.800 --> 00:10:41.600]  第一首歌大家好像有點硬
[00:10:41.600 --> 00:10:43.300]  第二首輪唱都好像
[00:10:43.300 --> 00:10:44.200]  不知道發生甚麼事
[00:10:44.200 --> 00:10:47.200]  我感受到有一種
[00:10:47.200 --> 00:10:48.600]  僵力在那裏
[00:10:48.600 --> 00:10:49.900]  即是那種
[00:10:49.900 --> 00:10:50.800]  停不住在那裏
[00:10:50.800 --> 00:10:52.800]  突然間不知道怎樣好
[00:10:52.800 --> 00:10:54.500]  我們教會真的含蓄一點
[00:10:54.500 --> 00:10:57.400]  突然間敬拜的時候
[00:10:57.400 --> 00:11:00.200]  舉手有時這樣舉
[00:11:00.200 --> 00:11:01.200]  怕甚麼呢 神弟
[00:11:01.200 --> 00:11:02.500]  除非你好像我這樣手震
[00:11:02.500 --> 00:11:04.400]  有時我這隻手是低一點的
[00:11:04.400 --> 00:11:08.700]  因為免得這樣震震震
[00:11:08.700 --> 00:11:10.200]  我們用甚麼去辯辯呢
[00:11:10.200 --> 00:11:11.200]  我們去放心
[00:11:11.200 --> 00:11:13.200]  我們去驗證
[00:11:13.200 --> 00:11:18.300]  我們能夠說得出讚美的話
[00:11:18.300 --> 00:11:20.000]  其實放心是出於聖靈
[00:11:20.000 --> 00:11:21.300]  不是邪靈
[00:11:21.300 --> 00:11:22.400]  所以包括我們
[00:11:22.400 --> 00:11:25.000]  怎樣才能夠成為基督徒
[00:11:25.000 --> 00:11:26.600]  我們深信是聖靈的工作
[00:11:26.600 --> 00:11:28.100]  是聖靈引導我們
[00:11:28.100 --> 00:11:30.000]  明白耶穌是救主
[00:11:30.000 --> 00:11:31.800]  所以我們願意跟隨祂
[00:11:31.800 --> 00:11:34.100]  我們每一天 甚至每個星期
[00:11:34.100 --> 00:11:37.100]  有沒有發現我們能夠開口去讚美祂
[00:11:37.100 --> 00:11:39.100]  知道其實不是出於我們
[00:11:39.100 --> 00:11:41.000]  是聖靈同在
[00:11:41.000 --> 00:11:44.300]  有時真的發現你開不了口
[00:11:44.300 --> 00:11:45.300]  那一刻可能
[00:11:45.300 --> 00:11:47.100]  你的心裏都沒有被聖靈掌管
[00:11:47.100 --> 00:11:48.200]  你被甚麼掌管呢
[00:11:48.200 --> 00:11:49.500]  被你的功課管理著
[00:11:49.500 --> 00:11:50.900]  只顧著功課未做
[00:11:50.900 --> 00:11:53.200]  被你的工作管理著
[00:11:53.200 --> 00:11:54.700]  那些工作未完成
[00:11:54.700 --> 00:11:57.800]  或者被我們一會兒去哪裏吃飯
[00:11:57.800 --> 00:12:00.000]  只顧著肚餓 未吃早餐
[00:12:00.000 --> 00:12:03.400]  被這些事情牽引著
[00:12:03.400 --> 00:12:05.800]  為甚麼我們要察驗聖靈同在呢
[00:12:05.800 --> 00:12:09.000]  我們真的很需要經驗聖靈同在
[00:12:09.000 --> 00:12:11.300]  就容讓聖靈引導
[00:12:11.300 --> 00:12:12.600]  感動我們
[00:12:12.600 --> 00:12:15.000]  做他喜悅的事情
[00:12:15.000 --> 00:12:16.800]  我們怎樣知道活在聖靈裏面呢
[00:12:16.800 --> 00:12:18.600]  留意我們所言
[00:12:18.600 --> 00:12:21.200]  和留意我們所行
[00:12:21.200 --> 00:12:24.400]  格拉提書五章第25節
[00:12:24.400 --> 00:12:27.900]  如果我們是靠聖靈得生
[00:12:27.900 --> 00:12:31.000]  即是得生命 重生了
[00:12:31.000 --> 00:12:33.600]  就當靠聖靈行事
[00:12:33.600 --> 00:12:35.500]  我們是依隨聖靈的引導
[00:12:35.500 --> 00:12:36.800]  依隨聖靈的感動
[00:12:36.800 --> 00:12:39.300]  活在聖靈裏面
[00:12:39.300 --> 00:12:40.800]  怎樣靠聖靈行事呢
[00:12:40.800 --> 00:12:43.600]  以弗所書四章一至三節有提醒我們
[00:12:43.600 --> 00:12:45.200]  保羅說:我為主被囚的
[00:12:45.200 --> 00:12:48.500]  勸你們既然蒙詔行事為人
[00:12:48.500 --> 00:12:51.600]  就當與蒙詔的恩相稱
[00:12:51.600 --> 00:12:52.900]  蒙詔的恩是甚麼呢
[00:12:52.900 --> 00:12:54.800]  我們得著救恩
[00:12:54.800 --> 00:12:56.400]  生命是得改變
[00:12:56.400 --> 00:12:58.800]  已經從黑暗罪惡裏面
[00:12:58.800 --> 00:13:02.000]  走向光明自由
[00:13:02.000 --> 00:13:03.000]  第二第三節
[00:13:03.000 --> 00:13:04.800]  聖安條很熟悉吧
[00:13:04.800 --> 00:13:07.800]  你們今天聖餐的歌都是選這首
[00:13:07.800 --> 00:13:09.100]  這段經文
[00:13:09.100 --> 00:13:11.200]  凡是謙虛溫柔忍耐
[00:13:11.200 --> 00:13:13.000]  用愛心互相寬容
[00:13:13.000 --> 00:13:14.900]  用和平彼此聯絡
[00:13:14.900 --> 00:13:17.000]  竭力保守聖靈所賜
[00:13:17.000 --> 00:13:18.600]  合而為一的心
[00:13:18.600 --> 00:13:19.300]  它原本只是
[00:13:19.300 --> 00:13:23.100]  竭力保守聖靈所賜的一
[00:13:23.100 --> 00:13:25.000]  強調是一
[00:13:25.000 --> 00:13:26.000]  我們又檢視一下
[00:13:26.000 --> 00:13:28.500]  當我們有聖靈同在的時候
[00:13:28.500 --> 00:13:30.200]  我們能夠
[00:13:30.200 --> 00:13:31.800]  好像格拉太書第五章說
[00:13:31.800 --> 00:13:33.600]  我們能夠結出聖靈的果子
[00:13:33.600 --> 00:13:35.400]  溫柔忍耐
[00:13:35.400 --> 00:13:36.200]  謙虛
[00:13:36.200 --> 00:13:37.200]  我們有愛心
[00:13:37.200 --> 00:13:38.800]  我們能夠保持和諧
[00:13:38.800 --> 00:13:41.300]  為甚麼有時有些弟兄姊妹會說
[00:13:41.300 --> 00:13:42.300]  我信了主之後
[00:13:42.300 --> 00:13:43.900]  我依然是很大的脾氣
[00:13:43.900 --> 00:13:45.100]  我信了主之後
[00:13:45.100 --> 00:13:46.600]  依然是會說謊
[00:13:46.600 --> 00:13:49.200]  我信了主之後依然是妒忌
[00:13:49.200 --> 00:13:50.500]  究竟我是否真的信主
[00:13:50.500 --> 00:13:52.400]  我裏面是否有聖靈呢
[00:13:52.400 --> 00:13:53.400]  第一不要否定
[00:13:53.400 --> 00:13:56.300]  我們已經信了主 聖靈活在我們那裏
[00:13:56.300 --> 00:13:57.200]  第二可能是
[00:13:57.200 --> 00:13:59.400]  我們的生命還沒改變
[00:13:59.400 --> 00:14:01.300]  還沒那麼快一下信耶穌
[00:14:01.300 --> 00:14:02.900]  就甚麼都改變了
[00:14:02.900 --> 00:14:04.800]  我們要容讓聖靈掌管
[00:14:04.800 --> 00:14:07.100]  有時我們被自己情緒掌管
[00:14:07.100 --> 00:14:09.500]  有時我們被環境來掌管
[00:14:09.500 --> 00:14:12.300]  有時我們被別人的說話來影響我們
