
[00:00:00.000 --> 00:00:02.360]  好 各位電影姐妹 早晨
[00:02:37.400 --> 00:02:42.760]  我們從整卷的哥林多後書去理解的時候
[00:02:42.760 --> 00:02:46.360]  保羅除了要面對羅馬政府的迫害
[00:02:46.360 --> 00:02:48.480]  肉身受苦
[00:02:48.480 --> 00:02:50.800]  以及死亡的威脅之外
[00:02:51.120 --> 00:02:55.960]  甚至他也要面對哥林多人
[00:02:55.960 --> 00:02:59.040]  他一手帶大的弟兄姊妹
[00:02:59.040 --> 00:03:03.400]  對他使徒身份以及對保羅的能力
[00:03:03.400 --> 00:03:05.120]  產生了質疑
[00:03:05.120 --> 00:03:06.800]  甚至排擠他
[00:03:06.800 --> 00:03:10.520]  面對眾多的困境
[00:03:10.520 --> 00:03:14.200]  保羅他沒有因為這樣而退縮不傳福音
[00:03:14.200 --> 00:03:17.560]  他甚至在這兩節的經文裡面
[00:03:17.560 --> 00:03:20.600]  我們看見保羅他充滿著盼望
[00:03:21.560 --> 00:03:24.560]  如果我們是保羅
[00:03:24.560 --> 00:03:27.920]  我們會是像保羅一樣
[00:03:27.920 --> 00:03:30.400]  繼續為福音去努力
[00:03:30.400 --> 00:03:35.680]  還是我們打算選擇放棄而不傳福音呢?
[00:03:35.680 --> 00:03:42.080]  究竟保羅在面對自己困境的時候
[00:03:42.080 --> 00:03:47.760]  有什麼驅使他仍然堅持繼續走出去傳福音
[00:03:47.760 --> 00:03:50.120]  而不是選擇去埋怨上主?
[00:03:51.480 --> 00:03:54.160]  是不是因為他才是保羅?
[00:03:54.160 --> 00:03:56.360]  真的這麼簡單?
[00:03:56.360 --> 00:04:00.320]  弟兄姊妹我們都知道
[00:04:00.320 --> 00:04:01.800]  保羅也是人
[00:04:01.800 --> 00:04:03.840]  他不是神
[00:04:03.840 --> 00:04:09.040]  我們相信他要克服這些事情其實也不容易
[00:04:09.040 --> 00:04:12.080]  不過為什麼
[00:04:12.080 --> 00:04:14.760]  面對困境
[00:04:14.760 --> 00:04:17.440]  他所做出的回應
[00:04:17.440 --> 00:04:22.920]  和我們一般人所面對困境時的回應有不同呢?
[00:04:22.920 --> 00:04:27.280]  究竟關鍵是在哪裡?
[00:04:27.280 --> 00:04:31.120]  讓我們先去同心一齊低頭祈禱
[00:04:31.120 --> 00:04:36.000]  七大悟神我們願意都求你張開我們的耳朵
[00:04:36.000 --> 00:04:36.880]  打開我們的心
[00:04:36.880 --> 00:04:38.960]  我們願意去聆聽你的話語
[00:04:38.960 --> 00:04:41.640]  主要我們都真的在這個時代裡面
[00:04:41.640 --> 00:04:44.640]  我們要去聆聽你的話語都不容易
[00:04:44.640 --> 00:04:46.240]  我們也都很需要你去
[00:04:46.240 --> 00:04:48.280]  真的讓我們去珍惜每一次
[00:04:48.280 --> 00:04:51.240]  你給我們能夠可以聆聽你的話語的時間
[00:04:51.240 --> 00:04:52.560]  願你去保守我們
[00:04:52.560 --> 00:04:55.360]  也都真的要求聖靈去親自去和我們臨在
[00:04:55.360 --> 00:04:58.480]  讓我們真的可以能夠在你的
[00:04:58.480 --> 00:05:02.200]  在這個時間可以聖靈去提醒我們
[00:05:02.200 --> 00:05:05.800]  在從你的話語裡面去幫助我們
[00:05:05.800 --> 00:05:07.040]  我們以上不配的禱告
[00:05:07.040 --> 00:05:08.920]  奉主耶穌基督聖名祈求
[00:05:08.920 --> 00:05:09.840]  阿們
[00:05:09.840 --> 00:05:13.400]  剛才提到
[00:05:13.400 --> 00:05:15.320]  保羅在第八到第九節
[00:05:15.320 --> 00:05:18.320]  他列舉了他自己受困的景況
[00:05:18.320 --> 00:05:22.120]  如果我們再一次去看回這一張的清單
[00:05:22.120 --> 00:05:25.960]  保羅他講到我們處處受困卻不被困住
[00:05:25.960 --> 00:05:28.920]  內心困擾卻沒有絕望
[00:05:28.920 --> 00:05:31.800]  遭受迫害卻不被撇棄
[00:05:31.800 --> 00:05:36.200]  擊倒在地卻不致滅亡
[00:05:36.200 --> 00:05:40.240]  我們見到保羅其實用了四組的對比
[00:05:40.240 --> 00:05:42.960]  來表達他現在的處境
[00:05:42.960 --> 00:05:47.600]  目的是強調他縱然是受苦
[00:05:47.600 --> 00:05:54.160]  但卻沒有被這種苦影響他現在的心境
[00:05:54.160 --> 00:05:56.840]  等一下節目我們還要留意這兩節的經文
[00:05:56.840 --> 00:05:58.880]  其實原文的排列
[00:05:58.880 --> 00:06:04.240]  我們會看到處處是放在第八節的開頭
[00:06:04.240 --> 00:06:06.600]  處處這個副詞
[00:06:06.600 --> 00:06:08.440]  我們可以理解為
[00:06:08.440 --> 00:06:12.640]  在任何時間 在任何的情況
[00:06:12.640 --> 00:06:17.880]  而處處既然放在第八節的開始
[00:06:17.880 --> 00:06:22.080]  即是我們可以將第八到第九節理解為
[00:06:22.080 --> 00:06:24.800]  我們經常受困
[00:06:24.800 --> 00:06:28.440]  我們經常內心困擾
[00:06:28.440 --> 00:06:31.960]  我們經常遭受迫害
[00:06:31.960 --> 00:06:37.440]  我們經常被擊倒在地
[00:06:37.440 --> 00:06:39.400]  講的是保羅
[00:06:39.400 --> 00:06:43.200]  不是說他所面對的苦是一次性這麼簡單
[00:06:43.200 --> 00:06:48.280]  而是持續不斷一個苦難接著一個苦難
[00:06:48.280 --> 00:06:50.120]  這樣壓到他身上
[00:06:50.120 --> 00:06:54.040]  甚至乎可能幾樣的痛苦
[00:06:54.040 --> 00:06:59.080]  同時都發生在保羅身上
[00:06:59.080 --> 00:07:02.200]  而保羅甚至在十一章二十三節
[00:07:02.200 --> 00:07:05.520]  更加有一張更詳細的受苦清單
[00:07:05.520 --> 00:07:09.040]  去告訴他們的讀者群體
[00:07:09.040 --> 00:07:11.600]  他多次被人抓去坐牢
[00:07:11.600 --> 00:07:14.920]  期間亦都受過幾次的鞭打
[00:07:14.920 --> 00:07:18.720]  甚至是面對猶太人五次的鞭打
[00:07:18.720 --> 00:07:22.040]  每四十減一
[00:07:22.040 --> 00:07:24.080]  不單止這樣
[00:07:24.080 --> 00:07:27.400]  在他傳呼音的過程裏面亦都遭遇海難
[00:07:27.400 --> 00:07:31.400]  不是一次 是三次
[00:07:31.400 --> 00:07:33.880]  又遇上強盜
[00:07:33.880 --> 00:07:37.520]  同時間亦都被同族的人排擠
[00:07:37.520 --> 00:07:42.160]  外邦人對他的不友善
[00:07:42.160 --> 00:07:45.000]  還要面對飢寒交迫
[00:07:45.000 --> 00:07:52.560]  以及教會等等的事務所帶來的壓力等等
[00:07:52.560 --> 00:07:55.320]  弟兄姊妹
[00:07:55.320 --> 00:07:58.120]  聽完這張受苦清單
[00:07:58.120 --> 00:08:01.400]  大家有什麼感受
[00:08:01.400 --> 00:08:03.640]  可能在座各位弟兄姊妹覺得
[00:08:03.640 --> 00:08:06.760]  保羅很瘋狂 很瘋狂
[00:08:06.760 --> 00:08:09.400]  傳福音傳成這樣
[00:08:09.400 --> 00:08:12.360]  真心嗎
[00:08:12.360 --> 00:08:15.800]  如果上主要我們傳福音平平安安
[00:08:15.800 --> 00:08:17.440]  沒有遇上任何大事
[00:08:17.440 --> 00:08:21.800]  可能在座各位都會很努力地去做
[00:08:21.800 --> 00:08:26.560]  不過 若然被我們遇上保羅這些遭遇
[00:08:26.560 --> 00:08:30.320]  你猜我們會怎樣去面對
[00:08:30.320 --> 00:08:34.640]  我們會不會跟上主說
[00:08:34.640 --> 00:08:38.800]  主啊 對不起 我退出了
[00:08:38.800 --> 00:08:44.440]  受不了 你讓我講平就算了
[00:08:44.440 --> 00:08:49.200]  這就是我們會不會的心聲
[00:08:49.200 --> 00:08:50.960]  但我們看回保羅
[00:08:50.960 --> 00:08:53.280]  他怎樣去面對他自己的處境
[00:08:53.280 --> 00:08:56.400]  他講到他經常好像被困住
[00:08:56.400 --> 00:08:57.920]  沒有了自由
[00:08:57.920 --> 00:09:01.960]  但他心境仍然沒有被捆綁
[00:09:01.960 --> 00:09:05.840]  他傳福音面對很多不同人的攻擊
[00:09:05.840 --> 00:09:07.240]  令到他很迷失
[00:09:07.240 --> 00:09:09.760]  甚至可能有時候他在想
[00:09:09.760 --> 00:09:11.880]  耶穌呼叫他去傳福音
[00:09:11.880 --> 00:09:13.080]  這個使命
[00:09:13.080 --> 00:09:17.360]  但為何他要落得今時今日這樣的境地
[00:09:17.360 --> 00:09:20.680]  可能他在這種張力之下
[00:09:20.680 --> 00:09:23.800]  他開始迷惑迷惘
[00:09:23.800 --> 00:09:28.680]  甚至思想可能真的有一點混亂的情況
[00:09:28.680 --> 00:09:34.920]  但在種種天氣不似預期的情況下
[00:09:34.920 --> 00:09:38.120]  保羅沒有感到絕望
[00:09:38.120 --> 00:09:40.800]  被人逼迫 被人排擠
[00:09:40.800 --> 00:09:46.320]  他仍然是知道沒有被上主所撇棄
[00:09:46.320 --> 00:09:50.680]  被人鞭打 拉去坐牢
[00:09:50.680 --> 00:09:53.800]  他仍然感恩的是
[00:09:53.800 --> 00:09:57.680]  他沒有被人打死
[00:09:57.680 --> 00:10:01.320]  每一樣的苦難看似很絕望
[00:10:01.320 --> 00:10:08.240]  但保羅卻是用撇筆這兩個字來表達出來
[00:10:08.240 --> 00:10:10.760]  在這些這麼壞的境況
[00:10:10.760 --> 00:10:14.160]  他看見不是自己的苦
[00:10:14.160 --> 00:10:18.840]  他看見是盼望
[00:10:18.840 --> 00:10:21.200]  事實上我們不太明白
[00:10:21.200 --> 00:10:24.720]  保羅為何可以做得這麼豁達
[00:10:24.720 --> 00:10:26.720]  他受了這麼多的苦難
[00:10:26.720 --> 00:10:29.520]  他仍然可以坦然地面對自己的處境
[00:10:29.520 --> 00:10:34.640]  甚至沒有放棄過全副陰
[00:10:34.640 --> 00:10:38.320]  其實鄧小妹 你比起我們
[00:10:38.320 --> 00:10:45.560]  我們會抱持什麼心態去面對這張清單
[00:10:45.560 --> 00:10:48.800]  我們會不會只是把焦點
[00:10:48.800 --> 00:10:52.280]  放在我有多難 我有多苦
[00:10:52.280 --> 00:10:58.800]  又或者我只是困在自己的遭遇之中
[00:10:58.800 --> 00:11:04.720]  鄧小妹 其實這些反應 這些感受
[00:11:04.720 --> 00:11:07.800]  其實很合乎常理
[00:11:07.800 --> 00:11:10.080]  我沒有否定過
[00:11:10.080 --> 00:11:16.120]  因為這也是我們真實所面對的感受和經歷
[00:11:16.120 --> 00:11:18.280]  保羅也是
[00:11:18.280 --> 00:11:21.040]  他被人打 被同族排擠
[00:11:21.040 --> 00:11:24.840]  被哥林多人質疑他使徒身份
[00:11:24.840 --> 00:11:28.640]  甚至嫌棄他
[00:11:28.640 --> 00:11:32.640]  難道保羅他沒有感受嗎
[00:11:32.640 --> 00:11:33.880]  如果是這樣的話
[00:11:33.880 --> 00:11:36.080]  他沒有需要在四章八到九節
[00:11:36.080 --> 00:11:39.400]  去提到他自己的困境
[00:11:39.400 --> 00:11:44.960]  我們知道保羅其實他不是超人
[00:11:44.960 --> 00:11:47.040]  但是在困境裡面
[00:11:47.040 --> 00:11:49.920]  他卻是看見一樣東西
[00:11:49.920 --> 00:11:51.560]  而這一樣東西
[00:11:51.560 --> 00:11:55.960]  會不會是當我們為福音受苦的過程
[00:11:55.960 --> 00:12:00.320]  所欠缺的東西
[00:12:00.320 --> 00:12:01.760]  在四章七節
[00:12:01.760 --> 00:12:04.640]  保羅他講到我們有者寶貝的雅氣
[00:12:04.640 --> 00:12:06.600]  有者寶貝放在雅氣裡
[00:12:06.600 --> 00:12:08.920]  為要顯明信者莫大的能力
[00:12:08.920 --> 00:12:10.320]  是出於上帝
[00:12:10.320 --> 00:12:13.160]  不是出於我們
[00:12:13.160 --> 00:12:17.200]  保羅明白他所遭遇的患難
[00:12:17.200 --> 00:12:23.280]  並不能夠只靠他自己的能力去渡過
[00:12:23.280 --> 00:12:27.280]  而是上主將耶穌基督
[00:12:27.280 --> 00:12:29.840]  放在他的生命裡面
[00:12:29.840 --> 00:12:33.960]  讓他明白他自己現在所遭遇的一切
[00:12:33.960 --> 00:12:36.800]  究竟是什麼一回事
[00:12:36.800 --> 00:12:38.720]  在四章七節
[00:12:38.720 --> 00:12:41.480]  保羅他用雅氣來比喻他自己
[00:12:41.480 --> 00:12:44.800]  和他的宣教團隊
[00:12:44.800 --> 00:12:49.880]  雅氣和金屬器皿不同
[00:12:49.880 --> 00:12:53.440]  雅氣本身就是一種很廉價
[00:12:53.440 --> 00:12:56.680]  一打就碎的器皿
[00:12:56.680 --> 00:13:04.680]  是當時古代家庭最普通最普通不過的一個載具
[00:13:04.680 --> 00:13:08.600]  但是上主卻是將最珍貴的寶物
[00:13:08.600 --> 00:13:15.600]  放在這個又廉價又易碎的雅氣身上
[00:13:15.600 --> 00:13:21.280]  保羅明白人本身就是何其脆弱
[00:13:21.280 --> 00:13:25.320]  人會被毒打到致死
[00:13:25.320 --> 00:13:29.720]  亦會被利器割傷流血
[00:13:29.720 --> 00:13:33.440]  甚至隨著時間的增長
[00:13:33.440 --> 00:13:37.360]  身體一天一天地咬壞
[00:13:37.360 --> 00:13:42.000]  慢慢慢慢步向肉身的死亡
[00:13:42.000 --> 00:13:45.880]  然而上主卻不是將這麼珍貴的寶物
[00:13:45.880 --> 00:13:48.960]  耶穌基督放在這個金器雅氣
[00:13:48.960 --> 00:13:55.600]  這些不容易咬壞又珍貴又堅硬的器皿上面
[00:13:55.600 --> 00:14:00.520]  反而放在一個雅氣身上
[00:14:00.520 --> 00:14:06.640]  目的是要顯出上主莫大的能力
[00:14:06.640 --> 00:14:10.960]  這種能力就是四章十四節保羅所說
[00:14:10.960 --> 00:14:14.160]  那使主耶穌復活的
[00:14:14.160 --> 00:14:20.120]  也必使我們與耶穌一同復活
[00:14:20.120 --> 00:14:26.640]  保羅看見並不是只是將焦點放在自己
[00:14:26.640 --> 00:14:29.080]  他現在有多苦
[00:14:29.080 --> 00:14:34.200]  而是放在將來復活的盼望
[00:14:34.200 --> 00:14:38.120]  若然不是保羅在大馬士革
[00:14:38.120 --> 00:14:41.160]  遇見復活的基督
[00:14:41.160 --> 00:14:46.600]  他亦都可能一步一步地身體步向滅亡
[00:14:46.600 --> 00:14:51.240]  這個復活盼望亦都不會臨到他身上
[00:14:51.240 --> 00:14:55.040]  所以他知道他自己曾經經歷過黑暗
[00:14:55.040 --> 00:14:59.800]  然後被醫治看見光明
[00:14:59.800 --> 00:15:06.920]  他知道這一份被上主拯救的經歷是何其真實
[00:15:06.920 --> 00:15:10.680]  這份真實讓他知道
[00:15:10.680 --> 00:15:15.160]  他從來沒有被上主所丟棄
[00:15:15.160 --> 00:15:19.120]  以致他仍然現在面對著不同的苦
[00:15:19.120 --> 00:15:25.040]  卻仍然能夠坦然面對自己的處境
[00:15:25.040 --> 00:15:28.800]  這種並不是阿Q精神
[00:15:28.800 --> 00:15:37.280]  而是他實實在在經歷被上主所擁抱所愛
[00:15:37.280 --> 00:15:39.280]  保羅他明白
[00:15:39.280 --> 00:15:43.640]  他受苦的是因為福音而帶來
[00:15:43.640 --> 00:15:46.760]  他在四章十一節他裏面提到
[00:15:46.760 --> 00:15:51.720]  我們這活著的人常為耶穌被置於死地
[00:15:51.720 --> 00:15:58.360]  使耶穌的生命在我們必死的人身上顯明出來
[00:15:58.360 --> 00:16:03.000]  這一句話反映保羅的第二個體見
[00:16:03.000 --> 00:16:06.640]  就是作為使徒作為基督的追隨者
[00:16:06.640 --> 00:16:12.440]  必然要為著福音的緣故而經歷受苦
[00:16:12.440 --> 00:16:13.920]  其實對於我們在座各位
[00:16:13.920 --> 00:16:16.480]  每一個基督徒來說不難理解
[00:16:16.480 --> 00:16:22.280]  亦都很清楚作為基督徒是要為福音受苦
[00:16:22.280 --> 00:16:25.680]  不過想想
[00:16:25.680 --> 00:16:34.920]  我們何時有為福音擺上這個代價
[00:16:34.920 --> 00:16:38.600]  近日很流行的城寨熱
[00:16:38.600 --> 00:16:44.040]  其實當時的九龍城寨裏面有個宣教士叫潘靈卓
[00:16:44.040 --> 00:16:50.440]  他在一九六六年由他的國家去日本的期間經過香港
[00:16:50.440 --> 00:16:52.760]  他在香港逗留的時候
[00:16:52.760 --> 00:16:56.600]  他進了這個三不管的九龍城寨
[00:16:56.600 --> 00:16:57.880]  他進去的時候
[00:16:57.880 --> 00:17:01.560]  上主讓他看見九龍城寨的需要
[00:17:01.560 --> 00:17:04.880]  甚至成為他的異象
[00:17:04.880 --> 00:17:08.040]  他決心留在這個三不管的地方
[00:17:08.040 --> 00:17:10.880]  去服侍城寨的居民
[00:17:10.880 --> 00:17:15.320]  潘卓靈宣教士在城寨服侍頭四年
[00:17:15.320 --> 00:17:19.920]  他都被黑幫暗中監視了四年
[00:17:19.920 --> 00:17:26.640]  他亦都試過被人破壞他所設立的青年中心
[00:17:26.640 --> 00:17:30.040]  但他仍然很愛城寨裏面的居民
[00:17:30.040 --> 00:17:33.440]  他仍然願意衛生在這個地方
[00:17:33.440 --> 00:17:36.760]  縱然衛生環境惡劣
[00:17:36.760 --> 00:17:38.680]  治安不良好
[00:17:38.680 --> 00:17:41.040]  生命受到威脅
[00:17:41.040 --> 00:17:47.960]  他仍然用耶穌的愛去幫助這班城寨居民
[00:17:47.960 --> 00:17:50.280]  潘卓靈宣教士他的故事
[00:17:50.280 --> 00:17:54.040]  只不過是眾多的宣教士的冰山一角
[00:17:54.040 --> 00:17:56.720]  世界上仍然有很多不同的宣教士
[00:17:56.720 --> 00:18:02.880]  他是願意為基督擺上自己的生命
[00:18:02.880 --> 00:18:07.520]  或者對於在座各位的弟兄姊妹
[00:18:07.520 --> 00:18:09.280]  你聽完後
[00:18:09.280 --> 00:18:12.640]  你仍然都會問一個問題
[00:18:12.640 --> 00:18:18.000]  關我什麼事
[00:18:18.000 --> 00:18:23.160]  我想說的即使我們不是宣教士
[00:18:23.160 --> 00:18:27.000]  我們每一個基督徒都要為耶穌去受苦
[00:18:27.000 --> 00:18:31.360]  包括我們回來這個教會裏面
[00:18:31.360 --> 00:18:34.640]  我們要放下我們作為在公司
[00:18:34.640 --> 00:18:39.080]  在家裏 老闆 主任
[00:18:39.080 --> 00:18:42.200]  爸爸媽媽的身份
[00:18:42.200 --> 00:18:45.640]  成為這間教會
[00:18:45.640 --> 00:18:50.800]  成為這個世界眾人的奴隸
[00:18:50.800 --> 00:18:55.160]  而不是我們帶著這個公司裏面的身份
[00:18:55.160 --> 00:18:56.600]  高高在上
[00:18:56.600 --> 00:19:00.400]  回來這個禮拜堂
[00:19:00.400 --> 00:19:05.120]  耶穌他仍然都是於尊降貴進入這個世界
[00:19:05.120 --> 00:19:07.400]  去放下他作為神
[00:19:07.400 --> 00:19:10.800]  作為上主愛子的身份
[00:19:10.800 --> 00:19:15.040]  去成為這個世界的奴隸
[00:19:15.040 --> 00:19:19.600]  很多事情都是耶穌自己親力親為地去做
[00:19:19.600 --> 00:19:23.280]  而不是叫一班門徒你們去做
[00:19:23.280 --> 00:19:26.720]  耶穌自己翹起雙手
[00:19:26.720 --> 00:19:33.240]  耶穌自己成為那個主動放下尊貴身份
[00:19:33.240 --> 00:19:35.680]  成為眾人奴隸
[00:19:35.680 --> 00:19:39.560]  承擔苦難的母犯
[00:19:39.560 --> 00:19:42.320]  這個也都是保羅說到
[00:19:42.320 --> 00:19:47.320]  我們這活著的人常為耶穌被置於死地
[00:19:47.320 --> 00:19:48.960]  這句說話就是
[00:19:48.960 --> 00:19:55.040]  我們要主動放棄社會上的地位面子
[00:19:55.040 --> 00:19:59.640]  將這些地位面子釘上十字架
[00:19:59.640 --> 00:20:03.640]  主動成為別人的奴隸
[00:20:03.640 --> 00:20:09.800]  為福音將自己所看重的事丟棄
[00:20:09.800 --> 00:20:12.400]  將自己的生命豁出去
[00:20:12.400 --> 00:20:16.760]  哪怕要我們走進一些骯髒的地方去服侍
[00:20:16.760 --> 00:20:23.520]  哪怕我們可能會弄髒我們身上所穿的衣服
[00:20:23.520 --> 00:20:27.640]  去為別人洗腳
[00:20:27.640 --> 00:20:33.280]  我們願意為福音去忍受
[00:20:33.280 --> 00:20:39.880]  我們要主動釘死這些一文不值的價值觀
[00:20:39.880 --> 00:20:47.440]  這些都是我們能夠為福音所能承受的苦
[00:20:47.440 --> 00:20:48.800]  作為基督的追隨者
[00:20:48.800 --> 00:20:53.120]  我們無可避免要遇上基督所遇上的苦難
[00:20:53.120 --> 00:20:56.240]  保羅知道他正在參與基督的苦
[00:20:56.240 --> 00:21:00.720]  而事實上我們從信耶穌那一刻
[00:21:00.720 --> 00:21:04.360]  我們就是要為福音受苦
[00:21:04.360 --> 00:21:09.880]  我們受苦其實都是參與福音的苦
[00:21:09.880 --> 00:21:14.520]  參與基督的苦
[00:21:14.520 --> 00:21:19.160]  當然作為基督徒是否只是停在受苦呢
[00:21:19.160 --> 00:21:24.560]  我們都知道基督受苦之後復活得榮耀
[00:21:24.560 --> 00:21:29.080]  保羅從基督的經歷去看見這個真實的將來
[00:21:29.080 --> 00:21:35.640]  以致他看見現在他所受的苦只是短暫輕微
[00:21:35.640 --> 00:21:44.240]  但這種的苦卻是令他邁向極重無比永遠的榮耀
[00:21:44.240 --> 00:21:48.760]  保羅的目光不是放棄現今的苦
[00:21:48.760 --> 00:21:52.240]  而是將來真實的盼望
[00:21:52.240 --> 00:21:55.360]  因為他知道肉身所經歷的
[00:21:55.360 --> 00:22:00.640]  他所看見的苦只是暫時的
[00:22:00.640 --> 00:22:03.920]  將來現在看不見的盼望
[00:22:03.920 --> 00:22:05.480]  與主一同復活
[00:22:05.480 --> 00:22:07.040]  那個才是真實
[00:22:07.040 --> 00:22:10.080]  那個才是永遠
[00:22:10.080 --> 00:22:14.680]  保羅看得見不是保羅有多厲害
[00:22:14.680 --> 00:22:18.920]  而是他遇上基督之後
[00:22:18.920 --> 00:22:23.000]  他經歷上主透過基督
[00:22:23.000 --> 00:22:27.600]  讓他從黑暗去看見光明
[00:22:27.600 --> 00:22:31.800]  他真正看見福音是怎樣一回事
[00:22:31.800 --> 00:22:38.400]  福音不是只有享樂而不需要受苦
[00:22:38.400 --> 00:22:45.920]  福音也不是只有受苦而沒有恩典和喜樂
[00:22:45.920 --> 00:22:50.000]  福音就是一種苦中的經歷
[00:22:50.000 --> 00:22:52.800]  去經歷上主的拯救
[00:22:52.800 --> 00:22:56.720]  從而將這個被上主拯救的經歷
[00:22:56.720 --> 00:23:00.280]  轉化成為一種經驗
[00:23:00.280 --> 00:23:04.160]  讓我們在每一次受苦的經歷裡面
[00:23:04.160 --> 00:23:09.880]  不單單只是將焦點放在自己有多苦
[00:23:09.880 --> 00:23:12.800]  而是透過一次又一次
[00:23:12.800 --> 00:23:15.920]  被上主拯救的經驗裡面
[00:23:15.920 --> 00:23:19.000]  讓我們一次又一次
[00:23:19.000 --> 00:23:23.640]  向上主投放更大的信心
[00:23:23.640 --> 00:23:28.680]  透過過去被上主拯救的經歷 經驗
[00:23:28.680 --> 00:23:34.440]  我們仍然相信上主從來都沒有丟棄過我們
[00:23:34.440 --> 00:23:43.560]  我們相信上主一步一步地帶我們向前走
[00:23:43.560 --> 00:23:46.400]  對於在座各位弟兄姊妹
[00:23:46.400 --> 00:23:49.440]  可能未必想像到自己會因為福音
[00:23:49.440 --> 00:23:52.480]  要受些什麼苦和痛
[00:23:52.480 --> 00:23:55.440]  但我們仍然要知道我們為著福音的緣故
[00:23:55.440 --> 00:23:59.160]  可能真的會面對別人的誤解
[00:23:59.160 --> 00:24:03.040]  甚至被羞辱
[00:24:03.040 --> 00:24:05.960]  我還記得我入讀神學的時候
[00:24:05.960 --> 00:24:07.720]  我不是一帆風順
[00:24:07.720 --> 00:24:09.600]  我試過在實習裡頭
[00:24:09.600 --> 00:24:13.240]  遇上一些不愉快的經歷
[00:24:13.240 --> 00:24:16.600]  而這些經歷不是一次半次
[00:24:16.600 --> 00:24:22.440]  而是持續不斷地被人挑戰 質疑
[00:24:22.440 --> 00:24:25.760]  以及當時疫情
[00:24:25.760 --> 00:24:29.760]  再加上自己所發生的事
[00:24:29.760 --> 00:24:34.320]  以及學院的一些事情
[00:24:34.320 --> 00:24:40.040]  當時令到我情緒其實是壓力爆煲
[00:24:40.040 --> 00:24:42.720]  很不想見人
[00:24:42.720 --> 00:24:48.040]  很不想跟其他人分享
[00:24:48.040 --> 00:24:51.640]  覺得自己很孤單
[00:24:51.640 --> 00:24:53.360]  我入學之前其實我明白
[00:24:53.360 --> 00:24:58.280]  做牧者是真的會面對孤獨
[00:24:58.280 --> 00:25:03.160]  很多事情都是要自己去面對
[00:25:03.160 --> 00:25:11.760]  但當我身處那一段時間
[00:25:11.760 --> 00:25:13.960]  我心裡想
[00:25:13.960 --> 00:25:16.800]  上主不是吧
[00:25:16.800 --> 00:25:19.360]  這麼快的
[00:25:19.360 --> 00:25:20.280]  我受不了
[00:25:20.280 --> 00:25:23.800]  接不住這個球
