
[00:00:00.000 --> 00:00:04.360]  2024年的奧林匹克運動會,大家都知道結束了
[00:07:10.120 --> 00:07:13.240]  我想大家看看,保羅在這裡的勸命是什麼?
[00:07:13.240 --> 00:07:16.280]  無要傳道,得時不得時都要傳
[00:07:16.280 --> 00:07:21.360]  我想問大家,這句說話對你的意思深不深遠?
[00:07:21.360 --> 00:07:23.760]  關不關你的事?
[00:07:23.760 --> 00:07:29.160]  有些人可能說,牧師,不關我的事,我都不是傳道人
[00:07:29.160 --> 00:07:33.320]  我又不是提摩泰,我沒有領受到這個牧者的積分
[00:07:33.320 --> 00:07:39.720]  這句說話對一些傳道人,對牧者有意思,對我的普羅的信徒
[00:07:40.120 --> 00:07:41.440]  關係不大
[00:07:41.440 --> 00:07:43.800]  大家是不是這樣想的?
[00:07:43.800 --> 00:07:49.360]  大家對這兩節的經文的感受是不是不太關我的事?
[00:07:49.360 --> 00:07:56.600]  我想大家覺得不關你的事之前,認真再看清楚這兩節的經文
[00:07:56.600 --> 00:07:58.680]  是不是真的跟我們沒有關係呢?
[00:07:58.680 --> 00:08:04.240]  我想從兩個角度來看這兩節的說話
[00:08:04.240 --> 00:08:07.560]  第一,跟主耶穌給我們的大使命
[00:08:08.000 --> 00:08:13.200]  第二,跟神給我們個別信徒的使命
[00:08:13.200 --> 00:08:18.000]  從這兩個角度來看,在主耶穌將要升天之前
[00:08:18.000 --> 00:08:19.960]  馬蹄福音有這樣的記載
[00:08:19.960 --> 00:08:23.360]  主耶穌就跟他的門徒說,你們要去做什麼?
[00:08:23.360 --> 00:08:28.520]  使萬民作我的門徒,奉父子聖靈的名,給他們施洗
[00:08:28.520 --> 00:08:30.320]  就是說什麼?
[00:08:30.320 --> 00:08:35.920]  就是說傳福音是每一個基督徒的責任
[00:08:37.200 --> 00:08:42.680]  當然,傳福音這個事工,可以是很多方面的事工
[00:08:42.680 --> 00:08:44.880]  不只是傳福音這麼簡單
[00:08:44.880 --> 00:08:47.680]  如果我們要分的時候,傳福音這個大使命
[00:08:47.680 --> 00:08:51.400]  其實有很多不同的侍奉崗位
[00:08:51.400 --> 00:08:55.560]  有些人好像保羅提波大那樣,走到最前線來傳福音
[00:08:55.560 --> 00:08:59.200]  也有其他可以參與的地方
[00:08:59.200 --> 00:08:59.760]  例如什麼?
[00:08:59.760 --> 00:09:07.120]  金錢、禱告、行政、策劃、聯絡、文宣、教育、培訓
[00:09:07.120 --> 00:09:10.200]  如果你要再細分這個大使命的工作的時候
[00:09:10.200 --> 00:09:14.520]  有很多的侍奉崗位,我們每一個的個別信徒是可以參與的
[00:09:14.520 --> 00:09:18.360]  很明顯,保羅和提摩太
[00:09:18.360 --> 00:09:23.280]  很清楚就是神安放他們在最前線那裡做傳福音
[00:09:23.280 --> 00:09:25.760]  或者教會牧養領導的角色
[00:09:25.760 --> 00:09:32.440]  也許神不會放我們每一個人在同一個位置來參與這個大使命
[00:09:33.800 --> 00:09:39.240]  不過問題就是說,大家知不知道我們在這個大使命裡面
[00:09:39.240 --> 00:09:40.440]  我們的角色是什麼?
[00:09:40.440 --> 00:09:44.920]  大家從來沒有想過,神想你做些什麼?
[00:09:44.920 --> 00:09:48.880]  你知不知道神想你做些什麼?
[00:09:48.880 --> 00:09:51.480]  聽清楚了嗎?
[00:09:51.480 --> 00:09:54.360]  當我這樣問的時候,其實背後有一個假設
[00:09:54.360 --> 00:10:00.880]  假設就是神必定對每一個信徒都有一個使命
[00:10:00.880 --> 00:10:03.080]  是不是?
[00:10:03.960 --> 00:10:05.880]  你也在神面前有沒有領受這個使命?
[00:10:05.880 --> 00:10:09.880]  是不是真的每一個信徒必定有使命的呢?
[00:10:09.880 --> 00:10:11.880]  我們看幾節經文吧
[00:10:11.880 --> 00:10:18.240]  保羅說,恩賜緣有分別,聖靈卻是一位
[00:10:18.240 --> 00:10:21.840]  有些人蒙聖靈像他智慧的言語
[00:10:21.840 --> 00:10:23.840]  有些人就有知識的言語
[00:10:23.840 --> 00:10:25.440]  有些人像他有信心
[00:10:25.440 --> 00:10:27.600]  有些人像他有醫病的恩賜
[00:10:27.600 --> 00:10:33.000]  有行義能、有造先知、有辨別諸靈、有說謊言、有番謊言
[00:10:33.560 --> 00:10:35.680]  種種不同的恩賜
[00:10:35.680 --> 00:10:40.680]  但是都是聖靈隨己而分給各人的
[00:10:40.680 --> 00:10:44.960]  我們每一個人在聖靈面前都是領有恩賜
[00:10:44.960 --> 00:10:49.160]  接著另一個使徒,使徒彼得這樣說
[00:10:49.160 --> 00:10:52.800]  各人要照所得的恩賜彼此服侍
[00:10:52.800 --> 00:10:55.000]  作神百般恩賜的好管家
[00:10:55.000 --> 00:10:59.360]  按照神所賜的力量來服侍
[00:10:59.920 --> 00:11:05.800]  叫神在凡事上因爲耶穌基督得榮耀
[00:11:05.800 --> 00:11:08.480]  看不看得到?
[00:11:08.480 --> 00:11:14.320]  如果我們真心相信耶穌基督的時候
[00:11:14.320 --> 00:11:16.600]  我們聖經的英文就說我們必從
[00:11:16.600 --> 00:11:21.400]  神得著聖靈住在我們心裏面
[00:11:21.400 --> 00:11:24.160]  當聖靈居住在我們心裏面的時候
[00:11:24.160 --> 00:11:27.080]  我們就會從聖靈領受屬靈的恩賜
[00:11:27.080 --> 00:11:29.040]  當我們屬靈的恩賜
[00:11:29.040 --> 00:11:31.040]  從聖靈接收了之後
[00:11:31.040 --> 00:11:32.840]  我們要做些什麼?
[00:11:32.840 --> 00:11:38.240]  從聖靈領到聖靈的恩賜很寶貴的
[00:11:38.240 --> 00:11:40.560]  對於寶貴的東西你會怎樣?
[00:11:40.560 --> 00:11:42.680]  當然是放在保險箱
[00:11:42.680 --> 00:11:45.440]  不然不見了怎麼辦?
[00:11:45.440 --> 00:11:47.200]  對不起
[00:11:47.200 --> 00:11:51.960]  當我們在聖靈領受屬靈的恩賜的時候
[00:11:51.960 --> 00:11:53.480]  我們不是放在保險箱
[00:11:53.480 --> 00:11:54.280]  爲什麽?
[00:11:54.280 --> 00:11:57.640]  神給我們的恩賜必有祂的原因
[00:11:57.640 --> 00:11:58.960]  原因是什麽?
[00:11:58.960 --> 00:12:01.560]  原因就是我們要運用我們的恩賜
[00:12:01.560 --> 00:12:05.160]  在建立神的家、神的國度
[00:12:05.160 --> 00:12:06.480]  服侍弟兄姊妹
[00:12:06.480 --> 00:12:09.640]  將福音廣傳去服侍我們這個世代
[00:12:09.640 --> 00:12:11.720]  這個就是我們領受屬靈的恩賜
[00:12:11.720 --> 00:12:16.320]  一個很重要從神而來的屬靈責任
[00:12:16.320 --> 00:12:18.720]  不止一次
[00:12:18.720 --> 00:12:26.920]  保羅用跑道上的賽跑來形容人生
[00:12:27.600 --> 00:12:33.600]  人生活在世上就好像一個運動場上的賽跑一樣
[00:12:33.600 --> 00:12:36.200]  不過接下來這幾節的經文
[00:12:36.200 --> 00:12:38.400]  保羅更進一步告訴我們
[00:12:38.400 --> 00:12:40.520]  這個不只是一個普通的賽事
[00:12:40.520 --> 00:12:43.120]  而是一個障礙賽
[00:12:43.120 --> 00:12:44.640]  在這個障礙賽上
[00:12:44.640 --> 00:12:47.640]  有很多的挑戰、困難、障礙
[00:12:47.640 --> 00:12:49.960]  不斷地加入在我們的賽道上
[00:12:49.960 --> 00:12:50.760]  爲了什麽?
[00:12:50.760 --> 00:12:54.280]  爲了要我們跌倒、失腳
[00:12:54.280 --> 00:12:56.120]  甚至一腳踢我們出跑道
[00:12:56.800 --> 00:12:57.840]  誰這麽做?
[00:12:57.840 --> 00:12:59.680]  撒旦
[00:12:59.680 --> 00:13:00.760]  對不對?
[00:13:00.760 --> 00:13:04.800]  所以保羅在提醒提摩太
[00:13:04.800 --> 00:13:06.680]  你一定要有心理準備
[00:13:06.680 --> 00:13:08.200]  要面對這些障礙
[00:13:08.200 --> 00:13:09.840]  面對這些挑戰、困難
[00:13:09.840 --> 00:13:11.640]  甚至是痛苦苦難
[00:13:11.640 --> 00:13:13.120]  有些什麽?
[00:13:13.120 --> 00:13:14.720]  有些什麽挑戰?
[00:13:14.720 --> 00:13:16.240]  有些什麽困難?
[00:13:16.240 --> 00:13:20.280]  大家都知道提摩太的使命是什麽
[00:13:20.280 --> 00:13:23.480]  提摩太的使命就是要廣傳福音
[00:13:23.480 --> 00:13:26.240]  建立牧養教會
[00:13:26.240 --> 00:13:28.040]  所以對提摩太來說
[00:13:28.040 --> 00:13:32.000]  這個障礙很明顯是關乎神的話語
[00:13:32.000 --> 00:13:34.640]  神的福音
[00:13:34.640 --> 00:13:38.680]  所以當時提摩太要面對的是什麽?
[00:13:38.680 --> 00:13:39.640]  假的福音
[00:13:39.640 --> 00:13:41.840]  似是而非的教導
[00:13:41.840 --> 00:13:43.000]  還有什麽?
[00:13:43.000 --> 00:13:49.000]  還有滿足情慾的世上的道理
[00:13:49.000 --> 00:13:50.440]  對不對?
[00:13:50.440 --> 00:13:53.920]  什麽叫做滿足情慾的世上道理?
[00:13:53.920 --> 00:13:57.840]  大家知道我最近去了中國旅遊兩個星期
[00:13:57.840 --> 00:14:02.680]  其中一個景點就是四川的鵝眉山
[00:14:02.680 --> 00:14:05.280]  我去之前知道鵝眉山有很多佛廟
[00:14:05.280 --> 00:14:08.040]  不過我想看看那些風景而已
[00:14:08.040 --> 00:14:11.800]  想著我怎麽都可以拍到那麽宏偉的自然景色
[00:14:11.800 --> 00:14:14.200]  怎麽都可以拍到那些風景照
[00:14:14.200 --> 00:14:15.600]  怎麽知道不是
[00:14:15.600 --> 00:14:18.320]  上到東南西北的各個角度都是廟宇
[00:14:18.320 --> 00:14:23.520]  都是那些信徒拿著香的四維去參拜
[00:14:24.720 --> 00:14:26.160]  真的沒想過這麽多
[00:14:26.160 --> 00:14:27.440]  這麽多廟宇
[00:14:27.440 --> 00:14:31.200]  我去到最高的那個位置叫做金頂
[00:14:31.200 --> 00:14:35.280]  金頂的時候我看到很多人給錢去買香
[00:14:35.280 --> 00:14:36.400]  裝香
[00:14:36.400 --> 00:14:39.360]  然後就買那些祈福的袋
[00:14:39.360 --> 00:14:41.920]  不知什麽密密的去買
[00:14:41.920 --> 00:14:45.320]  走過一個很大很大的金像
[00:14:45.320 --> 00:14:47.040]  不知道是不是真的金的
[00:14:47.040 --> 00:14:47.920]  很大的金像
[00:14:47.920 --> 00:14:49.440]  很大很大的
[00:14:52.000 --> 00:14:57.440]  這個金像它腳下面有很多一瓶一瓶的東西圍著它
[00:14:57.440 --> 00:15:00.320]  大概是這樣的
[00:15:00.320 --> 00:15:01.320]  我沒有拍到那個佛
[00:15:01.320 --> 00:15:03.200]  所有佛我都不拍
[00:15:03.200 --> 00:15:04.480]  但是我拍了這張照片
[00:15:04.480 --> 00:15:07.360]  大家看不看到下面那些一瓶一瓶的東西
[00:15:07.360 --> 00:15:08.480]  你猜是什麽來的
[00:15:08.480 --> 00:15:11.840]  那些一瓶一瓶的東西
[00:15:11.840 --> 00:15:15.040]  就是讓那些人擺一些香油
[00:15:15.040 --> 00:15:16.440]  不知擺什麽進去
[00:15:16.440 --> 00:15:17.720]  擺進去
[00:15:17.720 --> 00:15:23.320]  去得到佛祖的次福
[00:15:23.320 --> 00:15:24.840]  你知道我擺的
[00:15:24.840 --> 00:15:28.640]  我立刻去問那些人
[00:15:28.640 --> 00:15:32.440]  多少錢可以擺一些東西進去
[00:15:32.440 --> 00:15:33.840]  你猜多少錢
[00:15:33.840 --> 00:15:34.680]  不同的價錢
[00:15:34.680 --> 00:15:35.600]  有不同的尺寸
[00:15:35.600 --> 00:15:37.160]  不同的位置
[00:15:37.160 --> 00:15:38.800]  不同的長短
[00:15:38.800 --> 00:15:40.080]  我就問
[00:15:40.080 --> 00:15:40.840]  那一年吧
[00:15:40.840 --> 00:15:42.440]  一年我擺一個要給多少錢
[00:15:42.440 --> 00:15:44.080]  大哥你猜多少錢
[00:15:44.080 --> 00:15:45.000]  一年
[00:15:45.000 --> 00:15:48.280]  一個小瓶子
[00:15:48.280 --> 00:15:50.880]  六千六百元人民幣
[00:15:50.880 --> 00:15:53.200]  六千六百元人民幣
[00:15:53.200 --> 00:15:55.440]  一年
[00:15:55.440 --> 00:15:56.560]  那我說
[00:15:56.560 --> 00:15:58.960]  你給不了那麽多不要緊
[00:15:58.960 --> 00:16:00.920]  有些最少三個小時
[00:16:00.920 --> 00:16:01.920]  你可以擺三個小時
[00:16:01.920 --> 00:16:04.840]  一百多元而已
[00:16:04.840 --> 00:16:06.280]  有幾個小時
[00:16:06.280 --> 00:16:07.080]  一天
[00:16:07.080 --> 00:16:07.680]  幾天
[00:16:07.680 --> 00:16:08.400]  一個星期
[00:16:08.400 --> 00:16:09.040]  一個月
[00:16:09.040 --> 00:16:09.800]  一年
[00:16:09.800 --> 00:16:10.600]  永遠
[00:16:10.600 --> 00:16:11.360]  不同的尺寸
[00:16:11.360 --> 00:16:12.920]  不同的位置
[00:16:12.920 --> 00:16:14.560]  我算一算這筆帳
[00:16:14.560 --> 00:16:18.680]  很厲害
[00:16:18.680 --> 00:16:19.880]  不過想大家留意
[00:16:19.880 --> 00:16:21.240]  我並不是在嘗試
[00:16:21.240 --> 00:16:22.280]  他畫一個圖畫
[00:16:22.280 --> 00:16:25.000]  說這個宗教是一個斂財的宗教
[00:16:25.000 --> 00:16:26.000]  我沒有這樣的意思
[00:16:26.000 --> 00:16:28.360]  但是我想大家認真想一想
[00:16:28.360 --> 00:16:31.520]  你給六千六百元的人民幣
[00:16:31.520 --> 00:16:34.160]  就是大概一千四百元到澳幣
[00:16:34.160 --> 00:16:38.120]  你就可以得到一年的佛祖的賜福
[00:16:38.120 --> 00:16:39.440]  很簡單
[00:16:39.440 --> 00:16:40.560]  一千四百元
[00:16:40.560 --> 00:16:42.560]  等於比買一個保險好
[00:16:42.560 --> 00:16:43.560]  買保險也差不多
[00:16:43.560 --> 00:16:47.360]  一千兩百元到澳幣
[00:16:47.360 --> 00:16:48.680]  那想問你
[00:16:48.680 --> 00:16:50.360]  那基督教呢
[00:16:50.360 --> 00:16:53.120]  基督教也是要人奉獻的
[00:16:53.120 --> 00:16:54.600]  弄清楚
[00:16:54.600 --> 00:16:56.480]  請大家一定要弄清楚
[00:16:56.480 --> 00:16:58.680]  當我們把錢放到奉獻箱的時候
[00:16:58.680 --> 00:17:01.640]  我們不是用錢來買神的祝福
[00:17:01.640 --> 00:17:02.560]  如果是的時候
[00:17:02.560 --> 00:17:03.000]  對不起
[00:17:03.000 --> 00:17:04.520]  你是在用佛教的方式
[00:17:04.520 --> 00:17:05.800]  或者用異教的方式
[00:17:05.800 --> 00:17:08.520]  來信耶穌
[00:17:08.520 --> 00:17:12.520]  弄清楚嗎
[00:17:12.520 --> 00:17:13.880]  事實上
[00:17:13.880 --> 00:17:16.840]  神不單止要求基督徒
[00:17:16.840 --> 00:17:19.960]  信他的人奉獻金錢
[00:17:19.960 --> 00:17:21.360]  奉獻金錢的意思是
[00:17:21.360 --> 00:17:26.000]  讓神的家有糧
[00:17:26.000 --> 00:17:27.320]  讓神的家有糧
[00:17:27.320 --> 00:17:30.120]  而不是我們奉獻金錢去買賜福
[00:17:30.120 --> 00:17:35.680]  神不單止要求他的信徒
[00:17:35.680 --> 00:17:36.880]  奉獻金錢
[00:17:36.880 --> 00:17:37.960]  更加是什麼
[00:17:37.960 --> 00:17:42.000]  奉獻我們的生命如同活祭
[00:17:42.000 --> 00:17:46.480]  神也不單止沒有承諾我們
[00:17:46.480 --> 00:17:47.520]  信了耶穌之後
[00:17:47.520 --> 00:17:48.720]  奉獻了金錢之後
[00:17:48.720 --> 00:17:49.880]  我很久以後
[00:17:49.880 --> 00:17:50.920]  就一帆風順
[00:17:50.920 --> 00:17:51.800]  一世無憂
[00:17:51.800 --> 00:17:52.680]  逢凶化吉
[00:17:52.680 --> 00:17:54.720]  百毒不侵
[00:17:54.720 --> 00:17:58.160]  弄清楚神沒有這樣的應許
[00:17:58.160 --> 00:18:01.120]  相反來說
[00:18:01.120 --> 00:18:04.520]  耶穌更加說得清清楚楚
[00:18:04.520 --> 00:18:06.040]  你來跟隨我
[00:18:06.040 --> 00:18:07.400]  你來跟隨我的時候
[00:18:07.400 --> 00:18:08.520]  你要有一個心理準備
[00:18:08.520 --> 00:18:11.480]  你會將被世界所恨惡
[00:18:11.480 --> 00:18:13.640]  你會被世界所逼迫
[00:18:13.640 --> 00:18:14.920]  剛才我們查經的時候
[00:18:14.920 --> 00:18:18.720]  如果我們決定敬乾道日的時候
[00:18:18.720 --> 00:18:24.560]  我們必定會受到這個世界的逼迫
[00:18:24.560 --> 00:18:26.480]  在這樣的對比之下
[00:18:26.480 --> 00:18:28.480]  我想大家認真想想
[00:18:28.480 --> 00:18:29.400]  剛才是佛教
[00:18:29.400 --> 00:18:30.080]  現在是基督教
[00:18:30.080 --> 00:18:30.800]  我說完之後
[00:18:30.800 --> 00:18:32.200]  在這樣的對比之下
[00:18:32.200 --> 00:18:33.680]  如果將基督教和佛教
[00:18:33.680 --> 00:18:35.480]  放在你面前二選一的時候
[00:18:35.480 --> 00:18:39.520]  你會選哪個宗教
[00:18:39.520 --> 00:18:41.320]  說我給一千多元奧幣
[00:18:41.320 --> 00:18:42.440]  給我一年的祝福
[00:18:42.440 --> 00:18:43.200]  做基督徒
[00:18:43.200 --> 00:18:43.880]  給完錢之後
[00:18:43.880 --> 00:18:47.400]  還要隨時要受逼迫
[00:18:47.400 --> 00:18:50.200]  保羅提醒我們
[00:18:50.200 --> 00:18:51.120]  說得很清楚
[00:18:51.120 --> 00:18:54.640]  因為時候要到
[00:18:54.640 --> 00:18:57.120]  人必厭煩純正的真理
[00:18:57.120 --> 00:18:58.320]  以朵發揚
[00:18:58.320 --> 00:19:02.080]  就隨從自己的情慾爭添好色的師傅
[00:19:02.080 --> 00:19:04.880]  並且掩耳不聽真道
[00:19:04.880 --> 00:19:08.320]  偏向荒謬的言語
[00:19:08.320 --> 00:19:11.360]  主耶穌也是同類型的提醒
[00:19:11.360 --> 00:19:13.800]  主耶穌說你們要盡責門
[00:19:13.800 --> 00:19:14.360]  為什麼
[00:19:14.360 --> 00:19:16.480]  因為引進滅亡
[00:19:16.480 --> 00:19:18.440]  那道門是很闊的
[00:19:18.440 --> 00:19:19.200]  路是大的
[00:19:19.200 --> 00:19:20.040]  很容易走的
[00:19:20.040 --> 00:19:22.160]  很多人都是這樣走那條路的
[00:19:22.160 --> 00:19:23.000]  但是
[00:19:23.000 --> 00:19:25.160]  如果你要去永生的話
[00:19:25.160 --> 00:19:26.840]  那門是窄的
[00:19:26.840 --> 00:19:28.840]  路是小的
[00:19:28.840 --> 00:19:32.320]  走著的人也少
[00:19:32.320 --> 00:19:34.640]  除了這個荒謬的言語
[00:19:34.640 --> 00:19:36.760]  或者似是而非的道理之外
[00:19:36.760 --> 00:19:38.680]  保羅也提醒提摩太
[00:19:38.680 --> 00:19:40.320]  有其他不同類型
[00:19:40.320 --> 00:19:41.960]  林林總總的隱有
[00:19:41.960 --> 00:19:42.560]  誘惑
[00:19:42.560 --> 00:19:43.080]  困難
[00:19:43.080 --> 00:19:43.640]  挑戰
[00:19:43.640 --> 00:19:44.200]  逼迫
[00:19:44.200 --> 00:19:44.920]  痛苦
[00:19:44.920 --> 00:19:46.160]  災難
[00:19:46.160 --> 00:19:48.400]  都會出現在我們這個
[00:19:48.400 --> 00:19:50.600]  人生熟練的跑道上
[00:19:50.600 --> 00:19:53.560]  為的就是要我們跌倒
[00:19:53.560 --> 00:19:56.480]  保羅又這樣說
[00:19:56.480 --> 00:19:56.960]  他說
[00:19:56.960 --> 00:20:00.000]  你卻要凡事謹慎
[00:20:00.000 --> 00:20:01.320]  忍受苦難
[00:20:01.320 --> 00:20:03.840]  作全獨的功夫
[00:20:03.840 --> 00:20:06.720]  盡你的積分
[00:20:06.720 --> 00:20:07.480]  剛剛說了
[00:20:07.480 --> 00:20:09.560]  對於大部分來說
[00:20:09.560 --> 00:20:10.440]  我和你
[00:20:10.440 --> 00:20:11.800]  大部分我們的信徒
[00:20:11.800 --> 00:20:13.640]  都不是像提摩太那樣
[00:20:13.640 --> 00:20:15.720]  領有一個全道的使命
[00:20:15.720 --> 00:20:17.400]  是不是?
[00:20:17.400 --> 00:20:18.880]  所以這一句的經文
[00:20:18.880 --> 00:20:20.520]  不要說不關你的事
[00:20:20.520 --> 00:20:21.640]  因為這一句的經文
[00:20:21.640 --> 00:20:23.360]  其實你可以
[00:20:23.360 --> 00:20:26.880]  當你知道了神給你的使命的時候
[00:20:26.880 --> 00:20:28.960]  將它改一改
[00:20:28.960 --> 00:20:29.600]  譬如
[00:20:29.600 --> 00:20:31.640]  你是音樂侍奉
[00:20:31.640 --> 00:20:32.920]  你要改成就是
[00:20:32.920 --> 00:20:35.240]  你卻要凡事謹慎
[00:20:35.240 --> 00:20:36.600]  忍受苦難
[00:20:36.600 --> 00:20:38.400]  作音樂的侍奉
[00:20:38.400 --> 00:20:39.640]  如果你是勸勉的時候
[00:20:39.640 --> 00:20:40.880]  作勸勉的侍奉
[00:20:40.880 --> 00:20:42.360]  或者作教導的侍奉
