
[00:00:00.000 --> 00:00:01.280]  祝兄姊妹平安
[00:04:45.180 --> 00:04:48.200]  就患難啊 痛苦啊 等等等等 都是表明
[00:04:48.200 --> 00:04:50.680]  保羅是在經歷這些的痛苦
[00:04:50.680 --> 00:04:56.400]  那我們如果再看 保羅具體要
[00:04:56.400 --> 00:04:59.220]  經歷哪些痛苦 這裡好像寫得比較
[00:04:59.220 --> 00:05:02.160]  模糊一點 我們從哥林多後書的
[00:05:02.160 --> 00:05:05.140]  另一個地方看一下 其實保羅
[00:05:05.140 --> 00:05:08.300]  到底經歷過哪些的痛苦 我們一起來讀
[00:05:08.300 --> 00:05:11.280]  哥林多後書十一章二十三到三十節
[00:05:11.280 --> 00:05:13.500]  一二三起
[00:05:41.280 --> 00:05:43.280]  三四雨又來殘啊
[00:05:43.280 --> 00:05:47.560]  在深海裡漂了一周一夜
[00:05:47.560 --> 00:05:50.400]  所以我們看到保羅作為神的僕人
[00:05:50.400 --> 00:05:54.200]  他受到很多的苦 首先他就被關進監牢
[00:05:54.200 --> 00:05:57.280]  裡面說到一個很特別的地方 我想跟大家分享一下
[00:05:57.280 --> 00:05:59.960]  就是他被鞭打 但是為什麼是
[00:05:59.960 --> 00:06:03.000]  鞭打四十下減一下 大家數學得很好
[00:06:03.000 --> 00:06:06.740]  大概就是三十九下對不對 那為什麼會這樣做呢
[00:06:06.740 --> 00:06:07.740]  那
[00:06:07.740 --> 00:06:10.860]  原來鞭打他的是用這種九尾鞭
[00:06:10.860 --> 00:06:13.480]  非常的殘忍的一種的刑具
[00:06:13.480 --> 00:06:16.900]  當時猶太人根據摩西的教導
[00:06:16.900 --> 00:06:19.900]  就是如果有人要受懲罰的時候
[00:06:19.900 --> 00:06:22.920]  一定最多只能打四十下
[00:06:22.920 --> 00:06:23.920]  因為按照
[00:06:23.920 --> 00:06:27.520]  當時的律法說 如果超過四十下
[00:06:27.520 --> 00:06:29.760]  就是藐視他的人權
[00:06:29.760 --> 00:06:33.280]  所以當猶太人折打人的時候最多四十下
[00:06:33.280 --> 00:06:35.720]  那為什麼保羅是三十九下呢
[00:06:35.720 --> 00:06:38.840]  還記不記得保羅是一個怎麼樣的身份
[00:06:39.800 --> 00:06:42.800]  他保羅不單是猶太人 而且他是
[00:06:42.800 --> 00:06:46.060]  羅馬公民 所以當時其實是沒有平等的
[00:06:46.060 --> 00:06:48.880]  因為他是羅馬公民的緣故 所以呢
[00:06:48.880 --> 00:06:51.840]  猶太人只能打他三十九下
[00:06:51.840 --> 00:06:55.920]  而且一邊打的時候 旁邊有一個人一邊在數數
[00:06:55.920 --> 00:06:58.760]  打了多少下 直到三十九下的時候
[00:06:58.760 --> 00:07:01.700]  旁邊的人就大聲說 三十九了 停下來了
[00:07:01.700 --> 00:07:04.700]  再打下去不行了 因為要體現保羅
[00:07:04.700 --> 00:07:07.700]  的羅馬人的身份 但是我們
[00:07:07.700 --> 00:07:10.700]  如果看這個鞭子 九尾鞭
[00:07:10.700 --> 00:07:13.980]  他每個鞭的末端呢 都有一些小勾
[00:07:13.980 --> 00:07:17.320]  你想一想 每一下打下去的時候勾出來
[00:07:17.320 --> 00:07:21.460]  我想是血肉 魔骨 非常的疼痛
[00:07:21.460 --> 00:07:25.520]  我想大家都應該很難
[00:07:25.520 --> 00:07:27.200]  體會這種痛苦
[00:07:27.200 --> 00:07:31.240]  但是呢 保羅還繼續說他的痛苦
[00:07:31.240 --> 00:07:33.780]  除了前面的 我們繼續讀二十六節開始的
[00:07:33.780 --> 00:07:35.000]  一二三 請
[00:07:37.700 --> 00:07:38.700]  (字幕翻譯)
[00:07:38.700 --> 00:08:04.900]  那我們在看到這裡有很多的危險 不同的危險
[00:08:04.900 --> 00:08:06.500]  其中講到一個交通的危險
[00:08:06.500 --> 00:08:09.340]  那馬上講到交通的危險 我就想到了
[00:08:09.340 --> 00:08:12.760]  我們當中有位弟兄呢 他每個月都去廣西服侍
[00:08:12.760 --> 00:08:15.740]  那因為講到有錄影的緣故呢 我就不公開他的名字
[00:08:15.740 --> 00:08:18.940]  但是我知道他每一次去廣西
[00:08:18.940 --> 00:08:22.340]  到一些偏僻的村莊去做服侍的時候呢
[00:08:22.340 --> 00:08:25.340]  交通方面的確一點都不
[00:08:25.340 --> 00:08:28.840]  不容易 有時候會錯過一些公交車
[00:08:28.840 --> 00:08:32.040]  其實我還挺擔心一樣事情的時候
[00:08:32.040 --> 00:08:35.000]  如果他錯過這些車 要乘坐一些私人租用的車的時候
[00:08:35.000 --> 00:08:38.000]  如果在內地遇上一些不法份子的時候
[00:08:38.000 --> 00:08:41.000]  其實是挺危險的
[00:08:41.000 --> 00:08:44.000]  如果他們看這位弟兄
[00:08:44.000 --> 00:08:46.980]  一看他是外地人的話 會不會有危險
[00:08:46.980 --> 00:08:50.640]  所以我們常常為這個弟兄去禱告
[00:08:50.640 --> 00:08:53.940]  那我們也回想 保羅當時也是同樣的道理
[00:08:53.940 --> 00:08:54.940]  他
[00:08:54.940 --> 00:08:58.580]  在山腳路上 他還沒有現在這麼多的交通工具
[00:08:58.580 --> 00:09:01.660]  他坐船 或者
[00:09:01.660 --> 00:09:04.620]  行路 走路 所以他遇到很多的危險
[00:09:04.620 --> 00:09:06.100]  遇到很多的危險
[00:09:06.100 --> 00:09:09.700]  甚至有些強盜在路上等著他
[00:09:09.700 --> 00:09:13.440]  但是讓保羅最擔心 最掛心的
[00:09:13.440 --> 00:09:16.440]  不是這些的外在的肉體的軟弱
[00:09:16.440 --> 00:09:19.440]  我們再看下去 最重要的是
[00:09:19.440 --> 00:09:22.340]  這部分 我們一起來讀28節開始
[00:09:35.620 --> 00:09:38.620]  所以我們看到 保羅最讓他掛心 最讓他
[00:09:38.620 --> 00:09:41.620]  難受或受苦的 其實是教會裡面的事情
[00:09:41.620 --> 00:09:44.620]  發生很多的事情
[00:09:44.620 --> 00:09:47.620]  我們可以看到 痛苦 保羅的痛苦來自兩個大的方面
[00:09:47.620 --> 00:09:50.620]  一個是外在的逼迫 一個是
[00:09:50.620 --> 00:09:53.620]  教會內部的紛爭 還有弟兄姊妹生命的問題
[00:09:53.620 --> 00:09:59.620]  外在的逼迫的確對 山腳士是一個很大的
[00:09:59.620 --> 00:10:02.620]  一個困擾
[00:10:02.620 --> 00:10:05.620]  一個不容易的地方
[00:10:05.620 --> 00:10:08.620]  我記得以前我在柏林的時候
[00:10:08.620 --> 00:10:11.620]  見過 聽過一個山腳士的分享
[00:10:11.620 --> 00:10:14.620]  他是在金三角的一個地區做山腳的工作
[00:10:14.620 --> 00:10:17.620]  你知道那邊是很複雜的一個地區
[00:10:17.620 --> 00:10:20.620]  然後呢 他帶了一個小樹民族裡面
[00:10:20.620 --> 00:10:23.620]  給他們傳福音 傳福音的時候他們遇到當地
[00:10:23.620 --> 00:10:26.620]  一個
[00:10:26.620 --> 00:10:29.620]  魔士 怎麼說
[00:10:29.620 --> 00:10:32.620]  巫師 非常好 巫師
[00:10:32.620 --> 00:10:35.620]  見到一個巫師 然後巫師當然是
[00:10:35.620 --> 00:10:38.620]  他自己的一個宗教的一個信仰的背景
[00:10:38.620 --> 00:10:41.620]  然後他知道有一個揪圖
[00:10:41.620 --> 00:10:44.620]  來到我們村莊傳福音 他說不得了
[00:10:44.620 --> 00:10:47.620]  我一定要跟他說 然後那個巫師就跟他談對話
[00:10:47.620 --> 00:10:50.620]  對話過程當中呢 巫師最厲害的就是
[00:10:50.620 --> 00:10:53.620]  下詛咒 然後巫師跟那個
[00:10:53.620 --> 00:10:56.620]  山腳士說 山腳士我跟你說
[00:10:56.620 --> 00:10:59.620]  你現在開這個車過來 那我已經詛咒了
[00:10:59.620 --> 00:11:02.620]  這個車 這個車不能開動 然後呢
[00:11:02.620 --> 00:11:05.620]  接著我也詛咒了你 你三天之內一定會
[00:11:05.620 --> 00:11:08.620]  得一個大病
[00:11:08.620 --> 00:11:11.620]  然後呢 甚至會生命受到威脅
[00:11:11.620 --> 00:11:14.620]  你活不過三天
[00:11:14.620 --> 00:11:17.620]  當然這個巫師就覺得自己的法力很厲害
[00:11:17.620 --> 00:11:20.620]  對不對 那個山腳士在他面前
[00:11:20.620 --> 00:11:23.620]  他沒有很強烈用其他的言語說
[00:11:23.620 --> 00:11:26.620]  他只是跟他說 我覺得
[00:11:26.620 --> 00:11:29.620]  我那個神的能力
[00:11:29.620 --> 00:11:32.620]  比你所拜的偶像的能力大很多
[00:11:32.620 --> 00:11:35.620]  我奉主耶穌的名 讓我的車可以開動
[00:11:35.620 --> 00:11:38.620]  然後我的身體 我相信上帝也會保守
[00:11:38.620 --> 00:11:41.620]  你說三天 我三個月之後
[00:11:41.620 --> 00:11:44.620]  我再用這個車開回這個地方 然後向你見面
[00:11:44.620 --> 00:11:47.620]  我希望到時候再給你傳福音的時候
[00:11:47.620 --> 00:11:50.620]  你會相信
[00:11:50.620 --> 00:11:53.620]  結果什麼事情發生呢 車開動了
[00:11:53.620 --> 00:11:56.620]  他離開了 那個咒詛沒有實現
[00:11:56.620 --> 00:11:59.620]  而三個月之後 的確這個山腳士
[00:11:59.620 --> 00:12:02.620]  是回到了這個地區 然後跟這個巫師
[00:12:02.620 --> 00:12:05.620]  再次的碰面 慢慢慢慢的
[00:12:05.620 --> 00:12:08.620]  這個小村莊有些人就信主了
[00:12:08.620 --> 00:12:12.620]  特別很感恩的是這個巫師竟然信了耶穌
[00:12:12.620 --> 00:12:15.620]  所以很多很特別的事情
[00:12:15.620 --> 00:12:18.620]  在山腳士的時候發生 有些是逼迫
[00:12:18.620 --> 00:12:21.620]  但是神藉著這些逼迫 把它變為一個祝福的事情
[00:12:21.620 --> 00:12:24.620]  那另外有一個 這裡說到
[00:12:24.620 --> 00:12:27.620]  教會內部的一些問題
[00:12:27.620 --> 00:12:30.620]  讓山腳士傳道的人很疲累
[00:12:30.620 --> 00:12:33.620]  的確也是這樣子
[00:12:33.620 --> 00:12:36.620]  聽說有一個牧師 他每個晚上只睡五個小時
[00:12:36.620 --> 00:12:39.620]  但是他說 他的工作還是做不完
[00:12:39.620 --> 00:12:42.620]  你知道 傳道人牧師很容易得
[00:12:42.620 --> 00:12:45.620]  不是很容易啦 是有時候會得憂鬱症
[00:12:45.620 --> 00:12:48.620]  我真的以前服侍的教會 曾經有一個牧師
[00:12:48.620 --> 00:12:51.620]  他壓力非常的大 當然很多原因
[00:12:51.620 --> 00:12:54.620]  然後有一天 有弟兄姊妹就看到他
[00:12:54.620 --> 00:12:57.620]  走在馬路上邊
[00:12:57.620 --> 00:13:00.620]  以前的教會是上萬人的一個教會
[00:13:00.620 --> 00:13:03.620]  他走在大陸馬路的時候 就啪一下倒下了
[00:13:03.620 --> 00:13:06.620]  然後結果要送到醫院 休息了半年
[00:13:06.620 --> 00:13:09.620]  有時候我們知道
[00:13:09.620 --> 00:13:12.620]  不是外在的一個壓迫很強
[00:13:12.620 --> 00:13:15.620]  很強烈的影響人
[00:13:15.620 --> 00:13:18.620]  而是一些內在的 一些人際關係方面
[00:13:18.620 --> 00:13:21.620]  屬靈方面的生命的問題
[00:13:21.620 --> 00:13:24.620]  反而影響傳道人 山腳士的心情
[00:13:24.620 --> 00:13:27.620]  但是面對這些的苦難
[00:13:27.620 --> 00:13:30.620]  這些的苦 保羅卻是用另外
[00:13:30.620 --> 00:13:33.620]  不一樣的態度去面對
[00:13:33.620 --> 00:13:36.620]  重要的不是這些苦難本身
[00:13:36.620 --> 00:13:39.620]  而是怎麼樣看待這些的苦難
[00:13:39.620 --> 00:13:42.620]  保羅怎麼看待
[00:13:42.620 --> 00:13:45.620]  受苦對自己是否有益呢
[00:13:45.620 --> 00:13:48.620]  受苦對別人
[00:13:48.620 --> 00:13:51.620]  對別的弟兄姊妹會不會有益呢
[00:13:51.620 --> 00:13:54.620]  就看受苦是不是對教會是有益處
[00:13:54.620 --> 00:13:57.620]  那首先我們看第一點
[00:13:57.620 --> 00:14:00.620]  受苦對保羅來說 自己是有益處的
[00:14:00.620 --> 00:14:03.620]  我們讀一下這兩節的經文好不好
[00:14:03.620 --> 00:14:24.620]  一二三 請
[00:14:24.620 --> 00:14:27.620]  對 所以我們看到原來在這段經文裡面
[00:14:27.620 --> 00:14:30.620]  我們剛剛說那個患難 苦難
[00:14:30.620 --> 00:14:33.620]  是很多出現 但是
[00:14:33.620 --> 00:14:36.620]  安慰兩個字出現的更多
[00:14:36.620 --> 00:14:39.620]  神藉著這些苦難 痛苦
[00:14:39.620 --> 00:14:42.620]  卻是藉著這些事情來安慰我們
[00:14:42.620 --> 00:14:45.620]  以至於我們得安慰 經歷神的安慰
[00:14:45.620 --> 00:14:48.620]  甚至拉近我們跟神的關係
[00:14:48.620 --> 00:14:51.620]  可以想很多基督徒或者他講
[00:14:51.620 --> 00:14:54.620]  生命的見證的時候 信主見證的時候
[00:14:54.620 --> 00:14:58.620]  都是進入了一個痛苦的時期
[00:14:58.620 --> 00:15:01.620]  然後慢慢的經歷神的恩典
[00:15:01.620 --> 00:15:04.620]  接著被神扭轉他的生命
[00:15:04.620 --> 00:15:07.620]  不一定每個人都是這樣 但是
[00:15:07.620 --> 00:15:10.620]  聽到這見證真的不少
[00:15:10.620 --> 00:15:13.620]  我們再讀下面那段經文
[00:15:13.620 --> 00:15:17.620]  而且斷定自己是必死的
[00:15:17.620 --> 00:15:21.620]  然而這正是要我們不靠自己
[00:15:21.620 --> 00:15:36.620]  (廣東話)
[00:15:36.620 --> 00:15:42.620]  這裡讓我們看到 苦難是讓我們增加跟神的關係
[00:15:42.620 --> 00:15:46.620]  甚至是增加我們的信靠 還有我們對神的盼望
[00:15:46.620 --> 00:15:49.620]  我不知道大家有沒有相類似的經歷
[00:15:49.620 --> 00:15:52.620]  當我們在苦難的當中 我們有時候會問
[00:15:52.620 --> 00:15:55.620]  為什麼 但是在當中經歷完的時候
[00:15:55.620 --> 00:15:58.620]  卻發現神要藉著這些苦難
[00:15:58.620 --> 00:16:01.620]  讓我們的信心跟盼望來增長
[00:16:01.620 --> 00:16:04.620]  去經歷神的安慰
[00:16:04.620 --> 00:16:09.620]  我的太太 下週三就要生產她的女兒
[00:16:09.620 --> 00:16:12.620]  我們的女兒 然後其實我
[00:16:12.620 --> 00:16:15.620]  我現在有個大女兒 但是呢
[00:16:15.620 --> 00:16:18.620]  在2010年的時候 其實我們有第一個小朋友
[00:16:18.620 --> 00:16:21.620]  2010年10月23日
[00:16:21.620 --> 00:16:25.620]  是我人生當中其實很難忘的一天
[00:16:25.620 --> 00:16:29.620]  這一天呢 剛好是我在當時柏林教會呢
[00:16:29.620 --> 00:16:35.620]  去舉行或者舉辦一個學生的迎新聚會
[00:16:35.620 --> 00:16:38.620]  那我負責統籌 在幾個月裡邊
[00:16:38.620 --> 00:16:41.620]  我跟很多的不同的團友
[00:16:41.620 --> 00:16:43.620]  一起在籌備這樣的一個聚會
[00:16:43.620 --> 00:16:46.620]  那我們都很積極的參與在當中
[00:16:46.620 --> 00:16:49.620]  那段時間呢 太太就告訴我一個好消息
[00:16:49.620 --> 00:16:52.620]  她從柏林回到香港
[00:16:52.620 --> 00:16:56.620]  她說 欸 她竟然懷孕了
[00:16:56.620 --> 00:16:58.620]  她竟然懷孕我們的小baby
[00:16:58.620 --> 00:17:00.620]  那我們非常的高興
[00:17:00.620 --> 00:17:05.620]  非常期待這個新生兒的出生
[00:17:05.620 --> 00:17:07.620]  在學生聚會的前一天晚上
[00:17:07.620 --> 00:17:09.620]  我也十分的興奮
[00:17:09.620 --> 00:17:14.620]  因為馬上第二天就要開始去服侍
[00:17:14.620 --> 00:17:17.620]  所以回到家很早就睡覺了
[00:17:17.620 --> 00:17:20.620]  但是凌晨三點多的時候
[00:17:20.620 --> 00:17:24.620]  就是離這個聚會不到13個小時的時候
[00:17:24.620 --> 00:17:27.620]  我太太從香港打電話給我
[00:17:27.620 --> 00:17:34.620]  在電話裡面傳出來是她極度悲傷的哭聲
[00:17:34.620 --> 00:17:38.620]  一個讓我一個晚上都不能入睡的消息
[00:17:38.620 --> 00:17:44.620]  我們那位在她肚子裡面的baby離開了我們
[00:17:44.620 --> 00:17:49.620]  她還沒有出生就跟我們分開了
[00:17:49.620 --> 00:17:54.620]  孩子流產了 極大的哀痛壓在我的心裡面
[00:17:54.620 --> 00:17:59.620]  作為丈夫我只能鎮定的安慰了我的太太
[00:17:59.620 --> 00:18:01.620]  但是拉通電話結束之後
[00:18:01.620 --> 00:18:05.620]  很多的思緒跟情緒在我腦海裡面
[00:18:05.620 --> 00:18:08.620]  對著這個孩子 對著我的太太
[00:18:08.620 --> 00:18:12.620]  我有很多的虧欠
[00:18:12.620 --> 00:18:17.620]  但是我在想
[00:18:17.620 --> 00:18:20.620]  為什麼這個本來屬於我們的孩子
[00:18:20.620 --> 00:18:25.620]  現在我們連抱一下他的機會都沒有呢
[00:18:25.620 --> 00:18:28.620]  為什麼 人常會問為什麼
[00:18:28.620 --> 00:18:31.620]  我也不例外
[00:18:31.620 --> 00:18:34.620]  但當我想到還不到十個小時的時候
[00:18:34.620 --> 00:18:37.620]  我就要去參加這個迎新會的服事
[00:18:37.620 --> 00:18:38.620]  我更是問一個問題
[00:18:38.620 --> 00:18:42.620]  上帝為什麼你在這個時候讓我經歷這個事情
[00:18:42.620 --> 00:18:44.620]  我還有力量嗎
[00:18:44.620 --> 00:18:46.620]  我完全沒有力量
[00:18:46.620 --> 00:18:49.620]  我怎麼可以去服事你
[00:18:49.620 --> 00:18:53.620]  神沒有直接給答案給我
[00:18:53.620 --> 00:18:57.620]  只是讓我在內心當中不斷的去思考
[00:18:57.620 --> 00:19:01.620]  慢慢的好像有個微小的聲音跟我說
[00:19:01.620 --> 00:19:04.620]  是的 我明白你的痛苦
[00:19:04.620 --> 00:19:08.620]  因為我對於屬我的那些兒女的失落
[00:19:08.620 --> 00:19:11.620]  有著同樣的傷痛
[00:19:11.620 --> 00:19:15.620]  我愛他們 不願意一個人沉淪
[00:19:15.620 --> 00:19:18.620]  乃願每個人都悔改
[00:19:18.620 --> 00:19:21.620]  在這一刻我感受到
[00:19:21.620 --> 00:19:24.620]  我的傷痛 我的痛苦的經歷
[00:19:24.620 --> 00:19:29.620]  是被神安慰 是被神更新
[00:19:29.620 --> 00:19:33.620]  是的 天父愛他 每一個屬他的兒女
[00:19:33.620 --> 00:19:36.620]  而迎新聚會的那一天
[00:19:36.620 --> 00:19:42.620]  他會召去那些的兒女回到他的家中
[00:19:42.620 --> 00:19:46.620]  讓他們可以成為耶穌基督的門徒
[00:19:46.620 --> 00:19:50.620]  就是在這樣子 我換了一個新的角度去看
[00:19:50.620 --> 00:19:53.620]  接著我就重新投入在祀奉當中
[00:19:53.620 --> 00:19:56.620]  那天的聚會我們也經歷到神的大能
[00:19:56.620 --> 00:19:59.620]  看到他自己榮耀的彰顯
[00:19:59.620 --> 00:20:02.620]  來了幾十位的新同學 也有十幾位
[00:20:02.620 --> 00:20:05.620]  後來團聚留在教會當中
[00:20:05.620 --> 00:20:08.620]  甚至有些信主
[00:20:08.620 --> 00:20:16.620]  現在成為那個教會的一個同工
[00:20:16.620 --> 00:20:20.620]  我太太下週三就生產
[00:20:20.620 --> 00:20:22.620]  這是我第二個女兒的出生
[00:20:22.620 --> 00:20:26.620]  但其實我很清楚 我的女兒有三位
[00:20:26.620 --> 00:20:28.620]  除了現在一個四歲
[00:20:28.620 --> 00:20:32.620]  還有將要生產第三個 之前還有一位
[00:20:32.620 --> 00:20:36.620]  我非常紀念這位還沒有出生的嬰孩
[00:20:36.620 --> 00:20:39.620]  不過神已經安慰我們
[00:20:39.620 --> 00:20:43.620]  現在他還用新生的兒女繼續的安慰我們
[00:20:43.620 --> 00:20:45.620]  我們很感謝天父
[00:20:45.620 --> 00:20:49.620]  所以苦難是讓我們拉近跟神的關係
[00:20:49.620 --> 00:20:53.620]  去經歷那種被神安慰的過程
[00:20:53.620 --> 00:20:56.620]  但是苦難不單止停留在這裡
[00:20:56.620 --> 00:21:01.620]  我們看下面苦難到底對別人有沒有益處呢
[00:21:01.620 --> 00:21:03.620]  我們一起讀這段聖經
[00:21:03.620 --> 00:21:06.620]  我們在一切的患難中
[00:21:19.620 --> 00:21:22.620]  得到安慰 得到成就
[00:21:22.620 --> 00:21:24.620]  如果我們得到安慰
[00:21:24.620 --> 00:21:27.620]  也需要是你們得到安慰
[00:21:27.620 --> 00:21:30.620]  得到安慰是你們能夠忍受
[00:21:30.620 --> 00:21:33.620]  我們受盡難的痛苦
[00:21:33.620 --> 00:21:35.620]  所以我們看到原來苦難是
[00:21:35.620 --> 00:21:38.620]  神藉著苦難是要造就門徒
[00:21:38.620 --> 00:21:42.620]  造就門徒之後可以樹立一個榜樣
[00:21:42.620 --> 00:21:44.620]  還是更重要一步
[00:21:44.620 --> 00:21:46.620]  他可以安慰受苦
[00:21:46.620 --> 00:21:49.620]  或者受同樣或相類似苦的人
[00:21:49.620 --> 00:21:53.620]  讓他們可以忍受痛苦
[00:21:53.620 --> 00:21:58.620]  榜樣不是說自己想變成就可以
[00:21:58.620 --> 00:22:00.620]  自己說造成就行
