
[00:00:00.000 --> 00:00:02.000]  謝謝Grace
[00:03:30.000 --> 00:03:32.000]  做了一個先教士一樣
[00:03:32.000 --> 00:03:36.000]  其實薩姆爾退下來之後
[00:03:36.000 --> 00:03:38.000]  不做士師了
[00:03:38.000 --> 00:03:44.000]  他把政權和軍權交給素羅
[00:03:44.000 --> 00:03:46.000]  這是新立的和
[00:03:46.000 --> 00:03:50.000]  但是薩姆爾做了一個先知
[00:03:50.000 --> 00:03:54.000]  為人民禱告教導人民
[00:03:54.000 --> 00:03:58.000]  當穆迦出現重大危機的時候
[00:03:58.000 --> 00:04:02.000]  他都會出來執行神的任命
[00:04:02.000 --> 00:04:05.000]  所以薩姆爾第十二章的技術
[00:04:05.000 --> 00:04:09.000]  是發生在以色列國一個重要的時刻
[00:04:09.000 --> 00:04:15.000]  我們很快就來看看這個歷史是怎樣的
[00:04:15.000 --> 00:04:21.000]  如果你看以色列的埠約歷史
[00:04:21.000 --> 00:04:24.000]  頭一節可以分為四個時代
[00:04:24.000 --> 00:04:28.000]  從阿伯蘭的阿伯拉罕出世到約瑟死
[00:04:28.000 --> 00:04:30.000]  大約是四百年
[00:04:30.000 --> 00:04:33.000]  從約瑟死到他們出埃及
[00:04:33.000 --> 00:04:35.000]  也是四百年
[00:04:35.000 --> 00:04:37.000]  出埃及到素羅被立
[00:04:37.000 --> 00:04:39.000]  即是這一刻也是四百年
[00:04:39.000 --> 00:04:41.000]  素羅做皇帝之後
[00:04:41.000 --> 00:04:46.000]  一直到猶太秘魯也是四百年
[00:04:46.000 --> 00:04:52.000]  現在這件事就發生在第三個時代完結
[00:04:52.000 --> 00:04:56.000]  素羅剛剛做皇帝的時候
[00:04:56.000 --> 00:05:00.000]  退休演說發生在哪裏呢
[00:05:00.000 --> 00:05:06.000]  是薩姆爾叫那些人去一個吉甲的地方
[00:05:06.000 --> 00:05:10.000]  來安立素羅為皇
[00:05:10.000 --> 00:05:13.000]  亦都在那裏發表他的退休演說
[00:05:13.000 --> 00:05:15.000]  薩姆爾對眾文說
[00:05:15.000 --> 00:05:17.000]  第十一章十四節話
[00:05:17.000 --> 00:05:19.000]  內罷我們往吉甲去
[00:05:19.000 --> 00:05:22.000]  好在那裏重新建立王國
[00:05:22.000 --> 00:05:24.000]  眾文就到吉甲去
[00:05:24.000 --> 00:05:27.000]  在那裏在耶和華面前立素羅為皇
[00:05:27.000 --> 00:05:30.000]  在那裏在耶和華面前憲平安制
[00:05:30.000 --> 00:05:34.000]  素羅和以色列眾文都在那裏非常歡喜
[00:05:34.000 --> 00:05:39.000]  素羅加冕為皇是舉國歡勤的時候
[00:05:39.000 --> 00:05:43.000]  但是薩姆爾的心情是沉重的
[00:05:43.000 --> 00:05:46.000]  因為以色列人利器耶和華
[00:05:46.000 --> 00:05:48.000]  要學周圍的國家
[00:05:48.000 --> 00:05:51.000]  找一個人的王來帶領他們
[00:05:51.000 --> 00:05:54.000]  在這個神的眼中是一件惡事
[00:05:54.000 --> 00:05:57.000]  還有薩姆爾個人的心情
[00:05:57.000 --> 00:05:59.000]  有一些惆悵
[00:05:59.000 --> 00:06:01.000]  素羅做了皇帝之後
[00:06:01.000 --> 00:06:04.000]  薩姆爾就放下做了幾十年的士司
[00:06:04.000 --> 00:06:07.000]  原本政權軍權都是他帶領的
[00:06:07.000 --> 00:06:10.000]  現在放下就做先知
[00:06:10.000 --> 00:06:14.000]  這個改變這個放下的權力
[00:06:14.000 --> 00:06:18.000]  令到他自己的心情有些複雜化
[00:06:18.000 --> 00:06:21.000]  一方面舒服放下責任
[00:06:21.000 --> 00:06:23.000]  另一方面有些惆悵
[00:06:23.000 --> 00:06:28.000]  加上以色列人這個舉動是神所不起悅的
[00:06:28.000 --> 00:06:31.000]  他心裏面是更加的困難
[00:06:31.000 --> 00:06:35.000]  薩姆爾都可能想到自己一生的侍奉
[00:06:35.000 --> 00:06:39.000]  記不記得他四歲媽媽就把他帶到聖殿裏面
[00:06:39.000 --> 00:06:44.000]  在上一任的士司以利的手下做小兒子
[00:06:44.000 --> 00:06:47.000]  他媽媽四歲就開始讀神學
[00:06:47.000 --> 00:06:49.000]  很可愛
[00:06:49.000 --> 00:06:52.000]  媽媽就每年穿一件袍子給他
[00:06:52.000 --> 00:06:54.000]  四歲開始
[00:06:54.000 --> 00:06:56.000]  做了幾十年
[00:06:56.000 --> 00:07:00.000]  現在做完之後發現好像沒什麼成就
[00:07:00.000 --> 00:07:03.000]  以前那個上一任以利又做了幾十年
[00:07:03.000 --> 00:07:07.000]  做完之後又好像做得不太成功
[00:07:07.000 --> 00:07:10.000]  令到自己幾十年又不是很成功
[00:07:10.000 --> 00:07:14.000]  以色列的國運都沒什麼好轉
[00:07:14.000 --> 00:07:16.000]  不知道大家有沒有這樣的經歷
[00:07:16.000 --> 00:07:18.000]  就是你覺得自己做了幾十年
[00:07:18.000 --> 00:07:20.000]  好像沒什麼成就
[00:07:20.000 --> 00:07:24.000]  感到一點點的空虛和惆悵
[00:07:24.000 --> 00:07:26.000]  甚至有一點沮喪
[00:07:26.000 --> 00:07:31.000]  如果你覺得自己的環境是這樣的話
[00:07:31.000 --> 00:07:34.000]  你又要學習薩姆爾的榜樣
[00:07:34.000 --> 00:07:36.000]  他雖然不開心
[00:07:36.000 --> 00:07:40.000]  但仍然堅毅地去執行政權的轉移
[00:07:40.000 --> 00:07:44.000]  仍然堅毅地去做好自己份內的事
[00:07:44.000 --> 00:07:46.000]  我知道大家的心情都很沉重
[00:07:46.000 --> 00:07:51.000]  好像我的工作環境很不妙
[00:07:51.000 --> 00:07:54.000]  香港變得很厲害
[00:07:54.000 --> 00:07:56.000]  整個世界都變得很厲害
[00:07:56.000 --> 00:07:58.000]  公書又好像很不妙
[00:07:58.000 --> 00:08:00.000]  甚至家庭都未必很妙
[00:08:00.000 --> 00:08:03.000]  但是我們學習薩姆爾的榜樣
[00:08:03.000 --> 00:08:10.000]  就是堅毅地執行上帝在你份內要給你的事
[00:08:10.000 --> 00:08:15.000]  因為其實最後都是上帝掌管
[00:08:15.000 --> 00:08:17.000]  他要怎樣就怎樣
[00:08:17.000 --> 00:08:21.000]  所有的世界都在上帝的手中
[00:08:21.000 --> 00:08:24.000]  無論是颱風的運行
[00:08:24.000 --> 00:08:26.000]  政局的轉移
[00:08:26.000 --> 00:08:30.000]  民工打民、國工打國這個情況之下
[00:08:30.000 --> 00:08:32.000]  上帝是有帶領
[00:08:32.000 --> 00:08:35.000]  但是你就是上帝的僕人
[00:08:35.000 --> 00:08:38.000]  我們每一位都是上帝的僕人
[00:08:38.000 --> 00:08:41.000]  所以他將你安排在一個環境裏面
[00:08:41.000 --> 00:08:43.000]  無論你安排在一個退休的環境
[00:08:43.000 --> 00:08:45.000]  或者一個宣教士的環境
[00:08:45.000 --> 00:08:47.000]  或者一個堂主任的環境
[00:08:47.000 --> 00:08:50.000]  一個老師、一個醫生
[00:08:50.000 --> 00:08:54.000]  一個做商人的環境裏面
[00:08:54.000 --> 00:08:57.000]  其實上帝是為你度身訂做
[00:08:57.000 --> 00:09:05.000]  他要你堅毅地執行上帝給你的使命
[00:09:05.000 --> 00:09:08.000]  現在薩姆爾有一個使命
[00:09:08.000 --> 00:09:10.000]  在這個退休演說裏面
[00:09:10.000 --> 00:09:15.000]  上帝要他帶領以色列人悔改和復興
[00:09:15.000 --> 00:09:16.000]  以色列人犯了錯
[00:09:16.000 --> 00:09:18.000]  按立這個人的王
[00:09:18.000 --> 00:09:20.000]  但是上帝沒有放棄以色列
[00:09:20.000 --> 00:09:24.000]  他透過薩姆爾要他們悔改
[00:09:24.000 --> 00:09:25.000]  今天我們來看看
[00:09:25.000 --> 00:09:28.000]  怎樣叫我們的生命
[00:09:28.000 --> 00:09:29.000]  你和我的生命
[00:09:29.000 --> 00:09:32.000]  能夠得著悔改和復興
[00:09:32.000 --> 00:09:35.000]  所以薩姆爾怎樣做呢
[00:09:35.000 --> 00:09:37.000]  他第一叫他們去吉甲那裏
[00:09:37.000 --> 00:09:39.000]  為什麼去吉甲呢
[00:09:39.000 --> 00:09:44.000]  因為吉甲有十二塊石頭
[00:09:44.000 --> 00:09:45.000]  這塊石頭很有意思
[00:09:45.000 --> 00:09:48.000]  我們來看看
[00:09:48.000 --> 00:09:51.000]  在約書亞第四章十九節提到
[00:09:51.000 --> 00:09:54.000]  以色列人過了約旦河之後
[00:09:54.000 --> 00:09:56.000]  人民從約旦河上來以後
[00:09:56.000 --> 00:10:00.000]  就在吉甲在耶利哥的東邊安營
[00:10:00.000 --> 00:10:03.000]  約書亞把他們從約旦河取來的
[00:10:03.000 --> 00:10:06.000]  那十二塊石頭撕裂在吉甲
[00:10:06.000 --> 00:10:08.000]  大家知道他們過約旦河
[00:10:08.000 --> 00:10:11.000]  那些河水是乾的
[00:10:11.000 --> 00:10:15.000]  好像四十年前他們過紅海的時候
[00:10:15.000 --> 00:10:18.000]  上帝把水分開的
[00:10:18.000 --> 00:10:19.000]  他們過的時候
[00:10:19.000 --> 00:10:22.000]  就在河裏撿了十二塊石頭
[00:10:22.000 --> 00:10:23.000]  就撕裂起來
[00:10:23.000 --> 00:10:28.000]  約書亞就對以色列人說
[00:10:28.000 --> 00:10:30.000]  如果日後你的子孫問你們
[00:10:30.000 --> 00:10:32.000]  你就要告訴他們
[00:10:32.000 --> 00:10:36.000]  以色列人曾經在乾地上走過約旦河
[00:10:36.000 --> 00:10:39.000]  因為耶和華你們的神在你們面前
[00:10:39.000 --> 00:10:41.000]  使約旦河的水乾了
[00:10:41.000 --> 00:10:43.000]  直到你們都過了河
[00:10:43.000 --> 00:10:47.000]  好讓耶和華你們的神
[00:10:47.000 --> 00:10:50.000]  從前對紅海所行的
[00:10:50.000 --> 00:10:53.000]  好使地上萬民都認識
[00:10:53.000 --> 00:10:56.000]  耶和華的手是有能力的手
[00:10:56.000 --> 00:10:58.000]  也要使你們永遠敬畏
[00:10:58.000 --> 00:11:00.000]  耶和華你們的神
[00:11:00.000 --> 00:11:04.000]  這十二塊石頭讓以色列人回顧
[00:11:04.000 --> 00:11:07.000]  想到原來以前上帝是這樣的
[00:11:07.000 --> 00:11:09.000]  帶領我們
[00:11:09.000 --> 00:11:13.000]  當然這是三百年前的事
[00:11:13.000 --> 00:11:16.000]  以色列人過了約旦河
[00:11:16.000 --> 00:11:19.000]  然後就拿到迦南地
[00:11:19.000 --> 00:11:22.000]  接著就開始祀師的時代
[00:11:22.000 --> 00:11:23.000]  三百年裏面
[00:11:23.000 --> 00:11:25.000]  他們就風風雨雨
[00:11:25.000 --> 00:11:26.000]  死起落落
[00:11:26.000 --> 00:11:29.000]  直到蘇羅做皇帝
[00:11:29.000 --> 00:11:32.000]  斬眼間就過了去
[00:11:32.000 --> 00:11:34.000]  你可以想像
[00:11:34.000 --> 00:11:36.000]  以色列人今天來到吉甲
[00:11:36.000 --> 00:11:38.000]  看回舊時
[00:11:38.000 --> 00:11:41.000]  祖先在河中取來的十二塊石頭
[00:11:41.000 --> 00:11:44.000]  以前那種偉大的回憶
[00:11:44.000 --> 00:11:46.000]  就回到心裏面
[00:11:46.000 --> 00:11:50.000]  這個往事是以色列
[00:11:50.000 --> 00:11:53.000]  歷史光輝燦爛的時刻
[00:11:53.000 --> 00:11:54.000]  過約旦河
[00:11:54.000 --> 00:11:57.000]  但是現在就六代豪華
[00:11:57.000 --> 00:12:03.000]  已經成為了不堪回首的情況
[00:12:03.000 --> 00:12:06.000]  如果你留意聖經
[00:12:06.000 --> 00:12:08.000]  你會發現神的僕人
[00:12:08.000 --> 00:12:12.000]  很多時候都和以色列人重溫歷史
[00:12:12.000 --> 00:12:14.000]  回到歷史那裏
[00:12:14.000 --> 00:12:17.000]  我們報道會出了一本歷史書
[00:12:17.000 --> 00:12:20.000]  從我們報道會1888年開始
[00:12:20.000 --> 00:12:23.000]  到1949年都出了一本歷史書
[00:12:23.000 --> 00:12:27.000]  講到當年美國宣教士寬跨論來中國
[00:12:27.000 --> 00:12:29.000]  開始這個報道會
[00:12:29.000 --> 00:12:31.000]  你重溫過去
[00:12:31.000 --> 00:12:33.000]  其實都會看到上帝的恩典
[00:12:33.000 --> 00:12:34.000]  舊約就是這樣
[00:12:34.000 --> 00:12:37.000]  薩姆爾大意識人重溫歷史
[00:12:37.000 --> 00:12:41.000]  其實如果你看摩西和約斯亞
[00:12:41.000 --> 00:12:43.000]  都同樣是這樣做過
[00:12:43.000 --> 00:12:45.000]  新約的斯提反
[00:12:45.000 --> 00:12:48.000]  被由太陽石頭扔死之前
[00:12:48.000 --> 00:12:51.000]  他最後都重溫歷史
[00:12:51.000 --> 00:12:54.000]  薩姆爾這樣做
[00:12:54.000 --> 00:12:57.000]  是為了以色列人悔改
[00:12:57.000 --> 00:12:59.000]  叫國家得著復興
[00:12:59.000 --> 00:13:03.000]  這個是整張聖經
[00:13:03.000 --> 00:13:08.000]  整個退休演說的中心思想
[00:13:08.000 --> 00:13:11.000]  這個就是你去找專家
[00:13:11.000 --> 00:13:12.000]  就不會教你一樣
[00:13:12.000 --> 00:13:14.000]  你退休演說就不會教你
[00:13:14.000 --> 00:13:16.000]  叫你的公司得著復興
[00:13:16.000 --> 00:13:19.000]  但是薩姆爾就會這樣做
[00:13:19.000 --> 00:13:22.000]  薩姆爾被以色列人看到
[00:13:22.000 --> 00:13:24.000]  昔日他們的祖先依靠上帝
[00:13:24.000 --> 00:13:26.000]  向所披靡
[00:13:26.000 --> 00:13:29.000]  征服了大部分艱難的地
[00:13:29.000 --> 00:13:30.000]  之後過了三百年
[00:13:30.000 --> 00:13:32.000]  他們反而被鄰國欺負
[00:13:32.000 --> 00:13:35.000]  整個民族的前途每況愈下
[00:13:35.000 --> 00:13:37.000]  問題在哪裡呢
[00:13:37.000 --> 00:13:40.000]  以色列的問題就不是外面的強敵
[00:13:40.000 --> 00:13:47.000]  而是自己裡面失去對神的信靠
[00:13:47.000 --> 00:13:51.000]  所以有一次我和美國的朋友聊天
[00:13:51.000 --> 00:13:53.000]  我說美國最大的問題
[00:13:53.000 --> 00:13:55.000]  就不是外面有強敵和他們競爭
[00:13:55.000 --> 00:13:57.000]  美國最大的問題就看自己
[00:13:57.000 --> 00:13:59.000]  究竟你有沒有離開神
[00:13:59.000 --> 00:14:01.000]  你將美金寫著
[00:14:01.000 --> 00:14:03.000]  In God We Trust
[00:14:03.000 --> 00:14:04.000]  我信靠上帝
[00:14:04.000 --> 00:14:06.000]  你是不是真的信靠上帝
[00:14:06.000 --> 00:14:07.000]  如果你信靠上帝
[00:14:07.000 --> 00:14:08.000]  美國的國運一定興隆
[00:14:08.000 --> 00:14:10.000]  如果你離開了上帝的話
[00:14:10.000 --> 00:14:11.000]  一定衰亡
[00:14:11.000 --> 00:14:13.000]  你不需要有強敵
[00:14:13.000 --> 00:14:15.000]  最重要的你的敵人
[00:14:15.000 --> 00:14:19.000]  就是你自己裡面對神的偉生
[00:14:19.000 --> 00:14:21.000]  以色列人就是這樣
[00:14:21.000 --> 00:14:22.000]  當你離開上帝
[00:14:22.000 --> 00:14:26.000]  他那三百年的環境就很坎坷
[00:14:26.000 --> 00:14:28.000]  頂多你和我的生命都一樣
[00:14:28.000 --> 00:14:30.000]  如果你離開上帝的話
[00:14:30.000 --> 00:14:31.000]  你會坎坷
[00:14:31.000 --> 00:14:33.000]  但你依靠上帝的話
[00:14:33.000 --> 00:14:35.000]  你就會頂
[00:14:35.000 --> 00:14:37.000]  這是上帝的允許
[00:14:37.000 --> 00:14:40.000]  這段經文告訴你
[00:14:40.000 --> 00:14:42.000]  如果以色列人想復興
[00:14:42.000 --> 00:14:44.000]  要做四件事
[00:14:44.000 --> 00:14:48.000]  第一件事就是回到吉格
[00:14:48.000 --> 00:14:53.000]  回顧你自己當初
[00:14:53.000 --> 00:14:57.000]  你和上帝的關係
[00:14:57.000 --> 00:14:59.000]  吉格能夠幫助以色列人
[00:14:59.000 --> 00:15:01.000]  回顧過去的得和失
[00:15:01.000 --> 00:15:03.000]  在那裡他再次回憶到
[00:15:03.000 --> 00:15:04.000]  上帝說的話
[00:15:04.000 --> 00:15:07.000]  上帝對你的眷顧
[00:15:07.000 --> 00:15:09.000]  其實上帝很愛以色列人
[00:15:09.000 --> 00:15:10.000]  上帝也很愛你
[00:15:10.000 --> 00:15:12.000]  你看這次經文
[00:15:12.000 --> 00:15:16.000]  耶和華這樣說
[00:15:16.000 --> 00:15:19.000]  你年輕的時候的恩愛
[00:15:19.000 --> 00:15:20.000]  新婚的愛情
[00:15:20.000 --> 00:15:22.000]  你怎樣就看著我
[00:15:22.000 --> 00:15:24.000]  在未曾耕種之地跟從我
[00:15:24.000 --> 00:15:26.000]  我都記得
[00:15:26.000 --> 00:15:29.000]  那時以色列歸耶和華為姓
[00:15:29.000 --> 00:15:32.000]  作他初屬的土產
[00:15:32.000 --> 00:15:34.000]  因為上帝愛以色列人
[00:15:34.000 --> 00:15:36.000]  就好像新婚的丈夫
[00:15:36.000 --> 00:15:38.000]  愛一個新婚的愛人一樣
[00:15:38.000 --> 00:15:41.000]  上帝愛你和我都是這樣
[00:15:41.000 --> 00:15:43.000]  在他的眼中
[00:15:43.000 --> 00:15:45.000]  你是他的新婚的愛人
[00:15:45.000 --> 00:15:47.000]  如果我們離開了上帝的話
[00:15:47.000 --> 00:15:50.000]  帶來給上帝的傷痛是多麼大
[00:15:50.000 --> 00:15:53.000]  所以如果我們的生命要復興
[00:15:53.000 --> 00:15:56.000]  就回到吉格
[00:15:56.000 --> 00:15:58.000]  那十二塊石頭
[00:15:58.000 --> 00:16:02.000]  你過去生命裡的一些里程碑
[00:16:02.000 --> 00:16:06.000]  上帝怎樣帶領你相信他
[00:16:06.000 --> 00:16:09.000]  帶領為你培育
[00:16:09.000 --> 00:16:13.000]  在教會裡面侍奉這些石頭
[00:16:13.000 --> 00:16:15.000]  你的吉格
[00:16:15.000 --> 00:16:16.000]  你和我的吉格
[00:16:16.000 --> 00:16:17.000]  我們要回到那裡
[00:16:17.000 --> 00:16:22.000]  回憶上帝的恩典
[00:16:22.000 --> 00:16:25.000]  這是我們復興的第一個原則
[00:16:25.000 --> 00:16:27.000]  回到你的吉格
[00:16:27.000 --> 00:16:28.000]  第二個
[00:16:28.000 --> 00:16:31.000]  撒姆爾跟以色列人說的話
[00:16:31.000 --> 00:16:32.000]  就帶領他們悔改
[00:16:32.000 --> 00:16:38.000]  和重新的立志
[00:16:38.000 --> 00:16:40.000]  撒姆爾的番話
[00:16:40.000 --> 00:16:41.000]  令我想起啟示錄
[00:16:41.000 --> 00:16:43.000]  第二章和第三章
[00:16:43.000 --> 00:16:44.000]  記載耶穌基督
[00:16:44.000 --> 00:16:48.000]  對七個教會所說的話
[00:16:48.000 --> 00:16:50.000]  其中有五章
[00:16:50.000 --> 00:16:53.000]  都是講悔改和迴轉
[00:16:53.000 --> 00:16:56.000]  第二章講到以忽所教會
[00:16:56.000 --> 00:17:02.000]  使徒約翰在意象裡面
[00:17:02.000 --> 00:17:04.000]  見到耶穌基督
[00:17:04.000 --> 00:17:06.000]  在登臺當中行走
[00:17:06.000 --> 00:17:08.000]  每個登臺就代表教會
[00:17:08.000 --> 00:17:10.000]  耶穌基督就對七個登臺
[00:17:10.000 --> 00:17:12.000]  代表七個教會說話
[00:17:12.000 --> 00:17:16.000]  這個是以忽所教會
[00:17:16.000 --> 00:17:17.000]  第二章一到五節
[00:17:17.000 --> 00:17:18.000]  耶穌說
[00:17:18.000 --> 00:17:20.000]  那右手奈著七星
[00:17:20.000 --> 00:17:24.000]  在七個登臺當中行走的
[00:17:24.000 --> 00:17:25.000]  這樣說
[00:17:25.000 --> 00:17:26.000]  我知道你的行為
[00:17:26.000 --> 00:17:27.000]  你的勞苦
[00:17:27.000 --> 00:17:28.000]  你的忍耐
[00:17:28.000 --> 00:17:30.000]  然而有一件事
[00:17:30.000 --> 00:17:32.000]  我要責備你
[00:17:32.000 --> 00:17:35.000]  就是你離棄了你起初的愛
[00:17:35.000 --> 00:17:37.000]  所以你應當回想
[00:17:37.000 --> 00:17:39.000]  你是從哪裡墜落的
[00:17:39.000 --> 00:17:40.000]  而且要悔改
[00:17:40.000 --> 00:17:42.000]  以忽所做了很多事情
[00:17:42.000 --> 00:17:44.000]  他有勞苦
[00:17:44.000 --> 00:17:46.000]  有忍耐
[00:17:46.000 --> 00:17:48.000]  但是他離棄了
[00:17:48.000 --> 00:17:50.000]  離開了起初的愛
[00:17:50.000 --> 00:17:52.000]  所以耶穌叫他
[00:17:52.000 --> 00:17:55.000]  去回想和悔改
[00:17:55.000 --> 00:17:56.000]  然後在第三章
[00:17:56.000 --> 00:17:58.000]  他跟薩迪的教會說
[00:17:58.000 --> 00:18:00.000]  我知道你的行為
[00:18:00.000 --> 00:18:02.000]  你有名聲
[00:18:02.000 --> 00:18:04.000]  說你是活著的
[00:18:04.000 --> 00:18:06.000]  其實你是死的
[00:18:06.000 --> 00:18:08.000]  所以你應當回想
[00:18:08.000 --> 00:18:10.000]  你是怎樣領受
[00:18:10.000 --> 00:18:11.000]  怎樣聽見
[00:18:11.000 --> 00:18:12.000]  應該遵守
[00:18:12.000 --> 00:18:16.000]  應該悔改
[00:18:16.000 --> 00:18:19.000]  這兩次都是將回顧
[00:18:19.000 --> 00:18:25.000]  和悔改連在一起
[00:18:25.000 --> 00:18:26.000]  所以頂子媒
[00:18:26.000 --> 00:18:27.000]  這個也是值得
[00:18:27.000 --> 00:18:28.000]  你跟我去回顧
[00:18:28.000 --> 00:18:30.000]  和悔改的時候
[00:18:30.000 --> 00:18:32.000]  究竟我們起初
[00:18:32.000 --> 00:18:34.000]  對耶穌基督的愛
[00:18:34.000 --> 00:18:36.000]  還在不在這裡
[00:18:36.000 --> 00:18:37.000]  有人跟我說
[00:18:37.000 --> 00:18:39.000]  穆斯林你七十歲
[00:18:39.000 --> 00:18:41.000]  還到處奔波
[00:18:41.000 --> 00:18:43.000]  我已經心如止水
[00:18:43.000 --> 00:18:44.000]  現在舒舒服服
[00:18:44.000 --> 00:18:46.000]  在找退休生活
[00:18:46.000 --> 00:18:48.000]  退休生活是好的
[00:18:48.000 --> 00:18:49.000]  但是如果他說
[00:18:49.000 --> 00:18:50.000]  心如止水
[00:18:50.000 --> 00:18:52.000]  已經不再侍奉神
[00:18:52.000 --> 00:18:54.000]  甚至教會都不回的話
[00:18:54.000 --> 00:18:59.000]  那就應當回顧
[00:18:59.000 --> 00:19:00.000]  和悔改
[00:19:00.000 --> 00:19:02.000]  究竟上帝昔日
[00:19:02.000 --> 00:19:04.000]  帶領你給你那種熱切
[00:19:04.000 --> 00:19:05.000]  那種愛心
[00:19:05.000 --> 00:19:12.000]  去哪裡了
[00:19:12.000 --> 00:19:14.000]  當撒慕爾勸
[00:19:14.000 --> 00:19:16.000]  以色列人悔改的同時
[00:19:16.000 --> 00:19:18.000]  他都安慰他們
[00:19:18.000 --> 00:19:21.000]  他在第十二章二十節
[00:19:21.000 --> 00:19:23.000]  他對以色列人說
[00:19:23.000 --> 00:19:24.000]  不要懼怕
[00:19:24.000 --> 00:19:25.000]  雖然你們行了
